SPK_SPKC03a (excited),SPK_SPKC09a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10c (no effect)
,,436.71485,
,,436.799775,
,,436.860925,
,,436.923225,
,,436.938,
,,436.96605,
,,436.99915,
,,437.0143,
,,437.05465,
,,437.096325,
,,437.12145,
,,437.15385,
,,437.163475,
,,437.1922,
,,437.218725,
,,437.2515,
,,437.27105,
,,437.311775,
,,437.344925,
,,437.358325,
,,437.37985,
,,437.411125,
,,437.429075,
,,437.45375,
,,437.47095,
,,437.4857,
,,437.579325,
,,437.6021,
,,437.64695,
,,437.6944,
,,437.7209,
,,437.7354,
,,437.76775,
,,437.79395,
,,437.80865,
,,437.825975,
,,437.884825,
,,437.9347,
,,437.95785,
,,437.974575,
,,437.992775,
,,438.02985,
,,438.045375,
,,438.08,
,,438.1089,
,,438.1234,
,,438.186225,
,,438.21715,
,,438.2915,
,,438.373,
,,438.457375,
,,438.562975,
,,438.590025,
,,438.645425,
,,438.673525,
,,438.706325,
,,438.759025,
,,438.8002,
,,438.824725,
,,438.84545,
,,438.863475,
,,438.897875,
,,438.925825,
,,438.93765,
,,438.966825,
,,438.9949,
,,439.0408,
,,439.09,
,,439.1937,
,,439.2514,
,,439.28395,
,,439.30955,
,,439.343075,
,,439.3901,
,,439.420925,
,,439.4565,
,,439.4902,
,,439.507425,
,,439.523675,
,,439.57845,
,,439.60505,
,,439.715875,
,,439.739125,
,,439.750325,
,,439.7719,
,,439.7991,
,,439.8094,
,,439.8288,
,,439.859875,
,,439.910675,
,,439.915975,
,,439.9302,
,,439.98145,
,,440.13045,
,,440.151375,
,,440.193925,
,,440.244325,
,,440.271825,
,,440.2999,
,,440.331975,
,,440.3586,
,,440.4187,
,,440.46495,
,,440.5165,
,,440.5459,
,,440.564725,
,,440.593725,
,,440.6208,
,,440.671775,
,,440.69745,
,,440.719625,
,,440.7465,
,,440.884,
,,440.9214,
,,440.979725,
,,441.02605,
,,441.131475,
,,441.15595,
,,441.173475,
,,441.18585,
,,441.20815,
,,441.256325,
,,441.275075,
,,441.389825,
,,441.4126,
,,441.441225,
,,441.460925,
,,441.4924,
,,441.5215,
,,441.572825,
,,441.587125,
,,441.61535,
,,441.624575,
,,441.633125,
,,441.70695,
,,441.7389,
,,441.762975,
,,441.7774,
,,441.799175,
,,441.8444,
,,441.863175,
,,441.886375,
,,441.905075,
,,441.931075,
,,441.95345,
,,441.9668,
,,441.987775,
,,442.0468,
,,442.059625,
,,442.077375,
,,442.112575,
,,442.13355,
,,442.14875,
,,442.176025,
,,442.206275,
,,442.229725,
,,442.252,
,,442.277,
,,442.3091,
,,442.435025,
,,442.455575,
,,442.491875,
,,442.5319,
,,442.56435,
,,442.589925,
,,442.625425,
,,442.653475,
,,442.777125,
,,442.9001,
,,442.976025,
,,442.9911,
,,443.012275,
,,443.039925,
,,443.0594,
,,443.0701,
,,443.0791,
,,443.0972,
,,443.10865,
,,443.11525,
,,443.1229,
,,443.1333,
,,443.143625,
,,443.153225,
,,443.160175,
,,443.1689,
,,443.18215,
,,443.1939,
,,443.198925,
,,443.215,
,,443.2271,
,,443.2425,
,,443.258525,
,,443.274075,
,,443.300725,
,,443.3256,
,,443.346175,
,,443.379125,
,,443.399425,
,,443.453475,
,,443.478925,
,,443.5145,
,,443.542775,
,,443.554675,
,,443.566225,
,,443.57975,
,,443.6015,
,,443.634375,
,,443.655075,
,,443.69735,
,,443.718275,
,,443.758075,
,,443.801,
,,443.81965,
,,443.832375,
,,443.8449,
,,443.8592,
,,443.875475,
,,443.8876,
,,443.9138,
,,443.93955,
,,444.01495,
,,444.034375,
,,444.0649,
,,444.08395,
,,444.101725,
,,444.119575,
,,444.156225,
,,444.170125,
,,444.203375,
,,444.2138,
,,444.231175,
,,444.2521,
,,444.269825,
,,444.289775,
,,444.31205,
,,444.339025,
,,444.3464,
,,444.363525,
,,444.3794,
,,444.392975,
,,444.40515,
,,444.4192,
,,444.44785,
,,444.482225,
,,444.5318,
,,444.56575,
,,444.605475,
,,444.624975,
,,444.66325,
,,444.688025,
,,444.7511,
,,444.779025,
,,444.81185,
,,444.836875,
,,444.859775,
,,444.89595,
,,444.907825,
,,444.921225,
,,444.93495,
,,444.963125,
,,444.981975,
,,445.000725,
,,445.0593,
,,445.0917,
,,445.216125,
,,445.256325,
,,445.2918,
,,445.30415,
,,445.32495,
,,445.376225,
,,445.480425,
,,445.5067,
,,445.5278,
,,445.53675,
,,445.55395,
,,445.576425,
,,445.59385,
,,445.610125,
,,445.6221,
,,445.645625,
,,445.666625,
,,445.6835,
,,445.706575,
,,445.739025,
,,445.7678,
,,445.795475,
,,445.821675,
,,445.8423,
,,445.8555,
,,445.885875,
,,445.903275,
,,445.928025,
,,446.0009,
,,446.0124,
,,446.01765,
,,446.025525,
,,446.038225,
,,446.041775,
,,446.057425,
,,446.0702,
,,446.080775,
,,446.095925,
,,446.102,
,,446.1045,
,,446.1245,
,,446.14015,
,,446.166675,
,,446.181625,
,,446.213775,
,,446.275875,
,,446.318925,
,,446.336025,
,,446.3521,
,,446.37355,
,,446.39325,
,,446.42085,
,,446.436525,
,,446.450825,
,,446.4742,
,,446.487425,
,,446.539,
,,446.59995,
,,446.61725,
,,446.619225,
,,446.634175,
,,446.640325,
,,446.696925,
,,446.776,
,,446.84385,
,,446.866725,
,,446.888725,
,,446.9345,
,,446.956075,
,,447.0429,
,,447.079275,
,,447.133875,
,,447.1534,
,,447.3122,
,,447.350775,
,,447.38585,
,,447.4177,
,,447.524425,
,,447.54555,
,,447.565025,
,,447.58565,
,,447.6632,
,,447.746025,
,,447.7669,
,,447.78915,
,,447.8725,
,,447.884975,
,,447.8992,
,,447.9214,
,,447.930725,
,,447.953525,
,,447.97945,
,,448.046475,
,,448.09,
,,448.133575,
,,448.16365,
,,448.1776,
,,448.199975,
,,448.22475,
,,448.246525,
,,448.2776,
,,448.305525,
,,448.36075,
,,448.3924,
,,448.4128,
,,448.4365,
,,448.4547,
,,448.4733,
,,448.49725,
,,448.517125,
,,448.556925,
,,448.5834,
,,448.63955,
,,448.66675,
,,448.68895,
,,448.7185,
,,448.7513,
,,448.77415,
,,448.79365,
,,448.855775,
,,448.878975,
,,448.9096,
,,448.920725,
,,448.93665,
,,448.94765,
,,448.9596,
,,448.972125,
,,448.9912,
,,449.006225,
,,449.022075,
,,449.0448,
,,449.06115,
,,449.097775,
,,449.13265,
,,449.158525,
,,449.1775,
,,449.196325,
,,449.225375,
,,449.251,
,,449.264525,
,,449.29215,
,,449.342775,
,,449.37085,
,,449.421175,
,,449.45065,
,,449.47145,
,,449.4895,
,,449.501075,
,,449.517275,
,,449.541825,
,,449.560575,
,,449.596775,
,,449.63365,
,,449.705925,
,,449.7478,
,,449.76965,
,,449.837925,
,,449.85515,
,,449.88405,
,,450.21775,
,,450.2603,
,,450.2903,
,,450.306475,
,,450.31745,
,,450.331225,
,,450.34215,
,,450.34875,
,,450.361875,
,,450.364875,
,,450.372925,
,,450.385075,
,,450.40595,
,,450.408425,
,,450.42665,
,,450.49455,
,,450.52165,
,,450.5352,
,,450.5706,
,,450.6115,
,,450.687975,
,,450.69185,
,,450.7932,
,,450.838825,
,,450.86135,
,,450.92915,
,,450.963025,
,,450.99615,
,,451.044125,
,,451.1319,
,,451.173,
,,451.1972,
,,451.2376,
,,451.265225,
,,451.28605,
,,451.31365,
,,451.340125,
,,451.3914,
,,451.41285,
,,451.446575,
,,451.46525,
,,451.476975,
,,451.5061,
,,451.537775,
,,451.6014,
,,451.628475,
,,451.661775,
,,451.6875,
,,451.713525,
,,451.760175,
,,451.784625,
,,451.874225,
,,451.91345,
,,451.9299,
,,451.9571,
,,451.97085,
,,451.993125,
,,452.0141,
,,452.05205,
,,452.0857,
,,452.1164,
,,452.13755,
,,452.154375,
,,452.17015,
,,452.185175,
,,452.20625,
,,452.241075,
,,452.2726,
,,452.289475,
,,452.316,
,,452.333275,
,,452.40865,
,,452.43485,
,,452.470875,
,,452.497725,
,,452.51615,
,,452.53895,
,,452.5768,
,,452.629425,
,,452.6826,
,,452.722375,
,,452.743025,
,,452.76315,
,,452.789375,
,,452.816475,
,,452.876825,
,,452.93405,
,,452.959625,
,,452.989275,
,,453.0036,
,,453.026425,
,,453.043125,
,,453.052,
,,453.0737,
,,453.09265,
,,453.1069,
,,453.124075,
,,453.175175,
,,453.19215,
,,453.212025,
,,453.2323,
,,453.256675,
,,453.307275,
,,453.3386,
,,453.34985,
,,453.36205,
,,453.382125,
,,453.39725,
,,453.41315,
,,453.435075,
,,453.46235,
,,453.497275,
,,453.533275,
,,453.56905,
,,453.5915,
,,453.6211,
,,453.659675,
,,453.712375,
,,453.7663,
,,453.800775,
,,453.822375,
,,453.84835,
,,453.8959,
,,453.917125,
,,453.97395,
,,453.997625,
,,454.03015,
,,454.071475,
,,454.1011,
,,454.140175,
,,454.16815,
,,454.182875,
,,454.20845,
,,454.2283,
,,454.245575,
,,454.266325,
,,454.2955,
,,454.314825,
,,454.32245,
,,454.348125,
,,454.3576,
,,454.374475,
,,454.393825,
,,454.414175,
,,454.437775,
,,454.484875,
,,454.583075,
,,454.62345,
,,454.6509,
,,454.675125,
,,454.702125,
,,454.747075,
,,454.76425,
,,454.8094,
,,454.830625,
,,454.856675,
,,454.8881,
,,454.915825,
,,454.942325,
,,454.972875,
,,454.998075,
,,455.063625,
,,455.1301,
,,455.170375,
,,455.19305,
,,455.220925,
,,455.265075,
,,455.279925,
,,455.32105,
,,455.3832,
,,455.422925,
,,455.453225,
,,455.4802,
,,455.51135,
,,455.550825,
,,455.581525,
,,455.606275,
,,455.715675,
,,455.781325,
,,455.81715,
,,455.850325,
,,455.8836,
,,455.92815,
,,455.9725,
,,456.012075,
,,456.0319,
,,456.0453,
,,456.073925,
,,456.125775,
,,456.168025,
,,456.198075,
,,456.25435,
,,456.321025,
,,456.390325,
,,456.424375,
,,456.442975,
,,456.490275,
,,456.62835,
,,456.6539,
,,456.675825,
,,456.7153,
,,456.8042,
,,456.822825,
,,456.853875,
,,456.896675,
,,456.935125,
,,457.012675,
,,457.060175,
,,457.104175,
,,457.139225,
,,457.146,
,,457.186775,
,,457.220175,
,,457.239275,
,,457.25975,
,,457.2731,
,,457.289625,
,,457.308575,
,,457.346775,
,,457.362275,
,,457.39665,
,,457.4216,
,,457.44045,
,,457.45175,
,,457.476575,
,,457.503775,
,,457.530125,
,,457.54585,
,,457.56145,
,,457.591375,
,,457.60535,
,,457.61875,
,,457.634675,
,,457.65715,
,,457.6715,
,,457.6934,
,,457.71315,
,,457.729775,
,,457.748275,
,,457.766825,
,,457.78405,
,,457.8025,
,,457.83105,
,,457.854075,
,,457.873425,
,,457.903125,
,,457.92665,
,,457.9415,
,,457.95945,
,,457.984325,
,,458.00075,
,,458.04555,
,,458.06745,
,,458.09755,
,,458.1598,
,,458.1866,
,,458.205525,
,,458.2217,
,,458.235825,
,,458.24635,
,,458.258425,
,,458.27975,
,,458.29615,
,,458.3131,
,,458.321975,
,,458.33985,
,,458.3589,
,,458.369175,
,,458.396525,
,,458.43105,
,,458.486025,
,,458.50775,
,,458.526475,
,,458.541875,
,,458.5647,
,,458.593075,
,,458.648325,
,,458.67935,
,,458.70385,
,,458.7553,
,,458.798325,
,,458.83895,
,,458.949,
,,458.96315,
,,458.9777,
,,459.0055,
,,459.03705,
,,459.05395,
,,459.10395,
,,459.149325,
,,459.241275,
,,459.255675,
,,459.2694,
,,459.287375,
,,459.31505,
,,459.3188,
,,459.344375,
,,459.368125,
,,459.423725,
,,459.4701,
,,459.494425,
,,459.531575,
,,459.60885,
,,459.65415,
,,459.691675,
,,459.743325,
,,459.7655,
,,459.81075,
,,460.002125,
,,460.021775,
,,460.0753,
,,460.0971,
,,460.133525,
,,460.19455,
,,460.256425,
,,460.31915,
,,460.3608,
,,460.384875,
,,460.42535,
,,460.459075,
,,460.5053,
,,460.594075,
,,460.6184,
,,460.638175,
,,460.6692,
,,460.684475,
,,460.705375,
,,460.737,
,,460.819,
,,460.874825,
,,460.904825,
,,460.9246,
,,460.9395,
,,460.965875,
,,460.9859,
,,461.010725,
,,461.044425,
,,461.079725,
,,461.1355,
,,461.16155,
,,461.17855,
,,461.203,
,,461.215,
,,461.288925,
,,461.3443,
,,461.364025,
,,461.378525,
,,461.388275,
,,461.404175,
,,461.450575,
,,461.47075,
,,461.480075,
,,461.51645,
,,461.5386,
,,461.553,
,,461.5666,
,,461.5902,
,,461.610975,
,,461.638825,
,,461.649725,
,,461.664225,
,,461.68825,
,,461.70195,
,,461.7186,
,,461.739225,
,,461.7845,
,,461.7974,
,,461.84275,
,,461.85585,
,,461.8909,
,,461.914025,
,,461.936075,
,,461.956175,
,,461.97785,
,,461.996925,
,,462.009075,
,,462.02825,
,,462.0463,
,,462.061525,
,,462.0896,
,,462.099475,
,,462.10455,
,,462.131775,
,,462.152325,
,,462.20055,
,,462.247,
,,462.264975,
,,462.2803,
,,462.301125,
,,462.316975,
,,462.3326,
,,462.347825,
,,462.3745,
,,462.392325,
,,462.429175,
,,462.462325,
,,462.47925,
,,462.500175,
,,462.527575,
,,462.555025,
,,462.57575,
,,462.6097,
,,462.643325,
,,462.673725,
,,462.7018,
,,462.7182,
,,462.767725,
,,462.802275,
,,462.818275,
,,462.8607,
,,462.903325,
,,462.925525,
,,462.94415,
,,462.9817,
,,463.090825,
,,463.1206,
,,463.1451,
,,463.174825,
,,463.192425,
,,463.204025,
,,463.2251,
,,463.2861,
,,463.328425,
,,463.403375,
,,463.4857,
,,463.522275,
,,463.5714,
,,463.65905,
,,463.71205,
,,463.72795,
,,463.768825,
,,463.8036,
,,463.8284,
,,463.847575,
,,463.86585,
,,463.884775,
,,463.90295,
,,463.915375,
,,463.9338,
,,463.9572,
,,463.980325,
,,464.0209,
,,464.05635,
,,464.086825,
,,464.117825,
,,464.1335,
,,464.14795,
,,464.1627,
,,464.18885,
,,464.220875,
,,464.23495,
,,464.308125,
,,464.3406,
,,464.360525,
,,464.389925,
,,464.411575,
,,464.4359,
,,464.468725,
,,464.498575,
,,464.51935,
,,464.543975,
,,464.57855,
,,464.600175,
,,464.64935,
,,464.71545,
,,464.7532,
,,464.816725,
,,464.85195,
,,464.899175,
,,464.964675,
,,465.00035,
,,465.03335,
,,465.03975,
,,465.109475,
,,465.135925,
,,465.20045,
,,465.219775,
,,465.25935,
,,465.281625,
,,465.29735,
,,465.337825,
,,465.358225,
,,465.381525,
,,465.403825,
,,465.437,
,,465.4566,
,,465.4902,
,,465.568,
,,465.585225,
,,465.6411,
,,465.660625,
,,465.686275,
,,465.72625,
,,465.776375,
,,465.81685,
,,465.888675,
,,465.9126,
,,465.927075,
,,465.941675,
,,465.967625,
,,465.996725,
,,466.013475,
,,466.048775,
,,466.063075,
,,466.108475,
,,466.127375,
,,466.147925,
,,466.165475,
,,466.187225,
,,466.203325,
,,466.22955,
,,466.27175,
,,466.300675,
,,466.3378,
,,466.360525,
,,466.38345,
,,466.401975,
,,466.418125,
,,466.4352,
,,466.450775,
,,466.483275,
,,466.499825,
,,466.518725,
,,466.5446,
,,466.561825,
,,466.57515,
,,466.590325,
,,466.6011,
,,466.619225,
,,466.627825,
,,466.64245,
,,466.660825,
,,466.69845,
,,466.731025,
,,466.74985,
,,466.7665,
,,466.775925,
,,466.7912,
,,466.813675,
,,466.8325,
,,466.84415,
,,466.855875,
,,466.868175,
,,466.885225,
,,466.90075,
,,466.97515,
,,466.996925,
,,467.01005,
,,467.023075,
,,467.03465,
,,467.0455,
,,467.0555,
,,467.0664,
,,467.07315,
,,467.0801,
,,467.1151,
,,467.1314,
,,467.157375,
,,467.17125,
,,467.239175,
,,467.266125,
,,467.289675,
,,467.30855,
,,467.360625,
,,467.3739,
,,467.380275,
,,467.401975,
,,467.417925,
,,467.4531,
,,467.47745,
,,467.50225,
,,467.513375,
,,467.5349,
,,467.55895,
,,467.579575,
,,467.5945,
,,467.6251,
,,467.63915,
,,467.66455,
,,467.684,
,,467.706425,
,,467.735825,
,,467.754,
,,467.76715,
,,467.78995,
,,467.81215,
,,467.82705,
,,467.868,
,,467.8813,
,,467.913025,
,,467.9241,
,,467.946775,
,,467.964925,
,,467.984075,
,,468.0005,
,,468.021375,
,,468.040225,
,,468.072425,
,,468.091925,
,,468.108625,
,,468.124975,
,,468.137625,
,,468.1618,
,,468.22155,
,,468.236225,
,,468.2735,
,,468.289475,
,,468.310675,
,,468.356325,
,,468.37985,
,,468.422725,
,,468.4318,
,,468.456225,
,,468.48155,
,,468.56405,
,,468.592675,
,,468.617125,
,,468.6572,
,,468.70305,
,,468.7404,
,,468.7618,
,,468.789,
,,468.815075,
,,468.927175,
,,468.9562,
,,468.96875,
,,468.989175,
,,469.036675,
,,469.07315,
,,469.0907,
,,469.110825,
,,469.15215,
,,469.16395,
,,469.1825,
,,469.206875,
,,469.283275,
,,469.374825,
,,469.414625,
,,469.44595,
,,469.4818,
,,469.507,
,,469.545775,
,,469.57865,
,,469.616375,
,,469.646325,
,,469.693475,
,,469.786225,
,,469.833875,
,,469.856975,
,,469.8746,
,,469.893275,
,,469.908325,
,,469.984025,
,,470.051275,
,,470.090075,
,,470.125425,
,,470.151525,
,,470.16965,
,,470.1951,
,,470.208925,
,,470.250375,
,,470.275225,
,,470.300875,
,,470.321675,
,,470.342275,
,,470.356875,
,,470.37505,
,,470.390925,
,,470.418675,
,,470.444325,
,,470.497125,
,,470.5328,
,,470.583575,
,,470.618325,
,,470.6373,
,,470.66615,
,,470.69505,
,,470.730375,
,,470.743675,
,,470.754725,
,,470.775875,
,,470.80045,
,,470.824175,
,,470.879675,
,,470.9098,
,,470.9355,
,,470.9601,
,,470.9773,
,,471.0096,
,,471.04055,
,,471.064725,
,,471.084,
,,471.102975,
,,471.119125,
,,471.13735,
,,471.155375,
,,471.16545,
,,471.18245,
,,471.203625,
,,471.215775,
,,471.2409,
,,471.26525,
,,471.2865,
,,471.321225,
,,471.334275,
,,471.343775,
,,471.354025,
,,471.369125,
,,471.39805,
,,471.418125,
,,471.4273,
,,471.4458,
,,471.465225,
,,471.490575,
,,471.5035,
,,471.54785,
,,471.5799,
,,471.5959,
,,471.6167,
,,471.634525,
,,471.656725,
,,471.677675,
,,471.693825,
,,471.7162,
,,471.745975,
,,471.766675,
,,471.814125,
,,471.842525,
,,471.853525,
,,471.862175,
,,471.887425,
,,471.904975,
,,471.9264,
,,471.93715,
,,471.947675,
,,471.9615,
,,471.97205,
,,471.9895,
,,472.002025,
,,472.020075,
,,472.05755,
,,472.07675,
,,472.092825,
,,472.1417,
,,472.161725,
,,472.1791,
,,472.197475,
,,472.21835,
,,472.231025,
,,472.26125,
,,472.307075,
,,472.3279,
,,472.347675,
,,472.3621,
,,472.380575,
,,472.397975,
,,472.488325,
,,472.52315,
,,472.56135,
,,472.57735,
,,472.59115,
,,472.6259,
,,472.6864,
,,472.712675,
,,472.756625,
,,472.78475,
,,472.8108,
,,472.859775,
,,472.89335,
,,472.90355,
,,472.9393,
,,472.96765,
,,472.982875,
,,473.01835,
,,473.0718,
,,473.096625,
,,473.1205,
,,473.1463,
,,473.1691,
,,473.197025,
,,473.2152,
,,473.250725,
,,473.2813,
,,473.31245,
,,473.335425,
,,473.3522,
,,473.394975,
,,473.4242,
,,473.455525,
,,473.492375,
,,473.546725,
,,473.570725,
,,473.6166,
,,473.65365,
,,473.69735,
,,473.743375,
,,473.768225,
,,473.779875,
,,473.8047,
,,473.8328,
,,473.86545,
,,473.991275,
,,474.014775,
,,474.0943,
,,474.1433,
,,474.196575,
,,474.232075,
,,474.25835,
,,474.2844,
,,474.31255,
,,474.3973,
,,474.432725,
,,474.537425,
,,474.5635,
,,474.593025,
,,474.6447,
,,474.6768,
,,474.723325,
,,474.746225,
,,474.75685,
,,474.78355,
,,474.805425,
,,474.80905,
,,474.82705,
,,474.844425,
,,474.872525,
,,474.8949,
,,474.907825,
,,474.9312,
,,474.956125,
,,474.978825,
,,475.027975,
,,475.057825,
,,475.078475,
,,475.1064,
,,475.1232,
,,475.1543,
,,475.1898,
,,475.221575,
,,475.24005,
,,475.28065,
,,475.30265,
,,475.33205,
,,475.353325,
,,475.3789,
,,475.398875,
,,475.429475,
,,475.454525,
,,475.47345,
,,475.494725,
,,475.51115,
,,475.526625,
,,475.5677,
,,475.5959,
,,475.612225,
,,475.626375,
,,475.686775,
,,475.7109,
,,475.74075,
,,475.75705,
,,475.77755,
,,475.79335,
,,475.813075,
,,475.825625,
,,475.838875,
,,475.8576,
,,475.8853,
,,475.90705,
,,475.923075,
,,475.932225,
,,475.948925,
,,475.961075,
,,475.970075,
,,475.9944,
,,476.016175,
,,476.0316,
,,476.05325,
,,476.093475,
,,476.10185,
,,476.1329,
,,476.15775,
,,476.201225,
,,476.231275,
,,476.239075,
,,476.2774,
,,476.28905,
,,476.300375,
,,476.315225,
,,476.33275,
,,476.352675,
,,476.373275,
,,476.39665,
,,476.41995,
,,476.43495,
,,476.461525,
,,476.526525,
,,476.541225,
,,476.562975,
,,476.58345,
,,476.59365,
,,476.61205,
,,476.622475,
,,476.63695,
,,476.653825,
,,476.669325,
,,476.6903,
,,476.707175,
,,476.7229,
,,476.735,
,,476.74565,
,,476.763425,
,,476.7696,
,,476.786125,
,,476.791925,
,,476.796625,
,,476.8088,
,,476.829275,
,,476.847775,
,,476.858675,
,,476.86575,
,,476.8768,
,,476.896475,
,,476.9137,
,,476.9246,
,,476.93345,
,,476.95415,
,,476.966775,
,,476.97985,
,,476.99255,
,,477.003425,
,,477.02085,
,,477.041075,
,,477.057325,
,,477.083125,
,,477.092275,
,,477.1042,
,,477.118275,
,,477.130075,
,,477.1501,
,,477.15925,
,,477.1742,
,,477.1898,
,,477.19125,
,,477.204725,
,,477.2203,
,,477.229725,
,,477.255075,
,,477.2738,
,,477.288625,
,,477.30245,
,,477.3316,
,,477.35305,
,,477.372525,
,,477.394375,
,,477.4099,
,,477.42705,
,,477.4481,
,,477.476625,
,,477.49465,
,,477.5302,
,,477.579525,
,,477.603975,
,,477.632975,
,,477.662375,
,,477.676375,
,,477.69775,
,,477.744725,
,,477.7835,
,,477.8015,
,,477.848725,
,,477.88405,
,,477.9116,
,,477.9222,
,,477.932675,
,,477.95015,
,,477.958475,
,,477.968075,
,,477.980275,
,,477.988875,
,,478.010425,
,,478.026675,
,,478.0446,
,,478.077925,
,,478.09505,
,,478.1105,
,,478.131725,
,,478.15675,
,,478.168925,
,,478.198875,
,,478.214625,
,,478.237,
,,478.27345,
,,478.2943,
,,478.305575,
,,478.322825,
,,478.356225,
,,478.37195,
,,478.3935,
,,478.41,
,,478.424175,
,,478.452475,
,,478.478675,
,,478.507025,
,,478.525875,
,,478.56205,
,,478.611125,
,,478.636225,
,,478.65685,
,,478.690575,
,,478.712775,
,,478.740125,
,,478.759225,
,,478.774625,
,,478.79235,
,,478.8069,
,,478.827425,
,,478.842525,
,,478.859725,
,,478.887175,
,,478.89955,
,,478.91195,
,,478.9234,
,,478.9666,
,,478.98805,
,,479.007525,
,,479.0177,
,,479.0227,
,,479.039075,
,,479.060375,
,,479.07255,
,,479.09615,
,,479.138325,
,,479.1832,
,,479.19635,
,,479.21935,
,,479.248875,
,,479.266325,
,,479.29255,
,,479.310225,
,,479.36475,
,,479.388425,
,,479.4419,
,,479.466475,
,,479.4967,
,,479.537775,
,,479.5761,
,,479.597975,
,,479.630875,
,,479.653475,
,,479.6741,
,,479.699,
,,479.7421,
,,479.808625,
,,479.83125,
,,479.8667,
,,479.9046,
,,479.965975,
,,479.98705,
,,480.015775,
,,480.049675,
,,480.0691,
,,480.109375,
,,480.1314,
,,480.162325,
,,480.19465,
,,480.2259,
,,480.2659,
,,480.305725,
,,480.31485,
,,480.356275,
,,480.412,
,,480.442475,
,,480.479425,
,,480.514425,
,,480.54185,
,,480.545575,
,,480.56035,
,,480.587825,
,,480.640675,
,,480.6707,
,,480.6904,
,,480.72455,
,,480.73975,
,,480.780975,
,,480.7937,
,,480.80885,
,,480.8295,
,,480.8583,
,,480.8797,
,,480.9186,
,,480.926775,
,,480.944425,
,,480.956025,
,,480.9788,
,,481.01665,
,,481.04265,
,,481.088375,
,,481.0998,
,,481.117825,
,,481.142875,
,,481.161525,
,,481.167525,
,,481.1893,
,,481.20535,
,,481.21645,
,,481.222725,
,,481.238025,
,,481.251975,
,,481.26565,
,,481.274825,
,,481.287675,
,,481.299325,
,,481.308075,
,,481.31215,
,,481.329425,
,,481.33635,
,,481.3537,
,,481.370925,
,,481.409,
,,481.4267,
,,481.4384,
,,481.451275,
,,481.485025,
,,481.505625,
,,481.534925,
,,481.56035,
,,481.573975,
,,481.58605,
,,481.59905,
,,481.611,
,,481.62325,
,,481.6344,
,,481.648325,
,,481.665825,
,,481.68295,
,,481.7007,
,,481.734975,
,,481.75515,
,,481.778825,
,,481.79305,
,,481.812475,
,,481.837675,
,,481.853075,
,,481.86855,
,,481.886825,
,,481.90195,
,,481.91515,
,,481.9268,
,,481.93705,
,,481.95165,
,,481.962625,
,,481.979025,
,,481.9913,
,,482.01365,
,,482.027075,
,,482.051775,
,,482.072325,
,,482.09045,
,,482.115,
,,482.12885,
,,482.14165,
,,482.155425,
,,482.16955,
,,482.177575,
,,482.1881,
,,482.203525,
,,482.218825,
,,482.23135,
,,482.248625,
,,482.2633,
,,482.278075,
,,482.293575,
,,482.331175,
,,482.3505,
,,482.372175,
,,482.39175,
,,482.41855,
,,482.437525,
,,482.476075,
,,482.49355,
,,482.514425,
,,482.542675,
,,482.6053,
,,482.632375,
,,482.65,
,,482.7346,
,,482.759525,
,,482.816425,
,,482.8316,
,,482.85045,
,,482.883225,
,,482.904675,
,,482.93185,
,,482.9737,
,,483.0338,
,,483.07835,
,,483.10225,
,,483.11635,
,,483.1444,
,,483.170625,
,,483.2085,
,,483.275625,
,,483.30905,
,,483.347025,
,,483.387925,
,,483.42055,
,,483.45465,
,,483.469575,
,,483.504475,
,,483.5354,
,,483.55725,
,,483.59805,
,,483.693325,
,,483.716675,
,,483.763175,
,,483.79325,
,,483.85035,
,,483.869625,
,,483.9088,
,,483.930925,
,,483.949125,
,,484.020775,
,,484.066275,
,,484.151425,
,,484.17705,
,,484.1885,
,,484.204475,
,,484.2414,
,,484.28515,
,,484.325025,
,,484.338725,
,,484.3634,
,,484.388675,
,,484.42015,
,,484.469725,
,,484.498725,
,,484.511425,
,,484.532525,
,,484.55615,
,,484.577425,
,,484.61795,
,,484.648875,
,,484.680925,
,,484.726975,
,,484.748925,
,,484.7728,
,,484.83765,
,,484.8537,
,,484.876525,
,,484.910925,
,,484.936425,
,,484.9639,
,,484.99385,
,,485.01545,
,,485.0606,
,,485.085225,
,,485.09415,
,,485.115125,
,,485.151425,
,,485.24605,
,,485.266025,
,,485.293525,
,,485.3314,
,,485.358775,
,,485.423675,
,,485.433425,
,,485.453775,
,,485.5014,
,,485.536525,
,,485.5706,
,,485.605125,
,,485.66855,
,,485.691525,
,,485.708575,
,,485.731375,
,,485.7688,
,,485.787575,
,,485.885625,
,,485.979425,
,,486.0029,
,,486.038825,
,,486.073625,
,,486.088275,
,,486.10165,
,,486.1241,
,,486.16075,
,,486.173025,
,,486.206625,
,,486.343925,
,,486.372725,
,,486.4203,
,,486.42825,
,,486.445975,
,,486.481675,
,,486.5371,
,,486.626525,
,,486.672875,
,,486.6972,
,,486.71555,
,,486.770075,
,,486.826075,
,,486.846925,
,,486.891475,
,,486.9168,
,,486.976725,
,,487.023275,
,,487.0543,
,,487.0689,
,,487.09225,
,,487.1164,
,,487.187275,
,,487.2052,
,,487.243575,
,,487.300325,
,,487.358325,
,,487.379525,
,,487.4359,
,,487.478875,
,,487.516125,
,,487.538975,
,,487.6062,
,,487.63915,
,,487.66005,
,,487.679975,
