SPK_SPKC03a (excited),SPK_SPKC09a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10c (no effect)
,100.194825,38.386675,225.969225
,100.207575,38.40475,226.002175
,100.2384,38.441025,226.06195
,100.35895,38.4929,226.14955
,100.458675,38.506425,226.161575
,100.4842,38.523075,226.30395
,100.5144,38.56445,226.402025
,100.547775,38.585075,226.496775
,100.5893,38.65275,226.671825
,100.627725,38.710525,226.76275
,100.702125,38.753925,226.813
,100.756225,38.7811,226.94255
,100.814175,38.813975,227.267075
,100.8906,38.8431,227.317425
,100.96585,38.878225,227.330675
,100.97775,38.900625,227.353975
,101.04155,38.942675,227.363275
,101.12205,38.97055,227.389325
,101.145475,38.994525,227.569125
,101.210675,39.009275,227.57925
,101.282525,39.034775,227.614475
,101.284125,39.050625,227.67395
,101.35805,39.07635,227.8786
,101.5102,39.10425,227.8951
,101.560225,39.149475,228.1759
,101.6261,39.18705,228.43675
,101.649375,39.19905,228.529875
,101.682425,39.226225,228.545175
,101.76985,39.250475,228.63655
,101.8083,39.27505,228.814325
,101.868625,39.30075,228.834125
,101.8943,39.3107,228.85145
,101.923475,39.343675,228.92875
,102.04055,39.3657,228.9402
,102.09165,39.380825,228.9563
,102.3239,39.4106,229.14025
,102.373225,39.430675,229.34425
,102.458525,39.46645,229.36995
,102.613275,39.4955,229.6385
,102.639225,39.525275,229.692275
,102.74125,39.5411,229.86285
,102.787125,39.54885,229.923925
,102.857225,39.569575,229.9438
,102.91685,39.58335,230.143825
,103.03395,39.622725,230.197
,103.184,39.65655,230.230375
,103.3425,39.677125,230.244975
,103.3759,39.71125,230.257025
,103.46665,39.7327,230.34425
,103.668525,39.7739,230.458225
,103.7842,39.8158,230.499625
,103.816925,39.8885,230.520475
,103.853025,39.910625,230.618375
,103.890225,39.926275,230.674525
,103.99835,39.949375,230.7177
,104.12755,39.95965,230.84955
,104.1297,39.9765,230.883025
,104.243025,39.997575,230.98815
,104.369325,40.035125,231.000525
,104.46695,40.086775,231.006
,104.516125,40.15745,231.06605
,104.6271,40.194725,231.09775
,104.846225,40.22635,231.119625
,104.92135,40.24025,231.1544
,105.02125,40.27725,231.238275
,105.148975,40.301725,231.386175
,105.15605,40.324925,231.429275
,105.2534,40.34285,231.55395
,105.4377,40.38455,231.592325
,105.47555,40.420725,231.5985
,105.58595,40.465525,231.671175
,105.71635,40.479875,231.757775
,105.7958,40.5417,231.9937
,105.943175,40.61725,232.057675
,105.9794,40.648575,232.17875
,106.0633,40.65945,232.22655
,106.087275,40.67665,232.364575
,106.193925,40.707375,232.504825
,106.51275,40.7229,232.513625
,106.54635,40.7428,232.628775
,106.5795,40.769675,232.731125
,106.66255,40.800225,232.7854
,106.7001,40.8414,232.795925
,106.746375,40.869125,232.823475
,106.767775,40.908925,232.921875
,106.925875,40.930925,232.96455
,107.16825,40.993975,233.0013
,107.2051,41.023475,233.165425
,107.2285,41.04855,233.21975
,107.2469,41.092175,233.315275
,107.344025,41.1179,233.339625
,107.395725,41.127475,233.5015
,107.403725,41.15275,233.508875
,107.560425,41.180975,233.586875
,107.593675,41.19155,233.6403
,107.731925,41.209975,233.88195
,107.788,41.24585,233.933625
,107.874025,41.266025,233.9647
,107.976675,41.28195,233.999225
,108.020625,41.381175,234.144675
,108.173875,41.4078,234.164425
,108.2425,41.44875,234.2371
,108.299625,41.4662,234.281275
,108.357725,41.51055,234.453875
,108.437975,41.5256,234.480675
,108.506575,41.5664,234.49275
,108.547775,41.593425,234.502675
,108.5524,41.6319,234.803625
,108.5769,41.68335,235.014525
,108.58245,41.736725,235.214375
,108.623175,41.78085,235.22565
,108.690525,41.8,235.40525
,108.8307,41.827175,235.687175
,108.901175,41.8383,235.715275
,108.92195,41.869775,235.75885
,108.95965,41.888325,235.823275
,109.082075,41.9276,235.9254
,109.09585,41.947675,235.95035
,109.122075,41.96485,236.01375
,109.157125,41.9946,236.054475
,109.188825,42.0128,236.093875
,109.2525,42.02765,236.11385
,109.27275,42.07085,236.233575
,109.3421,42.082525,236.295
,109.37245,42.11915,236.377225
,109.438875,42.15075,236.527625
,109.469225,42.173825,236.5731
,109.548425,42.183125,236.593475
,109.567325,42.2226,236.60325
,109.610525,42.242525,236.622325
,109.687875,42.2978,236.6342
,109.69885,42.32735,236.8817
,109.781975,42.3411,237.0201
,109.820475,42.381425,237.045575
,109.92385,42.48975,237.0802
,109.955475,42.51945,237.2359
,109.987175,42.5734,237.24785
,110.028475,42.62215,237.450675
,110.040075,42.639725,237.4928
,110.0586,42.6656,237.515125
,110.114275,42.674375,237.71475
,110.12985,42.7125,237.7374
,110.162575,42.74795,237.777225
,110.19665,42.784025,237.802
,110.236775,42.8663,237.930675
,110.296,42.8877,237.945025
,110.3571,42.911125,238.042775
,110.407225,42.95115,238.0537
,110.54755,42.970675,238.20975
,110.9321,43.00515,238.231275
,111.01015,43.053325,238.2505
,111.103925,43.104175,238.25665
,111.3753,43.1531,238.414325
,111.471125,43.2287,238.4243
,111.5647,43.2511,238.611875
,111.60475,43.2763,238.81005
,111.6267,43.2985,238.9029
,111.706925,43.39485,238.9249
,111.714125,43.419525,238.9378
,111.7228,43.44705,238.99425
,111.756025,43.4669,239.00245
,111.90655,43.49645,239.042225
,111.98765,43.513675,239.39445
,112.234075,43.5475,239.624675
,112.261025,43.566875,239.749475
,112.291775,43.59305,239.930825
,112.31685,43.62725,240.0639
,112.35615,43.688475,240.0777
,112.452125,43.713975,240.146675
,112.535425,43.7307,240.1747
,112.542125,43.7501,240.4765
,112.591475,43.780025,240.571225
,112.667075,43.8276,240.65235
,112.80905,43.9079,240.742375
,112.827925,43.943925,240.80655
,112.8776,43.963525,240.856275
,112.926775,43.96485,240.90975
,113.0766,43.99275,240.967925
,113.12685,44.01335,241.0532
,113.231575,44.04855,241.1496
,113.3035,44.1303,241.220325
,113.37805,44.16995,241.293225
,113.3816,44.201075,241.3633
,113.4601,44.22345,241.385775
,113.480725,44.243125,241.4353
,113.5375,44.2692,241.587325
,113.5586,44.28145,241.689875
,113.58135,44.2977,241.725075
,113.629,44.340175,241.73505
,113.74705,44.357175,241.744025
,113.78065,44.371375,241.90785
,113.808375,44.40755,241.950275
,113.8348,44.492075,241.9742
,113.907125,44.543075,241.9838
,113.933225,44.561,242.193225
,113.975625,44.5712,242.2272
,114.02085,44.596825,242.30715
,114.075925,44.63105,242.601275
,114.1551,44.671875,242.767575
,114.193925,44.69565,242.801375
,114.216275,44.725075,242.912975
,114.2531,44.775025,242.946975
,114.290025,44.884275,243.0667
,114.33965,44.918975,243.0867
,114.37,44.9503,243.15365
,114.429625,44.9733,243.261975
,114.532425,45.007,243.2695
,114.63735,45.036925,243.3867
,114.81535,45.0716,243.403
,114.83045,45.1066,243.446825
,114.867575,45.1337,243.456625
,114.8893,45.155375,243.53045
,114.9247,45.186875,243.6686
,114.93345,45.202575,243.779
,114.97805,45.285325,243.836175
,115.0611,45.302125,243.91905
,115.0996,45.33215,243.98385
,115.12225,45.35605,244.045325
,115.144375,45.380575,244.0736
,115.162575,45.42295,244.32485
,115.241925,45.448675,244.366575
,115.44105,45.474475,244.527575
,115.4659,45.5166,244.605325
,115.48855,45.52335,244.61425
,115.75225,45.55655,244.6435
,115.797,45.56755,244.72265
,115.819725,45.578975,244.794875
,115.86875,45.620075,245.162525
,115.903725,45.6782,245.1774
,115.920875,45.722525,245.2159
,115.93195,45.73355,245.64685
,116.05085,45.7809,245.89515
,116.1082,45.82,245.965225
,116.264925,45.8565,245.9804
,116.35655,45.89765,245.997925
,116.3882,45.927675,246.0789
,116.444675,45.9844,246.127525
,116.702325,46.055,246.1686
,116.7885,46.091125,246.2622
,116.8813,46.103675,246.30505
,116.8995,46.13875,246.361725
,117.00625,46.1704,246.4393
,117.068225,46.189975,246.6579
,117.1147,46.2185,246.963775
,117.179775,46.237325,247.029375
,117.2606,46.256225,247.116625
,117.31395,46.280525,247.25865
,117.371075,46.297125,247.345775
,117.41155,46.3265,247.511275
,117.41325,46.363025,247.52415
,117.670525,46.390375,247.538125
,117.694875,46.4085,247.5977
,117.734525,46.43325,247.676775
,117.77155,46.448075,247.720575
,117.82415,46.464375,247.731025
,117.850225,46.4829,247.87215
,118.01405,46.501725,247.91535
,118.03535,46.546325,247.988175
,118.1005,46.5847,248.148425
,118.22985,46.622725,248.385875
,118.2764,46.641025,248.469425
,118.28685,46.65385,248.540975
,118.324325,46.684875,248.548625
,118.373175,46.70095,248.6063
,118.43995,46.72415,248.62815
,118.482575,46.742625,248.6676
,118.569375,46.7879,248.958175
,118.59195,46.800925,249.031825
,118.6796,46.824275,249.114225
,118.71125,46.8377,249.116875
,118.9386,46.850275,249.17715
,118.95895,46.86055,249.313575
,118.990325,46.8797,249.4011
,119.078875,46.901325,249.84475
,119.11015,46.9227,249.9605
,119.20025,46.9488,249.9789
,119.2197,46.964725,250.01545
,119.25725,46.98465,250.1144
,119.3269,47.008625,250.17645
,119.634075,47.027875,250.2155
,119.7198,47.048075,250.24085
,119.994425,47.076225,250.252525
,120.052425,47.09165,250.353975
,120.098175,47.122425,250.365275
,120.1347,47.1404,250.50125
,120.162825,47.152425,250.62245
,120.1797,47.170375,250.666525
,120.28845,47.303525,250.7046
,120.3339,47.33465,250.73085
,120.384675,47.37545,250.814875
,120.4046,47.40165,250.86705
,120.42845,47.421475,250.906275
,120.44915,47.439625,251.039975
,120.46725,47.45875,251.0489
,120.479125,47.474025,251.110175
,120.488225,47.504775,251.1526
,120.556875,47.529225,251.184925
,120.56805,47.61905,251.2013
,120.798675,47.642275,251.267775
,120.8432,47.65485,251.329025
,120.961925,47.713625,251.343575
,120.9875,47.761425,251.3783
,121.072,47.793725,251.395375
,121.104275,47.820525,251.418925
,121.138775,47.8452,251.464575
,121.254375,47.863075,251.497325
,121.3595,47.926225,251.651475
,121.4098,47.9495,251.7251
,121.521925,47.972975,251.785025
,121.55575,47.996175,251.80215
,121.588175,48.0155,251.8157
,121.678,48.06255,251.86105
,121.761325,48.099175,251.93205
,121.77555,48.121275,251.956825
,121.818675,48.13345,252.027375
,121.94335,48.1991,252.109975
,121.9462,48.215825,252.215925
,121.965075,48.233225,252.343525
,122.219375,48.265025,252.473675
,122.290125,48.288075,252.644075
,122.354175,48.324175,252.785375
,122.4394,48.34215,252.841125
,122.475425,48.3706,253.173625
,122.557125,48.3892,253.180775
,122.582525,48.415975,253.349275
,122.634525,48.433325,253.43905
,122.72025,48.492425,253.602825
,122.752275,48.524625,253.61105
,122.886375,48.553075,253.6923
,122.909375,48.58345,253.772375
,122.933075,48.604525,253.7954
,122.9959,48.63405,253.826125
,123.076925,48.7306,253.930725
,123.15585,48.7588,254.037325
,123.208375,48.771425,254.095425
,123.2608,48.787975,254.186475
,123.392325,48.822525,254.215675
,123.4241,48.84265,254.25815
,123.47225,48.8774,254.27885
,123.489175,48.89575,254.56715
,123.54825,48.912,254.612425
,123.5797,48.927225,254.6227
,123.65285,48.94865,254.636325
,123.69195,48.9713,254.691175
,123.7246,48.9879,254.76495
,123.9735,49.0037,254.7737
,123.998425,49.030575,254.8479
,124.01455,49.0893,254.97355
,124.10745,49.121025,255.0051
,124.158325,49.14705,255.095825
,124.19605,49.195125,255.19215
,124.228025,49.22605,255.2051
,124.30015,49.266225,255.325775
,124.349125,49.292625,255.3494
,124.41565,49.308475,255.35965
,124.442275,49.328475,255.414025
,124.476625,49.34835,255.46895
,124.518525,49.36135,255.52005
,124.622275,49.39045,255.670975
,124.66675,49.420725,255.837325
,124.71125,49.4503,255.9086
,124.967875,49.48525,255.9219
,125.036,49.5313,256.03025
,125.208975,49.552425,256.049125
,125.400575,49.58865,256.249375
,125.487475,49.6578,256.32005
,125.62205,49.692525,256.38405
,125.6714,49.706775,256.504275
,125.700225,49.77225,256.52445
,125.72385,49.801125,256.551125
,125.796275,49.816025,256.6362
,126.280675,49.857275,256.8106
,126.29135,49.879875,256.82245
,126.332,49.9068,257.002025
,126.353925,49.934525,257.0307
,126.372725,49.946175,257.040425
,126.38925,49.961125,257.078175
,126.447125,49.973575,257.10285
,126.4642,49.98995,257.1553
,126.51265,50.02395,257.189525
,126.57165,50.065125,257.32155
,126.6795,50.237525,257.37305
,126.7016,50.2513,257.4369
,126.724,50.331025,257.5004
,126.766525,50.35785,257.54005
,126.834125,50.3749,257.594475
,126.86245,50.3925,257.6895
,126.888925,50.4099,257.699075
,126.942225,50.44745,257.71345
,126.9954,50.470625,257.76955
,127.033175,50.501375,257.78385
,127.0718,50.5236,257.816
,127.12255,50.567975,257.927025
,127.17015,50.584825,258.1077
,127.217775,50.60375,258.19305
,127.2562,50.6189,258.223925
,127.3067,50.633125,258.309875
,127.318325,50.659875,258.345625
,127.370725,50.676825,258.409875
,127.3934,50.6883,258.48195
,127.433475,50.713,258.50045
,127.5747,50.740325,258.6162
,127.73125,50.76745,258.62335
,127.8604,50.800875,258.713975
,127.8767,50.832225,258.735375
,127.92515,50.8505,258.833325
,127.942425,50.872725,258.881625
,127.980575,50.910175,258.900925
,128.00725,50.934175,258.97895
,128.044975,50.96795,259.067225
,128.179175,50.985625,259.652925
,128.203525,51.018875,259.748975
,128.317725,51.041375,259.818725
,128.3361,51.065825,259.90535
,128.353975,51.08905,259.930225
,128.3737,51.10825,259.993475
,128.461875,51.13325,260.0468
,128.4828,51.16015,260.142375
,128.571275,51.1831,260.15365
,128.6638,51.211925,260.204875
,128.7318,51.231,260.3429
,128.799525,51.259725,260.356
,128.83015,51.26475,260.4353
,128.860975,51.290475,260.5097
,128.9139,51.3283,260.51765
,128.981875,51.348,260.79325
,129.090275,51.43285,260.835675
,129.106225,51.48465,260.978925
,129.163875,51.50155,261.05985
,129.2768,51.521625,261.09725
,129.345475,51.555375,261.217175
,129.3906,51.574375,261.33895
,129.52585,51.609425,261.484325
,129.561425,51.62365,261.779275
,129.565975,51.646475,261.84005
,129.664575,51.66045,261.8516
,129.709175,51.6743,262.023625
,129.72945,51.69795,262.045825
,129.732975,51.7196,262.099575
,129.7912,51.7332,262.13705
,129.86615,51.797575,262.224275
,130.035725,51.823425,262.300925
,130.0669,51.8416,262.3116
,130.127975,51.8867,262.323025
,130.14595,51.934075,262.36
,130.159525,51.9671,262.384925
,130.238075,52.008775,262.44625
,130.2691,52.022375,262.520075
,130.29295,52.040675,262.88975
,130.34715,52.056725,262.9064
,130.364925,52.074475,262.915375
,130.426425,52.085125,263.03865
,130.43245,52.11475,263.300675
,130.491525,52.129325,263.35555
,130.52395,52.146725,263.375775
,130.69005,52.160875,263.424975
,130.70835,52.228475,263.5233
,130.843475,52.27365,263.666075
,130.928725,52.3027,263.77505
,130.943325,52.34455,263.808325
,131.1344,52.354225,263.9025
,131.169325,52.37655,264.002
,131.261675,52.40485,264.065575
,131.283575,52.423025,264.3347
,131.3073,52.551975,264.359475
,131.405825,52.596775,264.5362
,131.427975,52.6126,264.5684
,131.4665,52.637225,264.582475
,131.49195,52.6756,264.619925
,131.49315,52.694225,264.6659
,131.54835,52.71125,264.714375
,131.63705,52.7288,265.141525
,131.648525,52.79375,265.148875
,131.6812,52.841125,265.17385
,131.756425,52.868675,265.23505
,131.8261,52.937625,265.314775
,131.887775,52.977975,265.354025
,131.9582,53.009,265.387525
,132.0356,53.250325,265.4071
,132.12435,53.28075,265.472025
,132.15215,53.3041,265.5001
,132.2422,53.325675,265.509425
,132.3121,53.363375,265.584225
,132.3138,53.3888,265.688525
,132.3788,53.4281,265.754575
,132.4124,53.464075,265.85765
,132.528125,53.491525,265.99465
,132.63,53.495775,266.025925
,132.6543,53.518875,266.191775
,132.675325,53.538825,266.212025
,132.6909,53.621,266.320125
,132.72085,53.653075,266.3316
,132.811925,53.68905,266.3547
,132.86855,53.7467,266.4839
,132.950725,53.7675,266.526475
,133.094375,53.8723,266.5706
,133.2964,53.96385,266.62725
,133.335475,53.995975,266.64345
,133.462225,54.046,266.81795
,133.522925,54.079775,267.0033
,133.543125,54.119175,267.0368
,133.56015,54.17525,267.070175
,133.63575,54.2289,267.082675
,133.6739,54.2623,267.19645
,133.712475,54.27825,267.25495
,133.838525,54.3323,267.471375
,133.880675,54.406225,267.5084
,133.92085,54.574175,267.5794
,133.948875,54.59505,268.06205
,134.1101,54.625675,268.0982
,134.14785,54.663225,268.21
,134.2495,54.687875,268.334
,134.2961,54.75885,268.400125
,134.3369,54.777075,268.479125
,134.3611,54.7961,268.613825
,134.5053,54.8415,268.6286
,134.614175,54.8605,268.6942
,134.73995,54.9049,268.727675
,134.81015,54.933675,268.7886
,134.860475,54.95245,268.84285
,134.918175,54.992575,268.91595
,134.987425,55.067525,268.986825
,135.02455,55.088875,269.0417
,135.082375,55.104875,269.06285
,135.11535,55.139,269.260525
,135.237525,55.158175,269.33235
,135.311275,55.17605,269.40295
,135.4404,55.1987,269.417175
,135.55395,55.211625,269.540725
,135.726325,55.2254,269.894375
,135.729575,55.2437,269.9785
,135.779625,55.2827,270.243425
,135.80555,55.31545,270.31665
,135.827875,55.343075,270.342175
,135.85345,55.36085,270.374125
,135.876075,55.384875,270.587725
,135.921,55.408625,270.5972
,135.94565,55.434,270.6561
,136.003125,55.4544,270.7112
,136.091175,55.477025,270.776625
,136.143575,55.517025,270.867275
,136.230125,55.546025,270.9531
,136.251175,55.57675,271.008625
,136.328325,55.61575,271.0194
,136.34635,55.6394,271.1127
,136.4647,55.664875,271.156075
,136.533175,55.6929,271.237425
,136.614475,55.714925,271.251275
,136.698625,55.7305,271.275425
,136.729925,55.749,271.382925
,136.832375,55.76285,271.445275
,136.868425,55.81485,271.456125
,136.9265,55.85015,271.570625
,136.9908,55.8814,271.6187
,137.120575,55.897625,271.731525
,137.16395,55.912525,271.804125
,137.288675,55.987875,271.814675
,137.394325,56.028825,271.82595
,137.4079,56.12665,271.844225
,137.422525,56.151575,271.874425
,137.4691,56.19665,271.8858
,137.506375,56.23975,271.9331
,137.5702,56.258775,272.0166
,137.5887,56.288975,272.220525
,137.649925,56.295475,272.279325
,137.728875,56.321975,272.321475
,137.762725,56.355325,272.42765
,137.86285,56.387325,272.443125
,137.9496,56.39755,272.506025
,137.9723,56.4208,272.565525
,138.078725,56.445475,272.584025
,138.18645,56.471575,272.64195
,138.272625,56.4885,272.687675
,138.300125,56.522075,272.698725
,138.3415,56.550275,272.744725
,138.3789,56.5673,272.821225
,138.42565,56.58995,272.8773
,138.4683,56.69845,272.895875
,138.499075,56.7375,272.9171
,138.534275,56.7661,272.9514
,138.5765,56.795275,272.968275
,138.598625,56.82105,272.998575
,138.756125,56.84095,273.005375
,138.925075,56.86355,273.045375
,138.953475,56.885275,273.0579
,138.9678,56.934925,273.0716
,138.997475,56.995,273.219775
,139.0632,57.024,273.243975
,139.0917,57.041475,273.315175
,139.12035,57.062125,273.4395
,139.154675,57.112925,273.45285
,139.180725,57.176625,273.591175
,139.21055,57.208625,273.6105
,139.26635,57.245875,273.634625
,139.29395,57.27565,273.76975
,139.316675,57.286125,273.8008
,139.3661,57.321425,273.867025
,139.3952,57.338775,273.966075
,139.420425,57.356225,274.046225
,139.458175,57.378925,274.072475
,139.509625,57.3974,274.081
,139.524375,57.414375,274.100325
,139.578275,57.4348,274.156825
,139.587225,57.45545,274.185575
,139.77295,57.474625,274.22005
,139.82195,57.48565,274.23765
,139.895675,57.5044,274.2811
,139.9178,57.51135,274.288425
,140.0399,57.53265,274.3044
,140.044325,57.545625,274.498575
,140.06405,57.559725,274.5058
,140.158525,57.5709,274.507025
,140.213625,57.58405,274.59815
,140.304725,57.597825,274.76165
,140.39795,57.611175,274.779475
,140.499425,57.62875,274.8984
,140.5494,57.63835,274.92245
,140.63635,57.67825,274.944925
,140.653425,57.6942,274.967125
,140.674975,57.738225,274.987825
,140.698375,57.7438,275.10435
,140.74,57.770125,275.1234
,140.86195,57.782125,275.38795
,141.021425,57.792675,275.467725
,141.053575,57.810825,275.480725
,141.093625,57.830525,275.566925
,141.113275,57.848375,275.581825
,141.1414,57.8653,275.63065
,141.163275,57.874675,275.8067
,141.180575,57.885925,275.840475
,141.2575,57.90555,275.89545
,141.2878,57.9154,276.05225
,141.29975,57.9296,276.229075
,141.48885,57.940625,276.272525
,141.51165,57.95015,276.4351
,141.567325,57.973925,276.489625
,141.619,57.994925,276.615525
,141.67515,58.0092,276.662675
,141.759675,58.022475,276.710125
,141.858925,58.031125,276.735925
,141.87765,58.044825,276.821375
,141.98705,58.0602,276.8501
,142.0352,58.073425,276.963075
,142.073675,58.08625,277.0423
,142.0935,58.099575,277.1897
,142.2894,58.126225,277.20085
,142.329275,58.139075,277.48425
,142.362375,58.152325,277.536375
,142.48715,58.166825,277.59625
,142.537,58.1915,277.644075
,142.585575,58.2008,277.669875
,142.691475,58.227475,277.675875
,142.7217,58.2402,277.704975
,142.79275,58.255275,277.71355
,142.809025,58.269375,277.734375
,142.8305,58.296025,277.8033
,142.8961,58.314725,278.05375
,142.931325,58.330775,278.13295
,142.971525,58.3464,278.192675
,143.007725,58.36285,278.213375
,143.05025,58.372475,278.38285
,143.0951,58.38465,278.42545
,143.121875,58.3949,278.447075
,143.153525,58.415125,278.608675
,143.186075,58.43035,278.630775
,143.27475,58.458,278.686325
,143.2926,58.4699,278.747075
,143.309625,58.506375,278.7607
,143.3855,58.524075,278.912575
,143.494725,58.541825,278.944575
,143.617425,58.6102,278.95435
,143.6228,58.63025,278.97785
,143.638475,58.6589,278.987725
,143.650575,58.671075,278.9973
,143.66425,58.686125,279.006275
,143.6947,58.7043,279.110125
,143.748025,58.72665,279.15885
,143.8632,58.7663,279.318775
,143.901175,58.79175,279.3504
,143.983575,58.847,279.464675
,144.017,58.868375,279.4911
,144.04495,58.887475,279.594175
,144.1369,58.923475,279.6097
,144.16135,58.950025,279.7844
,144.3436,58.9633,279.8243
,144.44515,58.979075,279.83975
,144.456225,59.0055,279.870625
,144.525025,59.033425,280.000075
,144.593125,59.08205,280.145525
,144.696625,59.0985,280.208375
,145.0197,59.128825,280.257275
,145.0313,59.150075,280.321625
,145.051925,59.16785,280.371825
,145.099225,59.1934,280.382225
,145.19395,59.220075,280.4477
,145.29945,59.238475,280.45415
,145.3206,59.2528,280.492075
,145.343825,59.275375,280.549625
,145.3818,59.29475,280.59175
,145.450825,59.312125,280.6235
,145.476975,59.3317,280.724525
,145.518875,59.342325,280.732075
,145.60665,59.368875,280.90505
,145.621225,59.398275,280.950425
,145.659975,59.433575,280.962875
,145.68535,59.50675,280.982775
,145.750675,59.544475,281.02835
,145.80465,59.59045,281.05055
,146.234,59.626475,281.1104
,146.258275,59.6297,281.159975
,146.2875,59.654575,281.171625
,146.39335,59.844725,281.327375
,146.433275,59.8853,281.3619
,146.53755,59.8928,281.400275
,146.58105,59.927925,281.46855
,146.6076,59.948275,281.497125
,146.63805,59.981975,281.55465
,146.71835,60.012275,281.739
,146.767975,60.091525,281.7525
,146.838475,60.12835,281.774425
,146.89635,60.1461,281.79095
,147.070975,60.170075,281.956
,147.1682,60.2643,281.9802
,147.2747,60.28755,282.002625
,147.2998,60.346525,282.04305
,147.452075,60.3944,282.211925
,147.513175,60.415,282.302375
,147.573,60.441775,282.43845
,147.647225,60.496625,282.52585
,147.76355,60.60045,282.554525
,147.874025,60.682225,282.582725
,148.00935,60.724625,282.71915
,148.047475,60.774025,282.872175
,148.106425,60.793475,282.879975
,148.14695,60.8154,282.912375
,148.16625,60.839825,282.918475
,148.18865,60.877775,282.963375
,148.416325,60.9046,282.9876
,148.4547,60.95525,283.047725
,148.65195,60.987925,283.057275
,148.660425,61.010175,283.11355
,148.864825,61.034925,283.130225
,148.93415,61.069375,283.16415
,149.042475,61.0866,283.186725
,149.099175,61.124725,283.34385
,149.12005,61.1417,283.375225
,149.166425,61.19705,283.473075
,149.209125,61.2198,283.482225
,149.239375,61.2514,283.4966
,149.288,61.283825,283.59735
,149.397075,61.30325,283.62365
,149.4613,61.32625,283.6451
,149.538525,61.376225,283.690225
,149.6089,61.4014,283.711125
,149.671425,61.413075,283.8862
,149.73965,61.4501,283.967425
,149.77915,61.475575,283.998325
,149.90875,61.497825,284.200725
,149.94475,61.520475,284.2518
,150.014525,61.546925,284.2665
,150.101725,61.58645,284.278075
,150.127525,61.609425,284.30365
,150.17625,61.637875,284.32525
,150.29075,61.665625,284.344075
,150.338375,61.715975,284.424825
,150.3729,61.806175,284.47265
,150.403075,61.842475,284.724325
,150.446475,61.87765,284.7607
,150.542725,61.954,284.89795
,150.62075,62.003,284.980875
,150.6464,62.031275,285.06385
,150.689275,62.051325,285.138025
,150.71955,62.103975,285.267125
,150.77145,62.123025,285.289
,150.814325,62.137975,285.296625
,150.839125,62.16595,285.361225
,151.117075,62.180925,285.38825
,151.2789,62.219075,285.5833
,151.317625,62.2335,285.665025
,151.376625,62.275125,285.681
,151.438725,62.316275,285.693375
,151.649975,62.405275,285.73145
,151.70735,62.469925,286.04295
,151.753475,62.510925,286.06375
,151.759275,62.544425,286.126375
,151.796775,62.573475,286.2844
,151.884175,62.620125,286.344925
,151.895175,62.6387,286.463475
,151.945275,62.661125,286.50875
,151.978275,62.70045,286.549625
,152.0134,62.7241,286.5721
,152.047975,62.740325,286.593275
,152.0531,62.7781,286.6128
,152.081575,62.82305,286.814075
,152.1217,62.85265,286.8561
,152.314525,62.907775,286.88685
,152.333625,62.9497,286.94835
,152.3554,62.973775,287.003175
,152.429525,63.028775,287.055325
,152.463125,63.05665,287.099875
,152.56585,63.07855,287.1162
,152.659975,63.118775,287.20605
,152.663875,63.1409,287.2579
,152.718025,63.1593,287.33255
,152.78505,63.2055,287.376225
,152.829625,63.2266,287.499125
,152.895975,63.314525,287.692525
,152.955875,63.333525,287.8527
,152.978725,63.414025,288.028025
,153.012775,63.445625,288.04855
,153.08405,63.46825,288.113925
,153.10965,63.480325,288.127425
,153.13575,63.5053,288.188525
,153.1551,63.54215,288.2006
,153.196075,63.674175,288.2123
,153.291675,63.701975,288.2557
,153.318725,63.755225,288.27545
,153.33795,63.795325,288.325425
,153.359275,63.827325,288.47685
,153.40615,63.8859,288.502875
,153.4335,63.9041,288.559375
,153.45995,63.93495,288.696725
,153.5165,63.947475,288.77205
,153.5541,63.9617,288.811525
,153.64315,63.98795,288.837825
,153.676675,64.029125,288.856475
,153.696025,64.052575,288.88675
,153.72265,64.088775,288.917925
,153.745275,64.1329,288.954725
,153.765275,64.16275,289.023
,153.783675,64.1764,289.030775
,153.815725,64.2035,289.073525
,153.846825,64.229,289.0791
,153.970325,64.248725,289.08885
,154.216475,64.27715,289.134575
,154.26895,64.296425,289.156725
,154.323575,64.324675,289.191875
,154.358375,64.342025,289.2226
,154.760375,64.4317,289.235725
,154.778925,64.4691,289.25605
,154.8073,64.485,289.313225
,154.830325,64.517275,289.32165
,154.88585,64.532875,289.33695
,154.92235,64.548325,289.34595
,154.9261,64.5676,289.362825
,155.00045,64.58275,289.5425
,155.08155,64.600425,289.625175
,155.1326,64.622925,289.6482
,155.22885,64.650525,289.731825
,155.265625,64.7027,289.82755
,155.323375,64.751325,290.105225
,155.483425,64.7587,290.3084
,155.517225,64.777775,290.35195
,155.5768,64.792225,290.361325
,155.62035,64.823675,290.391475
,155.641475,64.845525,290.400675
,155.653525,64.8579,290.434425
,155.737225,64.8936,290.6371
,155.78555,64.904125,290.65845
,155.886625,64.9762,290.7007
,155.954325,65.06045,290.748775
,155.981125,65.078875,290.867575
,156.054925,65.090025,290.89345
,156.0699,65.11815,290.953725
,156.1129,65.143225,290.975925
,156.157925,65.15685,291.111425
,156.2434,65.190725,291.121125
,156.354475,65.21,291.236325
,156.368125,65.222175,291.260575
,156.393825,65.246825,291.5313
,156.487175,65.265875,291.5941
,156.51345,65.329925,291.6447
,156.5432,65.356225,291.6618
,156.644075,65.38595,291.741425
,156.678175,65.41815,291.7802
