SPK_SPKC04a (inhibited),SPK_SPKC16a (short excitation)
71.6909,49.761825
71.711725,49.7729
71.766175,49.7849
71.81055,49.7944
71.849025,49.84695
71.912975,49.869825
71.938325,49.887825
71.9799,49.9503
72.004425,49.995675
72.068875,50.07995
72.110725,50.127175
72.149575,50.151225
72.27505,50.18825
72.31545,50.219275
72.35065,50.249925
72.433125,50.28985
72.512725,50.334625
72.570775,50.36705
72.6446,50.387475
72.729,50.4078
72.781025,50.414075
72.811075,50.471125
72.8264,50.506575
72.886275,50.606975
72.935325,50.678475
72.9581,50.7667
73.01065,50.793725
73.045625,50.880875
73.069375,50.9268
73.1107,50.957525
73.20085,50.98885
73.303625,51.061375
73.346575,51.107075
73.48095,51.121775
73.506825,51.167125
73.544,51.2526
73.582525,51.27165
73.628125,51.286325
73.670525,51.299325
73.841825,51.31305
73.8814,51.333775
73.94265,51.352575
73.958775,51.369525
73.984275,51.39225
74.019725,51.4103
74.05635,51.433625
74.0933,51.4725
74.136775,51.569725
74.16015,51.632475
74.18915,51.674475
74.222225,51.699825
74.281875,51.7247
74.311475,51.7677
74.349175,51.822325
74.3737,51.834275
74.391875,51.8554
74.40965,51.87215
74.436,52.0228
74.526375,52.113575
74.56685,52.160925
74.601675,52.1892
74.6616,52.211675
74.695325,52.236425
74.729475,52.2696
74.751975,52.3203
74.813525,52.3568
74.838675,52.38515
74.9464,52.42755
75.067175,52.46815
75.098925,52.4879
75.118325,52.524125
75.192225,52.622275
75.22715,52.737625
75.276375,52.76675
75.324025,52.7754
75.3479,52.814525
75.4408,52.8295
75.521825,52.873575
75.61495,52.899825
75.667575,52.938125
75.71945,52.96365
75.7512,52.9851
75.82165,53.0162
75.882725,53.0467
75.919075,53.09365
75.9437,53.11285
75.957775,53.126325
76.009875,53.15445
76.047125,53.19275
76.06175,53.20705
76.1008,53.219875
76.15515,53.22865
76.175725,53.236625
76.221175,53.24555
76.238325,53.271675
76.26695,53.28975
76.363475,53.3361
76.36555,53.3639
76.381975,53.3745
76.4164,53.40125
76.4479,53.422975
76.4682,53.442825
76.49525,53.467475
76.51645,53.505
76.577975,53.53805
76.628125,53.618175
76.65685,53.73125
76.6802,53.779725
76.700525,53.833525
76.72805,53.88755
76.756125,54.018225
76.769125,54.0993
76.7841,54.236425
76.82,54.286525
76.865375,54.339075
76.8988,54.38615
76.902275,54.4792
76.939825,54.532475
76.963675,54.564925
76.9912,54.5934
77.0062,54.8124
77.062,55.099275
77.077325,55.234275
77.091925,55.25715
77.1319,55.271775
77.179525,55.2892
77.202625,55.30165
77.238,55.38535
77.262925,55.428175
77.361275,55.482475
77.364925,55.599925
77.37925,55.6518
77.4071,55.688
77.428175,55.715225
77.452175,55.7497
77.50965,55.79695
77.61065,55.831225
77.6446,55.852225
77.679225,55.86185
77.7122,55.876975
77.77855,55.887875
77.80995,55.901275
77.835825,55.946925
77.919525,55.99665
77.957275,56.06595
77.987925,56.097175
78.0103,56.124225
78.04925,56.150325
78.06505,56.17545
78.0775,56.203375
78.09385,56.253725
78.1878,56.3174
78.2842,56.324025
78.312475,56.335675
78.330675,56.339525
78.36335,56.3449
78.40055,56.371775
78.4285,56.414675
78.525775,56.423525
78.554125,56.4586
78.58455,56.472575
78.6173,56.51015
78.63545,56.537125
78.6543,56.608375
78.677425,56.687975
78.737675,56.734725
78.85835,56.7492
78.8799,56.783525
78.919575,56.83065
78.946475,56.865975
79.009975,56.94975
79.0565,56.973575
79.0869,57.03995
79.168025,57.055425
79.171325,57.066575
79.210825,57.0732
79.2388,57.08465
79.263875,57.106225
79.285875,57.1239
79.297625,57.148425
79.309075,57.165725
79.32205,57.18365
79.33075,57.27685
79.366,57.293125
79.396975,57.31305
79.4427,57.324575
79.454725,57.4707
79.48335,57.483475
79.523075,57.498675
79.54305,57.51685
79.6359,57.533025
79.741875,57.53645
79.77035,57.543
79.8103,57.560275
79.838275,57.58045
79.8637,57.600325
79.9067,57.649725
79.9234,57.67085
79.95635,57.679575
79.98515,57.68875
80.074775,57.70125
80.131325,57.73615
80.1662,57.754325
80.202125,57.7871
80.219325,57.829325
80.413375,57.841
80.61935,57.85225
80.64935,57.871625
80.737975,57.9114
80.76905,57.955425
80.823925,57.99235
80.9007,58.030725
80.996725,58.08305
81.0241,58.0993
81.1758,58.104275
81.240025,58.12545
81.314625,58.137525
81.334725,58.1463
81.360775,58.152625
81.383175,58.171575
81.4121,58.180375
81.43145,58.1957
81.45825,58.233425
81.50675,58.256225
81.6065,58.29035
81.62685,58.336625
81.6457,58.341525
81.66305,58.34635
81.68545,58.35905
81.729925,58.373025
81.802425,58.4217
81.860975,58.49615
81.8917,58.5191
81.9496,58.53785
81.972425,58.552475
82.0242,58.5762
82.077825,58.65325
82.12285,58.693675
82.154125,58.72515
82.17835,58.765675
82.28565,58.81515
82.3479,58.911725
82.365025,58.97365
82.40775,59.024125
82.43065,59.123
82.4845,59.252675
82.53245,59.323375
82.5605,59.38875
82.584175,59.404975
82.6345,59.443975
82.69635,59.45525
82.7282,59.467225
82.774775,59.478125
82.821825,59.49275
82.8488,59.523975
82.86455,59.54185
82.911025,59.554825
82.997725,59.631925
83.095825,59.65985
83.113375,59.663275
83.135475,59.67355
83.15125,59.69705
83.20785,59.714975
83.331275,59.741425
83.348525,59.748075
83.363475,59.7878
83.408125,59.818375
83.43045,59.830475
83.45755,59.8396
83.4771,59.860325
83.539375,59.886075
83.5557,59.924575
83.5824,59.996675
83.616325,60.010375
83.6293,60.026575
83.652025,60.108225
83.6774,60.214625
83.68925,60.263125
83.725825,60.325425
83.778425,60.34595
83.8806,60.4328
83.909925,60.49325
83.946325,60.507725
83.982675,60.523625
84.028,60.53865
84.057825,60.578775
84.074975,60.620125
84.116725,60.670775
84.132825,60.702075
84.152375,60.7469
84.154675,60.85585
84.17545,60.902175
84.21635,60.97735
84.30215,61.0072
84.374625,61.035725
84.40185,61.0701
84.47235,61.1026
84.521375,61.182325
84.561825,61.2237
84.572725,61.242475
84.58595,61.254375
84.62255,61.269525
84.6656,61.2775
84.692925,61.291475
84.765025,61.296825
84.779775,61.309475
84.795225,61.3269
84.8074,61.412775
84.833325,61.4551
84.8649,61.5144
84.892725,61.573475
84.91085,61.7035
84.9594,61.78905
85.01365,61.8341
85.04065,61.8565
85.06215,61.91895
85.084025,61.967125
85.153925,61.99805
85.17795,62.020525
85.19625,62.063225
85.2197,62.126525
85.23975,62.182325
85.27755,62.35595
85.341,62.384825
85.364975,62.434325
85.41025,62.517925
85.43145,62.6113
85.483,62.696125
85.5343,62.749875
85.589325,62.953
85.662,62.972075
85.70185,63.01055
85.738625,63.06245
85.82685,63.1336
85.850725,63.284775
85.867375,63.328375
85.8852,63.4162
85.9216,63.45845
85.951175,63.516175
86.120425,63.891975
86.148125,63.930975
86.18845,64.060275
86.208025,64.08825
86.264475,64.112825
86.284,64.1332
86.30535,64.1753
86.33555,64.28515
86.354425,64.29725
86.379875,64.440175
86.406225,64.50445
86.42675,64.564875
86.518975,64.5724
86.5562,64.584125
86.599075,64.593775
86.900475,64.609125
86.962725,64.613575
86.982025,64.61925
87.029075,64.630075
87.0877,64.6803
87.286925,64.6981
87.317075,64.71695
87.3402,64.7331
87.365275,64.753275
87.508525,64.784275
87.532025,64.813375
87.55945,64.830925
87.58225,64.8888
87.6228,64.9085
87.635425,64.9363
87.69285,64.94895
87.73155,64.969275
87.858975,65.007475
87.89685,65.023025
88.02975,65.03885
88.045825,65.1359
88.084025,65.1491
88.10335,65.245375
88.14505,65.263325
88.28925,65.268525
88.325575,65.277875
88.369,65.309875
88.3865,65.328225
88.414775,65.353325
88.466025,65.42905
88.4858,65.45725
88.508275,65.46965
88.5486,65.505425
88.580975,65.53105
88.601975,65.5618
88.6469,65.58705
88.78285,65.59765
88.8231,65.6224
88.8449,65.645025
88.89265,65.661075
89.062275,65.6818
89.119175,65.697625
89.14575,65.706175
89.167,65.721775
89.223475,65.7567
89.245,65.797075
89.341375,65.805325
89.425175,65.82625
89.461125,65.833775
89.5055,65.85845
89.53435,65.86465
89.5722,65.874775
89.613775,65.883775
89.669075,65.91615
89.755875,65.92215
89.79045,65.9578
89.849425,66.016975
89.92545,66.063275
89.973525,66.0755
90.028725,66.094925
90.0558,66.1437
90.092425,66.189625
90.114625,66.2116
90.17865,66.24365
90.215775,66.339025
90.251525,66.393375
90.28505,66.4139
90.311175,66.435675
90.367425,66.43715
90.40475,66.476175
90.4451,66.523825
90.474025,66.58395
90.51295,66.62105
90.545375,66.68755
90.6586,66.72865
90.677825,66.76945
90.712775,66.790275
90.74565,66.82565
90.768625,66.837175
90.80325,66.873
90.8411,66.947775
90.859175,66.9749
90.89105,67.003425
90.9052,67.01545
90.933375,67.124425
90.95285,67.17545
91.073175,67.20225
91.099775,67.2278
91.148225,67.2383
91.168075,67.288325
91.2383,67.331625
91.307875,67.375425
91.325575,67.410275
91.344075,67.4301
91.367175,67.45515
91.3959,67.49855
91.441725,67.526975
91.473075,67.549675
91.492975,67.574925
91.52905,67.66825
91.579775,67.73195
91.7434,67.749075
91.765975,67.78475
91.783175,67.8227
91.802475,67.8293
91.86595,67.8588
91.9005,67.97995
91.9429,68.0435
91.97245,68.066925
91.98915,68.0869
92.08635,68.24665
92.154925,68.26545
92.201275,68.2834
92.250425,68.312675
92.33455,68.3464
92.3623,68.412525
92.40465,68.4283
92.443175,68.4878
92.51395,68.508525
92.556725,68.529525
92.62065,68.54755
92.641475,68.574875
92.684075,68.7095
92.731075,68.747525
92.7456,68.779025
92.772625,68.81075
92.805225,68.844525
92.83915,68.87045
92.90615,68.8971
92.9453,68.951425
92.973575,68.964475
93.05205,69.067975
93.071925,69.177675
93.100325,69.24465
93.166375,69.304375
93.21125,69.389725
93.2319,69.4809
93.26325,69.52595
93.3064,69.595675
93.332775,69.6766
93.364175,69.71005
93.391075,69.75075
93.408325,69.8665
93.4591,69.91635
93.4968,70.18425
93.58265,70.214275
93.622725,70.23035
93.6612,70.250675
93.678625,70.30525
93.703175,70.347175
93.724775,70.436975
93.825475,70.545725
93.8578,70.5856
93.9719,70.608775
94.00945,70.629275
94.0479,70.67585
94.1167,70.7223
94.1597,70.827425
94.2198,70.931875
94.266225,70.936225
94.290825,70.96615
94.4109,70.98765
94.466575,71.01235
94.568475,71.087975
94.647525,71.2736
94.676775,71.293125
94.7324,71.30175
94.770725,71.314525
94.799425,71.335075
94.833425,71.466675
94.849575,71.619975
94.89915,71.628275
94.929425,71.651775
94.988475,71.6551
95.07885,71.65955
95.138725,71.66235
95.162525,71.66465
95.1911,71.684675
95.226,71.694425
95.260425,71.7154
95.334475,71.7485
95.45485,71.7625
95.553675,71.787175
95.616,71.8536
95.638,71.8832
95.66945,71.9035
95.72505,71.91345
95.747425,71.9367
95.8233,71.949675
95.914475,71.9839
95.94805,72.003225
95.9863,72.0273
96.011175,72.0487
96.0564,72.1318
96.080025,72.15585
96.118225,72.161425
96.12865,72.1835
96.14285,72.213375
96.18775,72.283075
96.197375,72.305975
96.290875,72.3393
96.3205,72.39375
96.358525,72.5275
96.478125,72.57225
96.508125,72.6699
96.541175,72.70005
96.565425,72.720725
96.6371,72.7297
96.753625,72.797775
96.774725,72.818725
96.830475,72.822675
96.851675,72.873175
96.947775,72.892675
97.022325,73.06375
97.10295,73.080575
97.1926,73.118325
97.224025,73.15685
97.2343,73.266475
97.2456,73.31925
97.27525,73.3538
97.3341,73.480675
97.368375,73.527325
97.396475,73.676325
97.433075,73.7044
97.47,73.7499
97.501425,73.769325
97.5336,73.877125
97.5576,73.96725
97.58415,74.06545
97.63275,74.2266
97.64705,74.26345
97.736375,74.2873
97.770175,74.36755
97.7998,74.4247
97.859425,74.4356
97.875375,74.52095
97.885975,74.58675
97.910975,74.60615
97.94425,74.675925
98.039125,74.67795
98.055825,74.738875
98.104775,74.758725
98.115725,74.786725
98.157625,74.8089
98.191975,74.833425
98.1977,74.87795
98.224725,74.9478
98.2421,75.1047
98.26685,75.2436
98.322175,75.311825
98.37015,75.34095
98.385375,75.373025
98.43095,75.5497
98.45745,75.5948
98.4672,75.663125
98.483675,75.779325
98.505475,75.83695
98.5101,75.89035
98.52235,75.9456
98.5289,75.983025
98.542375,75.9985
98.5706,76.020875
98.602325,76.04465
98.61355,76.076325
98.6204,76.0878
98.647175,76.157075
98.697725,76.211075
98.76135,76.263325
98.77885,76.310825
98.812975,76.332375
98.88515,76.50135
98.90575,76.5366
98.941125,76.561575
98.986625,76.569125
99.006725,76.579425
99.020725,76.661525
99.054575,76.69285
99.10665,76.751725
99.119675,76.8821
99.138125,76.903425
99.16735,76.919775
99.180425,76.941025
99.191175,76.993775
99.309275,77.02535
99.37825,77.04985
99.405,77.09225
99.42055,77.1658
99.436925,77.200175
99.498675,77.227975
99.5174,77.321575
99.536525,77.3442
99.59315,77.41985
99.60555,77.433625
99.631925,77.45825
99.658025,77.490325
99.7131,77.5152
99.750725,77.5249
99.810425,77.527075
99.84035,77.589575
99.899525,77.646325
99.957475,77.69335
99.96085,77.745925
99.986175,77.789425
100.01735,77.803925
100.0398,77.822825
100.086775,77.844375
100.210025,77.867625
100.25595,77.8867
100.2867,78.021475
100.3303,78.0735
100.40115,78.08845
100.4903,78.104725
100.550675,78.186725
100.579375,78.3733
100.595325,78.407175
100.61525,78.4097
100.634475,78.446025
100.6604,78.479575
100.681975,78.517025
100.700475,78.58485
100.72205,78.63305
100.730875,78.659475
100.76255,78.776125
100.77795,78.87455
100.85075,78.889775
100.873175,78.902375
100.903225,78.92165
100.918775,78.92385
100.9475,78.97785
100.96605,79.0554
100.980425,79.14275
101.0107,79.196
101.03165,79.2171
101.05965,79.254125
101.08335,79.273175
101.098125,79.284425
101.11515,79.29325
101.160425,79.33515
101.184975,79.3643
101.2318,79.383
101.24515,79.3844
101.29105,79.39705
101.340375,79.4446
101.409325,79.468275
101.502175,79.502025
101.54665,79.525325
101.576525,79.596775
101.596925,79.62405
101.64165,79.649075
101.663275,79.7068
101.692825,79.7865
101.707375,79.82185
101.732275,79.8434
101.789825,79.86205
101.819425,79.950125
101.84275,80.1472
101.952275,80.209025
101.97175,80.2241
102.01755,80.2739
102.054,80.309875
102.099225,80.338825
102.136875,80.39525
102.162725,80.5278
102.291475,80.55715
102.31745,80.576225
102.337325,80.602175
102.364875,80.627025
102.41125,80.824775
102.47055,80.845075
102.503575,80.869775
102.52845,80.90725
102.5506,80.995475
102.60235,81.056025
102.626525,81.18895
102.678025,81.305175
102.694,81.32795
102.72795,81.389675
102.749825,81.476025
102.812775,81.62535
102.84735,81.671275
102.8739,81.6768
102.894475,81.694275
102.907575,81.709275
102.917625,81.811325
102.939075,81.83095
102.959,81.9596
103.0007,81.98815
103.028825,82.0014
103.121675,82.024575
103.17125,82.083025
103.218525,82.10185
103.236725,82.142425
103.260125,82.16055
103.289475,82.196675
103.310675,82.22025
103.332125,82.243175
103.35335,82.314425
103.37535,82.4099
103.44915,82.56755
103.491325,82.6101
103.52175,82.6441
103.5495,82.8692
103.5774,82.879275
103.609025,82.886
103.634075,82.901475
103.689375,82.904
103.71085,82.910225
103.7813,82.914
103.799675,82.928075
103.8223,82.934175
103.865525,82.944075
103.881425,82.96375
103.893625,82.968125
103.9469,82.9773
104.019425,83.006725
104.1483,83.064025
104.1803,83.088825
104.19585,83.09715
104.260975,83.1078
104.294125,83.124925
104.31045,83.145325
104.3472,83.1732
104.362275,83.2017
104.4473,83.21
104.4624,83.23305
104.515375,83.24855
104.6411,83.266825
104.682625,83.29625
104.7429,83.304375
104.749825,83.313025
104.782375,83.319125
104.816425,83.349175
104.834475,83.364875
104.8513,83.413525
104.895775,83.422875
104.9307,83.4549
104.96275,83.48775
104.9776,83.498525
104.998025,83.5505
105.04045,83.561875
105.04965,83.5779
105.06415,83.59605
105.080075,83.606775
105.11245,83.6276
105.1523,83.643125
105.177675,83.674625
105.213975,83.787675
105.23375,83.856625
105.2948,84.02525
105.306225,84.07555
105.32325,84.1023
105.3928,84.133975
105.40485,84.1581
105.431525,84.2169
105.449275,84.252975
105.472825,84.2802
105.4964,84.30185
105.514725,84.324925
105.58045,84.34285
105.646225,84.382225
105.696975,84.4306
105.709825,84.4525
105.714275,84.4688
105.74895,84.502725
105.79885,84.542725
105.8114,84.55555
105.868325,84.56275
105.984625,84.572125
106.0271,84.582175
106.053875,84.5975
106.118025,84.609475
106.2515,84.675625
106.28405,84.6907
106.3076,84.718875
106.344925,84.746225
106.493375,84.759175
106.507,84.7924
106.570675,84.814975
106.656125,84.828725
106.698125,84.847025
106.761425,84.868825
106.78645,84.890625
106.8215,84.922025
106.837425,84.95255
106.91205,84.973575
106.95735,84.9918
106.97615,85.013825
107.0748,85.064
107.08765,85.09565
107.2867,85.1293
107.307,85.1727
107.344625,85.206225
107.45285,85.226275
107.4836,85.255275
107.49825,85.3081
107.52865,85.330375
107.540575,85.3623
107.601075,85.403025
107.636775,85.55295
107.6917,85.561825
107.71755,85.565075
107.7356,85.5669
107.813675,85.578425
107.84535,85.58965
107.92595,85.6003
108.01125,85.61485
108.0262,85.660975
108.074325,85.70975
108.170475,85.719175
108.18975,85.73435
108.2141,85.7709
108.28205,85.788525
108.293125,85.8055
108.4066,85.82815
108.445425,85.83555
108.4659,85.863925
108.5191,85.8815
108.598425,85.893425
108.631775,85.9084
108.811475,86.04395
108.834975,86.100025
108.87875,86.11135
108.899675,86.133375
108.924825,86.153125
108.931825,86.18065
109.0186,86.208725
109.04075,86.255875
109.086675,86.30385
109.092125,86.334775
109.105775,86.3701
109.120175,86.444875
109.14055,86.466325
109.2421,86.480275
109.2841,86.509975
109.301825,86.535475
109.314775,86.6367
109.389425,86.65165
109.408525,86.66385
109.46335,86.777
109.550775,86.819725
109.564875,86.961975
109.693625,87.02065
109.7169,87.18305
109.760675,87.2202
109.80655,87.26825
109.8231,87.440075
109.889525,87.492675
109.944875,87.614475
110.2326,87.686925
110.2476,87.7166
110.258675,87.8561
110.294475,87.879225
110.337475,87.9184
110.39315,88.019075
110.4295,88.0362
110.447925,88.11825
110.4682,88.139175
110.594,88.161025
110.672625,88.1775
110.7028,88.20035
110.7917,88.248775
110.81145,88.393925
110.8301,88.4262
110.93005,88.459575
110.941575,88.517275
111.079025,88.535775
111.0984,88.5859
111.286425,88.6094
111.30305,88.633075
111.377175,88.66765
111.394825,88.761075
111.524675,88.8021
111.5888,88.88145
111.667475,88.89875
111.697,88.933675
111.772225,88.964775
112.12455,89.048025
112.228075,89.19295
112.31375,89.22375
112.34255,89.2632
112.396825,89.2701
112.40005,89.304875
112.40545,89.3487
112.430775,89.3637
112.44035,89.4206
112.512,89.433225
112.540575,89.481625
112.552525,89.538
112.5984,89.597975
112.6191,89.62965
112.649575,89.644075
112.691675,89.67325
112.7256,89.718575
112.77905,89.8335
112.9203,89.873475
112.9552,89.9006
113.0474,89.922
113.0782,89.935575
113.092575,89.97875
113.11585,90.042075
113.140525,90.138725
113.18875,90.16315
113.320975,90.24915
113.33545,90.382725
113.367425,90.402325
113.41965,90.615575
113.577075,90.829175
113.588125,90.88175
113.6806,90.90285
113.735375,90.9652
113.8178,90.977175
113.9692,90.991575
114.021425,91.01595
114.06555,91.155775
114.08875,91.169725
114.12435,91.19445
114.1706,91.2515
114.182325,91.310875
114.1944,91.330925
114.227375,91.38145
114.257275,91.40995
114.271875,91.479775
114.3259,91.490725
114.3557,91.50345
114.3605,91.5495
114.463825,91.59935
114.512075,91.627725
114.617525,91.7012
114.685725,91.77525
114.7167,91.80365
114.743425,91.8489
114.768675,91.8792
114.79135,91.9229
114.986075,91.97705
115.025425,92.298775
115.06485,92.33435
115.22835,92.398525
115.26145,92.4102
115.2958,92.435025
115.395425,92.47085
115.43045,92.500175
115.585825,92.505875
115.6519,92.57725
115.6742,92.59275
115.717075,92.6697
115.739425,92.689125
115.78235,92.7062
115.94425,92.73365
115.998725,92.740475
116.022225,92.7558
116.13755,92.815675
116.189275,92.868075
116.279625,92.958175
116.29515,92.971025
116.468225,92.9846
116.6667,93.009975
116.693025,93.04385
116.776175,93.104275
116.787575,93.195425
116.856825,93.2604
116.91405,93.3036
116.9273,93.5581
116.97145,93.656675
117.0719,93.699225
117.088,93.7216
117.1098,93.746625
117.311925,93.786575
117.374375,93.831575
117.396675,93.8751
117.4219,93.889375
117.447575,93.901625
117.802725,93.91795
117.922475,93.94265
118.0602,94.030725
118.10225,94.08825
118.1985,94.19215
118.252175,94.21755
118.305,94.252875
118.369,94.280525
118.39075,94.4646
118.440875,94.533525
118.529225,94.5547
118.5733,94.562525
118.61815,94.6065
118.828875,94.626125
119.0895,94.6413
119.14855,94.684625
119.166525,94.70605
119.183325,94.748625
119.209525,94.7782
119.2561,94.805325
119.301475,94.8626
119.485475,94.885175
119.561625,94.911575
119.7147,94.9573
119.954775,94.98945
120.008025,95.022275
120.04315,95.06255
120.05805,95.17805
120.10925,95.26755
120.1597,95.3191
120.230025,95.347975
120.325925,95.4056
120.3473,95.4398
120.37685,95.46455
120.517425,95.4912
120.711575,95.5117
120.7922,95.564975
120.951525,95.5891
120.997175,95.62535
121.0427,95.6672
121.071275,95.69035
121.0849,95.70355
121.156325,95.73045
121.271425,95.747625
121.287525,95.7606
121.302975,95.77035
121.316125,95.840475
121.350825,95.976275
121.3616,95.997275
121.4396,96.05195
121.4805,96.065825
121.5368,96.08655
121.879525,96.10395
121.922325,96.126075
121.944375,96.149575
122.0235,96.169325
122.11695,96.185225
122.137025,96.2367
122.2835,96.265975
122.30385,96.28975
122.489,96.319125
122.70745,96.34965
122.8153,96.35945
122.856325,96.367275
123.095275,96.372075
123.1605,96.38155
123.2394,96.430575
123.26965,96.445925
123.281025,96.45575
123.34755,96.596275
123.38515,96.62395
123.506075,96.685175
123.5168,96.7168
123.6059,96.762225
123.628575,96.797425
123.6525,96.9188
123.69535,96.983675
123.79565,97.032425
123.8415,97.06685
124.031,97.138875
124.092625,97.167175
124.1044,97.266675
124.1491,97.341175
124.37225,97.377675
124.414475,97.39665
124.500225,97.510825
124.5327,97.53605
124.67965,97.570875
124.693275,97.6004
124.7512,97.65295
124.774125,97.661525
124.7922,97.695775
124.84815,97.69805
124.899475,97.746425
125.000375,97.801275
125.031,97.808475
125.1966,97.816875
125.328175,97.83345
125.36635,97.88795
125.417775,97.931275
125.520625,97.973825
125.542925,98.016525
125.8893,98.044225
125.9408,98.091925
125.97765,98.1384
126.085775,98.164625
126.1401,98.167125
126.187975,98.179925
126.253675,98.201175
126.38315,98.2285
126.40255,98.26355
126.455175,98.2712
126.509725,98.28995
126.616875,98.300575
126.6395,98.327825
126.676325,98.4542
126.7012,98.477775
126.913125,98.50125
127.055425,98.52355
127.12095,98.5405
127.1484,98.54565
127.196725,98.65665
127.232975,98.668
127.245825,98.68545
127.532475,98.802475
127.5599,98.867625
127.5791,98.89095
127.693775,98.90805
127.78995,98.947875
127.92385,98.9506
128.060925,98.955625
128.1053,98.978375
128.136075,99.003425
128.32505,99.026325
128.6137,99.062475
128.629775,99.068775
128.640875,99.082225
128.7833,99.130675
128.8614,99.157075
128.96675,99.199975
129.10555,99.243975
129.1318,99.268425
129.3832,99.2748
129.397875,99.28875
129.625175,99.30995
129.666625,99.390375
130.016275,99.52385
130.231525,99.549075
130.40055,99.569175
130.4177,99.607425
130.45965,99.6467
130.4877,99.679025
130.695475,99.707375
130.773325,99.7429
130.81,99.786425
130.89295,99.798725
131.221325,99.881275
131.250575,99.900175
131.289325,99.91965
131.305575,99.94595
131.410925,99.9697
131.429375,99.988325
131.451975,99.9943
131.6426,100.01285
131.6982,100.04195
131.892275,100.07905
132.0628,100.1263
132.3723,100.1438
132.41815,100.1495
132.45435,100.18615
132.5044,100.221625
132.57245,100.26985
132.687925,100.2817
132.719575,100.2868
132.735425,100.3107
132.75015,100.3452
133.014425,100.3884
133.032175,100.4298
133.0773,100.455075
133.266975,100.49375
133.328225,100.498825
133.3863,100.567125
133.5843,100.6292
133.90895,100.635775
133.931175,100.66445
133.9844,100.697375
134.00425,100.724525
134.2014,100.76435
134.29135,100.79645
134.474675,100.829275
134.530125,100.877875
134.6099,100.880425
134.736775,100.888375
134.7526,100.9748
134.782125,100.99055
135.0896,101.03845
135.210325,101.045225
135.603975,101.0881
135.773025,101.12295
135.790575,101.134525
135.82385,101.1525
135.883175,101.171225
135.8981,101.194625
136.11855,101.222825
136.213475,101.235
136.344875,101.258525
136.371025,101.282575
136.389575,101.335825
136.40855,101.36515
136.4709,101.416125
136.509525,101.424925
136.555175,101.45995
136.681025,101.469425
136.728975,101.483675
136.88075,101.50545
136.929025,101.5314
136.992775,101.5498
137.104925,101.58735
137.17675,101.58925
137.296075,101.614725
137.373575,101.6551
137.42675,101.71
137.4526,101.724075
137.50525,101.7262
137.933575,101.73875
138.068,101.79675
138.10285,101.825825
138.19375,101.84775
138.27545,101.9239
138.37535,101.93735
138.397275,101.99875
138.5324,102.02145
138.612675,102.030025
138.796525,102.066075
138.9158,102.0965
138.9584,102.112025
138.9788,102.123225
139.009775,102.144
139.126,102.168525
139.41365,102.193075
139.42515,102.197225
139.5054,102.231025
139.596575,102.2646
139.61485,102.2701
139.636825,102.31075
139.76385,102.32575
140.463975,102.35815
140.472225,102.374525
140.967425,102.405425
141.04085,102.427475
141.42635,102.45755
141.517275,102.509475
141.6135,102.539675
141.84635,102.5484
142.051675,102.6139
142.1605,102.634725
142.601075,102.663
142.626425,102.7007
142.6747,102.70985
142.684075,102.74495
142.78805,102.886675
142.808325,102.916
142.9997,102.923725
143.037075,102.944225
143.31055,102.977625
143.663025,103.0541
143.677525,103.08955
144.00545,103.144525
144.0171,103.2022
144.11345,103.2773
144.14735,103.305825
144.192125,103.331575
144.448425,103.3779
144.564025,103.408125
144.5732,103.434675
144.6679,103.459475
144.95735,103.607875
145.0247,103.65115
145.252875,103.68535
145.283125,103.7169
145.32495,103.7635
145.3358,103.8429
145.4912,103.907825
145.730975,103.917525
145.90635,103.931475
146.14215,103.936075
146.30035,103.984075
146.4379,104.001225
146.652375,104.031975
147.022475,104.034525
147.1192,104.07375
147.3321,104.10485
147.348775,104.119275
147.396175,104.2131
147.57015,104.312975
148.0884,104.41395
148.291375,104.4244
148.653175,104.43865
148.68995,104.4632
148.8808,104.48445
149.174625,104.50965
149.47155,104.5701
149.531025,104.735825
149.741625,104.785325
150.370075,104.832875
150.391525,104.861825
150.4606,104.95755
150.484175,104.9952
150.526525,105.0878
150.930975,105.2816
150.99885,105.2926
151.024225,105.358125
151.425925,105.39905
151.7107,105.5359
152.647125,105.672275
152.872325,105.704425
152.923925,105.732075
153.435125,105.857125
153.547225,105.9083
154.156925,105.92695
154.4147,106.01545
155.130125,106.032575
155.269375,106.07095
155.730675,106.1164
156.3389,106.187425
156.7185,106.227975
156.94725,106.291275
157.002375,106.3439
157.398525,106.414625
157.593725,106.47285
157.6278,106.48945
157.843425,106.5298
158.2208,106.6025
158.330625,106.637575
158.3481,106.70135
158.854175,106.7583
158.892625,106.77245
159.15245,106.78595
159.23425,107.00165
159.751825,107.046625
159.76215,107.157025
160.697225,107.1975
160.773,107.372
160.788575,107.452525
161.425,107.495075
161.88035,107.5363
161.937325,107.5523
162.0878,107.572675
162.20965,107.585075
162.244475,107.598025
162.66435,107.62005
162.75195,107.683175
162.8455,107.888875
163.31765,107.9456
163.45605,107.957275
164.0488,107.989525
164.5727,108.0433
164.650325,108.065625
164.6565,108.08165
164.68115,108.1103
164.7322,108.155425
165.020475,108.16905
165.08735,108.21355
165.31125,108.263575
165.582325,108.27105
165.6981,108.2922
165.821775,108.4161
166.02065,108.420925
166.5716,108.439225
166.69675,108.4576
167.00835,108.475
167.0664,108.590925
167.997675,108.5991
168.11695,108.6103
168.6051,108.62335
168.7834,108.6727
168.9371,108.699425
170.0788,108.717675
