SPK_SPKC01a (no effect),SPK_SPKC09a (no effect),SPK_SPKC09b (no effect),SPK_SPKC12a (excited)
169.36595,285.511775,280.846525,
169.3973,285.5331,280.873725,
169.4298,285.65845,280.89735,
169.450725,285.699375,280.954775,
169.47795,285.7543,281.069975,
169.506025,285.826025,281.11825,
169.52525,285.87805,281.149625,
169.550525,285.90875,281.1635,
169.56,285.9513,281.246125,
169.57165,285.98915,281.273175,
169.591575,286.03095,281.300175,
169.62805,286.0988,281.348625,
169.670825,286.15235,281.36085,
169.703,286.287925,281.389775,
169.70885,286.37125,281.454,
169.73375,286.408325,281.48935,
169.787625,286.472325,281.603425,
169.820025,286.5446,281.62255,
169.8613,286.622675,281.64695,
169.869925,286.67875,281.666125,
169.8748,286.74815,281.675875,
169.93705,286.7982,281.717325,
169.95915,286.86475,281.74715,
170.005075,286.898375,281.79395,
170.022,286.9605,281.886225,
170.028125,287.08775,281.931,
170.059525,287.121825,281.961425,
170.096875,287.400475,282.03235,
170.12365,287.514425,282.11295,
170.1447,287.57725,282.14335,
170.159175,287.587325,282.18035,
170.1783,287.7385,282.22465,
170.2061,287.765425,282.259525,
170.2219,287.926675,282.310675,
170.24905,287.973225,282.345825,
170.275325,288.029775,282.410525,
170.323025,288.1383,282.4408,
170.328225,288.1689,282.479225,
170.376575,288.21945,282.510725,
170.388875,288.3049,282.547575,
170.40635,288.31605,282.628225,
170.427725,288.335275,282.71205,
170.436625,288.3565,282.73685,
170.4696,288.376675,282.7526,
170.477025,288.43385,282.803225,
170.497125,288.45305,282.81445,
170.531025,288.4657,282.849325,
170.560025,288.50235,282.885025,
170.579125,288.54845,282.912625,
170.6207,288.5918,282.91855,
170.6562,288.620675,282.96225,
170.6896,288.64805,282.99335,
170.752925,288.69265,282.9957,
170.788625,288.7873,283.028425,
170.815025,288.803625,283.0657,
170.828275,288.817175,283.1031,
170.856125,288.847325,283.15055,
170.8923,288.898025,283.15605,
170.89895,288.91695,283.1677,
170.9303,288.950675,283.237625,
170.9471,288.974275,283.247825,
170.965275,289.029325,283.261875,
170.98685,289.138875,283.3345,
171.021775,289.18935,283.426775,
171.051625,289.2171,283.5207,
171.079675,289.2322,283.537425,
171.097675,289.25985,283.559975,
171.135725,289.32115,283.587975,
171.151,289.3371,283.611325,
171.1785,289.368925,283.6226,
171.191675,289.395825,283.654175,
171.2287,289.409325,283.6735,
171.240475,289.448575,283.705275,
171.273425,289.4741,283.71845,
171.302825,289.503975,283.732975,
171.329,289.529325,283.7665,
171.33915,289.568375,283.823925,
171.368825,289.65535,283.8675,
171.381475,289.714825,283.894725,
171.402625,289.76345,283.963875,
171.4356,289.900475,283.9666,
171.4506,289.953825,284.009,
171.477175,290.00995,284.12225,
171.5283,290.0589,284.19115,
171.56415,290.123675,284.197775,
171.574,290.20545,284.26335,
171.60215,290.28865,284.28145,
171.610575,290.319675,284.339725,
171.635225,290.381825,284.37125,
171.685375,290.414425,284.376475,
171.7082,290.4534,284.407975,
171.7207,290.484125,284.43545,
171.75485,290.50895,284.494725,
171.7751,290.5341,284.514975,
171.784925,290.571125,284.5984,
171.80735,290.640675,284.644,
171.82155,290.71205,284.672075,
171.83795,290.786575,284.71125,
171.8532,290.848275,284.732575,
171.867375,290.98315,284.76045,
171.901825,291.05455,284.795025,
171.911025,291.139975,284.838,
171.93685,291.200675,284.882375,
171.9553,291.2476,284.910425,
171.989025,291.299275,284.946325,
172.016625,291.392975,285.071375,
172.0604,291.4428,285.11225,
172.114875,291.4849,285.13965,
172.13005,291.54835,285.163925,
172.1488,291.6489,285.2334,
172.167025,291.71095,285.28575,
172.19605,291.856675,285.324625,
172.21845,291.929475,285.3875,
172.245275,291.9709,285.4317,
172.27385,292.029075,285.507825,
172.298,292.09555,285.520575,
172.317425,292.185525,285.538175,
172.336525,292.220725,285.5405,
172.345325,292.32385,285.569475,
172.38085,292.3911,285.584,
172.390725,292.427925,285.7189,
172.413525,292.464275,285.78315,
172.459475,292.5139,285.841425,
172.48845,292.53565,285.8707,
172.5475,292.57355,285.87485,
172.60035,292.6643,285.90245,
172.62165,292.69305,285.932625,
172.658525,292.77375,285.999725,
172.666875,292.849225,286.1476,
172.670325,292.997225,286.191025,
172.707025,293.05145,286.231725,
172.71405,293.080825,286.272825,
172.769475,293.116075,286.307225,
172.78455,293.168725,286.34235,
172.813775,293.19305,286.40485,
172.8353,293.21085,286.4178,
172.856,293.2547,286.509825,
172.8718,293.2754,286.555025,
172.91025,293.305575,286.585225,
172.9208,293.52665,286.586875,
172.936125,293.554775,286.628775,
172.965825,293.577225,286.665375,
172.979725,293.61345,286.7038,
173.012125,293.6575,286.74085,
173.0363,293.68015,286.781425,
173.05725,293.71015,286.911575,
173.07595,293.848825,286.9578,
173.104125,293.877075,286.984825,
173.129875,293.893675,287.01615,
173.1498,293.91285,287.082525,
173.20085,293.943525,287.172875,
173.21625,293.970975,287.21905,
173.242175,294.0265,287.2607,
173.27615,294.0814,287.33015,
173.30875,294.1033,287.3529,
173.32685,294.123125,287.399075,
173.33185,294.150475,287.4428,
173.37765,294.176175,287.466425,
173.40065,294.2451,287.495875,
173.422475,294.333225,287.528425,
173.426775,294.373125,287.5353,
173.4588,294.468225,287.622575,
173.4814,294.514675,287.66345,
173.4894,294.548275,287.794125,
173.511475,294.61415,287.8045,
173.56385,294.647375,287.834975,
173.581625,294.74105,287.872725,
173.610125,294.825225,287.9119,
173.6501,294.85815,287.94885,
173.6697,294.940075,287.984475,
173.6886,295.014175,288.0232,
173.722,295.110425,288.026725,
173.747775,295.16625,288.055225,
173.7739,295.208075,288.07905,
173.823025,295.257,288.11825,
173.84495,295.384125,288.164875,
173.8656,295.505625,288.197175,
173.89145,295.53745,288.2302,
173.9155,295.574325,288.2329,
173.94735,295.6066,288.287625,
173.9752,295.675225,288.299025,
173.994525,295.7472,288.34005,
174.0233,295.781675,288.409975,
174.064675,295.83285,288.418625,
174.108925,295.90495,288.458575,
174.132475,295.992175,288.489575,
174.175475,296.005575,288.527825,
174.19585,296.02905,288.53375,
174.2313,296.048575,288.57495,
174.2696,296.1159,288.5966,
174.291875,296.136925,288.767725,
174.3254,296.156075,288.873775,
174.34625,296.1763,288.894625,
174.4041,296.209975,288.920325,
174.447075,296.257875,288.92765,
174.45695,296.31485,288.952175,
174.519375,296.326325,288.9933,
174.55375,296.3368,289.02465,
174.6125,296.349425,289.03845,
174.6202,296.3691,289.09995,
174.62505,296.38225,289.1237,
174.663825,296.395925,289.154,
174.684975,296.41265,289.199275,
174.714425,296.45785,289.2879,
174.75335,296.48665,289.300575,
174.768725,296.52525,289.374125,
174.794675,296.544275,289.45895,
174.839625,296.559725,289.49875,
174.876175,296.681925,289.538875,
174.899875,296.69535,289.605475,
174.93535,296.701975,289.646075,
174.9481,296.71155,289.66345,
174.9866,296.7174,289.691775,
175.017125,296.728775,289.7194,
175.0453,296.7473,289.735,
175.084225,296.838175,289.7743,
175.106125,296.863525,289.872875,
175.130325,296.904525,289.9086,
175.149175,296.92615,289.945675,
175.16445,296.942675,289.991425,
175.18955,296.97185,290.046375,
175.209425,296.99535,290.12965,
175.224775,297.041475,290.1766,
175.24265,297.071975,290.19155,
175.307825,297.094625,290.22225,
175.354925,297.13385,290.233025,
175.38205,297.195325,290.265,
175.400575,297.22895,290.3454,
175.41665,297.3068,290.399275,
175.463575,297.4148,290.43975,
175.479425,297.45085,290.59045,
175.539275,297.48675,290.604325,
175.56945,297.530675,290.627075,
175.585475,297.577825,290.657025,
175.62275,297.641875,290.676125,
175.653475,297.7737,290.679275,
175.662975,297.8294,290.706975,
175.68035,297.872025,290.715275,
175.695625,297.9126,290.751825,
175.709725,297.927175,290.759025,
175.723225,297.96005,290.762025,
175.74485,298.165975,290.818,
175.76845,298.215175,290.919775,
175.842175,298.26045,291.0097,
175.8707,298.311975,291.02725,
175.898075,298.4534,291.047475,
175.901275,298.5081,291.170925,
175.911125,298.642825,291.204975,
175.926225,298.67365,291.211,
175.9404,298.7006,291.256475,
175.956575,298.8042,291.35145,
175.969125,298.8694,291.465475,
175.98345,298.935875,291.5392,
176.00485,298.98325,291.580125,
176.01555,299.0361,291.61515,
176.048025,299.089525,291.732825,
176.052525,299.14665,291.783425,
176.08545,299.1823,291.823225,
176.101975,299.230325,291.831675,
176.1159,299.265125,291.8703,
176.12645,299.400525,291.9022,
176.168725,299.50745,291.9653,
176.177275,299.60905,291.978725,
176.20115,299.647075,292.0798,
176.22475,299.7177,292.15155,
176.2566,299.789425,292.182925,
176.28775,299.818675,292.22635,
176.3025,299.84285,292.25085,
176.314325,299.88235,292.254975,
176.34955,299.912175,292.28685,
176.3908,299.952675,292.33685,
176.4182,300.0217,292.375775,
176.4331,300.047525,292.425175,
176.47505,300.25175,292.51,
176.5263,300.3826,292.553475,
176.54305,300.390025,292.5619,
176.615075,300.4102,292.564625,
176.63115,300.446375,292.600525,
176.63295,300.448175,292.67095,
176.69865,300.460925,292.694225,
176.7151,,292.710175,
176.721625,,292.741225,
176.7481,,292.767825,
176.775975,,292.813725,
176.806275,,292.8525,
176.8256,,292.929875,
176.870625,,292.973675,
176.8905,,292.990875,
176.92135,,293.01375,
176.94015,,293.04845,
176.975825,,293.09105,
176.998725,,293.13015,
177.034375,,293.17495,
177.058275,,293.19865,
177.08895,,293.238675,
177.12505,,293.277625,
177.144725,,293.390875,
177.1747,,293.428125,
177.23185,,293.45405,
177.294475,,293.501625,
177.32625,,293.54025,
177.361025,,293.58955,
177.38895,,293.66075,
177.40775,,293.681375,
177.453275,,293.72485,
177.4614,,293.760525,
177.482825,,293.80125,
177.499775,,293.8513,
177.5164,,293.930275,
177.526075,,293.933125,
177.569125,,294.0345,
177.622425,,294.05695,
177.65065,,294.07645,
177.67155,,294.1004,
177.688775,,294.181225,
177.71435,,294.24175,
177.7589,,294.2753,
177.792775,,294.388025,
177.824725,,294.484525,
177.8369,,294.59135,
177.860625,,294.63385,
177.87855,,294.7211,
177.9106,,294.77105,
177.9563,,294.812725,
177.97695,,294.832975,
177.982675,,294.86445,
178.001575,,294.908275,
178.029825,,294.939,
178.0557,,294.953,
178.094025,,294.97505,
178.126475,,294.990375,
178.19295,,295.071025,
178.195475,,295.1556,
178.247325,,295.192425,
178.26765,,295.225075,
178.2779,,295.242425,
178.2948,,295.288825,
178.3146,,295.3028,
178.352625,,295.351825,
178.3916,,295.386525,
178.412075,,295.48135,
178.44685,,295.547125,
178.48865,,295.59965,
178.509375,,295.64185,
178.545775,,295.67105,
178.581875,,295.736625,
178.60145,,295.80415,
178.621675,,295.837825,
178.674625,,295.86125,
178.699175,,295.878525,
178.721175,,295.95055,
178.737775,,296.04,
178.7689,,296.092225,
178.819125,,296.139675,
178.856175,,296.166075,
178.872275,,296.24345,
178.89065,,296.263675,
178.9211,,296.267625,
178.950575,,296.279425,
178.961125,,296.288,
178.9738,,296.297675,
178.997275,,296.306175,
179.034175,,296.33415,
179.05065,,296.411525,
179.07435,,296.443525,
179.092225,,296.492025,
179.1274,,296.5997,
179.16505,,296.66845,
179.1878,,296.7035,
179.207,,296.74205,
179.239275,,296.770075,
179.28955,,296.788625,
179.330975,,296.856275,
179.356175,,296.87535,
179.4346,,296.907975,
179.459225,,296.979275,
179.50805,,296.988925,
179.523675,,297.00215,
179.546675,,297.0387,
179.5626,,297.0621,
179.5898,,297.07455,
179.602675,,297.08815,
179.645275,,297.12695,
179.67085,,297.13485,
179.68545,,297.1368,
179.7482,,297.171975,
179.7946,,297.205975,
179.799625,,297.223175,
179.850925,,297.24675,
179.873475,,297.3184,
179.89795,,297.355325,
179.9345,,297.35765,
179.9386,,297.434925,
179.941525,,297.44715,
179.990375,,297.57375,
180.001775,,297.654025,
180.027375,,297.735475,
180.06015,,297.775825,
180.09455,,297.80735,
180.12135,,297.86525,
180.15395,,297.902225,
180.17765,,297.943025,
180.194175,,298.019825,
180.212875,,298.064225,
180.2416,,298.103875,
180.287275,,298.1122,
180.3192,,298.16245,
180.352625,,298.30245,
180.3904,,298.33925,
180.4074,,298.395025,
180.4373,,298.50415,
180.455425,,298.51155,
180.466075,,298.55075,
180.491625,,298.583675,
180.514575,,298.615525,
180.5499,,298.6405,
180.5589,,298.667825,
180.586625,,298.67515,
180.6191,,298.697225,
180.65585,,298.7232,
180.732125,,298.746575,
180.744,,298.78795,
180.75025,,298.8301,
180.77685,,298.9315,
180.80045,,298.9668,
180.831625,,299.0062,
180.836775,,299.037475,
180.859425,,299.076425,
180.87965,,299.109375,
180.889975,,299.145375,
180.90775,,299.175725,
180.977825,,299.2054,
181.01925,,299.219675,
181.03565,,299.2442,
181.051275,,299.2529,
181.06265,,299.2833,
181.0804,,299.2874,
181.1009,,299.376775,
181.11295,,299.390375,
181.1357,,299.4075,
181.149225,,299.4865,
181.170425,,299.599425,
181.184925,,299.601375,
181.212625,,299.632225,
181.246175,,299.668625,
181.26675,,299.715975,
181.282025,,299.742025,
181.30195,,299.810025,
181.3515,,299.852825,
181.390175,,299.8631,
181.420025,,299.883475,
181.441975,,299.889025,
181.461575,,299.92285,
181.4983,,300.0078,
181.528075,,300.06385,
181.550125,,300.134825,
181.573425,,300.205075,
181.593975,,300.209175,
181.61,,300.272975,
181.630225,,300.285025,
181.661225,,300.31225,
181.67835,,300.36605,
181.6929,,300.376275,
181.717075,,300.42,
181.731675,,300.43565,
181.76225,,,
181.7703,,,
181.802775,,,
181.815575,,,
181.831975,,,
181.89595,,,
181.949975,,,
181.968575,,,
181.97895,,,
182.00355,,,
182.019525,,,
182.0374,,,
182.05,,,
182.0708,,,
182.0922,,,
182.12275,,,
182.1368,,,
182.165175,,,
182.177125,,,
182.209275,,,
182.218075,,,
182.247975,,,
182.2934,,,
182.315175,,,
182.3207,,,
182.3392,,,
182.3755,,,
182.409925,,,
182.448625,,,
182.4759,,,
182.493675,,,
182.5185,,,
182.569275,,,
182.59455,,,
182.636475,,,
182.659475,,,
182.69475,,,
182.717225,,,
182.74465,,,
182.768975,,,
182.78155,,,
182.812075,,,
182.835225,,,
182.8582,,,
182.86575,,,
182.88295,,,
182.915175,,,
182.951125,,,
182.9684,,,
183.000125,,,
183.03115,,,
183.05935,,,
183.09395,,,
183.1216,,,
183.176375,,,
183.1965,,,
183.217425,,,
183.267825,,,
183.2815,,,
183.297325,,,
183.310525,,,
183.34065,,,
183.357175,,,
183.37075,,,
183.402275,,,
183.4283,,,
183.445175,,,
183.526125,,,
183.573475,,,
183.6054,,,
183.639875,,,
183.6564,,,
183.66225,,,
183.69975,,,
183.711825,,,
183.7565,,,
183.77255,,,
183.813475,,,
183.8338,,,
183.881225,,,
183.9071,,,
183.926175,,,
183.94175,,,
183.964675,,,
183.987725,,,
184.000725,,,
184.016125,,,
184.041075,,,
184.061375,,,
184.082125,,,
184.104725,,,
184.13225,,,
184.1746,,,
184.199375,,,
184.22385,,,
184.24625,,,
184.2891,,,
184.311125,,,
184.31515,,,
184.34555,,,
184.364775,,,
184.389775,,,
184.416725,,,
184.4297,,,
184.458225,,,
184.471375,,,
184.50215,,,
184.539125,,,
184.5781,,,
184.6073,,,
184.630025,,,
184.66795,,,
184.6887,,,
184.717075,,,
184.737375,,,
184.765,,,
184.788325,,,
184.800925,,,
184.841825,,,
184.85045,,,
184.92275,,,
184.94015,,,
184.96495,,,
185.0346,,,
185.058275,,,
185.07005,,,
185.08725,,,
185.111725,,,
185.159925,,,
185.22025,,,
185.245575,,,
185.249575,,,
185.265175,,,
185.277275,,,
185.282675,,,
185.317175,,,
185.3273,,,
185.347775,,,
185.363775,,,
185.384275,,,
185.425625,,,
185.45635,,,
185.47535,,,
185.48965,,,
185.529675,,,
185.5514,,,
185.566925,,,
185.5909,,,
185.606275,,,
185.6474,,,
185.673225,,,
185.70315,,,
185.72275,,,
185.73405,,,
185.751375,,,
185.762875,,,
185.7929,,,
185.846,,,
185.86625,,,
185.88105,,,
185.900675,,,
185.9276,,,
185.943725,,,
185.974775,,,
186.0127,,,
186.04245,,,
186.084275,,,
186.116175,,,
186.13665,,,
186.162225,,,
186.2118,,,
186.233325,,,
186.2397,,,
186.267,,,
186.3178,,,
186.3743,,,
186.387975,,,
186.40865,,,
186.42785,,,
186.455925,,,
186.475975,,,
186.505675,,,
186.539525,,,
186.54985,,,
186.57295,,,
186.592775,,,
186.607875,,,
186.635225,,,
186.64965,,,
186.6705,,,
186.6834,,,
186.69415,,,
186.737275,,,
186.761625,,,
186.778375,,,
186.79645,,,
186.8094,,,
186.8227,,,
186.8436,,,
186.856175,,,
186.873,,,
186.896475,,,
186.90005,,,
186.920625,,,
186.940225,,,
186.9595,,,
186.97525,,,
186.996075,,,
187.02965,,,
187.044025,,,
187.078175,,,
187.090675,,,
187.1077,,,
187.126025,,,
187.13085,,,
187.1676,,,
187.201175,,,
187.223725,,,
187.2434,,,
187.26925,,,
187.2763,,,
187.301225,,,
187.319,,,
187.335075,,,
187.4476,,,
187.47765,,,
187.5004,,,
187.529375,,,
187.550775,,,
187.555675,,,
187.59465,,,
187.623525,,,
187.665675,,,
187.687575,,,
187.703225,,,
187.716,,,
187.73285,,,
187.749775,,,
187.797475,,,
187.8118,,,
187.819975,,,
187.8418,,,
187.856175,,,
187.858575,,,
187.88605,,,
187.899025,,,
187.9041,,,
187.922425,,,
187.95245,,,
187.97065,,,
188.00225,,,
188.026475,,,
188.040025,,,
188.047975,,,
188.06755,,,
188.07665,,,
188.1503,,,
188.18775,,,
188.2345,,,
188.261625,,,
188.344575,,,
188.3512,,,
188.4122,,,
188.445725,,,
188.483375,,,
188.52495,,,
188.553,,,
188.5893,,,
188.631125,,,
188.66025,,,
188.665425,,,
188.7007,,,
188.73395,,,
188.763625,,,
188.805025,,,
188.837,,,
188.86645,,,
188.9105,,,
188.93315,,,
188.9536,,,
188.9852,,,
189.029325,,,
189.048775,,,
189.05315,,,
189.081475,,,
189.108,,,
189.122325,,,
189.168425,,,
189.200775,,,
189.2397,,,
189.2643,,,
189.291875,,,
189.314525,,,
189.3323,,,
189.335425,,,
189.37035,,,
189.38865,,,
189.4033,,,
189.452075,,,
189.459975,,,
189.48075,,,
189.489225,,,
189.5081,,,
189.531725,,,
189.54655,,,
189.580775,,,
189.595725,,,
189.599,,,
189.632925,,,
189.6625,,,
189.679275,,,
189.713125,,,
189.73295,,,
189.763375,,,
189.76885,,,
189.787325,,,
189.808,,,
189.8372,,,
189.86345,,,
189.88365,,,
189.9047,,,
189.94285,,,
189.964475,,,
189.979425,,,
190.007275,,,
190.030075,,,
190.05305,,,
190.0617,,,
190.0883,,,
190.121925,,,
190.151125,,,
190.164325,,,
190.1916,,,
190.207625,,,
190.229075,,,
190.252225,,,
190.28235,,,
190.315175,,,
190.329875,,,
190.36385,,,
190.378275,,,
190.3922,,,
190.422925,,,
190.4387,,,
190.46325,,,
190.467525,,,
190.492025,,,
190.51415,,,
190.522025,,,
190.559775,,,
190.58485,,,
190.651775,,,
190.663825,,,
190.698975,,,
190.7163,,,
190.74345,,,
190.74825,,,
190.7941,,,
190.81625,,,
190.8553,,,
190.880075,,,
190.905675,,,
190.92365,,,
190.93585,,,
190.94375,,,
190.970875,,,
191.001825,,,
191.024475,,,
191.07925,,,
191.109725,,,
191.1244,,,
191.152075,,,
191.1816,,,
191.257225,,,
191.28595,,,
191.33135,,,
191.346325,,,
191.365475,,,
191.375775,,,
191.381525,,,
191.397925,,,
191.444675,,,
191.477175,,,
191.52465,,,
191.543775,,,
191.575125,,,
191.599425,,,
191.61155,,,
191.65645,,,
191.693525,,,
191.729,,,
191.750425,,,
191.76525,,,
191.779975,,,
191.79885,,,
191.80355,,,
191.825675,,,
191.846775,,,
191.86815,,,
191.897775,,,
191.9122,,,
191.92115,,,
191.94665,,,
191.958725,,,
191.990525,,,
192.00585,,,
192.021125,,,
192.027075,,,
192.047125,,,
192.060625,,,
192.080675,,,
192.10725,,,
192.111625,,,
192.15575,,,
192.184625,,,
192.20335,,,
192.2399,,,
192.2715,,,
192.279775,,,
192.32145,,,
192.35025,,,
192.3844,,,
192.395475,,,
192.414775,,,
192.441475,,,
192.455725,,,
192.497375,,,
192.513275,,,
192.5614,,,
192.58515,,,
192.603175,,,
192.647375,,,
192.6894,,,
192.7055,,,
192.7188,,,
192.73115,,,
192.7629,,,
192.783075,,,
192.817925,,,
192.840325,,,
192.874325,,,
192.90665,,,
192.964725,,,
193.015925,,,
193.0323,,,
193.048925,,,
193.070375,,,
193.101175,,,
193.1174,,,
193.129675,,,
193.139625,,,
193.1494,,,
193.171725,,,
193.2114,,,
193.228425,,,
193.24715,,,
193.280275,,,
193.313975,,,
193.35395,,,
193.446025,,,
193.504525,,,
193.5566,,,
193.573375,,,
193.618975,,,
193.645575,,,
193.6549,,,
193.68985,,,
193.731725,,,
193.78065,,,
193.787425,,,
193.795175,,,
193.822675,,,
193.8627,,,
193.89,,,
193.9146,,,
193.971225,,,
194.04475,,,
194.0612,,,
194.082675,,,
194.0986,,,
194.1173,,,
194.16325,,,
194.178975,,,
194.206825,,,
194.23945,,,
194.2603,,,
194.285725,,,
194.311875,,,
194.34735,,,
194.389325,,,
194.41375,,,
194.4257,,,
194.44145,,,
194.456575,,,
194.4719,,,
194.474925,,,
194.477875,,,
194.494925,,,
194.516425,,,
194.528275,,,
194.5582,,,
194.582325,,,
194.592375,,,
194.610725,,,
194.6198,,,
194.66555,,,
194.7,,,
194.72195,,,
194.751225,,,
194.774975,,,
194.796075,,,
194.821875,,,
194.840925,,,
194.9124,,,
194.939825,,,
194.996475,,,
195.0187,,,
195.0403,,,
195.08305,,,
195.11095,,,
195.14065,,,
195.200275,,,
195.219575,,,
195.245725,,,
195.263225,,,
195.279975,,,
195.3089,,,
195.323225,,,
195.33255,,,
195.3726,,,
195.380975,,,
195.402475,,,
195.408475,,,
195.4152,,,
195.4415,,,
195.474025,,,
195.498075,,,
195.52865,,,
195.560525,,,
195.5925,,,
195.6365,,,
195.64955,,,
195.66065,,,
195.67745,,,
195.692925,,,
195.71395,,,
195.736675,,,
195.7729,,,
195.791175,,,
195.822125,,,
195.8465,,,
195.8651,,,
195.894025,,,
195.94125,,,
195.967975,,,
195.994875,,,
196.011775,,,
196.04485,,,
196.050725,,,
196.087375,,,
196.10245,,,
196.113,,,
196.128425,,,
196.17705,,,
196.22985,,,
196.289575,,,
196.317025,,,
196.345775,,,
196.3531,,,
196.361925,,,
196.374925,,,
196.402625,,,
196.429975,,,
196.470225,,,
196.47225,,,
196.48525,,,
196.5086,,,
196.5379,,,
196.574875,,,
196.60095,,,
196.61265,,,
196.62195,,,
196.635675,,,
196.6543,,,
196.690175,,,
196.731675,,,
196.742775,,,
196.759675,,,
196.8043,,,
196.8284,,,
196.8672,,,
196.898325,,,
196.9295,,,
196.9658,,,
196.997975,,,
197.012025,,,
197.04395,,,
197.075,,,
197.107,,,
197.133275,,,
197.153925,,,
197.19895,,,
197.216925,,,
197.2641,,,
197.30005,,,
197.343675,,,
197.3683,,,
197.386625,,,
197.444075,,,
197.4688,,,
197.5099,,,
197.55125,,,
197.571875,,,
197.613125,,,
197.633225,,,
197.667475,,,
197.7028,,,
197.7241,,,
197.741975,,,
197.8037,,,
197.8531,,,
197.88345,,,
197.89125,,,
197.903925,,,
197.934425,,,
197.9509,,,
198.003725,,,
198.087075,,,
198.1218,,,
198.144275,,,
198.149575,,,
198.18625,,,
198.206325,,,
198.2098,,,
198.2363,,,
198.262875,,,
198.2921,,,
198.32785,,,
198.36945,,,
198.399575,,,
198.4586,,,
198.4808,,,
198.507325,,,
198.513175,,,
198.541075,,,
198.5588,,,
198.587875,,,
198.615925,,,
198.63885,,,
198.659775,,,
198.676625,,,
198.691225,,,
198.73365,,,
198.75995,,,
198.821225,,,
198.832325,,,
198.85905,,,
198.876075,,,
198.88565,,,
198.89735,,,
198.9378,,,
198.958925,,,
198.9897,,,
199.034825,,,
199.051675,,,
199.0645,,,
199.073475,,,
199.128725,,,
199.164425,,,
199.1926,,,
199.226175,,,
199.239725,,,
199.28515,,,
199.30995,,,
199.334925,,,
199.3601,,,
199.3666,,,
199.3835,,,
199.416,,,
199.462,,,
199.4893,,,
199.528525,,,
199.540875,,,
199.61955,,,
199.62465,,,
199.668475,,,
199.69255,,,
199.699875,,,
199.72735,,,
199.746175,,,
199.761025,,,
199.780675,,,
199.8014,,,
199.82385,,,
199.8789,,,
199.921525,,,
199.95185,,,
199.970075,,,
199.9796,,,
199.994475,,,
200.011575,,,
200.017075,,,
200.033525,,,
200.063675,,,
200.06865,,,
200.091375,,,
200.09865,,,
200.118,,,
200.125225,,,
200.149725,,,
200.170975,,,
200.1853,,,
200.202,,,
200.23185,,,
200.26095,,,
200.3005,,,
200.30775,,,
200.3491,,,
200.38505,,,
200.41995,,,
200.4291,,,
200.466775,,,
200.507575,,,
200.526625,,,
200.54935,,,
200.579075,,,
200.602175,,,
200.636425,,,
200.654425,,,
200.68325,,,
200.69605,,,
200.7541,,,
200.81075,,,
200.824675,,,
200.84725,,,
200.860425,,,
200.878375,,,
200.887625,,,
200.9193,,,
200.951175,,,
200.989575,,,
201.013025,,,
201.037125,,,
201.064825,,,
201.111075,,,
201.169825,,,
201.196825,,,
201.2021,,,
201.209775,,,
201.24755,,,
201.27025,,,
201.290475,,,
201.314975,,,
201.342625,,,
201.38355,,,
201.432725,,,
201.486125,,,
201.502425,,,
201.531575,,,
201.553075,,,
201.5756,,,
201.616475,,,
201.64755,,,
201.6611,,,
201.694825,,,
201.710725,,,
201.727925,,,
201.751525,,,
201.7608,,,
201.79175,,,
201.80095,,,
201.829425,,,
201.87655,,,
201.914,,,
201.959825,,,
201.9904,,,
202.0312,,,
202.04775,,,
202.081725,,,
202.097075,,,
202.12735,,,
202.181125,,,
202.18725,,,
202.226375,,,
202.25895,,,
202.272725,,,
202.277,,,
202.299225,,,
202.314775,,,
202.3456,,,
202.370925,,,
202.39855,,,
202.4199,,,
202.441225,,,
202.486725,,,
202.49675,,,
202.524025,,,
202.55875,,,
202.5849,,,
202.612275,,,
202.664375,,,
202.7263,,,
202.801275,,,
202.8653,,,
202.872725,,,
202.8758,,,
202.88655,,,
202.913425,,,
202.9178,,,
202.927725,,,
202.93835,,,
202.972475,,,
202.998075,,,
203.02055,,,
203.0357,,,
203.075025,,,
203.088775,,,
203.123225,,,
203.165325,,,
203.191675,,,
203.206125,,,
203.214525,,,
203.236575,,,
203.26355,,,
203.28765,,,
203.31715,,,
203.33885,,,
203.360975,,,
203.387,,,
203.416825,,,
203.438975,,,
203.4724,,,
203.492325,,,
203.524775,,,
203.536875,,,
203.563825,,,
203.61995,,,
203.64315,,,
203.66615,,,
203.696375,,,
203.7284,,,
203.75985,,,
203.767125,,,
203.79525,,,
203.807575,,,
203.831225,,,
203.86485,,,
203.8731,,,
203.9327,,,
203.96105,,,
203.996375,,,
204.02195,,,
204.036025,,,
204.0685,,,
204.086125,,,
204.098275,,,
204.1244,,,
204.154575,,,
204.178125,,,
204.195,,,
204.202825,,,
204.22445,,,
204.240725,,,
204.26555,,,
204.280525,,,
204.31005,,,
204.34635,,,
204.3929,,,
204.451875,,,
204.46965,,,
204.50835,,,
204.543575,,,
204.5695,,,
204.58735,,,
204.614325,,,
204.6423,,,
204.665175,,,
204.684125,,,
204.7086,,,
204.750175,,,
204.771825,,,
204.798275,,,
204.8386,,,
204.8537,,,
204.8672,,,
204.892425,,,
204.91145,,,
204.93665,,,
204.962875,,,
205.00155,,,
205.020475,,,
205.030925,,,
205.059175,,,
205.068325,,,
205.071775,,,
205.10755,,,
205.13665,,,
205.165825,,,
205.179725,,,
205.204375,,,
205.227075,,,
205.247475,,,
205.272125,,,
205.30955,,,
205.3334,,,
205.346525,,,
205.38335,,,
205.408375,,,
205.425625,,,
205.451725,,,
205.467025,,,
205.486475,,,
