SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC04b,SPK_SPKC05a
78.06485,23.59635,41.840425,36.48885,35.6138
78.55975,23.714025,41.9431,36.6025,35.637575
78.690425,23.730475,42.164025,36.685875,35.6488
78.856575,23.748225,42.448475,36.77245,35.732525
79.141175,23.79545,42.605475,36.856475,35.781925
79.3059,23.808875,42.722825,36.897125,35.896925
79.5737,23.8119,42.758,36.958225,35.917875
79.831525,23.83495,42.81215,37.0128,35.988725
79.8725,23.868325,43.109925,37.12175,36.022175
80.0204,23.8821,43.25265,37.160425,36.131575
80.399175,23.8853,43.334425,37.1919,36.235
80.65865,23.929675,43.501625,37.22435,36.2761
80.89535,23.94485,43.6063,37.2648,36.3951
80.96155,23.975,43.7184,37.2906,36.42315
81.36165,23.989825,43.828425,37.3332,36.46315
81.736225,24.022775,43.94545,37.36965,36.4916
81.811225,24.07875,44.038775,37.39085,36.532625
81.83455,24.10825,44.17755,37.429625,36.554
82.16515,24.147425,44.286925,37.570875,36.613725
82.277425,24.192275,44.37305,37.62295,36.64535
82.293275,24.2188,44.4259,37.676925,36.696475
82.416875,24.29125,44.54135,37.72465,36.73455
82.566475,24.301625,44.65835,37.768325,36.780225
82.57,24.342275,44.7332,37.8178,36.80705
82.642025,24.364975,44.803,37.94035,36.829425
82.9232,24.429175,44.827075,38.020775,36.894075
83.0537,24.490375,44.855,38.0775,36.903925
83.3446,24.50345,44.89405,38.165125,36.915075
83.37575,24.6162,44.923375,38.242075,36.976025
83.416975,24.67715,44.976575,38.2974,37.031425
83.64645,24.709525,45.015,38.365525,37.0654
83.722625,24.757225,45.064875,38.416025,37.275525
83.746825,24.7617,45.1403,38.473925,37.296325
83.766625,24.9026,45.22415,38.50685,37.3274
83.8518,24.9372,45.281075,38.543725,37.333725
84.004,25.021575,45.4609,38.615675,37.381575
84.07265,25.06345,45.5916,38.730675,37.4059
84.2067,25.09485,45.66405,38.782425,37.44695
84.345775,25.112025,45.689275,38.853725,37.5952
84.459525,25.1216,45.72855,39.12985,37.627175
84.8187,25.174525,45.82025,39.199175,37.631975
85.03625,25.245625,45.902775,39.236625,37.6414
85.09945,25.28595,46.000925,39.271825,37.730025
85.1302,25.295325,46.11215,39.348025,37.821225
85.165825,25.311375,46.348575,39.391075,37.854275
85.564,25.38325,46.4606,39.451775,37.878925
85.5666,25.423475,46.640825,39.483325,37.907525
85.78635,25.44915,46.859825,39.5159,37.911525
85.82295,25.48925,47.00565,39.549575,37.98465
85.8816,25.501575,47.084825,39.567475,38.01615
85.90305,25.5227,47.193975,39.5971,38.07715
86.140625,25.5401,47.297825,39.609925,38.105175
86.170725,25.562175,47.391125,39.6254,38.1417
86.21035,25.67165,47.4212,39.777125,38.24145
86.359675,25.74415,47.4773,39.81425,38.259775
86.5215,25.77695,47.4854,39.959175,38.337675
86.67765,25.852875,47.520375,40.034875,38.3412
86.7151,25.917025,47.569875,40.081375,38.387825
86.76865,25.949075,47.6385,40.132775,38.419375
86.810725,25.988625,47.686625,40.191675,38.552425
86.876075,26.0615,47.73015,40.2487,38.674425
87.153375,26.098375,47.8462,40.30595,38.73015
87.378175,26.1331,47.94075,40.4696,38.75025
87.50125,26.215175,48.0569,40.54545,38.751975
87.578025,26.25215,48.140725,40.56765,38.8936
87.62455,26.26475,48.4637,40.6002,38.922
87.73095,26.270225,48.55935,40.70335,38.952425
87.77285,26.291525,48.591875,40.811025,39.0772
87.81185,26.3491,48.672475,40.83385,39.135675
87.852425,26.390625,48.698025,40.88805,39.2044
87.982625,26.415925,48.704475,40.9052,39.237125
88.5976,26.464475,48.732875,40.93585,39.244925
88.719075,26.48935,48.759125,41.0023,39.251275
88.7606,26.498275,48.8198,41.0186,39.290575
88.99955,26.50525,48.857625,41.054475,39.2964
89.124125,26.52885,48.939275,41.11945,39.33755
89.23115,26.551975,48.9531,41.18795,39.35375
89.292875,26.57245,48.9826,41.225075,39.382775
89.414375,26.586425,49.008925,41.31995,39.38755
89.6537,26.615975,49.0371,41.364225,39.413
89.7673,26.63505,49.074375,41.4248,39.508775
89.799275,26.680525,49.12285,41.50005,39.563825
89.884175,26.766025,49.21125,41.594125,39.604325
89.96605,26.883625,49.335,41.65715,39.675075
90.11,26.897775,49.47335,41.7321,39.7193
90.1333,26.9233,49.57445,41.794075,39.821625
90.392375,26.945175,49.62525,41.92875,39.85425
90.430925,26.9932,49.7016,42.011675,39.8912
90.866175,27.0726,49.804925,42.059625,39.89445
90.98035,27.1511,49.847525,42.1297,39.916025
91.06515,27.1692,49.892725,42.215275,39.936875
91.1754,27.1923,49.94225,42.253325,39.954175
91.20345,27.21345,50.07675,42.292075,39.9864
91.365875,27.268425,50.16055,42.364575,40.022425
91.68405,27.29625,50.224525,42.405975,40.0251
91.8772,27.322725,50.2755,42.48585,40.13295
92.263425,27.386875,50.443475,42.610625,40.246275
92.393625,27.417775,50.509475,42.651575,40.271775
92.430925,27.493975,50.55965,42.67435,40.3281
92.7824,27.684875,50.6476,42.717475,40.3633
92.88745,27.7095,50.705075,42.735375,40.5092
92.928975,27.715125,50.76505,42.777425,40.55935
92.968725,27.7578,50.851,42.8159,40.600275
93.281,27.79845,50.9084,42.873625,40.669075
93.50175,27.81845,50.9276,42.926025,40.674225
93.545325,27.8316,50.976875,43.043825,40.741775
93.62525,27.941375,51.03085,43.1617,40.7536
93.6635,27.991775,51.069725,43.23455,40.80185
93.7102,28.015125,51.154,43.32515,40.85025
93.8512,28.05645,51.1955,43.381725,40.8808
93.88865,28.09805,51.36515,43.493475,40.883
93.973075,28.158075,51.42255,43.563825,40.90635
94.093725,28.252025,51.563975,43.692275,40.993075
94.15775,28.38365,51.627825,43.806175,41.0246
94.2356,28.43075,51.7138,43.8951,41.079
94.346725,28.480175,51.7852,43.955725,41.10765
94.417725,28.55325,51.839425,44.0271,41.19425
94.76005,28.600175,51.89005,44.071525,41.22045
94.85245,28.6086,51.948675,44.192425,41.245675
94.95945,28.65815,52.05985,44.327,41.28085
95.0513,28.6885,52.08155,44.43285,41.3202
95.17505,28.7339,52.14385,44.498,41.339725
95.23895,28.78035,52.18915,44.564175,41.3744
95.268425,28.794025,52.2045,44.618225,41.458575
95.399275,28.92905,52.262675,44.68895,41.569225
95.4584,28.99075,52.4051,44.780975,41.604975
95.550025,29.02685,52.479675,44.794625,41.6393
95.599425,29.07145,52.5442,44.8258,41.74145
95.926975,29.111525,52.618225,44.869225,41.765975
96.142,29.210375,52.69795,44.932575,41.8095
96.274175,29.221275,52.767925,44.956225,41.819125
96.42215,29.253625,52.867525,45.012525,41.935125
96.6244,29.259425,52.939975,45.188775,41.9803
96.774575,29.293675,53.0148,45.2851,41.984525
96.9771,29.330725,53.108975,45.31605,42.193775
97.008025,29.36475,53.22085,45.3561,42.19705
97.043125,29.37145,53.29725,45.43895,42.2367
97.11215,29.40325,53.365525,45.4924,42.259375
97.2865,29.489875,53.425025,45.5399,42.341875
97.61045,29.516025,53.48255,45.5887,42.458775
97.6371,29.55275,53.533475,45.6939,42.629575
97.843525,29.603725,53.614875,45.754175,42.6352
97.9317,29.6368,53.708875,45.822625,42.72835
98.1954,29.649125,53.840475,45.862125,42.7547
98.30175,29.674625,53.905,45.90055,42.83895
98.443125,29.742025,53.96595,46.04505,42.882125
98.59665,29.76685,54.111025,46.1089,42.9126
98.70685,29.7891,54.185125,46.175975,42.949075
98.8255,29.87735,54.304575,46.220875,42.957375
98.864325,29.87995,54.3914,46.30335,42.9838
98.93995,29.911675,54.455575,46.4052,42.986975
99.065575,29.935675,54.502,46.47035,43.071175
99.13115,29.9738,54.685275,46.503,43.091975
99.177275,30.017275,54.77615,46.59365,43.118975
99.51385,30.05605,54.8607,46.6542,43.28905
100.079625,30.105675,55.0019,46.7141,43.399475
100.155425,30.1415,55.105,46.80775,43.4093
100.31845,30.191,55.346925,46.829625,43.59765
100.3814,30.223175,55.45925,46.905225,43.62995
100.612175,30.230225,55.56845,46.983975,43.677675
100.81365,30.25285,55.6219,47.081375,43.6801
100.961075,30.31415,55.655975,47.117225,43.698775
101.06885,30.3152,55.783775,47.173325,43.832825
101.140375,30.3748,55.81955,47.219475,43.8499
101.1832,30.37865,55.8265,47.28875,43.888425
101.228275,30.39965,55.86135,47.343025,43.96985
101.3379,30.402825,55.98325,47.3873,43.9739
101.414425,30.508225,56.045725,47.40645,44.042375
101.551,30.52905,56.123025,47.44355,44.126625
101.63075,30.5679,56.1816,47.4717,44.213925
101.7255,30.615025,56.29845,47.482825,44.289125
101.998825,30.63765,56.36735,47.541525,44.299175
102.115175,30.642775,56.445675,47.593025,44.368575
102.467575,30.6676,56.537425,47.8492,44.37955
102.57605,30.688075,56.6477,47.875,44.455625
102.64625,30.7154,56.78615,47.98985,44.605
102.676025,30.7489,56.897325,48.068325,44.611925
103.0425,30.773325,56.9748,48.10795,44.648075
103.15535,30.7778,57.108725,48.1367,44.71065
103.219075,30.80605,57.1697,48.2398,44.78145
103.248025,30.834,57.260625,48.36955,44.84515
103.458775,30.8816,57.40625,48.4881,44.8611
103.493725,30.910825,57.474975,48.57645,44.877125
103.620475,30.9558,57.577675,48.622075,44.939325
103.65455,31.009225,57.68065,48.7018,44.97
103.73025,31.030825,57.811525,48.753075,45.0734
103.833575,31.1714,58.015125,48.842175,45.078025
104.115075,31.184,58.1721,48.8484,45.0878
104.2277,31.218925,58.253275,48.866425,45.122525
104.26015,31.2398,58.445475,48.8834,45.125925
104.372175,31.265175,58.5494,48.888225,45.24465
104.481725,31.310225,58.7173,48.89145,45.27595
104.517,31.35695,58.804925,48.8988,45.32595
104.62255,31.364475,58.88475,48.9429,45.399575
104.626475,31.389225,58.954,48.94505,45.464825
104.665025,31.4443,59.00705,48.999475,45.472275
104.728975,31.5382,59.10735,49.0557,45.503675
104.946975,31.5861,59.261025,49.20335,45.56095
105.278575,31.70315,59.3512,49.225925,45.599225
105.31635,31.734025,59.4381,49.31975,45.641325
105.702025,31.818875,59.521625,49.364525,45.69755
105.848875,31.85025,59.58505,49.46075,45.709275
106.159525,31.88655,59.64305,49.505725,45.74545
106.1813,31.88985,59.683575,49.521125,45.755025
106.407925,31.9295,59.7127,49.6037,45.778025
106.5874,32.010575,59.767275,49.659525,45.809625
106.820025,32.0339,59.811475,49.71275,45.893125
106.954175,32.11695,59.864025,49.752425,45.921425
107.056175,32.14855,59.90815,49.78015,46.031175
107.10785,32.17,59.96915,49.809675,46.10015
107.18965,32.20795,59.97265,49.855025,46.122125
107.41245,32.231575,60.0904,49.926125,46.135625
107.446475,32.2652,60.26105,49.9781,46.2058
107.61245,32.298175,60.38835,50.15265,46.252325
107.648775,32.31505,60.47585,50.222675,46.28025
107.76565,32.34035,60.665475,50.31755,46.31785
107.880225,32.3504,60.744,50.352425,46.387375
107.92675,32.3811,60.8183,50.40705,46.417975
108.111625,32.398025,60.897575,50.491925,46.496275
108.178475,32.435675,60.977425,50.538225,46.5598
108.29575,32.480925,61.012625,50.671175,46.7033
108.648575,32.513325,61.079975,50.70815,46.72525
108.67095,32.514525,61.090425,50.7577,46.762125
109.172175,32.5605,61.3091,50.8283,46.79595
109.20555,32.64805,61.45175,50.890375,46.8441
109.5366,32.66865,61.574375,50.93625,46.89925
109.6429,32.672275,61.619075,50.9796,46.978025
110.047925,32.7231,61.64395,51.022675,47.095325
110.232625,32.74525,61.81845,51.063075,47.1673
110.3307,32.763225,61.944625,51.096075,47.220525
110.4271,32.806475,62.048075,51.174575,47.2422
110.4577,32.8337,62.1093,51.215725,47.278225
110.909125,32.8478,62.1979,51.248625,47.3132
110.9301,32.882775,62.27135,51.289475,47.340225
110.984525,32.8839,62.319575,51.37745,47.36805
111.250375,32.91645,62.4115,51.4538,47.4741
111.2781,32.93945,62.503425,51.5139,47.521325
111.368875,32.9727,62.54025,51.5874,47.6071
111.512075,33.065475,62.5954,51.623825,47.6689
111.552925,33.067175,62.704275,51.814025,47.691025
111.670275,33.091025,62.739975,51.90795,47.739625
111.754425,33.12655,62.80845,51.94715,47.9002
111.8433,33.144525,62.8716,52.0613,47.928025
111.957575,33.170975,62.942725,52.1113,47.934575
111.99245,33.245975,63.00065,52.33325,48.023375
112.072025,33.29365,63.160175,52.396875,48.0497
112.10815,33.32375,63.44775,52.452075,48.096825
112.27655,33.3265,63.539125,52.566625,48.114675
112.31405,33.35735,63.659825,52.631175,48.12715
112.60865,33.4643,63.8698,52.68695,48.214075
112.65155,33.52675,63.9264,52.74405,48.25925
112.883775,33.575975,64.094425,52.811775,48.40545
113.0291,33.70685,64.23445,52.8745,48.49185
113.064925,33.735275,64.2996,52.9326,48.54335
113.22165,33.775275,64.340775,53.041075,48.598275
113.469575,33.80355,64.4237,53.1184,48.6157
113.58525,33.8135,64.448225,53.1519,48.685675
113.686325,33.8978,64.489625,53.195175,48.6911
113.928925,33.92585,64.540375,53.246,48.72075
114.12655,33.9495,64.6215,53.28795,48.824325
114.276425,33.974025,64.772475,53.33035,48.834
114.3157,33.9943,64.95355,53.451475,48.844825
114.4707,34.022975,65.0111,53.514325,48.9178
114.596,34.072,65.099225,53.599475,48.924525
114.716375,34.08695,65.1358,53.79995,48.94475
114.80415,34.141,65.1621,53.968175,48.9572
114.840025,34.179875,65.20595,53.999475,49.0118
114.96085,34.213325,65.240625,54.034125,49.058625
115.0939,34.2302,65.2613,54.11655,49.1033
115.210425,34.257625,65.275825,54.166125,49.1875
115.325975,34.30245,65.417325,54.252925,49.3168
115.683725,34.350125,65.50185,54.28795,49.3574
115.73095,34.38905,65.5574,54.325825,49.3904
115.883725,34.4381,65.603875,54.365325,49.418075
116.122925,34.545525,65.645275,54.427525,49.449275
116.1751,34.5975,65.662875,54.484625,49.453425
116.2572,34.610625,65.75455,54.74175,49.5682
116.4148,34.66385,65.883775,54.806425,49.6047
116.457225,34.6659,65.9772,54.88225,49.644875
116.873475,34.71575,66.075325,55.1934,49.6665
117.0529,34.779625,66.1334,55.5194,49.745275
117.30115,34.7977,66.243325,55.5621,49.7641
117.376275,34.8221,66.318675,55.600225,49.807175
117.4092,34.838075,66.40635,55.7023,49.9301
117.487775,34.887075,66.486575,55.796875,49.947125
117.529775,34.918075,66.6771,55.820625,49.953275
117.9846,34.946725,66.7528,55.840975,50.007075
118.05145,34.9551,66.858875,55.927625,50.070825
118.155,35.084375,66.983525,55.95975,50.197225
118.303,35.112525,67.0528,55.986975,50.2306
118.33265,35.135725,67.1114,56.06195,50.259975
118.493475,35.15915,67.21445,56.111725,50.2931
118.60665,35.17665,67.309475,56.155575,50.352375
118.646675,35.196575,67.385775,56.2253,50.356125
118.684075,35.218775,67.4674,56.30595,50.45635
118.7918,35.24595,67.5353,56.349575,50.4635
118.8359,35.2992,67.575175,56.48925,50.494625
119.10765,35.3319,67.635775,56.542,50.60155
119.55615,35.360275,67.68605,56.570875,50.671175
119.640175,35.4193,67.73545,56.626125,50.707725
119.905475,35.457975,67.787725,56.661775,50.838625
119.9462,35.52645,67.8945,56.71835,50.850875
119.98425,35.58715,68.04145,56.779025,50.977625
120.0273,35.629225,68.20075,56.820175,51.088675
120.2509,35.721325,68.276275,56.927525,51.149425
120.288425,35.764425,68.333175,56.982625,51.16405
120.37075,35.8274,68.362975,57.02795,51.19215
120.41655,35.866575,68.436175,57.041375,51.2443
120.4607,35.8989,68.504575,57.0827,51.2551
120.702475,35.9791,68.66365,57.110775,51.29775
120.745175,36.011125,68.79585,57.15405,51.327025
120.78195,36.04905,68.83345,57.243425,51.364425
120.89495,36.0898,68.86535,57.3701,51.463475
120.942925,36.1234,68.893475,57.429175,51.48815
120.9844,36.194725,68.92385,57.618575,51.503525
121.2085,36.328925,68.977525,57.6845,51.53565
121.294375,36.37635,69.02515,57.744675,51.5388
121.33045,36.458375,69.05345,57.800775,51.5552
121.404225,36.46065,69.07625,57.85875,51.57545
121.4483,36.506025,69.103975,57.90965,51.618025
121.4775,36.53945,69.148975,57.934,51.6243
121.585475,36.573425,69.181875,57.997125,51.682775
121.766175,36.68745,69.228575,58.065575,51.7186
122.00335,36.711475,69.295975,58.09705,51.7639
122.094175,36.758125,69.409575,58.174475,51.879375
122.556375,36.78855,69.4866,58.26495,52.015125
122.7777,36.799525,69.5493,58.41545,52.021375
123.00155,36.81515,69.772225,58.70505,52.2119
123.152975,36.8483,69.8122,58.75945,52.2556
123.192075,36.867475,69.847125,58.81875,52.321525
123.235225,36.8798,69.8731,58.876225,52.35635
123.590225,36.8894,69.917175,58.955275,52.499525
123.675225,36.90325,69.9921,59.012525,52.620625
123.9213,36.947525,70.020625,59.098575,52.7045
123.995625,36.9747,70.0645,59.16615,52.718575
124.2816,37.010325,70.087975,59.23505,52.7821
124.3987,37.060725,70.125,59.2838,52.799475
124.748725,37.0743,70.1764,59.32165,52.91795
124.789975,37.168225,70.2418,59.428425,53.017625
124.822275,37.21195,70.33565,59.53005,53.034725
124.863625,37.3098,70.409325,59.567675,53.074525
124.866425,37.331,70.492525,59.596125,53.159275
125.075425,37.33355,70.54395,59.6333,53.183775
125.15425,37.48935,70.6116,59.658875,53.18655
125.19215,37.554775,70.70715,59.68625,53.258975
125.2365,37.659525,70.894425,59.71815,53.2861
125.263775,37.662225,70.98515,59.76065,53.32885
125.333125,37.694375,71.071525,59.785625,53.352175
125.591625,37.76375,71.156925,59.8127,53.3575
125.64165,37.8057,71.242075,59.862525,53.450175
125.8744,37.809225,71.32775,59.9126,53.561
125.969625,37.824825,71.472825,59.96485,53.5649
126.006075,37.83385,71.548275,60.0162,53.60675
126.040275,37.876625,71.6493,60.1026,53.868625
126.211975,37.905275,71.8834,60.191075,53.881725
126.250525,37.934625,71.968725,60.233175,53.922
126.364875,37.97415,72.084125,60.27795,54.018925
126.3971,37.99945,72.185525,60.35505,54.14515
126.43675,38.016725,72.316125,60.3871,54.167475
126.72,38.033425,72.374775,60.415025,54.2567
126.7564,38.0736,72.6008,60.465875,54.3364
127.0393,38.076075,72.67845,60.52725,54.338675
127.0872,38.098425,72.7715,60.57495,54.377125
127.278875,38.12115,72.920325,60.628575,54.40435
127.322125,38.132075,72.999075,60.675375,54.468425
127.3962,38.1539,73.245825,60.7706,54.545125
127.493575,38.173175,73.34735,60.828925,54.568675
127.507325,38.2022,73.431,60.85695,54.623825
127.59415,38.232575,73.575625,60.918825,54.73665
127.956525,38.26515,73.67685,60.953525,54.8759
128.03645,38.35655,73.883775,60.983625,54.94475
128.08585,38.3635,73.9387,61.0309,54.9572
128.16985,38.3956,74.006725,61.087375,55.01355
128.20985,38.43375,74.0632,61.120975,55.1458
128.293575,38.492725,74.11075,61.213975,55.157625
128.366175,38.51615,74.15335,61.321825,55.1709
128.4594,38.660575,74.181725,61.350025,55.1905
128.58695,38.7018,74.21645,61.3678,55.241825
128.627175,38.731325,74.32235,61.410025,55.28405
128.668125,38.753825,74.4106,61.518,55.5284
128.7524,38.764625,74.443325,61.563,55.631975
128.84005,38.8005,74.497625,61.593425,55.64945
128.964825,38.93145,74.62425,61.627675,55.6908
128.997225,38.989775,74.669525,61.67255,55.708025
129.04005,39.050125,74.712675,61.77635,55.797825
129.15705,39.061525,74.786725,61.8397,55.803625
129.334475,39.13225,74.82835,61.939525,55.841025
129.440125,39.1364,74.890075,62.00555,55.943625
129.4696,39.1477,74.993875,62.04215,56.21715
129.6643,39.17,75.0868,62.104025,56.308025
129.8531,39.19135,75.14325,62.16365,56.31335
130.023225,39.20825,75.22505,62.2275,56.378575
130.13895,39.2117,75.3061,62.275625,56.401575
130.191675,39.2385,75.58845,62.337275,56.44675
130.208425,39.263125,75.62665,62.357825,56.48435
130.371575,39.44815,75.699275,62.3873,56.48785
130.43715,39.5005,75.83065,62.4037,56.526525
130.7186,39.588875,75.902475,62.453375,56.560425
130.784875,39.607175,75.980225,62.492125,56.610475
130.9193,39.694475,76.11825,62.657725,56.6163
131.019125,39.706825,76.195775,62.705675,56.62885
131.139025,39.748675,76.23645,62.734775,56.634125
131.246125,39.771975,76.285075,62.777125,56.68245
131.5343,39.802875,76.359075,62.8307,56.693925
131.80435,39.827975,76.40535,62.866625,56.811175
132.048875,39.8439,76.450025,63.013025,56.903025
132.09985,39.853075,76.518025,63.051275,56.96
132.4217,39.86265,76.58075,63.11795,56.98095
132.502125,39.883425,76.63905,63.1613,57.145275
132.578975,39.885025,76.732775,63.19895,57.2133
132.68665,39.90915,76.88755,63.2314,57.2658
132.711625,40.03995,76.9721,63.334425,57.2833
132.803625,40.118625,77.08305,63.393275,57.304575
132.874825,40.147175,77.156725,63.450325,57.358525
133.181675,40.243375,77.198275,63.6098,57.4185
133.281575,40.32365,77.2457,63.66555,57.42295
133.50025,40.394,77.381225,63.7475,57.447725
133.5829,40.4285,77.52845,63.798725,57.45305
133.715125,40.4669,77.60585,63.8392,57.476675
134.116425,40.50935,77.697425,63.859,57.580675
134.149575,40.5827,77.8385,64.2384,57.708825
134.281225,40.638425,77.979775,64.2861,57.715525
134.31715,40.6746,78.116125,64.306525,57.750575
134.543525,40.692225,78.174,64.324275,57.828575
134.63795,40.732275,78.241475,64.399875,57.833275
134.8177,40.74245,78.3045,64.433325,57.8653
134.9654,40.791275,78.60625,64.473475,57.9519
135.123825,40.80925,78.72095,64.572825,57.982775
135.2377,40.849975,78.977425,64.63665,58.022375
135.4106,40.952625,79.051425,64.709875,58.066375
135.844175,40.985275,79.09075,64.793825,58.089675
135.8991,41.013675,79.202575,64.853825,58.16835
136.090425,41.03165,79.27855,64.89615,58.184875
136.3276,41.087325,79.382675,64.980025,58.2286
136.414975,41.11745,79.4946,65.034975,58.2583
136.4504,41.123675,79.657175,65.087675,58.337375
136.570525,41.15015,79.74325,65.10725,58.350675
136.6901,41.180625,79.7448,65.12605,58.382
136.732,41.34305,79.791625,65.196825,58.39295
136.815975,41.39715,80.008875,65.300675,58.4664
136.990625,41.455275,80.0953,65.37855,58.511625
137.29585,41.664325,80.2082,65.43005,58.523575
137.321875,41.844175,80.337525,65.540825,58.550575
137.424175,41.8645,80.417475,65.594975,58.59485
137.496475,41.88425,80.511625,65.624425,58.710675
137.58645,41.8911,80.6621,65.649025,58.852225
137.6595,41.90935,80.7412,65.68335,58.89415
137.807675,41.911725,80.80645,65.74315,58.924
138.20465,41.9322,80.834275,65.915725,58.956475
138.24315,41.953175,80.8857,65.999075,58.9634
138.282125,41.98765,80.940225,66.049125,59.028525
138.36605,42.0378,80.980475,66.12095,59.12225
138.50975,42.054225,81.051075,66.185925,59.160825
138.543675,42.073,81.2199,66.226175,59.20395
138.710075,42.107625,81.28835,66.301675,59.220775
138.79505,42.1745,81.3749,66.367525,59.275225
138.83195,42.19585,81.45875,66.412475,59.285075
138.910875,42.21985,81.556375,66.46485,59.4026
138.99065,42.2799,81.6359,66.531925,59.447975
139.0336,42.3689,81.6555,66.638125,59.48675
139.06645,42.382125,81.82795,66.703275,59.51995
139.11385,42.40565,81.85675,66.97215,59.674925
139.307075,42.437025,81.88855,67.014075,59.7445
139.334725,42.4809,82.01255,67.045725,59.802975
139.4198,42.551775,82.07155,67.0836,59.825325
139.486175,42.56465,82.150875,67.366175,59.8897
139.651125,42.617075,82.223375,67.397975,59.8913
139.801925,42.627925,82.263075,67.4381,59.8944
140.341,42.880225,82.297275,67.4576,59.896325
141.06435,42.908125,82.32355,67.478225,59.944425
141.110725,42.942725,82.3609,67.541175,59.99815
141.15795,43.00525,82.40585,67.67195,60.12165
141.194125,43.016375,82.46525,67.7432,60.15255
141.223225,43.021925,82.532475,67.8464,60.238025
141.2364,43.04275,82.598075,67.87705,60.301525
141.259775,43.0634,82.822275,67.9325,60.340375
141.294625,43.077,82.945925,68.13455,60.3968
141.3964,43.117325,83.15175,68.2281,60.3989
141.474875,43.13935,83.215575,68.300725,60.4616
141.634025,43.151625,83.338725,68.379825,60.5702
141.66585,43.168825,83.373625,68.4627,60.629225
141.77585,43.193175,83.421475,68.544525,60.643025
141.952175,43.2398,83.498275,68.688425,60.661875
141.9928,43.282025,83.567125,68.80035,60.78995
142.116575,43.4109,83.768125,68.884125,60.816375
142.24835,43.488425,83.811725,68.950925,60.849325
142.31495,43.6275,83.857825,69.0007,60.8812
142.4349,43.77655,83.90495,69.057875,61.0286
142.588475,43.824825,83.9343,69.077825,61.03535
142.697675,43.88795,84.020425,69.15285,61.06255
142.829825,44.0456,84.157525,69.190325,61.095125
142.94875,44.1425,84.249675,69.26805,61.187375
143.073,44.1878,84.321775,69.3003,61.1906
143.329175,44.198275,84.4568,69.349825,61.2119
143.442225,44.294075,84.532175,69.46985,61.252225
143.597625,44.34415,84.559675,69.55785,61.410675
143.637075,44.41635,84.5886,69.768125,61.467325
143.743875,44.44905,84.62825,69.799575,61.56675
143.786275,44.488125,84.6896,69.8329,61.627775
143.8962,44.6104,84.720625,69.850525,61.71665
143.937225,44.63665,84.744125,69.860625,61.793375
144.0442,44.803375,84.7918,69.90345,61.871825
144.0871,44.9935,84.843975,70.189475,61.888775
144.224975,45.027075,84.87625,70.303125,61.9323
144.376775,45.107025,84.89425,70.405325,61.9668
144.49835,45.229125,84.9279,70.9331,62.007725
144.531075,45.2734,84.95795,71.007075,62.1055
144.574525,45.311825,84.98355,71.0914,62.13155
144.6453,45.333025,85.007425,71.172725,62.20095
144.98835,45.4049,85.041825,71.217025,62.226
145.017,45.43605,85.095775,71.495225,62.259975
145.09485,45.46425,85.156575,71.58275,62.324825
145.17065,45.4978,85.1996,71.684875,62.3555
145.17345,45.525725,85.24405,71.838975,62.491775
145.370125,45.534975,85.291075,71.93305,62.510775
145.44745,45.55485,85.32935,72.0139,62.531625
145.4909,45.598575,85.3575,72.0997,62.55445
145.529125,45.687925,85.404025,72.33585,62.584125
145.616475,45.742025,85.445425,72.401675,62.59815
145.76595,45.783225,85.493025,72.464075,62.647325
145.87495,45.84335,85.60835,72.510225,62.6563
146.096725,45.8779,85.70115,72.547,62.7023
146.294625,45.91695,85.769325,72.8032,62.71375
146.336025,45.963925,85.82035,72.866775,62.73315
146.57205,46.034975,85.882125,72.986325,62.7436
146.7333,46.067225,85.91525,73.115225,62.75775
146.808975,46.135375,85.939375,73.192675,62.812775
146.940775,46.190175,86.03705,73.2661,62.93435
147.0505,46.236675,86.06955,73.3269,62.95305
147.4025,46.286375,86.13575,73.397575,62.9802
147.536125,46.328775,86.239825,73.4915,63.027075
147.570225,46.363175,86.26575,73.5936,63.0873
147.68535,46.3869,86.28965,73.764325,63.1717
147.91185,46.419475,86.329125,73.851175,63.199075
147.951475,46.445375,86.358675,73.900725,63.263
148.04695,46.508775,86.426875,73.9573,63.298725
148.16435,46.5238,86.536225,74.013775,63.323
148.1997,46.54715,86.56935,74.07175,63.3437
148.373525,46.593325,86.6049,74.14215,63.397475
148.484075,46.6741,86.608525,74.1967,63.569575
148.583725,46.946875,86.62735,74.237975,63.664625
148.70405,46.99835,86.6791,74.268525,63.787525
148.78155,47.013925,86.72725,74.327575,63.8097
148.81295,47.058125,86.774475,74.3801,63.81445
149.00045,47.092175,86.835475,74.399225,63.833875
149.0352,47.119075,86.84635,74.432,63.859
149.10685,47.154475,86.878975,74.4846,63.90655
149.13925,47.161775,86.993675,74.567375,63.925775
149.1729,47.171875,87.107775,74.700075,63.930475
149.2015,47.234125,87.150525,74.7933,64.123475
149.394325,47.26615,87.200375,74.82175,64.156375
149.46125,47.361275,87.254425,74.843925,64.2108
149.5884,47.43735,87.3667,74.8828,64.218775
149.6601,47.46285,87.371725,74.98505,64.25295
149.7065,47.4919,87.43775,75.0987,64.263475
149.7397,47.565225,87.532875,75.2535,64.32415
149.80595,47.6276,87.571475,75.2983,64.34055
149.929025,47.650325,87.65455,75.33895,64.37425
150.003925,47.6698,87.757225,75.39445,64.4391
150.218,47.723075,87.8077,75.52845,64.51915
