SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC04b,SPK_SPKC05a
150.31185,47.739275,87.86225,75.5674,64.5405
150.778375,47.754175,88.069825,75.646375,64.56655
151.033425,47.77435,88.141675,75.69515,64.63755
151.114825,47.80095,88.27885,75.74885,64.73435
151.187575,47.8077,88.3452,75.815975,64.7641
151.488625,47.81205,88.37205,75.8736,64.847275
151.56505,47.82175,88.451025,75.959975,64.876425
151.6514,47.8332,88.6159,76.0048,64.891125
151.688975,47.8928,88.7242,76.056425,64.906
151.76995,47.951025,88.784725,76.087325,65.10955
152.057575,47.987875,88.8192,76.141525,65.15115
152.431025,48.00745,88.85325,76.226375,65.265475
152.5543,48.0248,88.91235,76.2777,65.35935
152.59395,48.0305,89.0041,76.3098,65.38835
152.630325,48.062175,89.0714,76.398475,65.399325
152.7102,48.08545,89.12225,76.589825,65.483825
152.745575,48.148975,89.17785,76.619475,65.587575
152.787275,48.196625,89.202175,76.660275,65.62715
153.167475,48.219675,89.291625,76.67745,65.645625
153.209125,48.277925,89.360525,76.7047,65.68485
153.317325,48.3075,89.43285,76.7804,65.7216
153.502325,48.3371,89.5079,76.86585,65.779575
153.570375,48.390775,89.59115,76.908675,65.815875
154.015925,48.4264,89.653825,76.97325,65.88345
154.249475,48.436875,89.70155,77.053925,65.914225
154.31225,48.46125,89.7572,77.129625,65.987425
154.3536,48.481775,89.810625,77.1316,66.072925
154.387375,48.53325,89.98575,77.2489,66.078525
154.7179,48.6072,90.052925,77.3896,66.120075
154.827575,48.657675,90.096675,77.50155,66.159675
154.8586,48.7252,90.121125,77.59525,66.274275
154.893325,48.85455,90.2,77.678775,66.3003
154.9263,48.856325,90.3222,77.735375,66.307425
155.002225,48.88035,90.40815,77.940875,66.334325
155.035925,48.9386,90.468575,78.0422,66.409925
155.291125,48.97675,90.51395,78.056375,66.452675
155.403725,49.0057,90.5844,78.104625,66.52905
155.4708,49.089275,90.60875,78.244775,66.611525
155.503525,49.1429,90.657775,78.313075,66.661875
155.721375,49.1562,90.67265,78.5402,66.7327
155.9802,49.185025,90.739775,78.603325,66.777475
156.02255,49.2298,90.830225,78.668375,66.8354
156.05615,49.24415,91.003425,78.7494,66.883025
156.108875,49.2527,91.088525,78.849075,66.9278
156.223475,49.287825,91.149175,78.893275,67.015875
156.33265,49.297375,91.2227,79.028575,67.060425
156.522725,49.332225,91.354625,79.163425,67.069625
156.599475,49.353925,91.443725,79.28465,67.13745
156.635875,49.37405,91.51835,79.385275,67.167225
156.864125,49.48235,91.600575,79.444075,67.18335
156.9556,49.526725,91.6643,79.537,67.25375
157.0941,49.544425,91.70575,79.6085,67.29985
157.121825,49.573575,91.74585,79.688775,67.4347
157.156425,49.6244,91.773025,79.7354,67.493675
157.179325,49.6347,91.799275,79.764875,67.51415
157.244325,49.649975,91.82435,79.7959,67.5297
157.4215,49.685725,91.867625,79.838075,67.565025
157.70115,49.697775,91.9227,79.8546,67.614425
157.745675,49.70685,91.9659,79.98265,67.64535
157.83315,49.7223,91.993175,80.0426,67.7188
158.2814,49.73575,92.1218,80.121375,67.7326
158.32535,49.770625,92.2242,80.241125,67.784475
158.36335,49.78785,92.26125,80.321675,67.795925
158.416925,49.832925,92.33445,80.374675,67.829025
158.42135,49.869675,92.383225,80.4273,67.860975
158.4952,49.91655,92.447825,80.5128,67.909475
158.742425,49.9385,92.526025,80.701825,68.005625
158.781125,50.01575,92.5893,80.77145,68.03055
159.020675,50.068825,92.63885,80.798525,68.038875
159.022975,50.0975,92.71365,80.8583,68.083075
159.269575,50.1588,92.89255,80.954875,68.1272
159.4691,50.20865,92.9659,81.029625,68.148625
159.533425,50.238075,93.03445,81.112075,68.293675
159.8084,50.30335,93.1489,81.201975,68.323475
159.844925,50.321025,93.24935,81.33795,68.347975
159.926975,50.40275,93.312625,81.386075,68.41605
160.1691,50.432225,93.371225,81.4794,68.4863
160.201375,50.4597,93.44335,81.551875,68.52365
160.2943,50.51655,93.4965,81.67465,68.5445
160.649,50.541175,93.56075,81.7241,68.596725
160.714225,50.559875,93.62805,81.7494,68.623425
160.76605,50.5748,93.675725,81.78925,68.679075
160.8196,50.5808,93.74525,81.895375,68.7446
160.860725,50.6004,93.7985,81.9686,68.760875
160.89845,50.631225,93.837675,82.007025,68.772425
160.933275,50.699225,93.865925,82.12155,68.79595
161.008125,50.7354,93.96695,82.177875,68.833975
161.42275,50.800375,94.219025,82.22705,68.8461
161.563225,50.822225,94.2841,82.260925,68.878825
161.68355,50.842475,94.344675,82.3557,68.883175
161.7226,50.9789,94.3704,82.38155,68.90535
161.904525,50.9887,94.40465,82.44475,68.9264
162.01965,51.0745,94.4417,82.652925,68.93725
162.333475,51.10895,94.4517,82.688375,68.952025
162.411175,51.262675,94.469025,82.926175,69.02265
162.57155,51.33215,94.488475,83.146975,69.0611
162.654075,51.377025,94.500575,83.1809,69.07485
162.8114,51.402,94.529725,83.263475,69.16145
162.8553,51.4592,94.554025,83.40845,69.266525
162.9254,51.480025,94.5761,83.532625,69.31245
162.95715,51.537325,94.587725,83.7469,69.3606
163.0228,51.5526,94.655775,83.920725,69.3917
163.097425,51.567875,94.681775,83.9762,69.4044
163.275775,51.608275,94.70695,84.004575,69.472775
163.346775,51.733325,94.742675,84.06095,69.5742
163.3769,51.775475,94.77405,84.0946,69.77155
163.40415,51.83175,94.81225,84.1426,69.799875
163.706425,51.879675,94.89005,84.228825,69.827975
163.735625,51.90105,94.96895,84.2815,69.8549
163.9792,51.91645,95.03005,84.307825,69.879675
164.086,52.0147,95.071525,84.3525,69.895475
164.1713,52.065625,95.1719,84.37745,69.959425
164.228725,52.080325,95.2001,84.437725,70.003675
164.52435,52.1116,95.2663,84.461725,70.0365
164.793,52.128375,95.317275,84.54365,70.0438
164.86085,52.207925,95.334475,84.575125,70.061
165.044875,52.251375,95.361575,84.631725,70.0633
165.0812,52.343025,95.380975,84.771425,70.106575
165.123875,52.411425,95.4117,84.794025,70.1529
165.20255,52.4511,95.450975,84.8573,70.1764
165.456775,52.492525,95.595225,84.888875,70.185975
165.50365,52.53445,95.73135,84.918075,70.213375
165.721125,52.5692,95.735825,84.931925,70.351425
165.98025,52.66505,95.764325,84.96335,70.3639
166.0138,52.683025,95.819875,85.0033,70.36735
166.3325,52.732225,95.865525,85.06265,70.399825
166.55415,52.745725,95.95825,85.083825,70.54455
166.65315,52.845275,96.062825,85.1448,70.550975
166.776075,52.90025,96.121575,85.21125,70.591475
166.930225,52.935575,96.1527,85.31735,70.6342
166.96335,53.08675,96.205925,85.3465,70.706225
167.027325,53.1301,96.252325,85.42225,70.75835
167.155575,53.139525,96.2696,85.4529,70.79035
167.222525,53.20215,96.2888,85.49045,70.8363
167.261175,53.2948,96.3013,85.569025,70.8444
167.438725,53.2975,96.3196,85.6423,70.92325
167.620425,53.3186,96.3374,85.657075,70.994325
167.919225,53.41645,96.368,85.74605,71.029275
167.96935,53.42,96.37815,85.77975,71.0851
168.03515,53.439825,96.422975,85.8609,71.171525
168.1233,53.473225,96.46785,85.92545,71.182525
168.167975,53.50145,96.5141,85.953675,71.217175
168.207375,53.5199,96.538975,86.02945,71.25585
168.256775,53.552475,96.542475,86.10435,71.294275
168.28435,53.586,96.5526,86.174475,71.31775
168.530825,53.59,96.567325,86.216625,71.34805
168.731575,53.598225,96.607675,86.2478,71.39305
168.761825,53.62155,96.64845,86.283375,71.434975
168.86195,53.70205,96.73695,86.369,71.4437
169.000575,53.751025,96.814625,86.3997,71.4699
169.072675,53.753475,96.861875,86.438825,71.5524
169.371975,53.83135,96.892225,86.5071,71.604525
169.552825,53.836375,96.916575,86.5427,71.7211
169.734625,53.870525,96.9479,86.611275,71.754625
169.865125,53.925425,96.9794,86.7582,71.825075
169.894575,53.9859,97.02735,86.802175,71.90075
170.186,54.012475,97.059225,86.831025,71.9546
170.21895,54.0623,97.0948,86.855525,71.989925
170.30185,54.081675,97.125825,86.915525,72.075225
170.3401,54.0909,97.15285,86.9884,72.081525
170.49045,54.0929,97.2364,87.033225,72.0826
170.5694,54.131125,97.270275,87.07475,72.21135
170.703175,54.15665,97.3356,87.0996,72.28015
170.858825,54.188325,97.376825,87.1816,72.316525
171.0352,54.2127,97.443775,87.213325,72.3386
171.257675,54.25135,97.52565,87.273925,72.355325
171.37875,54.4243,97.581075,87.38025,72.46545
171.430725,54.46685,97.632725,87.4421,72.488075
171.47555,54.514025,97.74015,87.48275,72.530475
171.680625,54.5443,97.800625,87.491975,72.713
171.76265,54.58005,97.904075,87.5346,72.7658
171.80495,54.607425,98.004825,87.577,72.836625
171.9298,54.612775,98.041325,87.6512,72.921875
171.963475,54.634075,98.072875,87.6883,72.962225
172.046625,54.654175,98.107125,87.73475,72.98305
172.1884,54.707875,98.1586,87.763175,72.98925
172.2211,54.73565,98.18885,87.85925,73.069125
172.40485,54.768525,98.2866,87.9555,73.116725
172.54275,54.784825,98.321675,88.054875,73.187075
172.657375,54.807375,98.416125,88.1192,73.279125
172.6923,54.810075,98.48125,88.207625,73.34405
172.731375,54.831525,98.528175,88.2624,73.40845
173.16195,54.875625,98.619325,88.31395,73.447375
173.2469,54.9018,98.670175,88.41645,73.51075
173.32005,54.91105,98.726025,88.682075,73.55165
173.34835,54.96895,98.76495,88.800275,73.589775
173.400275,55.043025,98.89265,88.96465,73.6216
173.576625,55.135325,98.95215,89.042825,73.7281
173.650525,55.16595,98.9992,89.083,73.7647
173.8171,55.297225,99.022525,89.140475,73.7812
174.0858,55.319625,99.050925,89.188275,73.798625
174.125675,55.328225,99.09045,89.234625,73.890475
174.154925,55.5353,99.1695,89.2547,73.924275
174.358925,55.572025,99.294525,89.321425,73.963225
174.68315,55.748825,99.33915,89.3732,74.030075
174.763725,55.782725,99.41185,89.48505,74.0472
174.88145,55.8574,99.4619,89.525175,74.115175
175.0013,55.999925,99.512725,89.5931,74.127675
175.03435,56.100775,99.5449,89.636175,74.1305
175.346975,56.14605,99.566275,89.689025,74.1919
175.4393,56.17805,99.62625,89.759425,74.204
175.474475,56.219825,99.659775,89.80695,74.255175
175.51905,56.2429,99.69045,89.86485,74.2678
175.7918,56.274575,99.739875,89.894975,74.2977
175.9411,56.28515,99.7757,89.934425,74.3186
176.0626,56.33895,99.8458,89.9828,74.3291
176.189,56.380025,99.888225,90.07835,74.395075
176.237925,56.4708,99.9336,90.111325,74.416175
176.438275,56.475375,99.971,90.143325,74.483775
176.555225,56.516375,100.03405,90.18865,74.486775
176.590825,56.544175,100.085125,90.251025,74.507425
176.92095,56.549225,100.12075,90.311575,74.630675
177.26265,56.582875,100.16165,90.3989,74.6856
177.332,56.586275,100.2179,90.500775,74.724575
177.373825,56.86375,100.309725,90.546775,74.75865
177.407175,56.911975,100.4188,90.594375,74.827825
177.48255,56.969,100.50985,90.6545,74.8608
177.51805,56.999575,100.5985,90.87485,74.89495
177.704175,57.01805,101.110025,90.924325,74.927175
177.81315,57.0358,101.175525,90.9908,75.043525
178.106025,57.07715,101.264625,91.131125,75.047475
178.321125,57.1055,101.347775,91.194625,75.19965
178.43185,57.176325,101.4515,91.2604,75.213375
178.469025,57.21285,101.5342,91.31235,75.2209
178.57635,57.275125,101.609925,91.4721,75.241025
178.6069,57.335,101.63045,91.535125,75.254025
178.640375,57.371125,101.772325,91.64395,75.26555
178.67585,57.408925,101.875475,91.694025,75.324675
178.7123,57.4696,101.964425,91.729375,75.3383
178.834025,57.506375,102.063225,91.7903,75.3683
179.231025,57.571225,102.123375,91.910425,75.37755
179.910875,57.59755,102.2148,91.93835,75.399875
180.07045,57.632925,102.288825,91.9777,75.409425
180.10195,57.68225,102.339675,92.175175,75.511025
180.2562,57.766975,102.4882,92.25465,75.52105
180.296325,57.889,102.5387,92.3475,75.551575
180.455325,57.9184,102.5924,92.381625,75.569475
180.489375,57.9578,102.74445,92.45045,75.574825
180.726425,57.987875,102.82135,92.49635,75.611175
180.865775,58.015725,102.880825,92.52375,75.61605
180.962675,58.046,102.996675,92.54415,75.636725
181.05615,58.07625,103.0613,92.681975,75.67415
181.1626,58.142475,103.126925,92.746525,75.73935
181.3895,58.187125,103.195925,92.793375,75.787725
181.812475,58.21045,103.2539,92.89,75.8223
182.354675,58.23245,103.384725,92.95985,75.86145
182.405225,58.26845,103.399525,93.012675,75.958325
182.47975,58.304675,103.4883,93.060475,76.0103
182.528425,58.33565,103.659675,93.12555,76.0447
182.6193,58.350925,103.742275,93.22175,76.0843
182.95495,58.4276,103.79575,93.33855,76.0857
183.118925,58.46725,103.867325,93.385525,76.204825
183.23765,58.47455,103.93685,93.47455,76.2758
183.27785,58.48185,104.04055,93.5726,76.3721
183.3256,58.515625,104.1346,93.62095,76.44405
183.366575,58.58095,104.22655,93.658675,76.445375
183.475,58.618525,104.26835,93.7514,76.48955
183.520175,58.66345,104.452025,93.7771,76.58105
183.5498,58.6967,104.621925,93.813975,76.616975
183.61735,58.7358,104.680475,93.846275,76.6193
183.76505,58.7802,104.690075,93.898575,76.622675
183.827675,58.97155,104.787975,93.928425,76.670075
183.911775,58.997425,104.826825,93.976075,76.69775
183.998275,59.073725,104.92475,94.125675,76.820425
184.226525,59.11955,105.156525,94.183525,76.838225
184.253675,59.16255,105.250225,94.279175,76.8768
184.357675,59.251175,105.310675,94.3555,76.894675
184.405975,59.280675,105.399475,94.44375,76.9529
184.480175,59.288375,105.499275,94.448725,76.98235
184.51595,59.323675,105.599075,94.460775,76.98685
184.693575,59.367275,105.694,94.492075,76.9909
184.98905,59.401275,105.79905,94.512875,77.0509
185.0212,59.442225,105.867625,94.534075,77.070125
185.133675,59.451575,105.973875,94.58995,77.1259
185.175475,59.475025,106.09025,94.62505,77.1477
185.29515,59.52385,106.1607,94.670525,77.163775
185.508325,59.5288,106.30755,94.7356,77.188475
186.049275,59.561875,106.4209,94.806725,77.215725
186.174425,59.6392,106.597925,94.90205,77.217575
186.22325,59.694225,106.658825,94.93385,77.220475
186.25755,59.6995,106.704275,94.974925,77.24125
186.5472,59.7505,106.712625,95.048925,77.3063
186.5728,59.7543,106.808825,95.08785,77.324625
186.71965,59.758525,106.833275,95.12665,77.3647
186.755975,59.8443,106.8673,95.1315,77.407125
186.9942,59.936675,106.915975,95.167675,77.4132
187.058325,60.0063,106.981775,95.248875,77.483725
187.280525,60.03265,106.99595,95.2893,77.51825
187.3459,60.0551,107.020725,95.34735,77.583
187.568625,60.093,107.0737,95.352,77.6646
187.606575,60.107425,107.140175,95.394475,77.690625
187.6503,60.120325,107.243375,95.5009,77.7132
187.758425,60.1535,107.307725,95.5258,77.74805
187.800025,60.17915,107.4904,95.647425,77.7845
187.8812,60.2398,107.95355,95.6727,77.821775
187.933225,60.27045,108.0081,95.6996,77.8667
187.96075,60.37995,108.139825,95.7043,77.94105
187.9969,60.403475,108.1733,95.738025,78.036275
188.0337,60.491775,108.2718,95.772625,78.0396
188.163225,60.504075,108.36455,95.85365,78.07155
188.423375,60.51175,108.467225,96.02165,78.105875
188.5348,60.526975,108.515575,96.0718,78.108375
188.683725,60.5558,108.553775,96.10755,78.139175
188.742525,60.5863,108.57555,96.15,78.207425
188.78275,60.615175,108.612775,96.173925,78.26125
189.097225,60.647775,108.6716,96.211975,78.3399
189.1396,60.677625,108.704725,96.283275,78.374175
189.264575,60.699775,108.742,96.32745,78.38765
189.294575,60.74555,108.765875,96.335175,78.419175
189.540275,60.7726,108.799325,96.3874,78.50365
189.58185,60.8058,108.829275,96.406625,78.555475
189.746125,60.82665,108.8664,96.412975,78.62715
189.782225,60.9282,108.8861,96.46035,78.6955
189.851325,60.98525,108.901475,96.48825,78.75335
190.00175,61.017675,108.93125,96.509075,78.7953
190.1178,61.055225,108.960075,96.531375,78.908
190.1534,61.057225,108.990975,96.5483,78.942975
190.350375,61.13865,109.02015,96.57145,79.0005
190.5355,61.1811,109.08285,96.590375,79.010725
190.584175,61.2574,109.13045,96.62465,79.04405
190.623125,61.3034,109.192575,96.627525,79.114075
190.647625,61.308875,109.2838,96.675925,79.117475
190.6551,61.37075,109.3344,96.699225,79.15005
190.937575,61.421925,109.411575,96.7141,79.184
191.151975,61.440575,109.4389,96.726275,79.22205
191.20415,61.445575,109.48565,96.7591,79.271025
191.5654,61.5001,109.53495,97.033575,79.316025
191.6081,61.52855,109.595975,97.15455,79.340625
191.7911,61.548475,109.648325,97.16915,79.478725
191.951725,61.6169,109.6788,97.1751,79.49995
192.012225,61.68705,109.791375,97.343075,79.52395
192.073075,61.712475,109.9335,97.44645,79.6192
192.144825,61.751325,109.95265,97.6458,79.624975
192.19385,61.81235,109.965175,97.74235,79.6591
192.239025,61.850275,109.9917,97.80355,79.700375
192.5092,61.890075,110.010075,97.877825,79.726425
192.65035,61.933,110.031925,97.948025,79.83265
192.741325,61.9666,110.091975,98.0091,79.893725
192.77365,62.04885,110.136275,98.16495,79.930175
192.8151,62.12635,110.161825,98.223175,79.96475
192.932525,62.16365,110.1754,98.228425,79.9687
192.9967,62.207225,110.179675,98.311775,79.995125
193.088325,62.251075,110.201075,98.3494,80.00355
193.20695,62.2873,110.218575,98.52195,80.007275
193.4561,62.337075,110.255475,98.63305,80.042475
193.492025,62.38965,110.2857,98.722875,80.067725
193.58695,62.432075,110.30955,98.7685,80.098475
193.62245,62.489525,110.387925,98.81475,80.173875
193.720975,62.585575,110.4052,98.971325,80.196575
193.795325,62.619975,110.422025,99.03715,80.218175
193.826475,62.7613,110.546975,99.33425,80.284175
193.968575,62.8121,110.5616,99.40705,80.310375
194.19175,62.83825,110.5769,99.469275,80.35235
194.340975,62.86875,110.608175,99.52105,80.433925
194.4355,62.922975,110.63255,99.562525,80.47365
194.7933,62.9307,110.67365,99.5959,80.4822
195.00305,62.9414,110.698975,99.669825,80.504275
195.0435,62.9669,110.746425,99.72675,80.615025
195.251325,62.9909,110.82595,99.809575,80.68785
195.2876,63.011175,110.8495,99.8849,80.71395
195.412825,63.02725,110.955875,99.960825,80.719475
195.457675,63.046275,111.0179,100.0165,80.72635
195.5327,63.0639,111.076575,100.017575,80.7767
195.616725,63.0883,111.110775,100.0475,80.788125
195.651025,63.1693,111.1838,100.098825,80.8127
195.744175,63.1856,111.203525,100.173025,80.8669
196.097875,63.217575,111.2094,100.26705,80.882875
196.1375,63.2267,111.217975,100.326675,80.93725
196.2122,63.239,111.285375,100.405,81.0036
196.254125,63.258525,111.302825,100.65435,81.15405
196.408525,63.26855,111.326575,101.0869,81.18255
196.44835,63.3144,111.374825,101.1889,81.2068
196.5202,63.32625,111.402275,101.3039,81.2504
196.566175,63.4345,111.42735,101.5732,81.389375
196.672025,63.4521,111.48085,101.799975,81.462475
196.7517,63.465175,111.5505,101.8719,81.47825
196.842475,63.496375,111.571725,102.01795,81.4919
196.907675,63.527275,111.618325,102.10635,81.53915
196.943325,63.5397,111.6248,102.22885,81.575875
196.958175,63.548425,111.688975,102.274825,81.655575
197.104275,63.565525,111.789925,102.344,81.6729
197.33105,63.621525,111.853975,102.45035,81.72375
197.4351,63.63815,111.872225,102.54125,81.745875
197.937275,63.6524,111.8959,102.73115,81.828925
198.024725,63.687725,111.94,102.789425,81.97155
198.272275,63.7031,111.9783,102.860625,81.983475
198.3521,63.726425,112.052075,102.92985,81.989725
198.450825,63.75485,112.07355,103.013075,82.041625
198.47915,63.757025,112.104825,103.1165,82.081
198.57045,63.768475,112.1497,103.19025,82.097975
198.60985,63.82945,112.19705,103.279325,82.177875
198.910175,63.8884,112.3579,103.355375,82.205375
199.33115,63.9173,112.433525,103.42225,82.21155
199.376075,63.961275,112.513025,103.485175,82.242525
199.4179,64.00065,112.580625,103.71895,82.26055
199.5277,64.019975,112.737275,103.776425,82.287525
199.83215,64.043775,112.7939,103.8621,82.33005
,64.098675,112.843075,103.9231,82.358225
,64.117125,112.9511,104.164375,82.48155
,64.124625,113.013425,104.35365,82.5534
,64.154475,113.042875,104.543825,82.589825
,64.169325,113.0856,104.62735,82.65505
,64.19905,113.157,104.758675,82.70685
,64.233425,113.233975,104.86115,82.708075
,64.255325,113.273975,105.021275,82.73255
,64.276825,113.451425,105.1237,82.772275
,64.27815,113.528425,105.21585,82.8222
,64.30145,113.667225,105.2881,82.853725
,64.370425,113.753025,105.38145,82.865
,64.4452,113.83345,105.65615,82.882
,64.446525,113.995975,105.7957,82.9782
,64.477525,114.073225,105.910725,83.060075
,64.5293,114.16595,106.030275,83.092725
,64.58255,114.236475,106.122275,83.1059
,64.6533,114.372125,106.19295,83.166975
,64.67535,114.438925,106.282775,83.193875
,64.6971,114.5278,106.30485,83.267175
,64.740525,114.5994,106.340375,83.30515
,64.806425,114.68315,106.4963,83.40225
,64.8248,114.76775,106.601825,83.421225
,64.8446,114.850825,106.6391,83.4728
,64.8614,114.9162,106.672925,83.49875
,64.867775,115.020325,106.6802,83.5252
,64.88795,115.09055,106.6918,83.616825
,65.028325,115.1741,106.7967,83.631175
,65.05235,115.32145,106.882675,83.660825
,65.0756,115.38255,106.97865,83.70035
,65.092625,115.443175,107.010075,83.770275
,65.12405,115.48755,107.076825,83.8503
,65.177925,115.557125,107.163775,83.917125
,65.384525,115.6395,107.347075,83.9573
,65.422525,115.7076,107.669525,84.118225
,65.451325,115.786225,107.69885,84.178725
,65.536875,115.880725,107.75615,84.217325
,65.552,115.945475,107.783325,84.28415
,65.571425,115.964625,107.921675,84.305875
,65.65775,116.008275,108.0456,84.307775
,65.6823,116.02605,108.093725,84.336725
,65.68895,116.141675,108.144875,84.385425
,65.7368,116.22005,108.312825,84.423575
,65.7742,116.33145,108.373725,84.458975
,65.809,116.394325,108.39185,84.483325
,65.8518,116.590425,108.4005,84.521525
,65.902675,116.6936,108.51325,84.530025
,65.930875,116.777375,108.5723,84.5963
,65.9531,116.86875,108.6347,84.628625
,65.9845,117.04205,108.6891,84.6691
,66.011775,117.2562,108.825775,84.767025
,66.031525,117.3805,108.8459,84.787675
,66.06755,117.481325,108.895575,84.8127
,66.085025,117.55825,108.9407,84.835875
,66.10485,117.638125,109.006425,84.887625
,66.221775,117.70135,109.10525,84.9034
,66.316875,117.785325,109.1973,84.94615
,66.320675,117.849725,109.2442,84.966225
,66.352375,117.942375,109.28655,85.018325
,66.388825,118.0098,109.304525,85.05
,66.43875,118.07795,109.353875,85.0721
,66.47405,118.16075,109.355825,85.1029
,66.494675,118.25415,109.3742,85.202
,66.533175,118.4329,109.433075,85.300175
,66.565275,118.5119,109.456875,85.351325
,66.5974,118.61045,109.49525,85.414975
,66.6294,118.70335,109.543725,85.4485
,66.67225,118.7288,109.606825,85.452975
,66.7994,118.803725,109.632325,85.460575
,66.81745,118.866975,109.7875,85.489825
,66.877525,118.909175,109.824375,85.5865
,66.9219,118.966175,109.862175,85.63645
,66.955675,119.059725,109.893475,85.6396
,67.054625,119.1417,109.9309,85.756275
,67.078025,119.21795,109.984275,85.790325
,67.12005,119.265275,110.015125,85.81905
,67.168125,119.309075,110.047475,85.863625
,67.2267,119.382125,110.060025,85.9199
,67.263275,119.444475,110.1078,85.9221
,67.355475,119.479,110.164675,85.9409
,67.4259,119.541875,110.234375,85.993675
,67.5127,119.642175,110.294775,86.096
,67.55515,119.707575,110.3217,86.14575
,67.764425,119.76095,110.3289,86.203825
,67.83535,119.8755,110.37685,86.25295
,67.868675,119.976525,110.399625,86.282275
,67.924675,120.09805,110.462425,86.34155
,68.0692,120.14655,110.491275,86.4281
,68.11565,120.2122,110.497475,86.501675
,68.161325,120.367475,110.509925,86.507825
,68.1807,120.4351,110.5605,86.55205
,68.235925,120.5004,110.652175,86.59925
,68.28605,120.58935,110.743475,86.663025
,68.339975,120.676,110.806325,86.7034
,68.3454,120.753775,110.8921,86.7767
,68.37485,120.79625,110.917875,86.9039
,68.418625,120.862625,110.9285,86.974625
,68.512425,120.891225,110.93035,87.038625
,68.51905,120.92925,110.9809,87.113175
,68.538175,120.9598,111.000975,87.13535
,68.570025,121.032825,111.036725,87.174975
,68.6273,121.109275,111.07105,87.224375
,68.6695,121.16135,111.134875,87.255825
,68.67135,121.193725,111.211025,87.30125
,68.6772,121.232275,111.24505,87.400575
,68.687225,121.289625,111.287625,87.4185
,68.707575,121.403825,111.309775,87.42225
,68.746775,121.444,111.36035,87.5245
,68.774075,121.54955,111.420475,87.584875
,68.897275,121.71995,111.445175,87.62075
,68.94325,121.7763,111.51785,87.8157
,68.9798,121.8857,111.5397,87.842625
,69.0274,121.982575,111.55725,87.871925
,69.094325,122.059675,111.632175,87.906275
,69.121575,122.13165,111.732525,87.92245
,69.14645,122.198,111.805825,87.97005
,69.1513,122.2704,112.063425,88.034925
,69.16115,122.3373,112.12735,88.06715
,69.1947,122.39405,112.16765,88.09105
,69.227925,122.5352,112.259775,88.174575
,69.2384,122.5973,112.470825,88.2051
,69.253475,122.664875,112.521325,88.232775
,69.293825,122.676975,112.57415,88.266425
,69.303175,122.808075,112.986875,88.268625
,69.322675,122.874975,113.036875,88.296725
,69.33325,122.93585,113.0676,88.351
,69.3412,122.99215,113.0962,88.377375
,69.416,123.062775,113.282275,88.42725
,69.4677,123.133,113.622,88.6168
,69.50255,123.2092,113.875575,88.665875
,69.534675,123.2768,114.029725,88.689475
,69.569425,123.3352,114.30215,88.719125
,69.582175,123.380925,114.342175,88.7326
,69.609625,123.444775,114.4218,88.83975
,69.63085,123.574225,114.6721,88.867875
,69.652775,123.7087,114.831325,88.904275
,69.692325,123.768575,114.884325,88.90735
,69.710225,123.954125,114.939125,88.952325
,69.734,124.013225,115.139675,88.98095
,69.820925,124.08315,115.291875,89.041175
,69.86575,124.1575,115.343775,89.043175
,69.9682,124.2126,115.406525,89.077875
,69.995225,124.286475,115.4076,89.1259
,70.004175,124.338,115.47815,89.132175
,70.036,124.65915,115.649275,89.175225
,70.064225,124.7231,115.740125,89.1989
,70.095075,124.8535,115.860725,89.221575
,70.184225,124.890725,115.9565,89.241625
,70.231275,124.91535,116.016275,89.243825
,70.23685,124.96455,116.0675,89.27005
,70.293225,125.018625,116.1184,89.2998
,70.32635,125.04125,116.234375,89.35685
,70.375175,125.16045,116.367975,89.42715
,70.393025,125.2107,116.5073,89.456575
,70.414425,125.36745,116.5735,89.47245
,70.514375,125.470525,116.6476,89.497575
,70.578425,125.522175,116.691175,89.520225
,70.607925,125.570825,116.727125,89.607675
,70.6985,125.625875,117.036625,89.63485
,70.76725,125.719325,117.11655,89.738325
,70.794375,125.7744,117.15645,89.785
,70.859325,125.7831,117.197375,89.8112
,70.88225,125.8289,117.42635,89.828325
,70.929275,125.885325,117.5822,90.05545
,70.968,125.964375,117.719775,90.079425
,70.985,126.026875,117.777525,90.106125
,71.058475,126.087975,117.827975,90.116375
,71.09135,126.132875,117.893275,90.151625
,71.106975,126.19835,118.05665,90.251525
,71.1463,126.352125,118.091675,90.2952
,71.18095,126.4139,118.1497,90.38305
,71.24405,126.582075,118.20225,90.41125
,71.27815,126.88875,118.34565,90.523175
,71.30525,126.946175,118.403375,90.542575
,71.391875,127.0183,118.487575,90.6252
,71.42565,127.078125,118.56065,90.70275
,71.522725,127.127425,118.62165,90.707175
,71.563675,127.163975,118.757225,90.7617
,71.6956,127.208775,118.7789,90.808525
,71.741075,127.2587,118.94485,90.825475
,71.822775,127.357475,119.053,90.951225
,71.854175,127.420025,119.138775,91.0216
,71.899625,127.4434,119.239425,91.04405
,71.950675,127.47245,119.296525,91.0858
,72.04735,127.511725,119.384525,91.1211
,72.117725,127.52755,119.465525,91.158525
,72.149425,127.55415,119.5261,91.235
,72.1641,127.595,119.598775,91.3034
,72.206125,127.640425,119.817975,91.341825
,72.2894,127.6714,119.9414,91.3462
,72.3299,127.69215,119.9965,91.428025
,72.348775,127.72295,120.03925,91.514875
,72.3836,127.83215,120.0909,91.517475
,72.473175,127.886925,120.14055,91.526
