SPK_SPKC10a
0.28325
1.081325
1.19335
2.643075
2.92395
3.045925
5.391875
5.4889
5.536675
5.758625
6.710425
7.407025
9.40405
9.4937
9.75185
9.879275
9.994725
10.20965
12.417775
12.5651
12.89155
13.12545
16.375925
16.430525
16.48255
16.83645
17.75895
18.34065
18.92315
20.394275
21.550325
23.751925
23.784275
24.624825
24.8168
26.06625
26.313825
27.57335
29.229625
29.569275
31.535775
31.554875
31.6375
31.783575
32.048875
32.35095
32.4512
32.60465
33.923825
33.99415
35.583
35.618125
35.8476
35.92735
37.4635
38.373775
40.03775
40.2648
41.42475
41.586825
41.88575
42.25095
42.495675
43.379925
43.56815
44.92
45.07605
45.20525
45.3485
45.790975
46.614825
46.682725
47.114675
48.616625
48.665575
48.702175
48.748275
48.810075
48.837875
49.4409
49.626275
50.214525
51.30885
51.34775
51.37525
51.4594
51.596025
51.7023
52.1372
52.27805
52.6471
53.925525
53.99325
55.29585
55.43505
55.617975
57.284075
60.31225
61.1786
61.303725
61.490575
61.84255
61.9841
63.42845
63.47175
63.5579
63.612225
65.640325
66.69535
66.8174
66.86425
67.109875
67.41205
67.57415
67.64415
67.7586
67.8058
69.962925
70.048725
70.3011
70.430175
70.6497
70.78215
71.868675
73.6437
73.693175
73.7301
73.82675
74.05455
74.158975
74.229125
76.399775
76.459475
78.0479
78.911925
80.075925
80.56225
81.49535
81.7778
86.064825
86.1277
86.170675
86.36675
86.57825
86.98115
88.896825
89.0092
89.087125
89.1357
89.271325
89.368475
89.409125
89.7057
89.736875
89.795025
90.02825
90.09495
92.162625
92.215
92.24755
92.272725
92.3516
92.412275
92.530975
92.57675
92.6837
92.84485
93.048475
93.11665
93.21425
95.7375
95.78975
95.843775
95.877725
95.95315
96.06255
96.1294
96.3702
96.77705
98.459325
98.5239
98.742175
98.779075
98.842525
99.030925
99.045075
99.20585
99.91565
101.828825
101.846725
101.9255
102.0227
102.25895
102.358325
102.460725
102.6221
102.9852
103.200375
103.455575
103.533825
103.592975
103.8799
103.920875
104.1052
104.199525
104.416675
104.4547
104.908025
105.068225
108.721475
108.774325
108.80045
108.8188
108.8653
108.97615
109.032325
109.109775
109.45365
109.588875
110.275325
110.36565
110.4351
110.4858
112.59475
112.809725
112.858175
112.88055
113.15915
113.20985
113.3535
113.427275
113.471175
113.5418
113.618975
113.745925
113.9418
114.077525
114.109625
114.17395
114.377025
114.5004
114.50965
114.626925
114.76695
114.982075
115.08515
117.521125
117.547825
117.581975
117.61475
117.62775
117.67075
117.7492
117.849475
117.92095
118.002725
118.1391
118.21915
118.3098
118.4809
118.560675
118.5858
118.8975
119.0239
119.11875
123.509925
123.566825
123.63725
123.6954
123.7306
123.771925
123.800825
123.8288
123.88495
123.937525
123.9636
123.998975
124.034675
124.1524
124.190125
124.335375
124.424575
124.6797
124.73415
124.84585
124.940325
125.131925
125.1704
125.23035
127.514775
127.59635
127.639025
127.725575
127.746275
127.7725
127.94555
127.961825
128.16575
128.3022
128.7197
128.74355
128.9015
129.108575
129.1785
129.242
129.412225
131.235
131.308925
131.349375
131.4509
131.49495
131.568425
131.6088
131.654075
131.675225
131.718425
131.922625
131.9524
132.078525
132.405075
132.4499
132.58155
132.615725
132.70635
132.8441
132.900725
132.952125
132.97975
137.6699
137.7572
137.78495
137.9776
138.097525
138.233
138.37385
138.4489
138.486875
138.5533
138.7027
138.737875
138.77495
138.9025
138.9652
139.012
139.173225
139.2167
139.258075
139.299325
139.395525
139.61195
139.99445
142.288825
142.317275
142.35185
142.37415
142.4041
142.425975
142.54525
142.5736
142.70695
142.8819
143.072125
143.2333
143.54835
143.607275
143.7134
143.7654
143.841475
145.5688
145.6151
