SPK_SPKC09a (no response)
0.0224
0.03605
0.043525
0.047825
0.0592
0.0691
0.090975
0.124975
0.146925
0.160225
0.16985
0.174625
0.17875
0.203125
0.224725
0.23065
0.23675
0.2406
0.25165
0.286025
0.29045
0.2933
0.332
0.336
0.34125
0.3545
0.357625
0.39265
0.40955
0.41385
0.43025
0.460575
0.4856
0.5604
0.568325
0.57925
0.6519
0.655025
0.6619
0.70775
0.71415
0.73475
0.746275
0.78125
0.803775
0.813725
0.8285
0.866725
0.89595
0.907375
0.91665
0.95475
0.9611
1.02225
1.08705
1.10485
1.13465
1.164025
1.177375
1.19515
1.206925
1.216775
1.229625
1.245875
1.248175
1.256875
1.305075
1.32205
1.326275
1.33175
1.3377
1.345575
1.369225
1.38245
1.4354
1.444875
1.45585
1.4706
1.479875
1.49855
1.514425
1.58135
1.6291
1.645325
1.678325
1.685675
1.720425
1.72535
1.734525
1.76045
1.767925
1.781325
1.789225
1.802875
1.81085
1.831725
1.837125
1.866075
1.869775
1.9029
1.911125
1.9404
1.948875
1.989475
2.0118
2.020675
2.025625
2.05555
2.07895
2.08465
2.14805
2.15295
2.18825
2.196875
2.211475
2.266725
2.2797
2.290075
2.293825
2.301725
2.308825
2.337775
2.34625
2.357675
2.36695
2.3824
2.454575
2.464775
2.4807
2.4931
2.5032
2.511625
2.543325
2.572925
2.5767
2.582725
2.608975
2.6145
2.644175
2.64755
2.699925
2.77595
2.790525
2.8089
2.86
2.902025
2.93485
2.9445
2.959475
2.97185
2.977925
3.0031
3.028275
3.0334
3.04015
3.046375
3.052275
3.10545
3.128575
3.1628
3.187925
3.1904
3.1932
3.223075
3.233825
3.2608
3.27875
3.285425
3.305975
3.316525
3.3212
3.340875
3.38735
3.398825
3.41225
3.430825
3.448125
3.4517
3.49485
3.517875
3.570375
3.578725
3.584225
3.588325
3.625225
3.629525
3.633075
3.63815
3.6413
3.68675
3.70725
3.726725
3.73665
3.744475
3.754375
3.76465
3.845025
3.8846
3.906675
3.9536
3.987125
4.005675
4.01495
4.026025
4.0761
4.126775
4.173775
4.196775
4.20655
4.22705
4.234375
4.240675
4.2427
4.27025
4.2809
4.351825
4.370775
4.41925
4.432625
4.53635
4.55795
4.585525
4.657425
4.659975
4.6647
4.6973
4.7135
4.71845
4.7333
4.754375
4.83385
4.852175
4.8827
4.887175
4.90045
4.912075
4.9484
4.9518
4.95625
4.967575
5.00505
5.066125
5.090575
5.12385
5.1314
5.138675
5.146425
5.166975
5.1708
5.204075
5.217725
5.237175
5.254025
5.259975
5.279525
5.326425
5.333875
5.36615
5.3945
5.403775
5.4079
5.4101
5.4156
5.42125
5.42985
5.460825
5.483575
5.52415
5.542125
5.548825
5.586225
5.604075
5.6243
5.629425
5.636025
5.6706
5.710425
5.7136
5.7297
5.777675
5.790075
5.803575
5.8413
5.8455
5.871425
5.878125
5.8998
5.907275
5.977475
5.98235
5.994725
6.000225
6.035425
6.051325
6.078475
6.141975
6.160075
6.172
6.1908
6.2036
6.233175
6.28215
6.361725
6.38335
6.40375
6.41905
6.438725
