SPK_SPKC03a (exci),SPK_SPKC09a (exc),SPK_SPKC12a (inhi),SPK_SPKC15a (inhi)
88.69365,125.821725,101.6192,122.8401
88.73735,125.859825,101.661025,122.8661
88.7545,125.88645,101.69245,122.89605
88.762875,125.910525,101.734725,122.952325
88.773775,125.9395,101.76895,122.9655
88.783225,125.955,101.80295,122.990875
88.7934,125.964625,101.816775,123.0035
88.80775,125.9748,101.8632,123.02245
88.825575,125.98165,101.90605,123.048875
88.840625,125.98675,101.95805,123.067775
88.863975,125.99225,101.99675,123.1034
88.8806,125.99705,102.025275,123.12205
88.8936,126.002875,102.0616,123.153875
88.91145,126.013375,102.098375,123.176325
88.92575,126.02515,102.140975,123.24665
88.943425,126.040375,102.196375,123.27475
88.970475,126.052325,102.249525,123.287825
88.98725,126.081975,102.267675,123.317375
89.011175,126.14505,102.288475,123.35645
89.01255,126.167225,102.3409,123.3852
89.03905,126.190025,102.365775,123.420625
89.064925,126.21485,102.384025,123.456575
89.089875,126.24755,102.4242,123.494825
89.1178,126.26475,102.4555,123.523175
89.13775,126.287925,102.461375,123.58705
89.16015,126.3062,102.498825,123.597025
89.1906,126.321775,102.524175,123.61155
89.22815,126.343725,102.542625,123.63775
89.2678,126.363075,102.56175,123.656875
89.29475,126.381025,102.589675,123.684
89.298725,126.40475,102.62285,123.71595
89.33885,126.419475,102.65285,123.728475
89.375575,126.4383,102.679175,123.739025
89.41535,126.4585,102.721525,123.76595
89.46415,126.476475,102.750375,123.800325
89.516925,126.492175,102.783875,123.810675
89.54495,126.51355,102.8095,123.8218
89.55945,126.52575,102.8426,123.82665
89.5739,126.569725,102.8602,123.85225
89.600775,126.58505,102.889075,123.8882
89.610925,126.6011,102.907575,123.955775
89.626775,126.6166,102.93675,123.98385
89.6444,126.63385,102.964275,124.069225
89.656925,126.6464,102.979975,124.07145
89.675075,126.656675,103.006575,124.100025
89.697075,126.66685,103.030725,124.1183
89.7154,126.6769,103.065275,124.146775
89.734,126.69055,103.077,124.17615
89.7452,126.69875,103.1154,124.19475
89.751325,126.70925,103.142175,124.21395
89.782875,126.717,103.208025,124.241025
89.810175,126.742875,103.244125,124.28
89.83565,126.759925,103.28345,124.3052
89.859575,126.803675,103.3006,124.3749
89.89755,126.84815,103.30755,124.399275
89.927675,126.9197,103.335525,124.451275
89.94655,126.979725,103.3508,124.48155
89.96935,127.00785,103.372425,124.5052
90.001675,127.024575,103.384925,124.5708
90.04385,127.0405,103.4029,124.596725
90.069225,127.0508,103.419075,124.6291
90.105475,127.0637,103.44055,124.648075
90.1411,127.085825,103.462725,124.66745
90.189225,127.100725,103.4739,124.7097
90.262975,127.118625,103.49375,124.738525
90.315175,127.141325,103.507375,124.766
90.367925,127.15965,103.518425,124.786025
90.376375,127.18815,103.52225,124.81415
90.38645,127.208125,103.534075,124.842025
90.39735,127.230225,103.547625,124.8441
90.411875,127.253325,103.574275,124.87855
90.434,127.2713,103.608825,124.900775
90.454225,127.299125,103.6315,124.921875
90.47895,127.31375,103.659075,124.9611
90.498325,127.3241,103.68925,124.987725
90.5258,127.344075,103.71075,125.01415
90.55055,127.362275,103.737775,125.038375
90.5696,127.374925,103.78635,125.0658
90.6001,127.388725,103.821675,125.0898
90.62105,127.44175,103.898325,125.118675
90.6386,127.4605,103.917,125.16055
90.6508,127.471825,103.95155,125.198725
90.671625,127.513,103.985275,125.23875
90.68805,127.531475,104.008675,125.26265
90.715525,127.554,104.04485,125.27865
90.743125,127.58235,104.088325,125.31355
90.763125,127.6126,104.1081,125.338275
90.815225,127.648625,104.1388,125.367325
90.8515,127.676975,104.162475,125.394575
90.902525,127.691375,104.18715,125.4349
90.966825,127.7093,104.2101,125.446125
91.0281,127.721225,104.2389,125.4798
91.06935,127.730975,104.26115,125.5071
91.091675,127.746325,104.283375,125.547775
91.101025,127.7658,104.295775,125.5806
91.110325,127.777525,104.317175,125.602825
91.123725,127.789725,104.329675,125.627725
91.13875,127.815575,104.342775,125.66745
91.1502,127.829575,104.3672,125.692875
91.16635,127.844275,104.3874,125.712325
91.184775,127.8657,104.409675,125.737925
91.200875,127.8798,104.43755,125.774575
91.21355,127.902575,104.492,125.80055
91.2267,127.916525,104.51405,125.82055
91.245425,127.933725,104.535025,125.8398
91.256525,127.9525,104.55705,125.860125
91.268725,127.975325,104.5912,125.8975
91.293025,128.015,104.605125,125.93745
91.311175,128.05125,104.639475,125.958075
91.332675,128.075425,104.66215,126.006425
91.354975,128.1052,104.6873,126.040875
91.3803,128.125675,104.706775,126.064975
91.416875,128.15115,104.72915,126.09805
91.445925,128.176725,104.750925,126.1363
91.485825,128.19215,104.788325,126.15645
91.533075,128.207625,104.8267,126.183225
91.569,128.233925,104.8422,126.21785
91.60715,128.25105,104.870075,126.2371
91.63895,128.285875,104.901125,126.26895
91.670125,128.34995,104.931425,126.3231
91.688475,128.361825,104.9678,126.3588
91.697875,128.402175,104.99365,126.388225
91.705,128.42105,105.01035,126.41245
91.72015,128.432125,105.036475,126.451675
91.729225,128.4498,105.0596,126.502925
91.7411,128.465,105.081875,126.50965
91.7551,128.485475,105.111675,126.52705
91.768825,128.494425,105.1314,126.590575
91.7792,128.503675,105.1581,126.618375
91.796275,128.546575,105.1767,126.646575
91.815375,128.56985,105.200225,126.6831
91.8373,128.6092,105.22535,126.702875
91.854125,128.62375,105.2555,126.727325
91.87035,128.6421,105.284125,126.763325
91.8896,128.671525,105.3058,126.8131
91.9053,128.720525,105.338425,126.845275
91.929875,128.752425,105.359875,126.87335
91.9609,128.78485,105.384475,126.90325
91.9923,128.81495,105.413975,126.928725
92.01835,128.839875,105.440575,126.97195
92.03065,128.867575,105.463375,127.002675
92.06605,128.88095,105.5001,127.034925
92.0715,128.89625,105.520625,127.06565
92.107975,128.9073,105.555175,127.100825
92.161225,128.921075,105.588275,127.117375
92.20055,128.947475,105.608425,127.142825
92.25505,128.969125,105.640175,127.171275
92.27765,128.9786,105.65365,127.178125
92.328425,128.98945,105.699075,127.1905
92.399275,129.002025,105.72785,127.231275
92.436,129.024525,105.75735,127.2543
92.47015,129.06525,105.801025,127.283225
92.49445,129.09675,105.816325,127.30045
92.519975,129.11985,105.852525,127.330575
92.541675,129.14855,105.877425,127.35175
92.582875,129.178675,105.911175,127.3618
92.636375,129.19625,105.9261,127.3975
92.666375,129.224225,105.9428,127.430775
92.7252,129.247325,106.0009,127.43815
92.77615,129.2792,106.024575,127.462075
92.8076,129.2976,106.049175,127.5114
92.81745,129.340175,106.0921,127.55125
92.8249,129.36935,106.117275,127.579175
92.837925,129.38825,106.13845,127.6029
92.843,129.41865,106.155825,127.629725
92.8491,129.450025,106.1599,127.666175
92.864225,129.46675,106.19905,127.688325
92.869,129.4971,106.215,127.708975
92.8769,129.5286,106.24565,127.731975
92.8983,129.564025,106.2586,127.82565
92.9001,129.58495,106.27645,127.85825
92.91355,129.616575,106.296775,127.8754
92.94905,129.644,106.32555,127.88655
92.977975,129.69055,106.34845,127.920775
93.0226,129.736975,106.371025,127.991725
93.056375,129.7703,106.383425,128.04835
93.0854,129.78205,106.40175,128.0714
93.120725,129.813175,106.427075,128.119275
93.151825,129.825225,106.4464,128.149925
93.1967,129.84775,106.4757,128.17805
93.225925,129.868725,106.48725,128.2038
93.2518,129.8982,106.494725,128.242625
93.30785,129.93925,106.5217,128.269875
93.351325,129.97,106.5295,128.29565
93.386175,129.999175,106.55625,128.3225
93.40895,130.020325,106.56655,128.38665
93.423825,130.03835,106.595425,128.425075
93.433875,130.05735,106.603225,128.452025
93.44625,130.082275,106.654775,128.489225
93.458575,130.1157,106.681575,128.513425
93.4646,130.12535,106.7038,128.54275
93.476925,130.1471,106.723275,128.605625
93.4851,130.16705,106.752575,128.618775
93.49715,130.194075,106.781525,128.660375
93.519225,130.208675,106.8092,128.733225
93.529375,130.239075,106.825675,128.763725
93.5479,130.277775,106.8592,128.7652
93.565475,130.301575,106.88545,128.79035
93.601875,130.32395,106.90015,128.82105
93.63515,130.34835,106.91485,128.8796
93.691225,130.370975,106.919425,128.90625
93.71745,130.4004,106.943775,129.01185
93.76675,130.4232,106.96405,129.0375
93.829925,130.444675,106.972675,129.06535
93.86235,130.4523,106.982475,129.120525
93.870575,130.474625,107.0047,129.1408
93.8805,130.4916,107.025825,129.1943
93.88775,130.508,107.05095,129.234675
93.896125,130.533525,107.0824,129.259775
93.904075,130.549725,107.09235,129.2795
93.9098,130.57785,107.122625,129.33625
93.92445,130.61245,107.159375,129.376875
93.93515,130.6368,107.17825,129.3997
93.944675,130.66,107.2105,129.436625
93.95835,130.709775,107.226125,129.476825
93.97345,130.722175,107.253025,129.505
93.988275,130.764875,107.286225,129.538875
94.01265,130.80445,107.308675,129.564525
94.03655,130.8306,107.3292,129.620025
94.060025,130.85455,107.34395,129.6551
94.081725,130.879725,107.362725,129.6798
94.09895,130.9416,107.381325,129.77585
94.127625,130.992275,107.406825,129.80515
94.14655,131.00955,107.436925,129.83275
94.1803,131.0525,107.487525,129.8626
94.2043,131.089975,107.499475,129.89385
94.232525,131.118025,107.520975,129.92405
94.2787,131.143675,107.54445,130.0014
94.2995,131.16565,107.566925,130.0299
94.3181,131.2177,107.587275,130.053375
94.36715,131.25665,107.605275,130.086175
94.399,131.29,107.62,130.136475
94.4228,131.307825,107.633425,130.1701
94.46935,131.337575,107.650925,130.2014
94.50625,131.363875,107.6552,130.232175
94.5672,131.415725,107.68185,130.26485
94.60245,131.436525,107.710575,130.29895
94.649025,131.453175,107.719225,130.3296
94.6825,131.4791,107.780225,130.359125
94.699625,131.52895,107.800025,130.395425
94.7299,131.55965,107.823325,130.4086
94.7671,131.57985,107.834925,130.425825
94.799725,131.596425,107.85215,130.4451
94.8262,131.620275,107.88,130.480275
94.865525,131.6353,107.896175,130.499075
94.896325,131.657975,107.908875,130.52345
94.943,131.6975,107.93395,130.537425
94.981725,131.729125,107.952625,130.55215
95.022775,131.752575,107.993025,130.574575
95.0704,131.780675,108.01725,130.60615
95.105925,131.799175,108.04295,130.647325
95.13715,131.820425,108.077925,130.66855
95.17325,131.8466,108.0958,130.681
95.226275,131.964175,108.1211,130.6928
95.298475,131.992525,108.123475,130.71725
95.34375,132.035875,108.145125,130.754575
95.4678,132.06715,108.15945,130.786975
95.4981,132.096225,108.187375,130.8305
95.555875,132.1231,108.2123,130.8787
95.601375,132.166175,108.229875,130.90585
95.6328,132.183775,108.24025,130.936525
95.6714,132.214625,108.2519,130.966575
95.702725,132.238675,108.29545,130.992075
95.728125,132.260525,108.31725,131.00305
95.764625,132.28365,108.33935,131.031725
95.792725,132.303775,108.357775,131.068625
95.814325,132.3292,108.381725,131.095225
95.85045,132.343325,108.410425,131.1259
95.902275,132.357525,108.437775,131.175325
95.95195,132.3808,108.4473,131.2028
96.01685,132.399775,108.47595,131.2392
96.046025,132.41415,108.508175,131.2847
96.06045,132.436525,108.532725,131.335075
96.0691,132.44795,108.568,131.3605
96.0777,132.462275,108.5923,131.4066
96.08585,132.481325,108.61895,131.442175
96.0958,132.490775,108.638525,131.461325
96.114825,132.504375,108.66385,131.498375
96.124475,132.5196,108.670775,131.521225
96.149975,132.565775,108.702075,131.55105
96.184475,132.585175,108.725075,131.579225
96.200875,132.630875,108.757,131.609475
96.220425,132.676725,108.7776,131.63795
96.230075,132.7005,108.795625,131.66325
96.2486,132.726525,108.829125,131.69235
96.2809,132.7603,108.846725,131.738725
96.308375,132.787825,108.891475,131.76635
96.339525,132.8297,108.913725,131.790375
96.364,132.850125,108.93235,131.83085
96.3809,132.8736,108.96425,131.851225
96.403125,132.9161,108.9921,131.8783
96.4162,132.994325,109.00655,131.942625
96.4378,133.026475,109.0233,131.966525
96.458375,133.056825,109.038425,131.99875
96.474525,133.090725,109.063475,132.026875
96.511075,133.10975,109.087725,132.0728
96.547525,133.1264,109.1232,132.1445
96.591775,133.158125,109.146025,132.227925
96.640025,133.1933,109.159525,132.26995
96.68205,133.223775,109.1749,132.3035
96.745675,133.25425,109.193325,132.3348
96.77575,133.2912,109.2132,132.35295
96.796425,133.324,109.2316,132.3828
96.8099,133.37735,109.267025,132.40985
96.814775,133.425625,109.308125,132.451625
96.8221,133.4913,109.3145,132.52535
96.827675,133.52235,109.351575,132.618725
96.841825,133.555525,109.371625,132.69805
96.85035,133.590875,109.3892,132.717825
96.8613,133.607625,109.42195,132.7458
96.8723,133.6198,109.440075,132.790625
96.8881,133.632825,109.474075,132.814925
96.929375,133.63955,109.497825,132.84925
96.951675,133.656825,109.516,132.870175
96.983325,133.666575,109.5381,132.9024
97.008875,133.674575,109.555675,132.908275
97.055275,133.6939,109.583675,132.911275
97.093575,133.70555,109.6069,132.94595
97.140175,133.771575,109.6206,132.972675
97.1672,133.793575,109.657825,132.999825
97.198525,133.81915,109.68625,133.037825
97.226775,133.8516,109.700875,133.0785
97.26795,133.87665,109.72855,133.11265
97.30015,133.901425,109.745625,133.155
97.311775,133.917925,109.748975,133.23005
97.32315,133.948,109.7873,133.25995
97.3385,133.975925,109.80655,133.278725
97.354475,133.997175,109.82585,133.31445
97.37095,134.02105,109.842775,133.368775
97.384525,134.0503,109.869025,133.439075
97.396525,134.076775,109.913,133.4631
97.4077,134.0998,109.938375,133.494575
97.4199,134.128475,109.97405,133.509775
97.4505,134.145975,109.9924,133.551025
97.472,134.2055,110.00795,133.57475
97.4885,134.235025,110.02555,133.60955
97.51165,134.258325,110.048775,133.618775
97.53765,134.281675,110.0675,133.66025
97.570675,134.305525,110.084125,133.675675
97.605825,134.3276,110.11155,133.7097
97.652125,134.34975,110.13465,133.740825
97.70615,134.359975,110.163375,133.7669
97.75805,134.39795,110.169325,133.807425
97.801425,134.439625,110.1948,133.834675
97.8376,134.455675,110.214875,133.89495
97.878675,134.4935,110.2215,133.901975
97.92845,134.5352,110.23995,133.915725
97.968025,134.555875,110.258475,133.945375
97.99465,134.58545,110.286175,133.977925
98.01665,134.596225,110.31905,133.995175
98.02785,134.620875,110.3262,134.0903
98.0373,134.69045,110.348075,134.1359
98.0495,134.71385,110.376925,134.140125
98.0595,134.7324,110.4153,134.165275
98.070275,134.76355,110.4324,134.189675
98.08065,134.7935,110.449625,134.2133
98.09395,134.81945,110.4654,134.250875
98.117475,134.83675,110.49,134.266125
98.12635,134.849375,110.5092,134.308275
98.136375,134.859125,110.5356,134.367875
98.1518,134.865075,110.569325,134.39455
98.1729,134.8751,110.604125,134.42675
98.196025,134.883325,110.626725,134.452125
98.224725,134.89155,110.64905,134.483325
98.25035,134.901,110.67595,134.5049
98.277925,134.91975,110.7041,134.527975
98.298725,134.9379,110.717325,134.554175
98.3251,134.94455,110.734425,134.5909
98.357725,134.9501,110.74875,134.611175
98.38805,134.96215,110.7661,134.6399
98.421825,134.967275,110.77125,134.68095
98.4608,134.97165,110.779675,134.706125
98.4959,134.984375,110.78695,134.73395
98.53075,134.992925,110.807875,134.780625
98.56985,135.007425,110.847575,134.793725
98.615875,135.022325,110.8716,134.85445
98.6485,135.033075,110.898925,134.876975
98.69455,135.0452,110.913675,134.925525
98.72415,135.054025,110.937525,134.967025
98.7567,135.06635,110.95895,134.98165
98.774725,135.084075,111.020625,135.040475
98.7922,135.104375,111.066775,135.087
98.8136,135.11035,111.081475,135.158625
98.82985,135.12495,111.136325,135.203775
98.842675,135.142275,111.150525,135.22095
98.87085,135.16235,111.178925,135.265575
98.924925,135.171025,111.208175,135.28075
98.9545,135.183925,111.224225,135.365425
98.9746,135.19745,111.26375,135.381175
98.98255,135.212075,111.287025,135.416675
98.99415,135.294225,111.31415,135.445975
99.00045,135.306475,111.3567,135.48555
99.007325,135.351325,111.396525,135.508275
99.0229,135.385875,111.412925,135.548275
99.03485,135.42185,111.442025,135.591425
99.0504,135.434775,111.4588,135.619675
99.0702,135.4596,111.510225,135.658225
99.098075,135.47695,111.52865,135.688625
99.1273,135.49915,111.544925,135.718875
99.153275,135.5418,111.563775,135.7334
99.1787,135.5734,111.580575,135.7642
99.226275,135.5867,111.590975,135.7981
99.288075,135.616725,111.6121,135.83925
99.3327,135.623525,111.626925,135.868275
99.411975,135.635225,111.63315,135.911575
99.458275,135.66015,111.6478,135.939825
99.48815,135.6856,111.679475,135.96895
99.520225,135.720575,111.70225,135.9849
99.5408,135.728475,111.72825,135.9908
99.575975,135.74375,111.7453,136.02205
99.594925,135.756275,111.7612,136.0386
99.6295,135.78605,111.7994,136.045625
99.669175,135.80745,111.811675,136.0607
99.70245,135.8153,111.835875,136.09195
99.72555,135.82845,111.851425,136.11845
99.756975,135.8462,111.8704,136.150275
99.800075,135.8588,111.923775,136.172675
99.8448,135.8658,111.936725,136.192
99.867875,135.895,111.970575,136.207975
99.893175,135.905075,112.00925,136.229025
99.89665,135.910075,112.0298,136.25665
99.897775,135.928225,112.044175,136.27615
99.903875,135.93735,112.0818,136.31035
99.925825,135.95415,112.105175,136.344575
99.965375,135.962,112.125125,136.3655
99.995725,135.982075,112.149275,136.398725
100.008475,135.992025,112.1659,136.420525
100.031625,136.014525,112.186975,136.448725
100.0741,136.050025,112.213325,136.475875
100.10685,136.07175,112.2277,136.497175
100.13375,136.1025,112.24795,136.550175
100.16565,136.12085,112.2796,136.573325
100.2212,136.1381,112.306575,136.587275
100.26585,136.151425,112.330475,136.593
100.289225,136.16465,112.340975,136.62115
100.34865,136.18325,112.372225,136.65265
100.3767,136.19735,112.4018,136.68315
100.383825,136.209425,112.428125,136.70895
100.399275,136.226025,112.4753,136.733175
100.40695,136.23325,112.517625,136.73925
100.427375,136.258375,112.536225,136.764575
100.451775,136.2868,112.545475,136.78535
100.4787,136.301275,112.604,136.8178
100.49205,136.309675,112.628675,136.844525
100.516625,136.323175,112.659775,136.858975
100.553375,136.331625,112.66985,136.8729
100.601675,136.3401,112.695325,136.9027
100.618675,136.34675,112.724525,136.94165
100.6944,136.353375,112.7561,136.95645
100.731275,136.367125,112.77205,136.975475
100.782725,136.371675,112.788075,136.978425
100.833075,136.38445,112.813125,137.0034
100.846,136.40245,112.825425,137.03165
100.8569,136.4219,112.846475,137.06105
100.870775,136.433075,112.87015,137.086625
100.88785,136.446925,112.87725,137.107775
100.908025,136.454525,112.893875,137.13415
100.941875,136.464075,112.90765,137.171925
100.959025,136.479525,112.9342,137.19425
100.989975,136.5011,112.97105,137.212925
101.0135,136.514025,113.00195,137.2362
101.04755,136.528525,113.039175,137.2557
101.070225,136.5622,113.0634,137.27875
101.096475,136.596075,113.10265,137.3019
101.129875,136.60615,113.123575,137.305075
101.185075,136.619925,113.136475,137.318775
101.2232,136.632925,113.15155,137.34695
101.251825,136.639,113.1589,137.372275
101.290975,136.64595,113.220875,137.401925
101.3269,136.651275,113.24975,137.451275
101.357725,136.665325,113.266525,137.4717
101.3844,136.67095,113.313725,137.494325
101.423375,136.6951,113.32555,137.49595
101.44705,136.70525,113.338975,137.504075
101.491975,136.716075,113.363775,137.517125
101.5309,136.73795,113.3832,137.537375
101.565175,136.753525,113.420675,137.5442
101.597225,136.78475,113.43355,137.5937
101.648375,136.7928,113.455725,137.644125
101.704175,136.8058,113.47635,137.6727
101.762675,136.852825,113.509475,137.70625
101.8045,136.86435,113.536575,137.7255
101.8294,136.8738,113.553975,137.7488
101.85285,136.882825,113.5722,137.783675
101.8728,136.893825,113.60945,137.7996
101.901675,136.9132,113.646775,137.825425
101.9243,136.92955,113.6633,137.83405
101.948225,136.935225,113.69165,137.856325
101.97185,136.942675,113.7201,137.8789
102.0007,136.961475,113.7574,137.907925
102.029625,137.026825,113.77275,137.93105
102.0529,137.066675,113.78695,137.955175
102.08875,137.084525,113.825275,137.993
102.134025,137.092525,113.850575,138.019525
102.19355,137.109125,113.875225,138.0422
102.233675,137.1267,113.899975,138.07145
102.251225,137.139575,113.932625,138.1001
102.2693,137.168125,113.95405,138.133125
102.28025,137.184025,113.9865,138.15215
102.288125,137.202875,114.0145,138.17125
102.2951,137.2086,114.030775,138.198425
102.301125,137.215025,114.0547,138.225575
102.31335,137.225625,114.082525,138.24825
102.3239,137.235375,114.108125,138.276375
102.33615,137.2917,114.13775,138.302025
102.34765,137.346125,114.140575,138.30665
102.385075,137.3753,114.16015,138.337275
102.4148,137.38775,114.171675,138.3663
102.445,137.398375,114.1978,138.38815
102.463,137.40635,114.235125,138.39805
102.49355,137.418275,114.250275,138.404975
102.5152,137.4256,114.271775,138.423125
102.5572,137.43475,114.302475,138.44435
102.613925,137.4478,114.3313,138.466525
102.64995,137.46415,114.348875,138.497375
102.686175,137.473225,114.3798,138.5219
102.7237,137.4792,114.397925,138.5398
102.749425,137.50375,114.4296,138.60785
102.779375,137.509475,114.4428,138.631575
102.80575,137.5187,114.477325,138.645425
102.824025,137.52955,114.50585,138.65965
102.8465,137.549075,114.528725,138.686075
102.866875,137.562875,114.5491,138.70635
102.88885,137.58115,114.568775,138.75955
102.916925,137.60255,114.586425,138.7678
102.939075,137.6122,114.602525,138.80445
102.9611,137.617125,114.616325,138.831575
102.982825,137.627025,114.643225,138.85995
103.00445,137.632675,114.6614,138.883575
103.019975,137.652375,114.6841,138.918325
103.049175,137.66435,114.709575,138.9512
103.07665,137.6801,114.723,138.99875
103.095725,137.69125,114.762175,139.028775
103.114,137.70075,114.7737,139.05445
103.13165,137.717025,114.797575,139.082575
103.152925,137.723375,114.8203,139.1131
103.164675,137.742525,114.8503,139.137525
103.177525,137.7582,114.8713,139.175975
103.19445,137.765775,114.8832,139.19505
103.204575,137.775375,114.913,139.232525
103.2122,137.786175,114.9408,139.26675
103.226275,137.809,114.97365,139.281425
103.237275,137.8481,114.996425,139.299075
103.244825,137.86715,115.027025,139.345325
103.25515,137.884825,115.04915,139.371175
103.27895,137.903725,115.067425,139.387225
103.2925,137.913875,115.08655,139.42635
103.299725,137.9368,115.10775,139.450475
103.30875,137.980375,115.129125,139.481475
103.316525,137.9957,115.1488,139.520725
103.32795,138.048,115.17195,139.53915
103.34005,138.063625,115.180425,139.560575
103.35575,138.073575,115.2104,139.6003
103.3689,138.08095,115.2266,139.65165
103.38545,138.09155,115.28005,139.692775
103.4222,138.123,115.291325,139.76625
103.427675,138.13215,115.3404,139.783375
103.436675,138.167275,115.3534,139.8054
103.457125,138.186225,115.362075,139.817225
103.467925,138.19825,115.384225,139.832175
103.47745,138.229375,115.414375,139.851875
103.49135,138.2855,115.432325,139.86185
103.50585,138.303975,115.4709,139.876275
103.518775,138.323475,115.5112,139.882125
103.53075,138.34775,115.525075,139.908025
103.5788,138.363675,115.54905,139.921075
103.5983,138.37405,115.5725,139.9935
103.61565,138.38295,115.591325,140.02055
103.630175,138.391075,115.61135,140.04265
103.6454,138.3978,115.650475,140.0702
103.6564,138.4029,115.67805,140.1055
103.67125,138.41525,115.6837,140.133575
103.685175,138.4205,115.722125,140.1777
103.69395,138.426,115.75345,140.19885
103.704475,138.436175,115.767725,140.241575
103.722175,138.47035,115.793025,140.2708
103.732675,138.491225,115.824675,140.28045
103.7487,138.5075,115.8442,140.2872
103.77965,138.5301,115.869075,140.319525
103.7941,138.554675,115.892025,140.359825
103.813925,138.5848,115.913,140.3785
103.830525,138.61285,115.945825,140.40425
103.860875,138.626625,115.979625,140.469725
103.90435,138.6486,116.0014,140.52425
103.9097,138.69575,116.0237,140.5361
103.934775,138.705925,116.041075,140.553525
103.958725,138.7399,116.05975,140.581875
103.983175,138.757375,116.079375,140.5844
103.99615,138.767425,116.110975,140.598175
104.021175,138.794425,116.15705,140.634975
104.05835,138.80435,116.179425,140.6635
104.076825,138.82845,116.202925,140.68445
104.101625,138.84615,116.22495,140.690525
104.1281,138.8552,116.248475,140.714125
104.138125,138.86955,116.2904,140.74335
104.151,138.8768,116.3103,140.790525
104.16405,138.884525,116.3321,140.82515
104.178675,138.89115,116.35815,140.828475
104.1906,138.90775,116.3791,140.878575
104.206325,138.930825,116.415825,140.88895
104.224025,138.9456,116.433375,140.907025
104.243225,138.983275,116.45735,140.940125
104.25305,138.9971,116.474375,140.948875
104.265275,139.017375,116.4958,140.964275
104.27385,139.030175,116.52215,140.98375
104.275225,139.049475,116.531075,141.0161
104.29385,139.06315,116.555,141.05195
104.30635,139.075275,116.575775,141.0856
104.3226,139.089075,116.585075,141.109175
104.336175,139.1017,116.600375,141.115875
104.359875,139.114925,116.62265,141.129125
104.38425,139.121875,116.6514,141.1501
104.431775,139.126575,116.671375,141.22495
104.448975,139.1438,116.686325,141.254975
104.46585,139.1609,116.7121,141.305375
104.495775,139.193025,116.737825,141.31465
104.5076,139.208275,116.752575,141.332125
104.51545,139.237125,116.78035,141.3536
104.5269,139.2704,116.79645,141.370325
104.536025,139.291475,116.8138,141.40925
104.550175,139.315375,116.8589,141.429575
104.5584,139.323625,116.883575,141.458425
104.56835,139.362625,116.903325,141.479275
104.586675,139.391775,116.9253,141.50295
104.60085,139.402925,116.979525,141.57055
104.6488,139.413075,116.9976,141.60175
104.6702,139.422425,117.0247,141.632225
104.689775,139.429425,117.044825,141.665825
104.70965,139.440625,117.0878,141.68855
104.726675,139.448675,117.0988,141.711525
104.74665,139.45985,117.135725,141.74125
104.7762,139.503925,117.157525,141.7622
104.801225,139.530925,117.163825,141.787625
104.833,139.554725,117.176125,141.797575
104.878725,139.5631,117.1907,141.80935
104.90695,139.586325,117.2037,141.82965
104.932775,139.624875,117.234825,141.85845
104.9556,139.64935,117.248175,141.884575
104.970425,139.673225,117.267125,141.904275
104.989075,139.693325,117.289875,141.93055
105.0013,139.718025,117.30485,141.9664
105.012125,139.73775,117.3308,141.992425
105.025925,139.749425,117.35125,142.0042
105.0374,139.766425,117.38475,142.025725
105.057525,139.779075,117.402425,142.04625
105.068575,139.792675,117.437425,142.06725
105.089325,139.80335,117.468675,142.1059
105.12485,139.813675,117.4896,142.126775
105.1408,139.8299,117.50775,142.148125
105.162125,139.8464,117.523,142.175325
105.185025,139.85285,117.5513,142.22575
105.203275,139.861575,117.5549,142.239925
105.217225,139.877175,117.57965,142.2604
105.23035,139.8848,117.616725,142.2916
105.24895,139.89445,117.656075,142.318375
105.2662,139.9185,117.685625,142.3489
105.282125,139.9248,117.707275,142.368575
105.302225,139.9745,117.7278,142.38985
105.3284,139.99955,117.74615,142.45895
105.347,140.018925,117.756225,142.49565
105.36535,140.03345,117.800975,142.547375
105.41245,140.0586,117.823875,142.57305
105.436325,140.09125,117.8435,142.5988
105.45265,140.109625,117.864225,142.6273
105.4755,140.12815,117.886525,142.657825
105.529075,140.141,117.906175,142.6902
105.5517,140.15845,117.923475,142.7046
105.566125,140.18475,117.951275,142.738075
105.5884,140.193925,117.9617,142.762775
105.59985,140.20715,117.985975,142.783825
105.621475,140.240175,117.9999,142.812625
105.637225,140.25775,118.005075,142.818975
105.645925,140.271875,118.010025,142.84805
105.660575,140.282925,118.0488,142.87215
105.676575,140.296975,118.059475,142.899975
105.6797,140.30705,118.08975,142.934875
105.690275,140.31915,118.113075,142.9791
105.70455,140.332225,118.1309,143.003525
105.724275,140.3466,118.1485,143.029625
105.747025,140.35755,118.16365,143.062125
105.7809,140.365175,118.173725,143.089925
105.80475,140.3813,118.193075,143.11575
105.8227,140.40005,118.200175,143.141125
105.848525,140.56215,118.216625,143.168575
105.87645,140.618,118.229325,143.198
105.914475,140.6419,118.257825,143.223125
105.95105,140.693425,118.273625,143.2543
105.983675,140.70455,118.32035,143.281125
106.006125,140.713925,118.3408,143.295125
106.034175,140.724675,118.3596,143.347075
106.049875,140.73765,118.37715,143.38475
106.0642,140.74235,118.415075,143.404175
106.087125,140.7466,118.43925,143.435375
106.098125,140.7567,118.450675,143.4591
106.1062,140.761525,118.46195,143.487175
106.123175,140.821525,118.472125,143.516525
106.1382,140.9142,118.525225,143.540575
106.14795,140.93875,118.545975,143.58265
106.16005,140.97595,118.563925,143.61545
106.170475,141.025825,118.575025,143.636975
