SPK_SPKC03a (exci),SPK_SPKC09a (exc),SPK_SPKC12a (inhi),SPK_SPKC15a (inhi)
41.788525,88.796825,51.4367,65.30035
41.81815,88.804,51.4576,65.3328
41.843375,88.806175,51.49475,65.382775
41.8716,88.80925,51.532525,65.44815
41.895675,88.816375,51.579675,65.470275
41.937075,88.8224,51.600875,65.499725
41.9698,88.83245,51.64135,65.52485
41.99505,88.860025,51.678175,65.553425
42.0326,88.884625,51.70355,65.60685
42.070425,88.996425,51.739375,65.67245
42.081775,89.013,51.76735,65.6949
42.08835,89.021675,51.7917,65.701025
42.106375,89.046175,51.8309,65.726125
42.122925,89.076575,51.858225,65.748325
42.1404,89.09065,51.88085,65.777275
42.15485,89.1186,51.910175,65.833425
42.172375,89.165225,51.9613,65.86365
42.185125,89.242375,51.98885,65.919275
42.204625,89.267825,52.04765,65.952225
42.222625,89.2917,52.095175,65.9874
42.23855,89.323125,52.119675,66.00135
42.25165,89.3683,52.141975,66.015425
42.268175,89.40555,52.16905,66.093075
42.279625,89.537275,52.1941,66.1737
42.294975,89.547475,52.244125,66.2127
42.302525,89.56155,52.27715,66.273
42.313675,89.57275,52.284525,66.29765
42.3326,89.582125,52.3022,66.3358
42.348375,89.590625,52.322475,66.41415
42.36115,89.6011,52.339825,66.4752
42.37345,89.60895,52.37255,66.569225
42.386175,89.62345,52.405275,66.6031
42.4026,89.6344,52.435725,66.64765
42.420725,89.651125,52.471425,66.66815
42.457425,89.659875,52.490725,66.699325
42.481125,89.6728,52.527925,66.732875
42.531125,89.68505,52.55695,66.756825
42.54895,89.707925,52.5688,66.76305
42.565125,89.738825,52.607425,66.781375
42.589775,89.753275,52.61815,66.84485
42.620625,89.7961,52.659475,66.874025
42.661025,89.840575,52.684075,66.9032
42.698025,89.91095,52.721925,66.9423
42.71625,89.94165,52.7472,66.950875
42.73635,89.96285,52.78655,66.978525
42.759025,89.987925,52.81875,67.003325
42.7969,90.0212,52.85015,67.033775
42.818725,90.04275,52.870575,67.045175
42.851625,90.0852,52.898625,67.06305
42.88255,90.1371,52.913525,67.09435
42.9093,90.2053,52.948275,67.11585
42.9392,90.2817,52.977175,67.186525
42.963625,90.321925,53.027725,67.188625
42.98025,90.347875,53.08995,67.229675
43.002925,90.36095,53.150775,67.265125
43.018125,90.36665,53.194225,67.30325
43.037225,90.3747,53.22925,67.33185
43.06515,90.381825,53.24655,67.36585
43.085375,90.392075,53.2641,67.4043
43.1187,90.399,53.306325,67.417
43.150475,90.403725,53.3563,67.435
43.177725,90.414,53.420775,67.4409
43.220725,90.421425,53.4422,67.50585
43.264075,90.4484,53.4846,67.528825
43.299925,90.473275,53.5136,67.532775
43.31815,90.48955,53.546975,67.576125
43.330525,90.51315,53.58005,67.645025
43.341425,90.5367,53.61645,67.673575
43.3544,90.559825,53.628575,67.7083
43.36645,90.579075,53.657675,67.774675
43.381,90.601125,53.681775,67.808925
43.40355,90.619475,53.738225,67.892925
43.41805,90.64325,53.763275,67.9213
43.43635,90.673,53.801225,67.9579
43.45705,90.685925,53.825475,67.965775
43.47875,90.708375,53.851925,67.9743
43.510925,90.7284,53.8674,68.029525
43.53745,90.74685,53.90135,68.103875
43.571825,90.7652,53.935175,68.148775
43.628275,90.829125,53.963125,68.18115
43.662525,90.849475,53.9863,68.212025
43.704325,91.078225,54.027325,68.27995
43.72545,91.088825,54.057775,68.2994
43.744025,91.099075,54.0832,68.30525
43.757275,91.10655,54.0957,68.344525
43.77115,91.11225,54.138225,68.37515
43.78525,91.119,54.15785,68.404975
43.7992,91.128125,54.1782,68.440775
43.81635,91.143975,54.209825,68.480375
43.843275,91.156175,54.24335,68.5018
43.862925,91.18735,54.267075,68.617
43.879775,91.198175,54.273675,68.6617
43.9305,91.20595,54.3093,68.684775
43.9581,91.2132,54.3284,68.7558
43.977525,91.218775,54.347975,68.784275
44.00375,91.229375,54.368125,68.8114
44.039,91.2405,54.3964,68.83985
44.07705,91.25395,54.424125,68.862225
44.1097,91.275975,54.448525,68.920225
44.13835,91.303075,54.46985,68.95345
44.185175,91.3297,54.5056,68.98605
44.205025,91.355025,54.5205,69.0529
44.217875,91.3961,54.541375,69.078775
44.23685,91.4185,54.548325,69.10885
44.2493,91.4817,54.581525,69.135075
44.267025,91.5398,54.61215,69.1771
44.2976,91.57465,54.63445,69.2066
44.31695,91.65055,54.67355,69.2381
44.3349,91.673825,54.71795,69.2787
44.3537,91.686925,54.769025,69.3101
44.372975,91.695175,54.791675,69.33755
44.403425,91.704475,54.820225,69.35495
44.428325,91.7085,54.838375,69.414175
44.46005,91.71315,54.8697,69.437125
44.512175,91.7174,54.90125,69.471375
44.548025,91.7226,54.91585,69.50075
44.59185,91.72695,54.943125,69.5788
44.625625,91.732325,55.019475,69.609825
44.657825,91.7369,55.06455,69.65325
44.705975,91.747575,55.102875,69.686825
44.725175,91.75495,55.1218,69.705
44.7576,91.770225,55.14505,69.707
44.80235,91.780775,55.156625,69.755625
44.811925,91.799925,55.17235,69.783675
44.842175,91.853875,55.18425,69.907625
44.848975,91.873525,55.229575,69.93595
44.873475,91.889425,55.2533,69.99015
44.9067,91.90605,55.2775,70.017125
44.928075,91.934875,55.328275,70.03765
44.950575,91.9914,55.375675,70.060375
44.98725,92.019825,55.4179,70.1158
45.0247,92.053525,55.451675,70.148625
45.07625,92.0965,55.477,70.171175
45.105575,92.126075,55.49915,70.188625
45.171875,92.2331,55.51795,70.215025
45.195,92.31315,55.544775,70.2185
45.208825,92.3789,55.5627,70.23725
45.216475,92.433475,55.58935,70.266
45.22395,92.457475,55.608475,70.36675
45.231575,92.47775,55.6359,70.444675
45.239625,92.4987,55.657125,70.4857
45.2436,92.52205,55.696925,70.625125
45.2516,92.552225,55.722775,70.655625
45.25585,92.570275,55.77945,70.677725
45.261675,92.615025,55.843475,70.707825
45.26605,92.653475,55.88345,70.747425
45.270375,92.684625,55.9097,70.77365
45.285675,92.72215,55.923,70.802725
45.3045,92.746425,55.9475,70.82835
45.31045,92.7738,55.979375,70.853175
45.32985,92.788625,56.003125,70.882425
45.35325,92.80565,56.0267,70.9128
45.36825,92.817175,56.052625,70.940075
45.39655,92.82295,56.079575,70.966375
45.421275,92.82905,56.100575,71.026675
45.44785,92.8334,56.1121,71.060025
45.4727,92.838675,56.14205,71.0813
45.49535,92.843525,56.170725,71.194325
45.52065,92.850775,56.190525,71.220075
45.55485,92.85655,56.22255,71.289725
45.58595,92.866175,56.247675,71.308575
45.627825,92.87765,56.31835,71.34545
45.662675,92.927375,56.3469,71.371225
45.700275,92.9659,56.394225,71.408475
45.73705,92.98995,56.43005,71.436575
45.762275,93.02175,56.44685,71.46515
45.80895,93.06915,56.470275,71.5144
45.8244,93.0839,56.5346,71.521375
45.8536,93.110625,56.56225,71.611425
45.871375,93.149125,56.569325,71.64775
45.88495,93.17835,56.5997,71.66925
45.9075,93.202525,56.625425,71.7217
45.920825,93.24045,56.642075,71.756425
45.9407,93.270925,56.67905,71.78685
45.948925,93.38905,56.706775,71.8267
45.96195,93.41865,56.729175,71.8911
45.9735,93.433825,56.7693,71.9218
45.991475,93.44495,56.803175,71.94895
46.009875,93.462625,56.857775,72.01785
46.027475,93.4759,56.89655,72.055
46.054825,93.502475,56.924575,72.064075
46.0846,93.536525,56.970775,72.08375
46.1115,93.577525,57.00365,72.092125
46.12735,93.631775,57.02595,72.14075
46.18915,93.650975,57.05485,72.193775
46.230975,93.69225,57.074275,72.2277
46.263825,93.7375,57.101775,72.257825
46.3068,93.783375,57.132025,72.410875
46.337275,93.817375,57.154825,72.44115
46.3729,93.8539,57.166925,72.482625
46.399775,93.86975,57.21955,72.507675
46.434275,93.876125,57.2624,72.538925
46.455275,93.88075,57.309025,72.555725
46.486975,93.885325,57.38395,72.5898
46.518875,93.893475,57.425325,72.616775
46.551425,93.91045,57.455225,72.621025
46.5866,93.915875,57.51595,72.64575
46.60895,93.926125,57.55265,72.67815
46.640275,93.93385,57.587525,72.731775
46.6708,93.96965,57.6123,72.785675
46.70325,94.001675,57.65125,72.803325
46.7343,94.035925,57.6741,72.8178
46.80185,94.058725,57.6982,72.85065
46.8304,94.096575,57.7204,72.8571
46.8629,94.112475,57.76875,72.885
46.892525,94.138875,57.7832,72.9524
46.919225,94.1913,57.8225,72.982275
46.955575,94.219475,57.85085,73.047075
46.994275,94.23965,57.904275,73.1722
47.0272,94.27945,57.96925,73.201525
47.055025,94.3192,57.993775,73.2561
47.084325,94.34675,58.029075,73.2625
47.105975,94.383375,58.038825,73.302975
47.13465,94.429425,58.049075,73.327025
47.14895,94.531,58.0729,73.363125
47.1742,94.55335,58.0878,73.3883
47.195925,94.588475,58.11255,73.433175
47.220525,94.624925,58.15165,73.47225
47.252275,94.65345,58.174675,73.5013
47.2793,94.6792,58.206325,73.528725
47.31335,94.721025,58.226725,73.57065
47.356275,94.743725,58.2578,73.599825
47.384025,94.7949,58.2699,73.60235
47.41155,94.8267,58.2991,73.61245
47.448725,94.8761,58.31275,73.626025
47.486075,94.917775,58.343525,73.648125
47.52085,94.955425,58.357525,73.6806
47.544875,95.003975,58.395875,73.739725
47.56195,95.03545,58.41935,73.766675
47.57555,95.060125,58.44885,73.79655
47.58575,95.11875,58.467625,73.840475
47.59595,95.139625,58.508175,73.869875
47.6054,95.15765,58.57795,73.90205
47.61465,95.171925,58.60775,73.923575
47.628075,95.208975,58.655325,74.00245
47.640225,95.244,58.69395,74.021925
47.67115,95.288675,58.72755,74.052075
47.686675,95.337875,58.76335,74.069125
47.703275,95.360125,58.821625,74.08915
47.729925,95.3916,58.844,74.120175
47.741425,95.411225,58.9052,74.148625
47.762275,95.426925,58.94015,74.18295
47.775725,95.45435,58.9774,74.261
47.7934,95.485075,59.011675,74.2944
47.807425,95.525275,59.056375,74.3299
47.82455,95.5601,59.10055,74.35595
47.8346,95.5967,59.11765,74.4514
47.870125,95.61915,59.134425,74.484575
47.88535,95.6476,59.1746,74.515025
47.905125,95.67255,59.201975,74.5436
47.92675,95.7358,59.24515,74.567975
47.9507,95.757575,59.2671,74.594025
47.971575,95.799925,59.296775,74.626425
48.0122,95.8321,59.31365,74.636725
48.03325,95.859625,59.336775,74.663675
48.065875,95.882175,59.35885,74.695275
48.099675,95.930075,59.37495,74.716075
48.151725,96.04545,59.394925,74.7496
48.201,96.05525,59.4274,74.78375
48.233425,96.062275,59.453875,74.816475
48.277625,96.0735,59.4809,74.852925
48.3128,96.08535,59.509025,74.89985
48.395525,96.0931,59.544925,74.9515
48.433825,96.1151,59.57625,74.977775
48.455075,96.126175,59.604525,75.003275
48.497925,96.1395,59.667975,75.048275
48.5272,96.150675,59.70705,75.06985
48.55365,96.165425,59.7362,75.0977
48.596025,96.1906,59.7789,75.1467
48.62595,96.207175,59.798425,75.170275
48.657225,96.22645,59.822975,75.1724
48.695225,96.248375,59.862775,75.2047
48.731175,96.27225,59.87245,75.217275
48.750925,96.28635,59.88045,75.2488
48.767125,96.316925,59.919475,75.270625
48.8228,96.350125,59.953925,75.317675
48.854325,96.3697,59.980475,75.346525
48.882575,96.39255,60.004375,75.38485
48.946075,96.41985,60.03705,75.421875
48.972925,96.432275,60.052175,75.450275
48.996275,96.452925,60.096,75.48625
49.01135,96.477175,60.1174,75.519825
49.02065,96.495025,60.18265,75.542925
49.02815,96.514075,60.204,75.57215
49.03865,96.541675,60.23885,75.601875
49.043575,96.553925,60.2648,75.658175
49.0484,96.743125,60.307225,75.68315
49.05565,96.7623,60.32485,75.737425
49.0601,96.78825,60.36595,75.764475
49.0668,96.795325,60.3925,75.8015
49.0711,96.807225,60.41395,75.829825
49.077425,96.815225,60.469175,75.859475
49.088475,96.822925,60.5075,75.8839
49.09035,96.82875,60.5316,75.907825
49.105675,96.837625,60.5436,75.969075
49.184925,96.8458,60.5712,76.00745
49.209375,96.85905,60.59,76.040075
49.231,96.876175,60.617725,76.07025
49.259375,96.919375,60.645175,76.10155
49.307475,96.944275,60.669175,76.16685
49.34265,96.98845,60.689325,76.1834
49.40505,97.018375,60.71465,76.2024
49.4496,97.049475,60.72155,76.26425
49.5095,97.1081,60.749925,76.33035
49.5408,97.131775,60.8136,76.358625
49.562575,97.152975,60.839575,76.40075
49.580075,97.174725,60.873675,76.430425
49.59065,97.202275,60.916825,76.510075
49.603125,97.229925,60.95055,76.515425
49.610275,97.266425,60.999975,76.5394
49.612025,97.292575,61.040775,76.567425
49.63065,97.308075,61.06295,76.586975
49.6478,97.334425,61.0934,76.606475
49.668475,97.351625,61.11985,76.69865
49.697325,97.3851,61.143625,76.722675
49.721475,97.402325,61.17305,76.7369
49.73675,97.4159,61.195675,76.7414
49.7745,97.439125,61.216275,76.76955
49.796125,97.459275,61.242625,76.7974
49.832075,97.467925,61.298425,76.87365
49.881425,97.51415,61.329825,76.88095
49.915125,97.543,61.355425,76.955375
49.941975,97.584625,61.388275,76.990775
49.967975,97.6054,61.427425,77.0765
49.993775,97.6347,61.47375,77.09025
50.011475,97.663625,61.494275,77.121275
50.05095,97.7358,61.533925,77.1695
50.099475,97.781175,61.57375,77.2014
50.192375,97.812225,61.609675,77.223
50.208,97.8498,61.6412,77.250675
50.223425,97.897925,61.662925,77.262075
50.236575,97.9433,61.6922,77.2979
50.25575,97.979025,61.7252,77.337625
50.284,98.00325,61.77375,77.363425
50.3045,98.013725,61.806875,77.3943
50.336475,98.019725,61.840475,77.43715
50.357325,98.02845,61.859,77.469525
50.3837,98.0423,61.90305,77.56055
50.405075,98.0507,61.924725,77.570325
50.4429,98.05675,61.972875,77.614675
50.478025,98.070925,62.003425,77.63405
50.5004,98.0917,62.018325,77.653
50.5294,98.10825,62.049925,77.736575
50.567325,98.130025,62.109125,77.771725
50.60325,98.17205,62.143175,77.78145
50.6268,98.198175,62.16775,77.814575
50.634375,98.22415,62.202075,77.835125
50.676225,98.250575,62.2108,77.854375
50.7087,98.270575,62.269625,77.88255
50.7344,98.307325,62.287175,77.941325
50.749375,98.343125,62.31465,77.963775
50.768925,98.4307,62.34705,77.991075
50.78125,98.457125,62.387425,78.010925
50.79115,98.5104,62.4322,78.052025
50.8032,98.556925,62.4616,78.084725
50.817275,98.593975,62.502575,78.117425
50.83725,98.6236,62.537675,78.151975
50.85065,98.648275,62.606375,78.162775
50.879275,98.6773,62.660275,78.250225
50.894075,98.696725,62.70335,78.278575
50.9082,98.718175,62.726825,78.323575
50.9273,98.741375,62.7599,78.37325
50.945625,98.778625,62.787975,78.40635
50.976025,98.79425,62.83415,78.423375
51.013925,98.8295,62.844075,78.44815
51.033225,98.8657,62.88565,78.4896
51.061575,98.879925,62.92665,78.5031
51.093225,98.91995,62.95335,78.5241
51.124575,98.957325,62.997275,78.602875
51.169625,98.967725,63.0263,78.6368
51.20205,98.973575,63.048575,78.684
51.230675,98.984325,63.100575,78.698375
51.2787,98.989925,63.114925,78.7315
51.31205,98.9943,63.181725,78.75475
51.33915,98.9994,63.201625,78.789125
51.377875,99.0059,63.213825,78.8155
51.432975,99.014175,63.229325,78.83865
51.489,99.040775,63.255,78.864125
51.527775,99.065775,63.283725,78.89705
51.5758,99.10205,63.307175,78.92975
51.603925,99.159975,63.332425,79.01145
51.625525,99.229775,63.3847,79.0425
51.662125,99.284725,63.40385,79.066125
51.6944,99.39435,63.41105,79.08855
51.728125,99.445175,63.4495,79.111025
51.74705,99.46835,63.4875,79.1289
51.781725,99.497875,63.50355,79.154275
51.81935,99.52945,63.5302,79.180975
51.84805,99.593575,63.549675,79.204875
51.883875,99.657825,63.573925,79.23105
51.912325,99.696875,63.605175,79.255275
51.943375,99.77165,63.625575,79.3026
51.977975,99.81735,63.647125,79.32555
52.01675,99.844,63.690775,79.388375
52.048225,99.8743,63.75,79.464675
52.0813,99.8884,63.76495,79.494175
52.10065,99.9039,63.8103,79.51335
52.113375,99.9134,63.829625,79.54425
52.12395,99.921675,63.86225,79.552425
52.134425,99.932175,63.897175,79.610525
52.1397,99.941025,63.934775,79.635775
52.153175,99.97425,63.9718,79.70025
52.17285,99.995025,64.02035,79.75915
52.18805,100.014125,64.0554,79.778575
52.205225,100.06385,64.0837,79.81275
52.2363,100.092725,64.096125,79.83435
52.256325,100.1124,64.126175,79.876025
52.26965,100.140375,64.148225,79.90055
52.288825,100.18235,64.19525,79.9442
52.3128,100.211825,64.216325,79.96755
52.34245,100.29155,64.23645,79.99435
52.367025,100.344975,64.259025,80.042775
52.405125,100.37015,64.284475,80.076275
52.446725,100.3838,64.325825,80.106225
52.47485,100.390525,64.35605,80.117975
52.5028,100.400675,64.379475,80.148075
52.572525,100.40725,64.4018,80.1998
52.634175,100.4137,64.4355,80.232225
52.669025,100.4207,64.4568,80.292225
52.724275,100.426525,64.48655,80.315925
52.754175,100.45545,64.512825,80.346
52.785775,100.4893,64.558675,80.395225
52.81565,100.511725,64.585875,80.427575
52.840775,100.533675,64.6159,80.444175
52.862775,100.569775,64.661725,80.5029
52.886875,100.618675,64.67985,80.56475
52.9071,100.662,64.70315,80.600275
52.947175,100.8062,64.7227,80.62365
52.976475,100.8242,64.764475,80.6602
53.019175,100.83915,64.785325,80.6675
53.075325,100.85805,64.82475,80.691775
53.1233,100.88035,64.8514,80.7174
53.16475,100.891325,64.8802,80.771625
53.192975,100.918175,64.91885,80.804525
53.223275,100.938725,64.97335,80.8519
53.246375,100.96935,65.024975,80.88255
53.292975,100.9996,65.049275,80.91205
53.33135,101.0234,65.0634,80.93745
53.3717,101.0551,65.07095,80.97265
53.4157,101.06905,65.077325,80.9969
53.48495,101.094075,65.096875,81.02415
53.54815,101.12585,65.14645,81.0442
53.5836,101.15,65.195825,81.0555
53.616775,101.17675,65.21525,81.068525
53.650925,101.20615,65.251125,81.10125
53.6786,101.21865,65.2747,81.141325
53.71065,101.22795,65.292475,81.175725
53.747875,101.26825,65.31335,81.20605
53.7669,101.303625,65.342425,81.26365
53.7935,101.328375,65.360275,81.314725
53.8189,101.363375,65.39475,81.334875
53.849825,101.39685,65.4051,81.37435
53.889475,101.425225,65.43815,81.43125
53.928325,101.4971,65.468575,81.449575
53.955,101.53685,65.49065,81.473075
53.99975,101.58305,65.511425,81.514475
54.040975,101.615975,65.54385,81.541425
54.0661,101.663175,65.5722,81.5736
54.082,101.7682,65.59725,81.602275
54.095375,101.802575,65.620075,81.63015
54.109125,101.833475,65.633975,81.65185
54.124325,101.851475,65.67705,81.70485
54.14305,101.86805,65.687675,81.73115
54.184825,101.886325,65.71215,81.795925
54.201525,101.9011,65.7442,81.81415
54.2182,101.927075,65.76235,81.841225
54.23435,101.9402,65.798075,81.86945
54.253125,101.97835,65.83135,81.893875
54.279875,102.00775,65.86695,81.917775
54.29955,102.076425,65.90915,81.920025
54.318,102.13715,65.9559,81.99535
54.34075,102.1722,66.013675,82.02695
54.370725,102.212675,66.045625,82.0784
54.400075,102.23075,66.076775,82.14335
54.422875,102.24485,66.094175,82.2065
54.45595,102.25485,66.120525,82.2137
54.498625,102.269575,66.16585,82.220175
54.58625,102.278025,66.197325,82.2541
54.618275,102.28355,66.2189,82.2899
54.661,102.2904,66.246575,82.3292
54.70275,102.2998,66.28195,82.35445
54.74225,102.307475,66.319,82.395325
54.791425,102.319125,66.3488,82.4798
54.8051,102.333825,66.3791,82.5227
54.83845,102.3763,66.4098,82.549475
54.85445,102.397675,66.455075,82.553275
54.885425,102.421525,66.474675,82.5694
54.908725,102.44305,66.4893,82.626525
54.93375,102.476575,66.512025,82.65005
54.965625,102.508825,66.549625,82.677425
55.016625,102.54815,66.565975,82.712825
55.072475,102.579925,66.619075,82.716
55.11945,102.62595,66.642575,82.74265
55.141,102.649525,66.671125,82.77
55.1507,102.707,66.697325,82.8003
55.16505,102.729525,66.73595,82.8358
55.180325,102.753825,66.78445,82.861975
55.19165,102.768025,66.803825,82.90485
55.202725,102.783325,66.833425,82.911725
55.21755,102.804175,66.863075,82.948125
55.23075,102.837125,66.90255,82.963025
55.24135,102.853225,66.912175,83.004375
55.251825,102.873025,66.9316,83.044425
55.259,102.8907,66.957325,83.070175
55.273425,102.91595,66.993325,83.077325
55.2883,102.9343,67.0111,83.12155
55.344525,102.958,67.03405,83.145725
55.375425,102.9758,67.097625,83.20285
55.389725,103.019375,67.14215,83.2291
55.4101,103.040625,67.214225,83.2489
55.428775,103.071625,67.255875,83.27885
55.4626,103.09165,67.28005,83.3026
55.489425,103.11135,67.333,83.325425
55.512975,103.133975,67.343425,83.3489
55.539375,103.1504,67.3691,83.3724
55.557975,103.165675,67.3835,83.429075
55.585725,103.1891,67.40995,83.48185
55.63665,103.19805,67.43215,83.508975
55.687,103.20505,67.451625,83.53115
55.7204,103.221225,67.46955,83.56805
55.775775,103.23855,67.492025,83.591725
55.807125,103.2445,67.528475,83.624375
55.84495,103.254,67.566975,83.659275
55.876825,103.261275,67.5942,83.682175
55.893975,103.274125,67.617275,83.74395
55.9042,103.2912,67.63595,83.8057
55.913875,103.3035,67.65405,83.82345
55.921525,103.3131,67.67215,83.855475
55.932025,103.332125,67.688725,83.881675
55.937825,103.33905,67.71775,83.903975
55.9541,103.344925,67.744225,83.98375
55.9685,103.351175,67.773575,84.0056
55.987325,103.381025,67.794075,84.056575
56.0019,103.392875,67.807975,84.09495
56.018075,103.40395,67.8291,84.13075
56.080125,103.416525,67.8456,84.1657
56.10345,103.430225,67.86,84.20985
56.1296,103.46055,67.877825,84.25495
56.1647,103.477025,67.900475,84.265675
56.1926,103.501725,67.92585,84.291375
56.2398,103.5139,67.956625,84.3119
56.28465,103.526875,67.9636,84.38365
56.3297,103.536525,67.989325,84.42125
56.3869,103.5463,68.009825,84.4631
56.403575,103.555525,68.04975,84.464475
56.4188,103.5903,68.07355,84.497925
56.424775,103.6002,68.092075,84.524675
56.430375,103.612825,68.096675,84.5532
56.443775,103.617575,68.132075,84.58765
56.45385,103.621625,68.136625,84.6124
56.46515,103.6363,68.164575,84.616125
56.47425,103.641375,68.200725,84.6732
56.4895,103.70095,68.245975,84.705725
56.50015,103.720075,68.269425,84.733775
56.515625,103.7473,68.303625,84.757875
56.536325,103.760225,68.345825,84.7989
56.55385,103.77735,68.385375,84.817025
56.580725,103.794225,68.398875,84.8416
56.605225,103.812475,68.418275,84.90775
56.63155,103.837225,68.43395,84.933575
56.6526,103.85215,68.471475,84.964075
56.684525,103.8687,68.499825,84.9925
56.719725,103.8932,68.52745,85.110225
56.764625,103.946325,68.557825,85.118275
56.8044,103.965425,68.580825,85.21135
56.82325,103.982775,68.6096,85.2569
56.84865,104.01645,68.620925,85.3358
56.884675,104.034525,68.64085,85.3378
56.92945,104.044,68.66375,85.37155
56.969125,104.06715,68.6929,85.3917
56.991725,104.0951,68.722275,85.39285
57.01355,104.104975,68.752175,85.421675
57.06265,104.12895,68.7793,85.454175
57.097475,104.154375,68.810925,85.483975
57.151875,104.1603,68.83755,85.508575
57.189225,104.1715,68.861575,85.55535
57.232275,104.181325,68.895225,85.585525
57.27655,104.194275,68.928725,85.62335
57.325,104.206025,68.9825,85.644525
57.36,104.225825,69.031225,85.6472
57.405575,104.24275,69.069,85.690625
57.454525,104.26305,69.0926,85.74075
57.48285,104.282075,69.123925,85.765475
57.499175,104.2953,69.20585,85.793475
57.50545,104.30745,69.240825,85.8055
57.519625,104.32025,69.25885,85.828075
57.528775,104.33195,69.295225,85.834425
57.564375,104.352475,69.307275,85.8638
57.589975,104.371075,69.32475,85.882975
57.623375,104.38575,69.352775,85.915125
57.65645,104.398875,69.3708,85.9393
57.67755,104.41595,69.406525,85.9706
57.7299,104.437675,69.4219,85.9918
57.77875,104.44535,69.460525,86.020275
57.821625,104.45845,69.48805,86.0516
57.867425,104.463525,69.507175,86.070075
57.932575,104.47425,69.553575,86.129
57.983575,104.49185,69.582475,86.1519
58.007625,104.4979,69.659225,86.208725
58.0221,104.51375,69.705425,86.244825
58.0305,104.530475,69.777425,86.25695
58.03815,104.5516,69.80435,86.3096
58.0447,104.56975,69.824375,86.3699
58.0507,104.5838,69.8659,86.400875
58.061475,104.611925,69.886725,86.426525
58.07,104.6263,69.9137,86.4506
58.077725,104.642325,69.939775,86.488225
58.091625,104.653,69.957525,86.5473
58.1087,104.678025,69.972375,86.598475
58.128325,104.690425,69.993925,86.621275
58.14985,104.7056,70.021025,86.6561
58.185325,104.72215,70.0448,86.687125
58.208875,104.746475,70.068075,86.7161
58.23845,104.769,70.073775,86.75265
58.273675,104.790325,70.11125,86.78955
58.30655,104.8091,70.124725,86.82145
58.344425,104.832875,70.147925,86.85065
58.391925,104.850375,70.1651,86.885875
58.4296,104.86255,70.193375,86.910525
58.464475,104.8894,70.230675,86.947825
58.5091,104.9482,70.266125,86.993825
58.5443,104.966875,70.290925,87.016775
58.58695,104.987125,70.308325,87.046675
58.6623,105.0038,70.340525,87.09715
58.692025,105.013175,70.367625,87.136675
58.7245,105.0353,70.414325,87.163275
58.757125,105.059025,70.445,87.2299
58.7854,105.074725,70.482725,87.286525
58.81655,105.114825,70.51025,87.324625
58.8504,105.17155,70.522925,87.3588
58.898025,105.19345,70.5307,87.395425
58.945075,105.2104,70.55055,87.429175
58.9936,105.23405,70.577375,87.4627
59.0605,105.2543,70.60305,87.500975
59.08925,105.270125,70.644325,87.52505
59.101225,105.3108,70.66045,87.54685
59.11015,105.35175,70.682375,87.57115
59.122025,105.436075,70.704775,87.630775
59.135675,105.45835,70.724875,87.657375
59.1411,105.47365,70.761775,87.706025
59.1511,105.4878,70.77655,87.7407
59.161975,105.517375,70.804225,87.77485
59.177575,105.5378,70.8421,87.8261
59.195325,105.5513,70.8684,87.886925
59.2145,105.572275,70.87875,87.91995
59.234025,105.594325,70.90225,87.946975
59.258725,105.609675,70.93925,87.967075
59.284825,105.632825,70.966275,87.97335
59.309575,105.6413,70.990225,87.997275
59.33705,105.6651,71.023175,88.018625
59.36685,105.6793,71.056325,88.0512
59.3894,105.692775,71.082825,88.078675
59.417725,105.71275,71.11585,88.172025
59.449225,105.727975,71.14315,88.207
59.50115,105.740775,71.1767,88.242125
59.538625,105.749775,71.221575,88.27265
59.64125,105.760675,71.250525,88.322275
59.66985,105.7703,71.26975,88.340825
59.7165,105.775475,71.307475,88.378475
59.74165,105.77925,71.34305,88.4048
59.7668,105.78325,71.358925,88.43415
59.793625,105.7873,71.391,88.458025
59.8177,105.794825,71.420475,88.4935
59.8331,105.80225,71.467775,88.532075
59.863725,105.827275,71.49325,88.54695
59.8924,105.838625,71.514075,88.576425
59.9204,105.850575,71.55135,88.599125
59.9486,105.858875,71.580725,88.627375
59.994375,105.924025,71.60545,88.665725
60.02685,105.950375,71.632175,88.7078
60.05595,105.971325,71.6479,88.73495
60.098575,106.0064,71.683925,88.755125
60.124075,106.0447,71.7149,88.775825
60.1447,106.057075,71.752325,88.809825
60.169575,106.065575,71.77775,88.835925
60.198875,106.084775,71.809625,88.90025
60.222775,106.095975,71.86155,88.923525
60.24515,106.10485,71.899625,88.94235
60.283525,106.110425,71.925675,88.96555
60.32115,106.116925,71.937325,88.98285
60.360525,106.133725,71.967125,89.006475
60.388975,106.14075,71.9846,89.0356
60.442625,106.146225,72.003325,89.059925
60.50535,106.15155,72.0269,89.0729
60.530375,106.15715,72.0551,89.10245
60.5428,106.16375,72.07325,89.104375
60.551325,106.16865,72.085575,89.136675
60.561975,106.1878,72.11275,89.156525
60.569725,106.195825,72.142375,89.18785
60.58145,106.2024,72.16775,89.21525
60.5937,106.208125,72.19555,89.2982
60.6078,106.212425,72.254775,89.336125
60.628575,106.21705,72.285425,89.36365
60.6455,106.2228,72.333825,89.3932
60.671875,106.2396,72.36795,89.4204
60.69565,106.251025,72.4138,89.4291
60.72305,106.25745,72.427775,89.44305
60.755275,106.267275,72.473575,89.510925
60.79125,106.28355,72.52915,89.5439
60.840825,106.291125,72.554525,89.567925
