SPK_SPKC01a (late excitation),SPK_SPKC01b (excited),SPK_SPKC04a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC08b (inhibited),SPK_SPKC09a (excited)
203.242175,2256.26395,2150.960025,971.548875,1716.3067,
203.277125,2256.3209,2150.994825,971.67095,1716.33315,
203.278675,2256.3585,2151.058725,971.71425,1716.393225,
203.283925,2256.395225,2151.162075,971.77675,1716.692125,
203.292175,2256.51285,2151.25515,971.85255,1716.811475,
203.29535,2256.5441,2151.298325,972.016975,1716.9431,
203.325675,2256.5595,2151.330375,972.11525,1716.9752,
203.358825,2256.60935,2151.3891,972.235225,1716.9909,
203.3618,2256.656875,2151.5086,972.334,1717.039675,
203.380275,2256.69755,2151.57605,972.555975,1717.1487,
203.436725,2256.737425,2151.628425,972.6365,1717.771275,
203.444975,2256.776575,2151.655475,973.101225,1717.80895,
203.45355,2256.780025,2151.744325,973.24505,1717.83115,
203.4702,2256.823325,2151.784425,973.440025,1717.9309,
203.483875,2256.897075,2151.850375,973.551975,1718.01605,
203.486875,2256.9355,2151.940725,973.629275,1718.218675,
203.4951,2256.976275,2152.062675,973.77065,1718.588625,
203.503525,2257.016625,2152.119775,973.840875,1718.75545,
203.520025,2257.055375,2152.22425,973.974525,1718.8286,
203.5256,2257.0913,2152.28965,974.0758,1718.867675,
203.56195,2257.146525,2152.294675,974.15995,1719.27965,
203.595075,2257.25485,2152.3969,974.210275,1719.386925,
203.61175,2257.3366,2152.475925,974.2272,1719.4089,
203.613925,2257.4138,2152.6685,974.40785,1719.62715,
203.620175,2257.457575,2152.742075,974.495725,1719.8756,
203.628225,2257.495975,2152.87385,974.716375,1719.9402,
203.634,2257.575975,2152.933825,974.737575,1720.0744,
203.635675,2257.612125,2153.043275,974.769775,1720.56935,
203.678225,2257.653525,2153.15705,974.80585,1720.835725,
203.683975,2257.723475,2153.3796,974.882175,1720.942275,
203.7173,2257.7582,2153.4167,974.9354,1721.13515,
203.728375,2257.795125,2153.514375,975.006175,1721.1999,
203.7368,2257.8395,2153.7167,975.0489,1721.226875,
203.742225,2257.914625,2153.798975,975.1245,1721.528325,
203.767275,2257.946175,2153.832625,975.2011,1721.945525,
203.792025,2257.9856,2153.96,975.2825,1721.971425,
203.7952,2258.027575,2154.042475,975.3676,1722.53995,
203.811525,2258.068675,2154.14325,975.5155,1722.627625,
203.853425,2258.099725,2154.170025,975.583975,1722.861225,
203.87835,2258.166725,2154.211925,975.648675,1722.88725,
203.895,2258.208675,2154.270725,975.711925,1723.023525,
203.93375,2258.281525,2154.326975,975.7845,1723.06935,
203.96165,2258.3593,2154.458425,975.8569,1723.196925,
203.99285,2258.445275,2154.478225,975.917375,1723.22925,
204.0088,2258.484125,2154.504625,975.9993,1723.2765,
204.025475,2258.51815,2154.52465,976.04925,1723.494475,
204.04495,2258.59145,2154.545575,976.127075,1723.7821,
204.053375,2258.668125,2154.55545,976.2464,1723.85275,
204.1616,2258.706075,2154.588175,976.31385,1723.913875,
204.186675,2258.74375,2154.596325,976.7344,1724.24825,
204.225425,2258.8567,2154.64215,976.812475,1724.2674,
204.236675,2258.9291,2154.673275,976.940925,1724.361925,
204.294875,2258.9699,2154.7452,977.067525,1724.474925,
204.344875,2259.0675,2154.795375,977.248325,1724.671475,
204.350475,2259.10265,2154.871275,977.316675,1724.851075,
204.386625,2259.25645,2154.9227,977.417675,1724.896875,
204.4033,2259.373625,2154.955675,977.471875,1724.962325,
204.42535,2259.4476,2155.01195,977.7036,1725.049575,
204.478175,2259.524875,2155.075375,977.756175,1725.105925,
204.5199,2259.6369,2155.1097,977.812425,1725.1472,
204.541825,2259.678175,2155.171775,977.8145,1725.183175,
204.561475,2259.701725,2155.211675,977.9245,1725.387475,
204.5699,2259.85315,2155.27025,978.00295,1725.4167,
204.628125,2259.956675,2155.358825,978.088275,1725.620225,
204.6337,2260.000225,2155.3927,978.129475,1725.668825,
204.641975,2260.077725,2155.456275,978.15645,1725.78295,
204.644775,2260.15115,2155.52215,978.21945,1725.8302,
204.653025,2260.1905,2155.5834,978.3184,1725.8914,
204.668725,2260.2238,2155.643175,978.534325,1725.976075,
204.68655,2260.2566,2155.71775,978.7309,1726.096325,
204.69195,2260.329075,2155.780225,978.807375,1726.1505,
204.7779,2260.363475,2155.8527,978.91865,1726.266,
204.79475,2260.402175,2155.904,979.012525,1726.78075,
204.81985,2260.444675,2155.96525,979.1073,1726.808375,
204.8279,2260.5544,2156.025925,979.3307,1726.993975,
204.844575,2260.58815,2156.0339,979.592425,1727.244475,
204.87805,2260.6283,2156.0666,979.64735,1727.488225,
204.9447,2260.66685,2156.10925,979.69995,1727.799625,
204.961375,2260.740675,2156.1587,979.7608,1727.848275,
204.978025,2260.815775,2156.219475,979.8242,1727.972125,
204.98645,2260.856575,2156.3588,979.9061,1728.183325,
204.9947,2260.902,2156.4298,980.128825,1728.39875,
205.041675,2260.9845,2156.465125,980.2209,1728.455425,
205.1085,2261.020475,2156.508425,980.543125,1728.709625,
205.1418,2261.09235,2156.5519,980.666475,1728.932825,
205.1433,2261.16075,2156.6195,980.869875,1728.97055,
205.14465,2261.2679,2156.687975,980.8955,1728.9968,
205.177975,2261.305925,2156.7321,980.97535,1729.01045,
205.194625,2261.458575,2156.779925,981.0568,1729.044075,
205.23355,2261.49095,2156.838125,981.16395,1729.24375,
205.23655,2261.52645,2156.963175,981.2205,1729.42145,
205.2502,2261.59735,2157.019525,981.28335,1729.447,
205.25845,2261.6952,2157.08375,981.340125,1729.5182,
205.26085,2261.773275,2157.125625,981.417225,1729.600225,
205.2697,2261.81525,2157.191475,981.480875,1729.638975,
205.28635,2261.851375,2157.260425,981.530525,1730.157925,
205.2916,2261.918725,2157.34475,981.6149,1730.363975,
205.2934,2261.9896,2157.426725,982.049775,1730.39615,
205.294775,2262.027075,2157.482125,982.1271,1730.669675,
205.35825,2262.144175,2157.529975,982.249225,1730.732225,
205.3779,2262.1799,2157.59825,982.77095,1730.904375,
205.41965,2262.216325,2157.6635,982.9705,1730.9732,
205.452975,2262.24785,2157.72665,983.04335,1731.0075,
205.5112,2262.330175,2157.76625,983.054,1731.267325,
205.5242,2262.368025,2157.834075,983.13075,1731.3726,
205.5363,2262.405725,2157.897425,983.204525,1732.42655,
205.561025,2262.4805,2158.001925,983.346175,1732.5219,
205.57785,2262.510475,2158.042975,983.718725,1732.649,
205.586275,2262.738575,2158.1487,983.9467,1732.672825,
205.591675,2262.817775,2158.163225,984.015275,1733.0003,
205.5947,2262.8562,2158.20435,984.113325,1733.240525,
205.60835,2262.893675,2158.264725,984.17275,1733.3766,
205.61135,2262.931425,2158.3758,984.4541,1733.513025,
205.6196,2263.008325,2158.510375,984.534025,1733.60485,
205.6347,2263.042975,2158.55295,984.593375,1733.633525,
205.6415,2263.19605,2158.5839,984.66025,1733.833525,
205.6529,2263.26785,2158.66605,984.7491,1734.043425,
205.66115,2263.3513,2158.71145,984.9427,1734.167725,
205.6696,2263.42555,2158.861625,985.004475,1734.408175,
205.68625,2263.492725,2158.91695,985.097925,1734.67285,
205.6999,2263.650475,2158.979875,985.17925,1734.9091,
205.731675,2263.68995,2159.161775,985.266725,1734.910675,
205.74445,2263.722075,2159.232425,985.408425,1734.965275,
205.766725,2263.7633,2159.3545,985.485975,1734.99835,
205.774975,2263.799525,2159.418125,985.603925,1735.348275,
205.777625,2263.95075,2159.458325,985.681725,1735.358625,
205.808125,2263.991025,2159.551525,985.838525,1736.134675,
205.833375,2264.029725,2159.606,985.9774,1736.194075,
205.84445,2264.191575,2159.6795,986.078325,1736.25425,
205.852875,2264.231625,2159.706275,986.177275,1736.68645,
205.894425,2264.342575,2159.8046,986.2551,1736.78585,
205.936175,2264.408525,2159.83995,986.272425,1736.862275,
205.944425,2264.44805,2159.873775,986.314525,1736.933875,
205.949625,2264.49145,2159.97635,986.396175,1736.97025,
205.95355,2264.571475,2160.084525,986.45105,1736.994775,
205.95825,2264.60685,2160.156075,986.501175,1737.10155,
206.061075,2264.726725,2160.232925,986.593125,1737.1466,
206.077875,2264.765175,2160.3227,986.657875,1737.165225,
206.102775,2264.842275,2160.366625,986.796575,1737.224925,
206.1277,2264.905625,2160.450375,986.9107,1737.32505,
206.152625,2264.982975,2160.51995,987.00025,1737.591875,
206.209625,2265.17025,2160.5666,987.0674,1737.6388,
206.216575,2265.21055,2160.624975,987.1467,1738.66095,
206.235925,2265.283,2160.68025,987.219275,1738.687925,
206.2415,2265.355025,2160.770025,987.35265,1739.0625,
206.310975,2265.39195,2160.87735,987.47135,1739.239875,
206.31825,2265.460825,2160.972,987.5438,1739.4025,
206.32625,2265.4925,2161.059725,987.710125,1739.4576,
206.369375,2265.57925,2161.11265,987.7836,1739.7594,
206.410975,2265.59225,2161.18865,987.839975,1739.850425,
206.451525,2265.607675,2161.29395,988.138975,1740.219425,
206.4776,2265.64795,2161.3002,988.349625,1740.25085,
206.483175,2265.6865,2161.366975,988.62875,1740.745725,
206.53315,2265.80765,2161.53365,988.685675,1740.811175,
206.541575,2265.963125,2161.6454,988.966125,1740.931475,
206.54965,2265.99795,2161.820725,989.032375,1741.7098,
206.558075,2266.03935,2161.90155,989.109225,1742.635375,
206.577575,2266.07535,2161.984675,989.234975,1742.807975,
206.599825,2266.146875,2162.10945,989.398425,1742.940075,
206.610875,2266.182325,2162.249775,989.4704,1743.17365,
206.62455,2266.2548,2162.313175,989.575575,1743.4029,
206.627375,2266.277225,2162.327275,989.643325,1743.47365,
206.70245,2266.3305,2162.378775,989.6983,1743.560075,
206.720225,2266.410275,2162.6189,989.7584,1743.594525,
206.73575,2266.5671,2162.6729,989.84485,1743.6423,
206.757825,2266.6063,2162.82855,990.022425,1743.6698,
206.76085,2266.683375,2162.896175,990.112475,1744.0595,
206.79975,2266.72475,2162.983025,990.16535,1744.129425,
206.8608,2266.80255,2163.125375,990.233325,1744.176625,
206.874475,2266.813775,2163.349725,990.25175,1744.241025,
206.90815,2266.836025,2163.5505,990.27215,1744.45645,
206.983025,2266.874475,2163.667275,990.33255,1744.485875,
207.007775,2266.99055,2163.81775,990.379025,1744.7237,
207.010775,2267.066075,2163.845175,990.485775,1745.13385,
207.06275,2267.16785,2163.877275,990.56325,1745.1914,
207.066325,2267.2066,2163.950825,990.6347,1745.615375,
207.069375,2267.2789,2164.05065,990.7294,1745.9457,
207.0911,2267.350825,2164.19345,990.7974,1746.11785,
207.1025,2267.479225,2164.340025,990.881875,1746.224725,
207.14405,2267.5125,2164.399525,990.95785,1746.35865,
207.152475,2267.555825,2164.491925,991.040925,1746.388425,
207.17755,2267.69495,2164.5713,991.10765,1746.425275,
207.260525,2267.827775,2164.5764,991.19705,1746.723475,
207.27735,2268.030525,2164.702625,991.3071,1746.763625,
207.282775,2268.1146,2164.7866,991.495675,1746.7991,
207.294,2268.15545,2164.872575,991.5753,1746.817,
207.30225,2268.190075,2165.001625,991.74565,1746.81835,
207.33575,2268.2621,2165.1054,991.798175,1746.82675,
207.341175,2268.300275,2165.166475,991.881375,1746.923375,
207.41905,2268.33875,2165.23215,991.9551,1746.949275,
207.4273,2268.4098,2165.3571,992.00995,1747.30075,
207.442975,2268.484625,2165.36225,992.080475,1747.389025,
207.443975,2268.5556,2165.450775,992.163125,1747.803175,
207.469075,2268.597775,2165.4573,992.209425,1748.023325,
207.47715,2268.631975,2165.52515,992.2665,1748.101,
207.5271,2268.67225,2165.557225,992.349,1748.12415,
207.5411,2268.715275,2165.59715,992.422475,1748.1838,
207.543775,2268.874375,2165.67185,992.48115,1748.459825,
207.560425,2268.991925,2165.7794,992.54985,1748.563875,
207.5855,2269.116575,2165.868725,992.621325,1748.85705,
207.593925,2269.142475,2165.9506,992.7088,1748.8937,
207.599525,2269.164625,2166.1155,992.79575,1749.451275,
207.657575,2269.1909,2166.31345,992.9406,1749.6302,
207.669,2269.231925,2166.40325,993.012625,1749.81255,
207.694075,2269.31065,2166.470025,993.095,1749.9912,
207.702325,2269.346,2166.59145,993.10425,1750.087925,
207.71055,2269.378125,2166.75325,993.309325,1750.121275,
207.752325,2269.4202,2166.8167,993.39955,1750.284375,
207.764075,2269.52995,2166.916925,993.6021,1750.297875,
207.790875,2269.547725,2167.022425,993.67665,1750.3246,
207.793875,2269.564525,2167.1075,993.825825,1750.427575,
207.80375,2269.5838,2167.37365,993.97785,1750.5654,
207.806925,2269.605825,2167.435575,994.034575,1750.67975,
207.818775,2269.631875,2167.481825,994.06205,1750.833625,
207.849425,2269.6578,2167.510625,994.178925,1751.132325,
207.880675,2269.684675,2167.545225,994.722675,1751.488625,
207.9161,2269.752125,2167.63675,995.569925,1751.5436,
207.918725,2269.78515,2167.679525,995.63555,1751.8541,
207.92415,2269.87755,2167.6856,995.679175,1752.07775,
207.9605,2270.010575,2167.7304,995.75405,1752.0792,
207.990975,2270.0462,2167.858025,995.949525,1752.146925,
207.99925,2270.13095,2167.929075,996.043925,1752.2044,
208.049175,2270.14945,2168.1251,996.0848,1752.28755,
208.057625,2270.187,2168.190475,996.15305,1752.5785,
208.093775,2270.241125,2168.25795,996.282075,1752.990175,
208.11885,2270.256525,2168.3023,996.336525,1753.28165,
208.14375,2270.2907,2168.379325,996.597225,1753.324575,
208.19375,2270.3307,2168.407025,996.643075,1753.853075,
208.243725,2270.397825,2168.464875,996.820925,1753.984175,
208.2493,2270.431075,2168.508825,996.884375,1754.119025,
208.273475,2270.469375,2168.559425,997.016325,1754.1575,
208.32565,2270.541225,2168.65895,997.199875,1754.23645,
208.39085,2270.57905,2168.76805,997.262975,1754.37965,
208.41035,2270.70105,2168.888675,997.349,1754.418175,
208.4188,2270.776025,2169.0321,997.724575,1754.461575,
208.443675,2270.81195,2169.086275,997.767975,1754.517325,
208.4521,2270.84705,2169.165875,997.8705,1754.558475,
208.457325,2270.919525,2169.2343,997.92585,1754.77655,
208.474175,2271.0242,2169.32655,998.13045,1754.933375,
208.4908,2271.064125,2169.386375,998.19565,1754.984325,
208.510325,2271.096675,2169.38915,998.514325,1755.01265,
208.5992,2271.13805,2169.431025,998.57235,1755.50445,
208.627125,2271.1703,2169.490075,998.641875,1755.52335,
208.660125,2271.2069,2169.544,998.711525,1755.5946,
208.6842,2271.26135,2169.6146,998.80465,1755.65155,
208.702025,2271.30255,2169.68015,998.871875,1755.824675,
208.715825,2271.332375,2169.767925,998.96285,1756.095525,
208.752,2271.40895,2169.828725,999.02405,1756.195025,
208.7574,2271.5187,2169.86305,999.1431,1756.423425,
208.768675,2271.5959,2169.933675,999.2231,1756.655375,
208.801825,2271.635875,2169.965575,999.332425,1756.777075,
208.8074,2271.71495,2170.1708,999.4092,1757.0335,
208.818625,2271.749925,2170.2334,999.49905,1757.058525,
208.8323,2271.790225,2170.29225,999.61035,1757.09515,
208.865,2271.82515,2170.552775,999.72495,1757.165125,
208.885275,2271.855275,2170.58575,999.779625,1757.363575,
208.893525,2271.8912,2170.648425,999.84535,1757.395425,
208.95735,2272.269575,2170.79625,1000.023975,1757.457275,
208.99065,2272.301525,2170.883375,1000.243825,1757.676375,
209.06575,2272.378525,2170.930025,1000.346825,1758.06845,
209.0738,2272.415075,2170.987675,1000.52675,1758.3323,
209.09345,2272.4506,2171.04225,1000.6553,1758.354075,
209.102375,2272.488025,2171.084825,1000.752125,1758.413925,
209.110125,2272.6387,2171.177875,1000.83305,1758.613675,
209.115525,2272.713825,2171.262225,1000.908675,1758.649825,
209.176775,2272.7496,2171.350525,1000.96865,1759.09105,
209.22675,2272.7919,2171.49265,1001.090675,1759.20495,
209.229925,2272.836125,2171.542025,1001.15455,1759.2637,
209.2406,2272.8711,2171.61165,1001.24085,1759.31375,
209.30725,2272.912825,2171.7541,1001.303775,1759.404525,
209.3099,2272.951725,2171.799775,1001.378275,1759.47455,
209.392,2272.992275,2171.87825,1001.4358,1759.6685,
209.440525,2273.027325,2171.912925,1001.52205,1759.7737,
209.476875,2273.066575,2171.9309,1002.070075,1760.06125,
209.493325,2273.1031,2172.00505,1002.3171,1760.356025,
209.526675,2273.14075,2172.054575,1002.497575,1760.805225,
209.611625,2273.182875,2172.125975,1002.7007,1760.983625,
209.643125,2273.191475,2172.223275,1002.8417,1761.1288,
209.6487,2273.2989,2172.28095,1002.86265,1761.6695,
209.676625,2273.33865,2172.34245,1002.999675,1761.86135,
209.715525,2273.372775,2172.375625,1003.06745,1762.212775,
209.743275,2273.419475,2172.4176,1003.17275,1762.32745,
209.776575,2273.49965,2172.502925,1003.242225,1762.444775,
209.78765,2273.537025,2172.602425,1003.32705,1762.70485,
209.818325,2273.77715,2172.68655,1003.57805,1762.856925,
209.8599,2273.809975,2172.7283,1003.6172,1762.902775,
209.881525,2273.851425,2172.7921,1003.6858,1762.9433,
209.90165,2273.893225,2172.799825,1004.232425,1763.011075,
209.9099,2273.9372,2172.870425,1004.3906,1763.1154,
209.918125,2274.348975,2172.9153,1004.584375,1763.16485,
209.940375,2274.490625,2173.1186,1004.710125,1763.846625,
209.9488,2274.6396,2173.218425,1004.770975,1763.8866,
209.9765,2274.681575,2173.29825,1005.101925,1764.0283,
210.0016,2274.75685,2173.356325,1005.171775,1764.628925,
210.017025,2274.7951,2173.438575,1005.23315,1764.7305,
210.023675,2274.912475,2173.484875,1005.5045,1764.80705,
210.0265,2275.058425,2173.527825,1005.656275,1765.0356,
210.098725,2275.164375,2173.570375,1005.836525,1765.294675,
210.101575,2275.3261,2173.639075,1005.8779,1765.411,
210.118075,2275.353275,2173.727325,1005.984225,1765.476975,
210.123475,2275.4007,2173.780125,1006.0969,1765.6023,
210.126475,2275.478275,2173.858325,1006.3881,1765.75185,
210.140125,2275.513375,2173.9097,1006.45835,1765.8818,
210.156575,2275.54925,2173.99115,1006.571275,1766.557125,
210.1849,2275.62875,2174.0395,1006.681975,1766.591425,
210.192975,2275.7398,2174.104975,1006.7368,1766.73625,
210.20695,2275.778025,2174.16225,1006.7859,1766.806675,
210.25975,2275.816375,2174.21495,1006.815975,1766.836975,
210.26535,2275.853425,2174.349075,1006.961475,1767.4407,
210.2985,2275.932875,2174.406675,1007.006125,1767.4839,
210.309925,2275.998575,2174.46965,1007.233975,1767.565175,
210.332,2276.034225,2174.489075,1007.34145,1767.708675,
210.4097,2276.074675,2174.5495,1007.4272,1767.751625,
210.418125,2276.145675,2174.669475,1007.50125,1767.8784,
210.4553,2276.180325,2174.75745,1007.55365,1768.128625,
210.473725,2276.28935,2174.8926,1007.564825,1768.226125,
210.47745,2276.328075,2174.949025,1007.69855,1768.277725,
210.52615,2276.362975,2175.007575,1007.767575,1768.599625,
210.53085,2276.39465,2175.080375,1007.85065,1768.818175,
210.543175,2276.433275,2175.12895,1007.961725,1769.1443,
210.559525,2276.468575,2175.217875,1008.02275,1769.448475,
210.593175,2276.565325,2175.32055,1008.07835,1769.485975,
210.642975,2276.605025,2175.394625,1008.1856,1769.670575,
210.648375,2276.715025,2175.53345,1008.273525,1769.819275,
210.665225,2276.754275,2175.595525,1008.38915,1770.13215,
210.68995,2276.832325,2175.6728,1008.494225,1775.890275,
210.692975,2276.908425,2175.7388,1008.585925,1793.232,
210.75135,2276.995575,2175.762625,1008.66375,1799.055725,
210.7929,2277.03645,2175.902225,1008.746675,1800.10535,
210.80135,2277.081025,2176.00455,1008.874125,1805.384725,
210.815175,2277.1932,2176.06825,1008.9224,1805.988125,
210.826275,2277.269725,2176.1267,1009.0151,1806.982875,
210.868,2277.349275,2176.16705,1009.115025,1807.245575,
210.88185,2277.38145,2176.2331,1009.17435,1808.678275,
210.9234,2277.42615,2176.270725,1009.422475,1808.745325,
210.94305,2277.468175,2176.3142,1009.498825,1810.293925,
210.970125,2277.50695,2176.390075,1009.62515,1814.447375,
210.973375,2277.575975,2176.453075,1010.0376,1815.7044,
210.984625,2277.620175,2176.488325,1010.064425,1818.606975,
211.009525,2277.700775,2176.566575,1010.146575,1818.698125,
211.017775,2277.744425,2176.672575,1010.519,1819.066475,
211.04,2277.9548,2176.771,1010.695175,1821.179425,
211.042675,2277.989125,2176.87035,1010.7901,1822.72515,
211.04825,2278.02705,2176.9126,1010.916,1825.0132,
211.0595,2278.065,2176.9494,1011.4202,1825.666825,
211.076175,2278.1034,2177.0096,1011.59185,1826.1719,
211.092675,2278.14255,2177.051875,1011.662025,1826.4224,
211.134575,2278.179275,2177.1149,1011.7554,1827.397575,
211.14,2278.208075,2177.18975,1011.81345,1827.639275,
211.15665,2278.259125,2177.2612,1011.862425,1828.19815,
211.1679,2278.29095,2177.392725,1012.262,1828.518525,
211.1733,2278.4359,2177.474,1012.32195,1829.985825,
211.201025,2278.5085,2177.60645,1012.414375,1830.72815,
211.226125,2278.54555,2177.696125,1012.5112,1830.77035,
211.2815,2278.584525,2177.822675,1012.810375,1831.6347,
211.289925,2278.615825,2177.873175,1012.8843,1831.9624,
211.309425,2278.6571,2177.94795,1012.9627,1831.985175,
211.31485,2278.69545,2177.995875,1013.2383,1832.00715,
211.359425,2278.77095,2178.0445,1013.519725,1834.2036,
211.365,2278.84305,2178.088525,1013.722125,1834.296175,
211.37625,2278.91925,2178.136525,1013.852475,1834.364875,
211.40655,2279.1427,2178.20145,1013.968025,1834.582675,
211.4094,2279.21005,2178.367275,1014.086675,1834.759175,
211.4399,2279.292175,2178.509425,1014.125025,1835.18375,
211.442525,2279.426775,2178.600775,1014.1843,1835.234625,
211.45095,2279.506625,2178.6944,1014.23325,1835.2748,
211.464975,2279.588,2178.871375,1014.4957,1835.56885,
211.514775,2279.663875,2178.9607,1014.587775,1836.5056,
211.517775,2279.7,2179.017075,1014.986075,1836.8166,
211.5232,2279.73485,2179.0568,1015.13265,1837.091975,
211.573175,2279.779925,2179.147075,1015.18445,1837.2049,
211.576,2279.81835,2179.191825,1015.387,1837.378475,
211.600925,2279.8529,2179.235025,1015.737675,1837.412775,
211.626,2279.924575,2179.24865,1016.06,1839.227325,
211.6344,2279.961825,2179.3573,1016.0694,1839.290125,
211.7007,2280.039375,2179.4672,1016.28625,1839.51125,
211.7093,2280.1103,2179.506325,1016.387225,1839.63555,
211.734375,2280.145175,2179.54115,1016.4156,1839.9681,
211.7426,2280.186175,2179.632825,1016.4384,1840.0773,
211.800025,2280.30285,2179.7222,1016.517925,1840.555575,
211.809275,2280.33275,2179.7787,1016.633275,1840.743475,
211.83435,2280.530075,2179.86335,1016.6928,1842.048325,
211.842575,2280.5657,2179.919775,1016.86795,1842.141825,
211.84985,2280.6017,2180.0165,1016.884525,1842.499025,
211.85925,2280.67705,2180.06845,1016.9171,1842.618325,
211.948125,2280.70895,2180.13565,1016.97675,1842.9426,
211.975875,2280.75245,2180.251975,1017.031325,1842.982475,
212.00905,2280.79525,2180.3118,1017.2821,1843.2788,
212.014625,2280.82895,2180.4244,1017.768025,1843.42205,
212.017625,2280.905725,2180.467275,1017.801675,1843.688125,
212.0343,2280.946725,2180.65495,1017.82465,1844.097475,
212.100925,2280.981675,2180.698825,1017.9028,1844.1559,
212.107775,2281.01465,2180.7337,1017.9281,1844.447875,
212.1644,2281.093775,2180.781075,1018.003825,1844.767675,
212.225975,2281.13325,2180.8594,1018.048975,1844.901625,
212.234225,2281.167875,2180.902625,1018.06695,1845.57315,
212.24245,2281.2074,2181.0062,1018.1131,1845.9244,
212.284025,2281.244625,2181.0637,1018.1222,1846.126775,
212.29245,2281.285375,2181.081,1018.287325,1846.4281,
212.30085,2281.3275,2181.33055,1018.338225,1846.55345,
212.3145,2281.4408,2181.335825,1018.408175,1847.226925,
212.342425,2281.48125,2181.4154,1018.4768,1847.271125,
212.345575,2281.5635,2181.441475,1018.528075,1847.3015,
212.3561,2281.599525,2181.507225,1018.618975,1847.99505,
212.35925,2281.677325,2181.57805,1018.667125,1848.2122,
212.381175,2281.71075,2181.68815,1018.7508,1848.440575,
212.398,2281.74825,2181.749175,1018.814875,1848.62355,
212.417475,2281.7937,2181.774925,1018.882175,1849.091625,
212.425725,2281.822525,2181.843725,1018.9568,1849.926425,
212.441,2281.86105,2181.92365,1019.03845,1850.6497,
212.464625,2281.895225,2182.0233,1019.0816,1851.291525,
212.4759,2281.972,2182.08995,1019.149425,1851.464775,
212.481125,2282.009825,2182.145925,1019.20545,1852.127575,
212.5008,2282.04905,2182.198275,1019.351375,1852.38055,
212.5173,2282.1228,2182.268125,1019.412475,1852.760525,
212.522875,2282.197775,2182.341975,1019.4914,1853.403275,
212.525875,2282.229125,2182.4197,1019.5698,1853.618325,
212.534125,2282.267275,2182.53295,1019.72585,1853.9879,
212.547975,2282.417675,2182.53755,1019.797075,1854.3697,
212.5841,2282.5645,2182.609825,1019.870525,1855.186775,
212.7423,2282.602225,2182.74665,1019.980325,1855.949575,
212.755975,2282.6327,2182.8273,1020.0613,1855.977025,
212.774425,2282.66875,2182.921025,1020.162,1856.04385,
212.8007,2282.754375,2182.97195,1020.230075,1856.785625,
212.82545,2282.786325,2183.03795,1020.31565,1856.9262,
212.847875,2282.82385,2183.100775,1020.430825,1857.209275,
212.8505,2282.952,2183.222875,1020.551625,1857.356425,
212.8726,2283.025275,2183.3088,1020.714175,1857.650275,
212.88925,2283.056525,2183.35455,1020.78545,1857.912725,
213.008875,2283.091775,2183.391225,1021.3811,1858.020375,
213.0587,2283.154525,2183.4833,1021.4721,1858.177325,
213.0673,2283.193525,2183.54315,1021.79005,1858.43095,
213.10585,2283.2956,2183.62605,1021.876425,1858.677875,
213.114275,2283.331275,2183.73875,1021.94835,1859.0252,
213.1257,2283.402025,2183.814475,1022.04225,1859.6517,
213.1311,2283.43355,2183.878425,1022.10485,1859.811825,
213.142175,2283.47375,2183.962375,1022.13665,1860.515075,
213.19235,2283.507275,2184.028975,1022.3593,1860.56185,
213.208825,2283.5463,2184.10345,1022.427825,1860.720375,
213.2255,2283.58055,2184.194525,1022.47955,1860.903675,
213.242325,2283.659075,2184.252475,1022.572625,1861.190375,
213.2504,2283.689925,2184.3817,1022.6898,1861.340625,
213.27545,2283.775675,2184.491075,1022.84975,1861.41695,
213.29555,2283.810875,2184.546375,1023.0653,1861.481625,
213.3172,2283.8947,2184.600225,1023.129525,1861.827125,
213.347725,2283.92855,2184.676425,1023.5977,1862.03585,
213.375425,2283.964725,2184.7621,1023.6611,1862.54235,
213.38385,2284.086025,2184.897675,1023.781525,1862.861925,
213.442075,2284.120275,2184.94465,1023.866925,1863.010175,
213.45875,2284.158775,2185.007325,1023.928525,1863.0287,
213.508725,2284.19545,2185.07145,1023.979425,1863.0502,
213.517125,2284.280525,2185.135175,1024.026575,1863.392875,
213.5254,2284.321425,2185.201525,1024.073675,1863.545825,
213.555875,2284.3632,2185.2759,1024.135975,1864.134125,
213.55855,2284.4436,2185.333325,1024.276025,1864.191825,
213.575375,2284.482375,2185.409425,1024.544275,1864.230175,
213.5808,2284.558325,2185.470425,1024.753375,1864.3255,
213.6171,2284.5948,2185.57745,1025.2699,1864.680525,
213.622525,2284.6316,2185.7055,1025.36585,1864.763375,
213.63095,2284.678475,2185.75835,1025.44425,1864.991225,
213.725325,2284.71495,2185.8511,1025.6692,1865.18585,
213.758625,2284.801375,2185.929725,1025.906725,1865.440725,
213.788975,2284.995725,2185.988925,1025.96905,1865.630175,
213.81705,2285.071175,2186.0481,1025.9876,1866.005625,
213.825125,2285.109175,2186.13545,1026.0693,1866.302125,
213.8307,2285.11105,2186.212125,1026.1573,1866.3333,
213.8337,2285.145725,2186.287675,1026.2611,1866.758025,
213.842125,2285.184475,2186.397175,1026.399975,1866.89075,
213.888925,2285.265925,2186.463025,1026.655375,1867.050225,
213.9084,2285.338975,2186.54125,1026.6717,1867.15825,
213.941925,2285.4102,2186.591575,1026.717675,1867.824825,
214.0003,2285.481675,2186.643375,1026.909575,1867.9271,
214.0254,2285.596425,2186.78055,1027.0229,1867.946325,
