SPK_SPKC01a (late excitation),SPK_SPKC01b (excited),SPK_SPKC04a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC08b (inhibited),SPK_SPKC09a (excited)
1040.4455,,,,,
1040.465325,,,,,
1040.49865,,,,,
1040.523575,,,,,
1040.5623,,,,,
1040.587025,,,,,
1040.598275,,,,,
1040.606875,,,,,
1040.637175,,,,,
1040.681775,,,,,
1040.68735,,,,,
1040.706675,,,,,
1040.71505,,,,,
1040.720675,,,,,
1040.73715,,,,,
1040.740175,,,,,
1040.745575,,,,,
1040.865025,,,,,
1040.89535,,,,,
1040.90675,,,,,
1040.92885,,,,,
1040.9539,,,,,
1040.987225,,,,,
1041.03165,,,,,
1041.1067,,,,,
1041.12875,,,,,
1041.137175,,,,,
1041.148075,,,,,
1041.198225,,,,,
1041.203825,,,,,
1041.2063,,,,,
1041.2205,,,,,
1041.228725,,,,,
1041.23155,,,,,
1041.239975,,,,,
1041.2454,,,,,
1041.262025,,,,,
1041.264675,,,,,
1041.270125,,,,,
1041.2982,,,,,
1041.328675,,,,,
1041.36835,,,,,
1041.37325,,,,,
1041.381475,,,,,
1041.389925,,,,,
1041.406575,,,,,
1041.44515,,,,,
1041.461975,,,,,
1041.489875,,,,,
1041.53985,,,,,
1041.548075,,,,,
1041.564775,,,,,
1041.65365,,,,,
1041.69805,,,,,
1041.728525,,,,,
1041.739625,,,,,
1041.810725,,,,,
1041.81465,,,,,
1041.836925,,,,,
1041.84815,,,,,
1041.88955,,,,,
1041.89815,,,,,
1041.914625,,,,,
1041.922875,,,,,
1041.970025,,,,,
1041.97845,,,,,
1042.02845,,,,,
1042.039675,,,,,
1042.045075,,,,,
1042.111725,,,,,
1042.114375,,,,,
1042.13965,,,,,
1042.14505,,,,,
1042.311475,,,,,
1042.322875,,,,,
1042.328325,,,,,
1042.331125,,,,,
1042.356225,,,,,
1042.477475,,,,,
1042.5309,,,,,
1042.547525,,,,,
1042.56965,,,,,
1042.581,,,,,
1042.594675,,,,,
1042.6364,,,,,
1042.669925,,,,,
1042.7113,,,,,
1042.7643,,,,,
1042.78095,,,,,
1042.861425,,,,,
1042.9044,,,,,
1042.94755,,,,,
1042.9698,,,,,
1042.99735,,,,,
1043.003125,,,,,
1043.0058,,,,,
1043.01055,,,,,
1043.0726,,,,,
1043.111325,,,,,
1043.127825,,,,,
1043.13085,,,,,
1043.164125,,,,,
1043.205875,,,,,
1043.2641,,,,,
1043.280775,,,,,
1043.314275,,,,,
1043.3281,,,,,
1043.3779,,,,,
1043.3974,,,,,
1043.422475,,,,,
1043.464025,,,,,
1043.46945,,,,,
1043.480675,,,,,
1043.497375,,,,,
1043.530675,,,,,
1043.564175,,,,,
1043.58065,,,,,
1043.601325,,,,,
1043.73885,,,,,
1043.752875,,,,,
1043.77235,,,,,
1043.814575,,,,,
1043.900725,,,,,
1043.93895,,,,,
1043.9746,,,,,
1043.9777,,,,,
1043.99435,,,,,
1044.0056,,,,,
1044.02765,,,,,
1044.038925,,,,,
1044.0624,,,,,
1044.063975,,,,,
1044.07765,,,,,
1044.138875,,,,,
1044.1722,,,,,
1044.202375,,,,,
1044.255525,,,,,
1044.26075,,,,,
1044.33865,,,,,
1044.3525,,,,,
1044.388775,,,,,
1044.397025,,,,,
1044.405125,,,,,
1044.4137,,,,,
1044.422925,,,,,
1044.445625,,,,,
1044.51065,,,,,
1044.530325,,,,,
1044.560825,,,,,
1044.5762,,,,,
1044.5859,,,,,
1044.630475,,,,,
1044.6552,,,,,
1044.669,,,,,
1044.688525,,,,,
1044.7441,,,,,
1044.780225,,,,,
1044.78565,,,,,
1044.88845,,,,,
1044.9051,,,,,
1044.9356,,,,,
1044.9551,,,,,
1044.98575,,,,,
1044.988575,,,,,
1045.005075,,,,,
1045.0384,,,,,
1045.0524,,,,,
1045.071725,,,,,
1045.102375,,,,,
1045.113425,,,,,
1045.168875,,,,,
1045.205175,,,,,
1045.235475,,,,,
1045.260575,,,,,
1045.371775,,,,,
1045.41335,,,,,
1045.435425,,,,,
1045.44385,,,,,
1045.448125,,,,,
1045.5049,,,,,
1045.512125,,,,,
1045.535575,,,,,
1045.543825,,,,,
1045.568675,,,,,
1045.605025,,,,,
1045.655025,,,,,
1045.693575,,,,,
1045.721675,,,,,
1045.78565,,,,,
1045.802125,,,,,
1045.804925,,,,,
1045.82705,,,,,
1045.876875,,,,,
1045.888275,,,,,
1045.904775,,,,,
1045.9549,,,,,
1045.960325,,,,,
1045.996675,,,,,
1046.004875,,,,,
1046.018725,,,,,
1046.076775,,,,,
1046.088175,,,,,
1046.185125,,,,,
1046.201975,,,,,
1046.210225,,,,,
1046.262875,,,,,
1046.3046,,,,,
1046.313025,,,,,
1046.3186,,,,,
1046.32685,,,,,
1046.335275,,,,,
1046.4463,,,,,
1046.4628,,,,,
1046.476825,,,,,
1046.5047,,,,,
1046.5461,,,,,
1046.55185,,,,,
1046.5796,,,,,
1046.588025,,,,,
1046.59625,,,,,
1046.60185,,,,,
1046.609225,,,,,
1046.6685,,,,,
1046.7099,,,,,
1046.9184,,,,,
1046.92945,,,,,
1046.9714,,,,,
1046.9877,,,,,
1047.00435,,,,,
1047.0461,,,,,
1047.08765,,,,,
1047.1099,,,,,
1047.168125,,,,,
1047.2211,,,,,
1047.243175,,,,,
1047.254425,,,,,
1047.25985,,,,,
1047.3209,,,,,
1047.4626,,,,,
1047.47925,,,,,
1047.529425,,,,,
1047.550475,,,,,
1047.5557,,,,,
1047.579075,,,,,
1047.58765,,,,,
1047.6876,,,,,
1047.7181,,,,,
1047.7213,,,,,
1047.7709,,,,,
1047.787575,,,,,
1047.793,,,,,
1047.8263,,,,,
1047.845975,,,,,
1047.895775,,,,,
1047.91805,,,,,
1047.937525,,,,,
1047.954175,,,,,
1047.9596,,,,,
1047.962425,,,,,
1047.963725,,,,,
1048.051325,,,,,
1048.07045,,,,,
1048.109575,,,,,
1048.1271,,,,,
1048.159225,,,,,
1048.162175,,,,,
1048.1955,,,,,
1048.259325,,,,,
1048.287375,,,,,
1048.295625,,,,,
1048.3123,,,,,
1048.342775,,,,,
1048.392775,,,,,
1048.4012,,,,,
1048.428925,,,,,
1048.437175,,,,,
1048.562425,,,,,
1048.57885,,,,,
1048.5873,,,,,
1048.5927,,,,,
1048.60395,,,,,
1048.620625,,,,,
1048.634275,,,,,
1048.6955,,,,,
1048.720575,,,,,
1048.726,,,,,
1048.742675,,,,,
1048.794275,,,,,
1048.803875,,,,,
1048.809125,,,,,
1048.812125,,,,,
1048.8258,,,,,
1048.828775,,,,,
1048.84565,,,,,
1048.89545,,,,,
1048.978725,,,,,
1048.992425,,,,,
1049.025925,,,,,
1049.0787,,,,,
1049.0843,,,,,
1049.12585,,,,,
1049.192325,,,,,
1049.200725,,,,,
1049.209,,,,,
1049.2204,,,,,
1049.23425,,,,,
1049.2509,,,,,
1049.25915,,,,,
1049.3037,,,,,
1049.309125,,,,,
1049.32035,,,,,
1049.34545,,,,,
1049.3507,,,,,
1049.352525,,,,,
1049.378575,,,,,
1049.386825,,,,,
1049.420325,,,,,
1049.55345,,,,,
1049.56185,,,,,
1049.595175,,,,,
1049.628675,,,,,
1049.68675,,,,,
1049.771,,,,,
1049.778275,,,,,
1049.817375,,,,,
1049.836875,,,,,
1050.02015,,,,,
1050.0282,,,,,
1050.07835,,,,,
1050.0952,,,,,
1050.10885,,,,,
1050.11165,,,,,
1050.128325,,,,,
1050.144825,,,,,
1050.158825,,,,,
1050.17815,,,,,
1050.21705,,,,,
1050.2283,,,,,
1050.242125,,,,,
1050.283875,,,,,
1050.292125,,,,,
1050.294775,,,,,
1050.320025,,,,,
1050.361575,,,,,
1050.4449,,,,,
1050.4533,,,,,
1050.458725,,,,,
1050.55745,,,,,
1050.636575,,,,,
1050.641825,,,,,
1050.693,,,,,
1050.73355,,,,,
1050.753025,,,,,
1050.76685,,,,,
1050.803025,,,,,
1050.817175,,,,,
1050.878075,,,,,
1050.919825,,,,,
1050.93365,,,,,
1050.961225,,,,,
1051.03645,,,,,
1051.06135,,,,,
1051.11975,,,,,
1051.1529,,,,,
1051.277925,,,,,
1051.350175,,,,,
1051.367125,,,,,
1051.391725,,,,,
1051.4084,,,,,
1051.425225,,,,,
1051.427875,,,,,
1051.4445,,,,,
1051.494725,,,,,
1051.549925,,,,,
1051.5529,,,,,
1051.5684,,,,,
1051.5915,,,,,
1051.608125,,,,,
1051.641625,,,,,
1051.677775,,,,,
1051.681575,,,,,
1051.694625,,,,,
1051.733025,,,,,
1051.75285,,,,,
1051.75825,,,,,
1051.791575,,,,,
1051.7944,,,,,
1051.835975,,,,,
1051.86005,,,,,
1051.861075,,,,,
1051.89435,,,,,
1051.91945,,,,,
1051.933275,,,,,
1051.94435,,,,,
1051.991525,,,,,
1052.07765,,,,,
1052.094475,,,,,
1052.108125,,,,,
1052.11095,,,,,
1052.116575,,,,,
1052.183,,,,,
1052.191425,,,,,
1052.209525,,,,,
1052.399775,,,,,
1052.4247,,,,,
1052.435925,,,,,
1052.458,,,,,
1052.4773,,,,,
1052.519225,,,,,
1052.541325,,,,,
1052.566375,,,,,
1052.585875,,,,,
1052.610775,,,,,
1052.62445,,,,,
1052.644125,,,,,
1052.66075,,,,,
1052.669,,,,,
1052.6746,,,,,
1052.71075,,,,,
1052.751175,,,,,
1052.7893,,,,,
1052.8023,,,,,
1052.9245,,,,,
1052.940025,,,,,
1052.944,,,,,
1052.954225,,,,,
1052.96085,,,,,
1052.974475,,,,,
1052.991125,,,,,
1053.010625,,,,,
1053.016225,,,,,
1053.043975,,,,,
1053.0911,,,,,
1053.10235,,,,,
1053.116,,,,,
1053.132675,,,,,
1053.135675,,,,,
1053.149525,,,,,
1053.160775,,,,,
1053.2272,,,,,
1053.266125,,,,,
1053.28265,,,,,
1053.29945,,,,,
1053.31035,,,,,
1053.327375,,,,,
1053.34925,,,,,
1053.368775,,,,,
1053.393825,,,,,
1053.39925,,,,,
1053.435425,,,,,
1053.477125,,,,,
1053.4908,,,,,
1053.532725,,,,,
1053.5384,,,,,
1053.56885,,,,,
1053.57445,,,,,
1053.61025,,,,,
1053.618825,,,,,
1053.627075,,,,,
1053.6576,,,,,
1053.66865,,,,,
1053.72405,,,,,
1053.72705,,,,,
1053.740875,,,,,
1053.74355,,,,,
1053.752125,,,,,
1053.768625,,,,,
1053.89385,,,,,
1053.999225,,,,,
1054.00205,,,,,
1054.010275,,,,,
1054.11865,,,,,
1054.132325,,,,,
1054.149,,,,,
1054.165825,,,,,
1054.2102,,,,,
1054.251975,,,,,
1054.268625,,,,,
1054.317475,,,,,
1054.36855,,,,,
1054.376825,,,,,
1054.382425,,,,,
1054.39905,,,,,
1054.4268,,,,,
1054.47395,,,,,
1054.515375,,,,,
1054.535,,,,,
1054.540575,,,,,
1054.57375,,,,,
1054.601825,,,,,
1054.610075,,,,,
1054.6185,,,,,
1054.6934,,,,,
1054.743375,,,,,
1054.773675,,,,,
1054.7765,,,,,
1054.79335,,,,,
1054.857175,,,,,
1054.86015,,,,,
1054.8654,,,,,
1054.86825,,,,,
1054.923625,,,,,
1054.96555,,,,,
1054.993275,,,,,
1055.026575,,,,,
1055.043075,,,,,
1055.098825,,,,,
1055.11815,,,,,
1055.123725,,,,,
1055.1932,,,,,
1055.201625,,,,,
1055.209875,,,,,
1055.2183,,,,,
1055.2779,,,,,
1055.306825,,,,,
1055.3098,,,,,
1055.311225,,,,,
1055.313525,,,,,
1055.32665,,,,,
1055.39295,,,,,
1055.4403,,,,,
1055.465325,,,,,
1055.4736,,,,,
1055.590225,,,,,
1055.6153,,,,,
1055.69005,,,,,
1055.694125,,,,,
1055.71975,,,,,
1055.75125,,,,,
1055.75685,,,,,
1055.7735,,,,,
1055.951,,,,,
1055.96485,,,,,
1055.973425,,,,,
1055.998525,,,,,
1056.001175,,,,,
1056.009575,,,,,
1056.040075,,,,,
1056.051325,,,,,
1056.0927,,,,,
1056.10955,,,,,
1056.1483,,,,,
1056.215075,,,,,
1056.22615,,,,,
1056.23175,,,,,
1056.24,,,,,
1056.24265,,,,,
1056.25125,,,,,
1056.292825,,,,,
1056.3233,,,,,
1056.3339,,,,,
1056.35945,,,,,
1056.3677,,,,,
1056.43995,,,,,
1056.452725,,,,,
1056.47325,,,,,
1056.526075,,,,,
1056.606375,,,,,
1056.692675,,,,,
1056.734225,,,,,
1056.748075,,,,,
1056.792475,,,,,
1056.903275,,,,,
1056.9231,,,,,
1056.9482,,,,,
1056.967675,,,,,
1057.006225,,,,,
1057.009225,,,,,
1057.017475,,,,,
1057.048125,,,,,
1057.07605,,,,,
1057.12585,,,,,
1057.1341,,,,,
1057.1676,,,,,
1057.217425,,,,,
1057.239675,,,,,
1057.25915,,,,,
1057.272825,,,,,
1057.29805,,,,,
1057.309125,,,,,
1057.3256,,,,,
1057.334025,,,,,
1057.39245,,,,,
1057.40085,,,,,
1057.4061,,,,,
1057.409075,,,,,
1057.497975,,,,,
1057.50905,,,,,
1057.522125,,,,,
1057.5243,,,,,
1057.5313,,,,,
1057.575725,,,,,
1057.66725,,,,,
1057.758975,,,,,
1057.767375,,,,,
1057.775625,,,,,
1057.7812,,,,,
1057.806125,,,,,
1057.892275,,,,,
1057.94785,,,,,
1057.975575,,,,,
1057.981175,,,,,
1058.117275,,,,,
1058.2923,,,,,
1058.2979,,,,,
1058.325475,,,,,
1058.3309,,,,,
1058.372625,,,,,
1058.425625,,,,,
1058.431025,,,,,
1058.4391,,,,,
1058.455775,,,,,
1058.48925,,,,,
1058.514325,,,,,
1058.558725,,,,,
1058.60045,,,,,
1058.641875,,,,,
1058.708675,,,,,
1058.808475,,,,,
1058.875125,,,,,
1058.90845,,,,,
1058.91405,,,,,
1059.047325,,,,,
1059.083625,,,,,
1059.1003,,,,,
1059.1096,,,,,
1059.11695,,,,,
1059.22235,,,,,
1059.225175,,,,,
1059.2334,,,,,
1059.24185,,,,,
1059.250275,,,,,
1059.27235,,,,,
1059.291825,,,,,
1059.3171,,,,,
1059.39165,,,,,
1059.441775,,,,,
1059.508425,,,,,
1059.545,,,,,
1059.566825,,,,,
1059.624875,,,,,
1059.65015,,,,,
1059.65855,,,,,
1059.75835,,,,,
1059.783425,,,,,
1059.8499,,,,,
1059.90005,,,,,
1059.980375,,,,,
1060.000025,,,,,
1060.005475,,,,,
1060.021925,,,,,
1060.058425,,,,,
1060.06465,,,,,
1060.08875,,,,,
1060.149975,,,,,
1060.266425,,,,,
1060.27485,,,,,
1060.3664,,,,,
1060.40515,,,,,
1060.530175,,,,,
1060.541425,,,,,
1060.616525,,,,,
1060.63035,,,,,
1060.658075,,,,,
1060.6665,,,,,
1060.72475,,,,,
1060.766275,,,,,
1060.808025,,,,,
1060.8303,,,,,
1060.846975,,,,,
1060.924675,,,,,
1061.055125,,,,,
1061.063375,,,,,
1061.113525,,,,,
1061.2051,,,,,
1061.207925,,,,,
1061.238425,,,,,
1061.27475,,,,,
1061.282975,,,,,
1061.28825,,,,,
1061.357875,,,,,
1061.371925,,,,,
1061.40785,,,,,
1061.415125,,,,,
1061.4496,,,,,
1061.46345,,,,,
1061.508025,,,,,
1061.6134,,,,,
1061.632875,,,,,
1061.649375,,,,,
1061.654975,,,,,
1061.68005,,,,,
1061.704775,,,,,
1061.7162,,,,,
1061.7216,,,,,
1061.782275,,,,,
1061.81615,,,,,
1061.966125,,,,,
1062.007675,,,,,
1062.041025,,,,,
1062.063275,,,,,
1062.141,,,,,
1062.16625,,,,,
1062.22445,,,,,
1062.2548,,,,,
1062.2632,,,,,
1062.29935,,,,,
1062.324075,,,,,
1062.3465,,,,,
1062.496125,,,,,
1062.4993,,,,,
1062.501625,,,,,
1062.5489,,,,,
1062.607525,,,,,
1062.737975,,,,,
1062.757475,,,,,
1062.7962,,,,,
1062.799725,,,,,
1062.807625,,,,,
1062.81585,,,,,
1062.83185,,,,,
1062.882525,,,,,
1062.993075,,,,,
1063.04165,,,,,
1063.0668,,,,,
1063.140675,,,,,
1063.337275,,,,,
1063.340625,,,,,
1063.3906,,,,,
1063.40705,,,,,
1063.415675,,,,,
1063.4295,,,,,
1063.44165,,,,,
1063.4988,,,,,
1063.5293,,,,,
1063.5544,,,,,
1063.56265,,,,,
1063.57105,,,,,
1063.5988,,,,,
1063.607375,,,,,
1063.632475,,,,,
1063.6377,,,,,
1063.640525,,,,,
1063.682275,,,,,
1063.715425,,,,,
1063.732225,,,,,
1063.746075,,,,,
1063.7489,,,,,
1063.76275,,,,,
1063.9376,,,,,
1064.00425,,,,,
1064.06265,,,,,
1064.0709,,,,,
1064.156875,,,,,
1064.16545,,,,,
1064.19875,,,,,
1064.256975,,,,,
1064.2654,,,,,
1064.33205,,,,,
1064.3393,,,,,
1064.370775,,,,,
1064.4206,,,,,
1064.4569,,,,,
1064.5069,,,,,
1064.520725,,,,,
1064.540225,,,,,
1064.58195,,,,,
1064.5902,,,,,
1064.6819,,,,,
1064.69035,,,,,
1064.74015,,,,,
1064.84835,,,,,
1064.87345,,,,,
1064.90395,,,,,
1064.9355,,,,,
1064.93725,,,,,
1064.94005,,,,,
1064.945675,,,,,
1064.948475,,,,,
1064.962325,,,,,
1065.050625,,,,,
1065.07335,,,,,
1065.081775,,,,,
1065.140575,,,,,
1065.14825,,,,,
1065.173325,,,,,
1065.21225,,,,,
1065.24355,,,,,
1065.270475,,,,,
1065.328525,,,,,
1065.337125,,,,,
1065.3817,,,,,
1065.4704,,,,,
1065.494825,,,,,
1065.520225,,,,,
1065.603675,,,,,
1065.6065,,,,,
1065.614925,,,,,
1065.6286,,,,,
1065.687,,,,,
1065.7733,,,,,
1065.8231,,,,,
1065.8536,,,,,
1065.870275,,,,,
1065.923075,,,,,
1065.9813,,,,,
1065.9869,,,,,
1065.9897,,,,,
1066.11175,,,,,
1066.120175,,,,,
1066.123,,,,,
1066.1814,,,,,
1066.2033,,,,,
1066.231375,,,,,
1066.264525,,,,,
1066.27295,,,,,
1066.3203,,,,,
1066.3785,,,,,
1066.4283,,,,,
1066.4895,,,,,
1066.520025,,,,,
1066.589475,,,,,
1066.65635,,,,,
1066.6728,,,,,
1066.686625,,,,,
1066.697725,,,,,
1066.789425,,,,,
1066.82275,,,,,
1066.88115,,,,,
1066.89745,,,,,
1066.947775,,,,,
1066.972675,,,,,
1067.01985,,,,,
1067.07825,,,,,
1067.231,,,,,
1067.2615,,,,,
1067.305875,,,,,
1067.35305,,,,,
1067.38095,,,,,
1067.396425,,,,,
1067.4197,,,,,
1067.4281,,,,,
1067.456275,,,,,
1067.505825,,,,,
1067.514225,,,,,
1067.5188,,,,,
1067.5309,,,,,
1067.555975,,,,,
1067.580875,,,,,
1067.611375,,,,,
1067.636275,,,,,
1067.6391,,,,,
1067.739075,,,,,
1067.74465,,,,,
1067.747325,,,,,
1067.7808,,,,,
1067.79745,,,,,
1067.811425,,,,,
1067.8141,,,,,
1067.819725,,,,,
1067.830775,,,,,
1067.83685,,,,,
1067.8946,,,,,
1067.95565,,,,,
1068.0028,,,,,
1068.00565,,,,,
1068.011225,,,,,
1068.019475,,,,,
1068.035575,,,,,
1068.069275,,,,,
1068.072275,,,,,
1068.12785,,,,,
1068.155575,,,,,
1068.172225,,,,,
1068.197125,,,,,
1068.2194,,,,,
1068.29425,,,,,
1068.3111,,,,,
1068.338825,,,,,
1068.389,,,,,
1068.402625,,,,,
1068.422125,,,,,
1068.435975,,,,,
1068.463875,,,,,
1068.56925,,,,,
1068.62765,,,,,
1068.63855,,,,,
1068.735875,,,,,
1068.745925,,,,,
1068.769375,,,,,
1068.844225,,,,,
1068.8525,,,,,
1069.038725,,,,,
1069.055225,,,,,
1069.160575,,,,,
1069.213575,,,,,
1069.22165,,,,,
1069.2467,,,,,
1069.269,,,,,
1069.3551,,,,,
1069.379975,,,,,
1069.42175,,,,,
1069.43855,,,,,
1069.446825,,,,,
1069.505025,,,,,
1069.51885,,,,,
1069.546775,,,,,
1069.6604,,,,,
1069.704975,,,,,
1069.763375,,,,,
1069.810525,,,,,
1069.8384,,,,,
1069.868725,,,,,
1069.87155,,,,,
1069.890425,,,,,
1069.955025,,,,,
1069.96045,,,,,
1069.979925,,,,,
1069.984475,,,,,
1069.9966,,,,,
1070.0131,,,,,
1070.03815,,,,,
1070.0604,,,,,
1070.0799,,,,,
1070.154775,,,,,
1070.260175,,,,,
1070.3047,,,,,
1070.343625,,,,,
1070.388,,,,,
1070.4017,,,,,
1070.404675,,,,,
1070.42975,,,,,
1070.4464,,,,,
1070.463075,,,,,
1070.476725,,,,,
1070.4934,,,,,
1070.51305,,,,,
1070.517075,,,,,
1070.6046,,,,,
1070.61285,,,,,
1070.6295,,,,,
1070.71015,,,,,
1070.75455,,,,,
1070.7871,,,,,
1070.7961,,,,,
1070.826775,,,,,
1070.843425,,,,,
1070.876725,,,,,
1070.90445,,,,,
1070.918125,,,,,
1070.921125,,,,,
1070.929525,,,,,
1070.98495,,,,,
1070.987775,,,,,
1071.03775,,,,,
1071.045825,,,,,
1071.0598,,,,,
1071.06825,,,,,
1071.14615,,,,,
1071.1628,,,,,
1071.17085,,,,,
1071.204375,,,,,
1071.3543,,,,,
1071.36255,,,,,
1071.42935,,,,,
1071.5014,,,,,
1071.730025,,,,,
1071.737275,,,,,
1071.7597,,,,,
1071.776375,,,,,
1071.77905,,,,,
1071.78745,,,,,
1071.795875,,,,,
1071.862325,,,,,
1071.900775,,,,,
1071.926125,,,,,
1071.98735,,,,,
1072.034525,,,,,
1072.087325,,,,,
1072.1124,,,,,
1072.12605,,,,,
1072.137275,,,,,
1072.18445,,,,,
1072.2176,,,,,
1072.225875,,,,,
1072.3176,,,,,
1072.35385,,,,,
1072.35945,,,,,
1072.409275,,,,,
1072.4372,,,,,
1072.476075,,,,,
1072.60375,,,,,
1072.60935,,,,,
1072.6122,,,,,
1072.617425,,,,,
1072.653775,,,,,
1072.67045,,,,,
1072.675875,,,,,
1072.684275,,,,,
1072.731825,,,,,
1072.8621,,,,,
1072.892425,,,,,
1073.01745,,,,,
1073.0674,,,,,
1073.095325,,,,,
1073.125675,,,,,
1073.203525,,,,,
1073.2591,,,,,
1073.26735,,,,,
1073.412275,,,,,
1073.453275,,,,,
1073.51725,,,,,
1073.52005,,,,,
1073.5283,,,,,
1073.553575,,,,,
1073.583725,,,,,
1073.594975,,,,,
1073.6088,,,,,
1073.6172,,,,,
1073.62405,,,,,
1073.66175,,,,,
1073.7089,,,,,
1073.732975,,,,,
1073.744925,,,,,
1073.783625,,,,,
1073.7866,,,,,
1073.792225,,,,,
1073.81995,,,,,
1073.83645,,,,,
1073.895,,,,,
1073.953225,,,,,
1074.041925,,,,,
1074.050175,,,,,
1074.128225,,,,,
1074.13365,,,,,
1074.1949,,,,,
1074.21695,,,,,
1074.25455,,,,,
1074.294825,,,,,
1074.303075,,,,,
1074.319575,,,,,
1074.375125,,,,,
1074.4103,,,,,
1074.467825,,,,,
1074.4699,,,,,
1074.52525,,,,,
1074.540075,,,,,
1074.562075,,,,,
1074.636275,,,,,
1074.6531,,,,,
1074.725175,,,,,
1074.728,,,,,
1074.7834,,,,,
1074.811325,,,,,
1074.81655,,,,,
1074.886175,,,,,
1074.894425,,,,,
1074.927925,,,,,
1074.936175,,,,,
1074.974875,,,,,
1075.016625,,,,,
1075.052775,,,,,
1075.0752,,,,,
1075.07785,,,,,
1075.085075,,,,,
1075.14435,,,,,
1075.158175,,,,,
1075.216375,,,,,
1075.219575,,,,,
1075.236025,,,,,
1075.2527,,,,,
1075.2997,,,,,
1075.336,,,,,
1075.34985,,,,,
1075.38315,,,,,
1075.458025,,,,,
1075.491525,,,,,
1075.5277,,,,,
1075.549775,,,,,
1075.57765,,,,,
1075.591525,,,,,
1075.594325,,,,,
1075.647075,,,,,
1075.669225,,,,,
1075.735875,,,,,
1075.741425,,,,,
1075.74425,,,,,
1075.7776,,,,,
1075.8025,,,,,
1075.8358,,,,,
1075.849625,,,,,
1075.860875,,,,,
1075.90805,,,,,
1075.927525,,,,,
1075.9442,,,,,
1075.9775,,,,,
1075.994,,,,,
1076.066225,,,,,
1076.077475,,,,,
1076.12745,,,,,
1076.140525,,,,,
1076.194075,,,,,
1076.20235,,,,,
1076.20775,,,,,
1076.31895,,,,,
1076.3272,,,,,
1076.393825,,,,,
1076.40225,,,,,
1076.485375,,,,,
1076.51605,,,,,
1076.53105,,,,,
1076.543925,,,,,
1076.57725,,,,,
1076.5827,,,,,
1076.5911,,,,,
1076.602175,,,,,
1076.607775,,,,,
1076.616025,,,,,
1076.61885,,,,,
1076.641075,,,,,
1076.6439,,,,,
1076.6993,,,,,
1076.810175,,,,,
1076.90745,,,,,
1076.9238,,,,,
1076.934325,,,,,
1076.952225,,,,,
1076.95405,,,,,
1076.97695,,,,,
1076.986575,,,,,
1076.990775,,,,,
1077.027075,,,,,
1077.049175,,,,,
1077.058775,,,,,
1077.06025,,,,,
1077.09375,,,,,
1077.107575,,,,,
1077.140875,,,,,
1077.15195,,,,,
1077.1686,,,,,
1077.26015,,,,,
1077.2768,,,,,
1077.28525,,,,,
1077.3075,,,,,
1077.382375,,,,,
1077.385375,,,,,
1077.407275,,,,,
1077.440775,,,,,
1077.465675,,,,,
1077.62685,,,,,
1077.65735,,,,,
1077.660175,,,,,
1077.676675,,,,,
1077.7489,,,,,
1077.795075,,,,,
1077.8322,,,,,
1077.95165,,,,,
1077.96005,,,,,
1077.965475,,,,,
1077.9683,,,,,
1078.0183,,,,,
1078.07385,,,,,
1078.08305,,,,,
1078.084925,,,,,
1078.09335,,,,,
1078.13475,,,,,
1078.1819,,,,,
1078.226625,,,,,
1078.234875,,,,,
1078.318175,,,,,
1078.326575,,,,,
1078.40245,,,,,
1078.43195,,,,,
1078.470125,,,,,
1078.4762,,,,,
1078.484775,,,,,
1078.493025,,,,,
1078.498825,,,,,
1078.5679,,,,,
1078.5763,,,,,
1078.640325,,,,,
1078.690275,,,,,
1078.693125,,,,,
1078.70695,,,,,
1078.718025,,,,,
1078.748525,,,,,
1078.7652,,,,,
1078.78485,,,,,
1078.890225,,,,,
1078.956875,,,,,
1079.001275,,,,,
1079.00685,,,,,
1079.1263,,,,,
1079.17345,,,,,
1079.26765,,,,,
1079.348325,,,,,
1079.385475,,,,,
1079.4103,,,,,
1079.49825,,,,,
1079.581425,,,,,
1079.614725,,,,,
1079.6177,,,,,
1079.631525,,,,,
1079.654525,,,,,
1079.6677,,,,,
1079.6736,,,,,
1079.70085,,,,,
1079.709275,,,,,
1079.71485,,,,,
1079.748,,,,,
1079.750975,,,,,
1079.7813,,,,,
1079.7899,,,,,
1079.798325,,,,,
1079.8259,,,,,
1079.848125,,,,,
1079.8676,,,,,
1079.9176,,,,,
1079.926025,,,,,
1079.95935,,,,,
1079.96475,,,,,
1079.98425,,,,,
1080.001075,,,,,
1080.0063,,,,,
1080.009125,,,,,
1080.0758,,,,,
1080.0811,,,,,
1080.09305,,,,,
1080.099875,,,,,
1080.1231,,,,,
1080.156075,,,,,
1080.217325,,,,,
1080.296725,,,,,
1080.3841,,,,,
1080.3897,,,,,
1080.400775,,,,,
1080.42585,,,,,
1080.4408,,,,,
1080.464575,,,,,
1080.481225,,,,,
1080.48405,,,,,
1080.5063,,,,,
1080.5258,,,,,
1080.53105,,,,,
1080.558975,,,,,
1080.625775,,,,,
1080.634025,,,,,
1080.647875,,,,,
1080.667175,,,,,
1080.672925,,,,,
1080.700825,,,,,
1080.709075,,,,,
1080.79095,,,,,
1080.822875,,,,,
1080.884125,,,,,
1080.8922,,,,,
1080.90885,,,,,
1080.91445,,,,,
1080.942325,,,,,
1080.94775,,,,,
1080.95615,,,,,
1080.972825,,,,,
1080.97565,,,,,
1081.04755,,,,,
1081.11435,,,,,
1081.1334,,,,,
