SPK_SPKC03a (inhibited),SPK_SPKC07b (inhibited),SPK_SPKC08b (no effect),SPK_SPKC08c (excited),SPK_SPKC10a (weak inhibition)
422.9592,,,,
422.9761,,,,
422.9912,,,,
423.0065,,,,
423.0127,,,,
423.018825,,,,
423.030575,,,,
423.037425,,,,
423.045825,,,,
423.054525,,,,
423.06085,,,,
423.0706,,,,
423.079,,,,
423.087625,,,,
423.092675,,,,
423.098,,,,
423.108925,,,,
423.12085,,,,
423.132175,,,,
423.143,,,,
423.1583,,,,
423.168025,,,,
423.17955,,,,
423.18745,,,,
423.191325,,,,
423.20315,,,,
423.21325,,,,
423.221775,,,,
423.227925,,,,
423.24015,,,,
423.245425,,,,
423.2492,,,,
423.258775,,,,
423.26645,,,,
423.278075,,,,
423.2899,,,,
423.296,,,,
423.3051,,,,
423.31805,,,,
423.3282,,,,
423.340725,,,,
423.352925,,,,
423.360625,,,,
423.374875,,,,
423.391625,,,,
423.4076,,,,
423.42025,,,,
423.433025,,,,
423.443625,,,,
423.4563,,,,
423.464425,,,,
423.48775,,,,
423.494725,,,,
423.499125,,,,
423.5124,,,,
423.545675,,,,
423.556775,,,,
423.564825,,,,
423.577225,,,,
423.585175,,,,
423.606825,,,,
423.61595,,,,
423.626575,,,,
423.636175,,,,
423.6447,,,,
423.654525,,,,
423.66535,,,,
423.672475,,,,
423.68265,,,,
423.691675,,,,
423.7005,,,,
423.714875,,,,
423.73365,,,,
423.744525,,,,
423.7569,,,,
423.776125,,,,
423.785875,,,,
423.7977,,,,
423.8106,,,,
423.8233,,,,
423.831925,,,,
423.850325,,,,
423.862025,,,,
423.868025,,,,
423.8826,,,,
423.8906,,,,
423.89775,,,,
423.905625,,,,
423.9095,,,,
423.922525,,,,
423.9273,,,,
423.935875,,,,
423.9444,,,,
423.948025,,,,
423.955125,,,,
423.9605,,,,
423.966075,,,,
423.97395,,,,
423.97705,,,,
423.98325,,,,
423.986225,,,,
423.99005,,,,
423.993775,,,,
424.0017,,,,
424.00475,,,,
424.009625,,,,
424.014975,,,,
424.0199,,,,
424.026525,,,,
424.03025,,,,
424.037575,,,,
424.041775,,,,
424.04775,,,,
424.051725,,,,
424.05925,,,,
424.065775,,,,
424.07285,,,,
424.07945,,,,
424.0852,,,,
424.089475,,,,
424.094325,,,,
424.100125,,,,
424.1071,,,,
424.113125,,,,
424.1219,,,,
424.125975,,,,
424.13205,,,,
424.1374,,,,
424.145825,,,,
424.154525,,,,
424.159075,,,,
424.16415,,,,
424.170775,,,,
424.174525,,,,
424.18135,,,,
424.18725,,,,
424.19075,,,,
424.1985,,,,
424.2016,,,,
424.209075,,,,
424.21395,,,,
424.219875,,,,
424.232375,,,,
424.2358,,,,
424.24325,,,,
424.25135,,,,
424.257075,,,,
424.263325,,,,
424.2706,,,,
424.277725,,,,
424.283625,,,,
424.294825,,,,
424.306075,,,,
424.312575,,,,
424.318125,,,,
424.328225,,,,
424.33345,,,,
424.33695,,,,
424.34475,,,,
424.348275,,,,
424.35165,,,,
424.361225,,,,
424.367525,,,,
424.376875,,,,
424.384775,,,,
424.38965,,,,
424.395175,,,,
424.403325,,,,
424.4136,,,,
424.42065,,,,
424.4247,,,,
424.433875,,,,
424.4393,,,,
424.443025,,,,
424.447275,,,,
424.45975,,,,
424.464325,,,,
424.472175,,,,
424.484175,,,,
424.492875,,,,
424.496825,,,,
424.502825,,,,
424.51265,,,,
424.521375,,,,
424.527275,,,,
424.53505,,,,
424.543575,,,,
424.552775,,,,
424.5572,,,,
424.5678,,,,
424.575075,,,,
424.58105,,,,
424.590975,,,,
424.5983,,,,
424.60915,,,,
424.6194,,,,
424.623975,,,,
424.632125,,,,
424.6402,,,,
424.6499,,,,
424.656225,,,,
424.669725,,,,
424.673075,,,,
424.67785,,,,
424.69175,,,,
424.704625,,,,
424.710625,,,,
424.7176,,,,
424.72195,,,,
424.731025,,,,
424.74045,,,,
424.749625,,,,
424.753175,,,,
424.761675,,,,
424.7704,,,,
424.77515,,,,
424.779275,,,,
424.789475,,,,
424.795375,,,,
424.801825,,,,
424.81165,,,,
424.8208,,,,
424.830925,,,,
424.844,,,,
424.8541,,,,
424.860775,,,,
424.87145,,,,
424.881125,,,,
424.89055,,,,
424.90335,,,,
424.91025,,,,
424.923875,,,,
424.933875,,,,
424.942,,,,
424.950225,,,,
424.955475,,,,
424.97095,,,,
424.98285,,,,
424.991725,,,,
425.000875,,,,
425.0076,,,,
425.0217,,,,
425.030325,,,,
425.0331,,,,
425.046425,,,,
425.05305,,,,
425.066075,,,,
425.0775,,,,
425.0868,,,,
425.095825,,,,
425.107975,,,,
425.120175,,,,
425.131925,,,,
425.140575,,,,
425.15295,,,,
425.16125,,,,
425.1727,,,,
425.182875,,,,
425.19375,,,,
425.204475,,,,
425.21075,,,,
425.222875,,,,
425.229625,,,,
425.235375,,,,
425.24065,,,,
425.249625,,,,
425.256525,,,,
425.260875,,,,
425.270325,,,,
425.276,,,,
425.284025,,,,
425.289425,,,,
425.296475,,,,
425.3003,,,,
425.30335,,,,
425.30955,,,,
425.3158,,,,
425.323125,,,,
425.326925,,,,
425.33115,,,,
425.338075,,,,
425.344125,,,,
425.3508,,,,
425.35925,,,,
425.3656,,,,
425.37165,,,,
425.3781,,,,
425.3827,,,,
425.389925,,,,
425.397225,,,,
425.403875,,,,
425.407325,,,,
425.413425,,,,
425.42055,,,,
425.42795,,,,
425.435025,,,,
425.4436,,,,
425.451375,,,,
425.45535,,,,
425.46265,,,,
425.468675,,,,
425.4735,,,,
425.478375,,,,
425.486,,,,
425.4962,,,,
425.5047,,,,
425.5089,,,,
425.515975,,,,
425.520525,,,,
425.525325,,,,
425.531925,,,,
425.535975,,,,
425.541825,,,,
425.547225,,,,
425.553575,,,,
425.557375,,,,
425.56145,,,,
425.5692,,,,
425.57585,,,,
425.5789,,,,
425.583425,,,,
425.592575,,,,
425.59575,,,,
425.60285,,,,
425.605675,,,,
425.6112,,,,
425.618,,,,
425.624625,,,,
425.630125,,,,
425.6349,,,,
425.641,,,,
425.64645,,,,
425.650875,,,,
425.65825,,,,
425.662025,,,,
425.66595,,,,
425.67225,,,,
425.67795,,,,
425.68595,,,,
425.69065,,,,
425.69635,,,,
425.70265,,,,
425.7065,,,,
425.711875,,,,
425.717725,,,,
425.72525,,,,
425.729525,,,,
425.737325,,,,
425.74365,,,,
425.7506,,,,
425.754375,,,,
425.763025,,,,
425.76705,,,,
425.77155,,,,
425.780175,,,,
425.78465,,,,
425.78925,,,,
425.79705,,,,
425.800325,,,,
425.8058,,,,
425.810675,,,,
425.817075,,,,
425.82075,,,,
425.827225,,,,
425.833625,,,,
425.8399,,,,
425.84625,,,,
425.851,,,,
425.856,,,,
425.8619,,,,
425.87155,,,,
425.87865,,,,
425.885425,,,,
425.89255,,,,
425.896225,,,,
425.900825,,,,
425.9126,,,,
425.9167,,,,
425.923525,,,,
425.9304,,,,
425.93355,,,,
425.94285,,,,
425.94695,,,,
425.954425,,,,
425.961275,,,,
425.96565,,,,
425.97345,,,,
425.97695,,,,
425.982325,,,,
425.98915,,,,
425.99405,,,,
425.997875,,,,
426.00395,,,,
426.00845,,,,
426.017725,,,,
426.0226,,,,
426.031475,,,,
426.041375,,,,
426.046525,,,,
426.05415,,,,
426.06335,,,,
426.0682,,,,
426.07605,,,,
426.0821,,,,
426.091925,,,,
426.0975,,,,
426.100625,,,,
426.110775,,,,
426.11925,,,,
426.124125,,,,
426.133025,,,,
426.1383,,,,
426.14285,,,,
426.14825,,,,
426.1585,,,,
426.162,,,,
426.1678,,,,
426.173625,,,,
426.177625,,,,
426.18315,,,,
426.195575,,,,
426.1998,,,,
426.20345,,,,
426.20895,,,,
426.213675,,,,
426.2174,,,,
426.2271,,,,
426.234375,,,,
426.238275,,,,
426.244325,,,,
426.253175,,,,
426.2605,,,,
426.2665,,,,
426.27365,,,,
426.276925,,,,
426.284875,,,,
426.290475,,,,
426.298,,,,
426.303125,,,,
426.306775,,,,
426.31765,,,,
426.322125,,,,
426.329225,,,,
426.33595,,,,
426.339975,,,,
426.348025,,,,
426.351625,,,,
426.35955,,,,
426.364425,,,,
426.370925,,,,
426.378325,,,,
426.3825,,,,
426.391325,,,,
426.3958,,,,
426.398475,,,,
426.40435,,,,
426.408925,,,,
426.414775,,,,
426.427675,,,,
426.4315,,,,
426.435475,,,,
426.44495,,,,
426.449975,,,,
426.4533,,,,
426.46095,,,,
426.46585,,,,
426.4737,,,,
426.479725,,,,
426.4846,,,,
426.4951,,,,
426.501125,,,,
426.50545,,,,
426.510025,,,,
426.528425,,,,
426.532825,,,,
426.5376,,,,
426.5461,,,,
426.55495,,,,
426.56415,,,,
426.57265,,,,
426.57715,,,,
426.584525,,,,
426.592675,,,,
426.598975,,,,
426.6091,,,,
426.61805,,,,
426.624275,,,,
426.628225,,,,
426.639325,,,,
426.64515,,,,
426.648775,,,,
426.655075,,,,
426.66345,,,,
426.668275,,,,
426.67245,,,,
426.682825,,,,
426.6867,,,,
426.69405,,,,
426.70005,,,,
426.711125,,,,
426.71635,,,,
426.72045,,,,
426.72615,,,,
426.7328,,,,
426.741475,,,,
426.744725,,,,
426.752025,,,,
426.757925,,,,
426.772625,,,,
426.7836,,,,
426.78775,,,,
426.79705,,,,
426.80245,,,,
426.811725,,,,
426.818275,,,,
426.822275,,,,
426.83175,,,,
426.8373,,,,
426.844975,,,,
426.852125,,,,
426.8567,,,,
426.863475,,,,
426.8782,,,,
426.886175,,,,
426.89505,,,,
426.89975,,,,
426.907375,,,,
426.9163,,,,
426.92125,,,,
426.927,,,,
426.936025,,,,
426.943075,,,,
426.94805,,,,
426.953575,,,,
426.9603,,,,
426.966025,,,,
426.976525,,,,
426.979725,,,,
426.98595,,,,
426.991625,,,,
426.998825,,,,
427.0081,,,,
427.011025,,,,
427.019825,,,,
427.030675,,,,
427.036675,,,,
427.043,,,,
427.0496,,,,
427.05815,,,,
427.06745,,,,
427.07115,,,,
427.075975,,,,
427.086225,,,,
427.09,,,,
427.095675,,,,
427.103525,,,,
427.10835,,,,
427.112375,,,,
427.11675,,,,
427.1263,,,,
427.13615,,,,
427.139825,,,,
427.147525,,,,
427.152775,,,,
427.159825,,,,
427.16545,,,,
427.174575,,,,
427.1804,,,,
427.185,,,,
427.195225,,,,
427.198825,,,,
427.209875,,,,
427.2179,,,,
427.222975,,,,
427.235575,,,,
427.24115,,,,
427.248425,,,,
427.2589,,,,
427.264625,,,,
427.273775,,,,
427.283575,,,,
427.291325,,,,
427.3033,,,,
427.3147,,,,
427.322975,,,,
427.328625,,,,
427.335525,,,,
427.339425,,,,
427.34515,,,,
427.3581,,,,
427.3641,,,,
427.3764,,,,
427.3813,,,,
427.388575,,,,
427.397275,,,,
427.40325,,,,
427.416025,,,,
427.4227,,,,
427.43715,,,,
427.4473,,,,
427.457,,,,
427.46725,,,,
427.479875,,,,
427.49105,,,,
427.503,,,,
427.520725,,,,
427.532025,,,,
427.542,,,,
427.560675,,,,
427.565325,,,,
427.58165,,,,
427.6034,,,,
427.6355,,,,
427.65025,,,,
427.6719,,,,
427.69195,,,,
427.70485,,,,
427.717675,,,,
427.730225,,,,
427.74175,,,,
427.7627,,,,
427.783825,,,,
427.794175,,,,
427.820875,,,,
427.827175,,,,
427.8477,,,,
427.864875,,,,
427.880575,,,,
427.89085,,,,
427.90715,,,,
427.927675,,,,
427.943075,,,,
427.96195,,,,
427.9774,,,,
427.99925,,,,
428.007375,,,,
428.020725,,,,
428.039425,,,,
428.05085,,,,
428.057575,,,,
428.0705,,,,
428.0805,,,,
428.09165,,,,
428.10355,,,,
428.1189,,,,
428.1346,,,,
428.146975,,,,
428.163875,,,,
428.1732,,,,
428.18075,,,,
428.1904,,,,
428.202525,,,,
428.210425,,,,
428.217,,,,
428.225475,,,,
428.231325,,,,
428.2389,,,,
428.2524,,,,
428.2632,,,,
428.272025,,,,
428.296725,,,,
428.30375,,,,
428.31525,,,,
428.33005,,,,
428.3505,,,,
428.3667,,,,
428.375375,,,,
428.398725,,,,
428.410625,,,,
428.421925,,,,
428.4371,,,,
428.46075,,,,
428.47345,,,,
428.48145,,,,
428.49315,,,,
428.5183,,,,
428.5381,,,,
428.553275,,,,
428.563175,,,,
428.57285,,,,
428.5856,,,,
428.596725,,,,
428.61215,,,,
428.6308,,,,
428.648475,,,,
428.663325,,,,
428.67165,,,,
428.692525,,,,
428.709075,,,,
428.72835,,,,
428.7436,,,,
428.753675,,,,
428.7716,,,,
428.78585,,,,
428.797075,,,,
428.8139,,,,
428.840675,,,,
428.85115,,,,
428.861625,,,,
428.8706,,,,
428.87995,,,,
428.884725,,,,
428.89205,,,,
428.896375,,,,
428.901725,,,,
428.904875,,,,
428.909725,,,,
428.918775,,,,
428.926025,,,,
428.93575,,,,
428.938575,,,,
428.9475,,,,
428.9568,,,,
428.9627,,,,
428.972,,,,
428.9775,,,,
428.984575,,,,
428.98945,,,,
428.9987,,,,
429.006525,,,,
429.0197,,,,
429.02475,,,,
429.028575,,,,
429.0416,,,,
429.049175,,,,
429.056875,,,,
429.060725,,,,
429.070125,,,,
429.07465,,,,
429.084175,,,,
429.0955,,,,
429.10355,,,,
429.11315,,,,
429.12245,,,,
429.131775,,,,
429.135675,,,,
429.1563,,,,
429.171775,,,,
429.19845,,,,
429.210375,,,,
429.236575,,,,
429.2487,,,,
429.2568,,,,
429.275575,,,,
429.296025,,,,
429.306775,,,,
429.3259,,,,
429.340225,,,,
429.349525,,,,
429.361975,,,,
429.371825,,,,
429.375325,,,,
429.38535,,,,
429.3989,,,,
429.409125,,,,
429.4208,,,,
429.4265,,,,
429.4377,,,,
429.44415,,,,
429.457275,,,,
429.4699,,,,
429.47705,,,,
429.4855,,,,
429.495525,,,,
429.501325,,,,
429.508875,,,,
429.521075,,,,
429.527275,,,,
429.5324,,,,
429.5366,,,,
429.545425,,,,
429.55285,,,,
429.556475,,,,
429.561925,,,,
429.569025,,,,
429.574975,,,,
429.581125,,,,
429.587975,,,,
429.5909,,,,
429.602775,,,,
429.607325,,,,
429.613975,,,,
429.6183,,,,
429.62835,,,,
429.637125,,,,
429.64075,,,,
429.650275,,,,
429.656225,,,,
429.6625,,,,
429.668575,,,,
429.675675,,,,
429.684075,,,,
429.6891,,,,
429.69555,,,,
429.7014,,,,
429.70745,,,,
429.71585,,,,
429.721575,,,,
429.727375,,,,
429.734925,,,,
429.7393,,,,
429.745325,,,,
429.751375,,,,
429.757225,,,,
429.762075,,,,
429.76645,,,,
429.777975,,,,
429.787975,,,,
429.791325,,,,
429.80085,,,,
429.8048,,,,
429.8078,,,,
429.813475,,,,
429.81915,,,,
429.822025,,,,
429.83005,,,,
429.83655,,,,
429.839975,,,,
429.845475,,,,
429.853325,,,,
429.859975,,,,
429.86445,,,,
429.86925,,,,
429.8771,,,,
429.881675,,,,
429.88875,,,,
429.892275,,,,
429.8959,,,,
429.901675,,,,
429.90635,,,,
429.910425,,,,
429.916425,,,,
429.922075,,,,
429.927175,,,,
429.934275,,,,
429.938375,,,,
429.944325,,,,
429.948375,,,,
429.957425,,,,
429.960575,,,,
429.965325,,,,
429.97205,,,,
429.97635,,,,
429.98375,,,,
429.98975,,,,
429.995125,,,,
429.999725,,,,
430.009525,,,,
430.014125,,,,
430.021875,,,,
430.02585,,,,
430.031975,,,,
430.0395,,,,
430.04335,,,,
430.0492,,,,
430.05765,,,,
430.0639,,,,
430.068325,,,,
430.072125,,,,
430.0779,,,,
430.0896,,,,
430.0931,,,,
430.10105,,,,
430.1077,,,,
430.1145,,,,
430.120975,,,,
430.128825,,,,
430.135625,,,,
430.14295,,,,
430.14775,,,,
430.151825,,,,
430.163575,,,,
430.169275,,,,
430.17895,,,,
430.18255,,,,
430.19365,,,,
430.201725,,,,
430.21085,,,,
430.21975,,,,
430.2243,,,,
430.235,,,,
430.241175,,,,
430.2508,,,,
430.261825,,,,
430.274725,,,,
430.2866,,,,
430.300075,,,,
430.31435,,,,
430.33205,,,,
430.344175,,,,
430.363225,,,,
430.37685,,,,
430.4043,,,,
430.428625,,,,
430.442875,,,,
430.465425,,,,
430.479625,,,,
430.489875,,,,
430.505825,,,,
430.522225,,,,
430.534225,,,,
430.571225,,,,
430.585075,,,,
430.6076,,,,
430.6295,,,,
430.648725,,,,
430.66355,,,,
430.675075,,,,
430.691075,,,,
430.6998,,,,
430.727425,,,,
430.7423,,,,
430.75225,,,,
430.7675,,,,
430.7747,,,,
430.80015,,,,
430.821175,,,,
430.83575,,,,
430.844975,,,,
430.855925,,,,
430.87565,,,,
430.890425,,,,
430.905425,,,,
430.923775,,,,
430.933025,,,,
430.957475,,,,
430.981,,,,
430.98785,,,,
430.9991,,,,
431.013675,,,,
431.02765,,,,
431.0446,,,,
431.05925,,,,
431.06785,,,,
431.07605,,,,
431.08675,,,,
431.097475,,,,
431.102325,,,,
431.11365,,,,
431.122725,,,,
431.1337,,,,
431.141325,,,,
431.160425,,,,
431.176225,,,,
431.179575,,,,
431.191925,,,,
431.2064,,,,
431.2166,,,,
431.2347,,,,
431.2491,,,,
431.2603,,,,
431.2848,,,,
431.294775,,,,
431.304675,,,,
431.320175,,,,
431.33085,,,,
431.3548,,,,
431.370975,,,,
431.408025,,,,
431.417725,,,,
431.438325,,,,
431.448975,,,,
431.475975,,,,
431.490575,,,,
431.4958,,,,
431.50215,,,,
431.50595,,,,
431.514,,,,
431.51945,,,,
431.5295,,,,
431.539775,,,,
431.548525,,,,
431.560575,,,,
431.567,,,,
431.5801,,,,
431.5954,,,,
431.59985,,,,
431.621025,,,,
431.63225,,,,
431.65075,,,,
431.673575,,,,
431.682875,,,,
431.692,,,,
431.715775,,,,
431.7328,,,,
431.741125,,,,
431.754175,,,,
431.7737,,,,
431.779075,,,,
431.796,,,,
431.810825,,,,
431.827725,,,,
431.8358,,,,
431.8559,,,,
431.8718,,,,
431.89665,,,,
431.905875,,,,
431.9225,,,,
431.93185,,,,
431.949325,,,,
431.965325,,,,
431.98215,,,,
431.9931,,,,
432.01125,,,,
432.036225,,,,
432.047925,,,,
432.0602,,,,
432.077475,,,,
432.093575,,,,
432.1061,,,,
432.12085,,,,
432.12825,,,,
432.14415,,,,
432.16,,,,
432.176925,,,,
432.1878,,,,
432.2001,,,,
432.2183,,,,
432.231975,,,,
432.243875,,,,
432.254825,,,,
432.275575,,,,
432.28505,,,,
432.297275,,,,
432.313875,,,,
432.3317,,,,
432.34315,,,,
432.370525,,,,
432.38525,,,,
432.4031,,,,
432.414025,,,,
432.4252,,,,
432.440325,,,,
432.446775,,,,
432.4562,,,,
432.468475,,,,
432.485075,,,,
432.497075,,,,
432.518875,,,,
432.536625,,,,
432.5509,,,,
432.570675,,,,
432.582675,,,,
432.59985,,,,
432.60975,,,,
432.626675,,,,
432.63755,,,,
432.64545,,,,
432.65295,,,,
432.664675,,,,
432.67535,,,,
432.68275,,,,
432.696225,,,,
432.7055,,,,
432.72115,,,,
432.7413,,,,
432.757425,,,,
432.776275,,,,
432.7899,,,,
432.7953,,,,
432.822775,,,,
432.834925,,,,
432.847725,,,,
432.8601,,,,
432.87655,,,,
432.890725,,,,
432.902725,,,,
432.919375,,,,
432.9346,,,,
432.9463,,,,
432.965025,,,,
432.9756,,,,
432.9878,,,,
433.00155,,,,
433.017125,,,,
433.022875,,,,
433.036775,,,,
433.0442,,,,
433.06825,,,,
433.077,,,,
433.098675,,,,
433.12165,,,,
433.135125,,,,
433.15005,,,,
433.163075,,,,
433.180125,,,,
433.186025,,,,
433.199175,,,,
433.217875,,,,
433.236525,,,,
433.25265,,,,
433.2624,,,,
433.277925,,,,
433.289075,,,,
433.31415,,,,
433.32585,,,,
433.33595,,,,
433.34925,,,,
433.36065,,,,
433.37445,,,,
433.391725,,,,
433.407575,,,,
433.4281,,,,
433.4384,,,,
433.4425,,,,
433.458925,,,,
433.47535,,,,
433.48995,,,,
433.511,,,,
433.518825,,,,
433.525475,,,,
433.5443,,,,
433.565275,,,,
433.574,,,,
433.5903,,,,
433.6042,,,,
433.616575,,,,
433.628225,,,,
433.638375,,,,
433.6627,,,,
433.6759,,,,
433.690975,,,,
433.7043,,,,
433.7117,,,,
433.723825,,,,
433.734625,,,,
433.7578,,,,
433.768525,,,,
433.774825,,,,
433.791925,,,,
433.801025,,,,
433.820075,,,,
433.8252,,,,
433.838075,,,,
433.848425,,,,
433.855775,,,,
433.862625,,,,
433.874225,,,,
433.87985,,,,
433.8945,,,,
433.906425,,,,
433.9273,,,,
433.94365,,,,
433.9628,,,,
433.975325,,,,
433.99265,,,,
434.01035,,,,
434.02465,,,,
434.0384,,,,
434.05095,,,,
434.0555,,,,
434.064525,,,,
434.07685,,,,
434.09175,,,,
434.10425,,,,
434.112225,,,,
434.126725,,,,
434.137925,,,,
434.15015,,,,
434.1611,,,,
434.178525,,,,
434.183075,,,,
434.203625,,,,
434.210275,,,,
434.234575,,,,
434.2459,,,,
434.27895,,,,
434.294275,,,,
434.306325,,,,
434.333825,,,,
434.34475,,,,
434.355,,,,
434.363,,,,
434.387075,,,,
434.400775,,,,
434.422725,,,,
434.43805,,,,
434.448925,,,,
434.470075,,,,
434.488875,,,,
434.50035,,,,
434.518925,,,,
434.53135,,,,
434.550475,,,,
434.56175,,,,
434.5744,,,,
434.585225,,,,
434.594025,,,,
434.611075,,,,
434.628625,,,,
434.6434,,,,
434.65965,,,,
434.673925,,,,
434.68875,,,,
434.693825,,,,
434.716275,,,,
434.7509,,,,
434.762125,,,,
434.77385,,,,
434.786925,,,,
434.798575,,,,
434.808875,,,,
434.8231,,,,
434.835825,,,,
434.84095,,,,
434.8512,,,,
434.8568,,,,
434.876075,,,,
434.893375,,,,
434.911275,,,,
434.9287,,,,
434.9502,,,,
434.963,,,,
434.985225,,,,
434.99835,,,,
435.002775,,,,
435.015925,,,,
435.031375,,,,
435.044325,,,,
435.06855,,,,
435.073725,,,,
435.08535,,,,
435.1004,,,,
435.110975,,,,
435.114925,,,,
435.1252,,,,
435.132975,,,,
435.136775,,,,
435.14225,,,,
435.151925,,,,
435.155975,,,,
435.16515,,,,
435.177,,,,
435.1845,,,,
435.1908,,,,
435.2031,,,,
435.20915,,,,
435.217925,,,,
435.22255,,,,
435.228325,,,,
435.2393,,,,
435.2485,,,,
435.2569,,,,
435.2677,,,,
435.276825,,,,
435.293525,,,,
435.300275,,,,
435.314175,,,,
435.329275,,,,
435.34285,,,,
435.350675,,,,
435.36945,,,,
435.37905,,,,
435.3958,,,,
435.4083,,,,
435.4344,,,,
435.45105,,,,
435.4602,,,,
435.46945,,,,
435.493125,,,,
435.51055,,,,
435.5249,,,,
435.532425,,,,
435.546975,,,,
435.556775,,,,
435.574025,,,,
435.598925,,,,
435.624275,,,,
435.6371,,,,
435.6512,,,,
435.666775,,,,
435.673,,,,
435.69055,,,,
435.706975,,,,
435.71535,,,,
435.737075,,,,
435.749475,,,,
435.761475,,,,
435.76795,,,,
435.776275,,,,
435.7909,,,,
435.8039,,,,
435.81945,,,,
435.8317,,,,
435.8523,,,,
435.86075,,,,
435.8751,,,,
435.88855,,,,
435.892625,,,,
435.9035,,,,
435.927,,,,
435.943825,,,,
435.950175,,,,
435.966975,,,,
435.979825,,,,
435.996925,,,,
436.01435,,,,
436.02675,,,,
436.044725,,,,
436.058375,,,,
436.073975,,,,
436.092,,,,
436.113125,,,,
436.1219,,,,
436.1401,,,,
436.15585,,,,
436.1746,,,,
436.1934,,,,
436.21215,,,,
436.223075,,,,
436.23125,,,,
436.2435,,,,
436.25915,,,,
436.271625,,,,
436.279125,,,,
436.29085,,,,
436.3026,,,,
436.317075,,,,
436.337975,,,,
436.3476,,,,
436.365025,,,,
436.3762,,,,
436.394375,,,,
436.410225,,,,
436.430825,,,,
436.44415,,,,
436.458425,,,,
436.47485,,,,
436.488325,,,,
436.49825,,,,
436.51805,,,,
436.53115,,,,
436.5446,,,,
436.559675,,,,
436.5684,,,,
436.5846,,,,
436.594625,,,,
436.6095,,,,
436.620275,,,,
436.6361,,,,
436.6577,,,,
436.6722,,,,
436.68595,,,,
436.699125,,,,
436.723125,,,,
436.7441,,,,
436.756625,,,,
436.775425,,,,
436.78865,,,,
436.803375,,,,
436.81475,,,,
436.8267,,,,
436.834725,,,,
436.856025,,,,
436.871175,,,,
436.882325,,,,
436.9017,,,,
436.917975,,,,
436.934275,,,,
436.943775,,,,
436.9649,,,,
436.9813,,,,
436.9943,,,,
437.01475,,,,
437.02435,,,,
437.032975,,,,
437.0451,,,,
437.0563,,,,
437.06875,,,,
437.080475,,,,
437.10055,,,,
437.110175,,,,
437.12795,,,,
437.13515,,,,
437.151,,,,
437.15535,,,,
437.1767,,,,
437.18735,,,,
437.200475,,,,
437.21305,,,,
437.22395,,,,
437.23465,,,,
437.243575,,,,
437.25475,,,,
437.27125,,,,
437.2833,,,,
437.291625,,,,
437.304925,,,,
437.32255,,,,
437.335375,,,,
437.346275,,,,
437.356125,,,,
437.36815,,,,
437.386575,,,,
437.3966,,,,
437.40465,,,,
437.41935,,,,
437.429475,,,,
437.443525,,,,
437.452525,,,,
437.469675,,,,
437.479625,,,,
437.5008,,,,
437.516075,,,,
437.53305,,,,
437.5531,,,,
437.57055,,,,
437.579875,,,,
437.5948,,,,
437.60265,,,,
437.61955,,,,
437.633675,,,,
437.64785,,,,
437.66065,,,,
437.68005,,,,
437.687925,,,,
437.7047,,,,
437.721975,,,,
437.74555,,,,
437.7535,,,,
437.769525,,,,
437.78375,,,,
437.80285,,,,
437.809375,,,,
437.82695,,,,
437.8444,,,,
437.8609,,,,
437.8708,,,,
437.887425,,,,
437.899375,,,,
437.922,,,,
437.935425,,,,
437.9555,,,,
437.962675,,,,
437.978875,,,,
437.995575,,,,
438.0041,,,,
438.01535,,,,
438.020675,,,,
438.033325,,,,
438.04075,,,,
438.049425,,,,
438.06205,,,,
438.065625,,,,
438.075075,,,,
438.080475,,,,
438.085825,,,,
438.092225,,,,
438.102575,,,,
438.110675,,,,
438.116775,,,,
438.1244,,,,
438.130675,,,,
438.140825,,,,
438.1492,,,,
438.1548,,,,
438.165,,,,
438.167925,,,,
438.18195,,,,
438.190675,,,,
438.20635,,,,
438.21275,,,,
438.230025,,,,
438.241,,,,
438.25505,,,,
438.273125,,,,
438.2799,,,,
438.299775,,,,
438.31995,,,,
438.330875,,,,
438.351125,,,,
438.36665,,,,
438.376475,,,,
438.388925,,,,
438.40495,,,,
438.42655,,,,
438.4344,,,,
438.44625,,,,
438.451825,,,,
438.462575,,,,
438.47345,,,,
438.488325,,,,
438.504675,,,,
438.5124,,,,
438.533575,,,,
438.5449,,,,
438.562175,,,,
438.567625,,,,
438.58335,,,,
438.601875,,,,
438.62,,,,
438.6382,,,,
438.65005,,,,
438.6615,,,,
438.682975,,,,
438.69035,,,,
438.709575,,,,
438.7186,,,,
438.7378,,,,
438.750025,,,,
438.76405,,,,
438.7791,,,,
438.79365,,,,
438.809225,,,,
438.8239,,,,
438.8385,,,,
438.8581,,,,
438.8689,,,,
438.87885,,,,
438.895725,,,,
438.9065,,,,
438.91945,,,,
438.94335,,,,
438.951525,,,,
438.964925,,,,
438.986075,,,,
438.9998,,,,
439.0189,,,,
439.031575,,,,
439.043925,,,,
439.0546,,,,
439.0762,,,,
439.10085,,,,
439.108775,,,,
439.1187,,,,
439.135075,,,,
439.1458,,,,
439.158525,,,,
439.17325,,,,
439.18855,,,,
439.193275,,,,
439.21265,,,,
439.227375,,,,
439.2399,,,,
439.25775,,,,
439.276875,,,,
439.293675,,,,
439.3119,,,,
439.330925,,,,
439.3471,,,,
439.360475,,,,
439.377025,,,,
439.38995,,,,
439.394,,,,
439.4202,,,,
439.430275,,,,
439.4606,,,,
439.46725,,,,
439.472525,,,,
439.500875,,,,
439.515375,,,,
