SPK_SPKC03a (inhibited),SPK_SPKC07b (inhibited),SPK_SPKC08b (no effect),SPK_SPKC08c (excited),SPK_SPKC10a (weak inhibition)
33.136275,307.1543,104.5688,120.674825,45.831675
33.15565,307.1653,104.66965,120.68925,45.8562
33.162125,307.2441,104.7075,120.8433,45.879625
33.17415,307.2611,104.768425,120.86365,45.91015
33.189425,307.44785,104.805825,120.895025,45.93505
33.20805,307.5313,104.84485,121.059425,45.960075
33.219275,307.669225,104.861025,121.095925,45.986875
33.234625,307.718925,104.916125,121.1124,46.006075
33.2404,307.89075,104.969075,121.14435,46.038675
33.25855,307.97485,105.006275,121.158675,46.067775
33.286575,308.053075,105.0509,121.236025,46.0967
33.297375,308.098525,105.089775,121.261375,46.112825
33.308025,308.14545,105.13165,121.29595,46.129425
33.317425,308.3255,105.158575,121.3574,46.14815
33.32455,308.626675,105.2263,121.392,46.1681
33.343775,308.6542,105.25645,121.409875,46.18165
33.354075,308.8082,105.28305,121.43155,46.201475
33.371825,308.8339,105.3283,121.46205,46.2423
33.3843,308.880225,105.3718,121.482475,46.27835
33.403275,308.963875,105.420975,121.4935,46.29905
33.42635,309.012025,105.462475,121.5429,46.321825
33.444925,309.0664,105.518225,121.564775,46.35655
33.456475,309.111625,105.560975,121.6309,46.383875
33.475475,309.23455,105.6088,121.635175,46.404775
33.4875,309.254925,105.6681,121.648925,46.46305
33.506275,309.278525,105.697725,121.682925,46.48585
33.52065,309.341075,105.74285,121.715975,46.49855
33.542725,309.376725,105.776225,121.763125,46.516575
33.5699,309.41065,105.81775,121.836125,46.526325
33.5846,309.514325,105.9388,121.84785,46.544225
33.607275,309.71855,106.033825,121.9695,46.554125
33.621675,309.7797,106.098,121.994825,46.5678
33.634275,310.003,106.1716,122.024575,46.57555
33.6495,310.06275,106.288725,122.159025,46.580725
33.656175,310.268875,106.378575,122.201575,46.595775
33.6693,310.29555,106.44875,122.246,46.615525
33.68145,310.433975,106.511775,122.26455,46.633125
33.689725,310.455325,106.557275,122.279925,46.682375
33.694325,310.503675,106.64265,122.35815,46.71415
33.703975,310.5285,106.71165,122.368825,46.734725
33.708175,310.5476,106.734225,122.387675,46.7643
33.7154,310.7906,106.754575,122.40185,46.79465
33.72905,310.93015,106.780825,122.445375,46.81995
33.746625,311.22465,106.802425,122.499425,46.8492
33.756175,311.514925,106.825875,122.5373,46.864975
33.764525,311.588875,106.8622,122.565275,46.8986
33.776375,311.6768,106.8964,122.62085,46.9205
33.78665,311.71065,107.01115,122.647725,46.937825
33.8017,311.77315,107.04155,122.8144,46.9491
33.811975,311.8156,107.06295,122.86915,46.992825
33.83265,311.8895,107.0728,122.884675,47.01655
33.845725,311.9472,107.090725,122.899075,47.0412
33.85775,312.011725,107.12285,122.924375,47.06545
33.87285,312.040675,107.152625,122.982825,47.09635
33.893875,312.099375,107.178325,122.994675,47.1367
33.90105,312.2201,107.265925,123.034525,47.160425
33.919275,312.534325,107.31425,123.047125,47.20345
33.936975,312.62965,107.432525,123.068725,47.248425
33.94965,312.723825,107.522775,123.274175,47.2876
33.9623,312.74085,107.571625,123.3346,47.3078
33.981375,312.807275,107.60035,123.383,47.34055
33.998225,312.918525,107.630875,123.44155,47.3799
34.009075,312.965675,107.680425,123.514075,47.4089
34.0271,313.104225,107.72195,123.53985,47.4416
34.0353,313.1756,107.88515,123.5565,47.483
34.0514,313.23485,107.9576,123.6314,47.516675
34.0632,313.309675,107.9882,123.661125,47.5553
34.07545,313.354,108.0153,123.6759,47.571625
34.0836,313.57235,108.061375,123.776,47.589375
34.0964,313.61515,108.111925,123.831725,47.610575
34.12725,313.7855,108.126175,123.8467,47.624475
34.143825,313.855975,108.1593,123.878425,47.639275
34.16425,313.914775,108.224975,123.93885,47.663975
34.177775,314.197275,108.264275,123.973175,47.6805
34.188125,314.2494,108.29375,123.9995,47.7006
34.204025,314.28535,108.346175,124.016075,47.7286
34.214825,314.40675,108.368175,124.031075,47.744575
34.236725,314.527675,108.409,124.048575,47.7698
34.247575,314.547375,108.44205,124.071375,47.796875
34.25455,314.676075,108.519975,124.082925,47.818575
34.26835,314.735525,108.559375,124.0986,47.831825
34.29245,314.805825,108.62255,124.12505,47.851575
34.3006,314.961475,108.6481,124.1547,47.8663
34.33145,314.996075,108.698425,124.1936,47.893775
34.3411,315.072825,108.722175,124.21285,47.91035
34.346325,315.4977,108.750575,124.24935,47.939225
34.370225,315.595125,108.77815,124.265925,47.972125
34.3891,315.6484,108.82515,124.2819,47.9925
34.407975,315.85985,108.883875,124.371075,48.00975
34.418125,315.9275,108.924225,124.3918,48.022425
34.434525,315.9756,108.95195,124.440925,48.037475
34.445375,315.99825,109.0059,124.4698,48.05035
34.47425,316.018975,109.056575,124.5103,48.07055
34.4897,316.037825,109.110475,124.52965,48.1005
34.4993,316.058625,109.1527,124.545775,48.148925
34.513625,316.10725,109.216575,124.591975,48.16645
34.5245,316.1439,109.2465,124.601075,48.18265
34.53975,316.1699,109.311275,124.6435,48.185725
34.551325,316.20005,109.33835,124.669325,48.20075
34.567225,316.222575,109.371525,124.702525,48.207475
34.59505,316.24995,109.400075,124.7935,48.230825
34.60465,316.411575,109.45,124.86925,48.247325
34.61765,316.456125,109.4894,124.8912,48.260925
34.629575,316.59935,109.515,124.911475,48.2769
34.641175,316.644475,109.5482,124.9423,48.302425
34.65885,316.66815,109.58145,124.9733,48.325075
34.677275,316.719525,109.62785,125.06075,48.354725
34.699675,316.7826,109.677525,125.08505,48.387575
34.70795,316.8539,109.71535,125.128875,48.41725
34.723925,316.9592,109.7498,125.15085,48.450125
34.747475,317.05415,109.789225,125.19045,48.46895
34.764925,317.102075,109.8149,125.21655,48.483075
34.787275,317.135925,109.846075,125.232225,48.494725
34.797075,317.20025,109.87365,125.2476,48.50565
34.8243,317.263575,109.8952,125.365425,48.52045
34.836275,317.4207,109.907,125.4566,48.545075
34.85665,317.451725,109.919975,125.496925,48.5678
34.8712,317.490625,109.934575,125.53365,48.582325
34.88585,317.512875,109.96565,125.5705,48.59945
34.893875,317.53255,109.9896,125.594625,48.62
34.91345,317.57945,110.028325,125.62375,48.6409
34.9276,317.599775,110.04575,125.652375,48.6651
34.9391,317.66875,110.064175,125.751375,48.682175
34.950075,317.74485,110.098275,125.78235,48.705675
34.96385,317.86295,110.1877,125.8556,48.728625
34.99045,317.924475,110.233725,125.911725,48.7421
35.013825,317.96105,110.28215,125.9536,48.7664
35.03415,317.981225,110.32475,125.9944,48.79175
35.0386,318.044075,110.34005,126.009225,48.82935
35.0533,318.14025,110.429025,126.059025,48.862675
35.070025,318.333,110.441575,126.1062,48.89395
35.077025,318.518025,110.493225,126.1349,48.933875
35.09485,318.55075,110.55095,126.17665,48.959675
35.10215,318.5841,110.593675,126.203775,48.984175
35.115925,318.710525,110.633575,126.237125,48.99825
35.135625,318.7444,110.67075,126.246175,49.02015
35.150525,318.779275,110.741375,126.254,49.038125
35.16535,318.84105,110.793275,126.295825,49.071575
35.184,318.933,110.846275,126.321175,49.099625
35.19705,319.011325,110.879075,126.3422,49.131125
35.20455,319.103575,110.9087,126.36825,49.159275
35.2255,319.128425,110.94365,126.392575,49.1853
35.233475,319.156025,110.968725,126.4161,49.217825
35.25925,319.1998,111.005675,126.428,49.2291
35.272925,319.223775,111.04335,126.451075,49.24435
35.29715,319.3354,111.0821,126.5502,49.25425
35.310375,319.4895,111.127625,126.601325,49.283975
35.327825,319.5598,111.172875,126.667275,49.301875
35.335475,319.5747,111.211875,126.8264,49.318225
35.346575,319.59725,111.254025,126.8323,49.32995
35.35475,319.7246,111.3001,126.8545,49.339525
35.36665,319.742125,111.3245,126.943525,49.347875
35.377775,319.7644,111.360375,127.065075,49.35475
35.386975,319.86,111.409025,127.120125,49.363625
35.395725,319.929625,111.437175,127.14855,49.37195
35.41305,319.9445,111.469675,127.150325,49.379875
35.420875,319.998925,111.505525,127.16845,49.39885
35.43445,320.040075,111.56655,127.171,49.40865
35.4449,320.1231,111.5994,127.176475,49.41835
35.456325,320.294675,111.63405,127.187525,49.429375
35.4781,320.50275,111.65205,127.253475,49.456225
35.492625,320.520225,111.685675,127.34975,49.46445
35.5146,320.5502,111.72025,127.3783,49.472175
35.519675,320.659125,111.7467,127.40295,49.4794
35.54155,320.7723,111.7988,127.427875,49.487275
35.553225,320.941375,111.83645,127.446,49.495725
35.562425,320.9693,111.87525,127.479475,49.504025
35.57945,321.055475,111.897475,127.500425,49.52245
35.593475,321.155825,111.947525,127.522875,49.532625
35.616475,321.20355,111.9915,127.55785,49.54235
35.62975,321.274475,112.01225,127.600575,49.553025
35.643375,321.295175,112.047875,127.616425,49.562
35.660025,321.45915,112.116825,127.641525,49.57615
35.67205,321.489025,112.142925,127.675575,49.58775
35.67955,321.51825,112.1954,127.69685,49.600325
35.69155,321.762075,112.23715,127.7273,49.6106
35.69945,321.782625,112.282125,127.757875,49.621125
35.709225,321.8307,112.3108,127.778725,49.633725
35.720775,321.90895,112.368675,127.816025,49.645425
35.73705,322.063,112.39105,127.864275,49.652225
35.746475,322.1045,112.435325,127.894975,49.661475
35.7542,322.1838,112.4674,127.97015,49.6725
35.7668,322.265325,112.505275,127.993575,49.682225
35.7778,322.274,112.52525,128.0278,49.7076
35.79115,322.290875,112.570925,128.048575,49.723475
35.805925,322.3712,112.60655,128.0553,49.734425
35.82655,322.392425,112.64445,128.101025,49.7464
35.840725,322.467775,112.701975,128.118275,49.7685
35.856325,322.6317,112.767425,128.139925,49.80285
35.874925,322.876275,112.82085,128.183825,49.844775
35.9018,322.915675,112.879225,128.2017,49.856275
35.9103,322.933475,112.948675,128.220625,49.8716
35.91995,322.949225,113.024875,128.319525,49.88475
35.9376,323.177275,113.057025,128.391675,49.8963
35.949825,323.3353,113.089425,128.424375,49.9147
35.969825,323.3689,113.192925,128.45555,49.92805
35.973125,323.43995,113.2534,128.48435,49.953575
35.984,323.488975,113.31455,128.55005,49.9842
35.992575,323.52095,113.3425,128.574875,49.99915
36.0009,323.629575,113.373125,128.609575,50.02475
36.009625,323.77455,113.419375,128.66145,50.0384
36.01255,323.821925,113.4389,128.7374,50.05195
36.027375,323.844125,113.45485,128.859925,50.085475
36.03795,323.86185,113.47165,128.897375,50.115
36.0565,323.89265,113.50985,128.930275,50.1246
36.069175,323.9163,113.549675,129.00135,50.14365
36.074525,323.944525,113.620825,129.022375,50.177475
36.0851,324.1856,113.684875,129.053625,50.20155
36.093575,324.3293,113.722,129.13645,50.2305
36.1041,324.408125,113.737375,129.1895,50.259475
36.114175,324.44055,113.7596,129.2159,50.291625
36.1341,324.46995,113.7771,129.236575,50.318125
36.152875,324.5265,113.810825,129.253725,50.350875
36.168325,324.541475,113.8421,129.2646,50.3704
36.187875,324.63485,113.8656,129.30445,50.38865
36.19885,324.779475,113.8801,129.320975,50.409675
36.21905,324.87275,113.889,129.3609,50.441125
36.232925,324.87965,113.909475,129.45245,50.481725
36.244725,324.9281,113.96575,129.493575,50.51185
36.2588,325.053625,113.999225,129.5601,50.540175
36.271275,325.1021,114.02755,129.636975,50.568725
36.2832,325.252775,114.058875,129.665075,50.5914
36.29615,325.407625,114.097475,129.79575,50.6239
36.310525,325.499775,114.118275,129.80695,50.6422
36.3287,325.540025,114.141275,129.815075,50.657125
36.342975,325.667075,114.21655,129.8911,50.69465
36.363575,325.83025,114.276475,129.92215,50.706125
36.38315,325.858475,114.3058,129.94435,50.719875
36.401975,325.905425,114.325675,129.9619,50.73425
36.415825,325.96915,114.3697,130.17545,50.751
36.430275,326.014875,114.500525,130.1947,50.772125
36.45565,326.216975,114.53425,130.21815,50.7894
36.477975,326.2593,114.56835,130.238825,50.815025
36.492575,326.303675,114.6183,130.2948,50.840125
36.496325,326.357675,114.656775,130.33535,50.8682
36.5155,326.372675,114.693925,130.38965,50.893425
36.5329,326.403,114.7313,130.407175,50.914575
36.547975,326.490525,114.75445,130.43135,50.9383
36.554725,326.55655,114.82665,130.46135,50.9657
36.569625,326.6443,114.8808,130.50075,50.990625
36.59355,326.72505,114.927525,130.5219,51.034275
36.624025,326.737725,114.983325,130.5441,51.053625
36.6356,326.739925,115.061925,130.5917,51.072275
36.64425,326.76815,115.083875,130.614225,51.116175
36.663725,326.99,115.11345,130.6283,51.141375
36.678125,327.167575,115.1471,130.653125,51.1667
36.6883,327.225925,115.19675,130.786125,51.187025
36.703375,327.31365,115.243875,130.79015,51.208975
36.7117,327.53685,115.291475,130.811025,51.2338
36.73705,327.582125,115.3417,130.86755,51.2697
36.749225,327.683,115.3934,130.9122,51.291875
36.7702,327.898925,115.46835,130.9382,51.30865
36.786375,327.98675,115.57315,131.050875,51.331275
36.80295,328.027425,115.6289,131.075275,51.3582
36.8241,328.1711,115.6468,131.103275,51.382275
36.836175,328.237375,115.6881,131.15345,51.40795
36.85495,328.284525,115.734925,131.194725,51.428325
36.859025,328.365025,115.75575,131.256375,51.464175
36.86705,328.5092,115.790975,131.30505,51.498575
36.878225,328.634425,115.873375,131.3146,51.5277
36.8836,328.693,115.95425,131.32945,51.55695
36.889675,328.74555,115.98155,131.342825,51.586075
36.9003,328.8236,116.001475,131.4172,51.628575
36.9055,328.9723,116.02205,131.4641,51.66325
36.922475,329.04695,116.041125,131.5363,51.689275
36.929475,329.164625,116.05755,131.582775,51.722725
36.942325,329.215725,116.077625,131.589275,51.7519
36.948775,329.238625,116.1082,131.6998,51.788875
36.959875,329.3259,116.141925,131.7262,51.815575
36.96955,329.36395,116.16705,131.7615,51.838875
36.981825,329.40005,116.190175,131.80485,51.854675
36.995375,329.431675,116.227225,131.8423,51.877225
37.00635,329.611525,116.273175,131.88705,51.91045
37.012775,329.70085,116.3249,132.046925,51.923175
37.023775,329.72055,116.373375,132.07475,51.940975
37.037375,329.75695,116.397275,132.09345,51.956925
37.056575,329.77445,116.4254,132.167325,51.971525
37.062575,329.788875,116.4569,132.1831,51.986825
37.086275,329.81305,116.494825,132.382725,52.00185
37.1052,329.83635,116.52025,132.4103,52.0444
37.11415,329.88015,116.54065,132.43735,52.061225
37.134,329.929875,116.56125,132.507925,52.090275
37.152975,330.06355,116.582575,132.553025,52.116925
37.1665,330.1008,116.611275,132.579125,52.154225
37.180575,330.3933,116.66545,132.653325,52.1948
37.18515,330.413975,116.703025,132.70325,52.216975
37.19785,330.439675,116.7429,132.752875,52.249275
37.20925,330.608575,116.783675,132.758825,52.28085
37.215825,330.645625,116.822275,132.77845,52.30885
37.23125,330.70225,116.85595,132.791025,52.353125
37.2437,330.753825,116.876575,132.903625,52.37865
37.255775,330.768025,116.8918,132.9141,52.411825
37.263775,330.828675,116.9089,132.9245,52.448025
37.2766,330.872075,116.929875,132.94455,52.46995
37.282075,330.8815,116.96055,132.9771,52.497825
37.2934,330.89575,117.006525,133.021875,52.520825
37.30565,330.936075,117.024575,133.136,52.54545
37.3188,331.0522,117.04265,133.1482,52.58605
37.33085,331.0673,117.09315,133.15955,52.611225
37.343925,331.165,117.14375,133.1733,52.64955
37.35015,331.189125,117.199625,133.18495,52.668025
37.382775,331.2176,117.2413,133.199375,52.68835
37.402875,331.269125,117.2989,133.209475,52.704475
37.4112,331.3127,117.32615,133.235625,52.715675
37.428425,331.383875,117.41445,133.294825,52.730675
37.43995,331.51815,117.4499,133.323325,52.739
37.466325,331.5816,117.498575,133.3411,52.7528
37.48265,331.635075,117.584875,133.401725,52.763375
37.50665,331.676075,117.6399,133.4222,52.778175
37.517825,331.693475,117.657475,133.466175,52.7921
37.534175,331.7404,117.686475,133.48265,52.80475
37.54855,331.7705,117.70975,133.5108,52.822875
37.5589,331.808725,117.733425,133.52275,52.849775
37.57255,331.86095,117.759,133.537625,52.862675
37.583525,331.87895,117.80315,133.555175,52.880125
37.60035,331.9073,117.85625,133.569675,52.893725
37.61305,331.9136,117.8944,133.642925,52.9354
37.630775,331.931075,117.91765,133.67575,52.951525
37.650725,331.939475,117.9482,133.70115,52.9563
37.66255,331.9529,117.972575,133.799225,52.968675
37.680375,332.005175,118.017825,133.812375,53.023425
37.7062,332.0242,118.0447,133.84705,53.0488
37.713975,332.1583,118.07245,133.873,53.069675
37.726425,332.170925,118.136575,133.89005,53.104575
37.74685,332.261125,118.16755,133.91,53.12785
37.765125,332.3285,118.21575,133.98045,53.15455
37.7753,332.443725,118.23585,134.03475,53.17335
37.7897,332.46605,118.2529,134.045975,53.185275
37.80725,332.573725,118.2705,134.098125,53.207475
37.826725,332.72355,118.283625,134.103575,53.221875
37.8372,332.8055,118.33185,134.11105,53.2358
37.862675,332.865425,118.356375,134.12595,53.251775
37.884825,332.901425,118.41965,134.137425,53.267875
37.9055,333.002,118.4555,134.16415,53.2836
37.924225,333.0236,118.48365,134.2017,53.314
37.939475,333.11435,118.517125,134.31755,53.32805
37.948975,333.21665,118.5395,134.424825,53.34025
37.9725,333.283925,118.55645,134.444425,53.354725
37.985825,333.330725,118.580825,134.4537,53.37245
38.0029,333.363975,118.601275,134.561925,53.391925
38.019175,333.41965,118.6333,134.60045,53.4084
38.032575,333.468125,118.7229,134.651875,53.436275
38.04855,333.560675,118.7657,134.6636,53.4495
38.06275,333.65475,118.801475,134.6823,53.460575
38.073425,333.6603,118.8505,134.7224,53.50055
38.086,333.673175,118.882225,134.83115,53.523425
38.09825,333.75445,118.9307,134.889925,53.54445
38.108775,333.803125,118.985925,134.929225,53.5602
38.13855,333.9478,119.1085,134.98005,53.581325
38.148375,334.008475,119.1368,134.99565,53.602675
38.162825,334.0772,119.2029,135.0082,53.6209
38.1786,334.1,119.275575,135.033775,53.637575
38.204,334.144575,119.315625,135.062575,53.6576
38.215975,334.178975,119.363375,135.111825,53.6787
38.22835,334.214325,119.3953,135.225125,53.7067
38.250775,334.262725,119.42905,135.2488,53.721175
38.25895,334.283,119.490775,135.2738,53.7382
38.28045,334.33875,119.568225,135.426725,53.7516
38.297575,334.418775,119.608325,135.45095,53.770575
38.316975,334.477825,119.732825,135.48135,53.783675
38.328625,334.5212,119.865525,135.500425,53.799725
38.338775,334.581525,119.901275,135.5559,53.816275
38.355675,334.7785,119.95095,135.5944,53.834975
38.379725,334.8607,119.9921,135.63615,53.852575
38.397775,334.875625,120.02065,135.65045,53.87
38.40365,334.920625,120.0423,135.6622,53.8829
38.420725,334.987375,120.090925,135.68705,53.89555
38.439325,335.029325,120.1678,135.7353,53.9069
38.4588,335.0529,120.211175,135.746975,53.918725
38.4734,335.070525,120.269825,135.78085,53.93345
38.480175,335.1374,120.317375,135.8023,53.9481
38.49785,335.233975,120.38805,135.82575,53.9648
38.508875,335.251625,120.43285,135.87265,53.981125
38.52175,335.29525,120.558225,135.90945,53.996225
38.54475,335.416875,120.58485,136.00305,54.0097
38.5547,335.430825,120.61345,136.0151,54.028275
38.56885,335.473475,120.642725,136.046425,54.047
38.5799,335.53115,120.6879,136.0613,54.0982
38.589425,335.695425,120.741275,136.075,54.1366
38.606575,335.81985,120.819675,136.12195,54.158325
38.617775,335.876125,120.838375,136.1431,54.1773
38.6299,335.97365,120.864825,136.158075,54.188275
38.6481,336.0431,120.94415,136.18505,54.21545
38.67215,336.1335,120.98705,136.303675,54.247775
38.68335,336.1677,121.040325,136.3878,54.264725
38.689475,336.2593,121.071525,136.403375,54.28635
38.710825,336.35735,121.120425,136.42005,54.3123
38.726725,336.39015,121.156325,136.5011,54.353125
38.74115,336.4769,121.195925,136.53695,54.38985
38.750275,336.627525,121.292675,136.567575,54.424675
38.758225,336.81835,121.3507,136.57975,54.46485
38.767025,336.90575,121.4475,136.59915,54.51015
38.78595,336.92335,121.459175,136.616425,54.531775
38.7994,336.951525,121.489075,136.625725,54.558725
38.816925,337.0066,121.50705,136.663575,54.576925
38.8312,337.087625,121.5412,136.712275,54.5918
38.851,337.11305,121.582125,136.750425,54.615525
38.865475,337.243175,121.621375,136.772375,54.631875
38.87895,337.307875,121.675425,136.7904,54.651725
38.903525,337.326775,121.72825,136.811,54.675825
38.91655,337.561,121.773975,136.8262,54.69325
38.93135,337.60425,121.791525,136.84605,54.7138
38.9514,337.652275,121.88965,136.858675,54.73785
38.9593,337.736575,122.00435,136.880875,54.767875
38.9753,337.7779,122.066425,136.9236,54.7893
38.9997,337.857525,122.109975,136.93595,54.813775
39.0138,337.9691,122.173,136.9934,54.844925
39.033525,338.0224,122.2487,137.013175,54.865125
39.056625,338.0835,122.28935,137.052725,54.88845
39.08665,338.1846,122.319575,137.061075,54.90195
39.10455,338.22765,122.3902,137.07445,54.9171
39.113025,338.272125,122.429575,137.116625,54.93675
39.1308,338.276925,122.460925,137.1998,54.9492
39.1528,338.305075,122.478275,137.217425,54.9631
39.165375,338.4559,122.533775,137.2531,54.979075
39.183,338.50745,122.582425,137.30795,54.997875
39.19305,338.67125,122.6711,137.329225,55.018
39.2042,338.68615,122.747125,137.369,55.0379
39.21525,338.851175,122.795725,137.384925,55.06805
39.2367,338.862475,122.860125,137.391475,55.103725
39.250625,338.9069,122.889375,137.39835,55.12215
39.265375,338.97455,122.937625,137.4236,55.13775
39.281925,338.992825,122.988825,137.43765,55.1625
39.293625,339.02205,123.07375,137.482975,55.177
39.318175,339.041975,123.11505,137.50005,55.19675
39.32785,339.0869,123.15965,137.5146,55.221975
39.33925,339.2754,123.194925,137.5317,55.24475
39.374875,339.312875,123.234675,137.583875,55.263
39.383575,339.37175,123.294025,137.602675,55.2864
39.4075,339.394325,123.431075,137.6301,55.330775
39.414275,339.415225,123.484025,137.65075,55.34955
39.427275,339.4264,123.5124,137.7232,55.371175
39.43935,339.4933,123.532275,137.75775,55.389325
39.448625,339.77605,123.549725,137.7653,55.410775
39.45415,339.94705,123.592775,137.776525,55.425175
39.466,339.97925,123.6243,137.8024,55.435125
39.47845,340.018975,123.65375,137.829575,55.4604
39.493475,340.19115,123.697225,137.8645,55.476925
39.502725,340.350275,123.74655,137.89295,55.48985
39.51525,340.3997,123.80665,137.91055,55.50415
39.5264,340.402725,123.842775,138.0094,55.5191
39.533175,340.4491,123.90285,138.02965,55.53815
39.543925,340.5146,123.964825,138.041575,55.55585
39.571125,340.5279,124.007075,138.175375,55.579175
39.586475,340.544475,124.05495,138.1952,55.600725
39.60825,340.568525,124.11895,138.2226,55.6234
39.6149,340.592775,124.15775,138.24885,55.6538
39.632025,340.600975,124.2671,138.31295,55.678875
39.65355,340.676825,124.306875,138.376875,55.710875
39.6674,340.799925,124.420575,138.4041,55.731675
39.68605,340.96695,124.4929,138.431175,55.7675
39.7004,340.996975,124.51565,138.460375,55.797925
39.722875,341.06365,124.5533,138.486325,55.828175
39.745175,341.09615,124.5952,138.5544,55.851
39.7561,341.15785,124.61635,138.588725,55.8775
39.76925,341.4236,124.655875,138.61915,55.90435
39.79415,341.52325,124.682375,138.704125,55.9296
39.80935,341.55875,124.71405,138.7674,55.965325
39.826775,341.589625,124.79095,138.79155,56.006725
39.83745,341.63285,124.810925,138.89415,56.0379
39.85785,341.6921,124.8412,138.919875,56.067875
39.866425,341.873075,124.8794,138.945525,56.0958
39.8851,341.953475,124.933325,138.96775,56.112625
39.89515,342.023475,125.004775,138.99495,56.13295
39.90115,342.1022,125.0515,139.06415,56.148725
39.91495,342.199275,125.077475,139.138525,56.1643
39.9247,342.247825,125.112575,139.210925,56.186125
39.9344,342.37925,125.1486,139.260475,56.206325
39.94895,342.5368,125.286775,139.281775,56.22445
39.96165,342.6869,125.382825,139.310025,56.238875
39.9708,342.722525,125.447,139.3377,56.25995
39.979425,342.809625,125.475775,139.356525,56.2643
40.0007,342.9121,125.52965,139.4667,56.272925
40.02245,342.956425,125.5814,139.622175,56.29495
40.034975,343.054375,125.633275,139.709875,56.3075
40.043275,343.11075,125.690125,139.778925,56.3217
40.0583,343.2319,125.71395,139.817175,56.33825
40.071325,343.305275,125.7396,139.863075,56.35905
40.0808,343.3706,125.783425,139.9075,56.412175
40.090225,343.412425,125.942875,139.96115,56.42575
40.096525,343.4535,125.99945,140.064325,56.45655
40.1098,343.49545,126.0427,140.12095,56.488025
40.131425,343.544025,126.102525,140.133925,56.5121
40.143875,343.565075,126.164025,140.145775,56.53405
40.166075,343.653225,126.222,140.161825,56.57525
40.1717,343.726275,126.297225,140.1945,56.603375
40.196825,343.74825,126.347575,140.313825,56.630875
40.205125,343.7908,126.48615,140.3384,56.65315
40.22195,343.8612,126.5309,140.3735,56.6841
40.241,343.965425,126.554275,140.405075,56.70965
40.25525,344.047975,126.5907,140.42075,56.738175
40.26975,344.180825,126.641025,140.436525,56.74255
40.281225,344.218075,126.680175,140.4502,56.769825
40.296825,344.3451,126.7145,140.54,56.81145
40.317625,344.416725,126.761925,140.57485,56.84065
40.337475,344.518925,126.793625,140.613225,56.872725
40.362825,344.5405,126.824775,140.66345,56.911375
40.373275,344.634825,126.843275,140.723025,56.93105
40.384625,344.7343,126.879225,140.763425,56.94965
40.389275,344.757275,126.900175,140.78825,56.967025
40.410725,344.777775,126.93515,140.8749,56.9854
40.4179,344.79395,127.023925,140.903,57.019475
40.43735,344.909575,127.0773,140.92925,57.03565
40.44975,344.952975,127.12575,140.95435,57.059975
40.461225,345.007975,127.139725,141.01075,57.0889
40.48795,345.154075,127.153675,141.0785,57.107675
40.498775,345.2786,127.178125,141.09275,57.1302
40.504975,345.380525,127.197175,141.1527,57.157925
40.52135,345.407,127.2466,141.184275,57.18815
40.5391,345.715625,127.2771,141.221125,57.216425
40.556375,345.7488,127.306275,141.27245,57.250425
40.57085,345.763725,127.376,141.3215,57.28125
40.58495,345.78265,127.40435,141.35245,57.30525
40.607275,345.897025,127.4316,141.369675,57.334025
40.6178,346.475575,127.461075,141.386425,57.357275
40.629725,346.5401,127.48995,141.410525,57.386975
40.649375,346.6184,127.511975,141.428625,57.423125
40.658575,346.831825,127.546,141.515975,57.457025
40.6728,346.90685,127.59115,141.591625,57.478525
40.680625,346.980725,127.633675,141.612225,57.515
40.698375,347.01195,127.65765,141.6299,57.544075
40.7089,347.08555,127.669675,141.651925,57.579825
40.71345,347.21345,127.7769,141.679875,57.610475
40.725125,347.263325,127.824425,141.693425,57.626425
40.742025,347.333375,127.870825,141.708625,57.640975
40.758525,347.357925,127.90705,141.7852,57.656725
40.7702,347.37705,128.008575,141.8011,57.693175
40.782125,347.418275,128.04995,141.832275,57.71735
40.7939,347.448775,128.1117,141.9507,57.74285
40.80655,347.6001,128.1498,142.0419,57.752175
40.82265,347.699625,128.2004,142.058825,57.7637
40.8315,347.743825,128.263425,142.0932,57.7747
40.8547,347.78605,128.3418,142.16705,57.785425
40.8639,347.88855,128.469325,142.184625,57.794475
40.874875,347.9188,128.520775,142.193975,57.79575
40.88445,348.088725,128.60055,142.224,57.8053
40.898925,348.1409,128.63415,142.239075,57.813525
40.92155,348.274275,128.66295,142.267525,57.8225
40.93785,348.298,128.769425,142.292325,57.8338
40.95605,348.357525,128.852525,142.31535,57.842475
40.972975,348.58225,128.901275,142.35495,57.868575
40.9837,348.64075,128.933225,142.438125,57.883225
40.99745,348.806025,128.9794,142.463925,57.90075
41.00645,349.02935,129.0334,142.544325,57.912925
41.025925,349.151,129.0673,142.613,57.914
41.0426,349.2324,129.1083,142.6425,57.9304
41.0673,349.27645,129.142125,142.6642,57.968225
41.07245,349.29905,129.19095,142.688925,58.005175
41.0792,349.32685,129.23545,142.7129,58.022475
41.085975,349.364425,129.288925,142.73045,58.042375
41.0918,349.557375,129.340575,142.754475,58.063725
41.096775,349.56555,129.424625,142.7695,58.11285
41.111275,349.581575,129.465375,142.8726,58.1345
41.1461,349.5928,129.481125,142.90675,58.15815
41.154175,349.692975,129.521075,142.9139,58.179275
41.1663,349.804975,129.5614,142.92685,58.204675
41.185025,349.943125,129.5974,142.943575,58.2277
41.196675,350.016775,129.688075,142.965975,58.255425
41.20305,350.061775,129.7343,142.995325,58.283675
