SPK_SPKC09a,SPK_SPKC12a,SPK_SPKC13a,SPK_SPKC13b,SPK_SPKC15a
405.905775,407.39175,420.82775,407.106775,440.545
405.91005,407.41265,420.87275,407.138575,440.5638
405.91495,407.423825,420.958925,407.1729,441.426925
405.928275,407.464775,421.094075,407.2226,441.50735
405.9513,407.476,421.112375,407.3069,441.558075
405.98825,407.4874,421.1346,407.3221,441.681925
406.022775,407.501825,421.274975,407.342025,442.6152
406.037125,407.50705,421.3543,407.361125,442.64285
406.062,407.541625,421.468425,407.378125,442.666425
406.086875,407.567025,421.53365,407.38815,442.687625
406.09725,407.602225,421.61675,407.401575,442.72695
406.12835,407.6116,421.67235,407.4175,443.56065
406.139525,407.62495,421.72915,407.431925,443.6039
406.147,407.6318,421.880925,407.439875,443.623675
406.155575,407.65155,421.981425,407.4519,443.641525
406.159425,407.685575,422.012475,407.459775,443.650375
406.160625,407.699925,422.040975,407.470425,443.669525
406.16605,407.7129,422.1314,407.479275,443.686
406.1749,407.75,422.171625,407.4893,443.704525
406.19195,407.762175,422.19035,407.498875,443.710275
406.2364,407.785675,422.241725,407.522225,443.78435
406.260825,407.7963,422.289325,407.5385,443.936
406.268775,407.846125,422.3098,407.56145,443.977825
406.287825,407.8852,422.3547,407.58375,443.9922
406.309225,407.898125,422.37895,407.600075,444.014975
406.334525,407.916825,422.41755,407.6302,444.032575
406.359775,407.93565,422.46525,407.6438,444.042875
406.38045,407.9595,422.55425,407.6585,444.59985
406.40725,407.985025,422.65685,407.6756,444.626175
406.432025,408.0017,422.6852,407.71175,444.6568
406.442025,408.009275,422.74505,407.7276,444.672825
406.450175,408.019175,422.77675,407.7508,444.683575
406.4544,408.037675,422.80705,407.76665,444.704925
406.45855,408.05315,422.838975,407.7884,444.71915
406.46175,408.13445,422.8829,407.81255,444.7321
406.467825,408.161075,422.9124,407.864,444.752075
406.471175,408.184075,422.946325,407.953525,444.770175
406.477275,408.207575,422.983875,407.9819,445.032075
406.4823,408.216925,423.009725,408.01725,445.075775
406.491625,408.244675,423.016575,408.034475,445.086175
406.49665,408.271475,423.03295,408.05165,445.104325
406.503275,408.2959,423.06475,408.071425,445.136375
406.5068,408.328675,423.077425,408.091025,445.148775
406.51495,408.353725,423.08625,408.11745,445.16625
406.5235,408.364225,423.113125,408.161675,445.18705
406.54585,408.37725,423.184725,408.206,445.198175
406.569975,408.38555,423.2255,408.247875,445.2082
406.629325,408.3971,423.2865,408.314575,445.2386
406.658925,408.4026,423.344525,408.37005,445.6513
406.668175,408.41835,423.376575,408.3966,445.696375
406.682525,408.4349,423.39995,408.41195,445.717575
406.687725,408.443325,423.435925,408.428575,445.93465
406.704775,408.450325,423.46195,408.443875,445.955025
406.727,408.488725,423.496075,408.46375,445.969675
406.745975,408.502125,423.59045,408.4977,445.9927
406.767975,408.56425,423.653175,408.516425,446.00445
406.78705,408.59695,423.6749,408.544125,446.02375
406.800625,408.61065,423.7085,408.560875,446.03385
406.807375,408.62495,423.728975,408.575125,446.05345
406.8165,408.6518,423.7811,408.597525,446.093725
406.824025,408.66035,423.812375,408.6252,446.100075
406.84445,408.678975,423.893,408.68985,446.11755
406.88785,408.708675,423.9111,408.7319,446.163875
406.903125,408.718825,423.9286,408.766225,446.6011
406.92375,408.742125,424.000575,408.79675,446.631075
406.935325,408.750675,424.029075,408.89075,446.6417
406.9437,408.75755,424.072475,408.98505,446.6605
406.964475,408.7691,424.099425,409.063225,446.670375
406.989375,408.7785,424.138675,409.094275,446.68605
407.0084,408.831375,424.183925,409.12175,446.69905
407.036575,408.86635,424.217925,409.14105,446.710425
407.057275,408.8897,424.271475,409.16455,446.73715
407.0846,408.8929,424.292025,409.189425,446.753425
407.10995,408.894025,424.357375,409.2055,446.77275
407.120525,408.920575,424.396775,409.224075,446.78935
407.14975,408.97665,424.41965,409.238275,446.798325
407.165475,408.9842,424.4894,409.253875,446.801425
407.18785,409.00455,424.524025,409.26065,446.82515
407.2013,409.030225,424.577225,409.270525,447.547375
407.218825,409.0461,424.598925,409.278825,448.139625
407.244075,409.06275,424.629675,409.29225,448.159125
407.261275,409.080375,424.678025,409.313375,448.184075
407.263025,409.094175,424.855925,409.361525,448.1987
407.27975,409.1008,424.912925,409.409475,448.214425
407.2965,409.111325,424.9815,409.472025,448.226925
407.322975,409.11615,425.0051,409.4993,448.2389
407.3499,409.1362,425.0603,409.51805,448.260175
407.3644,409.176775,425.087225,409.535375,448.26895
407.3799,409.189775,425.1487,409.558275,448.278175
407.411775,409.2183,425.1772,409.59335,448.28635
407.442325,409.2613,425.29215,409.621,448.298725
407.4737,409.28485,425.337525,409.6597,448.317125
407.4941,409.307375,425.39375,409.6757,448.703275
407.5065,409.321275,425.4046,409.688475,448.727175
407.529475,409.34,425.447875,409.7177,448.754175
407.546675,409.3664,425.592575,409.7403,449.078825
407.5552,409.388075,425.635025,409.75775,449.1054
407.561725,409.42645,425.7664,409.78195,449.130275
407.56795,409.4401,425.8153,409.799425,449.18745
407.590825,409.453575,425.826425,409.819375,449.6755
407.598125,409.46215,425.8433,409.841225,449.731675
407.61065,409.487025,425.85165,409.861875,450.4288
407.63845,409.5088,425.8781,409.90775,450.45175
407.64555,409.528625,425.94165,409.9792,450.4629
407.6816,409.543725,425.993125,410.04895,450.47205
407.712,409.546675,426.085175,410.10925,450.480875
407.722925,409.5539,426.110675,410.1301,450.77865
407.7509,409.573125,426.139875,410.159425,451.058775
407.779,409.58525,426.1674,410.18435,451.094025
407.796925,409.599475,426.187675,410.203325,451.10125
407.8231,409.62105,426.31995,410.22115,451.110375
407.840225,409.64945,426.3518,410.252425,451.118825
407.8727,409.665575,426.371725,410.267525,451.13005
407.901025,409.702975,426.3997,410.2788,451.1393
407.921275,409.728125,426.598725,410.2872,451.149825
407.933875,409.73725,426.804575,410.296525,451.37795
407.9644,409.748925,426.8354,410.307875,451.396425
407.975175,409.757425,426.885875,410.3179,451.6823
407.98955,409.771175,426.920175,410.331075,451.7218
408.005425,409.7777,427.090025,410.34035,452.020875
408.0203,409.795,427.130875,410.35635,452.037225
408.02945,409.80425,427.217975,410.3762,452.0726
408.040725,409.81815,427.279075,410.40005,452.3847
408.055525,409.83875,427.321675,410.426675,452.412275
408.075825,409.862125,427.346375,410.4693,452.42295
408.0856,409.882375,427.367275,410.49455,452.433675
408.105075,409.90825,427.3968,410.5121,452.4474
408.139625,409.927525,427.472375,410.5732,452.45055
408.163175,409.952575,427.50865,410.607375,452.690625
408.186625,409.97,427.554625,410.65495,452.71555
408.212275,409.988225,427.6211,410.6787,452.73435
408.235075,410.017925,427.66375,410.718125,452.814625
408.2513,410.0339,427.694375,410.752875,452.89955
408.278025,410.098825,427.79065,410.800275,452.966525
408.30125,410.11265,427.85835,410.822925,452.98805
408.3114,410.132375,427.9035,410.83405,453.01865
408.329675,410.1446,427.932875,410.850525,453.026075
408.35895,410.15515,427.9506,410.8677,453.0496
408.384125,410.1677,427.985075,410.878475,453.0708
408.4084,410.178375,428.026475,410.896275,453.085475
408.4391,410.193775,428.108125,410.9073,453.105775
408.459025,410.202125,428.181025,410.922025,453.14315
408.5109,410.2093,428.1969,410.935225,453.192
408.551625,410.247675,428.211925,410.94895,453.3958
408.5563,410.25645,428.248825,410.95805,453.421525
