SPK_SPKC03a (inhibited),SPK_SPKC08a (no effect),SPK_SPKC11a (inhibited)
46.9511,168.0629,45.902375
46.990475,168.120475,45.925525
47.067025,168.381925,45.96525
47.093225,168.74875,46.01995
47.20725,169.111,46.092325
47.22975,169.23205,46.123225
47.246025,169.68255,46.1528
47.288975,169.84195,46.19815
47.3525,169.87555,46.271325
47.375575,169.91925,46.279875
47.4657,169.993425,46.301625
47.53685,170.100425,46.32575
47.56565,170.391325,46.36095
47.6019,170.4755,46.41
47.64575,170.517575,46.457125
47.727575,170.9884,46.5177
47.78515,171.11385,46.57165
47.81815,171.293525,46.601675
47.870425,171.457975,46.633425
47.88205,171.604925,46.69175
47.95635,172.020675,46.7255
48.0133,172.0857,46.76535
48.123675,172.183425,46.841425
48.170875,172.3812,47.04775
48.222625,172.574475,47.0634
48.232525,172.81695,47.09785
48.250125,172.85955,47.143875
48.251475,173.061375,47.16725
48.25835,173.23715,47.1919
48.323375,173.314425,47.212125
48.34475,173.751225,47.238825
48.36565,173.773,47.267675
48.388275,173.80005,47.3055
48.50575,173.907725,47.3317
48.602175,173.94575,47.355775
48.6929,174.20275,47.3912
48.7338,174.3665,47.483025
48.793725,174.39255,47.504075
48.8133,174.4115,47.520825
48.864425,174.65605,47.5365
48.875275,175.0571,47.56645
48.889825,175.1957,47.5812
48.97955,175.24745,47.632225
48.99705,175.37145,47.65745
49.031325,175.6468,47.692075
49.079475,175.7049,47.76515
49.1204,175.90265,47.822775
49.22365,175.950025,47.8501
49.296825,176.2018,47.8776
49.31245,176.22485,48.061425
49.32245,176.40775,48.161
49.34265,177.070375,48.214825
49.359275,177.22505,48.22775
49.380575,177.650875,48.2454
49.398875,177.7013,48.27825
49.42525,178.063125,48.3157
49.6317,178.168325,48.335275
49.704975,178.221875,48.392875
49.720175,178.3745,48.413175
49.734875,178.96415,48.4376
49.748325,179.2141,48.4779
49.825425,179.3026,48.4924
49.85045,179.412975,48.514175
49.9254,179.4533,48.57425
49.975825,179.479825,48.60745
50.0191,179.538475,48.6272
50.100675,179.9152,48.6345
50.149325,179.9553,48.6969
50.20825,180.081725,48.713675
50.246,180.437425,48.74035
50.294575,180.456325,48.77985
50.35315,180.84225,48.878425
50.42235,180.900175,48.913725
50.46085,180.928875,48.951725
50.500925,180.9594,48.974575
50.530725,181.311475,49.01955
50.539725,181.356725,49.0536
50.615075,181.3714,49.08405
50.6857,181.399475,49.15425
50.71435,181.659525,49.23385
50.746325,181.6959,49.2685
50.881075,181.842425,49.2945
50.915425,182.1057,49.34885
50.94805,182.860425,49.486775
51.090225,182.8921,49.5027
51.12945,183.40175,49.55985
51.17,183.42425,49.6641
51.239575,183.6726,49.70475
51.25695,183.81395,49.739875
51.280775,184.00125,49.756525
51.38785,184.05035,49.797425
51.459975,184.1475,49.808075
51.498075,184.2523,49.829625
51.518225,184.692475,49.848075
51.539075,184.808,49.8861
51.566425,184.845275,49.9073
51.58385,185.031825,49.92995
51.688425,185.130475,49.951075
51.709825,185.237275,50.005725
51.75815,185.42435,50.075025
51.865925,185.70805,50.129975
51.899025,185.981875,50.21935
51.9342,186.052125,50.27265
51.986675,186.14645,50.294225
52.010325,186.3813,50.3242
52.090475,186.47045,50.384225
52.1069,186.60605,50.4083
52.147275,186.85085,50.431125
52.19925,186.871625,50.56095
52.244,187.13185,50.615725
52.311025,187.21125,50.663375
52.396125,187.248425,50.70345
52.42665,187.29285,50.75835
52.4607,187.460775,50.825975
52.50825,187.5218,50.8966
52.5703,187.585525,50.92445
52.5981,187.636625,50.935975
52.6317,188.14245,50.953725
52.7048,188.390125,51.076825
52.72475,188.434075,51.118275
52.7526,188.686525,51.143475
52.773325,188.8006,51.1863
52.775025,189.38815,51.2368
52.817675,189.76665,51.26775
52.85585,189.833075,51.28865
52.8773,189.85805,51.3134
52.899575,190.171225,51.3511
52.919525,190.290425,51.39155
52.941375,190.3445,51.51495
52.97985,190.6539,51.60165
53.010675,190.73945,51.6304
53.056675,190.965625,51.650825
53.08325,191.089675,51.846775
53.131925,191.1281,51.899475
53.1929,191.490975,51.9247
53.2418,191.7986,51.993375
53.2975,192.3749,52.114125
53.32675,192.692025,52.15805
53.35345,193.0128,52.224425
53.376625,193.14655,52.275425
53.449675,193.222425,52.343125
53.468775,193.3157,52.383525
53.490875,193.799675,52.52795
53.5125,193.81555,52.592325
53.555625,193.8807,52.62135
53.59105,194.06145,52.661475
53.631025,194.464975,52.786025
53.79275,194.75105,52.80215
53.818325,194.973425,52.856575
53.860125,195.052875,52.883475
53.8767,195.25605,52.99715
53.898625,195.336275,53.0158
53.918925,195.4344,53.052125
53.96175,195.70275,53.12955
54.03275,196.010575,53.17715
54.095575,196.2625,53.275475
54.17045,196.337775,53.3743
54.271625,196.411225,53.409675
54.320175,196.93195,53.441025
54.366625,197.025375,53.480225
54.384,197.287375,53.502075
54.42705,197.40195,53.537725
54.45345,197.607025,53.580425
54.4803,197.610875,53.633625
54.55025,198.014175,53.691475
54.5986,198.040925,53.7465
54.63195,198.342825,53.795025
54.67405,198.361875,53.82355
54.753025,198.379525,53.8702
54.7825,198.453125,53.9102
54.84255,198.813775,53.93575
54.8969,199.2779,54.00595
54.93175,199.6538,54.1012
55.003125,199.7236,54.186375
55.023275,199.7663,54.237275
55.057025,200.024475,54.2568
55.113025,200.07715,54.267075
55.238225,200.127075,54.330425
55.254525,200.23495,54.36525
55.323625,200.297475,54.38625
55.34175,200.340675,54.49985
55.355775,200.60055,54.521275
55.41985,200.634375,54.549275
55.433875,201.224375,54.5785
55.449125,201.23935,54.6066
55.487875,201.59015,54.6664
55.510225,201.775175,54.6783
55.529825,202.212925,54.865175
55.6774,202.26085,54.9314
55.7082,202.407025,55.013625
55.743175,202.548,55.1047
55.75085,202.58065,55.221125
55.7616,202.723725,55.2344
55.79855,203.06555,55.271225
55.814025,203.201175,55.291925
55.8634,203.351375,55.3214
55.91665,203.813675,55.346575
55.94885,203.83725,55.367425
56.02275,203.8941,55.386125
56.06985,204.2972,55.472325
56.125575,204.49445,55.51005
56.17475,204.54855,55.540125
56.25155,204.589375,55.727575
56.26535,204.9002,55.7572
56.36465,204.974575,55.86915
56.3831,205.44325,55.895575
56.384925,205.5626,55.9208
56.421,205.922575,55.953
56.446725,206.0172,56.00755
56.507175,206.172575,56.024225
56.533125,206.254075,56.1804
56.564075,206.328325,56.211725
56.6141,206.703675,56.224725
56.81625,207.025975,56.234175
56.830425,207.1193,56.2621
56.8572,207.25825,56.296725
56.869725,207.63205,56.352775
56.88755,208.046825,56.37655
56.889775,208.061075,56.44155
56.901375,208.4001,56.461875
56.918775,208.519625,56.485225
57.007475,208.5868,56.50955
57.171225,208.701925,56.534525
57.21855,209.51745,56.550375
57.281125,210.193775,56.6205
57.3316,210.242175,56.641875
57.369575,210.58665,56.715525
57.3927,210.608725,56.780325
57.413475,210.64855,56.805475
57.43175,210.7861,56.83545
57.444975,210.93035,56.84385
57.45775,211.325925,56.875175
57.513375,211.367325,56.907525
57.55535,211.7051,56.93315
57.579675,211.742575,56.953175
57.60625,211.78125,56.99075
57.631625,211.93825,57.01685
57.684425,212.021725,57.0355
57.726025,212.198625,57.104075
57.75585,212.3863,57.1445
57.787625,212.477875,57.1683
57.819725,212.516625,57.228125
57.8393,213.010475,57.264425
57.855175,213.19875,57.336325
57.872675,213.392525,57.34455
57.922275,213.401875,57.3549
57.94705,213.54635,57.37415
57.9935,213.7862,57.404675
58.0273,214.859475,57.4457
58.11865,214.987775,57.53695
58.169,215.074175,57.564
58.208,215.225375,57.589375
58.2298,216.045175,57.667225
58.270075,216.137325,57.71965
58.344,216.28925,57.896225
58.3495,216.683,57.923425
58.42785,216.7294,57.9548
58.451025,216.77755,57.97355
58.471425,217.000475,58.007875
58.495125,217.1713,58.024125
58.55305,217.44485,58.064
58.603175,217.570625,58.0957
58.623275,218.2484,58.1574
58.65445,218.80615,58.24755
58.674375,218.8931,58.2893
58.696975,219.4548,58.30225
58.7294,219.8278,58.321175
58.734925,219.88665,58.335775
58.802625,220.711275,58.37885
58.8461,221.018075,58.422175
58.88035,221.15545,58.436725
58.915375,221.7994,58.496
58.9348,221.86275,58.51995
58.957125,222.191125,58.60075
58.97235,222.360425,58.635025
59.012825,222.71225,58.651025
59.048875,222.917275,58.6886
59.10715,223.067725,58.715525
59.141925,223.128575,58.767625
59.18175,223.498625,58.8849
59.1994,223.565825,58.914275
59.220425,223.687125,58.94795
59.248075,224.039825,58.98545
59.288425,224.094175,59.04055
59.3322,224.1406,59.09425
59.3472,224.222375,59.131
59.361975,224.25115,59.16295
59.3879,224.34255,59.213525
59.412475,224.4053,59.289375
59.472275,224.4576,59.329175
59.55065,224.546975,59.357925
59.625375,224.797525,59.44905
59.643425,224.9134,59.498975
59.7211,225.257175,59.625025
59.7657,225.475775,59.743575
59.79125,225.528775,59.7919
59.8047,225.5753,59.82755
59.844375,225.88115,59.86705
59.86935,226.247475,59.907425
59.88545,226.28665,59.94365
59.90925,226.3288,59.978325
59.944425,226.36085,60.01255
59.9925,226.89775,60.07595
60.009275,227.149125,60.1087
60.029325,227.20655,60.12955
60.0488,227.5492,60.23215
60.073375,227.828175,60.254425
60.0949,228.558675,60.3854
60.111,228.762675,60.402575
60.1542,228.874825,60.436275
60.246575,229.07225,60.467175
60.283825,229.10035,60.4902
60.33795,229.443,60.5184
60.367125,229.4475,60.52325
60.395275,229.896475,60.5627
60.415825,229.9169,60.585625
60.429725,229.971775,60.604425
60.459875,230.307425,60.623425
60.512125,230.3371,60.687225
60.599125,230.388425,60.718725
60.65025,230.7234,60.761575
60.73835,231.088475,60.795725
60.7515,231.148775,60.81915
60.79615,231.716925,60.84525
60.812375,231.841125,60.89405
60.838475,231.857775,60.9146
60.955825,231.969375,60.950275
60.981775,232.23525,61.02995
61.039575,232.304975,61.064475
61.053775,232.336625,61.1361
61.070475,232.672175,61.1471
61.1071,232.8719,61.255725
61.122275,232.954475,61.365725
61.205225,232.99985,61.420475
61.250575,233.221825,61.469825
61.478175,233.257575,61.497975
61.491975,233.3081,61.524475
61.50195,233.350525,61.565675
61.521225,233.438725,61.5894
61.5533,233.607175,61.6993
61.590025,233.6431,61.7414
61.605775,233.7997,61.7612
61.68255,234.124325,61.79925
61.70975,234.222975,61.840575
61.73095,234.84665,62.02735
61.760025,234.998275,62.0973
61.8134,235.03185,62.133
61.8952,235.185,62.151775
61.9481,235.385725,62.210175
61.99605,235.495725,62.300325
62.0419,235.66635,62.363025
62.063475,235.739575,62.412925
62.07745,236.046075,62.4765
62.0997,236.367725,62.5496
62.138275,236.41885,62.607075
62.152375,236.905025,62.691475
62.221925,236.9788,62.7751
62.255875,237.21815,62.793125
62.27715,237.367325,62.83095
62.30595,237.495725,62.846975
62.316375,237.8775,62.8755
62.3673,237.972125,62.91035
62.480375,238.243975,62.928725
62.509175,238.3341,62.99485
62.524075,238.51045,63.032725
62.5504,238.719425,63.1002
62.56925,238.8112,63.122425
62.677825,238.872,63.185625
62.724775,239.0722,63.2251
62.7472,239.369625,63.26025
62.8122,239.80125,63.288
62.84275,240.26315,63.3581
62.861325,240.312125,63.391025
62.962,240.599475,63.46625
62.999825,240.6058,63.543175
63.139675,240.659275,63.586875
63.1807,241.15345,63.622575
63.19855,241.1919,63.6554
63.222425,241.2228,63.881725
63.2963,241.660025,63.901375
63.34005,241.801025,63.916475
63.3773,241.82245,63.9903
63.4076,241.93235,64.016625
63.493825,242.016325,64.046725
63.520375,242.35365,64.06405
63.556225,242.46975,64.127425
63.561425,242.54645,64.148975
63.612575,242.780925,64.16885
63.6415,242.84905,64.247675
63.7073,243.01965,64.2658
63.72035,243.0683,64.31805
63.725475,243.1628,64.33825
63.755325,243.2827,64.3708
63.7799,243.60485,64.45075
63.824875,244.02705,64.4898
63.901775,244.48185,64.5644
63.92095,244.52125,64.639225
63.93795,244.7816,64.734525
63.957275,244.9248,64.77255
64.0517,245.027075,64.849125
64.078675,245.219425,64.875175
64.13935,245.4887,64.893425
64.1759,245.55755,64.925
64.24935,245.622475,64.9609
64.261825,245.88235,64.99235
64.319225,246.7481,65.121825
64.3359,247.013275,65.17875
64.36245,247.744375,65.206175
64.38345,247.772775,65.253725
64.398625,247.83025,65.3275
64.419225,248.004775,65.353025
64.464225,248.257775,65.451325
64.497325,248.29585,65.46315
64.593125,248.348075,65.515475
64.660375,248.616525,65.538
64.6949,248.8502,65.5673
64.716625,248.906375,65.60475
64.751025,249.519325,65.72035
64.809375,249.580125,65.750275
64.821175,249.944175,65.83525
64.86415,250.073175,65.880375
64.9462,250.2796,65.92555
64.991825,250.3724,65.97745
65.002325,250.5692,66.03935
65.06585,251.086025,66.1225
65.094825,251.535975,66.154625
65.108525,251.650775,66.197625
65.110725,252.5641,66.2295
65.1251,252.8558,66.274675
65.1495,252.9989,66.33805
65.163025,253.039475,66.38295
65.230725,253.1458,66.424925
65.261925,253.305575,66.524525
65.286925,253.32355,66.620975
65.306875,253.949875,66.769725
65.38845,254.013725,66.778475
65.40925,254.2055,66.827625
65.462775,254.456075,66.894075
65.48655,254.759075,66.9239
65.50595,254.788925,66.94815
65.567875,255.316875,66.988825
65.624875,256.424025,67.0011
65.648425,256.6259,67.020875
65.6871,256.6869,67.023725
65.7442,257.186375,67.065075
65.761075,257.553225,67.102375
65.82115,257.942875,67.139825
65.874525,257.9623,67.181125
65.898975,258.090525,67.2071
65.92345,258.143975,67.270525
65.957625,258.25065,67.331875
65.9904,258.271775,67.421125
66.008825,258.321525,67.440725
66.036075,258.871725,67.5659
66.048975,258.96715,67.6487
66.0875,259.940625,67.717525
66.1347,260.2893,67.756575
66.1583,260.741175,67.797525
66.3276,260.788825,67.846
66.35335,260.801075,67.888
66.405325,261.25365,67.946
66.45045,261.294,68.00475
66.4867,261.760375,68.035425
66.51675,262.05,68.16525
66.54105,262.371125,68.190175
66.567375,262.415275,68.2451
66.64085,262.792025,68.25225
66.700775,262.840725,68.34905
66.71895,262.898425,68.375025
66.771075,263.0191,68.434675
66.84215,263.083875,68.482975
66.909325,263.7887,68.5359
66.9385,264.2528,68.685475
67.0285,264.4937,68.748925
67.0483,264.91215,68.767475
67.1139,265.749175,68.77775
67.1683,265.865325,68.8577
67.190775,265.923625,68.922625
67.207325,266.386975,68.973625
67.221,266.49615,68.998
67.24205,266.8727,69.037375
67.278,266.955575,69.04445
67.335625,267.34785,69.098625
67.379725,267.589375,69.123075
67.4085,267.9015,69.1535
67.469,268.030425,69.176325
67.5125,268.394825,69.19025
67.548375,268.46565,69.2296
67.563275,268.760325,69.257475
67.596775,268.776975,69.2773
67.6692,269.09225,69.3088
67.696925,269.16965,69.374525
67.806125,269.9726,69.4485
67.86185,270.0972,69.4962
67.8757,270.41265,69.6135
67.885375,270.476525,69.640475
67.90245,270.700775,69.652975
67.9366,270.8163,69.68875
67.992875,270.8342,69.885925
68.023775,271.42405,69.90175
68.066525,271.65605,69.972675
68.089875,271.706975,69.993225
68.1762,271.927175,70.032675
68.210675,272.1071,70.089425
68.226925,272.35135,70.119225
68.2786,272.3994,70.168375
68.30155,272.975525,70.20385
68.3176,273.311275,70.256075
68.3679,273.482875,70.32415
68.457275,273.7946,70.371975
68.50505,274.263025,70.40045
68.506275,274.381375,70.4453
68.542075,274.988075,70.46765
68.6027,275.331475,70.54995
68.650625,275.49015,70.6971
68.66715,275.72245,70.75415
68.682175,275.7834,70.8324
68.763075,276.150975,70.897075
68.7759,276.252275,70.9341
68.8251,276.723775,70.968975
68.8701,277.3548,70.988775
68.88935,277.66385,71.008025
68.919225,277.7285,71.054
68.939475,277.8323,71.15825
68.97335,277.932125,71.2068
69.01,278.005975,71.236
69.027625,278.029875,71.304675
69.060125,278.279025,71.355125
69.1227,278.37875,71.451675
69.203875,278.40715,71.5638
69.239225,278.4312,71.60645
69.28615,278.500375,71.648125
69.2936,278.564375,71.826875
69.32765,278.874,71.871325
69.3659,279.35675,71.937525
69.42685,279.45225,71.984625
69.454375,279.864825,72.0042
69.4757,280.491675,72.08475
69.49705,280.6441,72.117075
69.5055,280.80405,72.165825
69.5504,280.904325,72.276475
69.59825,281.1188,72.39155
69.613625,281.157275,72.4209
69.637575,281.247475,72.439025
69.670625,281.370325,72.469075
69.865,281.54715,72.4989
69.9021,281.700275,72.563725
69.913325,281.9262,72.58745
69.9315,282.48495,72.6393
69.9569,282.84075,72.685025
69.970825,283.199525,72.773225
70.06935,283.230525,72.9101
70.143725,283.4024,72.941075
70.194775,283.48465,72.992975
70.23115,283.557325,73.01635
70.263675,283.88895,73.0392
70.2949,285.2934,73.083375
70.36295,285.328125,73.104475
70.3846,285.771825,73.1287
70.436675,286.5107,73.20685
70.4879,287.120875,73.286375
70.53465,287.533775,73.319875
70.629375,287.899575,73.371975
70.647325,288.233275,73.41135
70.662925,288.4699,73.442825
70.6806,288.5198,73.481875
70.69685,289.33745,73.5199
70.7351,289.454325,73.5658
70.818025,289.476875,73.649025
70.85425,289.537,73.69835
70.87165,289.72405,73.733475
70.88245,289.844425,73.81835
70.897575,289.99295,73.88905
70.959175,291.362475,73.907825
70.9857,291.4243,73.909725
70.997725,291.61985,73.935275
71.0699,291.827975,73.966825
71.119125,292.413675,74.02935
71.157125,292.905025,74.0615
71.23015,293.024425,74.098375
71.282625,293.199925,74.12385
71.331925,293.794375,74.141975
71.369325,293.8076,74.237375
71.39275,293.877775,74.326575
71.53605,294.228125,74.3658
71.607775,294.482025,74.3936
71.629625,294.619275,74.4134
71.68775,294.669625,74.531375
71.827,294.808875,74.55015
71.8591,295.01435,74.5874
71.9621,295.026775,74.62535
72.0307,295.4691,74.668125
72.056775,295.5183,74.72585
72.115575,295.545425,74.814975
72.238,295.686475,74.848575
72.263275,295.724025,74.9143
72.376625,295.8619,74.9426
72.4386,296.77965,75.072025
72.493075,296.878375,75.08295
72.510525,297.3498,75.134925
72.51465,297.5484,75.16215
72.73495,298.019875,75.207925
72.788325,298.059175,75.260475
72.840675,298.237475,75.3001
72.844275,298.7673,75.333625
72.86155,299.314575,75.401275
72.901625,299.57915,75.421775
72.915775,299.795575,75.486525
72.969875,300.169125,75.533275
73.059075,300.472525,75.58
73.161975,300.956125,75.62745
73.197675,301.3861,75.634575
73.2116,301.446675,75.6791
73.224375,301.58735,75.7306
73.24305,301.7382,75.764
73.2773,301.853025,75.8436
73.327825,302.016825,75.887
73.36255,302.23415,75.910425
73.3755,302.483675,75.929675
73.441,302.5191,75.9791
73.468325,302.578725,76.0668
73.501775,302.955775,76.0901
73.621175,303.4123,76.11695
73.647025,303.8794,76.1897
73.749025,304.8457,76.22825
73.8029,305.007075,76.2473
73.81,305.227,76.2873
73.82675,305.3601,76.335675
73.861225,305.596075,76.377425
73.890725,305.798575,76.405925
74.008175,305.86355,76.4317
74.06,306.0848,76.46295
74.09795,,76.49055
74.192975,,76.534025
74.229975,,76.59
74.30345,,76.633975
74.37725,,76.6742
74.40455,,76.717525
74.432225,,76.73335
74.45925,,76.74415
74.5791,,76.7673
74.627675,,76.818825
74.6935,,76.852475
74.76705,,76.908575
74.8039,,76.986475
74.819025,,77.09305
74.827575,,77.12945
74.839175,,77.163825
74.850225,,77.20425
74.8666,,77.265025
74.9451,,77.281075
74.9908,,77.346625
75.020075,,77.3805
75.1596,,77.41285
75.18865,,77.442125
75.23385,,77.47225
75.30285,,77.5027
75.349375,,77.565075
75.391325,,77.611225
75.41025,,77.743075
75.4384,,77.771475
75.4877,,77.78505
75.57855,,77.803225
75.61755,,77.843975
75.655175,,77.863225
75.7049,,77.88195
75.7365,,77.92475
75.766975,,77.946675
75.7683,,78.07255
75.8421,,78.12395
75.858525,,78.138675
75.874875,,78.1664
75.89275,,78.2294
75.897125,,78.262475
75.916275,,78.28085
75.97165,,78.432575
76.001475,,78.459375
76.052075,,78.4974
76.13445,,78.5095
76.174825,,78.530075
76.2214,,78.567725
76.24345,,78.60955
76.3059,,78.64375
76.342425,,78.686725
76.3601,,78.8038
76.385225,,78.831975
76.415075,,78.93245
76.45415,,78.965425
76.478025,,79.098
76.495575,,79.12955
76.528275,,79.219725
76.584425,,79.266875
76.68345,,79.280975
76.76485,,79.3584
76.788675,,79.3885
76.80635,,79.4511
76.85105,,79.5344
76.868925,,79.5588
76.93455,,79.565475
76.949125,,79.591425
77.039475,,79.5998
77.079975,,79.639225
77.119125,,79.66175
77.183175,,79.68085
77.196975,,79.737625
77.250925,,79.842575
77.2926,,79.90195
77.36375,,79.943575
77.41425,,79.983175
77.49735,,80.0166
77.519275,,80.061825
77.59325,,80.119475
77.617075,,80.13615
77.635525,,80.139125
77.65455,,80.193425
77.6837,,80.228325
77.70245,,80.262275
77.75355,,80.292
77.879375,,80.297225
77.9321,,80.383
77.951675,,80.424625
77.967625,,80.460725
78.0676,,80.50685
78.176625,,80.563075
78.195625,,80.5864
78.2241,,80.638575
78.2874,,80.6779
78.401025,,80.731125
78.420075,,80.7685
78.43355,,80.789
78.458725,,80.810625
78.50825,,80.855275
78.563025,,80.8949
78.58035,,80.960525
78.666,,81.00905
78.711075,,81.027575
78.743125,,81.058625
78.773,,81.07365
78.812875,,81.12485
78.830675,,81.19245
78.877475,,81.218625
78.88295,,81.26365
78.89635,,81.278675
78.913225,,81.3047
78.927375,,81.339925
79.0029,,81.4018
79.0134,,81.46115
79.032525,,81.492275
79.081725,,81.5406
79.10475,,81.565875
79.17535,,81.60435
79.189225,,81.64465
79.239075,,81.660975
79.25515,,81.711725
79.319675,,81.72815
79.395425,,81.785425
79.412275,,81.8803
79.418475,,81.908725
79.430125,,81.962525
79.43165,,81.99355
79.47905,,82.047
79.530525,,82.098175
79.545475,,82.151175
79.569725,,82.1819
79.600125,,82.2048
79.63335,,82.238125
79.64975,,82.2534
79.6806,,82.298975
79.686,,82.3563
79.7275,,82.3907
79.77115,,82.467375
79.829875,,82.48175
79.88345,,82.59885
79.984825,,82.6241
80.0113,,82.637025
80.026975,,82.687675
80.050925,,82.729775
80.1135,,82.768
80.184725,,82.79535
80.24145,,82.95915
80.25455,,82.997175
80.269725,,83.1008
80.315125,,83.123825
80.33385,,83.158875
80.343975,,83.223875
80.355675,,83.2428
80.436525,,83.28565
80.482725,,83.38175
80.5687,,83.4209
80.671275,,83.429725
80.706125,,83.4853
80.736675,,83.510475
80.76555,,83.5286
80.8478,,83.58185
80.8688,,83.6145
80.901125,,83.633525
80.906625,,83.672325
80.9254,,83.72705
80.9601,,83.79485
80.991775,,83.88435
81.0309,,83.952375
81.061725,,84.011975
81.091775,,84.03015
81.108825,,84.05575
81.13865,,84.084775
81.206275,,84.116475
81.224625,,84.1571
81.340675,,84.200075
81.387875,,84.2341
81.423725,,84.26965
81.447625,,84.322725
81.486425,,84.3517
81.570025,,84.422475
81.717825,,84.42495
81.7534,,84.4654
81.818425,,84.504075
81.8692,,84.569525
81.892725,,84.609275
82.005975,,84.652925
82.022825,,84.72045
82.035525,,84.734875
82.08815,,84.7977
82.125225,,84.8629
82.171675,,84.889475
82.258525,,84.92485
82.304825,,84.96485
82.33595,,84.99135
82.351525,,85.03825
82.375225,,85.094825
82.394575,,85.204375
82.467675,,85.247225
82.50265,,85.2825
82.5495,,85.304175
82.564575,,85.3263
82.635775,,85.3941
82.65195,,85.415
82.6964,,85.418525
82.761925,,85.43765
82.791575,,85.47545
82.81375,,85.515
82.849975,,85.547325
82.883125,,85.6016
82.8988,,85.62365
82.959575,,85.6635
82.984,,85.709375
83.03515,,85.760075
83.050775,,85.76175
83.146925,,85.85265
83.17645,,85.873675
83.1921,,85.884175
83.205,,85.947825
83.251325,,85.9599
83.2778,,85.986025
83.295875,,86.029525
83.37735,,86.04525
83.40535,,86.0855
83.456025,,86.1047
83.48775,,86.149775
83.531625,,86.207175
83.552225,,86.2352
83.607825,,86.2481
83.6239,,86.26695
83.6513,,86.31635
83.654275,,86.334925
83.675025,,86.365925
83.76275,,86.40835
83.786575,,86.45035
83.809925,,86.4758
83.8455,,86.5199
83.8809,,86.55385
83.954725,,86.626175
84.003375,,86.664075
84.030525,,86.72935
84.054275,,86.757
84.087875,,86.812325
84.11745,,86.856075
84.198075,,86.8787
84.2186,,86.9286
84.339125,,86.980875
84.384325,,87.13105
84.387125,,87.143275
84.413975,,87.162975
84.481975,,87.2589
84.564175,,87.281225
84.5809,,87.316025
84.685325,,87.34005
84.7023,,87.3711
84.748775,,87.43275
84.7764,,87.51395
84.809475,,87.5467
84.840025,,87.57165
84.85365,,87.637975
84.8915,,87.700625
84.927025,,87.755825
84.966225,,87.7708
85.020325,,87.794575
85.039525,,87.840525
85.065625,,87.97965
85.154725,,88.022025
85.236525,,88.045675
85.371825,,88.093425
85.48095,,88.14665
85.620525,,88.1868
85.6568,,88.2362
85.67335,,88.3031
85.728725,,88.327725
85.761025,,88.355775
85.800775,,88.37485
85.85455,,88.403125
85.939225,,88.418325
85.9595,,88.446575
85.98495,,88.50835
86.007775,,88.54645
86.027775,,88.611675
86.067975,,88.671025
86.0836,,88.713325
86.12765,,88.7402
86.14265,,88.774325
86.1872,,88.834175
86.23835,,88.872725
86.278675,,88.9225
86.29495,,88.942875
86.3438,,88.967
86.370775,,88.98945
86.4113,,89.093175
86.4493,,89.14915
86.5215,,89.239325
86.592325,,89.2622
86.652075,,89.377475
86.6894,,89.4451
86.698325,,89.50335
86.7146,,89.521725
86.73235,,89.6578
86.7665,,89.7035
86.816175,,89.759925
86.83875,,89.77855
86.867925,,89.82755
86.9378,,89.86325
86.95265,,89.88575
86.98445,,89.91655
87.04335,,89.948375
87.0797,,89.98865
87.12075,,90.118425
87.1519,,90.165825
87.204225,,90.18235
87.251475,,90.381375
87.29715,,90.4327
87.4225,,90.46645
87.460475,,90.4816
87.4845,,90.4935
87.500675,,90.531525
87.507275,,90.570975
87.5221,,90.623475
87.570825,,90.674725
87.58975,,90.763
87.6451,,90.8063
87.709825,,90.839725
87.7175,,90.8766
87.8429,,90.91295
87.8625,,90.947175
87.982075,,90.96445
88.039075,,91.000275
88.057775,,91.027375
88.1522,,91.081075
88.239225,,91.120425
88.2971,,91.209275
88.34235,,91.2886
88.443,,91.32625
88.489675,,91.3665
88.5259,,91.39885
88.557025,,91.413975
88.622625,,91.550225
88.651525,,91.581625
88.66315,,91.60515
88.67655,,91.6337
88.7182,,91.652675
88.7769,,91.676975
88.787025,,91.708375
88.850375,,91.732525
88.899625,,91.764825
88.916775,,91.78875
88.974425,,91.823375
89.034125,,91.88745
89.12505,,91.9481
89.148775,,91.9708
89.20155,,92.02655
89.25635,,92.058825
89.2583,,92.087425
89.305175,,92.1362
89.343125,,92.225025
89.359175,,92.27905
89.383225,,92.291725
89.406775,,92.34155
89.428875,,92.3719
89.44865,,92.378875
89.486275,,92.4146
89.534925,,92.42805
89.5643,,92.46435
89.674975,,92.51635
89.71865,,92.588375
89.7554,,92.63305
89.782775,,92.6672
89.7981,,92.692725
89.844725,,92.76845
89.944575,,92.857575
89.990475,,92.8896
90.02805,,92.91355
90.081775,,92.9388
90.101525,,92.9918
90.17565,,93.02445
90.19645,,93.16095
90.228425,,93.18755
90.265925,,93.250725
90.2992,,93.272675
90.335225,,93.291625
90.43695,,93.324775
90.494075,,93.3541
90.508775,,93.381975
90.5351,,93.39585
90.5903,,93.42175
90.68275,,93.502475
90.703025,,93.557525
90.718425,,93.595125
90.778675,,93.6132
90.799425,,93.672625
90.857975,,93.68395
91.014375,,93.703725
91.03855,,93.738025
91.095875,,93.78325
91.124925,,93.81185
91.17175,,93.840825
91.191575,,93.856125
91.222775,,93.91845
91.29875,,93.998625
91.31285,,94.050775
91.34525,,94.05215
91.36675,,94.12325
91.3776,,94.14435
91.4084,,94.168325
91.42075,,94.226375
91.454325,,94.290825
91.48475,,94.384925
91.50605,,94.452875
91.66435,,94.483575
91.6922,,94.515125
