SPK_SPKC03a (inhibited),SPK_SPKC08a (no effect),SPK_SPKC11a (inhibited)
91.713275,,94.584625
91.7483,,94.6136
91.8448,,94.705675
91.9338,,94.749225
91.95095,,94.77335
92.022925,,94.807225
92.053075,,94.8138
92.07245,,94.875875
92.113725,,94.895375
92.1308,,94.98465
92.16145,,95.03855
92.201225,,95.101125
92.2195,,95.198925
92.285075,,95.2358
92.335675,,95.31065
92.3545,,95.352325
92.407375,,95.394925
92.429975,,95.426325
92.4573,,95.546975
92.6212,,95.60845
92.651075,,95.691275
92.693825,,95.741675
92.7209,,95.783375
92.787425,,95.831
92.80435,,95.874625
92.890025,,95.8804
92.898125,,95.91945
92.938575,,95.962625
92.981425,,96.14005
92.992125,,96.16505
93.118275,,96.196975
93.13345,,96.211625
93.15865,,96.2584
93.19775,,96.303825
93.279225,,96.3099
93.304875,,96.3565
93.3417,,96.4126
93.392175,,96.504325
93.419275,,96.56555
93.442025,,96.5879
93.511825,,96.673625
93.534625,,96.7342
93.680025,,96.759325
93.8402,,96.822575
93.853525,,96.86065
93.892675,,96.90285
93.912875,,97.0326
93.937775,,97.0814
94.0394,,97.156125
94.14675,,97.172875
94.1663,,97.203425
94.2765,,97.2504
94.34865,,97.317
94.4181,,97.36225
94.4725,,97.44515
94.61305,,97.50025
94.64885,,97.540075
94.894375,,97.5788
94.9493,,97.601725
94.97105,,97.64545
95.001675,,97.68085
95.017475,,97.78085
95.0797,,97.80665
95.1442,,97.90155
95.150225,,97.97065
95.161725,,98.030325
95.1993,,98.060075
95.237575,,98.122225
95.24145,,98.1593
95.2904,,98.2003
95.444625,,98.2524
95.598475,,98.277325
95.61205,,98.328875
95.634,,98.354675
95.649325,,98.4011
95.662375,,98.4458
95.675975,,98.47355
95.6916,,98.5008
95.69265,,98.5393
95.75135,,98.58855
95.765275,,98.6112
95.7952,,98.660375
95.817725,,98.712375
95.841125,,98.75035
95.904975,,98.7844
95.948125,,98.84745
96.04565,,98.90085
96.098675,,98.95445
96.11095,,98.983075
96.13925,,99.114175
96.16125,,99.148475
96.192875,,99.176275
96.21565,,99.200975
96.293075,,99.331425
96.319575,,99.370225
96.3521,,99.3942
96.377775,,99.42645
96.609425,,99.445025
96.628225,,99.4818
96.669925,,99.515275
96.6834,,99.5569
96.8848,,99.575625
96.9551,,99.59045
96.97445,,99.633475
96.986775,,99.63925
97.14115,,99.66635
97.2215,,99.73795
97.25365,,99.801625
97.283075,,99.824
97.309825,,99.922875
97.3809,,100.03695
97.423475,,100.0585
97.46185,,100.075625
97.468075,,100.140175
97.4959,,100.214225
97.511625,,100.252
97.673425,,100.3039
97.719375,,100.368175
97.727475,,100.44665
97.739325,,100.483875
97.787025,,100.514075
97.817225,,100.55035
97.83625,,100.579375
97.879375,,100.614975
97.901875,,100.6729
97.92335,,100.73205
98.0248,,100.83525
98.0929,,100.864925
98.143425,,100.9298
98.159825,,100.96465
98.19605,,100.9829
98.22275,,101.016075
98.250075,,101.06825
98.27285,,101.0834
98.292775,,101.114075
98.39725,,101.153325
98.414425,,101.1865
98.45335,,101.205925
98.531525,,101.235125
98.58555,,101.26185
98.593,,101.292925
98.63235,,101.3551
98.69985,,101.3922
98.71725,,101.496225
98.73895,,101.561675
98.75585,,101.60165
98.76305,,101.62025
98.777475,,101.7434
98.802425,,101.840575
98.83305,,101.860725
98.86235,,101.902
98.939225,,101.9535
98.99185,,101.986
99.015325,,102.02075
99.090175,,102.096125
99.1637,,102.121875
99.178075,,102.1709
99.2333,,102.21215
99.2571,,102.256175
99.375225,,102.290875
99.393925,,102.36505
99.4299,,102.379475
99.463425,,102.4352
99.5058,,102.46595
99.508375,,102.5072
99.5247,,102.561525
99.57975,,102.622625
99.594475,,102.682325
99.614125,,102.722125
99.641775,,102.76675
99.70525,,102.822675
99.722125,,102.853725
99.777575,,102.91145
99.870025,,102.9503
99.90315,,102.967
99.9207,,103.011425
99.96855,,103.0676
100.03585,,103.11045
100.131275,,103.1739
100.17365,,103.223325
100.2326,,103.297525
100.242825,,103.34505
100.26975,,103.387
100.2898,,103.3975
100.341125,,103.418925
100.410375,,103.437925
100.506025,,103.46135
100.5534,,103.493225
100.64055,,103.543125
100.6833,,103.561925
100.7308,,103.5961
100.804825,,103.635175
100.833175,,103.718325
100.899175,,103.761375
100.9388,,103.771375
100.961725,,103.814075
101.042325,,103.837975
101.070225,,103.8736
101.138125,,103.9654
101.167275,,103.99725
101.25495,,104.03905
101.30475,,104.0618
101.38305,,104.11925
101.396275,,104.161525
101.5086,,104.27685
101.581325,,104.324
101.60105,,104.376425
101.6318,,104.39825
101.66105,,104.4723
101.7257,,104.50475
101.735575,,104.5309
101.7767,,104.5581
101.79295,,104.689425
101.82885,,104.700275
101.841,,104.75165
101.889825,,104.796275
101.937175,,104.840375
102.006825,,104.86785
102.080325,,104.900725
102.14845,,105.0337
102.1668,,105.092475
102.210175,,105.10395
102.2322,,105.14475
102.272375,,105.18545
102.352375,,105.219175
102.41315,,105.2432
102.4565,,105.291425
102.460375,,105.31235
102.47235,,105.355325
102.51885,,105.393875
102.5917,,105.427125
102.610125,,105.462275
102.6695,,105.490975
102.8022,,105.519075
102.846025,,105.580625
102.96105,,105.6154
102.99465,,105.66745
103.01435,,105.7272
103.094625,,105.745275
103.182975,,105.7874
103.209775,,105.84625
103.26635,,105.880925
103.315675,,105.935625
103.362,,105.965775
103.378225,,105.986
103.434175,,106.026625
103.559975,,106.03315
103.62815,,106.060425
103.6457,,106.10275
103.6664,,106.12155
103.67425,,106.2541
103.7007,,106.28985
103.711375,,106.3116
103.750825,,106.41645
103.76815,,106.468325
103.8466,,106.5189
103.88365,,106.537925
103.91865,,106.57265
103.95505,,106.576725
103.97465,,106.61415
104.03555,,106.711325
104.067125,,106.747275
104.126275,,106.764375
104.2292,,106.781825
104.292525,,106.8131
104.4303,,106.881475
104.449075,,106.91395
104.475825,,107.006975
104.56755,,107.0515
104.6339,,107.08045
104.656825,,107.104975
104.6843,,107.190375
104.6979,,107.323875
104.7239,,107.3648
104.775875,,107.375525
104.801575,,107.4734
104.829225,,107.516
104.858025,,107.540675
104.97055,,107.569875
104.97205,,107.61855
105.006475,,107.64015
105.05705,,107.703425
105.0591,,107.75575
105.0793,,107.7946
105.100375,,107.8311
105.144,,108.0469
105.160825,,108.0788
105.21395,,108.097
105.247725,,108.128775
105.266875,,108.1701
105.324575,,108.190525
105.39365,,108.241975
105.429075,,108.349975
105.44955,,108.41905
105.4675,,108.447625
105.563075,,108.449275
105.600875,,108.45975
105.629025,,108.53845
105.7139,,108.576175
105.7405,,108.718825
105.76315,,108.752125
105.80405,,108.804875
105.8608,,108.8496
105.8792,,108.90715
105.91175,,108.941775
105.9383,,108.98475
106.004975,,109.0459
106.037575,,109.08755
106.10515,,109.10805
106.119375,,109.1307
106.121975,,109.1601
106.165725,,109.192975
106.191075,,109.214225
106.22475,,109.254675
106.314025,,109.281975
106.407275,,109.315675
106.45245,,109.417025
106.5459,,109.4358
106.59085,,109.489
106.727675,,109.521625
106.746325,,109.53625
106.773875,,109.557875
106.80435,,109.573575
106.87005,,109.5996
106.922775,,109.705325
107.061875,,109.735825
107.08315,,109.786225
107.1093,,109.8183
107.129775,,109.84495
107.34045,,109.8934
107.4165,,109.922375
107.43535,,109.956075
107.448175,,109.981475
107.461775,,110.0189
107.475375,,110.087875
107.5122,,110.14925
107.57065,,110.21285
107.6665,,110.23935
107.7414,,110.26915
107.767675,,110.291375
107.849275,,110.31785
107.86915,,110.366425
107.97735,,110.389825
108.003025,,110.4308
108.065325,,110.47885
108.20435,,110.5313
108.248275,,110.577275
108.2631,,110.6512
108.304925,,110.709875
108.329875,,110.7925
108.411225,,110.8281
108.432675,,110.889175
108.490425,,110.91795
108.513125,,110.9491
108.6023,,110.998025
108.632725,,111.093225
108.677075,,111.1694
108.719225,,111.214725
108.73905,,111.258025
108.742025,,111.415525
108.797175,,111.463125
108.85005,,111.46715
108.867925,,111.500725
108.9276,,111.53355
108.94365,,111.567675
108.97295,,111.63865
109.029325,,111.742975
109.0825,,111.7675
109.0995,,111.77815
109.1176,,111.83095
109.134,,111.84865
109.188575,,111.877325
109.21015,,111.924025
109.27965,,112.006225
109.33435,,112.05415
109.38185,,112.22015
109.4354,,112.29795
109.4483,,112.32845
109.46255,,112.372775
109.4922,,112.39185
109.547625,,112.43725
109.60255,,112.45195
109.683975,,112.480875
109.701,,112.511375
109.717075,,112.5753
109.7349,,112.600775
109.810075,,112.6304
109.8286,,112.652475
109.866525,,112.68145
109.95045,,112.69005
110.0448,,112.72515
110.0721,,112.790625
110.07405,,112.813325
110.096075,,112.835325
110.16715,,112.875475
110.21335,,112.927825
110.305125,,112.986525
110.33,,113.0166
110.377,,113.0884
110.4144,,113.1435
110.454825,,113.23815
110.479975,,113.285175
110.49625,,113.3448
110.56435,,113.4393
110.583525,,113.46725
110.602425,,113.500825
110.672325,,113.527225
110.76395,,113.5878
110.8408,,113.690875
110.93645,,113.709
110.980675,,113.778275
110.99035,,113.804325
111.0088,,113.86795
111.078275,,113.92245
111.12625,,113.934275
111.187875,,114.0423
111.241875,,114.15605
111.268225,,114.1899
111.3003,,114.214975
111.321975,,114.281975
111.34795,,114.350675
111.3659,,114.458525
111.402,,114.4965
111.4548,,114.525525
111.4805,,114.560775
111.4849,,114.575925
111.582375,,114.642425
111.63105,,114.697475
111.7437,,114.75245
111.7696,,114.780375
111.8084,,114.81825
111.8271,,114.848125
111.936375,,114.8712
111.971575,,114.915025
112.0047,,114.945975
112.06175,,114.99735
112.12225,,115.137575
112.146375,,115.18035
112.20835,,115.20925
112.29265,,115.259575
112.3147,,115.27905
112.403475,,115.3236
112.45765,,115.363475
112.475075,,115.39375
112.545725,,115.418675
112.564175,,115.460575
112.723175,,115.498675
112.739925,,115.5457
112.83175,,115.5825
112.8585,,115.606475
112.918525,,115.682875
112.98945,,115.73285
113.0357,,115.757
113.121275,,115.786375
113.142975,,115.806575
113.1661,,115.8408
113.186725,,115.930575
113.246225,,115.971825
113.287825,,116.0536
113.3142,,116.060125
113.36075,,116.090275
113.409875,,116.113475
113.431825,,116.1931
113.4435,,116.2539
113.464675,,116.283525
113.536475,,116.30935
113.608025,,116.35215
113.61515,,116.452075
113.642925,,116.470075
113.777475,,116.55425
113.856475,,116.644825
113.86845,,116.780925
113.8715,,116.809475
114.05405,,116.832625
114.067825,,116.8527
114.090925,,116.90245
114.11415,,116.9558
114.154125,,116.9785
114.194625,,117.02455
114.22635,,117.083625
114.271675,,117.099525
114.288175,,117.126675
114.344925,,117.145975
114.447375,,117.196575
114.46745,,117.263925
114.492075,,117.28865
114.511125,,117.3167
114.530325,,117.353925
114.6073,,117.383225
114.64005,,117.413375
114.665325,,117.4323
114.71935,,117.447275
114.75125,,117.4596
114.7977,,117.514825
114.8453,,117.5465
114.9047,,117.6082
114.953275,,117.652275
114.9687,,117.68845
114.99125,,117.73685
115.0098,,117.746425
115.07065,,117.76085
115.1486,,117.77725
115.226925,,117.82495
115.32195,,117.841225
115.43575,,117.88035
115.4539,,117.90815
115.5262,,117.980125
115.581975,,118.06745
115.6269,,118.10275
115.650175,,118.153975
115.669775,,118.189125
115.698125,,118.282575
115.7215,,118.299075
115.78595,,118.33735
115.84745,,118.3636
115.898275,,118.386575
115.969225,,118.4327
116.009125,,118.450325
116.0674,,118.48185
116.127675,,118.50775
116.143825,,118.550525
116.226075,,118.5833
116.259825,,118.611725
116.3075,,118.638
116.34425,,118.66605
116.394575,,118.7255
116.4156,,118.7464
116.461425,,118.818025
116.53455,,118.85135
116.5757,,118.883175
116.6471,,118.942475
116.722125,,118.97495
116.730775,,119.067575
116.740475,,119.09035
116.755625,,119.1171
116.76685,,119.14065
117.039175,,119.195025
117.096775,,119.31035
117.142975,,119.340525
117.159875,,119.367875
117.261275,,119.385125
117.29,,119.412975
117.307375,,119.418625
117.37575,,119.449925
117.395375,,119.495525
117.403275,,119.5427
117.4772,,119.61215
117.510225,,119.645525
117.637275,,119.7432
117.7074,,119.80985
117.7311,,119.85895
117.74385,,119.947025
117.75705,,119.969175
117.80465,,119.9857
117.8142,,120.015675
117.826025,,120.074275
117.89555,,120.106475
117.930475,,120.138675
117.98875,,120.223275
118.0671,,120.28235
118.088575,,120.3058
118.179325,,120.429425
118.27805,,120.4842
118.304425,,120.523975
118.3398,,120.5462
118.35815,,120.6002
118.385575,,120.626525
118.45785,,120.6533
118.48035,,120.701
118.64425,,120.727125
118.674975,,120.7531
118.7033,,120.7939
118.718125,,120.87165
118.7315,,120.92445
118.7473,,120.995275
118.875375,,121.024475
118.953275,,121.047775
118.998075,,121.07985
119.1094,,121.10025
119.156975,,121.140625
119.222975,,121.154475
119.246225,,121.193775
119.27795,,121.244025
119.33335,,121.27695
119.441875,,121.338125
119.474,,121.3904
119.5209,,121.4271
119.573225,,121.496
119.598325,,121.51005
119.638125,,121.53985
119.651625,,121.560725
119.699575,,121.6314
119.715,,121.662975
119.75545,,121.70235
119.780675,,121.7333
119.8427,,121.7614
119.86565,,121.803875
119.913625,,121.848775
119.9353,,121.872925
119.963,,121.903725
120.205575,,121.974975
120.227175,,122.02425
120.285725,,122.0867
120.33275,,122.11335
120.3848,,122.151225
120.46015,,122.18105
120.5196,,122.28375
120.5548,,122.319275
120.63355,,122.3871
120.67745,,122.4397
120.781325,,122.50655
120.86185,,122.554625
120.8963,,122.68175
120.954475,,122.7186
120.99695,,122.75915
121.0457,,122.77905
121.09305,,122.901075
121.2157,,122.9373
121.24885,,122.95545
121.31995,,122.98125
121.352025,,123.01315
121.386,,123.049625
121.464875,,123.13055
121.4873,,123.185225
121.52115,,123.204875
121.57195,,123.223475
121.60535,,123.2547
121.6388,,123.293525
121.665825,,123.33265
121.70275,,123.36915
121.7151,,123.535925
121.741875,,123.571275
121.76355,,123.598375
121.827475,,123.613975
121.8602,,123.653325
121.9116,,123.747525
121.955725,,123.777925
122.10145,,123.81345
122.118875,,123.86535
122.149075,,123.896325
122.17315,,123.9452
122.212725,,124.0249
122.224375,,124.1397
122.29895,,124.198025
122.441575,,124.21215
122.49405,,124.25845
122.522875,,124.278475
122.5423,,124.340675
122.5778,,124.374325
122.60745,,124.413975
122.75175,,124.45815
122.81575,,124.512425
122.84825,,124.599175
122.8792,,124.63755
122.9102,,124.680875
123.024675,,124.71235
123.098825,,124.725625
123.14615,,124.748475
123.17055,,124.7897
123.1919,,124.826725
123.2254,,124.9145
123.2755,,124.92625
123.3706,,124.998625
123.41195,,125.0742
123.52025,,125.1506
123.57185,,125.234325
123.583175,,125.2465
123.602625,,125.263
123.63905,,125.27065
123.644675,,125.299325
123.66735,,125.3294
123.69035,,125.339925
123.744,,125.375425
123.848875,,125.3953
123.8707,,125.41665
123.92415,,125.42925
123.977025,,125.44005
124.0839,,125.464325
124.20215,,125.492625
124.239425,,125.509225
124.2648,,125.605775
124.288175,,125.663425
124.334225,,125.713375
124.395225,,125.7491
124.52735,,125.863725
124.5732,,125.87475
124.596775,,125.944025
124.62185,,126.03035
124.65245,,126.07565
124.667475,,126.099975
124.68245,,126.17835
124.854625,,126.18685
124.89075,,126.234125
124.9054,,126.2803
124.932875,,126.302175
124.97935,,126.33995
125.028025,,126.37495
125.11215,,126.428925
125.253325,,126.481025
125.272075,,126.538575
125.283675,,126.574975
125.29605,,126.59985
125.3077,,126.757625
125.352175,,126.78665
125.364375,,126.887025
125.4309,,126.9105
125.451325,,126.939525
125.496875,,126.990875
125.6551,,127.02405
125.681925,,127.062025
125.694825,,127.10535
125.711375,,127.145025
125.812625,,127.26345
125.8468,,127.297775
126.085525,,127.312625
126.107675,,127.348575
126.122925,,127.3801
126.134125,,127.418275
126.1639,,127.487675
126.208075,,127.58925
126.2513,,127.671325
126.31765,,127.683825
126.395525,,127.74045
126.456825,,127.755725
126.49045,,127.805475
126.522475,,127.82075
126.549375,,127.8685
126.604,,127.903925
126.706675,,127.920925
126.77615,,128.026175
126.803275,,128.0325
126.8209,,128.133
126.831175,,128.1805
126.899325,,128.2163
126.962325,,128.2501
126.99375,,128.279675
127.053175,,128.367975
127.099625,,128.422025
127.234575,,128.489
127.259025,,128.522575
127.274775,,128.548
127.413725,,128.555075
127.546975,,128.58965
127.590325,,128.61495
127.6868,,128.632825
127.729825,,128.660825
127.73865,,128.702275
127.75235,,128.75755
127.8546,,128.7893
127.9656,,128.822275
128.02185,,128.8405
128.074575,,128.911625
128.0926,,129.029725
128.10835,,129.08445
128.11145,,129.108575
128.12405,,129.1388
128.2104,,129.1627
128.2787,,129.186725
128.333375,,129.226975
128.39325,,129.290025
128.42765,,129.35035
128.48695,,129.435925
128.504,,129.479775
128.52675,,129.524475
128.5582,,129.56035
128.597275,,129.6291
128.626725,,129.665775
128.67235,,129.67375
128.729925,,129.704925
128.82555,,129.739025
128.941025,,129.8284
128.976875,,129.88835
129.01215,,129.903925
129.0226,,129.938
129.08125,,129.9619
129.2268,,129.985325
129.24495,,130.0937
129.2785,,130.140025
129.458825,,130.18165
129.50405,,130.198875
129.51755,,130.220875
129.5645,,130.238525
129.596775,,130.281125
129.6493,,130.31755
129.722225,,130.353575
129.840775,,130.405575
129.912275,,130.43145
129.952775,,130.4563
130.092675,,130.493375
130.177225,,130.5238
130.219,,130.56165
130.301625,,130.600425
130.41535,,130.633125
130.46065,,130.675925
130.4801,,130.70995
130.495625,,130.774775
130.68055,,130.82785
130.7234,,130.884375
130.831575,,130.905925
130.871375,,130.930775
130.935675,,130.94245
130.947275,,130.97035
130.97385,,130.99605
131.00175,,131.0531
131.131525,,131.085825
131.16755,,131.109975
131.211475,,131.1732
131.272,,131.1889
131.312575,,131.2725
131.410225,,131.294925
131.45355,,131.321875
131.4723,,131.35115
131.506675,,131.392625
131.521425,,131.5112
131.61065,,131.522525
131.885125,,131.536175
131.8909,,131.5544
131.8959,,131.57405
131.902925,,131.63475
131.912125,,131.671925
131.9181,,131.76535
131.942425,,131.80705
132.00935,,131.871825
132.08585,,131.890525
132.116275,,131.90795
132.14855,,131.96215
132.27185,,131.978325
132.4012,,131.995825
132.409975,,132.039625
132.4212,,132.11135
132.42835,,132.15565
132.47045,,132.17225
132.5258,,132.215625
132.57005,,132.28705
132.61705,,132.41845
132.637225,,132.45315
132.6586,,132.470575
132.678225,,132.48565
132.6954,,132.508575
132.7434,,132.5346
132.77145,,132.568375
132.796775,,132.60855
132.900625,,132.648325
132.986825,,132.67385
133.030425,,132.69895
133.0583,,132.726625
133.142025,,132.76235
133.168575,,132.798425
133.20165,,132.859475
133.228875,,132.87745
133.275675,,132.9481
133.293875,,132.9957
133.403075,,133.0341
133.461475,,133.122025
133.50185,,133.151725
133.521675,,133.197425
133.55835,,133.232025
133.64875,,133.247325
133.7227,,133.31235
133.77885,,133.354425
133.8132,,133.3897
133.838475,,133.435775
133.861725,,133.5405
133.893125,,133.56545
133.915225,,133.642025
133.925875,,133.720225
133.9724,,133.8337
133.99465,,133.86535
134.051275,,133.9008
134.0672,,133.92545
134.09285,,133.98905
134.1037,,134.015325
134.142225,,134.038425
134.20595,,134.074625
134.2499,,134.1183
134.30425,,134.170975
134.3089,,134.221925
134.361425,,134.2634
134.368225,,134.311775
134.4573,,134.357375
134.4671,,134.4194
134.47405,,134.462225
134.4837,,134.477525
134.5053,,134.511
134.514025,,134.563475
134.568775,,134.581675
134.5829,,134.616925
134.5996,,134.674075
134.6273,,134.7385
134.702525,,134.846225
134.8034,,134.9202
134.86325,,134.948525
134.931725,,134.97795
134.961475,,135.008325
134.972825,,135.05835
135.014925,,135.097125
135.057,,135.115425
135.09665,,135.181925
135.1436,,135.28615
135.198025,,135.334025
135.2564,,135.439325
135.523575,,135.495025
135.566,,135.514775
135.620925,,135.532575
135.656025,,135.59945
135.675125,,135.6409
135.764025,,135.659225
135.869675,,135.675825
135.89395,,135.730375
135.9621,,135.8087
135.9924,,135.860725
136.02885,,135.8829
136.06865,,136.02615
136.128275,,136.054725
136.177525,,136.196325
136.1969,,136.23075
136.229225,,136.267275
136.299,,136.290725
136.346575,,136.368825
136.391225,,136.41035
136.404325,,136.464075
136.433675,,136.52315
136.506575,,136.5647
136.532975,,136.594675
136.5653,,136.670175
136.666425,,136.7135
136.721975,,136.7512
136.799175,,136.822525
136.882475,,136.897
136.907275,,136.9183
136.94485,,136.954475
137.010475,,136.995475
137.032825,,137.010775
137.077,,137.02515
137.11055,,137.06485
137.133875,,137.086825
137.16555,,137.16125
137.1666,,137.2297
137.214925,,137.27075
137.2437,,137.418225
137.363275,,137.489825
137.421225,,137.51745
137.456275,,137.552575
137.484675,,137.560675
137.511,,137.66205
137.544575,,137.709825
137.5662,,137.82765
137.59225,,137.839575
137.783325,,137.870925
137.8416,,137.890125
137.8508,,137.922275
137.8606,,137.99665
137.887325,,138.053775
137.89485,,138.07725
137.90615,,138.12765
137.970275,,138.169375
138.00745,,138.265975
138.10845,,138.3028
138.1333,,138.336375
138.172825,,138.349025
138.28385,,138.3675
138.3042,,138.42775
138.310375,,138.456325
138.339725,,138.5111
138.355725,,138.5422
138.384575,,138.605775
138.418075,,138.70425
138.4437,,138.759075
138.470025,,138.776675
138.498275,,138.7913
138.609575,,138.805025
138.666325,,138.822775
138.72165,,138.87075
138.79765,,138.94415
138.811475,,138.9554
138.893575,,139.044075
138.982,,139.15935
139.03285,,139.184275
139.034825,,139.203125
139.06675,,139.23775
139.104325,,139.274025
139.12685,,139.320725
139.218925,,139.3429
139.245275,,139.376325
139.260675,,139.401725
139.2743,,139.426675
139.355325,,139.463575
139.424975,,139.494375
139.505175,,139.556175
139.658825,,139.648925
139.695525,,139.7585
139.738075,,139.793775
139.764225,,139.9227
139.7851,,139.959125
139.8367,,139.9711
139.861025,,140.0486
139.874825,,140.08065
139.9956,,140.19035
140.04045,,140.22065
140.150675,,140.2517
140.168225,,140.271125
140.1851,,140.309275
140.1984,,140.34325
140.22455,,140.381475
140.252,,140.452425
140.32955,,140.50065
140.374375,,140.565475
140.41975,,140.575625
140.42415,,140.651425
140.4929,,140.6675
140.5198,,140.790325
140.53755,,140.8883
140.583825,,140.935475
140.618925,,140.9708
140.7636,,141.03085
140.81825,,141.088
140.869,,141.14205
140.896225,,141.196825
140.91705,,141.21615
140.939775,,141.27425
140.955875,,141.300825
140.969225,,141.327525
141.020475,,141.375525
141.0723,,141.43895
141.091625,,141.54905
141.159025,,141.564275
141.194875,,141.608275
141.21975,,141.6512
141.236975,,141.702475
141.262675,,141.757075
141.403975,,141.787975
141.481775,,141.81085
141.513575,,141.82245
141.530175,,141.8613
141.542275,,141.8905
141.568625,,141.9595
141.580325,,142.0017
141.60045,,142.059825
141.668575,,142.114725
141.709075,,142.157425
141.7208,,142.178225
141.753825,,142.208225
141.7803,,142.241125
141.8038,,142.41835
141.822625,,142.4693
141.85095,,142.53655
141.868225,,142.5826
141.9493,,142.666925
142.0703,,142.713025
142.0851,,142.74175
142.09975,,142.769025
142.281725,,142.8165
142.322525,,142.901675
142.361675,,142.94365
142.3808,,142.97995
142.4445,,143.027125
142.470425,,143.107775
142.50335,,143.154975
142.587925,,143.209025
142.68575,,143.272425
142.6892,,143.30895
142.71805,,143.3528
142.7324,,143.407925
142.829325,,143.434475
142.8759,,143.488875
142.911325,,143.54015
142.979175,,143.5778
143.087225,,143.61675
143.155375,,143.650275
143.164375,,143.722775
143.230075,,143.77405
143.3249,,143.85145
143.368725,,143.873025
143.440475,,143.9137
143.480625,,143.997675
143.4974,,144.0676
143.511475,,144.11165
143.552,,144.12615
143.601975,,144.17065
143.6335,,144.1963
143.66935,,144.266
143.6912,,144.286725
143.710425,,144.319125
143.80295,,144.3872
143.81735,,144.465575
143.8778,,144.5022
144.0192,,144.5488
144.081625,,144.62685
144.093225,,144.6395
144.133275,,144.684875
144.191125,,144.701525
144.2201,,144.7492
144.3048,,144.78035
144.333925,,144.820575
144.409175,,144.860775
144.5206,,144.89215
144.60995,,144.9478
144.644625,,145.063875
144.663,,145.090675
144.735325,,145.11675
144.92645,,145.164975
144.958925,,145.19135
144.981825,,145.303575
144.99235,,145.343825
145.01415,,145.404275
145.026425,,145.4439
145.036775,,145.500325
145.08465,,145.534525
145.10585,,145.558625
145.130075,,145.57695
145.2244,,145.60595
145.267475,,145.66075
145.312425,,145.72695
145.36495,,145.759775
145.385075,,145.78935
145.40385,,145.8175
145.474625,,145.85355
145.49635,,145.890525
145.535125,,145.943525
145.557325,,145.981025
145.57315,,146.048875
145.633975,,146.090875
145.657025,,146.129075
145.6685,,146.1783
145.6763,,146.2337
145.76065,,146.2515
145.86985,,146.3054
145.922225,,146.343725
145.9484,,146.407625
145.984525,,146.471825
146.04865,,146.560425
146.09235,,146.651875
146.110225,,146.77915
146.127275,,146.8468
146.167925,,146.9003
146.180475,,146.93585
146.27865,,146.94695
146.339125,,146.9784
146.377725,,146.999125
146.443025,,147.045025
146.5249,,147.091925
146.5415,,147.120725
146.56075,,147.151925
146.579325,,147.18235
146.599925,,147.25335
146.69165,,147.316825
146.71985,,147.3366
146.7397,,147.381275
146.782375,,147.433375
146.81245,,147.492975
146.873175,,147.5404
146.888775,,147.59145
146.91205,,147.6099
146.9392,,147.63115
146.985175,,147.656175
146.99945,,147.69275
147.098525,,147.7518
147.120575,,147.78865
147.1781,,147.8018
147.2155,,147.840075
147.232325,,147.8706
147.254175,,147.89975
147.30805,,147.949675
147.3517,,148.03865
147.41565,,148.10145
147.492625,,148.125125
147.526725,,148.1589
147.558525,,148.203
147.583475,,148.251725
147.610225,,148.296225
147.6325,,148.3235
147.659075,,148.3616
147.687625,,148.3924
147.805475,,148.453375
147.829,,148.467525
147.93525,,148.522875
147.963075,,148.592825
148.015625,,148.6371
148.046275,,148.665475
148.0994,,148.7314
148.113875,,148.770375
148.173025,,148.838325
148.193575,,148.932375
148.2494,,148.9572
148.2837,,149.029575
148.3477,,149.042225
148.36515,,149.121
148.40375,,149.1503
148.4482,,149.1861
148.456525,,149.22485
148.536225,,149.307275
148.5828,,149.371675
148.60825,,149.420475
148.627875,,149.5226
148.650075,,149.552575
148.6783,,149.658575
148.736225,,149.703375
148.752675,,149.7506
148.787475,,149.783125
148.830625,,149.80965
148.9405,,149.86435
148.984775,,149.912375
149.0239,,149.943375
149.0533,,150.03025
149.19985,,150.0648
149.21575,,150.08435
149.33075,,150.13665
149.3546,,150.200525
149.416225,,150.238475
149.434425,,150.268325
149.463175,,150.2791
149.492075,,150.30465
149.6545,,150.334725
149.8143,,150.48465
149.8375,,150.534675
149.895075,,150.56095
149.978825,,150.583475
150.031075,,150.644
150.1166,,150.715825
150.13895,,150.7823
150.16525,,150.796675
150.22595,,150.92345
150.233325,,150.94275
150.361,,150.991175
150.397075,,151.0271
150.43135,,151.0899
150.45815,,151.133
150.461075,,151.193525
150.6557,,151.2512
150.76575,,151.27295
150.786075,,151.304225
150.80245,,151.34845
150.8522,,151.40315
150.89735,,151.460625
150.934575,,151.50735
150.979725,,151.52675
151.03395,,151.543975
151.05715,,151.582875
151.0818,,151.633975
151.113875,,151.690475
151.18265,,151.815175
151.2103,,151.841625
151.255625,,151.892525
151.286375,,151.92885
151.340525,,152.000775
151.34875,,152.01895
151.3968,,152.10845
151.427025,,152.129825
151.439575,,152.180225
151.52625,,152.23255
151.54875,,152.25315
151.5721,,152.279775
151.635675,,152.321925
151.7129,,152.3775
151.75295,,152.410925
151.7791,,152.446475
151.845275,,152.478325
151.89565,,152.5245
151.92795,,152.566875
151.95055,,152.60375
152.00045,,152.64125
152.096925,,152.7245
152.1137,,152.747775
152.1484,,152.80125
152.17,,152.83345
152.191925,,152.9126
152.2421,,152.96965
152.25925,,153.0074
152.29175,,153.02895
152.326675,,153.139175
152.377375,,153.211525
152.401575,,153.289925
152.4537,,153.3455
152.478975,,153.408575
