SPK_SPKC01a (no response),SPK_SPKC03a (late inhi?),SPK_SPKC10a (inhi),SPK_SPKC12a (inhi)
546.083575,444.1209,468.9289,535.1273
546.09465,444.1595,468.97555,535.258775
546.1036,444.196675,468.995575,535.289125
546.115625,444.22665,469.02045,535.377625
546.132425,444.250125,469.04535,535.4856
546.14375,444.290575,469.058675,535.508725
546.176225,444.314675,469.074875,535.55555
546.185175,444.3551,469.094725,535.739175
546.20725,444.382375,469.109175,536.0214
546.261925,444.4113,469.13665,536.111325
546.3054,444.45235,469.170975,536.145275
546.316175,444.484125,469.220325,536.2334
546.371575,444.52685,469.240875,536.303475
546.641525,444.579125,469.342075,536.367
546.728425,444.63235,469.364375,536.400275
546.980175,444.677475,469.381775,536.46195
547.067775,444.710675,469.394525,536.53755
547.095225,444.7567,469.412325,536.57035
547.106875,444.787425,469.41385,536.623025
547.1326,444.82575,469.440825,536.67895
547.151225,444.844375,469.496625,536.7267
547.16705,444.856225,469.53235,536.845575
547.200225,444.8699,469.54895,536.948075
547.231875,444.881325,469.5662,537.05035
547.682925,444.893975,469.5935,537.07915
547.82585,444.905525,469.62325,537.177675
547.915225,444.921275,469.63975,537.267625
547.967475,444.938925,469.6475,537.38205
547.97865,444.960425,469.67935,537.413325
547.99725,444.977175,469.7012,537.4519
548.010275,444.994775,469.756325,537.4957
548.549725,445.0101,469.77945,537.54515
548.67915,445.02285,469.808275,537.627575
548.718375,445.0417,469.82655,537.694075
549.3491,445.0563,469.86095,537.7268
549.825575,445.077,469.880575,537.75685
549.96295,445.101875,469.8956,537.833975
550.481975,445.129525,469.94745,537.9796
550.87705,445.154925,469.984525,538.02225
551.812675,445.1882,470.001625,538.093875
551.874275,445.2173,470.035575,538.132875
551.888275,445.27665,470.04895,538.158675
551.89655,445.318275,470.086925,538.2178
551.909525,445.3592,470.1027,538.293325
551.915275,445.40705,470.133975,538.4116
551.92535,445.440575,470.165175,538.469825
552.15235,445.460975,470.191075,538.51185
552.4855,445.483825,470.27905,538.5453
552.6177,445.504175,470.295175,538.650725
552.98645,445.52905,470.412875,538.7042
553.224375,445.5506,470.4417,538.7357
553.576525,445.56875,470.4607,538.82235
554.128725,445.58335,470.4913,538.871825
554.176575,445.606675,470.526725,538.98405
554.29855,445.6255,470.59615,539.024925
554.3154,445.643425,470.6705,539.122175
554.4086,445.658575,470.673225,539.2067
554.647175,445.673575,470.69635,539.2859
554.6503,445.6852,470.797125,539.4166
554.66285,445.7001,470.83245,539.47745
554.670875,445.714925,470.861625,539.55125
555.793125,445.73445,470.885275,539.625525
555.96615,445.753475,470.9096,539.673725
555.9939,445.7781,470.9625,539.802025
556.0013,445.79985,471.0539,539.8257
557.0516,445.81755,471.110975,539.986425
557.26355,445.84645,471.166175,540.072175
557.333575,445.87745,471.1858,540.114875
557.37275,445.91135,471.221625,540.17545
557.411025,445.94845,471.393125,540.22495
557.465075,445.993125,471.480225,540.2764
557.533925,446.028175,471.550925,540.314875
557.581475,446.069025,471.621425,540.362375
557.900025,446.11895,471.693,540.402725
557.91095,446.157275,471.7116,540.5122
558.46785,446.203525,471.77005,540.563825
558.508075,446.22165,471.868125,540.7138
558.53605,446.2433,471.9231,540.833775
558.549975,446.267625,471.9937,541.17585
558.853625,446.284475,472.015275,541.23465
558.893975,446.29675,472.037175,541.26675
558.91135,446.31855,472.06785,541.46655
558.91955,446.338,472.074475,541.4893
558.93155,446.35835,472.159975,541.55925
558.96825,446.372375,472.23625,541.63125
558.99705,446.39535,472.329,541.910175
559.005075,446.409225,472.337775,541.9589
559.016775,446.417275,472.36445,542.0374
559.0531,446.428225,472.38335,542.143975
559.062875,446.438675,472.531575,542.2034
559.646425,446.455025,472.586175,542.26935
559.655975,446.47095,472.6128,542.293275
559.669225,446.4916,472.628425,542.5176
559.68175,446.51415,472.6649,542.6402
559.731375,446.53635,472.672875,542.671375
560.2768,446.57725,472.718675,542.736475
560.317575,446.624825,472.83345,542.869525
560.340175,446.647925,472.904425,543.06265
560.381675,446.68505,472.9348,543.16495
560.395525,446.71995,472.949975,543.316075
560.4037,446.758425,473.008675,543.50305
560.41035,446.794175,473.08465,543.647225
560.4201,446.837375,473.12865,543.752125
560.4312,446.929675,473.155575,543.81715
561.0912,446.98325,473.18045,543.927325
561.109575,447.026925,473.203875,544.00085
561.1177,447.073925,473.25575,544.056575
561.126325,447.11565,473.28175,544.2269
561.138025,447.1528,473.30575,544.386475
561.160575,447.1976,473.363525,544.589525
561.202025,447.2436,473.390775,544.631875
561.23375,447.296025,473.4077,544.7136
561.279975,447.338275,473.479425,544.7625
561.431325,447.400325,473.502425,544.89175
561.569625,447.417625,473.53035,544.956075
561.647825,447.4342,473.574875,545.031375
561.6571,447.45355,473.60085,545.05225
561.687025,447.470175,473.647025,545.158475
561.696425,447.48485,473.68235,545.23815
561.7119,447.499325,473.713325,545.26005
561.743325,447.515025,473.73875,545.30585
561.751,447.5382,473.760475,545.428575
561.757425,447.55785,473.784125,545.444775
561.77045,447.578775,473.79405,545.493825
561.78795,447.601575,473.861175,545.543275
561.795725,447.6307,473.8903,545.677275
561.82,447.6539,473.987175,545.784825
561.83045,447.686725,474.07425,545.81595
561.85055,447.704475,474.08925,545.860875
561.8809,447.7242,474.149875,545.88715
561.927025,447.7418,474.1784,545.915225
561.9607,447.7706,474.25385,545.982325
562.486825,447.791125,474.3508,546.0195
562.5808,447.830725,474.3721,546.043
562.5874,447.8585,474.496675,546.081025
562.7049,447.895175,474.52625,546.110475
562.84245,447.927225,474.550775,546.243775
563.137,447.969275,474.575875,546.274275
563.191875,448.027425,474.794675,546.299325
563.226775,448.058275,474.8818,546.354925
563.2837,448.106525,474.949025,546.535325
563.312025,448.149475,474.97535,546.68095
563.32285,448.191475,475.0018,546.70465
563.36695,448.253575,475.061875,546.784925
563.381625,448.299725,475.0782,546.8391
563.4018,448.3575,475.105925,546.88185
563.4248,448.414875,475.177375,546.993225
563.43725,448.449175,475.21715,547.0339
563.4473,448.4827,475.2593,547.2378
563.484075,448.521225,475.414725,547.297475
563.492275,448.557525,475.462475,547.320625
563.5276,448.5932,475.4889,547.379975
563.544875,448.6299,475.542925,547.432125
563.58355,448.664025,475.645,547.6295
563.6056,448.700275,475.67765,547.679775
563.640225,448.72855,475.69765,547.759225
563.685775,448.75715,475.7218,547.79145
563.737825,448.79515,475.794475,547.839
563.75655,448.819325,475.906075,547.89415
563.81025,448.860225,476.006575,548.031025
563.839975,448.90635,476.043025,548.053025
563.90835,448.93645,476.04835,548.081975
563.969775,448.970225,476.0737,548.139375
564.0858,448.987125,476.09185,548.1798
564.133875,449.010275,476.107075,548.19795
564.155125,449.053525,476.12725,548.268175
564.19545,449.103425,476.19655,548.342225
564.2176,449.144925,476.23225,548.4076
564.23175,449.19205,476.2713,548.4463
564.262375,449.22655,476.299225,548.49305
564.28825,449.26565,476.32775,548.76085
564.495725,449.3215,476.3945,548.936125
565.325825,449.36125,476.419325,548.9722
565.444275,449.41085,476.4553,549.1015
565.79255,449.46085,476.522575,549.128275
566.005175,449.513125,476.543325,549.2033
566.492675,449.542875,476.574675,549.40795
566.717625,449.5705,476.629725,549.575275
567.004625,449.60095,476.725075,549.70735
567.071675,449.626825,476.804575,549.732775
567.197825,449.674225,476.835275,549.7826
567.360375,449.7139,476.87525,549.875575
567.773825,449.747675,476.920875,549.91745
568.08055,449.776425,476.965825,549.990025
568.14195,449.81595,477.009225,550.155275
568.2064,449.859625,477.03515,550.22345
568.259,449.8923,477.16015,550.6478
568.270275,449.925625,477.273725,550.749775
568.312275,449.954725,477.301125,551.0683
568.456975,449.99165,477.4041,551.2284
568.62425,450.0316,477.4318,551.297975
568.761,450.07165,477.520825,551.52905
568.787575,450.11845,477.588,551.604025
568.800775,450.1522,477.610675,551.986525
568.81745,450.1894,477.64745,552.02935
568.843275,450.2148,477.697225,552.110375
568.863475,450.2585,477.7321,552.273675
568.8899,450.2855,477.761525,552.4446
568.899075,450.316075,477.935325,552.663175
568.919525,450.330175,477.981825,552.936875
568.928325,450.350575,478.05725,553.0204
568.941875,450.3772,478.086025,553.103125
568.9609,450.4158,478.13695,553.137175
568.985275,450.477925,478.179275,553.2029
569.00655,450.499175,478.2015,553.266375
569.020575,450.5465,478.236,553.301625
569.048375,450.590625,478.2718,553.961925
569.085575,450.6335,478.4299,554.61225
569.148175,450.668675,478.551475,555.101175
569.199975,450.70005,478.583575,555.136975
569.261825,450.736425,478.6253,555.227075
569.28835,450.773375,478.66545,555.847825
569.377675,450.821225,478.704675,556.0293
569.3899,450.845575,478.72235,556.388525
569.43255,450.87985,478.75525,556.54975
569.444575,450.901225,478.814775,556.58845
569.7342,450.917975,478.84575,556.629625
569.9865,450.96435,478.92065,556.694525
570.297025,451.009675,479.0194,556.756125
570.412,451.0361,479.096725,556.940475
570.4342,451.08155,479.1573,556.9589
570.453625,451.115575,479.212275,556.991425
570.534125,451.155725,479.238375,557.52775
570.56485,451.18965,479.261975,557.666325
570.68805,451.2141,479.329225,557.679875
571.318,451.248375,479.36585,557.822725
571.3557,451.2877,479.426225,557.93235
571.4488,451.33765,479.508225,557.949575
571.987475,451.373075,479.55215,557.9874
572.083425,451.408775,479.6217,558.075275
572.48065,451.442575,479.725725,558.092475
572.48295,451.48625,479.772225,558.249825
572.874325,451.523125,479.795175,558.28195
572.891475,451.55135,479.821675,558.3277
572.903475,451.577675,479.876,558.37875
572.915,451.61365,479.917075,558.5587
572.9307,451.64075,479.95535,558.749925
572.94195,451.67925,480.0342,558.8085
572.9486,451.7133,480.114475,558.87625
572.953825,451.76335,480.167525,558.966225
572.96095,451.798725,480.305775,559.017025
572.980475,451.857225,480.32935,559.071425
572.99385,451.88465,480.388,559.30835
573.015575,451.920375,480.43875,559.363925
573.036575,451.9559,480.4715,559.43205
573.071675,452.0052,480.50815,559.459575
573.083125,452.041025,480.545775,559.640875
573.483825,452.0637,480.57795,559.69095
573.501075,452.0979,480.622575,559.83065
573.54725,452.14305,480.660625,560.245575
573.567425,452.1803,480.69775,560.277775
573.6017,452.205325,480.741925,560.3528
573.86375,452.23555,480.779075,560.443975
574.327875,452.267575,480.868175,560.5448
574.3335,452.3019,480.910925,560.883825
574.340375,452.33795,481.023925,561.056575
574.352225,452.36395,481.2189,561.229175
574.359225,452.39355,481.2965,561.24905
574.403425,452.43525,481.3865,561.28265
574.4414,452.46235,481.41795,561.2992
574.6393,452.4919,481.509425,561.435375
574.6713,452.524425,481.60065,561.6096
574.7027,452.55135,481.634875,561.6469
574.731775,452.60095,481.7336,561.69405
574.820025,452.640125,481.801575,561.781575
575.11775,452.68615,481.84525,561.84045
575.25385,452.74935,481.9196,561.918175
575.39835,452.80195,482.0123,561.97085
575.7489,452.860825,482.0523,562.075775
575.78185,452.892225,482.085025,562.19335
575.79015,452.9438,482.201,562.21405
576.03345,452.985575,482.243975,562.25845
576.10905,453.023375,482.301525,562.49885
576.198725,453.04565,482.3873,562.684175
576.277525,453.073575,482.4552,562.76465
576.311875,453.095625,482.489625,563.317
576.33,453.12785,482.51865,563.3548
576.376425,453.162525,482.615625,563.42325
576.4931,453.191125,482.76865,563.469
576.82535,453.225925,482.824075,563.608975
577.0914,453.253,482.8584,563.691775
577.562125,453.278875,482.887525,563.8406
577.987475,453.306075,482.939825,563.962625
578.073025,453.328775,482.990075,564.011925
578.08025,453.356025,483.073225,564.042025
578.089825,453.3832,483.1088,564.05565
578.1149,453.408775,483.13675,564.08375
578.12375,453.4474,483.169075,564.104125
578.15505,453.489675,483.297775,564.1486
578.18025,453.5222,483.32515,564.220175
578.2033,453.551775,483.3781,564.252625
578.459575,453.589925,483.58735,564.27895
578.8838,453.6231,483.62225,564.351875
579.029625,453.652125,483.65095,564.496875
579.034725,453.693825,483.6734,564.710975
579.065675,453.729375,483.693925,564.739475
579.0919,453.76335,483.7153,564.754
579.37335,453.806575,483.7281,564.7816
579.49375,453.848725,483.7479,564.85095
579.508925,453.874775,483.791175,564.876625
579.5627,453.9123,483.82455,564.93795
580.110775,453.927975,483.84485,564.990225
580.15195,453.95815,483.94375,565.02485
580.1863,454.003225,483.9711,565.10225
580.2241,454.043325,484.009825,565.1302
580.241625,454.09395,484.037175,565.2378
580.257425,454.15265,484.07065,565.256575
580.2704,454.203725,484.10855,565.46485
580.2804,454.24855,484.284475,565.523225
580.308775,454.285725,484.311425,565.618375
580.315275,454.319625,484.361525,565.64155
580.338875,454.346825,484.416375,565.755075
580.350375,454.388825,484.46275,565.8847
580.503075,454.41775,484.507425,565.905225
581.2081,454.451,484.53835,566.067625
581.213,454.482775,484.593125,566.098675
581.22025,454.512025,484.660875,566.219425
581.2358,454.536825,484.69105,566.28275
581.2526,454.565825,484.739725,566.36225
581.263725,454.602975,484.7799,566.44755
581.279475,454.638925,484.820975,566.519275
581.303975,454.667625,484.8527,566.9574
581.320075,454.7324,484.8905,567.32185
581.328025,454.77435,484.93895,567.355475
581.3513,454.809875,484.971725,567.587075
581.393875,454.84625,485.025325,567.683025
581.45865,454.8768,485.06045,567.735025
581.480675,454.894425,485.1065,567.761275
581.494625,454.9109,485.1291,567.78735
581.581025,454.923675,485.13185,568.040825
581.591225,454.93085,485.178575,568.32925
581.62585,454.940575,485.2102,568.4199
581.653375,454.954725,485.246125,568.4866
581.66735,454.965875,485.287225,568.5423
581.67015,454.98075,485.3966,568.631675
581.6875,454.9975,485.45405,568.677825
581.72125,455.01895,485.4955,568.76105
581.73495,455.044025,485.5337,568.874475
581.7505,455.073525,485.5664,569.040775
581.76155,455.1077,485.60985,569.061825
581.78665,455.1334,485.6518,569.078775
581.817875,455.15075,485.69405,569.116975
581.8915,455.166875,485.7547,569.220675
582.250075,455.18535,485.8055,569.336525
582.440425,455.2109,485.8428,569.45675
582.837025,455.232325,485.87905,569.585875
582.9999,455.246475,485.923525,569.647275
583.2183,455.264875,485.975275,569.65995
583.430575,455.285525,486.006,569.68605
583.576275,455.32765,486.033725,569.735725
583.621925,455.369575,486.06375,569.85995
583.89955,455.4151,486.13415,570.1007
583.90275,455.441975,486.15095,570.1332
583.914025,455.47505,486.258325,570.1527
583.953025,455.5068,486.301075,570.2402
584.0429,455.5327,486.33065,570.302975
584.1576,455.56995,486.372775,570.32265
584.1693,455.601225,486.46935,570.36375
584.1828,455.64275,486.50085,570.423925
584.195475,455.679225,486.53355,570.4758
584.213325,455.7545,486.55255,570.655575
584.2205,455.784275,486.660625,570.71855
584.235125,455.83675,486.703675,570.9129
584.3284,455.864775,486.76955,570.94115
584.359375,455.900125,486.855925,571.118925
584.590925,455.938125,486.900375,571.37285
584.76605,455.98305,486.9137,571.756475
584.884825,456.01435,486.931375,571.8351
584.900125,456.0519,487.0207,571.9867
584.91615,456.100475,487.0548,572.372075
584.9866,456.14705,487.1029,573.000825
585.5516,456.196225,487.1231,573.06825
586.04535,456.232775,487.14485,573.0863
586.07765,456.2641,487.212275,573.12275
586.094875,456.311425,487.239975,573.314375
586.111425,456.36045,487.32275,573.443725
586.15185,456.397425,487.36995,573.4958
586.163675,456.427825,487.40085,573.530825
586.1749,456.456525,487.44595,573.781175
586.188075,456.48705,487.44805,574.053075
586.20295,456.515025,487.487375,574.091525
586.22815,456.55715,487.53575,574.535675
586.237425,456.5889,487.5775,574.99875
586.29105,456.6192,487.632175,575.106375
586.324725,456.641175,487.657375,575.214375
586.415275,456.6646,487.6927,575.315375
586.49155,456.703425,487.73545,575.410975
586.62005,456.72655,487.76065,576.03645
586.649675,456.7576,487.82885,576.3758
586.819475,456.808,487.8662,576.744275
586.8396,456.83585,487.8973,576.958325
586.856825,456.86035,487.91765,577.085725
586.871,456.906675,487.95895,577.301325
586.879575,456.92635,487.9923,577.371825
586.899375,456.95925,488.0107,577.541875
586.946775,456.996475,488.045725,577.6394
587.026825,457.034975,488.0823,577.7405
587.145475,457.081125,488.11125,577.921875
587.178475,457.113075,488.13585,578.09295
587.247925,457.15395,488.154175,578.163
587.27295,457.190925,488.187875,578.271375
587.2882,457.211375,488.238675,578.4098
587.303725,457.256675,488.2765,578.85865
587.341225,457.3077,488.3253,579.359225
587.3779,457.352025,488.378825,579.65305
587.3912,457.3744,488.4137,579.72985
587.427425,457.4017,488.457,579.9207
587.446,457.412825,488.513875,580.038525
587.53355,457.431475,488.5515,580.0556
587.56405,457.447725,488.6118,580.57405
587.580875,457.460975,488.631675,580.680575
587.6536,457.475175,488.700125,580.90015
587.683225,457.492,488.731725,580.925425
587.7166,457.50495,488.754025,581.11575
587.733925,457.52885,488.7914,581.213975
587.832475,457.554,488.813125,581.395975
587.865525,457.575275,488.890275,581.5599
588.062175,457.600225,488.899125,581.585025
588.718625,457.61965,488.943175,581.6734
588.757025,457.6369,488.97045,582.005575
588.7717,457.649225,488.99785,582.0812
588.7845,457.670075,489.034325,582.1206
588.804175,457.68525,489.224925,582.2662
588.806475,457.704375,489.296225,582.339725
588.8209,457.728625,489.328175,582.409575
588.850825,457.7441,489.362925,582.5441
588.874,457.76235,489.404625,582.796225
588.9102,457.789375,489.456725,582.952675
588.92625,457.81585,489.488625,583.218025
589.0465,457.8354,489.54075,583.25105
589.06845,457.864725,489.570575,583.2725
589.211975,457.9006,489.621275,583.292725
589.51105,457.93165,489.7151,583.32
589.94435,457.962575,489.77645,583.639625
589.9562,457.98215,489.8098,583.71065
590.00215,458.01785,489.829325,583.801375
590.070375,458.04525,489.86045,583.861975
590.085925,458.086075,489.896025,583.919
590.11555,458.121875,489.932075,584.058
590.125325,458.161325,489.99305,584.07825
590.17195,458.240625,490.0095,584.1232
590.187275,458.268375,490.03485,584.149725
590.191875,458.30965,490.06145,584.232425
590.221425,458.3397,490.0869,584.2535
590.22995,458.368175,490.13835,584.35335
590.246375,458.399225,490.17425,584.404075
590.2999,458.425925,490.20095,584.62515
590.34535,458.467525,490.2322,584.6516
590.36585,458.51435,490.2616,584.764125
590.382375,458.545675,490.295825,584.94705
590.447325,458.571125,490.325175,585.036225
590.98635,458.612825,490.415625,585.15515
591.5297,458.6442,490.453425,585.1886
591.5495,458.68455,490.482375,585.216825
591.586625,458.718775,490.5171,585.26005
591.6345,458.76155,490.57185,585.2879
591.9509,458.795925,490.684925,585.364825
592.042225,458.8394,490.7223,585.64005
592.089825,458.866825,490.768775,585.744575
592.121625,458.8908,490.797725,585.78235
592.181575,458.926075,490.896675,585.91935
592.2092,458.942725,490.93205,585.96465
592.2471,458.9803,490.9778,586.13745
592.25495,459.007225,491.0352,586.17515
592.278225,459.0336,491.073175,586.230875
592.294725,459.067225,491.113775,586.32185
592.329,459.09385,491.19805,586.484075
592.365375,459.132375,491.2855,586.52105
592.398625,459.186425,491.335975,586.598525
592.47665,459.215025,491.378475,586.6526
592.512675,459.246225,491.4167,586.6943
592.562375,459.2811,491.46615,586.920675
592.6092,459.314125,491.5058,587.059375
592.689075,459.3609,491.5632,587.31435
592.759475,459.391475,491.630025,587.39865
592.797375,459.42555,491.665,587.57335
592.8554,459.456925,491.7066,587.611625
592.872325,459.5045,491.742525,587.797425
592.916775,459.5408,491.77525,587.96695
592.930325,459.57275,491.818625,588.164025
592.985125,459.611525,491.84815,588.1855
592.9995,459.641125,491.9284,588.2994
593.017275,459.681875,491.96855,588.377875
593.027025,459.716425,492.0661,588.401975
593.041025,459.75425,492.09095,588.4538
593.21575,459.799025,492.15475,588.47765
593.2407,459.8266,492.20565,588.616575
593.271825,459.866275,492.246275,588.728575
593.331975,459.917375,492.2725,588.780175
593.39355,459.9464,492.326075,588.830175
593.431975,459.976825,492.3851,588.847025
593.454575,460.01215,492.438675,588.9333
593.463375,460.040375,492.5286,588.9787
593.47365,460.08145,492.56685,589.047675
593.52115,460.12,492.6483,589.1171
593.57875,460.16725,492.697875,589.227525
594.206225,460.20385,492.72295,589.349225
594.25555,460.235425,492.76225,589.48465
594.310775,460.2751,492.81515,589.520275
594.3806,460.3017,492.865475,589.575575
595.193875,460.33375,492.89295,589.707525
595.309975,460.38075,492.996475,589.80935
595.558675,460.423425,493.035225,589.93985
595.638825,460.4697,493.103325,590.009825
596.012525,460.5215,493.15475,590.29195
596.0203,460.5587,493.191625,590.332325
596.035075,460.5877,493.214875,590.417925
596.04525,460.631125,493.238575,590.50215
596.0558,460.6825,493.2815,590.602625
596.161325,460.711175,493.310175,590.646025
596.1767,460.72775,493.348625,590.71275
596.7376,460.7487,493.37295,590.9707
597.296025,460.7634,493.429675,591.137475
597.31895,460.78885,493.45375,591.2069
597.33865,460.807425,493.45635,591.2471
597.3507,460.844275,493.497825,591.2908
597.3645,460.887775,493.572775,591.41575
597.382425,460.955625,493.61105,591.4345
597.39795,461.006275,493.656075,591.61095
597.405325,461.058125,493.780075,591.692825
597.4176,461.08205,493.8272,591.693825
597.4751,461.113975,493.862625,591.8647
597.792775,461.1497,493.91045,591.8839
597.9794,461.192425,493.9305,591.900425
598.056425,461.227025,494.025225,592.078625
598.619525,461.260875,494.07715,592.160775
598.63045,461.317875,494.1017,592.2015
598.660275,461.353825,494.133225,592.411775
598.6952,461.4072,494.165625,592.458625
598.72325,461.46255,494.219,592.5565
598.756975,461.51205,494.24515,592.636175
598.88885,461.539925,494.2658,592.66785
598.91825,461.588425,494.297125,592.845975
598.95195,461.63435,494.351375,592.849175
598.963975,461.665875,494.490125,592.915925
598.97205,461.732825,494.549175,593.024175
598.982025,461.777175,494.59685,593.048525
598.98985,461.8147,494.642675,593.1212
599.197225,461.853825,494.6684,593.133
599.214975,461.88775,494.711725,593.187425
599.250075,461.92145,494.783725,593.35075
599.26185,461.957025,494.808925,593.4096
599.274225,461.99075,494.8267,593.4677
599.29145,462.038175,494.85795,593.5036
599.299675,462.075675,494.923075,593.531475
599.315325,462.119375,494.9738,593.6719
599.326425,462.146875,495.001375,593.6732
599.351525,462.173275,495.003,593.73605
599.378325,462.22005,495.0395,593.755575
599.3942,462.25175,495.084475,593.773625
599.40895,462.2989,495.1737,593.891675
599.4396,462.33635,495.218025,593.9189
599.47065,462.3778,495.250925,594.173225
599.5173,462.4006,495.33605,594.19845
599.539525,462.4245,495.363875,594.345725
599.542975,462.433125,495.419375,594.4258
599.68575,462.444775,495.45595,594.4876
599.718225,462.462325,495.5059,594.529475
599.732775,462.472675,495.5511,594.570325
599.743775,462.487525,495.632925,594.582825
599.772325,462.51255,495.6564,594.6427
599.7948,462.53565,495.697675,594.724075
599.820825,462.566575,495.72235,594.7705
599.85125,462.59485,495.744875,594.8242
599.8631,462.614775,495.77985,594.9705
599.877125,462.642075,495.8069,595.0137
599.888075,462.674175,495.848525,595.036625
599.928,462.697075,495.886475,595.08895
599.950075,462.7231,495.93835,595.129725
599.969875,462.7566,495.976825,595.1713
599.98295,462.7965,496.0196,595.3002
,462.8276,496.061175,595.470225
,462.8558,496.097175,595.75225
,462.88735,496.1472,595.819125
,462.9235,496.1886,595.86005
,462.95655,496.295375,595.88735
,462.984425,496.32665,595.92705
,463.0276,496.367325,596.1116
,463.059925,496.395325,596.133
,463.096675,496.4382,596.1851
,463.12845,496.4798,596.212125
,463.1528,496.5939,596.301825
,463.19195,496.637125,596.37465
,463.2279,496.6805,596.415325
,463.256225,496.73655,596.767225
,463.310375,496.7806,596.8484
,463.336825,496.888025,596.97645
,463.384575,496.927825,597.024875
,463.412775,496.97705,597.059125
,463.451875,497.0289,597.180325
,463.49825,497.111825,597.2139
,463.54355,497.175775,597.297825
,463.5931,497.22265,597.341125
,463.637825,497.2952,597.366325
,463.67155,497.354825,597.395225
,463.699675,497.384125,597.476875
,463.75275,497.430175,597.524975
,463.7826,497.4705,597.61025
,463.8148,497.54145,597.694625
,463.8391,497.573,597.936575
,463.8541,497.61235,598.040325
,463.883625,497.648,598.113525
,463.9147,497.69325,598.223075
,463.947775,497.75805,598.52605
,463.98385,497.883175,598.642225
,464.02445,497.93,598.67115
,464.070125,497.9792,598.906
,464.090525,498.0292,599.054825
,464.1051,498.0749,599.583475
,464.1369,498.1218,599.616
,464.15325,498.222775,599.642925
,464.183525,498.261575,599.680475
,464.216825,498.31175,599.8352
,464.259625,498.3576,599.87475
,464.31905,498.439575,
,464.344675,498.477225,
,464.391925,498.539575,
,464.4185,498.593875,
,464.4568,498.5967,
,464.495825,498.65445,
,464.541375,498.748275,
,464.5805,498.798975,
,464.623,498.835575,
,464.667925,498.8835,
,464.710825,498.95345,
,464.74775,499.0666,
,464.799725,499.116025,
,464.85125,499.2085,
,464.902225,499.246825,
,464.943325,499.27995,
,464.975,499.31905,
,464.997875,499.386325,
,465.017475,499.454225,
,465.032,499.490525,
,465.045125,499.533075,
,465.05615,499.58885,
,465.073225,499.6364,
,465.08645,499.676875,
,465.09905,499.72945,
,465.1116,499.7829,
,465.13145,499.823075,
,465.1549,499.877675,
,465.168,499.912975,
,465.19715,499.981925,
,465.215,500.028325,
,465.24675,500.059125,
,465.268025,500.0995,
,465.292825,500.13695,
,465.32055,500.17115,
,465.3405,500.2265,
,465.360475,500.2282,
,465.38855,500.26,
,465.422625,500.300175,
,465.4585,500.40105,
,465.4922,500.449475,
,465.5237,500.484525,
,465.57435,500.54615,
,465.599175,500.635675,
,465.623025,500.690575,
,465.63995,500.737,
,465.68815,500.797425,
,465.7129,500.8737,
,465.739075,500.9216,
,465.772275,500.96025,
,465.826975,501.00055,
,465.858375,501.0348,
,465.8998,501.036525,
,465.939475,501.077975,
,465.979025,501.11115,
,466.005875,501.141275,
,466.0358,501.189525,
,466.09735,501.225325,
,466.1402,501.262375,
,466.16665,501.350575,
,466.209475,501.394525,
,466.2386,501.457925,
,466.2626,501.482475,
,466.27915,501.5198,
,466.29065,501.5554,
,466.306975,501.590375,
,466.32155,501.628425,
,466.344,501.634425,
,466.366425,501.657125,
,466.39615,501.679175,
,466.426425,501.705175,
,466.4499,501.738425,
,466.46735,501.767075,
,466.47615,501.794775,
,466.48945,501.82115,
,466.50895,501.867325,
,466.53125,501.90365,
,466.5562,501.944225,
,466.57435,502.02225,
,466.591625,502.059325,
,466.6149,502.111875,
,466.639175,502.168025,
,466.66175,502.2134,
,466.681625,502.235875,
,466.73455,502.279075,
,466.761375,502.330025,
,466.7777,502.3651,
,466.793675,502.414,
,466.821775,502.443425,
,466.8513,502.504525,
,466.8809,502.542975,
,466.907675,502.69675,
,466.93185,502.745975,
,466.95325,502.79005,
,466.972675,502.8312,
,466.995075,502.8863,
,467.02925,502.965725,
,467.064325,503.063825,
,467.10325,503.09525,
,467.128575,503.1473,
,467.1663,503.1798,
,467.209475,503.229775,
,467.2497,503.256575,
,467.2959,503.285,
,467.331125,503.324625,
,467.3576,503.37825,
,467.390125,503.4159,
,467.4215,503.458575,
,467.445025,503.507425,
,467.475475,503.55475,
,467.4924,503.5925,
,467.521,503.62105,
,467.53465,503.665925,
,467.556175,503.71145,
,467.5762,503.754625,
,467.599475,503.783075,
,467.62265,503.8311,
,467.642275,503.869525,
,467.653675,503.902975,
,467.66805,503.949325,
,467.68145,503.987475,
,467.698075,504.000725,
,467.718625,504.039225,
,467.73565,504.132325,
,467.760375,504.162775,
,467.78385,504.19695,
,467.804775,504.24825,
,467.8224,504.290275,
,467.836525,504.334525,
,467.858975,504.406975,
,467.87385,504.45905,
,467.893825,504.508575,
,467.915125,504.542175,
,467.96045,504.593675,
,467.9866,504.6482,
,468.008675,504.680325,
,468.025225,504.72095,
,468.04495,504.761725,
,468.0631,504.814875,
,468.08255,504.863875,
,468.0989,504.898325,
,468.11655,504.9426,
,468.136225,504.9778,
,468.161725,505.021325,
,468.18625,505.05925,
,468.21655,505.098075,
,468.2348,505.1376,
,468.2535,505.1955,
,468.294575,505.23425,
,468.316325,505.2848,
,468.338875,505.325875,
,468.357275,505.343,
,468.37595,505.374625,
,468.3912,505.428275,
,468.40625,505.513725,
,468.41935,505.5606,
,468.440325,505.6001,
