SPK_SPKC01a (excited),SPK_SPKC08b (excited),SPK_SPKC09a (excited),SPK_SPKC11a (no effect)
,,274.6696,
,,274.674025,
,,274.6781,
,,274.682425,
,,274.6862,
,,274.711125,
,,274.72485,
,,274.7327,
,,274.7402,
,,274.74725,
,,274.754975,
,,274.7591,
,,274.763275,
,,274.7677,
,,274.7724,
,,274.77745,
,,274.7828,
,,274.78925,
,,274.79405,
,,274.802275,
,,274.810925,
,,274.819925,
,,274.837225,
,,274.85145,
,,274.860725,
,,274.868675,
,,274.8821,
,,274.8933,
,,274.901125,
,,274.906525,
,,274.9151,
,,274.926525,
,,274.93535,
,,274.941725,
,,274.94715,
,,274.9588,
,,274.964675,
,,274.972,
,,274.975675,
,,274.983975,
,,274.997475,
,,275.01865,
,,275.028975,
,,275.04405,
,,275.05705,
,,275.071975,
,,275.0786,
,,275.091075,
,,275.101025,
,,275.1105,
,,275.12565,
,,275.135825,
,,275.148675,
,,275.155225,
,,275.165625,
,,275.176,
,,275.19355,
,,275.2008,
,,275.209625,
,,275.22375,
,,275.232825,
,,275.2434,
,,275.2557,
,,275.268075,
,,275.289525,
,,275.295275,
,,275.302725,
,,275.3098,
,,275.320425,
,,275.32515,
,,275.331,
,,275.339,
,,275.344525,
,,275.35295,
,,275.35715,
,,275.365725,
,,275.3738,
,,275.3842,
,,275.3964,
,,275.4045,
,,275.410325,
,,275.41705,
,,275.425325,
,,275.4323,
,,275.442675,
,,275.44895,
,,275.457225,
,,275.482675,
,,275.49305,
,,275.4989,
,,275.50675,
,,275.5181,
,,275.526725,
,,275.533,
,,275.545125,
,,275.55765,
,,275.57575,
,,275.587325,
,,275.60045,
,,275.613,
,,275.6221,
,,275.64615,
,,275.653675,
,,275.66485,
,,275.67405,
,,275.67815,
,,275.6846,
,,275.690275,
,,275.69605,
,,275.70295,
,,275.712575,
,,275.7217,
,,275.726875,
,,275.7333,
,,275.743325,
,,275.7535,
,,275.76135,
,,275.77345,
,,275.784925,
,,275.810725,
,,275.827775,
,,275.842,
,,275.864975,
,,275.880725,
,,275.89135,
,,275.9074,
,,275.923325,
,,275.956825,
,,275.975525,
,,276.008225,
,,276.0365,
,,276.0661,
,,276.08145,
,,276.102425,
,,276.1212,
,,276.1557,
,,276.1754,
,,276.197825,
,,276.21305,
,,276.240475,
,,276.273,
,,276.295425,
,,276.307975,
,,276.323875,
,,276.34115,
,,276.3572,
,,276.3856,
,,276.3996,
,,276.415025,
,,276.4277,
,,276.444675,
,,276.462175,
,,276.48315,
,,276.5014,
,,276.5247,
,,276.541275,
,,276.565425,
,,276.580775,
,,276.600675,
,,276.618325,
,,276.642175,
,,276.654025,
,,276.6659,
,,276.690525,
,,276.711275,
,,276.733475,
,,276.7504,
,,276.7622,
,,276.777675,
,,276.7889,
,,276.804075,
,,276.8296,
,,276.85565,
,,276.88075,
,,276.8953,
,,276.91625,
,,276.9367,
,,276.956275,
,,276.9787,
,,276.9959,
,,277.016675,
,,277.036375,
,,277.07015,
,,277.101075,
,,277.12405,
,,277.14545,
,,277.175775,
,,277.188,
,,277.20315,
,,277.233625,
,,277.251275,
,,277.28315,
,,277.300875,
,,277.3102,
,,277.31935,
,,277.32755,
,,277.3414,
,,277.353975,
,,277.381275,
,,277.40055,
,,277.419325,
,,277.4435,
,,277.46775,
,,277.4862,
,,277.499525,
,,277.523325,
,,277.543075,
,,277.569775,
,,277.584575,
,,277.60505,
,,277.620475,
,,277.6434,
,,277.663425,
,,277.684625,
,,277.700875,
,,277.729075,
,,277.751575,
,,277.7737,
,,277.7975,
,,277.8095,
,,277.820725,
,,277.840175,
,,277.853825,
,,277.865525,
,,277.8885,
,,277.90045,
,,277.91595,
,,277.94035,
,,277.95915,
,,277.982075,
,,278.013175,
,,278.0304,
,,278.0443,
,,278.06815,
,,278.08785,
,,278.1181,
,,278.137,
,,278.1558,
,,278.178675,
,,278.202775,
,,278.2201,
,,278.238325,
,,278.258975,
,,278.278725,
,,278.297125,
,,278.3106,
,,278.32635,
,,278.346725,
,,278.3575,
,,278.3766,
,,278.391625,
,,278.411875,
,,278.434025,
,,278.455,
,,278.47695,
,,278.488725,
,,278.501225,
,,278.52175,
,,278.536275,
,,278.546625,
,,278.564875,
,,278.583875,
,,278.603075,
,,278.62215,
,,278.64415,
,,278.664375,
,,278.702675,
,,278.720075,
,,278.73465,
,,278.7561,
,,278.7718,
,,278.782525,
,,278.7947,
,,278.810925,
,,278.82635,
,,278.842425,
,,278.85875,
,,278.876325,
,,278.890925,
,,278.90445,
,,278.919175,
,,278.93085,
,,278.950575,
,,278.96235,
,,278.97775,
,,279.010825,
,,279.023175,
,,279.0449,
,,279.065875,
,,279.08615,
,,279.10935,
,,279.12385,
,,279.140225,
,,279.154825,
,,279.17595,
,,279.207675,
,,279.232425,
,,279.243925,
,,279.254325,
,,279.271025,
,,279.288275,
,,279.298825,
,,279.322575,
,,279.33735,
,,279.353875,
,,279.372025,
,,279.384475,
,,279.4014,
,,279.418875,
,,279.430975,
,,279.4411,
,,279.4479,
,,279.455375,
,,279.4632,
,,279.468225,
,,279.47485,
,,279.481175,
,,279.488025,
,,279.4932,
,,279.5007,
,,279.51205,
,,279.52045,
,,279.53035,
,,279.537425,
,,279.5431,
,,279.5583,
,,279.571625,
,,279.577925,
,,279.599425,
,,279.608025,
,,279.620725,
,,279.630625,
,,279.638,
,,279.647875,
,,279.65785,
,,279.672525,
,,279.680325,
,,279.68575,
,,279.691675,
,,279.696425,
,,279.701875,
,,279.714875,
,,279.7227,
,,279.7315,
,,279.7386,
,,279.749375,
,,279.764075,
,,279.7737,
,,279.788675,
,,279.803275,
,,279.820775,
,,279.851675,
,,279.8655,
,,279.89005,
,,279.906175,
,,279.918575,
,,279.93235,
,,279.9504,
,,279.972325,
,,279.98595,
,,280.00555,
,,280.0198,
,,280.033075,
,,280.051275,
,,280.059225,
,,280.073625,
,,280.08465,
,,280.100925,
,,280.119775,
,,280.134125,
,,280.152125,
,,280.16955,
,,280.19145,
,,280.204875,
,,280.216625,
,,280.226075,
,,280.241125,
,,280.248575,
,,280.25805,
,,280.265825,
,,280.27295,
,,280.283925,
,,280.293875,
,,280.3188,
,,280.332575,
,,280.338475,
,,280.345275,
,,280.3529,
,,280.360275,
,,280.373725,
,,280.3822,
,,280.393575,
,,280.40245,
,,280.41655,
,,280.425275,
,,280.433225,
,,280.441675,
,,280.450075,
,,280.45465,
,,280.46685,
,,280.4786,
,,280.4867,
,,280.5026,
,,280.512975,
,,280.519375,
,,280.527775,
,,280.53625,
,,280.5415,
,,280.54715,
,,280.555,
,,280.562825,
,,280.570975,
,,280.5802,
,,280.588925,
,,280.5971,
,,280.606075,
,,280.617025,
,,280.62965,
,,280.6384,
,,280.644925,
,,280.6551,
,,280.661925,
,,280.669525,
,,280.677225,
,,280.68815,
,,280.702525,
,,280.711025,
,,280.72235,
,,280.74035,
,,280.751325,
,,280.767375,
,,280.778275,
,,280.789525,
,,280.80145,
,,280.8185,
,,280.828175,
,,280.83285,
,,280.843125,
,,280.856,
,,280.879275,
,,280.902425,
,,280.919425,
,,280.9338,
,,280.959,
,,280.97725,
,,280.993375,
,,281.0045,
,,281.0199,
,,281.0305,
,,281.04685,
,,281.06025,
,,281.07315,
,,281.0881,
,,281.106825,
,,281.128425,
,,281.145275,
,,281.161575,
,,281.1704,
,,281.18175,
,,281.2041,
,,281.223175,
,,281.242725,
,,281.25345,
,,281.2694,
,,281.2841,
,,281.29905,
,,281.3157,
,,281.33075,
,,281.3473,
,,281.374825,
,,281.388675,
,,281.404075,
,,281.439,
,,281.45275,
,,281.47315,
,,281.494525,
,,281.511725,
,,281.526025,
,,281.538525,
,,281.55185,
,,281.564225,
,,281.581575,
,,281.59845,
,,281.616075,
,,281.62695,
,,281.6488,
,,281.68265,
,,281.69985,
,,281.720125,
,,281.7385,
,,281.778325,
,,281.804075,
,,281.825775,
,,281.84905,
,,281.865425,
,,281.8855,
,,281.89905,
,,281.9249,
,,281.949475,
,,281.99135,
,,282.017,
,,282.036475,
,,282.05955,
,,282.0868,
,,282.10295,
,,282.12195,
,,282.1464,
,,282.172525,
,,282.1943,
,,282.21325,
,,282.229925,
,,282.242525,
,,282.2535,
,,282.271575,
,,282.2964,
,,282.31745,
,,282.3399,
,,282.366675,
,,282.381975,
,,282.418675,
,,282.439975,
,,282.4566,
,,282.478825,
,,282.514875,
,,282.533725,
,,282.554775,
,,282.575625,
,,282.60285,
,,282.624,
,,282.649475,
,,282.671775,
,,282.69735,
,,282.71865,
,,282.7441,
,,282.773675,
,,282.80605,
,,282.824375,
,,282.84415,
,,282.864925,
,,282.89135,
,,282.91825,
,,282.95315,
,,282.966825,
,,282.990325,
,,283.018275,
,,283.0488,
,,283.0704,
,,283.093025,
,,283.113,
,,283.130675,
,,283.157625,
,,283.173175,
,,283.193375,
,,283.21185,
,,283.236325,
,,283.255,
,,283.2737,
,,283.290575,
,,283.317075,
,,283.3337,
,,283.356625,
,,283.376875,
,,283.396375,
,,283.4258,
,,283.45815,
,,283.4943,
,,283.5168,
,,283.53805,
,,283.5539,
,,283.583225,
,,283.60575,
,,283.620325,
,,283.636925,
,,283.660025,
,,283.684975,
,,283.708175,
,,283.721825,
,,283.73825,
,,283.749475,
,,283.7679,
,,283.7858,
,,283.808875,
,,283.8265,
,,283.850725,
,,283.864625,
,,283.882675,
,,283.911975,
,,283.947,
,,283.97325,
,,283.99735,
,,284.0291,
,,284.050925,
,,284.0694,
,,284.086475,
,,284.1035,
,,284.1176,
,,284.1394,
,,284.156525,
,,284.179925,
,,284.207775,
,,284.231125,
,,284.2593,
,,284.276875,
,,284.312075,
,,284.3388,
,,284.359775,
,,284.37115,
,,284.383025,
,,284.4054,
,,284.4183,
,,284.43125,
,,284.452925,
,,284.483075,
,,284.497525,
,,284.51695,
,,284.54545,
,,284.564875,
,,284.57835,
,,284.598725,
,,284.618975,
,,284.64615,
,,284.665725,
,,284.685725,
,,284.700725,
,,284.733075,
,,284.756375,
,,284.77255,
,,284.800475,
,,284.823225,
,,284.837,
,,284.849925,
,,284.86115,
,,284.8734,
,,284.88785,
,,284.906625,
,,284.924075,
,,284.955525,
,,284.979625,
,,284.994575,
,,285.0074,
,,285.022275,
,,285.03695,
,,285.06465,
,,285.0918,
,,285.112025,
,,285.1307,
,,285.1503,
,,285.179075,
,,285.203775,
,,285.2211,
,,285.254675,
,,285.29215,
,,285.3147,
,,285.356575,
,,285.3815,
,,285.392625,
,,285.403725,
,,285.42095,
,,285.437025,
,,285.462875,
,,285.4819,
,,285.501825,
,,285.529975,
,,285.551825,
,,285.561375,
,,285.592475,
,,285.620125,
,,285.639325,
,,285.656875,
,,285.6851,
,,285.72675,
,,285.739525,
,,285.75245,
,,285.76285,
,,285.7757,
,,285.7987,
,,285.81075,
,,285.82955,
,,285.8441,
,,285.860725,
,,285.876325,
,,285.8872,
,,285.906575,
,,285.92065,
,,285.93965,
,,285.9549,
,,285.9795,
,,285.9961,
,,286.003675,
,,286.01815,
,,286.03375,
,,286.0451,
,,286.0603,
,,286.07065,
,,286.084025,
,,286.0985,
,,286.1119,
,,286.123925,
,,286.140775,
,,286.152675,
,,286.171425,
,,286.187625,
,,286.21235,
,,286.238425,
,,286.262325,
,,286.2842,
,,286.2955,
,,286.3065,
,,286.321075,
,,286.334725,
,,286.3585,
,,286.371,
,,286.389725,
,,286.4021,
,,286.415475,
,,286.4307,
,,286.44515,
,,286.464875,
,,286.474275,
,,286.481725,
,,286.495325,
,,286.509725,
,,286.5272,
,,286.542025,
,,286.56185,
,,286.589525,
,,286.60795,
,,286.6349,
,,286.65415,
,,286.693575,
,,286.7179,
,,286.741425,
,,286.765325,
,,286.784275,
,,286.80055,
,,286.8378,
,,286.877375,
,,286.8936,
,,286.913475,
,,286.937775,
,,286.952825,
,,286.984125,
,,287.011875,
,,287.034325,
,,287.049025,
,,287.076625,
,,287.091325,
,,287.11885,
,,287.14975,
,,287.180075,
,,287.1993,
,,287.2229,
,,287.239675,
,,287.258875,
,,287.275175,
,,287.295775,
,,287.312725,
,,287.34105,
,,287.36055,
,,287.3758,
,,287.408225,
,,287.42065,
,,287.438075,
,,287.451175,
,,287.476025,
,,287.49565,
,,287.514375,
,,287.532125,
,,287.559375,
,,287.578225,
,,287.59745,
,,287.62605,
,,287.646575,
,,287.67715,
,,287.70625,
,,287.720375,
,,287.735225,
,,287.758125,
,,287.774975,
,,287.7887,
,,287.812725,
,,287.8243,
,,287.83945,
,,287.8626,
,,287.889425,
,,287.9051,
,,287.931225,
,,287.949325,
,,287.96025,
,,287.98875,
,,288.00505,
,,288.023325,
,,288.0359,
,,288.065875,
,,288.090625,
,,288.103225,
,,288.1152,
,,288.13155,
,,288.155075,
,,288.1675,
,,288.1771,
,,288.188425,
,,288.202375,
,,288.21805,
,,288.24635,
,,288.257675,
,,288.272725,
,,288.292425,
,,288.30815,
,,288.32485,
,,288.341325,
,,288.3583,
,,288.37125,
,,288.38885,
,,288.40075,
,,288.42165,
,,288.43465,
,,288.448525,
,,288.465375,
,,288.48405,
,,288.498425,
,,288.511775,
,,288.523475,
,,288.539275,
,,288.55105,
,,288.57265,
,,288.589525,
,,288.604625,
,,288.622125,
,,288.636425,
,,288.65645,
,,288.673925,
,,288.697525,
,,288.7175,
,,288.738775,
,,288.76375,
,,288.7807,
,,288.80265,
,,288.830025,
,,288.850225,
,,288.875175,
,,288.905925,
,,288.919,
,,288.9394,
,,288.9497,
,,288.971075,
,,288.995275,
,,289.02085,
,,289.047575,
,,289.0696,
,,289.087475,
,,289.11185,
,,289.128275,
,,289.144925,
,,289.156375,
,,289.169975,
,,289.1818,
,,289.19145,
,,289.201075,
,,289.212,
,,289.224275,
,,289.2374,
,,289.25245,
,,289.2678,
,,289.287325,
,,289.30465,
,,289.319175,
,,289.33155,
,,289.35395,
,,289.361925,
,,289.369125,
,,289.38575,
,,289.40855,
,,289.42175,
,,289.43025,
,,289.45315,
,,289.491325,
,,289.5232,
,,289.535,
,,289.553925,
,,289.584325,
,,289.612375,
,,289.640325,
,,289.65685,
,,289.668525,
,,289.679525,
,,289.689975,
,,289.701725,
,,289.7212,
,,289.740425,
,,289.7641,
,,289.79015,
,,289.80935,
,,289.836525,
,,289.8503,
,,289.866025,
,,289.91045,
,,289.929875,
,,289.946325,
,,289.9701,
,,289.9885,
,,290.00465,
,,290.0346,
,,290.056925,
,,290.070675,
,,290.0902,
,,290.106025,
,,290.124875,
,,290.14055,
,,290.15205,
,,290.16475,
,,290.185175,
,,290.1989,
,,290.210425,
,,290.22835,
,,290.24205,
,,290.260325,
,,290.280825,
,,290.300475,
,,290.3097,
,,290.332075,
,,290.343625,
,,290.354575,
,,290.3678,
,,290.3879,
,,290.4086,
,,290.422575,
,,290.432325,
,,290.4424,
,,290.4498,
,,290.458175,
,,290.472375,
,,290.507225,
,,290.521925,
,,290.5406,
,,290.5622,
,,290.5791,
,,290.594575,
,,290.609075,
,,290.6176,
,,290.62575,
,,290.633,
,,290.641775,
,,290.651125,
,,290.660625,
,,290.67755,
,,290.697475,
,,290.714875,
,,290.742625,
,,290.759125,
,,290.775575,
,,290.7818,
,,290.797975,
,,290.821025,
,,290.8322,
,,290.85195,
,,290.863375,
,,290.87725,
,,290.896575,
,,290.91025,
,,290.9221,
,,290.935275,
,,290.945975,
,,290.950825,
,,290.9578,
,,290.96325,
,,290.9688,
,,290.9743,
,,290.981675,
,,290.99035,
,,291.001575,
,,291.01925,
,,291.032275,
,,291.050375,
,,291.074375,
,,291.089975,
,,291.103,
,,291.123175,
,,291.138675,
,,291.1521,
,,291.164675,
,,291.172175,
,,291.179025,
,,291.1872,
,,291.203175,
,,291.21775,
,,291.231075,
,,291.246575,
,,291.258675,
,,291.284475,
,,291.301425,
,,291.314825,
,,291.33285,
,,291.355325,
,,291.37585,
,,291.38365,
,,291.398475,
,,291.41565,
,,291.440275,
,,291.45975,
,,291.475425,
,,291.486475,
,,291.497725,
,,291.5115,
,,291.5246,
,,291.54155,
,,291.55515,
,,291.568175,
,,291.5856,
,,291.617025,
,,291.63585,
,,291.6615,
,,291.68225,
,,291.7135,
,,291.745,
,,291.7618,
,,291.778475,
,,291.7991,
,,291.817,
,,291.847725,
,,291.8686,
,,291.890025,
,,291.9125,
,,291.928925,
,,291.943775,
,,291.958125,
,,291.97325,
,,291.98395,
,,291.99315,
,,292.00605,
,,292.02305,
,,292.0366,
,,292.045575,
,,292.0623,
,,292.075925,
,,292.097075,
,,292.12385,
,,292.144475,
,,292.154075,
,,292.1657,
,,292.1887,
,,292.2151,
,,292.23675,
,,292.2496,
,,292.27975,
,,292.300075,
,,292.314725,
,,292.321325,
,,292.3316,
,,292.360125,
,,292.3772,
,,292.386125,
,,292.399475,
,,292.409625,
,,292.422825,
,,292.4339,
,,292.446675,
,,292.46635,
,,292.48445,
,,292.50365,
,,292.52195,
,,292.535275,
,,292.55765,
,,292.573025,
,,292.58755,
,,292.597275,
,,292.60605,
,,292.619075,
,,292.647375,
,,292.66105,
,,292.672175,
,,292.681375,
,,292.691375,
,,292.700575,
,,292.71625,
,,292.73495,
,,292.746375,
,,292.7563,
,,292.76925,
,,292.77805,
,,292.7851,
,,292.794,
,,292.807925,
,,292.8242,
,,292.8368,
,,292.855125,
,,292.887975,
,,292.906725,
,,292.928475,
,,292.9408,
,,292.958625,
,,292.974225,
,,292.982525,
,,292.99245,
,,293.010675,
,,293.018975,
,,293.03105,
,,293.048775,
,,293.06345,
,,293.0745,
,,293.0855,
,,293.102225,
,,293.1177,
,,293.1311,
,,293.152,
,,293.182675,
,,293.1972,
,,293.22095,
,,293.24385,
,,293.263825,
,,293.282325,
,,293.298125,
,,293.318375,
,,293.339275,
,,293.368325,
,,293.3975,
,,293.420175,
,,293.444625,
,,293.461875,
,,293.486175,
,,293.515425,
,,293.530025,
,,293.55195,
,,293.570975,
,,293.585475,
,,293.600325,
,,293.6142,
,,293.637275,
,,293.656775,
,,293.676175,
,,293.701075,
,,293.720375,
,,293.735125,
,,293.752675,
,,293.764575,
,,293.78225,
,,293.801275,
,,293.82315,
,,293.836725,
,,293.857925,
,,293.8714,
,,293.893425,
,,293.906825,
,,293.92205,
,,293.95455,
,,293.972,
,,293.992575,
,,294.02375,
,,294.036725,
,,294.0532,
,,294.069975,
,,294.08615,
,,294.1014,
,,294.116575,
,,294.14,
,,294.16525,
,,294.187625,
,,294.2007,
,,294.21445,
,,294.22445,
,,294.2347,
,,294.24475,
,,294.25725,
,,294.27095,
,,294.2871,
,,294.2966,
,,294.30875,
,,294.32175,
,,294.3425,
,,294.378375,
,,294.402625,
,,294.41995,
,,294.448025,
,,294.475425,
,,294.50505,
,,294.531825,
,,294.555675,
,,294.5769,
,,294.616925,
,,294.643775,
,,294.67575,
,,294.7028,
,,294.731425,
,,294.775625,
,,294.797875,
,,294.831425,
,,294.8579,
,,294.89025,
,,294.9024,
,,294.92415,
,,294.9405,
,,294.96315,
,,294.983225,
,,294.994125,
,,295.00965,
,,295.03685,
,,295.059675,
,,295.07155,
,,295.095125,
,,295.106525,
,,295.125075,
,,295.1642,
,,295.189525,
,,295.23915,
,,295.274675,
,,295.293025,
,,295.31985,
,,295.337475,
,,295.357075,
,,295.3842,
,,295.40065,
,,295.4192,
,,295.4511,
,,295.4643,
,,295.484025,
,,295.4996,
,,295.517,
,,295.527575,
,,295.544525,
,,295.555725,
,,295.5689,
,,295.580575,
,,295.59225,
,,295.6075,
,,295.628225,
,,295.64965,
,,295.6774,
,,295.6994,
,,295.7159,
,,295.73535,
,,295.767325,
,,295.7825,
,,295.79995,
,,295.80965,
,,295.832025,
,,295.8429,
,,295.853825,
,,295.875325,
,,295.890525,
,,295.9228,
,,295.955075,
,,295.97475,
,,295.99235,
,,296.014725,
,,296.044475,
,,296.077,
,,296.094825,
,,296.115425,
,,296.1412,
,,296.166825,
,,296.20075,
,,296.236175,
,,296.25365,
,,296.263625,
,,296.282525,
,,296.303725,
,,296.323425,
,,296.34295,
,,296.36495,
,,296.383225,
,,296.4097,
,,296.425025,
,,296.4562,
,,296.47585,
,,296.498125,
,,296.522375,
,,296.545375,
,,296.5615,
,,296.58405,
,,296.599425,
,,296.611075,
,,296.620125,
,,296.6419,
,,296.677475,
,,296.70635,
,,296.724125,
,,296.78305,
,,296.801125,
,,296.81795,
,,296.829925,
,,296.8418,
,,296.8617,
,,296.8869,
,,296.91325,
,,296.940175,
,,296.9921,
,,297.03685,
,,297.054825,
,,297.072825,
,,297.09245,
,,297.123325,
,,297.13715,
,,297.1607,
,,297.185025,
,,297.2136,
,,297.2255,
,,297.242525,
,,297.254525,
,,297.271375,
,,297.287025,
,,297.302375,
,,297.3157,
,,297.33015,
,,297.340225,
,,297.35465,
,,297.373975,
,,297.385825,
,,297.400475,
,,297.4171,
,,297.43375,
,,297.49275,
,,297.528825,
,,297.53925,
,,297.5688,
,,297.584925,
,,297.6013,
,,297.621475,
,,297.6342,
,,297.651125,
,,297.6695,
,,297.68415,
,,297.708975,
,,297.7329,
,,297.758775,
,,297.7782,
,,297.792275,
,,297.813125,
,,297.82665,
,,297.843525,
,,297.85745,
,,297.894375,
,,297.928975,
,,297.96405,
,,297.991525,
,,298.039225,
,,298.060125,
,,298.0683,
,,298.086275,
,,298.118775,
,,298.146075,
,,298.163,
,,298.1978,
,,298.218175,
,,298.263325,
,,298.298175,
,,298.3247,
,,298.3458,
,,298.36525,
,,298.4016,
,,298.4231,
,,298.441225,
,,298.454625,
,,298.46655,
,,298.474825,
,,298.4919,
,,298.50675,
,,298.5171,
,,298.525725,
,,298.53485,
,,298.54285,
,,298.551575,
,,298.564625,
,,298.578375,
,,298.597,
,,298.6118,
,,298.62525,
,,298.63755,
,,298.6773,
,,298.71245,
,,298.735625,
,,298.747725,
,,298.757925,
,,298.770525,
,,298.784875,
,,298.796575,
,,298.803825,
,,298.818175,
,,298.828225,
,,298.8402,
,,298.85085,
,,298.86435,
,,298.875975,
,,298.904925,
,,298.924925,
,,298.9419,
,,298.955475,
,,298.971825,
,,298.986925,
,,299.001475,
,,299.01175,
,,299.031925,
,,299.0702,
,,299.088725,
,,299.11675,
,,299.144825,
,,299.1697,
,,299.197275,
,,299.219425,
,,299.24115,
,,299.275075,
,,299.303175,
,,299.32245,
,,299.3527,
,,299.372925,
,,299.395575,
,,299.41235,
,,299.42855,
,,299.445025,
,,299.4898,
,,299.52715,
,,299.5531,
,,299.575125,
,,299.592975,
,,299.6163,
,,299.64065,
,,299.6564,
,,299.671825,
,,299.685775,
,,299.6991,
,,299.710225,
,,299.723225,
,,299.7396,
,,299.7575,
,,299.773425,
,,299.78555,
,,299.79955,
,,299.820925,
,,299.833525,
,,299.8571,
,,299.872975,
,,299.882025,
,,299.9039,
,,299.92925,
,,299.946125,
,,299.968925,
,,299.9802,
,,299.98715,
,,299.99665,
,,300.011925,
,,300.0235,
,,300.03315,
,,300.0497,
,,300.0623,
,,300.0728,
,,300.0867,
,,300.1086,
,,300.134225,
,,300.15405,
,,300.16795,
,,300.1813,
,,300.1901,
,,300.1999,
,,300.211025,
,,300.2246,
,,300.236425,
,,300.247675,
,,300.2739,
,,300.29315,
,,300.31715,
,,300.344925,
,,300.399925,
,,300.412125,
,,300.425825,
,,300.4385,
,,300.465075,
,,300.48485,
,,300.508825,
,,300.52985,
,,300.54885,
,,300.568675,
,,300.5892,
,,300.609,
,,300.6311,
,,300.663275,
,,300.701875,
,,300.7237,
,,300.738425,
,,300.755225,
,,300.767425,
,,300.7843,
,,300.8038,
,,300.82215,
,,300.837275,
,,300.8556,
,,300.8743,
,,300.89115,
,,300.9048,
,,300.917475,
,,300.92665,
,,300.942,
,,300.953975,
,,300.96455,
,,300.990025,
,,301.0046,
,,301.014175,
,,301.022925,
,,301.033675,
,,301.050725,
,,301.064825,
,,301.086075,
,,301.09675,
,,301.1035,
,,301.110425,
,,301.1142,
,,301.1194,
,,301.1235,
,,301.134025,
,,301.145875,
,,301.164175,
,,301.17445,
,,301.18785,
,,301.200375,
,,301.208,
,,301.214175,
,,301.22215,
,,301.22855,
,,301.2368,
,,301.24425,
,,301.254225,
,,301.2621,
,,301.274975,
,,301.28615,
,,301.30005,
,,301.313925,
,,301.3387,
,,301.361225,
,,301.37665,
,,301.386525,
,,301.3968,
,,301.4075,
,,301.412075,
,,301.417725,
,,301.42195,
,,301.4271,
,,301.432625,
,,301.440375,
,,301.45005,
,,301.45975,
,,301.465775,
,,301.47095,
,,301.4753,
,,301.481825,
,,301.48975,
,,301.49915,
,,301.507025,
,,301.5191,
,,301.52755,
,,301.5439,
,,301.557925,
,,301.575375,
,,301.586,
,,301.5998,
,,301.62195,
,,301.651775,
,,301.6734,
,,301.696825,
,,301.712425,
,,301.729975,
,,301.741025,
,,301.756725,
,,301.7819,
,,301.797775,
,,301.817625,
,,301.83455,
,,301.863175,
,,301.87885,
,,301.899,
,,301.927925,
,,301.94905,
,,301.96675,
,,301.976825,
,,301.990675,
,,302.01215,
,,302.0252,
,,302.0436,
,,302.059975,
,,302.06845,
,,302.0775,
,,302.085875,
,,302.0978,
,,302.1062,
,,302.11545,
,,302.1263,
,,302.141775,
,,302.155825,
,,302.171025,
,,302.190725,
,,302.2031,
,,302.21685,
,,302.233275,
,,302.25115,
,,302.27165,
,,302.31945,
,,302.33665,
,,302.3587,
,,302.384025,
,,302.4179,
,,302.440375,
,,302.450825,
,,302.4668,
,,302.4954,
,,302.5155,
,,302.54785,
,,302.5708,
,,302.585375,
,,302.6013,
,,302.616675,
,,302.63645,
,,302.686325,
,,302.728475,
,,302.753125,
,,302.780825,
,,302.80565,
,,302.83205,
,,302.87055,
,,302.89215,
,,302.937525,
,,302.95625,
,,302.9841,
,,303.02425,
,,303.056675,
,,303.093225,
,,303.128475,
,,303.152275,
,,303.178725,
,,303.197425,
,,303.249175,
,,303.2796,
,,303.3018,
,,303.316425,
,,303.3269,
,,303.35165,
,,303.392925,
,,303.433975,
,,303.4762,
,,303.515775,
,,303.53805,
,,303.5763,
,,303.604075,
,,303.6233,
,,303.648675,
,,303.6658,
,,303.68455,
,,303.7056,
,,303.719075,
,,303.731275,
,,303.7402,
,,303.752,
,,303.76225,
,,303.773775,
,,303.785425,
,,303.804975,
,,303.825425,
,,303.854625,
,,303.867375,
,,303.881325,
,,303.900075,
,,303.92115,
,,303.93525,
,,303.95005,
,,303.963375,
,,303.9744,
,,303.9847,
,,303.99805,
,,304.009075,
,,304.031325,
,,304.042,
,,304.052875,
,,304.06345,
,,304.0842,
,,304.101575,
,,304.126075,
,,304.15255,
,,304.22285,
,,304.246025,
,,304.266625,
,,304.29085,
,,304.307725,
,,304.32245,
,,304.332025,
,,304.3447,
,,304.36185,
,,304.38565,
,,304.402325,
,,304.415825,
,,304.428425,
,,304.445525,
,,304.456625,
,,304.465975,
,,304.47945,
,,304.490725,
,,304.507075,
,,304.536875,
,,304.552325,
,,304.577425,
,,304.597425,
,,304.619925,
,,304.63775,
,,304.657175,
,,304.678825,
,,304.696025,
,,304.70685,
,,304.7345,
,,304.759,
,,304.77715,
,,304.7976,
,,304.812575,
,,304.8326,
,,304.861225,
,,304.880925,
,,304.893325,
,,304.913425,
,,304.942275,
,,304.959925,
,,304.97275,
,,304.983725,
,,304.992375,
,,305.007825,
,,305.02195,
,,305.034575,
,,305.057175,
,,305.070825,
,,305.100675,
,,305.1162,
,,305.1292,
,,305.1475,
,,305.164575,
,,305.185475,
,,305.222275,
,,305.24805,
,,305.27225,
,,305.30025,
,,305.328725,
,,305.351625,
,,305.3783,
,,305.4134,
,,305.437675,
,,305.46285,
,,305.50785,
,,305.5308,
,,305.5501,
,,305.5863,
,,305.612925,
,,305.63015,
,,305.6559,
,,305.670325,
,,305.6816,
,,305.691675,
