SPK_SPKC01a (excited),SPK_SPKC08b (excited),SPK_SPKC09a (excited),SPK_SPKC11a (no effect)
81.82945,,57.384775,
81.855425,,57.41845,
81.87775,,57.446425,
81.895275,,57.4665,
81.903075,,57.48015,
81.909475,,57.502775,
81.913575,,57.549675,
81.922075,,57.584275,
81.933475,,57.60745,
81.947075,,57.6302,
81.964575,,57.651125,
81.99035,,57.67235,
81.998275,,57.708075,
82.00995,,57.733825,
82.024325,,57.753625,
82.036575,,57.7827,
82.0431,,57.797925,
82.054775,,57.82165,
82.070825,,57.849075,
82.09045,,57.8711,
82.11685,,57.906475,
82.129025,,57.92815,
82.138625,,57.9494,
82.14445,,57.97025,
82.15305,,57.98855,
82.161125,,58.017275,
82.169925,,58.035675,
82.182725,,58.055325,
82.202825,,58.07645,
82.216525,,58.105125,
82.2399,,58.132425,
82.253375,,58.156,
82.275025,,58.177825,
82.287725,,58.20645,
82.301425,,58.23565,
82.326175,,58.25435,
82.342825,,58.269775,
82.35375,,58.295475,
82.382475,,58.315825,
82.395025,,58.334875,
82.4194,,58.3538,
82.446525,,58.380275,
82.46775,,58.410675,
82.48675,,58.43625,
82.505875,,58.46545,
82.529275,,58.4837,
82.550275,,58.51185,
82.5695,,58.533575,
82.606625,,58.550225,
82.618,,58.566475,
82.636725,,58.6025,
82.6479,,58.614475,
82.6685,,58.61895,
82.6949,,58.641625,
82.7004,,58.66985,
82.7116,,58.687975,
82.73575,,58.7107,
82.767,,58.73695,
82.78185,,58.762025,
82.8128,,58.7831,
82.834875,,58.8043,
82.858575,,58.82,
82.877325,,58.83875,
82.9047,,58.882525,
82.9449,,58.903975,
82.9786,,58.922975,
83.012975,,58.939525,
83.0343,,58.969775,
83.045175,,59.011325,
83.0581,,59.03745,
83.072775,,59.06275,
83.0984,,59.081975,
83.1452,,59.108075,
83.173775,,59.1273,
83.18925,,59.1575,
83.201825,,59.183475,
83.22125,,59.203825,
83.247275,,59.2285,
83.268025,,59.2522,
83.296625,,59.26525,
83.326125,,59.279075,
83.359225,,59.290775,
83.3746,,59.3035,
83.39465,,59.319525,
83.41905,,59.334925,
83.44235,,59.346375,
83.4665,,59.3612,
83.470425,,59.371125,
83.484825,,59.39105,
83.498275,,59.418625,
83.51275,,59.440475,
83.535525,,59.452475,
83.554375,,59.479675,
83.57415,,59.504475,
83.6,,59.521875,
83.607175,,59.5474,
83.62235,,59.56935,
83.6514,,59.5895,
83.6936,,59.612575,
83.731875,,59.63835,
83.777375,,59.665975,
83.8323,,59.696475,
83.8679,,59.721125,
83.92615,,59.749575,
83.953025,,59.7674,
84.024625,,59.797175,
84.0641,,59.82935,
84.095775,,59.8575,
84.12075,,59.903,
84.149,,59.931525,
84.18245,,59.958925,
84.18545,,59.99915,
84.210775,,60.014275,
84.243425,,60.0363,
84.260875,,60.0487,
84.275775,,60.060575,
84.32785,,60.089,
84.345675,,60.114475,
84.372375,,60.13495,
84.38165,,60.1564,
84.3983,,60.189925,
84.411525,,60.21295,
84.43755,,60.231975,
84.458875,,60.252575,
84.47715,,60.2704,
84.4988,,60.293825,
84.530225,,60.30665,
84.556425,,60.3233,
84.576225,,60.33735,
84.593025,,60.37865,
84.61605,,60.402025,
84.6298,,60.425625,
84.650025,,60.450175,
84.66225,,60.4724,
84.7068,,60.495975,
84.7505,,60.5138,
84.770525,,60.525325,
84.774575,,60.54905,
84.7896,,60.579525,
84.811975,,60.599925,
84.84015,,60.61975,
84.8718,,60.6386,
84.9017,,60.667175,
84.91775,,60.682175,
84.938175,,60.695475,
84.96115,,60.71035,
84.997475,,60.723875,
85.005375,,60.73895,
85.018725,,60.75975,
85.0676,,60.783275,
85.1051,,60.823975,
85.130525,,60.844575,
85.1464,,60.859775,
85.1596,,60.878725,
85.178075,,60.897125,
85.204475,,60.910575,
85.229175,,60.9277,
85.253675,,60.94875,
85.289975,,60.967,
85.3115,,60.990675,
85.333725,,61.005275,
85.35295,,61.023575,
85.37,,61.034975,
85.38765,,61.051325,
85.42255,,61.059725,
85.441,,61.068625,
85.4666,,61.087525,
85.49395,,61.1128,
85.5048,,61.13795,
85.52145,,61.15695,
85.536425,,61.17215,
85.5516,,61.2049,
85.564825,,61.2252,
85.608425,,61.243325,
85.633525,,61.25195,
85.6536,,61.262875,
85.670975,,61.27165,
85.702275,,61.281575,
85.721,,61.291175,
85.75015,,61.315025,
85.771075,,61.33085,
85.7975,,61.3457,
85.820175,,61.35365,
85.833675,,61.36545,
85.843925,,61.38215,
85.881025,,61.390625,
85.895625,,61.4146,
85.923625,,61.430375,
85.948325,,61.443525,
85.975725,,61.457675,
86.0264,,61.469,
86.0589,,61.484025,
86.084875,,61.49955,
86.11715,,61.509675,
86.1697,,61.52425,
86.191325,,61.5339,
86.204975,,61.552525,
86.2427,,61.5634,
86.272775,,61.573575,
86.2923,,61.588275,
86.3176,,61.59775,
86.332475,,61.60995,
86.3629,,61.62225,
86.395175,,61.633875,
86.415125,,61.6567,
86.4383,,61.6654,
86.455875,,61.676675,
86.49545,,61.6856,
86.548475,,61.695625,
86.568525,,61.70665,
86.59235,,61.71655,
86.632925,,61.743275,
86.709375,,61.75925,
86.73585,,61.773675,
86.75295,,61.789525,
86.7743,,61.805525,
86.8024,,61.820675,
86.83235,,61.83345,
86.85745,,61.85025,
86.878325,,61.86215,
86.9056,,61.878625,
86.925875,,61.8923,
86.949,,61.9042,
87.000525,,61.916225,
87.0362,,61.9342,
87.11295,,61.946975,
87.157675,,61.95855,
87.175875,,61.97485,
87.21085,,61.986075,
87.23555,,62.001625,
87.2476,,62.00945,
87.25965,,62.0256,
87.305425,,62.046225,
87.319525,,62.057725,
87.33195,,62.0769,
87.3557,,62.094925,
87.37745,,62.11995,
87.40205,,62.132925,
87.43455,,62.147225,
87.4661,,62.15885,
87.495825,,62.172975,
87.525675,,62.188225,
87.5752,,62.1977,
87.604525,,62.211775,
87.64315,,62.231825,
87.6723,,62.23965,
87.693175,,62.255425,
87.7213,,62.266675,
87.7814,,62.278675,
87.799625,,62.290325,
87.867675,,62.296575,
87.884225,,62.304775,
87.905925,,62.316475,
87.93,,62.325025,
87.957825,,62.3346,
88.006325,,62.34185,
88.04565,,62.352425,
88.0745,,62.36455,
88.11485,,62.376525,
88.134625,,62.405675,
88.1629,,62.427,
88.193875,,62.45315,
88.207275,,62.460575,
88.23285,,62.47115,
88.2503,,62.4914,
88.26735,,62.503525,
88.285625,,62.515025,
88.314875,,62.534125,
88.33405,,62.557425,
88.350625,,62.5818,
88.36565,,62.594925,
88.384675,,62.61445,
88.390025,,62.634525,
88.395275,,62.6708,
88.40575,,62.68535,
88.4193,,62.715925,
88.42045,,62.7455,
88.4393,,62.76755,
88.455225,,62.794675,
88.46705,,62.8278,
88.48245,,62.852925,
88.492625,,62.88,
88.5193,,62.900175,
88.53325,,62.9263,
88.553725,,62.94985,
88.559575,,62.979525,
88.57475,,63.011025,
88.58,,63.027975,
88.59015,,63.055075,
88.597975,,63.07365,
88.61965,,63.0893,
88.6326,,63.11415,
88.666575,,63.13515,
88.680575,,63.1633,
88.68495,,63.1835,
88.696275,,63.198025,
88.712125,,63.215975,
88.7331,,63.23705,
88.7439,,63.26155,
88.7683,,63.289625,
88.78635,,63.3245,
88.8085,,63.3488,
88.822425,,63.36085,
88.837925,,63.378325,
88.846425,,63.3986,
88.863075,,63.417175,
88.881125,,63.4312,
88.895475,,63.44625,
88.9312,,63.4677,
88.944575,,63.486225,
88.95725,,63.51685,
88.9739,,63.542975,
88.98435,,63.5653,
88.994975,,63.5909,
89.007875,,63.6106,
89.022975,,63.631,
89.03465,,63.644775,
89.045475,,63.653725,
89.061075,,63.6676,
89.088975,,63.67965,
89.100025,,63.692925,
89.113475,,63.718925,
89.126075,,63.74095,
89.134175,,63.77125,
89.1475,,63.792425,
89.1621,,63.812475,
89.175225,,63.822925,
89.19115,,63.836775,
89.2,,63.853625,
89.21225,,63.874375,
89.221575,,63.89745,
89.235475,,63.916075,
89.24935,,63.935975,
89.25935,,63.9498,
89.274425,,63.958975,
89.2868,,63.97405,
89.291575,,63.986925,
89.30635,,64.0071,
89.319475,,64.029125,
89.3267,,64.047025,
89.3399,,64.067375,
89.35595,,64.0775,
89.369725,,64.096,
89.38005,,64.1153,
89.39285,,64.14025,
89.403475,,64.1723,
89.41215,,64.20105,
89.436075,,64.2178,
89.4546,,64.233725,
89.463725,,64.246375,
89.4752,,64.257775,
89.49055,,64.276575,
89.502075,,64.289375,
89.51705,,64.303425,
89.52855,,64.316925,
89.5587,,64.329075,
89.573825,,64.3479,
89.588325,,64.3655,
89.621175,,64.378475,
89.640275,,64.39895,
89.65635,,64.4101,
89.66885,,64.429225,
89.680825,,64.4468,
89.69445,,64.471975,
89.708175,,64.4942,
89.72155,,64.5072,
89.7305,,64.522975,
89.743275,,64.535675,
89.767475,,64.55535,
89.78425,,64.585475,
89.8005,,64.601275,
89.81135,,64.62965,
89.827975,,64.66915,
89.853025,,64.68335,
89.8716,,64.713575,
89.891875,,64.737175,
89.907575,,64.7697,
89.937125,,64.800675,
89.955325,,64.83475,
89.96745,,64.87125,
89.983525,,64.899875,
90.004425,,64.929525,
90.0332,,64.961325,
90.042675,,64.982525,
90.05745,,64.994125,
90.075375,,65.00325,
90.08805,,65.01725,
90.125325,,65.030725,
90.144725,,65.043025,
90.161525,,65.05875,
90.172925,,65.0714,
90.189475,,65.079675,
90.203425,,65.101,
90.21165,,65.114325,
90.2304,,65.134925,
90.26185,,65.147325,
90.28305,,65.15405,
90.31785,,65.164475,
90.3427,,65.177475,
90.3708,,65.189525,
90.388775,,65.201675,
90.406025,,65.210425,
90.423775,,65.2276,
90.44085,,65.2455,
90.46255,,65.253325,
90.4912,,65.2605,
90.5101,,65.267925,
90.522275,,65.278775,
90.5508,,65.298875,
90.5644,,65.3073,
90.574725,,65.317025,
90.58235,,65.3232,
90.59435,,65.3318,
90.62465,,65.33835,
90.64125,,65.346475,
90.6609,,65.35325,
90.68545,,65.3654,
90.7061,,65.37715,
90.715075,,65.3876,
90.7296,,65.396325,
90.7545,,65.4089,
90.7738,,65.419575,
90.784125,,65.43825,
90.807475,,65.463225,
90.8308,,65.491775,
90.858025,,65.512425,
90.87145,,65.535225,
90.887125,,65.554025,
90.91855,,65.5736,
90.941025,,65.5986,
90.96495,,65.62395,
90.9922,,65.638375,
91.01825,,65.652375,
91.0346,,65.671125,
91.050725,,65.6846,
91.06485,,65.699925,
91.087975,,65.71355,
91.115125,,65.73685,
91.13455,,65.75825,
91.146175,,65.7745,
91.1609,,65.788675,
91.185975,,65.803175,
91.210925,,65.821875,
91.225075,,65.839275,
91.246975,,65.854475,
91.266475,,65.870575,
91.284725,,65.882325,
91.300975,,65.893725,
91.32825,,65.9139,
91.3564,,65.939275,
91.367925,,65.967575,
91.390475,,65.986975,
91.426275,,66.0177,
91.4548,,66.036075,
91.47565,,66.06575,
91.503875,,66.0828,
91.521025,,66.099725,
91.544275,,66.11895,
91.5672,,66.1397,
91.57045,,66.167925,
91.587925,,66.18065,
91.629325,,66.1993,
91.66395,,66.2161,
91.68835,,66.2367,
91.7044,,66.246675,
91.725775,,66.2605,
91.7556,,66.271125,
91.79655,,66.282825,
91.822425,,66.292425,
91.842875,,66.3022,
91.87075,,66.3111,
91.9017,,66.3204,
91.938075,,66.333825,
91.98585,,66.34855,
92.0171,,66.365225,
92.03255,,66.378875,
92.0424,,66.39035,
92.05535,,66.4035,
92.080625,,66.4217,
92.096225,,66.432275,
92.1272,,66.4397,
92.140525,,66.453925,
92.161175,,66.465175,
92.213975,,66.4807,
92.247675,,66.4938,
92.278725,,66.5079,
92.307925,,66.52385,
92.3302,,66.536225,
92.355175,,66.547225,
92.371425,,66.563525,
92.410925,,66.5708,
92.43725,,66.5837,
92.4497,,66.593425,
92.4843,,66.6012,
92.50425,,66.610125,
92.5249,,66.6168,
92.54705,,66.627525,
92.57615,,66.642175,
92.59335,,66.65135,
92.61865,,66.668925,
92.638125,,66.68655,
92.67125,,66.694775,
92.7444,,66.701675,
92.7621,,66.7165,
92.78885,,66.726975,
92.80115,,66.7367,
92.812,,66.749675,
92.820475,,66.759775,
92.8316,,66.773025,
92.83885,,66.78395,
92.858525,,66.793575,
92.87215,,66.817225,
92.892575,,66.833025,
92.910325,,66.843725,
92.936925,,66.853,
92.94845,,66.864825,
92.96525,,66.8811,
92.981575,,66.8945,
92.993025,,66.90835,
93.015925,,66.923925,
93.0373,,66.934775,
93.065175,,66.94815,
93.0857,,66.9591,
93.108325,,66.968775,
93.135775,,66.98855,
93.175825,,67.002975,
93.206,,67.01815,
93.21905,,67.035275,
93.230825,,67.059975,
93.24435,,67.070025,
93.25995,,67.08425,
93.279825,,67.097675,
93.305525,,67.109325,
93.354625,,67.12445,
93.3706,,67.14025,
93.390725,,67.1536,
93.423025,,67.1698,
93.4437,,67.1899,
93.466525,,67.204275,
93.48595,,67.2237,
93.5107,,67.23875,
93.523425,,67.253025,
93.540725,,67.262575,
93.551425,,67.277325,
93.567075,,67.305175,
93.5818,,67.320325,
93.60155,,67.335425,
93.627425,,67.3527,
93.6461,,67.37725,
93.6655,,67.393925,
93.686225,,67.411225,
93.702325,,67.4357,
93.720175,,67.449275,
93.735375,,67.46605,
93.77085,,67.48095,
93.784075,,67.5049,
93.79185,,67.5214,
93.8065,,67.535975,
93.81725,,67.5509,
93.829575,,67.56835,
93.85185,,67.58315,
93.86155,,67.60265,
93.873375,,67.61655,
93.89785,,67.6341,
93.899975,,67.6614,
93.909975,,67.68765,
93.9317,,67.7018,
93.950575,,67.7224,
93.970775,,67.744825,
93.993175,,67.7624,
94.00805,,67.77645,
94.016175,,67.79015,
94.032475,,67.81055,
94.041225,,67.834975,
94.05925,,67.85335,
94.070825,,67.870925,
94.08595,,67.888475,
94.112,,67.899675,
94.124725,,67.919275,
94.142675,,67.945575,
94.15005,,67.975225,
94.1564,,68.010625,
94.16955,,68.022825,
94.177475,,68.0393,
94.184375,,68.0559,
94.224075,,68.082425,
94.246275,,68.09305,
94.262225,,68.111475,
94.28375,,68.127025,
94.2991,,68.1634,
94.32375,,68.1827,
94.359025,,68.197475,
94.384075,,68.217975,
94.399575,,68.234575,
94.410925,,68.25105,
94.428675,,68.270225,
94.44265,,68.28835,
94.45895,,68.300725,
94.47445,,68.321675,
94.497475,,68.3355,
94.519125,,68.3645,
94.523225,,68.39,
94.545875,,68.409425,
94.559575,,68.43215,
94.594375,,68.46425,
94.611125,,68.485975,
94.6248,,68.519075,
94.644325,,68.5517,
94.662325,,68.574825,
94.678775,,68.619625,
94.688625,,68.649125,
94.705975,,68.673225,
94.71495,,68.69975,
94.72495,,68.727025,
94.73305,,68.7555,
94.739275,,68.774825,
94.757575,,68.7999,
94.768175,,68.82135,
94.7845,,68.8608,
94.790425,,68.904825,
94.79965,,68.9275,
94.8363,,68.9669,
94.85375,,68.994,
94.86795,,69.0268,
94.887375,,69.043975,
94.904,,69.063325,
94.922125,,69.099275,
94.9346,,69.111925,
94.95395,,69.14015,
94.966225,,69.158475,
94.9893,,69.1999,
95.028875,,69.223325,
95.04825,,69.23965,
95.069425,,69.29015,
95.0895,,69.321125,
95.100375,,69.3358,
95.11335,,69.361175,
95.127125,,69.38545,
95.148625,,69.42625,
95.164075,,69.446175,
95.18485,,69.47445,
95.21305,,69.495275,
95.2266,,69.52,
95.25435,,69.5468,
95.273525,,69.57915,
95.2925,,69.607825,
95.30485,,69.627425,
95.317975,,69.6449,
95.340575,,69.667075,
95.35005,,69.69115,
95.364575,,69.713375,
95.373,,69.737925,
95.3839,,69.760525,
95.4263,,69.7845,
95.448725,,69.808675,
95.4581,,69.8254,
95.48465,,69.86515,
95.50495,,69.894025,
95.518525,,69.92105,
95.531925,,69.9498,
95.552575,,69.96275,
95.574375,,69.987175,
95.581975,,70.015675,
95.584575,,70.05275,
95.61335,,70.07595,
95.631475,,70.1059,
95.6471,,70.1296,
95.669025,,70.14865,
95.68965,,70.17515,
95.704075,,70.1998,
95.722375,,70.2227,
95.7558,,70.2438,
95.76195,,70.261325,
95.773325,,70.29295,
95.796675,,70.3253,
95.81695,,70.35245,
95.83985,,70.38215,
95.861925,,70.420825,
95.89535,,70.46575,
95.91705,,70.495775,
95.9492,,70.51565,
95.965175,,70.533025,
95.9798,,70.546375,
95.990525,,70.56115,
96.01055,,70.591,
96.0405,,70.621075,
96.073525,,70.64145,
96.087025,,70.656775,
96.113225,,70.675125,
96.125725,,70.688125,
96.1479,,70.71115,
96.1622,,70.73315,
96.22115,,70.751925,
96.240325,,70.7659,
96.259475,,70.7762,
96.303875,,70.796675,
96.325475,,70.8109,
96.360075,,70.825075,
96.3906,,70.838825,
96.41125,,70.858575,
96.436225,,70.8714,
96.453275,,70.881975,
96.4881,,70.892525,
96.53735,,70.902025,
96.56265,,70.91065,
96.593175,,70.92655,
96.631075,,70.942525,
96.6492,,70.95695,
96.676525,,70.976675,
96.70595,,70.991275,
96.73155,,71.013325,
96.759525,,71.03395,
96.783125,,71.05195,
96.823125,,71.079275,
96.845075,,71.118225,
96.869025,,71.140125,
96.892675,,71.151975,
96.92565,,71.16545,
96.949125,,71.183325,
96.9796,,71.19385,
97.002675,,71.210025,
97.036375,,71.22735,
97.05495,,71.243525,
97.068525,,71.2552,
97.09785,,71.265175,
97.122775,,71.279425,
97.147525,,71.292575,
97.172775,,71.303625,
97.2029,,71.313875,
97.2197,,71.334875,
97.23315,,71.348575,
97.247075,,71.361775,
97.263175,,71.380775,
97.2893,,71.39495,
97.31495,,71.434225,
97.3399,,71.4558,
97.355125,,71.4741,
97.392625,,71.48875,
97.414725,,71.504225,
97.43465,,71.51385,
97.4475,,71.5344,
97.47545,,71.549425,
97.50325,,71.5639,
97.519,,71.576075,
97.538975,,71.58485,
97.552175,,71.591225,
97.57525,,71.600025,
97.585825,,71.6069,
97.602425,,71.6137,
97.62875,,71.625775,
97.646225,,71.64005,
97.6632,,71.654125,
97.6808,,71.6645,
97.720675,,71.674125,
97.7428,,71.6921,
97.769125,,71.70685,
97.7846,,71.7335,
97.80785,,71.750825,
97.830525,,71.764125,
97.8431,,71.77425,
97.854475,,71.7843,
97.8945,,71.79095,
97.9119,,71.798325,
97.92145,,71.804375,
97.938275,,71.8127,
97.950275,,71.827125,
97.970575,,71.840375,
97.98825,,71.856475,
98.0168,,71.864975,
98.0392,,71.874375,
98.0554,,71.8854,
98.09645,,71.895325,
98.0981,,71.90445,
98.11855,,71.91275,
98.19975,,71.9216,
98.236375,,71.9335,
98.25925,,71.946575,
98.278525,,71.952725,
98.282475,,71.962275,
98.297475,,71.971325,
98.31715,,71.9826,
98.32935,,71.9901,
98.34255,,71.998825,
98.360225,,72.010225,
98.3862,,72.024,
98.413725,,72.046775,
98.43855,,72.055425,
98.470925,,72.0658,
98.488375,,72.082025,
98.4972,,72.0972,
98.526025,,72.109175,
98.540275,,72.1184,
98.560425,,72.13335,
98.5755,,72.141675,
98.58835,,72.1507,
98.604925,,72.193575,
98.651875,,72.235,
98.672575,,72.286475,
98.690975,,72.305375,
98.703975,,72.347475,
98.713025,,72.39865,
98.72825,,72.41595,
98.752125,,72.43205,
98.7974,,72.452,
98.826775,,72.477125,
98.84665,,72.48825,
98.860825,,72.502675,
98.870525,,72.5091,
98.87715,,72.51755,
98.8886,,72.52805,
98.8989,,72.54125,
98.92455,,72.5569,
98.931125,,72.57545,
98.94065,,72.6055,
98.9561,,72.63525,
98.9721,,72.651075,
98.988775,,72.668925,
99.015325,,72.68575,
99.03815,,72.68795,
99.056075,,72.715875,
99.0771,,72.74025,
99.09675,,72.75795,
99.1375,,72.774425,
99.1562,,72.79645,
99.1773,,72.8115,
99.2198,,72.852425,
99.251525,,72.87485,
99.2695,,72.89115,
99.279825,,72.918375,
99.29345,,72.94125,
99.300325,,72.9546,
99.311625,,72.970175,
99.327675,,72.982075,
99.34725,,72.9962,
99.37305,,73.011325,
99.4045,,73.02835,
99.4382,,73.03915,
99.485575,,73.064225,
99.51335,,73.08395,
99.54355,,73.10595,
99.5701,,73.1227,
99.588775,,73.146225,
99.6111,,73.172525,
99.628725,,73.197575,
99.6774,,73.2212,
99.71825,,73.238225,
99.747325,,73.2501,
99.77065,,73.2687,
99.809325,,73.28195,
99.831475,,73.297775,
99.908375,,73.307475,
99.933025,,73.322725,
99.96175,,73.34125,
99.970125,,73.363725,
99.992675,,73.383075,
100.021975,,73.41695,
100.06265,,73.4354,
100.096575,,73.45155,
100.103675,,73.483575,
100.131325,,73.511375,
100.153125,,73.529675,
100.188025,,73.54215,
100.2582,,73.562225,
100.276875,,73.576475,
100.297625,,73.6039,
100.3178,,73.641725,
100.3386,,73.671425,
100.354575,,73.692575,
100.37745,,73.7039,
100.398325,,73.718375,
100.405825,,73.737525,
100.426125,,73.753225,
100.442775,,73.77455,
100.46115,,73.802025,
100.473875,,73.832575,
100.5056,,73.855375,
100.530075,,73.8772,
100.550075,,73.9078,
100.57785,,73.9322,
100.616625,,73.95335,
100.644625,,73.9662,
100.68135,,73.9813,
100.694575,,73.995525,
100.70755,,74.01735,
100.7173,,74.0426,
100.7334,,74.06915,
100.75335,,74.100825,
100.768075,,74.1281,
100.789225,,74.149475,
100.828475,,74.168275,
100.860975,,74.1972,
100.88335,,74.21915,
100.905575,,74.23675,
100.9421,,74.25375,
100.9571,,74.264775,
100.982475,,74.2888,
101.02345,,74.31555,
101.048425,,74.333975,
101.070275,,74.3583,
101.092525,,74.385225,
101.12205,,74.414625,
101.141,,74.439225,
101.1737,,74.46255,
101.202875,,74.49175,
101.226775,,74.524,
101.2466,,74.533925,
101.276175,,74.550125,
101.3035,,74.568325,
101.338325,,74.581475,
101.359325,,74.6067,
101.380525,,74.6211,
101.390525,,74.63545,
101.414825,,74.64155,
101.4364,,74.656075,
101.460325,,74.681575,
101.476675,,74.694825,
101.502025,,74.72635,
101.531425,,74.767125,
101.55795,,74.808875,
101.588725,,74.830375,
101.608,,74.850725,
101.619175,,74.86425,
101.63435,,74.8796,
101.655625,,74.894525,
101.673675,,74.90795,
101.6865,,74.919475,
101.7051,,74.940625,
101.73055,,74.95315,
101.77855,,74.974625,
101.8091,,74.99045,
101.8497,,75.008725,
101.8811,,75.040225,
101.90365,,75.05265,
101.91705,,75.0755,
101.92465,,75.098025,
101.942875,,75.119,
101.974475,,75.1347,
102.0025,,75.164875,
102.02455,,75.183375,
102.046875,,75.20445,
102.066575,,75.220575,
102.076825,,75.251975,
102.096575,,75.267125,
102.108525,,75.29575,
102.125225,,75.32325,
102.1448,,75.3396,
102.162675,,75.367525,
102.176875,,75.3844,
102.19595,,75.420725,
102.2204,,75.445375,
102.247725,,75.4651,
102.2832,,75.489475,
102.323425,,75.512675,
102.34155,,75.52105,
102.3685,,75.53605,
102.3905,,75.553125,
102.425425,,75.566075,
102.44045,,75.58285,
102.44175,,75.600525,
102.47395,,75.614325,
102.49845,,75.6267,
102.514425,,75.64265,
102.548,,75.65945,
102.579325,,75.680825,
102.6079,,75.704275,
102.63445,,75.72245,
102.657875,,75.74375,
102.683175,,75.771025,
102.706175,,75.787525,
102.748875,,75.821675,
102.787,,75.8451,
102.80215,,75.8617,
102.82435,,75.8972,
102.852125,,75.9216,
102.8625,,75.937775,
102.87215,,75.953675,
102.8901,,75.98,
102.90195,,75.9953,
102.925475,,76.0058,
102.961325,,76.021425,
103.0154,,76.0385,
103.0446,,76.0599,
103.07815,,76.09475,
103.099925,,76.128175,
103.119,,76.17,
103.133925,,76.192875,
103.158775,,76.207775,
103.1829,,76.2294,
103.223075,,76.260325,
103.250975,,76.299925,
103.269075,,76.321,
103.285725,,76.340075,
103.316625,,76.3768,
103.33855,,76.403025,
103.35985,,76.4303,
103.3908,,76.44125,
103.409575,,76.4612,
103.423375,,76.48855,
103.44985,,76.4972,
103.462925,,76.5208,
103.4771,,76.5446,
103.488,,76.581625,
103.501075,,76.601675,
103.512675,,76.626825,
103.524275,,76.643325,
103.52985,,76.6621,
103.5392,,76.690075,
103.5469,,76.7195,
103.56195,,76.749,
103.57295,,76.785725,
103.58555,,76.80635,
103.5949,,76.830725,
103.608625,,76.8548,
103.625925,,76.8827,
103.63635,,76.905075,
103.654625,,76.920625,
103.67125,,76.93265,
103.680575,,76.946325,
103.70065,,76.956975,
103.702575,,76.96845,
103.721125,,76.9808,
103.740775,,76.99475,
103.765175,,77.011475,
103.775825,,77.033125,
103.795125,,77.0762,
103.80435,,77.1031,
103.8338,,77.1286,
103.846025,,77.15325,
103.85225,,77.176275,
103.8608,,77.202475,
103.873725,,77.234075,
103.8821,,77.265475,
103.8943,,77.282825,
103.90675,,77.2983,
103.923,,77.31505,
103.9391,,77.331225,
103.95545,,77.3581,
103.96745,,77.3793,
103.979175,,77.397,
104.016175,,77.411,
104.026375,,77.4308,
104.0481,,77.4437,
104.066475,,77.4558,
104.07565,,77.479125,
104.090225,,77.491575,
104.105525,,77.51085,
104.1369,,77.52475,
104.15015,,77.538575,
104.17165,,77.566025,
104.1946,,77.5776,
104.2155,,77.596975,
104.24205,,77.611825,
104.278225,,77.6289,
104.332125,,77.64835,
104.355725,,77.663675,
104.3792,,77.67815,
104.396375,,77.69455,
104.419425,,77.707275,
104.43985,,77.71715,
104.454,,77.72635,
104.473025,,77.735525,
104.493525,,77.747675,
104.5114,,77.7641,
104.527025,,77.77795,
104.5405,,77.800275,
104.55955,,77.815175,
104.57025,,77.835275,
104.585675,,77.850275,
104.5996,,77.86655,
104.616175,,77.88125,
104.627725,,77.9088,
104.647625,,77.915,
104.66395,,77.919375,
104.672975,,77.9555,
104.67895,,77.967775,
104.685075,,77.9787,
104.6922,,77.995875,
104.702775,,78.008975,
104.71405,,78.03045,
104.7263,,78.061675,
104.738975,,78.083325,
104.75025,,78.096475,
104.761175,,78.115325,
104.774,,78.146075,
104.7834,,78.162875,
104.79935,,78.184575,
104.824675,,78.209225,
104.857525,,78.236625,
104.8852,,78.256175,
104.896375,,78.278475,
104.91955,,78.299175,
104.927975,,78.320525,
104.93555,,78.34005,
104.949925,,78.3768,
104.965325,,78.411525,
104.9835,,78.427975,
105.008275,,78.4439,
105.0197,,78.458775,
105.041775,,78.475225,
105.066875,,78.494075,
105.083225,,78.520225,
105.1047,,78.542375,
105.14,,78.558675,
105.1442,,78.570525,
105.1609,,78.5835,
105.184725,,78.615075,
105.2198,,78.6335,
105.236475,,78.6613,
105.26425,,78.687025,
105.275775,,78.7152,
105.29265,,78.740425,
105.30885,,78.764075,
105.35195,,78.781325,
105.366175,,78.82525,
105.375175,,78.84995,
105.38075,,78.862825,
105.386875,,78.8774,
105.389775,,78.891425,
105.3944,,78.90885,
105.400425,,78.941725,
105.40485,,78.962025,
105.424725,,78.980875,
105.4387,,79.002225,
105.453275,,79.027,
105.46865,,79.042275,
105.499375,,79.061275,
105.516325,,79.0866,
105.526675,,79.11125,
105.544075,,79.121975,
105.568375,,79.139775,
105.584475,,79.153875,
105.597225,,79.179,
105.62015,,79.199525,
105.656475,,79.21985,
105.668,,79.251775,
105.6955,,79.282425,
105.71075,,79.30515,
105.721825,,79.32625,
105.73645,,79.35275,
105.757625,,79.379775,
105.773975,,79.404475,
105.798325,,79.422375,
105.827575,,79.449475,
105.8375,,79.481775,
105.845275,,79.54145,
105.86305,,79.564475,
105.875875,,79.58225,
105.888375,,79.6004,
105.92005,,79.6271,
105.935575,,79.651425,
105.951275,,79.672825,
105.9711,,79.70065,
106.0052,,79.73435,
106.03585,,79.772475,
106.049875,,79.7965,
106.064775,,79.830075,
106.086,,79.857375,
106.116525,,79.871375,
106.134425,,79.887275,
106.16355,,79.89805,
106.1825,,79.90845,
106.2005,,79.934475,
106.223775,,79.96055,
106.257075,,79.985575,
106.269225,,80.009825,
106.289725,,80.021025,
