SPK_SPKC09a (no effect),SPK_SPKC12a (short inhibition),SPK_SPKC14a (inhibited)
,,101.58275
,,101.66435
,,101.7152
,,101.740775
,,101.75975
,,101.782925
,,101.825775
,,101.8638
,,101.916225
,,101.9348
,,101.950925
,,101.993675
,,102.05495
,,102.092825
,,102.12385
,,102.148025
,,102.17225
,,102.1883
,,102.2105
,,102.225925
,,102.2821
,,102.3021
,,102.329025
,,102.345125
,,102.3688
,,102.392675
,,102.41095
,,102.440575
,,102.456
,,102.5022
,,102.559
,,102.60615
,,102.643225
,,102.6692
,,102.7097
,,102.75755
,,102.781475
,,102.7982
,,102.810025
,,102.8242
,,102.864225
,,102.8914
,,102.92565
,,102.956725
,,103.0481
,,103.06345
,,103.096525
,,103.107625
,,103.119175
,,103.157625
,,103.206475
,,103.307325
,,103.366825
,,103.428825
,,103.468175
,,103.50245
,,103.5388
,,103.57625
,,103.609475
,,103.61965
,,103.63525
,,103.674525
,,103.703725
,,103.7373
,,103.776875
,,103.8096
,,103.848275
,,103.880725
,,103.924425
,,103.976025
,,104.011425
,,104.05635
,,104.093625
,,104.108375
,,104.118525
,,104.293075
,,104.311575
,,104.332
,,104.372625
,,104.39915
,,104.43425
,,104.47245
,,104.526025
,,104.580075
,,104.619425
,,104.6433
,,104.664675
,,104.691275
,,104.704825
,,104.713275
,,104.759525
,,104.7822
,,104.83585
,,104.943375
,,104.9754
,,104.996075
,,105.018175
,,105.0651
,,105.077775
,,105.1343
,,105.19185
,,105.316075
,,105.3322
,,105.3481
,,105.36345
,,105.372825
,,105.431725
,,105.47905
,,105.525375
,,105.694025
,,105.737325
,,105.751275
,,105.7584
,,105.78565
,,105.82395
,,105.851375
,,105.864575
,,105.93235
,,105.9619
,,106.014875
,,106.053925
,,106.114825
,,106.250075
,,106.291575
,,106.3193
,,106.3428
,,106.355
,,106.364125
,,106.374575
,,106.385475
,,106.401575
,,106.420525
,,106.43665
,,106.580375
,,106.6183
,,106.65545
,,106.739625
,,106.7579
,,106.779575
,,106.8076
,,106.84475
,,106.902575
,,106.941525
,,107.09395
,,107.102425
,,107.12055
,,107.1369
,,107.148
,,107.17715
,,107.1985
,,107.234775
,,107.25785
,,107.291175
,,107.33945
,,107.394575
,,107.5298
,,107.55245
,,107.6284
,,107.657025
,,107.687525
,,107.712825
,,107.727375
,,107.74895
,,107.768125
,,107.783275
,,107.801825
,,107.84635
,,107.90175
,,107.951825
,,108.003675
,,108.07865
,,108.138175
,,108.1463
,,108.1607
,,108.174525
,,108.18105
,,108.19745
,,108.20615
,,108.2285
,,108.241475
,,108.2618
,,108.276825
,,108.3249
,,108.367825
,,108.441225
,,108.527125
,,108.570275
,,108.62075
,,108.630375
,,108.745375
,,108.816775
,,108.9192
,,108.964925
,,108.97425
,,108.980525
,,109.001425
,,109.0221
,,109.034325
,,109.0481
,,109.069275
,,109.129525
,,109.221425
,,109.24575
,,109.2962
,,109.370875
,,109.3995
,,109.4129
,,109.445575
,,109.461025
,,109.467375
,,109.47765
,,109.4924
,,109.51885
,,109.548275
,,109.58595
,,109.611575
,,109.622075
,,109.65015
,,109.68515
,,109.713175
,,109.736725
,,109.7649
,,109.82085
,,109.847725
,,109.89375
,,109.942775
,,109.978425
,,109.9937
,,110.044925
,,110.057
,,110.0718
,,110.10925
,,110.12825
,,110.192575
,,110.218525
,,110.24745
,,110.29145
,,110.326075
,,110.3597
,,110.429425
,,110.45025
,,110.4981
,,110.50525
,,110.51395
,,110.521475
,,110.531025
,,110.553
,,110.56625
,,110.584025
,,110.610575
,,110.712375
,,110.755725
,,110.813175
,,110.864525
,,110.91405
,,110.9296
,,110.942525
,,110.961375
,,110.977375
,,111.018525
,,111.036925
,,111.0731
,,111.100425
,,111.204675
,,111.266675
,,111.378775
,,111.452825
,,111.46475
,,111.4791
,,111.509925
,,111.6029
,,111.67655
,,111.718825
,,111.756025
,,111.782675
,,111.7953
,,111.819225
,,111.826475
,,111.83335
,,111.868975
,,111.885175
,,111.89805
,,111.96335
,,112.02195
,,112.06195
,,112.105525
,,112.15665
,,112.20465
,,112.248775
,,112.2714
,,112.366025
,,112.392775
,,112.40285
,,112.409525
,,112.427075
,,112.4523
,,112.45855
,,112.503875
,,112.524375
,,112.551625
,,112.615475
,,112.650475
,,112.7008
,,112.763875
,,112.81755
,,112.847075
,,112.868025
,,112.89935
,,112.909625
,,112.915775
,,112.936775
,,112.95615
,,113.0284
,,113.11025
,,113.2925
,,113.31485
,,113.368525
,,113.3833
,,113.39335
,,113.449125
,,113.46405
,,113.6024
,,113.6677
,,113.724675
,,113.75465
,,113.7721
,,113.78455
,,113.7959
,,113.813175
,,113.8372
,,113.853575
,,113.869725
,,113.93455
,,113.95055
,,114.00505
,,114.01715
,,114.0293
,,114.0723
,,114.096525
,,114.164875
,,114.202275
,,114.2376
,,114.289625
,,114.320725
,,114.357975
,,114.387
,,114.4408
,,114.45255
,,114.462675
,,114.497075
,,114.516725
,,114.6384
,,114.6967
,,114.853575
,,114.875975
,,114.889125
,,114.956875
,,114.9914
,,115.0111
,,115.025675
,,115.0512
,,115.07515
,,115.126175
,,115.2793
,,115.314275
,,115.3304
,,115.34605
,,115.36085
,,115.378975
,,115.414225
,,115.44395
,,115.527525
,,115.581475
,,115.68035
,,115.713425
,,115.727225
,,115.747475
,,115.764125
,,115.7826
,,115.8056
,,115.831225
,,115.84935
,,115.901675
,,116.131825
,,116.164225
,,116.17345
,,116.19025
,,116.211
,,116.225775
,,116.247425
,,116.362175
,,116.39125
,,116.4204
,,116.44815
,,116.471375
,,116.515975
,,116.536525
,,116.56175
,,116.5886
,,116.70065
,,116.746475
,,116.7715
,,116.79535
,,116.834525
,,116.860675
,,116.88095
,,116.898125
,,116.918375
,,116.971625
,,117.027425
,,117.0904
,,117.116825
,,117.137725
,,117.1518
,,117.169625
,,117.18275
,,117.23535
,,117.2482
,,117.2642
,,117.30375
,,117.3481
,,117.41615
,,117.515175
,,117.58315
,,117.634275
,,117.669625
,,117.71285
,,117.725025
,,117.73635
,,117.7624
,,117.78525
,,117.817725
,,117.83045
,,117.8794
,,117.9535
,,117.98535
,,118.025425
,,118.1756
,,118.2293
,,118.264675
,,118.3077
,,118.320075
,,118.3277
,,118.3345
,,118.336675
,,118.34715
,,118.3598
,,118.37465
,,118.46615
,,118.7132
,,118.7683
,,118.8009
,,118.817025
,,118.844475
,,118.85765
,,118.872675
,,118.8861
,,118.903225
,,118.9295
,,119.002875
,,119.110925
,,119.15755
,,119.225575
,,119.266475
,,119.287525
,,119.30225
,,119.312075
,,119.334825
,,119.3474
,,119.3848
,,119.404525
,,119.42835
,,119.447525
,,119.461275
,,119.4864
,,119.57875
,,119.655275
,,119.70865
,,119.7234
,,119.7679
,,119.812075
,,119.896925
,,119.924025
,,119.96455
,,120.013425
,,120.1115
,,120.2102
,,120.25975
,,120.308725
,,120.3442
,,120.363425
,,120.3785
,,120.3961
,,120.420275
,,120.473575
,,120.50005
,,120.55855
,,120.577625
,,120.5949
,,120.6469
,,120.67705
,,120.70865
,,120.73805
,,120.7592
,,120.7747
,,120.7869
,,120.8066
,,120.847775
,,120.8705
,,120.8859
,,120.8994
,,120.92025
,,121.01685
,,121.051325
,,121.142275
,,121.171425
,,121.2128
,,121.3919
,,121.402075
,,121.41215
,,121.43425
,,121.441975
,,121.45395
,,121.4637
,,121.47305
,,121.481975
,,121.4931
,,121.52165
,,121.55275
,,121.569975
,,121.57865
,,121.607775
,,121.643575
,,121.685375
,,121.760975
,,121.8122
,,121.81695
,,121.823825
,,121.848125
,,121.90435
,,121.92465
,,121.961275
,,122.019975
,,122.09765
,,122.118325
,,122.129425
,,122.188225
,,122.210475
,,122.30435
,,122.4578
,,122.47635
,,122.530775
,,122.540625
,,122.6445
,,122.745175
,,122.79815
,,122.831275
,,122.84985
,,122.8636
,,122.878325
,,122.986425
,,123.01275
,,123.027725
,,123.058
,,123.103325
,,123.152875
,,123.215575
,,123.2969
,,123.31825
,,123.3567
,,123.369275
,,123.375675
,,123.389925
,,123.40075
,,123.411725
,,123.43325
,,123.4643
,,123.52775
,,123.569075
,,123.5849
,,123.60585
,,123.619725
,,123.662825
,,123.705875
,,123.7764
,,123.81625
,,123.9387
,,123.97285
,,123.993825
,,124.00425
,,124.015275
,,124.079575
,,124.13895
,,124.2008
,,124.240675
,,124.27595
,,124.3021
,,124.3406
,,124.3988
,,124.436125
,,124.45685
,,124.540525
,,124.581625
,,124.689025
,,124.69265
,,124.7229
,,124.752575
,,124.76805
,,124.7994
,,124.833525
,,124.8866
,,124.908675
,,124.960125
,,124.979075
,,124.9965
,,125.01165
,,125.033825
,,125.054875
,,125.076125
,,125.097125
,,125.193275
,,125.23075
,,125.39685
,,125.4591
,,125.474625
,,125.518575
,,125.562375
,,125.609125
,,125.70425
,,125.732825
,,125.796775
,,125.8292
,,125.851025
,,125.868475
,,125.901375
,,125.911625
,,125.925175
,,125.9658
,,126.04345
,,126.1222
,,126.175125
,,126.211575
,,126.24815
,,126.258225
,,126.275
,,126.32745
,,126.374475
,,126.451925
,,126.519325
,,126.5594
,,126.602675
,,126.63765
,,126.655075
,,126.6804
,,126.699925
,,126.7243
,,126.757525
,,126.798425
,,126.876025
,,126.904975
,,126.920175
,,126.93575
,,126.954275
,,126.99075
,,127.023725
,,127.106575
,,127.219775
,,127.266975
,,127.29885
,,127.3095
,,127.323275
,,127.34575
,,127.35735
,,127.372775
,,127.4678
,,127.53445
,,127.6699
,,127.74815
,,127.827225
,,127.845575
,,127.88005
,,127.8897
,,127.921225
,,127.9342
,,127.94525
,,127.9674
,,127.987375
,,128.015275
,,128.051475
,,128.0646
,,128.08685
,,128.11855
,,128.140825
,,128.2423
,,128.282775
,,128.3123
,,128.3624
,,128.433275
,,128.434275
,,128.482825
,,128.540975
,,128.64775
,,128.70955
,,128.763575
,,128.7809
,,128.8037
,,128.8309
,,128.8849
,,128.923425
,,128.9677
,,129.02905
,,129.09955
,,129.11285
,,129.134825
,,129.152575
,,129.1821
,,129.198525
,,129.2197
,,129.270275
,,129.464825
,,129.4919
,,129.51775
,,129.5313
,,129.55925
,,129.59095
,,129.62125
,,129.7288
,,129.871675
,,129.891725
,,129.907325
,,130.000425
,,130.04535
,,130.104625
,,130.2761
,,130.30085
,,130.34255
,,130.357575
,,130.36975
,,130.38295
,,130.41945
,,130.4528
,,130.51555
,,130.62755
,,130.767475
,,130.78295
,,130.842525
,,130.8545
,,130.866825
,,130.876175
,,130.889975
,,130.90375
,,130.92695
,,130.950925
,,130.97375
,,131.055525
,,131.26755
,,131.31315
,,131.330275
,,131.341825
,,131.3568
,,131.37185
,,131.389925
,,131.67025
,,131.684625
,,131.715575
,,131.7369
,,131.763525
,,131.847875
,,131.880425
,,131.982075
,,132.05795
,,132.084875
,,132.1172
,,132.13825
,,132.154575
,,132.171275
,,132.189625
,,132.226475
,,132.247125
,,132.267125
,,132.291225
,,132.322175
,,132.353175
,,132.3839
,,132.456
,,132.5086
,,132.621375
,,132.6484
,,132.659975
,,132.723775
,,132.735275
,,132.745225
,,132.764925
,,132.787175
,,133.117375
,,133.155225
,,133.17075
,,133.191275
,,133.20865
,,133.221925
,,133.269
,,133.37105
,,133.4029
,,133.487325
,,133.592325
,,133.631125
,,133.66415
,,133.76755
,,133.898225
,,134.09625
,,134.208375
,,134.29385
,,134.398925
,,134.468875
,,134.484425
,,134.54195
,,134.566825
,,134.7257
,,134.88505
,,134.900725
,,134.9183
,,134.9422
,,134.9618
,,134.97255
,,135.001525
,,135.056625
,,135.12475
,,135.19925
,,135.224925
,,135.245925
,,135.329825
,,135.367425
,,135.409675
,,135.4637
,,135.48975
,,135.57985
,,135.670625
,,135.7017
,,135.746025
,,135.8134
,,135.869975
,,135.9382
,,135.978425
,,136.0386
,,136.11935
,,136.139175
,,136.244475
,,136.293675
,,136.34795
,,136.448175
,,136.482625
,,136.50695
,,136.520625
,,136.56825
,,136.587225
,,136.702275
,,136.853625
,,136.87485
,,136.950675
,,136.970075
,,137.029375
,,137.275875
,,137.36275
,,137.38885
,,137.438125
,,137.47445
,,137.51205
,,137.616025
,,137.855125
,,137.869575
,,137.895
,,137.9913
,,138.203275
,,138.29995
,,138.34755
,,138.3655
,,138.405325
,,138.44755
,,138.485275
,,138.50365
,,138.564425
,,138.57975
,,138.6393
,,138.8152
,,138.8512
,,138.91965
,,138.935175
,,138.944525
,,138.9924
,,139.012475
,,139.053
,,139.063
,,139.147525
,,139.172775
,,139.200875
,,139.361275
,,139.385175
,,139.4099
,,139.42575
,,139.440975
,,139.52265
,,139.61195
,,139.70365
,,139.75545
,,139.770975
,,139.807975
,,139.82415
,,139.836475
,,139.856425
,,139.898475
,,139.91535
,,139.95105
,,140.02525
,,140.1675
,,140.229825
,,140.268375
,,140.33325
,,140.442775
,,140.5116
,,140.5739
,,140.59465
,,140.6097
,,140.625975
,,140.766875
,,140.803975
,,140.850525
,,140.89245
,,140.9297
,,140.967225
,,141.004625
,,141.03615
,,141.0706
,,141.091175
,,141.119675
,,141.154475
,,141.17675
,,141.19605
,,141.211475
,,141.22895
,,141.26605
,,141.3044
,,141.3504
,,141.40585
,,141.45605
,,141.469375
,,141.480075
,,141.50765
,,141.551825
,,141.568525
,,141.592525
,,141.637075
,,141.73845
,,141.823475
,,141.8843
,,141.93705
,,141.98205
,,141.999525
,,142.0175
,,142.05285
,,142.099
,,142.2113
,,142.262125
,,142.368875
,,142.401425
,,142.41955
,,142.51755
,,142.53795
,,142.598725
,,142.628275
,,142.70155
,,142.743325
,,142.791775
,,142.844225
,,142.90535
,,142.931
,,142.96535
,,142.980675
,,142.999525
,,143.021825
,,143.07355
,,143.11505
,,143.164125
,,143.299775
,,143.34075
,,143.359025
,,143.3817
,,143.386225
,,143.3962
,,143.4215
,,143.47285
,,143.607875
,,143.659275
,,143.680775
,,143.7724
,,144.0501
,,144.093525
,,144.11695
,,144.12665
,,144.14465
,,144.209925
,,144.224325
,,144.2578
,,144.2746
,,144.3196
,,144.38045
,,144.44035
,,144.508
,,144.6297
,,144.64745
,,144.661325
,,144.6763
,,144.69245
,,144.783875
,,144.82995
,,144.858975
,,144.919125
,,144.991825
,,145.0384
,,145.05955
,,145.13225
,,145.1523
,,145.168675
,,145.187525
,,145.227975
,,145.2532
,,145.269975
,,145.3031
,,145.3484
,,145.3679
,,145.387725
,,145.5075
,,145.5703
,,145.685225
,,145.70265
,,145.749225
,,145.760425
,,145.807825
,,145.839575
,,145.864625
,,145.952575
,,146.23965
,,146.2531
,,146.2756
,,146.291875
,,146.335775
,,146.51935
,,146.555825
,,146.585875
,,146.630225
,,146.691575
,,146.7653
,,146.8152
,,146.83575
,,146.8719
,,146.88435
,,146.898625
,,146.94135
,,146.95235
,,146.9668
,,147.04005
,,147.067125
,,147.1109
,,147.199125
,,147.32855
,,147.406025
,,147.4508
,,147.461
,,147.49305
,,147.615625
,,147.688175
,,147.752625
,,147.863
,,147.90715
,,147.92165
,,147.936075
,,147.990425
,,148.0334
,,148.051625
,,148.06815
,,148.179375
,,148.2793
,,148.443825
,,148.4653
,,148.47375
,,148.50645
,,148.545575
,,148.556775
,,148.594225
,,148.606325
,,148.63935
,,148.655625
,,148.710275
,,148.719325
,,148.7359
,,148.79
,,148.82385
,,148.873225
,,148.91035
,,148.9571
,,149.00375
,,149.03545
,,149.079025
,,149.12215
,,149.132925
,,149.14485
,,149.175125
,,149.195
,,149.2103
,,149.24595
,,149.2738
,,149.30735
,,149.517275
,,149.564025
,,149.5966
,,149.614475
,,149.644375
,,149.662175
,,149.672675
,,149.692175
,,149.7257
,,149.75245
,,149.777775
,,149.822675
,,149.847425
,,149.937225
,,149.972525
,,150.0097
,,150.152725
,,150.18915
,,150.307125
,,150.3226
,,150.369975
,,150.3934
,,150.534425
,,150.56835
,,150.621625
,,150.66795
,,150.685675
,,150.720125
,,150.743425
,,150.787575
,,150.826175
,,150.9124
,,150.960525
,,150.99715
,,151.134775
,,151.19225
,,151.30275
,,151.318075
,,151.33125
,,151.344625
,,151.404875
,,151.464075
,,151.492025
,,151.55685
,,151.585
,,151.635725
,,151.6874
,,151.748625
,,151.787575
,,151.806075
,,151.867575
,,151.93795
,,152.121025
,,152.17525
,,152.1904
,,152.439875
,,152.4972
,,152.560075
,,152.592225
,,152.6523
,,152.7038
,,152.756975
,,152.852525
,,152.91125
,,152.956225
,,153.035775
,,153.049225
,,153.067025
,,153.092225
,,153.1307
,,153.1649
,,153.42345
,,153.495475
,,153.527675
,,153.56615
,,153.626625
,,153.653825
,,153.7393
,,153.761725
,,153.837825
,,153.857325
,,154.120125
,,154.2079
,,154.247075
,,154.31025
,,154.34355
,,154.3823
,,154.412425
,,154.452
,,154.546125
,,154.587375
,,154.73605
,,154.86455
,,154.901425
,,154.94215
,,154.968425
,,155.014675
,,155.029025
,,155.04745
,,155.160425
,,155.202675
,,155.227075
,,155.2521
,,155.28035
,,155.35645
,,155.3707
,,155.3831
,,155.442325
,,155.4562
,,155.467925
,,155.539325
,,155.571925
,,155.66865
,,155.713325
,,155.745575
,,155.85015
,,155.887475
,,155.967575
,,155.978375
,,155.9895
,,156.00005
,,156.276325
,,156.358975
,,156.38065
,,156.406325
,,156.424775
,,156.46555
,,156.515825
,,156.632025
,,156.69875
,,156.8393
,,156.861675
,,156.87375
,,156.8843
,,156.8945
,,156.900375
,,156.90565
,,156.91385
,,156.93215
,,157.006725
,,157.03865
,,157.12075
,,157.245275
,,157.327175
,,157.34655
,,157.363225
,,157.373875
,,157.3759
,,157.38555
,,157.395
,,157.41235
,,157.428375
,,157.47775
,,157.516525
,,157.58085
,,157.64715
,,157.8223
,,157.842275
,,157.86145
,,157.885875
,,157.8945
,,157.914375
,,157.965075
,,158.04225
,,158.15825
,,158.20385
,,158.238925
,,158.255825
,,158.2953
,,158.3229
,,158.368625
,,158.4059
,,158.4732
,,158.489075
,,158.5022
,,158.8526
,,158.867025
,,158.8886
,,158.908025
,,158.933775
,,158.94225
,,159.048125
,,159.091425
,,159.112325
,,159.131725
,,159.1476
,,159.16695
,,159.180775
,,159.2021
,,159.2592
,,159.385875
,,159.536875
,,159.6249
,,159.641775
,,159.680775
,,159.7097
,,159.774175
,,159.8308
,,159.874975
,,159.97845
,,160.005775
,,160.112325
,,160.25
,,160.31735
,,160.409975
,,160.429025
,,160.4588
,,160.471875
,,160.480325
,,160.488725
,,160.49765
,,160.527875
,,160.5575
,,160.578475
,,160.5926
,,160.641925
,,160.7937
,,160.8687
,,160.888975
,,160.950775
,,160.974825
,,160.98975
,,161.013225
,,161.0601
,,161.083175
,,161.121925
,,161.1567
,,161.194525
,,161.2337
,,161.2667
,,161.279775
,,161.384925
,,161.5015
,,161.571825
,,161.650725
,,161.744375
,,161.772275
,,161.815525
,,161.859525
,,161.90445
,,161.9628
,,162.16715
,,162.188175
,,162.198075
,,162.213825
,,162.22525
,,162.2936
,,162.314225
,,162.344175
,,162.403775
,,162.442675
,,162.626675
,,162.731825
,,162.759975
,,162.77805
,,162.8137
,,162.828875
,,162.878925
,,162.952575
,,162.978225
,,163.02705
,,163.12865
,,163.1568
,,163.28825
,,163.320625
,,163.356675
,,163.394425
,,163.40675
,,163.453225
,,163.496275
,,163.587075
,,163.62065
,,163.730475
,,163.755525
,,163.832825
,,163.847025
,,163.9223
,,163.940325
,,163.9563
,,163.9784
,,164.0094
,,164.18855
,,164.2472
,,164.372025
,,164.4105
,,164.499425
,,164.501475
,,164.532175
,,164.551925
,,164.5785
,,164.60555
,,164.899175
,,164.916525
,,164.956375
,,164.972475
,,165.00135
,,165.0581
,,165.088625
,,165.144925
,,165.232225
,,165.3563
,,165.37365
,,165.4385
,,165.56165
,,165.61205
,,165.85975
,,165.929
,,165.985025
,,166.058075
,,166.112975
,,166.179
,,166.352675
,,166.428225
,,166.49545
,,166.525375
,,166.726275
,,166.80405
,,166.87995
,,166.955075
,,167.01325
,,167.319275
,,167.40045
,,167.4328
,,167.454425
,,167.47205
,,167.49865
,,167.545225
,,167.6035
,,167.690225
,,167.7592
,,167.808775
,,167.8772
,,167.896525
,,167.917875
,,168.00905
,,168.061825
,,168.08615
,,168.121225
,,168.1629
,,168.18865
,,168.2347
,,168.264175
,,168.284275
,,168.50065
,,168.67485
,,168.718525
,,168.7487
,,168.852475
,,168.896525
,,168.9352
,,169.139575
,,169.2315
,,169.266775
,,169.350325
,,169.41165
,,169.459475
,,169.471625
,,169.4835
,,169.49635
,,169.54115
,,169.57535
,,169.5898
,,169.66765
,,169.68635
,,169.71415
,,169.759
,,169.835225
,,169.914775
,,169.940975
,,169.97685
,,170.1127
,,170.138025
,,170.156075
,,170.161675
,,170.16475
,,170.29765
,,170.3223
,,170.37025
,,170.498925
,,170.62595
,,170.65595
,,170.673525
,,170.714325
,,170.77255
,,170.80735
,,170.8409
,,171.0288
,,171.081425
,,171.1044
,,171.1199
,,171.1575
,,171.1934
,,171.209775
,,171.222875
,,171.273925
,,171.297925
,,171.420025
,,171.452975
,,171.4711
,,171.6647
,,172.140275
,,172.3138
,,172.329925
,,172.37485
,,172.409975
,,172.48665
,,172.541675
,,172.631675
,,172.64065
,,172.6752
,,172.891475
,,172.95115
,,172.997975
,,173.0736
,,173.151425
,,173.2617
,,173.3978
,,173.424275
,,173.50635
,,173.537525
,,173.684625
,,173.7437
,,173.77975
,,173.81485
,,173.835
,,173.892375
,,173.912775
,,173.993125
,,174.007675
,,174.0319
,,174.16085
,,174.191425
,,174.268925
,,174.4086
,,174.449
,,174.52495
,,174.551025
,,174.575025
,,174.752575
,,175.026375
,,175.139175
,,175.164075
,,175.182125
,,175.203225
,,175.212875
,,175.219025
,,175.2298
,,175.2992
,,175.421
,,175.509225
,,175.58055
,,175.68255
,,175.749375
,,175.77
,,175.9351
,,176.023825
,,176.0561
,,176.095375
,,176.19125
,,176.220875
,,176.311025
,,176.354925
,,176.396475
,,176.43605
,,176.455075
,,176.56675
,,176.61965
,,176.697475
,,176.808875
,,176.833975
,,176.880325
,,176.96095
,,177.013925
,,177.0522
,,177.1395
,,177.150275
,,177.162975
,,177.176125
,,177.182325
,,177.22885
,,177.272175
,,177.312525
,,177.34945
,,177.3645
,,177.3995
,,177.413575
,,177.458825
,,177.5444
,,177.63495
,,177.726375
,,177.746825
,,177.7629
,,177.8309
,,177.920925
,,177.97625
,,178.04305
,,178.10505
,,178.116075
,,178.130075
,,178.15355
,,178.182475
,,178.211775
,,178.2234
,,178.2464
,,178.27795
,,178.2916
,,178.3606
,,178.3921
,,178.432425
,,178.533175
,,178.612275
,,178.622975
,,178.63225
,,178.6441
,,178.676975
,,178.690675
,,178.712875
,,178.741975
,,178.7701
,,178.800275
,,178.969375
,,179.0544
,,179.075525
,,179.155275
,,179.21345
,,179.25195
,,179.298625
,,179.32865
,,179.355775
,,179.36505
,,179.40805
,,179.50675
,,179.54405
,,179.645925
,,179.662575
,,179.703475
,,179.711125
,,179.778125
,,180.09585
,,180.238025
,,180.321125
,,180.524125
,,180.5916
,,180.705675
,,180.75475
,,180.7637
,,180.87115
,,180.941625
,,181.101725
,,181.121625
,,181.151675
,,181.202975
,,181.214475
,,181.276875
,,181.309675
,,181.332175
,,181.470725
,,181.63235
,,181.676525
,,181.684975
,,181.707325
,,181.720225
,,181.734125
,,181.7754
,,181.82255
,,181.847225
,,181.89815
,,181.9879
,,182.09045
,,182.201275
,,182.219875
,,182.233975
,,182.244125
,,182.252125
,,182.261
,,182.318675
,,182.44365
,,182.50085
,,182.581325
,,182.702925
,,182.7169
,,182.736275
,,182.7406
,,182.7546
,,182.761675
,,182.78595
,,182.7931
,,182.801425
,,182.9286
,,183.010175
,,183.0618
,,183.0954
,,183.1662
,,183.1942
,,183.252075
,,183.3028
,,183.392325
,,183.43475
,,183.459175
,,183.47405
,,183.4846
,,183.5092
,,183.56425
,,183.629675
,,183.726075
,,183.905725
,,183.93995
,,183.993625
,,184.04575
,,184.083175
,,184.170525
,,184.2511
,,184.406975
,,184.4428
,,184.482525
,,184.580325
,,184.634875
,,184.694575
,,184.803325
,,184.98725
,,185.007575
,,185.0214
,,185.03415
,,185.065975
,,185.4557
,,185.475425
,,185.49125
,,185.580575
,,185.71345
,,185.739625
,,185.809525
,,185.827675
,,185.8669
,,185.9318
,,185.964
,,186.0082
,,186.062075
,,186.1254
,,186.326025
,,186.392275
,,186.456725
,,186.749775
,,186.76265
,,186.776125
,,186.798275
,,186.81095
,,186.844775
,,186.880125
,,186.94845
,,187.083675
,,187.116575
,,187.146825
,,187.1963
,,187.284675
,,187.3051
,,187.3194
,,187.332075
,,187.384025
,,187.42115
,,187.43805
,,187.4568
,,187.48355
,,187.51335
,,187.5636
,,187.6104
,,187.71565
,,187.7301
,,187.7463
,,187.780025
,,187.8007
,,187.8213
,,187.89245
,,187.9307
,,188.049475
,,188.1027
,,188.1166
,,188.130275
,,188.14255
,,188.167325
,,188.182
,,188.206175
,,188.2682
,,188.3417
,,188.39365
,,188.439425
,,188.642975
,,188.765625
,,188.7944
,,188.839725
,,188.885325
,,188.9749
,,189.009525
,,189.161225
,,189.186375
,,189.2234
,,189.289825
,,189.4484
,,189.53885
,,189.561925
,,189.6829
,,189.73065
,,189.831975
,,189.8592
,,189.8729
,,189.89325
,,189.94595
,,189.975325
,,190.0241
,,190.12685
,,190.255275
,,190.316175
,,190.324375
,,190.34595
,,190.4127
,,190.597875
,,190.6759
,,190.697975
,,190.761175
,,190.78615
,,190.84085
,,190.915625
,,191.023225
,,191.0352
,,191.046975
,,191.33645
,,191.34555
,,191.3516
,,191.3589
,,191.365025
,,191.37345
,,191.38125
,,191.39375
,,191.398675
,,191.417275
,,191.447725
,,191.51025
,,191.52745
,,191.5475
,,191.624375
,,191.735725
,,191.771975
,,191.841075
,,191.988125
,,192.059275
,,192.10595
,,192.172875
,,192.193125
,,192.2143
,,192.2295
,,192.28135
,,192.30955
,,192.479
,,192.526025
,,192.580075
,,192.71555
,,192.79295
,,192.805675
,,192.876825
,,192.916475
,,192.96405
,,192.9922
,,193.01465
,,193.068025
,,193.14925
,,193.2392
,,193.2588
,,193.345625
,,193.40285
,,193.6695
,,193.7184
,,193.752125
,,193.761825
,,193.848475
,,193.930975
,,193.9929
,,194.175025
,,194.192425
,,194.21485
,,194.22375
,,194.2954
,,194.3082
,,194.365875
,,194.5663
,,194.5992
,,194.67855
,,194.731925
,,194.82325
,,194.876
,,194.941575
,,195.064125
,,195.166025
,,195.22635
,,195.3129
,,195.714675
,,195.87
,,196.1528
,,196.2375
,,196.2602
,,196.276475
,,196.30475
,,196.484975
,,196.61785
,,196.687025
,,196.79725
,,196.81605
,,196.82485
,,196.839925
,,196.8543
,,196.86555
,,196.96155
,,197.210125
,,197.26665
,,197.282225
,,197.3012
,,197.410375
,,197.455225
,,197.4945
,,197.5279
,,197.5705
,,197.6884
,,197.7101
,,197.760275
,,197.8879
,,198.089275
,,198.194425
,,198.5039
,,198.514575
,,198.540975
,,198.5504
,,198.590925
,,198.91835
,,199.220825
,,199.27305
,,199.288
,,199.63165
,,199.658325
,,199.691225
,,199.973125
,,200.0152
,,200.073475
,,200.21255
,,200.25065
,,200.274
,,200.34805
,,200.58555
,,201.0212
,,201.05045
,,201.3264
,,201.394775
,,201.63885
,,201.6685
,,201.7451
,,201.8617
,,201.99215
,,202.119175
,,202.2019
,,202.258725
,,202.298275
,,202.317125
,,202.39465
,,202.43115
,,202.661975
,,202.701575
,,202.707625
,,202.85315
,,202.997325
,,203.2095
,,203.22285
,,203.24875
,,203.319025
,,203.498675
,,203.6312
,,203.67005
,,203.81815
,,203.938525
,,204.009625
,,204.064225
,,204.079475
,,204.4602
,,204.522225
,,204.5409
,,204.60905
,,204.868525
,,204.951775
,,204.966025
,,205.0836
,,205.349675
,,205.3919
