SPK_SPKC09a (no effect),SPK_SPKC12a (short inhibition),SPK_SPKC14a (inhibited)
,,36.652475
,,36.691875
,,36.7442
,,36.791125
,,36.8095
,,36.8267
,,36.845925
,,36.8616
,,36.880925
,,36.893575
,,36.91295
,,36.9404
,,36.9614
,,36.98655
,,37.024775
,,37.066475
,,37.12735
,,37.1662
,,37.18645
,,37.2125
,,37.2311
,,37.25235
,,37.265025
,,37.279225
,,37.294575
,,37.3101
,,37.329175
,,37.345725
,,37.36845
,,37.429225
,,37.477675
,,37.562225
,,37.592875
,,37.615375
,,37.6435
,,37.66085
,,37.6823
,,37.700325
,,37.7155
,,37.7365
,,37.7611
,,37.78545
,,37.8005
,,37.815825
,,37.83655
,,37.858875
,,37.898225
,,37.919575
,,37.95065
,,37.980025
,,38.054675
,,38.0753
,,38.092
,,38.106425
,,38.121825
,,38.134125
,,38.156675
,,38.168
,,38.180475
,,38.19185
,,38.20295
,,38.216075
,,38.22675
,,38.2381
,,38.247475
,,38.261525
,,38.27125
,,38.27455
,,38.284325
,,38.3105
,,38.3242
,,38.370125
,,38.39485
,,38.41095
,,38.42945
,,38.4489
,,38.4857
,,38.50835
,,38.53295
,,38.552925
,,38.58395
,,38.606925
,,38.64915
,,38.672275
,,38.69705
,,38.73225
,,38.7638
,,38.816075
,,38.8453
,,38.879975
,,38.891675
,,38.9048
,,38.92895
,,38.9454
,,38.9712
,,38.991875
,,39.01255
,,39.0304
,,39.048025
,,39.06745
,,39.08175
,,39.137725
,,39.160475
,,39.180625
,,39.19595
,,39.210225
,,39.251075
,,39.2713
,,39.297075
,,39.3168
,,39.3473
,,39.3734
,,39.390375
,,39.40405
,,39.422275
,,39.449025
,,39.484475
,,39.50335
,,39.5178
,,39.529575
,,39.5432
,,39.5731
,,39.58705
,,39.60805
,,39.67445
,,39.6975
,,39.7164
,,39.73925
,,39.75295
,,39.779175
,,39.8072
,,39.821
,,39.84065
,,39.854825
,,39.873975
,,39.9127
,,39.945275
,,39.965925
,,39.9855
,,40.00705
,,40.023525
,,40.038125
,,40.07715
,,40.1005
,,40.1275
,,40.1506
,,40.1923
,,40.22275
,,40.266425
,,40.3025
,,40.32545
,,40.3449
,,40.363675
,,40.391425
,,40.407425
,,40.431575
,,40.46445
,,40.481575
,,40.494775
,,40.513125
,,40.594525
,,40.615725
,,40.637625
,,40.671875
,,40.705325
,,40.735375
,,40.7696
,,40.801975
,,40.82665
,,40.8409
,,40.85395
,,40.871775
,,40.8858
,,40.9096
,,40.94715
,,41.0016
,,41.045775
,,41.075475
,,41.13025
,,41.17025
,,41.23575
,,41.25945
,,41.30125
,,41.3158
,,41.329075
,,41.344125
,,41.3818
,,41.40315
,,41.426525
,,41.45945
,,41.482075
,,41.5096
,,41.523025
,,41.544075
,,41.5662
,,41.59425
,,41.6325
,,41.651575
,,41.677975
,,41.706475
,,41.729775
,,41.755325
,,41.813025
,,41.8477
,,41.885775
,,41.9257
,,41.937775
,,41.955175
,,41.9684
,,41.986725
,,41.998125
,,42.0123
,,42.02395
,,42.074425
,,42.0968
,,42.115225
,,42.132075
,,42.1565
,,42.171675
,,42.18505
,,42.227775
,,42.242975
,,42.2604
,,42.287175
,,42.33995
,,42.3795
,,42.4272
,,42.454975
,,42.498375
,,42.5193
,,42.54575
,,42.5618
,,42.576625
,,42.589375
,,42.606875
,,42.641225
,,42.660525
,,42.677825
,,42.698475
,,42.725025
,,42.752725
,,42.776075
,,42.791275
,,42.802925
,,42.8158
,,42.825625
,,42.837275
,,42.85375
,,42.877825
,,42.89105
,,42.914975
,,42.928325
,,42.945125
,,42.996375
,,43.09305
,,43.1252
,,43.155525
,,43.170825
,,43.18905
,,43.2106
,,43.23235
,,43.247125
,,43.276775
,,43.294725
,,43.31205
,,43.32645
,,43.3412
,,43.357925
,,43.37335
,,43.38985
,,43.402025
,,43.417925
,,43.429475
,,43.446275
,,43.47265
,,43.498575
,,43.51725
,,43.573825
,,43.591125
,,43.604175
,,43.6369
,,43.6544
,,43.67355
,,43.7311
,,43.743175
,,43.75555
,,43.78855
,,43.80805
,,43.833175
,,43.859575
,,43.89695
,,43.934675
,,43.969175
,,44.026275
,,44.056225
,,44.080775
,,44.11785
,,44.134225
,,44.174125
,,44.182775
,,44.195025
,,44.208
,,44.2207
,,44.241775
,,44.27395
,,44.295825
,,44.3661
,,44.39295
,,44.426225
,,44.465325
,,44.578775
,,44.62465
,,44.657075
,,44.679925
,,44.6945
,,44.720975
,,44.73225
,,44.742025
,,44.7553
,,44.773675
,,44.826425
,,44.869375
,,44.9136
,,44.9365
,,44.950775
,,44.9682
,,44.98485
,,45.013725
,,45.028975
,,45.0428
,,45.11145
,,45.144475
,,45.171975
,,45.2056
,,45.252875
,,45.290675
,,45.3245
,,45.35485
,,45.3719
,,45.390025
,,45.403975
,,45.4175
,,45.430025
,,45.44235
,,45.48025
,,45.504525
,,45.5199
,,45.5366
,,45.585125
,,45.6123
,,45.626675
,,45.640325
,,45.64965
,,45.6602
,,45.667725
,,45.677275
,,45.68965
,,45.7115
,,45.75855
,,45.8089
,,45.82955
,,45.8785
,,45.9035
,,45.9356
,,45.966125
,,45.993225
,,46.02355
,,46.051075
,,46.1006
,,46.14905
,,46.198625
,,46.221225
,,46.2464
,,46.2642
,,46.283
,,46.29585
,,46.323775
,,46.365575
,,46.389
,,46.40365
,,46.42125
,,46.43945
,,46.500175
,,46.5272
,,46.55685
,,46.588125
,,46.621275
,,46.641625
,,46.66455
,,46.69185
,,46.72255
,,46.7395
,,46.760675
,,46.7829
,,46.8033
,,46.8121
,,46.827225
,,46.83725
,,46.849925
,,46.866575
,,46.882075
,,46.937175
,,46.966875
,,47.008625
,,47.028525
,,47.04825
,,47.06325
,,47.078275
,,47.0918
,,47.1471
,,47.176025
,,47.223675
,,47.3407
,,47.353725
,,47.363425
,,47.372375
,,47.391025
,,47.4355
,,47.448075
,,47.463525
,,47.47925
,,47.531375
,,47.566375
,,47.618225
,,47.651975
,,47.70065
,,47.738825
,,47.779275
,,47.874275
,,47.9011
,,47.954
,,47.96835
,,47.98815
,,48.009975
,,48.0353
,,48.051925
,,48.073475
,,48.104475
,,48.12395
,,48.14385
,,48.15795
,,48.2067
,,48.2298
,,48.245125
,,48.3232
,,48.3785
,,48.41945
,,48.4601
,,48.503325
,,48.5402
,,48.584525
,,48.6109
,,48.649025
,,48.667475
,,48.6825
,,48.7092
,,48.741075
,,48.755025
,,48.768675
,,48.789725
,,48.813625
,,48.84565
,,48.884125
,,48.9142
,,48.94795
,,48.988075
,,49.01765
,,49.03615
,,49.06015
,,49.115675
,,49.14495
,,49.1696
,,49.190175
,,49.2119
,,49.2268
,,49.276225
,,49.289925
,,49.328125
,,49.3507
,,49.370325
,,49.39555
,,49.4202
,,49.4454
,,49.478575
,,49.52225
,,49.541775
,,49.56915
,,49.589575
,,49.60755
,,49.6331
,,49.658625
,,49.692225
,,49.71385
,,49.735525
,,49.751175
,,49.7669
,,49.786225
,,49.810975
,,49.84895
,,49.889325
,,49.953675
,,50.01825
,,50.038225
,,50.062925
,,50.085475
,,50.105975
,,50.121
,,50.136025
,,50.151275
,,50.163075
,,50.17455
,,50.2212
,,50.234825
,,50.249275
,,50.2681
,,50.2845
,,50.318375
,,50.409225
,,50.457875
,,50.51005
,,50.5825
,,50.59755
,,50.6138
,,50.638075
,,50.6652
,,50.681775
,,50.69915
,,50.717
,,50.739775
,,50.7724
,,50.809075
,,50.839725
,,50.88725
,,50.92615
,,50.95325
,,51.003075
,,51.032075
,,51.066875
,,51.077175
,,51.087275
,,51.110725
,,51.117375
,,51.1255
,,51.1324
,,51.140225
,,51.167
,,51.2013
,,51.262
,,51.290825
,,51.3188
,,51.4142
,,51.458425
,,51.520175
,,51.5892
,,51.59265
,,51.605
,,51.613775
,,51.676825
,,51.69555
,,51.8161
,,51.87805
,,51.8998
,,51.920325
,,51.9507
,,51.964225
,,51.986575
,,52.004125
,,52.02255
,,52.061575
,,52.082675
,,52.098975
,,52.1314
,,52.1525
,,52.1748
,,52.19725
,,52.227825
,,52.278675
,,52.30995
,,52.351425
,,52.385675
,,52.4415
,,52.49445
,,52.543075
,,52.584975
,,52.6327
,,52.649125
,,52.6688
,,52.682625
,,52.6892
,,52.6993
,,52.71315
,,52.749125
,,52.764675
,,52.784925
,,52.814475
,,52.859475
,,52.9368
,,52.9849
,,52.998625
,,53.022425
,,53.041375
,,53.05835
,,53.06825
,,53.098525
,,53.113825
,,53.140075
,,53.160925
,,53.2014
,,53.224625
,,53.2628
,,53.28495
,,53.3134
,,53.339475
,,53.36375
,,53.38665
,,53.415275
,,53.447075
,,53.515725
,,53.5635
,,53.5931
,,53.633675
,,53.65885
,,53.69055
,,53.705075
,,53.7133
,,53.727775
,,53.75275
,,53.77055
,,53.7919
,,53.829025
,,53.842175
,,53.860125
,,53.887375
,,53.951725
,,53.9871
,,54.018975
,,54.059725
,,54.080175
,,54.122125
,,54.148675
,,54.18615
,,54.2103
,,54.24025
,,54.27255
,,54.3253
,,54.364325
,,54.40175
,,54.4334
,,54.475
,,54.498375
,,54.52875
,,54.542575
,,54.552475
,,54.56465
,,54.577025
,,54.60545
,,54.62355
,,54.681175
,,54.71525
,,54.740375
,,54.7938
,,54.821575
,,54.8351
,,54.850975
,,54.90265
,,54.9208
,,54.96175
,,54.991475
,,55.0352
,,55.067675
,,55.126075
,,55.216175
,,55.2808
,,55.355275
,,55.41375
,,55.46265
,,55.479225
,,55.52615
,,55.537575
,,55.581525
,,55.604725
,,55.623075
,,55.6459
,,55.665525
,,55.68145
,,55.701125
,,55.71975
,,55.734575
,,55.760675
,,55.7908
,,55.82385
,,55.8604
,,55.916475
,,55.96675
,,55.984375
,,55.999975
,,56.00105
,,56.038225
,,56.059575
,,56.09845
,,56.10785
,,56.121
,,56.1381
,,56.176225
,,56.242925
,,56.260725
,,56.27375
,,56.28825
,,56.307275
,,56.3494
,,56.3833
,,56.431325
,,56.47575
,,56.51355
,,56.5462
,,56.606575
,,56.643825
,,56.65505
,,56.6661
,,56.67795
,,56.692525
,,56.70205
,,56.79445
,,56.821075
,,56.83875
,,56.866775
,,56.893325
,,56.99835
,,57.0652
,,57.119275
,,57.157625
,,57.179975
,,57.1972
,,57.210425
,,57.223
,,57.240475
,,57.257325
,,57.273325
,,57.2899
,,57.3015
,,57.3169
,,57.339925
,,57.365775
,,57.3892
,,57.400375
,,57.43375
,,57.4575
,,57.499475
,,57.558375
,,57.582775
,,57.64605
,,57.735175
,,57.794025
,,57.863175
,,57.883725
,,57.9059
,,57.9299
,,57.94575
,,57.95895
,,57.98285
,,57.999725
,,58.0206
,,58.059875
,,58.076525
,,58.105575
,,58.1271
,,58.151375
,,58.1699
,,58.1956
,,58.229125
,,58.256975
,,58.281225
,,58.384175
,,58.441225
,,58.515825
,,58.566225
,,58.594425
,,58.604475
,,58.626275
,,58.633625
,,58.642475
,,58.652725
,,58.66025
,,58.672125
,,58.74615
,,58.7641
,,58.783325
,,58.829525
,,58.86725
,,58.887475
,,58.973625
,,59.023925
,,59.1522
,,59.16995
,,59.183225
,,59.194175
,,59.2163
,,59.24105
,,59.265025
,,59.292925
,,59.327225
,,59.378525
,,59.419825
,,59.505375
,,59.51725
,,59.529575
,,59.549
,,59.56315
,,59.576575
,,59.587625
,,59.6138
,,59.6311
,,59.648075
,,59.668975
,,59.722975
,,59.744925
,,59.762225
,,59.780425
,,59.8223
,,59.88315
,,59.9419
,,59.972275
,,60.024775
,,60.0524
,,60.07745
,,60.09335
,,60.10785
,,60.1216
,,60.1362
,,60.14965
,,60.1613
,,60.17295
,,60.189025
,,60.206375
,,60.23715
,,60.446375
,,60.51115
,,60.542825
,,60.5483
,,60.556025
,,60.563125
,,60.568675
,,60.580625
,,60.591025
,,60.598275
,,60.617775
,,60.641025
,,60.655325
,,60.722275
,,60.822025
,,60.8889
,,60.948075
,,61.009
,,61.022725
,,61.035775
,,61.053925
,,61.0622
,,61.072625
,,61.0918
,,61.11725
,,61.13245
,,61.165475
,,61.1778
,,61.244375
,,61.2934
,,61.328575
,,61.377725
,,61.41315
,,61.434825
,,61.44885
,,61.464225
,,61.4983
,,61.520925
,,61.5426
,,61.56975
,,61.600225
,,61.631075
,,61.684625
,,61.7238
,,61.76745
,,61.821275
,,61.847575
,,61.8611
,,61.910625
,,61.932125
,,61.942675
,,61.9789
,,61.99465
,,62.0083
,,62.0413
,,62.06565
,,62.078275
,,62.092925
,,62.116375
,,62.153525
,,62.1703
,,62.181175
,,62.192875
,,62.20545
,,62.274525
,,62.323225
,,62.3598
,,62.42905
,,62.46535
,,62.486575
,,62.520025
,,62.5389
,,62.557175
,,62.591
,,62.647125
,,62.677975
,,62.72425
,,62.737025
,,62.75715
,,62.779175
,,62.79185
,,62.858325
,,62.892575
,,62.929175
,,62.9805
,,63.0076
,,63.043775
,,63.10445
,,63.12615
,,63.224175
,,63.245725
,,63.318125
,,63.367375
,,63.4154
,,63.5823
,,63.59905
,,63.62345
,,63.63575
,,63.642975
,,63.66635
,,63.686675
,,63.709825
,,63.82935
,,63.843825
,,63.8899
,,63.911075
,,63.932725
,,64.00135
,,64.043925
,,64.076225
,,64.107825
,,64.13325
,,64.154825
,,64.1806
,,64.286375
,,64.341775
,,64.4064
,,64.472425
,,64.487675
,,64.524
,,64.52905
,,64.5612
,,64.574825
,,64.59
,,64.61045
,,64.63545
,,64.703625
,,64.723025
,,64.7448
,,64.77285
,,64.80865
,,64.837475
,,64.88975
,,64.9367
,,64.980125
,,65.038525
,,65.049925
,,65.0807
,,65.10675
,,65.15895
,,65.208825
,,65.2951
,,65.372575
,,65.4147
,,65.4555
,,65.4763
,,65.503375
,,65.513225
,,65.525175
,,65.533275
,,65.54295
,,65.55095
,,65.5726
,,65.62285
,,65.6461
,,65.713025
,,65.735975
,,65.772225
,,65.878225
,,66.049225
,,66.064575
,,66.087275
,,66.103825
,,66.112825
,,66.12785
,,66.1392
,,66.204
,,66.285025
,,66.317575
,,66.368575
,,66.402575
,,66.471575
,,66.484
,,66.5427
,,66.55165
,,66.5591
,,66.576925
,,66.59265
,,66.618025
,,66.675025
,,66.69195
,,66.75115
,,66.7621
,,66.769975
,,66.7779
,,66.8032
,,66.810525
,,66.8264
,,66.86355
,,66.895575
,,66.996225
,,67.0286
,,67.0704
,,67.176
,,67.250275
,,67.36225
,,67.3876
,,67.399925
,,67.410875
,,67.423025
,,67.433025
,,67.44385
,,67.5464
,,67.621675
,,67.646775
,,67.66805
,,67.70005
,,67.7192
,,67.73245
,,67.75705
,,67.778675
,,67.8317
,,67.89725
,,67.9767
,,68.02855
,,68.06915
,,68.0785
,,68.0836
,,68.09165
,,68.1005
,,68.115475
,,68.1235
,,68.1632
,,68.203975
,,68.3218
,,68.3578
,,68.3704
,,68.386625
,,68.399
,,68.41365
,,68.422825
,,68.443825
,,68.457975
,,68.47715
,,68.4935
,,68.5137
,,68.5315
,,68.56325
,,68.585425
,,68.65045
,,68.71305
,,68.7981
,,68.85385
,,68.882225
,,68.909675
,,68.9239
,,68.933225
,,68.944225
,,68.9513
,,68.975725
,,68.98705
,,69.011575
,,69.035225
,,69.056
,,69.076225
,,69.095825
,,69.120325
,,69.159
,,69.2209
,,69.3092
,,69.404125
,,69.45385
,,69.476475
,,69.4933
,,69.52155
,,69.53085
,,69.540825
,,69.560225
,,69.582575
,,69.61035
,,69.629675
,,69.653775
,,69.6709
,,69.704475
,,69.734525
,,69.8762
,,69.901875
,,69.930525
,,69.96465
,,69.988175
,,69.99825
,,70.010725
,,70.025775
,,70.06035
,,70.10935
,,70.14785
,,70.279425
,,70.359575
,,70.413525
,,70.46565
,,70.4947
,,70.503075
,,70.51445
,,70.529175
,,70.544875
,,70.566925
,,70.599
,,70.66045
,,70.6931
,,70.866975
,,70.942925
,,70.9802
,,71.032475
,,71.05995
,,71.0729
,,71.08685
,,71.103375
,,71.120825
,,71.1681
,,71.186925
,,71.22785
,,71.27705
,,71.356125
,,71.38185
,,71.40465
,,71.420125
,,71.437425
,,71.45155
,,71.4976
,,71.526225
,,71.57325
,,71.6125
,,71.7376
,,71.798325
,,71.83945
,,71.894475
,,71.98095
,,72.040875
,,72.0583
,,72.077825
,,72.0883
,,72.098625
,,72.108875
,,72.138625
,,72.14695
,,72.159125
,,72.23145
,,72.2475
,,72.278175
,,72.304575
,,72.325925
,,72.38405
,,72.4089
,,72.445775
,,72.502875
,,72.541525
,,72.587075
,,72.6464
,,72.66035
,,72.678725
,,72.693775
,,72.70585
,,72.718625
,,72.76105
,,72.793125
,,72.829375
,,72.918525
,,73.00245
,,73.0354
,,73.0596
,,73.0901
,,73.10755
,,73.1356
,,73.1564
,,73.1821
,,73.216325
,,73.26095
,,73.285275
,,73.317625
,,73.338525
,,73.376975
,,73.39475
,,73.411725
,,73.4315
,,73.465
,,73.486025
,,73.5078
,,73.532525
,,73.5784
,,73.61785
,,73.6631
,,73.713675
,,73.738375
,,73.748825
,,73.7663
,,73.7804
,,73.791925
,,73.80705
,,73.818425
,,73.8628
,,73.923575
,,73.960225
,,73.994225
,,74.0138
,,74.050475
,,74.0852
,,74.104325
,,74.1264
,,74.146875
,,74.184175
,,74.216625
,,74.2331
,,74.261825
,,74.28335
,,74.304925
,,74.32
,,74.3364
,,74.352075
,,74.3631
,,74.376225
,,74.400575
,,74.45865
,,74.489525
,,74.547575
,,74.585925
,,74.6172
,,74.646475
,,74.682325
,,74.7286
,,74.762375
,,74.8142
,,74.8646
,,74.922875
,,75.042575
,,75.089125
,,75.095775
,,75.108125
,,75.130425
,,75.138825
,,75.153325
,,75.217575
,,75.2367
,,75.266125
,,75.313
,,75.356325
,,75.39655
,,75.44365
,,75.530825
,,75.56435
,,75.6008
,,75.654125
,,75.7171
,,75.7803
,,75.856375
,,75.909125
,,75.957575
,,75.9726
,,75.9865
,,76.00375
,,76.02985
,,76.04685
,,76.0626
,,76.076375
,,76.091475
,,76.109425
,,76.138775
,,76.2004
,,76.26765
,,76.289075
,,76.3182
,,76.3323
,,76.348025
,,76.36145
,,76.37245
,,76.38285
,,76.3967
,,76.413075
,,76.4411
,,76.4729
,,76.549775
,,76.58135
,,76.625975
,,76.637925
,,76.661775
,,76.71095
,,76.801425
,,76.87835
,,76.9443
,,76.957025
,,76.973775
,,76.993
,,77.01525
,,77.024525
,,77.04285
,,77.097475
,,77.1671
,,77.230775
,,77.27595
,,77.35965
,,77.56035
,,77.6106
,,77.698975
,,77.73
,,77.748025
,,77.76665
,,77.8102
,,77.88665
,,77.945175
,,77.998175
,,78.0129
,,78.034425
,,78.0566
,,78.083425
,,78.109225
,,78.137775
,,78.1989
,,78.217825
,,78.2333
,,78.259825
,,78.280875
,,78.3057
,,78.326075
,,78.34895
,,78.376675
,,78.3986
,,78.421725
,,78.4462
,,78.4818
,,78.536425
,,78.640125
,,78.673825
,,78.7151
,,78.732475
,,78.748125
,,78.76515
,,78.777175
,,78.791675
,,78.800025
,,78.811625
,,78.822425
,,78.8326
,,78.8512
,,78.8946
,,78.930325
,,78.97805
,,79.0391
,,79.095475
,,79.1252
,,79.178525
,,79.194025
,,79.208175
,,79.21635
,,79.227
,,79.251825
,,79.2612
,,79.280525
,,79.291125
,,79.303025
,,79.351025
,,79.369625
,,79.407825
,,79.5404
,,79.577575
,,79.628225
,,79.6884
,,79.719875
,,79.7477
,,79.75735
,,79.76775
,,79.776675
,,79.78795
,,79.806425
,,79.816625
,,79.8386
,,79.847125
,,79.856375
,,79.868175
,,79.87855
,,79.89875
,,79.922525
,,79.935575
,,79.959575
,,79.975675
,,79.99045
,,80.022975
,,80.0554
,,80.0954
,,80.12785
,,80.16615
,,80.231275
,,80.25505
,,80.272675
,,80.29575
,,80.3065
,,80.314125
,,80.360675
,,80.37345
,,80.385225
,,80.4055
,,80.423575
,,80.44325
,,80.469025
,,80.478475
,,80.496825
,,80.51375
,,80.5929
,,80.638025
,,80.669525
,,80.703125
,,80.738075
,,80.763725
,,80.795
,,80.819425
,,80.83425
,,80.8506
,,80.88035
,,80.88885
,,80.899725
,,80.919
,,80.943775
,,80.975025
,,81.006475
,,81.063525
,,81.111825
,,81.14895
,,81.1798
,,81.192175
,,81.225275
,,81.238525
,,81.28975
,,81.3041
,,81.336225
,,81.376375
,,81.39455
,,81.4204
,,81.4815
,,81.549475
,,81.59385
,,81.6755
,,81.72805
,,81.804025
,,81.866825
,,81.9105
,,81.92675
,,81.943275
,,81.950675
,,81.96155
,,81.9682
,,81.9742
,,81.98325
,,81.988925
,,82.00795
,,82.016375
,,82.025675
,,82.0948
,,82.1054
,,82.22325
,,82.243475
,,82.29045
,,82.39705
,,82.437175
,,82.4469
,,82.4674
,,82.482175
,,82.500375
,,82.52645
,,82.560725
,,82.655925
,,82.689975
,,82.761225
,,82.79205
,,82.82255
,,82.890325
,,82.9124
,,82.96625
,,82.996175
,,83.03545
,,83.05315
,,83.09365
,,83.10885
,,83.123175
,,83.13655
,,83.15075
,,83.162075
,,83.19565
,,83.243625
,,83.28065
,,83.296025
,,83.318275
,,83.351075
,,83.3679
,,83.3804
,,83.441
,,83.4967
,,83.5317
,,83.579575
,,83.61695
,,83.662925
,,83.7361
,,83.749175
,,83.76355
,,83.771575
,,83.803575
,,83.81445
,,83.838875
,,83.86465
,,83.9027
,,83.945075
,,83.99235
,,84.064425
,,84.098425
,,84.1113
,,84.123075
,,84.13415
,,84.1437
,,84.173725
,,84.2005
,,84.2119
,,84.283325
,,84.302075
,,84.34715
,,84.3858
,,84.4456
,,84.584325
,,84.61635
,,84.641275
,,84.692075
,,84.752525
,,84.820825
,,84.8414
,,84.85245
,,84.863775
,,84.8858
,,84.89775
,,84.908675
,,84.93015
,,84.9834
,,85.045575
,,85.117075
,,85.224125
,,85.28735
,,85.313075
,,85.342625
,,85.3681
,,85.376525
,,85.387375
,,85.401925
,,85.4275
,,85.449175
,,85.480025
,,85.492925
,,85.5072
,,85.5184
,,85.532275
,,85.5415
,,85.550725
,,85.5792
,,85.60625
,,85.636075
,,85.657025
,,85.6748
,,85.6895
,,85.703275
,,85.72795
,,85.762325
,,85.7971
,,85.815525
,,85.85555
,,85.89215
,,85.942
,,85.990675
,,86.07405
,,86.107825
,,86.155675
,,86.19165
,,86.201725
,,86.21565
,,86.226125
,,86.241475
,,86.256775
,,86.279525
,,86.320325
,,86.351325
,,86.3781
,,86.4907
,,86.52635
,,86.661525
,,86.678225
,,86.7398
,,86.766525
,,86.80865
,,86.85085
,,86.893275
,,86.9331
,,86.977625
,,87.0044
,,87.023725
,,87.038175
,,87.048775
,,87.189075
,,87.236075
,,87.374575
,,87.395125
,,87.414475
,,87.452025
,,87.465025
,,87.480125
,,87.495175
,,87.50785
,,87.538625
,,87.574225
,,87.65115
,,87.7103
,,87.757475
,,87.79665
,,87.81795
,,87.83665
,,87.848175
,,87.8615
,,87.874725
,,87.884275
,,87.904425
,,87.927575
,,87.948625
,,87.97625
,,88.110925
,,88.18375
,,88.260975
,,88.280925
,,88.3053
,,88.315275
,,88.324925
,,88.351175
,,88.361425
,,88.368425
,,88.373975
,,88.402675
,,88.41445
,,88.444475
,,88.4593
,,88.523425
,,88.5492
,,88.568875
,,88.656125
,,88.673325
,,88.71235
,,88.76075
,,88.774675
,,88.789825
,,88.809725
,,88.832925
,,88.882825
,,88.910775
,,88.95385
,,88.988575
,,89.008525
,,89.0316
,,89.054575
,,89.0895
,,89.10125
,,89.1158
,,89.133925
,,89.1837
,,89.20435
,,89.302525
,,89.352675
,,89.393625
,,89.4819
,,89.4983
,,89.544375
,,89.5624
,,89.576925
,,89.611675
,,89.62415
,,89.664025
,,89.6855
,,89.72695
,,89.773
,,89.82375
,,89.86725
,,89.89025
,,89.913
,,89.9293
,,89.952925
,,89.97115
,,90.022725
,,90.0588
,,90.100475
,,90.198775
,,90.2496
,,90.286375
,,90.311525
,,90.3301
,,90.34205
,,90.355875
,,90.365975
,,90.375775
,,90.387525
,,90.461075
,,90.488525
,,90.514425
,,90.578575
,,90.60795
,,90.681475
,,90.755975
,,90.82085
,,90.8783
,,90.896225
,,90.910175
,,90.922925
,,90.93705
,,90.951075
,,90.96195
,,91.00665
,,91.025675
,,91.0806
,,91.1216
,,91.15175
,,91.1723
,,91.216
,,91.303525
,,91.346025
,,91.3688
,,91.386575
,,91.3978
,,91.413175
,,91.450025
,,91.49
,,91.54175
,,91.609875
,,91.683375
,,91.74935
,,91.80695
,,91.898225
,,91.9394
,,91.95125
,,91.96555
,,91.9748
,,91.983425
,,91.995025
,,92.00125
,,92.0741
,,92.10605
,,92.12965
,,92.25675
,,92.300425
,,92.387475
,,92.43115
,,92.46145
,,92.482775
,,92.51265
,,92.57305
,,92.61255
,,92.65195
,,92.678325
,,92.80505
,,92.855075
,,92.87545
,,92.891425
,,92.94415
,,92.9855
,,93.02315
,,93.04565
,,93.070475
,,93.10235
,,93.14725
,,93.174225
,,93.248025
,,93.26955
,,93.28335
,,93.344575
,,93.430825
,,93.452625
,,93.4914
,,93.59915
,,93.624225
,,93.6596
,,93.68735
,,93.766725
,,93.828925
,,93.9201
,,93.954725
,,93.990875
,,94.03305
,,94.05195
,,94.058325
,,94.069875
,,94.080725
,,94.0919
,,94.10485
,,94.122325
,,94.14075
,,94.164075
,,94.179175
,,94.3244
,,94.3753
,,94.4385
,,94.474975
,,94.501375
,,94.510125
,,94.52935
,,94.552875
,,94.588
,,94.628425
,,94.684475
,,94.755625
,,94.834125
,,94.9372
,,94.97255
,,95.020775
,,95.05755
,,95.07025
,,95.083225
,,95.093975
,,95.152
,,95.206875
,,95.245925
,,95.258825
,,95.272
,,95.288925
,,95.29955
,,95.338025
,,95.57625
,,95.668375
,,95.812775
,,95.837975
,,95.859475
,,95.905625
,,95.93615
,,95.95115
,,96.018525
,,96.03585
,,96.069225
,,96.1169
,,96.15825
,,96.208825
,,96.260725
,,96.284275
,,96.3194
,,96.353925
,,96.381825
,,96.396175
,,96.412
,,96.422875
,,96.435375
,,96.46035
,,96.500175
,,96.60115
,,96.662325
,,96.676325
,,96.696675
,,96.749725
,,96.790025
,,96.816225
,,96.85135
,,96.902925
,,96.922625
,,96.9623
,,97.012575
,,97.034925
,,97.06125
,,97.08845
,,97.129575
,,97.164175
,,97.283225
,,97.35245
,,97.39275
,,97.41545
,,97.4302
,,97.4516
,,97.46095
,,97.482125
,,97.50075
,,97.54515
,,97.59265
,,97.615325
,,97.635675
,,97.66215
,,97.684025
,,97.7158
,,97.77155
,,97.82685
,,97.866125
,,97.92405
,,97.95555
,,98.004925
,,98.136
,,98.1789
,,98.206275
,,98.230075
,,98.261075
,,98.28845
,,98.29905
,,98.311275
,,98.3278
,,98.33815
,,98.359775
,,98.391025
,,98.4053
,,98.443225
,,98.47605
,,98.499975
,,98.592875
,,98.636175
,,98.68415
,,98.7441
,,98.825475
,,98.871075
,,98.8828
,,98.89635
,,98.9318
,,98.9468
,,98.962225
,,98.974325
,,99.00125
,,99.01895
,,99.05415
,,99.085825
,,99.164675
,,99.23265
,,99.32605
,,99.344825
,,99.36255
,,99.375775
,,99.383625
,,99.4157
,,99.428125
,,99.567925
,,99.59755
,,99.629675
,,99.666975
,,99.724425
,,99.760825
,,99.842375
,,99.8838
,,99.899175
,,99.924475
,,99.95635
,,100.006525
,,100.046575
,,100.125025
,,100.170175
,,100.223925
,,100.241325
,,100.2585
,,100.2895
,,100.310875
,,100.323
,,100.37395
,,100.394475
,,100.411825
,,100.47
,,100.55105
,,100.5928
,,100.626675
,,100.668175
,,100.692575
,,100.706075
,,100.72395
,,100.751
,,100.765725
,,100.81685
,,100.854475
,,100.953225
,,101.0115
,,101.03515
,,101.1421
,,101.152875
,,101.193575
,,101.232675
,,101.315925
,,101.35665
,,101.3779
,,101.454475
,,101.46895
