SPK_SPKC02a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC15a
3711.158,3707.346875,3763.3802,3712.9251,3707.509875
3711.27495,3707.3917,3764.26155,3712.964275,3707.53935
3711.34395,3707.452025,3764.7366,3713.0049,3707.5622
3711.396525,3707.482175,3765.514,3713.047525,3707.58695
3711.445125,3707.50985,3765.5779,3713.1473,3707.6161
3711.4808,3707.539325,3765.708625,3713.212875,3707.67575
3711.565875,3707.5547,3765.883325,3713.26245,3707.725125
3711.61685,3707.5622,3766.09325,3713.30555,3707.75135
3711.67375,3707.61375,3766.28655,3713.3452,3707.78415
3711.781,3707.6161,3766.702775,3713.410925,3707.8078
3711.83095,3707.648,3766.794475,3713.460525,3707.840075
3711.86485,3707.67575,3767.798725,3713.4954,3707.884675
3711.89795,3707.7251,3768.9389,3713.51285,3707.91945
3711.932125,3707.751325,3769.3805,3713.599175,3707.9687
3711.99075,3707.8078,3769.5465,3713.676175,3708.020575
3712.057425,3707.840075,3770.027525,3713.7133,3708.0714
3712.11975,3707.884675,3771.34655,3713.747625,3708.101875
3712.16915,3707.91945,3771.53265,3713.8029,3708.124725
3712.21735,3707.968675,3771.901075,3713.843775,3708.150975
3712.2591,3708.020575,3772.0116,3713.894225,3708.188275
3712.292225,3708.0714,3772.264075,3713.95405,3708.2182
3712.332025,3708.101875,3773.0288,3713.998075,3708.238875
3712.373575,3708.1247,3773.6768,3714.0541,3708.284925
3712.413325,3708.15095,3774.067625,3714.121725,3708.3607
3712.46285,3708.15915,3774.898625,3714.167125,3708.387275
3712.532775,3708.187075,3775.034675,3714.211,3708.410375
3712.6031,3708.18825,3775.19005,3714.251275,3708.433925
3712.6446,3708.2182,3775.296025,3714.29165,3708.46565
3712.681125,3708.238875,3776.347175,3714.611525,3708.497875
3712.781725,3708.284925,3776.378525,3714.652825,3708.52275
3712.816275,3708.3607,3776.547375,3714.696325,3708.550875
3712.85935,3708.38725,3776.75725,3714.7378,3708.5789
3712.9031,3708.410375,3777.109,3714.773575,3708.6081
3712.9251,3708.433925,3777.133975,3714.851075,3708.641975
