SPK_SPKC05c (inhi),SPK_SPKC08a (no opto-tagging),SPK_SPKC09a (no response),SPK_SPKC13a (exc)
345.113075,314.288775,327.50005,319.312825
345.1363,314.32775,327.52725,319.3416
345.41165,314.39215,327.541225,319.3778
345.482175,314.536475,327.555775,319.385025
345.53645,314.547725,327.5647,319.401775
345.647825,314.596425,327.582425,319.4741
345.725625,314.6112,327.59535,319.5397
345.86925,314.656825,327.611225,319.6575
346.027775,314.695075,327.617575,319.797
346.078625,314.71225,327.627075,319.826825
346.122825,314.81175,327.647775,319.8458
346.127875,314.823425,327.66985,320.027175
346.152425,314.84415,327.709575,320.049975
346.212325,314.8511,327.7387,320.0857
346.267675,314.864475,327.750975,320.120375
346.357775,314.897125,327.76865,320.222125
346.4308,314.93105,327.796725,320.252075
346.4441,314.95985,327.8755,320.273575
346.585125,315.05765,327.90325,320.297225
346.613325,315.1371,327.916725,320.32115
346.736925,315.17065,327.93015,320.393775
346.73895,315.33685,328.012525,320.418075
346.74945,315.3671,328.054925,320.445225
346.910425,315.447825,328.10325,320.507475
346.9292,315.600075,328.138325,320.541925
346.958475,315.710275,328.184675,320.576425
347.0454,315.746275,328.192925,320.600425
347.1045,315.772925,328.197275,320.650725
347.17025,315.9152,328.215775,320.674425
347.1876,315.98065,328.25385,320.685525
347.2044,316.0325,328.31435,320.8067
347.214675,316.10835,328.404775,320.83195
347.392625,316.2764,328.55965,320.8952
347.484625,316.4,328.592275,320.92045
347.637125,316.43565,328.64665,320.96755
347.659875,316.46865,328.7475,321.141575
347.717425,316.5314,328.78485,321.163775
347.83845,316.584325,328.806,321.214775
347.9904,316.6556,328.8376,321.25425
348.076325,316.771575,328.888125,321.320175
348.0816,316.9044,328.929175,321.46335
348.124725,316.964925,328.962975,321.554975
348.332475,317.04315,329.09905,321.5798
348.49535,317.095375,329.19115,321.69255
348.4985,317.26795,329.380575,321.7378
348.507725,317.377275,329.4265,321.770775
348.5533,317.48055,329.46265,321.79045
348.57275,317.655375,329.590825,321.84275
348.7247,317.805275,329.660825,321.915725
348.78085,317.8362,329.70855,321.931625
348.8892,318.100125,329.744725,321.986075
348.98105,318.163825,329.753475,322.080375
349.01925,318.269875,329.7659,322.114625
349.139175,318.344575,329.806225,322.16305
349.29365,318.405925,330.0393,322.190775
349.5073,318.4199,330.0529,322.265775
349.6311,318.444825,330.12275,322.2993
349.64715,318.5047,330.245675,322.360325
349.6538,318.7805,330.3186,322.38375
349.93715,318.83665,330.407325,322.4451
349.955675,319.08085,330.43705,322.479125
350.078275,319.257825,330.46575,322.490625
350.10015,319.40165,330.507975,322.5223
350.168875,319.404775,330.571625,322.5854
350.193775,319.522825,330.619425,322.70995
350.32205,319.73465,330.696175,322.7889
350.343625,320.00185,330.7473,322.796775
350.368525,320.181575,330.76375,322.8561
350.453675,320.378225,330.7972,322.887075
350.4949,320.650625,330.9074,322.8974
350.53395,320.823675,331.0471,322.922775
350.723825,320.91075,331.059975,322.956725
350.745825,321.330125,331.065025,323.025925
350.81465,321.337125,331.102775,323.11075
351.029975,321.95695,331.13915,323.21685
351.0501,322.278025,331.29355,323.2798
351.0787,323.25425,331.408975,323.410075
351.127175,323.458675,331.478725,323.430975
351.14535,323.478075,331.650475,323.45065
351.1521,323.63795,331.706825,323.47295
351.1697,323.6396,331.80555,323.4939
351.39145,323.651575,331.906225,323.579125
351.5057,323.66785,332.063,323.68595
351.80745,323.771175,332.075625,323.74115
351.889725,323.7734,332.096075,323.747725
351.9235,323.8644,332.111825,323.79555
352.098775,323.8709,332.1654,323.8961
352.152625,324.122125,332.35165,323.9807
352.307175,324.161025,332.38195,324.06525
352.401125,324.200875,332.4267,324.1022
352.410675,324.254075,332.652775,324.146825
352.5029,324.305275,332.758975,324.17925
352.506125,324.348225,333.064975,324.214125
352.53385,324.396175,333.2277,324.246525
352.60085,324.52445,333.513475,324.27315
352.612925,324.595675,333.5397,324.29105
352.63525,325.2054,333.5605,324.573075
352.667825,325.26575,333.72755,324.75765
352.744,325.326225,333.780375,324.7817
352.883025,325.500975,334.057875,324.808225
352.8848,325.57525,334.2953,324.838225
352.905025,325.633275,334.440925,324.877425
352.988875,325.68525,334.5988,324.8878
353.00755,325.716125,334.66225,324.9313
353.063375,325.896125,334.668775,325.00345
353.12425,326.07985,334.6812,325.04245
353.1662,326.22445,334.7071,325.0557
353.175425,326.24265,334.7144,325.075825
353.20535,326.387,334.7595,325.16435
353.352775,326.535425,334.832,325.257975
353.481625,326.551,334.96235,325.2978
353.51525,326.5717,335.15605,325.39145
353.570425,326.629925,335.288925,325.5296
353.592225,326.6485,335.320525,325.6062
353.6033,326.7308,335.378825,325.673725
353.7597,326.7807,335.573075,325.704525
353.77965,326.799125,335.81,325.88535
353.903,326.81175,335.844725,325.935325
353.9919,326.8229,335.849025,325.962175
354.011025,326.830325,335.854325,325.97815
354.068475,326.8568,335.873725,326.021975
354.1845,326.908025,335.8905,326.0664
354.195,326.9455,335.899525,326.1855
354.281275,326.973575,335.90225,326.20935
354.292475,327.009125,335.9144,326.25085
354.372075,327.058875,335.9475,326.2827
354.386775,327.098325,335.979425,326.320025
354.40585,327.137925,335.98595,326.3609
354.418125,327.170675,335.992175,326.4173
354.531775,327.212275,336.002425,326.4583
354.585075,327.226725,336.027525,326.489325
354.67515,327.343725,336.0616,326.534625
354.702425,327.407025,336.0709,326.555575
354.705375,327.44615,336.08445,326.646225
354.784875,327.512125,336.0975,326.742975
354.79695,327.51825,336.10665,326.76855
354.896875,327.631925,336.114975,326.875275
354.912075,327.641225,336.125825,326.898325
354.9393,327.661525,336.14375,326.90845
354.986975,327.686325,336.14835,327.033975
354.99905,327.73665,336.1555,327.12695
355.012875,327.768775,336.1621,327.145775
355.0218,327.770425,336.1698,327.17515
355.08625,327.7915,336.176125,327.18575
355.153575,327.8161,336.19555,327.26655
355.236225,327.843275,336.207075,327.2803
355.311825,327.8658,336.219175,327.315475
355.457925,327.884975,336.226025,327.33135
355.459625,327.90695,336.2371,327.366675
355.538775,327.914875,336.24685,327.436725
355.56865,327.92925,336.253525,327.546175
355.6662,327.955925,336.26145,327.570175
355.678325,327.9863,336.2784,327.63715
355.708375,328.021175,336.29375,327.69635
355.738975,328.1023,336.3085,327.697525
355.783975,328.109375,336.31855,327.7427
355.8137,328.131225,336.3297,327.768275
355.8678,328.156175,336.338975,327.827575
355.937775,328.206075,336.410275,327.84375
356.209325,328.234275,336.459675,327.858075
356.2443,328.26345,336.484725,327.9303
356.335425,328.318225,336.613975,327.9685
356.4216,328.345025,336.637625,328.0084
356.51695,328.373425,336.647575,328.0381
356.536775,328.375375,336.652925,328.05915
356.6129,328.392425,336.68005,328.0805
356.685425,328.40195,336.6916,328.123175
356.796,328.419275,336.694,328.1825
356.863375,328.429,336.7017,328.203825
356.87615,328.4408,336.71205,328.2551
356.879675,328.462725,336.767675,328.39905
357.27495,328.53595,336.80495,328.43255
357.289925,328.5832,336.852525,328.453975
357.39085,328.6289,336.9187,328.462925
357.400175,328.671625,336.922825,328.506225
357.4108,328.69865,336.939525,328.564775
357.492925,328.81385,336.95445,328.5879
357.512225,328.8377,336.97355,328.656125
357.598475,328.874275,337.007375,328.707225
357.668175,328.883875,337.01675,328.71735
357.705025,328.911875,337.042875,328.73085
357.712275,328.950775,337.0645,328.762225
357.806275,328.96495,337.086425,328.779775
357.818725,328.98245,337.09675,328.81415
358.01725,328.99755,337.10625,328.895575
358.07705,329.02775,337.12345,328.9126
358.1178,329.04615,337.12895,328.948675
358.137475,329.058325,337.134475,328.9988
358.19585,329.0699,337.14655,329.013625
358.217575,329.1311,337.156975,329.051825
358.260475,329.3294,337.160075,329.09695
358.2805,329.369,337.164925,329.411375
358.318775,329.38665,337.170875,329.425875
358.32675,329.435125,337.1824,329.49635
358.334925,329.5163,337.192825,329.51465
358.3434,329.519625,337.198225,329.559
358.464675,329.5362,337.220425,329.5665
358.566675,329.568225,337.226825,329.6051
358.596,329.602225,337.2557,329.732175
358.773275,329.621025,337.260925,329.776075
358.79405,329.6334,337.298225,329.8001
358.80625,329.7123,337.343925,329.81715
358.808975,329.7401,337.431725,329.854025
358.95865,329.7901,337.449425,329.943975
359.024675,329.8094,337.4992,329.96815
359.062725,329.855425,337.530775,329.9916
359.183575,329.856425,337.543925,330.061025
359.324525,329.8727,337.55425,330.117325
359.41155,329.886075,337.56405,330.228
359.41925,329.9042,337.60105,330.251625
359.48305,329.936825,337.628525,330.271875
359.693975,329.95675,337.638075,330.43425
359.695025,329.971675,337.652575,330.48385
359.723775,329.9887,337.66595,330.56215
359.7669,330.016925,337.68115,330.6199
359.79825,330.0577,337.6914,330.703125
359.8286,330.07835,337.70155,330.7417
359.892175,330.105275,337.7167,330.764475
359.9276,330.12585,337.733025,330.780075
360.15205,330.13935,337.742175,330.797125
360.17405,330.208525,337.749525,330.821575
360.191325,330.233825,337.805975,330.8559
360.24095,330.25895,337.81815,330.901275
360.3045,330.2786,337.82695,330.903175
360.37465,330.3195,337.835675,331.02975
360.39905,330.337275,337.851825,331.055025
360.452975,330.364225,337.85775,331.12185
360.53715,330.434925,337.870075,331.143575
360.554725,330.4825,337.875725,331.2632
360.63005,330.539425,337.9246,331.26575
360.640375,330.563,338.0421,331.322275
360.731475,330.607,338.094525,331.33585
360.9138,330.626675,338.117125,331.41465
360.9539,330.645225,338.13125,331.466325
360.996,330.661,338.144275,331.54955
361.00355,330.729225,338.168325,331.5706
361.0226,330.761125,338.201275,331.626375
361.047325,330.782075,338.2449,331.649125
361.07485,330.804375,338.27175,331.708075
361.109975,330.888775,338.28755,331.805925
361.33285,330.9219,338.3163,331.81935
361.3881,330.9393,338.325825,331.92255
361.426625,330.9977,338.35005,331.971475
361.499325,331.000125,338.426475,332.0812
361.6568,331.01945,338.468225,332.11225
361.72995,331.02955,338.484875,332.128575
361.79805,331.0535,338.491875,332.233825
361.8221,331.0761,338.661775,332.24785
361.84665,331.079725,338.6857,332.2966
362.0854,331.100925,338.69345,332.3139
362.098775,331.132325,338.732,332.325075
362.40905,331.21425,338.86485,332.344475
362.436875,331.360675,338.887525,332.41115
362.549775,331.380175,338.9109,332.43175
362.6173,331.388675,338.939,332.4843
362.6349,331.433975,338.965975,332.5441
362.7607,331.6263,338.985775,332.58745
362.7687,331.655425,339.02725,332.63295
362.776225,331.692825,339.08345,332.702525
362.801625,331.7251,339.13865,332.727375
362.944575,331.77555,339.1677,332.776525
363.146,331.87565,339.19585,332.800875
363.147125,331.92165,339.220075,332.821775
363.192925,331.9585,339.2536,332.8455
363.318675,331.976975,339.28505,332.871275
363.41415,332.004775,339.295725,332.93625
363.52755,332.064875,339.328275,332.9474
363.54835,332.1901,339.3769,332.98055
363.574975,332.20595,339.387375,333.0916
363.61735,332.231325,339.434925,333.26455
363.636725,332.27385,339.4738,333.294175
363.642,332.291925,339.607775,333.357625
363.659975,332.30985,339.80145,333.406825
363.767225,332.331575,339.91665,333.438625
363.885025,332.353,339.98955,333.605825
363.95845,332.380375,340.031275,333.699925
364.10715,332.452925,340.314175,333.72375
364.14425,332.508675,340.5801,333.730275
364.24705,332.5491,340.619175,333.732875
364.3144,332.5871,340.641525,333.76755
364.36285,332.6517,340.65685,333.820625
364.482025,332.672675,340.676175,333.8528
364.537,332.68095,340.699175,333.885325
364.64805,332.934525,340.7237,333.93185
364.847075,333.07355,340.759575,333.946075
364.8786,333.0813,340.768825,334.035775
364.89835,333.23705,340.784575,334.060025
364.93285,333.3533,340.80825,334.101425
364.95045,333.40655,340.8547,334.122225
365.0588,333.619925,340.86615,334.22185
365.071025,333.66225,340.9545,334.2506
365.12185,333.70765,341.012,334.303075
365.1627,333.867825,341.076325,334.332875
365.1879,333.8767,341.11435,334.38565
365.237325,333.9047,341.13715,334.4054
365.28675,333.96155,341.1704,334.441075
365.2881,334.03395,341.180325,334.4763
365.309325,334.0619,341.183875,334.5385
365.348525,334.0875,341.1946,334.564925
365.363225,334.108875,341.205525,334.661
365.38465,334.138925,341.21315,334.718425
365.409275,334.180925,341.23555,334.803575
365.443275,334.26075,341.34065,334.8354
365.5191,334.316275,341.42865,334.924625
365.575275,334.330325,341.55465,335.019375
365.598675,334.36815,341.57575,335.048875
365.634925,334.39615,341.746775,335.1066
365.650825,334.42425,341.88295,335.131975
365.66335,334.533225,341.94555,335.22425
365.708525,334.69835,341.975425,335.246
365.841775,334.770975,342.01185,335.309275
365.886375,334.793775,342.058825,335.345525
365.908775,334.8457,342.10655,335.4215
365.929025,334.97705,342.334325,335.42655
365.97305,335.003225,342.42965,335.4434
366.047825,335.008925,342.467275,335.46875
366.08625,335.02465,342.5099,335.503875
366.102,335.081025,342.672475,335.542225
366.298975,335.159675,342.8115,335.545575
366.322275,335.3784,342.86035,335.57425
366.3678,335.406825,343.02895,335.6338
366.3695,335.5172,343.471225,335.72585
366.390775,335.7035,343.681625,335.812625
366.575025,335.715225,343.7028,335.8557
366.59315,335.720775,343.74355,335.883
366.62135,335.73345,344.074575,335.904
366.6451,335.79465,344.41125,335.9402
366.706425,335.8068,344.78735,336.1444
366.81815,335.832775,344.8672,336.185925
366.836325,335.858225,344.98175,336.241125
366.9936,335.861,345.021925,336.28875
367.020125,335.893325,345.148525,336.316325
367.04175,335.9271,345.163425,336.3457
367.10295,336.029825,345.165975,336.4166
367.10815,336.060575,345.191825,336.58415
367.1473,336.07805,345.211975,336.714675
367.15505,336.096675,345.258875,336.7617
367.1772,336.115725,345.276075,336.77195
367.234275,336.129875,345.346225,336.860375
367.248375,336.151375,345.35655,336.873875
367.483825,336.156075,345.36975,336.88495
367.4918,336.178175,345.38555,336.89785
367.7231,336.185775,345.410225,337.02585
367.749125,336.213175,345.4253,337.161125
367.759525,336.23185,345.433925,337.174375
367.823875,336.249175,345.503275,337.468475
367.87645,336.259425,345.5213,337.498075
367.9622,336.286475,345.53,337.52495
368.010625,336.307375,345.547625,337.588575
368.079725,336.33845,345.57495,337.59565
368.114275,336.343375,345.6036,337.76465
368.23515,336.41435,345.636975,337.76625
368.3702,336.45075,345.754425,337.7818
368.3819,336.482925,345.76145,337.83455
368.44705,336.49685,345.770975,337.883
368.5992,336.5128,345.787225,337.90355
368.6506,336.547075,345.8099,337.944925
368.670475,336.565175,345.823825,337.994825
368.74925,336.6064,345.854775,338.045925
368.77465,336.678225,345.8758,338.112725
368.892375,336.709075,345.923675,338.15025
368.95275,336.73325,346.043625,338.210425
369.012925,336.7585,346.053225,338.234525
369.021175,336.811525,346.125825,338.258225
369.1463,336.904625,346.25005,338.30125
369.1528,336.949375,346.338925,338.3049
369.17525,336.994675,346.40915,338.310475
369.205925,337.024175,346.477525,338.3141
369.262575,337.031075,346.5408,338.38335
369.2889,337.044425,346.576975,338.47595
369.301475,337.0575,346.59495,338.526175
369.348475,337.0877,346.618775,338.53365
369.414275,337.1086,346.680325,338.55235
369.50315,337.2157,346.717075,338.576675
369.56735,337.2638,346.75515,338.69055
369.6344,337.315225,346.89185,338.730625
369.72615,337.3341,347.034,338.74365
369.770475,337.37945,347.072075,338.755475
369.8368,337.428725,347.148025,338.763375
369.8628,337.454425,347.25975,338.829925
369.911975,337.468425,347.4234,338.883775
369.96145,337.483225,347.44665,339.0687
370.01475,337.4969,347.4646,339.081375
370.031375,337.5171,347.484725,339.112925
370.167525,337.54705,347.51485,339.23365
370.1989,337.58715,347.554525,339.2929
370.342,337.5996,347.595175,339.30665
370.434875,337.634925,347.622025,339.409125
370.449,337.6497,347.649375,339.43515
370.5067,337.68225,347.664625,339.505575
370.5919,337.692825,347.683375,339.552525
370.70065,337.7138,347.763075,339.580125
370.735325,337.767225,347.793825,339.67535
370.805,337.780025,347.846975,339.6968
370.8099,337.810925,347.99165,339.71955
370.939575,337.853975,348.1204,339.753075
371.049525,337.864075,348.3418,339.949175
371.1281,337.88845,348.36275,339.960125
371.23785,337.909825,348.545975,340.0132
371.283725,337.918875,348.618025,340.0351
371.287025,337.9365,348.656425,340.08805
371.362225,337.966525,348.6892,340.108125
371.466025,337.980775,348.730275,340.126125
371.4787,338.0321,348.7911,340.147175
371.572625,338.11875,348.804925,340.19745
371.6028,338.143475,348.811375,340.222325
371.6507,338.203075,348.826675,340.299875
371.7025,338.245375,348.8371,340.372725
371.7531,338.26065,348.84545,340.377475
371.768225,338.289075,348.85445,340.4378
371.78985,338.3525,348.86905,340.49375
371.8307,338.4115,348.91475,340.525875
371.888375,338.41285,348.9513,340.57545
372.195475,338.44495,348.972475,340.62535
372.37045,338.453125,349.026475,340.63305
372.451125,338.46465,349.044525,340.644025
372.480475,338.478425,349.10405,340.678125
372.502975,338.488175,349.1818,340.72165
372.588875,338.520825,349.235225,340.74005
372.632575,338.539975,349.286775,340.754125
372.654375,338.5569,349.316825,340.757975
372.666525,338.5847,349.356775,340.774175
372.6806,338.6114,349.3816,340.779
372.757,338.62735,349.41675,340.796975
372.9261,338.64215,349.432025,340.948375
372.9366,338.658325,349.43855,340.962375
372.942925,338.67305,349.447925,340.984975
372.95855,338.686075,349.45455,341.012675
373.008025,338.697775,349.4671,341.045775
373.0811,338.70965,349.473275,341.079225
373.09075,338.7203,349.480375,341.168675
373.202525,338.7416,349.497225,341.20565
373.259375,338.7597,349.50305,341.2526
373.3338,338.774275,349.51415,341.327175
373.34045,338.788125,349.5217,341.33935
373.672875,338.8197,349.544425,341.36315
373.78325,338.9593,349.585325,341.409275
373.854375,338.974525,349.621675,341.501125
373.86395,339.009075,349.63455,341.523825
373.875575,339.0282,349.664175,341.60245
373.994475,339.0532,349.68465,341.66715
374.173275,339.068375,349.691525,341.75385
374.23775,339.08005,349.6956,341.796925
374.2592,339.103775,349.726975,341.8204
374.304575,339.1185,349.764625,341.84125
374.38575,339.13965,349.81885,341.87555
374.483325,339.159275,349.830875,341.8977
374.502,339.35,349.8532,341.9234
374.61595,339.367075,349.862475,341.97495
374.694475,339.3904,349.878875,342.21385
374.7356,339.405825,349.927225,342.237975
374.773625,339.431975,349.94155,342.294875
374.7966,339.469075,349.958675,342.361875
374.84195,339.496225,349.989875,342.38745
374.89535,339.575125,350.057775,342.489075
375.2013,339.61145,350.078575,342.5202
375.25165,339.645625,350.105075,342.5432
375.294575,339.701225,350.1325,342.590125
375.557525,339.73315,350.173025,342.6447
375.601425,339.78105,350.20365,342.668375
375.696875,339.844375,350.257075,342.681275
375.730825,339.8649,350.293375,342.69475
375.74935,339.883525,350.352075,342.731475
375.84045,339.9124,350.401175,342.7377
375.871625,339.9304,350.4754,342.82385
375.9025,339.975025,350.55765,342.87395
375.932,339.992425,350.579825,342.891525
375.960125,340.003575,350.60615,342.909675
376.0501,340.113575,350.6613,342.9407
376.097375,340.180625,350.7605,342.991275
376.1277,340.21125,350.8433,343.02595
376.23355,340.302575,350.862525,343.059125
376.241,340.322225,350.871025,343.082025
376.4633,340.3624,350.8806,343.140325
376.471925,340.388725,350.898225,343.16845
376.5091,340.4289,350.9516,343.27835
376.533275,340.4339,351.182025,343.313675
376.549025,340.471875,351.218025,343.390225
376.714225,340.62515,351.2269,343.394725
376.745575,340.673075,351.245075,343.416775
376.771375,340.740625,351.28095,343.43475
376.854175,340.80815,351.569425,343.459
376.9686,340.811575,351.592275,343.469575
376.9952,340.830775,351.623925,343.4849
377.11785,340.879,351.667025,343.519725
377.14425,340.88975,351.673025,343.552125
377.17795,340.9285,351.76805,343.61405
377.2546,340.94015,351.783,343.651
377.3343,340.972875,351.808,343.685525
377.337775,340.975675,351.82385,343.712775
377.351725,340.99285,351.83615,343.717875
377.376725,341.018875,351.8404,343.744125
377.412825,341.03115,351.85375,343.76535
377.450625,341.04465,351.862725,343.786625
377.814925,341.0613,351.895425,343.815225
377.9139,341.07855,351.935525,343.855325
377.938,341.09225,351.967575,343.8856
377.9768,341.1047,351.982275,343.933225
378.074025,341.12325,352.0293,343.945625
378.091125,341.14575,352.05525,344.045375
378.1273,341.1623,352.089375,344.08965
378.1705,341.1765,352.095175,344.108775
378.242175,341.214175,352.10205,344.29745
378.285125,341.37035,352.11225,344.377375
378.3537,341.3774,352.120625,344.424375
378.4022,341.39485,352.1394,344.449075
378.437175,341.41185,352.157625,344.4648
378.448625,341.445525,352.179475,344.5771
378.46155,341.471975,352.195675,344.6056
378.497975,341.48415,352.206625,344.69525
378.54215,341.500825,352.220075,344.719225
378.564375,341.53015,352.23565,344.746
378.61405,341.545025,352.251575,344.754175
378.646075,341.564925,352.255625,344.8307
378.7497,341.597775,352.270125,344.899875
378.754525,341.680075,352.280975,344.92375
378.76635,341.721725,352.29165,344.97685
378.817875,341.746,352.31095,344.993675
378.8469,341.7592,352.32345,345.011625
378.932975,341.787275,352.3399,345.05265
378.966525,341.813,352.350825,345.080375
378.9854,341.81825,352.374875,345.102825
378.996975,341.874225,352.387525,345.200425
379.096275,341.88535,352.404875,345.214475
379.17975,341.900275,352.424375,345.250025
379.19465,341.9068,352.44905,345.346725
379.539125,341.92375,352.4759,345.372975
379.5573,341.950425,352.49285,345.389225
379.635875,341.96245,352.5198,345.422125
379.65855,342.06485,352.53055,345.445975
379.669,342.118,352.544675,345.470675
379.674125,342.162825,352.560775,345.484925
379.7476,342.1949,352.6017,345.621525
379.8079,342.220125,352.6335,345.7089
379.99085,342.268175,352.64625,345.753
380.013325,342.29365,352.685525,345.772975
380.0294,342.308275,352.734025,345.851025
380.034775,342.3594,352.852275,345.92655
380.06265,342.487875,352.8853,345.9551
380.07055,342.510725,352.9414,345.976375
380.0779,342.522975,352.9922,346.0355
380.0963,342.552975,353.0997,346.0591
380.100925,342.594425,353.14065,346.094475
380.113375,342.625925,353.180425,346.113375
380.1339,342.7449,353.324525,346.1493
380.293625,342.782525,353.4052,346.203725
380.406375,342.8518,353.4627,346.27735
380.45935,342.902525,353.515,346.38185
380.46555,342.9275,353.624975,346.394525
380.47415,342.943275,353.8705,346.41315
380.504575,342.970325,353.9414,346.478325
380.523575,342.999975,354.02715,346.495275
380.569925,343.0219,354.1259,346.51575
380.579675,343.050425,354.207975,346.6083
380.7754,343.064625,354.5442,346.684575
380.7975,343.1098,354.6038,346.770225
380.878825,343.116,354.683375,346.868875
380.91835,343.138775,354.879225,346.8866
380.9319,343.17345,355.0179,346.91195
380.9992,343.312675,355.061325,346.9948
381.1333,343.33305,355.108675,347.06385
381.3016,343.37745,355.2726,347.117225
381.3848,343.5664,355.367475,347.224525
381.464625,343.617825,355.3776,347.30795
381.520875,343.641875,355.388425,347.4435
381.561775,343.67545,355.404075,347.58715
381.598825,343.7189,355.60265,347.674275
381.601575,343.882875,355.71515,347.714125
381.622475,343.994025,355.874925,347.76865
381.656,344.017625,356.1427,347.785225
381.664025,344.055825,356.30745,347.792325
381.736825,344.160625,356.33155,347.796725
381.918475,344.2709,356.3845,347.81205
382.047775,344.314675,356.556675,347.8275
382.071425,344.36655,356.674525,347.8429
382.136275,344.398025,356.725,347.863675
382.44855,344.51405,357.010625,347.89895
382.45455,344.658125,357.031,347.91185
382.51825,344.688125,357.0554,347.947025
382.5914,344.924275,357.090575,347.948475
382.6474,344.94475,357.14555,347.9496
382.82045,345.02165,357.2117,348.00785
382.840625,345.05975,357.221675,348.03195
382.855025,345.12565,357.366275,348.10945
382.9521,345.16055,357.5466,348.137775
382.98955,345.170675,357.5663,348.1525
383.0829,345.245,357.5867,348.181275
383.3588,345.2781,357.660625,348.326325
383.364925,345.305175,357.742175,348.3479
383.427525,345.33045,357.833475,348.43505
383.44705,345.354,357.896125,348.604825
383.509675,345.40705,357.9242,348.64815
383.511175,345.42085,357.96285,348.661625
383.6082,345.4787,358.0089,348.6707
383.625825,345.527175,358.0379,348.70235
383.856975,345.540525,358.087025,348.743275
383.995325,345.57695,358.1026,348.763575
384.0181,345.592625,358.136325,348.776075
384.0767,345.611375,358.1418,348.843775
384.0934,345.6287,358.19915,348.877975
384.1451,345.654825,358.25905,348.914375
384.147675,345.690625,358.27435,348.957125
384.2238,345.7375,358.30925,349.016425
384.32665,345.7734,358.398625,349.038475
384.33675,345.8077,358.4439,349.062475
384.3643,345.8477,358.5488,349.16215
384.37665,345.887025,358.581475,349.182325
384.39015,345.91215,358.6133,349.205275
384.393975,346.008025,358.62125,349.231125
384.4589,346.032425,358.811575,349.247275
384.56255,346.1055,358.821775,349.2678
384.658375,346.1245,358.8278,349.283725
384.69325,346.159125,358.837575,349.3061
384.7122,346.227475,358.902975,349.342275
384.766775,346.246175,358.960025,349.3886
384.875325,346.3704,358.987225,349.392975
385.010525,346.42175,359.009375,349.40515
385.0465,346.4341,359.102425,349.490675
385.068625,346.45395,359.209575,349.548275
385.07285,346.53115,359.319925,349.594525
385.187925,346.569525,359.328175,349.778475
385.3225,346.604175,359.518525,349.78005
385.396125,346.66845,359.7277,349.8564
385.452725,346.695125,359.855875,349.87695
385.5149,346.773125,359.871075,349.88025
385.55065,346.802,359.88565,349.902625
385.780975,346.838,359.896025,349.92375
385.8504,346.8559,359.9185,349.953475
385.97785,346.9218,359.930025,350.01045
386.013325,346.97785,359.943225,350.13915
386.185425,347.083675,359.954825,350.17025
386.210525,347.107375,359.972875,350.268825
386.231975,347.14265,360.12905,350.29645
386.251425,347.235025,360.15595,350.3292
386.294925,347.3076,360.274375,350.387475
386.31885,347.331175,360.409375,350.42085
386.357675,347.366475,360.47895,350.448275
386.50505,347.46205,360.8962,350.477825
386.5669,347.506125,361.036225,350.5394
386.66315,347.521375,361.0862,350.575125
386.757325,347.5392,361.098675,350.5812
386.832075,347.569325,361.147925,350.59405
386.920475,347.632725,361.228975,350.60225
387.01825,347.659775,361.2699,350.62365
387.050475,347.69005,361.334425,350.65845
387.19415,347.70805,361.351175,350.69315
387.30545,347.740725,361.37425,350.7228
387.35225,347.7588,361.40195,350.784475
387.375325,347.809625,361.416575,350.906975
387.4091,347.823725,361.4285,350.935475
387.498675,347.837625,361.506025,351.11035
387.5888,347.87085,361.6537,351.1982
387.6212,347.881625,361.750425,351.22505
387.683625,347.9321,361.8306,351.2799
387.70395,347.973025,361.886275,351.297675
387.75565,347.99525,361.9323,351.319525
387.848475,348.0209,361.963725,351.33845
387.9613,348.0392,361.978725,351.4359
388.013775,348.0621,362.04265,351.474875
388.03055,348.0944,362.067325,351.59055
388.036875,348.1276,362.266475,351.61545
388.066775,348.28425,362.338625,351.621675
388.080025,348.338375,362.36095,351.680425
388.157625,348.377625,362.42605,351.714975
388.430375,348.48425,362.448025,351.73525
388.44485,348.5453,362.4988,351.75415
388.47815,348.569975,362.56255,351.801975
388.550475,348.589475,362.6423,351.8572
388.552125,348.61895,362.67045,351.87715
388.655275,348.65195,362.723125,351.913275
388.694675,348.7125,363.085975,352.02285
388.716125,348.739075,363.187775,352.052175
388.782025,348.75395,363.345575,352.116675
388.844825,348.7758,363.355375,352.13175
388.881075,348.796475,363.631175,352.177175
388.9921,348.853325,363.637975,352.1896
389.025275,348.87705,363.653625,352.23835
389.1038,348.8996,363.66055,352.265225
389.16145,348.933175,363.69655,352.317925
389.186425,348.960975,363.7634,352.33295
389.259475,348.9992,363.813275,352.334025
389.27625,349.030575,363.818775,352.414825
389.325875,349.03315,363.9351,352.588425
389.3561,349.131425,363.989675,352.67515
389.477725,349.1516,364.0618,352.698625
389.50805,349.185075,364.20295,352.760875
389.5158,349.208575,364.344025,352.77745
389.5637,349.22565,364.357325,352.856575
389.7106,349.307,364.372825,352.86145
389.81995,349.371625,364.3861,352.9015
389.86655,349.4199,364.441575,352.98215
389.9568,349.4512,364.480225,353.010825
389.9708,349.468325,364.56825,353.025
390.13185,349.526425,364.594475,353.04045
390.231175,349.546325,364.700125,353.08485
390.436925,349.549075,364.70675,353.14775
390.502125,349.570725,364.718875,353.227925
390.584925,349.581025,364.746875,353.361325
390.595225,349.608675,364.75655,353.4898
390.6634,349.622625,364.77265,353.516175
