SPK_SPKC05c (inhi),SPK_SPKC08a (no opto-tagging),SPK_SPKC09a (no response),SPK_SPKC13a (exc)
298.88285,285.554025,292.001025,283.934
298.8862,285.57085,292.1041,283.988225
298.970675,285.581025,292.13425,284.003225
299.013875,285.59285,292.210175,284.059625
299.188725,285.618125,292.228925,284.08175
299.192125,285.6352,292.263925,284.1467
299.47275,285.677975,292.2965,284.1534
299.513225,285.68805,292.324625,284.1794
299.5645,285.698925,292.339575,284.329225
299.628975,285.717975,292.375025,284.331675
299.640325,285.727175,292.407125,284.3615
299.761875,285.744475,292.43425,284.400125
299.7757,285.782275,292.44935,284.639525
299.840475,285.806675,292.471175,284.68325
299.93915,285.854725,292.49805,284.782675
300.1057,285.885825,292.52595,284.87645
300.121175,285.915725,292.684625,284.921725
300.15465,285.942,292.751,284.97645
300.2008,285.9618,292.87255,284.990975
300.2952,286.047175,292.9406,285.0109
300.31175,286.249025,292.968725,285.0896
300.34985,286.2627,292.979675,285.0969
300.395775,286.288175,293.036075,285.137375
300.431325,286.305725,293.053,285.1513
300.518975,286.329275,293.063525,285.193225
300.537525,286.35675,293.08585,285.2037
300.6074,286.4093,293.123025,285.253675
300.62375,286.418825,293.21475,285.3236
300.7187,286.44405,293.3224,285.354275
300.72505,286.46875,293.466925,285.396275
300.764325,286.545475,293.50525,285.467325
300.782325,286.575275,293.513375,285.487875
300.8463,286.6856,293.70205,285.50305
300.96035,286.721275,293.761575,285.568775
300.987925,286.7655,293.885125,285.57385
301.074425,286.7883,293.914625,285.6039
301.1439,286.800875,293.97195,285.631875
301.1587,286.8271,293.99505,285.6856
301.182725,286.858625,294.0347,285.7261
301.221475,286.890325,294.073425,285.738075
301.250825,286.959675,294.0972,285.762125
301.297925,286.97235,294.112875,285.873125
301.34645,287.00305,294.1625,285.909425
301.362,287.01615,294.17655,285.9406
301.368825,287.030725,294.1823,286.070025
301.397,287.052625,294.20305,286.089725
301.431875,287.0723,294.2777,286.11535
301.602125,287.091225,294.338525,286.177925
301.78265,287.130875,294.37385,286.193475
301.804775,287.197975,294.421175,286.203375
301.83625,287.26385,294.47405,286.211075
301.9126,287.3229,294.591775,286.28035
301.92665,287.337975,294.640525,286.33415
301.967075,287.3518,294.66745,286.34925
302.06495,287.376475,294.730325,286.36275
302.170775,287.4075,294.9047,286.36915
302.1722,287.464675,294.919825,286.386425
302.2385,287.6021,294.952,286.430125
302.43395,287.63325,294.983225,286.44575
302.4815,287.66895,294.9991,286.462625
302.497475,287.6978,295.011575,286.502525
302.6035,287.71645,295.021975,286.517375
302.615475,287.743925,295.04545,286.54285
302.6289,287.776775,295.055875,286.55365
302.634425,287.793975,295.071675,286.6196
302.669975,287.862775,295.0854,286.684
302.75985,287.9563,295.0957,286.7742
303.056625,287.97785,295.12415,286.836975
303.141625,287.9948,295.17845,286.872425
303.180925,288.0044,295.225525,287.01415
303.19655,288.01425,295.293775,287.042775
303.225,288.01715,295.321775,287.060575
303.360875,288.03785,295.330875,287.07475
303.3659,288.055425,295.337,287.3095
303.384025,288.066175,295.37325,287.334775
303.481975,288.082825,295.37475,287.416125
303.58425,288.106525,295.385825,287.434525
303.5879,288.149875,295.4063,287.4604
303.6989,288.182325,295.441925,287.482175
303.731,288.256025,295.4711,287.5
303.736875,288.27395,295.5266,287.531225
303.754475,288.28665,295.560125,287.598875
303.924125,288.297125,295.578975,287.653425
303.94085,288.304525,295.582325,287.768875
303.96595,288.320625,295.620725,287.8317
304.2331,288.33625,295.6232,287.84835
304.280525,288.34735,295.70295,287.927425
304.407375,288.37825,295.705375,287.967425
304.4945,288.399025,295.728375,288.00255
304.5335,288.56795,295.733825,288.046925
304.585575,288.62535,295.744075,288.057175
304.65935,288.628825,295.750275,288.0895
304.78085,288.646225,295.75755,288.11145
304.794625,288.651075,295.76355,288.127575
304.839425,288.694675,295.7704,288.314
304.862675,288.716325,295.77965,288.3401
304.89545,288.7423,295.79325,288.372975
304.901825,288.7635,295.878625,288.439125
304.936425,288.83455,295.9055,288.479875
304.94995,288.9034,295.937375,288.557025
305.125075,288.987925,295.9787,288.615675
305.17025,289.023275,296.0211,288.691025
305.17995,289.053,296.05445,288.72085
305.21455,289.124075,296.05855,288.753575
305.299425,289.1433,296.06595,288.802525
305.4018,289.181925,296.074625,288.856325
305.4523,289.2361,296.0888,288.88615
305.53045,289.3928,296.0951,288.897475
305.84245,289.503575,296.1043,288.938625
305.915025,289.5635,296.12825,288.98955
305.9329,289.63605,296.13775,289.021725
305.9621,289.661175,296.144975,289.041925
306.281,289.6707,296.156375,289.150775
306.3411,289.691625,296.18685,289.15525
306.4402,289.7512,296.20485,289.31035
306.4678,289.83595,296.235725,289.33175
306.52935,289.893375,296.256475,289.3913
306.54555,289.901975,296.268975,289.486875
306.656775,289.963275,296.283875,289.5913
306.664875,290.004425,296.29265,289.630475
306.693875,290.104575,296.346825,289.7364
306.8728,290.153775,296.3732,289.764125
306.88625,290.169225,296.3928,289.7877
306.9343,290.20075,296.4108,289.81495
307.053,290.2194,296.43255,289.82845
307.15735,290.237975,296.495775,289.8482
307.1807,290.2727,296.50825,289.926525
307.18355,290.304375,296.5164,289.990875
307.21265,290.325075,296.532625,290.015225
307.268825,290.39385,296.56365,290.082975
307.32385,290.410775,296.573125,290.094
307.407325,290.43565,296.58955,290.1222
307.442325,290.43665,296.6335,290.201075
307.505425,290.447075,296.6772,290.27385
307.572675,290.4573,296.7377,290.302675
307.60485,290.54555,296.84035,290.35045
307.637525,290.5857,296.883775,290.382175
307.68255,290.629125,296.895975,290.4637
307.698325,290.652025,296.908425,290.488475
307.73175,290.69005,296.921525,290.512025
307.786425,290.729875,296.939575,290.576675
307.837975,290.771825,296.9722,290.623325
307.8466,290.86065,296.976075,290.6696
307.9866,290.93935,297.0011,290.725075
308.13915,290.978475,297.0233,290.759975
308.164875,291.0065,297.030975,290.77915
308.356775,291.068325,297.0357,290.816025
308.367825,291.08815,297.04585,290.854075
308.48195,291.097325,297.059425,290.86775
308.4857,291.1269,297.07245,290.876375
308.504775,291.151675,297.07405,290.928925
308.522075,291.167675,297.0892,290.979875
308.526725,291.1838,297.10325,290.994625
308.531575,291.202025,297.11475,291.01295
308.680425,291.228175,297.12385,291.0325
308.791625,291.2611,297.14625,291.07845
308.863375,291.27835,297.16565,291.1089
308.928775,291.3187,297.182825,291.1277
309.020075,291.42875,297.2056,291.3036
309.02665,291.44765,297.230025,291.35085
309.0616,291.494675,297.244575,291.4787
309.147375,291.523875,297.311975,291.50245
309.180725,291.6362,297.394875,291.61395
309.219975,291.65275,297.495475,291.780625
309.23065,291.678125,297.523125,291.7947
309.2423,291.6808,297.568575,291.825975
309.35155,291.72865,297.58005,291.86675
309.381625,291.849375,297.612575,291.9079
309.4919,291.856825,297.6375,291.93995
309.525375,291.859875,297.762275,292.1583
309.537725,291.9121,297.837825,292.181875
309.581,291.93875,298.01455,292.225825
309.598175,292.0252,298.051475,292.260575
309.646575,292.0549,298.0681,292.2837
309.804175,292.0809,298.083925,292.327475
309.8313,292.097475,298.1548,292.475225
309.93015,292.131,298.215575,292.53485
310.02775,292.181375,298.2675,292.552675
310.0555,292.305575,298.3235,292.59475
310.1118,292.4624,298.392475,292.639625
310.17745,292.4972,298.43415,292.66125
310.227375,292.526825,298.491175,292.8382
310.30195,292.5456,298.527,292.872425
310.42375,292.566675,298.54205,292.92325
310.48775,292.596,298.56105,292.93745
310.549975,292.6222,298.57045,293.020525
310.5925,292.6438,298.599375,293.129
310.60145,292.741775,298.636775,293.142325
310.611725,292.756425,298.66335,293.176675
310.64325,292.798325,298.703625,293.26095
310.64845,292.814975,298.8376,293.4342
310.6952,292.8283,298.9957,293.55595
310.77785,292.87,299.202225,293.5808
310.8529,292.91295,299.225875,293.8701
310.917,292.930125,299.4956,293.9094
311.184025,292.9382,299.543875,293.957025
311.234625,293.07535,299.573475,293.977825
311.348225,293.102,299.85755,293.9998
311.3778,293.144475,299.9449,294.014875
311.462925,293.174325,299.959375,294.13775
311.50545,293.1963,299.991425,294.169325
311.655625,293.250825,300.01685,294.221175
311.779775,293.3014,300.02695,294.279375
311.7937,293.325775,300.0468,294.3003
311.82255,293.3886,300.105975,294.52055
311.93595,293.569025,300.129325,294.53295
311.94415,293.5897,300.3788,294.6349
311.988775,293.6046,300.708275,294.731475
312.0649,293.616775,300.802575,294.8159
312.099925,293.663825,300.912075,294.83495
312.3487,293.7117,300.936525,294.853075
312.463275,293.8013,300.99205,294.867425
312.5208,293.853275,301.0437,294.965025
312.541925,293.896875,301.07,294.995625
312.587075,293.924775,301.105375,295.017025
312.643425,293.98475,301.10955,295.1345
312.659625,293.9985,301.118325,295.15075
312.761675,294.031225,301.14425,295.1703
312.782375,294.108125,301.18115,295.2964
312.803175,294.1473,301.2162,295.334
312.820975,294.199875,301.26115,295.383675
312.824175,294.24625,301.289275,295.457225
312.8472,294.27515,301.3347,295.521575
312.898925,294.294,301.613825,295.540525
313.0546,294.33155,301.628325,295.693475
313.2511,294.504225,301.65505,295.729125
313.375225,294.521175,301.93325,295.8047
313.464025,294.52445,301.981275,295.9471
313.483925,294.548275,302.0602,296.042725
313.513625,294.605475,302.088275,296.085075
313.52395,294.6281,302.10585,296.107225
313.553275,294.6521,302.1479,296.237275
313.578175,294.6887,302.232425,296.260925
313.722075,294.724275,302.337575,296.31605
313.7807,294.745175,302.4053,296.339175
313.964225,294.758625,302.471775,296.400475
314.09785,294.9594,302.502525,296.44545
314.121725,294.96885,302.5427,296.468175
314.1323,294.9715,302.60125,296.48935
314.1433,294.997825,302.6694,296.5089
314.212375,295.02235,302.725875,296.653475
314.3182,295.031875,302.742125,296.693725
314.339875,295.05125,302.791,296.720625
314.353525,295.084575,302.821425,296.74505
314.36645,295.10325,302.843075,296.75855
314.37535,295.119,302.86265,296.838375
314.434125,295.16565,302.88605,296.864925
314.44295,295.171775,302.901175,297.0199
314.466175,295.242475,302.913425,297.035425
314.50215,295.293275,302.931375,297.225025
314.7365,295.323975,302.93585,297.27395
314.8131,295.326825,302.9474,297.295125
314.9682,295.356275,302.9794,297.299925
314.9783,295.3854,302.997025,297.395925
314.988875,295.41505,303.007925,297.483325
315.025875,295.432,303.02515,297.508575
315.04935,295.4601,303.042475,297.645925
315.088775,295.48265,303.054775,297.710675
315.1353,295.502275,303.08,297.83375
315.15435,295.51885,303.107075,297.89015
315.174975,295.536675,303.146325,297.92135
315.305725,295.549425,303.16655,297.933325
315.3262,295.57025,303.186825,297.945425
315.39225,295.7104,303.22075,297.9772
315.4096,295.768575,303.2606,297.984125
315.5218,295.781075,303.301325,298.042075
315.565325,295.782725,303.317425,298.0606
315.6695,295.825,303.391375,298.09665
315.88,295.8411,303.4448,298.104425
315.935825,295.850425,303.5386,298.31895
315.940075,295.867775,303.561575,298.384975
315.960725,295.966275,303.669025,298.41325
316.09695,295.97925,303.9237,298.43335
316.194575,296.05,303.980525,298.459775
316.33565,296.06145,304.027025,298.4642
316.4302,296.0812,304.178875,298.473575
316.445175,296.13885,304.220675,298.52625
316.519225,296.149575,304.25455,298.56405
316.5609,296.151925,304.331275,298.604875
316.607875,296.237475,304.368725,298.643125
316.710675,296.25865,304.461975,298.6614
316.743525,296.2889,304.49005,298.6859
316.7742,296.3048,304.6217,298.706725
316.83025,296.33665,304.700375,298.750925
316.926375,296.413475,304.72845,298.8131
317.103475,296.45155,304.779975,298.910775
317.13285,296.4664,304.963225,298.927575
317.17645,296.4938,305.029175,299.030125
317.196175,296.508625,305.0366,299.04915
317.204775,296.52595,305.048375,299.070775
317.3385,296.5398,305.062975,299.081125
317.427825,296.5527,305.0822,299.096575
317.46545,296.560325,305.109175,299.117175
317.473825,296.586875,305.203975,299.169675
317.50145,296.610625,305.2193,299.230925
317.526625,296.6585,305.227425,299.269475
317.549175,296.689075,305.2576,299.358575
317.559725,296.72515,305.277975,299.44445
317.624125,296.741975,305.29575,299.45315
317.628275,296.7659,305.3008,299.468075
317.706225,296.7961,305.31135,299.525375
317.811,296.827375,305.3152,299.562125
317.891225,296.834875,305.326175,299.5838
317.896375,296.976425,305.333625,299.59245
318.051625,297.005575,305.34225,299.781725
318.0706,297.047675,305.357,299.835125
318.1178,297.064325,305.365525,299.8552
318.17685,297.082625,305.3802,299.89545
318.19025,297.096275,305.398875,299.94155
318.317725,297.107375,305.4188,300.020475
318.367725,297.119,305.432025,300.031475
318.396525,297.159,305.45235,300.095575
318.490125,297.16635,305.489375,300.110675
318.584575,297.1873,305.521475,300.128675
318.765475,297.217625,305.57705,300.160725
318.780175,297.2328,305.58735,300.1645
318.806,297.244325,305.58945,300.24465
318.8135,297.25875,305.614175,300.423825
318.880125,297.2737,305.738725,300.48795
318.912225,297.29885,305.762625,300.533875
318.91415,297.35645,305.782725,300.55635
318.919725,297.3681,305.791275,300.580025
319.007,297.420675,305.939525,300.6056
319.203475,297.44705,305.9863,300.6304
319.210175,297.479975,306.0235,300.6471
319.267675,297.51115,306.1582,300.679725
319.28605,297.5407,306.205825,300.735325
319.33885,297.561925,306.231475,300.773875
319.396375,297.5888,306.26775,300.826375
319.4143,297.618625,306.373275,300.866025
319.415425,297.672225,306.416275,300.8808
319.470675,297.6948,306.437325,300.89945
319.516875,297.72355,306.495725,300.904075
319.5206,297.752125,306.56055,300.954075
319.71265,297.802075,306.588725,301.049075
319.758925,297.843275,306.7004,301.129875
319.76445,297.87375,306.7329,301.167225
319.76985,297.909275,306.850125,301.189875
319.813425,297.92755,306.9249,301.23415
319.8473,297.947375,307.034375,301.248975
319.98335,298.00765,307.057325,301.252625
319.98715,298.032075,307.147475,301.293875
320.014025,298.060475,307.166725,301.315975
320.047225,298.07025,307.1855,301.354725
320.148075,298.07605,307.199825,301.40275
320.278,298.113625,307.221825,301.499725
320.29845,298.126875,307.2485,301.5312
320.32705,298.156275,307.269275,301.5566
320.551375,298.17115,307.30735,301.577425
320.5578,298.1948,307.34785,301.64215
320.63845,298.2099,307.3605,301.78105
320.6562,298.225725,307.367725,301.829775
320.758525,298.26135,307.389925,301.8545
321.177275,298.2863,307.411175,301.884675
321.302675,298.321925,307.4674,301.963125
321.328275,298.337075,307.49985,301.9902
321.365425,298.349325,307.513175,302.04125
321.59135,298.363725,307.57355,302.10035
321.593875,298.372175,307.621925,302.174
321.619125,298.39895,307.6829,302.2486
321.836375,298.444475,307.791825,302.303775
321.87475,298.464075,307.8149,302.312375
321.99195,298.50055,307.8287,302.357175
322.172925,298.521825,307.9441,302.365975
322.222025,298.55045,307.947975,302.399
322.25935,298.6727,307.969075,302.448475
322.292675,298.68435,307.9812,302.4649
322.3481,298.713925,308.174825,302.48455
322.393425,298.73985,308.20185,302.53935
322.440175,298.76165,308.2175,302.62285
322.48545,298.7814,308.239075,302.6608
322.622275,298.79595,308.265675,302.967325
322.74295,298.83835,308.45665,302.978825
322.81635,298.841025,308.4787,302.996625
322.945925,298.891825,308.515175,303.02465
322.95535,298.930125,308.5391,303.045825
323.006925,298.934525,308.634225,303.058075
323.050125,298.96855,308.6487,303.0701
323.0827,299.00005,308.6535,303.0937
323.1047,299.049375,308.6879,303.228875
323.2319,299.0974,308.805025,303.2525
323.26265,299.11805,308.81405,303.26435
323.2878,299.1361,308.820675,303.32435
323.4603,299.1618,308.901825,303.3512
323.50685,299.1888,308.970375,303.450225
323.571675,299.20945,309.02935,303.468725
323.636975,299.26715,309.03505,303.518475
323.708225,299.34605,309.1152,303.523025
323.737475,299.386925,309.11895,303.552525
323.763225,299.41735,309.132825,303.6072
323.813775,299.44625,309.148425,303.631325
323.888925,299.48285,309.20565,303.683525
323.943625,299.615875,309.37555,303.78075
323.97505,299.65745,309.455525,303.841375
324.026825,299.745975,309.488475,303.870675
324.0508,299.81465,309.503875,303.97085
324.137725,299.8816,309.57025,304.043
324.237925,299.904775,309.694925,304.04405
324.290025,299.940075,309.698925,304.096875
324.4224,299.996775,309.71845,304.165375
324.528375,300.0135,309.730475,304.17525
324.6588,300.0376,309.783,304.192825
324.745675,300.0622,309.8027,304.253325
324.80425,300.108875,309.811925,304.282675
324.958225,300.11435,309.82825,304.305525
325.160475,300.14465,309.8398,304.347325
325.418375,300.163425,309.85555,304.37785
325.4497,300.171175,309.8698,304.40205
325.494675,300.18355,309.88085,304.465125
325.54205,300.192975,309.8956,304.4743
325.644025,300.207875,309.907725,304.495775
325.6902,300.2141,309.9613,304.626375
325.695225,300.25365,309.97535,304.677775
325.752275,300.272675,309.98685,304.8356
325.802725,300.30395,310.0014,304.861525
325.82325,300.337825,310.01505,304.9544
325.825425,300.345325,310.029675,304.97035
325.8729,300.36135,310.039025,305.01295
325.93645,300.439125,310.072625,305.03615
325.998275,300.5555,310.095875,305.12385
326.01185,300.56345,310.117425,305.142425
326.017,300.59965,310.128975,305.26685
326.077775,300.623475,310.1428,305.29605
326.1213,300.655725,310.158,305.333075
326.238725,300.68275,310.172475,305.4262
326.2781,300.7276,310.178125,305.4569
326.349375,300.830825,310.194275,305.5103
326.3971,300.884925,310.199075,305.549025
326.47605,300.92615,310.21655,305.551425
326.5181,300.97435,310.223975,305.660725
326.5415,300.987475,310.254125,305.693575
326.60255,300.9934,310.28795,305.745875
326.6961,301.0022,310.31975,305.763775
326.83545,301.056875,310.334075,305.810025
326.89555,301.06735,310.358625,305.92005
326.903825,301.090975,310.394075,306.03595
326.9588,301.112925,310.445775,306.098775
327.0458,301.1295,310.471,306.117475
327.2086,301.165325,310.503575,306.214725
327.37465,301.181325,310.530675,306.24745
327.4416,301.2122,310.566525,306.328025
327.48575,301.243375,310.59855,306.413325
327.51135,301.2784,310.6084,306.43085
327.617525,301.347475,310.654075,306.452275
327.95725,301.365325,310.682475,306.47185
327.978,301.41555,310.707475,306.5686
328.039825,301.452125,310.751425,306.62845
328.202,301.4726,310.854125,306.67485
328.253775,301.518775,310.892,306.72375
328.2577,301.55055,310.89715,306.7422
328.321,301.6519,310.932275,306.833225
328.397075,301.7479,310.961525,306.917225
328.57945,301.770775,311.031525,306.959625
328.597425,301.7905,311.05745,307.078875
328.623575,301.8196,311.0686,307.129675
328.71625,301.8853,311.0968,307.237025
328.786675,302.0299,311.114875,307.27195
328.867025,302.09335,311.135375,307.291875
328.9458,302.0944,311.1412,307.3048
329.2514,302.136675,311.153625,307.325175
329.29145,302.25795,311.161075,307.3322
329.331125,302.378025,311.166625,307.38935
329.4038,302.4251,311.199725,307.409975
329.4222,302.529125,311.21035,307.4339
329.43695,302.5587,311.218725,307.44385
329.541925,302.59585,311.226575,307.5345
329.5935,302.8849,311.241625,307.555675
329.613025,302.898125,311.26175,307.67055
329.749225,302.903925,311.27505,307.6887
329.87515,302.917,311.291475,307.76295
329.914675,302.954025,311.297175,307.901175
329.971825,302.969925,311.31615,307.924975
330.062625,303.00425,311.356975,308.1249
330.1198,303.111725,311.386975,308.144425
330.198625,303.210925,311.410925,308.1805
330.217825,303.252825,311.4363,308.1817
330.2197,303.27685,311.462625,308.337775
330.272025,303.304825,311.479525,308.3838
330.350575,303.347375,311.53295,308.501875
330.4983,303.363725,311.564675,308.631475
330.5878,303.399625,311.708925,308.656
330.6005,303.47605,311.7709,308.713875
330.665175,303.497925,311.78925,308.85185
330.680675,303.54855,311.797325,308.8935
330.699025,303.63415,311.826,308.92
330.704325,303.7202,311.861975,308.94295
330.7216,303.7474,311.989625,308.986225
330.797275,303.8051,312.002925,309.006875
330.929525,303.83775,312.0135,309.100975
330.9786,303.873925,312.053625,309.116525
331.0116,303.909275,312.13195,309.133
331.2223,303.9499,312.1827,309.148975
331.238025,303.99735,312.213875,309.16585
331.328975,304.012225,312.2239,309.194525
331.35455,304.017175,312.25055,309.196425
331.42605,304.058225,312.306825,309.2141
331.439975,304.117875,312.3886,309.37345
331.612575,304.14895,312.4982,309.4082
331.67935,304.245925,312.530775,309.4983
331.719775,304.265,312.587175,309.5998
331.74675,304.3729,312.67705,309.62195
331.78795,304.39475,312.7508,309.626375
331.8402,304.40195,312.76055,309.68385
331.891,304.449825,312.808025,309.749325
331.913,304.479,312.861675,309.778775
331.9376,304.541725,312.886975,309.78225
331.948825,304.58075,312.9255,309.79855
331.96945,304.612625,312.973975,309.8224
332.038625,304.708625,313.000275,309.837575
332.087875,304.950075,313.014375,309.869425
332.139225,305.00085,313.113225,309.8887
332.343625,305.04245,313.1746,309.92645
332.442175,305.0955,313.23105,309.966225
332.452925,305.12375,313.270025,309.99815
332.482775,305.1493,313.30215,310.042425
332.592825,305.185525,313.324825,310.04775
332.657925,305.20025,313.329075,310.110025
332.72005,305.21075,313.339375,310.126475
332.86045,305.26865,313.35325,310.13935
332.88625,305.277825,313.365925,310.19905
332.93445,305.307,313.37375,310.266325
333.057975,305.32485,313.38555,310.282975
333.189,305.348525,313.396875,310.300275
333.368325,305.368925,313.4128,310.352875
333.380375,305.4427,313.429425,310.381625
333.4097,305.4998,313.438875,310.4054
333.41875,305.51805,313.45245,310.40725
333.455075,305.543425,313.4659,310.5643
333.541225,305.55975,313.4971,310.6206
333.565175,305.6148,313.58345,310.64845
333.57185,305.63045,313.612525,310.6748
333.5887,305.6389,313.6404,310.705175
333.627575,305.690925,313.6474,310.727875
333.6639,305.7125,313.67065,310.784575
333.666275,305.743225,313.684375,310.8184
333.714425,305.8051,313.740725,310.86575
333.769775,305.873575,313.75135,310.9128
333.94035,305.8893,313.7642,311.0708
334.03145,305.9198,313.8038,311.0738
334.050275,306.00845,313.853975,311.114375
334.0515,306.03355,313.904775,311.13525
334.06505,306.04205,313.914225,311.17945
334.152425,306.07465,313.93975,311.205825
334.155925,306.08305,313.967275,311.257075
334.22365,306.12185,314.09625,311.30315
334.7963,306.157675,314.1092,311.3947
334.87885,306.208025,314.131475,311.417025
334.948525,306.50115,314.1796,311.4939
335.037225,306.520375,314.25185,311.5826
335.0803,306.5415,314.369425,311.598275
335.115575,306.56105,314.41785,311.632975
335.1199,306.59105,314.446525,311.67925
335.161275,306.6087,314.4699,311.69435
335.192875,306.634375,314.521425,311.782275
335.242875,306.6804,314.55875,311.815125
335.267,306.719375,314.604475,311.83675
335.283025,306.822375,314.63175,311.8771
335.53255,306.83015,314.66675,311.898675
335.607475,306.893025,314.697775,311.9946
335.6384,306.938225,314.7042,312.0828
335.7091,306.97325,314.740325,312.09745
335.747725,307.0597,314.759575,312.19825
335.7575,307.1794,314.777775,312.242675
335.768375,307.1857,314.81775,312.268925
335.801975,307.2063,314.83665,312.2977
335.840325,307.2375,314.870275,312.321125
335.907625,307.255125,314.877675,312.325575
335.9956,307.2663,314.8855,312.354725
336.031225,307.310225,314.95975,312.36635
336.158675,307.337075,314.981525,312.377025
336.309725,307.35295,314.9929,312.4411
336.3875,307.417025,315.044025,312.494975
336.4184,307.460975,315.156375,312.5349
336.44025,307.474175,315.1795,312.619725
336.46595,307.5061,315.210825,312.668
336.63695,307.516575,315.228775,312.690125
336.890725,307.5235,315.250225,312.7111
336.907675,307.53345,315.281825,312.7845
336.9452,307.5491,315.332325,312.90035
337.071775,307.5664,315.37275,312.9647
337.292675,307.583025,315.586025,313.0998
337.41155,307.59665,315.670875,313.12985
337.456125,307.611125,315.754525,313.15985
337.61465,307.634675,315.849275,313.1704
337.72365,307.65135,316.1046,313.194775
337.763175,307.687725,316.1205,313.2186
337.78575,307.701675,316.125425,313.232925
337.903675,307.734775,316.164575,313.285
337.958375,307.784575,316.442375,313.412275
337.9623,307.8461,316.75495,313.44985
337.980425,307.871475,316.785925,313.472125
338.00185,307.87385,317.006525,313.518125
338.0903,307.90905,317.062225,313.530925
338.3407,307.948825,317.129275,313.5824
338.3536,307.994975,317.1678,313.60035
338.46695,308.051775,317.368,313.66705
338.5124,308.174275,317.38435,313.71555
338.515925,308.19915,317.436125,313.8903
338.5347,308.356525,317.612425,313.91715
338.69895,308.3833,317.814075,313.970275
338.835425,308.45735,318.125275,313.979475
339.05155,308.48435,318.625575,314.004925
339.10235,308.510975,318.777875,314.0305
339.10755,308.61965,318.809975,314.117025
339.129425,308.693375,319.441875,314.2591
339.174825,308.717,319.51645,314.289925
339.3261,308.831825,319.54595,314.312775
339.3484,308.864475,319.8205,314.31595
339.3729,308.87555,320.0436,314.389325
339.398375,309.014125,320.1333,314.45155
339.416275,309.0649,320.183125,314.4941
339.53295,309.08465,320.228675,314.544275
339.5725,309.160375,320.333225,314.5928
339.590525,309.30725,320.4814,314.644675
339.619075,309.345125,320.544475,314.684125
339.637025,309.40535,320.559,314.70165
339.810225,309.43655,320.581825,314.722775
339.827475,309.6229,320.6013,314.744775
339.85485,309.71755,320.642275,314.765075
339.923525,309.747725,320.672275,314.789225
339.945125,309.7626,320.810225,314.808375
340.009725,309.8125,320.924975,314.83895
340.03955,309.846775,321.072675,314.84765
340.130175,309.868875,321.10805,314.881
340.1666,309.88965,321.17425,314.929575
340.240025,309.906425,321.2126,314.95905
340.241225,309.974475,321.2428,314.966825
340.2432,309.983625,321.2591,314.99645
340.447375,310.044525,321.265175,315.052925
340.498175,310.068925,321.2944,315.180325
340.527475,310.086425,321.33945,315.1888
340.698875,310.1158,321.458425,315.206325
340.71595,310.17375,321.47055,315.255975
340.9898,310.250275,321.5142,315.29295
341.00815,310.27405,321.5256,315.32245
341.068075,310.3579,321.541575,315.3859
341.076975,310.376925,321.681475,315.472275
341.0842,310.415575,321.83475,315.60365
341.094025,310.440125,321.840225,315.6333
341.101375,310.44325,321.849575,315.7365
341.1851,310.461975,321.8615,315.802625
341.245325,310.47235,321.881425,315.841325
341.269725,310.54005,321.9602,315.8705
341.3335,310.5917,322.009225,315.9073
341.372,310.6228,322.028425,316.102525
341.393875,310.7828,322.130025,316.217175
341.578775,310.81615,322.149375,316.33795
341.59085,310.839025,322.4251,316.415625
341.653575,310.98975,322.535375,316.45045
341.709225,311.031475,322.559325,316.473075
341.7132,311.069575,322.876125,316.511825
341.77885,311.128,323.008025,316.581575
341.900575,311.139725,323.7884,316.60945
341.94075,311.2534,323.80525,316.6409
341.981025,311.27195,323.827325,316.807175
342.0341,311.306725,323.865025,316.810675
342.06655,311.33725,323.9036,316.8185
342.139875,311.46875,323.921725,316.977425
342.151775,311.599625,324.58465,317.1873
342.206175,311.633175,324.62555,317.2503
342.231575,311.725775,324.6925,317.31145
342.300175,311.74925,324.9577,317.378975
342.333375,311.765225,324.995275,317.404575
342.3967,311.785575,325.032325,317.43485
342.4457,311.837575,325.064025,317.4435
342.4964,311.868325,325.35545,317.452925
342.653025,312.034675,326.03875,317.572975
342.898175,312.1064,326.399275,317.66725
342.9168,312.230975,326.593375,317.721425
343.01755,312.246275,326.608125,317.7497
343.05265,312.2759,326.624175,317.779975
343.066,312.29905,326.652,317.833525
343.093725,312.42955,326.667075,317.975575
343.13075,312.47915,326.69175,318.029675
343.184725,312.545875,326.725475,318.205825
343.2423,312.551625,326.738775,318.22455
343.281075,312.6459,326.782125,318.284925
343.306125,312.66825,326.8006,318.362275
343.367475,312.7062,326.8184,318.4625
343.43625,312.811225,326.835725,318.488025
343.457425,312.909375,326.8672,318.517875
343.64205,312.967325,326.895275,318.5372
343.686875,313.0664,326.9135,318.574475
343.75175,313.07985,326.9277,318.600125
344.009875,313.11745,326.95515,318.614425
344.087725,313.27065,326.9821,318.686425
344.150475,313.341875,327.00525,318.75705
344.154075,313.35875,327.049475,318.7646
344.2027,313.372275,327.172875,318.7857
344.2463,313.445,327.232775,318.9271
344.39135,313.4646,327.249025,319.005025
344.46165,313.49705,327.259325,319.091775
344.543025,313.54005,327.267625,319.104725
344.647225,313.56845,327.29135,319.117925
344.66295,313.596975,327.31275,319.15255
344.74835,313.728475,327.34805,319.2162
344.78765,313.773525,327.39375,319.2499
344.91675,313.8283,327.42375,319.251075
344.9371,313.999425,327.466625,319.2752
345.052,314.0624,327.483025,319.302975
