SPK_SPKC05a (NA),SPK_SPKC08a (inhibited),SPK_SPKC08b (excited),SPK_SPKC12a (NA)
,199.2258,,
,199.23945,,
,199.2626,,
,199.27725,,
,199.288925,,
,199.304225,,
,199.3159,,
,199.330275,,
,199.345825,,
,199.3671,,
,199.379425,,
,199.39555,,
,199.414,,
,199.468175,,
,199.488525,,
,199.519925,,
,199.52795,,
,199.71075,,
,199.72175,,
,199.797425,,
,199.82115,,
,199.842125,,
,199.8579,,
,199.8706,,
,199.896675,,
,199.915225,,
,199.927525,,
,199.938275,,
,199.9651,,
,199.972375,,
,200.004275,,
,200.08575,,
,200.08705,,
,200.096925,,
,200.1172,,
,200.13775,,
,200.1648,,
,200.1841,,
,200.2119,,
,200.270075,,
,200.463675,,
,200.483475,,
,200.528925,,
,200.561725,,
,200.572525,,
,200.597275,,
,200.605775,,
,200.62195,,
,200.64095,,
,200.64995,,
,200.663225,,
,200.676075,,
,200.6891,,
,200.695575,,
,200.71365,,
,200.7256,,
,200.735925,,
,200.749275,,
,200.7735,,
,200.785775,,
,200.797825,,
,200.84575,,
,200.86495,,
,200.916675,,
,200.92385,,
,200.9473,,
,200.9595,,
,200.9707,,
,201.01075,,
,201.029325,,
,201.0364,,
,201.047575,,
,201.07225,,
,201.0815,,
,201.098225,,
,201.129825,,
,201.150425,,
,201.16555,,
,201.186775,,
,201.202075,,
,201.219825,,
,201.22925,,
,201.2356,,
,201.268625,,
,201.292375,,
,201.298125,,
,201.302375,,
,201.3356,,
,201.39725,,
,201.428075,,
,201.434225,,
,201.455375,,
,201.4681,,
,201.488725,,
,201.5018,,
,201.51945,,
,201.546875,,
,201.582525,,
,201.647275,,
,201.680375,,
,201.6939,,
,201.735025,,
,201.7641,,
,201.86925,,
,201.891225,,
,201.9041,,
,201.9115,,
,201.9364,,
,201.9496,,
,201.97085,,
,201.98715,,
,201.997125,,
,202.01215,,
,202.021325,,
,202.124525,,
,202.1525,,
,202.1652,,
,202.1882,,
,202.2029,,
,202.212075,,
,202.230975,,
,202.247775,,
,202.258525,,
,202.275975,,
,202.287525,,
,202.296025,,
,202.30785,,
,202.31875,,
,202.32205,,
,202.3334,,
,202.352875,,
,202.36405,,
,202.376825,,
,202.506775,,
,202.527675,,
,202.56525,,
,202.62975,,
,202.671625,,
,202.74175,,
,202.76125,,
,202.8405,,
,202.854275,,
,202.879175,,
,202.889675,,
,202.9054,,
,202.914,,
,202.927325,,
,202.943325,,
,202.964425,,
,202.9777,,
,202.98855,,
,203.0071,,
,203.048725,,
,203.061075,,
,203.083925,,
,203.10895,,
,203.12515,,
,203.129475,,
,203.152075,,
,203.160075,,
,203.197425,,
,203.21105,,
,203.228875,,
,203.25035,,
,203.2816,,
,203.291425,,
,203.296475,,
,203.3301,,
,203.34055,,
,203.357475,,
,203.3714,,
,203.381825,,
,203.3919,,
,203.410725,,
,203.42645,,
,203.440525,,
,203.450125,,
,203.469025,,
,203.486925,,
,203.513475,,
,203.530825,,
,203.547525,,
,203.583375,,
,203.598875,,
,203.607625,,
,203.613225,,
,203.65415,,
,203.673125,,
,203.681725,,
,203.689525,,
,203.7002,,
,203.72295,,
,203.7374,,
,203.744325,,
,203.7562,,
,203.767975,,
,203.782,,
,203.7975,,
,203.81765,,
,203.832325,,
,203.8457,,
,203.8598,,
,203.869325,,
,203.87695,,
,203.893475,,
,203.90835,,
,204.02775,,
,204.06815,,
,204.0888,,
,204.10145,,
,204.118075,,
,204.133475,,
,204.147575,,
,204.151975,,
,204.173925,,
,204.200125,,
,204.218575,,
,204.24265,,
,204.2581,,
,204.287675,,
,204.329675,,
,204.39585,,
,204.424525,,
,204.444325,,
,204.467425,,
,204.478,,
,204.501175,,
,204.5067,,
,204.520775,,
,204.532325,,
,204.535875,,
,204.5565,,
,204.565225,,
,204.580425,,
,204.59055,,
,204.599975,,
,204.6149,,
,204.668675,,
,204.676075,,
,204.698325,,
,204.7368,,
,204.7572,,
,204.7683,,
,204.780475,,
,204.8106,,
,204.8194,,
,204.8309,,
,204.848875,,
,204.8577,,
,204.872625,,
,204.882,,
,204.903925,,
,204.93315,,
,205.009275,,
,205.0339,,
,205.050175,,
,205.068225,,
,205.079925,,
,205.096875,,
,205.104025,,
,205.1173,,
,205.152225,,
,205.163625,,
,205.169,,
,205.17455,,
,205.1967,,
,205.2221,,
,205.23725,,
,205.252725,,
,205.259175,,
,205.278,,
,205.2942,,
,205.317475,,
,205.33755,,
,205.39765,,
,205.40285,,
,205.40715,,
,205.4274,,
,205.5287,,
,205.54585,,
,205.560475,,
,205.581425,,
,205.597225,,
,205.6386,,
,205.661,,
,205.670675,,
,205.692125,,
,205.84565,,
,205.8625,,
,205.89085,,
,205.8989,,
,205.9192,,
,205.924125,,
,205.94855,,
,205.9582,,
,205.9636,,
,205.980725,,
,205.993725,,
,206.01075,,
,206.0248,,
,206.035925,,
,206.0524,,
,206.069425,,
,206.079075,,
,206.246875,,
,206.267625,,
,206.28705,,
,206.302525,,
,206.32605,,
,206.335875,,
,206.353125,,
,206.3675,,
,206.382075,,
,206.4002,,
,206.412725,,
,206.4467,,
,206.493325,,
,206.541575,,
,206.56985,,
,206.59005,,
,206.605875,,
,206.641375,,
,206.6514,,
,206.67075,,
,206.6813,,
,206.696175,,
,206.711375,,
,206.75635,,
,206.8239,,
,206.873225,,
,206.884,,
,206.900825,,
,206.919825,,
,206.93635,,
,206.9405,,
,206.9489,,
,206.96195,,
,206.9771,,
,206.99045,,
,207.004625,,
,207.02085,,
,207.109175,,
,207.13285,,
,207.1602,,
,207.1733,,
,207.177825,,
,207.201575,,
,207.211725,,
,207.221375,,
,207.229825,,
,207.2495,,
,207.26265,,
,207.2769,,
,207.301925,,
,207.343175,,
,207.363375,,
,207.384775,,
,207.3989,,
,207.4226,,
,207.433925,,
,207.445625,,
,207.451975,,
,207.4686,,
,207.4793,,
,207.48725,,
,207.50945,,
,207.521725,,
,207.534425,,
,207.542525,,
,207.553725,,
,207.5582,,
,207.57365,,
,207.587475,,
,207.60655,,
,207.619875,,
,207.68515,,
,207.7003,,
,207.735725,,
,207.8347,,
,207.9291,,
,207.941475,,
,207.95925,,
,207.97655,,
,207.998025,,
,208.012625,,
,208.03305,,
,208.043575,,
,208.05705,,
,208.068275,,
,208.08995,,
,208.108075,,
,208.119025,,
,208.1313,,
,208.140875,,
,208.32265,,
,208.3459,,
,208.3576,,
,208.379625,,
,208.390625,,
,208.41975,,
,208.425975,,
,208.4506,,
,208.459925,,
,208.50575,,
,208.60115,,
,208.62215,,
,208.740475,,
,208.773025,,
,208.787375,,
,208.8048,,
,208.8331,,
,208.854075,,
,208.866675,,
,208.87545,,
,208.88895,,
,208.896125,,
,208.90885,,
,208.935075,,
,208.961425,,
,208.97525,,
,208.980625,,
,209.07095,,
,209.085875,,
,209.10075,,
,209.1301,,
,209.14475,,
,209.164025,,
,209.1787,,
,209.1987,,
,209.214325,,
,209.3045,,
,209.3455,,
,209.3583,,
,209.377025,,
,209.388525,,
,209.400775,,
,209.422225,,
,209.449475,,
,209.463175,,
,209.47935,,
,209.494425,,
,209.5366,,
,209.553325,,
,209.5713,,
,209.6242,,
,209.832975,,
,210.27855,,
,210.596175,,
,210.610525,,
,210.636425,,
,210.648725,,
,210.6822,,
,210.70575,,
,210.70975,,
,210.734825,,
,210.749775,,
,210.768325,,
,210.800425,,
,210.950375,,
,210.9527,,
,210.974325,,
,211.003325,,
,211.0261,,
,211.0504,,
,211.074775,,
,211.08165,,
,211.0988,,
,211.231575,,
,211.24135,,
,211.2511,,
,211.2602,,
,211.284725,,
,211.3045,,
,211.32,,
,211.347475,,
,211.906275,,
,212.013775,,
,212.025625,,
,212.172125,,
,212.17665,,
,212.203525,,
,212.2161,,
,212.264675,,
,212.488825,,
,212.555825,,
,212.714925,,
,212.732775,,
,212.75205,,
,212.767175,,
,212.783675,,
,212.7975,,
,212.80495,,
,212.814975,,
,212.834075,,
,213.037725,,
,213.055175,,
,213.070625,,
,213.09865,,
,213.2611,,
,213.2856,,
,213.310225,,
,213.32355,,
,213.34715,,
,213.371225,,
,213.3898,,
,213.42575,,
,213.518275,,
,213.54105,,
,213.569525,,
,213.6108,,
,213.617,,
,213.6344,,
,213.643325,,
,213.6567,,
,213.68165,,
,213.70955,,
,213.83845,,
,213.860125,,
,213.881925,,
,213.896675,,
,213.9092,,
,213.93705,,
,213.948375,,
,213.9703,,
,213.996425,,
,214.0082,,
,214.163375,,
,214.172975,,
,214.1898,,
,214.20135,,
,214.21205,,
,214.226475,,
,214.23855,,
,214.254225,,
,214.2626,,
,214.27715,,
,214.291625,,
,214.295625,,
,214.329,,
,214.46805,,
,214.51595,,
,214.533475,,
,214.5423,,
,214.5575,,
,214.571225,,
,214.587975,,
,214.59785,,
,214.61205,,
,214.625975,,
,214.645175,,
,214.659225,,
,214.6905,,
,214.727625,,
,214.82595,,
,214.870625,,
,214.8921,,
,214.90525,,
,214.9143,,
,214.927375,,
,214.941925,,
,214.96575,,
,214.972625,,
,214.97455,,
,214.985575,,
,215.007375,,
,215.02015,,
,215.0597,,
,215.13755,,
,215.260575,,
,215.3144,,
,215.344025,,
,215.35805,,
,215.372975,,
,215.38755,,
,215.398425,,
,215.41005,,
,215.42925,,
,215.4415,,
,215.455425,,
,215.466,,
,215.476625,,
,215.602825,,
,215.68225,,
,215.7029,,
,215.722125,,
,215.758025,,
,215.776025,,
,215.785275,,
,215.801125,,
,215.819125,,
,215.841275,,
,215.848125,,
,216.0753,,
,216.0982,,
,216.118125,,
,216.13755,,
,216.16225,,
,216.177125,,
,216.191775,,
,216.2083,,
,216.227525,,
,216.247675,,
,216.265425,,
,216.275225,,
,216.289475,,
,216.420625,,
,216.441975,,
,216.4593,,
,216.4983,,
,216.509875,,
,216.5391,,
,216.55875,,
,216.56805,,
,216.606725,,
,216.6429,,
,216.665775,,
,216.725175,,
,216.755875,,
,216.83555,,
,216.845825,,
,216.8661,,
,216.878375,,
,216.895925,,
,216.90885,,
,216.94265,,
,216.996025,,
,217.0252,,
,217.057875,,
,217.130025,,
,217.169825,,
,217.24235,,
,217.3174,,
,217.336225,,
,217.3904,,
,217.411925,,
,217.43535,,
,217.4471,,
,217.471925,,
,217.4951,,
,217.513725,,
,217.52205,,
,217.542975,,
,217.551175,,
,217.6219,,
,217.6394,,
,217.6795,,
,217.74195,,
,217.765675,,
,217.81965,,
,217.92565,,
,217.941525,,
,217.96915,,
,217.98225,,
,217.999625,,
,218.0093,,
,218.0277,,
,218.0558,,
,218.071275,,
,218.090175,,
,218.113325,,
,218.129775,,
,218.287075,,
,218.32115,,
,218.335025,,
,218.5076,,
,218.556375,,
,218.566575,,
,218.91345,,
,218.9341,,
,218.948475,,
,218.96815,,
,218.99275,,
,219.0142,,
,219.028175,,
,219.040275,,
,219.0763,,
,219.10825,,
,219.320875,,
,219.346425,,
,219.360125,,
,219.43915,,
,219.4528,,
,219.4761,,
,219.498575,,
,219.514875,,
,219.526875,,
,219.54155,,
,219.5465,,
,219.59865,,
,219.64895,,
,219.67675,,
,219.706175,,
,219.72045,,
,219.7568,,
,219.7756,,
,219.806725,,
,219.8281,,
,219.847225,,
,219.87435,,
,219.881025,,
,219.897175,,
,219.901525,,
,219.915925,,
,219.928,,
,219.932175,,
,219.940675,,
,219.979725,,
,220.003475,,
,220.057225,,
,220.07045,,
,220.110875,,
,220.1781,,
,220.254125,,
,220.2771,,
,220.286325,,
,220.3042,,
,220.3225,,
,220.329525,,
,220.372,,
,220.379275,,
,220.4014,,
,220.4208,,
,220.4515,,
,220.463575,,
,220.71095,,
,220.73025,,
,220.759175,,
,220.769575,,
,220.78935,,
,220.809025,,
,220.822675,,
,220.845575,,
,220.869475,,
,220.948775,,
,221.023575,,
,221.0548,,
,221.0878,,
,221.1039,,
,221.138225,,
,221.16555,,
,221.184725,,
,221.20245,,
,221.2373,,
,221.25295,,
,221.47555,,
,221.51655,,
,221.533075,,
,221.558375,,
,221.5692,,
,221.584575,,
,221.602475,,
,221.615225,,
,221.62955,,
,221.65045,,
,221.6814,,
,221.76335,,
,221.823525,,
,221.8413,,
,221.873875,,
,221.899075,,
,221.928075,,
,221.93425,,
,221.96065,,
,221.9619,,
,221.9808,,
,221.985575,,
,221.995575,,
,222.274225,,
,222.294475,,
,222.30035,,
,222.3135,,
,222.3389,,
,222.370425,,
,222.384875,,
,222.408725,,
,222.43285,,
,222.461825,,
,222.5888,,
,222.636875,,
,222.6605,,
,222.681,,
,222.696575,,
,222.70865,,
,222.721425,,
,222.730075,,
,222.74545,,
,222.757975,,
,222.77405,,
,222.783425,,
,222.809825,,
,222.825225,,
,222.968125,,
,222.996875,,
,223.01315,,
,223.032925,,
,223.0369,,
,223.047475,,
,223.061675,,
,223.08145,,
,223.0896,,
,223.111475,,
,223.122025,,
,223.13635,,
,223.151,,
,223.173175,,
,223.181925,,
,223.195975,,
,223.212,,
,223.225975,,
,223.23945,,
,223.453425,,
,223.4963,,
,223.51815,,
,223.541175,,
,223.565975,,
,223.57865,,
,223.586625,,
,223.596875,,
,223.614875,,
,223.643075,,
,223.83365,,
,223.8542,,
,223.88215,,
,223.90295,,
,223.930075,,
,223.95125,,
,223.96365,,
,223.982275,,
,223.99305,,
,224.007475,,
,224.019275,,
,224.031725,,
,224.042775,,
,224.0588,,
,224.0769,,
,224.091925,,
,224.1536,,
,224.241025,,
,224.299475,,
,224.3269,,
,224.3618,,
,224.380875,,
,224.392525,,
,224.406375,,
,224.435575,,
,224.448625,,
,224.456525,,
,224.472575,,
,224.496175,,
,224.5232,,
,224.5408,,
,224.56955,,
,224.659175,,
,224.744775,,
,224.790675,,
,224.811475,,
,224.816775,,
,224.84375,,
,224.890125,,
,224.9037,,
,224.918525,,
,224.935075,,
,224.9504,,
,224.9688,,
,225.045475,,
,225.053925,,
,225.090625,,
,225.114425,,
,225.12835,,
,225.1424,,
,225.211425,,
,225.46845,,
,225.50545,,
,225.521175,,
,225.5432,,
,225.551875,,
,225.57025,,
,225.5938,,
,225.618825,,
,225.8045,,
,225.97475,,
,225.988825,,
,226.008325,,
,226.0242,,
,226.0382,,
,226.0707,,
,226.088025,,
,226.122775,,
,226.13645,,
,226.15595,,
,226.169375,,
,226.23305,,
,226.3768,,
,226.41555,,
,226.433125,,
,226.460025,,
,226.482225,,
,226.49605,,
,226.51165,,
,226.5542,,
,226.5818,,
,226.599625,,
,226.638475,,
,226.760575,,
,226.77945,,
,226.79765,,
,226.81345,,
,226.8472,,
,226.88185,,
,226.9043,,
,226.9359,,
,226.9607,,
,227.003275,,
,227.30145,,
,227.3311,,
,227.349925,,
,227.38075,,
,227.4087,,
,227.425325,,
,227.43375,,
,227.4491,,
,227.73635,,
,227.769575,,
,227.80325,,
,227.8215,,
,227.838875,,
,227.85005,,
,227.8629,,
,227.879925,,
,227.979575,,
,228.157125,,
,228.191,,
,228.252675,,
,228.267125,,
,228.2824,,
,228.307275,,
,228.3226,,
,228.349425,,
,228.36465,,
,228.3936,,
,228.490875,,
,228.555925,,
,228.5695,,
,228.697175,,
,228.717775,,
,228.741525,,
,228.7549,,
,228.777275,,
,228.789475,,
,228.806275,,
,228.820625,,
,228.991875,,
,229.00945,,
,229.0343,,
,229.06275,,
,229.085675,,
,229.106225,,
,229.11765,,
,229.137775,,
,229.15285,,
,229.18485,,
,230.176125,,
,230.2479,,
,230.2534,,
,230.257225,,
,230.576175,,
,230.635525,,
,230.747275,,
,230.861025,,
,230.932425,,
,230.95015,,
,230.976675,,
,230.9807,,
,231.00325,,
,231.217875,,
,231.2291,,
,231.25365,,
,231.264725,,
,231.267675,,
,231.28015,,
,231.2857,,
,231.289525,,
,231.296375,,
,231.306375,,
,231.320325,,
,231.328125,,
,231.3602,,
,231.473775,,
,231.493025,,
,231.5111,,
,231.53295,,
,231.58075,,
,231.601675,,
,231.615825,,
,231.6284,,
,231.6413,,
,231.644175,,
,231.654325,,
,231.662475,,
,231.6726,,
,231.698975,,
,231.706925,,
,231.715175,,
,231.723475,,
,231.743375,,
,231.745825,,
,231.909875,,
,231.928325,,
,231.937875,,
,231.94635,,
,231.954375,,
,231.979175,,
,231.9912,,
,231.9974,,
,232.016675,,
,232.024525,,
,232.02865,,
,232.0409,,
,232.04875,,
,232.056325,,
,232.07665,,
,232.210975,,
,232.2199,,
,232.22965,,
,232.243375,,
,232.249975,,
,232.271525,,
,232.286225,,
,232.293625,,
,232.299625,,
,232.316525,,
,232.330575,,
,232.3469,,
,232.446725,,
,232.4632,,
,232.4882,,
,232.504575,,
,232.51725,,
,232.523225,,
,232.54665,,
,232.56015,,
,232.56665,,
,232.57365,,
,232.5837,,
,232.6006,,
,232.608225,,
,232.616825,,
,232.730375,,
,232.74545,,
,232.760875,,
,232.774225,,
,232.78615,,
,232.804775,,
,232.812075,,
,232.823725,,
,232.833225,,
,232.8423,,
,232.853125,,
,232.85755,,
,232.869475,,
,232.8888,,
,232.900675,,
,232.915,,
,233.019775,,
,233.037625,,
,233.044725,,
,233.052725,,
,233.059125,,
,233.069,,
,233.08095,,
,233.095775,,
,233.106775,,
,233.1138,,
,233.123225,,
,233.149025,,
,233.1554,,
,233.1711,,
,233.188375,,
,233.210775,,
,233.305925,,
,233.32975,,
,233.339425,,
,233.34875,,
,233.359525,,
,233.3688,,
,233.374675,,
,233.383575,,
,233.39345,,
,233.404625,,
,233.416875,,
,233.422125,,
,233.460375,,
,233.46795,,
,233.563175,,
,233.591425,,
,233.60615,,
,233.618725,,
,233.649575,,
,233.65745,,
,233.6716,,
,233.681275,,
,233.69555,,
,233.6993,,
,233.722725,,
,233.728375,,
,233.74065,,
,233.754525,,
,233.7703,,
,233.781425,,
,233.786575,,
,233.801175,,
,233.875775,,
,233.9042,,
,233.919275,,
,233.929,,
,233.935125,,
,233.950725,,
,233.963925,,
,233.978275,,
,233.994775,,
,234.012875,,
,234.040925,,
,234.0477,,
,234.0768,,
,234.094275,,
,234.11155,,
,234.12035,,
,234.13745,,
,234.145375,,
,234.158725,,
,234.1701,,
,234.176925,,
,234.190175,,
,234.202525,,
,234.207575,,
,234.223575,,
,234.2393,,
,234.254075,,
,234.2699,,
,234.2732,,
,234.40125,,
,234.428375,,
,234.441825,,
,234.4521,,
,234.459525,,
,234.471175,,
,234.48245,,
,234.49105,,
,234.503325,,
,234.512375,,
,234.52725,,
,234.5377,,
,234.564075,,
,234.571425,,
,234.583725,,
,234.633775,,
,234.642575,,
,234.669925,,
,234.694275,,
,234.7005,,
,234.705875,,
,234.719675,,
,234.731725,,
,234.74175,,
,234.751775,,
,234.763675,,
,234.78065,,
,234.793925,,
,234.9466,,
,234.971875,,
,234.997575,,
,235.00785,,
,235.0193,,
,235.027675,,
,235.03955,,
,235.0549,,
,235.0654,,
,235.077925,,
,235.08605,,
,235.090225,,
,235.099775,,
,235.122,,
,235.144275,,
,235.1675,,
,235.186075,,
,235.1896,,
,235.200475,,
,235.2265,,
,235.26615,,
,235.29645,,
,235.3171,,
,235.33035,,
,235.34335,,
,235.37015,,
,235.37835,,
,235.401275,,
,235.41995,,
,235.4489,,
,235.479125,,
,235.528375,,
,235.5567,,
,235.574,,
,235.582725,,
,235.605875,,
,235.6219,,
,235.64985,,
,235.6536,,
,235.6864,,
,235.708925,,
,235.731575,,
,235.7451,,
,235.773125,,
,235.7821,,
,235.7909,,
,235.8015,,
,235.8783,,
,235.9312,,
,235.990225,,
,236.041325,,
,236.055675,,
,236.080325,,
,236.0893,,
,236.118125,,
,236.130725,,
,236.140725,,
,236.155,,
,236.168575,,
,236.18815,,
,236.22515,,
,236.240025,,
,236.27265,,
,236.30925,,
,236.326825,,
,236.386475,,
,236.4236,,
,236.43485,,
,236.4519,,
,236.45805,,
,236.47585,,
,236.483425,,
,236.501325,,
,236.513575,,
,236.534425,,
,236.54015,,
,236.550975,,
,236.562325,,
,236.5697,,
,236.583425,,
,236.593225,,
,236.59905,,
,236.60595,,
,236.613425,,
,236.65385,,
,236.6711,,
,236.694925,,
,236.704375,,
,236.7109,,
,236.722925,,
,236.755875,,
,236.78585,,
,236.81785,,
,236.843875,,
,236.856575,,
,236.905425,,
,236.933575,,
,236.947075,,
,236.961675,,
,236.9772,,
,236.98885,,
,237.004425,,
,237.033875,,
,237.076025,,
,237.081975,,
,237.100425,,
,237.105925,,
,237.12755,,
,237.139275,,
,237.1545,,
,237.1579,,
,237.17525,,
,237.1931,,
,237.2242,,
,237.2695,,
,237.285425,,
,237.301825,,
,237.315575,,
,237.32985,,
,237.357825,,
,237.37335,,
,237.39155,,
,237.40635,,
,237.426075,,
,237.47585,,
,237.48835,,
,237.525025,,
,237.544175,,
,237.563825,,
,237.585875,,
,237.601675,,
,237.635575,,
,237.6806,,
,237.698225,,
,237.704675,,
,237.723975,,
,237.73885,,
,237.75535,,
,237.8002,,
,237.840675,,
,237.857275,,
,237.871325,,
,237.8885,,
,237.9046,,
,237.9318,,
,237.94725,,
,237.951225,,
,237.955525,,
,237.9662,,
,238.045175,,
,238.060025,,
,238.104525,,
,238.1252,,
,238.139875,,
,238.15135,,
,238.168825,,
,238.185175,,
,238.19495,,
,238.206475,,
,238.214275,,
,238.2488,,
,238.2642,,
,238.271375,,
,238.2757,,
,238.294175,,
,238.30755,,
,238.32085,,
,238.34425,,
,238.435325,,
,238.481625,,
,238.52355,,
,238.528275,,
,238.540325,,
,238.57885,,
,238.6273,,
,238.638675,,
,238.653,,
,238.667825,,
,238.68375,,
,238.689775,,
,238.707275,,
,238.71345,,
,238.729425,,
,238.732325,,
,238.744325,,
,238.756475,,
,238.766875,,
,238.7803,,
,238.7866,,
,238.808375,,
,238.817475,,
,238.821925,,
,238.83495,,
,238.8442,,
,238.8618,,
,238.881525,,
,238.978725,,
,239.055525,,
,239.076625,,
,239.103525,,
,239.1073,,
,239.126725,,
,239.15005,,
,239.16205,,
,239.190225,,
,239.204175,,
,239.214825,,
,239.2632,,
,239.283425,,
,239.297,,
,239.3147,,
,239.352825,,
,239.3651,,
,239.47195,,
,239.526275,,
,239.53665,,
,239.56065,,
,239.5714,,
,239.590175,,
,239.59325,,
,239.59885,,
,239.60845,,
,239.617625,,
,239.633925,,
,239.6537,,
,239.66105,,
,239.668825,,
,239.687475,,
,239.723325,,
,239.87,,
,239.8834,,
,239.904725,,
,239.9224,,
,239.9335,,
,239.945425,,
,239.95055,,
,239.96465,,
,239.9779,,
,239.985275,,
,239.992,,
,240.001275,,
,240.010325,,
,240.01705,,
,240.13635,,
,240.272625,,
,240.287075,,
,240.307625,,
,240.32965,,
,240.345225,,
,240.351625,,
,240.37035,,
,240.38045,,
,240.39395,,
,240.407125,,
,240.412275,,
,240.423025,,
,240.431525,,
,240.486675,,
,240.628375,,
,240.70885,,
,240.743725,,
,240.7567,,
,240.77615,,
,240.7825,,
,240.802675,,
,240.811325,,
,240.829325,,
,240.849675,,
,240.85765,,
,240.8696,,
,240.873575,,
,240.8911,,
,240.906925,,
,240.9202,,
,241.036625,,
,241.103,,
,241.123425,,
,241.138175,,
,241.1434,,
,241.16325,,
,241.186975,,
,241.19925,,
,241.208075,,
,241.216575,,
,241.223675,,
,241.237925,,
,241.252275,,
,241.2564,,
,241.2686,,
,241.28355,,
,241.291275,,
,241.302025,,
,241.318,,
,241.359525,,
,241.429125,,
,241.4477,,
,241.476275,,
,241.49915,,
,241.518,,
,241.540375,,
,241.5638,,
,241.5733,,
,241.60205,,
,241.60705,,
,241.626525,,
,241.637875,,
,241.652525,,
,241.669975,,
,241.676175,,
,241.68545,,
,241.691875,,
,241.7054,,
,241.710325,,
,241.729675,,
,241.7441,,
,241.76705,,
,241.7831,,
,241.8185,,
,241.9177,,
,241.9355,,
,241.954525,,
,241.967625,,
,241.974025,,
,241.988275,,
,242.01405,,
,242.035525,,
,242.052825,,
,242.072175,,
,242.08685,,
,242.124275,,
,242.139975,,
,242.14585,,
,242.170475,,
,242.188125,,
,242.201275,,
,242.230725,,
,242.2397,,
,242.268625,,
,242.2859,,
,242.295925,,
,242.309025,,
,242.323,,
,242.3347,,
,242.342375,,
,242.357225,,
,242.3783,,
,242.386875,,
,242.3946,,
,242.403375,,
,242.4187,,
,242.423675,,
,242.42675,,
,242.45505,,
,242.59875,,
,242.61565,,
,242.626725,,
,242.662425,,
,242.677975,,
,242.68775,,
,242.702225,,
,242.7161,,
,242.728175,,
,242.743725,,
,242.754925,,
,242.769575,,
,242.779825,,
,242.878725,,
,242.901975,,
,243.0314,,
,243.07545,,
,243.09275,,
,243.10255,,
,243.110475,,
,243.12515,,
,243.13715,,
,243.139525,,
,243.154675,,
,243.17005,,
,243.1766,,
,243.188975,,
,243.200775,,
,243.222,,
,243.23495,,
,243.290575,,
,243.316525,,
,243.36095,,
,243.3704,,
,243.413125,,
,243.429,,
,243.4491,,
,243.462425,,
,243.479925,,
,243.5309,,
,243.548625,,
,243.56245,,
,243.5917,,
,243.602625,,
,243.618,,
,243.6353,,
,243.67485,,
,243.70205,,
,243.716975,,
,243.72725,,
,243.7388,,
,243.834775,,
,243.860125,,
,243.870575,,
,243.89425,,
,243.910375,,
,243.9264,,
,243.94625,,
,243.97335,,
,243.982575,,
,244.004275,,
,244.0198,,
,244.093075,,
,244.108225,,
,244.138325,,
,244.15675,,
,244.18105,,
,244.2185,,
,244.2307,,
,244.321525,,
,244.552525,,
,244.587025,,
,244.604975,,
,244.639225,,
,244.6542,,
,244.66455,,
,244.67335,,
,244.68505,,
,244.720625,,
,244.87945,,
,244.902875,,
,244.919925,,
,244.933275,,
,244.9487,,
,244.957375,,
,244.971725,,
,244.99985,,
,245.016425,,
,245.02605,,
,245.0412,,
,245.07135,,
,245.107825,,
,245.125775,,
,245.219275,,
,245.267375,,
,245.293125,,
,245.32975,,
,245.358675,,
,245.37935,,
,245.4019,,
,245.552,,
,245.571975,,
,245.599,,
,245.6253,,
,245.6442,,
,245.652275,,
,245.70645,,
,245.713425,,
,245.7478,,
,245.756125,,
,245.776475,,
,245.787175,,
,245.80425,,
,245.816025,,
,245.8297,,
,245.86755,,
,245.877275,,
,245.8843,,
,246.063525,,
,246.156125,,
,246.191275,,
,246.20105,,
,246.21915,,
,246.228025,,
,246.236075,,
,246.25085,,
,246.263325,,
,246.279675,,
,246.292275,,
,246.36705,,
,246.42275,,
,246.449475,,
,246.4624,,
,246.489475,,
,246.504325,,
,246.524675,,
,246.53845,,
,246.551025,,
,246.581875,,
,246.5912,,
,246.611175,,
,246.618625,,
,246.644775,,
,246.648125,,
,246.660675,,
,246.673425,,
,246.693525,,
,246.714525,,
,246.7213,,
,246.818225,,
,246.84655,,
,246.8685,,
,246.889675,,
,246.90075,,
,246.927725,,
,246.93645,,
,246.95215,,
,246.95735,,
,246.9638,,
,246.978,,
,247.10435,,
,247.128375,,
,247.1318,,
,247.1422,,
,247.1701,,
,247.17645,,
,247.18785,,
,247.202825,,
,247.224025,,
,247.242175,,
,247.25955,,
,247.36355,,
,247.386825,,
,247.40335,,
,247.418325,,
,247.437025,,
,247.45135,,
,247.4623,,
,247.466975,,
,247.4801,,
,247.49605,,
,247.5047,,
,247.517075,,
,247.5249,,
,247.54235,,
,247.55825,,
,247.5706,,
,247.5886,,
,247.60905,,
,247.73415,,
,247.75575,,
,247.771025,,
,247.775925,,
,247.793525,,
,247.805825,,
,247.812325,,
,247.82415,,
,247.846375,,
,247.8569,,
,247.874125,,
,247.89,,
,247.90895,,
,247.923725,,
,247.93545,,
,247.94825,,
,247.969825,,
,248.046625,,
,248.0896,,
,248.12105,,
,248.136275,,
,248.15835,,
,248.1673,,
,248.184575,,
,248.20835,,
,248.220075,,
,248.233525,,
,248.23625,,
,248.2505,,
,248.2669,,
,248.288325,,
,248.2996,,
,248.310725,,
,248.3189,,
,248.338425,,
,248.3631,,
,248.487275,,
