SPK_SPKC05a (NA),SPK_SPKC08a (inhibited),SPK_SPKC08b (excited),SPK_SPKC12a (NA)
,48.4974,123.028875,
,48.506875,123.047075,
,48.51515,123.055875,
,48.536475,123.107425,
,48.5746,123.14115,
,48.589875,123.186575,
,48.596575,123.26775,
,48.6089,123.375775,
,48.618725,123.40825,
,48.628725,123.44245,
,48.6872,123.502525,
,48.6962,123.55725,
,48.7463,123.62365,
,48.91695,123.658875,
,48.981725,123.683725,
,49.0913,123.8895,
,49.102425,123.931975,
,49.115325,123.994025,
,49.127925,124.04285,
,49.13935,124.068375,
,49.14555,124.2125,
,49.153175,124.24345,
,49.168375,124.279575,
,49.1758,124.3354,
,49.186425,124.3599,
,49.19515,124.3805,
,49.206575,124.47355,
,49.2182,124.5387,
,49.228975,124.555075,
,49.242525,124.603025,
,49.2463,124.6406,
,49.271325,124.677625,
,49.2899,124.72355,
,49.38055,124.73765,
,49.385875,124.771175,
,49.4508,124.81945,
,49.4672,124.848275,
,49.4949,124.86885,
,49.51405,125.0064,
,49.524,125.096725,
,49.530225,125.174325,
,49.536525,125.20515,
,49.543875,125.25375,
,49.55575,125.373825,
,49.564075,125.414475,
,49.5791,125.446275,
,49.592825,125.470375,
,49.601775,125.564325,
,49.611025,125.60845,
,49.62235,125.6177,
,49.63915,125.64485,
,49.6477,125.671125,
,49.664425,125.78805,
,49.68405,125.84965,
,49.70105,125.904875,
,49.7136,125.93725,
,49.722525,126.009725,
,49.7979,126.032925,
,49.86275,126.088475,
,49.886725,126.3327,
,49.90295,126.4305,
,49.92225,126.537775,
,49.9611,126.618225,
,49.976625,126.72665,
,49.987075,126.7474,
,50.0215,126.794525,
,50.068875,126.83005,
,50.271125,126.86825,
,50.283675,126.9305,
,50.2949,126.979475,
,50.3081,127.02035,
,50.31225,127.0539,
,50.3253,127.07475,
,50.33255,127.131925,
,50.35135,127.249725,
,50.370125,127.378975,
,50.377175,127.41115,
,50.382275,127.439675,
,50.394125,127.4935,
,50.4059,127.539575,
,50.414425,127.567125,
,50.426175,127.67355,
,50.43875,127.69985,
,50.45045,127.744225,
,50.589525,127.77225,
,50.62515,127.830225,
,50.64545,128.06965,
,50.653825,128.09725,
,50.660975,128.12585,
,50.67455,128.18755,
,50.6876,128.248425,
,50.69125,128.271075,
,50.70215,128.27985,
,50.714875,128.343175,
,50.73185,128.348375,
,50.7485,128.4265,
,50.773975,128.507775,
,50.79395,128.531875,
,50.87105,128.59425,
,50.99395,128.621175,
,51.00855,128.69455,
,51.036825,128.76855,
,51.05415,128.783025,
,51.0683,128.805025,
,51.0782,128.83875,
,51.0912,128.861525,
,51.110375,128.8635,
,51.1234,128.9212,
,51.14085,128.927275,
,51.157575,128.976925,
,51.164425,129.04635,
,51.18835,129.08725,
,51.21455,129.12935,
,51.235975,129.156925,
,51.31945,129.2247,
,51.33405,129.25605,
,51.368775,129.26315,
,51.3737,129.40895,
,51.3917,129.590075,
,51.407,129.68005,
,51.415875,129.7084,
,51.427075,129.85025,
,51.444175,129.882025,
,51.46155,129.943975,
,51.4873,129.949425,
,51.58655,130.120125,
,51.603475,130.1845,
,51.62465,130.304575,
,51.642775,130.380275,
,51.6711,130.428275,
,51.681475,130.4495,
,51.69495,130.4734,
,51.71135,130.493525,
,51.873325,130.5173,
,51.88795,130.556825,
,51.893875,130.648725,
,51.906275,130.696975,
,51.9178,130.752925,
,51.93525,130.805625,
,51.94665,130.8674,
,51.95355,130.89265,
,51.968525,130.92155,
,51.998275,130.9236,
,52.2641,130.973,
,52.2835,130.9971,
,52.31215,131.057625,
,52.32365,131.116375,
,52.33875,131.138475,
,52.3674,131.16985,
,52.380325,131.22245,
,52.389525,131.2526,
,52.40235,131.2843,
,52.431875,131.35095,
,52.4512,131.409775,
,52.45965,131.524975,
,52.667025,131.5516,
,52.676025,131.57855,
,52.692675,131.59905,
,52.710175,131.6186,
,52.8056,131.630275,
,53.071175,131.704825,
,53.31395,131.7277,
,53.3255,131.7481,
,53.356825,131.804475,
,53.37195,131.82505,
,53.383025,131.915425,
,53.3948,131.932675,
,53.408775,132.03635,
,53.424325,132.06005,
,53.43225,132.145275,
,53.4441,132.1674,
,53.457275,132.200475,
,53.466975,132.385025,
,53.476325,132.42205,
,53.482225,132.482525,
,53.493625,132.558075,
,53.740425,132.560925,
,53.7466,132.590825,
,53.7621,132.620575,
,53.767325,132.64305,
,53.777075,132.711175,
,53.8001,132.731125,
,53.818475,132.763775,
,53.834875,132.78545,
,53.850075,132.86705,
,53.860025,132.903975,
,53.87485,132.935575,
,53.88455,133.052825,
,53.93185,133.105325,
,54.0588,133.14605,
,54.07885,133.178925,
,54.092225,133.352425,
,54.109325,133.406975,
,54.11895,133.427575,
,54.125875,133.463225,
,54.1325,133.490325,
,54.150425,133.50835,
,54.1612,133.619475,
,54.168975,133.6804,
,54.185175,133.70185,
,54.1952,133.7574,
,54.199175,133.851275,
,54.221225,133.864075,
,54.24175,133.943075,
,54.24495,133.95565,
,54.24905,134.03555,
,54.260275,134.065725,
,54.4543,134.108825,
,54.458075,134.176325,
,54.482525,134.2082,
,54.4896,134.308175,
,54.49765,134.3392,
,54.5046,134.3568,
,54.531775,134.3737,
,54.537525,134.39495,
,54.54895,134.422775,
,54.5587,134.481525,
,54.5679,134.5437,
,54.596375,134.558925,
,54.601625,134.62155,
,54.6084,134.639325,
,54.626025,134.664625,
,54.63335,134.742525,
,54.637125,134.76015,
,54.6393,134.7791,
,54.6539,134.788125,
,54.663025,134.8046,
,54.673625,134.8136,
,54.777775,134.8511,
,54.822675,134.93575,
,54.848575,134.939325,
,54.858775,134.986225,
,54.8624,135.037675,
,54.872125,135.114075,
,54.895275,135.151775,
,54.90415,135.17115,
,54.9144,135.208525,
,54.91925,135.257925,
,54.92725,135.2954,
,54.9396,135.32075,
,54.9636,135.329675,
,55.069975,135.369275,
,55.091575,135.39335,
,55.1114,135.467675,
,55.128725,135.610075,
,55.139025,135.6344,
,55.146875,135.660475,
,55.1552,135.70665,
,55.16295,135.7547,
,55.1786,135.889425,
,55.199375,135.93135,
,55.217425,135.9447,
,55.2457,136.078675,
,55.475275,136.1585,
,55.49475,136.252675,
,55.5138,136.310375,
,55.5245,136.337475,
,55.537825,136.45055,
,55.5548,136.543125,
,55.567575,136.5701,
,55.57305,136.6034,
,55.59235,136.6458,
,55.6173,136.6838,
,55.6331,136.68985,
,55.6459,136.780975,
,55.66335,136.84765,
,55.667375,136.854375,
,55.712825,136.886525,
,55.749475,137.0129,
,55.93855,137.03445,
,55.957425,137.0937,
,55.9711,137.1076,
,55.98535,137.18175,
,55.99095,137.270325,
,56.003075,137.306725,
,56.0124,137.36725,
,56.0252,137.3841,
,56.03455,137.39615,
,56.04195,137.421975,
,56.053375,137.44005,
,56.068725,137.477975,
,56.075825,137.499225,
,56.091575,137.5041,
,56.0994,137.519875,
,56.105525,137.539125,
,56.3285,137.56035,
,56.3363,137.632025,
,56.400075,137.682975,
,56.4143,137.7135,
,56.419925,137.736625,
,56.432475,137.76325,
,56.439125,137.84895,
,56.45005,137.88065,
,56.4595,137.93385,
,56.475025,137.963125,
,56.485675,138.0077,
,56.495275,138.0213,
,56.50925,138.0324,
,56.51905,138.053375,
,56.53425,138.094075,
,56.5418,138.1265,
,56.545925,138.207275,
,56.5609,138.389825,
,56.570375,138.46435,
,56.5868,138.50665,
,56.60015,138.5387,
,56.7223,138.560225,
,56.751125,138.68825,
,56.76305,138.7127,
,56.78335,138.828825,
,56.8069,138.870025,
,56.829525,138.88465,
,56.8453,138.907725,
,56.863125,138.97475,
,56.890775,139.01035,
,56.9085,139.0222,
,56.920975,139.038375,
,56.948975,139.095825,
,56.967975,139.16065,
,56.984625,139.24445,
,56.9953,139.262125,
,57.009025,139.3754,
,57.03285,139.4199,
,57.04455,139.444275,
,57.0592,139.483325,
,57.06985,139.523925,
,57.083,139.583025,
,57.09455,139.60625,
,57.10335,139.6365,
,57.111975,139.681825,
,57.1283,139.70895,
,57.136375,139.73545,
,57.1496,139.758325,
,57.159125,139.76355,
,57.16955,139.854025,
,57.22315,139.87725,
,57.280925,139.9231,
,57.325875,139.9541,
,57.347125,140.027225,
,57.364175,140.1678,
,57.382475,140.410475,
,57.41345,140.450625,
,57.429975,140.508675,
,57.446875,140.53205,
,57.464375,140.57215,
,57.4752,140.59745,
,57.493,140.6446,
,57.5012,140.688,
,57.5189,140.72455,
,57.529875,140.7412,
,57.548475,140.7908,
,57.5713,140.825725,
,57.57995,140.875575,
,57.592175,140.899475,
,57.6082,140.952125,
,57.62115,140.9792,
,57.6301,140.980675,
,57.6478,141.0258,
,57.703875,141.05825,
,57.750725,141.115125,
,57.787125,141.12325,
,57.805875,141.161325,
,57.832825,141.28405,
,57.84715,141.425825,
,57.854625,141.467875,
,57.86925,141.491575,
,57.880625,141.5428,
,57.8848,141.61975,
,57.9029,141.638875,
,57.91115,141.65765,
,57.93365,141.7004,
,57.948625,141.753325,
,57.96565,141.778975,
,57.982675,141.802,
,58.139675,141.820725,
,58.156575,141.9295,
,58.1863,142.019625,
,58.2023,142.0629,
,58.220625,142.131875,
,58.234325,142.2016,
,58.2452,142.22035,
,58.263275,142.282425,
,58.2764,142.42115,
,58.2817,142.505575,
,58.316775,142.584375,
,58.34475,142.659875,
,58.47785,142.78495,
,58.4951,142.82615,
,58.51235,142.87785,
,58.540675,142.910425,
,58.571925,142.99215,
,58.584625,143.007275,
,58.642925,143.0342,
,58.65995,143.063975,
,58.6625,143.089575,
,58.67805,143.106225,
,58.6869,143.136725,
,58.709075,143.1658,
,58.71985,143.224675,
,58.7361,143.25525,
,58.7445,143.33055,
,58.759125,143.35325,
,58.790475,143.38105,
,58.80415,143.4372,
,58.820075,143.463275,
,58.83415,143.48015,
,58.8655,143.482275,
,58.93275,143.51715,
,58.941575,143.54445,
,58.98215,143.56395,
,58.99975,143.57345,
,59.0144,143.61395,
,59.042725,143.871175,
,59.059575,143.936125,
,59.072225,143.962825,
,59.084025,144.021625,
,59.0936,144.081575,
,59.11045,144.150175,
,59.1189,144.259275,
,59.1326,144.313225,
,59.1369,144.38505,
,59.1545,144.456975,
,59.1699,144.48675,
,59.357825,144.548825,
,59.432825,144.578875,
,59.458625,144.621275,
,59.4725,144.637375,
,59.487375,144.7043,
,59.49315,144.768375,
,59.508825,144.791875,
,59.517925,144.838525,
,59.548975,144.8493,
,59.5611,144.8648,
,59.58055,144.918675,
,59.5915,145.028525,
,59.6049,145.140925,
,59.6742,145.196625,
,59.704575,145.317725,
,59.75315,145.429675,
,59.7758,145.4798,
,59.8226,145.56655,
,59.84665,145.593,
,59.8606,145.73675,
,59.875125,145.784225,
,59.8928,145.81405,
,59.909325,145.90615,
,59.917175,145.957075,
,59.928775,145.994125,
,59.932925,146.02795,
,59.954225,146.05805,
,60.039475,146.079375,
,60.160175,146.092175,
,60.1775,146.177575,
,60.203675,146.25225,
,60.225275,146.311,
,60.327275,146.4247,
,60.371275,146.558475,
,60.382425,146.58445,
,60.391775,146.687975,
,60.4021,146.718725,
,60.41355,146.802075,
,60.426625,146.83675,
,60.45525,146.8606,
,60.47105,146.9211,
,60.481075,147.10045,
,60.4841,147.49945,
,60.507725,147.554175,
,60.5144,147.59145,
,60.537025,147.6527,
,60.642075,147.72885,
,60.6833,147.7443,
,60.69575,147.866825,
,60.71235,147.879075,
,60.7258,147.898925,
,60.7403,147.927575,
,60.7481,147.95125,
,60.762025,147.971825,
,60.774,148.050475,
,60.79955,148.078625,
,60.81845,148.193775,
,60.82155,148.2918,
,60.835625,148.4303,
,61.037575,148.485325,
,61.05595,148.514375,
,61.0653,148.551625,
,61.07925,148.61875,
,61.091825,148.786,
,61.103475,148.81695,
,61.115425,148.908175,
,61.135475,148.93815,
,61.150575,149.265725,
,61.158625,149.28955,
,61.16755,149.35505,
,61.1929,149.5145,
,61.20085,149.542925,
,61.259675,149.6018,
,61.85185,149.6854,
,62.0044,149.83535,
,62.027175,149.89075,
,62.041775,149.974425,
,62.05425,150.0224,
,62.07045,150.0651,
,62.0892,150.147275,
,62.30135,150.237175,
,62.323325,150.2577,
,62.398575,150.339875,
,62.440675,150.3998,
,62.453825,150.42105,
,62.47495,150.586825,
,62.553625,150.704,
,62.670775,150.757,
,62.739275,150.9018,
,62.8074,150.99025,
,62.8667,151.05735,
,63.011025,151.0638,
,63.211775,151.0734,
,63.591175,151.174525,
,63.605325,151.206075,
,63.643525,151.393325,
,63.650425,151.4163,
,63.6569,151.4453,
,63.677425,151.4716,
,63.699825,151.49325,
,63.704425,151.519525,
,63.71385,151.54565,
,63.720625,151.6895,
,63.73135,151.740675,
,63.746775,151.829825,
,63.7613,151.91745,
,64.027875,151.932425,
,64.1915,151.981525,
,64.209575,152.000125,
,64.22275,152.0332,
,64.2486,152.10385,
,64.2733,152.1603,
,64.289675,152.192625,
,64.30135,152.216025,
,64.31415,152.292675,
,64.339975,152.32235,
,64.388175,152.43655,
,64.3925,152.4462,
,64.42525,152.466875,
,64.439075,152.504225,
,64.455825,152.577325,
,64.46435,152.613425,
,64.48175,152.63595,
,64.495875,152.66525,
,64.509325,152.711075,
,64.5175,152.742725,
,64.5288,152.7558,
,64.54215,152.839675,
,64.5505,152.86995,
,64.56485,152.894525,
,64.5763,152.922625,
,64.581275,153.03475,
,64.59245,153.1176,
,64.5998,153.13925,
,64.603925,153.199175,
,64.61345,153.274925,
,64.6304,153.309225,
,64.63735,153.375275,
,64.728025,153.3846,
,64.7313,153.41285,
,64.74345,153.44485,
,64.758825,153.47655,
,64.76445,153.495,
,64.796025,153.557975,
,64.80255,153.580125,
,64.82885,153.5869,
,64.8424,153.622425,
,64.848525,153.678525,
,64.8596,153.77415,
,64.872825,153.873125,
,64.878625,153.98415,
,65.02655,154.049625,
,65.106925,154.1789,
,65.3282,154.2426,
,65.3495,154.276175,
,65.563425,154.294925,
,65.88495,154.369375,
,65.933225,154.394725,
,65.955425,154.427,
,65.97155,154.46785,
,65.9983,154.525725,
,66.007775,154.5471,
,66.0209,154.593775,
,66.03195,154.68585,
,66.04455,154.717975,
,66.0839,154.73865,
,66.09795,154.792725,
,66.146475,154.821275,
,66.1674,154.8535,
,66.293925,154.873675,
,66.331475,154.8985,
,66.344125,154.92185,
,66.36745,155.0285,
,66.37415,155.047125,
,66.38245,155.0645,
,66.39885,155.11115,
,66.404225,155.138675,
,66.421775,155.162075,
,66.42495,155.16935,
,66.43895,155.28205,
,66.44685,155.31,
,66.455975,155.34115,
,66.473075,155.360375,
,66.4835,155.499725,
,66.486125,155.60485,
,66.49775,155.662925,
,66.572675,155.670175,
,66.6306,155.74735,
,66.643025,155.77175,
,66.6632,155.890725,
,66.673475,156.142875,
,66.695675,156.2135,
,66.7064,156.27435,
,66.7143,156.297975,
,66.726475,156.324075,
,66.74225,156.33085,
,66.753175,156.3824,
,66.765,156.39845,
,66.77485,156.4808,
,66.787725,156.5333,
,66.8508,156.554175,
,66.942725,156.579175,
,66.958375,156.671475,
,66.9745,156.698075,
,66.9806,156.8325,
,66.98665,157.041875,
,67.004775,157.115,
,67.0108,157.161225,
,67.02245,157.16425,
,67.027125,157.19095,
,67.038525,157.230775,
,67.05,157.30465,
,67.054675,157.379775,
,67.058125,157.38935,
,67.0697,157.4173,
,67.07335,157.4387,
,67.0919,157.488475,
,67.09905,157.51105,
,67.1082,157.537375,
,67.116025,157.56395,
,67.1205,157.61155,
,67.13115,157.661775,
,67.145625,157.687075,
,67.203625,157.703125,
,67.21395,157.742125,
,67.22835,157.82715,
,67.240475,157.832925,
,67.277825,157.8614,
,67.29505,157.91875,
,67.3182,157.981675,
,67.3256,158.00365,
,67.371725,158.026275,
,67.4051,158.059975,
,67.427025,158.073,
,67.4393,158.18375,
,67.449825,158.22615,
,67.457375,158.2407,
,67.468625,158.304725,
,67.4769,158.3964,
,67.487875,158.41535,
,67.49965,158.4412,
,67.51475,158.64885,
,67.5216,158.768725,
,67.527525,158.78685,
,67.5334,158.8318,
,67.544625,158.91615,
,67.551425,158.941525,
,67.555475,158.994525,
,67.571225,159.0181,
,67.57785,159.0388,
,67.5848,159.050375,
,67.598325,159.065175,
,67.61175,159.08425,
,67.6237,159.150875,
,67.7059,159.180825,
,67.734375,159.20785,
,67.7474,159.403275,
,67.750875,159.421925,
,67.7615,159.4495,
,67.769025,159.483075,
,67.786575,159.57215,
,67.79595,159.596025,
,67.808625,159.76385,
,67.81395,159.833925,
,67.833225,159.874525,
,67.83805,159.99495,
,67.8515,160.1813,
,67.860125,160.20605,
,67.875775,160.2236,
,67.881525,160.289325,
,67.893025,160.322975,
,67.905075,160.47405,
,67.97605,160.5344,
,67.982,160.555825,
,68.03255,160.5762,
,68.079725,160.59905,
,68.102,160.679525,
,68.132875,160.70755,
,68.15735,160.7593,
,68.1871,160.842375,
,68.20445,160.84395,
,68.2107,160.8661,
,68.2226,160.99225,
,68.24555,161.096075,
,68.260575,161.13625,
,68.276875,161.1742,
,68.2868,161.19055,
,68.5443,161.216675,
,68.556625,161.222675,
,68.571625,161.2806,
,68.57595,161.373525,
,68.58425,161.41925,
,68.596975,161.4279,
,68.608375,161.445825,
,68.612825,161.507375,
,68.620575,161.56845,
,68.644,161.618,
,68.659675,161.64505,
,68.6671,161.67915,
,68.673725,161.715575,
,68.6875,161.806325,
,68.695,161.901225,
,68.702825,161.9432,
,68.71585,161.973775,
,68.722075,162.0286,
,68.847525,162.0606,
,69.015825,162.118775,
,69.043875,162.213175,
,69.062625,162.240825,
,69.083975,162.3172,
,69.09725,162.391,
,69.1052,162.4122,
,69.116975,162.537425,
,69.1256,162.5684,
,69.132825,162.587075,
,69.14355,162.61035,
,69.150275,162.6759,
,69.16355,162.7393,
,69.16955,162.816225,
,69.185225,162.91575,
,69.193275,162.946025,
,69.202725,162.965725,
,69.4542,162.97305,
,69.46425,162.990125,
,69.486925,163.0538,
,69.50805,163.1024,
,69.513925,163.153475,
,69.519425,163.2436,
,69.52555,163.30015,
,69.541375,163.325425,
,69.550925,163.352425,
,69.570425,163.46805,
,69.574675,163.498175,
,69.58925,163.5194,
,69.602025,163.5944,
,69.6164,163.65105,
,69.734325,163.685175,
,69.789725,163.718425,
,69.80635,163.7793,
,69.8187,163.82215,
,69.828925,163.846225,
,69.835125,163.87785,
,69.843525,163.926675,
,69.86445,164.009175,
,69.889275,164.0325,
,69.901625,164.083675,
,69.9166,164.117375,
,69.927825,164.129525,
,69.94325,164.145525,
,69.94835,164.301575,
,69.955675,164.31825,
,69.967225,164.41935,
,69.975825,164.445675,
,69.9895,164.49735,
,70.001875,164.5501,
,70.022625,164.580225,
,70.0856,164.62085,
,70.290725,164.656625,
,70.305975,164.78365,
,70.330875,164.804575,
,70.33895,164.851275,
,70.3506,164.937925,
,70.3662,165.0922,
,70.376875,165.112275,
,70.381525,165.127775,
,70.4002,165.2141,
,70.414475,165.240325,
,70.422025,165.317075,
,70.4263,165.3479,
,70.440875,165.3824,
,70.4469,165.488575,
,70.459125,165.51725,
,70.464675,165.539775,
,70.480775,165.594225,
,70.59145,165.6269,
,70.614375,165.653925,
,70.631725,165.6667,
,70.742975,165.804,
,70.76495,165.868325,
,70.775975,165.898475,
,70.7824,165.94095,
,70.793675,165.9753,
,70.808725,166.0047,
,70.814575,166.033625,
,70.8181,166.0673,
,70.83265,166.15625,
,70.84785,166.19845,
,70.8533,166.22225,
,70.861225,166.25065,
,70.8699,166.268025,
,70.89335,166.3059,
,70.898875,166.338975,
,70.904475,166.360825,
,70.921575,166.388575,
,70.92945,166.4239,
,70.996225,166.46,
,71.055525,166.548275,
,71.0723,166.5795,
,71.09625,166.712675,
,71.11365,166.8154,
,71.126575,167.02105,
,71.14155,167.1352,
,71.154475,167.163025,
,71.164675,167.290275,
,71.17995,167.36255,
,71.1949,167.391275,
,71.35335,167.424075,
,71.5218,167.46155,
,71.552175,167.509425,
,71.564975,167.530625,
,71.580475,167.550925,
,71.58735,167.57835,
,71.6015,167.605825,
,71.60595,167.837575,
,71.614625,167.90145,
,71.6208,167.918925,
,71.62875,167.94515,
,71.645025,168.078075,
,71.657525,168.099625,
,71.6653,168.122725,
,71.6872,168.163325,
,71.691975,168.29585,
,71.841925,168.348,
,71.8577,168.381825,
,71.874325,168.425375,
,71.884125,168.444075,
,71.90925,168.479625,
,71.92405,168.502675,
,71.93245,168.61655,
,71.942675,168.748075,
,71.9537,168.772225,
,71.977725,168.788925,
,72.025125,168.868475,
,72.032475,168.942125,
,72.04665,169.02545,
,72.063075,169.056375,
,72.130675,169.12285,
,72.170175,169.1913,
,72.186075,169.233,
,72.196825,169.266075,
,72.2176,169.2839,
,72.23175,169.312825,
,72.247775,169.394075,
,72.265175,169.449775,
,72.28215,169.483075,
,72.29375,169.508425,
,72.3087,169.539275,
,72.319875,169.571575,
,72.3268,169.6,
,72.337675,169.639875,
,72.3488,169.6727,
,72.3644,169.7268,
,72.37445,169.803825,
,72.385075,169.946175,
,72.39035,169.97295,
,72.39725,170.0741,
,72.40215,170.1104,
,72.425675,170.142325,
,72.58025,170.1844,
,72.633325,170.285975,
,72.6602,170.350275,
,72.674925,170.434075,
,72.694125,170.470525,
,72.708975,170.50515,
,72.7198,170.52295,
,72.74125,170.571,
,72.752575,170.60255,
,72.760325,170.651625,
,72.78325,170.691975,
,72.787825,170.714625,
,72.7919,170.7634,
,72.811025,170.79575,
,72.818575,170.799225,
,72.822875,170.81925,
,72.836175,170.85295,
,72.8422,171.0343,
,72.85685,171.1226,
,72.8627,171.188,
,72.866725,171.2185,
,72.885025,171.336275,
,72.890625,171.3592,
,72.904675,171.40895,
,72.91105,171.431175,
,72.917825,171.45375,
,72.9444,171.531075,
,72.961775,171.61885,
,72.97595,171.638075,
,72.99465,171.669375,
,73.089175,171.73585,
,73.2226,171.81575,
,73.23185,171.84525,
,73.245175,171.920475,
,73.26725,171.962075,
,73.27765,171.990225,
,73.28515,172.058,
,73.29145,172.127625,
,73.3168,172.25135,
,73.323925,172.413325,
,73.355625,172.5062,
,73.376375,172.547925,
,73.402725,172.5758,
,73.454175,172.62735,
,73.47555,172.6883,
,73.52715,172.713525,
,73.70785,172.73035,
,73.73285,172.794025,
,73.74305,172.8457,
,73.75545,172.897825,
,73.763025,172.9229,
,73.77055,173.00755,
,73.7836,173.036025,
,73.7944,173.131075,
,73.803925,173.161525,
,73.8154,173.200075,
,73.8236,173.25235,
,73.82975,173.2886,
,73.84355,173.3223,
,73.864175,173.345275,
,73.882325,173.45275,
,73.890575,173.482075,
,73.89995,173.519025,
,73.909875,173.578925,
,74.035675,173.608725,
,74.0479,173.6633,
,74.0534,173.7396,
,74.162625,173.9114,
,74.178575,173.9411,
,74.2085,174.010975,
,74.224975,174.044125,
,74.24245,174.0907,
,74.2585,174.0932,
,74.26705,174.263825,
,74.27945,174.28275,
,74.28935,174.376275,
,74.314775,174.40355,
,74.330375,174.44845,
,74.34025,174.4653,
,74.352225,174.5001,
,74.363625,174.538875,
,74.38055,174.565825,
,74.514025,174.642175,
,74.5213,174.669325,
,74.544925,174.732975,
,74.564275,174.7745,
,74.583275,174.7963,
,74.59345,174.85415,
,74.608775,174.880875,
,74.6169,174.9384,
,74.631,174.9968,
,74.6423,175.056,
,74.655825,175.134425,
,74.6661,175.189175,
,74.670275,175.239625,
,74.685025,175.299775,
,74.702675,175.342,
,74.710725,175.38485,
,74.722575,175.406675,
,74.7383,175.52985,
,74.754975,175.592325,
,74.77575,175.6328,
,74.933175,175.681025,
,74.957475,175.752725,
,74.9697,175.770325,
,74.981425,175.834,
,75.023625,175.853825,
,75.053475,175.87925,
,75.131475,175.906925,
,75.209575,175.934575,
,75.2295,175.998825,
,75.2452,176.052225,
,75.252775,176.093075,
,75.259925,176.1858,
,75.272075,176.2148,
,75.289925,176.26575,
,75.305325,176.2917,
,75.311625,176.325975,
,75.33315,176.435525,
,75.339275,176.461625,
,75.35325,176.52965,
,75.66845,176.584375,
,75.695275,176.614025,
,76.24805,176.688775,
,76.5156,176.739375,
,76.67565,176.824725,
,76.79135,176.861675,
,76.820375,176.89075,
,76.830425,176.9677,
,76.856725,177.0016,
,76.87285,177.023725,
,76.921925,177.08395,
,77.006375,177.181025,
,77.037225,177.240425,
,77.0541,177.264575,
,77.077525,177.293875,
,77.0907,177.320775,
,77.117175,177.381825,
,77.141925,177.405475,
,77.158375,177.4862,
,77.167725,177.54845,
,77.2519,177.582425,
,77.27065,177.617325,
,77.280725,177.676325,
,77.312,177.704675,
,77.390025,177.7575,
,77.409875,177.78155,
,77.41695,177.8082,
,77.4395,177.8349,
,77.506475,177.8855,
,77.517,177.94795,
,77.5243,178.068625,
,77.5393,178.091975,
,77.5455,178.115075,
,77.55875,178.17115,
,77.584625,178.19135,
,77.60015,178.24905,
,77.6121,178.280875,
,77.64185,178.3419,
,77.650175,178.388225,
,77.6645,178.6978,
,77.6745,178.738675,
,77.69165,178.8094,
,77.712625,178.83385,
,77.721225,178.890425,
,77.7275,178.9213,
,77.75335,178.979175,
,77.7586,179.006425,
,77.78445,179.045225,
,77.872275,179.15405,
,77.904925,179.171875,
,77.9198,179.1992,
,77.9422,179.229825,
,77.962,179.30385,
,77.99495,179.417075,
,78.02055,179.4405,
,78.0556,179.5472,
,78.0791,179.6257,
,78.096575,179.6627,
,78.116975,179.7125,
,78.149375,179.734625,
,78.1591,179.759475,
,78.16335,179.790275,
,78.20775,179.86525,
,78.22095,179.88025,
,78.230575,179.9068,
,78.24445,179.9465,
,78.258575,179.97675,
,78.268875,180.012725,
,78.28505,180.038525,
,78.321275,180.08925,
,78.33805,180.206,
,78.35075,180.270775,
,78.3641,180.3046,
,78.3732,180.32,
,78.386075,180.351775,
,78.40505,180.420275,
,78.418475,180.435375,
,78.4542,180.44685,
,78.47975,180.4568,
,78.483,180.48935,
,78.489025,180.5356,
,78.5266,180.5945,
,78.5549,180.6805,
,78.580975,180.7068,
,78.58405,180.76165,
,78.595475,180.83215,
,78.611475,180.95375,
,78.629025,181.011575,
,78.649525,181.07995,
,78.67075,181.10185,
,78.694675,181.16925,
,78.705075,181.207825,
,78.720275,181.27225,
,78.76605,181.411075,
,78.774025,181.4425,
,78.79605,181.4826,
,78.80805,181.5234,
,78.81285,181.54645,
,78.8285,181.587175,
,78.839625,181.62035,
,78.8567,181.6465,
,78.871975,181.763225,
,78.8916,181.796075,
,78.9059,181.8054,
,78.924125,181.82535,
,78.936475,181.85375,
,78.96165,181.90685,
,78.974425,182.0041,
,78.9912,182.0284,
,79.108575,182.05075,
,79.212775,182.126775,
,79.233875,182.217125,
,79.25235,182.25495,
,79.269625,182.25825,
,79.28635,182.286125,
,79.2956,182.3148,
,79.31775,182.3452,
,79.329475,182.3709,
,79.34005,182.386225,
,79.384975,182.408675,
,79.3965,182.462275,
,79.420975,182.487575,
,79.443025,182.54215,
,79.46345,182.606025,
,79.46825,182.695025,
,79.4878,182.922025,
,79.504075,182.986125,
,79.5266,183.0277,
,79.56085,183.0518,
,79.5961,183.08225,
,79.607825,183.1996,
,79.672,183.259275,
,79.709175,183.280875,
,79.730075,183.381075,
,79.73575,183.4345,
,79.77155,183.46535,
,79.780775,183.47595,
,79.793675,183.51215,
,79.8405,183.570325,
,79.8552,183.65935,
,79.870225,183.801775,
,79.88555,183.822675,
,79.922375,183.8822,
,79.96415,183.98925,
,79.96985,184.073925,
,80.010575,184.097275,
,80.047825,184.1055,
,80.07155,184.20635,
,80.077025,184.25235,
,80.09415,184.27935,
,80.1115,184.3325,
,80.121975,184.422475,
,80.143125,184.51055,
,80.1611,184.5424,
,80.17475,184.66125,
,80.187325,184.69095,
,80.208575,184.74415,
,80.229975,184.77665,
,80.2409,184.8156,
,80.252625,184.853,
,80.28975,184.87915,
,80.34325,184.899325,
,80.347,184.9347,
