SPK_SPKC01a (no effect),SPK_SPKC03a (no effect),SPK_SPKC12a (no effect),SPK_SPKC13a (no effect)
,251.70505,133.496475,
,251.73725,133.521975,
,251.751725,133.560475,
,251.8034,133.598975,
,251.871125,133.6123,
,251.962475,133.636475,
,251.98545,133.643425,
,252.0752,133.6962,
,252.1047,133.71925,
,252.1202,133.73745,
,252.15535,133.78295,
,252.188375,133.81645,
,252.2795,133.852125,
,252.296925,133.902975,
,252.41275,133.933575,
,252.4356,133.960075,
,252.4776,133.9918,
,252.540725,134.006325,
,252.5867,134.033825,
,252.606025,134.086,
,252.679775,134.09945,
,252.7203,134.11285,
,252.777,134.179175,
,252.87095,134.18855,
,252.9034,134.223825,
,252.958775,134.240325,
,253.0013,134.280875,
,253.111925,134.2915,
,253.1674,134.30395,
,253.20995,134.31,
,253.33755,134.32015,
,253.358575,134.341925,
,253.4234,134.357725,
,253.529575,134.409275,
,253.5843,134.432225,
,253.602225,134.47745,
,253.638075,134.488425,
,253.6552,134.532625,
,253.6838,134.5493,
,253.764875,134.5748,
,253.951275,134.603875,
,253.9864,134.634225,
,254.0601,134.650175,
,254.099325,134.67125,
,254.166025,134.69585,
,254.208975,134.741375,
,254.236225,134.7826,
,254.2615,134.81,
,254.284525,134.83035,
,254.362425,134.85595,
,254.38105,134.883525,
,254.396675,134.898775,
,254.4059,134.924475,
,254.444675,134.9339,
,254.463175,134.9606,
,254.4913,135.000775,
,254.5181,135.03085,
,254.56195,135.036975,
,254.585825,135.070025,
,254.613125,135.113625,
,254.6256,135.148675,
,254.644925,135.168625,
,254.665875,135.187425,
,254.7296,135.236225,
,254.750375,135.262525,
,254.796325,135.286975,
,254.818275,135.297275,
,254.82115,135.325,
,254.868575,135.340625,
,254.897475,135.370025,
,254.9808,135.383575,
,255.02125,135.4053,
,255.06865,135.4346,
,255.093225,135.449675,
,255.115125,135.472375,
,255.13925,135.50465,
,255.20725,135.52725,
,255.267025,135.564425,
,255.28425,135.641575,
,255.32035,135.662825,
,255.400575,135.677575,
,255.4107,135.699175,
,255.521725,135.71775,
,255.557325,135.74605,
,255.609675,135.7758,
,255.726325,135.800525,
,255.86605,135.859725,
,255.8962,135.897925,
,255.93565,135.93585,
,256.04995,135.956875,
,256.082275,135.987425,
,256.136,136.0113,
,256.205375,136.036625,
,256.225475,136.06005,
,256.24825,136.08065,
,256.26745,136.09705,
,256.3263,136.116,
,256.35045,136.1303,
,256.3634,136.1571,
,256.3795,136.1934,
,256.392575,136.243075,
,256.437775,136.299525,
,256.45195,136.34235,
,256.492125,136.363675,
,256.53545,136.4197,
,256.557275,136.42805,
,256.615875,136.435625,
,256.6352,136.454875,
,256.691775,136.47275,
,256.74155,136.4944,
,256.8552,136.539275,
,256.90065,136.545475,
,256.9698,136.552425,
,256.99665,136.606575,
,257.035725,136.630325,
,257.113675,136.649125,
,257.135625,136.664675,
,257.1545,136.68675,
,257.2042,136.69615,
,257.228025,136.710475,
,257.30465,136.73185,
,257.35175,136.777025,
,257.360675,136.79715,
,257.38775,136.8242,
,257.420475,136.8276,
,257.4484,136.866675,
,257.467775,136.9074,
,257.50305,136.9182,
,257.522125,136.929275,
,257.5509,136.940025,
,257.589125,136.955425,
,257.617325,136.976475,
,257.644075,136.989125,
,257.676075,137.0101,
,257.7057,137.1319,
,257.778225,137.15785,
,257.830925,137.182075,
,257.885675,137.20575,
,257.9198,137.211775,
,258.1106,137.2192,
,258.205675,137.237875,
,258.245375,137.278825,
,258.30245,137.29895,
,258.355925,137.33525,
,258.4265,137.377975,
,258.58425,137.472525,
,258.599425,137.504125,
,258.656625,137.54585,
,258.681775,137.59245,
,258.697275,137.614475,
,258.719025,137.63105,
,258.7411,137.6471,
,258.764,137.662675,
,258.786625,137.6885,
,258.8145,137.704125,
,258.830725,137.732725,
,258.8513,137.746775,
,258.865925,137.76805,
,258.91015,137.80335,
,258.930175,137.82115,
,258.980825,137.8356,
,259.004925,137.855375,
,259.0394,137.877375,
,259.044425,137.8897,
,259.07015,137.907625,
,259.110325,137.92375,
,259.1829,137.947225,
,259.19665,137.959975,
,259.230575,137.984975,
,259.264775,138.028625,
,259.29835,138.04565,
,259.353025,138.10155,
,259.386325,138.131725,
,259.480725,138.206575,
,259.606025,138.227975,
,259.63185,138.272075,
,259.745425,138.289075,
,259.77575,138.31075,
,259.791375,138.34365,
,259.80405,138.35875,
,259.820475,138.383625,
,259.831625,138.395425,
,259.845625,138.415425,
,260.093475,138.429775,
,260.12865,138.454325,
,260.202725,138.4678,
,260.2419,138.5397,
,260.296525,138.611525,
,260.355275,138.6357,
,260.391925,138.66715,
,260.4775,138.693325,
,260.581275,138.714275,
,260.597225,138.732925,
,260.639975,138.76235,
,260.646,138.78135,
,260.649175,138.81325,
,260.659425,138.8398,
,260.6734,138.889025,
,260.6816,138.909225,
,260.7125,138.926475,
,260.741825,138.94065,
,260.757225,138.9456,
,260.828175,138.9479,
,260.85285,138.95785,
,260.8793,138.978775,
,260.92475,138.9988,
,261.103775,139.0121,
,261.129425,139.037525,
,261.145175,139.054325,
,261.20245,139.0679,
,261.2377,139.083575,
,261.252375,139.09905,
,261.2762,139.140225,
,261.297675,139.151225,
,261.326275,139.181525,
,261.351975,139.206525,
,261.402,139.237775,
,261.449925,139.2876,
,261.4798,139.331975,
,261.5199,139.37225,
,261.5631,139.389525,
,261.6965,139.4094,
,261.748525,139.417375,
,261.8243,139.432225,
,261.9281,139.443025,
,261.9632,139.45915,
,261.984,139.472875,
,262.0038,139.499525,
,262.02545,139.5553,
,262.05525,139.669075,
,262.321375,139.7213,
,262.361725,139.740775,
,262.4062,139.814475,
,262.4695,139.861675,
,262.551675,139.8734,
,262.610425,139.8942,
,262.64275,139.9072,
,262.6808,139.95405,
,262.702275,139.97785,
,262.718875,140.01325,
,262.731225,140.050925,
,262.74425,140.094675,
,262.76735,140.12775,
,262.79095,140.144775,
,262.86045,140.158075,
,262.87315,140.187275,
,262.9496,140.199875,
,263.05935,140.213575,
,263.123775,140.2382,
,263.13705,140.2655,
,263.20805,140.29185,
,263.251,140.318525,
,263.283925,140.325975,
,263.296225,140.340775,
,263.331025,140.365425,
,263.353775,140.388375,
,263.385175,140.411975,
,263.4139,140.429575,
,263.5167,140.43995,
,263.6815,140.45315,
,263.7231,140.46745,
,263.744775,140.4859,
,263.7537,140.53735,
,263.861675,140.559875,
,263.8744,140.5807,
,263.906525,140.6144,
,263.951175,140.634575,
,264.0063,140.654525,
,264.030725,140.676075,
,264.038575,140.682775,
,264.15985,140.69115,
,264.232325,140.7164,
,264.24985,140.77045,
,264.258125,140.777775,
,264.26925,140.8324,
,264.3015,140.845525,
,264.39175,140.891325,
,264.41085,140.913075,
,264.4293,140.94815,
,264.433525,140.964475,
,264.464675,140.9862,
,264.619125,141.03155,
,264.657875,141.0939,
,264.67485,141.125975,
,264.72945,141.1566,
,264.7644,141.1817,
,264.905725,141.19205,
,264.934,141.2107,
,264.997375,141.223925,
,265.039475,141.249775,
,265.125875,141.280525,
,265.205,141.2919,
,265.2582,141.30085,
,265.284875,141.3169,
,265.3573,141.3217,
,265.39455,141.32775,
,265.4795,141.331425,
,265.49565,141.340375,
,265.585875,141.3424,
,265.616525,141.363475,
,265.6376,141.373675,
,265.6602,141.386825,
,265.7305,141.400275,
,265.762375,141.405725,
,265.778775,141.42095,
,265.78855,141.443,
,265.879125,141.454975,
,265.89495,141.467525,
,265.942675,141.47975,
,265.97835,141.492,
,265.9967,141.505575,
,266.010525,141.524325,
,266.040375,141.555175,
,266.06,141.562575,
,266.0813,141.583075,
,266.1228,141.6164,
,266.148775,141.636375,
,266.17755,141.6488,
,266.2017,141.688525,
,266.225275,141.70245,
,266.278875,141.711375,
,266.292725,141.725025,
,266.3474,141.733675,
,266.361475,141.738775,
,266.38625,141.79945,
,266.4076,141.809525,
,266.42445,141.83545,
,266.44045,141.84655,
,266.462275,141.8674,
,266.477825,141.893625,
,266.50395,141.896875,
,266.56085,141.90345,
,266.5733,141.920625,
,266.62435,141.958975,
,266.6634,141.974575,
,266.7997,142.004675,
,266.8496,142.021425,
,266.875075,142.03655,
,266.8912,142.055275,
,266.933875,142.073925,
,267.002425,142.07705,
,267.020575,142.083225,
,267.039625,142.106725,
,267.102725,142.129,
,267.12315,142.142525,
,267.1485,142.143925,
,267.250775,142.169625,
,267.282675,142.1855,
,267.3226,142.19545,
,267.3558,142.228175,
,267.3784,142.246425,
,267.4291,142.26105,
,267.49205,142.28205,
,267.518925,142.2917,
,267.5928,142.2989,
,267.60565,142.301725,
,267.63625,142.31275,
,267.7265,142.345,
,267.821125,142.382225,
,267.831125,142.4091,
,267.90255,142.427175,
,267.9344,142.518525,
,268.028325,142.539225,
,268.18775,142.5788,
,268.242675,142.592275,
,268.31395,142.6315,
,268.369575,142.653425,
,268.38295,142.674525,
,268.4279,142.680725,
,268.61505,142.7148,
,268.6425,142.762675,
,268.70545,142.7953,
,268.72145,142.839375,
,268.76225,142.8699,
,268.816075,142.9037,
,268.871975,142.919775,
,268.887175,142.954,
,268.941225,142.989825,
,268.975625,143.0092,
,269.039775,143.011575,
,269.082475,143.020725,
,269.1375,143.078475,
,269.19565,143.10635,
,269.243575,143.134175,
,269.271375,143.184625,
,269.2853,143.247725,
,269.3009,143.305875,
,269.374925,143.347625,
,269.499375,143.367525,
,269.531,143.382275,
,269.539375,143.404375,
,269.556175,143.425775,
,269.625325,143.4507,
,269.642525,143.466425,
,269.660775,143.49865,
,269.71115,143.5419,
,269.87315,143.571975,
,269.921125,143.588775,
,269.9718,143.61975,
,270.09605,143.650925,
,270.232925,143.6707,
,270.280775,143.7018,
,270.2922,143.7354,
,270.31055,143.77495,
,270.33505,143.79155,
,270.37205,143.823775,
,270.43155,143.8526,
,270.46345,143.89935,
,270.51125,143.929375,
,270.5347,143.95355,
,270.56685,143.99255,
,270.604725,144.027575,
,270.66725,144.057225,
,270.6832,144.092625,
,270.704675,144.12325,
,270.71195,144.1671,
,270.734725,144.195325,
,270.75665,144.22875,
,270.770725,144.251225,
,270.7872,144.269525,
,270.818575,144.289575,
,270.84595,144.3155,
,270.981225,144.3421,
,271.0052,144.368175,
,271.06425,144.4024,
,271.078575,144.431475,
,271.099175,144.4553,
,271.12305,144.4835,
,271.1491,144.538775,
,271.260225,144.567475,
,271.273375,144.589625,
,271.324625,144.60905,
,271.3835,144.6278,
,271.46665,144.64785,
,271.523425,144.672825,
,271.555075,144.694825,
,271.58785,144.716025,
,271.70315,144.74015,
,271.7572,144.7921,
,271.8286,144.822675,
,271.90385,144.88895,
,271.940825,144.905425,
,271.9638,144.928325,
,271.969625,144.943975,
,271.9915,144.978375,
,272.056025,144.9911,
,272.057625,144.997325,
,272.1098,145.023625,
,272.199125,145.074925,
,272.353675,145.093875,
,272.4933,145.122425,
,272.575875,145.245275,
,272.6476,145.26595,
,272.732975,145.282875,
,272.804875,145.293575,
,272.817625,145.31455,
,272.839475,145.3272,
,272.98905,145.349325,
,272.997175,145.39305,
,273.024975,145.416175,
,273.037575,145.449375,
,273.0483,145.4888,
,273.062875,145.51935,
,273.092075,145.583575,
,273.1038,145.688075,
,273.13075,145.728075,
,273.180575,145.76945,
,273.19015,145.793875,
,273.2028,145.829575,
,273.222275,145.85985,
,273.23805,145.914625,
,273.252225,145.998525,
,273.263875,146.02495,
,273.28585,146.06265,
,273.300925,146.075475,
,273.309725,146.0775,
,273.319825,146.104275,
,273.338375,146.133425,
,273.368425,146.1494,
,273.402375,146.185875,
,273.426275,146.208325,
,273.45955,146.238775,
,273.4749,146.270375,
,273.49405,146.301275,
,273.531975,146.3245,
,273.5499,146.357575,
,273.56575,146.391575,
,273.579325,146.423375,
,273.674375,146.439275,
,273.69365,146.46245,
,273.7252,146.4803,
,273.72835,146.493525,
,273.7511,146.52725,
,273.77145,146.55045,
,273.82225,146.567675,
,273.848925,146.599525,
,273.87925,146.616025,
,273.932975,146.627025,
,274.025025,146.64725,
,274.07955,146.684125,
,274.100425,146.70485,
,274.124025,146.71525,
,274.203125,146.719025,
,274.5092,146.7263,
,274.51465,146.739775,
,274.5634,146.763375,
,274.5847,146.776925,
,274.6267,146.77855,
,274.666375,146.784775,
,274.6796,146.795825,
,274.6913,146.810975,
,274.75315,146.82575,
,274.7851,146.843175,
,274.833225,146.860225,
,274.857725,146.89135,
,274.922675,146.91085,
,274.976375,146.927125,
,275.0674,146.949975,
,275.100925,147.038325,
,275.103975,147.085025,
,275.109425,147.0972,
,275.11875,147.13535,
,275.13515,147.176025,
,275.2168,147.1954,
,275.251025,147.2384,
,275.27225,147.256675,
,275.30085,147.3036,
,275.330875,147.340075,
,275.3711,147.403575,
,275.388575,147.418225,
,275.412075,147.468775,
,275.535025,147.510375,
,275.549225,147.520075,
,275.57,147.53865,
,275.592375,147.554475,
,275.642875,147.5662,
,275.704475,147.5996,
,275.74425,147.630275,
,275.7567,147.648875,
,275.8013,147.681175,
,275.823925,147.720325,
,275.84775,147.73805,
,275.862575,147.779,
,275.877275,147.810875,
,275.901275,147.8318,
,275.914375,147.847975,
,275.934075,147.86255,
,275.960075,147.88715,
,275.9735,147.90265,
,275.9854,147.9226,
,275.994925,147.941325,
,276.0085,147.97365,
,276.026,147.99215,
,276.0752,148.02495,
,276.088525,148.0629,
,276.123125,148.089125,
,276.14145,148.12645,
,276.159675,148.15515,
,276.168175,148.1679,
,276.204825,148.201125,
,276.229725,148.217025,
,276.277875,148.267975,
,276.309225,148.2794,
,276.360575,148.307075,
,276.4044,148.3373,
,276.4222,148.378625,
,276.434875,148.39745,
,276.452575,148.49155,
,276.4973,148.516325,
,276.51215,148.540325,
,276.52375,148.575425,
,276.58315,148.594375,
,276.63895,148.624025,
,276.669125,148.6441,
,276.697875,148.6608,
,276.75325,148.6821,
,276.765525,148.7065,
,276.775625,148.734475,
,276.793825,148.788875,
,276.797225,148.831125,
,276.8088,148.9216,
,276.834575,148.937,
,276.862175,148.947525,
,276.89415,148.953725,
,277.0007,148.966925,
,277.1185,148.98725,
,277.1448,149.0264,
,277.241375,149.045725,
,277.288175,149.0619,
,277.434025,149.110325,
,277.454175,149.132725,
,277.480075,149.1591,
,277.50955,149.18355,
,277.601,149.1979,
,277.666925,149.20925,
,277.670375,149.221725,
,277.729875,149.2362,
,277.74865,149.250175,
,277.799825,149.271875,
,277.830075,149.2863,
,277.997375,149.300425,
,278.04745,149.328525,
,278.064775,149.3687,
,278.085425,149.38125,
,278.1013,149.3893,
,278.127925,149.397775,
,278.152175,149.407525,
,278.18275,149.414,
,278.1954,149.457525,
,278.1967,149.47795,
,278.25125,149.48615,
,278.2747,149.503375,
,278.340725,149.522575,
,278.3883,149.5562,
,278.411725,149.570775,
,278.447,149.583525,
,278.5019,149.600875,
,278.52905,149.6081,
,278.5559,149.620875,
,278.6069,149.6314,
,278.6473,149.63965,
,278.67005,149.65335,
,278.686575,149.674125,
,278.732875,149.70705,
,278.78055,149.7104,
,278.83675,149.7266,
,278.858425,149.759425,
,278.933225,149.783625,
,278.988675,149.8017,
,279.0716,149.920775,
,279.103575,149.936675,
,279.1486,149.959475,
,279.173625,149.981975,
,279.257575,150.0198,
,279.374725,150.052675,
,279.418775,150.083575,
,279.455075,150.098425,
,279.478275,150.10495,
,279.664525,150.1321,
,279.699925,150.15785,
,279.732275,150.2097,
,279.768375,150.2252,
,279.7778,150.2699,
,279.80065,150.315975,
,279.81905,150.366425,
,279.872975,150.408575,
,279.9091,150.44145,
,279.9577,150.455575,
,279.96095,150.52315,
,279.9755,150.542875,
,280.030025,150.55995,
,280.036,150.607675,
,280.049375,150.629975,
,280.052275,150.6396,
,280.0855,150.667425,
,280.19085,150.678225,
,280.2069,150.6901,
,280.226425,150.716275,
,280.24125,150.749825,
,280.26055,150.83225,
,280.276275,150.868875,
,280.318275,150.9086,
,280.335975,150.9288,
,280.4147,150.94735,
,280.43795,150.96255,
,280.469525,150.98395,
,280.482475,150.999975,
,280.495925,151.015375,
,280.513625,151.094825,
,280.534425,151.128575,
,280.57525,151.162325,
,280.6014,151.20385,
,280.615,151.2315,
,280.6729,151.262775,
,280.722075,151.316425,
,280.792475,151.341725,
,280.827175,151.35825,
,280.854375,151.400575,
,280.925925,151.417625,
,280.979225,151.43215,
,280.995525,151.45625,
,281.02165,151.464075,
,281.1586,151.49045,
,281.172325,151.494725,
,281.230175,151.501575,
,281.2589,151.5208,
,281.2855,151.549475,
,281.3683,151.583375,
,281.416325,151.610875,
,281.4705,151.6273,
,281.519175,151.653475,
,281.55295,151.6613,
,281.586975,151.677625,
,281.65285,151.685875,
,281.66485,151.709625,
,281.69785,151.72515,
,281.71875,151.75565,
,281.745125,151.763525,
,281.803675,151.819525,
,281.830025,151.835125,
,281.868375,151.91935,
,281.89085,151.9651,
,281.912525,151.98,
,281.940175,152.016725,
,282.042525,152.0253,
,282.102125,152.054325,
,282.211925,152.08485,
,282.24575,152.095025,
,282.294425,152.108775,
,282.334375,152.16065,
,282.46005,152.167725,
,282.498875,152.18165,
,282.5268,152.202175,
,282.56845,152.22145,
,282.58725,152.234675,
,282.61585,152.262525,
,282.6582,152.265025,
,282.693075,152.285975,
,282.7049,152.309,
,282.722225,152.34445,
,282.737575,152.3622,
,282.750775,152.368125,
,282.8044,152.379475,
,282.832325,152.392375,
,282.86405,152.407925,
,282.903925,152.42765,
,283.0086,152.449425,
,283.071175,152.455875,
,283.108425,152.476075,
,283.150525,152.48855,
,283.1873,152.52455,
,283.22435,152.568875,
,283.3029,152.592425,
,283.35885,152.6263,
,283.4069,152.66145,
,283.445975,152.713475,
,283.46005,152.75255,
,283.55285,152.76745,
,283.5709,152.8122,
,283.59395,152.8406,
,283.6154,152.84835,
,283.665825,152.879175,
,283.704,152.9005,
,283.754725,152.91705,
,283.987425,152.956875,
,284.014575,152.99685,
,284.02625,153.03175,
,284.065925,153.0679,
,284.08955,153.085825,
,284.09985,153.105825,
,284.1305,153.12765,
,284.14875,153.143525,
,284.198325,153.1689,
,284.221875,153.1883,
,284.296925,153.207575,
,284.31015,153.286525,
,284.3508,153.322525,
,284.369125,153.38485,
,284.3901,153.4364,
,284.415325,153.473375,
,284.438975,153.4842,
,284.468125,153.493875,
,284.52205,153.516475,
,284.6252,153.5383,
,284.665425,153.5512,
,284.672575,153.57605,
,284.7489,153.617575,
,284.77645,153.655425,
,284.798,153.696475,
,284.819825,153.71895,
,284.838275,153.776675,
,284.878275,153.7917,
,284.9261,153.806,
,284.977625,153.824875,
,284.99435,153.847775,
,285.19355,153.87185,
,285.206175,153.88695,
,285.21335,153.960425,
,285.254625,153.993075,
,285.2838,154.01125,
,285.3884,154.042575,
,285.39155,154.054475,
,285.402175,154.0755,
,285.423625,154.124175,
,285.442175,154.147175,
,285.467975,154.161725,
,285.486825,154.16445,
,285.519325,154.19915,
,285.537375,154.217125,
,285.569175,154.242225,
,285.581975,154.283,
,285.58505,154.31045,
,285.6412,154.328825,
,285.652025,154.384425,
,285.6669,154.416325,
,285.683775,154.447875,
,285.691175,154.518775,
,285.734,154.54685,
,285.7628,154.597125,
,285.7797,154.618375,
,285.7937,154.629175,
,285.814825,154.636925,
,285.8176,154.64615,
,285.848425,154.651125,
,285.867,154.66595,
,285.8877,154.681775,
,285.89955,154.78815,
,285.937325,154.830175,
,285.9841,154.8452,
,286.0018,154.897375,
,286.0324,154.913925,
,286.075325,154.93435,
,286.1055,154.9537,
,286.12715,154.967675,
,286.222275,155.041625,
,286.2456,155.072325,
,286.27895,155.093825,
,286.294675,155.11895,
,286.31885,155.14265,
,286.387325,155.17335,
,286.440425,155.206875,
,286.502,155.23225,
,286.554625,155.2505,
,286.6799,155.261075,
,286.723,155.268525,
,286.892725,155.2694,
,286.950325,155.33705,
,286.98185,155.35485,
,287.145425,155.35865,
,287.299775,155.385675,
,287.354175,155.426075,
,287.3884,155.460225,
,287.4943,155.50605,
,287.53335,155.5307,
,287.575475,155.556875,
,287.588825,155.58555,
,287.5959,155.598,
,287.6237,155.62415,
,287.6352,155.64025,
,287.7487,155.665675,
,287.7556,155.722825,
,287.779475,155.7253,
,287.7872,155.734325,
,287.792975,155.765725,
,287.841025,155.80195,
,287.848575,155.811075,
,287.856825,155.824775,
,287.862175,155.831225,
,287.89845,155.837675,
,287.90915,155.84265,
,287.92835,155.843875,
,287.9542,155.853875,
,287.969175,155.85825,
,287.98895,155.875175,
,288.04715,155.88635,
,288.095175,155.88985,
,288.152325,155.917075,
,288.179475,155.9471,
,288.211175,155.96025,
,288.24995,155.977175,
,288.267075,156.025425,
,288.32445,156.03905,
,288.41085,156.0556,
,288.438225,156.073775,
,288.46415,156.075675,
,288.518875,156.13,
,288.5272,156.147375,
,288.584175,156.172075,
,288.630375,156.22275,
,288.670225,156.226625,
,288.7769,156.2491,
,288.8899,156.2683,
,288.927575,156.27785,
,289.0145,156.31455,
,289.0686,156.3407,
,289.0996,156.356675,
,289.122675,156.361975,
,289.184575,156.3818,
,289.23855,156.39375,
,289.27435,156.4317,
,289.299425,156.442775,
,289.34675,156.45565,
,289.426175,156.469675,
,289.5055,156.4982,
,289.55235,156.528025,
,289.61,156.56805,
,289.645175,156.580375,
,289.7025,156.586875,
,289.72105,156.6018,
,289.740375,156.61035,
,289.75465,156.627,
,289.7892,156.6455,
,289.809175,156.68045,
,289.851675,156.6828,
,289.92625,156.748875,
,289.9463,156.782,
,289.963425,156.785025,
,290.063875,156.825525,
,290.0993,156.842975,
,290.125175,156.860325,
,290.14805,156.906525,
,290.16935,156.92145,
,290.1984,156.9628,
,290.2194,156.98835,
,290.228575,157.01145,
,290.238075,157.02915,
,290.277225,157.067025,
,290.28665,157.07865,
,290.300725,157.1026,
,290.340075,157.1292,
,290.372125,157.154825,
,290.40705,157.165525,
,290.43325,157.18255,
,290.44765,157.198,
,290.48055,157.199575,
,290.519775,157.2016,
,290.5418,157.211475,
,290.5757,157.243475,
,290.595425,157.27425,
,290.623325,157.28735,
,290.642225,157.349475,
,290.652525,157.3742,
,290.661725,157.401325,
,290.666625,157.404725,
,290.675475,157.41865,
,290.68125,157.45445,
,290.696075,157.463175,
,290.70425,157.470125,
,290.73605,157.4874,
,290.761025,157.50285,
,290.7855,157.523925,
,290.8056,157.550425,
,290.849275,157.5699,
,290.8672,157.64695,
,290.89635,157.6717,
,290.928325,157.690475,
,290.953,157.714275,
,290.96455,157.75515,
,290.972575,157.775975,
,291.01515,157.792425,
,291.241225,157.847175,
,291.2531,157.8972,
,291.351825,157.918475,
,291.4102,157.940075,
,291.4296,157.968475,
,291.49165,157.9879,
,291.507325,158.0196,
,291.538625,158.035275,
,291.6023,158.062725,
,291.62815,158.095625,
,291.65255,158.122,
,291.66795,158.146575,
,291.68355,158.168575,
,291.718975,158.20835,
,291.7477,158.238325,
,291.76945,158.250175,
,291.79755,158.268225,
,291.818225,158.3036,
,291.869525,158.33585,
,291.886325,158.366025,
,291.914275,158.39255,
,291.9378,158.4154,
,291.952725,158.450275,
,291.98625,158.481275,
,292.007125,158.5896,
,292.113,158.618725,
,292.140275,158.631175,
,292.21525,158.68595,
,292.24525,158.703325,
,292.26075,158.722125,
,292.2722,158.742025,
,292.335525,158.75935,
,292.365775,158.784825,
,292.4338,158.809525,
,292.45345,158.816675,
,292.4768,158.83205,
,292.500275,158.88235,
,292.528025,158.907775,
,292.5975,158.9557,
,292.643725,158.96775,
,292.6935,158.982525,
,292.7331,158.999275,
,292.777725,159.010075,
,292.78155,159.042175,
,292.80995,159.066975,
,292.836425,159.0869,
,292.878775,159.09975,
,292.9456,159.116725,
,292.992275,159.132925,
,293.058625,159.14715,
,293.174025,159.156075,
,293.223275,159.198075,
,293.27605,159.208975,
,293.303225,159.224325,
,293.360425,159.236475,
,293.3981,159.257325,
,293.4522,159.273025,
,293.4938,159.284,
,293.540525,159.29675,
,293.5613,159.332825,
,293.640425,159.354825,
,293.690675,159.417,
,293.715625,159.431625,
,293.745125,159.444125,
,293.76895,159.474,
,293.79635,159.503125,
,293.8243,159.507725,
,293.8654,159.5209,
,293.9146,159.543875,
,293.97445,159.5806,
,293.98215,159.60075,
,294.00105,159.6331,
,294.0079,159.675575,
,294.05865,159.6935,
,294.152225,159.735875,
,294.16005,159.755925,
,294.223175,159.785975,
,294.235625,159.819025,
,294.25125,159.865225,
,294.301925,159.89395,
,294.3137,159.918725,
,294.33685,159.938325,
,294.36375,159.952575,
,294.383725,159.971025,
,294.42985,159.9975,
,294.453575,160.034,
,294.481025,160.0553,
,294.502225,160.0758,
,294.529175,160.0934,
,294.7532,160.12145,
,294.821675,160.154625,
,294.847025,160.169425,
,294.888125,160.1968,
,294.981175,160.255625,
,294.989475,160.27035,
,295.087275,160.291575,
,295.1467,160.311675,
,295.164575,160.338575,
,295.169775,160.384975,
,295.173825,160.40685,
,295.1799,160.43905,
,295.185025,160.4908,
,295.2823,160.54615,
,295.2838,160.580475,
,295.2909,160.626375,
,295.30365,160.65465,
,295.318725,160.66035,
,295.344025,160.670575,
,295.497975,160.684925,
,295.505925,160.701,
,295.51905,160.742125,
,295.5284,160.77845,
,295.54535,160.7864,
,295.565175,160.812225,
,295.599375,160.82125,
,295.6117,160.834425,
,295.620675,160.852,
,295.66935,160.865,
,295.6837,160.8877,
,295.715325,160.904625,
,295.720575,160.91195,
,295.766925,160.919775,
,295.81795,160.9377,
,295.850575,160.9764,
,295.86945,160.98525,
,295.967125,160.99415,
,295.987775,161.005975,
,296.015175,161.01695,
,296.041225,161.03155,
,296.062675,161.058875,
,296.09855,161.1286,
,296.124325,161.157675,
,296.205325,161.16155,
,296.23565,161.1838,
,296.272925,161.196125,
,296.320525,161.200775,
,296.3879,161.219475,
,296.502675,161.229575,
,296.715625,161.23655,
,296.82275,161.2504,
,296.90215,161.29305,
,296.932925,161.30865,
,297.02885,161.3344,
,297.138075,161.348525,
,297.1847,161.37215,
,297.23395,161.3808,
,297.303075,161.4045,
,297.42145,161.41475,
,297.527975,161.425625,
,297.539475,161.429525,
,297.5497,161.503125,
,297.585525,161.5187,
,297.60635,161.604975,
,297.6608,161.62075,
,297.7495,161.647025,
,297.834475,161.69895,
,297.945175,161.70645,
,298.0219,161.719725,
,298.1039,161.7419,
,298.1127,161.77095,
,298.2061,161.78265,
,298.232725,161.80195,
,298.32375,161.819475,
,298.383725,161.8475,
,298.40955,161.95645,
,298.4318,161.9752,
,298.54375,161.98195,
,298.5659,162.041525,
,298.61265,162.046975,
,298.636625,162.08135,
,298.6637,162.10585,
,298.6994,162.1572,
,298.718475,162.1789,
,298.7703,162.23265,
,298.801375,162.309025,
,298.82255,162.34555,
,298.88385,162.38815,
,298.92605,162.411225,
,299.0696,162.4177,
,299.103375,162.42695,
,299.12385,162.439175,
,299.1482,162.45395,
,299.171075,162.46885,
,299.2092,162.488725,
,299.227725,162.500125,
,299.323125,162.518625,
,299.366475,162.5297,
,299.463675,162.5583,
,299.5067,162.58765,
,299.5919,162.637775,
,299.634175,162.67545,
,299.6491,162.710375,
,299.687325,162.7377,
,299.69845,162.8494,
,299.73265,162.8813,
,299.801275,162.919625,
,299.8579,162.944175,
,299.9358,162.96325,
,299.96715,162.98015,
,300.036675,162.988625,
,300.0989,162.996725,
,300.152225,163.013575,
,300.259425,163.100625,
,300.271775,163.130325,
,300.278925,163.15415,
,300.2902,163.193575,
,300.3089,163.2208,
,300.32835,163.29175,
,300.361475,163.31145,
,300.387225,163.324075,
,300.423675,163.34025,
,300.480975,163.353075,
,300.557575,163.368275,
,300.5806,163.371875,
,300.607425,163.3807,
,300.6243,163.39815,
,300.65385,163.4263,
,300.798,163.44625,
,300.863725,163.473825,
,300.927925,163.5479,
,300.945075,163.564025,
,300.969525,163.592625,
,300.97485,163.609975,
,300.9874,163.615175,
,301.0109,163.62335,
,301.037275,163.63475,
