SPK_SPKC01a (no effect),SPK_SPKC03a (no effect),SPK_SPKC12a (no effect),SPK_SPKC13a (no effect)
,75.263975,39.351025,353.52605
,75.271875,39.3607,353.979775
,75.31055,39.383725,354.2243
,75.394025,39.39855,354.277675
,75.417375,39.420425,354.9397
,75.472925,39.42985,355.817675
,75.49225,39.4399,355.8526
,75.609775,39.453125,355.97075
,75.6173,39.470925,356.03995
,75.7447,39.491225,356.1606
,75.765525,39.5584,356.82975
,75.797325,39.569725,356.9604
,75.833625,39.57785,357.1494
,75.93655,39.588125,357.337
,76.06185,39.603925,357.398225
,76.085475,39.61025,357.414875
,76.12825,39.619725,357.4674
,76.1925,39.653075,357.732175
,76.205375,39.65405,357.800425
,76.247275,39.661875,357.96425
,76.2777,39.677125,358.010825
,76.348525,39.711525,358.048725
,76.445625,39.713425,358.112575
,76.525275,39.72545,358.347325
,76.58945,39.768,358.528675
,76.622875,39.789125,358.57455
,76.647675,39.8292,359.027125
,76.6855,39.865475,359.0296
,76.7256,39.880425,359.08135
,76.79195,39.9005,359.12065
,76.844975,39.9151,359.194525
,76.94215,39.94485,359.71695
,76.94735,39.981025,
,77.001325,40.00855,
,77.05035,40.040325,
,77.106375,40.05755,
,77.1515,40.117375,
,77.210475,40.156475,
,77.226275,40.165175,
,77.297725,40.17125,
,77.35245,40.186075,
,77.378275,40.208175,
,77.412675,40.261975,
,77.450175,40.2781,
,77.55985,40.282025,
,77.608425,40.2865,
,77.629175,40.294575,
,77.652075,40.311425,
,77.6743,40.331025,
,77.688,40.36365,
,77.701775,40.37775,
,77.737325,40.410575,
,77.76085,40.4484,
,77.77765,40.46825,
,77.818525,40.4821,
,77.8361,40.497625,
,77.88585,40.50805,
,77.937675,40.6109,
,78.01045,40.64545,
,78.040675,40.6758,
,78.048625,40.726775,
,78.05575,40.743775,
,78.069925,40.7625,
,78.1013,40.78635,
,78.164,40.8374,
,78.1937,40.865975,
,78.241075,40.884725,
,78.2572,40.91515,
,78.3236,40.925425,
,78.336775,40.960475,
,78.38665,40.9745,
,78.4129,40.996675,
,78.472825,41.0105,
,78.5192,41.054825,
,78.54615,41.086,
,78.568725,41.110625,
,78.618825,41.16045,
,78.6618,41.2114,
,78.713225,41.239725,
,78.844925,41.284775,
,78.8655,41.30385,
,78.912975,41.34495,
,78.994125,41.364675,
,79.010025,41.381925,
,79.028075,41.384,
,79.0481,41.4171,
,79.0949,41.443475,
,79.136725,41.444625,
,79.2103,41.45705,
,79.27565,41.475825,
,79.38545,41.511725,
,79.405875,41.5707,
,79.467725,41.590975,
,79.526375,41.63125,
,79.5756,41.679825,
,79.6013,41.7213,
,79.668975,41.753825,
,79.7081,41.761825,
,79.733325,41.768875,
,79.755075,41.786075,
,79.79065,41.809675,
,79.89275,41.828125,
,79.9169,41.83475,
,80.056225,41.838725,
,80.087175,41.844575,
,80.111425,41.85015,
,80.13975,41.85485,
,80.162175,41.85745,
,80.215475,41.8676,
,80.244275,41.882725,
,80.281,41.911025,
,80.35025,41.9311,
,80.44065,41.93255,
,80.443125,41.950175,
,80.531875,41.957425,
,80.546075,41.969675,
,80.562075,41.983825,
,80.578625,41.98615,
,80.600375,41.992725,
,80.661025,42.029225,
,80.69125,42.0308,
,80.702,42.03875,
,80.76705,42.050775,
,80.76925,42.05905,
,80.810775,42.071925,
,80.8485,42.0783,
,80.894675,42.09065,
,80.956175,42.108375,
,80.998525,42.122325,
,81.07655,42.1672,
,81.09915,42.180325,
,81.130675,42.197675,
,81.1382,42.205475,
,81.1456,42.22925,
,81.15325,42.239675,
,81.169975,42.266625,
,81.2111,42.2973,
,81.245375,42.31655,
,81.258575,42.3315,
,81.31145,42.3442,
,81.335375,42.3586,
,81.380775,42.374975,
,81.5268,42.37745,
,81.555475,42.401,
,81.684725,42.434625,
,81.766925,42.45915,
,81.85455,42.4695,
,81.987475,42.488425,
,82.020275,42.519075,
,82.0935,42.544375,
,82.1231,42.549925,
,82.14625,42.570225,
,82.158025,42.5814,
,82.2435,42.588475,
,82.259175,42.636925,
,82.27425,42.654475,
,82.331625,42.670175,
,82.3727,42.72845,
,82.4281,42.759,
,82.463175,42.792375,
,82.48755,42.80415,
,82.5011,42.84265,
,82.563125,42.877675,
,82.583825,42.896125,
,82.618825,42.9136,
,82.644675,42.92905,
,82.67645,42.97515,
,82.7025,42.9956,
,82.7336,43.030725,
,82.759325,43.0769,
,82.79235,43.0978,
,82.825275,43.1353,
,82.854325,43.150475,
,82.9175,43.16415,
,82.965125,43.174325,
,82.98185,43.1942,
,83.0233,43.207475,
,83.052,43.243775,
,83.092725,43.27205,
,83.103775,43.308925,
,83.15425,43.3303,
,83.2298,43.339025,
,83.242025,43.35315,
,83.254175,43.382175,
,83.341325,43.41105,
,83.3589,43.427375,
,83.385125,43.437675,
,83.39655,43.447475,
,83.41755,43.46185,
,83.551525,43.46835,
,83.613875,43.4755,
,83.658,43.479925,
,83.680775,43.4957,
,83.703875,43.497775,
,83.7567,43.518225,
,83.7809,43.52835,
,83.81515,43.536125,
,83.910725,43.54545,
,84.036125,43.557575,
,84.0382,43.5626,
,84.079075,43.568875,
,84.1011,43.5857,
,84.2008,43.597525,
,84.247825,43.613425,
,84.3222,43.62785,
,84.360225,43.6369,
,84.417275,43.654325,
,84.4563,43.6696,
,84.5403,43.68465,
,84.62685,43.696975,
,84.715175,43.707875,
,84.735525,43.73225,
,84.7589,43.748525,
,84.80535,43.768575,
,84.8594,43.782175,
,84.87825,43.817175,
,84.93645,43.856675,
,84.975475,43.89425,
,85.049425,43.90915,
,85.078625,43.93535,
,85.13205,44.009725,
,85.20775,44.034,
,85.226875,44.054475,
,85.294375,44.085025,
,85.33205,44.0922,
,85.374825,44.1074,
,85.394625,44.133275,
,85.395775,44.1456,
,85.47675,44.16405,
,85.567775,44.198525,
,85.62785,44.2602,
,85.67135,44.26735,
,85.701,44.3018,
,85.725525,44.348625,
,85.7458,44.3685,
,85.769925,44.383525,
,85.84465,44.38655,
,85.875675,44.4079,
,85.951225,44.42845,
,85.979425,44.467675,
,86.020175,44.548425,
,86.0515,44.5903,
,86.088425,44.64525,
,86.10905,44.725175,
,86.1877,44.789175,
,86.211225,44.815275,
,86.2267,44.963875,
,86.259775,45.000975,
,86.3355,45.027925,
,86.463625,45.062275,
,86.519675,45.076,
,86.602675,45.105325,
,86.67065,45.12185,
,86.725025,45.1242,
,86.732825,45.1437,
,86.7701,45.161675,
,86.805375,45.21205,
,86.85715,45.31845,
,86.90755,45.368975,
,86.931975,45.37765,
,86.94975,45.383325,
,86.9624,45.38615,
,87.0204,45.3967,
,87.045725,45.4099,
,87.09245,45.43515,
,87.1206,45.454825,
,87.152475,45.466925,
,87.17315,45.48035,
,87.233825,45.53385,
,87.2484,45.5434,
,87.276,45.556775,
,87.322625,45.608625,
,87.36005,45.616625,
,87.427625,45.630525,
,87.43195,45.64425,
,87.487925,45.6765,
,87.539425,45.699075,
,87.584425,45.705425,
,87.620725,45.724875,
,87.636825,45.751525,
,87.675275,45.7668,
,87.7381,45.768625,
,87.8081,45.77875,
,87.821475,45.789025,
,87.8443,45.802825,
,87.914875,45.8044,
,88.0133,45.827225,
,88.0307,45.832525,
,88.078275,45.866175,
,88.084275,45.909,
,88.087875,45.9526,
,88.2114,45.969275,
,88.237325,45.979875,
,88.3403,46.00155,
,88.418975,46.020375,
,88.45355,46.0439,
,88.458425,46.075825,
,88.471375,46.130625,
,88.486,46.173225,
,88.50875,46.202,
,88.53445,46.23,
,88.59775,46.252725,
,88.623325,46.2615,
,88.6633,46.28455,
,88.735425,46.30785,
,88.77375,46.31095,
,88.817525,46.3314,
,88.845175,46.363075,
,88.8537,46.38125,
,88.861725,46.42015,
,88.94685,46.45955,
,88.971325,46.50445,
,88.984725,46.549025,
,88.995275,46.56505,
,89.0504,46.5868,
,89.088725,46.6036,
,89.13795,46.62525,
,89.193475,46.6592,
,89.248125,46.708875,
,89.28495,46.7387,
,89.370825,46.764125,
,89.387975,46.782625,
,89.391025,46.812825,
,89.4191,46.8335,
,89.442875,46.868075,
,89.506825,46.971125,
,89.5676,47.1334,
,89.584625,47.1723,
,89.614725,47.196625,
,89.689275,47.2382,
,89.7289,47.255775,
,89.8978,47.278,
,89.98985,47.303225,
,90.016325,47.347775,
,90.040125,47.387425,
,90.13695,47.4124,
,90.1808,47.456125,
,90.27005,47.490125,
,90.3725,47.50715,
,90.4679,47.5201,
,90.546225,47.5727,
,90.5926,47.59035,
,90.6633,47.6166,
,90.687275,47.629675,
,90.7281,47.667225,
,90.75605,47.68335,
,90.80755,47.697075,
,90.875925,47.819175,
,90.904225,47.853325,
,90.945275,47.862525,
,90.96415,47.882175,
,90.99075,47.889525,
,91.00585,47.90635,
,91.039975,47.94175,
,91.0521,47.96025,
,91.079125,47.975425,
,91.175375,47.996025,
,91.21965,48.029225,
,91.25875,48.0507,
,91.30025,48.1141,
,91.483625,48.207375,
,91.5118,48.21975,
,91.55285,48.236375,
,91.6017,48.2404,
,91.63525,48.264875,
,91.645375,48.28195,
,91.66835,48.3055,
,91.77105,48.32915,
,91.805175,48.331725,
,91.8809,48.365325,
,91.8967,48.370425,
,91.909825,48.378875,
,91.913425,48.39795,
,91.971475,48.412325,
,92.043325,48.4354,
,92.06985,48.4969,
,92.11605,48.522975,
,92.21735,48.554225,
,92.26,48.57525,
,92.28925,48.612375,
,92.318375,48.622625,
,92.3702,48.62905,
,92.40335,48.640775,
,92.4431,48.66185,
,92.464825,48.672125,
,92.4671,48.685025,
,92.54515,48.688625,
,92.557375,48.698075,
,92.576425,48.71555,
,92.6312,48.747225,
,92.674975,48.784275,
,92.727425,48.852025,
,92.80435,48.8789,
,92.85435,48.906925,
,92.893575,48.9251,
,92.93955,48.94885,
,93.030625,48.9719,
,93.09495,49.0017,
,93.13055,49.030775,
,93.219,49.06435,
,93.237375,49.144875,
,93.27675,49.16245,
,93.32695,49.164125,
,93.44135,49.1794,
,93.443925,49.208425,
,93.51795,49.245775,
,93.583575,49.2583,
,93.600775,49.268625,
,93.61535,49.287475,
,93.6335,49.3193,
,93.6448,49.32835,
,93.64875,49.339275,
,93.6787,49.34755,
,93.685625,49.360175,
,93.707125,49.370525,
,93.726375,49.4001,
,93.797725,49.41045,
,93.840025,49.451,
,93.8758,49.464225,
,93.8908,49.476275,
,93.93145,49.488725,
,93.983,49.4976,
,94.0206,49.516,
,94.04395,49.5184,
,94.10705,49.520275,
,94.178075,49.5827,
,94.239975,49.585025,
,94.310325,49.5963,
,94.380875,49.6105,
,94.40315,49.6118,
,94.42205,49.622775,
,94.450375,49.62835,
,94.490075,49.65605,
,94.5437,49.670475,
,94.553975,49.675325,
,94.767125,49.69845,
,94.778675,49.708875,
,94.803075,49.7278,
,94.820025,49.750375,
,94.886075,49.7792,
,94.889725,49.81065,
,94.91665,49.819525,
,94.9249,49.860975,
,95.001725,49.891725,
,95.110225,49.908225,
,95.122925,49.9177,
,95.213775,49.946225,
,95.244075,49.951375,
,95.26055,49.967625,
,95.28475,49.981425,
,95.31875,50.007475,
,95.34925,50.02505,
,95.40125,50.05575,
,95.4619,50.09975,
,95.507,50.110675,
,95.524025,50.13535,
,95.545425,50.1511,
,95.565125,50.202375,
,95.613825,50.22555,
,95.6273,50.24635,
,95.63695,50.26505,
,95.666825,50.324675,
,95.69385,50.338675,
,95.7425,50.36415,
,95.788675,50.396975,
,95.8158,50.411775,
,95.852375,50.4345,
,95.90825,50.437275,
,96.028575,50.473375,
,96.049875,50.486625,
,96.0694,50.540225,
,96.1885,50.5866,
,96.221975,50.619375,
,96.292225,50.652575,
,96.299925,50.682675,
,96.39555,50.724175,
,96.405625,50.745075,
,96.422875,50.749625,
,96.505675,50.753325,
,96.55085,50.767425,
,96.61635,50.7754,
,96.6955,50.788375,
,96.730525,50.801575,
,96.74,50.818125,
,96.781325,50.83325,
,96.854925,50.84145,
,96.93935,50.853675,
,97.0583,50.86425,
,97.16675,50.876025,
,97.216225,50.89025,
,97.246775,50.926075,
,97.29185,50.9415,
,97.367725,50.95245,
,97.44195,50.967075,
,97.4759,50.9942,
,97.56185,51.00465,
,97.6274,51.010525,
,97.652475,51.01215,
,97.764275,51.0261,
,97.789125,51.07505,
,97.818425,51.11265,
,97.8945,51.1362,
,97.9208,51.160475,
,97.967175,51.18845,
,97.97305,51.20355,
,98.018975,51.217025,
,98.057425,51.25025,
,98.112075,51.2809,
,98.166075,51.322925,
,98.20405,51.34675,
,98.278275,51.362675,
,98.296575,51.40505,
,98.38945,51.40855,
,98.460075,51.4163,
,98.500475,51.420275,
,98.511175,51.4435,
,98.525925,51.453575,
,98.5536,51.50875,
,98.678275,51.548225,
,98.7031,51.566875,
,98.707825,51.62305,
,98.735725,51.6318,
,98.760775,51.646625,
,98.774575,51.686325,
,98.782875,51.705425,
,98.8165,51.724875,
,98.893,51.7497,
,99.00565,51.78255,
,99.068575,51.80635,
,99.07605,51.862225,
,99.0969,51.974475,
,99.186325,52.025025,
,99.217,52.1003,
,99.24355,52.11715,
,99.331225,52.12535,
,99.353525,52.15405,
,99.35455,52.177275,
,99.39805,52.188575,
,99.458475,52.19175,
,99.511825,52.22395,
,99.68935,52.236975,
,99.70775,52.256475,
,99.749175,52.290825,
,99.795275,52.3073,
,99.814325,52.31945,
,99.968375,52.3237,
,100.058225,52.349275,
,100.08935,52.360075,
,100.2175,52.3724,
,100.236125,52.37925,
,100.2909,52.3831,
,100.32635,52.3997,
,100.353225,52.40835,
,100.40065,52.4619,
,100.456625,52.47535,
,100.48585,52.4886,
,100.521925,52.51175,
,100.549625,52.52825,
,100.617175,52.547125,
,100.64225,52.572475,
,100.7689,52.575725,
,100.81365,52.600925,
,100.82845,52.6088,
,100.85735,52.64005,
,100.897675,52.648625,
,100.952775,52.6778,
,101.00785,52.690825,
,101.15605,52.70545,
,101.20315,52.72335,
,101.290225,52.7348,
,101.40565,52.751875,
,101.466975,52.758375,
,101.49725,52.765975,
,101.57545,52.780975,
,101.595,52.803875,
,101.61945,52.8205,
,101.637275,52.85065,
,101.70985,52.8645,
,101.779675,52.89,
,102.031925,52.921025,
,102.0673,52.940525,
,102.124675,52.957825,
,102.2039,52.96725,
,102.292475,52.971275,
,102.3881,53.047675,
,102.469325,53.062775,
,102.5062,53.0944,
,102.559525,53.118,
,102.606475,53.1561,
,102.699825,53.183025,
,102.8659,53.1976,
,102.90735,53.21065,
,102.936575,53.251825,
,102.956725,53.28415,
,102.987625,53.308725,
,102.9905,53.3547,
,103.01765,53.37505,
,103.047025,53.390175,
,103.14865,53.422925,
,103.179675,53.451075,
,103.291475,53.4769,
,103.309325,53.50395,
,103.3325,53.54965,
,103.413775,53.58695,
,103.456275,53.61405,
,103.4984,53.638225,
,103.5419,53.656475,
,103.567525,53.659225,
,103.601225,53.68405,
,103.62915,53.7222,
,103.69205,53.73325,
,103.7264,53.7718,
,103.738925,53.7989,
,103.7817,53.8442,
,103.79535,53.8891,
,103.822775,53.939975,
,103.846325,53.953525,
,103.89185,54.002425,
,103.909175,54.02335,
,103.93855,54.06205,
,103.989275,54.091825,
,104.188125,54.1226,
,104.24035,54.13605,
,104.343675,54.14525,
,104.369375,54.15885,
,104.3989,54.228375,
,104.42615,54.2476,
,104.478025,54.2747,
,104.53485,54.3007,
,104.566375,54.326925,
,104.667625,54.36505,
,104.698025,54.382925,
,104.702975,54.43095,
,104.715675,54.440225,
,104.740375,54.44945,
,104.7562,54.51195,
,104.766275,54.528525,
,104.78205,54.54275,
,104.796375,54.55415,
,104.8313,54.56295,
,104.852375,54.572025,
,104.9837,54.59015,
,105.046175,54.6044,
,105.0719,54.65595,
,105.21845,54.658725,
,105.2259,54.666575,
,105.2555,54.682575,
,105.2735,54.70745,
,105.399375,54.72165,
,105.4144,54.75635,
,105.4222,54.7672,
,105.51905,54.8139,
,105.581575,54.89435,
,105.61095,54.9134,
,105.824475,54.92435,
,105.829775,54.9352,
,105.867725,54.9525,
,105.9056,55.01515,
,105.936425,55.0313,
,105.94925,55.04735,
,106.184875,55.069375,
,106.213325,55.111075,
,106.34755,55.13475,
,106.375075,55.172775,
,106.388125,55.22105,
,106.406175,55.23395,
,106.43055,55.239525,
,106.58925,55.27075,
,106.868575,55.284825,
,106.893275,55.322925,
,106.91425,55.3379,
,106.916475,55.3565,
,106.92715,55.377025,
,106.95915,55.395875,
,106.991825,55.42435,
,107.034025,55.438075,
,107.15105,55.454725,
,107.35165,55.47365,
,107.4054,55.502,
,107.4769,55.5362,
,107.522875,55.571325,
,107.540075,55.58865,
,107.556275,55.59785,
,107.573775,55.64095,
,107.607525,55.690525,
,107.635575,55.70625,
,107.6534,55.723025,
,107.671425,55.731125,
,107.696625,55.737,
,107.75575,55.7601,
,107.823025,55.775225,
,107.90045,55.809975,
,107.90895,55.832225,
,107.9966,55.8605,
,108.0332,55.90665,
,108.07205,55.9347,
,108.1053,55.95395,
,108.1277,55.981225,
,108.146475,56.003325,
,108.196725,56.121375,
,108.261025,56.15935,
,108.363675,56.1742,
,108.38095,56.18095,
,108.404925,56.195225,
,108.4656,56.24425,
,108.51835,56.270575,
,108.529475,56.312625,
,108.6518,56.3418,
,108.683675,56.380375,
,108.8318,56.42245,
,108.85745,56.4681,
,108.900825,56.527,
,108.973425,56.5502,
,109.14885,56.57465,
,109.1723,56.643875,
,109.2452,56.673575,
,109.3549,56.6998,
,109.389925,56.700925,
,109.407775,56.745275,
,109.430625,56.767525,
,109.4707,56.7921,
,109.51035,56.8279,
,109.53055,56.88165,
,109.617825,56.91395,
,109.77985,56.941775,
,109.9773,56.9668,
,110.029125,56.982075,
,110.065325,57.00775,
,110.093575,57.0387,
,110.133375,57.0563,
,110.19615,57.079225,
,110.256075,57.116575,
,110.3392,57.145625,
,110.46665,57.1786,
,110.489175,57.21055,
,110.525325,57.2378,
,110.594675,57.250925,
,110.664125,57.273425,
,110.687725,57.287825,
,110.702575,57.30595,
,110.726375,57.31625,
,110.76465,57.3381,
,110.926475,57.3601,
,110.954625,57.374075,
,110.979475,57.3889,
,111.0654,57.411425,
,111.11335,57.4347,
,111.3937,57.520775,
,111.46955,57.543625,
,111.5135,57.57465,
,111.6542,57.60395,
,111.656075,57.6411,
,111.7654,57.654675,
,111.8726,57.675325,
,111.89445,57.69435,
,111.9026,57.7097,
,111.981375,57.743825,
,112.06905,57.762525,
,112.0875,57.776875,
,112.14605,57.8002,
,112.16495,57.8465,
,112.2307,57.895725,
,112.2718,57.92985,
,112.29515,57.94945,
,112.35875,57.97685,
,112.422625,58.03005,
,112.46325,58.07685,
,112.47295,58.11395,
,112.5056,58.141675,
,112.5413,58.20115,
,112.623975,58.2576,
,112.654275,58.280325,
,112.714025,58.322925,
,112.735425,58.34435,
,112.78035,58.361975,
,112.79185,58.3918,
,112.833225,58.408675,
,112.85305,58.4345,
,112.8578,58.466025,
,112.89075,58.498175,
,112.9125,58.52385,
,112.952475,58.53935,
,113.045025,58.5679,
,113.054,58.602325,
,113.15255,58.6485,
,113.19635,58.72395,
,113.23145,58.763075,
,113.289025,58.7736,
,113.308875,58.790725,
,113.320825,58.825675,
,113.35985,58.84735,
,113.412925,58.88005,
,113.44725,58.891825,
,113.504075,58.898525,
,113.527875,58.901525,
,113.551975,58.915275,
,113.566625,58.9366,
,113.58625,58.951725,
,113.6153,58.96335,
,113.640275,58.980575,
,113.66255,58.996275,
,113.737225,59.005375,
,113.75405,59.0148,
,113.761225,59.028675,
,113.8135,59.044625,
,113.84195,59.0511,
,113.87095,59.06225,
,113.994425,59.070425,
,114.073875,59.07205,
,114.104175,59.1068,
,114.14885,59.12125,
,114.247875,59.13105,
,114.2965,59.13975,
,114.366,59.144875,
,114.502475,59.154725,
,114.55055,59.1902,
,114.720825,59.208975,
,114.743,59.221975,
,114.8167,59.2452,
,114.903275,59.264575,
,114.941,59.274075,
,114.9735,59.2837,
,115.008975,59.292175,
,115.059975,59.314675,
,115.183275,59.3322,
,115.235825,59.358875,
,115.275575,59.3639,
,115.2983,59.384,
,115.321775,59.440825,
,115.340225,59.460175,
,115.393625,59.476425,
,115.42325,59.49585,
,115.45065,59.50585,
,115.50065,59.53805,
,115.56025,59.5664,
,115.625625,59.593775,
,115.74605,59.637725,
,115.79035,59.688125,
,115.844475,59.705025,
,115.935525,59.73335,
,115.98275,59.7575,
,115.9977,59.781275,
,116.007,59.801125,
,116.0402,59.82805,
,116.15795,59.845125,
,116.211025,59.865075,
,116.23355,59.88095,
,116.29555,59.924525,
,116.312675,60.114925,
,116.338425,60.13965,
,116.4001,60.147275,
,116.425175,60.151825,
,116.525125,60.158725,
,116.556525,60.160975,
,116.590125,60.192125,
,116.6371,60.199325,
,116.6723,60.2286,
,116.69545,60.25825,
,116.75845,60.26665,
,116.77275,60.273225,
,116.805825,60.2887,
,116.836475,60.294325,
,116.8828,60.3299,
,116.9598,60.3743,
,117.034525,60.40395,
,117.08365,60.4234,
,117.10755,60.442675,
,117.12665,60.448575,
,117.155625,60.455025,
,117.182275,60.48025,
,117.219375,60.48535,
,117.2355,60.491125,
,117.26375,60.498325,
,117.2832,60.51925,
,117.3806,60.551225,
,117.397425,60.580025,
,117.46475,60.605775,
,117.501675,60.62185,
,117.529475,60.6311,
,117.6028,60.646525,
,117.6298,60.666475,
,117.647725,60.7085,
,117.66305,60.79965,
,117.7029,60.83295,
,117.7232,60.83435,
,117.731225,60.8445,
,117.765825,60.856825,
,117.77075,60.92375,
,117.806875,60.953575,
,117.89945,60.97695,
,117.9184,61.0281,
,117.943825,61.0655,
,117.999025,61.09265,
,118.19665,61.101625,
,118.316925,61.11885,
,118.439125,61.1374,
,118.45665,61.166725,
,118.4784,61.189225,
,118.501875,61.2026,
,118.548775,61.236975,
,118.57495,61.24925,
,118.60035,61.255775,
,118.63625,61.279875,
,118.6407,61.30055,
,118.672375,61.362375,
,118.710825,61.4386,
,118.74885,61.443475,
,118.76575,61.448075,
,118.830275,61.478625,
,118.83795,61.49495,
,118.953425,61.578375,
,118.99575,61.6179,
,119.08805,61.626825,
,119.10415,61.642,
,119.12205,61.657375,
,119.133925,61.68305,
,119.14625,61.691,
,119.210675,61.69225,
,119.23605,61.706525,
,119.2674,61.7164,
,119.3949,61.72595,
,119.437575,61.75355,
,119.47465,61.764275,
,119.493225,61.795025,
,119.568675,61.81705,
,119.6002,61.823525,
,119.6291,61.844375,
,119.6584,61.8649,
,119.698175,61.875025,
,119.709025,61.884025,
,119.71935,61.9059,
,119.7285,61.927575,
,119.761175,61.942125,
,119.78005,61.994525,
,119.8139,62.004375,
,119.823675,62.0213,
,119.89525,62.0526,
,120.048975,62.064075,
,120.07715,62.079075,
,120.0973,62.088825,
,120.1274,62.0976,
,120.1559,62.10515,
,120.2045,62.11895,
,120.248125,62.1361,
,120.280275,62.141075,
,120.308675,62.14685,
,120.378425,62.151425,
,120.385625,62.198325,
,120.398025,62.2051,
,120.473725,62.235125,
,120.489775,62.2539,
,120.537225,62.26575,
,120.5983,62.309425,
,120.620925,62.34045,
,120.637825,62.379025,
,120.641225,62.432625,
,120.6985,62.4611,
,120.76515,62.463325,
,120.79065,62.475175,
,120.8284,62.483375,
,120.8761,62.484475,
,120.9585,62.4922,
,121.018775,62.50265,
,121.054375,62.51775,
,121.333225,62.529875,
,121.3669,62.5393,
,121.444725,62.54615,
,121.465525,62.583875,
,121.4878,62.595875,
,121.507125,62.64555,
,121.552975,62.659025,
,121.58065,62.67835,
,121.60265,62.68825,
,121.68285,62.6992,
,121.7256,62.7203,
,121.74755,62.744675,
,121.87195,62.788075,
,121.894975,62.80615,
,121.9328,62.850275,
,121.95375,62.87155,
,121.968625,62.937525,
,121.9999,62.964125,
,122.016975,62.9908,
,122.037925,62.994525,
,122.077825,63.01875,
,122.095025,63.02945,
,122.10085,63.03285,
,122.1417,63.0505,
,122.202175,63.066675,
,122.21675,63.07475,
,122.2516,63.086825,
,122.256875,63.102825,
,122.278325,63.1272,
,122.3717,63.14405,
,122.38915,63.164575,
,122.5435,63.264325,
,122.5864,63.28635,
,122.6953,63.30605,
,122.701725,63.3167,
,122.71525,63.323225,
,122.748725,63.345375,
,122.75625,63.362,
,122.7651,63.3779,
,122.84005,63.40355,
,122.873825,63.433925,
,122.931725,63.447525,
,122.9378,63.4699,
,122.9613,63.510825,
,123.00405,63.532075,
,123.115925,63.5754,
,123.14645,63.662325,
,123.1895,63.67695,
,123.22615,63.701025,
,123.239925,63.715,
,123.268525,63.735725,
,123.517575,63.7452,
,123.59915,63.7589,
,123.74225,63.77405,
,123.77725,63.778275,
,123.816575,63.786025,
,123.8802,63.8057,
,123.95405,63.812525,
,124.050675,63.8371,
,124.074875,63.852375,
,124.12165,63.8743,
,124.15265,63.8775,
,124.1789,63.8823,
,124.210975,63.8854,
,124.22785,63.896175,
,124.23385,63.905575,
,124.24015,63.914625,
,124.254375,63.924425,
,124.3362,63.934575,
,124.3654,63.9627,
,124.373675,63.978075,
,124.449925,63.98655,
,124.4755,64.002675,
,124.509375,64.026,
,124.554975,64.0351,
,124.6096,64.04715,
,124.6519,64.0575,
,124.784625,64.064375,
,124.838225,64.07295,
,124.92735,64.130975,
,124.984275,64.139925,
,125.001825,64.14315,
,125.01115,64.1501,
,125.024825,64.162625,
,125.033675,64.168875,
,125.064025,64.185775,
,125.139225,64.20975,
,125.14535,64.2392,
,125.147175,64.24095,
,125.168325,64.286075,
,125.2547,64.29475,
,125.30255,64.347825,
,125.400625,64.364675,
,125.42195,64.386125,
,125.45375,64.40495,
,125.57805,64.438925,
,125.613525,64.463925,
,125.6465,64.473225,
,125.736175,64.5052,
,125.775825,64.5267,
,125.8246,64.5432,
,125.860025,64.56065,
,125.865575,64.5978,
,125.893375,64.616275,
,125.92885,64.635625,
,125.983425,64.6585,
,126.054675,64.7504,
,126.1115,64.7636,
,126.148825,64.7908,
,126.20095,64.8245,
,126.20825,64.84435,
,126.407375,64.870675,
,126.464125,64.955725,
,126.496075,65.005475,
,126.530875,65.025725,
,126.539675,65.04655,
,126.571275,65.057525,
,126.5976,65.073775,
,126.63275,65.0865,
,126.825525,65.126275,
,126.852,65.1538,
,126.9052,65.173675,
,126.947975,65.2164,
,126.990075,65.2482,
,127.04065,65.261725,
,127.1139,65.28945,
,127.186025,65.31045,
,127.327325,65.3249,
,127.3569,65.3517,
,127.4908,65.3831,
,127.6444,65.40635,
,127.6832,65.431225,
,127.706125,65.457075,
,127.769725,65.47775,
,127.804325,65.49835,
,127.821975,65.51885,
,127.9382,65.544,
,127.9863,65.575625,
,128.121125,65.597875,
,128.1355,65.609325,
,128.2241,65.623075,
,128.33055,65.636125,
,128.3973,65.6489,
,128.430325,65.66865,
,128.5234,65.684825,
,128.55565,65.71165,
,128.620925,65.734775,
,128.7803,65.739475,
,128.80645,65.745875,
,128.868275,65.75265,
,128.91465,65.760775,
,128.92365,65.7671,
,128.987375,65.782725,
,129.0727,65.78935,
,129.122825,65.794125,
,129.15715,65.803,
,129.192775,65.8408,
,129.241725,65.8504,
,129.295275,65.886975,
,129.334075,65.9001,
,129.367175,65.9033,
,129.4334,65.922575,
,129.43615,65.92845,
,129.509925,65.9501,
,129.53435,65.9855,
,129.582525,66.001575,
,129.59675,66.02525,
,129.63825,66.0456,
,129.712975,66.0577,
,129.732875,66.085275,
,129.7696,66.096125,
,129.7982,66.1346,
,129.81845,66.158825,
,129.920875,66.204775,
,129.950875,66.225325,
,129.952875,66.2631,
,129.977875,66.32275,
,130.006675,66.37085,
,130.0227,66.408125,
,130.136075,66.42395,
,130.160775,66.438125,
,130.2165,66.455075,
,130.239,66.46705,
,130.270575,66.477975,
,130.324975,66.49435,
,130.352975,66.5123,
,130.415225,66.540525,
,130.42845,66.6021,
,130.4449,66.689675,
,130.461225,66.740325,
,130.50575,66.7728,
