SPK_SPKC05a (late exc?),SPK_SPKC06a (inhi),SPK_SPKC07a (inhi),SPK_SPKC15b (inhi)
404.894725,373.363275,416.382625,411.092675
404.9012,373.383575,416.4011,411.11475
404.9262,373.409925,416.424475,411.140175
404.941025,373.4264,416.462525,411.15215
404.978875,373.443575,416.47995,411.16195
404.98875,373.455725,416.494125,411.17515
404.99835,373.4672,416.504325,411.188025
405.000525,373.481375,416.528625,411.1969
405.00815,373.4898,416.542275,411.22135
405.0124,373.495875,416.5616,411.239025
405.021625,373.5035,416.578375,411.24815
405.028975,373.5144,416.59155,411.2599
405.032225,373.53685,416.6081,411.27745
405.04325,373.546775,416.621825,411.286025
405.04965,373.5563,416.735975,411.32545
405.064625,373.563175,416.75125,411.342
405.0717,373.58005,416.76395,411.358275
405.074375,373.589325,416.780075,411.37945
405.08775,373.59865,416.830625,411.397375
405.0924,373.619275,416.848375,411.420825
405.101275,373.635275,416.864125,411.440875
405.111475,373.65035,416.88415,411.456625
405.1192,373.6625,416.907625,411.47675
405.1232,373.676,416.94775,411.494375
405.128775,373.68605,417.00085,411.51615
405.136875,373.691575,417.0387,411.53
405.1456,373.699025,417.057925,411.567575
405.15275,373.7137,417.077925,411.582225
405.157525,373.724375,417.08975,411.60605
405.165425,373.74025,417.1034,411.618225
405.186475,373.75005,417.1585,411.636
405.203775,373.76085,417.26105,411.649475
405.208375,373.772125,417.27275,411.6851
405.217875,373.7818,417.291175,411.692175
405.220825,373.79405,417.31825,411.7062
405.23205,373.804225,417.333525,411.7235
405.237475,373.8132,417.359675,411.752075
405.24275,373.83375,417.3622,411.764175
405.27565,373.8514,417.376525,411.792225
405.2903,373.867925,417.397425,411.79795
405.302925,373.897225,417.415475,411.819525
405.335475,373.910625,417.474225,411.834325
405.347325,373.941975,417.494325,411.8538
405.35835,373.9739,417.517875,411.88065
405.368925,374.0373,417.5658,411.8985
405.3855,374.0533,417.613175,411.913875
405.39445,374.0645,417.63185,411.92285
405.42045,374.07355,417.646625,411.952475
405.4316,374.07955,417.66105,411.96875
405.441625,374.0929,417.6721,411.98
405.5046,374.110925,417.709375,412.01285
405.543925,374.11525,417.73445,412.031575
405.54825,374.147325,417.762975,412.042575
405.5807,374.1546,417.77955,412.066875
405.5872,374.164825,417.83545,412.086775
405.59185,374.176975,417.91725,412.100025
405.60365,374.18405,417.93915,412.119225
405.634275,374.196775,417.953525,412.13845
405.65155,374.216075,417.970875,412.14525
405.661575,374.230725,417.9913,412.178075
405.68265,374.23915,418.0066,412.19805
405.70545,374.258575,418.0316,412.226575
405.715775,374.270225,418.089625,412.26185
405.80365,374.289925,418.133725,412.277775
405.812275,374.299575,418.283875,412.2938
405.83155,374.33625,418.303,412.3295
405.846225,374.3605,418.351,412.359575
405.907175,374.3778,418.386725,412.378425
405.9124,374.393425,418.47495,412.42835
405.95285,374.401925,418.496825,412.484125
405.9658,374.40385,418.5174,412.5421
405.98325,374.417875,418.539675,412.56905
405.990775,374.425475,418.583575,412.5937
406.005125,374.4374,418.584975,412.620875
406.05805,374.44345,418.6004,412.6421
406.065725,374.4508,418.621875,412.6572
406.070875,374.4604,418.6652,412.68655
406.09945,374.472975,418.68905,412.716
406.11955,374.48545,418.776625,412.76945
406.156975,374.49555,418.8175,412.8246
406.162375,374.50775,418.846625,412.876425
406.16945,374.51595,418.957475,412.911125
406.176075,374.537275,419.05115,412.9336
406.21355,374.543975,419.0623,412.978
406.2291,374.562175,419.0823,412.99175
406.2379,374.5821,419.087875,413.07395
406.261275,374.59945,419.09855,413.0915
406.31,374.604475,419.110775,413.12095
406.319275,374.6142,419.125525,413.138
406.34265,374.633575,419.144775,413.16405
406.357125,374.644725,419.15185,413.227
406.51755,374.651775,419.167575,413.2845
406.585825,374.66605,419.186225,413.39
406.592425,374.6769,419.2096,413.41915
406.596925,374.689075,419.23475,413.45145
406.655425,374.701925,419.263725,413.467175
406.684375,374.713,419.296575,413.541425
406.690925,374.7247,419.3389,413.554375
406.7271,374.737,419.3643,413.569725
406.87835,374.74625,419.375775,413.5877
406.934425,374.771525,419.3873,413.60755
407.002075,374.78055,419.400725,413.64895
407.00785,374.7905,419.416475,413.7538
407.05995,374.8034,419.441925,413.83875
407.064475,374.81125,419.448575,413.859475
407.06735,374.829325,419.467675,413.8886
407.082225,374.8591,419.4714,413.912325
407.089925,374.86895,419.4799,413.931725
407.156225,374.87905,419.50885,413.9535
407.187325,374.8977,419.5121,413.975225
407.316625,374.902675,419.58465,414.0168
407.323,374.906875,419.603875,414.050875
407.33695,374.916325,419.63085,414.067825
407.357425,374.92555,419.6472,414.0885
407.53,374.939675,419.66955,414.09625
407.5926,374.98185,419.719525,414.125925
407.686575,374.9882,419.777125,414.15415
407.722,374.995675,419.79735,414.1742
407.742,375.003525,419.83205,414.199725
407.748325,375.013675,419.891225,414.21925
407.7576,375.053175,419.925175,414.284075
407.7649,375.086975,419.95755,414.308725
407.778525,375.105875,419.978575,414.32485
407.7881,375.116925,420.01825,414.341025
407.8181,375.130625,420.039725,414.386125
407.825225,375.14145,420.061325,414.4146
407.842425,375.150475,420.081475,414.42945
407.849975,375.16595,420.09815,414.4436
407.86565,375.1791,420.1424,414.45275
407.875225,375.1867,420.18705,414.464625
407.87875,375.193825,420.203425,414.4863
407.91165,375.205875,420.2327,414.505725
407.929475,375.23465,420.288425,414.560125
407.947675,375.24955,420.31475,414.62685
408.03395,375.275125,420.42895,414.6783
408.038725,375.288125,420.454975,414.698125
408.069475,375.3011,420.475125,414.85555
408.098975,375.31125,420.49505,414.875325
408.1356,375.32715,420.511875,414.894925
408.14555,375.3372,420.53255,414.91165
408.160275,375.358975,420.554675,414.9286
408.172775,375.370325,420.593725,414.9461
408.18165,375.3913,420.606625,414.966525
408.1985,375.420625,420.6201,414.98415
408.215525,375.435575,420.6371,415.004575
408.2483,375.450325,420.654425,415.013525
408.2838,375.45945,420.6763,415.033575
408.32575,375.493625,420.68785,415.064275
408.393125,375.501125,420.7223,415.082775
408.420775,375.5177,420.7517,415.099675
408.440975,375.52645,420.78035,415.11785
408.4855,375.53815,420.805075,415.139675
408.516125,375.557825,420.83155,415.1881
408.5514,375.5704,420.853575,415.323875
408.5555,375.596975,420.87975,415.366925
408.56755,375.607325,420.902525,415.46545
408.608475,375.6196,420.9363,415.488025
408.62285,375.6279,420.9551,415.507225
408.627275,375.641925,420.985625,415.529175
408.657425,375.64895,421.035575,415.55055
408.664925,375.662175,421.0542,415.5652
408.671925,375.669875,421.055775,415.588675
408.68005,375.68285,421.070725,415.612775
408.687625,375.69,421.118075,415.6318
408.73595,375.7011,421.132,415.6977
408.7575,375.715125,421.156025,415.758375
408.765225,375.7245,421.1653,415.792425
408.778675,375.733275,421.20405,415.8146
408.80105,375.74355,421.220725,415.829675
408.821675,375.7776,421.236075,415.8465
408.836975,375.796225,421.3077,415.8631
408.84605,375.83805,421.340725,415.89655
408.86305,375.8544,421.388275,415.917025
408.877775,375.869825,421.408225,415.93505
408.89885,375.89885,421.429275,415.954775
408.905275,375.972575,421.45045,415.9639
408.913175,375.985625,421.50085,415.980125
408.91585,376.001,421.522775,416.00185
408.9252,376.013125,421.5369,416.044925
408.930575,376.0518,421.56625,416.076525
408.94765,376.060425,421.5922,416.111425
408.957275,376.071975,421.610325,416.151375
408.960775,376.087725,421.633075,416.1875
408.96715,376.105375,421.675525,416.206875
408.97355,376.113675,421.694725,416.25145
408.978475,376.136525,421.7125,416.303575
408.985325,376.1471,421.728425,416.31925
408.991875,376.153625,421.745375,416.344025
409.000675,376.16105,421.7508,416.3826
409.0092,376.16745,421.758825,416.401075
409.016875,376.17615,421.777775,416.424475
409.0263,376.19355,421.797075,416.462525
409.039125,376.202975,421.8081,416.47995
409.048525,376.250425,421.828175,416.4941
409.05335,376.25995,421.84785,416.504325
409.067225,376.2699,421.867775,416.52865
409.08345,376.2817,421.882725,416.542275
409.09105,376.288525,421.895275,416.561625
409.09805,376.29865,421.9199,416.57835
409.10735,376.31325,421.932225,416.6081
409.112825,376.326775,422.003625,416.621825
409.1339,376.336925,422.080825,416.6334
409.14685,376.349525,422.09625,416.66815
409.15205,376.361275,422.113775,416.680175
409.169775,376.390625,422.1404,416.707025
409.182375,376.400725,422.15505,416.73595
409.22245,376.412625,422.1947,416.751225
409.233525,376.420575,422.2246,416.76395
409.25015,376.433525,422.2446,416.780075
409.282475,376.450325,422.253275,416.796225
409.309925,376.457,422.3103,416.8126
409.316425,376.463475,422.336725,416.84835
409.32285,376.4722,422.340225,416.86415
409.34525,376.483175,422.368325,416.88415
409.42805,376.51285,422.3882,416.907625
409.436375,376.58025,422.44165,416.931225
409.44405,376.594925,422.478,416.94775
409.481225,376.648375,422.51335,416.986925
409.5117,376.6619,422.53365,417.00085
409.5182,376.671525,422.554575,417.02085
409.582475,376.6868,422.579225,417.0387
409.6247,376.705675,422.600225,417.0579
409.693725,376.714375,422.6368,417.077925
409.7045,376.7239,422.64575,417.08975
409.753825,376.731475,422.701225,417.1034
409.8158,376.739725,422.7346,417.1351
409.827025,376.747875,422.751925,417.1585
409.8397,376.7548,422.765825,417.26105
409.848175,376.769875,422.79705,417.291175
409.891125,376.783575,422.8119,417.31825
409.899975,376.7912,422.82435,417.333525
409.9561,376.80025,422.86495,417.354475
409.962075,376.8372,422.965625,417.376525
409.990825,376.84825,422.9844,417.397425
409.9973,376.8589,423.001325,417.415475
410.009575,376.881225,423.018875,417.44045
410.04535,376.8935,423.040775,417.474225
410.1001,376.916675,423.0538,417.4943
410.105375,377.02205,423.09295,417.517875
410.113375,377.061625,423.10615,417.536
410.127025,377.114475,423.1193,417.55105
410.133025,377.1256,423.13465,417.5658
410.14205,377.1392,423.145725,417.575575
410.149975,377.151025,423.15515,417.592025
410.16145,377.17925,423.165975,417.613175
410.19035,377.1859,423.17755,417.631875
410.209975,377.19255,423.18745,417.646625
410.220125,377.2058,423.19915,417.66105
410.22895,377.2249,423.20605,417.6721
410.248325,377.24415,423.2159,417.7094
410.256175,377.2582,423.2407,417.73445
410.292775,377.279175,423.264725,417.77955
410.341625,377.295475,423.274275,417.799575
410.355975,377.3041,423.2943,417.835425
410.3809,377.3383,423.3566,417.917275
410.38535,377.3691,423.390725,417.93915
410.3992,377.378525,423.407325,417.9535
410.42845,377.388,423.4157,417.9709
410.4355,377.395725,423.428325,417.9913
410.440575,377.41335,423.4384,418.0316
410.444175,377.41445,423.458925,418.048775
410.45255,377.42265,423.46955,418.080175
410.466425,377.43265,423.4908,418.089625
410.4721,377.443175,423.5089,418.10025
410.47965,377.455125,423.51695,418.133725
410.498,377.4656,423.5244,418.283875
410.511425,377.477775,423.53865,418.303
410.5339,377.49945,423.60995,418.3321
410.54065,377.51225,423.6393,418.351
410.545475,377.5316,423.647425,418.362325
410.556425,377.545675,423.672325,418.3867
410.564675,377.55525,423.720525,418.474975
410.57135,377.5644,423.7391,418.49685
410.587275,377.57975,423.761275,418.539675
410.618375,377.61125,423.78085,418.583575
410.641275,377.62525,423.7836,418.6004
410.644325,377.631075,423.8002,418.621875
410.673775,377.645775,423.823825,418.63895
410.678225,377.651725,423.93695,418.6652
410.690875,377.66085,423.975925,418.68905
410.69345,377.6745,424.0087,418.77665
410.70035,377.676925,424.0425,418.8175
410.7109,377.69945,424.092025,418.846625
410.7238,377.727525,424.11085,418.8697
410.729375,377.74425,424.20155,418.89645
410.7443,377.765875,424.257275,418.91915
410.807125,377.814725,424.2653,418.9575
410.834875,377.891325,424.276625,418.97315
410.93985,377.950675,424.292175,418.9943
410.9901,377.959825,424.361875,419.040975
411.1161,377.976525,424.43945,419.05115
411.195475,377.986025,424.501175,419.0623
411.2273,377.99715,424.5177,419.0747
411.24085,378.00995,424.5964,419.087875
411.261575,378.015825,424.609,419.110775
411.29255,378.025025,424.648225,419.125525
411.32635,378.037025,424.714025,419.133925
411.33005,378.0435,424.7322,419.144775
411.365275,378.051775,424.754,419.15185
411.5407,378.058025,424.778775,419.167575
411.61925,378.069975,424.809025,419.1862
411.6413,378.0828,424.824675,419.19795
411.643725,378.089075,424.833625,419.2096
411.67105,378.10565,424.85135,419.23475
411.6846,378.111375,424.881125,419.263725
411.689675,378.121625,424.88235,419.2966
411.733425,378.13165,424.91865,419.3545
411.7401,378.160975,424.943375,419.3643
411.743775,378.167375,424.9643,419.375775
411.752775,378.175875,424.9751,419.3873
411.771425,378.1882,424.989325,419.400725
411.77935,378.211375,425.0216,419.416475
411.83855,378.220225,425.05025,419.42445
411.84665,378.233625,425.068775,419.441925
411.85105,378.251025,425.1061,419.44855
411.870525,378.2608,425.135575,419.4625
411.877625,378.273925,425.153075,419.4714
411.886975,378.30675,425.2197,419.48745
411.898225,378.3147,425.26965,419.5121
411.903825,378.322475,425.29615,419.523775
411.913175,378.342425,425.317325,419.58465
411.92755,378.352,425.338375,419.60385
411.9324,378.37285,425.3484,419.630825
411.9754,378.3834,425.3807,419.6472
411.98525,378.4066,425.39835,419.669525
411.9915,378.419925,425.42155,419.698725
412.001775,378.43365,425.42565,419.719525
412.005225,378.44555,425.435375,419.7511
412.041225,378.461125,425.483225,419.777125
412.087525,378.49335,425.506875,419.797325
412.097725,378.5143,425.53125,419.832025
412.102325,378.562475,425.555075,419.891225
412.109225,378.589125,425.573475,419.92515
412.152025,378.607825,425.5957,419.95755
412.173525,378.619625,425.61225,419.978575
412.185025,378.646725,425.632025,419.998675
412.1905,378.6567,425.641275,420.018225
412.19505,378.67,425.6563,420.039725
412.204425,378.6831,425.6857,420.061325
412.216525,378.6906,425.694075,420.08145
412.231975,378.7048,425.71915,420.09815
412.237425,378.71355,425.7484,420.12435
412.25465,378.742225,425.763325,420.1424
412.2756,378.743475,425.823125,420.187025
412.2807,378.757575,425.83805,420.203425
412.310625,378.765,425.870875,420.2327
412.33235,378.769425,425.925375,420.288425
412.34675,378.7825,426.015325,420.31475
412.352175,378.79975,426.02105,420.37995
412.368025,378.81105,426.030975,420.42895
412.395,378.83685,426.04615,420.45495
412.402175,378.8462,426.065,420.475125
412.436825,378.86205,426.08065,420.49505
412.46925,378.87035,426.09905,420.511875
412.4805,378.88845,426.115375,420.53255
412.5007,378.914225,426.171775,420.554675
412.51615,378.936675,426.181675,420.593725
412.5465,378.946125,426.2095,420.60665
412.574775,378.990775,426.244925,420.620075
412.61215,378.9997,426.261475,420.6371
412.61875,379.026525,426.274175,420.6544
412.63475,379.04605,426.307775,420.6763
412.644925,379.06165,426.333325,420.68785
412.650625,379.068875,426.3544,420.707075
412.66195,379.088075,426.366825,420.7223
412.66915,379.09615,426.389975,420.7517
412.681875,379.104225,426.4031,420.780375
412.68435,379.1125,426.460325,420.805075
412.694925,379.1511,426.53695,420.83155
412.703225,379.156475,426.567225,420.853575
412.7252,379.165175,426.57985,420.87975
412.727975,379.176675,426.603125,420.902525
412.763275,379.185,426.618425,420.9363
412.79295,379.191125,426.6403,420.9551
412.805075,379.1977,426.658725,420.97085
412.928925,379.221875,426.674725,420.985625
412.9502,379.22865,426.6918,421.01205
412.9638,379.2487,426.70845,421.035575
412.991125,379.25825,426.718925,421.055775
412.996025,379.311175,426.740975,421.070725
413.012125,379.313425,426.752375,421.085775
413.022125,379.317175,426.768575,421.118075
413.0803,379.32535,426.7786,421.132
413.09385,379.3345,426.799175,421.14175
413.1202,379.339925,426.804525,421.156025
413.12935,379.34625,426.839825,421.165275
413.1405,379.3545,426.89615,421.175
413.154575,379.3598,426.9281,421.186125
413.1623,379.368225,426.938275,421.19215
413.37685,379.37465,426.95055,421.20405
413.3918,379.396725,426.9577,421.236075
413.4023,379.449075,426.982025,421.245125
413.408775,379.4553,426.99545,421.280925
413.52375,379.464225,427.045775,421.31685
413.564475,379.4779,427.065225,421.363525
413.615075,379.486025,427.095575,421.388275
413.621225,379.49325,427.13705,421.408225
413.668,379.50345,427.16035,421.42925
413.776975,379.51515,427.1831,421.45045
413.7825,379.545675,427.300975,421.4679
413.80415,379.563775,427.306825,421.50085
413.837425,379.611225,427.322925,421.522775
413.86675,379.6253,427.337275,421.536925
413.883125,379.67115,427.37045,421.56625
413.9109,379.677275,427.398,421.5922
413.928625,379.684475,427.422025,421.610325
413.959625,379.7124,427.4491,421.63305
414.0911,379.7234,427.467625,421.6538
414.11035,379.7358,427.5284,421.6755
414.2536,379.7511,427.552725,421.694725
414.275625,379.763375,427.575625,421.71255
414.32345,379.77155,427.596925,421.728425
414.344325,379.783175,427.609325,421.758825
414.352325,379.7903,427.61785,421.777775
414.3569,379.813925,427.638925,421.79705
414.3826,379.83115,427.65705,421.8081
414.3881,379.8375,427.6772,421.819775
414.4056,379.846325,427.6912,421.828175
414.413825,379.85195,427.7546,421.84785
414.425875,379.8616,427.785375,421.867775
414.4493,379.86905,427.8022,421.882725
414.4707,379.880525,427.916075,421.895275
414.49895,379.8903,427.939825,421.9199
414.583075,379.921775,427.965775,421.9457
414.746025,379.9297,427.985325,421.9732
414.764575,379.948175,428.01335,422.003625
414.769225,379.966625,428.022625,422.080825
414.785275,379.98365,428.042525,422.113775
414.810075,379.993275,428.0555,422.1404
414.848675,380.00035,428.118625,422.15505
414.85625,380.0132,428.134025,422.1947
414.87335,380.033175,428.15325,422.205325
414.87695,380.043075,428.20225,422.2246
414.89705,380.061525,428.2514,422.2446
414.931475,380.0702,428.2957,422.283025
414.9377,380.086425,428.316325,422.3103
414.94475,380.09415,428.37315,422.3367
414.967225,380.103,428.4127,422.352325
414.97925,380.1111,428.4279,422.368325
414.985025,380.119675,428.44395,422.388175
415.02155,380.12785,428.471125,422.39895
415.03765,380.13625,428.492975,422.413125
415.061825,380.148925,428.5425,422.44165
415.0694,380.157075,428.559925,422.477975
415.34625,380.167075,428.578925,422.485625
415.38965,380.18125,428.6019,422.499525
415.433675,380.187075,428.643825,422.51335
415.437875,380.196375,428.668125,422.533625
415.452875,380.2043,428.73045,422.554575
415.51745,380.213775,428.7715,422.57925
415.52035,380.22075,428.7869,422.58895
415.528025,380.246625,428.8078,422.617475
415.53825,380.2562,428.8556,422.627975
415.542275,380.27755,428.874925,422.636775
415.548425,380.33185,428.9003,422.645725
415.563675,380.427975,428.934825,422.6818
415.572525,380.5037,428.94625,422.701225
415.621225,380.513375,428.963625,422.7346
415.824575,380.52405,429.006325,422.751925
415.83615,380.58845,429.02345,422.7658
415.862025,380.59685,429.0291,422.782325
415.8764,380.628375,429.0409,422.797075
415.895625,380.6461,429.07185,422.8243
415.95805,380.671375,429.090325,422.831
415.9692,380.6818,429.10495,422.84175
415.9798,380.71005,429.170825,422.86495
416.082025,380.7219,429.25905,422.8746
416.14815,380.732725,429.27395,422.879675
416.2283,380.742625,429.284375,422.8928
416.2496,380.7643,429.308775,422.90575
416.284275,380.781425,429.31945,422.916325
416.379975,380.83905,429.3472,422.94405
416.42465,380.852525,429.37135,422.953575
416.431975,380.87585,429.405875,422.9844
416.46655,380.88915,429.42375,423.001325
416.56215,380.904675,429.442575,423.040775
416.5744,380.913825,429.46535,423.0538
416.58805,380.9301,429.487525,423.09295
416.6193,380.953925,429.49645,423.106125
416.6602,380.98895,429.50645,423.1193
416.667725,381.007825,429.585375,423.134675
416.673075,381.02265,429.612875,423.14575
416.697375,381.08385,429.676625,423.15515
416.7049,381.09105,429.7089,423.166
416.73075,381.102525,429.733675,423.17755
416.75695,381.11355,429.753,423.19915
416.87015,381.126275,429.7735,423.206025
416.89585,381.1409,429.794675,423.215925
416.90705,381.152675,429.822875,423.2407
416.94875,381.1797,429.8563,423.264725
416.981975,381.1907,429.896075,423.27425
417.01455,381.2088,429.92135,423.279825
417.075475,381.217875,429.961275,423.2943
417.09855,381.2272,429.97335,423.314925
417.1112,381.245325,430.005375,423.3239
417.13745,381.25635,430.066,423.346275
417.209425,381.27465,430.091825,423.3566
417.2398,381.284325,430.109225,423.371375
417.26435,381.293475,430.127925,423.390725
417.278725,381.3058,430.1408,423.4157
417.29895,381.322475,430.1815,423.428325
417.3241,381.339025,430.205175,423.4384
417.35765,381.344025,430.228725,423.450275
417.36305,381.379025,430.2473,423.4589
417.3741,381.392675,430.31355,423.46955
417.3965,381.40295,430.337025,423.490775
417.488325,381.4161,430.358025,423.5089
417.5213,381.43365,430.44465,423.516925
417.602975,381.45035,430.478825,423.524375
417.68365,381.46045,430.50915,423.53865
417.7615,381.47975,430.54105,423.554525
417.783025,381.51445,430.588425,423.578375
417.806025,381.543925,430.60975,423.60995
417.912175,381.54825,430.6351,423.624675
417.925875,381.568,430.691175,423.6393
417.94955,381.577975,430.71605,423.6474
418.008225,381.590325,430.736025,423.672325
418.029275,381.6077,430.750475,423.72055
418.0641,381.61595,430.774175,423.739125
418.0992,381.664,430.776575,423.761275
418.137975,381.6857,430.78655,423.7836
418.152725,381.69515,430.807475,423.80025
418.1666,381.7052,430.82655,423.814425
418.1787,381.71225,430.85025,423.93695
418.198125,381.73775,430.865225,423.97595
418.238175,381.7681,430.87655,424.0087
418.284525,381.799325,430.8914,424.0425
418.2949,381.816475,430.9068,424.092025
418.30555,381.829575,430.91075,424.11085
418.320575,381.8381,430.921125,424.12625
418.33455,381.847425,430.985075,424.20155
418.36965,381.85555,430.997025,424.257275
418.5853,381.857275,431.011425,424.276625
418.6052,381.876,431.024175,424.292175
418.61645,381.8877,431.05625,424.337375
418.6681,381.89355,431.07545,424.361875
418.720575,381.903125,431.082825,424.43945
418.874625,381.9257,431.096675,424.475375
418.898175,381.932675,431.129775,424.5012
418.917325,381.942275,431.1591,424.5177
418.936575,381.957575,431.163375,424.557525
418.949525,381.982425,431.173925,424.5964
418.977825,381.9981,431.23395,424.609
419.0009,382.00845,431.2525,424.648225
419.02715,382.01475,431.305225,424.679525
419.06635,382.02485,431.32435,424.714025
419.125825,382.033125,431.3332,424.754
419.1522,382.043,431.3459,424.7788
419.181925,382.050725,431.381,424.809
419.196875,382.062425,431.40545,424.824675
419.207025,382.0753,431.4295,424.833625
419.215125,382.083675,431.463425,424.85135
419.22555,382.09065,431.499475,424.860125
419.259225,382.1156,431.507525,424.881125
419.276175,382.152975,431.5329,424.90765
419.3007,382.161175,431.55725,424.91865
419.313325,382.183575,431.6018,424.9323
419.329375,382.19525,431.614275,424.94335
419.3495,382.222,431.621025,424.964275
419.36175,382.229575,431.64095,424.9751
419.3737,382.23785,431.660125,425.0216
419.39485,382.25865,431.68015,425.035425
419.40625,382.26825,431.702275,425.05025
419.411025,382.281275,431.723725,425.068775
419.426425,382.289025,431.760025,425.088425
419.4411,382.297625,431.8078,425.1061
419.4585,382.305825,431.8666,425.135575
419.47905,382.31835,431.886375,425.153075
419.48855,382.3291,431.901725,425.1659
419.499575,382.3383,431.924775,425.1828
419.502075,382.353075,432.072575,425.219725
419.5079,382.3611,432.090925,425.296175
419.5102,382.37565,432.13165,425.317325
419.515125,382.386525,432.149025,425.33835
419.5274,382.407875,432.167225,425.348375
419.541,382.414325,432.17895,425.356425
419.549325,382.42415,432.2027,425.369475
419.5852,382.436,432.247925,425.38665
419.598775,382.4574,432.29715,425.42155
419.706125,382.467775,432.374275,425.435375
419.748625,382.485175,432.403875,425.459975
419.804275,382.501425,432.43985,425.483225
419.863325,382.5345,432.450925,425.506875
419.88025,382.55785,432.52275,425.53125
419.912625,382.56905,432.54935,425.555075
419.95745,382.58325,432.56405,425.57345
420.116075,382.59715,432.596175,425.5957
420.192325,382.619275,432.6215,425.612225
420.232175,382.642625,432.661225,425.632025
420.31505,382.824825,432.689625,425.641275
420.33835,382.84215,432.732675,425.6857
420.35825,382.847675,432.7507,425.71915
420.382,382.8602,432.798625,425.72975
420.388375,382.871175,432.816625,425.7484
420.423475,382.8941,432.83775,425.763325
420.484625,382.9014,432.89245,425.778575
420.6006,382.91655,432.91435,425.823125
420.653525,382.928875,432.93155,425.83805
420.680025,382.9538,432.980225,425.8517
420.6958,382.9629,432.9996,425.856425
420.70555,382.98525,433.017075,425.87715
420.717925,382.991125,433.03185,425.907675
420.8398,383.0037,433.076125,425.9254
420.904975,383.421525,433.101075,426.01535
420.9326,383.43195,433.131875,426.03095
420.94225,383.46705,433.137375,426.046175
420.979325,383.5293,433.162875,426.065025
421.1016,383.535275,433.18065,426.08065
421.162325,383.5407,433.194175,426.09905
421.17485,383.544575,433.2558,426.115325
421.1948,383.549775,433.277225,426.129375
421.22145,383.554,433.286525,426.171775
421.227075,383.5676,433.3045,426.1817
421.243375,383.57205,433.3405,426.2095
421.399675,383.58145,433.3672,426.2299
421.41115,383.609825,433.37895,426.244925
421.45195,383.62585,433.40445,426.261475
421.50345,383.63765,433.423125,426.274175
421.521525,383.6511,433.44565,426.307775
421.529975,383.6644,433.4784,426.3333
421.81915,383.6755,433.487475,426.3544
421.911325,383.69405,433.5367,426.3668
421.938325,383.7064,433.57715,426.389975
421.9643,383.715025,433.611675,426.403125
422.03825,383.74115,433.622875,426.460325
422.107975,383.754325,433.643225,426.478475
422.12205,383.7665,433.65825,426.5251
422.1306,383.7968,433.67335,426.53695
422.18095,383.820675,433.69015,426.554675
422.2016,383.832825,433.7336,426.567225
422.237125,383.852925,433.7778,426.57985
422.249775,383.8834,433.835125,426.60315
422.25975,383.899675,433.8563,426.618425
422.2891,383.915425,433.8755,426.6403
422.29735,383.9262,433.90895,426.658725
422.306975,383.93515,433.925025,426.674725
422.31815,383.961625,433.94325,426.6918
422.3208,383.972425,433.964875,426.708475
422.33245,383.985625,433.9851,426.7189
422.338525,384.0542,434.0188,426.741
422.347175,384.20585,434.03195,426.752375
422.361875,384.21195,434.082175,426.7786
422.368075,384.231475,434.094225,426.804525
422.3865,384.242325,434.129475,426.839825
422.39905,384.26785,434.139875,426.864825
422.411225,384.280025,434.15835,426.884175
422.41595,384.3019,434.172975,426.9281
422.43355,384.311025,434.193575,426.95055
422.4825,384.330475,434.2388,426.99545
422.489425,384.3552,434.2822,427.01225
422.4941,384.36915,434.3014,427.04575
422.50265,384.41055,434.339525,427.065225
422.512575,384.425325,434.36255,427.082625
422.52095,384.438625,434.442925,427.0956
422.5349,384.472975,434.4654,427.11345
422.543975,384.56135,434.52375,427.13705
422.551275,384.575375,434.558275,427.16035
422.56995,384.606775,434.57345,427.183075
422.58145,384.613275,434.626575,427.26805
422.61115,384.6248,434.669275,427.28595
422.626625,384.64895,434.685375,427.30685
422.63555,384.663225,434.701725,427.322925
422.743125,384.67865,434.746375,427.33725
422.7792,384.693425,434.7651,427.354
422.790875,384.75655,434.7803,427.370425
422.821325,384.768125,434.78925,427.397975
422.840225,384.783875,434.8119,427.422025
422.854275,384.795075,434.8329,427.4392
422.8701,384.80595,434.8505,427.449075
422.87975,384.82055,434.930625,427.453525
422.88935,384.836275,434.955275,427.467625
422.897775,384.849375,435.050125,427.484525
422.910625,384.86055,435.0827,427.502625
422.91515,384.8966,435.115075,427.5284
422.9245,384.922025,435.1483,427.5527
422.956775,384.945525,435.186175,427.59695
422.97345,385.129825,435.30425,427.61785
423.032525,385.1474,435.3402,427.63895
423.048775,385.1635,435.36055,427.677225
423.11025,385.179975,435.383425,427.6912
423.12315,385.202375,435.405675,427.710025
423.140325,385.227925,435.56585,427.7546
423.1478,385.257975,435.583125,427.769
423.157025,385.28225,435.60075,427.785375
423.16995,385.328575,435.669975,427.8673
423.1862,385.342175,435.6861,427.885325
423.2117,385.39745,435.702325,427.916075
423.233325,385.4301,435.72045,427.939825
423.24005,385.46045,435.74015,427.9658
423.24545,385.476725,435.759875,427.9853
423.25165,385.4992,435.824575,428.001525
423.26645,385.518575,435.860075,428.01335
423.275925,385.53355,435.874025,428.036475
423.28095,385.55845,435.88845,428.055525
423.3052,385.5608,435.908925,428.083725
423.33085,385.56595,435.9234,428.118625
423.338325,385.579775,435.96595,428.134025
423.3461,385.6366,435.9887,428.1399
423.349475,385.669525,436.044675,428.15325
423.35455,385.7036,436.063975,428.202225
