SPK_SPKC05a (late exc?),SPK_SPKC06a (inhi),SPK_SPKC07a (inhi),SPK_SPKC15b (inhi)
366.48035,340.051075,365.1265,367.616775
366.484075,340.067825,365.14875,367.643175
366.494575,340.079425,365.188525,367.6614
366.49815,340.13,365.2229,367.6863
366.60085,340.1438,365.2502,367.695675
366.6443,340.1554,365.2629,367.706875
366.76265,340.18095,365.278825,367.7129
366.8196,340.19035,365.287975,367.7244
366.854275,340.201475,365.304875,367.747325
366.9353,340.209525,365.343275,367.770825
366.947125,340.216,365.3761,367.790475
366.9801,340.233875,365.399575,367.824125
366.99875,340.256875,365.41755,367.848425
367.09745,340.28235,365.439925,367.8694
367.198475,340.314475,365.45045,367.886175
367.336175,340.322425,365.4632,367.90425
367.440675,340.3524,365.483475,367.9212
367.51965,340.35665,365.5052,367.9351
367.663425,340.36275,365.54535,367.9571
367.694225,340.37695,365.5738,367.97315
367.71555,340.386425,365.61805,367.987425
367.744525,340.393625,365.657025,368.003375
367.7776,340.413625,365.6785,368.020925
367.77995,340.430525,365.693275,368.03605
367.8187,340.455775,365.7142,368.0762
367.872075,340.50005,365.7321,368.092075
367.9037,340.508925,365.832375,368.1319
367.921675,340.531975,365.8635,368.158425
368.0227,340.5604,365.892025,368.18155
368.1103,340.58125,365.89535,368.19475
368.118025,340.588875,365.965775,368.218775
368.14005,340.61185,365.994,368.244325
368.166225,340.622525,366.018975,368.25785
368.204625,340.63775,366.036025,368.2918
368.21455,340.66285,366.070325,368.317775
368.229225,340.699025,366.09785,368.3353
368.2482,340.704175,366.12175,368.361825
368.26405,340.714175,366.132725,368.38245
368.301725,340.72085,366.1471,368.406875
368.328,340.7543,366.1811,368.451375
368.36415,340.769325,366.239275,368.474625
368.374375,340.775725,366.30225,368.492425
368.384775,340.78245,366.352625,368.5113
368.400025,340.80765,366.388525,368.5299
368.40535,340.816725,366.47215,368.55975
368.4113,340.8222,366.515,368.59925
368.434125,340.877825,366.542125,368.616175
368.478525,340.8946,366.570575,368.6349
368.490725,340.925025,366.5915,368.65475
368.5009,340.93195,366.6109,368.661775
368.5126,340.941225,366.6297,368.6799
368.523625,340.969125,366.644875,368.70425
368.54345,341.00565,366.66415,368.738575
368.60925,341.01615,366.7123,368.7707
368.669175,341.060625,366.7732,368.7975
368.69285,341.075675,366.7824,368.826525
368.71735,341.0932,366.821425,368.849775
368.76985,341.10105,366.834375,368.869225
368.793825,341.1214,366.868775,368.89165
368.8217,341.12905,366.926475,368.922375
368.884325,341.136375,366.941125,368.9931
368.964175,341.1632,366.96095,369.02965
368.98335,341.1722,366.998525,369.0997
369.010125,341.19885,367.023,369.1314
369.02565,341.22315,367.042825,369.1515
369.043775,341.257375,367.079625,369.171525
369.054075,341.2658,367.100325,369.1959
369.0658,341.2823,367.12015,369.213425
369.078125,341.294275,367.142575,369.242725
369.09605,341.302775,367.15595,369.259625
369.1184,341.32675,367.190275,369.292925
369.135725,341.3344,367.215725,369.33685
369.14015,341.364225,367.247675,369.35305
369.157125,341.371975,367.29865,369.373775
369.169925,341.377475,367.320925,369.3944
369.194625,341.382425,367.3702,369.406
369.199925,341.3904,367.4068,369.422425
369.214225,341.39835,367.424675,369.444
369.224125,341.43355,367.467625,369.454825
369.229125,341.441925,367.486625,369.4921
369.23475,341.448825,367.507925,369.50775
369.25305,341.4684,367.540875,369.542325
369.2612,341.5053,367.58005,369.5544
369.270825,341.582875,367.595425,369.567525
369.277125,341.615225,367.616775,369.5826
369.284125,341.62375,367.6225,369.597925
369.292775,341.646425,367.63105,369.620275
369.3048,341.670175,367.659875,369.636975
369.310225,341.680475,367.661375,369.6988
369.3187,341.708825,367.6863,369.741875
369.334075,341.75085,367.6957,369.7575
369.34045,341.7607,367.7129,369.79005
369.348775,341.770675,367.747375,369.809225
369.358725,341.79065,367.77085,369.8311
369.376,341.80475,367.82415,369.8423
369.383,341.81335,367.848425,369.85855
369.3999,341.831275,367.869425,369.871375
369.40995,341.836875,367.886175,369.92275
369.416975,341.845975,367.921225,369.9514
369.422975,341.85815,367.9351,369.97255
369.429125,341.89295,367.957075,369.994825
369.44665,341.901375,367.97315,370.048725
369.474725,341.945125,367.987425,370.0819
369.477925,341.959525,368.0149,370.10225
369.4825,341.994475,368.036025,370.121175
369.493475,342.011975,368.0762,370.146875
369.52665,342.020375,368.10155,370.172975
369.53635,342.031825,368.1319,370.180925
369.551825,342.0466,368.158425,370.19915
369.556425,342.05765,368.19475,370.20705
369.565875,342.070125,368.218775,370.225725
369.585025,342.07815,368.244325,370.239025
369.591075,342.094525,368.3353,370.26195
369.59645,342.1029,368.3618,370.277575
369.603825,342.12695,368.382375,370.289975
369.606575,342.14575,368.406875,370.306525
369.6126,342.172925,368.451375,370.325375
369.6184,342.21105,368.474625,370.33595
369.6293,342.25165,368.492425,370.3449
369.646575,342.273125,368.5113,370.363675
369.6583,342.2809,368.5299,370.37835
369.66855,342.290225,368.55975,370.387625
369.697625,342.302,368.57995,370.401125
369.72925,342.318425,368.59925,370.419225
369.744725,342.328825,368.6349,370.43545
369.74995,342.3548,368.65475,370.4618
369.758425,342.38735,368.661775,370.48875
369.77205,342.39785,368.6799,370.500575
369.783,342.409775,368.70425,370.528025
369.795775,342.415625,368.738575,370.551025
369.8035,342.436325,368.7707,370.60205
369.80705,342.48325,368.7975,370.633675
369.81495,342.49005,368.826525,370.71115
369.824075,342.499175,368.86925,370.7406
369.840725,342.520375,368.89165,370.8059
369.85045,342.5281,368.922375,370.822325
369.873125,342.562425,368.9931,370.8344
369.8752,342.622425,369.012025,370.854325
369.88535,342.631825,369.02965,370.873175
369.89025,342.6497,369.0997,370.892275
369.89945,342.664275,369.1314,370.9085
369.909025,342.687475,369.151475,370.958025
369.920325,342.703525,369.1715,370.9876
369.93795,342.7287,369.1959,371.023425
369.953,342.74065,369.213425,371.0467
369.968925,342.7978,369.242725,371.07145
370.036475,342.821275,369.259625,371.109075
370.07425,342.83275,369.292925,371.1297
370.1476,342.878925,369.33685,371.147875
370.171,342.8922,369.353075,371.21155
370.174725,342.9006,369.373775,371.231625
370.19795,342.909725,369.394425,371.269875
370.218275,342.918725,369.406025,371.313075
370.306875,342.929325,369.422425,371.335275
370.32715,342.937025,369.444,371.36935
370.342975,342.9533,369.454825,371.49725
370.346575,342.963075,369.492125,371.515175
370.35565,342.9795,369.50775,371.532575
370.366225,343.00885,369.5423,371.548225
370.37335,343.01795,369.5544,371.57295
370.392475,343.037725,369.567525,371.659075
370.397575,343.046375,369.5826,371.689075
370.44815,343.11115,369.597925,371.745975
370.4747,343.128725,369.636975,371.7736
370.63415,343.137675,369.741875,371.7862
370.67035,343.1448,369.77595,371.809975
370.70325,343.17495,369.8092,371.835075
370.7238,343.184225,369.842275,371.873825
370.770475,343.195075,369.85855,371.936525
370.797175,343.204875,369.871375,372.005725
370.799825,343.21705,369.879875,372.020175
370.831775,343.22435,369.92275,372.054275
370.838525,343.257025,369.9514,372.076825
370.853075,343.28265,369.97255,372.100275
370.877,343.3004,370.016925,372.13595
370.89165,343.31155,370.0819,372.159175
371.047225,343.32095,370.10225,372.1758
371.31375,343.333025,370.12115,372.220875
371.3636,343.343875,370.146875,372.233625
371.37005,343.3686,370.1611,372.240025
371.3728,343.4128,370.17295,372.282925
371.406425,343.420525,370.180925,372.29785
371.4146,343.428575,370.225725,372.3334
371.428925,343.435925,370.239,372.356775
371.4324,343.4665,370.27755,372.432925
371.447675,343.476375,370.289975,372.4531
371.451775,343.48475,370.32535,372.467225
371.4863,343.5128,370.35315,372.480075
371.4936,343.527225,370.37835,372.499475
371.50195,343.538875,370.387625,372.5318
371.5493,343.571525,370.419225,372.55325
371.560625,343.58785,370.43545,372.5723
371.574,343.63535,370.4618,372.584075
371.600425,343.655225,370.48875,372.611925
371.6163,343.69015,370.500575,372.641125
371.636875,343.737425,370.528025,372.66055
371.67505,343.7516,370.551,372.6804
371.69645,343.7638,370.56705,372.697375
371.699275,343.783475,370.711125,372.716375
371.72205,343.7968,370.7406,372.74325
371.72465,343.82385,370.8059,372.75355
371.7445,343.86115,370.82235,372.8013
371.92305,343.879075,370.8344,372.82385
371.930475,343.8844,370.873175,372.835125
371.936375,343.90025,370.892275,372.8531
371.953725,343.913975,370.908525,372.868175
372.0066,343.92525,370.958025,372.9131
372.01325,343.9639,370.9876,372.940075
372.0556,343.975475,371.0234,372.96325
372.08685,343.982225,371.07145,372.9917
372.096025,343.9906,371.109075,373.015375
372.231075,344.007825,371.1297,373.044125
372.28795,344.022275,371.1479,373.061825
372.3193,344.0347,371.171175,373.084225
372.32555,344.04775,371.21155,373.10395
372.340425,344.05915,371.23165,373.1448
372.38015,344.071275,371.269875,373.1645
372.399525,344.090725,371.2891,373.186925
372.463375,344.103275,371.313075,373.21085
372.47405,344.124125,371.335275,373.251975
372.5173,344.13305,371.36935,373.2767
372.522,344.155525,371.497225,373.291
372.526175,344.1858,371.515175,373.31285
372.533075,344.1985,371.532575,373.33555
372.5447,344.240875,371.548225,373.3598
372.561725,344.286975,371.57295,373.371975
372.565175,344.2993,371.659075,373.394925
372.574925,344.32525,371.689075,373.4136
372.579775,344.352625,371.703225,373.4267
372.585825,344.376775,371.725925,373.43745
372.60065,344.41995,371.7736,373.46945
372.6033,344.42955,371.7862,373.476475
372.6214,344.4389,371.809975,373.487025
372.627375,344.449675,371.835075,373.502225
372.635525,344.471325,371.8738,373.516525
372.6488,344.4796,371.936525,373.53945
372.6565,344.503275,372.005725,373.584775
372.675225,344.516,372.05425,373.621025
372.72865,344.55155,372.10025,373.638675
372.738225,344.5622,372.13595,373.66965
372.748625,344.5721,372.159175,373.6881
372.77145,344.580825,372.175775,373.70945
372.77465,344.58715,372.19135,373.732525
372.7961,344.5983,372.2015,373.744225
372.799425,344.608625,372.24005,373.7571
372.826275,344.615575,372.297875,373.7653
372.856075,344.6263,372.3334,373.7956
373.0187,344.6674,372.35675,373.81035
373.217125,344.687275,372.432925,373.82595
373.363425,344.70055,372.453075,373.84525
373.3714,344.710175,372.46725,373.8843
373.3848,344.745175,372.5318,373.931475
373.39145,344.7565,372.55325,373.9475
373.419675,344.763925,372.572275,373.96245
373.4301,344.814925,372.584075,373.9911
373.4401,344.82335,372.593925,374.004525
373.467825,344.8322,372.611925,374.01825
373.482225,344.8421,372.6411,374.030125
373.5027,344.851125,372.66055,374.041925
373.525775,344.87055,372.673425,374.051475
373.62535,344.8798,372.6804,374.0657
373.636775,344.892,372.69735,374.078625
373.6434,344.921,372.717375,374.09025
373.6742,344.93785,372.729575,374.1208
373.725575,344.949975,372.74325,374.199175
373.820725,345.014975,372.75355,374.24005
373.83855,345.044075,372.780675,374.261125
373.847075,345.05315,372.8013,374.280225
373.869675,345.071325,372.82385,374.303575
373.907575,345.078725,372.8531,374.34935
373.9565,345.10275,372.868175,374.361325
373.976725,345.122925,372.891075,374.3813
374.01965,345.130875,372.9131,374.400775
374.063375,345.141125,372.940075,374.427275
374.073375,345.16505,372.96325,374.44455
374.10195,345.176325,372.991675,374.478375
374.11505,345.185075,373.015375,374.4858
374.142575,345.197625,373.044125,374.496375
374.14945,345.2072,373.061825,374.513025
374.157875,345.219225,373.0842,374.573975
374.1948,345.2302,373.103975,374.6315
374.260475,345.2388,373.120975,374.658325
374.2758,345.261275,373.1448,374.6721
374.279475,345.278675,373.1645,374.69855
374.298925,345.295975,373.18695,374.805425
374.321675,345.308375,373.276725,374.82105
374.361675,345.33195,373.291,374.839825
374.383225,345.340775,373.31285,374.851025
374.402625,345.357975,373.335525,374.899025
374.412075,345.41365,373.3598,374.930425
374.428575,345.421575,373.371975,374.94355
374.452475,345.462175,373.4136,374.98095
374.483625,345.48595,373.4267,375.004325
374.4944,345.51235,373.43745,375.042725
374.516275,345.5223,373.46945,375.0632
374.546775,345.530175,373.476475,375.091925
374.581525,345.540025,373.48705,375.13405
374.672425,345.5493,373.502225,375.164575
374.683375,345.5609,373.539425,375.190775
374.691475,345.569525,373.584775,375.23195
374.701975,345.57825,373.621025,375.26555
374.705275,345.591075,373.6387,375.3033
374.712775,345.601075,373.70945,375.327775
374.71565,345.613825,373.732525,375.349625
374.721375,345.620075,373.76525,375.3675
374.7303,345.647725,373.7751,375.37995
374.7403,345.6897,373.810325,375.398425
374.75445,345.75015,373.84525,375.421475
374.7593,345.7662,373.8678,375.4417
374.76265,345.7801,373.900775,375.458375
374.7725,345.800325,373.931475,375.4731
374.782175,345.822175,373.9475,375.504375
374.801275,345.83025,373.96245,375.5186
374.827075,345.8386,373.977725,375.529225
374.8509,345.858625,373.9911,375.54465
374.86265,345.868875,374.004525,375.58275
374.881775,345.88155,374.0301,375.62265
374.8876,345.888375,374.041925,375.6944
374.92755,345.90155,374.05145,375.7181
374.93295,345.922,374.0657,375.73865
374.943375,345.93455,374.078625,375.756625
374.9558,345.974975,374.085425,375.767525
375.124275,346.02405,374.09025,375.791025
375.15635,346.031725,374.1208,375.809525
375.2641,346.04415,374.14675,375.82995
375.33855,346.121075,374.183475,375.846725
375.34615,346.149575,374.24005,375.86425
375.356325,346.171725,374.280225,375.88615
375.375325,346.18435,374.3036,375.90455
375.465275,346.237475,374.313175,375.91505
375.525525,346.25895,374.361325,375.94215
375.53515,346.2782,374.3813,375.95195
375.55265,346.294325,374.400775,375.96775
375.5666,346.307575,374.427275,375.994575
375.59055,346.3193,374.44455,376.0522
375.673825,346.3347,374.455425,376.069875
375.790125,346.343875,374.478375,376.1002
375.811325,346.3559,374.485825,376.127
375.86005,346.36455,374.4964,376.18675
375.8729,346.37865,374.513025,376.2136
375.88905,346.386275,374.52955,376.235475
375.9152,346.39725,374.574,376.273675
375.931625,346.4233,374.631525,376.2922
375.97785,346.4459,374.658325,376.319875
375.997125,346.455575,374.769925,376.339825
376.002975,346.482775,374.78535,376.349775
376.007075,346.49525,374.805425,376.373
376.039225,346.505475,374.82105,376.39785
376.05345,346.5124,374.839825,376.4085
376.05945,346.540425,374.8651,376.431175
376.140275,346.555525,374.911275,376.44445
376.149425,346.6291,374.9221,376.457525
376.16815,346.6565,374.930425,376.46745
376.2041,346.668025,375.0043,376.4943
376.2221,346.677475,375.0427,376.5144
376.2338,346.704725,375.10905,376.547375
376.2638,346.735375,375.13405,376.570475
376.275125,346.745275,375.164575,376.580775
376.29365,346.778375,375.190775,376.59055
376.299475,346.80195,375.23195,376.59475
376.36105,346.81515,375.26555,376.6294
376.381025,346.83875,375.3033,376.64635
376.39795,346.849425,375.327775,376.680225
376.410625,346.8616,375.3675,376.69355
376.44135,346.87795,375.379925,376.7341
376.447225,346.9055,375.398425,376.79305
376.467825,346.916525,375.421475,376.8174
376.50935,346.9272,375.441675,376.8385
376.519275,346.930825,375.458375,376.891225
376.53415,346.94145,375.4731,376.90735
376.5384,346.954575,375.504375,376.919025
376.54755,346.97255,375.518575,376.94835
376.5542,346.9826,375.544625,376.955175
376.557875,346.999175,375.582725,376.9609
376.56705,347.019675,375.622625,376.973825
376.57565,347.03055,375.655475,376.98925
376.5972,347.0475,375.674575,376.999225
376.61615,347.0542,375.6944,377.016425
376.63695,347.067175,375.7181,377.0328
376.643775,347.106275,375.756625,377.068675
376.649425,347.134825,375.78465,377.080075
376.657425,347.140575,375.809525,377.101525
376.675525,347.1493,375.82995,377.120225
376.691725,347.16365,375.846725,377.14145
376.69975,347.17645,375.86425,377.15385
376.7338,347.1933,375.873475,377.169575
376.745375,347.2033,375.90455,377.184075
376.78055,347.21405,375.91505,377.220725
376.789475,347.2257,375.94215,377.25835
376.8277,347.2413,375.951925,377.280225
376.830325,347.252125,375.96775,377.296375
376.842025,347.279325,375.994575,377.30545
376.848975,347.2875,376.0522,377.315375
376.872975,347.295925,376.1002,377.324475
376.901375,347.31755,376.127,377.3366
376.9113,347.327525,376.15975,377.356575
376.915275,347.337025,376.172375,377.363075
376.918125,347.3902,376.18675,377.369375
376.936325,347.398975,376.2136,377.395175
376.9437,347.40675,376.251825,377.3976
376.9497,347.4181,376.273675,377.4521
376.97675,347.4429,376.2922,377.482225
376.985375,347.4851,376.319875,377.49785
376.99145,347.5122,376.34975,377.5165
377.005125,347.5228,376.373,377.565225
377.0087,347.53355,376.38655,377.583325
377.017425,347.54505,376.4085,377.60885
377.03115,347.556375,376.431175,377.629075
377.0435,347.5825,376.444425,377.667225
377.06545,347.607475,376.4575,377.677375
377.08225,347.618375,376.4943,377.690375
377.0996,347.627575,376.5144,377.7134
377.1425,347.6375,376.53145,377.734275
377.1633,347.647925,376.547375,377.74475
377.171575,347.65805,376.570475,377.78745
377.1762,347.6789,376.594725,377.808075
377.178975,347.687275,376.606875,377.857225
377.243625,347.6985,376.6294,377.87685
377.2564,347.71135,376.646325,377.909
377.260925,347.722025,376.680225,377.939
377.2711,347.760125,376.69355,377.952175
377.2815,347.77035,376.712525,378.010025
377.3029,347.7818,376.79305,378.0373
377.33585,347.81545,376.838475,378.056725
377.343675,347.8273,376.907325,378.075625
377.351075,347.863725,376.919025,378.113725
377.365275,347.877725,376.94835,378.1401
377.37155,347.886925,376.955175,378.168025
377.377525,347.89715,376.9609,378.18195
377.3838,347.906125,376.973825,378.19905
377.401525,347.915075,376.98925,378.22835
377.412925,347.932525,377.0164,378.247325
377.42805,348.0041,377.0328,378.269375
377.439025,348.0174,377.044775,378.285425
377.485625,348.035075,377.068675,378.3046
377.4948,348.062675,377.080075,378.338225
377.50775,348.087625,377.101525,378.36065
377.517775,348.12085,377.1202,378.375075
377.627,348.137325,377.141475,378.414825
377.63325,348.152625,377.153825,378.4461
377.649125,348.1752,377.2207,378.483125
377.6558,348.18865,377.2359,378.518675
377.69065,348.2096,377.29635,378.554375
377.75925,348.23345,377.30545,378.5844
377.944625,348.249225,377.315375,378.6007
378.007775,348.258125,377.324475,378.620975
378.06565,348.265325,377.3366,378.637
378.0927,348.28575,377.346775,378.646775
378.133075,348.298175,377.380975,378.6982
378.1675,348.305075,377.397625,378.71875
378.17165,348.306725,377.452125,378.741975
378.179775,348.315175,377.4683,378.77095
378.192975,348.34535,377.482225,378.800725
378.1982,348.353825,377.49785,378.825825
378.20425,348.36885,377.5165,378.850525
378.221175,348.3784,377.565225,378.88285
378.231075,348.414575,377.60885,378.904375
378.239975,348.42865,377.629075,378.929375
378.2826,348.457675,377.667225,378.94635
378.291275,348.504475,377.6904,378.992425
378.305,348.5191,377.734275,379.011825
378.32065,348.5398,377.744775,379.027425
378.332175,348.551175,377.78745,379.0539
378.3356,348.57695,377.80805,379.0654
378.339125,348.5898,377.8572,379.07355
378.34115,348.6006,377.87685,379.080075
378.34745,348.6098,377.909,379.089975
378.3564,348.6108,377.939,379.106825
378.364525,348.62125,377.952175,379.14105
378.385925,348.6328,378.010025,379.151275
378.3934,348.651025,378.056725,379.1967
378.39545,348.6591,378.075625,379.2212
378.40155,348.67635,378.113675,379.239225
378.4099,348.685,378.1401,379.257925
378.41235,348.703825,378.168025,379.294425
378.42015,348.717725,378.18195,379.30725
378.422625,348.72035,378.19905,379.327775
378.43595,348.7375,378.247325,379.340675
378.438625,348.772,378.269375,379.3488
378.454475,348.7855,378.285425,379.3706
378.465125,348.79305,378.3046,379.38145
378.47575,348.80585,378.33825,379.406275
378.47865,348.816525,378.375075,379.4168
378.507475,348.825875,378.391125,379.4557
378.5216,348.84805,378.446075,379.47355
378.536925,348.8591,378.483125,379.489575
378.5647,348.899375,378.518675,379.55075
378.6185,348.918425,378.554375,379.598825
378.634025,348.938225,378.5844,379.62115
378.640175,348.946975,378.600725,379.6384
378.65085,348.960775,378.620975,379.6548
378.6566,349.0026,378.6734,379.675575
378.660675,349.0175,378.698225,379.68975
378.6675,349.027,378.71875,379.705375
378.69165,349.049,378.741975,379.724925
378.708575,349.05925,378.753725,379.73915
378.7318,349.077925,378.77095,379.76855
378.735975,349.103525,378.850525,379.7864
378.74555,349.10955,378.882825,379.82915
378.7511,349.123075,378.929375,379.838675
378.76185,349.1344,378.992425,379.856575
378.7665,349.155325,379.0118,379.894
378.780125,349.16545,379.02745,379.909975
378.796425,349.183,379.041375,379.926725
378.839675,349.244425,379.053925,379.938475
378.8797,349.251975,379.0654,379.946075
379.026775,349.26195,379.07355,379.985775
379.06015,349.2755,379.080025,379.996675
379.088325,349.28845,379.089975,380.003025
379.0963,349.297075,379.1245,380.03185
379.1059,349.32395,379.1367,380.0642
379.119275,349.3455,379.141025,380.0955
379.1276,349.3664,379.15125,380.113825
379.148725,349.399275,379.16885,380.1363
379.157725,349.41835,379.196725,380.146475
379.185125,349.454125,379.2212,380.156375
379.22015,349.467875,379.25795,380.17615
379.24385,349.483225,379.28185,380.2057
379.27275,349.4942,379.2944,380.2334
379.294075,349.50475,379.307225,380.255875
379.30575,349.5153,379.321275,380.268925
379.3204,349.527675,379.340675,380.29125
379.336875,349.5511,379.348775,380.3067
379.345025,349.56785,379.370625,380.328775
379.348025,349.575075,379.381425,380.364425
379.366375,349.583,379.406275,380.384275
379.392375,349.606975,379.455725,380.4109
379.3975,349.62675,379.47355,380.44385
379.415075,349.63895,379.55075,380.465975
379.419575,349.650025,379.62115,380.49355
379.425275,349.672825,379.6384,380.516425
379.4297,349.68795,379.654775,380.53155
379.434325,349.69985,379.68975,380.5535
379.437675,349.723375,379.70535,380.59165
379.44415,349.7395,379.724925,380.6332
379.450975,349.752575,379.76855,380.722375
379.460075,349.805025,379.786375,380.755675
379.4646,349.850175,379.81105,380.80665
379.483575,349.87685,379.82915,380.857775
379.497325,349.8957,379.86675,380.87465
379.56165,349.910575,379.894,380.8881
379.5754,349.93035,379.93845,380.917425
379.5813,349.943475,379.9858,380.966475
379.60055,349.94795,379.996675,380.9924
379.60815,349.950125,380.00305,381.013975
379.620575,349.9591,380.031825,381.041225
379.6275,349.964125,380.043125,381.071575
379.63345,349.96765,380.0642,381.094275
379.64215,349.97405,380.0955,381.1575
379.652075,349.9924,380.113825,381.17265
379.66175,350.00945,380.1363,381.1864
379.6714,350.017675,380.146475,381.197525
379.7135,350.034125,380.17615,381.220725
379.737825,350.0478,380.255925,381.264325
379.7412,350.0561,380.268925,381.34835
379.767475,350.075675,380.3067,381.3812
379.7788,350.0844,380.328775,381.406325
379.7897,350.0912,380.345125,381.438375
379.82055,350.1052,380.364425,381.4696
379.843025,350.116925,380.384275,381.490775
379.848625,350.1408,380.410925,381.5016
379.8619,350.1567,380.44385,381.518575
379.86605,350.17805,380.465975,381.535275
379.8901,350.189825,380.49355,381.552125
379.9026,350.1984,380.53155,381.5615
379.9106,350.208225,380.5535,381.5786
379.915,350.221925,380.59165,381.594725
379.924125,350.229325,380.695475,381.6142
379.941675,350.24315,380.722375,381.668525
379.9477,350.2534,380.75565,381.698875
379.96405,350.263125,380.806625,381.720775
379.9782,350.286425,380.832225,381.745125
379.991,350.2971,380.87465,381.763675
379.996625,350.30515,380.888125,381.777425
380.0014,350.31985,380.966475,381.8042
380.006625,350.3284,380.992375,381.823925
380.019075,350.3373,381.013975,381.8327
380.024225,350.34565,381.041225,381.85135
380.03215,350.35295,381.07155,381.868125
380.04415,350.37905,381.12605,381.891475
380.05345,350.45875,381.139025,381.92695
380.061225,350.467625,381.150275,381.9663
380.0801,350.480825,381.172675,381.98805
380.092675,350.490475,381.1864,382.044675
380.1045,350.49875,381.197525,382.0658
380.107,350.5131,381.2643,382.087825
380.11655,350.5205,381.32655,382.111925
380.123325,350.5393,381.348375,382.1296
380.1318,350.5621,381.36105,382.197375
380.139,350.569725,381.4063,382.2159
380.171125,350.58065,381.438375,382.228475
380.1853,350.59235,381.45645,382.262975
380.19375,350.601825,381.4696,382.281075
380.224825,350.633,381.490775,382.311675
380.271625,350.642075,381.5016,382.321225
380.279275,350.651925,381.518575,382.33835
380.289775,350.672825,381.53525,382.3648
380.307175,350.690725,381.552125,382.396975
380.332675,350.706075,381.5786,382.406175
380.353925,350.7252,381.5947,382.41925
380.38645,350.734425,381.614225,382.44265
380.423325,350.75405,381.668525,382.467175
380.450525,350.7648,381.698875,382.49575
380.49205,350.772775,381.720775,382.5264
380.543775,350.780875,381.777425,382.54265
380.551775,350.7897,381.8042,382.561025
380.563275,350.798775,381.823925,382.600675
380.5693,350.807325,381.85135,382.61415
380.5755,350.823875,381.868125,382.6413
380.606325,350.8362,381.891475,382.647175
380.63295,350.857075,381.92695,382.65695
380.673875,350.897925,381.9663,382.6676
380.688375,350.911775,382.008625,382.71305
380.692275,350.9398,382.0228,382.730125
380.707,350.963225,382.044675,382.760675
380.8081,350.96995,382.0658,382.77315
380.8572,351.009475,382.087825,382.804475
380.901925,351.023175,382.111925,382.813175
380.950475,351.036125,382.1296,382.83605
380.955925,351.050125,382.215875,382.8708
380.966225,351.076475,382.228475,382.88655
381.0123,351.0924,382.2429,382.920575
381.02385,351.105325,382.262975,382.941325
381.0806,351.123675,382.2811,382.9637
381.085925,351.161125,382.293575,382.986975
381.0927,351.175125,382.311675,383.002475
381.10745,351.1804,382.32125,383.0157
381.12945,351.219,382.364775,383.0449
381.133025,351.227275,382.396975,383.0647
381.138375,351.235175,382.4062,383.089425
381.148475,351.256225,382.4672,383.11215
381.152725,351.2767,382.5264,383.12925
381.15625,351.284775,382.54265,383.176675
381.16925,351.35035,382.561025,383.201825
381.17315,351.37985,382.592475,383.222475
381.181075,351.4055,382.64375,383.2413
381.184875,351.483,382.647175,383.27145
381.189525,351.51745,382.667575,383.30445
381.193975,351.53385,382.69565,383.329875
381.200125,351.5425,382.713075,383.353975
381.210975,351.554325,382.740375,383.3875
381.32535,351.560575,382.74525,383.40015
381.332275,351.567175,382.760675,383.42155
381.334325,351.578725,382.804475,383.442825
381.338775,351.595575,382.813175,383.46125
381.341575,351.605325,382.8708,383.47095
381.3463,351.616275,382.88655,383.518575
381.35095,351.62615,382.92055,383.5327
381.3529,351.651,382.941325,383.553025
381.356275,351.6636,382.986975,383.578875
381.36745,351.67475,383.002475,383.607075
381.377575,351.7232,383.015675,383.623625
381.3941,351.738275,383.044875,383.667875
381.400325,351.750175,383.089425,383.74845
381.404625,351.777675,383.11215,383.770475
381.40855,351.7943,383.176675,383.787375
381.418275,351.808825,383.201825,383.80435
381.427225,351.837375,383.22245,383.826775
381.4507,351.846025,383.2413,383.84525
381.47685,351.86635,383.271425,383.8805
381.506175,351.88295,383.30445,383.8974
381.53325,351.9168,383.329875,383.910775
381.543775,351.92645,383.353975,383.93255
381.5518,351.938,383.3875,383.946425
381.5613,351.94225,383.400125,383.961
381.565475,351.94885,383.42155,383.99855
381.58565,351.96085,383.44285,384.042375
381.59015,351.9695,383.461225,384.071375
381.59825,351.98265,383.47095,384.0881
381.601025,351.993075,383.518575,384.1064
381.607925,352.010275,383.53925,384.127775
381.617875,352.03185,383.564975,384.154975
381.765125,352.051325,383.57885,384.18445
381.86055,352.08265,383.593975,384.213525
381.9426,352.093125,383.607075,384.2402
382.02205,352.104025,383.608275,384.275475
382.037575,352.115775,383.623625,384.305325
382.05995,352.126925,383.74845,384.328125
382.094375,352.17535,383.787375,384.349925
382.137225,352.183725,383.804375,384.36895
382.154075,352.19915,383.8805,384.383575
382.213,352.20675,383.910775,384.4132
382.256625,352.218175,383.946425,384.450425
382.269175,352.2321,383.961,384.468525
382.273625,352.251775,384.042375,384.4875
382.27875,352.2818,384.071375,384.50545
382.296875,352.294225,384.0881,384.526875
382.3158,352.304525,384.127775,384.542875
382.33165,352.32505,384.154975,384.558325
382.340825,352.332475,384.18445,384.568975
382.350525,352.371,384.213525,384.621525
382.359375,352.3827,384.240175,384.635125
382.3897,352.389425,384.275475,384.653225
382.394225,352.407725,384.3281,384.676425
382.40425,352.42945,384.368925,384.701625
382.410025,352.441975,384.4132,384.71805
382.425975,352.462075,384.468525,384.732225
382.43785,352.4697,384.4875,384.76105
382.45245,352.472525,384.50545,384.77405
