SPK_SPKC02a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC10b,SPK_SPKC15a
136.704575,236.40755,,,228.2648,39.0986,163.60825,145.56925,113.7995
136.800725,236.53965,,,228.459075,39.12355,163.664675,145.658625,113.825
136.835575,236.55505,,,228.5467,39.128125,163.6823,145.691675,113.840275
136.8695,236.60995,,,228.656575,39.15635,163.7801,145.733075,113.953375
136.877375,236.6723,,,228.768,39.16465,163.958375,145.81985,114.209525
136.9855,236.69575,,,228.989925,39.172225,163.979,145.89255,114.465525
137.002375,236.728425,,,229.158,39.186875,164.0123,145.938825,114.652025
137.087825,236.774825,,,229.292375,39.209725,164.3209,145.976475,114.69225
137.13585,236.792975,,,229.3039,39.21425,164.368025,146.0484,114.729675
137.14105,236.835775,,,229.500525,39.23495,164.460675,146.188975,114.833475
137.15825,237.061225,,,229.711,39.240475,164.4648,146.3557,115.046775
137.261325,237.173075,,,229.7945,39.280725,164.4709,146.426625,115.361975
137.275425,237.304275,,,229.81075,39.311375,164.7685,146.516275,115.400475
137.318675,237.440925,,,229.8436,39.38915,164.9634,146.57115,115.424175
137.38145,237.594625,,,229.888825,39.398175,165.058875,146.6132,115.468375
137.492,237.77625,,,229.9239,39.418125,165.198275,146.657875,115.494975
137.57155,237.869375,,,230.164,39.4372,165.321725,146.69425,115.522775
137.604475,237.8998,,,230.3756,39.476725,165.484,146.823975,115.6732
137.796875,238.1859,,,230.728625,39.508825,165.504475,146.91115,115.702025
138.2219,238.24925,,,230.98125,39.5358,165.816975,146.975725,115.795675
138.8625,238.260525,,,232.35355,39.53855,165.8639,147.00035,115.854225
138.9389,238.334475,,,232.809875,39.554,166.303275,147.02435,115.89545
138.9831,238.364575,,,233.356075,39.698875,166.44595,147.095725,115.985675
138.997675,238.4518,,,233.6164,39.7212,166.46115,147.3082,115.992025
139.0654,238.487725,,,233.717925,39.769675,166.4972,147.342625,116.104725
139.260875,238.5354,,,233.872425,39.901425,166.62365,147.506325,116.127275
139.3147,238.558625,,,234.0208,39.924925,166.646675,147.578175,116.425
139.385575,238.613625,,,234.51295,40.0208,166.675575,147.679875,116.5334
139.417425,238.64545,,,234.7291,40.503275,166.693175,147.8795,116.6858
139.71465,238.705375,,,234.79555,40.550425,166.733875,147.9073,116.73285
139.974825,238.7286,,,234.830575,40.625925,166.9569,147.95665,116.790325
140.0087,238.79015,,,235.025525,40.687625,167.0341,148.014575,117.1783
140.03965,238.828025,,,235.2018,40.717425,167.16075,148.056825,117.207725
140.060725,238.8646,,,236.116975,40.729975,167.269075,148.107975,117.22845
140.2105,238.9051,,,236.416775,40.73575,167.502475,148.176575,117.291725
140.231,239.535875,,,236.492,40.782975,167.562825,148.213825,117.622475
140.263425,239.681175,,,237.0109,40.806,167.565125,148.275925,117.6814
140.29225,239.871275,,,237.295775,40.813925,167.5949,148.370025,118.0466
140.354875,239.911475,,,237.82935,40.833675,167.987075,148.499975,118.218425
140.41045,240.1324,,,237.88415,40.861925,168.0229,148.639375,118.54105
140.515575,240.2045,,,237.907275,40.8692,168.0752,148.702725,118.723
140.910875,240.24945,,,238.074625,40.872825,168.467925,148.732525,118.888175
140.94325,240.276525,,,238.098475,40.9869,168.696375,148.801175,118.966975
141.1047,240.501775,,,238.176625,41.141525,168.7334,148.88385,119.046525
141.353325,240.534925,,,238.1872,41.25195,168.8502,148.915075,119.2138
141.818275,240.7941,,,238.22355,41.3243,168.89535,148.9817,119.2206
141.93165,240.804725,,,238.235325,41.396925,169.203925,149.00735,119.42475
142.0873,240.9886,,,238.24425,41.419475,169.30375,149.15495,119.43685
142.3365,241.421125,,,238.2625,41.46325,169.530325,149.336175,119.649525
142.706375,241.6668,,,238.302025,41.54005,169.5739,149.383275,119.7951
142.83635,241.70115,,,238.4919,41.58385,169.594025,149.509775,119.896975
143.08025,241.7195,,,238.543825,41.584925,169.7495,149.709725,119.919425
143.170275,241.880025,,,238.544925,41.6158,169.89915,149.7852,119.9606
143.94275,242.023,,,238.590675,41.643975,169.918975,149.81175,119.980375
143.94555,242.07135,,,238.78885,41.6624,169.97445,149.87245,120.0792
143.9699,242.140975,,,238.81265,41.67205,170.0447,149.917175,120.2505
144.064925,242.1783,,,238.842875,41.71425,170.0703,149.985225,120.322975
144.196175,242.224475,,,238.90135,41.741475,170.224175,150.010875,120.351775
144.233375,242.300275,,,239.183825,41.765125,170.348625,150.0897,120.4585
144.274125,242.376825,,,239.53305,41.778425,170.391825,150.106775,120.487575
144.3747,242.4594,,,239.5898,41.792575,170.434225,150.1507,120.4983
144.422525,242.497725,,,239.725125,41.7945,170.558125,150.168625,120.75175
144.451575,242.6417,,,239.751925,41.799975,170.74815,150.223325,120.781075
144.45665,242.696325,,,239.78245,41.83545,170.91485,150.242175,120.9335
144.5024,242.752725,,,239.842725,41.871975,170.957675,150.26565,121.0007
144.575825,242.76795,,,239.902975,41.88325,170.976825,150.3033,121.193075
144.814625,242.916075,,,239.9398,41.894625,171.309625,150.3611,121.3764
144.905775,242.998675,,,240.466675,41.90935,171.332925,150.423625,121.4897
145.238275,243.0909,,,240.5536,41.91345,171.4276,150.48475,121.53465
145.892025,243.39695,,,240.63375,41.922375,171.5229,150.5511,121.793575
145.99965,243.414925,,,241.023,41.927175,171.5958,150.68625,122.01675
146.1296,243.5119,,,241.21085,41.934925,171.7376,150.72245,122.18485
146.17245,243.5815,,,241.26195,41.949975,171.783575,150.752375,122.293225
146.711575,243.899275,,,241.3437,41.953275,172.127,150.919625,122.3832
146.756475,244.1017,,,241.387925,41.972225,172.190025,150.9608,122.423875
146.80025,244.22145,,,241.482625,42.00345,172.2654,151.02235,122.5206
146.96485,244.388875,,,241.6204,42.01185,172.464025,151.0529,122.91525
146.973725,245.401875,,,241.64905,42.0341,172.58025,151.075725,123.118425
146.9974,245.43835,,,241.66665,42.048175,172.691875,151.105075,123.253275
147.087775,245.57315,,,241.68485,42.05065,172.9783,151.2341,123.480525
147.280425,245.7181,,,241.88145,42.080375,173.521525,151.4079,123.65045
147.3236,245.868025,,,242.04695,42.093,173.7583,151.527775,123.767
147.359475,245.950075,,,242.05735,42.095925,173.86035,151.5913,123.818575
147.425775,246.0011,,,242.09045,42.1024,173.95195,151.68095,123.873025
147.462275,246.1088,,,242.109725,42.112425,174.71385,151.724825,123.917175
147.500825,246.18505,,,242.1422,42.117525,175.125575,151.779275,124.45325
147.5911,246.200475,,,242.253775,42.14515,175.152875,151.8127,124.462925
147.60125,246.52675,,,242.25555,42.158025,175.23925,151.8235,124.53595
147.723575,246.803875,,,242.302425,42.172925,175.328725,151.902575,124.679825
147.91705,247.843725,,,242.340175,42.18315,175.4262,151.927525,124.798125
148.078925,247.89945,,,242.512125,42.20725,175.4819,151.969775,124.9596
148.32135,248.1246,,,242.5603,42.251325,175.670925,151.9885,124.991625
148.359775,248.577175,,,242.773675,42.260675,175.7598,152.0031,125.000375
148.535075,248.628575,,,242.7947,42.291325,175.95305,152.044275,125.025325
148.6076,248.635425,,,242.877075,42.298575,176.357325,152.055775,125.27965
148.64865,248.90415,,,243.170125,42.3059,176.51015,152.1379,125.4452
148.677925,248.922425,,,243.18205,42.312625,176.68705,152.148575,125.4595
148.694825,249.00935,,,243.24015,42.3192,176.8138,152.249325,125.535325
148.80755,249.571125,,,243.266875,42.3335,176.84005,152.316375,125.927625
148.85155,249.94755,,,243.3517,42.358,176.862275,152.33105,126.156275
149.03735,250.098925,,,243.380125,42.363175,176.888225,152.420475,126.170475
149.20915,250.158175,,,243.552375,42.392025,176.957325,152.467575,126.258125
149.229225,250.22065,,,243.600275,42.4222,177.22335,152.49065,126.5297
149.367225,250.404925,,,243.645325,42.43295,177.252475,152.5568,126.541975
149.507075,250.548475,,,244.673075,42.45075,177.4395,152.595075,126.695175
149.6021,250.62245,,,244.8934,42.490125,177.553925,152.621575,127.088775
149.67245,250.859975,,,244.985275,42.495925,177.708675,152.791625,127.294275
149.72085,251.059,,,244.987075,42.50345,178.017875,152.837475,127.431475
149.831675,251.347525,,,245.21515,42.523025,178.077975,152.888775,127.74545
149.837075,251.57525,,,245.376675,42.54965,178.0965,152.974425,127.755825
149.992325,251.65125,,,245.426,42.557525,178.34235,153.1996,127.804175
150.049375,251.836225,,,245.4395,42.56625,178.647975,153.273725,127.89555
150.126575,251.882975,,,245.504775,42.60745,178.745875,153.3323,127.909
150.1532,251.894675,,,245.56835,42.62165,178.763325,153.405075,128.107325
150.18685,252.0615,,,245.6132,42.6366,178.815475,153.57995,128.312625
150.2511,252.4058,,,245.6565,42.6445,178.943825,153.6521,128.4653
150.364175,252.497575,,,245.80225,42.652525,178.97585,153.681575,128.615525
150.410525,253.1794,,,245.8615,42.66715,179.1861,153.732725,128.637625
150.607975,253.27925,,,245.892075,42.679775,179.1884,153.822525,129.1575
150.847975,253.39705,,,245.94615,42.691425,179.245625,153.861775,129.226875
150.896125,253.638725,,,245.948575,42.696725,179.307,153.898,129.317775
151.37105,253.6877,,,246.09705,42.709775,179.474925,153.9361,129.3407
151.6224,253.785,,,246.101675,42.7268,179.514425,153.983625,129.4708
152.37455,253.82225,,,246.186175,42.73075,179.64295,154.016575,129.56125
152.476225,253.846725,,,246.619,42.73745,179.8684,154.04135,129.9114
152.488675,253.905275,,,247.365625,42.7462,179.949375,154.05505,130.193175
152.52985,253.957925,,,247.617475,42.76215,180.02075,154.119725,130.241125
152.680625,254.21645,,,247.66935,42.78775,180.266825,154.188175,130.2554
152.75945,254.33855,,,247.99615,42.7989,180.54455,154.221425,130.3541
152.76265,254.3991,,,248.340075,42.808725,180.73645,154.23355,130.443925
152.794125,254.4833,,,248.5335,42.879175,180.8273,154.278375,130.549225
152.844825,254.80545,,,248.601425,42.894725,180.85555,154.302225,130.616575
152.8838,255.013675,,,248.832275,42.902,180.91965,154.317675,130.7184
152.886425,255.26725,,,248.918025,42.95175,181.02495,154.341075,130.893975
153.056175,257.58545,,,248.9808,42.979575,181.06165,154.375,131.16135
153.12165,257.645175,,,249.192325,43.00945,181.1164,154.40245,131.162575
153.22845,257.700025,,,249.227625,43.04575,181.23365,154.52575,131.1907
153.582675,257.792675,,,249.243075,43.0741,181.430075,154.66165,131.229425
154.0207,258.009525,,,249.316225,43.1272,181.55325,154.68435,131.266175
154.67985,258.06285,,,249.604975,43.28505,181.886325,154.72115,131.448925
154.9493,258.09235,,,249.65175,43.289275,181.972475,154.802175,131.46785
155.395575,258.2398,,,249.678175,43.2987,182.0028,154.8294,131.5324
155.426875,258.387475,,,249.714475,43.3023,182.14215,154.880425,131.7279
155.541675,258.415625,,,249.776175,43.335525,182.261775,154.928675,131.73475
155.62805,258.6508,,,249.839575,43.48735,182.370125,154.9426,131.784925
155.6353,259.4224,,,250.238425,43.518775,182.663075,155.00475,131.83075
155.770725,260.626025,,,250.34375,43.531475,182.8937,155.125025,131.899525
155.803975,260.995725,,,250.4034,43.5739,182.915425,155.133325,131.9117
155.8383,261.077375,,,250.552625,43.576425,182.958825,155.21945,131.9514
156.027,261.362825,,,250.631175,43.66995,183.410275,155.244975,131.985575
156.095375,261.947575,,,250.64205,43.7356,183.485675,155.267625,132.17285
156.17685,262.735475,,,250.81855,43.757525,183.653875,155.3852,132.24025
156.1981,262.8873,,,250.88955,43.784275,183.65815,155.392475,132.256875
156.2279,262.97255,,,250.986475,43.9123,183.689925,155.420325,132.26585
156.318225,263.1031,,,251.017625,43.93605,184.096175,155.45885,132.282675
156.408175,263.498875,,,251.236525,43.9408,184.113775,155.539575,132.495525
156.647,264.746025,,,251.555225,43.960275,184.17675,155.612675,132.632375
157.1583,265.054525,,,251.77005,43.997725,184.366025,155.635675,132.8553
157.19415,266.533725,,,251.803325,44.00185,184.41605,155.651625,132.92335
157.2945,266.755625,,,251.900375,44.015075,184.635025,155.69445,132.9407
157.521375,266.974,,,252.047125,44.0287,184.6806,155.756925,132.9746
157.63945,267.132375,,,252.1041,44.0463,184.733475,155.775475,133.003775
157.671875,267.27795,,,252.170625,44.0551,184.824825,155.8554,133.073675
157.953375,267.5071,,,252.21785,44.06475,184.974675,155.878575,133.218725
158.041,267.618125,,,252.23645,44.076325,185.043775,155.91615,133.22285
158.276025,267.765825,,,252.54725,44.083825,185.27615,156.021,133.433075
158.420375,268.049425,,,252.55485,44.103625,185.3172,156.04295,133.7174
158.711725,269.466925,,,253.144,44.121225,185.4591,156.1187,133.761575
158.744975,270.034025,,,253.37385,44.1326,185.5577,156.190825,133.768375
158.84495,270.32235,,,253.41185,44.13865,185.801975,156.288525,133.901925
159.786675,270.67615,,,253.472,44.146225,185.908925,156.3358,134.061025
160.068675,270.9439,,,253.58375,44.164375,186.07415,156.354775,134.0791
160.2637,271.4791,,,253.61265,44.1794,186.297125,156.3606,134.100775
160.369125,271.7382,,,254.03885,44.202375,186.350425,156.3787,134.279675
160.407125,271.846425,,,254.0551,44.244525,186.49115,156.416025,134.3821
160.417475,272.005025,,,254.076625,44.267525,186.759175,156.4995,134.82915
160.4937,272.1368,,,254.153875,44.27365,186.8681,156.51725,134.879375
160.540675,272.243525,,,254.310075,44.28405,186.884875,156.544975,134.9285
160.577125,272.4389,,,254.34555,44.290825,186.9728,156.728125,134.979275
160.711125,272.651625,,,254.47695,44.298975,187.04475,156.7636,134.986625
160.73215,272.872,,,254.491275,44.380525,187.598625,156.826625,134.989825
160.79255,273.03045,,,254.70205,44.3869,188.0694,156.9315,135.01855
160.868025,274.74345,,,254.814425,44.554475,188.39005,157.0247,135.106175
160.8863,274.8966,,,255.115775,44.5757,188.623225,157.0486,135.235925
160.909425,275.5977,,,255.15535,44.60315,188.826425,157.07805,135.32165
160.974075,275.828875,,,256.891225,44.652775,188.9033,157.2412,135.452475
160.975925,275.897125,,,257.23,44.754075,189.06485,157.293825,135.651825
161.255025,277.2572,,,257.79115,44.819475,189.390475,157.3229,135.682225
161.35315,277.682525,,,257.9261,44.893725,189.42795,157.380725,135.7874
161.475025,277.841675,,,257.93685,44.942475,189.459125,157.403775,135.88515
161.64305,277.9725,,,257.9444,44.979225,189.462275,157.440825,135.934375
161.7003,278.2897,,,257.98745,44.996175,189.47695,157.564175,135.95065
161.828775,278.377075,,,258.0882,45.0374,189.55405,157.635425,135.97795
162.1168,278.412725,,,258.28405,45.0909,189.758225,157.79015,135.982325
162.119525,278.67025,,,258.309025,45.106,189.771125,157.808225,136.1654
162.263075,278.815325,,,258.33805,45.20415,189.998125,157.835175,136.397375
162.434475,279.783,,,258.668925,45.21135,190.022575,157.84115,136.516875
162.766575,279.8325,,,258.97985,45.7854,190.12545,157.881275,136.6358
162.8076,280.07205,,,259.66095,45.82995,190.23915,157.9277,136.692475
162.865375,280.138825,,,260.7724,45.92705,190.398475,157.96435,136.71635
162.994,280.2176,,,260.7903,46.02425,190.4879,158.073075,136.95395
163.1284,283.0933,,,260.85485,46.14505,190.6404,158.1009,136.985625
163.39885,283.1366,,,260.87995,46.2346,190.6918,158.126325,137.1314
163.402475,283.77985,,,260.9126,46.5013,190.7681,158.2236,137.186075
163.532075,283.804275,,,261.119075,46.5372,190.80195,158.266775,137.2616
164.75235,283.8486,,,261.303125,46.65915,190.845125,158.2753,137.390575
164.857925,283.915825,,,261.454525,46.687525,191.017925,158.308425,137.456
165.042125,284.019475,,,261.6167,46.701375,191.057775,158.415225,137.797225
165.0755,284.1233,,,261.730925,46.784875,191.213825,158.4559,137.8432
165.203975,284.5107,,,261.77285,46.8077,191.39785,158.477075,137.857925
165.234575,284.54815,,,261.8057,46.885325,191.405575,158.56435,137.911675
165.434075,284.57565,,,261.895475,46.921575,191.480275,158.613725,138.0427
165.52955,284.931675,,,261.939875,46.95065,191.534925,158.6545,138.0498
165.94195,285.13575,,,261.9899,47.013825,191.565,158.72595,138.072175
165.983575,288.084025,,,261.99375,47.023475,191.67965,158.7729,138.223575
166.558225,288.839725,,,262.016825,47.03015,191.74035,158.8352,138.283375
166.58455,289.253975,,,262.047675,47.0381,191.8231,158.8555,138.306675
166.619075,289.675525,,,262.13395,47.057675,191.84825,158.90495,138.532525
166.6539,289.79315,,,262.156775,47.079525,191.869425,158.933575,138.612
166.735225,289.978425,,,262.162325,47.087725,191.88995,158.94875,138.675
166.85625,290.390825,,,262.177,47.10355,192.08875,158.98435,138.925625
166.869675,290.4345,,,262.22825,47.14185,192.13995,158.9987,138.9484
166.909525,290.447325,,,262.339425,47.178575,192.22855,159.046375,139.0442
166.93105,290.4634,,,262.35,47.19615,192.349975,159.095225,139.0877
166.9993,290.5515,,,262.409125,47.213525,192.3696,159.2216,139.120975
167.050075,290.63585,,,262.5698,47.2385,192.5126,159.330125,139.571825
167.0842,290.689075,,,262.722925,47.2529,192.59935,159.360275,139.575125
167.12365,290.781675,,,262.763275,47.257325,192.651625,159.394625,139.703475
167.23015,290.796975,,,262.967275,47.284675,192.7257,159.46965,139.84695
167.2666,290.8302,,,263.087075,47.3081,192.8885,159.502375,139.87835
167.274,290.857775,,,263.225075,47.34365,192.968575,159.6472,139.959
167.363075,290.891975,,,263.32845,47.366275,193.2817,159.71405,140.02805
167.436675,290.940125,,,263.351775,47.3976,193.29175,159.789325,140.17425
167.491725,291.102675,,,263.38545,47.4185,193.97855,159.85265,140.239175
167.53035,291.145525,,,263.439525,47.438075,194.0009,159.86835,140.352525
167.605325,291.186925,,,263.464275,47.461875,194.32895,159.8904,140.56045
167.63505,291.25035,,,263.526875,47.480525,194.489575,159.911325,140.888575
167.7753,291.277325,,,263.575625,47.52085,194.52725,159.972575,141.000075
167.777125,291.337575,,,263.5797,47.565075,194.699025,159.992925,141.305875
167.944825,291.396225,,,263.664175,47.568325,194.8244,160.0154,141.5111
168.0016,291.538425,,,263.82345,47.728725,195.01515,160.130675,141.705375
168.0639,291.5702,,,263.89675,48.045825,195.31595,160.1443,141.77555
168.307475,291.667875,,,263.931275,48.135575,195.361025,160.2116,141.80105
168.471225,291.7241,,,264.033075,48.4229,196.189475,160.2286,141.875775
168.729125,291.7929,,,264.067425,48.4948,196.4682,160.273675,141.972125
168.74125,291.82765,,,264.126825,48.541825,196.549675,160.356775,142.221225
168.859225,292.376125,,,264.238625,48.7097,196.6364,160.4267,142.419325
169.12755,292.5465,,,264.348375,48.7749,196.753775,160.56355,142.44705
169.4726,292.721975,,,264.7379,48.8708,196.9645,160.5897,142.50005
170.26735,292.89275,,,264.747025,48.933225,197.0857,160.6385,142.714475
171.270925,294.354925,,,265.114875,49.278975,197.10535,160.668625,142.73735
171.854075,294.429125,,,265.186775,49.35995,197.248425,160.69635,142.76045
172.297775,294.7419,,,266.53625,49.3975,197.454575,160.752225,142.7897
172.43815,295.991175,,,266.57385,49.442875,197.57225,160.768875,142.880875
172.5664,296.20595,,,266.686675,49.4452,197.784325,160.8003,143.04425
172.59595,297.0277,,,266.73055,49.502125,197.78765,160.81835,143.158075
172.7347,297.343325,,,267.484175,49.5151,198.0193,160.85465,143.2461
172.737225,297.69075,,,267.4946,49.536075,198.116525,160.9126,143.272575
172.869675,297.837525,,,267.62445,49.579675,198.1488,160.960225,143.505225
172.873525,297.8694,,,268.38885,49.586225,198.209225,160.997525,143.566575
173.01335,298.10005,,,269.3257,49.61085,198.2338,161.058275,143.585
173.46885,298.24715,,,269.628,49.636525,198.266325,161.1177,143.729325
173.7023,298.32705,,,270.1111,49.659025,198.5625,161.29205,144.001075
175.35395,298.875825,,,270.269125,49.7232,198.704325,161.33745,144.0365
175.5379,299.093375,,,270.311025,49.77155,198.9128,161.388525,144.2981
175.76605,299.214125,,,270.32155,49.8044,199.09795,161.466625,144.362125
175.90215,299.243175,,,270.3602,49.8389,199.333925,161.568775,144.422775
175.97445,299.335875,,,270.581175,49.869725,199.51475,161.61465,144.502825
176.026225,299.356,,,270.635625,49.89375,199.60055,161.703175,144.7601
176.031125,299.425475,,,270.763425,49.909625,199.6375,161.7327,144.851925
176.309875,299.851825,,,270.7699,49.97075,199.785475,161.843575,145.378175
176.3115,299.8829,,,270.7959,49.991025,199.9778,161.978775,145.628475
176.378875,299.98585,,,270.8485,50.04755,200.1682,162.003875,145.8084
176.412425,,,,270.9125,50.0996,200.2147,162.037675,145.861475
176.422525,,,,270.9286,50.143075,200.52955,162.0637,146.048275
176.466975,,,,270.9695,50.325525,200.5839,162.107425,146.097625
176.52815,,,,271.450925,50.61815,200.638325,162.1207,146.26095
176.532875,,,,271.484525,50.626325,200.6814,162.1443,146.298475
176.5739,,,,271.52885,50.7385,200.70355,162.160575,146.32145
176.637725,,,,271.626125,50.75,200.87235,162.296475,146.5144
176.686925,,,,271.96085,50.8057,200.911775,162.32565,146.582625
176.7334,,,,272.011575,50.831225,200.938525,162.354475,146.597
176.77335,,,,272.015825,50.8636,200.9805,162.391775,146.7305
176.8261,,,,272.03125,50.87095,201.0197,162.604575,146.792475
176.9286,,,,272.347875,50.9711,201.231225,162.611925,146.795575
177.057375,,,,272.469275,51.013225,201.28175,162.657225,146.9941
177.09135,,,,273.5337,51.147,201.305475,162.755325,147.06985
177.14725,,,,273.8084,51.282625,201.39015,162.783325,147.09235
177.409225,,,,274.3273,51.38745,201.402825,162.8279,147.256075
177.5876,,,,274.7277,51.406225,201.486875,162.88885,147.270175
177.75075,,,,274.844625,51.423525,201.558075,163.006025,147.64365
177.761275,,,,275.469975,51.47455,201.793825,163.0982,147.80515
177.842625,,,,275.552525,51.504425,201.9005,163.14325,147.827175
177.879425,,,,275.575725,51.506825,201.9652,163.194,147.9031
177.886025,,,,275.64755,51.519025,201.997775,163.325025,147.936875
177.913775,,,,275.796425,51.558325,202.09635,163.37585,147.9978
178.02365,,,,275.906975,51.578,202.1316,163.458275,148.018575
178.04925,,,,276.1223,51.596775,202.194225,163.476925,148.0274
178.060775,,,,276.659,51.613525,202.378975,163.51605,148.053825
178.126275,,,,276.76305,51.623125,202.416575,163.5524,148.186725
178.20295,,,,277.3103,51.634525,202.498075,163.584075,148.4387
178.266325,,,,277.736125,51.65525,202.629025,163.6947,148.509675
178.32205,,,,277.82055,51.690675,202.796575,163.746075,148.696175
178.360175,,,,277.885175,51.710325,202.8168,163.82725,148.738475
178.442325,,,,278.416725,51.71745,202.89595,163.932175,148.75265
178.568325,,,,278.45885,51.73055,203.14085,164.0742,148.765075
178.6557,,,,278.498175,51.738325,203.243325,164.108875,148.766375
178.73075,,,,278.53025,51.760025,203.67005,164.1246,148.9857
178.8423,,,,278.5514,51.7747,203.861975,164.143525,149.05925
179.0064,,,,279.801925,51.797425,203.8694,164.172275,149.12245
179.24655,,,,279.82725,51.805125,204.0108,164.269725,149.184625
179.399575,,,,279.828875,51.817175,204.1808,164.3407,149.233275
180.9908,,,,279.832975,51.82075,204.303,164.4099,149.354
181.0932,,,,279.84035,51.848675,204.456625,164.530375,149.4187
181.220275,,,,279.852675,51.890625,204.468875,164.558225,149.432175
181.366075,,,,280.806775,51.904775,204.558625,164.624975,149.5021
182.490375,,,,280.85605,51.916775,204.75265,164.648575,149.53505
182.5434,,,,281.286875,51.94865,204.789925,164.67865,149.540725
182.6798,,,,282.17755,51.9976,204.842025,164.711225,149.61845
182.79995,,,,282.466275,52.004375,205.09745,164.74535,149.742325
182.84245,,,,283.0857,52.020575,205.18235,164.85325,149.84525
182.902325,,,,283.100975,52.02805,205.3224,164.93865,150.063025
183.336025,,,,283.15755,52.041575,205.37055,165.0061,150.10275
183.36845,,,,286.61975,52.071125,205.495475,165.036675,150.124225
183.370775,,,,289.153125,52.14175,205.615175,165.13515,150.747
183.412775,,,,289.816975,52.164475,205.627725,165.1735,150.985875
183.7738,,,,289.904325,52.171875,205.91375,165.24935,151.10035
183.804825,,,,289.977425,52.196075,205.922075,165.398125,151.4184
183.849625,,,,290.076625,52.2186,205.92975,165.551175,151.456675
183.951425,,,,290.4403,52.241975,206.066475,165.584725,151.651275
183.9743,,,,290.46345,52.259975,206.10925,165.62375,151.690525
184.1136,,,,290.546825,52.26795,206.163275,165.65075,151.776875
184.30955,,,,290.570825,52.331925,206.280175,165.680975,151.81865
184.555325,,,,290.624575,52.357175,206.5126,165.722975,152.040275
184.8138,,,,290.711725,52.39195,206.530725,165.74905,152.14135
184.844925,,,,290.716825,52.424025,206.6007,165.768975,152.3808
185.74855,,,,290.7868,52.42985,206.62,165.801925,152.390375
185.8146,,,,290.836325,52.438475,207.0875,165.83665,152.48575
186.104225,,,,291.19785,52.4472,207.19905,165.925625,152.507825
186.262525,,,,291.209725,52.451825,207.225825,165.940975,152.548925
187.325675,,,,291.223,52.4584,207.482075,165.9652,152.634425
187.904925,,,,291.2503,52.486325,207.513675,166.0133,152.89525
188.753575,,,,291.288825,52.551725,207.975775,166.031875,152.964025
188.9014,,,,291.292175,52.5602,208.19855,166.0561,153.0233
188.983375,,,,291.32585,52.569125,208.48015,166.104125,153.139875
189.0783,,,,291.344725,52.57515,208.5135,166.1283,153.253575
189.10715,,,,291.397125,52.5883,208.77885,166.214475,153.703475
189.31845,,,,291.410475,52.59505,209.022825,166.239075,153.8638
189.384775,,,,291.570175,52.623725,209.085725,166.2577,154.67035
189.39295,,,,291.723925,52.63815,209.507125,166.32225,154.682075
190.055125,,,,292.150875,52.674025,209.672375,166.34465,154.706125
190.111325,,,,292.2679,52.705475,209.69045,166.4037,154.734825
190.54685,,,,292.31125,52.720525,209.8893,166.4665,154.79065
190.55985,,,,292.437425,52.8516,210.1937,166.481475,154.8775
190.60505,,,,292.4939,52.9444,210.436675,166.5612,154.9166
190.684675,,,,292.53795,53.1928,210.5472,166.586225,154.941975
190.7122,,,,292.859975,53.39465,210.610525,166.7219,155.17555
190.8655,,,,292.8711,53.5874,210.654525,166.754975,155.2156
190.942375,,,,292.946075,53.6095,211.029475,166.77305,155.380475
190.950075,,,,292.996275,53.873525,211.085525,166.7995,155.450775
191.915125,,,,293.093975,54.145475,211.1402,166.848875,155.5881
192.487975,,,,293.32985,54.1919,211.1805,166.916575,155.843275
192.5692,,,,293.338775,54.296925,211.2239,166.991325,155.8467
192.79395,,,,293.4882,54.406375,211.3333,167.133875,155.861075
193.1749,,,,293.583275,54.53135,211.566925,167.214275,155.937625
193.3786,,,,293.62415,54.701975,211.6387,167.305525,156.204125
193.60265,,,,293.722775,54.815875,211.91055,167.35015,156.26595
193.676275,,,,293.818225,54.958175,211.98865,167.4412,156.315875
193.72255,,,,294.24435,54.97805,212.036175,167.46595,156.36855
193.877225,,,,294.497575,54.9918,212.06065,167.516575,156.8765
193.895475,,,,294.650325,55.018525,212.10895,167.5382,157.318075
194.01385,,,,294.75515,55.026975,212.237125,167.585125,157.32895
194.362975,,,,294.941625,55.044075,212.39285,167.61805,157.363425
194.45335,,,,295.008325,55.055625,212.481175,167.65385,157.6352
194.5947,,,,295.0507,55.148475,212.519575,167.677975,157.672075
194.7614,,,,295.1214,55.1719,212.71345,167.690175,157.72995
194.8035,,,,295.19065,55.223375,212.833225,167.76785,157.7932
194.926925,,,,295.269675,55.26885,212.9215,167.822,157.808475
195.0353,,,,295.449675,55.279125,213.262275,167.83625,157.83875
195.132125,,,,296.031575,55.3462,213.32005,167.860075,157.94395
195.158625,,,,296.09675,55.38685,213.33515,167.876675,158.10395
196.14175,,,,296.516825,55.579275,213.517325,167.960725,158.300725
196.210525,,,,296.5605,55.674075,213.520775,168.09245,158.3438
196.3768,,,,296.5632,55.705075,213.6287,168.17385,158.5851
196.415775,,,,296.6259,55.7291,213.66385,168.230525,158.63245
196.442225,,,,296.68735,55.7364,213.67875,168.239825,158.8137
196.4863,,,,296.71385,55.7724,213.7327,168.27805,158.853675
196.554075,,,,297.08525,55.796275,213.860275,168.307,158.947725
196.66775,,,,297.2292,55.81005,214.030125,168.331475,159.098325
196.726925,,,,297.2346,55.818125,214.0891,168.349425,159.42895
