SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC07a,SPK_SPKC11a,SPK_SPKC11b
297.9131,204.5248,116.9543,145.84685,150.942625
298.2071,204.863525,116.971875,145.86115,150.96565
298.51945,204.87365,117.00225,145.89095,150.98425
298.557725,204.884175,117.018175,145.95805,151.018775
298.827675,204.890825,117.03275,146.0588,151.085125
298.989175,204.89935,117.041,146.10725,151.154125
299.028675,204.919075,117.050125,146.116875,151.18965
299.100125,204.933475,117.055325,146.12695,151.239475
299.1293,204.944475,117.066525,146.1401,151.381825
299.5592,204.95545,117.070725,146.15315,151.407975
299.717525,204.9871,117.077475,146.16675,151.50945
299.7541,205.354325,117.090625,146.184175,151.560075
300.14855,205.360175,117.097525,146.20255,151.5717
300.42745,205.374475,117.1034,146.21965,151.62935
,205.394025,117.109775,146.22865,151.651075
,205.850375,117.118375,146.23775,151.6637
,205.8591,117.1218,146.2502,151.688725
,205.869075,117.1274,146.278075,151.768325
,205.8756,117.138325,146.294625,152.062775
,205.9135,117.1674,146.3029,152.144975
,205.924625,117.174525,146.3203,152.1682
,205.966525,117.18275,146.3351,152.18535
,206.023775,117.1902,146.34805,152.218475
,206.396225,117.2041,146.358325,152.2353
,206.406375,117.2128,146.36905,152.3089
,206.41245,117.234,146.3886,152.334
,206.4167,117.247,146.40135,152.395475
,206.420675,117.2578,146.409075,152.438125
,206.435025,117.270425,146.4214,152.50825
,206.4474,117.28005,146.4354,152.5322
,206.485175,117.2902,146.4481,152.556175
,206.98755,117.300625,146.4703,152.623
,206.999375,117.313025,146.481275,152.6852
,207.006525,117.3282,146.507825,152.743175
,207.018825,117.341075,146.52355,152.75525
,207.034075,117.3556,146.542125,152.770375
,207.056425,117.3693,146.55845,152.809775
,207.08495,117.384075,146.57095,152.843325
,207.09625,117.401525,146.5808,152.8823
,207.122675,117.4169,146.591825,152.909475
,207.56555,117.432275,146.599,152.921125
,207.57555,117.468975,146.60685,152.9946
,207.58,117.503825,146.618975,153.03775
,207.58445,117.519625,146.627,153.06325
,207.588125,117.537425,146.636775,153.079925
,207.5914,117.5645,146.64985,153.08865
,207.595125,117.58645,146.660875,153.138225
,207.6051,117.602475,146.6811,153.30665
,207.606825,117.629425,146.701825,153.481975
,207.609825,117.6495,146.712825,153.510275
,207.6179,117.6674,146.730825,153.531625
,207.6263,117.70915,146.7415,153.70975
,207.634475,117.753625,146.761425,153.739125
,207.678325,117.7798,146.769925,153.8095
,208.0683,117.795325,146.78195,153.858575
,208.08055,117.846825,146.819625,153.89925
,208.101825,117.8734,146.8683,154.14625
,208.11775,117.893575,146.881275,154.2985
,208.15415,117.918825,146.889125,154.341775
,208.17985,117.937725,146.9002,154.355025
,208.1997,117.96135,146.90695,154.377
,208.25735,117.971575,146.9207,154.4512
,208.286475,117.9801,146.92965,154.509175
,208.3328,118.00195,146.9402,154.5198
,208.795075,118.013975,146.9511,154.5865
,208.807425,118.019875,146.975625,154.61425
,208.82395,118.043075,146.989625,154.65625
,208.843075,118.072075,147.002625,154.749875
,209.25155,118.087075,147.06185,154.79495
,209.26315,118.10255,147.0739,154.840925
,209.281075,118.119975,147.091375,154.876825
,209.289825,118.1374,147.10885,154.9742
,209.324125,118.15545,147.12255,155.22035
,209.38155,118.1699,147.139175,155.27495
,209.446275,118.1859,147.16585,155.375775
,209.46425,118.20375,147.1849,155.432625
,209.502475,118.216575,147.201625,155.631225
,209.728675,118.231025,147.387075,155.6602
,209.91135,118.2482,147.4047,156.0553
,209.925225,118.2608,147.454175,156.097475
,209.934725,118.2886,147.6593,156.236925
,209.953375,118.316175,147.67175,156.4248
,210.007525,118.328775,147.688175,156.440175
,210.33045,118.34295,147.700275,156.452125
,210.60925,118.359725,147.72025,156.459575
,210.6844,118.389025,147.727375,156.469075
,210.6924,118.4027,147.746225,156.749425
,210.695375,118.4183,147.753275,156.858025
,210.702175,118.429525,147.7636,156.92975
,210.72165,118.45,147.7876,157.046625
,210.797925,118.468,147.79675,157.063925
,211.113325,118.4815,147.80975,157.332825
,211.128875,118.50655,147.835225,157.410825
,211.19745,118.52775,147.848775,157.468
,211.2241,118.544075,147.861825,157.50165
,211.239925,118.57665,147.880875,157.62
,211.259025,118.6599,147.899225,157.66485
,211.59745,118.6784,147.918725,157.80175
,211.601125,118.6917,147.9602,157.84975
,211.6385,118.70265,148.167425,157.962625
,211.642425,118.715575,148.177575,157.97825
,211.6792,118.724775,148.1865,157.98875
,211.727225,118.740725,148.198675,158.01605
,212.070775,118.753425,148.209925,158.0247
,212.077725,118.76585,148.230875,158.1034
,212.086,118.777675,148.242825,158.181875
,212.0989,118.7906,148.2608,158.214625
,212.161225,118.802,148.300275,158.279275
,212.222825,118.809,148.3185,158.303425
,212.24795,118.826275,148.347075,158.362625
,212.58515,118.8376,148.366725,158.51575
,212.598225,118.851325,148.390725,158.524225
,212.5993,118.863575,148.41135,158.532375
,212.607475,118.8778,148.426175,158.6587
,212.62145,118.892575,148.43415,158.680375
,212.632925,118.904575,148.448075,158.7434
,212.659025,118.922,148.4646,158.7838
,212.6788,118.936725,148.48615,158.847025
,212.7715,118.9551,148.557425,158.8749
,212.78495,119.008125,148.568025,158.893775
,212.794925,119.023775,148.578475,158.946825
,212.83625,119.03985,148.58965,159.081175
,212.911175,119.055875,148.6119,159.109825
,213.139825,119.073875,148.626775,159.131675
,213.15995,119.096575,148.66685,159.222925
,213.1692,119.1175,148.691825,159.278075
,213.17925,119.138875,148.7051,159.290725
,213.202525,119.162925,148.72855,159.319275
,213.5133,119.1759,148.7432,159.3443
,213.520575,119.189325,148.7571,159.448625
,213.526575,119.19815,148.769075,159.4582
,213.541825,119.2058,148.78805,159.463375
,213.551025,119.21285,148.804225,159.50465
,213.575575,119.221,148.820375,159.624025
,213.639225,119.2303,148.832625,159.710375
,213.673975,119.239,149.057775,159.8225
,213.697125,119.256475,149.0649,159.851825
,213.7085,119.2683,149.075075,159.95095
,213.7184,119.279325,149.087075,160.0266
,213.745725,119.288975,149.0953,160.0387
,213.759975,119.296425,149.10765,160.062175
,213.78955,119.3048,149.115,160.08465
,214.343525,119.316475,149.12865,160.38685
,214.358975,119.3278,149.149725,160.396975
,214.40145,119.339575,149.17135,160.41765
,214.459025,119.34795,149.18485,160.446225
,214.4733,119.3765,149.2375,160.47285
,214.482775,119.38395,149.2456,160.523625
,214.488775,119.392425,149.2685,160.561425
,214.50315,119.410475,149.29095,160.574225
,214.529775,119.418475,149.3129,160.7244
,214.87695,119.424725,149.43,160.76445
,214.896475,119.433425,149.43865,160.795325
,214.92465,119.450775,149.447275,160.8423
,215.271775,119.462175,149.4568,160.85525
,215.317675,119.4803,149.475125,160.86975
,216.126175,119.5025,149.487025,160.900075
,216.13765,119.508725,149.50415,161.0319
,216.1458,119.557275,149.532425,161.078425
,216.15905,119.565975,149.55195,161.199525
,216.1692,119.57695,149.580725,161.239975
,216.568625,119.587475,149.593725,161.281375
,216.578475,119.598225,149.606325,161.359075
,216.589825,119.611675,149.634775,161.382975
,216.60535,119.6229,149.65475,161.439625
,216.62875,119.6553,149.668825,161.4505
,216.691225,119.663925,149.67905,161.4762
,216.72065,119.702075,149.696775,161.619925
,216.7981,119.740525,149.714775,161.6504
,216.814,119.75745,149.728875,161.7343
,216.832925,119.784125,149.746525,161.7442
,216.843375,119.80495,149.75685,161.78595
,216.869225,119.8309,149.77655,161.8272
,216.8769,119.860525,149.815875,161.860625
,216.938325,119.870525,149.84485,161.9056
,217.227175,119.878575,149.867275,161.9159
,217.23765,119.8851,149.89435,161.94605
,217.2451,119.888875,149.920575,162.1258
,217.2524,119.898075,149.9307,162.214625
,217.260475,119.905625,149.9368,162.2611
,217.279275,119.9127,149.95935,162.3007
,217.296225,119.92035,149.96505,162.324825
,217.64175,119.930975,149.97355,162.3661
,217.64615,119.940525,149.97945,162.412875
,217.65485,119.95785,149.993225,162.5346
,217.6601,119.986325,150.001325,162.54605
,217.669825,120.000775,150.010725,162.57195
,217.6917,120.008925,150.02075,162.581375
,217.705375,120.027375,150.0308,162.70275
,217.745,120.036,150.042075,162.714625
,217.78435,120.044,150.055175,162.85975
,218.05375,120.056725,150.06575,162.893025
,218.058325,120.06545,150.07645,162.93205
,218.071775,120.073775,150.133,162.970225
,218.08,120.086,150.156475,162.97945
,218.093975,120.0945,150.169625,162.983625
,218.116675,120.101975,150.183425,162.9888
,218.128525,120.117475,150.201975,162.99335
,218.40855,120.127675,150.2168,163.031875
,218.41755,120.137675,150.237025,163.056625
,218.48565,120.146375,150.2994,163.2668
,218.749425,120.16615,150.3327,163.37985
,218.758225,120.1755,150.376225,163.47435
,218.8032,120.18425,150.406275,163.482225
,218.832325,120.2025,150.442375,163.489
,218.864775,120.210575,150.499775,163.4971
,218.891275,120.2203,150.5048,163.503125
,218.9022,120.23305,150.512125,163.535075
,219.2631,120.262525,150.530525,163.693725
,219.307175,120.276725,150.55455,163.763575
,219.31425,120.292775,150.571175,163.833425
,219.355525,120.3041,150.60655,163.896675
,219.399725,120.31905,150.66545,163.986575
,219.41405,120.39455,150.93805,164.018775
,219.432725,120.41295,150.950775,164.035775
,219.4529,120.43295,150.95585,164.058825
,219.488525,120.45255,150.974175,164.076975
,219.506525,120.48095,150.9991,164.114825
,219.8015,120.535075,151.0094,164.1461
,219.848925,120.547325,151.030975,164.1672
,219.862575,120.556675,151.040025,164.315375
,219.890975,120.56485,151.05705,164.356825
,219.906175,120.573825,151.069925,164.419775
,220.149825,120.581325,151.104425,164.454725
,220.182525,120.59,151.1212,164.4923
,220.190025,120.5958,151.138525,164.5173
,220.19515,120.618575,151.1633,164.595825
,220.204375,120.62365,151.174025,164.610675
,220.239075,120.636125,151.21105,164.6703
,220.2912,120.642025,151.22745,164.706875
,220.551975,120.647625,151.293075,164.8037
,220.5653,120.65405,151.3038,164.911025
,220.57105,120.660475,151.52655,164.95365
,220.5786,120.679675,151.539825,165.0598
,220.586425,120.7082,151.551025,165.068625
,220.590325,120.719825,151.5817,165.0829
,220.5914,120.750225,151.591,165.0896
,220.634375,120.768875,151.59995,165.1039
,220.647375,120.781325,151.610225,165.2234
,220.665875,120.806825,151.6217,165.263175
,220.68165,120.821975,151.64225,165.387525
,221.01675,120.833725,151.67395,165.414825
,221.02335,120.8565,151.702525,165.4224
,221.030425,120.876875,151.720075,165.49015
,221.041775,120.903425,151.7351,165.55385
,221.0501,120.911025,151.75355,165.574225
,221.061275,120.915425,151.7812,165.639175
,221.0692,120.9257,151.7917,165.68725
,221.078025,120.92675,151.806375,165.72765
,221.1231,120.931975,151.816075,165.759925
,221.43115,120.940075,151.83035,165.814075
,221.4442,120.944725,151.84225,165.8845
,222.022625,120.956575,151.865475,165.910675
,222.05535,120.965075,151.876125,165.953775
,222.0945,120.97145,151.89255,165.963925
,222.1545,120.980225,151.909275,165.985025
,222.260775,120.981975,151.924925,165.9976
,222.563225,120.987225,151.93605,166.15085
,222.580075,120.995925,151.959625,166.210625
,222.599775,121.010225,152.199525,166.254025
,222.65065,121.015575,152.24865,166.399275
,222.687475,121.029725,152.281975,166.40925
,222.723475,121.03615,152.33935,166.417875
,223.0983,121.05245,152.352625,166.4297
,223.1065,121.06335,152.3693,166.452575
,223.114225,121.087125,152.383275,166.47575
,223.172575,121.09625,152.414225,166.49615
,223.19265,121.121175,152.5748,166.591125
,223.20275,121.127625,152.66575,166.72315
,223.376175,121.13885,152.789575,166.98175
,223.3934,121.16685,152.89795,167.243425
,223.41175,121.196775,152.932625,167.2568
,223.427175,121.22315,152.9487,167.315025
,223.46495,121.2343,152.968175,167.33865
,223.497175,121.24615,153.051875,167.346725
,223.815225,121.2664,153.097675,167.360475
,223.829825,121.2832,153.1108,167.618675
,223.84335,121.3233,153.11975,167.655675
,223.852275,121.34505,153.1304,167.66515
,223.86185,121.38085,153.14425,167.671275
,223.86985,121.39155,153.148875,167.679325
,223.892125,121.403075,153.1563,167.685825
,223.941675,121.41905,153.160625,167.707425
,224.15795,121.429325,153.1663,167.746775
,224.173175,121.43315,153.17545,167.859825
,224.223375,121.43795,153.18395,167.9788
,224.2663,121.4442,153.1928,168.22295
,224.277675,121.449375,153.22815,168.2711
,224.655325,121.461375,153.254475,168.2834
,224.67185,121.4668,153.2818,168.334825
,224.696925,121.480225,153.2941,168.4005
,224.71205,121.486975,153.31465,168.412575
,224.714075,121.4948,153.327725,168.52425
,225.749675,121.502175,153.3383,168.62065
,225.758175,121.511525,153.34875,168.634125
,225.760425,121.520975,153.364125,168.64045
,225.7705,121.52945,153.3814,168.654825
,225.7868,121.53795,153.398125,168.661725
,225.81785,121.5577,153.40685,168.667025
,226.267725,121.567075,153.4363,168.6771
,226.89335,121.577825,153.47095,168.691375
,226.963375,121.585875,153.50125,168.716425
,226.9991,121.598525,153.518675,168.72425
,227.413,121.608475,153.540575,168.754225
,227.977125,121.620875,153.5555,168.820975
,227.99715,121.633,153.5681,168.8542
,228.01365,121.6469,153.573775,169.0707
,228.02675,121.662375,153.5848,169.12585
,228.06325,121.68225,153.59255,169.13835
,228.38035,121.69865,153.603575,169.147225
,228.3909,121.71265,153.6113,169.1647
,228.418775,121.7262,153.6172,169.183
,228.43635,121.7687,153.6261,169.2517
,228.77645,121.78385,153.6356,169.30335
,228.787925,121.8158,153.6419,169.335175
,228.79515,121.824875,153.65355,169.355975
,228.8054,121.832775,153.660725,169.39455
,228.819825,121.840325,153.66825,169.518925
,228.83435,121.847625,153.67485,169.54135
,228.84845,121.862325,153.6814,169.563275
,229.196925,121.8758,153.690475,169.59195
,229.20395,121.881975,153.698575,169.6369
,229.2151,121.9023,153.71675,169.663025
,229.2225,121.909225,153.726725,169.772025
,229.243875,121.9156,153.74725,169.90125
,229.293975,121.924475,153.754125,169.93605
,229.65995,121.930475,153.759225,169.9494
,229.6832,121.937825,153.764625,170.03135
,229.696275,121.945825,153.773925,170.074975
,229.710625,121.955575,153.7838,170.134025
,229.730775,121.963475,153.80285,170.304325
,229.8053,121.9719,153.821175,170.366225
,229.8591,122.0103,153.829,170.401925
,229.911225,122.020425,153.837,170.59335
,230.004625,122.031825,153.842575,170.603125
,230.160075,122.0433,153.850525,170.61125
,230.715525,122.0651,153.8657,170.61865
,230.726675,122.0901,153.875975,170.72855
,230.737975,122.101175,153.883475,171.090225
,230.7735,122.11455,153.889125,171.1558
,230.81865,122.124775,153.90815,171.17925
,231.1696,122.1376,153.918575,171.200225
,231.1851,122.150675,153.9295,171.216775
,231.19485,122.165925,153.9403,171.24985
,231.222375,122.177325,153.9523,171.650075
,231.26235,122.19105,153.9611,171.6577
,231.29575,122.225275,153.9766,171.664525
,231.53495,122.2405,153.988375,171.672875
,231.55105,122.2676,154.001225,171.6881
,231.563975,122.2947,154.021,171.71655
,231.576475,122.312375,154.036925,171.7469
,231.5895,122.349825,154.051075,171.826425
,231.599775,122.3747,154.063825,171.898275
,231.632775,122.383175,154.078,171.9726
,231.989625,122.416825,154.0929,171.999875
,232.0123,122.4376,154.1059,172.1385
,232.041725,122.443725,154.120075,172.202725
,232.108375,122.451575,154.130725,172.21425
,232.502875,122.46565,154.1711,172.218
,232.5124,122.47555,154.188875,172.222725
,232.552025,122.4826,154.205275,172.339925
,232.570175,122.4935,154.227125,172.35585
,232.58315,122.502425,154.237775,172.4361
,232.635775,122.512925,154.2536,172.523175
,233.06295,122.523,154.2639,172.541075
,233.071825,122.5341,154.276125,172.64455
,233.078,122.557775,154.2872,172.654325
,233.083225,122.572,154.311575,172.668225
,233.109875,122.6033,154.39575,172.67765
,233.163425,122.615875,154.425125,172.70285
,233.1795,122.631525,154.46925,172.751875
,233.2395,122.641225,154.49315,172.78795
,233.4927,122.653325,154.5302,172.824925
,233.4966,122.6677,154.542275,172.835725
,233.504225,122.683675,154.55425,172.95295
,233.509425,122.699525,154.565625,172.9695
,233.52585,122.713175,154.6021,173.0621
,233.533125,122.725625,154.627375,173.118375
,233.555675,122.7452,154.638925,173.141075
,233.896875,122.763575,154.673925,173.1855
,233.90895,122.78145,154.686675,173.194425
,233.92435,122.799125,154.6996,173.199875
,233.92905,122.815,154.715225,173.2332
,233.94865,122.82355,154.725625,173.250825
,234.018475,122.83105,154.73595,173.25785
,234.347825,122.848,154.7596,173.3374
,234.3592,122.859675,154.77525,173.3892
,234.3675,122.86455,154.80745,173.416225
,234.443675,122.872875,154.86075,173.464125
,234.54085,122.8889,154.89045,173.494875
,234.55645,122.896925,154.9018,173.510525
,234.974575,122.915325,154.91675,173.516775
,235.000625,122.92235,154.9334,173.5337
,235.00505,122.928125,154.946325,173.76655
,235.01875,122.93385,154.992675,173.7819
,235.040175,122.9411,155.00705,173.794625
,235.074575,122.94225,155.02175,173.7996
,235.11305,122.951475,155.04025,173.808925
,235.432125,122.967475,155.056325,173.817675
,235.44925,123.005775,155.07665,173.850075
,235.4768,123.046825,155.089575,173.919075
,235.5309,123.058925,155.100425,173.938525
,235.7555,123.070825,155.118075,173.977675
,235.76005,123.083525,155.13915,174.1578
,235.76645,123.09635,155.157775,174.25485
,235.782275,123.110225,155.174225,174.26545
,235.8039,123.1267,155.194975,174.281775
,235.822275,123.13875,155.2064,174.4488
,235.84305,123.173025,155.23075,174.484
,235.860225,123.190725,155.240025,174.50055
,236.0676,123.20875,155.252525,174.653625
,236.08595,123.237775,155.2589,174.675
,236.11445,123.254675,155.26545,174.738875
,236.1316,123.2655,155.284575,174.802125
,236.18885,123.295075,155.293775,174.830275
,236.447725,123.30315,155.309825,174.8939
,236.454225,123.315475,155.3225,174.93865
,236.4641,123.334425,155.34045,174.983675
,236.471675,123.34495,155.35595,175.0488
,236.472725,123.3556,155.389525,175.063
,236.477775,123.36395,155.4139,175.0696
,236.483975,123.375975,155.446025,175.168675
,236.5221,123.38885,155.467225,175.27105
,236.5415,123.400525,155.484975,175.316775
,236.919325,123.429275,155.5043,175.3455
,236.93475,123.442325,155.521275,175.3609
,236.958175,123.455975,155.547725,175.51765
,237.37275,123.476,155.5759,175.553225
,237.399925,123.48795,155.591575,175.59245
,237.441475,123.506125,155.6103,175.6207
,237.493225,123.523875,155.64655,175.687325
,237.506325,123.55625,155.6724,175.810125
,237.5243,123.59245,155.6839,175.8505
,237.531825,123.611425,155.69885,176.083375
,237.59205,123.6288,155.716825,176.097275
,237.614825,123.649975,155.72735,176.1065
,237.625775,123.67015,155.7416,176.119225
,237.6411,123.695075,155.75675,176.1346
,237.663175,123.7086,155.7766,176.1614
,238.075875,123.728125,155.787275,176.22965
,238.5403,123.7467,155.806325,176.276225
,238.5594,123.75885,155.815875,176.3014
,238.5654,123.770725,155.8284,176.336025
,238.57895,123.783325,155.85115,176.55875
,238.59085,123.791,155.901575,176.6256
,238.960725,123.805525,155.91925,176.6814
,238.97165,123.817325,155.9366,176.743625
,238.97895,123.839,155.948525,176.923575
,238.988825,123.8484,155.956325,176.9437
,238.99255,123.8611,155.9637,177.08115
,239.009,123.888825,155.971625,177.189825
,239.038325,123.90225,155.9912,177.2141
,239.418425,123.9155,156.031675,177.244275
,239.451575,123.927825,156.07585,177.316375
,239.4662,123.9397,156.119825,177.3335
,239.48655,123.94995,156.131675,177.374575
,239.52105,123.963325,156.145525,177.451375
,239.5439,123.97415,156.15505,177.49305
,239.558425,123.988,156.16735,177.594475
,239.827425,124.000225,156.1818,177.6194
,239.891175,124.01495,156.1918,177.66345
,240.132425,124.028525,156.20445,177.684925
,240.152375,124.063475,156.214775,177.763075
,240.166,124.078475,156.308575,177.786475
,240.20065,124.093275,156.476325,177.8059
,240.558225,124.109025,156.484125,177.836625
,240.563975,124.14355,156.49065,177.89065
,240.569425,124.158675,156.4974,177.923875
,240.578775,124.172425,156.502625,177.950275
,240.586125,124.205025,156.509725,177.96965
,240.5931,124.21925,156.52345,177.98785
,240.607825,124.235925,156.533875,178.0074
,240.618275,124.249475,156.558675,178.04365
,240.629275,124.26095,156.5788,178.085675
,241.373375,124.28045,156.5933,178.166125
,241.4203,124.291825,156.6062,178.19095
,241.459,124.309575,156.617175,178.23495
,241.69525,124.321825,156.635125,178.2846
,241.7536,124.33975,156.643675,178.384025
,242.166725,124.355925,156.673475,178.40795
,242.1741,124.371325,156.6835,178.497475
,242.195275,124.385075,156.694075,178.514825
,242.2085,124.39955,156.849,178.542725
,242.214125,124.41315,156.868275,178.55935
,242.273825,124.450575,156.87265,178.6628
,242.289375,124.45915,156.8778,178.6981
,242.343075,124.4678,156.883975,178.743575
,242.375175,124.476625,156.891225,178.761475
,242.4054,124.483875,156.901175,178.772525
,242.41815,124.498725,156.911275,178.820175
,242.755625,124.504425,156.9195,178.832325
,242.764,124.5083,156.9406,178.85765
,242.774075,124.5151,156.948675,178.878925
,242.786375,124.52095,156.957375,178.893525
,242.797975,124.527825,156.9644,178.912325
,242.8041,124.53575,156.975775,178.9704
,242.8109,124.5421,156.985,178.995175
,242.818175,124.55165,156.995725,179.034425
,242.83225,124.563875,157.005375,179.056375
,242.860475,124.57215,157.0188,179.114125
,242.869,124.574025,157.0282,179.122375
,242.889075,124.592575,157.071475,179.15135
,242.926675,124.61975,157.084325,179.16645
,243.224075,124.631975,157.0949,179.219025
,243.233075,124.6532,157.10425,179.2379
,243.23795,124.667825,157.1169,179.30965
,243.243875,124.67935,157.1281,179.467025
,243.25385,124.68895,157.1387,179.4902
,243.256075,124.714925,157.16405,179.515275
,243.263225,124.724975,157.176825,179.523825
,243.26995,124.74055,157.19025,179.531125
,243.2739,124.754125,157.204775,179.544475
,243.328225,124.764525,157.22085,179.57055
,243.73395,124.77705,157.275425,179.59715
,243.752325,124.79,157.291175,179.70295
,243.76285,124.80365,157.319625,179.749075
,243.774625,124.815675,157.351025,179.783775
,244.248675,124.8254,157.359675,179.802825
,244.716,124.834625,157.376025,179.8261
,244.7245,124.844275,157.38275,179.8768
,244.7642,124.858725,157.391225,179.965925
,244.79905,124.88525,157.3995,179.976025
,245.115775,124.901,157.418275,180.020075
,245.3572,124.9133,157.444975,180.150325
,245.39835,124.9248,157.484075,180.3205
,245.41225,124.94865,157.514875,180.443625
,245.422675,124.96025,157.5371,180.486075
,245.7698,124.98575,157.5596,180.5106
,245.779725,124.99895,157.594425,180.5242
,245.79045,125.01065,157.6797,180.614125
,245.831425,125.04005,157.701225,180.636125
,245.8415,125.05165,157.742875,180.681025
,245.8541,125.06185,157.760775,180.693075
,245.864925,125.073125,157.998675,180.92095
,246.130725,125.095625,158.00605,180.936475
,246.17755,125.1101,158.032275,180.974925
,246.52485,125.123325,158.041775,181.023675
,246.539375,125.136675,158.052725,181.038525
,246.54715,125.14745,158.064,181.054825
,246.56645,125.16185,158.073725,181.082025
,246.59065,125.175525,158.08785,181.10175
,246.59775,125.1853,158.1168,181.1495
,246.611375,125.19925,158.132075,181.165225
,246.919575,125.210925,158.1507,181.22225
,246.950975,125.248525,158.159175,181.28195
,246.9651,125.2588,158.16995,181.419175
,246.97715,125.2736,158.228525,181.446075
,247.021275,125.290125,158.3294,181.48285
,247.0397,125.30015,158.3985,181.5924
,247.285925,125.3108,158.54005,181.60885
,247.30765,125.323975,158.547175,181.8121
,247.314475,125.33605,158.55395,181.864925
,247.322925,125.345725,158.561325,181.88195
,247.38795,125.3569,158.5686,181.907375
,247.717875,125.3737,158.5797,181.9587
,247.7375,125.387825,158.597775,181.971525
,248.104975,125.4036,158.604225,182.05715
,248.5438,125.4151,158.613875,182.12325
,248.5498,125.426825,158.624875,182.1389
,248.56525,125.44115,158.639725,182.170425
,248.97095,125.4608,158.70405,182.2168
,249.354775,125.4758,158.730575,182.24635
,249.397025,125.493275,158.759825,182.260425
,249.416975,125.51025,158.805375,182.3106
,249.4358,125.5311,158.861725,182.392975
,249.466425,125.549775,158.8995,182.403275
,249.51685,125.566025,158.91385,182.438825
,249.532675,125.5726,158.926025,182.452275
,249.876225,125.5836,158.939375,182.48455
,249.88875,125.589475,158.9609,182.51165
,249.904875,125.598025,158.96735,182.548925
,249.9432,125.604225,158.9832,182.5612
,250.2487,125.62805,158.993925,182.620875
,250.25795,125.64215,159.006525,182.635725
,250.2655,125.6504,159.039075,182.6927
,250.28685,125.66675,159.144175,182.720975
,250.29335,125.683575,159.162725,182.733125
,250.301875,125.69375,159.17885,182.75635
,250.339475,125.70515,159.236125,183.0441
,250.37055,125.713575,159.283625,183.214775
,250.6545,125.73435,159.29805,183.2543
,250.676325,125.7426,159.303225,183.3809
,250.6825,125.752025,159.312575,183.53165
,250.691625,125.762875,159.327675,183.567575
,250.702575,125.78565,159.33825,183.610675
,250.7202,125.79555,159.35195,183.63835
,250.751925,125.81155,159.36075,183.7089
,251.086775,125.821175,159.3688,183.7919
,251.096075,125.837225,159.379525,183.80925
,251.12935,125.845775,159.38825,183.83865
,251.2098,125.8526,159.399675,183.851425
,251.547125,125.86205,159.411425,183.880375
,251.553775,125.87145,159.425875,183.897225
,251.562775,125.879125,159.4398,183.95595
,251.579825,125.893325,159.4703,183.99725
,251.589225,125.901975,159.4795,184.00615
,251.600625,125.91085,159.48715,184.025825
,251.611025,125.920125,159.4953,184.10665
,251.634325,125.929275,159.511625,184.142825
,252.008825,125.943975,159.5236,184.18195
,252.0701,125.9626,159.5315,184.21465
,252.51565,125.973725,159.5495,184.244675
,252.523925,125.983825,159.558425,184.391125
,252.534975,125.991975,159.5852,184.438325
,252.56055,126.011225,159.613975,184.530975
,253.097775,126.02005,159.638175,184.540075
,253.128925,126.0323,159.647425,184.748375
,253.3776,126.040975,159.661175,184.756825
,253.3888,126.0492,159.675325,184.7635
,253.39495,126.0576,159.6844,184.770675
,253.40535,126.072625,159.69615,184.793275
,253.4126,126.08765,159.721025,184.944725
,253.423925,126.102175,159.728825,185.09285
,253.428925,126.116625,159.7372,185.208025
,253.4511,126.128225,159.74375,185.22235
,253.4746,126.138575,159.755525,185.377825
,253.871375,126.152775,159.768925,185.48295
,253.875225,126.16545,159.7824,185.774575
,253.8879,126.180975,159.793925,185.809175
,253.902375,126.193175,159.804025,185.914375
,253.913925,126.2113,159.8339,185.967125
,253.916275,126.2394,159.8737,185.977975
,253.9584,126.252475,159.90025,186.039225
,253.9716,126.268025,160.0492,186.136575
,254.055975,126.283275,160.056425,186.1866
,254.083275,126.2974,160.070675,186.282625
,254.158825,126.315025,160.0785,186.45045
,254.17565,126.344825,160.09105,186.465275
,254.201775,126.363375,160.102175,186.47425
,254.612825,126.38235,160.1097,186.511025
,254.63465,126.398725,160.11735,186.6185
,254.652575,126.411,160.130125,186.703675
,254.666675,126.423975,160.145025,186.73515
,254.698825,126.43015,160.158075,186.785575
,254.7205,126.437125,160.168975,186.796775
,255.00855,126.445825,160.183325,186.8155
,255.020575,126.46175,160.191425,186.892525
,255.03325,126.4741,160.2004,186.913975
,255.047,126.481275,160.225525,186.990925
,255.0616,126.487225,160.237375,187.056325
,255.185,126.495175,160.2503,187.335975
,255.5008,126.5044,160.260325,187.3493
,255.518,126.516525,160.267875,187.356375
,255.5233,126.5389,160.29575,187.37205
,255.6568,126.55265,160.329275,187.390975
,255.6757,126.5616,160.357125,187.468275
,255.684025,126.57295,160.371475,187.5387
,255.698,126.58255,160.486625,187.57535
,255.7944,126.5916,160.496525,187.71425
,255.819575,126.60095,160.512225,187.80175
,255.82855,126.609225,160.533925,187.849325
,255.857925,126.620775,160.551225,187.8679
,255.891425,126.634225,160.583025,187.92
,256.2316,126.645275,160.59475,187.954575
,256.27205,126.6691,160.61035,188.09245
,256.293125,126.6925,160.624275,188.103175
,256.3094,126.7049,160.6485,188.126775
,256.32065,126.715675,160.6695,188.216875
,256.33705,126.724375,160.862975,188.245375
,256.345875,126.734825,160.874475,188.2607
,256.35515,126.761475,160.8807,188.321725
,256.3631,126.775025,160.886725,188.36895
,256.38075,126.79055,160.892475,188.394175
,256.411375,126.800675,160.910925,188.488725
