SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC07b
9.4687,11.15125,8.899525,16.837825
9.481125,11.162425,8.9095,16.846175
9.498025,11.2,8.9517,16.865225
9.5076,11.223575,8.9645,16.88475
9.5212,11.26175,8.993675,16.902875
9.542,11.288275,9.022125,16.9288
9.56855,11.298425,9.088825,16.982575
9.601425,11.324625,9.110525,17.2728
9.635875,11.33455,9.130325,17.295675
9.663725,11.3651,9.14885,17.316675
9.6833,11.3738,9.157825,17.36555
9.707275,11.382325,9.1723,17.401125
9.730675,11.472375,9.225,17.450425
9.760325,11.487275,9.2351,17.563525
9.778325,11.53325,9.246775,17.581925
9.80145,11.5499,9.264925,17.930325
9.8231,11.562775,9.27255,17.983875
9.847075,11.584475,9.282975,18.028125
9.867025,11.59805,9.29445,18.162025
9.894025,11.614675,9.306525,18.1823
9.929775,11.626925,9.313225,18.199775
9.954525,11.659925,9.347275,18.47315
9.974275,11.807775,9.368825,18.488975
9.991625,11.827075,9.445325,18.5851
10.013775,11.8398,9.4736,18.7094
10.035375,11.855425,9.504375,18.7369
10.067075,11.87795,9.603825,18.7873
10.093525,11.8923,9.644825,18.8436
10.119325,11.901225,9.667025,19.0366
10.15115,11.909775,9.676275,19.0471
10.17305,11.925025,9.7121,19.0644
10.193925,11.934875,9.7553,19.105
10.208875,11.960475,9.78655,19.135825
10.228925,12.0202,9.8273,19.3298
10.245125,12.098,9.913875,19.354275
10.267925,12.118525,9.936225,19.38425
10.2916,12.1306,9.966475,19.655675
10.310925,12.14635,10.0021,19.7265
10.337325,12.16115,10.021425,19.806125
10.37065,12.177425,10.042725,19.853025
10.387975,12.1963,10.0685,20.14975
10.4101,12.22255,10.0963,20.17215
10.4289,12.233675,10.121025,20.29785
10.4462,12.262875,10.1348,20.33415
10.466175,12.275075,10.143925,20.349325
10.4849,12.29195,10.176125,20.366925
10.50445,12.300475,10.198525,20.521125
10.518275,12.3149,10.221175,20.662125
10.531525,12.328925,10.241825,20.796975
10.543525,12.344025,10.260925,20.8242
10.558675,12.372925,10.26495,20.919725
10.5801,12.3863,10.27255,21.264375
10.598575,12.402175,10.276925,21.2807
10.621275,12.4118,10.281925,21.298425
10.641075,12.422875,10.28705,21.31605
10.666,12.4379,10.300925,21.338575
10.687575,12.44895,10.311675,21.3607
10.7122,12.462525,10.33295,21.3958
10.734775,12.4774,10.337175,21.4455
10.7656,12.49495,10.347275,21.498225
10.7907,12.50125,10.3626,21.52315
10.813775,12.506125,10.370775,21.544275
10.838675,12.51415,10.383375,21.5748
10.8659,12.52175,10.415125,21.9197
10.8871,12.536975,10.4299,21.974225
10.90465,12.543075,10.437175,21.9965
10.926525,12.59525,10.45005,22.095975
10.96025,12.71705,10.4706,22.27225
10.983475,12.742425,10.49555,22.943225
10.9984,12.7876,10.562525,22.988175
11.0158,12.7994,10.5724,22.999575
11.040575,12.807875,10.581475,23.01605
11.065175,12.819875,10.599,23.04985
11.0884,12.847425,10.606725,23.096225
11.122175,12.861925,10.619725,23.1203
11.140075,12.871875,10.6259,23.158675
11.16745,12.8773,10.643875,23.193325
