SPK_SPKC05a,SPK_SPKC05b,SPK_SPKC05c,SPK_SPKC09a,SPK_SPKC12a,SPK_SPKC14a
568.770775,511.708275,676.045475,461.220775,480.0951,542.247
568.7989,511.75405,676.06815,461.32145,480.121025,542.334575
568.860025,511.83645,676.099175,461.332425,480.19955,542.867825
568.889475,511.874875,676.156,461.376925,480.213025,542.986575
568.909525,511.9359,676.22175,461.41465,480.25685,543.04865
568.965875,512.018575,676.256275,461.457725,480.30365,543.072275
569.038025,512.054675,676.2928,461.46795,480.3068,543.18145
569.074175,512.130975,676.334725,461.476775,480.355325,543.2105
569.086775,512.229075,676.3677,461.490775,480.40435,543.217025
569.315875,512.27095,676.48045,461.557325,480.4584,543.26995
569.465825,512.3154,676.5209,461.648725,480.504225,543.317275
569.93995,512.398625,676.59085,461.7129,480.543975,543.334075
570.026625,512.470675,676.6484,461.7762,480.59775,543.373275
570.08075,512.57165,676.70515,461.82,480.6664,543.391575
570.1084,512.61015,676.7934,461.88705,480.715425,543.515625
570.146425,512.712525,676.843975,461.896275,480.76205,543.6151
570.17275,512.77185,676.9183,461.928575,480.79805,543.695525
570.187,512.867175,676.96165,461.94885,480.85615,543.71275
570.205525,512.8953,677.0009,462.062,480.8814,543.75555
570.22885,512.99235,677.047425,462.101275,481.072225,543.79275
570.32505,513.079225,677.070875,462.181975,481.105475,543.82515
570.41905,513.148525,677.10575,462.2515,481.16335,543.87005
570.4384,513.25415,677.14695,462.319975,481.20315,543.9795
570.48805,513.344925,677.17765,462.32685,481.265975,544.026825
570.672475,513.370075,677.2681,462.343975,481.361175,544.101675
570.7382,513.41445,677.35835,462.38685,481.385625,544.1252
570.766075,513.527125,677.435325,462.416475,481.41915,544.176425
570.878075,513.56705,677.512625,462.436325,481.434275,544.275275
571.137975,513.63475,677.578075,462.484425,481.494475,544.317025
571.172975,513.67445,677.6467,462.58485,481.539475,544.691775
571.22685,513.7085,677.752075,462.648675,481.582225,544.717275
571.34975,513.783725,677.8777,462.697425,481.623375,545.3379
571.39965,513.818325,677.93385,462.71115,481.64875,545.46235
571.50155,513.902275,678.003375,462.7466,481.759875,545.537925
571.620225,514.02945,678.069075,462.909725,481.80625,545.9657
571.65035,514.07765,678.14595,462.9445,481.87885,546.0493
571.702375,514.143825,678.19435,462.949575,481.9082,546.067975
571.9589,514.1854,678.21615,462.9715,481.947625,546.15715
572.139275,514.20875,678.251475,462.99415,482.1317,546.212275
572.198775,514.268975,678.270225,463.01905,482.210625,546.2856
572.26895,514.32375,678.286925,463.023225,482.3477,546.619325
572.280025,514.33305,678.31145,463.05275,482.3999,546.8439
572.307975,514.436025,678.349425,463.087025,482.49785,547.19005
572.320125,514.486425,678.37245,463.117675,482.546075,547.537475
572.3371,514.546975,678.412175,463.168925,482.5744,547.581975
572.66735,514.6126,678.4406,463.17075,482.6109,547.7094
572.7514,514.69135,678.528525,463.2063,482.689275,547.8672
572.837325,514.72395,678.594,463.280725,482.752475,548.078125
572.945725,514.8017,678.657225,463.386675,482.789725,548.2226
572.977075,514.928025,678.791775,463.4754,482.823575,548.44565
573.0025,514.989975,678.867975,463.4993,482.9352,548.53355
573.05855,515.0845,678.8976,463.54095,482.9687,548.601275
573.082775,515.138325,678.92145,463.631525,482.996225,548.6376
573.172175,515.171925,678.965975,463.662825,483.055725,548.7202
573.299525,515.2424,679.09245,463.743625,483.1131,548.7992
573.69805,515.307525,679.203125,463.754375,483.13675,548.8802
573.803125,515.40055,679.273175,463.787425,483.207375,548.9497
573.84615,515.51745,679.382325,463.80695,483.216175,549.0178
573.9978,515.5471,679.430425,463.8277,483.2855,549.109125
574.033875,515.618725,679.52085,463.866675,483.2962,549.185175
574.1649,515.67495,679.6015,463.88515,483.326925,549.26565
574.199375,515.739425,679.656825,463.9078,483.399175,549.447525
574.328875,515.808425,679.699675,463.940025,483.435825,549.509825
574.335025,515.904875,679.746375,464.0055,483.4762,549.664675
574.684575,515.938325,679.94545,464.017375,483.55075,549.819
574.878175,515.984075,680.071825,464.03815,483.619325,549.82235
575.0602,516.040675,680.12025,464.05715,483.673875,549.8905
575.131525,516.09145,680.1579,464.0684,483.7244,549.941525
575.1532,516.164025,680.20105,464.121125,483.890825,549.970075
575.19965,516.228,680.32495,464.158225,483.942475,549.9965
575.39205,516.2841,680.3828,464.2178,484.0041,550.1475
575.4114,516.340975,680.406525,464.328575,484.058675,550.20235
575.47175,516.364175,680.446025,464.337075,484.125075,550.2468
575.672275,516.392975,680.489925,464.37535,484.1451,550.351325
576.812725,516.49555,680.5206,464.520175,484.16765,550.436275
576.92895,516.59115,680.57,464.533525,484.204225,550.469775
576.9406,516.6322,680.6792,464.60525,484.214125,550.49835
576.959425,516.73135,680.9155,464.6233,484.23475,550.528925
576.979025,516.792425,680.9615,464.64475,484.2462,550.553
577.19655,516.839,681.045875,464.674825,484.299675,550.57135
577.291225,516.903975,681.068575,464.694975,484.3405,550.654425
577.32755,516.984275,681.150025,464.797925,484.3821,550.73525
577.369525,517.108775,681.218775,464.80625,484.419925,550.8129
577.433675,517.1812,681.281175,464.81575,484.442375,550.867275
578.166425,517.248675,681.358525,464.8438,484.46635,551.0118
578.2889,517.49205,681.40645,464.88075,484.555625,551.04575
579.20605,517.554575,681.426525,464.894075,484.599625,551.0991
580.170825,517.619,681.5383,465.045125,484.7216,551.147525
581.0906,517.643625,681.553575,465.05775,484.76675,551.2544
581.116125,517.73585,681.614125,465.096225,484.80025,551.31925
581.94815,517.779175,681.790075,465.11595,484.86625,551.339425
582.1738,517.82535,681.85735,465.1813,484.923425,551.4216
582.378325,517.934725,681.933225,465.2243,485.052125,551.509475
582.501725,517.9954,681.999075,465.230575,485.14275,551.580275
582.545925,518.0723,682.058025,465.30545,485.160425,551.634375
582.676975,518.1446,682.126725,465.387375,485.24035,551.744225
582.75025,518.222425,682.18745,465.449325,485.403025,551.886725
582.825375,518.293675,682.275225,465.579575,485.489775,552.039225
582.908,518.3461,682.297075,465.58425,485.5999,552.191525
584.1068,518.393025,682.374325,465.61125,485.657,552.325775
584.13165,518.4516,682.402075,465.61615,485.7052,552.344875
584.5422,518.534075,682.455625,465.6376,485.8619,552.39955
584.909175,518.5845,682.4913,465.653625,485.894125,552.441725
585.01535,518.7605,682.581275,465.697825,485.97295,552.462875
585.40425,518.80755,682.688375,465.73835,486.08595,552.498375
585.516925,518.930775,682.779625,465.8142,486.1853,552.52845
585.704825,518.97775,682.8465,465.820275,486.2236,552.59815
586.077875,519.0818,682.96625,465.883575,486.2848,552.61955
586.1356,519.132175,682.985975,465.98955,486.369675,552.663975
586.1604,519.19095,683.0542,466.041025,486.40295,552.697925
586.23455,519.2783,683.072,466.064475,486.408375,552.7413
586.2503,519.359425,683.167225,466.3104,486.49735,552.780925
586.6551,519.5015,683.183425,466.336925,486.56485,552.88795
586.7391,519.529025,683.26455,466.3788,486.6057,552.968825
586.79475,519.588025,683.339375,466.434675,486.664075,552.994825
586.8292,519.64985,683.37615,466.46985,486.688425,553.039
586.84495,519.724425,683.45635,466.49605,486.778775,553.12965
586.8804,519.782925,683.5207,466.596275,486.8376,553.172525
586.89835,519.865725,683.580525,466.7471,486.867725,553.218475
587.036275,519.933175,683.696525,466.837525,486.92725,553.277025
587.040625,520.007675,683.7565,466.895075,486.96255,553.310975
587.0803,520.055025,683.917075,466.89845,487.056575,553.38965
587.30955,520.101075,684.209925,466.908575,487.0959,553.46105
587.417075,520.173,684.248425,466.95065,487.1175,553.5443
587.449325,520.227375,684.36225,466.95815,487.1615,553.615875
587.85275,520.30985,684.46015,467.028525,487.221475,553.711475
588.0803,520.43725,684.4643,467.076775,487.257825,553.809225
588.147275,520.52095,684.539425,467.117775,487.3526,553.884875
588.256825,520.593375,684.61325,467.156975,487.404075,554.103375
588.27675,520.6353,684.689475,467.2006,487.4542,554.210525
588.367025,520.668475,684.733075,467.2507,487.516,554.330775
588.70145,520.7269,684.76445,467.272975,487.5758,554.402775
588.83125,520.7596,684.834475,467.27555,487.6225,554.487425
588.94115,520.82785,684.91375,467.309475,487.673975,554.530125
589.174275,520.911375,684.96625,467.362175,487.680225,554.67095
589.225725,520.993825,685.0637,467.369475,487.739275,554.8461
589.2446,521.0774,685.16985,467.39475,487.78125,554.936
589.46595,521.168,685.2605,467.41315,487.8152,554.9899
589.749475,521.226925,685.2943,467.48975,487.9325,555.082425
589.77535,521.3154,685.341675,467.49895,487.970625,555.22045
589.7886,521.386675,685.35135,467.55035,488.043475,555.301275
589.88915,521.485325,685.4038,467.5548,488.08325,555.4257
590.20975,521.67005,685.642375,467.61105,488.0879,555.642825
590.33915,521.750075,685.674925,467.645875,488.122275,555.701175
590.493525,521.7938,685.76515,467.675675,488.16055,555.783125
590.609525,521.962325,685.83935,467.682775,488.223975,555.85365
591.150325,522.051075,685.920575,467.69755,488.26735,555.91145
591.2048,522.141025,685.992125,467.7247,488.31595,555.942725
591.339975,522.25305,686.095,467.8127,488.38755,555.994225
591.389425,522.356575,686.154925,467.86025,488.455925,556.139425
591.48955,522.42135,686.18155,467.89945,488.48055,556.1838
591.5885,522.491425,686.224575,467.9204,488.507825,556.33825
591.6784,522.60385,686.2819,467.9835,488.5661,556.364475
591.73365,522.674225,686.309375,468.0135,488.6322,556.446275
591.95025,522.729375,686.394,468.017175,488.802225,556.516825
592.164425,522.845525,686.440925,468.048125,488.870425,556.6109
592.340575,522.918425,686.6443,468.0773,488.957175,556.6899
592.387625,522.96225,686.73965,468.1097,488.99985,556.763075
592.466725,523.0394,686.821125,468.135525,489.01045,556.8563
592.659325,523.0912,687.056425,468.184625,489.0446,556.9099
592.78115,523.13095,687.1129,468.201675,489.1116,557.013025
592.89375,523.226575,687.139375,468.270125,489.163325,557.0756
592.969125,523.3898,687.1648,468.312025,489.195525,557.189025
593.19985,523.586325,687.273325,468.35105,489.273775,557.456725
593.21615,523.676525,687.3698,468.37825,489.37985,557.5343
593.717325,523.70215,687.41015,468.54525,489.47015,557.62035
593.7569,523.73995,687.4447,468.603175,489.519725,557.67615
593.833075,523.816425,687.524175,468.764575,489.7281,557.694775
593.9045,523.897625,687.59435,468.767325,489.7735,557.7169
593.929025,524.055275,687.62465,468.844175,489.803225,557.74225
593.96085,524.135275,687.679275,468.90125,489.8289,557.824075
593.9691,524.1804,687.752375,468.9369,489.86305,557.938075
594.046425,524.2489,687.8615,468.948625,489.892775,558.0238
594.695525,524.355925,687.88855,468.980925,489.92985,558.090375
595.258675,524.447275,688.0706,469.020575,489.9629,558.125875
595.304025,524.58275,688.0853,469.048925,490.104175,558.145425
595.496475,524.642875,688.132625,469.06325,490.1356,558.175025
595.516225,524.7761,688.253225,469.1256,490.165225,558.295025
595.79885,524.903275,688.3067,469.186525,490.216825,558.3702
595.8911,525.026075,688.395825,469.212925,490.2856,558.43705
595.965775,525.21685,688.49865,469.2305,490.32985,558.47155
596.086975,525.36235,688.53555,469.298925,490.359,558.52695
596.214975,525.490375,688.601075,469.408925,490.41785,558.557925
596.35775,525.6166,688.776825,469.4111,490.5239,558.668175
596.53525,525.685225,688.83895,469.458,490.538975,558.763075
596.611825,525.816275,688.898575,469.4726,490.605125,558.81535
596.90585,525.873125,688.94445,469.47815,490.6464,558.922
596.9691,525.947225,689.02765,469.4977,490.6862,558.966525
597.118275,526.037,689.140375,469.540875,490.720775,559.050675
597.152775,526.1589,689.259125,469.582525,490.73665,559.203975
597.184475,526.203675,689.4853,469.61695,490.794725,559.347625
597.798875,526.30015,689.5567,469.6614,490.8477,559.394125
597.946375,526.354625,689.59325,469.72965,490.8689,559.50285
598.395625,526.5271,689.710825,469.781325,490.900625,559.60005
598.74615,526.7387,689.823025,469.8035,490.9127,559.653275
598.812075,526.77735,689.886525,469.813025,490.964225,559.6565
598.852125,526.9774,689.89915,469.92225,491.0088,559.687075
599.22085,527.0178,690.002375,469.9407,491.05625,559.774875
599.26555,527.086825,690.066275,469.952675,491.058,559.895375
599.642025,527.124375,690.150525,470.00395,491.088375,559.95945
599.73595,527.24185,690.2158,470.029425,491.13705,560.01825
599.788325,527.2838,690.4246,470.0349,491.178425,560.05155
600.0672,527.55015,690.509,470.0531,491.184,560.155075
600.095925,527.75265,690.520425,470.07215,491.21505,560.237175
600.1005,527.816875,690.57545,470.1785,491.24145,560.241625
600.126375,527.918325,690.657925,470.258025,491.2694,560.3016
600.358725,528.060225,690.755175,470.2854,491.303775,560.353075
600.494375,528.2071,690.8162,470.32035,491.334525,560.385975
600.530725,528.284775,690.869925,470.364875,491.384375,560.426425
600.5549,528.40835,690.923125,470.3946,491.4252,560.4682
600.69785,528.506825,690.97925,470.4031,491.512,560.6146
600.977825,528.6286,691.0298,470.4569,491.609475,560.638275
601.245125,528.8304,691.09445,470.49505,491.637825,560.657425
601.269275,528.866725,691.132475,470.5693,491.675225,560.680425
601.5431,528.9797,691.208725,470.6264,491.701775,560.75565
601.972925,529.0532,691.3202,470.6359,491.7674,560.79545
602.1301,529.122125,691.369,470.676225,491.797025,560.822975
603.027225,529.32045,691.435975,470.7152,491.80895,560.845075
603.201325,529.569875,691.54075,470.760625,491.8342,561.0806
603.229275,529.68735,691.627075,470.881125,491.8794,561.241625
603.261325,529.95605,691.641,470.919,491.9464,561.267825
603.3231,530.00995,691.7124,470.993075,491.985875,561.28325
604.008975,530.4926,691.7941,471.0227,492.010925,561.306925
604.318625,530.5714,691.895125,471.03545,492.054875,561.480175
604.36045,530.6275,692.067325,471.095225,492.119075,561.504075
604.485125,530.718575,692.269125,471.1008,492.204825,561.533675
604.612425,530.8094,692.314975,471.11805,492.235625,561.742475
605.077925,530.831275,692.404725,471.18115,492.266625,561.784275
605.3365,530.909475,692.47315,471.22525,492.284875,561.84165
605.3959,531.01395,692.5986,471.24365,492.3157,561.971675
605.616,531.1835,692.65785,471.262175,492.34535,562.047525
605.675975,531.344225,692.6903,471.32635,492.39205,562.146575
605.713975,531.488225,692.7533,471.436575,492.616225,562.2089
605.9935,531.5936,692.938925,471.465925,492.686875,562.23125
606.050475,531.81675,693.1361,471.571825,492.714775,562.27075
606.066275,531.905375,693.18625,471.633875,492.739325,562.314425
606.14475,531.958175,693.243275,471.6652,492.79165,562.382075
606.25155,532.058075,693.38295,471.668925,492.818825,562.45475
606.39055,532.105725,693.461975,471.711125,492.870475,562.479325
606.4202,532.171275,693.57975,471.7565,492.900725,562.501475
606.81935,532.23445,693.652775,471.767825,492.938525,562.55205
607.241325,532.7438,693.75225,471.78075,492.954,562.622375
607.702975,533.004625,693.79995,471.818975,492.97895,562.656575
607.8585,533.40245,693.84645,471.8295,493.01365,562.667425
607.896475,533.567025,693.891975,471.8566,493.096025,562.78625
608.1352,533.668625,693.97185,471.88005,493.138475,562.9056
608.189275,533.76705,694.025775,472.0001,493.1517,562.934925
608.333325,533.971925,694.06325,472.05735,493.18735,563.0707
608.91765,534.224975,694.11235,472.08255,493.241475,563.172975
608.97925,534.487825,694.161825,472.1016,493.28085,563.215975
609.135225,534.712325,694.297275,472.158075,493.32945,563.28495
609.25725,534.851425,694.345125,472.2376,493.378775,563.327975
609.84495,534.9195,694.415675,472.2899,493.43205,563.339
609.98665,534.98285,694.480075,472.367775,493.460125,563.365425
610.021725,535.007875,694.565825,472.4221,493.514275,563.40895
610.077375,535.107025,694.62565,472.5384,493.586375,563.422925
611.05295,535.515425,694.6656,472.566775,493.625725,563.4508
611.62725,536.54105,694.6947,472.57445,493.719325,563.4569
611.70955,536.653675,694.75575,472.775275,493.7457,563.61905
611.957425,537.0638,694.83585,472.7799,493.7802,563.68795
612.6985,537.19205,694.87625,472.8265,493.826775,563.73015
613.3854,538.3641,694.931125,472.84225,493.8666,563.7785
613.427825,538.608975,694.97655,472.88795,493.91135,563.815075
613.7268,539.243125,695.16345,472.944675,493.9663,563.878475
614.06115,539.94755,695.211375,472.957225,494.051725,563.925975
614.248775,540.707375,695.21635,472.992025,494.10515,563.959925
614.288175,540.948925,695.2964,473.0046,494.151075,563.98075
614.543675,541.3993,695.377,473.0371,494.189925,564.001525
614.670825,542.138125,695.42205,473.073175,494.262925,564.024425
614.762175,542.716,695.45765,473.132925,494.2994,564.085225
614.8269,543.182525,695.47875,473.154,494.313125,564.116575
614.839625,543.500425,695.51755,473.242675,494.348425,564.177625
614.90125,543.57835,695.564925,473.250225,494.443475,564.221625
614.924225,543.78485,695.617725,473.292175,494.472675,564.30465
614.965675,544.414075,695.83125,473.350475,494.5627,564.335325
615.50035,545.886825,695.860925,473.358375,494.67835,564.40725
615.5693,546.26055,695.9357,473.36915,494.718175,564.482025
615.6504,547.110375,695.979375,473.4501,494.8134,564.552725
615.741,547.87545,696.0273,473.45765,494.8796,564.5903
615.767425,548.0121,696.176525,473.46365,495.037475,564.603625
615.869725,548.132225,696.20775,473.586225,495.049225,564.6725
615.884475,548.40365,696.27445,473.6239,495.064275,564.734875
615.944,548.690175,696.347375,473.662875,495.069175,564.786325
616.572975,549.316625,696.3901,473.722325,495.097425,564.8238
616.629975,549.700325,696.417525,473.7824,495.155375,564.92095
616.661425,549.77825,696.47905,473.83835,495.198725,564.97905
616.676775,549.88165,696.5311,473.89485,495.2222,565.051525
616.724525,550.576325,696.569525,473.906275,495.32205,565.098475
616.744125,550.7511,696.641125,473.910875,495.33035,565.157325
616.821525,550.822075,696.704325,473.97335,495.3505,565.181325
617.2895,551.243975,696.76055,473.97835,495.3727,565.2096
617.35415,551.581025,696.8189,474.03825,495.40695,565.2141
617.47655,551.64225,696.89985,474.09775,495.474475,565.240575
617.570225,552.16935,696.975375,474.2505,495.511325,565.2598
618.39785,552.2648,696.9785,474.284425,495.649575,565.33165
618.45995,552.374725,697.0409,474.3078,495.688275,565.359125
619.126075,552.4219,697.085525,474.398725,495.7427,565.3979
619.246125,552.4544,697.119175,474.46365,495.815375,565.48475
619.382075,552.694775,697.1564,474.60095,495.852925,565.5279
620.46815,552.767875,697.296275,474.704225,495.913975,565.608025
621.0781,552.874025,697.3441,474.744,495.93245,565.66355
621.414275,552.991025,697.3932,474.758275,496.01125,565.716125
621.981975,553.144025,697.4607,474.7849,496.074075,565.828
622.08465,553.1993,697.4989,474.817925,496.0854,565.90015
622.097225,553.380725,697.56385,474.84865,496.220025,565.990425
622.422825,553.464325,697.7123,474.87795,496.256525,566.0216
622.4915,553.519125,697.7484,474.92205,496.26965,566.064775
622.606525,553.614625,697.781125,474.9299,496.3128,566.1356
622.755075,553.6912,697.811675,474.93875,496.3159,566.17975
623.09015,553.892375,697.848425,475.0593,496.346325,566.2336
623.28,553.92815,697.90125,475.1212,496.39685,566.280275
623.37355,553.995425,697.933775,475.13355,496.54175,566.3494
623.446525,554.112975,697.9771,475.1945,496.604325,566.39795
623.53295,554.2754,698.026425,475.2646,496.722625,566.41625
623.603975,554.34285,698.08185,475.311575,496.76395,566.436725
624.00515,554.5471,698.155525,475.4575,496.8046,566.491925
624.1605,554.606725,698.20495,475.476225,496.809175,566.516925
624.1984,554.74065,698.236875,475.58455,496.8835,566.540125
624.517975,554.888575,698.355575,475.60165,496.9658,566.581225
624.590125,555.0194,698.405025,475.690775,497.007375,566.589525
624.62,555.176225,698.43825,475.747275,497.076675,566.692225
624.648375,555.2706,698.69555,475.75235,497.1303,566.715175
624.922725,555.380375,698.736225,475.779875,497.1833,566.72125
625.0094,555.4555,698.940825,475.832225,497.265425,566.802875
625.13105,555.514975,698.9819,475.833475,497.33345,566.86685
625.574625,555.7142,699.0557,475.86685,497.362125,566.913775
625.677575,555.77535,699.09855,475.8829,497.432925,566.95965
625.924575,555.8637,699.15135,475.9323,497.45285,566.982275
626.041525,555.938725,699.185975,475.991625,497.574525,567.017375
626.56475,556.093225,699.272975,476.0053,497.604575,567.061375
626.948925,556.130875,699.31375,476.075625,497.648975,567.093575
626.99755,556.230625,699.373475,476.0796,497.679975,567.19245
627.678775,556.3537,699.4205,476.1461,497.72415,567.22835
627.73525,556.4005,699.490025,476.19015,497.825825,567.27375
627.873475,556.440225,699.531025,476.22265,497.8656,567.289975
627.996725,556.5488,699.5753,476.276525,497.929175,567.314225
628.006275,556.646,699.632525,476.3676,497.971975,567.342275
628.16085,556.75075,699.66895,476.421225,498.0605,567.408875
628.430775,556.8438,699.7516,476.426575,498.174,567.449475
628.493825,556.927725,699.873725,476.4654,498.270475,567.4904
628.5679,557.023175,699.923725,476.540225,498.34355,567.51515
628.64975,557.119875,700.046125,476.557325,498.39485,567.55265
628.810075,557.20395,700.12685,476.587875,498.405875,567.591825
629.122775,557.345025,700.1953,476.83465,498.42245,567.6136
629.131175,557.468075,700.28115,476.847925,498.5711,567.653725
629.767825,557.7291,700.308275,476.92,498.62255,567.692825
629.77745,557.7761,700.332825,476.92795,498.71275,567.727
629.87575,557.9219,700.385575,477.022825,498.90155,567.8053
629.888675,557.95945,700.419,477.042225,498.945025,567.850425
629.90065,558.005425,700.494425,477.150225,498.976975,567.8731
629.932675,558.0939,700.564225,477.212,498.9799,567.920925
629.941975,558.23225,700.5974,477.220175,499.031875,567.987675
629.980125,558.412425,700.666225,477.308125,499.118125,568.0344
630.2447,558.47735,700.73725,477.3524,499.188675,568.076425
630.50415,558.6447,700.789775,477.38165,499.2473,568.09315
630.5175,558.72945,700.839875,477.4267,499.2875,568.10555
630.5678,558.775025,700.911075,477.472125,499.370225,568.16395
630.668825,558.8693,700.954,477.525875,499.48695,568.211875
630.696325,558.91345,701.03,477.5719,499.54585,568.2864
630.87375,559.12545,701.0602,477.586925,499.5923,568.3494
631.192825,559.176075,701.096,477.625875,499.73565,568.407
631.300325,559.312875,701.152075,477.72965,499.7807,568.4932
631.414725,559.384225,701.191725,477.759025,499.830175,568.558
631.4512,559.45315,701.235425,477.77665,499.88175,568.601975
631.4879,559.52285,701.344475,477.816025,499.92765,568.639025
631.537225,559.60065,701.395475,477.8267,500.056775,568.6886
631.578075,559.710275,701.497225,477.87025,500.105325,568.823925
631.6651,559.741725,701.56635,477.90925,500.150325,568.859675
631.732475,559.764175,701.63615,477.93955,500.201625,568.914925
631.93375,559.82305,701.659825,477.95645,500.23215,568.98595
632.298,560.046425,701.70855,477.989125,500.276325,569.03815
632.5027,560.142725,701.76445,477.99685,500.366875,569.0672
632.582025,560.1949,701.8305,478.031675,500.39395,569.105975
632.671025,560.23945,701.851025,478.051125,500.431,569.150775
632.704625,560.343775,701.880975,478.062825,500.537275,569.16875
633.81285,560.472125,701.930725,478.076725,500.603175,569.18445
633.83905,560.62545,701.964325,478.08995,500.676175,569.20105
633.860575,560.7389,702.00345,478.122975,500.67915,569.23095
633.968375,560.8331,702.03545,478.142375,500.733075,569.289575
634.384725,560.967425,702.0588,478.267525,500.86945,569.309175
634.916925,561.025825,702.115975,478.3783,500.927975,569.355925
634.968725,561.1417,702.15005,478.4238,501.01285,569.4069
636.052425,561.222275,702.311125,478.430675,501.035175,569.534325
636.13935,561.2529,702.342075,478.523675,501.064325,569.57785
636.550575,561.3152,702.375,478.5353,501.15025,569.609525
637.0567,561.3791,702.40185,478.56115,501.207975,569.67775
637.19035,561.662275,702.457725,478.6029,501.252425,569.796325
637.371475,561.75045,702.49825,478.61355,501.32435,569.879825
638.0781,561.8537,702.545475,478.623875,501.36265,569.9395
638.106725,561.977925,702.672675,478.668525,501.41685,569.96365
638.174075,562.037375,702.796275,478.674275,501.475225,569.993875
638.382125,562.1306,702.828675,478.717,501.51415,570.036
638.614825,562.530125,702.876475,478.7359,501.568275,570.0828
638.983,562.6355,702.899125,478.7373,501.610725,570.143475
639.311725,562.835925,702.943725,478.782675,501.633675,570.178675
639.320175,562.923775,703.007125,478.829175,501.737125,570.209975
639.51915,563.358425,703.05675,478.889175,501.750375,570.240575
640.2532,563.396125,703.083925,478.90085,501.832225,570.269975
640.405825,563.4413,703.114675,478.9632,501.84665,570.293775
641.54185,563.48425,703.2203,479.0498,501.946925,570.3183
641.890725,563.67725,703.294625,479.077475,501.9609,570.3307
641.921725,563.80395,703.380925,479.120975,502.0586,570.34925
641.983825,563.87275,703.426575,479.1777,502.147725,570.374425
642.1312,563.99605,703.590525,479.230075,502.2013,570.407175
642.21075,564.217725,703.6379,479.239925,502.34155,570.426825
642.294175,564.316975,703.67065,479.2436,502.392575,570.4579
642.5232,564.43835,703.694175,479.26125,502.43105,570.483225
642.580025,564.48295,703.7551,479.353125,502.450625,570.54405
642.781775,564.5481,703.85975,479.3675,502.496225,570.5881
642.818425,564.67325,703.89015,479.395075,502.590925,570.613425
642.885475,564.80895,703.94265,479.504925,502.62245,570.663875
643.61945,564.886125,704.0246,479.507725,502.69285,570.7436
643.886475,565.115975,704.073375,479.5668,502.72905,570.802575
644.41685,565.16715,704.11585,479.627575,502.73255,570.91505
644.50455,565.359675,704.169275,479.665125,502.767075,571.043175
644.521425,565.48615,704.2271,479.722125,502.821075,571.085775
644.54515,565.594625,704.261875,479.746375,502.87215,571.2029
644.563425,565.672775,704.2938,479.815575,502.904925,571.2613
645.060425,565.901725,704.33855,479.862925,502.9109,571.281725
645.31365,566.039325,704.37195,479.936175,502.967725,571.299625
645.8261,566.113025,704.413125,479.964,503.005175,571.350925
645.89855,566.210075,704.503225,479.971125,503.0766,571.460775
645.908075,566.460175,704.50605,479.9901,503.13585,571.55965
646.984825,566.5388,704.5787,480.022225,503.2623,571.60605
647.546575,566.640825,704.60755,480.184475,503.302175,571.643125
647.67185,566.72315,704.633325,480.222775,503.35035,571.678
648.83715,566.817625,704.672975,480.255275,503.418,571.74575
648.943875,566.8928,704.698425,480.268375,503.604925,571.7646
649.878475,566.968975,704.7408,480.29305,503.647575,571.81135
650.483025,567.008575,704.772425,480.32845,503.696375,571.8685
650.572825,567.0487,704.809475,480.3447,503.753675,571.8953
650.6071,567.140975,704.83265,480.52375,503.78915,571.912075
651.0489,567.31675,704.8998,480.58965,503.858525,571.96775
651.3318,567.364675,704.93465,480.656275,503.912875,571.99955
651.4416,567.5233,704.9839,480.683725,503.9794,572.04555
651.836675,567.58025,705.0003,480.754625,504.03275,572.048025
652.17275,567.650725,705.01625,480.782275,504.07625,572.073525
652.242625,567.702775,705.071375,480.852375,504.123,572.1615
652.37395,567.80515,705.12425,480.915825,504.319925,572.214075
652.82525,567.8694,705.167825,480.95115,504.37575,572.22375
652.8855,567.936575,705.19625,480.9751,504.46155,572.279825
652.98045,568.013325,705.267625,481.048775,504.513075,572.33275
653.1243,568.0433,705.3046,481.091225,504.578425,572.3495
653.2488,568.209725,705.407925,481.128025,504.5953,572.39295
653.326375,568.2878,705.462625,481.1443,504.6633,572.402925
653.3686,568.42485,705.551625,481.192975,504.717675,572.41515
653.4652,568.473775,705.587625,481.382075,504.74295,572.423225
653.493775,568.534675,705.66345,481.466875,504.7567,572.434975
653.76535,568.622725,705.693675,481.507425,504.8846,572.471775
654.0037,568.840025,705.7375,481.5177,504.9277,572.5057
654.09675,568.902875,705.77195,481.5565,505.06615,572.579075
654.162225,569.05215,705.8289,481.56445,505.1011,572.613375
654.2898,569.122175,705.8602,481.601875,505.14655,572.61885
654.342025,569.159,705.97305,481.62255,505.185175,572.707775
654.389125,569.2609,706.005425,481.653425,505.3486,572.80745
654.873125,569.30055,706.0408,481.668675,505.406825,572.848925
655.16985,569.369425,706.087375,481.711175,505.497425,572.8738
655.25285,569.4413,706.1226,481.807075,505.528275,572.902825
655.36705,569.555625,706.176675,481.84045,505.596425,572.945325
655.49935,569.631625,706.207825,481.8905,505.632275,572.966875
655.5893,569.715275,706.266325,481.915625,505.73005,572.989325
655.642375,569.759725,706.310275,481.954375,505.7686,572.999525
656.032625,569.79505,706.3663,482.012675,505.792825,573.0242
656.1042,569.852925,706.411325,482.030275,505.834775,573.090375
656.1413,570.00775,706.454075,482.083925,505.884225,573.138825
656.283325,570.0837,706.500025,482.13975,505.94625,573.144
