SPK_SPKC06a (inhi),SPK_SPKC10a (no response),SPK_SPKC15a (no response)
48.589775,55.594525,
48.60275,55.6549,
48.61965,55.7571,
48.638,55.79795,
48.649975,55.8731,
48.676575,55.8819,
48.691625,55.917375,
48.7078,55.9348,
48.72725,56.0041,
48.7454,56.03945,
48.7645,56.045375,
48.7732,56.068,
48.80245,56.10365,
48.819125,56.148075,
48.846925,56.158575,
48.87205,56.20175,
48.9064,56.238425,
48.92965,56.2478,
48.9624,56.281025,
48.98485,56.30075,
49.005425,56.307725,
49.0382,56.354025,
49.065275,56.385275,
49.091375,56.40945,
49.1209,56.4767,
49.162025,56.47975,
49.20065,56.5121,
49.22795,56.573875,
49.2562,56.577025,
49.315825,56.6394,
49.355725,56.67495,
49.378075,56.7613,
49.39715,56.76475,
49.4061,56.800575,
49.42295,56.84965,
49.430475,56.866125,
49.443225,56.894975,
49.45785,56.9528,
49.4694,56.981025,
49.48395,56.984175,
49.49935,56.997425,
49.51195,57.11515,
49.529275,57.16525,
49.541225,57.229425,
49.561275,57.244025,
49.5895,57.27905,
49.617225,57.29995,
49.63865,57.353275,
49.67675,57.385,
49.701875,57.46945,
49.720025,57.475925,
49.757725,57.5015,
49.7912,57.541475,
49.81975,57.543375,
49.849425,57.5835,
49.8747,57.6192,
49.905475,57.62865,
49.94215,57.6625,
49.968,57.70395,
50.01315,57.73115,
50.050775,57.739375,
50.082125,57.76575,
50.121,57.76985,
50.177875,57.78065,
50.215875,57.7921,
50.261,57.8039,
50.282775,57.821325,
50.3074,57.842725,
50.3272,57.872075,
50.342675,57.9181,
50.381575,57.934275,
50.433,57.93555,
50.47025,57.98615,
50.53485,58.01055,
50.553675,58.017225,
50.607475,58.0425,
50.64235,58.04995,
50.6708,58.09175,
50.695825,58.109975,
50.750175,58.126,
50.791725,58.137225,
50.82025,58.158975,
50.8751,58.16365,
50.911425,58.1781,
50.925325,58.22405,
50.97315,58.2522,
51.0141,58.27345,
51.051425,58.295475,
51.098175,58.3238,
51.1507,58.32505,
51.175875,58.369425,
51.2248,58.376075,
51.26605,58.3998,
51.320325,58.431125,
51.350875,58.460975,
51.395325,58.47815,
51.4389,58.502775,
51.473475,58.517125,
51.506225,58.563875,
51.525825,58.61035,
51.568025,58.649475,
51.606425,58.7029,
51.6219,58.70735,
51.676075,58.75395,
51.706575,58.777925,
51.743675,58.801325,
51.770525,58.8289,
51.80335,58.864325,
51.855975,58.86825,
51.888325,58.931725,
51.925,58.9642,
52.006775,59.00385,
52.063,59.008225,
52.11585,59.0753,
52.151625,59.119275,
52.1849,59.17635,
52.230425,59.2443,
52.25135,59.275525,
52.2773,59.29815,
52.315325,59.328575,
52.347525,59.360175,
52.386925,59.362975,
52.42505,59.4015,
52.477575,59.444725,
52.521675,59.4878,
52.575225,59.501775,
52.602925,59.536275,
52.6393,59.6094,
52.685925,59.626925,
52.73255,59.6312,
52.7656,59.64975,
52.796825,59.72055,
52.83675,59.7407,
52.869425,59.801275,
52.899925,59.805675,
52.935,59.8283,
52.965,59.855725,
53.017975,59.91415,
53.060025,60.0435,
53.10305,60.0709,
53.1556,60.087,
53.186675,60.11915,
53.23145,60.15385,
53.2678,60.157125,
53.295325,60.1627,
53.32085,60.1907,
53.355375,60.207375,
53.4045,60.293375,
53.474075,60.359725,
53.511825,60.3694,
53.579275,60.384125,
53.62225,60.404825,
53.6497,60.456625,
53.68825,60.4811,
53.713625,60.491275,
53.739775,60.557575,
53.7756,60.597325,
53.787725,60.6207,
53.805775,60.6367,
53.817825,60.669125,
53.831325,60.675275,
53.86445,60.723075,
53.8814,60.72595,
53.90855,60.7689,
53.936925,60.815375,
53.958775,60.891025,
54.00935,60.896325,
54.055775,60.8998,
54.0878,60.950675,
54.1142,60.9857,
54.1332,61.0004,
54.153625,61.002175,
54.173375,61.0161,
54.22295,61.035225,
54.2572,61.082575,
54.2879,61.08475,
54.3455,61.1309,
54.39475,61.134125,
54.437575,61.18795,
54.48065,61.19295,
54.51285,61.245775,
54.5462,61.257725,
54.582275,61.277175,
54.61065,61.3242,
54.637675,61.33135,
54.661325,61.372575,
54.679425,61.409125,
54.73015,61.4191,
54.75965,61.45975,
54.80285,61.461125,
54.8499,61.4808,
54.87485,61.54225,
54.93345,61.59015,
54.97435,61.647,
55.027275,61.676225,
55.0621,61.715425,
55.0821,61.7502,
55.10035,61.784925,
55.115625,61.8796,
55.142475,61.883475,
55.164675,61.918975,
55.195,61.955725,
55.214925,61.963925,
55.2411,61.9819,
55.266225,62.0259,
55.2916,62.04255,
55.3145,62.0566,
55.3537,62.0622,
55.37815,62.108525,
55.41745,62.1136,
55.45765,62.117575,
55.479,62.1589,
55.498225,62.17625,
55.516325,62.1827,
55.53515,62.222025,
55.559,62.247575,
55.57965,62.25355,
55.602325,62.257475,
55.630875,62.285025,
55.664325,62.33895,
55.6872,62.341425,
55.72115,62.36735,
55.753275,62.389325,
55.792025,62.43075,
55.8308,62.455675,
55.884925,62.46625,
55.909375,62.573275,
55.922525,62.5884,
55.945425,62.775775,
55.956825,62.80965,
55.9743,62.849425,
56.003675,62.85805,
56.021775,62.860625,
56.0409,62.9166,
56.0666,63.0818,
56.1002,63.09785,
56.1378,63.1355,
56.187525,63.167375,
56.209025,63.16975,
56.241975,63.2324,
56.279775,63.2582,
56.322475,63.27675,
56.350475,63.294075,
56.378825,63.31085,
56.4048,63.3954,
56.423925,63.4224,
56.453125,63.428325,
56.486925,63.4481,
56.520275,63.50355,
56.5249,63.506825,
56.555475,63.53905,
56.578425,63.5903,
56.614675,63.598125,
56.66645,63.6086,
56.706275,63.63925,
56.73665,63.6403,
56.7707,63.649675,
56.800125,63.701275,
56.84615,63.75355,
56.875175,63.775325,
56.90815,63.7962,
56.9384,63.809625,
56.97425,63.8234,
57.007125,63.8563,
57.043325,63.891675,
57.073575,63.975225,
57.112325,64.011425,
57.1624,64.111125,
57.198225,64.11475,
57.23995,64.16405,
57.2882,64.19495,
57.32055,64.212525,
57.346225,64.2495,
57.382675,64.282025,
57.402375,64.325475,
57.433625,64.340675,
57.4668,64.3492,
57.4947,64.363475,
57.51495,64.405625,
57.537375,64.43175,
57.5562,64.634425,
57.597025,64.637375,
57.62345,64.668975,
57.6577,64.684175,
57.69525,64.7212,
57.720925,64.73985,
57.7411,64.819825,
57.759425,64.827025,
57.769875,64.84135,
57.78895,64.8583,
57.8004,64.872875,
57.8074,64.908725,
57.818025,64.966075,
57.8278,64.9988,
57.842,65.006325,
57.8498,65.027925,
57.860475,65.038675,
57.877975,65.121325,
57.890375,65.18145,
57.901475,65.189425,
57.914425,65.231225,
57.924025,65.249625,
57.940025,65.268375,
57.95765,65.307625,
57.969675,65.315175,
57.9833,65.327975,
57.997575,65.397825,
58.011825,65.39995,
58.028825,65.43405,
58.03975,65.473475,
58.056575,65.484175,
58.0721,65.51915,
58.089475,65.543325,
58.105025,65.63645,
58.119325,65.7362,
58.1373,65.761175,
58.15005,65.7781,
58.165775,65.8163,
58.1831,65.822025,
58.1959,65.90405,
58.208125,65.9186,
58.21875,65.931125,
58.234725,65.9688,
58.2461,65.976,
58.2639,66.032525,
58.27355,66.075875,
58.2871,66.14975,
58.2966,66.20375,
58.316375,66.22235,
58.3296,66.232975,
58.346475,66.263025,
58.357525,66.31855,
58.37575,66.324625,
58.390475,66.337075,
58.41535,66.348675,
58.428275,66.39395,
58.451275,66.4318,
58.478625,66.49485,
58.503075,66.537425,
58.532775,66.5435,
58.55825,66.64045,
58.585275,66.644425,
58.6071,66.652125,
58.623175,66.6704,
58.641825,66.750475,
58.658925,66.75855,
58.67595,66.784175,
58.694925,66.8392,
58.7144,66.85585,
58.741575,66.870425,
58.7642,66.878025,
58.787475,66.904,
58.803575,66.978025,
58.824675,67.08635,
58.85245,67.093675,
58.873,67.1877,
58.892775,67.199275,
58.917825,67.273275,
58.941975,67.281725,
58.961425,67.342425,
58.992425,67.3658,
59.02665,67.377225,
59.049775,67.419875,
59.092325,67.4379,
59.1418,67.473775,
59.189025,67.4853,
59.2325,67.49685,
59.252325,67.5148,
59.27745,67.550675,
59.306475,67.604375,
59.3534,67.645775,
59.37345,67.7034,
59.40315,67.71175,
59.442525,67.742975,
59.469175,67.7745,
59.491525,67.7795,
59.5171,67.81005,
59.565,67.8121,
59.5911,67.870975,
59.61735,67.879525,
59.635725,67.896,
59.65935,67.908475,
59.685075,67.91025,
59.696875,67.921225,
59.716775,67.950775,
59.7305,67.96945,
59.751525,67.980475,
59.7751,67.98315,
59.80875,68.009275,
59.850775,68.042875,
59.8886,68.072375,
59.9186,68.08265,
59.950625,68.11195,
59.98205,68.1189,
60.009675,68.127475,
60.0373,68.192575,
60.07395,68.207275,
60.10665,68.219,
60.131925,68.235625,
60.1606,68.24115,
60.169325,68.26815,
60.182075,68.277575,
60.1915,68.28035,
60.202175,68.317125,
60.211325,68.3336,
60.220425,68.345675,
60.2335,68.3682,
60.2439,68.374875,
60.25825,68.4124,
60.266525,68.438925,
60.2786,68.453325,
60.299525,68.469325,
60.312325,68.488125,
60.32165,68.540675,
60.345375,68.569225,
60.3653,68.6076,
60.377275,68.640725,
60.387625,68.647475,
60.409175,68.660425,
60.421575,68.6708,
60.457625,68.673225,
60.474,68.682125,
60.49425,68.720575,
60.508375,68.7747,
60.538575,68.787175,
60.55655,68.811675,
60.5893,68.834175,
60.608125,68.838025,
60.63935,68.862175,
60.654875,68.882225,
60.677575,68.919925,
60.708525,68.96405,
60.732175,69.00005,
60.75485,69.04115,
60.793425,69.097425,
60.817,69.206525,
60.843275,69.240525,
60.88335,69.265275,
60.9078,69.289975,
60.94955,69.3631,
60.9892,69.3711,
61.010925,69.394925,
61.042125,69.397475,
61.073675,69.42835,
61.112875,69.514125,
61.139925,69.55055,
61.186075,69.56465,
61.214,69.579425,
61.246325,69.663075,
61.278575,69.697375,
61.32315,69.741075,
61.37365,69.7461,
61.4135,69.7667,
61.437375,69.776125,
61.469325,69.7835,
61.502625,69.805525,
61.5453,69.818625,
61.571825,69.819675,
61.58835,69.839375,
61.613925,69.86765,
61.636725,69.90955,
61.64715,69.923775,
61.666575,69.945025,
61.6928,70.00555,
61.7273,70.00895,
61.7667,70.053525,
61.797375,70.1322,
61.83455,70.149525,
61.869325,70.16815,
61.903825,70.18065,
61.942375,70.24205,
61.9804,70.30185,
62.016175,70.30985,
62.030075,70.34585,
62.04935,70.3887,
62.061675,70.393175,
62.0724,70.457425,
62.08655,70.5379,
62.100325,70.56715,
62.111175,70.573025,
62.12365,70.671025,
62.136575,70.690075,
62.150825,70.739075,
62.1604,70.76535,
62.178275,70.7698,
62.193925,70.83765,
62.206825,70.886525,
62.2223,70.96325,
62.2418,70.966725,
62.260225,71.013425,
62.273925,71.0844,
62.3097,71.138,
62.33775,71.14195,
62.3624,71.161125,
62.3917,71.22275,
62.415975,71.22855,
62.451425,71.296775,
62.464125,71.3204,
62.51525,71.33115,
62.5563,71.4329,
62.594425,71.477825,
62.623725,71.525975,
62.65155,71.537925,
62.701525,71.5638,
62.720825,71.5851,
62.7656,71.63175,
62.79295,71.687,
62.82645,71.72465,
62.8558,71.7671,
62.88595,71.7742,
62.900325,71.818975,
62.9352,71.8459,
62.967375,71.909025,
62.99385,71.96205,
63.03965,71.990625,
63.07765,72.0071,
63.099275,72.028025,
63.143625,72.061175,
63.17865,72.108925,
63.214175,72.127175,
63.26405,72.137075,
63.289675,72.1497,
63.34475,72.19805,
63.399025,72.199825,
63.4447,72.222075,
63.47725,72.24095,
63.517175,72.2876,
63.572075,72.316725,
63.613725,72.382575,
63.638625,72.391425,
63.6562,72.410475,
63.67145,72.46525,
63.692175,72.4691,
63.711275,72.481375,
63.731625,72.53455,
63.744875,72.54545,
63.765325,72.56295,
63.79025,72.62505,
63.831725,72.67775,
63.861775,72.744475,
63.9033,72.778075,
63.927725,72.783675,
63.9592,72.84305,
63.994875,72.979525,
64.02615,72.996775,
64.05085,73.017025,
64.07925,73.04865,
64.12485,73.14985,
64.15285,73.155175,
64.175875,73.25375,
64.213625,73.2971,
64.2274,73.308475,
64.27765,73.372375,
64.32485,73.401875,
64.355675,73.4475,
64.414675,73.481025,
64.4481,73.540675,
64.487475,73.544175,
64.516125,73.608875,
64.555125,73.6235,
64.59045,73.697075,
64.646825,73.741575,
64.69025,73.761125,
64.76615,73.77985,
64.7992,73.8234,
64.836925,73.8522,
64.856575,73.855825,
64.879525,73.94155,
64.895175,73.960875,
64.913275,73.9804,
64.951175,74.0194,
64.963675,74.0682,
65.0097,74.086925,
65.033,74.10585,
65.070425,74.134625,
65.08705,74.140275,
65.123675,74.206525,
65.13585,74.210075,
65.1559,74.293925,
65.178025,74.3047,
65.195675,74.311275,
65.2077,74.31605,
65.230575,74.3912,
65.25295,74.403725,
65.2708,74.412075,
65.29745,74.435275,
65.31965,74.465325,
65.34525,74.480825,
65.3856,74.5358,
65.420575,74.5817,
65.44875,74.611825,
65.490375,74.6352,
65.529125,74.6922,
65.557025,74.709475,
65.58915,74.774975,
65.619675,74.78245,
65.643175,74.82645,
65.68265,74.88455,
65.707525,74.92035,
65.740125,74.9513,
65.78275,74.968675,
65.821725,74.978075,
65.86,75.021325,
65.8847,75.1186,
65.946225,75.127025,
65.99375,75.130875,
66.017825,75.151925,
66.056575,75.195575,
66.08765,75.2194,
66.13045,75.226275,
66.1631,75.27375,
66.198125,75.2918,
66.21875,75.38805,
66.237025,75.404025,
66.258775,75.448575,
66.272625,75.50475,
66.2908,75.5317,
66.309425,75.549125,
66.3323,75.568,
66.354575,75.59155,
66.372775,75.60045,
66.3903,75.6389,
66.43405,75.6955,
66.469125,75.712325,
66.508575,75.76215,
66.538525,75.8105,
66.5793,75.845,
66.610275,75.85515,
66.63065,75.859825,
66.645125,75.86815,
66.657725,75.915225,
66.663975,75.924825,
66.6777,75.943775,
66.700275,75.9786,
66.720875,76.039475,
66.751775,76.043375,
66.773525,76.074025,
66.8212,76.07685,
66.853925,76.1037,
66.881875,76.107325,
66.9046,76.1084,
66.938325,76.1829,
66.982675,76.218875,
67.0052,76.2366,
67.014775,76.25115,
67.032725,76.2882,
67.0506,76.346,
67.07015,76.3554,
67.088225,76.357575,
67.107075,76.408225,
67.124925,76.44065,
67.140775,76.449075,
67.1585,76.518475,
67.18335,76.6014,
67.211125,76.66985,
67.238325,76.688925,
67.263975,76.699125,
67.292675,76.804925,
67.310775,76.845375,
67.3339,76.937775,
67.360725,76.95055,
67.3889,76.976375,
67.401775,77.02645,
67.42885,77.0289,
67.4521,77.049875,
67.465625,77.0514,
67.48315,77.085225,
67.512525,77.089675,
67.5321,77.095775,
67.557325,77.1244,
67.579425,77.126275,
67.59755,77.1359,
67.61845,77.193075,
67.637125,77.20865,
67.66175,77.230375,
67.688825,77.234525,
67.702125,77.241725,
67.723875,77.275425,
67.74135,77.327875,
67.767925,77.335825,
67.7927,77.3383,
67.81475,77.349475,
67.8331,77.351225,
67.854925,77.37385,
67.872625,77.38205,
67.883125,77.399125,
67.8924,77.41945,
67.89955,77.426125,
67.90685,77.437925,
67.915925,77.45475,
67.92445,77.483,
67.937225,77.48765,
67.961475,77.4896,
67.971525,77.498825,
67.98065,77.501825,
67.993775,77.509425,
68.006925,77.51545,
68.037125,77.523275,
68.0569,77.53575,
68.073175,77.553825,
68.090675,77.559675,
68.102375,77.56355,
68.1186,77.58865,
68.1347,77.5958,
68.144975,77.605175,
68.168125,77.6205,
68.18345,77.636675,
68.20485,77.684375,
68.216025,77.72775,
68.22565,77.75495,
68.243475,77.7747,
68.25865,77.78585,
68.28195,77.861575,
68.297,77.866025,
68.314,77.877875,
68.331425,77.880225,
68.351325,77.940575,
68.368925,77.977975,
68.388675,77.98015,
68.4019,78.012975,
68.418325,78.022525,
68.43665,78.06295,
68.459425,78.072675,
68.484925,78.08595,
68.514025,78.109125,
68.53415,78.118375,
68.556275,78.15615,
68.58735,78.182475,
68.600325,78.2142,
68.619825,78.2719,
68.6358,78.357425,
68.649075,78.4416,
68.659925,78.509975,
68.675625,78.532375,
68.691025,78.6077,
68.716925,78.651825,
68.736025,78.659925,
68.7571,78.757125,
68.7695,78.7895,
68.793575,78.8161,
68.8395,78.8807,
68.86305,78.89165,
68.882,78.8986,
68.9145,78.9188,
68.937375,78.933675,
68.978,78.9439,
69.01665,78.958625,
69.0571,78.988275,
69.085,79.010125,
69.10715,79.025325,
69.13005,79.047975,
69.148525,79.0561,
69.1735,79.07385,
69.203975,79.169425,
69.238825,79.215325,
69.269625,79.282175,
69.2905,79.287325,
69.32515,79.2992,
69.359775,79.33445,
69.40835,79.3409,
69.448075,79.3549,
69.48745,79.360775,
69.5139,79.37,
69.543075,79.37435,
69.581075,79.38475,
69.610425,79.398975,
69.639925,79.41305,
69.6677,79.4639,
69.6956,79.5241,
69.72115,79.54485,
69.73875,79.56425,
69.755525,79.58985,
69.768475,79.60385,
69.7806,79.612275,
69.789675,79.6298,
69.799275,79.653425,
69.81145,79.65455,
69.81985,79.674675,
69.830525,79.688625,
69.8394,79.700625,
69.85115,79.708325,
69.863025,79.717825,
69.880725,79.7362,
69.892525,79.7479,
69.908325,79.76055,
69.925575,79.776775,
69.939725,79.8008,
69.9487,79.80965,
69.971825,79.81935,
69.996775,79.834225,
70.0161,79.854525,
70.031825,79.872425,
70.052425,79.893925,
70.070825,79.909925,
70.10305,79.91645,
70.137025,79.933525,
70.16315,79.98615,
70.184475,80.015325,
70.224675,80.0293,
70.244975,80.038925,
70.277075,80.0781,
70.302725,80.10945,
70.386325,80.125875,
70.417975,80.198625,
70.465675,80.2405,
70.5266,80.262575,
70.56275,80.338075,
70.604625,80.343425,
70.62755,80.351175,
70.659125,80.367525,
70.6914,80.372875,
70.719375,80.380975,
70.73925,80.4063,
70.757325,80.43935,
70.789575,80.455725,
70.81415,80.473175,
70.845825,80.490975,
70.8729,80.49615,
70.922475,80.5365,
70.95755,80.571025,
70.99465,80.58545,
71.041775,80.6376,
71.078125,80.674975,
71.103875,80.70715,
71.13325,80.733,
71.15625,80.73935,
71.190475,80.790075,
71.224125,80.86345,
71.259325,80.9245,
71.2821,80.9462,
71.3025,80.948875,
71.33515,80.993225,
71.38115,81.003875,
71.4138,81.052875,
71.454975,81.1109,
71.4865,81.11565,
71.5174,81.130775,
71.55405,81.19015,
71.579275,81.195175,
71.605425,81.199,
71.64115,81.211775,
71.67725,81.225275,
71.71535,81.2437,
71.72995,81.2475,
71.74835,81.24885,
71.7734,81.274125,
71.79865,81.278275,
71.823125,81.28645,
71.87025,81.301175,
71.91375,81.3476,
71.9573,81.34895,
71.9903,81.371775,
72.044725,81.406575,
72.0799,81.4198,
72.110125,81.43355,
72.136625,81.446025,
72.1594,81.44765,
72.182,81.449175,
72.196475,81.478525,
72.214125,81.49875,
72.230425,81.50145,
72.2431,81.529425,
72.258075,81.545275,
72.279675,81.6462,
72.302775,81.649225,
72.32315,81.662975,
72.3726,81.7051,
72.4176,81.723425,
72.4714,81.735175,
72.522125,81.75575,
72.563725,81.81865,
72.58865,81.86465,
72.6093,81.9702,
72.639325,82.0189,
72.67035,82.020925,
72.71255,82.026125,
72.7411,82.06915,
72.771675,82.072125,
72.793275,82.107975,
72.826975,82.1233,
72.8803,82.150425,
72.92285,82.161225,
72.956625,82.208425,
72.998825,82.215975,
73.0358,82.267775,
73.06585,82.2768,
73.09305,82.315725,
73.133775,82.325675,
73.18365,82.34805,
73.22875,82.417825,
73.26445,82.45175,
73.2963,82.45755,
73.367075,82.507525,
73.414025,82.545025,
73.448725,82.6275,
73.491325,82.700425,
73.531575,82.734125,
73.58935,82.735625,
73.635625,82.802025,
73.655775,82.817525,
73.693875,82.852925,
73.728425,82.86905,
73.7851,82.9082,
73.822925,82.98865,
73.8614,83.0105,
73.906825,83.10865,
73.94205,83.128925,
73.974525,83.1313,
74.019525,83.173975,
74.0713,83.1802,
74.118725,83.18485,
74.150025,83.1979,
74.173325,83.2248,
74.19025,83.243,
74.217825,83.2524,
74.234575,83.256875,
74.259125,83.282675,
74.27305,83.31545,
74.3123,83.317625,
74.33895,83.339125,
74.36285,83.354525,
74.39125,83.361375,
74.410625,83.382575,
74.431525,83.392275,
74.453025,83.400175,
74.466625,83.432625,
74.494125,83.4395,
74.506325,83.448925,
74.525175,83.4518,
74.542025,83.4953,
74.5615,83.51495,
74.589025,83.536075,
74.6162,83.559175,
74.63055,83.57465,
74.655125,83.5901,
74.68555,83.618075,
74.708975,83.684425,
74.7384,83.6931,
74.773975,83.706775,
74.79615,83.728625,
74.820375,83.7944,
74.855025,83.82165,
74.8825,83.83905,
74.91695,83.892275,
74.922575,83.9687,
74.959075,83.994525,
74.973375,84.009675,
74.998775,84.0341,
75.02285,84.080475,
75.05325,84.093275,
75.1012,84.1058,
75.1411,84.122875,
75.189075,84.124825,
75.23385,84.163375,
75.2646,84.16715,
75.296975,84.243375,
75.314325,84.247175,
75.34405,84.260025,
75.36485,84.28215,
75.388725,84.3055,
75.408875,84.374,
75.43365,84.409125,
75.467625,84.414875,
75.488975,84.442775,
75.515275,84.447175,
75.547175,84.48945,
75.57465,84.501425,
75.62145,84.574425,
75.648575,84.623075,
75.68555,84.631925,
75.711975,84.667325,
75.73295,84.7122,
75.750825,84.745,
75.764525,84.852375,
75.78635,84.8578,
75.81485,84.873025,
75.830975,84.892125,
75.852875,84.946625,
75.871475,84.99405,
75.898625,84.997375,
75.9185,85.016225,
75.943225,85.0361,
75.968575,85.072325,
76.01135,85.08405,
76.041625,85.131025,
76.089925,85.1341,
76.1319,85.17695,
76.16135,85.17885,
76.192275,85.184475,
76.2168,85.193675,
76.2476,85.208025,
76.28345,85.212925,
76.328925,85.239525,
76.364675,85.24535,
76.39125,85.2581,
76.4239,85.26625,
76.450325,85.27655,
76.485975,85.311225,
76.50585,85.354925,
76.531675,85.35675,
76.5686,85.389925,
76.59785,85.4172,
76.63295,85.4921,
76.6744,85.49985,
76.71315,85.53355,
76.745925,85.541325,
76.773325,85.5779,
76.8118,85.662425,
76.84015,85.716,
76.85545,85.767725,
76.87345,85.77905,
76.885725,85.880325,
76.91095,85.887175,
76.956825,85.92785,
76.9947,85.950575,
77.0235,85.956325,
77.0596,85.9719,
77.081325,85.999625,
77.09195,86.010275,
77.09955,86.0407,
77.11225,86.10565,
77.1221,86.141425,
77.129325,86.218725,
77.1381,86.2592,
77.1462,86.3536,
77.158525,86.370875,
77.16645,86.37215,
77.1741,86.38395,
77.184975,86.4152,
77.19465,86.4353,
77.207125,86.441225,
77.225,86.5406,
77.24115,86.563075,
77.261225,86.58075,
77.2729,86.7603,
77.2891,86.79955,
77.30375,86.836425,
77.316675,86.910225,
77.32945,86.9603,
77.34145,86.974575,
77.353775,86.980125,
77.3666,86.9953,
77.3804,87.023925,
77.391675,87.0486,
77.409775,87.091575,
77.427325,87.11365,
77.441675,87.165475,
77.45665,87.1902,
77.478475,87.195625,
77.496,87.30205,
77.51985,87.321175,
77.537575,87.413625,
77.55405,87.419975,
77.57765,87.478825,
77.594425,87.511875,
77.61285,87.54275,
77.623175,87.571275,
77.640925,87.597475,
77.6577,87.627,
77.673625,87.6751,
77.687025,87.689425,
77.7051,87.7209,
77.726225,87.739525,
77.749175,87.753275,
77.77555,87.7895,
77.79505,87.835475,
77.820475,87.864775,
77.83795,87.867225,
77.874725,87.881625,
77.896525,87.90575,
77.9219,87.91685,
77.954975,87.99915,
77.981925,88.00165,
78.00235,88.053075,
78.02095,88.079525,
78.047175,88.098075,
78.08255,88.116125,
78.1216,88.1307,
78.161875,88.13485,
78.18395,88.154875,
78.22875,88.174925,
78.259025,88.194475,
78.293325,88.210075,
78.3318,88.26675,
78.3512,88.2865,
78.3983,88.33025,
78.425125,88.36835,
78.4634,88.3799,
78.4969,88.4694,
78.523525,88.576775,
78.539125,88.605625,
78.565175,88.60845,
78.5859,88.629875,
78.6089,88.637225,
78.628025,88.659375,
78.654425,88.698875,
78.68975,88.70765,
78.72665,88.7604,
78.765375,88.78555,
78.799675,88.83515,
78.8235,88.8448,
78.86895,88.863875,
78.910475,88.870675,
78.933475,88.8753,
78.9677,88.879625,
78.9866,88.88855,
79.0178,88.891575,
79.0342,88.89855,
79.052425,88.905125,
79.0796,88.9139,
79.100975,88.939175,
79.117925,88.950025,
79.134875,88.980325,
79.1607,88.984675,
79.18105,88.9882,
79.197425,89.036325,
79.219325,89.054475,
79.2367,89.061475,
79.269225,89.087725,
79.2949,89.095875,
79.331575,89.112375,
79.346475,89.133925,
79.35745,89.1462,
79.37285,89.155925,
79.379925,89.17885,
79.398225,89.195,
79.422275,89.1971,
79.43625,89.204725,
79.4492,89.23605,
79.4637,89.289675,
79.48465,89.29475,
79.498425,89.2987,
79.520225,89.307025,
79.54075,89.3228,
79.55975,89.348975,
79.58085,89.3612,
79.60085,89.395125,
79.62035,89.413675,
79.64395,89.436225,
79.6643,89.46485,
79.682075,89.465975,
79.712025,89.4978,
79.735375,89.500725,
79.75925,89.553625,
79.79165,89.56125,
79.823225,89.57365,
79.84445,89.588675,
79.882725,89.5919,
79.906775,89.6038,
79.924975,89.621875,
79.952175,89.63765,
79.972275,89.65255,
79.98675,89.762425,
80.017,89.76835,
80.058975,89.8528,
80.08925,90.06885,
80.130225,90.083925,
80.1682,90.115475,
80.220025,90.119075,
80.261275,90.21225,
80.29695,90.2251,
80.322125,90.2288,
80.346475,90.27775,
80.360175,90.281025,
80.36675,90.2961,
80.377425,90.3527,
80.385775,90.38625,
80.400625,90.4473,
80.41035,90.466725,
80.42375,90.53015,
80.44375,90.5649,
80.45695,90.574575,
80.476025,90.598075,
80.488025,90.619225,
80.521125,90.660325,
80.549975,90.670725,
80.569575,90.723925,
80.589325,90.73465,
80.614225,90.765175,
80.6539,90.777925,
80.69145,90.83745,
80.720725,90.84615,
80.751425,90.85565,
80.7772,90.876475,
80.82105,90.880875,
80.86515,90.893375,
80.907625,90.91595,
80.9395,90.918125,
80.9949,90.93965,
81.0192,90.943575,
81.069,90.981175,
81.12275,90.9913,
81.151,91.0194,
81.18395,91.047175,
81.20735,91.06065,
81.218075,91.09245,
81.22925,91.121325,
81.241775,91.183525,
81.25145,91.19975,
81.259725,91.346625,
81.26795,91.35815,
81.28345,91.3844,
81.296425,91.38605,
81.3074,91.390625,
81.324225,91.4574,
81.341425,91.458875,
81.363775,91.4917,
81.38065,91.533475,
81.395375,91.595925,
81.41705,91.629925,
81.433725,91.652,
81.458075,91.683675,
81.472425,91.73185,
81.494275,91.75965,
81.517325,91.795525,
81.549025,91.802025,
81.598625,91.846875,
81.6217,91.848725,
81.66555,91.869075,
81.6878,91.920375,
81.719275,91.966075,
81.765575,91.98125,
81.79925,91.982425,
81.91765,91.98895,
81.981425,92.00115,
82.016325,92.0374,
82.044825,92.085375,
82.068,92.19465,
82.08625,92.20945,
82.123025,92.214475,
82.1663,92.2539,
82.2013,92.26695,
82.23435,92.317,
82.25825,92.3316,
82.30635,92.353,
82.345975,92.38965,
82.382975,92.39165,
82.419,92.494125,
82.462025,92.516075,
82.507125,92.538525,
82.548875,92.618825,
82.59725,92.648775,
82.639225,92.675925,
82.670075,92.72825,
82.70405,92.748725,
82.728925,92.7941,
82.7407,92.828675,
82.762125,92.858975,
82.8007,92.89215,
82.84455,92.9144,
82.8807,92.922075,
82.92605,92.966075,
82.97945,93.010775,
83.0451,93.0715,
83.0677,93.085725,
83.099525,93.1098,
83.1148,93.1151,
83.123875,93.161425,
83.13455,93.1739,
83.14865,93.2013,
83.1622,93.221675,
83.1759,93.23425,
83.187525,93.300825,
83.19815,93.32175,
83.211375,93.325475,
83.22565,93.425,
83.237975,93.440025,
83.252225,93.4605,
83.26715,93.499475,
83.284825,93.5414,
83.299025,93.553925,
83.306875,93.58175,
83.319,93.611775,
83.334625,93.646875,
