SPK_SPKC06a (inhi),SPK_SPKC10a (no response),SPK_SPKC15a (no response)
106.26755,115.74835,
106.304575,115.7571,
106.321125,115.78665,
106.36055,115.811475,
106.38205,115.867825,
106.3952,115.875875,
106.41045,115.890325,
106.432375,115.9759,
106.453,116.022225,
106.4698,116.05885,
106.487075,116.0774,
106.507975,116.08015,
106.524125,116.08545,
106.549025,116.1028,
106.567,116.106975,
106.5868,116.12075,
106.6232,116.13725,
106.650775,116.150025,
106.667675,116.1596,
106.70125,116.202825,
106.721575,116.22415,
106.736325,116.236725,
106.7641,116.250875,
106.7853,116.251975,
106.809825,116.2671,
106.84355,116.282025,
106.87355,116.2854,
106.90305,116.2894,
106.926675,116.296425,
106.9403,116.304675,
106.95365,116.3185,
106.965775,116.339925,
106.97975,116.3523,
106.993875,116.358125,
107.01165,116.361825,
107.033025,116.40425,
107.052475,116.419675,
107.067225,116.434425,
107.10265,116.438175,
107.12465,116.44075,
107.156525,116.4598,
107.1785,116.508825,
107.197725,116.558775,
107.23475,116.574125,
107.254325,116.580325,
107.27085,116.6226,
107.28475,116.655925,
107.29065,116.660475,
107.300375,116.6758,
107.307725,116.6918,
107.31715,116.714725,
107.324425,116.7188,
107.35555,116.7456,
107.365625,116.7792,
107.37565,116.799075,
107.38685,116.803575,
107.398775,116.820325,
107.415975,116.862425,
107.4264,116.8782,
107.443375,116.899925,
107.46275,116.934675,
107.47865,116.964975,
107.510325,117.000125,
107.529725,117.103225,
107.55295,117.1257,
107.577125,117.171775,
107.613675,117.195,
107.646325,117.21045,
107.678525,117.2245,
107.7022,117.229525,
107.712425,117.255775,
107.723525,117.306275,
107.7336,117.320325,
107.739675,117.348375,
107.7489,117.39195,
107.75705,117.41245,
107.7633,117.450725,
107.7769,117.461125,
107.784675,117.46705,
107.795825,117.4866,
107.805,117.503375,
107.818075,117.50485,
107.826475,117.561775,
107.843375,117.577125,
107.855925,117.589675,
107.871525,117.597425,
107.886,117.615725,
107.90705,117.633175,
107.934925,117.63425,
107.950425,117.655875,
107.977175,117.663975,
107.994925,117.683975,
108.0222,117.6875,
108.052275,117.751825,
108.073675,117.760725,
108.10355,117.7639,
108.1242,117.81145,
108.14755,117.8281,
108.174575,117.8317,
108.19185,117.8477,
108.21615,117.85655,
108.22625,117.867575,
108.241225,117.880175,
108.25305,117.903725,
108.269975,117.911825,
108.28065,117.92025,
108.2951,117.934175,
108.302375,117.940675,
108.32395,117.9576,
108.34275,117.967125,
108.363675,117.976125,
108.38585,118.066675,
108.413425,118.161825,
108.441125,118.166775,
108.475175,118.2043,
108.494,118.2394,
108.53735,118.25545,
108.582175,118.309075,
108.61665,118.3547,
108.64385,118.36585,
108.66785,118.41765,
108.700625,118.444025,
108.72835,118.44875,
108.76165,118.463575,
108.784725,118.486,
108.8072,118.5116,
108.82385,118.5225,
108.84265,118.54885,
108.858,118.584975,
108.8674,118.609875,
108.8802,118.661525,
108.892275,118.673625,
108.902325,118.695225,
108.9104,118.73475,
108.921475,118.753775,
108.9318,118.761375,
108.9412,118.7814,
108.9493,118.817875,
108.960675,118.843025,
108.9739,118.85095,
108.982925,118.875125,
108.999725,118.8987,
109.013175,118.9211,
109.02705,118.933825,
109.04125,118.977475,
109.05315,118.9856,
109.06635,118.998625,
109.0811,119.040525,
109.1099,119.04165,
109.1313,119.059275,
109.149375,119.11115,
109.16545,119.1299,
109.186775,119.143025,
109.215625,119.267575,
109.237175,119.3004,
109.259625,119.310775,
109.292275,119.3439,
109.325325,119.345675,
109.3697,119.413925,
109.398225,119.46065,
109.42625,119.463675,
109.450525,119.5212,
109.478225,119.533875,
109.511325,119.5504,
109.543125,119.6287,
109.57375,119.67305,
109.59725,119.73145,
109.63065,119.7666,
109.65915,119.777275,
109.68425,119.7833,
109.710825,119.816175,
109.7286,119.818825,
109.761025,119.8515,
109.79775,119.91725,
109.819975,119.921275,
109.862975,119.9512,
109.88895,119.993775,
109.9153,120.030075,
109.92955,120.034275,
109.93775,120.060475,
109.9533,120.086725,
109.96175,120.09775,
109.972775,120.1215,
109.9832,120.176375,
109.995125,120.26885,
110.004325,120.31795,
110.014275,120.323525,
110.02605,120.336625,
110.03655,120.3615,
110.04645,120.387825,
110.061825,120.472375,
110.0693,120.504975,
110.079875,120.51835,
110.0984,120.5578,
110.1146,120.607125,
110.1408,120.675025,
110.1527,120.68425,
110.181975,120.711225,
110.200375,120.712375,
110.2189,120.7614,
110.242125,120.8384,
110.2638,120.843025,
110.287275,120.8619,
110.318825,120.881825,
110.35695,120.920825,
110.377,120.92905,
110.409775,120.943075,
110.4369,120.970225,
110.46315,120.985375,
110.4892,121.03435,
110.517325,121.0571,
110.54605,121.0622,
110.572475,121.086725,
110.595325,121.089575,
110.617725,121.101425,
110.6534,121.111475,
110.676475,121.113875,
110.7144,121.158275,
110.763725,121.1716,
110.793175,121.198825,
110.81215,121.20125,
110.827425,121.205425,
110.83465,121.2292,
110.84945,121.2413,
110.858675,121.2676,
110.8697,121.3412,
110.878775,121.3589,
110.89145,121.37055,
110.905375,121.3868,
110.91625,121.405475,
110.926,121.4074,
110.933875,121.450425,
110.94995,121.4612,
110.9669,121.462625,
110.98285,121.486325,
110.999675,121.490025,
111.016775,121.526075,
111.03285,121.5281,
111.050125,121.53555,
111.063175,121.545175,
111.0812,121.57035,
111.10785,121.6148,
111.12575,121.665225,
111.15175,121.692825,
111.17625,121.729375,
111.209175,121.761775,
111.22465,121.789675,
111.261325,121.8074,
111.28825,121.811925,
111.311375,121.839,
111.348175,121.866425,
111.37995,121.89165,
111.4345,121.89985,
111.461675,121.976625,
111.4799,122.004,
111.499925,122.0051,
111.533275,122.011525,
111.55315,122.0563,
111.57605,122.06675,
111.610575,122.092625,
111.6334,122.1224,
111.673675,122.13845,
111.7008,122.16685,
111.72525,122.227775,
111.755975,122.230775,
111.78315,122.236,
111.798475,122.248725,
111.827875,122.260925,
111.854575,122.320575,
111.885,122.332775,
111.922525,122.52165,
111.943025,122.5445,
111.965675,122.55285,
111.992225,122.576875,
112.019175,122.60315,
112.05915,122.63355,
112.092675,122.6737,
112.120675,122.70445,
112.147425,122.72025,
112.180725,122.765425,
112.199875,122.769525,
112.268425,122.787425,
112.289375,122.812275,
112.315125,122.8356,
112.34175,122.84505,
112.3763,122.877225,
112.400375,122.878225,
112.424775,122.88915,
112.449575,122.9421,
112.47515,122.962475,
112.4892,122.9928,
112.500475,123.0056,
112.5131,123.0562,
112.523875,123.070775,
112.5324,123.1044,
112.554175,123.135325,
112.566375,123.139925,
112.5783,123.162425,
112.585,123.20055,
112.59805,123.23995,
112.609525,123.264825,
112.622925,123.269775,
112.638375,123.28535,
112.657125,123.28645,
112.680275,123.297125,
112.69085,123.299925,
112.713125,123.309325,
112.735825,123.31425,
112.757575,123.31985,
112.785025,123.341475,
112.800825,123.3815,
112.8241,123.3892,
112.83925,123.39585,
112.856875,123.461925,
112.893225,123.47545,
112.91765,123.502175,
112.936475,123.5305,
112.973075,123.539525,
112.9976,123.5735,
113.034025,123.5876,
113.0779,123.59105,
113.1042,123.65435,
113.126975,123.65905,
113.156125,123.71265,
113.201075,123.732425,
113.2313,123.7399,
113.2724,123.760675,
113.2911,123.771025,
113.33215,123.796575,
113.368825,123.812025,
113.413325,123.839625,
113.445925,123.841425,
113.4738,123.88595,
113.49145,123.915475,
113.506625,123.96815,
113.518525,123.9928,
113.53365,124.003425,
113.544925,124.004725,
113.55725,124.05595,
113.56895,124.089775,
113.58385,124.127175,
113.5958,124.185825,
113.6036,124.239875,
113.6157,124.305625,
113.630425,124.359575,
113.6456,124.4242,
113.655175,124.4564,
113.67245,124.479625,
113.687125,124.499975,
113.699425,124.533525,
113.716425,124.543775,
113.736525,124.56225,
113.7627,124.580075,
113.789175,124.5999,
113.815225,124.61395,
113.839375,124.665775,
113.860925,124.7226,
113.8847,124.728925,
113.909725,124.76035,
113.932775,124.77135,
113.9676,124.79465,
114.0187,124.814325,
114.053425,124.8398,
114.070525,124.888925,
114.101425,124.903575,
114.124175,124.90585,
114.141475,124.943825,
114.165925,124.9555,
114.183725,124.983875,
114.2116,124.994525,
114.234775,125.04105,
114.2599,125.106975,
114.278325,125.11715,
114.2991,125.128475,
114.3241,125.1876,
114.346925,125.19515,
114.379125,125.232675,
114.42155,125.276375,
114.436175,125.342875,
114.46995,125.354925,
114.4927,125.36725,
114.53365,125.3744,
114.55405,125.41,
114.573025,125.42745,
114.58875,125.463625,
114.6031,125.52315,
114.617825,125.573775,
114.62675,125.6496,
114.63885,125.6602,
114.650775,125.67775,
114.66025,125.690525,
114.66765,125.734925,
114.682525,125.745425,
114.6886,125.76235,
114.698725,125.764,
114.71425,125.7777,
114.7259,125.779725,
114.7431,125.79875,
114.76,125.812575,
114.77535,125.837125,
114.7875,125.845725,
114.801625,125.8581,
114.820775,125.87115,
114.841475,125.880825,
114.860425,125.885025,
114.906225,125.903,
114.94635,125.907175,
114.98185,125.927725,
115.0111,125.940275,
115.0343,125.944975,
115.070225,125.996325,
115.1039,125.9997,
115.141725,126.001325,
115.180475,126.01225,
115.2255,126.0211,
115.2612,126.064475,
115.29235,126.07165,
115.316275,126.1122,
115.346825,126.120825,
115.368475,126.13,
115.39405,126.150425,
115.4214,126.163875,
115.4642,126.19585,
115.491575,126.20075,
115.5369,126.20995,
115.56035,126.232275,
115.5933,126.2481,
115.631725,126.268075,
115.677525,126.307175,
115.7096,126.3532,
115.73425,126.3777,
115.76725,126.382125,
115.781375,126.431275,
115.8026,126.462525,
115.8337,126.48155,
115.85775,126.5069,
115.889425,126.5522,
115.9142,126.599025,
115.95005,126.60935,
115.97215,126.62855,
115.993475,126.64165,
116.00525,126.7122,
116.02835,126.723025,
116.055775,126.7791,
116.08595,126.786075,
116.097525,126.8925,
116.1095,126.896575,
116.1188,126.95765,
116.13385,127.037725,
116.14415,127.0581,
116.15385,127.139775,
116.1623,127.1712,
116.178675,127.194175,
116.1874,127.244725,
116.1977,127.29195,
116.221,127.3409,
116.233175,127.3769,
116.246175,127.390775,
116.2624,127.3932,
116.275925,127.443,
116.288225,127.458775,
116.299675,127.4891,
116.319075,127.49295,
116.33705,127.4953,
116.352775,127.54815,
116.365825,127.56355,
116.3944,127.5775,
116.408775,127.58485,
116.432125,127.594975,
116.455025,127.616825,
116.479975,127.651625,
116.5046,127.665625,
116.517425,127.672325,
116.545525,127.687925,
116.565575,127.713575,
116.5946,127.730825,
116.62895,127.756425,
116.653825,127.772225,
116.67495,127.777,
116.706575,127.7898,
116.740075,127.79895,
116.7672,127.8003,
116.8,127.826125,
116.8361,127.875675,
116.870725,127.906175,
116.893525,127.90725,
116.9268,127.911175,
116.9469,127.941325,
116.976575,127.96015,
117.012875,127.96325,
117.0515,127.987475,
117.075625,128.0114,
117.1054,128.016575,
117.13175,128.065225,
117.164775,128.0869,
117.186325,128.095525,
117.22405,128.131175,
117.2461,128.138075,
117.277225,128.186225,
117.312725,128.226475,
117.330125,128.2406,
117.368975,128.2475,
117.4032,128.25535,
117.42985,128.28565,
117.4611,128.31345,
117.49175,128.324675,
117.515425,128.347575,
117.534875,128.4147,
117.555,128.421575,
117.5721,128.4595,
117.5866,128.49055,
117.5984,128.537525,
117.609325,128.54185,
117.617775,128.570125,
117.629775,128.58005,
117.63705,128.5959,
117.646725,128.6284,
117.66315,128.632975,
117.6788,128.7773,
117.693125,128.778975,
117.7055,128.781075,
117.7215,128.8132,
117.737925,128.82875,
117.762325,128.845325,
117.7783,128.853975,
117.7971,128.856475,
117.81195,128.857625,
117.830275,128.863,
117.853975,128.876525,
117.885125,128.880075,
117.928875,128.896275,
117.950825,128.90935,
117.96725,128.912925,
117.997275,128.914125,
118.022525,128.94285,
118.051925,128.96565,
118.0919,128.979375,
118.12085,128.98745,
118.14505,128.99375,
118.18575,129.003175,
118.22345,129.031025,
118.2555,129.039075,
118.282375,129.045,
118.318225,129.0558,
118.353975,129.061675,
118.383125,129.064075,
118.40335,129.078975,
118.41865,129.10285,
118.451875,129.115375,
118.49135,129.1418,
118.5163,129.147925,
118.5498,129.1684,
118.58035,129.183225,
118.610275,129.207775,
118.64695,129.215525,
118.688425,129.270975,
118.713775,129.302875,
118.727225,129.315525,
118.736925,129.33595,
118.75275,129.351675,
118.769775,129.360625,
118.78935,129.3701,
118.804975,129.39015,
118.819625,129.4092,
118.837725,129.4183,
118.8575,129.4288,
118.869325,129.4589,
118.8833,129.47205,
118.897475,129.498525,
118.909625,129.561325,
118.92515,129.586725,
118.9488,129.602875,
118.9675,129.607975,
118.987275,129.6356,
119.008575,129.6514,
119.03295,129.681925,
119.060325,129.683025,
119.08695,129.7013,
119.119425,129.72085,
119.149225,129.72245,
119.1717,129.747675,
119.20045,129.753175,
119.225275,129.780325,
119.266725,129.804125,
119.305475,129.831425,
119.3386,129.83295,
119.37115,129.8515,
119.396575,129.880075,
119.42165,129.8948,
119.447025,129.905525,
119.476275,129.93535,
119.49925,129.971075,
119.52805,129.9727,
119.563725,129.990425,
119.59495,130.018425,
119.627175,130.041625,
119.659375,130.055375,
119.688125,130.0628,
119.7184,130.084175,
119.74855,130.10305,
119.776225,130.104525,
119.8007,130.1232,
119.82475,130.149125,
119.84205,130.1862,
119.863175,130.196075,
119.887075,130.2219,
119.907175,130.2278,
119.933375,130.258475,
119.952575,130.259875,
119.983825,130.293625,
120.00015,130.300375,
120.06585,130.310675,
120.093075,130.321075,
120.12205,130.358225,
120.15065,130.366525,
120.17995,130.36875,
120.205975,130.384025,
120.23885,130.39375,
120.27875,130.406775,
120.317925,130.452025,
120.369875,130.4609,
120.398825,130.47225,
120.417625,130.51495,
120.436625,130.524575,
120.45635,130.541675,
120.4875,130.5746,
120.507825,130.5981,
120.546525,130.625875,
120.58865,130.629375,
120.636375,130.6497,
120.6638,130.6532,
120.69245,130.668625,
120.718475,130.675475,
120.761875,130.70685,
120.80425,130.7145,
120.8244,130.7598,
120.838975,130.762175,
120.8501,130.7775,
120.8647,130.804075,
120.876375,130.83245,
120.8875,130.84865,
120.907675,130.91325,
120.91875,130.927575,
120.93005,130.932175,
120.94265,130.963275,
120.9568,130.983175,
120.96875,131.01485,
120.983725,131.0226,
120.99405,131.02995,
121.00955,131.03675,
121.027075,131.0384,
121.050625,131.05515,
121.072975,131.06315,
121.09055,131.08425,
121.116725,131.10145,
121.144325,131.118325,
121.167325,131.139075,
121.182825,131.16515,
121.19795,131.178525,
121.211975,131.1845,
121.2361,131.1975,
121.252225,131.199775,
121.2774,131.23975,
121.2955,131.257,
121.325,131.2625,
121.3506,131.280125,
121.3696,131.34595,
121.3983,131.4145,
121.422375,131.435975,
121.443475,131.489425,
121.46375,131.49315,
121.4777,131.4983,
121.495425,131.52975,
121.5157,131.5351,
121.544925,131.578025,
121.573325,131.591475,
121.6002,131.6004,
121.624825,131.612,
121.660225,131.613825,
121.6965,131.640625,
121.7219,131.6465,
121.748375,131.69235,
121.78535,131.722875,
121.83615,131.7341,
121.86435,131.78295,
121.89875,131.796325,
121.931675,131.801925,
121.955,131.8287,
121.98555,131.87595,
122.023825,131.89965,
122.050475,131.9119,
122.0909,131.931325,
122.11165,131.9336,
122.1442,131.977775,
122.174325,131.991125,
122.20015,132.00745,
122.23115,132.03905,
122.2632,132.047,
122.281625,132.0546,
122.314625,132.08995,
122.3339,132.0971,
122.35665,132.110725,
122.384075,132.118025,
122.423825,132.159225,
122.452225,132.201225,
122.482975,132.2514,
122.517825,132.28835,
122.550375,132.296175,
122.58105,132.317775,
122.6217,132.324425,
122.642125,132.3397,
122.680775,132.3727,
122.706775,132.3753,
122.7396,132.391525,
122.76345,132.4116,
122.792325,132.4308,
122.813225,132.462175,
122.831825,132.491125,
122.853925,132.5461,
122.8738,132.557025,
122.894525,132.57455,
122.9151,132.579525,
122.9381,132.60815,
122.9618,132.609825,
122.998275,132.6459,
123.021375,132.682525,
123.0748,132.693325,
123.099875,132.7152,
123.131625,132.736675,
123.174275,132.7764,
123.210375,132.795675,
123.234825,132.81245,
123.254525,132.821275,
123.28965,132.884225,
123.299575,132.893275,
123.31185,132.910675,
123.323225,132.930875,
123.3338,132.963325,
123.344025,132.9793,
123.355825,133.00065,
123.3647,133.00285,
123.379625,133.04175,
123.395075,133.079525,
123.4103,133.0964,
123.4269,133.09945,
123.444925,133.126875,
123.456875,133.1351,
123.476,133.140825,
123.491,133.14865,
123.518825,133.173975,
123.5302,133.189725,
123.54335,133.1987,
123.56265,133.2393,
123.581975,133.252775,
123.5966,133.27875,
123.606375,133.289025,
123.624775,133.332525,
123.64515,133.354175,
123.660825,133.368575,
123.683575,133.376775,
123.703025,133.381225,
123.72035,133.40005,
123.73805,133.403675,
123.767225,133.4253,
123.794275,133.43055,
123.81665,133.439775,
123.833925,133.4436,
123.86145,133.455025,
123.882175,133.457575,
123.8967,133.4624,
123.9207,133.47375,
123.954375,133.475575,
123.975525,133.488075,
124.00085,133.505925,
124.039,133.5136,
124.0588,133.531375,
124.092225,133.54905,
124.13125,133.558775,
124.157825,133.565475,
124.187075,133.569975,
124.218675,133.58815,
124.26215,133.5949,
124.27825,133.6271,
124.309475,133.6369,
124.338175,133.64475,
124.3772,133.6544,
124.40575,133.669325,
124.44165,133.670875,
124.47675,133.67355,
124.496175,133.692025,
124.511525,133.6936,
124.5292,133.708825,
124.545925,133.7103,
124.57055,133.7633,
124.586925,133.77135,
124.6082,133.78425,
124.634025,133.7906,
124.65765,133.80275,
124.685375,133.811625,
124.70755,133.82465,
124.728525,133.8325,
124.7679,133.839325,
124.806725,133.8486,
124.8375,133.870925,
124.866425,133.892675,
124.89555,133.8992,
124.92485,133.90775,
124.951275,133.921925,
124.98425,133.93785,
125.02985,133.942475,
125.059275,133.964875,
125.089,133.977175,
125.1174,134.02965,
125.15715,134.032925,
125.185,134.0525,
125.21035,134.072775,
125.233775,134.1117,
125.260325,134.1271,
125.284425,134.13465,
125.3139,134.154625,
125.3377,134.15905,
125.366825,134.175425,
125.389125,134.1805,
125.40975,134.190425,
125.432125,134.202875,
125.4454,134.206475,
125.4645,134.2237,
125.487175,134.23775,
125.4965,134.241,
125.52585,134.262675,
125.54535,134.271375,
125.56815,134.275825,
125.584175,134.31245,
125.611175,134.35175,
125.64215,134.367175,
125.661325,134.37065,
125.68105,134.376975,
125.7106,134.391975,
125.7364,134.3935,
125.752325,134.40635,
125.7613,134.440875,
125.773575,134.449775,
125.781725,134.46255,
125.790725,134.465325,
125.80375,134.490025,
125.813625,134.499,
125.83,134.530675,
125.84265,134.5586,
125.854,134.58835,
125.873275,134.62975,
125.88675,134.63595,
125.902425,134.660975,
125.918375,134.674975,
125.93395,134.683775,
125.95485,134.713575,
125.971075,134.7359,
125.99035,134.745875,
126.009825,134.750175,
126.0223,134.76215,
126.04785,134.774975,
126.0624,134.7801,
126.094425,134.7829,
126.118,134.790575,
126.146825,134.804925,
126.168725,134.815125,
126.191775,134.839225,
126.219775,134.840925,
126.24825,134.8424,
126.2764,134.866675,
126.29865,134.9,
126.323925,134.9062,
126.37185,134.924825,
126.4049,134.98775,
126.4437,135.00265,
126.476575,135.0151,
126.522025,135.02235,
126.5524,135.02625,
126.582225,135.03715,
126.6115,135.053625,
126.64045,135.062375,
126.6733,135.07115,
126.689975,135.080725,
126.715625,135.082675,
126.74375,135.15865,
126.769125,135.16405,
126.804075,135.1781,
126.836425,135.185525,
126.853,135.222025,
126.89335,135.225625,
126.922875,135.2357,
126.964925,135.253175,
126.9963,135.256825,
127.0255,135.26245,
127.036475,135.267725,
127.0648,135.273375,
127.088275,135.295,
127.12335,135.3096,
127.16445,135.321125,
127.176475,135.323025,
127.216425,135.3289,
127.259175,135.348975,
127.2858,135.35255,
127.3117,135.368625,
127.34075,135.379875,
127.3557,135.398025,
127.376625,135.41085,
127.39245,135.4207,
127.410875,135.433275,
127.428625,135.4424,
127.453075,135.46185,
127.480775,135.4686,
127.508725,135.474675,
127.53415,135.491,
127.5592,135.495125,
127.595575,135.499,
127.6212,135.534725,
127.646425,135.53615,
127.663225,135.547925,
127.68005,135.56365,
127.6942,135.58035,
127.71525,135.59655,
127.734075,135.60455,
127.7548,135.611075,
127.786125,135.6238,
127.807775,135.629125,
127.838425,135.63805,
127.8617,135.66235,
127.8886,135.673125,
127.91255,135.688175,
127.93975,135.713575,
127.965025,135.740875,
127.997,135.7463,
128.018425,135.7938,
128.04255,135.822475,
128.060225,135.8292,
128.0825,135.839075,
128.10375,135.87285,
128.1238,135.87865,
128.142375,135.883975,
128.16395,135.903525,
128.185,135.913575,
128.20245,135.918325,
128.2221,135.9388,
128.242725,135.9511,
128.288425,135.96715,
128.328575,135.985375,
128.3639,136.022475,
128.390425,136.037825,
128.405075,136.044025,
128.4338,136.055875,
128.4618,136.092475,
128.481325,136.097125,
128.492875,136.130125,
128.527,136.1322,
128.5495,136.16405,
128.577275,136.17165,
128.610325,136.183375,
128.629475,136.1892,
128.661675,136.201175,
128.694125,136.206875,
128.733,136.216875,
128.75585,136.238975,
128.769475,136.25425,
128.80535,136.2568,
128.82725,136.28255,
128.843075,136.31055,
128.8578,136.3143,
128.868375,136.3266,
128.87635,136.3546,
128.888175,136.356,
128.9003,136.37955,
128.91065,136.39265,
128.91905,136.39505,
128.927425,136.412325,
128.93745,136.4339,
128.9467,136.439875,
128.965225,136.4531,
128.983475,136.464825,
128.9966,136.4669,
129.01285,136.468425,
129.02605,136.48555,
129.038475,136.49395,
129.050625,136.4965,
129.07295,136.51385,
129.088225,136.5158,
129.104175,136.52345,
129.126775,136.532175,
129.150875,136.5535,
129.16125,136.58985,
129.1847,136.596725,
129.20075,136.60625,
129.224425,136.6205,
129.244475,136.63645,
129.2608,136.644,
129.286875,136.6573,
129.3125,136.66125,
129.33605,136.67015,
129.3725,136.678725,
129.3933,136.685825,
129.420275,136.688775,
129.44495,136.724175,
129.474125,136.736275,
129.505025,136.7427,
129.5354,136.750775,
129.572175,136.7633,
129.59535,136.766775,
129.619825,136.785175,
129.6316,136.79425,
129.644475,136.8108,
129.657325,136.81225,
129.66715,136.8283,
129.678225,136.851725,
129.691475,136.8834,
129.70505,136.888575,
129.717675,136.894075,
129.73595,136.90935,
129.745775,136.9131,
129.76205,136.936575,
129.774725,136.951175,
129.788575,136.96845,
129.806675,136.974025,
129.818375,136.983,
129.84105,136.989,
129.856925,137.00155,
129.868025,137.00565,
129.891925,137.024025,
129.90385,137.0296,
129.9194,137.048075,
129.9336,137.05895,
129.954275,137.0725,
129.971375,137.08915,
129.98655,137.10775,
130.00755,137.11565,
130.019125,137.1329,
130.038825,137.16345,
130.04875,137.18475,
130.06005,137.19065,
130.0827,137.198625,
130.097175,137.20075,
130.120025,137.21575,
130.136675,137.226475,
130.152275,137.248275,
130.1695,137.260825,
130.1986,137.2651,
130.21625,137.2956,
130.256475,137.3081,
130.2722,137.32695,
130.28505,137.34855,
130.2952,137.369075,
130.306525,137.378675,
130.3211,137.38705,
130.3343,137.392425,
130.34345,137.41145,
130.350775,137.41915,
130.3645,137.42745,
130.376525,137.446925,
130.38685,137.450475,
130.39935,137.4636,
130.410975,137.478875,
130.422425,137.49105,
130.43145,137.5004,
130.4449,137.503175,
130.455525,137.510725,
130.46535,137.529375,
130.47935,137.55245,
130.484675,137.55995,
130.5031,137.573,
130.519825,137.5916,
130.534275,137.593375,
130.544575,137.616025,
130.56505,137.6211,
130.586325,137.63555,
130.6198,137.6366,
130.640825,137.64915,
130.662325,137.667775,
130.679375,137.692875,
130.72315,137.714025,
130.737975,137.73,
130.78045,137.733575,
130.795375,137.73815,
130.8197,137.777225,
130.845,137.80395,
130.88345,137.805925,
130.926725,137.820225,
130.945325,137.8305,
130.975525,137.84865,
131.0036,137.85395,
131.035975,137.9039,
131.04845,137.912425,
131.058675,137.9193,
131.068425,137.9289,
131.07895,137.957625,
131.0919,137.968475,
131.10755,137.97355,
131.116575,137.975175,
131.128175,137.99165,
131.170775,137.998525,
131.1885,138.0034,
131.208025,138.011325,
131.223425,138.0126,
131.2438,138.032375,
131.268275,138.0361,
131.296175,138.048975,
131.3238,138.059325,
131.351875,138.074675,
131.37395,138.102625,
131.39995,138.1122,
131.433975,138.1175,
131.478075,138.122025,
131.4899,138.154925,
131.5022,138.167125,
131.5139,138.1759,
131.521225,138.19015,
131.5395,138.210775,
131.55185,138.212025,
131.565275,138.22095,
131.578225,138.22855,
131.5881,138.272475,
131.5994,138.278875,
131.609375,138.280625,
131.621375,138.282675,
131.6324,138.289725,
131.646625,138.29585,
131.662725,138.301725,
131.67925,138.303425,
131.69895,138.3096,
131.7242,138.3265,
131.747575,138.35255,
131.7679,138.360275,
131.78175,138.37905,
131.81655,138.3816,
131.8415,138.391875,
131.871125,138.406575,
131.90935,138.419725,
131.93085,138.420975,
131.969625,138.423775,
131.987525,138.437575,
132.019675,138.450275,
132.045875,138.4579,
132.0688,138.470275,
132.103075,138.4734,
132.13465,138.47915,
132.162325,138.50015,
132.195825,138.508,
132.21685,138.51005,
132.247225,138.51125,
132.26515,138.527425,
132.284525,138.5386,
132.31465,138.54985,
132.327825,138.5707,
132.341925,138.57775,
132.36315,138.589325,
132.373025,138.6009,
132.38645,138.604725,
132.399225,138.610975,
132.4141,138.620525,
132.429325,138.661025,
132.4489,138.6704,
132.46075,138.675175,
132.476625,138.68285,
132.487425,138.693675,
132.510775,138.6998,
132.528775,138.706325,
132.5497,138.723975,
132.5703,138.7407,
132.59865,138.744375,
132.6303,138.753125,
132.6547,138.7684,
132.678625,138.7743,
132.699725,138.7842,
132.736225,138.797725,
132.76685,138.800375,
132.78835,138.803025,
132.8154,138.80915,
132.838525,138.819775,
132.870725,138.8339,
132.895275,138.850125,
132.914825,138.863925,
132.9286,138.877825,
132.94415,138.890775,
132.9829,138.904725,
132.9976,138.932025,
133.0108,138.93415,
133.028075,138.943275,
133.041125,138.9482,
133.06145,138.957,
133.073525,138.9587,
133.088825,138.9605,
133.1067,138.9633,
133.12015,138.975025,
133.143525,138.9865,
133.1537,139.000475,
133.179,139.012825,
133.20005,139.020275,
133.2189,139.025925,
133.2336,139.0401,
133.26515,139.041425,
133.29015,139.048425,
133.315675,139.05765,
133.3476,139.071925,
133.361525,139.09215,
133.394575,139.09955,
133.40555,139.107525,
133.412325,139.10895,
133.425675,139.11585,
133.4351,139.1344,
133.4565,139.146175,
133.466525,139.158425,
133.475325,139.163275,
133.483075,139.175875,
133.492,139.193175,
133.50675,139.195625,
133.5159,139.20155,
133.525775,139.219675,
133.538825,139.22195,
133.549275,139.23585,
133.561275,139.246225,
133.5709,139.26355,
133.58335,139.273375,
133.5975,139.28525,
133.613025,139.28675,
133.628675,139.2995,
133.6509,139.302675,
133.667225,139.310225,
133.685,139.313025,
133.701,139.338525,
133.7234,139.3445,
133.753425,139.346725,
133.7773,139.358975,
133.80575,139.38075,
133.8313,139.3892,
133.853725,139.406775,
133.869925,139.4135,
133.880175,139.42585,
133.89565,139.43755,
133.908725,139.4405,
133.918625,139.46965,
133.9346,139.488575,
133.94095,139.5101,
133.95325,139.533225,
133.9698,139.550225,
133.982125,139.577925,
133.993275,139.585,
134.0055,139.588625,
134.01385,139.60705,
134.024475,139.64175,
134.0386,139.676675,
134.066675,139.685375,
134.0794,139.6969,
134.098425,139.70175,
134.113175,139.720725,
134.13395,139.73275,
134.15205,139.756325,
134.17855,139.761675,
134.20885,139.780225,
134.230525,139.7922,
134.247925,139.795325,
134.26545,139.803525,
134.282925,139.812625,
134.3028,139.82615,
134.32185,139.835375,
134.3312,139.8443,
134.35765,139.8588,
134.372025,139.893425,
134.386425,139.914575,
134.40175,139.925225,
134.41185,139.941725,
134.428325,139.9552,
134.4398,139.969075,
134.4527,139.97135,
134.4692,139.983225,
134.490175,140.008925,
134.5103,140.018375,
134.531375,140.02745,
