SPK_SPKC03a (inhi),SPK_SPKC04a (no response),SPK_SPKC16a (no opto-tagging)
353.20485,376.1187,380.845825
353.2499,376.1769,380.9795
353.28705,376.271275,381.003025
353.333575,376.345975,381.1635
353.3609,376.38635,381.22095
353.40875,376.439975,381.304775
353.441475,376.540175,381.48955
353.475675,376.62235,381.514475
353.502825,376.698475,381.752225
353.54125,376.9814,381.793725
353.59135,377.142325,381.798375
353.70465,377.33465,381.870625
353.757075,377.383,382.0972
353.79785,377.585925,382.102675
353.872625,377.778725,382.40585
353.916075,378.15895,382.419925
353.95215,378.369525,382.5403
354.014725,378.426625,382.572475
354.055925,378.576525,382.6182
354.104875,378.6599,382.99105
354.227975,378.731175,383.2416
354.27345,378.7598,383.246125
354.310525,378.8118,383.259625
354.34705,378.882675,383.443325
354.38515,378.951275,383.5073
354.480125,378.99025,383.56075
354.5296,379.108875,383.56175
354.585325,379.325875,383.57005
354.71665,379.375775,383.71805
354.7596,379.489,383.793225
354.8133,379.5496,383.8043
354.857475,379.634,384.09735
354.9066,379.7064,384.122625
354.9382,379.83795,384.21855
354.9963,379.8703,384.275025
355.06545,379.94605,384.30585
355.118775,379.977825,384.50105
355.162375,380.092225,384.50515
355.226775,380.2424,384.604925
355.27715,380.383425,384.7502
355.33265,380.44355,384.948125
355.345575,380.5724,384.99885
355.38545,380.629875,385.182975
355.404825,380.681175,385.1866
355.44785,380.73225,385.191
355.4758,380.826975,385.1921
355.5498,380.87395,385.2965
355.575175,380.9619,385.41625
355.60625,381.038675,385.68095
355.62205,381.13545,385.695375
355.636325,381.26845,385.83845
355.70065,381.35255,385.862175
355.74265,381.428125,385.867525
355.90035,381.509975,385.95995
355.93915,381.857675,386.271075
355.993575,381.936325,386.2793
356.02825,382.09325,386.436775
356.074175,382.1175,386.4795
356.14565,382.198875,386.634475
356.2045,382.2554,386.6519
356.23925,382.3304,386.6931
356.28105,382.354625,386.755775
356.34155,382.416725,386.850175
356.4134,382.511,386.89505
356.450725,382.884075,386.914475
356.498375,382.94825,386.922175
356.5367,382.9947,387.183075
356.621875,383.06605,387.204775
356.659175,383.17265,387.395875
356.692425,383.23835,387.445325
356.727225,383.28345,387.44905
356.795475,383.336825,387.559425
356.812425,383.3797,387.883025
356.828475,383.42165,387.8881
356.841025,383.476975,387.89455
356.853825,383.5479,387.9659
356.876525,383.633425,388.032775
356.8907,383.771375,388.227725
356.911725,383.843725,388.273925
356.94195,383.921025,388.316025
357.01245,383.96015,388.329825
357.0656,384.12335,388.337125
357.1267,384.20585,388.3413
357.214975,384.30425,388.604525
357.237675,384.37925,388.609025
357.2663,384.44795,388.767725
357.3208,384.5129,388.799775
357.349525,384.5386,388.806425
357.379775,384.5892,388.836875
357.4067,384.72085,388.853775
357.484675,384.798925,388.857175
357.58445,384.88825,388.8661
357.633725,385.082575,389.038625
357.672025,385.158125,389.04745
357.722375,385.3126,389.1756
357.758275,385.40145,389.22015
357.7882,385.506475,389.23055
357.802975,385.595575,389.262075
357.817,385.68395,389.307525
357.848625,385.78605,389.32105
357.8778,385.910575,389.3688
357.9137,385.9451,389.3867
357.988325,385.957325,389.401725
358.037475,386.040625,389.6288
358.0864,386.092,389.71125
358.139025,386.15225,389.722375
358.188475,386.197325,389.732825
358.24445,386.22635,389.855075
358.290225,386.2905,389.906425
358.33035,386.3691,390.0018
358.368775,386.396375,390.127725
358.451225,386.44485,390.2104
358.5216,386.4747,390.226525
358.556975,386.592725,390.2724
358.58885,386.6786,390.30975
358.614175,386.777925,390.3342
358.62775,386.8095,390.3484
358.6617,386.88605,390.445675
358.70595,386.934375,390.452225
358.74675,386.9958,390.766025
358.774,387.06455,390.79225
358.79785,387.115825,390.7992
358.8325,387.172825,390.8442
358.8592,387.294275,390.85
358.89415,387.3804,390.867675
358.935375,387.67435,390.8779
359.0196,387.70365,390.8959
359.0444,387.80075,391.2281
359.07405,387.86515,391.2914
359.127675,387.932575,391.335
359.165025,388.034075,391.3538
359.20195,388.133975,391.366
359.24935,388.23635,391.482075
359.320375,388.43605,391.669425
359.381825,388.66095,391.954425
359.42565,388.718075,392.0549
359.460525,388.75985,392.102
359.53635,388.81755,392.123125
359.5665,388.8624,392.197025
359.5955,388.927125,392.2423
359.6457,389.008175,392.327725
359.680875,389.0641,392.4395
359.717925,389.100325,392.5053
359.75545,389.212325,393.00125
359.809025,389.255575,393.00605
359.859175,389.3231,393.426775
359.9733,389.4008,393.431525
360.004475,389.476625,393.6694
360.0159,389.532925,394.112
360.046725,389.665775,394.1854
360.1243,389.73235,394.3051
360.184075,389.917225,394.381125
360.199625,389.962175,394.425225
360.2372,390.26265,394.626675
360.255675,390.509775,394.772
360.310475,390.6655,395.126025
360.38645,390.7711,395.133525
360.41105,390.90415,395.228275
360.439125,391.05755,395.2361
360.47275,391.20525,395.335975
360.504575,391.369,395.483125
360.5349,391.588925,395.6406
360.61225,391.931125,395.70955
360.645525,392.02935,395.71765
360.678525,392.244375,395.767
360.7428,392.343125,395.769275
360.780425,392.499275,395.775275
360.819775,392.652025,395.8038
360.866025,392.778525,395.934475
360.893675,392.82505,395.9531
360.936625,392.8716,396.119075
360.966025,392.897525,396.207675
360.98145,392.93195,396.2114
360.99445,392.99415,396.214425
361.008525,393.0385,396.24615
361.023625,393.076325,396.286125
361.039575,393.112275,396.369825
361.053475,393.1421,396.693325
361.07195,393.19055,396.700925
361.0871,393.207825,396.976975
361.10725,393.251125,397.085525
361.136075,393.290725,397.256
361.1919,393.36405,397.288325
361.23505,393.452325,397.533325
361.26595,393.524775,397.62725
361.308175,393.650225,397.643775
361.340775,393.740475,397.70845
361.39605,393.79595,397.813175
361.419025,393.848625,397.89425
361.45025,393.89785,398.06745
361.54285,393.92805,398.0746
361.585625,394.01735,398.23365
361.6216,394.053375,398.27265
361.649875,394.0919,398.345575
361.695225,394.123425,398.484025
361.716825,394.13555,398.73965
361.7763,394.226525,398.903675
361.806875,394.2811,398.923275
361.879,394.32975,399.010325
361.9852,394.35865,399.11655
362.0584,394.461625,399.1672
362.10285,394.589725,399.1763
362.13045,394.636725,399.184325
362.225975,394.72075,399.537375
362.253175,394.78155,399.674975
362.28625,394.82385,399.7621
362.333225,394.858875,399.784075
362.37585,394.9115,399.8039
362.4132,394.9396,400.0127
362.46325,394.9853,400.0197
362.499475,395.21665,400.144725
362.5687,395.263675,400.2122
362.61415,395.3282,400.464225
362.646825,395.38995,400.63385
362.747625,395.44615,400.663125
362.79305,395.496125,400.869125
362.822325,395.57585,401.035575
362.880025,395.7817,401.0622
362.94275,395.85635,401.1567
363.051575,396.164125,401.35645
363.097275,396.300025,401.36135
363.113025,396.349625,401.3673
363.15005,396.37815,401.55955
363.22865,396.480075,401.737675
363.26705,396.612075,402.025875
363.2906,396.65385,402.297075
363.339825,396.691775,402.41775
363.372425,396.756275,402.4243
363.39365,396.8096,402.68555
363.44175,396.918675,402.7933
363.469925,397.113875,402.821975
363.514825,397.24915,402.8727
363.55335,397.2933,403.038675
363.60085,397.32225,403.120475
363.67675,397.371425,403.210625
363.713525,397.442475,403.266375
363.73015,397.498375,403.654425
363.74665,397.525675,403.67125
363.770725,397.566525,403.7724
363.789125,397.64895,403.809975
363.807925,397.8466,403.8858
363.820475,398.0221,403.910875
363.858225,398.193625,404.073475
363.88645,398.2788,404.121975
363.92735,398.333925,404.1971
363.960675,398.44615,404.279675
363.993475,398.702325,404.4502
364.0503,398.7737,404.46635
364.119625,398.926425,404.663275
364.17265,398.998,404.89985
364.1919,399.054725,405.0863
364.2169,399.32195,405.152175
364.231075,399.402675,405.333825
364.2578,399.429775,405.3401
364.277625,399.476875,405.45345
364.343075,399.66565,405.52975
364.373175,399.72835,405.640325
364.440375,400.035375,405.856175
364.478975,400.2998,405.980525
364.521325,400.507925,405.987175
364.561425,401.0373,406.09915
364.599925,401.116025,406.140325
364.64035,401.371225,406.36895
364.679725,401.563325,406.411
364.724625,401.72585,406.851175
364.763675,401.825475,406.939575
364.8264,401.8478,407.26985
364.9093,401.9031,407.31425
364.9824,401.94685,407.497475
365.0186,402.05915,407.550025
365.050425,402.109025,407.579925
365.074275,402.139625,407.623
365.159075,402.17095,407.63015
365.19495,402.206825,407.65465
365.239025,402.323775,407.659225
365.257625,402.3925,407.7583
365.28075,402.4413,407.80615
365.300125,402.505775,407.816425
365.3291,402.557975,407.823775
365.36075,402.6164,407.8276
365.38455,402.6885,407.8344
365.424225,402.72825,408.017725
365.453225,402.7924,408.0259
365.4955,402.85465,408.2354
365.52785,402.926775,408.24
365.55435,402.991525,408.34355
365.57355,403.0435,408.4381
365.603525,403.130925,408.4636
365.62755,403.33745,408.6116
365.643925,403.449325,408.648275
365.6631,403.489625,408.67595
365.723775,403.603025,408.725725
365.754175,403.63785,408.902325
365.8329,403.669625,408.982075
365.859075,403.69775,408.998325
365.988575,403.73325,409.007275
366.0175,403.7799,409.0107
366.099375,403.822,409.0155
366.12515,403.8623,409.081775
366.15335,403.921825,409.201325
366.184825,404.006275,409.21275
366.225775,404.05755,409.22245
366.259025,404.2074,409.227875
366.28565,404.25435,409.2319
366.323125,404.344075,409.3691
366.354475,404.37865,409.394775
366.379925,404.484,409.399175
366.415025,404.611425,409.4321
366.49215,404.71455,409.443825
366.5287,404.7381,409.5701
366.6009,404.752875,409.58255
366.64995,404.811325,409.718
366.69005,404.8448,409.7858
366.775275,404.9227,409.807025
366.799525,404.95885,409.84015
366.831825,404.99405,409.925
366.8597,405.03365,409.929675
367.035,405.12345,410.044
367.07865,405.16,410.075925
367.121725,405.206275,410.08675
367.1534,405.24225,410.103775
367.1904,405.278825,410.10765
367.26015,405.322575,410.115925
367.28345,405.373875,410.150975
367.309675,405.4666,410.1627
367.336225,405.549525,410.169025
367.363125,405.61715,410.19855
367.386825,405.6782,410.21335
367.408425,405.70695,410.2653
367.43095,405.797,410.288725
367.452425,405.91045,410.290975
367.4872,405.9884,410.31995
367.5278,406.060925,410.3421
367.562875,406.109725,410.38085
367.612175,406.131975,410.386975
367.6557,406.1463,410.39805
367.687425,406.21285,410.427925
367.7158,406.2722,410.446425
367.74275,406.36285,410.47435
367.774275,406.399325,410.522825
367.80045,406.425475,410.723825
367.862125,406.4813,410.77695
367.89635,406.5421,410.78875
367.93145,406.6603,410.7937
367.9659,406.716475,410.8093
367.9963,406.75515,410.818975
368.035675,406.806525,410.825875
368.1433,406.85525,410.86505
368.178375,406.93245,410.885525
368.2521,407.016675,410.902775
368.290025,407.039875,411.0441
368.340475,407.093,411.1589
368.369975,407.170375,411.17175
368.3971,407.223125,411.200425
368.415975,407.25565,411.21235
368.464125,407.283775,411.2308
368.494075,407.310925,411.329925
368.545675,407.3562,411.437075
368.589925,407.41075,411.51595
368.733075,407.451775,411.567875
368.763475,407.584075,411.57435
368.798325,407.638,411.657475
368.822425,407.807825,411.6664
368.856375,407.97475,411.7504
368.896025,408.07345,411.84695
368.975075,408.129225,411.87065
369.01425,408.158725,411.90535
369.108425,408.24005,411.943375
369.14745,408.2899,411.9811
369.17025,408.346725,412.0188
369.199825,408.4031,412.028325
369.3464,408.468575,412.046625
369.37265,408.540325,412.15605
369.416325,408.6171,412.3586
369.44465,408.684625,412.404325
369.492525,408.761775,412.417025
369.5316,408.7926,412.598625
369.602825,408.893925,412.69115
369.638,408.910725,412.77205
369.664925,408.9473,412.8268
369.859425,408.996025,413.04895
369.9314,409.018775,413.0908
369.950725,409.0885,413.108075
369.96445,409.129175,413.20665
370.005875,409.1816,413.2132
370.027,409.284275,413.327475
370.054575,409.351125,413.611225
370.07565,409.4069,413.6187
370.106725,409.44565,413.653375
370.17035,409.56995,413.76375
370.209625,409.6556,413.827625
370.25065,409.726475,413.883075
370.283425,409.793375,414.149775
370.319675,409.875875,414.23695
370.359475,409.93985,414.350425
370.4055,410.021,414.5599
370.465325,410.054625,414.618825
370.535375,410.1761,414.639725
370.5828,410.44355,414.709375
370.6219,410.493,414.7373
370.6648,410.630725,414.820225
370.6992,410.6773,414.86115
370.780575,410.768775,414.944875
370.820425,410.850975,415.0453
370.9661,410.982875,415.053
371.00825,411.093825,415.056675
371.053775,411.118325,415.064075
371.088275,411.32285,415.074575
371.140325,411.455075,415.077675
371.2079,411.65475,415.279275
371.2562,411.76625,415.3215
371.295075,411.82975,415.341375
371.3167,411.903575,415.380775
371.333425,412.080125,415.42345
371.340175,412.151525,415.42795
371.351275,412.18315,415.852225
371.36905,412.28695,415.85755
371.38785,412.3327,415.9666
371.42725,412.3568,415.97835
371.4408,412.4322,415.993975
371.496075,412.460625,416.069125
371.51285,412.547375,416.133925
371.545175,412.592775,416.16065
371.572275,412.6275,416.16465
371.64245,412.6981,416.4226
371.76385,412.8057,416.47485
371.843725,412.88995,416.547125
371.9121,412.9508,416.599375
371.937475,413.121125,416.603125
371.95215,413.159875,416.605575
371.9833,413.277825,416.705925
372.0194,413.356875,416.733575
372.0495,413.517175,416.765375
372.101625,413.66445,416.907375
372.18685,413.729775,416.9303
372.234875,413.90095,417.193425
372.278875,413.9362,417.209725
372.3229,413.9555,417.2153
372.363025,414.039075,417.4855
372.39935,414.09745,417.842875
372.480775,414.156725,418.0277
372.544575,414.1885,418.16215
372.561325,414.226075,418.24345
372.5796,414.275625,418.263375
372.60205,414.322325,418.30555
372.6194,414.376425,418.410125
372.64055,414.441375,418.533675
372.664475,414.48905,418.6147
372.783,414.57305,418.639275
372.821525,414.851875,418.737325
372.862925,414.95375,418.924575
372.952775,415.07855,419.069675
372.995825,415.270675,419.077325
373.040525,415.3893,419.223
373.097,415.55225,419.22795
373.18085,415.675875,419.426775
373.2242,415.7454,419.433175
373.3157,415.86805,419.473075
373.332875,416.0737,419.591
373.366875,416.22885,419.625625
373.38565,416.421825,419.877
373.398925,416.703725,419.923425
373.421475,416.7911,420.1178
373.43855,416.9238,420.15685
373.521475,416.969775,420.2426
373.55095,417.002675,420.324175
373.57465,417.073925,420.414475
373.620475,417.1438,420.438675
373.658525,417.1821,420.4593
373.695925,417.2493,420.577425
373.733725,417.297475,420.930775
373.764125,417.374675,420.969
373.904825,417.446475,421.014425
373.9574,417.531,421.20845
374.02705,417.62305,421.27415
374.0627,417.6545,421.293325
374.098975,417.758425,421.39925
374.15145,417.788325,421.43425
374.181425,417.8054,421.52405
374.222575,417.826575,421.633175
374.27535,417.8658,421.756175
374.31775,417.887225,421.8374
374.336775,417.907375,421.8582
374.353425,417.93965,422.062375
374.380075,417.9631,422.185575
374.397475,418.006725,422.209375
374.428375,418.032025,422.236725
374.47235,418.048425,422.291325
374.562675,418.065275,422.44495
374.59145,418.122175,422.639875
374.620925,418.157525,422.76135
374.6715,418.196725,422.76795
374.70255,418.23435,422.848275
374.7408,418.285475,422.95935
374.776475,418.325075,423.05505
374.8045,418.354725,423.238475
374.837725,418.381125,423.48905
374.929975,418.413425,423.773075
374.959325,418.4567,423.790875
374.993425,418.480675,424.025275
375.094125,418.5098,424.25825
375.120325,418.54105,424.6017
375.161025,418.554875,424.617325
375.199,418.575925,424.788225
375.2356,418.6007,424.8679
375.2892,418.629575,424.891025
375.313075,418.672875,425.004475
375.325325,418.75395,425.02935
375.3618,418.77275,425.191
375.3775,418.815875,425.3147
375.42105,418.84955,425.45135
375.448825,418.882475,425.54205
375.477075,418.92035,425.6484
375.518075,418.927125,425.723775
375.557375,418.95335,425.780475
375.6402,418.9882,425.947475
375.6938,419.067075,426.0074
375.725825,419.122425,426.01415
375.77345,419.14455,426.187725
375.824075,419.1634,426.2329
375.899525,419.279875,426.39465
375.938425,419.331125,426.574475
376.025175,419.371775,426.67905
376.0645,419.422525,426.730875
376.1034,419.458775,426.949425
376.126375,419.469575,426.97885
376.14775,419.50575,427.143775
376.16495,419.53695,427.23345
376.180925,419.5946,427.48295
376.211325,419.652225,427.607575
376.2554,419.70045,427.790975
376.277325,419.714625,427.999975
376.3239,419.7586,428.003875
376.3736,419.805575,428.14915
376.449525,419.8285,428.21235
376.487175,419.858125,428.242725
376.5203,419.8787,428.2875
376.64,419.922525,428.349
376.740175,419.955075,428.394475
376.81675,419.982875,428.484525
376.865725,420.036775,428.4984
376.893525,420.058,428.7925
376.966575,420.0835,428.8343
377.00115,420.12915,428.838275
377.099875,420.157175,429.17625
377.139875,420.1952,429.3038
377.16175,420.23435,429.351675
377.1822,420.297425,429.46795
377.198175,420.322275,429.54585
377.218625,420.3483,429.6584
377.25645,420.4215,429.677
377.280125,420.448325,429.748075
377.3231,420.5053,429.830075
377.3525,420.5501,430.151475
377.395425,420.5838,430.19235
377.4327,420.5952,430.339475
377.51455,420.658675,430.344825
377.566425,420.683275,430.3584
377.604925,420.7203,430.363575
377.683125,420.730275,430.37425
377.71425,420.746775,430.37865
377.757,420.7784,430.6753
377.8013,420.820375,430.8976
377.90135,420.83735,430.962675
377.994125,420.9069,430.98215
378.03335,420.92645,430.985725
378.065975,420.9571,431.001
378.0982,421.00135,431.27445
378.136675,421.03025,431.3498
378.2221,421.06035,431.373925
378.25,421.1176,431.506525
378.32345,421.1678,431.602075
378.35345,421.203,431.642925
378.407575,421.23835,431.772425
378.43165,421.297325,431.78075
378.489175,421.33175,431.784875
378.5147,421.373,431.83465
378.6513,421.40885,431.93915
378.6733,421.437775,431.969125
378.72255,421.487,431.976875
378.7467,421.587625,432.0321
378.784925,421.624525,432.0369
378.805525,421.65315,432.071775
378.822025,421.720075,432.254725
378.839875,421.74545,432.334375
378.859575,421.787425,432.388025
378.89555,421.8182,432.497775
378.913875,421.870725,432.5038
378.94085,421.9086,432.581
378.968775,421.975025,432.64655
378.988775,422.004025,432.702525
379.02285,422.05345,432.76085
379.066775,422.123725,432.786425
379.1083,422.1654,432.9445
379.15035,422.2608,432.954825
379.29135,422.3069,432.99245
379.35705,422.336175,433.274475
379.36975,422.383775,433.2795
379.419625,422.4249,433.469225
379.44545,422.44635,433.54675
379.5019,422.521575,433.6246
379.5354,422.612675,433.73795
379.564175,422.632775,433.959675
379.5933,422.652525,433.978875
379.70815,422.7068,434.430525
379.749325,422.72075,434.76335
379.81835,422.81365,434.7703
379.858825,422.901375,434.94585
379.885125,422.926075,435.058375
379.905825,422.936075,435.114325
379.94295,422.966425,435.2009
379.976275,423.01285,435.258125
380.007275,423.062525,435.4465
380.04025,423.122825,435.45655
380.069025,423.150475,436.040225
380.107275,423.1876,436.0614
380.1385,423.223075,436.117375
380.1821,423.2519,436.128675
380.2067,423.278325,436.437025
380.28855,423.30005,436.487875
380.438325,423.3715,436.5047
380.45675,423.390225,436.512725
380.4817,423.431725,436.662725
380.5371,423.466,436.961025
380.596125,423.54985,437.082275
380.65265,423.58515,437.135375
380.668175,423.59385,437.270875
380.7001,423.629425,437.41845
380.7891,423.6742,437.4238
380.81305,423.70565,437.6576
380.84335,423.751125,437.74525
380.878125,423.8,438.02875
380.9247,423.87075,438.230625
381.014425,424.00525,438.350275
381.057175,424.03175,438.366725
381.091025,424.0474,438.6
381.13595,424.115575,438.65625
381.165875,424.163875,438.69755
381.2011,424.19115,438.745325
381.24645,424.2208,438.760575
381.291625,424.363775,438.8154
381.3304,424.41065,438.8775
381.382575,424.448175,438.948225
381.4636,424.4856,438.99405
381.547925,424.52595,439.12735
381.6297,424.59105,439.259725
381.725325,424.65205,439.330575
381.76515,424.6961,439.35675
381.8008,424.72825,439.38125
381.825,424.800225,439.6887
381.879175,424.83755,439.781625
381.95915,424.871375,439.79155
381.98785,424.883125,439.800075
382.05425,424.917475,439.878975
382.091975,424.966225,440.0749
382.135575,425.01075,440.08015
382.15325,425.0592,440.2195
382.1961,425.107075,440.7687
382.229025,425.133875,440.774475
382.2636,425.2034,441.2095
382.317525,425.2416,441.3466
382.3424,425.280925,441.374825
382.38205,425.295325,441.4559
382.410825,425.36835,441.4625
382.44165,425.4382,441.64545
382.4794,425.469,441.743875
382.529275,425.523175,441.7488
382.574125,425.641175,441.8777
382.6052,425.786,441.96205
382.65305,425.84615,442.01475
382.688975,425.862525,442.0347
382.723675,425.90605,442.040775
382.76375,425.98755,442.25555
382.82025,426.0559,442.3102
382.8684,426.101675,442.4492
382.89575,426.245,442.496125
382.97955,426.25995,442.526975
383.003625,426.329075,442.640875
383.0309,426.401525,442.646175
383.049175,426.477875,442.775775
383.0605,426.5193,442.919075
383.07605,426.5688,443.196875
383.088925,426.807325,443.203225
383.100825,426.81845,443.392525
383.1169,426.85435,443.520825
383.1314,426.900675,443.585225
383.176525,426.95665,443.941375
383.268675,426.97615,444.2276
383.3034,427.0141,444.5661
383.36715,427.062575,444.570925
383.396025,427.130275,444.818475
383.42955,427.2918,444.9962
383.452975,427.419,445.006525
383.48815,427.47265,445.244125
383.5254,427.556475,445.3374
383.56755,427.589375,445.42075
383.608475,427.649575,445.494775
383.64995,427.758475,445.72255
383.690575,427.78095,445.83795
383.7248,427.983175,445.913925
383.774425,428.027925,445.946525
383.834925,428.065425,445.9822
383.880375,428.131975,446.20465
383.914875,428.26085,446.2314
383.936025,428.353675,446.40155
384.05085,428.4071,446.4909
384.0804,428.437925,446.53905
384.157675,428.56375,446.683625
384.193825,428.6154,446.688725
384.231,428.777375,446.729225
384.259375,428.86395,446.8624
384.2793,428.9992,446.949275
384.30305,429.034325,446.962075
384.32205,429.071025,447.15055
384.3434,429.1027,447.195925
384.3658,429.3038,447.5489
384.385425,429.341475,447.57355
384.4392,429.41925,447.656275
384.5033,429.441825,447.918125
384.547775,429.4687,448.0203
384.60175,429.4919,448.2465
384.645075,429.578,448.27105
384.6801,429.6198,448.5162
384.715825,429.679775,448.52015
384.773175,429.90285,448.547525
384.808775,429.99085,448.559325
384.85835,430.06255,448.5695
384.894375,430.109525,448.697875
384.92465,430.19945,448.752
384.951675,430.261525,448.923875
384.97335,430.51615,448.927025
385.015025,430.654475,449.025625
385.119,430.844425,449.113825
385.150325,431.160575,449.166225
385.180825,431.334425,449.274825
385.207825,431.43215,449.45435
385.280825,431.5427,449.47255
385.359575,431.680425,449.6955
385.413825,431.904725,449.701025
385.459775,431.97185,449.8081
385.497525,432.07125,449.927425
385.585875,432.82375,449.9515
385.6097,433.117325,450.035475
385.6459,433.1703,450.1417
385.67075,433.273125,450.165275
385.7237,433.55655,450.1688
385.75405,433.680275,450.30055
385.885525,433.732475,450.309875
385.925275,433.889625,450.365725
385.9448,434.296175,450.498475
385.9524,434.83115,450.52975
385.963875,434.992875,450.57495
386.004775,435.79285,450.71925
386.016825,435.856,450.782
386.068175,435.955025,450.8471
386.159575,436.01675,450.882375
386.184275,436.118775,450.956625
386.211925,436.16455,451.141475
386.278475,436.24155,451.2246
386.304825,436.28555,451.230725
386.341225,436.359675,451.2492
386.36115,436.42825,451.43725
386.405875,436.669225,451.532625
386.4315,436.875625,451.605625
386.515175,437.725675,451.7786
386.56135,438.010675,451.7904
386.599725,438.34995,451.812525
386.648425,438.423825,451.86425
386.7031,438.436125,451.869775
386.734775,438.4904,451.887175
386.784425,438.57085,451.97505
386.8135,438.623075,452.311375
386.854975,438.6669,452.3707
386.8886,438.73065,452.415575
386.9836,438.8108,452.42125
387.0288,438.85455,452.515825
387.077175,438.9906,452.530925
387.121675,439.091375,452.590175
387.158325,439.177675,452.716925
387.1843,439.2889,452.77895
387.209,439.33485,453.032925
387.2603,439.425775,453.055625
387.310725,439.999775,453.513275
387.3807,440.0403,453.5849
387.4254,440.404825,453.6701
387.474025,440.5838,453.746375
387.52385,440.83655,453.76
387.58125,440.93685,453.994575
387.651325,440.97735,454.026775
387.68545,441.066975,454.18125
387.820975,441.124975,454.202625
387.86215,441.340875,454.2683
387.897075,441.5603,454.5024
388.0414,441.608625,454.52585
388.1111,441.7192,454.6664
388.1669,441.7712,454.675375
388.208425,441.82105,454.88465
388.256425,441.890075,454.88895
388.2938,442.216525,455.016725
388.317425,442.38345,455.14245
388.412175,442.460825,455.19105
388.47005,443.0119,455.4144
388.51395,443.090575,455.4225
388.56875,443.153875,455.700375
388.60685,443.384975,455.84725
388.658725,443.44935,455.95425
388.68235,443.50495,456.16145
388.702675,443.57595,456.282725
388.7444,443.7078,456.322575
388.797925,443.7785,456.32905
388.8484,443.97125,456.474075
388.8813,444.206325,456.565775
388.9203,444.36495,456.622175
388.945725,444.480575,457.03705
388.965475,444.558975,457.181125
389.014425,444.79305,457.23055
389.1131,444.840775,457.309475
389.136575,444.93995,457.32775
389.242975,444.978325,457.362325
389.2714,445.079125,457.4652
389.3585,445.215925,457.654975
389.385525,445.32355,457.8457
389.41625,445.448875,457.84945
389.454025,445.56615,457.9868
389.483275,445.713475,457.998675
389.59305,445.86955,458.188425
389.635325,446.0393,458.23685
389.673825,446.18985,458.242525
389.767325,446.24585,458.482875
389.802725,446.3095,458.488725
389.849575,446.429025,458.68405
389.888425,446.50845,458.824
389.943425,446.604025,458.846
389.9755,446.6752,458.946625
390.02795,446.751125,458.95155
390.061975,446.936625,459.3379
390.114875,447.0745,459.344
390.145875,447.1991,459.49405
390.1706,447.551325,459.69705
390.22195,447.609025,459.865825
390.26595,447.693525,459.885725
390.287075,447.72235,459.912325
390.3326,447.798125,460.003625
390.36305,447.8465,460.0154
390.41485,447.865775,460.12775
390.4568,447.898975,460.249075
390.51905,447.935825,460.28665
390.579525,447.9605,460.574975
390.611,447.989675,460.60865
390.6664,448.020475,460.687
390.7509,448.0549,460.69195
390.782125,448.09405,460.702075
390.826825,448.121525,460.83505
390.915625,448.145425,460.8697
390.942725,448.185175,460.9109
390.981375,448.2265,460.960875
391.03695,448.2577,461.0358
391.11095,448.30885,461.246275
391.1663,448.34035,461.26555
391.317925,448.3856,461.30535
391.36385,448.4321,461.584625
391.420275,448.521,461.632725
391.444625,448.5671,461.80365
391.482725,448.644225,462.04245
391.59325,448.6945,462.127475
391.636275,448.75685,462.181475
391.693125,448.77155,462.2077
391.805525,448.83125,462.252375
391.85245,448.89265,462.445575
391.975375,448.964675,462.476775
392.015225,449.1521,462.544425
392.059925,449.20355,462.56955
392.08685,449.27495,462.71355
392.11985,449.328175,462.722075
392.16585,449.568075,462.74555
392.219325,449.602075,462.875075
392.252675,449.676825,462.879
392.2939,449.8178,463.115375
392.346775,449.854825,463.311275
392.378,449.93315,463.317325
392.410975,450.014275,463.436875
392.4582,450.085725,463.444075
392.4888,450.323425,463.4614
392.52925,450.365025,463.56275
392.62395,450.4178,463.652825
392.694075,450.458925,463.66325
392.8189,450.561175,463.68595
392.85905,450.599975,463.721275
392.876075,450.6582,463.7433
392.89785,450.71105,463.8832
392.9228,450.850925,463.96175
392.993425,450.94135,464.12635
393.01705,450.9801,464.2546
393.1106,451.019675,464.38155
393.13265,451.088175,464.41625
393.156475,451.231125,464.482125
393.183,451.330225,464.485575
393.28085,451.41425,464.5061
393.3742,451.451175,464.5793
393.44885,451.5013,464.7851
393.49235,451.5494,465.323175
393.54425,451.60005,465.45445
393.57685,451.666125,465.498375
393.678675,451.739925,465.743825
393.7812,451.800175,465.90075
393.8119,451.828325,465.9116
393.850875,451.9298,465.94525
393.9008,451.997,466.077125
393.9326,452.319725,466.238075
393.947025,452.54085,466.366125
393.957475,452.670025,466.36825
393.9741,452.8436,466.372275
393.99315,452.9352,466.6658
394.04845,453.20295,466.6948
394.0704,453.2296,466.71455
394.121425,453.30945,466.718775
394.149475,453.3468,466.724125
394.1814,453.391425,466.733025
394.206575,453.44655,466.79875
394.27165,453.586025,466.9299
394.2974,453.8858,466.93565
394.3505,453.982075,466.946475
394.3953,454.113325,466.953125
394.4277,454.15885,467.1805
394.511275,454.443525,467.37025
394.5528,454.53295,467.48845
394.623825,454.6051,467.781875
394.639675,454.659725,468.07565
394.657325,454.716875,468.082025
394.69355,454.776125,468.175225
394.733525,454.8825,468.234175
394.774,455.252825,468.28795
394.799975,455.280925,468.33745
394.8474,455.333025,468.5388
394.8789,455.380525,468.655125
