SPK_SPKC03a (inhi),SPK_SPKC04a (no response),SPK_SPKC16a (no opto-tagging)
394.916625,455.405625,468.66185
394.958825,455.45465,468.744525
395.03715,455.49775,468.8533
395.082,455.52405,469.0097
395.133775,455.5619,469.02745
395.235975,455.5939,469.298675
395.2764,455.633475,469.401925
395.32045,455.686675,469.407925
395.35745,455.71135,469.603425
395.38835,455.7488,469.717525
395.417,455.79885,469.831625
395.442225,455.862975,469.839275
395.468525,455.909325,469.90265
395.51085,455.951275,469.988675
395.60015,456.0067,470.03435
395.694475,456.054425,470.073875
395.852225,456.119775,470.187725
395.886825,456.199425,470.27515
395.93515,456.25855,470.300725
395.9862,456.3078,470.3426
396.030175,456.3582,470.52455
396.0783,456.392175,470.62205
396.143675,456.448625,470.733575
396.26535,456.614725,470.8215
396.3152,456.860975,470.83605
396.343,456.9456,470.935775
396.374275,457.004675,471.23315
396.387175,457.065625,471.2791
396.404175,457.1384,471.365025
396.4641,457.18855,471.376
396.487625,457.38165,471.380175
396.508625,457.4184,471.3932
396.53225,457.726375,471.5487
396.5625,457.7767,471.58025
396.608625,457.87405,471.613425
396.687,458.1306,471.6247
396.71975,458.15235,471.628075
396.7372,458.2069,471.633875
396.7523,458.2506,471.642775
396.778425,458.2961,471.81655
396.807675,458.383775,472.118575
396.84675,458.560025,472.131225
396.8779,458.634025,472.237075
397.022875,458.676125,472.325825
397.066175,458.873025,472.55765
397.1143,458.920175,472.7398
397.1479,458.98715,472.801225
397.2012,459.017475,472.828625
397.241675,459.044025,472.981475
397.276525,459.11355,473.05765
397.29445,459.1437,473.110525
397.34735,459.19715,473.115175
397.39735,459.23135,473.1188
397.415775,459.2664,473.264475
397.4323,459.295675,473.271125
397.460525,459.327375,473.47305
397.4935,459.3651,473.577275
397.55075,459.445625,473.706925
397.584425,459.484125,473.847375
397.626675,459.519775,473.9591
397.665925,459.58845,473.9706
397.7072,459.665025,474.103
397.787475,459.737625,474.26895
397.8176,459.777925,474.3123
397.857075,459.8638,474.35015
397.8953,459.888675,474.436625
397.946875,459.930375,474.7126
398.01875,460.0033,474.73145
398.061825,460.064375,474.911375
398.100125,460.107875,474.918975
398.149875,460.274925,475.19475
398.18,460.3175,475.34775
398.207025,460.404575,475.414675
398.268525,460.50395,475.43195
398.31715,460.606775,475.5684
398.3684,460.68045,475.58765
398.425825,460.8624,475.65805
398.480125,460.8924,475.7142
398.519375,460.952975,475.91435
398.5918,460.99755,475.982825
398.687675,461.027275,476.013025
398.744725,461.07665,476.0934
398.780075,461.185175,476.1054
398.826425,461.3436,476.151575
398.87045,461.608025,476.325525
398.9104,461.699975,476.5501
398.93495,461.739425,476.590475
398.966125,461.77055,476.60805
398.995425,461.810925,476.849875
399.04225,461.8823,476.85645
399.080225,461.932175,476.94735
399.1207,461.9607,477.121975
399.18385,461.989275,477.169775
399.2478,462.02475,477.2449
399.312175,462.044375,477.472325
399.348,462.084725,477.6151
399.466575,462.1204,477.71585
399.517975,462.167725,477.723
399.570225,462.223725,478.13275
399.629625,462.2942,478.163825
399.6829,462.401725,478.170675
399.71215,462.52105,478.3815
399.751725,462.5641,478.71045
399.781775,462.639925,478.74495
399.8173,462.79705,478.752475
399.873325,462.826925,478.808325
399.935025,462.888275,479.37125
399.98785,462.95335,479.4473
400.017675,462.98085,479.460125
400.089425,463.0095,479.6984
400.153525,463.048525,479.725275
400.20785,463.093875,479.94385
400.255425,463.1355,480.163775
400.269175,463.17265,480.279225
400.3252,463.215175,480.30255
400.41145,463.25205,480.3681
400.475425,463.299175,480.604825
400.54195,463.3531,480.611325
400.591625,463.44985,480.805125
400.6391,463.55335,481.046875
400.698375,463.712425,481.071825
400.764375,463.7826,481.5244
400.81455,463.838325,481.77085
400.858575,463.913375,481.7769
400.932175,464.152925,481.948575
400.9726,464.1825,482.025425
401.019125,464.2345,482.1617
401.19645,464.3458,482.16815
401.233725,464.39045,482.3194
401.306125,464.4296,482.3366
401.3622,464.5139,482.44285
401.399925,464.584975,482.50015
401.4252,464.633175,482.702175
401.4909,464.6595,482.7694
401.530975,464.753425,482.775275
401.59145,464.8049,483.003875
401.6256,464.9005,483.010475
401.674625,464.931625,483.163575
401.726025,464.9883,483.2361
401.774725,465.04445,483.286325
401.846425,465.076275,483.36185
401.859075,465.133025,483.4773
401.872975,465.18665,483.527675
401.98195,465.2239,483.62145
402.006625,465.2556,483.663525
402.0464,465.29665,483.847575
402.089425,465.35365,484.011225
402.107225,465.38955,484.3804
402.133875,465.422025,484.384725
402.163075,465.46905,484.54255
402.185325,465.527925,484.6135
402.28605,465.651925,484.651225
402.32775,465.76295,484.6995
402.35915,465.8171,484.74385
402.434725,465.91315,484.828575
402.460525,465.97745,484.84365
402.4854,466.024925,484.870975
402.520575,466.120725,485.0724
402.55105,466.188275,485.274275
402.579325,466.3502,485.289475
402.6297,466.4539,485.360375
402.66705,466.525925,485.39175
402.705275,466.6464,485.47
402.753,466.8489,485.666675
402.804475,466.9113,485.778125
402.895725,466.9451,485.918275
402.93695,466.98395,486.01605
402.96995,467.0127,486.21105
403.0135,467.148725,486.434225
403.04785,467.186425,486.440275
403.14975,467.2237,486.55735
403.188525,467.272675,486.586575
403.216,467.33465,486.725925
403.26695,467.39495,486.7473
403.3284,467.41665,486.7612
403.3769,467.478925,486.98725
403.40285,467.523825,487.06445
403.435925,467.598075,487.25905
403.457875,467.711075,487.267975
403.48235,467.77415,487.322075
403.5008,467.8349,487.81235
403.53735,467.8881,487.90495
403.5526,467.9545,487.98745
403.5908,468.056675,487.994875
403.604325,468.16925,488.28095
403.62305,468.2909,488.3062
403.66375,468.340225,488.312425
403.681875,468.3976,488.33095
403.70125,468.498,488.482375
403.800075,468.6082,488.493175
403.85,468.772825,488.529225
403.883375,468.846375,488.58755
403.95105,468.9283,488.90075
404.01095,468.984125,488.963875
404.04165,469.162975,489.233775
404.1089,469.249175,489.28145
404.156025,469.403925,489.372825
404.2336,469.432475,489.44685
404.275975,469.444,489.763075
404.3511,469.54015,489.82875
404.394625,469.5722,489.855025
404.428875,469.62355,489.9456
404.5009,469.6733,490.075
404.532925,469.714425,490.200875
404.5836,469.7635,490.304625
404.64705,469.824725,490.3356
404.68825,469.87155,490.4602
404.7246,469.90065,490.50745
404.767425,469.966875,490.6784
404.7823,470.0535,490.68445
404.802225,470.153925,490.979875
404.823125,470.293875,491.0754
404.8437,470.3376,491.23065
404.9016,470.3854,491.245625
404.9196,470.467575,491.362125
404.9419,470.639475,491.445675
404.9837,470.720925,491.52465
405.01415,470.815575,491.589325
405.0325,470.960975,491.76755
405.0989,471.0045,491.870225
405.16225,471.090175,491.907675
405.2249,471.20845,492.214525
405.295525,471.350525,492.30095
405.350925,471.4011,492.410475
405.40375,471.4886,492.495975
405.495325,471.565775,492.570375
405.555375,471.670575,492.589925
405.610575,471.874575,492.7635
405.644,471.892175,492.9254
405.666075,471.93985,492.931825
405.697625,471.9955,493.02495
405.729075,472.042,493.12535
405.7682,472.081825,493.14725
405.833525,472.150525,493.184475
405.865275,472.19735,493.40385
406.023125,472.2577,493.426875
406.0613,472.293025,493.736725
406.12355,472.342925,493.850475
406.158225,472.383525,493.856275
406.19285,472.458075,494.34315
406.227175,472.50265,494.360925
406.2949,472.54785,494.539925
406.335075,472.6586,494.5697
406.37105,472.7912,494.595575
406.393525,472.867,494.6564
406.43205,472.912925,494.872575
406.517275,472.9592,494.8955
406.567025,473.244475,494.906225
406.61235,473.3231,494.9495
406.6754,473.40045,495.18125
406.70525,473.46965,495.23225
406.7308,473.505225,495.3384
406.763075,473.643625,495.43265
406.848575,473.6877,495.49215
406.893325,473.7173,495.579275
406.9366,473.780175,495.585375
406.9794,473.8543,495.775575
407.0224,473.91945,495.782775
407.03645,473.95515,496.02645
407.07215,473.9966,496.045125
407.105675,474.02925,496.061775
407.1327,474.04335,496.0917
407.18435,474.112725,496.119925
407.206675,474.172725,496.168175
407.234675,474.2318,496.1754
407.258075,474.26695,496.40455
407.3158,474.3764,496.411325
407.343475,474.4689,496.6512
407.387525,474.57785,496.6771
407.418375,474.644575,496.7026
407.470525,474.69325,496.75625
407.59235,474.777625,496.872725
407.638375,474.85835,496.965525
407.6702,474.904225,497.0016
407.839675,474.964775,497.106025
407.879425,475.00665,497.110825
407.94025,475.1168,497.34645
407.989275,475.144725,497.55105
408.044625,475.184025,497.575925
408.0896,475.2369,497.763325
408.126875,475.28215,497.766675
408.143475,475.334175,497.8208
408.164325,475.369725,497.894675
408.178225,475.413625,497.95165
408.195375,475.49935,497.965475
408.2178,475.591425,498.14725
408.23415,475.70395,498.22695
408.272775,475.743825,498.276725
408.2912,475.858875,498.459075
408.31665,475.924325,498.51245
408.335425,476.06605,498.566475
408.35835,476.1291,498.588025
408.389775,476.1675,498.7618
408.444525,476.26525,498.7807
408.496325,476.3032,498.784375
408.5284,476.320675,498.834725
408.58055,476.37055,498.867425
408.618775,476.414125,499.184375
408.65435,476.45475,499.20805
408.716175,476.485725,499.34925
408.754375,476.53815,499.403475
408.79235,476.5757,499.407925
408.805175,476.62925,499.429875
408.816725,476.69965,499.509375
408.831575,476.73485,499.7363
408.84455,476.7967,
408.85975,476.88875,
408.877225,476.9339,
408.929775,477.0343,
408.948225,477.1076,
409.0801,477.25275,
409.125925,477.30645,
409.1799,477.37895,
409.231825,477.466,
409.26345,477.563125,
409.2993,477.730275,
409.344075,477.77345,
409.37685,477.829475,
409.404825,477.884975,
409.43235,477.95175,
409.459275,478.009975,
409.489,478.0907,
409.516925,478.1374,
409.567475,478.22285,
409.61995,478.3069,
409.6832,478.502625,
409.78355,478.562425,
409.872975,478.683825,
409.96155,478.7397,
410.009125,478.78795,
410.055825,478.827325,
410.0954,478.934,
410.157125,478.9671,
410.20415,479.0334,
410.342275,479.06295,
410.40405,479.10365,
410.506425,479.1672,
410.5452,479.232375,
410.591075,479.4258,
410.68225,479.47855,
410.81125,479.6046,
410.864875,479.678875,
410.923175,479.7343,
410.9703,479.799825,
411.02195,479.85385,
411.0598,479.90695,
411.120075,479.948275,
411.15385,480.016425,
411.201025,480.078775,
411.251275,480.135875,
411.287425,480.19455,
411.4342,480.251575,
411.4898,480.281725,
411.5644,480.32945,
411.6186,480.368,
411.662075,480.386575,
411.689825,480.405075,
411.717675,480.43885,
411.766475,480.463325,
411.8198,480.496425,
411.8893,480.53695,
411.957075,480.5835,
412.0328,480.608525,
412.079325,480.647325,
412.1066,480.688125,
412.139,480.725825,
412.15945,480.75145,
412.1794,480.805575,
412.199875,480.8695,
412.246,480.899975,
412.2822,480.9459,
412.30055,480.99145,
412.358075,481.02095,
412.422925,481.0402,
412.45815,481.059475,
412.543375,481.11585,
412.579875,481.135575,
412.691525,481.18035,
412.7331,481.218375,
412.7689,481.2311,
412.80555,481.337275,
412.83005,481.356225,
412.8769,481.4017,
412.9065,481.413125,
412.932925,481.523575,
412.973975,481.555175,
413.05365,481.566225,
413.123825,481.592875,
413.174875,481.662625,
413.2213,481.68745,
413.269075,481.7411,
413.33745,481.7796,
413.38745,481.8088,
413.442625,481.854275,
413.486975,481.8948,
413.54345,481.926925,
413.5844,481.979925,
413.648375,481.988525,
413.6926,482.016075,
413.7529,482.033675,
413.8378,482.06065,
413.899175,482.1016,
413.9289,482.1164,
413.942525,482.1619,
413.953575,482.191975,
413.981025,482.223025,
413.99885,482.2573,
414.026325,482.2962,
414.047675,482.31755,
414.0663,482.3444,
414.114575,482.36715,
414.131475,482.4319,
414.152725,482.466775,
414.175425,482.501375,
414.21205,482.5731,
414.2564,482.5945,
414.321925,482.667225,
414.4087,482.7071,
414.4427,482.7319,
414.482975,482.762925,
414.5302,482.790475,
414.602025,482.82555,
414.653825,482.869075,
414.7076,482.909975,
414.75355,482.955425,
414.879275,482.999025,
414.93725,483.06355,
414.98075,483.083075,
415.094225,483.1201,
415.146875,483.150975,
415.1932,483.182925,
415.2465,483.3091,
415.304325,483.356975,
415.378425,483.426125,
415.4224,483.46125,
415.5074,483.541825,
415.5418,483.597825,
415.6007,483.631425,
415.642625,483.654925,
415.67725,483.695425,
415.7274,483.7545,
415.815775,483.77705,
415.897425,483.807775,
415.983075,483.837475,
416.0306,483.8673,
416.078975,483.8941,
416.12225,483.9818,
416.16545,484.023825,
416.209975,484.042675,
416.30885,484.08835,
416.3574,484.105875,
416.3966,484.193975,
416.508,484.2521,
416.571425,484.27045,
416.623675,484.320825,
416.6953,484.34475,
416.7598,484.39335,
416.844275,484.4123,
416.9083,484.51135,
416.975025,484.550775,
416.989575,484.589625,
417.020775,484.680775,
417.0354,484.716875,
417.05415,484.763475,
417.096625,484.819575,
417.124375,484.8631,
417.1717,484.907975,
417.19385,484.9448,
417.23945,485.011525,
417.2623,485.055925,
417.2866,485.13405,
417.3149,485.153225,
417.342925,485.198825,
417.38565,485.259525,
417.424925,485.32215,
417.4595,485.3691,
417.495625,485.4282,
417.556,485.461675,
417.5836,485.495375,
417.619475,485.5246,
417.643075,485.6504,
417.672775,485.746325,
417.6858,485.825475,
417.744125,485.836625,
417.7618,485.86205,
417.77085,485.91285,
417.78895,485.968425,
417.80185,486.087125,
417.813325,486.11805,
417.86835,486.1648,
417.89455,486.199675,
417.913425,486.2729,
417.954775,486.353925,
417.9778,486.4032,
417.99275,486.486475,
418.076625,486.513075,
418.096225,486.5627,
418.116725,486.588425,
418.18205,486.639175,
418.203725,486.723975,
418.226,486.788725,
418.25465,486.875775,
418.27,486.9035,
418.284675,486.9538,
418.302725,487.00655,
418.35405,487.139975,
418.3983,487.27195,
418.413125,487.338425,
418.4696,487.404825,
418.489175,487.490425,
418.520575,487.580175,
418.607675,487.598075,
418.63285,487.6553,
418.652975,487.696525,
418.683525,487.7692,
418.698175,487.874725,
418.711975,488.05585,
418.728625,488.12155,
418.76225,488.21205,
418.811525,488.249825,
418.8468,488.273575,
418.93485,488.30965,
418.9723,488.39265,
419.032875,488.531375,
419.051325,488.585625,
419.08755,488.662775,
419.124875,488.75505,
419.161525,488.818625,
419.175475,489.02255,
419.2102,489.118625,
419.237125,489.1647,
419.264975,489.228375,
419.2942,489.284925,
419.324375,489.363025,
419.3612,489.7377,
419.38845,489.807825,
419.401925,489.861425,
419.4222,489.937775,
419.442025,489.9876,
419.459325,490.0609,
419.513375,490.1093,
419.540175,490.278925,
419.569525,490.3841,
419.593025,490.44955,
419.603025,490.555325,
419.62485,490.87465,
419.657725,491.0503,
419.6972,491.188475,
419.72855,491.4001,
419.742825,491.621575,
419.770325,491.7202,
419.805925,491.770725,
419.830675,491.821775,
419.8878,491.878375,
419.91505,491.901975,
419.93705,492.059675,
419.954575,492.078225,
419.97675,492.1326,
419.994825,492.178125,
420.03715,492.23145,
420.04965,492.34435,
420.0721,492.3685,
420.1113,492.3864,
420.13185,492.438425,
420.14625,492.475325,
420.164325,492.520575,
420.204725,492.573775,
420.221025,492.6916,
420.247025,492.784575,
420.2586,492.81715,
420.29365,492.864125,
420.31075,492.92885,
420.327775,492.99515,
420.3472,493.06795,
420.376325,493.10825,
420.411825,493.2142,
420.4466,493.3136,
420.507975,493.485625,
420.594875,493.521525,
420.6175,493.5584,
420.662275,493.652775,
420.6851,493.7504,
420.70035,493.8218,
420.72945,493.928875,
420.747925,494.00115,
420.770775,494.146475,
420.788925,494.1667,
420.829475,494.26715,
420.872,494.3006,
420.90005,494.340625,
420.9259,494.423575,
420.96075,494.62875,
420.9773,494.724925,
420.986525,494.7962,
421.003175,495.137375,
421.014375,495.15805,
421.040325,495.273175,
421.062575,495.307975,
421.097775,495.344025,
421.12535,495.402675,
421.148575,495.44985,
421.17,495.540725,
421.246425,495.734475,
421.31655,495.7784,
421.335825,495.86205,
421.35845,495.922275,
421.37575,496.11505,
421.390875,496.154825,
421.408775,496.301775,
421.424575,496.423,
421.443375,496.466725,
421.465525,496.6255,
421.50635,496.761475,
421.524,496.891825,
421.587875,496.968925,
421.611125,497.187725,
421.6368,497.3357,
421.657275,497.429225,
421.67065,497.507575,
421.6887,497.571175,
421.71095,497.740175,
421.727675,498.061725,
421.750125,498.122775,
421.770925,498.437775,
421.8703,498.56885,
421.89085,498.650225,
421.913325,499.2077,
421.9281,499.25825,
421.962125,499.30565,
421.97775,499.745975,
422.017725,,
422.08305,,
422.127475,,
422.175775,,
422.23365,,
422.268375,,
422.3208,,
422.337275,,
422.3889,,
422.407975,,
422.425225,,
422.5867,,
422.6531,,
422.6702,,
422.71195,,
422.748325,,
422.77675,,
422.80185,,
422.835475,,
422.9209,,
422.93985,,
422.956425,,
422.995075,,
423.039925,,
423.064225,,
423.095475,,
423.1566,,
423.196025,,
423.21665,,
423.238225,,
423.253625,,
423.286875,,
423.301425,,
423.34175,,
423.366475,,
423.3997,,
423.4438,,
423.503025,,
423.5679,,
423.603025,,
423.6334,,
423.643925,,
423.6533,,
423.83465,,
423.963525,,
424.03,,
424.050875,,
424.085725,,
424.108,,
424.11785,,
424.133725,,
424.150625,,
424.168775,,
424.188275,,
424.200775,,
424.221325,,
424.2402,,
424.2704,,
424.286675,,
424.312525,,
424.396325,,
424.45415,,
424.467825,,
424.480425,,
424.493725,,
424.5096,,
424.522975,,
424.5423,,
424.562125,,
424.59365,,
424.6246,,
424.6541,,
424.6917,,
424.72615,,
424.744225,,
424.84065,,
424.865525,,
424.968575,,
424.9975,,
425.015775,,
425.042875,,
425.129025,,
425.14425,,
425.200725,,
425.216775,,
425.2347,,
425.2526,,
425.272775,,
425.329075,,
425.351175,,
425.39445,,
425.453775,,
425.506625,,
425.56465,,
425.653475,,
425.701525,,
425.749,,
425.7865,,
425.83235,,
425.8842,,
425.897125,,
425.908,,
425.921775,,
425.950725,,
425.9725,,
425.996675,,
426.0207,,
426.088375,,
426.135075,,
426.1874,,
426.260075,,
426.27355,,
426.283325,,
426.319925,,
426.337275,,
426.3553,,
426.375625,,
426.388625,,
426.412125,,
426.4191,,
426.4352,,
426.453075,,
426.51745,,
426.55955,,
426.61965,,
426.713975,,
426.77015,,
426.815225,,
426.827825,,
426.83795,,
426.8915,,
426.905425,,
426.9191,,
426.94005,,
426.970925,,
427.060675,,
427.101475,,
427.1479,,
427.21495,,
427.42835,,
427.460525,,
427.49035,,
427.5076,,
427.528,,
427.54485,,
427.5618,,
427.57725,,
427.61245,,
427.6693,,
427.70905,,
427.7458,,
427.772325,,
427.788875,,
427.826425,,
427.842375,,
427.918125,,
427.9345,,
427.945775,,
427.9701,,
427.991075,,
428.029075,,
428.092775,,
428.1729,,
428.21275,,
428.258625,,
428.325475,,
428.37235,,
428.398875,,
428.438775,,
428.469375,,
428.4856,,
428.539275,,
428.6054,,
428.6831,,
428.731275,,
428.783,,
428.830925,,
428.851525,,
428.860425,,
428.884375,,
428.917125,,
428.932,,
428.947075,,
428.9862,,
429.010725,,
429.054775,,
429.093125,,
429.185425,,
429.2393,,
429.3103,,
429.35275,,
429.367725,,
429.3959,,
429.4149,,
429.43455,,
429.447425,,
429.5657,,
429.605525,,
429.7308,,
429.786525,,
429.84025,,
429.8959,,
429.9389,,
429.968725,,
430.007875,,
430.0369,,
430.109925,,
430.172925,,
430.210175,,
430.2465,,
430.2872,,
430.349375,,
430.437575,,
430.495175,,
430.57405,,
430.623575,,
430.7041,,
430.86785,,
430.90545,,
430.93705,,
431.02145,,
431.08545,,
431.1555,,
431.206575,,
431.2739,,
431.311425,,
431.376175,,
431.448275,,
431.49975,,
431.587525,,
431.678475,,
431.741675,,
431.787425,,
431.9258,,
431.983325,,
432.054875,,
432.142075,,
432.29645,,
432.46875,,
432.56205,,
432.625,,
432.6775,,
432.850475,,
432.9383,,
432.999175,,
433.06275,,
433.115425,,
433.13185,,
433.155675,,
433.22555,,
433.25805,,
433.297975,,
433.420225,,
433.543,,
433.618,,
433.674625,,
433.780925,,
433.8912,,
434.006225,,
434.07015,,
434.2103,,
434.314,,
434.3891,,
434.512825,,
434.5843,,
434.65725,,
434.7702,,
434.9099,,
434.9778,,
435.098775,,
435.234025,,
435.290225,,
435.378975,,
435.4321,,
435.541075,,
435.5954,,
435.656975,,
435.710175,,
435.7723,,
435.79035,,
435.809225,,
435.821975,,
435.838875,,
435.851375,,
435.86695,,
435.889425,,
435.9242,,
435.9532,,
436.0141,,
436.055075,,
436.102025,,
436.17815,,
436.21305,,
436.268925,,
436.321425,,
436.414675,,
436.445825,,
436.596275,,
436.6698,,
436.72965,,
436.7931,,
436.9236,,
437.00575,,
437.105575,,
437.184125,,
437.2828,,
437.3527,,
437.41715,,
437.478925,,
437.56605,,
437.677625,,
437.789,,
437.891925,,
438.004625,,
438.09155,,
438.274775,,
438.378475,,
438.4202,,
438.474425,,
438.486725,,
438.52575,,
438.55105,,
438.5678,,
438.6063,,
438.680925,,
438.704075,,
438.74385,,
438.7984,,
438.878975,,
438.944675,,
439.000125,,
439.06575,,
439.1378,,
439.263475,,
439.412375,,
439.526,,
439.62485,,
439.729975,,
439.822125,,
439.881925,,
439.96595,,
440.029375,,
440.203625,,
440.29215,,
440.374025,,
440.423425,,
440.484925,,
440.536275,,
440.6254,,
440.685375,,
440.7981,,
440.861525,,
440.938925,,
440.9848,,
441.050125,,
441.125625,,
441.17975,,
441.2645,,
441.344775,,
441.429675,,
441.478525,,
441.588725,,
441.641175,,
441.687275,,
441.72675,,
441.801225,,
441.89035,,
442.001125,,
442.085175,,
442.21835,,
442.40525,,
442.47625,,
442.5258,,
442.617075,,
442.686,,
442.776425,,
442.854825,,
443.008,,
443.024725,,
443.044475,,
443.09535,,
443.1579,,
443.23045,,
443.339,,
443.428575,,
443.4863,,
443.5514,,
443.6236,,
443.740575,,
443.85305,,
443.949725,,
444.28275,,
444.3347,,
444.38145,,
444.50485,,
444.580375,,
444.715875,,
444.79755,,
444.861575,,
444.896025,,
445.183175,,
445.33105,,
445.42825,,
445.472125,,
445.512125,,
445.5682,,
445.653925,,
445.74615,,
445.784525,,
445.884075,,
445.950775,,
446.0199,,
446.071375,,
446.144425,,
446.235175,,
446.2968,,
446.359325,,
446.424525,,
446.488225,,
446.556475,,
446.605975,,
446.6308,,
446.659625,,
446.7053,,
446.82475,,
446.9128,,
446.986775,,
447.0188,,
447.091475,,
447.176325,,
447.2661,,
447.31405,,
447.388325,,
447.471075,,
447.5419,,
447.607875,,
447.65265,,
447.71725,,
447.736425,,
447.749325,,
447.780025,,
447.79765,,
447.8361,,
447.85255,,
447.87545,,
447.896125,,
447.917525,,
447.944125,,
447.9621,,
448.002925,,
448.0379,,
448.0522,,
448.07445,,
448.11145,,
448.14665,,
448.17615,,
448.204875,,
448.238725,,
448.336175,,
448.379275,,
448.506525,,
448.579275,,
448.6522,,
448.70855,,
448.75065,,
448.810875,,
448.862775,,
448.917375,,
448.958975,,
449.033375,,
449.1022,,
449.1332,,
449.1734,,
449.2092,,
449.2694,,
449.33235,,
449.374675,,
449.4088,,
449.5114,,
449.559725,,
449.610925,,
449.65685,,
449.7245,,
449.79,,
449.8323,,
449.86665,,
449.936725,,
450.0801,,
450.1665,,
450.25135,,
450.35535,,
450.3896,,
450.4453,,
450.4777,,
450.51275,,
450.5759,,
450.6447,,
450.78555,,
450.854075,,
450.908075,,
450.951025,,
450.992175,,
451.027225,,
451.078325,,
451.14285,,
451.20045,,
451.272,,
451.324125,,
451.40915,,
451.4566,,
451.481975,,
451.51925,,
451.55975,,
451.64415,,
451.6986,,
451.755625,,
451.782975,,
451.82045,,
451.8431,,
451.8939,,
451.948175,,
451.9913,,
452.0461,,
452.1008,,
452.1507,,
452.2141,,
452.3229,,
452.396425,,
452.455,,
452.523525,,
452.584675,,
452.65605,,
452.69265,,
452.757225,,
452.796975,,
452.825875,,
452.8547,,
452.89165,,
452.93355,,
452.9818,,
453.0303,,
453.089175,,
453.20795,,
453.2654,,
453.3157,,
453.370825,,
453.4674,,
453.495925,,
453.541725,,
453.640425,,
453.746975,,
453.81595,,
453.90755,,
454.0029,,
454.072825,,
454.10575,,
454.162025,,
454.211425,,
454.267875,,
454.317475,,
454.39255,,
454.4363,,
454.490475,,
454.55525,,
454.596775,,
454.675975,,
454.734975,,
454.78615,,
454.81615,,
454.89005,,
454.980975,,
455.057775,,
455.120425,,
455.181925,,
455.2623,,
455.28655,,
455.304125,,
455.3264,,
455.34465,,
455.362725,,
455.38855,,
455.43035,,
455.4444,,
455.466875,,
455.5233,,
455.55325,,
455.577275,,
455.6198,,
455.65395,,
455.70145,,
455.782125,,
455.827975,,
455.8709,,
455.918275,,
455.9791,,
456.0179,,
456.078125,,
456.124625,,
456.194225,,
456.2958,,
456.346325,,
456.392,,
456.454725,,
456.546575,,
456.635175,,
456.6867,,
456.7442,,
456.862725,,
456.932,,
456.974475,,
457.05515,,
457.112225,,
457.16045,,
457.2145,,
457.25905,,
457.314275,,
457.374275,,
457.459775,,
457.550875,,
457.63605,,
457.679625,,
457.731825,,
457.7984,,
457.85295,,
457.9705,,
458.0431,,
458.1066,,
458.135525,,
458.164125,,
458.20225,,
458.25015,,
458.30795,,
458.39455,,
458.448825,,
458.5199,,
458.586275,,
458.657675,,
458.6854,,
458.717325,,
458.7422,,
458.78205,,
458.80635,,
458.8625,,
458.909125,,
458.988525,,
459.01545,,
459.03695,,
459.0467,,
459.0641,,
459.0888,,
459.13965,,
459.158125,,
459.1781,,
459.199,,
459.228525,,
459.255925,,
459.2763,,
459.30925,,
459.344675,,
459.38185,,
459.4248,,
459.468925,,
459.50765,,
459.566825,,
459.637175,,
459.725,,
459.778475,,
459.850625,,
459.939275,,
460.035925,,
460.083225,,
460.1677,,
460.23805,,
460.34235,,
460.3988,,
460.452175,,
460.506425,,
460.566625,,
460.640425,,
460.7019,,
460.751,,
460.812225,,
460.8739,,
460.90875,,
460.950725,,
460.988425,,
461.0413,,
461.097125,,
461.17215,,
461.254975,,
461.308325,,
461.348875,,
461.3864,,
461.43175,,
461.478175,,
461.554925,,
461.63915,,
461.713875,,
461.75715,,
461.778325,,
461.791025,,
461.822325,,
461.84075,,
461.85895,,
461.876425,,
461.8931,,
461.915825,,
461.94175,,
461.98105,,
461.9954,,
462.024475,,
462.05625,,
462.114525,,
462.1519,,
462.20135,,
462.26395,,
462.318175,,
462.368575,,
462.4239,,
462.49635,,
462.530125,,
462.58215,,
462.646325,,
462.715,,
462.76365,,
462.801625,,
462.8209,,
462.845325,,
462.871825,,
462.8898,,
462.90635,,
462.92035,,
462.944975,,
462.9697,,
462.995825,,
463.0211,,
463.041375,,
463.064775,,
463.087375,,
463.189025,,
463.219875,,
463.273775,,
463.31075,,
463.3583,,
463.432325,,
463.502825,,
463.565125,,
463.630475,,
463.72425,,
463.807025,,
463.82965,,
463.945625,,
464.003725,,
464.070825,,
464.1355,,
464.159325,,
464.178275,,
464.1995,,
464.2266,,
464.264125,,
464.3705,,
464.409125,,
464.449725,,
464.494375,,
464.537325,,
464.624375,,
464.6712,,
464.70305,,
464.7627,,
464.808025,,
464.8604,,
464.888075,,
464.913375,,
464.923975,,
464.9383,,
464.95045,,
464.957525,,
464.974475,,
464.99285,,
465.0089,,
465.024575,,
465.039175,,
465.062225,,
465.079825,,
465.104525,,
465.12675,,
465.1487,,
465.16195,,
465.18415,,
465.204625,,
465.23105,,
465.3318,,
465.3783,,
465.416225,,
465.463625,,
465.515125,,
465.55735,,
465.620225,,
465.687575,,
465.747125,,
465.800125,,
465.89375,,
465.933025,,
466.093025,,
466.1642,,
466.231375,,
466.28835,,
466.360925,,
466.3859,,
466.49815,,
466.621975,,
466.83755,,
466.8818,,
466.923,,
466.9692,,
467.0016,,
467.018625,,
467.037675,,
467.05245,,
467.0748,,
467.12985,,
467.1493,,
467.185225,,
467.2062,,
467.21975,,
467.250825,,
467.27465,,
467.30255,,
467.33045,,
467.36025,,
467.396775,,
467.517325,,
467.562325,,
467.613375,,
467.663625,,
467.7179,,
467.818925,,
