SPK_SPKC08a (inhibited),SPK_SPKC12a (inhibited),SPK_SPKC14a (short inhibition),SPK_SPKC14b (inhibited),SPK_SPKC16a (NA)
148.271525,92.791775,43.551925,51.45025,35.2496
148.3743,93.0845,43.6268,51.520775,35.33205
148.68635,93.1149,43.9029,51.624375,35.37025
148.8268,93.178725,44.01925,51.74295,35.464475
148.933525,93.65235,44.05885,51.9517,35.51215
149.006175,93.749525,44.08625,51.9863,35.598125
149.455075,93.852725,44.1721,52.168875,35.6518
149.692875,93.8671,44.210075,52.1966,35.68145
149.7661,93.98215,44.23155,52.2434,35.684875
149.904625,94.2088,44.3434,52.35585,35.7113
150.058875,94.39065,44.4202,52.873525,35.7247
150.166625,94.52555,44.483025,52.9831,35.748525
150.840025,94.5752,44.5264,53.076375,35.767025
151.046075,94.727675,44.561,53.192175,35.78125
151.1734,94.970575,44.598825,53.4214,35.833025
151.609225,95.15375,44.701675,53.5371,35.870075
151.837025,95.209125,44.738975,53.598525,35.912025
152.10425,95.248375,44.83135,53.654025,35.955075
152.66395,95.26185,44.85495,53.71765,35.982425
152.90695,95.347725,44.872275,53.836975,35.99995
153.2949,95.49465,44.939025,54.22565,36.065725
153.42245,95.591025,44.954,54.25505,36.07385
153.606825,95.6915,44.97425,54.38625,36.0903
153.71535,95.867775,45.135775,54.70205,36.106325
154.0055,96.09595,45.1551,54.923225,36.115725
154.0749,96.395575,45.245275,55.106125,36.2145
154.355275,96.43935,45.2852,55.14615,36.2464
154.632175,96.4748,45.31605,55.23325,36.263
154.784325,96.520775,45.3625,55.271125,36.317775
155.21235,96.657925,45.4122,55.347075,36.34625
155.410825,96.888975,45.4485,55.3832,36.359675
155.702275,96.9489,45.471575,55.4161,36.406275
155.8043,96.9536,45.4979,55.587125,36.6057
156.01685,96.96395,45.534625,55.844075,36.661275
156.1802,96.97675,45.577975,56.503025,36.9658
156.339825,97.00375,45.590475,56.5891,36.995875
156.4233,97.100425,45.614525,56.7439,37.025725
156.7566,97.3583,45.7108,56.815775,37.068925
156.8341,97.468975,45.7599,56.915975,37.107375
156.92595,97.47895,45.784675,56.990025,37.139425
156.970775,97.511975,45.844875,57.1279,37.169875
157.02355,97.575025,45.91825,57.439525,37.20545
157.25465,97.640775,45.960175,57.47335,37.2358
157.487075,97.703375,45.978075,57.66605,37.289225
157.7069,97.728175,46.088225,57.704325,37.4014
157.77515,97.766175,46.178975,57.803875,37.5478
157.97315,97.796,46.1967,57.910825,37.563925
158.0568,97.9124,46.24005,58.282475,37.57255
158.101225,97.9561,46.25465,58.354725,37.601825
158.248025,98.012675,46.300275,58.430025,37.64185
158.683975,98.21775,46.334275,58.7609,37.6699
158.925125,98.4519,46.37395,58.97,37.700625
159.136325,98.510825,46.444225,59.068175,37.7273
159.35835,98.535525,46.473125,59.209675,37.7645
159.89515,98.60215,46.49865,59.242675,37.800475
160.172825,98.873925,46.568175,60.39665,37.8542
160.436775,98.9665,46.60805,60.535825,37.948925
160.52945,99.062425,46.64905,60.61905,37.991225
160.803625,99.09125,46.674425,60.65205,38.02795
160.964425,99.206575,46.7077,60.801225,38.1611
161.074075,99.234425,46.7741,60.903825,38.230275
161.117225,99.251475,46.80355,60.961625,38.240025
161.21835,99.367925,46.89205,60.990475,38.276475
161.6104,99.419825,46.978725,61.0034,38.4739
161.93525,99.457425,47.04685,61.05005,38.655175
161.99545,99.57345,47.1373,61.209875,38.729475
162.171875,99.7624,47.1625,61.235275,38.7548
162.88865,99.817475,47.1818,61.573475,38.82195
163.005975,99.924775,47.273275,61.6969,39.062975
163.094775,100.14555,47.296325,61.750775,39.195425
163.2145,100.1773,47.31145,61.853025,39.202625
163.315575,100.20295,47.3261,61.938725,39.2433
163.37915,100.268125,47.433075,62.02295,39.253725
163.589925,100.51795,47.619175,62.261075,39.289275
163.645125,100.71645,47.64935,62.321375,39.4729
163.836275,100.9625,47.709025,62.376775,39.4751
164.623075,101.001375,47.790225,62.6259,39.6005
164.6897,101.03625,47.80005,62.692375,39.745375
164.775775,101.176725,47.8343,62.769625,39.76235
165.0047,101.467725,47.872525,62.806175,39.952475
165.141325,101.73045,47.947325,62.8826,39.959875
165.420425,101.85485,47.99565,62.97905,40.023625
165.88085,101.9472,47.998375,63.03005,40.0528
166.019875,102.1804,48.024125,63.140575,40.09935
166.0835,102.36145,48.08535,63.208975,40.228375
166.296025,102.418375,48.11105,63.71725,40.290175
166.3588,102.520775,48.12485,63.895125,40.318525
166.630375,102.62225,48.21435,63.931925,40.4609
167.01345,102.669575,48.237675,64.02035,40.6243
167.113975,102.73415,48.28675,64.178175,40.751975
167.204875,102.8559,48.31065,64.3651,40.7919
167.28415,102.88295,48.3339,64.414775,40.814225
167.363725,102.9579,48.376825,64.5492,40.8353
167.497125,102.969375,48.412275,64.64205,40.88795
167.712875,103.4135,48.448275,64.66415,40.921375
168.123225,103.517825,48.491425,64.720925,40.9654
168.345725,103.628625,48.55055,64.844725,41.003825
168.52505,103.688975,48.578525,65.18515,41.117925
168.6086,103.727875,48.764775,65.2309,41.156075
168.815775,103.75615,48.79125,65.35525,41.256275
169.66715,103.79795,48.79685,65.364375,41.3255
169.926125,103.963175,48.80385,65.5299,41.561975
170.08045,104.08315,48.86395,65.738875,41.811225
170.367025,104.11095,48.8941,65.771425,41.816875
170.6334,104.318425,48.9781,65.876175,41.84285
170.713775,104.349575,49.009475,65.93715,41.89215
170.873325,104.515125,49.0828,66.0694,41.894925
171.11575,104.7045,49.1215,66.111475,41.929475
171.278075,104.8458,49.213075,66.187975,41.963125
171.369375,104.950975,49.2714,66.215925,42.007775
171.5558,105.08845,49.2946,66.251425,42.029525
171.69125,105.203125,49.37155,66.299625,42.160175
171.878325,105.340025,49.389225,66.36545,42.23795
172.1124,105.4558,49.443075,66.42995,42.480675
172.294,105.5863,49.554975,66.431775,42.539325
172.51325,105.641825,49.5771,66.489025,42.5854
172.576875,105.88445,49.684775,66.55515,42.630275
172.80015,105.9842,49.727925,66.666475,42.9857
172.868125,106.158375,49.8669,66.942,43.024075
172.931975,106.44,49.9017,67.0763,43.16315
173.0899,106.454775,49.95645,67.190925,43.421925
173.1602,106.521225,49.965825,67.243925,44.221425
173.280925,106.636525,49.977075,67.291625,44.2244
173.4188,106.668675,50.004075,67.35225,44.72645
173.6652,106.710125,50.022925,67.379175,44.758625
173.890275,106.735375,50.128975,67.6156,44.799325
173.949325,106.84165,50.13475,67.9769,44.846875
174.132725,107.07275,50.1547,67.99535,44.88225
174.241575,107.136475,50.17525,68.1875,44.8988
174.351725,107.164275,50.198675,68.221625,44.906675
174.494575,107.24545,50.2182,68.4315,44.992625
174.71795,107.331525,50.289875,68.86675,45.05685
175.053425,107.610175,50.354975,68.971625,45.0911
175.182875,107.705175,50.522775,69.2106,45.17385
175.36055,107.833975,50.55615,69.3512,45.3255
175.880275,107.98985,50.595275,69.540175,45.35715
176.0754,108.006625,50.6381,69.994175,45.4893
176.207,108.107525,50.65645,70.03335,45.672375
176.323875,108.1822,50.77685,70.1354,45.762525
176.345475,108.2801,50.829475,70.15565,46.145125
176.41805,108.29855,50.93635,70.27645,46.248725
176.552875,108.3179,50.96225,70.448825,46.310975
176.66165,108.4878,51.011825,70.5516,46.40685
176.882375,108.542675,51.081175,70.60905,46.456425
176.925675,108.66525,51.13605,70.72825,46.649075
177.4772,108.750475,51.171825,70.905225,46.65645
177.6079,108.90405,51.20535,71.216275,46.674575
177.789625,109.041975,51.2464,71.387575,46.7316
177.8876,109.1225,51.275725,71.706375,46.7665
177.98465,109.316175,51.397625,71.7326,46.81255
178.04755,109.365275,51.427025,71.8879,46.8299
178.183975,109.64765,51.48305,72.067225,46.838575
178.22995,109.705875,51.578825,72.09725,46.876625
178.484775,109.813175,51.67485,72.250475,46.921675
178.874425,109.917175,51.78525,72.413425,47.254325
178.9921,110.0337,51.829225,72.4296,47.404975
179.2994,110.077625,51.838225,72.471825,47.630775
179.4548,110.16195,51.867275,72.49195,47.676425
179.513375,110.239125,51.903325,72.53805,47.729025
179.679375,110.5057,51.94335,72.553575,47.760075
179.813625,110.5533,51.9766,72.741775,47.84895
179.906075,110.609125,52.11195,72.892125,47.941625
180.1783,110.616375,52.314275,73.1523,48.021325
180.29255,110.78405,52.3746,73.328525,48.062125
180.346325,110.813925,52.401575,73.43695,48.0859
180.43705,111.367825,52.4267,73.609,48.143125
180.509475,111.396775,52.4588,73.6437,48.2244
180.5667,111.439625,52.503275,73.65875,48.458525
180.61735,111.534125,52.5291,74.1085,48.859075
180.820325,111.5809,52.55965,74.145225,48.901925
180.8883,111.7852,52.599625,74.448325,48.976125
180.948625,111.962875,52.6371,74.72575,49.030725
181.102675,112.073625,52.676275,74.799425,49.106975
181.251125,112.123625,52.716325,74.842175,49.241925
181.339575,112.1765,52.729875,74.897675,49.362475
181.433025,112.2085,52.736725,74.91715,49.555025
181.5468,112.250975,52.7519,74.943825,49.563475
182.043675,112.26065,52.780875,74.979,49.609775
182.105125,112.4002,52.7914,75.0792,49.6172
182.42165,112.473375,52.81645,75.14775,49.941675
182.50035,112.489675,52.82625,75.465325,49.947275
182.569675,112.6751,52.836125,75.538525,49.968875
182.606325,112.832375,52.860825,75.55945,49.98145
182.87395,112.9153,52.885625,75.673975,49.990275
183.16625,113.014175,53.03835,75.765425,49.998025
183.3927,113.17755,53.154075,75.7916,50.01515
183.4343,113.225825,53.22665,76.016975,50.116925
183.690875,113.25415,53.2481,76.305925,50.13475
183.85845,113.36315,53.2839,76.33085,50.1598
183.942875,113.574575,53.32845,76.5016,50.184725
184.328625,113.65415,53.3485,76.59795,50.21895
184.774225,113.679725,53.3659,77.00805,50.280825
184.90955,113.70855,53.39165,77.069625,50.31495
185.1142,113.737375,53.446675,77.092275,50.3349
185.49185,114.156,53.506625,77.117975,50.38495
186.0651,114.304425,53.579425,77.153875,50.430425
186.3099,114.6394,53.622325,77.201325,50.452875
186.491675,114.69235,53.683625,77.268175,50.733
186.558375,114.732375,53.746525,77.5084,50.736575
186.619375,114.752075,53.816525,77.7691,50.855125
186.6943,114.769825,53.881625,77.7826,50.904325
186.796,115.111575,53.923875,77.815375,50.9222
186.99525,115.142725,53.9501,77.880925,50.930225
187.064,115.1674,54.007325,78.066675,50.936925
187.170125,115.570225,54.0352,78.6926,51.0063
187.26335,115.609525,54.095925,78.963025,51.062675
187.624475,115.653975,54.119525,79.0108,51.1719
188.0328,115.74245,54.140575,79.1795,51.310625
188.1378,115.77985,54.195175,79.222775,51.377075
188.48735,115.809925,54.312725,79.288325,51.8429
188.636125,115.904325,54.344975,79.649175,51.87265
188.80785,116.115175,54.41845,79.842525,51.925575
189.135225,116.290575,54.4444,80.0387,51.9666
189.225025,116.4052,54.4926,80.054975,52.0295
189.418625,116.6488,54.5127,80.11665,52.2032
190.232,116.978475,54.533525,80.1553,52.279
190.4065,117.057425,54.599225,80.37385,52.34355
190.49995,117.167275,54.644975,80.40525,52.707275
190.557975,117.23425,54.66535,80.725625,52.724625
190.631425,117.580625,54.789875,80.883825,52.73705
190.6909,117.66195,54.827725,81.125025,52.7588
190.877,117.7798,54.939425,81.428975,52.7791
190.970325,117.84055,54.977375,81.46805,52.81635
191.060325,117.977525,55.035925,81.4912,52.838575
191.1544,118.124625,55.075275,81.509625,52.86185
191.22925,118.482875,55.123475,81.563375,52.8735
191.70085,118.5464,55.19815,81.691525,52.889675
191.8043,118.57775,55.2483,81.830525,52.929625
191.99485,118.637925,55.3027,81.91415,53.00155
192.1245,118.834125,55.367475,82.008025,53.052375
192.18225,118.9662,55.509125,82.1831,53.10805
192.348275,119.04695,55.5617,82.20175,53.22935
192.531575,119.150625,55.633025,82.24355,53.239025
192.8942,119.298425,55.66635,82.2451,53.2833
193.3287,119.3672,55.695875,82.374075,53.3355
193.506,119.593275,55.73325,82.43505,53.3615
193.85155,119.644525,55.756275,82.5169,53.387
194.340925,120.0056,55.780225,82.5269,53.4235
194.650225,120.064025,55.87295,82.6945,53.4456
194.729975,120.08095,55.895625,82.97135,53.474375
194.9469,120.105675,55.96695,83.02545,53.5492
195.011425,120.223125,56.009225,83.2466,53.630025
195.08305,120.3168,56.052975,83.27515,53.8008
196.522325,120.517325,56.102725,83.288225,53.82475
196.672625,120.57415,56.16625,83.308325,53.90355
196.823975,120.7638,56.202675,83.329775,54.108075
197.1845,121.022725,56.22665,83.367575,54.112825
197.293375,121.052325,56.259375,83.48865,54.12685
197.44415,121.2885,56.285375,83.514425,54.133025
197.981225,121.365075,56.321025,83.569775,54.2023
198.071225,121.390025,56.372975,83.6126,54.494775
198.24205,121.468675,56.381325,83.651975,55.023225
198.8128,121.551675,56.408275,83.7971,55.14625
199.23535,121.587825,56.43915,83.85445,55.249725
199.358175,121.6039,56.472125,83.958725,55.8261
199.580375,121.621225,56.560525,83.9844,56.63825
199.6621,121.645225,56.61095,84.044025,56.700425
199.88615,121.701575,56.6804,84.11795,56.909575
200.214575,121.7463,56.710475,84.314275,56.941025
200.35835,121.7598,56.751875,84.3436,57.259
200.50135,121.792325,56.7889,84.382,57.82275
200.66625,121.85665,56.845825,84.574325,57.910925
200.74265,122.30965,56.867175,84.746875,57.942925
201.106,122.371875,56.9019,84.825575,58.255375
201.221075,122.433725,56.93285,85.432325,58.3287
201.2778,122.914325,56.971925,86.056625,58.388475
201.477925,122.9386,57.05785,86.876975,58.49525
201.63255,123.2353,57.092875,86.93005,58.808775
201.898525,123.39035,57.15855,87.5249,58.907825
202.332675,123.4999,57.19095,88.0124,59.071775
202.55505,123.61135,57.24955,88.225,59.147075
202.6492,123.6558,57.258975,88.28185,59.20265
202.7416,124.069425,57.272525,89.00315,59.224325
202.8004,124.156625,57.27815,89.024225,59.24525
202.867675,124.24945,57.321575,89.143875,59.32605
203.194925,124.4277,57.35255,90.075475,59.60185
203.531075,124.576925,57.370675,90.24225,59.6091
203.64285,124.6227,57.386025,91.0479,59.6178
203.716425,124.941275,57.40425,91.588775,59.66385
204.051225,125.104725,57.41115,91.787625,59.724825
204.188175,125.186275,57.53295,92.150975,59.772825
204.364225,125.200725,57.5781,92.549725,59.995775
204.6069,125.254975,57.615375,92.904725,60.107625
204.7182,125.4089,57.68945,93.03785,60.300375
205.081675,125.444825,57.7557,93.2197,60.52835
205.1352,125.52925,57.775875,93.59745,60.6096
205.2118,125.648225,57.837125,94.506775,60.628175
205.28695,125.996,57.890425,95.14005,60.728225
205.4627,126.067475,57.940175,95.9434,61.0251
205.681225,126.08945,58.011225,96.192125,61.202775
206.0813,126.322875,58.0509,96.457025,61.2225
206.165175,126.81795,58.0799,96.77135,61.7414
206.3992,126.8574,58.130425,96.946175,61.7852
206.5025,127.011225,58.15555,97.174525,61.806925
206.8815,127.0985,58.20455,97.63435,62.128875
207.2408,127.136675,58.225675,97.977675,62.20245
207.5302,127.192675,58.267775,98.00365,62.283175
207.617475,127.2755,58.3314,98.460725,62.32305
207.7302,127.364725,58.389875,99.388475,62.4122
207.880425,127.646525,58.3952,99.567375,62.448875
207.99695,127.831125,58.45945,100.7746,62.5294
208.280525,128.05335,58.4989,101.28975,62.565075
208.4105,128.154075,58.5859,101.78325,62.7203
208.59685,128.233325,58.610175,101.821675,62.772525
208.6552,128.27145,58.64035,101.85755,62.85885
209.0891,128.2979,58.678,102.1842,62.9854
209.241625,128.502725,58.700325,103.118825,63.030875
209.40765,128.5142,58.72375,103.7174,63.06215
209.84845,128.5409,58.743525,104.7225,63.101825
210.066575,128.5604,58.773975,104.75725,63.1396
210.268325,128.7418,58.81595,104.7983,63.16365
210.6768,128.767475,58.8407,105.391825,63.197375
210.730775,128.84915,58.877625,105.454525,63.223675
210.790625,128.898075,58.911525,105.580425,63.243475
210.9125,128.958,59.023875,105.86855,63.25845
211.0488,128.963975,59.087475,105.9269,63.3748
211.2217,129.02485,59.11905,106.017675,63.553025
211.297875,129.12605,59.137925,106.415325,63.7235
211.325175,129.450325,59.17915,106.48065,63.73445
211.52855,129.479425,59.311125,106.7067,63.7902
211.70405,129.611575,59.327525,106.756275,63.863
211.8274,129.7564,59.357175,106.768375,64.23665
212.028475,129.7896,59.4163,106.801475,64.353075
212.09,129.961225,59.445925,106.8728,64.48
212.45215,130.0428,59.47755,106.927425,64.564
213.2634,130.059975,59.50425,108.570175,64.8614
213.84565,130.087625,59.551075,108.622375,64.95875
213.929675,130.30065,59.5747,108.711575,64.982875
214.026275,130.3424,59.584875,109.449175,65.037275
214.2387,130.405075,59.62085,109.6107,65.324825
214.4029,130.422525,59.63365,110.0743,65.427375
214.63895,130.5222,59.64475,110.307975,65.934625
214.748125,130.7437,59.69205,111.2819,66.35105
214.9738,130.7768,59.734525,111.299475,66.431875
215.1106,130.831025,59.765975,111.34685,66.5796
215.225325,130.886,59.8062,111.4975,66.729725
215.36845,130.986325,59.89715,111.54645,67.284225
215.5605,131.216375,59.96065,111.67925,67.3305
216.146525,131.3061,59.985775,111.83875,67.352975
216.299475,131.339325,60.009825,112.4092,67.3791
216.37985,131.36105,60.03105,112.439875,67.46265
216.489875,131.387,60.046775,112.5787,67.5045
216.6964,131.4738,60.077375,112.843425,67.631725
216.943575,131.52245,60.098,114.124575,68.2052
217.090075,131.585775,60.1292,114.244725,68.324025
217.259475,131.727975,60.158425,114.28985,68.481725
217.52975,131.745425,60.1815,114.784,68.562225
217.606675,131.969225,60.19685,114.861625,68.6463
217.718,132.248475,60.2463,114.9892,68.775425
217.965075,132.400025,60.275675,115.04665,68.937325
218.0249,132.580325,60.3716,115.56905,69.031
218.318675,132.7761,60.426425,115.783925,69.32665
218.389325,132.936725,60.4611,115.937925,69.389275
218.524125,132.967625,60.49365,116.10525,69.49245
218.596725,132.98045,60.50745,116.687675,69.5552
218.92695,132.999925,60.625175,116.766825,69.735675
219.15575,133.130975,60.676975,116.7818,69.87285
219.50195,133.213375,60.70155,116.791975,69.879925
219.67185,133.244575,60.731225,116.831025,70.00345
220.108325,133.26145,60.83475,117.4402,70.1462
220.1932,133.79065,60.8742,117.771025,70.193125
220.3334,133.88895,60.9389,118.243675,70.289225
220.470325,133.991075,61.023675,118.328775,70.333475
220.817175,134.047975,61.072125,118.56715,70.4163
220.88475,134.211575,61.110625,118.632575,70.68935
220.982825,135.198825,61.1414,118.7396,70.8276
221.1023,135.236375,61.1772,118.77815,70.9144
221.1672,135.254775,61.26535,118.963225,71.173625
221.386825,135.283825,61.296275,119.010875,71.27895
221.60185,135.368525,61.35645,119.069975,71.372475
221.696725,135.401275,61.384625,119.6199,71.39455
221.94645,135.46575,61.40855,119.648975,71.42605
222.243075,135.5082,61.447575,119.7518,71.438375
222.539375,135.768125,61.488875,120.29455,71.49945
222.6164,135.807975,61.53,120.805675,71.56465
222.78295,135.85505,61.5958,120.956375,71.62585
222.883825,135.905225,61.621875,121.037,71.66825
223.21725,135.9915,61.6599,121.0884,71.7098
224.171125,136.11025,61.742675,121.14185,71.768675
224.377,136.13925,61.76215,121.31755,71.8518
224.541875,136.179325,61.767525,121.432175,72.0344
224.659375,136.3232,61.79715,121.884625,72.102175
225.106025,136.50155,61.903825,122.932525,72.1855
225.273175,136.543525,61.921375,122.946125,73.5576
225.6637,136.5997,61.972625,123.000825,73.5672
225.8749,136.6559,61.98765,123.224,73.642075
226.03125,136.6722,62.05925,123.685425,73.64955
226.106075,136.6953,62.15985,123.788475,73.65955
226.270625,136.926275,62.1876,124.26805,73.7254
226.4569,136.964225,62.229675,124.3414,74.2018
226.5271,136.984125,62.293125,124.42195,74.3981
226.5902,137.00625,62.35345,124.6308,74.996125
226.6731,137.322375,62.42575,124.653425,77.685525
226.802225,137.357025,62.476825,125.0369,77.77455
226.883675,137.385425,62.495725,125.198625,77.801525
226.9387,137.4056,62.552275,125.44305,78.0648
227.00505,137.504025,62.59715,125.4924,78.13385
227.068675,137.552425,62.663625,125.589225,78.184225
227.1473,137.67345,62.712975,125.851425,78.3684
227.4835,137.759675,62.745325,125.9652,78.4984
227.915,137.8302,62.8418,126.246025,78.7311
228.0892,137.903725,62.901475,126.3928,79.1847
228.295075,137.922025,62.94215,126.4478,79.612875
228.416775,137.9381,63.0106,126.64995,79.63285
228.514225,138.000275,63.023075,126.90775,79.88625
228.764275,138.056325,63.055175,127.043775,79.984925
229.2985,138.077025,63.068225,127.0757,81.849825
229.363225,138.0911,63.11585,127.106525,83.217275
229.531125,138.38285,63.16235,127.14595,83.2493
229.5919,138.428075,63.220775,127.281675,83.27175
229.757025,138.4381,63.25845,127.5762,83.283375
229.81085,138.672675,63.2774,127.636625,83.2906
230.03595,138.7518,63.2964,127.7047,83.3059
230.112025,138.845475,63.321175,127.76765,83.32565
230.17915,138.9556,63.34275,128.174925,83.32865
230.55165,139.0575,63.37235,129.671725,83.346375
230.619525,139.124225,63.44435,129.949875,83.361
230.680375,139.19775,63.4864,130.088125,83.36665
231.224025,139.37135,63.510525,130.2372,83.376925
231.4359,139.5018,63.5445,130.336625,83.393425
231.50205,139.608175,63.565275,130.5332,83.4047
231.627875,139.623,63.60235,130.5767,83.42075
231.819925,139.66095,63.651975,130.604275,83.441575
232.39015,139.8609,63.677975,130.7023,83.4651
232.55005,139.960075,63.73365,130.858175,83.540725
232.60495,140.060175,63.754775,130.9889,83.541825
232.7091,140.07515,63.781025,131.030125,83.548975
232.76045,140.1676,63.810025,131.328075,83.564275
233.097075,140.249,63.84545,131.4046,83.5987
233.15255,140.40675,63.966475,131.554125,83.640825
233.345975,140.447625,63.996575,131.8538,83.745825
233.6103,140.5141,64.0491,132.159775,83.7805
233.858225,140.6352,64.070075,132.632675,83.90055
233.962325,140.645025,64.108775,132.65245,84.936675
234.3032,141.025325,64.145425,132.69055,85.0809
234.410825,141.1866,64.208025,132.72605,85.117225
234.51095,141.298,64.240875,132.81375,85.126
234.9968,141.33775,64.2682,133.092625,85.254525
235.0734,141.459925,64.297225,133.115475,85.4288
235.184625,141.4675,64.327225,133.116475,86.794
235.616975,141.52335,64.4392,133.2885,87.507425
235.795525,141.8756,64.45765,133.44135,87.5144
235.999225,142.07165,64.512775,133.60645,87.589275
236.113125,142.302025,64.585025,133.72525,87.596825
236.18235,142.55735,64.611625,134.135175,87.666025
236.285725,142.6082,64.821575,134.18005,88.29515
236.378775,142.667425,64.87315,134.24655,89.02375
236.5573,142.72225,64.898875,134.50445,89.026475
236.8082,142.973475,64.9754,134.615575,89.031125
237.0718,143.02855,65.013425,134.67565,89.03725
237.53315,143.389575,65.036375,135.082875,89.052475
237.8793,143.660275,65.06225,135.10635,89.098725
238.13325,143.68285,65.116525,135.5184,89.16595
238.279575,143.696375,65.1513,135.86135,89.186375
238.498175,143.7357,65.26765,135.8804,89.31515
238.866275,143.7687,65.321225,135.948425,89.444
238.9577,143.777075,65.342275,136.038725,89.781
239.2557,143.905675,65.380575,136.070025,90.567275
239.43705,143.965775,65.39785,136.1682,90.59235
240.087375,144.057225,65.4103,136.70345,90.629425
240.434425,144.119725,65.435875,136.9555,90.723975
240.572075,144.298225,65.49375,137.03235,91.243975
240.795175,144.320275,65.56045,137.094025,92.009025
241.108,144.365,65.600975,137.21155,92.02905
241.490825,144.528825,65.6219,137.76765,92.054825
242.084325,144.6919,65.6965,138.133325,92.065075
242.18095,145.353225,65.8185,138.185975,92.102875
243.07675,145.422775,65.8493,138.556175,92.175775
243.11695,145.56345,65.900925,138.73135,92.259
243.277175,145.73365,65.962125,139.11835,92.577625
243.6804,145.768475,66.00425,139.2302,92.67035
243.835725,145.89175,66.029725,139.36765,93.35045
244.353375,145.908625,66.155425,139.3817,94.105675
244.71325,146.281875,66.338275,139.402575,94.223625
244.9007,146.2993,66.39025,139.42015,94.2595
245.0674,146.3111,66.4433,139.4417,94.423225
245.186875,146.326075,66.464275,139.467675,94.613175
245.317425,146.629125,66.473425,139.5324,94.898125
245.911675,146.800825,66.498275,139.609575,94.96605
245.971025,146.8551,66.525475,139.6582,95.0237
246.47005,147.04845,66.533025,139.6679,95.08355
246.6345,147.18525,66.5845,139.9913,95.320175
246.953475,147.277575,66.61895,140.232925,95.3535
247.1799,147.411175,66.6799,140.307825,95.462775
247.245925,147.493775,66.735425,140.44745,95.508925
247.397125,147.61215,66.8196,140.6451,95.627775
247.465175,147.766375,66.8473,140.757975,95.67475
247.609325,148.121475,66.89245,140.8562,95.72105
247.77025,148.21655,66.97585,140.950525,95.737425
247.8249,148.3261,67.00355,141.022625,96.15545
247.871825,148.347775,67.2761,141.213675,96.43415
248.197575,148.478925,67.329275,141.328175,96.447725
248.63855,148.51715,67.644125,141.45095,96.49085
248.712525,148.547675,67.701125,141.469025,96.508425
248.819625,148.569,67.729625,141.610025,96.53915
249.113725,148.704375,67.7599,141.62655,96.5626
249.4869,148.884725,67.791475,141.7203,96.591475
249.557475,149.012675,67.84005,141.804275,96.633025
249.891475,149.3402,67.85685,141.8292,96.6598
249.927125,149.3769,67.890625,142.16325,96.664475
250.5984,149.785725,67.9406,142.419325,96.6812
250.677225,149.897475,67.948175,142.68235,96.718
250.963375,149.9059,68.0372,143.05345,96.743375
251.3321,150.12465,68.0856,143.2072,96.9294
251.4014,150.21715,68.128375,143.286625,97.11815
251.631275,151.18105,68.269175,143.510475,97.14445
251.73205,152.018125,68.30335,143.6216,97.19425
252.25865,152.1651,68.324025,143.74815,97.478775
252.49225,152.2086,68.3626,143.891025,97.49345
252.623,152.445775,68.494825,143.9117,97.54115
252.74145,152.472225,68.514225,144.109075,97.550775
253.11515,152.5829,68.572775,144.458275,97.5819
253.198525,152.729925,68.609475,144.812775,97.595975
254.891625,152.891075,68.6287,144.982925,97.6277
255.206575,152.969725,68.653375,145.179175,97.6514
255.37495,153.4473,68.683175,145.397975,97.680725
255.4863,153.52635,68.7198,145.410775,97.7015
255.5302,153.565175,68.743775,145.420725,97.743125
255.77625,153.6235,68.7784,145.426925,97.78065
255.838725,153.6628,68.829775,145.58915,97.8054
255.91355,153.850675,68.894975,145.9046,97.957825
256.015325,154.097375,68.9284,145.941225,98.016875
256.25575,154.19665,68.95185,146.117825,98.048425
256.574,154.715725,68.991075,146.259375,98.06165
256.809475,154.729775,69.06095,146.296225,98.1961
257.3502,155.346875,69.118325,146.3111,98.398475
257.51045,155.4408,69.185375,146.327175,98.41595
257.8943,155.5261,69.241775,146.350175,98.438025
258.0097,155.757725,69.296525,146.485475,98.5092
258.077825,156.019,69.42385,146.68005,98.52815
258.504325,156.2117,69.5034,146.70225,99.013025
258.63065,156.35515,69.58115,146.877975,99.27975
259.11835,156.5642,69.62905,147.131875,99.291475
259.4474,157.0262,69.6757,147.27585,99.29935
259.516425,157.166525,69.739825,147.302,99.33815
259.919325,157.222575,69.7661,147.377675,99.360425
260.06785,157.366775,69.80755,147.40975,99.41565
260.253675,157.398975,69.84395,147.570625,99.438775
260.361975,157.434225,69.888625,147.92625,99.54315
260.468075,157.4836,69.95175,148.117525,99.5689
260.707825,157.791475,70.07155,148.38905,99.8253
260.8881,158.098775,70.108475,148.717225,99.8528
260.97455,158.9449,70.1901,148.790675,99.86735
261.2773,159.03605,70.23105,148.863175,99.88955
261.53565,159.0501,70.31515,149.14245,99.91005
261.7266,159.367775,70.328875,149.1699,99.937325
261.955025,159.526475,70.3561,149.372025,99.999925
262.118875,159.6212,70.374075,149.574725,100.16
262.1946,159.7265,70.4186,149.733125,100.198175
262.37165,159.96875,70.584525,149.96645,100.300375
262.462525,160.61055,70.632975,150.0878,100.326275
262.8299,160.794325,70.649425,150.1863,100.3519
263.30225,161.087575,70.6774,150.3291,100.385
263.39615,161.099375,70.69775,150.422675,100.387875
263.7518,161.168,70.7714,150.8352,100.396425
264.220975,161.35045,70.802725,150.916825,100.443275
264.2986,161.668175,70.8316,150.94905,100.479375
264.6679,161.7858,70.856775,151.067425,100.761925
264.922625,161.798125,70.878425,151.370025,100.763025
