SPK_SPKC08a (inhibited),SPK_SPKC12a (inhibited),SPK_SPKC14a (short inhibition),SPK_SPKC14b (inhibited),SPK_SPKC16a (NA)
264.985575,161.9734,70.934925,151.5172,100.7654
265.72945,162.0505,70.9639,151.74895,100.798825
266.7819,162.074875,71.017125,151.874025,100.85185
267.148075,162.2615,71.045925,152.05015,100.888075
267.283675,162.68055,71.116375,152.441625,100.964475
267.52745,163.18255,71.183325,152.79625,101.0086
267.9232,163.714825,71.2458,153.00825,101.0976
268.09875,163.752925,71.25425,153.526475,101.1225
268.302075,164.15355,71.287675,153.5737,101.182125
268.389475,164.203475,71.3186,153.6814,101.224575
268.799175,164.364125,71.351975,153.71845,101.24385
268.868775,164.515075,71.45225,154.593075,101.29085
269.368575,164.6129,71.493775,155.0499,101.3608
269.45195,164.810875,71.513975,155.604525,101.440775
269.579425,164.857925,71.54105,155.7535,101.473275
270.3729,165.1,71.587425,156.76465,101.6518
270.495475,165.41895,71.6194,156.917475,101.7457
270.8216,165.925225,71.65125,157.5025,101.784275
271.02345,166.648025,71.688775,158.361125,101.79865
271.0805,166.8875,71.762425,158.3888,101.824425
271.141875,167.0637,71.828825,158.4222,101.8361
271.6468,167.446575,71.861775,158.719225,101.90195
273.279625,167.6989,71.874625,159.386475,101.957775
273.81855,167.93775,71.9282,159.733125,102.11915
273.8744,168.0059,72.007375,159.861475,102.138675
274.0153,168.307525,72.04385,159.920725,102.1788
274.446925,168.361175,72.07995,160.342775,102.21115
274.742375,168.379825,72.18255,160.391575,102.24735
274.852175,168.666525,72.354625,160.7304,102.252925
275.1409,168.7192,72.3781,160.95835,102.27345
275.238875,168.8674,72.3938,161.10535,102.2787
275.58635,169.173,72.4527,161.137075,102.30665
275.6205,169.2711,72.522475,161.256975,102.3311
275.7309,169.409225,72.639575,161.387325,102.354375
275.8492,169.643525,72.669825,161.4348,102.3842
275.996525,169.7664,72.685875,161.732225,102.396375
276.109525,170.0399,72.775325,161.7589,102.4472
276.2619,170.5259,72.80345,161.908525,102.461775
276.310875,170.646375,72.8399,162.07655,102.50515
276.42125,170.66615,72.842,162.11355,102.5566
276.473175,170.748125,72.8791,162.459675,102.568275
277.358025,171.414325,72.936525,162.6161,102.60225
278.0986,172.619425,73.0263,162.788,102.62295
278.2064,172.920425,73.049825,163.0744,102.71725
278.4471,173.598075,73.2932,163.153125,102.8152
278.795225,173.722225,73.3033,163.36105,102.8811
278.86665,173.990225,73.356325,163.4141,102.89585
279.3584,175.064275,73.3757,163.6784,102.908775
279.4678,175.095425,73.40005,163.862225,102.914225
279.57865,175.7152,73.479925,164.1459,102.942175
281.035625,176.202075,73.541125,164.218975,102.951175
281.576275,176.70075,73.6279,164.2427,102.99775
281.862125,176.78535,73.702425,164.417375,103.009025
282.062125,176.907925,73.763775,164.4974,103.0131
282.5898,177.102275,73.87645,165.0043,103.0476
282.6382,177.613475,73.924675,165.206175,103.075325
282.7276,178.1649,73.9441,165.33915,103.11435
283.203575,178.2474,73.976875,165.3602,103.14665
283.240325,178.467275,74.001175,165.69795,103.16235
283.612475,178.883425,74.082825,165.7848,103.18245
283.963275,179.393675,74.1267,165.9579,103.2448
284.08445,179.75845,74.174825,166.22475,103.30865
284.418875,180.068875,74.2067,166.2913,103.43895
284.528725,180.20215,74.2372,166.423875,103.4793
284.755675,180.2611,74.276875,166.5413,103.53355
284.8273,180.3465,74.3213,166.63865,103.597925
285.05645,180.43815,74.348925,166.80035,103.635875
285.41535,180.9161,74.37765,167.00135,103.655975
285.668475,181.69615,74.423075,167.119975,103.68005
285.774875,181.916025,74.48155,167.142775,103.710575
286.01445,182.519975,74.502725,167.17395,103.733775
286.070525,182.571875,74.5291,167.248375,103.762275
287.088825,182.88085,74.6064,167.338675,103.770025
287.432325,182.96365,74.635825,167.691375,103.80495
288.075675,183.08755,74.693275,167.751925,103.898325
288.2883,183.972125,74.87195,168.27855,103.942725
288.4999,185.148075,74.9961,168.755025,103.9741
288.747125,185.4944,75.0058,168.79685,104.0242
289.1453,186.460675,75.044475,168.950825,104.060825
289.248375,186.655775,75.11445,169.085825,104.1717
289.338,186.9087,75.172725,169.51885,104.252325
289.5261,186.94015,75.212,169.9038,104.3145
289.760125,187.128225,75.23585,170.574725,104.31595
290.13865,187.53925,75.30945,170.6484,104.348925
291.15495,187.64685,75.337775,170.7584,104.374975
291.723625,187.6961,75.382125,170.8112,104.3835
291.91705,188.48635,75.487775,171.029875,104.41045
292.016725,188.5832,75.496775,171.0624,104.437575
292.17855,188.673525,75.578925,171.595325,104.4547
292.3924,188.808275,75.621725,171.648075,104.51675
293.3418,189.0207,75.7049,172.9464,104.59815
293.421425,189.043575,75.7444,172.98655,104.65045
293.67465,189.320325,75.812325,173.0263,104.700425
293.903725,189.5807,75.83665,173.267325,104.7086
294.27785,189.622225,75.8521,173.36875,104.726425
294.5598,189.654875,75.89235,173.858625,104.73535
294.98065,189.774025,75.9048,173.9008,104.777425
295.960125,190.02445,75.914775,175.414425,104.7895
296.5995,190.508125,75.937225,175.9767,104.8594
296.7395,190.529575,76.0008,176.53355,104.8758
296.8571,190.994725,76.056375,176.78545,104.89815
297.09175,191.209125,76.082225,176.87755,104.960475
297.22195,191.3281,76.106325,177.01545,105.01935
297.75925,191.997725,76.145275,177.033525,105.042675
297.84055,192.032775,76.203675,177.067375,105.070475
298.304175,192.189525,76.255,178.157175,105.1034
298.572925,192.421275,76.273675,178.79165,105.18355
299.218825,192.58895,76.372075,179.4513,105.210125
299.38565,192.7185,76.438775,179.517,105.30285
299.39205,192.78795,76.46945,181.1531,105.3806
299.54295,192.819225,76.485225,181.32055,105.4043
299.78905,192.91505,76.54065,182.250825,105.4214
,193.00655,76.5685,182.738075,105.4409
,193.28765,76.682475,182.960825,105.4623
,193.351325,76.723525,183.593375,105.5175
,193.530025,76.75965,183.687575,105.6206
,193.614475,76.801275,183.7638,105.6594
,193.9307,76.847975,183.7866,105.689675
,194.128725,76.895225,185.449325,105.796775
,194.175375,76.916175,186.2928,105.8533
,194.326075,76.9446,186.325375,105.9108
,194.38745,76.9781,186.378425,105.913525
,194.55835,77.067975,186.882075,105.93425
,194.6799,77.240925,187.22665,105.958125
,194.732675,77.29545,187.3425,105.987725
,194.856925,77.343825,187.929875,106.051125
,195.222025,77.401825,187.944625,106.19145
,195.381525,77.4276,188.632075,106.403975
,196.15645,77.5142,189.0273,106.41555
,196.168575,77.58905,189.3525,106.449
,196.6646,77.6554,189.699375,106.540825
,196.72915,77.672225,189.89405,106.543725
,197.13155,77.69975,189.9565,106.80535
,197.91155,77.738925,190.005425,106.827525
,197.946675,77.757275,190.03295,106.85085
,197.992175,77.8053,190.052225,106.87555
,198.0724,77.952,190.1777,106.87915
,201.45775,77.988325,190.831075,106.887075
,201.477775,78.033425,191.035775,106.893675
,201.934275,78.1265,191.238075,106.912975
,201.948725,78.16725,191.430975,106.9395
,202.4751,78.205375,191.857775,107.019125
,202.510675,78.240175,192.043,107.18135
,203.524775,78.2726,192.2251,107.304375
,203.57825,78.3127,192.572575,107.3397
,203.86125,78.3392,192.6749,107.400525
,204.0536,78.3715,192.769225,107.41045
,204.07195,78.4148,193.102125,107.434775
,204.187475,78.446025,193.763925,107.440675
,204.494975,78.477775,194.1838,107.54325
,205.251025,78.504875,194.210075,107.795225
,205.445825,78.54505,194.50885,107.803125
,205.638425,78.56865,194.836175,107.824675
,205.725125,78.604125,194.9472,107.8574
,205.9509,78.657475,195.093725,107.884475
,206.233725,78.69515,195.408275,107.96025
,206.4324,78.731075,195.857425,107.9986
,206.61335,78.77505,196.063425,108.32135
,206.701875,78.84075,196.212175,108.57975
,206.9599,78.86035,196.28445,108.6474
,207.074975,78.89735,196.671725,108.6627
,207.706575,78.9261,196.725225,108.670925
,207.89465,78.9451,196.859025,108.69045
,208.513025,78.981525,196.8884,108.71955
,208.531775,79.037375,196.957375,108.733
,208.596525,79.06985,197.119825,108.7467
,208.641075,79.093,197.50015,108.775525
,208.969375,79.112025,198.138875,108.8013
,209.1671,79.141125,198.9622,108.814325
,209.19595,79.26815,198.999425,108.84555
,209.495075,79.3393,199.012575,108.867925
,210.075725,79.367425,199.293175,108.89405
,210.33385,79.45795,199.4416,108.903275
,210.3512,79.49235,199.579075,108.928025
,210.425625,79.528675,199.73775,108.941925
,210.547875,79.5493,200.169825,108.96085
,210.56135,79.561125,200.8766,108.995025
,211.55115,79.583725,201.45905,109.030275
,211.904875,79.6089,202.535825,109.123275
,212.0258,79.68315,203.0654,109.176775
,212.392675,79.751575,204.5637,109.293625
,212.621375,79.825625,204.668025,109.332275
,212.638125,79.848075,205.022925,109.349025
,213.5011,79.861225,205.052975,109.3742
,213.57195,79.888775,207.0649,109.411575
,214.47025,79.911275,207.461825,109.435275
,214.789925,79.9348,207.685675,109.4754
,215.135425,79.95345,208.240425,109.497175
,215.69225,79.975575,208.310575,109.527275
,215.889525,79.99625,209.3305,109.627525
,216.7686,80.032225,209.71235,109.689425
,216.96215,80.0855,210.48145,109.813275
,217.155,80.183525,211.04825,110.025575
,218.014025,80.2141,211.1347,110.3486
,218.3897,80.24275,211.340675,110.4597
,218.431825,80.28975,212.455925,110.46735
,219.006675,80.3304,212.6059,110.6055
,219.447175,80.4394,212.839925,111.30115
,219.80355,80.4656,213.50715,111.327675
,220.04525,80.490475,214.079425,111.35235
,220.1028,80.511575,215.0768,111.39045
,220.142625,80.54835,215.486025,111.59135
,220.147375,80.606075,215.698475,111.7115
,220.3353,80.636425,215.730025,111.987525
,220.3585,80.669775,216.842375,112.44985
,220.366725,80.683075,217.66635,112.464725
,220.51605,80.706625,217.88675,112.469925
,220.76825,80.749775,217.926,112.8391
,221.18725,80.769125,219.149475,112.897225
,221.4022,80.8504,219.23925,112.984125
,221.453975,80.9429,220.8508,114.2329
,222.8832,80.977175,222.8274,114.31965
,223.071525,80.996025,222.9995,114.35225
,223.216225,81.036925,223.063525,116.351575
,223.73585,81.056475,223.317625,116.71235
,223.9041,81.090025,223.910625,116.7963
,224.236625,81.182025,224.18245,116.82545
,224.46885,81.238525,224.31875,116.85395
,224.646925,81.2751,224.680375,117.047375
,226.879825,81.303275,224.696975,117.214875
,227.162925,81.332975,224.82115,117.402525
,227.5362,81.395025,226.6129,117.661375
,227.703525,81.586525,226.798175,118.104475
,227.9269,81.601675,227.021575,118.2001
,228.026,81.65155,227.046525,118.258075
,228.038075,81.716925,227.33515,118.568475
,228.7236,81.745675,227.40595,118.59135
,228.762275,81.812775,227.58985,118.7166
,228.8017,81.84375,227.6384,119.051775
,229.0012,81.84985,227.6623,119.46845
,229.251,81.868975,227.710875,119.487075
,229.486625,81.935925,227.984775,119.518775
,229.780025,81.9589,229.481725,119.756475
,230.300675,82.0323,231.056275,120.0762
,230.4607,82.057975,231.788675,120.08925
,230.519225,82.137875,232.67,120.58095
,230.8839,82.29115,232.75,120.584425
,230.916775,82.34465,235.034925,120.635975
,231.1925,82.39095,238.3144,120.669875
,231.3912,82.456275,239.21335,120.726175
,231.764675,82.494725,243.325525,120.915325
,231.835225,82.588075,243.525975,121.0408
,232.37785,82.646,244.059975,121.344475
,232.391875,82.7775,245.3242,121.375825
,232.67215,82.833075,245.89085,121.42015
,232.95215,82.90495,246.868525,121.63545
,232.979975,82.9253,246.918525,121.901825
,233.061725,83.049925,247.200975,121.923525
,233.239775,83.085225,247.27935,121.93965
,233.284525,83.11425,247.689375,121.956475
,233.505975,83.144375,248.28345,121.9687
,233.71445,83.17085,249.036125,122.0461
,233.76775,83.211025,249.06025,122.1036
,234.556,83.29645,249.15775,122.1563
,234.6441,83.316725,249.23845,122.40585
,234.935225,83.34165,249.6202,122.568025
,235.05745,83.379575,249.9243,122.868825
,235.2472,83.391075,250.606675,122.892075
,235.270075,83.463125,252.969325,122.943225
,236.49,83.53405,254.1876,123.283775
,236.58685,83.541825,255.9069,123.35065
,236.758925,83.556725,256.0259,123.46895
,237.938075,83.6765,256.648525,123.645025
,238.22745,83.902275,257.61055,124.196825
,238.423825,84.139775,257.791125,124.234175
,238.468,84.152025,259.5734,124.2765
,238.84815,84.180175,261.887275,124.31335
,238.8941,84.208225,262.0246,124.3415
,239.030725,84.235825,263.319825,124.3638
,239.304925,84.253925,263.383625,124.733925
,239.3187,84.28915,264.118475,124.8126
,240.2501,84.412725,264.444325,124.962175
,240.373975,84.461575,264.468575,125.029625
,240.624325,84.5056,264.4842,125.075875
,240.688275,84.5347,264.833975,125.13545
,240.711275,84.606425,265.51055,125.2055
,240.8819,84.63695,267.573675,125.421725
,240.963425,84.6671,268.408825,125.4685
,241.024375,84.69425,268.592825,125.48385
,241.16325,84.772025,270.101475,125.521725
,241.288725,84.807425,270.11415,125.568075
,241.56725,84.850975,270.2341,125.64705
,241.659125,84.88195,270.727075,125.710525
,241.7432,84.911275,270.941575,125.79895
,241.997475,84.94175,271.29545,126.011275
,242.065125,84.9835,271.37755,126.0489
,243.613375,85.00925,271.842775,126.138825
,244.01015,85.04765,272.085125,126.212825
,244.543625,85.111875,272.992925,126.392775
,244.5776,85.147525,275.12885,126.42145
,244.659025,85.183425,275.394875,126.45845
,245.444775,85.233975,275.7122,126.551775
,245.4637,85.290625,276.042275,126.58
,245.52795,85.3158,276.479975,126.614225
,245.7927,85.37425,276.881475,126.70215
,245.903475,85.45475,277.549875,126.767225
,246.09315,85.51025,278,126.888375
,246.207325,85.56945,278.01065,126.93405
,246.340375,85.605625,278.489725,126.976575
,246.79305,85.62715,278.892025,127.027625
,246.9527,85.660675,279.54535,127.12165
,246.977725,85.70195,281.21885,127.2286
,247.12525,85.734825,281.354725,127.253825
,247.182625,85.78655,281.466,127.286525
,247.74425,85.823975,281.548675,127.341775
,247.924075,85.8421,281.78755,127.345825
,247.969975,85.87925,281.806275,127.697675
,248.019925,85.991075,282.213225,127.70215
,248.17725,86.083225,282.239075,127.783975
,248.298325,86.161075,282.67415,128.13535
,248.361575,86.19435,284.00125,128.145975
,248.392375,86.39345,284.23825,128.1895
,248.526,86.440625,286.61185,128.19805
,248.550725,86.493675,288.568275,128.252125
,248.704325,86.54695,291.578125,128.270575
,248.9002,86.637325,292.52015,128.3013
,248.93085,86.659725,292.574425,128.3255
,249.017225,86.72155,297.249375,128.348675
,249.30945,86.751675,297.741025,128.376925
,249.352675,86.7985,298.253375,128.430325
,249.70875,86.8353,298.30785,128.472025
,249.758175,86.85115,299.3672,128.5088
,250.067425,87.050025,,128.5629
,250.09385,87.110875,,128.654775
,250.1752,87.131225,,128.7092
,250.2746,87.180575,,128.825575
,250.290325,87.19765,,128.948925
,250.35665,87.2671,,128.977775
,250.41035,87.33315,,128.9938
,250.5342,87.389575,,129.1255
,250.777375,87.454575,,129.29985
,250.846125,87.490225,,129.33575
,250.876025,87.632925,,129.402775
,250.929,87.666375,,129.4381
,251.0554,87.73155,,129.47345
,251.472625,87.7808,,129.559175
,251.5369,87.819725,,129.775975
,251.6796,88.117875,,129.78605
,251.738875,88.180025,,129.823575
,251.780625,88.257375,,129.88905
,251.82975,88.30645,,130.081025
,252.06985,88.3412,,130.1033
,252.160575,88.4045,,130.1646
,252.2776,88.50255,,130.19185
,252.474875,88.50365,,130.22385
,252.567725,88.56725,,130.2371
,252.7236,88.677675,,130.544075
,252.7485,88.6989,,130.589925
,252.88825,88.75655,,130.609075
,253.030225,88.946275,,130.63755
,253.223025,89.0588,,130.669025
,253.291925,89.0952,,130.90795
,253.3901,89.178075,,131.025675
,253.4167,89.243325,,131.329425
,253.435575,89.385925,,131.35545
,253.502,89.458875,,131.400875
,253.55905,89.543925,,131.477325
,253.603025,89.628375,,131.493875
,253.678875,89.764525,,131.7943
,253.74865,89.873275,,131.803
,253.849025,90.131575,,131.83225
,253.885425,90.236825,,131.887525
,253.9729,90.43935,,132.152025
,254.01125,90.558575,,132.17335
,254.03315,90.59235,,132.202325
,254.05295,90.685075,,132.215275
,254.080425,90.777225,,132.273275
,254.361525,90.8559,,132.34155
,254.6503,91.133425,,132.559425
,254.6886,91.204575,,132.604175
,255.0695,91.35185,,132.61265
,255.09105,91.548275,,132.630125
,255.11765,91.56075,,132.64325
,255.50535,91.573425,,132.7272
,255.567025,91.59855,,132.77625
,255.6166,91.631075,,132.787625
,255.68535,91.967925,,132.8173
,255.7472,92.00265,,132.833775
,255.97485,92.019275,,132.9765
,256.1034,92.0502,,133.0829
,256.131225,92.0751,,133.11445
,256.201725,92.098875,,133.173625
,256.502,92.127025,,133.21835
,256.545125,92.206475,,133.30235
,256.947775,92.264125,,133.345375
,256.97425,92.283275,,133.503075
,257.011475,92.4059,,133.638225
,257.02405,92.662375,,133.658975
,257.102975,92.703,,133.6818
,257.192175,92.795725,,133.6943
,257.2583,92.8356,,133.712125
,257.675875,92.888675,,133.739575
,257.8538,92.991075,,133.81255
,258.0782,93.07815,,133.890375
,258.19435,93.1013,,134.01615
,258.215775,93.112025,,134.043225
,258.2768,93.163725,,134.0659
,258.58825,93.290225,,134.0921
,258.63525,93.39295,,134.220325
,258.732875,93.442525,,134.31055
,258.8205,93.741225,,134.3342
,258.8466,93.960125,,134.516975
,258.902475,93.9919,,134.8459
,258.95255,94.056025,,134.8836
,258.967475,94.097625,,134.96435
,259.04485,94.1665,,135.204525
,259.1138,94.238425,,135.273775
,259.21075,94.400675,,135.304075
,259.425175,94.423175,,135.329825
,259.5583,94.5724,,135.3807
,259.593375,94.687975,,135.39705
,259.601825,94.7845,,135.44765
,259.72565,94.86295,,135.56895
,259.7426,94.88725,,135.766675
,259.793575,94.90155,,135.799625
,259.97065,94.926475,,136.205925
,260.01985,94.996325,,136.246875
,260.1425,95.05135,,136.296275
,260.218125,95.214075,,136.40705
,260.232325,95.25265,,136.45535
,260.36715,95.285025,,136.5523
,260.377875,95.3035,,136.585875
,260.404575,95.346475,,136.646
,260.426725,95.40495,,136.70345
,260.511075,95.41285,,136.8609
,260.63525,95.423775,,136.933975
,260.787025,95.491475,,137.034475
,260.89765,95.5417,,137.230275
,260.969675,95.5944,,137.37765
,261.00305,95.64045,,137.45945
,261.0175,95.67375,,137.509
,261.033825,95.709175,,137.5544
,261.044825,95.736625,,137.715575
,261.113825,95.74825,,137.74245
,261.166075,95.8186,,137.81435
,261.35325,95.87425,,137.92085
,261.3625,95.98365,,137.950475
,261.81785,96.086375,,138.0133
,261.8304,96.1219,,138.074975
,261.8454,96.2278,,138.107075
,261.8658,96.3109,,138.137175
,261.8799,96.33745,,138.230825
,261.929725,96.40805,,138.287375
,262.0127,96.439275,,138.3356
,262.07575,96.480625,,138.380425
,262.2653,96.4988,,138.440525
,262.387925,96.5152,,138.5297
,262.414325,96.5851,,138.6823
,262.5122,96.629725,,138.768425
,262.5349,96.65405,,138.84255
,262.7528,96.688575,,139.0447
,262.83635,96.7239,,139.145225
,262.8829,96.7328,,139.2125
,263.008475,96.79715,,139.24915
,263.10385,96.81835,,139.25195
,263.17065,96.8446,,139.292925
,263.3947,96.8966,,139.3863
,263.45035,96.98655,,139.402825
,263.485725,97.086975,,139.448475
,263.567725,97.1344,,139.469825
,263.666225,97.172925,,139.511
,263.71565,97.261825,,139.572075
,263.788575,97.33215,,139.575175
,263.81255,97.411825,,139.6262
,263.84115,97.4552,,139.71395
,263.895975,97.502925,,139.779275
,263.941775,97.526575,,139.90725
,264.005275,97.5451,,139.92725
,264.287575,97.6105,,139.982225
,264.45195,97.65055,,140.06925
,264.461625,97.6827,,140.196975
,264.47135,97.69805,,140.2376
,264.489575,97.759775,,140.373675
,264.63865,97.8513,,140.39075
,264.854925,97.89375,,140.5079
,264.9143,97.930425,,140.59905
,264.9976,98.05465,,140.620625
,265.0747,98.069075,,140.722025
,265.12245,98.087525,,141.064325
,265.200175,98.0891,,141.089525
,265.436725,98.103175,,141.1885
,265.517775,98.1403,,141.401075
,265.7283,98.169975,,141.902225
,265.732575,98.218025,,142.0659
,265.7517,98.29185,,142.1752
,265.76425,98.39845,,142.23285
,265.803925,98.415275,,142.547425
,265.8942,98.4448,,142.723925
,266.105775,98.552175,,142.832225
,266.36905,98.66025,,143.0571
,266.395075,98.696675,,143.255175
,266.4301,98.760775,,143.42025
,266.545575,98.84,,143.447925
,266.55955,98.8623,,143.531125
,266.576875,98.869675,,143.689675
,266.59775,99.0091,,143.72615
,266.741425,99.053925,,143.803675
,266.9191,99.21005,,143.963225
,267.01265,99.26385,,144.022525
,267.05605,99.2825,,144.123675
,267.113175,99.314575,,144.15455
,267.3692,99.42935,,144.302125
,267.66485,99.508,,144.407125
,267.711775,99.701825,,144.475975
,267.75815,99.835225,,144.60875
,267.88055,99.88955,,144.662625
,267.949525,99.89735,,144.757025
,267.985575,99.946025,,144.803325
,268.048975,100.025125,,144.89895
,268.130125,100.1165,,145.0045
,268.381775,100.1712,,145.215675
,268.402825,100.23075,,145.283725
,268.5775,100.2663,,145.359225
,268.6134,100.316225,,145.397925
,268.67615,100.325375,,145.468475
,268.9753,100.3584,,145.538625
,269.001525,100.379925,,145.661325
,269.053825,100.407025,,145.783275
,269.072775,100.574875,,145.78745
,269.1425,100.59105,,145.794925
,269.189675,100.67235,,145.80455
,269.23,100.734225,,145.8861
,269.343775,100.761925,,146.018325
,269.618475,100.797325,,146.0343
,269.68025,100.82335,,146.063125
,269.718825,100.855875,,146.193425
,269.75705,100.9368,,146.319225
,269.768075,100.984225,,146.3308
,269.959125,100.9928,,146.368775
,270.030925,101.008625,,146.37895
,270.220925,101.0405,,146.40025
,270.247,101.07485,,146.43395
,270.421875,101.24335,,146.469625
,270.448075,101.443725,,146.545575
,270.51985,101.48275,,146.635325
,270.525025,101.5086,,146.64015
,270.573325,101.590225,,146.646525
,270.577125,101.64295,,146.65385
,270.621225,101.745675,,146.65665
,270.668275,101.80705,,146.75995
,270.749875,101.83455,,146.841275
,270.76535,101.868125,,146.910325
,270.782475,101.957775,,146.9439
,270.881975,102.0355,,146.970275
,271.07845,102.090875,,146.99815
,271.1539,102.114925,,147.0705
,271.1793,102.1279,,147.163875
,271.2163,102.14505,,147.228475
,271.47125,102.164775,,147.4539
,271.4939,102.18665,,147.538775
,271.508825,102.2069,,147.62675
,271.634325,102.22315,,147.691475
,271.664825,102.2456,,147.719425
,271.81895,102.307925,,147.78475
,271.88145,102.332925,,147.85965
,271.93345,102.386,,147.936525
,272.0047,102.40655,,148.12165
,272.017525,102.443425,,148.21825
,272.0666,102.46,,148.314175
,272.178325,102.489,,148.509625
,272.405325,102.541575,,148.5194
,272.4182,102.580175,,148.5618
,272.579825,102.593825,,148.56775
,272.6171,102.607725,,148.59645
,272.637075,102.65525,,148.62025
,272.80175,102.7035,,148.650325
,272.845325,102.812725,,148.669075
,272.938225,102.8778,,148.691825
,272.94425,102.9573,,148.710175
,272.988625,102.98865,,148.757225
,273.01245,103.0379,,148.7803
,273.24145,103.0704,,148.8643
,273.284425,103.101275,,148.954
,273.3608,103.142875,,149.1929
,273.481975,103.20285,,149.206125
,273.50735,103.22325,,149.253375
,273.677075,103.325675,,149.366
,273.72715,103.360175,,149.464
,273.800675,103.387025,,149.535025
,273.884925,103.42455,,149.57735
,273.92505,103.45205,,149.62805
,274.310675,103.477075,,149.65945
,274.3466,103.523125,,149.6823
,274.4466,103.547925,,149.722025
,274.4718,103.5939,,149.8215
,274.51125,103.716175,,149.87225
,274.52175,103.72895,,149.922825
,274.59555,103.73605,,149.947925
,274.94265,103.754025,,149.992975
,274.969675,103.797125,,150.221
,274.991525,103.820475,,150.2539
,275.020075,103.84465,,150.33955
,275.2266,103.85155,,150.525475
,275.2535,103.8983,,150.6135
,275.335375,103.951175,,150.715175
,275.4674,103.999725,,150.9132
,275.496175,104.059375,,151.0235
,275.537725,104.089975,,151.03505
,275.85765,104.117425,,151.05145
,275.885925,104.1563,,151.0637
,276.015125,104.19875,,151.070125
,276.139925,104.222575,,151.16465
,276.2397,104.247925,,151.23385
,276.318375,104.276125,,151.283125
,277.04925,104.3299,,151.380325
,277.1896,104.3479,,151.41255
,277.36875,104.458275,,151.421
,277.615975,104.4983,,151.436225
,277.821425,104.538275,,151.518975
,277.8957,104.6985,,151.538025
,278.308425,104.71075,,151.572925
,278.3596,104.7257,,151.62715
,278.39605,104.7319,,151.8139
,278.611925,104.872525,,151.8947
,278.7607,105.171625,,151.898825
,278.88145,105.2651,,151.9045
,279.041175,105.41985,,151.910325
,279.1369,105.4338,,151.923375
,279.337475,105.513675,,151.929025
,279.446225,105.523125,,152.00165
,280.030275,105.638275,,152.0935
,280.085125,105.724725,,152.170175
,280.5957,105.767,,152.292375
,280.626325,105.81635,,152.35645
,281.61855,105.85465,,152.385325
,282.711025,105.879475,,152.724575
,282.8329,105.90305,,153.023025
,283.62375,105.9521,,153.15545
,284.1647,106.0458,,153.180175
,284.888525,106.09445,,153.2136
,285.143075,106.13525,,153.362275
,285.33375,106.195925,,153.442275
,285.5104,106.247425,,153.601875
,285.631525,106.3083,,153.62505
,285.746925,106.334075,,153.6662
,285.94165,106.3692,,153.69585
,285.978825,106.395625,,153.7214
,286.074,106.417775,,153.769525
,286.09705,106.435675,,154.103025
,286.106075,106.513175,,154.131275
,286.34845,106.5476,,154.1869
,286.3942,106.5884,,154.247525
,286.895625,106.61935,,154.455975
,287.168675,106.6478,,154.5061
,287.1817,106.68005,,154.613875
,287.20785,106.842875,,154.685175
,287.511225,106.8923,,154.995825
,287.562625,106.976825,,155.035875
,287.621625,107.0226,,155.093125
,287.633675,107.07915,,155.2709
,287.704275,107.119825,,155.38525
,287.770775,107.16945,,155.4326
,288.0621,107.2156,,155.54395
,288.1382,107.26325,,155.7021
,288.18895,107.281225,,155.795475
,288.232825,107.40245,,155.995375
,288.308025,107.464975,,156.066
,288.377125,107.538525,,156.1456
,288.58195,107.5734,,156.23765
,288.67245,107.6149,,156.2667
,288.820025,107.64625,,156.34165
,288.9727,107.6705,,156.4933
,289.2404,107.765575,,156.677025
,289.722725,107.789925,,156.887725
,289.7808,107.805975,,157.07755
,289.8058,107.85745,,157.36525
,290.148375,107.860175,,157.454075
,290.2691,107.8927,,157.524575
,290.32755,107.903875,,157.7782
,290.76885,107.925575,,157.7797
,290.796275,107.959425,,157.788925
,290.94265,107.986075,,157.789925
,290.985175,108.00615,,157.798
,291.15435,108.05095,,157.824175
,291.178525,108.08875,,157.83585
,291.225125,108.116425,,157.8847
,291.26985,108.1648,,158.133475
,291.32825,108.1836,,158.221525
,291.554575,108.21275,,158.273125
,291.565975,108.252875,,158.3419
,291.5781,108.29445,,158.369275
,291.5942,108.32575,,158.401125
,291.696225,108.34025,,158.4147
,291.78925,108.35885,,158.457725
,292.047975,108.4039,,158.537625
,292.069825,108.461975,,158.754975
,292.1299,108.50065,,158.80665
,292.222875,108.60805,,158.820575
,292.2981,108.639775,,158.831825
,292.3802,108.652825,,158.8386
,292.39725,108.681075,,158.8554
,292.5559,108.689425,,158.95015
,292.600125,108.783375,,159.12845
,292.98505,108.88455,,159.1298
,293.015275,108.893525,,159.399
,293.031125,108.915475,,159.6345
,293.0397,108.94085,,159.8169
,293.163275,108.976125,,160.079775
,293.273175,108.99705,,160.287225
,293.30115,109.0392,,160.686475
,293.439675,109.085625,,161.0999
,293.4691,109.140225,,161.159625
,293.502275,109.2215,,161.239075
,293.570825,109.27715,,161.550325
,293.839625,109.2895,,161.557975
,293.897575,109.32105,,161.59675
,293.919875,109.3356,,161.641175
,294.172425,109.365775,,161.682625
,294.21215,109.3852,,161.709325
,294.225125,109.435275,,161.813325
,294.299275,109.48285,,162.0769
,294.3189,109.508375,,162.1135
,294.3533,109.536375,,162.23295
,294.6053,109.552425,,162.6003
,294.681025,109.656,,162.694125
,294.74185,109.682575,,162.73575
,294.776025,109.708525,,162.81055
,294.82475,109.739,,162.87695
,294.840175,109.792575,,163.287275
,294.931725,109.82865,,163.74065
