SPK_SPKC02a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a
37.192075,,23.712175,61.511725,45.114425
37.20995,,23.71505,61.5293,45.126175
37.243125,,23.720725,61.5361,45.14585
37.298075,,23.723025,61.566575,45.1608
37.33485,,23.7262,61.580275,45.1745
37.341225,,23.728825,61.5873,45.195325
37.430875,,23.731975,61.601925,45.210975
37.489225,,23.7346,61.60655,45.220025
37.55405,,23.7371,61.634675,45.2323
37.7326,,23.739575,61.648275,45.248525
37.738025,,23.74355,61.6712,45.2622
37.740375,,23.74615,61.679275,45.277
37.751125,,23.7486,61.694,45.2939
37.759625,,23.750875,61.707275,45.3027
37.79695,,23.753475,61.71205,45.32285
37.826925,,23.7567,61.718375,45.329825
37.8324,,23.7593,61.7375,45.33905
37.8551,,23.761475,61.754325,45.350825
37.872925,,23.7668,61.780125,45.365875
37.8824,,23.773675,61.8212,45.37315
37.9299,,23.7764,61.98175,45.398825
38.0557,,23.7818,62.03035,45.60855
38.228425,,23.786925,62.0582,45.62925
38.242625,,23.804375,62.06405,45.647425
38.2525,,23.8133,62.0747,45.70965
38.261725,,23.82375,62.08285,45.730575
38.268925,,23.82675,62.14345,45.7434
38.271825,,23.836275,62.2329,45.753625
38.286,,23.8392,62.4536,45.763275
38.450375,,23.8564,62.475875,45.7744
38.4869,,23.8652,62.49955,45.78435
38.616025,,23.87255,62.546625,45.801275
38.695475,,23.88625,62.586825,45.80925
38.70285,,23.88945,62.60035,45.8377
38.7173,,23.896925,62.6835,45.84655
38.741325,,23.904425,62.71335,45.8746
38.8173,,23.908025,62.72925,45.8895
38.844475,,23.910875,62.75505,45.8999
38.8609,,23.91365,62.774525,45.919575
38.875125,,23.92165,62.7885,45.9315
38.9468,,23.9244,62.821,45.964125
38.99105,,23.928075,62.831125,45.989325
39.13255,,23.9311,63.031625,46.02615
39.146525,,23.934625,63.049975,46.03865
39.1551,,23.9373,63.0787,46.047675
39.160875,,23.939925,63.084725,46.056225
39.1669,,23.949,63.091625,46.067575
39.172975,,23.959375,63.0941,46.077425
39.1855,,23.969225,63.099725,46.098675
39.1988,,23.9775,63.1043,46.115475
39.2159,,23.989275,63.108725,46.1361
39.239225,,23.994375,63.113475,46.15245
39.38905,,24.00135,63.122475,46.15945
39.405875,,24.00675,63.14085,46.1717
39.40715,,24.016175,63.1504,46.182775
39.48315,,24.02055,63.16015,46.1978
39.574475,,24.030325,63.184225,46.2335
39.594,,24.032525,63.203825,46.244875
39.616275,,24.035575,63.21515,46.266925
39.627625,,24.046225,63.225725,46.27725
39.6415,,24.049125,63.240925,46.28955
39.67025,,24.0521,63.2955,46.304825
39.704675,,24.054875,63.33265,46.331675
39.7449,,24.059875,63.360225,46.34435
39.792875,,24.062525,63.4075,46.354675
39.851375,,24.06495,63.42535,46.364625
39.856325,,24.072625,63.48415,46.3736
39.8813,,24.074975,63.4956,46.392825
39.954,,24.0774,63.50245,46.4033
40.00095,,24.079675,63.527075,46.423575
40.014725,,24.081975,63.5391,46.4427
40.043375,,24.0875,63.5489,46.4899
40.0778,,24.0973,63.558775,46.519125
40.0993,,24.10585,63.612325,46.5245
40.133425,,24.109225,63.620025,46.527175
40.1934,,24.11895,63.635025,46.530875
40.328975,,24.124,63.668725,46.820375
40.335275,,24.143075,63.6881,46.824875
40.440775,,24.1655,63.701325,46.8354
40.457275,,24.1679,63.73395,46.85275
40.492625,,24.18945,64.025375,46.8686
40.506,,24.1959,64.052275,46.889175
40.78505,,24.20915,64.0648,46.948625
40.860225,,24.21205,64.08975,46.984975
40.955575,,24.2247,64.103125,47.3118
40.98185,,24.231025,64.111475,47.333
40.99,,24.2336,64.12025,47.358775
40.992775,,24.242875,64.128325,47.37775
41.00745,,24.258025,64.134975,47.395075
41.0276,,24.315075,64.153075,47.473975
41.029325,,24.668375,64.159925,47.6473
41.072,,24.70085,64.17815,48.130775
41.0945,,24.70465,64.18715,48.414775
41.113225,,24.7344,64.2211,48.52995
41.400425,,24.746475,64.2813,48.541775
41.428025,,24.758775,64.568525,48.5551
41.439475,,24.765325,64.57515,48.561575
41.45025,,24.769325,64.5817,48.564925
41.46185,,24.89365,64.592025,48.5667
41.660175,,24.89795,64.5975,48.57815
41.66145,,24.89895,64.607875,48.590875
41.77235,,24.901775,64.6108,48.5988
41.779875,,24.910175,64.622425,48.62785
41.793475,,24.919075,64.63865,48.6372
41.8029,,24.92125,64.65165,48.647875
41.81545,,24.929525,64.68145,48.65595
41.827625,,24.932175,64.698625,48.66475
41.85005,,24.934275,64.7286,48.8302
41.865675,,24.9391,64.771625,48.849225
41.879525,,24.941375,64.7996,48.925575
41.931775,,24.9436,64.823575,49.08975
41.946975,,24.945825,64.83005,49.1975
41.9649,,24.948125,64.8336,49.26215
42.0765,,24.951175,64.836825,49.2821
42.118975,,24.953575,64.839875,49.284725
42.201475,,24.958675,64.84325,49.462625
42.20805,,24.961075,64.845975,49.53535
42.232575,,24.96365,64.853175,49.5794
42.246425,,24.96615,64.85985,49.630325
42.258725,,24.96855,64.8777,49.660525
42.29045,,24.970925,64.885375,49.753125
42.32445,,24.97475,64.91995,49.88295
42.36055,,24.97725,65.0727,49.896625
42.54665,,24.980325,65.23485,49.9044
42.5631,,24.9834,65.262475,49.9125
42.581825,,24.988,65.292925,49.916725
42.5867,,25.00385,65.456275,49.921375
42.604425,,25.00655,65.5949,49.926675
42.6318,,25.09925,65.602925,49.9305
42.68015,,25.102275,65.610225,49.935125
42.683225,,25.104675,65.6166,49.940025
42.7602,,25.1074,65.624175,49.94495
42.8426,,25.113625,65.638675,49.95445
42.848875,,25.116525,65.646425,49.958075
42.8705,,25.119075,65.65335,49.9705
42.892975,,25.121425,65.660475,49.98395
42.94,,25.12375,65.67315,49.99845
42.956475,,25.126025,65.6798,50.02135
42.978375,,25.12865,65.72985,50.238225
42.99205,,25.131375,65.789525,50.24585
43.011075,,25.133675,65.85705,50.275925
43.0415,,25.13845,65.936075,50.287575
43.063725,,25.1408,66.43655,50.311575
43.065925,,25.143175,66.4742,50.545625
43.0726,,25.145375,66.51675,50.569125
43.170825,,25.14745,66.673975,50.572625
43.194175,,25.149875,67.580675,50.578225
43.209275,,25.152225,67.5923,50.588975
43.409475,,25.156425,67.601975,50.605675
43.523225,,25.158525,67.612875,50.615875
43.54665,,25.1606,67.6329,50.624425
43.56665,,25.165275,67.6597,50.6336
43.592325,,25.167475,67.681975,50.6404
43.609025,,25.17415,67.712925,50.645175
43.6552,,25.17655,67.793625,50.652675
43.67845,,25.179475,67.801175,50.678025
43.728875,,25.181625,67.8243,50.6865
43.729875,,25.1837,67.844275,50.706275
43.745475,,25.186275,68.080775,50.7227
43.785175,,25.193375,68.102225,50.734125
43.796,,25.195625,68.109925,50.74805
43.8259,,25.197675,68.120925,50.76
43.8421,,25.204875,68.128025,50.77095
43.8979,,25.207025,68.154425,50.792525
43.950025,,25.20925,68.27365,50.811975
43.9831,,25.211825,68.304975,50.855425
43.9978,,25.216675,68.315325,50.876275
44.013925,,25.2281,68.322975,50.8939
44.0355,,25.24605,68.3317,50.907725
44.069425,,25.2505,68.3444,50.934825
44.1142,,25.25285,68.350275,50.9479
44.136375,,25.26785,68.354425,50.96535
44.16,,25.28035,68.360675,50.977325
44.177275,,25.287375,68.3767,50.989375
44.280875,,25.290725,68.44485,51.01475
44.28675,,25.30135,68.47865,51.046675
44.294025,,25.309325,68.486225,51.07045
44.31435,,25.312,68.5154,51.087225
44.316125,,25.3175,68.533475,51.10455
44.332425,,25.322425,68.549675,51.11415
44.340575,,25.32715,68.5667,51.137925
44.35445,,25.3296,68.594825,51.163975
44.37195,,25.334,68.623625,51.40385
44.374775,,25.3571,68.6337,51.4139
44.382675,,25.362375,68.6443,51.428675
44.393875,,25.3784,68.659175,51.44425
44.408875,,25.3917,68.668275,51.76945
44.53785,,25.563125,68.696125,51.776425
44.624325,,25.5771,68.76665,51.781825
44.7117,,25.596475,68.7978,51.787975
44.743225,,25.6002,68.80895,51.9563
44.756275,,25.63745,68.840775,51.9724
44.77275,,25.655325,68.85135,51.982725
44.895525,,25.94345,68.8733,51.989375
44.9359,,26.04095,68.8946,51.995975
44.94485,,26.04325,68.944,52.000175
45,,26.050875,68.9958,52.005675
45.00895,,26.058775,69.0326,52.0122
45.057025,,26.06625,69.045625,52.025925
45.146,,26.07255,69.070775,52.034475
45.15305,,26.078075,69.081825,52.04655
45.17065,,26.082875,69.2591,52.052925
45.18955,,26.089675,69.2743,52.0627
45.2032,,26.0944,69.29555,52.070825
45.22805,,26.096975,69.3283,52.0784
45.271375,,26.102825,69.3443,52.0892
45.28925,,26.105425,69.356025,52.10505
45.31985,,26.10915,69.3736,52.132825
45.332275,,26.1132,69.3833,52.1411
45.380775,,26.119525,69.399725,52.1588
45.418375,,26.1226,69.409075,52.165575
45.6112,,26.12685,69.416475,52.17275
45.622575,,26.1312,69.418625,52.179775
45.638575,,26.137875,69.432075,52.20485
45.6537,,26.146725,69.440825,52.39655
45.705475,,26.1522,69.455625,52.411775
45.715975,,26.156475,69.4645,52.525075
45.719275,,26.160575,69.477775,52.8088
45.792125,,26.1665,69.51345,52.909275
45.832725,,26.170975,69.5229,52.9352
45.87225,,26.177375,69.545,52.9648
45.88615,,26.182,69.55615,53.070075
45.92,,26.1874,69.576225,53.0738
45.95285,,26.1922,69.60145,53.077925
45.986725,,26.199725,69.62655,53.0811
46.006025,,26.202225,69.665975,53.083175
46.02925,,26.2049,69.690025,53.088125
46.06205,,26.21555,69.719975,53.091675
46.123775,,26.218325,69.731025,53.16585
46.160925,,26.224325,69.738375,53.183875
46.1647,,26.231075,69.75925,53.19645
46.17435,,26.244275,69.851,53.27475
46.188425,,26.44825,69.86705,53.3223
46.21625,,26.4628,69.957825,53.336275
46.23185,,26.4826,70.044875,53.380775
46.236875,,26.486325,70.06005,53.41655
46.267375,,26.4945,70.075325,53.44995
46.321975,,26.497325,70.1181,53.669575
46.4026,,26.5198,70.161925,53.698425
46.451,,26.53125,70.190475,53.719975
46.49725,,26.534175,70.212875,53.74055
46.5002,,26.5366,70.2271,53.761375
46.5035,,26.54345,70.241875,53.788125
46.5417,,26.555775,70.33065,54.2083
46.553925,,26.558175,70.3509,54.58485
46.6276,,26.56175,70.397475,54.61025
46.679025,,26.568175,70.4094,54.63755
46.69575,,26.570725,70.42755,54.6711
46.72605,,26.577225,70.4548,54.842175
46.73625,,26.5799,70.593425,54.84935
46.7542,,26.586,70.60635,54.853325
46.768675,,26.594375,70.612375,54.856175
46.769975,,26.597325,70.6223,54.859275
46.77965,,26.60175,70.628175,54.866625
46.8069,,26.6048,70.6348,54.870725
46.824625,,26.60745,70.6417,54.876875
46.852025,,26.611125,70.650025,54.8881
46.881975,,26.61325,70.67575,54.901575
46.994225,,26.616075,70.696225,54.908575
47.211675,,26.6201,70.704575,54.9205
47.223225,,26.623225,70.7115,54.93065
47.231175,,26.6274,70.830425,54.948525
47.2518,,26.6303,70.85725,54.95715
47.261425,,26.634,70.885375,54.9692
47.2717,,26.636775,70.9076,54.978575
47.30905,,26.6415,70.93755,54.989325
47.33315,,26.643775,70.956075,55.011325
47.347075,,26.647,70.96365,55.025525
47.361975,,26.6495,70.97725,55.033275
47.37615,,26.65205,70.993975,55.041125
47.4029,,26.657975,71.008725,55.077775
47.4337,,26.6615,71.0192,55.098775
47.4426,,26.66405,71.04155,55.1172
47.48795,,26.667925,71.059325,55.1329
47.495725,,26.670775,71.06855,55.144625
47.49965,,26.680175,71.1006,55.1537
47.51995,,26.682925,71.120875,55.1559
47.56945,,26.690525,71.143425,55.1709
47.644125,,26.6927,71.154975,55.20555
47.687475,,26.69505,71.185225,55.229925
47.73705,,26.697425,71.228175,55.2565
47.79395,,26.70275,71.373575,55.277725
47.811275,,26.7052,71.382175,55.29635
47.857275,,26.70755,71.394075,55.348925
47.91415,,26.7099,71.412625,55.556125
47.945675,,26.712,71.42105,55.56805
48.0034,,26.717,71.434325,55.572775
48.013875,,26.719575,71.449975,55.5853
48.044075,,26.72465,71.457975,55.5931
48.0675,,26.727375,71.46985,55.60085
48.1033,,26.729875,71.489475,55.61065
48.137025,,26.74625,71.5064,55.624775
48.1578,,26.7578,71.523475,55.6319
48.173775,,26.7842,71.54105,55.64005
48.179775,,26.800475,71.546125,55.6551
48.19585,,26.8122,71.569225,55.659125
48.21605,,26.820075,71.579025,55.67425
48.233025,,26.825375,71.6038,55.696875
48.251675,,26.8327,71.632475,55.7074
48.291025,,26.835875,71.644575,55.718575
48.393575,,26.838675,71.663925,55.72765
48.5558,,26.84405,71.68775,56.0301
48.58985,,26.862,71.738525,56.043075
48.609675,,26.871375,71.7725,56.0554
48.618275,,26.880075,71.876175,56.076525
48.667425,,26.931425,72.1017,56.087425
48.714725,,26.99495,72.10855,56.1101
48.77215,,27.591225,72.11255,56.118325
48.781825,,27.602125,72.12455,56.13735
48.8501,,27.609775,72.1304,56.309325
48.869075,,27.6144,72.144425,56.3313
48.896,,27.62005,72.15395,56.35835
48.97375,,27.6233,72.161575,56.389225
48.98935,,27.625825,72.16755,56.443725
49.015475,,27.62995,72.173975,56.497125
49.060525,,27.638275,72.184125,56.515675
49.0771,,27.64355,72.1967,56.52
49.07985,,27.648225,72.2096,56.528
49.108625,,27.6509,72.235025,56.5355
49.11875,,27.6566,72.244775,56.541325
49.16455,,27.718575,72.273175,56.549675
49.169675,,27.721175,72.293225,56.553875
49.179,,27.728375,72.3576,56.561575
49.2,,27.731925,72.379125,56.578425
49.23145,,27.736425,72.386725,56.583225
49.245125,,27.73895,72.4196,56.5916
49.264875,,27.74245,72.446625,56.595675
49.283175,,27.74885,72.45425,56.6022
49.3152,,27.91495,72.4642,56.607875
49.34235,,27.9379,72.478325,56.61695
49.356475,,27.94455,72.4971,56.652375
49.366575,,27.95555,72.54185,56.669
49.407075,,27.95795,72.692625,56.689075
49.474725,,27.965575,72.723925,56.697575
49.50895,,27.99765,72.732575,56.708825
49.605675,,28.002375,72.741075,56.717025
49.63685,,28.3581,72.7548,56.729075
49.6659,,28.36325,72.762775,56.75485
49.692975,,28.3957,72.770225,56.766
49.731525,,28.6965,72.791875,56.7792
49.78825,,28.72805,72.814925,56.792675
49.839825,,28.741325,72.853575,56.798725
49.91205,,28.77395,72.87025,56.807
50.08835,,28.787475,72.89065,56.8262
50.2364,,28.813175,72.89945,56.85065
50.258525,,28.816,72.9406,56.886025
50.26305,,28.822,72.980725,56.901225
50.27345,,28.824875,73.1142,56.990825
50.28385,,28.83015,73.12675,57.0632
50.3051,,28.8324,73.1301,57.09485
50.34135,,28.838025,73.1507,57.106575
50.43545,,28.8407,73.161175,57.11315
50.45965,,28.843775,73.168025,57.121125
50.4706,,28.84725,73.173525,57.13165
50.4719,,28.85225,73.1802,57.141875
50.494325,,28.8548,73.18785,57.148375
50.4986,,28.857975,73.196425,57.15415
50.509575,,28.863875,73.199825,57.15975
50.530275,,28.86685,73.21275,57.165225
50.61185,,28.86995,73.22345,57.17175
50.6157,,28.872425,73.232675,57.179225
50.617675,,28.87475,73.24605,57.199525
50.629925,,28.8772,73.309275,57.221125
50.683775,,28.879625,73.3293,57.23135
50.69265,,28.88185,73.34575,57.2391
50.70895,,28.8841,73.380725,57.2504
50.770225,,28.887625,73.411675,57.260225
50.7802,,28.890975,73.4247,57.2722
50.81005,,28.8939,73.442975,57.283725
50.811125,,28.89635,73.464225,57.29515
50.820225,,28.89925,73.482275,57.328675
50.886025,,28.902025,73.67915,57.359025
50.9437,,28.90455,73.701825,57.4769
50.9602,,28.906725,73.718225,57.504525
51.030675,,28.90885,73.7476,57.526425
51.03535,,28.911475,73.78315,57.573475
51.106225,,28.913575,73.826325,57.61075
51.194775,,28.91585,73.832475,57.63685
51.20995,,28.918125,73.839725,57.7585
51.215825,,28.92095,73.84425,57.778525
51.24905,,28.925575,73.853675,57.798275
51.265075,,28.930725,73.86295,57.8154
51.29405,,28.933375,73.871175,57.83365
51.302075,,28.9404,73.877775,57.8559
51.310075,,28.94275,73.8833,57.8976
51.365975,,28.9451,73.889925,58.002225
51.385375,,28.950525,73.897075,58.016575
51.40135,,28.9526,73.906,58.027425
51.433425,,28.954925,73.913175,58.033975
51.448725,,28.95975,73.922,58.039925
51.483275,,28.964225,73.9454,58.044875
51.662275,,28.96645,73.95005,58.0511
51.674575,,28.968675,73.961375,58.05985
51.682875,,28.982125,73.999725,58.0676
51.7318,,28.98705,74.0067,58.076725
51.749325,,28.991475,74.05135,58.090875
51.756475,,28.993925,74.07625,58.1051
51.7774,,29.0008,74.104075,58.116725
51.80245,,29.008375,74.1135,58.131275
51.83635,,29.013375,74.1451,58.14325
51.88155,,29.018425,74.156075,58.1559
51.9271,,29.020775,74.19375,58.192675
51.945,,29.0231,74.206275,58.204075
51.97835,,29.04965,74.217175,58.225925
51.990375,,29.051775,74.226175,58.393325
52.0042,,29.0542,74.23595,58.41115
52.041125,,29.0585,74.277,58.419
52.053475,,29.064125,74.291825,58.4298
52.066125,,29.091425,74.5226,58.4369
52.08815,,29.105125,74.52905,58.442825
52.099025,,29.108125,74.53615,58.45605
52.144325,,29.11835,74.54225,58.463075
52.16455,,29.12195,74.545675,58.479075
52.184275,,29.156475,74.55205,58.49185
52.27785,,29.172575,74.555075,58.499575
52.3798,,29.17805,74.56065,58.515475
52.3899,,29.189975,74.563675,58.517775
52.395475,,29.201175,74.56655,58.598575
52.404,,29.20765,74.569525,58.6398
52.419525,,29.511425,74.572675,58.6998
52.4206,,29.5807,74.575575,58.7288
52.457475,,30.125925,74.58595,58.757975
52.478625,,30.129875,74.63245,58.773375
52.488275,,30.1327,74.6567,58.794725
52.52855,,30.167675,74.673525,58.8087
52.531175,,30.1781,74.691275,58.8248
52.5423,,30.193725,74.72035,58.82955
52.5727,,30.203275,74.8201,58.87635
52.583475,,30.214925,74.85385,58.898025
52.584725,,30.2264,74.879225,58.924675
52.597025,,30.2339,74.89505,58.942475
52.608,,30.26045,75.038825,58.956775
52.641425,,30.4878,75.043925,58.97215
52.6618,,30.505025,75.04915,58.987625
52.6854,,30.507625,75.053625,58.999525
52.694475,,30.5173,75.060425,59.006925
52.70185,,30.520475,75.070225,59.025475
52.781125,,30.524375,75.076975,59.036425
52.833675,,30.534325,75.084525,59.048775
52.880375,,30.537775,75.093325,59.058375
52.9071,,30.547625,75.09625,59.068025
52.9491,,30.551075,75.114,59.136025
53.1246,,30.555825,75.120525,59.16255
53.141025,,30.562375,75.134325,59.1729
53.175825,,30.567925,75.14455,59.181175
53.189425,,30.5703,75.153775,59.19415
53.211025,,30.844675,75.17345,59.214675
53.304725,,30.85415,75.191975,59.226475
53.318875,,30.857925,75.207675,59.250675
53.32935,,30.861,75.217025,59.272225
53.3529,,30.863425,75.235675,59.30965
53.36455,,30.8659,75.26705,59.31775
53.38055,,30.8691,75.30495,59.339925
53.423725,,30.871525,75.3304,59.3504
53.43835,,30.875325,75.35295,59.3562
53.447925,,30.8795,75.378275,59.37145
53.450325,,30.88215,75.623025,59.376675
53.48745,,30.8893,75.646975,59.3864
53.499525,,30.892775,75.66385,59.393825
53.567625,,30.8951,75.726675,59.419275
53.611875,,30.8988,75.752825,59.42685
53.6201,,30.90135,75.8544,59.444375
53.6337,,30.9075,75.8649,59.4527
53.64885,,30.916475,75.885725,59.460025
53.67995,,30.92435,75.909625,59.4782
53.7045,,31.03245,75.9209,59.485425
53.707025,,31.03755,75.9506,59.495175
53.7293,,31.045475,75.9761,59.51245
53.816125,,31.0482,75.98605,59.52125
53.84385,,31.05235,75.993375,59.5335
53.8538,,31.059025,75.99985,59.563
53.922025,,31.06895,76.01135,59.572325
53.99945,,31.07145,76.02975,59.590275
54.00415,,31.078925,76.06005,59.603
54.0171,,31.090175,76.110325,59.6189
54.05765,,31.099175,76.1235,59.62365
54.0617,,31.110825,76.182575,59.638125
54.3103,,31.12075,76.202175,59.654175
54.338175,,31.12395,76.215825,59.6684
54.343375,,31.133625,76.2344,59.687325
54.35525,,31.139975,76.304,59.7294
54.535725,,31.151275,76.31785,59.7586
54.576175,,31.15615,76.327825,59.78545
54.586025,,31.16955,76.37155,59.81345
54.592475,,31.17365,76.468975,59.83455
54.643225,,31.181325,76.478725,59.85435
54.6717,,31.215,76.481225,59.8812
54.773525,,31.236,76.48785,59.8998
54.777575,,31.251325,76.4984,59.921675
54.849225,,31.255075,76.5082,59.952525
54.851625,,31.263175,76.516475,60.0034
54.960675,,31.270125,76.51875,60.05005
54.9849,,31.294875,76.525525,60.12175
54.9967,,31.29875,76.530075,60.138275
55.01645,,31.32205,76.5628,60.15565
55.043875,,31.324825,76.648425,60.167475
55.048175,,31.3309,76.673525,60.1776
55.10625,,31.333275,76.700125,60.185775
55.1742,,31.340575,76.7159,60.194375
55.268375,,31.3447,76.72685,60.21335
55.314525,,31.35305,76.74165,60.227625
55.421525,,31.356175,76.757525,60.24935
55.451375,,31.36615,76.771775,60.2649
55.504325,,31.368975,76.784675,60.28505
55.696375,,31.375,76.8006,60.31415
55.713475,,31.3927,76.80995,60.34205
55.722775,,31.406875,76.830475,60.389125
55.73435,,31.416675,76.840075,60.39845
55.751125,,31.4213,76.8701,60.41755
55.763675,,31.42835,76.8847,60.428875
55.775925,,31.435525,76.891525,60.4625
55.788075,,31.438525,76.98805,60.47295
55.88725,,31.451975,77.030325,60.48325
55.9771,,31.4681,77.036375,60.50785
56.1565,,31.712825,77.0477,60.5178
56.170525,,31.72085,77.062325,60.5309
56.181425,,31.734575,77.067925,60.54695
56.206725,,31.7375,77.0777,60.5611
56.211425,,31.740825,77.0858,60.576275
56.221525,,31.743275,77.095575,60.755025
56.30605,,31.74835,77.221175,60.83595
56.32785,,31.77395,77.2831,60.865775
56.410275,,31.7833,77.3078,60.873075
56.451875,,31.78905,77.37185,60.879625
56.486625,,31.7964,77.39565,60.889425
56.590325,,31.800225,77.476625,60.898125
56.596,,31.807075,77.5291,60.9127
56.627,,31.812875,77.563275,60.94595
56.632825,,31.81795,77.75135,60.982925
56.683475,,31.8502,77.755775,61.017825
56.70585,,31.908575,77.76235,61.039025
56.716275,,31.9145,77.765125,61.0539
56.78865,,31.932875,77.77245,61.1119
56.8112,,32.470575,77.775325,61.135175
56.858975,,32.48405,77.781075,61.1721
56.86595,,32.487,77.790875,61.3663
56.89135,,32.5111,77.79915,61.407625
56.907875,,32.515075,77.8057,61.4221
56.91375,,32.5186,77.811475,61.446525
57.0546,,32.523475,77.822075,61.46905
57.127225,,32.53345,77.838075,61.4871
57.148675,,32.5429,77.86215,61.5172
57.2366,,32.545375,77.89065,61.5505
57.25375,,32.55655,77.927475,61.58995
57.30315,,34.09725,77.9475,61.59235
57.412925,,34.121575,78.0221,61.609375
57.62395,,34.124175,78.06245,61.625525
57.669425,,34.1322,78.075375,61.651025
57.735775,,34.134625,78.156925,61.66805
57.755725,,34.153775,78.1736,61.68095
57.758975,,34.16335,78.197175,61.6909
57.76295,,34.166375,78.24205,61.7003
57.78505,,34.1697,78.511975,61.710375
57.789525,,34.1728,78.762225,61.7169
57.813975,,34.176325,78.776725,61.727675
57.8234,,34.179175,78.7868,61.740675
57.882875,,34.185275,78.82355,61.75395
57.915525,,34.1881,78.9667,61.762525
57.9687,,34.190175,78.9789,61.7705
57.984575,,34.198975,79.053375,61.777175
58.147825,,34.203975,79.130075,61.778275
58.20135,,34.21165,79.144575,61.786575
58.2143,,34.2156,79.1469,61.80215
58.35215,,34.225875,79.158975,61.807275
58.4296,,34.23995,79.16415,61.81115
58.438375,,34.248075,79.168975,61.82445
58.45235,,35.067725,79.17325,61.83435
58.499275,,35.06945,79.178875,61.870175
58.5364,,35.07575,79.1896,61.8958
58.57215,,35.0796,79.194625,61.906175
58.65165,,35.08315,79.2012,61.919325
58.685625,,35.0857,79.213025,61.96045
58.69215,,35.094125,79.225025,61.972575
58.714875,,35.099225,79.2296,61.98635
58.741075,,35.101875,79.332275,62.017025
58.7836,,35.105125,79.344275,62.037425
58.8165,,35.108775,79.3502,62.049125
58.8597,,35.11125,79.3588,62.07905
58.9353,,35.116975,79.37555,62.096175
58.977525,,35.119575,79.395225,62.1078
59.0207,,35.122325,79.400975,62.11645
59.026575,,35.12705,79.415275,62.14555
59.035175,,35.130575,79.42205,62.1668
59.04445,,35.13545,79.4335,62.18255
59.053875,,35.14035,79.4708,62.21315
59.1061,,35.143675,79.476975,62.2415
59.109925,,35.14725,79.48455,62.26365
59.141775,,35.14945,79.50105,62.27575
59.1632,,35.152075,79.510875,62.28485
59.166575,,35.154275,79.53605,62.329825
59.238075,,35.15675,79.538675,62.34595
59.25185,,35.159325,79.894125,62.3548
59.262625,,35.162075,79.9103,62.378875
59.28135,,35.16445,80.0966,62.386775
59.29625,,35.17025,80.1299,62.41155
59.2975,,35.177975,80.229275,62.42395
59.298825,,35.180425,80.232075,62.448575
59.313825,,35.182825,80.2542,62.469125
59.352725,,35.18815,80.373375,62.531375
59.376425,,35.1915,80.3865,62.555075
59.387125,,35.2038,80.393225,62.57695
59.438225,,35.206925,80.411775,62.59765
59.4699,,35.212325,80.41865,62.642525
59.475675,,35.7268,80.444875,62.6769
59.502825,,35.73565,80.457375,62.71115
59.52215,,35.746075,80.475125,62.7224
59.536925,,35.755675,80.4984,62.73805
59.64055,,35.758125,80.527775,62.760975
59.679,,35.7612,80.612175,62.779425
59.704775,,35.7639,80.629225,62.809975
59.7226,,35.76575,80.647525,62.829675
59.79725,,35.76705,80.661425,62.91745
59.85795,,35.77225,80.69435,62.955825
59.907525,,35.7769,80.715725,63.005775
59.99385,,35.779475,80.7271,63.034575
60.086125,,35.786725,80.744625,63.040125
60.115825,,35.792425,80.764925,63.0642
60.17105,,35.795,80.77465,63.07765
60.214125,,35.8025,80.939825,63.087725
60.221625,,35.806375,81.01295,63.093175
60.224525,,35.819075,81.030275,63.101975
60.235875,,35.8256,81.04915,63.11035
60.244475,,35.8295,81.0587,63.136125
60.27355,,35.834175,81.07565,63.14565
60.2896,,35.847,81.102675,63.15995
60.3366,,35.85505,81.114075,63.2057
60.347675,,35.865075,81.126925,63.22255
60.377625,,35.8726,81.13855,63.23895
60.39755,,36.082825,81.14545,63.258825
60.489425,,36.0918,81.157,63.2965
60.581875,,36.09545,81.176675,63.34895
60.76345,,36.10215,81.1936,63.3548
60.785225,,36.104175,81.2233,63.386
60.815375,,36.1086,81.2886,63.45855
60.82905,,36.111125,81.388525,63.469975
60.849775,,36.113375,81.4052,63.49565
60.866,,36.11555,81.414925,63.5256
60.886,,36.1178,81.482225,63.572025
60.914875,,36.1198,81.497375,63.580025
60.93185,,36.124225,81.5117,63.64075
60.933375,,36.12625,81.552625,63.670375
60.953175,,36.1284,81.574,63.690725
60.994625,,36.13085,81.583175,63.711825
61.0383,,36.133075,81.58705,63.897425
61.102,,36.14015,81.5963,63.9485
61.134,,36.142525,81.633775,63.9741
61.170075,,36.1447,81.77635,63.994175
61.196825,,36.14785,81.86855,64.0208
61.4069,,36.1525,81.9376,64.046925
61.437875,,36.15505,82.11005,64.066975
61.478625,,36.157675,82.131725,64.10025
61.483825,,36.1598,82.16795,64.1086
61.50975,,36.16215,82.175475,64.115675
61.54555,,36.1653,82.678525,64.12295
61.55165,,36.167525,82.72435,64.130575
61.5533,,36.1698,82.961025,64.137225
61.5744,,36.17215,83.02135,64.152325
61.5921,,36.1743,83.04935,64.160275
61.720725,,36.17675,83.122025,64.166725
61.732425,,36.1789,83.1377,64.17505
61.8757,,36.1852,83.151475,64.26315
61.919075,,36.1884,83.159525,64.318725
61.9915,,36.190925,83.2059,64.49315
62.009225,,36.193225,83.22815,64.53945
62.0238,,36.19795,83.2499,64.551725
62.056875,,36.200075,83.29855,64.5644
62.077525,,36.20195,83.3098,64.580675
