SPK_SPKC01a (inhibited),SPK_SPKC04a (excited),SPK_SPKC07a (excited),SPK_SPKC12a (NA)
43.87835,68.741775,,
43.8954,68.7618,,
43.950675,68.77,,
43.99,68.801875,,
44.01445,68.8158,,
44.046275,68.8735,,
44.05365,68.93675,,
44.153025,68.97025,,
44.172125,68.9991,,
44.177675,69.036475,,
44.183075,69.0857,,
44.2098,69.131875,,
44.2311,69.265975,,
44.246225,69.367625,,
44.262025,69.40855,,
44.28305,69.436925,,
44.31255,69.4601,,
44.335775,69.50785,,
44.348975,69.528725,,
44.3718,69.546275,,
44.41005,69.57515,,
44.413225,69.608675,,
44.4329,69.6932,,
44.455625,69.7152,,
44.522125,69.7361,,
44.534325,69.765525,,
44.64035,69.792825,,
44.66215,69.813775,,
44.70485,69.8299,,
44.711925,69.8526,,
44.790425,69.8814,,
44.8177,69.9045,,
44.88135,69.923825,,
44.941525,69.945425,,
44.988725,69.9833,,
45.031875,70.0146,,
45.05465,70.063675,,
45.06225,70.17495,,
45.0912,70.2027,,
45.14855,70.2374,,
45.24445,70.280675,,
45.2866,70.323575,,
45.364525,70.351825,,
45.3763,70.376925,,
45.381,70.390175,,
45.4176,70.41305,,
45.4708,70.437525,,
45.477,70.452125,,
45.555575,70.468525,,
45.584475,70.5059,,
45.609,70.532425,,
45.639675,70.55785,,
45.690125,70.5916,,
45.701125,70.61305,,
45.7246,70.653275,,
45.73735,70.70355,,
45.7395,70.723,,
45.776,70.834675,,
45.8687,70.97765,,
45.8998,71.062275,,
45.932675,71.122175,,
45.953925,71.132775,,
45.964575,71.388475,,
46.03985,71.4214,,
46.07275,71.471825,,
46.1229,71.5559,,
46.184825,71.603675,,
46.205375,71.639875,,
46.260275,71.725,,
46.277325,71.76095,,
46.28635,71.77675,,
46.301775,71.7998,,
46.33655,71.856875,,
46.34835,71.914,,
46.4024,71.92915,,
46.408425,71.963025,,
46.4212,72.012075,,
46.422725,72.0276,,
46.491925,72.048875,,
46.543425,72.102475,,
46.5724,72.131475,,
46.60395,72.16385,,
46.67035,72.213225,,
46.71455,72.2435,,
46.728125,72.28405,,
46.753075,72.334575,,
46.761675,72.41115,,
46.82675,72.437,,
46.833925,72.4946,,
46.8707,72.5284,,
46.974675,72.571525,,
47.000825,72.6209,,
47.058575,72.650875,,
47.0691,72.682175,,
47.0943,72.739275,,
47.1241,72.787675,,
47.14135,72.876775,,
47.17125,72.928,,
47.187075,73.03805,,
47.259925,73.071125,,
47.294175,73.121175,,
47.310975,73.192225,,
47.328525,73.237675,,
47.3603,73.30835,,
47.377525,73.37275,,
47.4172,73.41565,,
47.4408,73.47525,,
47.46605,73.538025,,
47.489625,73.616325,,
47.509275,73.649775,,
47.540075,73.6904,,
47.567575,73.745925,,
47.5981,73.88505,,
47.607375,73.89895,,
47.6266,73.9303,,
47.62965,73.947975,,
47.66945,73.969675,,
47.687575,73.984325,,
47.72955,74.0572,,
47.761825,74.0823,,
47.7834,74.145775,,
47.7946,74.202175,,
47.805375,74.25405,,
47.8126,74.3043,,
47.83365,74.343325,,
47.846475,74.3575,,
47.8634,74.373275,,
47.876775,74.4061,,
47.8971,74.4413,,
47.907025,74.46715,,
47.92405,74.498575,,
47.9513,74.5148,,
47.9616,74.552275,,
47.9713,74.58675,,
47.97755,74.636,,
47.99295,74.716,,
48.02025,74.747625,,
48.03915,74.774825,,
48.05955,74.8364,,
48.072175,74.8938,,
48.111275,74.908475,,
48.1241,74.9476,,
48.1336,74.983525,,
48.170925,75.00255,,
48.18345,75.0182,,
48.2111,75.114825,,
48.218875,75.17245,,
48.244,75.1986,,
48.27225,75.272825,,
48.30775,75.4267,,
48.337075,75.54255,,
48.359775,75.5823,,
48.375825,75.609875,,
48.42375,75.6752,,
48.441,75.70765,,
48.46095,75.741525,,
48.4708,75.91525,,
48.5191,75.9556,,
48.5658,76.007725,,
48.5975,76.0428,,
48.608475,76.092175,,
48.61685,76.19985,,
48.641075,76.2913,,
48.6661,76.3367,,
48.6959,76.369675,,
48.780725,76.4247,,
48.797925,76.46325,,
48.84005,76.5097,,
48.873,76.581125,,
48.894775,76.615425,,
48.897,76.689025,,
48.930675,76.741325,,
48.954575,76.7674,,
49.00035,76.788425,,
49.05915,76.819675,,
49.09765,76.857075,,
49.140925,76.937725,,
49.1458,77.0165,,
49.17545,77.034825,,
49.1988,77.060275,,
49.2243,77.101,,
49.2339,77.1385,,
49.25025,77.19825,,
49.259125,77.2752,,
49.2717,77.302675,,
49.296575,77.329475,,
49.34975,77.3596,,
49.356925,77.3926,,
49.366675,77.429075,,
49.404825,77.51565,,
49.42685,77.565,,
49.439375,77.614825,,
49.465575,77.63705,,
49.506525,77.66145,,
49.52355,77.6625,,
49.583725,77.690225,,
49.599925,77.7143,,
49.60895,77.74775,,
49.6184,77.7771,,
49.6792,77.8104,,
49.6934,77.849075,,
49.727075,77.880925,,
49.734375,77.917725,,
49.777325,77.9412,,
49.815275,77.9698,,
49.856425,77.994075,,
49.865525,78.04865,,
49.878275,78.108,,
49.891025,78.15465,,
49.9085,78.173525,,
49.91925,78.272375,,
49.9325,78.45525,,
49.956875,78.487825,,
49.98995,78.511075,,
50.0042,78.53885,,
50.022975,78.581975,,
50.036275,78.60495,,
50.08585,78.6329,,
50.1121,78.718325,,
50.144275,78.74765,,
50.20395,78.96715,,
50.2321,78.996325,,
50.27525,79.027575,,
50.402025,79.06465,,
50.422275,79.0924,,
50.4243,79.124075,,
50.451925,79.170225,,
50.47125,79.207925,,
50.47695,79.225175,,
50.5158,79.285075,,
50.57045,79.3766,,
50.6445,79.404475,,
50.65525,79.44335,,
50.675875,79.469575,,
50.68265,79.4952,,
50.72665,79.5266,,
50.74765,79.580425,,
50.8262,79.611775,,
50.85235,79.64455,,
50.8926,79.69105,,
50.9384,79.7253,,
51.0068,79.7781,,
51.03945,79.809475,,
51.0585,79.845425,,
51.089425,79.8894,,
51.094475,79.9185,,
51.152,79.960575,,
51.176925,79.980825,,
51.1925,79.9965,,
51.231175,80.047525,,
51.245575,80.076925,,
51.252425,80.115225,,
51.27505,80.139975,,
51.285525,80.1627,,
51.314125,80.19925,,
51.357875,80.223,,
51.379025,80.25885,,
51.422625,80.278375,,
51.437225,80.31495,,
51.4626,80.3545,,
51.5019,80.394775,,
51.527925,80.42505,,
51.586675,80.46505,,
51.613525,80.487225,,
51.67675,80.515875,,
51.69885,80.56745,,
51.71655,80.597775,,
51.7627,80.6263,,
51.776825,80.667675,,
51.7921,80.684675,,
51.8225,80.706925,,
51.85625,80.745375,,
51.874025,80.78905,,
51.880675,80.819325,,
51.899725,80.835775,,
51.9334,80.8678,,
51.964575,80.917075,,
52.013325,80.9523,,
52.059475,81.001175,,
52.094225,81.055575,,
52.104975,81.07525,,
52.125775,81.174075,,
52.17365,81.214075,,
52.209925,81.229375,,
52.2545,81.250575,,
52.2765,81.278,,
52.29715,81.3176,,
52.329475,81.335925,,
52.33555,81.360575,,
52.355275,81.4068,,
52.373075,81.44565,,
52.399325,81.49195,,
52.40635,81.540675,,
52.44235,81.583325,,
52.4599,81.616575,,
52.511725,81.647425,,
52.527025,81.675175,,
52.575675,81.695225,,
52.60675,81.71655,,
52.642875,81.783775,,
52.644225,81.796375,,
52.664225,81.8186,,
52.68365,81.84845,,
52.71155,81.87285,,
52.718375,81.892275,,
52.73515,81.923275,,
52.74725,81.943225,,
52.748525,81.9737,,
52.7728,82.01525,,
52.7909,82.030525,,
52.855425,82.039475,,
52.913175,82.053125,,
52.990225,82.08575,,
53.05495,82.13165,,
53.082,82.146225,,
53.13925,82.169325,,
53.2418,82.189775,,
53.260275,82.214525,,
53.357975,82.2366,,
53.388425,82.26115,,
53.430475,82.270225,,
53.479425,82.2892,,
53.556525,82.3225,,
53.6911,82.37295,,
53.74315,82.38725,,
53.761975,82.4199,,
53.801575,82.473775,,
53.8673,82.50625,,
53.98895,82.5367,,
54.11755,82.565075,,
54.150175,82.580925,,
54.2067,82.60805,,
54.244525,82.631425,,
54.380525,82.6527,,
54.700725,82.678,,
54.776075,82.70995,,
54.81685,82.73535,,
54.841175,82.7828,,
54.869125,82.8064,,
54.90835,82.8168,,
54.9228,82.83415,,
55.01665,82.849625,,
55.0528,82.891675,,
55.084925,82.957225,,
55.120625,82.9852,,
55.162475,83.016175,,
55.19115,83.0324,,
55.2678,83.072925,,
55.2772,83.112,,
55.30065,83.13705,,
55.314125,83.169525,,
55.366125,83.18635,,
55.40675,83.2456,,
55.427475,83.28055,,
55.4815,83.31055,,
55.50935,83.3379,,
55.522,83.358225,,
55.54645,83.371375,,
55.554475,83.402025,,
55.582575,83.410875,,
55.60265,83.450475,,
55.6391,83.4638,,
55.66095,83.510725,,
55.7095,83.572875,,
55.759425,83.586875,,
55.793075,83.612875,,
55.8089,83.62315,,
55.83615,83.634575,,
55.871225,83.64305,,
55.877325,83.656075,,
55.893375,83.6718,,
55.91425,83.686625,,
56.033175,83.6916,,
56.0408,83.715775,,
56.1202,83.73115,,
56.166975,83.750675,,
56.200975,83.765025,,
56.214075,83.805925,,
56.23635,83.820325,,
56.25285,83.82525,,
56.25825,83.838025,,
56.31195,83.84485,,
56.3245,83.8563,,
56.35405,83.865325,,
56.3703,83.87415,,
56.38835,83.885275,,
56.428675,83.89545,,
56.43855,83.904425,,
56.49155,83.91465,,
56.503475,83.927775,,
56.5525,83.95165,,
56.5693,83.9765,,
56.593675,84.011475,,
56.6052,84.0234,,
56.68925,84.052875,,
56.74315,84.08535,,
56.9772,84.1084,,
57.109975,84.15935,,
57.1735,84.19875,,
57.21035,84.2328,,
57.24475,84.2606,,
57.2638,84.275625,,
57.279575,84.281,,
57.2834,84.2878,,
57.29085,84.3082,,
57.302925,84.33635,,
57.319725,84.3468,,
57.3543,84.3812,,
57.3762,84.4123,,
57.408875,84.433325,,
57.428975,84.489075,,
57.463075,84.54805,,
57.545425,84.56155,,
57.557025,84.6369,,
57.597375,84.675175,,
57.6047,84.69655,,
57.697475,84.962875,,
57.7033,85.0087,,
57.753525,85.02595,,
57.774725,85.191125,,
57.832975,85.2238,,
57.852475,85.301925,,
57.8982,85.32755,,
57.93575,85.428725,,
57.96385,85.470825,,
57.98405,85.524425,,
57.99825,85.539575,,
58.006825,85.5778,,
58.0246,85.65155,,
58.088925,85.831725,,
58.136075,85.8707,,
58.173475,85.904475,,
58.20205,85.926875,,
58.238075,85.945025,,
58.2914,86.0168,,
58.316975,86.072425,,
58.510475,86.129625,,
58.5226,86.1586,,
58.58085,86.21015,,
58.594,86.30175,,
58.6319,86.336825,,
58.682025,86.43885,,
58.734375,86.5266,,
58.82535,86.62995,,
58.850925,86.845975,,
58.9673,86.870475,,
59.0134,86.8882,,
59.06955,86.9395,,
59.083325,86.97445,,
59.175025,87.00345,,
59.22145,87.05155,,
59.2671,87.09275,,
59.2979,87.137225,,
59.512825,87.16325,,
59.6343,87.2241,,
59.677075,87.442425,,
59.70035,87.47815,,
59.777375,87.516175,,
59.82875,87.5786,,
59.8517,87.968725,,
59.929275,88.104075,,
59.983775,88.48395,,
60.0085,88.66475,,
60.027725,88.715975,,
60.14955,88.7387,,
60.2521,88.7679,,
60.293425,88.9048,,
60.301575,89.02075,,
60.3551,89.11705,,
60.39,89.3569,,
60.426475,89.407275,,
60.50515,89.551,,
60.50725,89.760475,,
60.56,89.895,,
60.57245,89.970925,,
60.5975,90.072325,,
60.6121,90.150625,,
60.66455,90.1918,,
60.695725,90.7864,,
60.791475,90.8197,,
60.81555,90.84425,,
60.858475,91.2649,,
60.865775,91.5743,,
60.89015,91.619575,,
60.910125,92.267225,,
61.001625,92.42775,,
61.07095,92.78995,,
61.111025,92.83075,,
61.153325,93.0258,,
61.272375,93.060525,,
61.278425,93.107725,,
61.31605,93.1521,,
61.499725,93.5078,,
61.5256,93.612025,,
61.5614,93.758625,,
61.623575,93.796375,,
61.72835,94.108375,,
61.779975,94.336875,,
61.792225,94.43015,,
61.819175,94.562775,,
61.85365,95.1323,,
61.93705,95.406275,,
61.957175,95.626025,,
62.0538,95.660225,,
62.0714,95.721175,,
62.1081,95.76005,,
62.1704,95.86975,,
62.2302,95.98475,,
62.335775,96.0523,,
62.36325,96.099925,,
62.3799,96.119375,,
62.416625,96.20015,,
62.4649,96.2635,,
62.4869,96.344925,,
62.498575,96.4587,,
62.52085,96.50365,,
62.56455,96.554425,,
62.573825,96.61165,,
62.617875,96.6747,,
62.649825,96.78465,,
62.676525,96.928775,,
62.702,97.0067,,
62.73345,97.130275,,
62.739075,97.174425,,
62.75185,97.362425,,
62.766125,97.4098,,
62.772575,97.452175,,
62.77755,97.477525,,
62.781375,97.509425,,
62.808675,97.567075,,
62.82315,97.6147,,
62.8378,97.743325,,
62.8552,97.9355,,
62.877125,97.986775,,
62.918375,98.01945,,
62.982,98.151025,,
63.005625,98.222125,,
63.058875,98.299,,
63.099575,98.336725,,
63.22535,98.3752,,
63.251975,98.39725,,
63.351,98.51695,,
63.361675,98.649825,,
63.404175,98.72905,,
63.4233,98.832575,,
63.5169,98.88615,,
63.5375,98.937325,,
63.572975,99.78715,,
63.58695,99.81925,,
63.702025,99.873775,,
63.7967,100.641625,,
63.9926,100.68125,,
64.085575,101.0556,,
64.1811,101.287775,,
64.31085,102.24865,,
64.324375,102.9441,,
64.3328,103.136,,
64.33845,103.150275,,
64.47325,103.45505,,
64.520325,103.557275,,
64.57135,103.577525,,
64.590425,103.668975,,
64.612625,103.848075,,
64.70445,104.097125,,
64.7551,104.104375,,
64.7888,104.11105,,
64.83195,104.117725,,
64.860275,104.124075,,
64.981125,104.132125,,
65.0059,104.159875,,
65.017025,104.3529,,
65.08395,104.68235,,
65.155,104.700875,,
65.21935,104.7447,,
65.25805,104.788825,,
65.288,104.903675,,
65.3195,104.981125,,
65.35615,105.044375,,
65.3738,105.129675,,
65.398075,105.2345,,
65.417,105.314425,,
65.468325,105.345625,,
65.518325,105.390425,,
65.60555,105.470425,,
65.61975,105.490175,,
65.7072,105.531175,,
65.745475,105.588575,,
65.7733,105.705925,,
65.794575,105.72145,,
65.8275,105.759875,,
65.886025,105.7883,,
65.958175,105.827875,,
66.069275,105.86725,,
66.13285,105.918775,,
66.16525,105.979,,
66.224275,106.017825,,
66.233025,106.06425,,
66.33885,106.097175,,
66.4404,106.5337,,
66.485975,106.5815,,
66.513925,106.678625,,
66.62685,106.701025,,
66.672125,106.757375,,
66.731725,106.77725,,
66.743975,106.821575,,
66.866175,106.923225,,
66.8919,106.963125,,
66.924225,107.222975,,
66.933325,107.51815,,
66.98985,107.57205,,
67.000175,107.606225,,
67.03165,107.679225,,
67.047425,107.750625,,
67.05235,107.846875,,
67.056475,107.8921,,
67.070175,107.9505,,
67.090825,107.97735,,
67.108725,108.00205,,
67.109725,108.046025,,
67.1747,108.079575,,
67.2207,108.177725,,
67.24565,108.235275,,
67.263225,108.2876,,
67.289375,108.323375,,
67.35305,108.45035,,
67.42655,108.4868,,
67.4919,108.6158,,
67.5864,108.6695,,
67.626575,108.7779,,
67.69825,108.8855,,
67.830175,108.927075,,
67.8765,108.9618,,
67.94585,108.99855,,
67.978425,109.03385,,
68.003675,109.1576,,
68.068175,109.2031,,
68.12995,109.2548,,
68.156675,109.289375,,
68.213425,109.317375,,
68.2545,109.35645,,
68.316275,109.419275,,
68.37235,109.439575,,
68.457975,109.54535,,
68.513275,109.608175,,
68.571225,109.63965,,
68.589025,109.68095,,
68.61245,109.723075,,
68.63915,109.7772,,
68.657175,109.844425,,
68.698575,109.872725,,
68.73215,109.9175,,
68.7658,109.95,,
68.77755,109.97895,,
68.79365,110.04025,,
68.861775,110.062475,,
68.92305,110.172325,,
68.956375,110.209575,,
69.009175,110.23795,,
69.04395,110.25625,,
69.052725,110.4414,,
69.0662,110.5085,,
69.1178,110.542,,
69.143175,110.5841,,
69.19525,110.673275,,
69.24945,111.05255,,
69.292775,111.107325,,
69.313125,111.206375,,
69.336,111.29375,,
69.385775,111.32265,,
69.462425,111.401825,,
69.500375,111.443775,,
69.5306,111.569175,,
69.557,111.6117,,
69.605525,111.644125,,
69.61425,111.688575,,
69.696525,111.71945,,
69.716975,111.770525,,
69.760475,111.790875,,
69.841675,111.832025,,
69.90365,111.870525,,
69.9293,111.922,,
69.961125,111.9949,,
69.984975,112.038625,,
69.99585,112.0867,,
70.049575,112.104925,,
70.080425,112.15665,,
70.0911,112.17725,,
70.1162,112.2248,,
70.186325,112.247325,,
70.294175,112.3396,,
70.31,112.414475,,
70.360675,112.441975,,
70.38035,112.474125,,
70.43175,112.533925,,
70.461775,112.55355,,
70.465875,112.6044,,
70.483725,112.650275,,
70.542325,112.6725,,
70.5615,112.714725,,
70.57935,112.739075,,
70.637675,112.80175,,
70.683925,112.96845,,
70.786475,113.003375,,
70.83305,113.055575,,
70.8686,113.09905,,
70.9057,113.1607,,
70.9198,113.4123,,
70.956175,113.4435,,
70.97545,113.486025,,
71.007,113.535725,,
71.049525,113.601975,,
71.06865,113.62895,,
71.0954,113.767875,,
71.183475,113.826,,
71.200625,113.89825,,
71.220675,113.96285,,
71.411725,114.0281,,
71.4558,114.06245,,
71.499275,114.08495,,
71.5398,114.132375,,
71.565125,114.1995,,
71.6125,114.2166,,
71.62465,114.247225,,
71.633925,114.2973,,
71.646525,114.338775,,
71.705625,114.372825,,
71.73175,114.420375,,
71.805775,114.442525,,
71.8466,114.475275,,
71.876175,114.5355,,
71.88925,114.592525,,
71.90195,114.644425,,
71.982125,114.704025,,
71.99705,114.741425,,
72.02875,114.82105,,
72.0474,114.935975,,
72.08905,114.960775,,
72.147275,115.010175,,
72.1589,115.0332,,
72.173175,115.06355,,
72.24845,115.0913,,
72.26705,115.12145,,
72.307475,115.191625,,
72.401275,115.2329,,
72.455825,115.264375,,
72.54625,115.2977,,
72.906575,115.348925,,
72.927375,115.38375,,
73.46455,115.52795,,
73.50275,115.608925,,
73.65215,115.649875,,
73.93105,115.69255,,
73.953025,115.752,,
74.01785,115.7711,,
74.11985,115.822075,,
74.17085,115.8605,,
74.232775,115.9373,,
74.30415,115.983525,,
74.3343,116.01645,,
74.3654,116.03995,,
74.424925,116.0853,,
74.458075,116.1401,,
74.501225,116.197,,
74.564775,116.240375,,
74.587225,116.270875,,
74.645225,116.2974,,
74.683375,116.333575,,
74.746525,116.367775,,
74.747675,116.406825,,
74.7772,116.46675,,
74.9303,116.50645,,
74.97315,116.539325,,
75.006025,116.574825,,
75.019625,116.62315,,
75.04105,116.674825,,
75.07735,116.6997,,
75.1028,116.724475,,
75.1661,116.772175,,
75.2111,116.80295,,
75.2325,116.955275,,
75.2566,117.0097,,
75.279575,117.1257,,
75.340325,117.1472,,
75.358575,117.238225,,
75.4522,117.264275,,
75.5575,117.287675,,
75.689525,117.312975,,
75.915825,117.424775,,
75.96585,117.459325,,
76.05165,117.492825,,
76.14895,117.528825,,
76.224175,117.550125,,
76.2739,117.577025,,
76.34785,117.6337,,
76.429275,117.661075,,
76.4387,117.70665,,
76.501525,117.72405,,
76.577175,117.778025,,
76.67615,117.813025,,
76.710925,117.949525,,
76.777625,118.290625,,
76.86095,118.307875,,
76.8961,118.370425,,
76.945325,118.536425,,
77.01115,118.5974,,
77.0235,118.6796,,
77.03995,118.743475,,
77.100375,118.813025,,
77.2188,118.84875,,
77.3234,118.87865,,
77.34645,118.970875,,
77.403275,118.999125,,
77.490425,119.19885,,
77.5108,119.279925,,
77.546775,119.45155,,
77.6352,119.5653,,
77.748125,119.63775,,
77.776375,119.6606,,
77.83545,119.7193,,
77.8788,119.749,,
78.0206,119.811325,,
78.073875,119.938625,,
78.10885,120.00225,,
78.18085,120.0332,,
78.21175,120.06005,,
78.2153,120.076275,,
78.23885,120.166125,,
78.302225,120.196075,,
78.461625,120.25055,,
78.608275,120.291325,,
78.65135,120.334,,
78.7384,120.364225,,
78.7503,120.42965,,
78.752125,120.4588,,
78.80395,120.479825,,
78.899525,120.50265,,
78.927275,120.528925,,
78.9425,120.556,,
78.979175,120.61215,,
79.02225,120.647275,,
79.0767,120.6786,,
79.174425,120.722825,,
79.338475,120.75455,,
79.447325,120.784975,,
79.49105,120.822225,,
79.5815,120.84995,,
79.653675,120.879,,
79.70105,120.920825,,
79.745825,120.946375,,
79.86675,121.003,,
79.96965,121.030375,,
80.047475,121.076825,,
80.0891,121.16485,,
80.1307,121.384225,,
80.31975,121.4005,,
80.3407,121.42665,,
80.387625,121.490525,,
80.468575,121.59415,,
80.50125,121.65105,,
80.5536,121.73955,,
80.5794,121.765775,,
80.61005,121.947675,,
80.637425,121.969725,,
80.67675,121.993775,,
80.696325,122.047175,,
80.766375,122.108825,,
80.793025,122.1288,,
80.88545,122.50705,,
80.920775,122.5457,,
80.96865,122.5756,,
81.013675,122.74815,,
81.0373,122.8681,,
81.10625,122.9583,,
81.13295,123.025025,,
81.155825,123.055325,,
81.17885,123.107575,,
81.2337,123.152225,,
81.337625,123.198975,,
81.385725,123.246725,,
81.4195,123.280275,,
81.454925,123.41245,,
81.4657,123.451825,,
81.501725,123.474775,,
81.529825,123.6817,,
81.5396,123.74045,,
81.555875,123.7901,,
81.580825,123.8154,,
81.6285,123.854575,,
81.642375,123.950975,,
81.649975,123.9753,,
81.67195,124.021575,,
81.698075,124.076925,,
81.721875,124.113025,,
81.75805,124.177,,
81.7943,124.2817,,
81.798325,124.3716,,
81.822875,124.407725,,
81.890675,124.443,,
81.912375,124.486775,,
81.929675,124.511025,,
81.949325,124.5333,,
81.993325,124.5825,,
82.014325,124.621575,,
82.02165,124.686775,,
82.0425,124.745525,,
82.105575,124.786975,,
82.148625,124.97925,,
82.243075,125.059575,,
82.28905,125.104675,,
82.313675,125.1467,,
82.3531,125.19465,,
82.37405,125.277825,,
82.41155,125.299025,,
82.4968,125.313775,,
82.542625,125.364075,,
82.605325,125.4079,,
82.63575,125.459625,,
82.654975,125.481625,,
82.665175,125.521275,,
82.719625,125.556125,,
82.7403,125.612225,,
82.75405,125.6428,,
82.766475,125.833275,,
82.7827,125.852075,,
82.79685,125.886775,,
82.823575,125.917925,,
82.83095,125.94645,,
82.84555,126.010975,,
82.852625,126.2944,,
82.886325,126.3947,,
82.920325,126.483575,,
82.9336,126.5278,,
82.955625,126.596225,,
82.97295,126.626475,,
82.987825,126.6582,,
83.035575,126.7099,,
83.060125,126.840925,,
83.07005,126.92005,,
83.095525,126.954475,,
83.117525,127.017275,,
83.139375,127.077025,,
83.154175,127.1192,,
83.18255,127.217675,,
83.20995,127.26795,,
83.27705,127.3173,,
83.32015,127.363175,,
83.330675,127.393925,,
83.361975,127.43695,,
83.401475,127.536975,,
83.473025,127.61345,,
83.517175,127.637225,,
83.528225,127.676475,,
83.565525,127.7067,,
83.688325,127.741775,,
83.7411,127.772625,,
83.75985,127.803425,,
83.80365,127.855,,
83.860775,127.946875,,
83.904575,128.007175,,
83.9488,128.04665,,
83.98785,128.083475,,
84.007675,128.118225,,
84.0161,128.231175,,
84.09295,128.275425,,
84.125425,128.332075,,
84.192275,128.3822,,
84.270525,128.4095,,
84.278375,128.462075,,
84.295075,128.493675,,
84.324775,128.567,,
84.345325,128.605425,,
84.34675,128.649975,,
84.39855,128.674075,,
84.41275,128.720575,,
84.605975,128.9694,,
84.638025,129.14905,,
84.65135,129.1761,,
84.677225,129.208425,,
84.74015,129.248775,,
84.76885,129.362625,,
84.79425,129.39285,,
84.84705,129.43715,,
84.937125,129.4695,,
85.0465,129.5161,,
85.0897,129.5668,,
85.199575,129.6033,,
85.44565,129.62155,,
85.63355,129.65445,,
85.698075,129.783825,,
85.71435,129.996575,,
85.7557,130.153975,,
86.012575,130.2447,,
86.043575,130.2969,,
86.119375,130.383,,
86.156375,130.422575,,
86.2476,130.50825,,
86.281375,130.640725,,
86.4965,130.78665,,
86.586225,130.832125,,
86.6405,130.955925,,
86.6752,130.993525,,
86.787575,131.073325,,
86.79885,131.144725,,
86.8236,131.200625,,
86.90495,131.23865,,
86.9169,131.313325,,
87.0178,131.425025,,
87.045475,131.561725,,
87.16055,131.630425,,
87.2221,131.664525,,
87.2733,131.704925,,
87.371225,131.79125,,
87.3955,131.80745,,
87.4569,131.9331,,
87.479025,132.000325,,
87.625925,132.02265,,
87.637075,132.0864,,
87.68405,132.13875,,
87.72625,132.3668,,
87.913675,132.381025,,
87.95965,132.39815,,
87.981325,132.4581,,
88.275625,132.5242,,
88.355775,132.678975,,
88.37085,132.775725,,
88.389975,132.7981,,
88.46795,132.8234,,
88.490775,133.021025,,
88.504775,133.09705,,
88.512175,133.148325,,
88.529025,133.408175,,
88.542825,133.468775,,
88.555775,133.5553,,
88.56515,133.648475,,
88.574575,133.764725,,
88.580875,133.8725,,
88.58625,133.9049,,
88.598975,133.951075,,
88.620625,133.99585,,
88.65595,134.093725,,
88.671,134.179525,,
88.6886,134.364475,,
88.705975,134.46605,,
88.7173,134.514725,,
88.73165,134.553675,,
88.7464,134.613775,,
88.758175,134.66605,,
88.7752,134.81045,,
88.79095,134.876525,,
88.829725,134.91975,,
88.852075,134.9922,,
88.87365,135.025125,,
88.907725,135.09865,,
88.91905,135.1987,,
88.924175,135.249275,,
88.938925,135.368525,,
88.97165,135.736,,
89.007775,135.813275,,
89.02045,135.87495,,
89.051175,136.171075,,
89.0841,136.45845,,
89.103275,136.735075,,
89.11675,136.9427,,
89.138325,137.004575,,
89.166875,137.162775,,
89.189425,137.192625,,
89.204475,137.21245,,
89.21055,137.2491,,
89.251625,137.2734,,
89.25715,137.29015,,
89.2979,137.34045,,
89.3077,137.40735,,
89.331225,137.44685,,
89.3492,137.473675,,
89.355075,137.490975,,
89.383725,137.566525,,
89.412675,137.680675,,
89.42885,137.703125,,
89.468725,137.72075,,
89.487825,137.76615,,
89.495725,137.78515,,
89.5113,137.8405,,
89.52955,137.858175,,
89.542975,137.902625,,
89.592975,137.938025,,
89.6131,138.075675,,
89.628,138.094125,,
89.6501,138.137275,,
89.667875,138.21035,,
89.681625,138.50015,,
89.69085,138.55605,,
89.71345,138.618275,,
89.740075,138.99705,,
89.753325,139.04735,,
89.771525,139.5107,,
89.796425,139.633625,,
89.8046,139.68495,,
89.833225,139.74495,,
89.854925,139.8034,,
89.88525,139.9273,,
89.929375,139.9482,,
89.96745,140.13115,,
90.0173,140.182925,,
90.023475,140.23965,,
90.055875,140.2591,,
90.0806,140.286075,,
90.091725,140.3208,,
90.1087,140.37595,,
90.125325,140.443975,,
90.13745,140.477675,,
90.165075,140.4945,,
90.170725,140.56465,,
90.184225,140.60175,,
90.22095,140.8038,,
90.246425,140.83395,,
90.287075,140.866425,,
90.30415,140.925275,,
90.350325,141.108975,,
90.363,141.23025,,
90.447925,141.243225,,
90.48045,141.313075,,
90.511625,141.38905,,
90.5279,141.4905,,
90.543825,141.50755,,
90.5464,141.644825,,
90.5843,141.738075,,
90.590825,141.779275,,
90.611725,141.824875,,
90.65565,141.864975,,
90.7255,141.8877,,
90.73275,141.91015,,
90.749375,142.062475,,
90.7736,142.093675,,
90.824375,142.261025,,
90.835975,142.32215,,
90.85225,142.3519,,
90.899225,142.382025,,
90.90585,142.4275,,
90.938075,142.460125,,
90.9515,142.50805,,
90.9568,142.5553,,
90.990875,142.576825,,
91.01615,143.044825,,
91.02845,143.11235,,
91.074025,143.20905,,
91.115925,143.309875,,
91.169575,143.3454,,
91.177225,143.43095,,
91.2127,143.494025,,
91.223525,143.56835,,
91.247075,143.693325,,
91.2562,143.731075,,
91.2612,143.782,,
91.2811,143.9393,,
91.300075,144.045525,,
91.344825,144.073825,,
91.3572,144.109825,,
91.375875,144.15565,,
91.3967,144.244825,,
91.417775,144.5197,,
91.44605,144.54585,,
91.48995,144.613025,,
91.526,144.64335,,
91.5425,144.6872,,
91.58125,144.740075,,
91.587675,144.78815,,
91.613275,144.848775,,
