SPK_SPKC01a (inhibited),SPK_SPKC04a (excited),SPK_SPKC07a (excited),SPK_SPKC12a (NA)
18.819725,28.49265,,43.91995
18.836375,28.530275,,43.93095
18.862475,28.5853,,43.9368
18.878275,28.6499,,43.941125
18.898675,28.7619,,43.957975
18.92075,28.859325,,43.962
18.943075,28.896175,,43.97515
18.949525,28.95295,,43.97855
18.96955,28.976225,,44.0034
18.99915,28.9945,,44.0115
19.030275,29.011175,,44.032075
19.056,29.0798,,44.049825
19.0787,29.101325,,44.07175
19.085425,29.124525,,44.0761
19.100425,29.1371,,44.090775
19.1218,29.158825,,44.171275
19.1348,29.185375,,44.176975
19.145725,29.20025,,44.181175
19.15545,29.248875,,44.19265
19.1727,29.26225,,44.212475
19.18475,29.29225,,44.2965
19.203475,29.341175,,44.685575
19.268225,29.382925,,44.6906
19.296,29.41585,,44.693975
19.298375,29.45595,,44.69695
19.316925,29.723775,,44.7001
19.34475,29.764475,,44.704375
19.358225,29.81235,,44.708125
19.375925,29.848175,,44.72495
19.388025,29.9025,,44.7284
19.406575,29.931325,,44.743075
19.4116,29.9612,,44.75935
19.41615,29.98995,,44.7689
19.424825,30.105625,,44.804775
19.438675,30.163475,,45.40965
19.468775,30.228175,,46.42145
19.48465,30.23755,,46.938675
19.50115,30.2912,,46.94195
19.509825,30.3441,,46.944925
19.5464,30.3637,,46.94755
19.5685,30.4015,,46.95025
19.575425,30.437725,,46.955575
19.5815,30.470925,,46.960475
19.5957,30.5958,,46.963075
19.625275,30.627775,,46.9659
19.639025,30.6576,,46.9683
19.647675,30.696,,46.971025
19.655425,30.719825,,46.988575
19.673025,30.752,,46.99895
19.689275,30.7908,,47.026525
19.71085,30.8925,,47.031475
19.722325,30.93055,,47.036225
19.7356,30.954225,,47.05935
19.75035,31.0043,,47.079175
19.77915,31.051375,,47.0825
19.8118,31.0713,,47.1004
19.836775,31.100075,,47.151575
19.883625,31.11885,,47.15725
19.89835,31.150675,,47.17705
19.90515,31.19415,,47.3652
19.918125,31.2137,,47.3767
19.934,31.256625,,47.37985
19.9414,31.30335,,47.390175
19.978475,31.33065,,47.4
20.0144,31.358225,,47.411725
20.03335,31.476575,,47.427075
20.04285,31.557775,,47.440475
20.052425,31.5986,,47.458275
20.063475,31.6483,,47.46795
20.09175,31.69085,,47.482625
20.100775,31.7463,,47.506975
20.1119,31.796475,,47.567675
20.20075,31.83695,,47.594
20.231275,31.8612,,47.617325
20.293675,31.88205,,47.66525
20.334025,31.926875,,47.675225
20.3499,31.96835,,47.689075
20.357325,31.993975,,47.7013
20.366575,32.0161,,47.936725
20.3688,32.106475,,48.025225
20.38955,32.18235,,48.028325
20.392275,32.269125,,48.0314
20.415175,32.30465,,48.034325
20.423425,32.3436,,48.037075
20.431825,32.3613,,48.0456
20.449375,32.39355,,48.05185
20.4565,32.456175,,48.05555
20.489725,32.48085,,48.11435
20.5118,32.51215,,48.153475
20.53675,32.538575,,48.160275
20.546475,32.570775,,48.717575
20.603975,32.5963,,48.720525
20.677925,32.91,,48.7234
20.681825,32.9437,,48.728125
20.6883,32.97175,,48.7316
20.6936,32.981975,,48.734825
20.735325,33.0091,,48.737425
20.753475,33.026975,,48.743225
20.758275,33.0728,,48.746325
20.77425,33.122125,,48.76035
20.8037,33.150675,,48.775225
20.8295,33.184875,,48.785375
20.86455,33.460775,,48.79085
20.868925,33.471925,,49.095225
20.8794,33.53785,,49.105825
20.89145,33.55705,,49.112275
20.942075,33.5749,,49.115475
20.965975,33.580925,,49.118625
20.988975,33.62455,,49.134325
21.012475,33.6613,,49.139775
21.0459,33.687425,,49.7016
21.065375,33.73175,,49.7043
21.0735,33.8247,,49.707
21.105025,33.85865,,49.7099
21.11835,33.900175,,49.715225
21.140525,33.9249,,49.718025
21.14345,33.929525,,49.724175
21.14595,34.0573,,49.734325
21.175375,34.21585,,49.74
21.179925,34.250775,,49.74595
21.205825,34.31565,,49.74985
21.285625,34.340075,,49.753125
21.30305,34.43625,,49.7585
21.3196,34.465175,,49.763825
21.32225,34.561325,,49.78845
21.380375,34.60525,,49.79235
21.39755,34.72815,,49.808475
21.4248,34.7902,,49.819375
21.445825,34.824275,,49.835625
21.455,34.861575,,49.875975
21.466375,34.893975,,49.9073
21.518675,34.91795,,49.92065
21.556425,34.9552,,49.93465
21.58,34.985725,,50.002525
21.60655,35.011175,,50.039025
21.61405,35.016025,,50.054175
21.6199,35.038025,,50.0789
21.6436,35.05125,,50.1387
21.6829,35.068625,,50.16255
21.71905,35.1382,,50.335
21.7632,35.18505,,50.3924
21.8099,35.1977,,50.398075
21.85845,35.209425,,50.947725
21.919825,35.245675,,51.402575
21.92525,35.264675,,51.406475
21.9581,35.2797,,51.4095
21.974475,35.297125,,51.41495
21.9758,35.30495,,51.417625
21.993125,35.32095,,51.438425
21.9968,35.355125,,51.44215
22.02445,35.3971,,51.448025
22.05635,35.451325,,51.4701
22.0665,35.4759,,51.4807
22.079175,35.51675,,51.48455
22.103025,35.546875,,51.4973
22.122225,35.572475,,51.53265
22.126675,35.6021,,51.5448
22.130075,35.6414,,51.55215
22.145125,35.689925,,51.569225
22.16305,35.71875,,51.5759
22.20765,35.748175,,51.591
22.2285,35.773,,51.989325
22.255425,35.898325,,51.992425
22.27665,35.934475,,51.998125
22.315775,35.966,,52.000975
22.346925,36.017075,,52.003975
22.36845,36.0429,,52.006775
22.423875,36.1638,,52.013125
22.462125,36.40595,,52.016325
22.4991,36.507875,,52.046275
22.532225,36.524075,,52.0787
22.538925,36.5471,,52.082925
22.561975,36.670525,,52.104075
22.575075,36.7046,,52.157125
22.60165,36.848275,,52.23275
22.635825,36.8792,,52.654775
22.65365,36.9072,,52.663225
22.6655,36.938025,,52.698425
22.700125,37.009575,,52.70695
22.710525,37.036575,,52.712
22.761075,37.052275,,52.72
22.7633,37.108675,,52.730225
22.776525,37.14795,,52.73615
22.7818,37.1652,,52.753475
22.78825,37.196,,52.757275
22.803175,37.22545,,52.77855
22.821575,37.271525,,52.812775
22.825825,37.294375,,53.233775
22.8737,37.334475,,53.2468
22.8898,37.37025,,53.254875
22.9053,37.3986,,53.267675
22.91795,37.436075,,53.28885
22.928125,37.558075,,53.294725
22.945575,37.59165,,53.308275
22.96205,37.620825,,53.31795
23.00865,37.67405,,53.391225
23.026775,37.7102,,53.395775
23.102275,37.73835,,54.045025
23.1158,37.78795,,54.04985
23.153425,37.810625,,54.05275
23.18605,37.83195,,54.05555
23.2218,37.8609,,54.061225
23.226725,37.899825,,54.066475
23.297625,37.93675,,54.069225
23.3184,37.951225,,54.072075
23.32855,37.968975,,54.078525
23.3779,38.005025,,54.085475
23.4021,38.019025,,54.1109
23.4146,38.051975,,54.161125
23.4761,38.094425,,54.95825
23.513125,38.11585,,55.3566
23.560375,38.2185,,55.4092
23.58025,38.256975,,56.200925
23.6207,38.27985,,56.612125
23.64655,38.3228,,56.6157
23.6625,38.343125,,56.618875
23.67775,38.3685,,56.621875
23.706875,38.4075,,56.62445
23.75295,38.448825,,56.627275
23.7958,38.481675,,56.6298
23.82795,38.511175,,56.6324
23.8575,38.609625,,56.645075
23.866475,38.63085,,56.662025
23.8728,38.6521,,56.689625
23.90875,38.66255,,57.27905
23.940675,38.814475,,58.90225
23.9586,38.841,,59.427375
24.03905,38.9138,,59.549275
24.072325,38.95345,,59.551975
24.094925,38.97445,,59.554875
24.10765,39.06575,,59.557425
24.131925,39.0952,,59.559825
24.1477,39.14125,,59.572475
24.190875,39.18815,,59.591675
24.203775,39.230825,,59.6531
24.22205,39.2358,,59.68525
24.308775,39.2565,,59.7044
24.325775,39.275675,,59.708725
24.4139,39.300775,,59.7574
24.43855,39.329275,,59.820875
24.45855,39.346125,,59.828425
24.49115,39.369875,,59.8564
24.511,39.41485,,61.040325
24.515525,39.428125,,61.09605
24.538275,39.4797,,61.099025
24.5523,39.49215,,61.1063
24.633975,39.496325,,61.114075
24.711175,39.523875,,61.1351
24.75285,39.543725,,61.149825
24.76705,39.57695,,61.20295
24.771475,39.62585,,61.568225
24.803125,39.6498,,62.75905
24.81945,39.691,,62.76645
24.84255,39.70485,,63.3582
24.86185,39.71335,,63.83275
24.88475,39.726225,,63.8367
24.925275,39.76965,,63.839975
24.9337,39.841275,,63.844975
24.949875,39.865925,,63.873225
24.962425,39.89085,,64.039175
24.9656,39.9302,,64.616925
25.005825,39.954475,,64.630525
25.036725,39.9808,,64.63425
25.047225,39.9999,,64.636875
25.0584,40.052375,,64.642325
25.0797,40.08,,64.644925
25.12305,40.1186,,64.6477
25.132,40.12815,,64.653325
25.153625,40.161625,,64.6561
25.184025,40.186075,,64.6619
25.224475,40.203525,,64.6738
25.247725,40.223675,,64.70065
25.2767,40.24595,,64.741675
25.30105,40.277375,,64.7791
25.308675,40.294775,,64.79615
25.325875,40.31215,,64.8083
25.3699,40.32045,,64.84065
25.4309,40.326975,,64.858575
25.4411,40.3544,,64.8745
25.47795,40.37965,,65.250025
25.49145,40.3903,,65.834175
25.49925,40.41065,,65.836675
25.513925,40.4302,,65.839
25.518675,40.549225,,65.841525
25.521575,40.566775,,65.8439
25.565525,40.579875,,65.849125
25.57125,40.5853,,65.864775
25.58395,40.59685,,65.8728
25.5911,40.61325,,65.88945
25.6033,40.639075,,65.9599
25.625,40.70105,,66.022925
25.637275,40.72525,,66.02945
25.6452,40.7429,,66.098225
25.66925,40.768175,,66.35505
25.720325,40.776025,,66.361925
25.72285,40.796825,,66.372925
25.76055,40.835975,,66.3755
25.83225,40.86515,,66.414975
25.890725,40.88005,,66.42615
25.904325,40.91135,,66.455425
25.9801,40.948075,,66.48265
26.01635,40.988425,,66.6106
26.03795,41.01915,,66.6295
26.055375,41.04815,,66.668175
26.092425,41.08965,,67.59225
26.1699,41.116475,,67.740175
26.1791,41.139975,,67.7547
26.237825,41.1718,,67.758
26.310675,41.220375,,67.760625
26.363025,41.246575,,67.77345
26.372875,41.26305,,67.781925
26.404375,41.324375,,67.81155
26.47255,41.349525,,67.8252
26.494025,41.389575,,67.844
26.57945,41.41325,,67.9384
26.611925,41.47305,,67.945275
26.635725,41.510675,,67.955225
26.64635,41.557225,,68.16505
26.6597,41.57115,,68.331475
26.684025,41.599375,,68.4332
26.715275,41.6356,,68.45205
26.729125,41.6771,,68.4618
26.753775,41.7146,,68.465075
26.7757,41.727125,,68.468
26.7909,41.73675,,68.548675
26.7968,41.76125,,68.85015
26.80145,41.86455,,68.853375
26.835275,41.90665,,68.889025
26.844375,41.9297,,68.903375
26.8602,41.950125,,68.9321
26.8728,41.984525,,68.967225
26.907075,42.0065,,68.9994
26.916425,42.02955,,70.0454
26.92875,42.038175,,70.801475
26.934825,42.053025,,71.016025
26.964175,42.05635,,72.73955
26.976325,42.100675,,73.17175
27.015625,42.136,,74.005625
27.0784,42.142775,,74.02545
27.11415,42.15855,,74.02895
27.118025,42.188925,,74.031625
27.125825,42.232575,,74.0339
27.15605,42.260375,,74.06025
27.182975,42.279,,74.119075
27.2082,42.2928,,74.150775
27.23845,42.30495,,74.1783
27.27335,42.327375,,74.221025
27.288225,42.358775,,74.242875
27.3108,42.385925,,77.2724
27.319475,42.401125,,77.4302
27.336525,42.438725,,77.495725
27.3665,42.49125,,77.506725
27.430875,42.51915,,77.509775
27.470775,42.54115,,77.513575
27.510925,42.57075,,77.6287
27.524075,42.610675,,79.1704
27.541125,42.612325,,80.09055
27.6124,42.639975,,80.09475
27.632375,42.738575,,80.10905
27.658325,42.7656,,80.122025
27.689775,42.807625,,80.1658
27.7027,42.84395,,80.2093
27.724775,42.8764,,80.7801
27.737325,42.910525,,80.92335
27.745625,42.980575,,81.030725
27.762925,43.002725,,81.443975
27.77475,43.045625,,81.611925
27.83625,43.069225,,81.6227
27.851975,43.122975,,81.6251
27.882025,43.1403,,81.62995
27.8961,43.15865,,81.658225
27.90845,43.184675,,81.739775
27.92145,43.208225,,81.78015
27.95695,43.22865,,81.9918
27.9703,43.2642,,82.2858
27.997025,43.290275,,82.3149
28.025225,43.38455,,82.325075
28.04145,43.43595,,82.327675
28.077825,43.464875,,82.330275
28.093925,43.4858,,82.3383
28.1008,43.5067,,82.89195
28.1206,43.601525,,83.052075
28.133675,43.729525,,83.06345
28.1507,43.9586,,83.06885
28.154225,43.976775,,83.5609
28.18635,43.981275,,83.836875
28.200425,44.05785,,83.8383
28.22555,44.0999,,84.150375
28.238175,44.146075,,84.16855
28.246075,44.16415,,84.176425
28.3014,44.18915,,86.2599
28.336925,44.20555,,86.275175
28.36045,44.239825,,86.2831
28.37595,44.284875,,86.286075
28.39285,44.3246,,86.289175
28.4371,44.34965,,86.29785
28.46465,44.366175,,87.331825
28.47595,44.455975,,87.3764
28.516775,44.487375,,87.389775
28.529475,44.526525,,87.39925
28.55485,44.551625,,87.952625
28.5885,44.56775,,88.345825
28.602725,44.587775,,88.3934
28.649425,44.60935,,88.446825
28.686325,44.622,,88.458875
28.70805,44.648675,,88.62415
28.721275,44.68605,,88.659975
28.74105,44.715625,,89.000075
28.7565,44.769375,,89.012725
28.78175,44.788975,,89.27165
28.81775,44.79045,,89.4751
28.85125,44.808725,,89.779175
28.891,44.830275,,89.869675
28.90045,44.8549,,90.245175
28.918,44.901925,,90.291275
28.97835,44.962175,,90.363175
28.986525,44.988875,,90.705875
29.027925,45.04935,,90.793625
29.041475,45.108225,,90.88135
29.050925,45.156775,,90.905425
29.0735,45.189425,,91.147775
29.096475,45.290525,,91.929225
29.1299,45.31655,,91.937425
29.16945,45.34295,,91.94
29.19735,45.37115,,92.0011
29.219125,45.40265,,92.56355
29.2375,45.46855,,92.58775
29.259525,45.4803,,92.652125
29.300575,45.5024,,93.02605
29.313475,45.530425,,93.372425
29.3365,45.58345,,93.5636
29.355625,45.606525,,93.57035
29.364375,45.679025,,93.9558
29.389925,45.69295,,93.9655
29.430125,45.70955,,94.493975
29.4518,45.730875,,94.61065
29.459225,45.770775,,94.8301
29.4911,45.815575,,94.88285
29.50135,45.843375,,94.89415
29.5189,45.8769,,94.89745
29.545825,45.908525,,94.907325
29.5588,45.92875,,94.972775
29.5702,45.97555,,95.0025
29.618775,46.0055,,95.3719
29.66465,46.03675,,96.364975
29.70885,46.05805,,97.45235
29.735325,46.090575,,98.03835
29.76545,46.12025,,98.95485
29.775075,46.1552,,99.139775
29.835775,46.1801,,99.313325
29.84355,46.24685,,99.383575
29.85945,46.3105,,99.39865
29.898025,46.32705,,99.43025
29.931175,46.33865,,99.816375
29.951675,46.35815,,99.827675
29.960025,46.4114,,99.94365
29.984025,46.631675,,100.0147
30.004275,46.67855,,100.21795
30.01425,46.746375,,100.38825
30.0384,46.781825,,100.453075
30.04235,46.8307,,100.463325
30.06335,46.87955,,101.6782
30.078225,47.028,,101.71185
30.110125,47.15145,,101.72395
30.138725,47.198375,,101.825575
30.168325,47.25495,,101.892925
30.201375,47.2884,,102.12815
30.23595,47.347925,,102.1524
30.256525,47.3779,,102.577
30.3185,47.407875,,102.6682
30.331725,47.465425,,102.938825
30.3368,47.494775,,102.963275
30.379775,47.4979,,103.18765
30.39285,47.51925,,103.3344
30.428025,47.549425,,103.388575
30.45505,47.5894,,104.1584
30.478975,47.60755,,104.2302
30.505775,47.6607,,104.242
30.52965,47.68185,,104.35945
30.534475,47.713875,,104.4986
30.554825,47.745075,,104.93275
30.61315,47.763525,,104.956975
30.6399,47.796575,,104.977375
30.647525,47.8175,,105.044525
30.6568,47.85595,,105.066775
30.676075,47.888775,,105.1623
30.71765,47.9075,,106.261225
30.726825,47.9382,,106.267
30.750775,47.973175,,106.522775
30.78265,48.016175,,107.024025
30.788,48.0296,,107.646875
30.81815,48.05475,,107.733425
30.826825,48.101775,,108.393975
30.837975,48.15735,,108.44895
30.85415,48.1783,,108.526625
30.88885,48.24,,110.054725
30.909025,48.31545,,110.179225
30.95175,48.392875,,110.91845
30.984875,48.436975,,111.34545
31.00905,48.46415,,111.6352
31.01855,48.488275,,111.782675
31.09705,48.51155,,111.7945
31.099275,48.57565,,112.110675
31.118,48.58055,,112.13165
31.1496,48.60485,,112.19965
31.1666,48.629625,,112.9093
31.176775,48.65695,,113.3764
31.205925,48.69115,,113.57235
31.234925,48.737275,,113.7475
31.256125,48.757725,,114.331125
31.27425,48.797925,,114.33645
31.2908,48.816,,114.44145
31.352325,48.8532,,114.78105
31.361875,49.011775,,114.98265
31.385025,49.045425,,115.627475
31.4456,49.08175,,116.259625
31.52495,49.098425,,116.724675
31.532225,49.2126,,116.799025
31.555075,49.495375,,116.80185
31.571175,49.566625,,116.926325
31.60025,49.601025,,117.829075
31.66375,49.62285,,118.066275
31.6757,49.663975,,118.8133
31.684575,49.69325,,118.9994
31.704675,49.86795,,119.078825
31.72505,49.896625,,119.108775
31.733625,49.96835,,119.9408
31.74695,50.0215,,120.509425
31.775375,50.0493,,120.520475
31.784125,50.0825,,120.538975
31.823075,50.1117,,120.6296
31.8488,50.127775,,120.691925
31.851825,50.1927,,120.90025
31.8845,50.2106,,122.139075
31.9074,50.247125,,122.43055
31.956075,50.523125,,124.248025
31.971575,50.5635,,124.316775
31.979575,50.612725,,124.362775
31.9826,50.6201,,124.41665
32.009775,50.625475,,126.066375
32.021375,50.628725,,126.072325
32.05635,50.633075,,126.2317
32.142875,50.63655,,126.678575
32.188875,50.640425,,126.875325
32.21165,50.64575,,127.0355
32.24295,50.65375,,128.766025
32.2633,50.65875,,128.95095
32.27285,50.660675,,129.15465
32.29615,50.664775,,130.1454
32.3118,50.668125,,131.384775
32.334775,50.675275,,131.4232
32.34555,50.67935,,131.865075
32.36905,50.687625,,132.138975
32.386625,50.86605,,132.428525
32.401575,50.9236,,133.304125
32.420375,50.945125,,133.997125
32.441125,50.968825,,134.21455
32.453075,51.0166,,134.554425
32.51885,51.049125,,134.641475
32.542825,51.066225,,135.0831
32.574475,51.09755,,136.204225
32.600975,51.122375,,136.64795
32.628775,51.142025,,136.654575
32.636,51.15915,,136.783725
32.678175,51.239225,,137.18805
32.68605,51.2912,,137.2922
32.710325,51.324725,,138.37345
32.7639,51.373525,,139.26735
32.8389,51.3986,,139.3294
32.841875,51.426225,,139.7222
32.880425,51.46595,,141.1386
32.916825,51.480375,,143.170175
32.95605,51.588575,,144.378475
32.96345,51.6111,,145.27995
32.9721,51.701675,,145.65095
33.021525,51.722675,,146.554825
33.0437,51.7942,,147.5183
33.09745,51.835175,,147.53165
33.1043,51.909,,148.46625
33.170375,51.9508,,148.8524
33.238925,52.02335,,150.84115
33.249475,52.04705,,151.761675
33.266125,52.1178,,153.886275
33.2958,52.15255,,154.87525
33.348975,52.169425,,157.272625
33.36625,52.2336,,158.342875
33.391125,52.28145,,158.678625
33.394725,52.3322,,160.055675
33.4184,52.405225,,160.3088
33.4319,52.432725,,161.527375
33.4709,52.489425,,162.201575
33.47705,52.524025,,163.00775
33.4995,52.589725,,165.917075
33.5267,52.766975,,166.48815
33.569125,52.804475,,167.674025
33.583,52.855525,,169.27905
33.6487,52.866125,,171.24625
33.670925,52.89605,,172.31175
33.6805,52.93085,,172.3824
33.705375,52.970875,,172.97735
33.726,53.02685,,173.10875
33.736825,53.05765,,176.6067
33.799175,53.157975,,177.1993
33.896125,53.3857,,177.4976
33.928075,53.438125,,179.500475
34.0557,53.49915,,179.825325
34.0602,53.54965,,179.96695
34.102575,53.6023,,181.230325
34.115175,53.64205,,182.01635
34.175125,53.69815,,183.051175
34.179825,53.72345,,186.137725
34.1911,53.7465,,187.080325
34.19465,53.76635,,187.518925
34.2106,53.798625,,189.320775
34.2147,53.87425,,191.56855
34.234575,53.89455,,192.380875
34.24295,53.929475,,193.71205
34.270575,54.011175,,193.73295
34.28465,54.0505,,195.525925
34.293925,54.0876,,196.9645
34.3244,54.1339,,197.82915
34.3279,54.195775,,198.423075
34.36755,54.242275,,198.83885
34.405125,54.26965,,200.008725
34.428975,54.3002,,200.8943
34.48025,54.347525,,201.68345
34.512675,54.38535,,203.088125
34.6277,54.436425,,204.7692
34.664,54.521625,,205.661375
34.677575,54.556625,,205.913475
34.679375,54.675475,,205.9846
34.700575,54.709425,,206.079325
34.72985,54.772,,206.92075
34.750625,54.812725,,207.083075
34.77365,54.844475,,208.0892
34.7996,54.849075,,212.617275
34.8126,54.873275,,213.67215
34.8336,54.92665,,216.269875
34.9359,55.007275,,217.76835
34.961925,55.0461,,218.856775
34.96985,55.1446,,219.0842
34.994075,55.158425,,224.966675
35.009025,55.171325,,229.458075
35.059175,55.188025,,230.538125
35.0693,55.19985,,230.89185
35.121375,55.223175,,231.1804
35.1578,55.327475,,231.821025
35.20435,55.389775,,237.007425
35.210375,55.487175,,238.239075
35.21905,55.530175,,240.67925
35.2543,55.563,,241.658075
35.2667,55.621525,,242.26095
35.330475,55.659825,,243.08685
35.394425,55.6926,,247.156325
35.44785,55.715575,,247.820775
35.487,55.7432,,247.8232
35.5192,55.783075,,248.072425
35.535425,55.830675,,249.36055
35.572875,55.84635,,250.21475
35.599,55.932425,,251.30305
35.640675,55.977775,,251.55815
35.6681,56.036275,,251.5948
35.721375,56.0818,,252.388775
35.736625,56.1476,,253.0786
35.779525,56.173775,,254.902
35.80815,56.415625,,256.732475
35.829725,56.473675,,257.123925
35.8882,56.516525,,260.375775
35.909225,56.576725,,262.1116
35.983,56.742825,,263.16445
36.05055,56.8686,,266.460225
36.064275,56.9346,,267.154025
36.086875,56.985275,,267.94145
36.10655,57.01215,,268.72865
36.112325,57.029125,,272.1697
36.1507,57.04835,,272.4309
36.262,57.0691,,272.933675
36.275125,57.0906,,273.15295
36.3225,57.1156,,275.0204
36.3624,57.15135,,278.162075
36.40855,57.167175,,281.321825
36.427075,57.21555,,286.0445
36.446025,57.233,,287.366475
36.46835,57.2577,,288.0248
36.49805,57.282225,,288.96575
36.514475,57.426675,,290.2213
36.636125,57.48155,,294.921925
36.64615,57.547525,,295.03605
36.651275,57.5646,,295.558925
36.673775,57.594875,,297.11215
36.68425,57.61265,,298.83155
36.727775,57.745975,,
36.8278,57.760625,,
36.845475,57.7833,,
36.868575,57.91995,,
36.889625,57.9521,,
36.9249,57.972875,,
36.98995,57.99965,,
36.998225,58.022975,,
37.038975,58.05085,,
37.049075,58.073575,,
37.112425,58.1194,,
37.1363,58.13355,,
37.169775,58.2514,,
37.17815,58.2855,,
37.2063,58.35165,,
37.22575,58.4212,,
37.232525,58.439725,,
37.272425,58.46325,,
37.29795,58.52245,,
37.316775,58.54665,,
37.342725,58.569125,,
37.357325,58.62445,,
37.394175,58.832975,,
37.41185,58.886475,,
37.438875,58.92035,,
37.457275,58.94485,,
37.46095,58.978625,,
37.4739,59.006025,,
37.480775,59.027125,,
37.48365,59.08045,,
37.5095,59.15585,,
37.53205,59.189325,,
37.5697,59.229875,,
37.6016,59.269925,,
37.613925,59.3408,,
37.63085,59.3995,,
37.6872,59.4227,,
37.731175,59.45065,,
37.7744,59.507025,,
37.79455,59.543575,,
37.84995,59.586225,,
37.8636,59.61385,,
37.91025,59.627425,,
37.963675,59.66525,,
37.989575,59.6923,,
38.012425,59.753575,,
38.02405,59.777925,,
38.03105,59.81555,,
38.044225,59.842125,,
38.09295,59.906875,,
38.1149,59.941875,,
38.187075,59.976275,,
38.207775,60.01375,,
38.25745,60.038125,,
38.29475,60.1032,,
38.302675,60.131,,
38.327325,60.1789,,
38.3636,60.2393,,
38.374875,60.254725,,
38.414625,60.28655,,
38.430075,60.338875,,
38.481375,60.382625,,
38.491675,60.401,,
38.60555,60.420425,,
38.619275,60.448875,,
38.646025,60.560175,,
38.735375,60.64125,,
38.80235,60.6847,,
38.833625,60.7088,,
38.84555,60.74825,,
38.85995,60.7631,,
38.885,61.0094,,
38.9976,61.043075,,
39.041575,61.0748,,
39.07245,61.18455,,
39.09105,61.330925,,
39.14145,61.348175,,
39.146675,61.405425,,
39.1538,61.429925,,
39.175525,61.458875,,
39.238475,61.4947,,
39.269475,61.54385,,
39.279075,61.567875,,
39.317575,61.630225,,
39.371175,61.66155,,
39.409625,61.685825,,
39.420675,61.6879,,
39.487425,61.70535,,
39.51495,61.7372,,
39.52995,61.7561,,
39.564575,61.811375,,
39.64165,61.83335,,
39.663075,61.8669,,
39.70705,61.907925,,
39.749,61.931975,,
39.775825,61.982525,,
39.820725,62.0333,,
39.842225,62.068375,,
39.871175,62.095025,,
39.90205,62.128225,,
39.910425,62.16185,,
39.9192,62.2142,,
39.942175,62.266875,,
39.99965,62.298325,,
40.05355,62.325025,,
40.0849,62.3706,,
40.123975,62.51405,,
40.214025,62.54015,,
40.2379,62.56885,,
40.27005,62.5935,,
40.286775,62.611475,,
40.347375,62.632275,,
40.366875,62.663325,,
40.407225,62.7036,,
40.423025,62.730225,,
40.461825,62.7478,,
40.489825,62.759725,,
40.552775,62.89135,,
40.563825,62.939775,,
40.58695,62.983925,,
40.619575,63.0407,,
40.6786,63.09495,,
40.695875,63.1271,,
40.7119,63.163625,,
40.723975,63.178375,,
40.75675,63.210825,,
40.794725,63.23805,,
40.82075,63.27865,,
40.856725,63.412225,,
40.870925,63.424525,,
40.892675,63.453575,,
40.952675,63.50325,,
40.985975,63.619325,,
41.009675,63.65055,,
41.0173,63.687525,,
41.046875,63.73575,,
41.0689,63.7881,,
41.09245,63.82015,,
41.127425,63.8502,,
41.176775,63.90425,,
41.22835,63.9551,,
41.260625,63.985575,,
41.3087,64.021925,,
41.32285,64.0487,,
41.340325,64.085575,,
41.38905,64.26865,,
41.428275,64.303075,,
41.455625,64.336725,,
41.4605,64.38785,,
41.46745,64.425375,,
41.4737,64.463275,,
41.482025,64.486875,,
41.49655,64.49555,,
41.53645,64.50245,,
41.568725,64.524925,,
41.572675,64.5427,,
41.58885,64.5546,,
41.60555,64.581375,,
41.617725,64.6132,,
41.652975,64.642775,,
41.6724,64.657475,,
41.68025,64.772925,,
41.72975,64.790875,,
41.7435,64.80485,,
41.75,64.840475,,
41.757625,64.872575,,
41.775475,64.9246,,
41.783425,64.9517,,
41.819,65.01885,,
41.8262,65.049,,
41.899375,65.1447,,
41.925,65.1804,,
41.930325,65.2014,,
41.94675,65.255625,,
41.96295,65.292175,,
41.976625,65.330775,,
42.003725,65.4771,,
42.041425,65.719475,,
42.075275,65.81165,,
42.109375,65.831825,,
42.13355,65.8694,,
42.1521,65.93745,,
42.1674,65.97975,,
42.207325,65.998175,,
42.236725,66.04985,,
42.27385,66.13375,,
42.2858,66.19035,,
42.3069,66.2966,,
42.322975,66.351175,,
42.339325,66.411325,,
42.36445,66.446775,,
42.3941,66.476,,
42.4164,66.51725,,
42.44365,66.5461,,
42.47995,66.5837,,
42.49465,66.6555,,
42.500175,66.69105,,
42.53845,66.751175,,
42.553475,66.78045,,
42.5806,66.816675,,
42.598775,66.849175,,
42.672875,66.91015,,
42.68915,66.96615,,
42.701875,66.994175,,
42.7344,67.06195,,
42.75345,67.172575,,
42.7771,67.191825,,
42.787975,67.23915,,
42.795275,67.259525,,
42.814225,67.37405,,
42.826425,67.423425,,
42.8398,67.469125,,
42.85655,67.48825,,
42.909425,67.5311,,
42.927475,67.560525,,
42.9719,67.607125,,
42.996575,67.623225,,
43.0203,67.654475,,
43.054925,67.67405,,
43.10445,67.69025,,
43.126875,67.746525,,
43.15445,67.77985,,
43.173725,67.796625,,
43.2091,67.868175,,
43.239875,67.89375,,
43.31745,67.955075,,
43.338125,67.983825,,
43.361625,68.0122,,
43.38375,68.0419,,
43.422875,68.0905,,
43.4682,68.1148,,
43.4951,68.1528,,
43.527425,68.28905,,
43.5391,68.32925,,
43.562575,68.37335,,
43.572625,68.397875,,
43.584425,68.414275,,
43.637825,68.42275,,
43.67685,68.4269,,
43.71135,68.46265,,
43.75025,68.50615,,
43.76035,68.54785,,
43.824675,68.58505,,
43.857525,68.6646,,
43.865975,68.71735,,
