SPK_SPKC02a (short inhibition),SPK_SPKC04a (inhibited),SPK_SPKC05a (excited),SPK_SPKC07a (short excitation),SPK_SPKC10a (short excitation)
65.234125,42.163175,256.931275,29.5897,41.151875
65.27515,42.212175,257.085,29.6013,41.197375
65.30675,42.2395,257.28645,29.617475,41.252825
65.390525,42.28315,257.2934,29.669,41.2742
65.4527,42.334575,257.5295,29.730225,41.29875
65.502025,42.35955,258.086375,29.745475,41.343975
65.5144,42.409,258.291975,29.794525,41.381175
65.610275,42.45495,260.1528,29.803775,41.3955
65.62255,42.513225,260.21605,29.84855,41.44005
65.66445,42.6533,260.257775,29.88895,41.48265
65.75775,42.694175,260.296925,29.92165,41.516375
65.77185,42.743125,260.860225,29.93795,41.535425
65.831975,42.76915,261.5951,29.945925,41.575925
65.956325,42.805675,261.837075,29.97265,41.6045
66.10435,42.85415,261.871225,30.006475,41.63745
66.177575,42.939125,261.975575,30.00875,41.6794
66.3241,42.989625,262.05325,30.0398,41.7039
66.34185,43.063275,262.21785,30.07295,41.733375
66.3741,43.06765,262.301,30.0931,41.802225
66.433,43.0727,262.3707,30.099075,41.843575
66.48135,43.09095,262.8067,30.133725,41.866375
66.5062,43.1342,263.23375,30.15155,41.88845
66.515525,43.17165,263.566225,30.19135,41.979475
66.6066,43.2338,264.1933,30.208925,42.00435
66.637525,43.267625,264.21115,30.216075,42.029325
66.66385,43.273675,264.3001,30.249,42.049125
66.674675,43.30005,264.35875,30.252325,42.10555
66.8062,43.336825,264.713275,30.284475,42.1235
66.86385,43.359575,265.032175,30.309825,42.1554
66.888775,43.367775,265.5756,30.34285,42.20975
67.009275,43.392725,266.210225,30.34905,42.264775
67.02555,43.4086,266.624875,30.394125,42.31125
67.103675,43.60835,266.710375,30.4229,42.329525
67.152475,43.630675,266.734825,30.429275,42.371325
67.166,43.68485,266.753525,30.436425,42.397525
67.179475,43.7198,266.754975,30.46295,42.4284
67.19135,43.761475,266.775875,30.4644,42.4436
67.203325,43.886075,267.51545,30.472,42.48825
67.2157,43.893625,267.7287,30.476775,42.56155
67.22505,43.921675,267.857475,30.493425,42.59035
67.2597,43.926475,268.047625,30.51315,42.617775
67.393475,43.958275,268.433925,30.5398,42.639775
67.47565,43.99015,268.449475,30.581375,42.68585
67.5772,44.0035,268.802775,30.608,42.7321
67.81345,44.0248,269.1667,30.63105,42.7583
67.824025,44.09135,269.195275,30.661625,42.797725
67.862175,44.1248,269.242925,30.68255,42.816775
67.92775,44.207725,269.840475,30.702275,42.858825
67.947125,44.209625,269.961825,30.723575,42.888725
67.95695,44.290125,269.992725,30.733225,42.92555
67.98515,44.338525,270.163525,30.7643,42.955425
68.0201,44.375725,270.306575,30.777525,42.984375
68.032875,44.4054,271.833075,30.81275,43.011325
68.068725,44.44795,272.046975,30.8584,43.03675
68.155,44.502325,272.1777,30.86555,43.078625
68.167675,44.57865,272.363725,30.8789,43.124725
68.210925,44.66795,272.63925,30.8967,43.1862
68.225425,44.677275,272.7564,30.930275,43.223125
68.237025,44.7983,272.891275,30.953925,43.2448
68.392925,44.830775,273.18225,30.965575,43.252225
68.409825,44.883575,273.23455,30.9878,43.309925
68.5374,44.9329,273.6156,31.007925,43.355575
68.55125,44.97545,273.9234,31.031925,43.3569
68.574675,45.03185,273.948225,31.047175,43.38585
68.727725,45.094675,274.197125,31.067,43.423825
68.7437,45.107,274.26885,31.084925,43.4694
68.76615,45.157325,274.553775,31.086775,43.519975
69.05265,45.1937,274.62955,31.119025,43.5517
69.10795,45.266175,275.141475,31.132225,43.57935
69.126725,45.29765,275.18535,31.164275,43.616425
69.14675,45.33055,275.27375,31.165475,43.632225
69.267,45.3373,275.725725,31.1784,43.6681
69.3629,45.3488,275.81005,31.180625,43.73785
69.41375,45.4381,276.101025,31.213875,43.761225
69.471825,45.496875,276.124525,31.2182,43.798225
69.4789,45.5014,276.141825,31.226975,43.81905
69.4899,45.547725,276.516925,31.26645,43.84565
69.524675,45.5674,276.730625,31.278325,43.9256
69.52745,45.5803,276.83045,31.291675,43.9565
69.62485,45.6251,276.862975,31.31085,43.9911
69.650275,45.7357,276.892025,31.33335,44.043
69.681275,45.7761,276.911975,31.34715,44.1104
69.695875,45.7824,276.9543,31.384325,44.18755
69.719,45.812,276.9811,31.3994,44.2673
69.7436,45.8361,277.0937,31.4367,44.27705
69.863,45.849675,277.1004,31.450525,44.284725
69.908025,45.88705,277.298725,31.47625,44.3073
69.969775,45.905175,277.450025,31.500975,44.3453
70.035025,46.0053,277.52845,31.504575,44.373975
70.17215,46.0628,277.689225,31.550275,44.41265
70.214775,46.118025,277.836325,31.5685,44.44275
70.2759,46.1301,278.32825,31.58155,44.46605
70.2988,46.140425,278.90015,31.602925,44.5243
70.3483,46.202575,279.75135,31.627925,44.547075
70.409075,46.241075,279.8846,31.659625,44.5883
70.45275,46.257575,280.00775,31.6643,44.622
70.477275,46.276575,280.17185,31.6867,44.663775
70.523825,46.3154,280.28945,31.7339,44.72075
70.656925,46.341625,280.44635,31.752375,44.74865
70.71465,46.346375,280.54655,31.782225,44.7916
70.7801,46.40625,280.849625,31.795125,44.830425
70.82385,46.42665,281.14455,31.801875,44.85605
70.8703,46.45095,281.375575,31.818675,44.92305
70.89455,46.473975,281.495975,31.8388,44.98535
70.9197,46.47765,281.518125,31.861625,45.0186
70.943375,46.48125,281.575975,31.886375,45.0475
71.009725,46.516775,281.626575,31.96845,45.108325
71.0536,46.5213,281.63265,32.010025,45.136325
71.107175,46.5403,281.8386,32.089175,45.15325
71.166325,46.5671,281.94055,32.0932,45.192975
71.3078,46.642325,282.0062,32.116325,45.238225
71.3395,46.683975,282.122425,32.148825,45.27925
71.429825,46.713625,282.256375,32.178725,45.340975
71.51085,46.751525,282.6283,32.2052,45.37925
71.578325,46.75955,282.73435,32.220725,45.446175
71.67445,46.861125,282.790225,32.252625,45.49335
71.69045,46.86775,283.1737,32.278775,45.5515
71.72975,46.8926,283.821575,32.29,45.648
71.945975,46.965175,284.154025,32.3021,45.671825
71.9642,47.10395,284.1969,32.327125,45.6927
72.01915,47.1511,284.2458,32.358925,45.7375
72.20425,47.20685,284.80615,32.3622,45.76075
72.237725,47.263875,284.87555,32.38535,45.80665
72.266125,47.287375,284.888875,32.3882,45.8926
72.276225,47.313825,285.187825,32.408475,45.931
72.3079,47.342825,285.314075,32.438625,45.996175
72.33585,47.3691,285.47805,32.47575,45.9991
72.50955,47.446225,285.51695,32.514525,46.029825
72.53245,47.639675,285.530075,32.535525,46.161325
72.5431,47.669275,285.57315,32.613225,46.2198
72.565375,47.67805,285.92245,32.65045,46.241275
72.578625,47.705175,286.056075,32.67295,46.33945
72.606125,47.745775,286.128975,32.685675,46.343075
72.7034,47.758175,286.1812,32.692475,46.38625
72.76155,47.77075,286.20505,32.69925,46.412875
72.782225,47.819625,286.246025,32.723275,46.4389
72.827375,47.83305,286.255425,32.766425,46.516325
72.83985,47.87315,286.2641,32.822125,46.5487
72.870375,47.8867,286.33985,32.903075,46.595075
72.942625,47.9526,286.46395,32.9606,46.5996
73.0081,48.07615,286.49895,32.982825,46.635825
73.135525,48.108675,286.742125,33.00765,46.64485
73.147625,48.156675,286.896375,33.02115,46.6767
73.2074,48.1653,287.007275,33.0376,46.7223
73.237475,48.19425,287.00895,33.085425,46.753375
73.3707,48.2367,287.058925,33.120275,46.807325
73.380825,48.290075,287.19575,33.1266,46.856825
73.48175,48.33805,287.717025,33.153275,46.9211
73.564475,48.388025,287.720025,33.1663,46.945025
73.62875,48.415875,289.04635,33.17405,47.1313
73.641675,48.4722,289.28875,33.1783,47.1791
73.6834,48.530575,289.484425,33.1892,47.245975
73.715775,48.5321,289.547175,33.245775,47.279875
73.7588,48.5725,289.680725,33.2626,47.308975
73.767575,48.618675,290.01475,33.283425,47.31355
73.80105,48.644775,290.1155,33.299325,47.329225
73.934075,48.675925,290.228625,33.319675,47.356875
73.959925,48.70995,290.353175,33.3545,47.369625
74.03895,48.79795,290.4325,33.395625,47.434275
74.076,48.80275,290.5249,33.42705,47.4639
74.123,48.82145,290.62085,33.433025,47.49355
74.1372,48.857725,291.107025,33.4543,47.53765
74.19685,48.876325,291.185475,33.481975,47.539975
74.230725,48.94435,291.230775,33.52345,47.581325
74.2577,48.984775,291.2693,33.528475,47.60365
74.4381,49.03035,291.359725,33.557425,47.6448
74.5292,49.11605,291.5982,33.580725,47.64735
74.62035,49.124,291.66705,33.582475,47.699925
74.649775,49.167225,291.900075,33.607275,47.743625
74.67445,49.22485,292.213175,33.634975,47.7657
74.7357,49.323175,292.2927,33.6486,47.796
74.816425,49.34745,292.83925,33.6957,47.861225
74.915525,49.37005,292.888425,33.721175,47.90755
75.001275,49.37855,293.072475,33.7824,48.00185
75.0422,49.442675,293.1284,33.80985,48.0517
75.08065,49.4851,293.203775,33.8482,48.0648
75.096575,49.554175,293.38805,33.8723,48.125
75.1062,49.578525,293.4559,33.874325,48.18155
75.287375,49.58175,293.5054,33.898425,48.196225
75.3321,49.592225,293.619325,33.907775,48.313325
75.393025,49.62785,293.73595,33.918575,48.36425
75.4199,49.633375,293.8237,33.94315,48.409675
75.4932,49.695625,294.050175,33.98925,48.445575
75.5811,49.751975,294.2599,33.99755,48.47665
75.6732,49.8411,294.349325,34.019175,48.52265
75.688775,49.856025,294.4437,34.0572,48.576
75.701375,49.87105,294.495875,34.083225,48.603625
75.722475,49.9292,294.509225,34.0978,48.638375
75.7364,49.95825,294.5486,34.1072,48.684375
75.771125,50.015975,294.66535,34.118875,48.7201
75.817175,50.064,294.77165,34.1575,48.781875
75.946625,50.1386,295.354875,34.1662,48.820125
75.9672,50.16065,295.37445,34.182875,48.9448
76.006925,50.19515,295.7524,34.23555,48.98
76.070525,50.236,295.967275,34.240025,49.013825
76.2055,50.2416,296.1498,34.2656,49.068575
76.2186,50.261525,296.2476,34.316725,49.112675
76.2784,50.28145,296.8526,34.33095,49.155525
76.30655,50.3665,296.901,34.365125,49.189075
76.3361,50.3703,296.9602,34.370625,49.215575
76.38015,50.395875,297.2355,34.393125,49.21965
76.536825,50.496775,297.643025,34.451575,49.2398
76.68865,50.5215,297.683875,34.4664,49.287775
76.72255,50.546925,297.81045,34.476875,49.32935
76.78475,50.612925,297.855425,34.516,49.35635
76.83345,50.63185,297.97365,34.5219,49.42595
76.83765,50.688875,298.22745,34.57405,49.511425
76.9129,50.691825,298.328125,34.609125,49.548225
76.96185,50.74625,298.4981,34.656925,49.568975
77.00485,50.77375,298.619275,34.688125,49.6077
77.066675,50.800925,299.35925,34.70995,49.6529
77.2519,50.81445,299.519525,34.7409,49.69595
77.543375,50.840625,299.75415,34.776025,49.707575
77.583275,50.867025,300.08265,34.816725,49.737625
77.7123,50.899725,300.23605,34.825725,49.7722
77.774875,51.067075,300.25285,34.857525,49.7772
77.8189,51.0815,300.27795,34.889375,49.81015
77.911725,51.092875,300.810925,34.92195,49.877225
77.9673,51.12765,301.0112,34.941175,49.907175
77.985225,51.192475,301.1736,34.96415,49.956775
78.043425,51.22115,301.66955,34.9836,50.017125
78.069525,51.2429,302.053025,35.00195,50.0516
78.083225,51.28905,302.325325,35.040875,50.093225
78.102925,51.322825,302.50105,35.0757,50.09695
78.11355,51.369225,302.586125,35.093925,50.11335
78.1307,51.40695,302.95395,35.1075,50.152275
78.216875,51.437325,303.088975,35.124025,50.15695
78.227275,51.53155,303.23095,35.139475,50.1977
78.24575,51.581675,303.30765,35.1706,50.228675
78.26185,51.61785,303.4258,35.1982,50.260625
78.297275,51.64915,303.44755,35.209425,50.301125
78.365725,51.677375,303.47485,35.251025,50.3387
78.385725,51.7102,303.592725,35.258325,50.35655
78.475975,51.7643,303.6873,35.2788,50.37495
78.57085,51.77305,303.930675,35.2836,50.386925
78.603225,51.845975,304.194725,35.31435,50.41465
78.6665,51.858175,304.450925,35.334775,50.428575
78.687675,51.916975,304.46765,35.348275,50.487675
78.800875,51.980425,304.556475,35.366525,50.507375
78.96105,51.99485,304.644675,35.376775,50.542425
79.130125,52.044575,304.840925,35.391675,50.56385
79.183025,52.05925,305.213375,35.442175,50.583675
79.24355,52.095475,305.574475,35.46905,50.62785
79.256925,52.143475,305.663625,35.486175,50.670425
79.52255,52.162975,305.765975,35.510525,50.67935
79.554675,52.19195,305.785825,35.52495,50.72425
79.5721,52.264175,306.141225,35.530175,50.7705
79.584975,52.2932,306.24545,35.550825,50.790775
79.726225,52.3261,306.26055,35.55795,50.86105
79.742575,52.3881,306.753725,35.563975,50.883975
79.8694,52.407825,306.983775,35.57505,50.9162
79.93945,52.451775,307.01985,35.59605,50.93115
79.9481,52.4858,307.487575,35.61695,50.951
79.956625,52.5126,307.532525,35.62355,50.992
80.024725,52.543125,307.5507,35.628325,51.0116
80.07795,52.547,307.649425,35.643475,51.037325
80.165,52.575225,307.72995,35.678925,51.0597
80.207875,52.638825,307.76535,35.69295,51.083425
80.223825,52.7006,307.77405,35.711875,51.098825
80.382425,52.7363,307.803575,35.72395,51.11155
80.40055,52.7754,308.073125,35.740225,51.12635
80.538825,52.802,308.145825,35.750725,51.135375
80.63555,52.8136,308.893325,35.80445,51.163975
80.686275,52.831225,309.100725,35.8207,51.184425
80.810725,52.889475,309.319875,35.836725,51.207325
80.861825,52.902525,309.433475,35.867375,51.227425
80.917075,52.9703,310.341925,35.901475,51.2652
80.93885,53.03635,310.3566,35.925275,51.289225
80.97855,53.076625,310.688375,35.933125,51.312675
81.110275,53.1243,311.066675,35.972575,51.3473
81.15745,53.1651,311.4883,35.98485,51.367
81.172575,53.1915,311.571025,36.023,51.3846
81.2641,53.19595,311.5941,36.034025,51.409525
81.296925,53.22805,311.9056,36.0647,51.4308
81.3456,53.27505,312.10105,36.087225,51.453075
81.36365,53.3331,312.55525,36.0982,51.47165
81.410875,53.390475,312.62415,36.1124,51.49815
81.453175,53.406,312.9337,36.12285,51.510375
81.527075,53.48975,313.060225,36.14435,51.552875
81.5756,53.534325,313.1163,36.152125,51.589175
81.71075,53.5658,313.11825,36.17285,51.652375
81.775625,53.579825,313.387925,36.17925,51.6715
81.789,53.613925,313.5686,36.2188,51.70045
81.86025,53.625375,313.64105,36.236225,51.73335
81.877675,53.691925,313.740975,36.251625,51.76485
81.95355,53.694825,313.7865,36.274825,51.7708
81.962675,53.821275,313.8218,36.288525,51.790175
82.06925,53.86515,314.21485,36.31505,51.8194
82.110625,53.8853,314.255625,36.337075,51.87815
82.146775,53.93725,314.288175,36.368775,51.90635
82.1507,53.9561,314.506475,36.3982,51.944575
82.202175,53.981925,314.52745,36.4144,51.9679
82.263625,54.016475,314.6012,36.43515,51.988425
82.3149,54.033025,314.78075,36.450275,52.031525
82.36035,54.038,315.036825,36.478925,52.12485
82.4178,54.0435,315.136925,36.48605,52.1505
82.43705,54.0687,315.37215,36.514225,52.180175
82.459875,54.072825,315.775725,36.527475,52.1838
82.525525,54.096225,315.8774,36.5287,52.214575
82.585475,54.15485,315.8921,36.5697,52.24225
82.632525,54.1613,315.948225,36.584825,52.285275
82.67155,54.220925,315.94995,36.6031,52.35215
82.798825,54.22715,316.179075,36.64895,52.44475
82.964075,54.306175,316.31835,36.663175,52.52895
83.0206,54.31875,316.644275,36.6753,52.585125
83.165925,54.348525,316.70945,36.695325,52.621325
83.211325,54.36615,316.785025,36.768075,52.6497
83.242575,54.457225,316.870625,36.77385,52.6714
83.27135,54.51085,316.98535,36.8093,52.726275
83.32555,54.5946,317.653825,36.8236,52.7443
83.392625,54.679925,317.826025,36.84625,52.75685
83.414125,54.7536,318.195575,36.88655,52.813025
83.43105,54.756725,318.458875,36.90775,52.85075
83.460725,54.77385,318.6901,36.96565,52.88725
83.5414,54.831775,318.950075,36.976775,52.98245
83.565775,54.8697,319.2348,36.979775,53.035025
83.620725,54.966125,319.39735,36.99295,53.09925
83.6553,55.0477,319.585075,37.006025,53.133325
83.681675,55.083025,319.720775,37.0248,53.169625
83.74495,55.122275,319.987025,37.026075,53.20095
83.756325,55.12335,319.996,37.0676,53.2511
83.765775,55.231825,320.335525,37.0925,53.27105
83.776875,55.260575,320.664425,37.1092,53.308325
83.85425,55.26655,320.9292,37.1633,53.3518
83.8904,55.27145,321.015175,37.1764,53.39195
84.056825,55.2803,321.335875,37.214575,53.49725
84.086225,55.3099,321.727975,37.2671,53.5267
84.162225,55.33125,321.74615,37.29405,53.57885
84.20915,55.34425,321.85195,37.328275,53.608075
84.275,55.3579,322.084475,37.4213,53.6844
84.30935,55.3828,322.491725,37.451875,53.718
84.439275,55.421825,322.7842,37.5116,53.752275
84.461575,55.549575,322.820475,37.540325,53.774125
84.5655,55.579125,322.838175,37.5684,53.813125
84.574975,55.614175,322.8437,37.5703,53.832275
84.624325,55.729375,322.94915,37.606125,53.898025
84.656,55.770325,323.0341,37.642825,53.93275
84.7262,55.79845,323.1921,37.695475,54.02145
84.8664,55.805375,323.2248,37.7033,54.06555
84.878825,55.82695,323.3508,37.73605,54.099775
84.8892,55.865225,323.3526,37.78665,54.123775
84.918275,55.92655,323.363775,37.87585,54.156275
84.938125,55.958225,324.594375,37.933225,54.1842
84.97675,56.007575,324.66635,37.989,54.287225
85.0243,56.01075,324.747975,38.0056,54.331275
85.074525,56.0465,324.773675,38.058925,54.37215
85.0974,56.082725,324.79485,38.086325,54.41665
85.138925,56.121025,325.874825,38.128325,54.44795
85.245825,56.1271,326.06215,38.197025,54.47805
85.272575,56.1471,326.139625,38.3082,54.5186
85.301675,56.223775,326.764975,38.3628,54.553725
85.465275,56.23775,327.237825,38.366625,54.584125
85.51765,56.285925,327.32445,38.3743,54.641525
85.697425,56.29565,327.6019,38.383525,54.672175
85.7034,56.313175,328.00065,38.43675,54.7082
85.754,56.344275,328.054775,38.4419,54.7346
85.807075,56.3962,328.387525,38.4552,54.768775
85.823925,56.4264,328.404275,38.48695,54.813925
85.836475,56.45655,328.595875,38.506075,54.815925
85.8519,56.4613,328.820075,38.532325,54.83475
85.9224,56.516775,328.930675,38.598725,54.8447
85.992225,56.569275,328.976725,38.62055,54.87255
86.11015,56.6156,329.0931,38.67875,54.9236
86.155925,56.645425,329.107875,38.70525,55.002275
86.2121,56.70085,329.60755,38.756825,55.05255
86.233225,56.729975,329.9149,38.795425,55.078125
86.277275,56.731525,329.99635,38.820025,55.11435
86.3175,56.766225,330.3945,38.82575,55.13515
86.34485,56.80475,330.406925,38.853675,55.172125
86.365375,56.826425,330.408475,38.886775,55.209775
86.44035,56.846375,330.4405,38.9103,55.255425
86.465975,56.877475,330.4699,38.930675,55.2882
86.5035,56.903,330.5132,38.978475,55.3411
86.54625,56.945625,330.6037,38.9964,55.402125
86.60395,56.980725,330.68525,39.0091,55.433825
86.657075,57.0078,330.790825,39.0113,55.463
86.78285,57.074375,330.8134,39.052925,55.583
86.820275,57.07935,330.848025,39.079775,55.630725
86.8793,57.128425,330.923825,39.081625,55.663325
86.939,57.164425,330.967275,39.083725,55.719425
87.0428,57.201,331.1332,39.117225,55.747425
87.068525,57.23125,331.258625,39.16235,55.77945
87.0985,57.288075,331.47455,39.21,55.871075
87.12265,57.29525,331.8652,39.2292,55.89485
87.13515,57.32825,332.586575,39.23925,55.9292
87.15225,57.3842,332.787175,39.2892,55.9868
87.16695,57.38995,332.9824,39.314975,56.025875
87.19335,57.4278,333.0284,39.323925,56.04975
87.29985,57.461925,333.116625,39.342925,56.0664
87.373425,57.50505,333.2371,39.407525,56.10125
87.420675,57.524575,333.23825,39.4248,56.129925
87.42405,57.72905,333.24505,39.4329,56.1622
87.4771,57.7718,333.305825,39.493325,56.216725
87.498975,57.79005,333.35195,39.497725,56.2496
87.554175,57.8322,333.478575,39.566125,56.285625
87.56455,57.8753,333.8513,39.596725,56.3356
87.5768,57.88805,333.875025,39.615525,56.4043
87.59995,57.915025,333.91345,39.630675,56.45545
87.642075,57.957,334.176975,39.6697,56.579825
87.653875,57.97105,334.442325,39.71065,56.60605
87.71995,57.982025,335.05785,39.7399,56.6546
87.845175,58.001725,335.11595,39.826825,56.7166
87.911325,58.08325,335.5292,39.915825,56.72715
87.94625,58.150325,335.80915,39.9415,56.756925
88.045475,58.166975,335.8455,39.9853,56.78325
88.097025,58.189775,335.849475,40.01235,56.82045
88.11705,58.218775,335.92515,40.0239,56.842075
88.199375,58.245975,335.9866,40.05405,56.881875
88.238,58.269325,336.676375,40.069575,56.92735
88.387525,58.2787,337.171475,40.08375,56.951775
88.4201,58.3522,337.609525,40.089625,56.981175
88.439825,58.41115,337.612425,40.094075,57.025925
88.51585,58.44935,337.740575,40.096225,57.047375
88.5626,58.4695,337.847225,40.1234,57.0969
88.637025,58.491775,338.01815,40.14295,57.120475
88.659925,58.521425,338.186225,40.2205,57.177275
88.758075,58.540775,338.422975,40.270675,57.255125
88.780575,58.5869,338.4586,40.30425,57.28215
88.8102,58.63375,338.49255,40.316575,57.383975
88.827275,58.671575,338.86385,40.354025,57.388575
88.841225,58.799525,338.8927,40.39505,57.428975
88.95325,58.812375,338.984925,40.44645,57.45785
88.966625,58.872625,339.254175,40.46035,57.484
88.980925,58.94665,339.423225,40.4661,57.533175
88.99465,58.9661,339.4361,40.48115,57.5929
89.0661,58.994925,339.542475,40.48955,57.665525
89.226075,59.05685,339.725825,40.5103,57.71375
89.31425,59.093975,339.90645,40.532375,57.749825
89.351225,59.09745,339.941975,40.53375,57.786225
89.432375,59.119075,339.99315,40.556725,57.812125
89.51195,59.2337,340.169275,40.579325,57.85455
89.63195,59.291075,340.20655,40.636475,57.8587
89.642225,59.30715,340.313525,40.669475,57.922375
89.657525,59.3131,340.339175,40.72915,57.942975
89.706975,59.335825,340.55075,40.758175,57.955875
89.7543,59.40295,340.721925,40.782125,57.99565
89.803,59.48205,340.83135,40.79885,58.0359
89.843075,59.5874,340.981275,40.81375,58.079175
89.88585,59.64815,340.9924,40.861625,58.1073
89.929275,59.67635,341.3573,40.8975,58.16165
89.9808,59.76115,341.72725,40.925375,58.167525
89.998075,59.791425,341.895275,40.953575,58.200925
90.025675,59.829225,342.08135,40.98565,58.26165
90.036825,59.890225,342.23575,41.01075,58.288625
90.079025,59.944375,342.393375,41.046425,58.315775
90.1196,59.98785,342.55925,41.086025,58.34215
90.171875,59.9937,342.626825,41.134175,58.4008
90.208575,60.055,342.881625,41.137875,58.43195
90.3081,60.0971,342.904025,41.14545,58.47815
90.32675,60.134925,343.035475,41.154075,58.4972
90.434475,60.1766,343.170675,41.160225,58.53115
90.45615,60.18965,343.25255,41.1713,58.62225
90.47335,60.23155,343.27535,41.1903,58.67035
90.4994,60.245425,343.31935,41.22375,58.703725
90.57085,60.31805,343.4166,41.2462,58.77195
90.5833,60.36545,343.445175,41.25995,58.8191
90.614925,60.418175,343.605825,41.270975,58.87955
90.75875,60.428125,343.870875,41.303025,58.88135
90.794725,60.438625,343.905525,41.307325,58.905125
90.819375,60.46265,343.93835,41.329475,58.9542
90.869375,60.47505,343.95775,41.341625,59.0168
90.901025,60.4848,343.97795,41.360825,59.05755
91.0169,60.491575,343.99865,41.376475,59.104425
91.0659,60.518575,344.130975,41.396925,59.1534
91.16295,60.5344,344.398425,41.427375,59.194675
91.1972,60.56525,344.5913,41.47015,59.2435
91.20405,60.600625,344.637675,41.49665,59.28395
91.2945,60.620125,344.66155,41.526275,59.315125
91.358,60.656,345.05915,41.5504,59.3607
91.3727,60.68075,345.425325,41.573325,59.39685
91.4029,60.692475,345.635775,41.6093,59.434775
91.415575,60.7139,345.68635,41.687175,59.46375
91.47795,60.728625,345.786725,41.72295,59.508475
91.5119,60.74475,345.900625,41.7332,59.5435
91.527425,60.795,346.06395,41.74095,59.595475
91.564575,60.8556,346.099825,41.76315,59.658775
91.606425,60.9059,346.201075,41.7833,59.686025
91.70105,60.9122,346.318175,41.797675,59.734675
91.7097,60.94255,346.4094,41.827,59.7887
91.7393,60.994275,346.41175,41.8569,59.826925
91.79345,60.998175,346.450425,41.863325,59.892
91.8393,61.05165,346.484125,41.891,59.937525
91.9023,61.05455,346.56065,41.9111,59.97355
91.9235,61.14045,346.6897,41.942125,60.014425
92.0656,61.151725,346.732625,41.964575,60.043225
92.11135,61.280225,346.789775,42.0011,60.090675
92.2845,61.3094,347.02255,42.02805,60.260975
92.3734,61.348425,347.027825,42.036625,60.2924
92.424725,61.468275,347.171875,42.05995,60.37025
92.48345,61.501225,347.247925,42.108225,60.401225
92.52695,61.5368,347.3254,42.14045,60.43655
92.542175,61.5861,347.360925,42.15375,60.49555
92.5653,61.602775,347.481775,42.17965,60.515175
92.578575,61.646225,347.5899,42.2034,60.55745
92.6418,61.6924,347.708975,42.207,60.5947
92.667425,61.740575,347.73645,42.248225,60.63795
92.7335,61.802025,347.93505,42.252975,60.7277
92.75805,61.814025,347.996825,42.26235,60.756925
92.823425,61.9272,348.00585,42.313,60.86205
92.842525,61.932625,348.540425,42.3429,60.91375
92.867275,61.98085,348.68855,42.35255,60.99135
92.9112,62.08575,348.981075,42.386925,61.028075
93.028775,62.087775,348.9879,42.428525,61.0677
93.18405,62.185425,349.388725,42.452225,61.103575
93.3161,62.197775,349.402575,42.467,61.116425
93.331925,62.246125,349.76745,42.493475,61.1638
93.3523,62.2728,349.782225,42.521975,61.19185
93.36925,62.284175,350.378325,42.52765,61.23815
93.519,62.32645,350.493575,42.5591,61.26435
93.549475,62.330025,350.720525,42.57095,61.334875
93.567475,62.35995,351.935475,42.611775,61.410925
93.623325,62.391375,352.52565,42.629175,61.470125
93.64675,62.4256,352.5359,42.652575,61.509475
93.721525,62.494925,352.698025,42.6654,61.536025
93.73475,62.518825,353.345325,42.6969,61.59575
93.837725,62.61295,353.794675,42.7465,61.667775
93.904425,62.62695,354.1392,42.792225,61.726525
93.986125,62.6774,354.403475,42.870025,61.746825
93.99845,62.791675,354.484375,42.94885,61.7734
94.0266,62.850625,355.4939,42.962125,61.814525
94.2068,62.89165,355.64925,43.04365,61.847775
94.2534,62.925975,356.057925,43.063775,61.937575
94.290625,62.9277,356.4038,43.121175,61.9518
94.3062,62.956325,356.780325,43.123225,61.984425
94.434925,63.017975,356.923575,43.1601,62.03845
94.464625,63.066225,357.27815,43.2387,62.081925
94.4832,63.0985,358.5668,43.267575,62.122875
94.5445,63.199975,358.955175,43.2766,62.14705
94.627475,63.2202,359.87035,43.2909,62.164625
94.6934,63.25265,360.013075,43.340875,62.186675
94.733475,63.3049,360.12805,43.350475,62.2306
94.774975,63.308275,360.316575,43.395725,62.279175
94.85415,63.341875,360.55375,43.4112,62.31275
94.869675,63.35785,360.677775,43.433625,62.364
95.062275,63.4226,360.74865,43.496225,62.404575
95.1484,63.488125,360.758525,43.52205,62.439725
95.220525,63.497575,360.83945,43.55965,62.506475
95.2335,63.5689,361.110375,43.601625,62.5525
95.33265,63.602475,361.120325,43.665525,62.57655
95.394925,63.64665,361.172,43.740675,62.581475
95.567775,63.6509,361.212775,43.771775,62.624075
95.61255,63.666925,361.246625,43.784925,62.660625
95.652775,63.6967,361.29535,43.8273,62.716775
95.744975,63.74755,361.32295,43.82955,62.757425
95.794675,63.772575,361.805375,43.8546,62.808575
95.836225,63.779,361.87295,43.858825,62.86285
95.851625,63.859625,361.935075,43.916175,62.953075
95.873225,63.9234,362.0237,43.941375,62.9777
95.909325,64.020375,362.31195,43.97525,63.0031
95.9325,64.05805,362.368425,44.0089,63.053675
95.9479,64.073025,362.375725,44.017425,63.08685
96.00695,64.096225,362.402575,44.0406,63.1332
96.019775,64.1637,362.835325,44.07045,63.157425
96.049275,64.207025,362.8682,44.09685,63.29355
96.073825,64.2322,363.228225,44.124125,63.332625
96.083325,64.28595,363.378,44.142625,63.383875
96.0938,64.371925,363.531825,44.146125,63.421
96.20575,64.47585,363.665175,44.173775,63.480925
96.226225,64.501275,363.747725,44.212175,63.512175
