SPK_SPKC02a (short inhibition),SPK_SPKC04a (inhibited),SPK_SPKC05a (excited),SPK_SPKC07a (short excitation),SPK_SPKC10a (short excitation)
1935.049725,,,,
1935.06425,,,,
1935.07805,,,,
1935.103175,,,,
1935.11695,,,,
1935.1385,,,,
1935.165125,,,,
1935.190375,,,,
1935.199375,,,,
1935.248625,,,,
1935.2776,,,,
1935.325625,,,,
1935.3561,,,,
1935.364775,,,,
1935.377,,,,
1935.395375,,,,
1935.42735,,,,
1935.480275,,,,
1935.494325,,,,
1935.5033,,,,
1935.53235,,,,
1935.560625,,,,
1935.577075,,,,
1935.669925,,,,
1935.694125,,,,
1935.76385,,,,
1935.7785,,,,
1935.8051,,,,
1935.86635,,,,
1935.9342,,,,
1935.965,,,,
1936.040325,,,,
1936.0717,,,,
1936.124425,,,,
1936.150125,,,,
1936.232225,,,,
1936.270275,,,,
1936.28885,,,,
1936.322475,,,,
1936.3328,,,,
1936.4052,,,,
1936.4192,,,,
1936.449425,,,,
1936.50595,,,,
1936.525875,,,,
1936.5378,,,,
1936.566,,,,
1936.57595,,,,
1936.617925,,,,
1936.63995,,,,
1936.651975,,,,
1936.666275,,,,
1936.670325,,,,
1936.69775,,,,
1936.7138,,,,
1936.7281,,,,
1936.754575,,,,
1936.83,,,,
1936.844825,,,,
1936.8954,,,,
1936.9203,,,,
1936.947075,,,,
1936.991925,,,,
1937.025675,,,,
1937.033675,,,,
1937.046525,,,,
1937.1198,,,,
1937.151775,,,,
1937.18095,,,,
1937.195825,,,,
1937.23685,,,,
1937.29595,,,,
1937.322675,,,,
1937.3535,,,,
1937.35575,,,,
1937.3784,,,,
1937.42755,,,,
1937.471325,,,,
1937.4999,,,,
1937.596475,,,,
1937.627225,,,,
1937.65745,,,,
1937.6865,,,,
1937.73525,,,,
1937.77105,,,,
1937.807325,,,,
1937.849325,,,,
1937.8762,,,,
1937.918325,,,,
1937.961225,,,,
1937.99315,,,,
1938.05715,,,,
1938.082275,,,,
1938.11925,,,,
1938.1435,,,,
1938.163475,,,,
1938.202775,,,,
1938.2173,,,,
1938.24285,,,,
1938.28925,,,,
1938.355325,,,,
1938.367875,,,,
1938.41455,,,,
1938.429525,,,,
1938.4929,,,,
1938.509125,,,,
1938.5239,,,,
1938.537875,,,,
1938.560775,,,,
1938.5775,,,,
1938.58775,,,,
1938.605075,,,,
1938.644275,,,,
1938.72635,,,,
1938.785025,,,,
1938.8685,,,,
1938.89855,,,,
1938.906825,,,,
1938.9553,,,,
1938.976325,,,,
1939.01705,,,,
1939.038825,,,,
1939.090275,,,,
1939.134825,,,,
1939.150675,,,,
1939.2099,,,,
1939.2406,,,,
1939.37095,,,,
1939.44155,,,,
1939.52875,,,,
1939.574125,,,,
1939.6118,,,,
1939.6826,,,,
1939.693975,,,,
1939.699075,,,,
1939.728725,,,,
1939.7491,,,,
1939.77215,,,,
1939.833475,,,,
1939.84605,,,,
1939.863275,,,,
1939.882,,,,
1939.9367,,,,
1939.95875,,,,
1939.999975,,,,
1940.06445,,,,
1940.135775,,,,
1940.1727,,,,
1940.22245,,,,
1940.295575,,,,
1940.368,,,,
1940.43165,,,,
1940.453225,,,,
1940.4747,,,,
1940.5605,,,,
1940.6103,,,,
1940.640125,,,,
1940.69325,,,,
1940.7752,,,,
1940.81815,,,,
1940.842475,,,,
1940.848125,,,,
1940.9094,,,,
1940.9801,,,,
1940.98165,,,,
1941.036225,,,,
1941.059575,,,,
1941.063075,,,,
1941.076425,,,,
1941.129175,,,,
1941.1481,,,,
1941.21965,,,,
1941.259625,,,,
1941.303775,,,,
1941.33675,,,,
1941.3567,,,,
1941.3816,,,,
1941.411975,,,,
1941.4403,,,,
1941.47965,,,,
1941.517675,,,,
1941.535125,,,,
1941.568425,,,,
1941.5951,,,,
1941.649325,,,,
1941.67645,,,,
1941.6933,,,,
1941.74115,,,,
1941.783575,,,,
1941.82825,,,,
1941.90265,,,,
1941.964575,,,,
1941.980825,,,,
1941.984675,,,,
1941.9967,,,,
1942.010875,,,,
1942.042975,,,,
1942.07135,,,,
1942.14075,,,,
1942.158075,,,,
1942.1793,,,,
1942.22055,,,,
1942.245825,,,,
1942.275225,,,,
1942.304875,,,,
1942.32195,,,,
1942.325525,,,,
1942.33395,,,,
1942.366475,,,,
1942.38645,,,,
1942.403,,,,
1942.434425,,,,
1942.439075,,,,
1942.473725,,,,
1942.49565,,,,
1942.5145,,,,
1942.540675,,,,
1942.56585,,,,
1942.582475,,,,
1942.587025,,,,
1942.620475,,,,
1942.641075,,,,
1942.648375,,,,
1942.674325,,,,
1942.74925,,,,
1942.82275,,,,
1942.88955,,,,
1942.9044,,,,
1943.01065,,,,
1943.03385,,,,
1943.108825,,,,
1943.17715,,,,
1943.1993,,,,
1943.241975,,,,
1943.274975,,,,
1943.3004,,,,
1943.3339,,,,
1943.35295,,,,
1943.36085,,,,
1943.3981,,,,
1943.411075,,,,
1943.46435,,,,
1943.4716,,,,
1943.491125,,,,
1943.577675,,,,
1943.65685,,,,
1943.67885,,,,
1943.721075,,,,
1943.7729,,,,
1943.775525,,,,
1943.792525,,,,
1943.807525,,,,
1943.829925,,,,
1943.854075,,,,
1943.8837,,,,
1943.948925,,,,
1943.96565,,,,
1944.03245,,,,
1944.0457,,,,
1944.061975,,,,
1944.071425,,,,
1944.16705,,,,
1944.18025,,,,
1944.2055,,,,
1944.22315,,,,
1944.22775,,,,
1944.289575,,,,
1944.4233,,,,
1944.45245,,,,
1944.46935,,,,
1944.5302,,,,
1944.544725,,,,
1944.583475,,,,
1944.70775,,,,
1944.75075,,,,
1944.7844,,,,
1944.804675,,,,
1944.82235,,,,
1944.84655,,,,
1944.86465,,,,
1944.93975,,,,
1944.976125,,,,
1945.02755,,,,
1945.053475,,,,
1945.188125,,,,
1945.2194,,,,
1945.226875,,,,
1945.25835,,,,
1945.281725,,,,
1945.300325,,,,
1945.327575,,,,
1945.3506,,,,
1945.356775,,,,
1945.3787,,,,
1945.449175,,,,
1945.4748,,,,
1945.535925,,,,
1945.585075,,,,
1945.633175,,,,
1945.655025,,,,
1945.709025,,,,
1945.727725,,,,
1945.75025,,,,
1945.76915,,,,
1945.78425,,,,
1945.8161,,,,
1945.839425,,,,
1945.849575,,,,
1945.88165,,,,
1945.923175,,,,
1945.942875,,,,
1945.96465,,,,
1945.9864,,,,
1946.0054,,,,
1946.01575,,,,
1946.064575,,,,
1946.076925,,,,
1946.119175,,,,
1946.131175,,,,
1946.139475,,,,
1946.144975,,,,
1946.1831,,,,
1946.240825,,,,
1946.282525,,,,
1946.375425,,,,
1946.403225,,,,
1946.41795,,,,
1946.461375,,,,
1946.50385,,,,
1946.5198,,,,
1946.58245,,,,
1946.651325,,,,
1946.68055,,,,
1946.759325,,,,
1946.8656,,,,
1946.905925,,,,
1946.914325,,,,
1946.949975,,,,
1946.967725,,,,
1947.0465,,,,
1947.105625,,,,
1947.14815,,,,
1947.169925,,,,
1947.21935,,,,
1947.24325,,,,
1947.2547,,,,
1947.2909,,,,
1947.316325,,,,
1947.329775,,,,
1947.342775,,,,
1947.347925,,,,
1947.397775,,,,
1947.402375,,,,
1947.6401,,,,
1947.825025,,,,
1947.883525,,,,
1947.9457,,,,
1947.99795,,,,
1948.020425,,,,
1948.094525,,,,
1948.1228,,,,
1948.168375,,,,
1948.3516,,,,
1948.424425,,,,
1948.4603,,,,
1948.497975,,,,
1948.5504,,,,
1948.57195,,,,
1948.632,,,,
1948.693475,,,,
1948.72735,,,,
1948.75255,,,,
1948.79505,,,,
1948.8289,,,,
1948.84805,,,,
1948.869475,,,,
1948.8968,,,,
1948.92365,,,,
1948.9456,,,,
1948.98535,,,,
1949.024625,,,,
1949.0492,,,,
1949.0751,,,,
1949.1037,,,,
1949.119925,,,,
1949.229375,,,,
1949.2572,,,,
1949.29955,,,,
1949.301975,,,,
1949.42495,,,,
1949.439175,,,,
1949.45275,,,,
1949.468075,,,,
1949.54335,,,,
1949.5747,,,,
1949.60515,,,,
1949.634325,,,,
1949.6662,,,,
1949.69215,,,,
1949.710475,,,,
1949.755325,,,,
1949.772925,,,,
1949.8056,,,,
1949.8886,,,,
1949.94275,,,,
1949.983225,,,,
1950.02885,,,,
1950.0976,,,,
1950.1518,,,,
1950.224525,,,,
1950.2539,,,,
1950.317875,,,,
1950.407225,,,,
1950.437825,,,,
1950.453125,,,,
1950.46085,,,,
1950.4723,,,,
1950.487525,,,,
1950.506175,,,,
1950.541625,,,,
1950.658825,,,,
1950.6767,,,,
1950.72335,,,,
1950.761675,,,,
1950.77645,,,,
1950.8142,,,,
1950.8397,,,,
1950.85265,,,,
1950.873325,,,,
1950.935725,,,,
1950.966125,,,,
1950.991175,,,,
1951.0329,,,,
1951.0506,,,,
1951.1053,,,,
1951.136325,,,,
1951.20055,,,,
1951.263525,,,,
1951.295675,,,,
1951.406125,,,,
1951.426775,,,,
1951.5002,,,,
1951.51745,,,,
1951.560375,,,,
1951.5877,,,,
1951.644675,,,,
1951.657025,,,,
1951.69595,,,,
1951.715725,,,,
1951.7205,,,,
1951.792825,,,,
1951.846175,,,,
1951.889075,,,,
1951.918825,,,,
1951.938975,,,,
1951.95815,,,,
1951.969075,,,,
1951.992425,,,,
1952.020275,,,,
1952.065525,,,,
1952.094225,,,,
1952.112225,,,,
1952.169575,,,,
1952.2105,,,,
1952.28125,,,,
1952.318725,,,,
1952.334275,,,,
1952.40105,,,,
1952.427425,,,,
1952.441725,,,,
1952.465175,,,,
1952.4779,,,,
1952.495275,,,,
1952.542475,,,,
1952.58105,,,,
1952.64785,,,,
1952.657325,,,,
1952.6647,,,,
1952.703775,,,,
1952.7352,,,,
1952.73905,,,,
1952.7637,,,,
1952.823425,,,,
1952.847875,,,,
1952.8732,,,,
1952.92785,,,,
1952.95895,,,,
1952.9923,,,,
1953.0078,,,,
1953.00975,,,,
1953.023825,,,,
1953.038125,,,,
1953.069375,,,,
1953.1009,,,,
1953.12165,,,,
1953.158575,,,,
1953.187425,,,,
1953.211175,,,,
1953.239675,,,,
1953.2567,,,,
1953.337225,,,,
1953.365925,,,,
1953.3948,,,,
1953.429425,,,,
1953.44265,,,,
1953.50735,,,,
1953.5661,,,,
1953.58385,,,,
1953.6152,,,,
1953.649775,,,,
1953.664675,,,,
1953.6705,,,,
1953.68795,,,,
1953.690275,,,,
1953.717325,,,,
1953.77085,,,,
1953.799525,,,,
1953.80955,,,,
1953.8215,,,,
1953.83255,,,,
1953.868375,,,,
1953.91325,,,,
1953.928725,,,,
1953.930875,,,,
1953.9597,,,,
1953.97915,,,,
1953.99125,,,,
1954.014025,,,,
1954.0453,,,,
1954.093225,,,,
1954.1692,,,,
1954.199525,,,,
1954.266325,,,,
1954.288775,,,,
1954.318975,,,,
1954.368925,,,,
1954.3839,,,,
1954.4009,,,,
1954.411475,,,,
1954.424525,,,,
1954.46425,,,,
1954.476975,,,,
1954.53425,,,,
1954.563725,,,,
1954.591825,,,,
1954.666575,,,,
1954.6764,,,,
1954.705475,,,,
1954.79845,,,,
1954.859425,,,,
1954.882725,,,,
1954.973825,,,,
1955.033625,,,,
1955.045875,,,,
1955.0759,,,,
1955.109125,,,,
1955.148175,,,,
1955.204275,,,,
1955.24225,,,,
1955.265325,,,,
1955.291525,,,,
1955.34385,,,,
1955.35925,,,,
1955.36785,,,,
1955.39025,,,,
1955.425925,,,,
1955.461275,,,,
1955.5087,,,,
1955.52865,,,,
1955.56,,,,
1955.6329,,,,
1955.65185,,,,
1955.6832,,,,
1955.733,,,,
1955.7538,,,,
1955.79505,,,,
1955.84105,,,,
1955.9017,,,,
1955.928675,,,,
1955.96475,,,,
1955.97595,,,,
1955.97945,,,,
1956.0019,,,,
1956.022175,,,,
1956.024725,,,,
1956.054275,,,,
1956.064275,,,,
1956.09845,,,,
1956.210625,,,,
1956.26855,,,,
1956.318025,,,,
1956.332725,,,,
1956.365675,,,,
1956.371975,,,,
1956.38925,,,,
1956.415725,,,,
1956.44445,,,,
1956.524025,,,,
1956.5919,,,,
1956.6336,,,,
1956.70845,,,,
1956.723475,,,,
1956.777025,,,,
1956.7952,,,,
1956.82005,,,,
1956.82925,,,,
1956.8437,,,,
1956.930725,,,,
1956.973725,,,,
1956.9918,,,,
1957.022725,,,,
1957.06195,,,,
1957.12745,,,,
1957.1396,,,,
1957.184575,,,,
1957.212425,,,,
1957.238375,,,,
1957.256475,,,,
1957.2738,,,,
1957.2835,,,,
1957.29325,,,,
1957.42185,,,,
1957.4343,,,,
1957.45045,,,,
1957.49235,,,,
1957.533325,,,,
1957.555125,,,,
1957.557775,,,,
1957.574325,,,,
1957.600325,,,,
1957.623725,,,,
1957.632925,,,,
1957.6869,,,,
1957.749475,,,,
1957.8318,,,,
1957.8581,,,,
1957.87805,,,,
1957.916125,,,,
1957.961425,,,,
1958.0246,,,,
1958.07385,,,,
1958.088675,,,,
1958.106025,,,,
1958.123375,,,,
1958.2481,,,,
1958.2732,,,,
1958.306725,,,,
1958.317925,,,,
1958.3378,,,,
1958.3985,,,,
1958.4485,,,,
1958.474925,,,,
1958.4879,,,,
1958.49895,,,,
1958.5907,,,,
1958.627375,,,,
1958.640175,,,,
1958.6668,,,,
1958.88545,,,,
1958.9044,,,,
1958.91525,,,,
1959.01755,,,,
1959.082125,,,,
1959.08965,,,,
1959.131925,,,,
1959.160825,,,,
1959.2308,,,,
1959.242575,,,,
1959.272475,,,,
1959.28815,,,,
1959.33765,,,,
1959.38685,,,,
1959.4134,,,,
1959.4874,,,,
1959.511975,,,,
1959.579175,,,,
1959.66525,,,,
1959.698125,,,,
1959.7541,,,,
1959.76725,,,,
1959.79125,,,,
1959.825575,,,,
1959.89075,,,,
1959.89875,,,,
1959.94165,,,,
1959.970275,,,,
1960.010625,,,,
1960.05555,,,,
1960.1114,,,,
1960.152175,,,,
1960.2103,,,,
1960.212425,,,,
1960.224325,,,,
1960.25165,,,,
1960.29675,,,,
1960.3202,,,,
1960.3403,,,,
1960.3517,,,,
1960.384,,,,
1960.4146,,,,
1960.44375,,,,
1960.51295,,,,
1960.5237,,,,
1960.5268,,,,
1960.5746,,,,
1960.58335,,,,
1960.64625,,,,
1960.67485,,,,
1960.69975,,,,
1960.708125,,,,
1960.76295,,,,
1960.799625,,,,
1960.8384,,,,
1960.852325,,,,
1960.870575,,,,
1960.881475,,,,
1960.89955,,,,
1960.961475,,,,
1961.0172,,,,
1961.0466,,,,
1961.074,,,,
1961.1336,,,,
1961.21485,,,,
1961.22885,,,,
1961.261125,,,,
1961.27565,,,,
1961.3098,,,,
1961.31805,,,,
1961.328825,,,,
1961.343275,,,,
1961.379275,,,,
1961.420175,,,,
1961.458475,,,,
1961.506375,,,,
1961.58385,,,,
1961.596075,,,,
1961.635575,,,,
1961.707025,,,,
1961.7214,,,,
1961.74985,,,,
1961.767625,,,,
1961.81285,,,,
1961.877175,,,,
1961.881175,,,,
1961.926875,,,,
1961.936975,,,,
1961.986175,,,,
1961.98855,,,,
1962.01555,,,,
1962.066775,,,,
1962.07825,,,,
1962.11785,,,,
1962.137125,,,,
1962.1723,,,,
1962.175025,,,,
1962.18905,,,,
1962.198825,,,,
1962.2255,,,,
1962.2671,,,,
1962.282175,,,,
1962.296175,,,,
1962.3268,,,,
1962.34455,,,,
1962.374625,,,,
1962.39605,,,,
1962.47815,,,,
1962.652125,,,,
1962.671525,,,,
1962.6878,,,,
1962.7201,,,,
1962.7457,,,,
1962.759325,,,,
1962.816775,,,,
1962.843,,,,
1962.87655,,,,
1962.940575,,,,
1963.0499,,,,
1963.10545,,,,
1963.118475,,,,
1963.130225,,,,
1963.2793,,,,
1963.2978,,,,
1963.405075,,,,
1963.430025,,,,
1963.450275,,,,
1963.457375,,,,
1963.492325,,,,
1963.50775,,,,
1963.546325,,,,
1963.559575,,,,
1963.583475,,,,
1963.621675,,,,
1963.80055,,,,
1963.8321,,,,
1963.9364,,,,
1963.950775,,,,
1963.956275,,,,
1964.00975,,,,
1964.015125,,,,
1964.036125,,,,
1964.047475,,,,
1964.0893,,,,
1964.104675,,,,
1964.179825,,,,
1964.1892,,,,
1964.194525,,,,
1964.207425,,,,
1964.215475,,,,
1964.224675,,,,
1964.27945,,,,
1964.318225,,,,
1964.339725,,,,
1964.39,,,,
1964.394,,,,
1964.423775,,,,
1964.443,,,,
1964.4707,,,,
1964.497525,,,,
1964.532725,,,,
1964.582375,,,,
1964.636825,,,,
1964.659625,,,,
1964.719,,,,
1964.79895,,,,
1964.83815,,,,
1964.851925,,,,
1964.8803,,,,
1964.896525,,,,
1964.931475,,,,
1964.959475,,,,
1964.980975,,,,
1965.000675,,,,
1965.017025,,,,
1965.0576,,,,
1965.0765,,,,
1965.113425,,,,
1965.1279,,,,
1965.202875,,,,
1965.210125,,,,
1965.266075,,,,
1965.290725,,,,
1965.32855,,,,
1965.34105,,,,
1965.384075,,,,
1965.44105,,,,
1965.507175,,,,
1965.5187,,,,
1965.5844,,,,
1965.59235,,,,
1965.624925,,,,
1965.655325,,,,
1965.67885,,,,
1965.7573,,,,
1965.82155,,,,
1965.850575,,,,
1965.994425,,,,
1966.0379,,,,
1966.05065,,,,
1966.06295,,,,
1966.1284,,,,
1966.195275,,,,
1966.241075,,,,
1966.31585,,,,
1966.32595,,,,
1966.3445,,,,
1966.372675,,,,
1966.38625,,,,
1966.4124,,,,
1966.45315,,,,
1966.528675,,,,
1966.5619,,,,
1966.571025,,,,
1966.712325,,,,
1966.780275,,,,
1966.797175,,,,
1966.80565,,,,
1966.838025,,,,
1966.848475,,,,
1967.014025,,,,
1967.03585,,,,
1967.05015,,,,
1967.0976,,,,
1967.107175,,,,
1967.1482,,,,
1967.184825,,,,
1967.213625,,,,
1967.2407,,,,
1967.256,,,,
1967.2702,,,,
1967.32185,,,,
1967.4934,,,,
1967.508375,,,,
1967.5181,,,,
1967.543075,,,,
1967.55295,,,,
1967.564875,,,,
1967.595325,,,,
1967.605825,,,,
1967.617925,,,,
1967.62765,,,,
1967.666175,,,,
1967.681325,,,,
1967.688825,,,,
1967.715575,,,,
1967.73675,,,,
1967.746925,,,,
1967.7892,,,,
1967.8307,,,,
1967.831825,,,,
1967.89735,,,,
1967.94295,,,,
1968.02585,,,,
1968.0429,,,,
1968.0569,,,,
1968.067225,,,,
1968.075,,,,
1968.0781,,,,
1968.132225,,,,
1968.139675,,,,
1968.153425,,,,
1968.178475,,,,
1968.223225,,,,
1968.24895,,,,
1968.3132,,,,
1968.3257,,,,
1968.34245,,,,
1968.465875,,,,
1968.52745,,,,
1968.55285,,,,
1968.5819,,,,
1968.6189,,,,
1968.65365,,,,
1968.6668,,,,
1968.677825,,,,
1968.704275,,,,
1968.760225,,,,
1968.7958,,,,
1968.948975,,,,
1969.04665,,,,
1969.08885,,,,
1969.09855,,,,
1969.100775,,,,
1969.188475,,,,
1969.218675,,,,
1969.26695,,,,
1969.33365,,,,
1969.385475,,,,
1969.3934,,,,
1969.416075,,,,
1969.518525,,,,
1969.5318,,,,
1969.604475,,,,
1969.619025,,,,
1969.7353,,,,
1969.744625,,,,
1969.788575,,,,
1969.830175,,,,
1969.84045,,,,
1969.9254,,,,
1969.9472,,,,
1969.9964,,,,
1970.032075,,,,
1970.04605,,,,
1970.063875,,,,
1970.066425,,,,
1970.1208,,,,
1970.131775,,,,
1970.17135,,,,
1970.28295,,,,
1970.33335,,,,
1970.3651,,,,
1970.439625,,,,
1970.469975,,,,
1970.52365,,,,
1970.5449,,,,
1970.58325,,,,
1970.59695,,,,
1970.758775,,,,
1970.785175,,,,
1970.80035,,,,
1970.81725,,,,
1970.820025,,,,
1970.874075,,,,
1970.900475,,,,
1970.929,,,,
1970.994775,,,,
1971.058975,,,,
1971.065325,,,,
1971.107175,,,,
1971.1181,,,,
1971.13335,,,,
1971.23925,,,,
1971.29645,,,,
1971.304725,,,,
1971.319325,,,,
1971.33045,,,,
1971.391,,,,
1971.4481,,,,
1971.4612,,,,
1971.5168,,,,
1971.5266,,,,
1971.598525,,,,
1971.60935,,,,
1971.62965,,,,
1971.64615,,,,
1971.69375,,,,
1971.7513,,,,
1971.797475,,,,
1971.820625,,,,
1971.911025,,,,
1971.93505,,,,
1972.176275,,,,
1972.220075,,,,
1972.24205,,,,
1972.2546,,,,
1972.25785,,,,
1972.2789,,,,
1972.40585,,,,
1972.427825,,,,
1972.435675,,,,
1972.460075,,,,
1972.56785,,,,
1972.6149,,,,
1972.6644,,,,
1972.68185,,,,
1972.83455,,,,
1972.855775,,,,
1972.8965,,,,
1972.925375,,,,
1973.02975,,,,
1973.078325,,,,
1973.11215,,,,
1973.121975,,,,
1973.1349,,,,
1973.1847,,,,
1973.27025,,,,
1973.285475,,,,
1973.328525,,,,
1973.339925,,,,
1973.344825,,,,
1973.3659,,,,
1973.372425,,,,
1973.386425,,,,
1973.41215,,,,
1973.471725,,,,
1973.50015,,,,
1973.65965,,,,
1973.683175,,,,
1973.7002,,,,
1973.70385,,,,
1973.71555,,,,
1973.73515,,,,
1973.81035,,,,
1973.8311,,,,
1973.850375,,,,
1973.887875,,,,
1973.89525,,,,
1973.999775,,,,
1974.0111,,,,
1974.025275,,,,
1974.05415,,,,
1974.067025,,,,
1974.0764,,,,
1974.09095,,,,
1974.1175,,,,
1974.127525,,,,
1974.13395,,,,
1974.236225,,,,
1974.2518,,,,
1974.286675,,,,
1974.320925,,,,
1974.444275,,,,
1974.4775,,,,
1974.4954,,,,
1974.50465,,,,
1974.547275,,,,
1974.6048,,,,
1974.701075,,,,
1974.73155,,,,
1974.740825,,,,
1974.809925,,,,
1974.82245,,,,
1974.857075,,,,
1974.888625,,,,
1974.954,,,,
1974.97235,,,,
1975.008175,,,,
1975.0223,,,,
1975.0465,,,,
1975.05415,,,,
1975.1346,,,,
1975.265725,,,,
1975.325025,,,,
1975.3799,,,,
1975.4125,,,,
1975.430225,,,,
1975.44785,,,,
1975.467,,,,
1975.477425,,,,
1975.593675,,,,
1975.6001,,,,
1975.725075,,,,
1975.799475,,,,
1975.86785,,,,
1975.95955,,,,
1976.1293,,,,
1976.1599,,,,
1976.180375,,,,
1976.195125,,,,
1976.20495,,,,
1976.28045,,,,
1976.288525,,,,
1976.30405,,,,
1976.352575,,,,
1976.397025,,,,
1976.447875,,,,
1976.487375,,,,
1976.52895,,,,
1976.5596,,,,
1976.6461,,,,
1976.681675,,,,
1976.6975,,,,
1976.702575,,,,
1976.727475,,,,
1976.740675,,,,
1976.781475,,,,
1976.89075,,,,
1976.91505,,,,
1976.9701,,,,
1976.98875,,,,
1977.0153,,,,
1977.064775,,,,
1977.08045,,,,
1977.122625,,,,
1977.1541,,,,
1977.2264,,,,
1977.262175,,,,
1977.264475,,,,
1977.292625,,,,
1977.324675,,,,
1977.46215,,,,
1977.5013,,,,
1977.577875,,,,
1977.602575,,,,
1977.636925,,,,
1977.6641,,,,
1977.691125,,,,
1977.7407,,,,
1977.786775,,,,
1977.8629,,,,
1977.868925,,,,
1977.879875,,,,
1977.91225,,,,
1977.987375,,,,
1978.15175,,,,
1978.168125,,,,
1978.1854,,,,
1978.20445,,,,
1978.2244,,,,
1978.253,,,,
1978.281975,,,,
1978.312475,,,,
1978.341325,,,,
1978.3958,,,,
1978.435025,,,,
1978.464675,,,,
1978.490125,,,,
1978.498775,,,,
1978.525425,,,,
1978.600125,,,,
1978.647025,,,,
1978.680225,,,,
1978.70035,,,,
1978.733425,,,,
1978.768375,,,,
1978.7746,,,,
1978.811025,,,,
1978.8317,,,,
1978.863825,,,,
1978.8766,,,,
1978.91195,,,,
1978.9768,,,,
1979.01615,,,,
1979.037875,,,,
1979.0538,,,,
1979.067725,,,,
1979.073925,,,,
1979.2259,,,,
1979.306775,,,,
1979.326175,,,,
1979.375225,,,,
1979.385575,,,,
1979.3985,,,,
1979.433025,,,,
1979.473725,,,,
1979.507525,,,,
1979.531475,,,,
1979.548875,,,,
1979.572475,,,,
1979.607375,,,,
1979.642175,,,,
1979.64815,,,,
1979.66275,,,,
1979.690425,,,,
1979.706175,,,,
1979.831875,,,,
1979.9191,,,,
1979.943325,,,,
1980.0417,,,,
1980.072625,,,,
1980.145675,,,,
1980.278625,,,,
1980.3156,,,,
1980.363675,,,,
1980.39355,,,,
1980.440575,,,,
1980.45715,,,,
1980.471775,,,,
1980.473375,,,,
1980.55055,,,,
1980.56695,,,,
1980.580975,,,,
1980.600425,,,,
1980.67625,,,,
1980.6845,,,,
1980.7072,,,,
1980.74365,,,,
1980.781675,,,,
1980.81285,,,,
1980.84675,,,,
1980.989875,,,,
1981.17705,,,,
1981.19755,,,,
1981.2262,,,,
1981.2421,,,,
1981.288425,,,,
1981.412175,,,,
1981.453325,,,,
1981.496775,,,,
1981.54215,,,,
1981.563,,,,
1981.608725,,,,
1981.623225,,,,
1981.6366,,,,
1981.654775,,,,
1981.6945,,,,
1981.709475,,,,
1981.728825,,,,
1981.753075,,,,
1981.7745,,,,
1982.0649,,,,
1982.12545,,,,
1982.18615,,,,
1982.227375,,,,
1982.259475,,,,
1982.28355,,,,
1982.3227,,,,
1982.3703,,,,
1982.44705,,,,
1982.468525,,,,
1982.557025,,,,
1982.68625,,,,
1982.730975,,,,
1982.764375,,,,
1982.80835,,,,
1982.907775,,,,
1982.988075,,,,
1983.05395,,,,
1983.097,,,,
1983.0996,,,,
1983.1056,,,,
1983.142125,,,,
1983.1506,,,,
1983.15585,,,,
1983.19245,,,,
1983.2422,,,,
1983.26175,,,,
1983.30295,,,,
1983.316725,,,,
1983.346125,,,,
1983.3741,,,,
1983.4043,,,,
1983.412725,,,,
1983.450125,,,,
1983.51705,,,,
1983.543375,,,,
1983.55665,,,,
1983.625625,,,,
1983.631475,,,,
1983.6589,,,,
1983.67615,,,,
1983.72995,,,,
1983.8581,,,,
1983.8806,,,,
1983.89,,,,
1983.908275,,,,
1983.9263,,,,
1983.928475,,,,
1983.94795,,,,
1983.966825,,,,
1984.014625,,,,
1984.076675,,,,
1984.109625,,,,
1984.1292,,,,
1984.141675,,,,
1984.172125,,,,
1984.2314,,,,
1984.27455,,,,
1984.300675,,,,
1984.3809,,,,
1984.386275,,,,
1984.395475,,,,
1984.424,,,,
1984.489325,,,,
1984.589875,,,,
1984.6308,,,,
1984.655025,,,,
1984.712575,,,,
1984.720875,,,,
1984.726975,,,,
1984.729675,,,,
1984.753225,,,,
1984.7595,,,,
1984.787575,,,,
1984.805825,,,,
1984.846475,,,,
1984.86545,,,,
1984.8963,,,,
1984.8996,,,,
1984.9053,,,,
1984.972025,,,,
1985.047675,,,,
1985.05475,,,,
1985.067775,,,,
1985.074175,,,,
1985.1022,,,,
1985.11385,,,,
1985.14535,,,,
1985.1881,,,,
1985.1998,,,,
1985.2177,,,,
1985.2523,,,,
1985.262125,,,,
1985.34125,,,,
1985.3598,,,,
1985.37205,,,,
1985.40585,,,,
1985.41645,,,,
1985.44015,,,,
1985.536075,,,,
1985.5555,,,,
1985.572925,,,,
1985.60345,,,,
1985.60975,,,,
1985.65445,,,,
1985.66605,,,,
1985.73515,,,,
1985.8493,,,,
1985.857375,,,,
1985.90875,,,,
1985.9377,,,,
1986.0151,,,,
1986.041875,,,,
1986.090375,,,,
1986.097575,,,,
1986.14115,,,,
1986.185375,,,,
1986.19095,,,,
1986.196525,,,,
1986.218025,,,,
1986.26685,,,,
1986.2707,,,,
1986.2977,,,,
1986.30645,,,,
1986.311,,,,
1986.352875,,,,
1986.37815,,,,
1986.3889,,,,
1986.426,,,,
1986.456775,,,,
1986.480775,,,,
1986.507475,,,,
1986.668275,,,,
1986.67265,,,,
1986.683525,,,,
1986.68565,,,,
1986.71015,,,,
1986.762625,,,,
1986.7825,,,,
1986.786,,,,
1986.821975,,,,
1986.832675,,,,
1986.8794,,,,
1986.8864,,,,
1986.92185,,,,
