SPK_SPKC06a,SPK_SPKC09a,SPK_SPKC13a,SPK_SPKC16a
0.0639,0.066725,0.189875,0.339225
0.09835,0.089025,0.274875,0.3466
0.12495,0.13925,0.331375,0.3527
0.18055,0.334725,0.341,0.3578
0.328875,0.383925,0.382675,0.36295
0.345975,0.4138,0.418825,0.36835
0.37345,0.49955,0.771575,0.373275
0.431,0.6383,0.792325,0.381975
0.464875,0.797825,0.87915,0.396325
0.507975,0.821825,0.94545,0.408825
0.58565,1.0014,1.009025,0.4269
0.6093,1.2208,1.159375,0.60175
0.68635,1.291825,1.26945,0.61385
0.8096,1.328575,1.6781,0.997775
1.08185,1.433475,1.712625,1.0285
1.2212,1.50105,1.72815,1.151575
1.295425,1.64865,1.760525,1.187725
1.3133,1.6572,1.76175,1.21945
1.363725,1.667075,1.78115,1.72925
1.38065,1.8932,1.7903,1.740275
1.40215,1.925,1.955925,1.74905
1.420525,1.9771,1.981625,1.75895
1.44805,2.14095,2.038975,1.7666
1.690625,2.2992,2.179175,1.7744
1.7171,2.419575,2.189825,1.78125
1.73085,2.538875,2.197525,1.78945
1.77425,2.78945,2.219125,1.7998
1.8487,2.8702,2.282575,1.8197
1.875675,2.913775,2.39305,1.8407
1.902275,3.037025,2.532975,1.864175
1.941225,3.301925,2.53475,2.1708
2.0601,3.32935,2.554,2.178525
2.16465,3.4926,2.565075,2.187575
2.17555,3.513825,2.636375,2.196075
2.19925,3.56855,2.694825,2.203425
2.320225,3.594925,2.711575,2.24815
2.3701,3.63645,2.753625,2.282725
2.40705,3.6947,2.7738,2.5239
2.446075,3.821675,2.805075,2.5386
2.477025,3.87305,2.82475,2.5493
2.5113,3.993425,2.8708,2.55795
2.5324,4.02165,2.90255,2.5684
2.56335,4.1077,2.938775,2.57885
2.60075,4.12945,2.957925,2.590225
2.615375,4.15355,3.017075,2.64335
2.65525,4.166175,3.0978,3.141225
2.6718,4.193175,3.125825,3.153875
2.72855,4.244475,3.140125,3.177425
2.747875,4.267675,3.149125,3.52735
2.818425,4.307875,3.1626,3.539125
2.8489,4.333675,3.221275,3.54945
2.8821,4.364575,3.241925,3.558675
2.910475,4.54355,3.329975,3.568975
2.958325,4.63885,3.52605,3.5792
3.07485,4.686325,3.531275,4.02875
3.320475,4.7033,3.538775,4.03805
3.37675,4.786575,3.55585,4.04555
3.4452,5.06075,3.706725,4.054475
3.645975,5.075775,3.74235,4.072475
3.663675,5.179575,3.778875,4.080875
3.81935,5.44655,4.001625,4.093225
