SPK_SPKC01a (inhibited),SPK_SPKC05a (inhibited),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC14a (inhibited),SPK_SPKC16a (inhibited)
247.01975,,,,,,374.2358
247.047775,,,,,,374.26745
247.06695,,,,,,374.302475
247.093025,,,,,,374.411575
247.11735,,,,,,374.434225
247.123725,,,,,,374.48115
247.161525,,,,,,374.50055
247.18845,,,,,,374.544875
247.251675,,,,,,374.62875
247.304525,,,,,,374.672075
247.340625,,,,,,374.739375
247.370625,,,,,,374.780975
247.396025,,,,,,374.806475
247.429975,,,,,,374.915975
247.447725,,,,,,374.92245
247.46705,,,,,,374.931225
247.50665,,,,,,374.946675
247.5171,,,,,,374.9825
247.5507,,,,,,374.987225
247.580425,,,,,,375.047225
247.60845,,,,,,375.20035
247.6355,,,,,,375.208125
247.652075,,,,,,375.212275
247.66345,,,,,,375.2476
247.68745,,,,,,375.285125
247.709525,,,,,,375.43445
247.7473,,,,,,375.4517
247.77575,,,,,,375.462025
247.8052,,,,,,375.50045
247.8271,,,,,,375.50725
247.86115,,,,,,375.561475
247.881775,,,,,,375.58445
247.90295,,,,,,375.5932
247.92305,,,,,,375.61175
247.950725,,,,,,375.6403
247.98615,,,,,,375.703025
248.04735,,,,,,375.721275
248.10975,,,,,,375.750875
248.141875,,,,,,375.773675
248.16965,,,,,,375.8141
248.20135,,,,,,375.8475
248.224325,,,,,,375.8681
248.254925,,,,,,375.881075
248.2745,,,,,,375.899925
248.3062,,,,,,375.92145
248.346025,,,,,,375.951925
248.39935,,,,,,375.984975
248.46125,,,,,,376.0028
248.522125,,,,,,376.0336
248.555425,,,,,,376.1134
248.5865,,,,,,376.12475
248.618775,,,,,,376.139975
248.63435,,,,,,376.151775
248.642875,,,,,,376.15865
248.659075,,,,,,376.164725
248.69235,,,,,,376.22835
248.70755,,,,,,376.2583
248.73695,,,,,,376.284625
248.78235,,,,,,376.29795
248.833275,,,,,,376.335975
248.87405,,,,,,376.366175
248.911875,,,,,,376.400175
248.933275,,,,,,376.41395
248.945675,,,,,,376.42035
248.956,,,,,,376.44775
249,,,,,,376.464975
249.016725,,,,,,376.5001
249.0475,,,,,,376.551225
249.064275,,,,,,376.6186
249.0813,,,,,,376.69365
249.101375,,,,,,376.706225
249.133725,,,,,,376.71905
249.168775,,,,,,376.74355
249.2297,,,,,,376.771125
249.26335,,,,,,376.790425
249.28485,,,,,,376.91375
249.30965,,,,,,376.9569
249.3251,,,,,,376.9828
249.36895,,,,,,376.987625
249.397775,,,,,,377.003125
249.4122,,,,,,377.046275
249.48145,,,,,,377.062775
249.503475,,,,,,377.106425
249.5369,,,,,,377.236375
249.57115,,,,,,377.2408
249.58275,,,,,,377.293025
249.615375,,,,,,377.314325
249.625375,,,,,,377.3736
249.63555,,,,,,377.394425
249.66695,,,,,,377.415575
249.698925,,,,,,377.4453
249.7488,,,,,,377.463175
249.7996,,,,,,377.48965
249.8218,,,,,,377.5256
249.842825,,,,,,377.545325
249.90265,,,,,,377.56025
249.952175,,,,,,377.59015
249.9734,,,,,,377.606175
249.989125,,,,,,377.6223
250.02215,,,,,,377.6364
250.059525,,,,,,377.67335
250.108375,,,,,,377.690975
250.145825,,,,,,377.8367
250.174275,,,,,,377.84265
250.22795,,,,,,377.848875
250.23505,,,,,,377.8746
250.27715,,,,,,377.912625
250.286425,,,,,,377.941225
250.309875,,,,,,377.9517
250.339675,,,,,,377.958975
250.366475,,,,,,377.9793
250.403325,,,,,,377.990875
250.423775,,,,,,378.00075
250.48925,,,,,,378.0063
250.5086,,,,,,378.019625
250.543775,,,,,,378.0533
250.58755,,,,,,378.140375
250.60355,,,,,,378.1698
250.63565,,,,,,378.208325
250.660125,,,,,,378.2352
250.69145,,,,,,378.2598
250.72515,,,,,,378.30205
250.7598,,,,,,378.340075
250.7882,,,,,,378.38125
250.821275,,,,,,378.40785
250.841775,,,,,,378.4537
250.879125,,,,,,378.478025
250.9068,,,,,,378.50125
250.920625,,,,,,378.548625
250.932125,,,,,,378.586025
250.94685,,,,,,378.609425
250.963225,,,,,,378.63405
251.0088,,,,,,378.6503
251.03275,,,,,,378.689875
251.055425,,,,,,378.695975
251.09185,,,,,,378.723
251.130625,,,,,,378.745325
251.1481,,,,,,378.7754
251.16965,,,,,,378.78115
251.19635,,,,,,378.799525
251.239725,,,,,,378.813825
251.279925,,,,,,378.8311
251.309525,,,,,,378.849275
251.329575,,,,,,378.8832
251.412475,,,,,,378.911
251.437475,,,,,,378.9438
251.474975,,,,,,378.96215
251.504075,,,,,,378.9844
251.544925,,,,,,378.985825
251.57635,,,,,,378.99425
251.599075,,,,,,379.022775
251.638125,,,,,,379.050925
251.66885,,,,,,379.072775
251.712075,,,,,,379.088825
251.759225,,,,,,379.13375
251.803875,,,,,,379.1727
251.851225,,,,,,379.199775
251.888175,,,,,,379.2164
251.913925,,,,,,379.23795
251.941525,,,,,,379.267575
251.96725,,,,,,379.30285
251.970325,,,,,,379.39125
252.0021,,,,,,379.398075
252.040475,,,,,,379.40495
252.09755,,,,,,379.437475
252.15915,,,,,,379.44985
252.17595,,,,,,379.460775
252.211175,,,,,,379.481625
252.228875,,,,,,379.500625
252.249725,,,,,,379.5153
252.2715,,,,,,379.536775
252.29665,,,,,,379.562025
252.316,,,,,,379.638775
252.354775,,,,,,379.71725
252.376375,,,,,,379.77185
252.395175,,,,,,379.809175
252.4263,,,,,,379.83895
252.446875,,,,,,379.938975
252.485875,,,,,,379.94485
252.585175,,,,,,379.9603
252.627075,,,,,,380.007225
252.64155,,,,,,380.025725
252.683675,,,,,,380.04455
252.686825,,,,,,380.08435
252.7048,,,,,,380.0901
252.73055,,,,,,380.129575
252.736675,,,,,,380.1536
252.75115,,,,,,380.188625
252.768475,,,,,,380.196425
252.784475,,,,,,380.2223
252.794875,,,,,,380.245425
252.818025,,,,,,380.263925
252.835125,,,,,,380.28315
252.845625,,,,,,380.302775
252.871975,,,,,,380.327675
252.881325,,,,,,380.3553
252.90445,,,,,,380.387875
252.934625,,,,,,380.40555
252.951375,,,,,,380.4494
252.965875,,,,,,380.5317
252.97675,,,,,,380.5376
252.986675,,,,,,380.579025
252.99355,,,,,,380.5965
253.000825,,,,,,380.607875
253.013725,,,,,,380.649475
253.042775,,,,,,380.6613
253.063725,,,,,,380.688175
253.0787,,,,,,380.80005
253.12185,,,,,,380.80555
253.128125,,,,,,380.840075
253.1573,,,,,,380.855025
253.168625,,,,,,380.8816
253.1866,,,,,,380.957975
253.198225,,,,,,380.9712
253.201875,,,,,,380.9782
253.218175,,,,,,381.00165
253.246325,,,,,,381.029925
253.278275,,,,,,381.0529
253.30465,,,,,,381.079725
253.3385,,,,,,381.143025
253.3759,,,,,,381.20645
253.394225,,,,,,381.228975
253.443925,,,,,,381.256375
253.47495,,,,,,381.2807
253.488425,,,,,,381.306125
253.519325,,,,,,381.338475
253.53895,,,,,,381.34515
253.576625,,,,,,381.374525
253.589425,,,,,,381.4125
253.6224,,,,,,381.442925
253.662575,,,,,,381.46585
253.6944,,,,,,381.494325
253.716275,,,,,,381.53005
253.766875,,,,,,381.55995
253.791525,,,,,,381.5815
253.813575,,,,,,381.59305
253.85675,,,,,,381.623375
253.883175,,,,,,381.653075
253.903875,,,,,,381.68305
253.935275,,,,,,381.70605
253.967775,,,,,,381.746125
253.986575,,,,,,381.774
254.00545,,,,,,381.795225
254.028725,,,,,,381.898175
254.071,,,,,,381.93425
254.10725,,,,,,381.976375
254.129325,,,,,,382.015725
254.146575,,,,,,382.039875
254.156075,,,,,,382.05885
254.1914,,,,,,382.071075
254.20945,,,,,,382.1027
254.22265,,,,,,382.189275
254.251125,,,,,,382.2286
254.2933,,,,,,382.2389
254.314375,,,,,,382.243525
254.3414,,,,,,382.2475
254.36405,,,,,,382.3308
254.39975,,,,,,382.36085
254.40745,,,,,,382.428
254.437675,,,,,,382.455925
254.458825,,,,,,382.501025
254.47505,,,,,,382.5249
254.48855,,,,,,382.552125
254.51925,,,,,,382.5698
254.536675,,,,,,382.654075
254.547075,,,,,,382.679
254.57095,,,,,,382.7541
254.590075,,,,,,382.7859
254.6246,,,,,,382.814925
254.645775,,,,,,382.84635
254.696025,,,,,,382.873875
254.720775,,,,,,382.98905
254.736925,,,,,,383.002975
254.74575,,,,,,383.031625
254.758025,,,,,,383.035425
254.771575,,,,,,383.06965
254.8243,,,,,,383.0742
254.86055,,,,,,383.080175
254.88235,,,,,,383.08415
254.89345,,,,,,383.0883
254.920475,,,,,,383.16955
254.939825,,,,,,383.20365
254.951225,,,,,,383.221975
254.9739,,,,,,383.229075
254.995025,,,,,,383.2892
255.003625,,,,,,383.398475
255.019975,,,,,,383.416275
255.036125,,,,,,383.424625
255.048425,,,,,,383.44025
255.066475,,,,,,383.454625
255.075225,,,,,,383.499275
255.1503,,,,,,383.502025
255.1859,,,,,,383.601625
255.20475,,,,,,383.677075
255.220675,,,,,,383.7596
255.2457,,,,,,383.7696
255.261875,,,,,,383.79705
255.2747,,,,,,383.803125
255.296275,,,,,,383.849525
255.310975,,,,,,383.861625
255.3195,,,,,,383.87155
255.3477,,,,,,383.90055
255.366025,,,,,,384.005225
255.4235,,,,,,384.028375
255.448575,,,,,,384.0515
255.4746,,,,,,384.071225
255.485575,,,,,,384.102325
255.4949,,,,,,384.127425
255.5109,,,,,,384.145625
255.532425,,,,,,384.1723
255.55795,,,,,,384.209525
255.58185,,,,,,384.23805
255.605675,,,,,,384.35915
255.625225,,,,,,384.370425
255.65595,,,,,,384.4007
255.676425,,,,,,384.408925
255.73865,,,,,,384.4524
255.79145,,,,,,384.4697
255.813525,,,,,,384.491975
255.826175,,,,,,384.57125
255.848675,,,,,,384.58585
255.8841,,,,,,384.66885
255.89195,,,,,,384.6844
255.9195,,,,,,384.73635
255.955575,,,,,,384.75
255.9989,,,,,,384.776575
256.040725,,,,,,384.85175
256.0816,,,,,,384.905325
256.1103,,,,,,384.913025
256.1358,,,,,,384.954675
256.157975,,,,,,384.958325
256.1759,,,,,,384.97735
256.195775,,,,,,385.043675
256.256,,,,,,385.074125
256.2935,,,,,,385.084175
256.32315,,,,,,385.105775
256.376525,,,,,,385.141725
256.38385,,,,,,385.2301
256.3998,,,,,,385.2344
256.414875,,,,,,385.28365
256.4386,,,,,,385.306625
256.44865,,,,,,385.356175
256.478575,,,,,,385.369675
256.49775,,,,,,385.505025
256.563975,,,,,,385.510875
256.60425,,,,,,385.521525
256.633625,,,,,,385.5591
256.6639,,,,,,385.5636
256.686475,,,,,,385.5888
256.698925,,,,,,385.592425
256.741125,,,,,,385.610775
256.770925,,,,,,385.6225
256.7884,,,,,,385.639025
256.801925,,,,,,385.6599
256.8147,,,,,,385.671
256.825025,,,,,,385.8299
256.8445,,,,,,385.887975
256.85905,,,,,,385.9007
256.875575,,,,,,385.923025
256.897825,,,,,,385.967525
256.9469,,,,,,385.9909
256.97575,,,,,,386.0021
256.993625,,,,,,386.026775
257.02625,,,,,,386.0404
257.041175,,,,,,386.062175
257.0715,,,,,,386.072025
257.089175,,,,,,386.073275
257.1082,,,,,,386.097775
257.155475,,,,,,386.1083
257.3515,,,,,,386.11815
257.3742,,,,,,386.1569
257.414175,,,,,,386.260025
257.432525,,,,,,386.264225
257.44805,,,,,,386.267625
257.4661,,,,,,386.27765
257.47435,,,,,,386.354525
257.492425,,,,,,386.36445
257.5093,,,,,,386.398425
257.527525,,,,,,386.452275
257.54485,,,,,,386.494925
257.572175,,,,,,386.53175
257.5835,,,,,,386.545525
257.595675,,,,,,386.63275
257.616725,,,,,,386.680175
257.6319,,,,,,386.736275
257.68035,,,,,,386.751575
257.703275,,,,,,386.85285
257.7346,,,,,,386.99345
257.8023,,,,,,386.996125
257.848025,,,,,,387.02265
257.870625,,,,,,387.061525
257.887825,,,,,,387.0642
257.90655,,,,,,387.068575
257.918325,,,,,,387.17755
257.9452,,,,,,387.208925
257.961425,,,,,,387.28315
258.0814,,,,,,387.291475
258.087,,,,,,387.312275
258.1099,,,,,,387.3279
258.141175,,,,,,387.3586
258.15885,,,,,,387.367725
258.1794,,,,,,387.371525
258.202875,,,,,,387.416225
258.219875,,,,,,387.529325
258.2415,,,,,,387.575275
258.424875,,,,,,387.58635
258.444325,,,,,,387.60295
258.4604,,,,,,387.650825
258.486125,,,,,,387.695525
258.51555,,,,,,387.717925
258.53565,,,,,,387.754925
258.5678,,,,,,387.77315
258.598925,,,,,,387.831675
258.63165,,,,,,387.900775
258.66965,,,,,,387.904125
258.6772,,,,,,387.90715
258.71015,,,,,,387.92795
258.757275,,,,,,388.0215
258.802675,,,,,,388.036425
258.8146,,,,,,388.051025
258.83945,,,,,,388.071025
258.906425,,,,,,388.1024
258.9469,,,,,,388.266075
258.975875,,,,,,388.269275
259.001625,,,,,,388.303325
259.02195,,,,,,388.40395
259.036875,,,,,,388.420675
259.0409,,,,,,388.43315
259.05355,,,,,,388.490425
259.06785,,,,,,388.54345
259.086375,,,,,,388.586875
259.0987,,,,,,388.593425
259.149975,,,,,,388.59855
259.166075,,,,,,388.631275
259.1746,,,,,,388.637475
259.2129,,,,,,388.65895
259.300775,,,,,,388.680375
259.36265,,,,,,388.692575
259.392975,,,,,,388.700375
259.411025,,,,,,388.80515
259.4648,,,,,,388.834075
259.49225,,,,,,388.88955
259.497825,,,,,,388.9253
259.521275,,,,,,388.930775
259.533475,,,,,,388.937375
259.546675,,,,,,388.968325
259.5907,,,,,,388.98985
259.626525,,,,,,389.000225
259.640225,,,,,,389.03255
259.673975,,,,,,389.042725
259.72565,,,,,,389.061
259.77965,,,,,,389.110775
259.8182,,,,,,389.13995
259.843675,,,,,,389.156775
259.896925,,,,,,389.1728
259.914275,,,,,,389.17505
259.9351,,,,,,389.19995
259.9506,,,,,,389.207
259.961325,,,,,,389.275925
259.990125,,,,,,389.283075
260.0395,,,,,,389.32905
260.067125,,,,,,389.364025
260.07395,,,,,,389.367275
260.1011,,,,,,389.379225
260.1166,,,,,,389.401825
260.1414,,,,,,389.435325
260.157275,,,,,,389.47185
260.172275,,,,,,389.518425
260.27475,,,,,,389.554425
260.35335,,,,,,389.570825
260.3965,,,,,,389.58135
260.41685,,,,,,389.592525
260.48525,,,,,,389.643875
260.527775,,,,,,389.656375
260.541425,,,,,,389.9085
260.556175,,,,,,389.920075
260.576775,,,,,,389.925875
260.583025,,,,,,389.972125
260.6,,,,,,389.989575
260.6248,,,,,,390.0264
260.66415,,,,,,390.056225
260.720225,,,,,,390.0786
260.77785,,,,,,390.095625
260.8033,,,,,,390.1243
260.842575,,,,,,390.147375
260.870075,,,,,,390.17335
260.908325,,,,,,390.193775
260.920775,,,,,,390.228925
260.94465,,,,,,390.249225
260.9666,,,,,,390.276775
261.00505,,,,,,390.30125
261.0536,,,,,,390.31805
261.10595,,,,,,390.332975
261.1172,,,,,,390.35865
261.181,,,,,,390.3774
261.201,,,,,,390.398375
261.2167,,,,,,390.41685
261.221025,,,,,,390.432375
261.233925,,,,,,390.451075
261.246025,,,,,,390.48285
261.2575,,,,,,390.495775
261.26665,,,,,,390.530375
261.2842,,,,,,390.552025
261.29835,,,,,,390.573725
261.304,,,,,,390.59195
261.322575,,,,,,390.6196
261.336225,,,,,,390.635875
261.343025,,,,,,390.6509
261.353125,,,,,,390.6713
261.364125,,,,,,390.6898
261.369775,,,,,,390.70825
261.37735,,,,,,390.72885
261.3843,,,,,,390.740525
261.39315,,,,,,390.77455
261.404675,,,,,,390.7954
261.4142,,,,,,390.8291
261.421275,,,,,,390.8549
261.44695,,,,,,390.875725
261.456125,,,,,,390.884275
261.46585,,,,,,390.90765
261.4692,,,,,,390.926775
261.4738,,,,,,390.9432
261.498975,,,,,,390.962625
261.510625,,,,,,390.992925
261.5383,,,,,,391.0006
261.5443,,,,,,391.02135
261.5587,,,,,,391.04945
261.563275,,,,,,391.0826
261.58535,,,,,,391.12195
261.59665,,,,,,391.150875
261.6197,,,,,,391.17325
261.627425,,,,,,391.197025
261.647725,,,,,,391.21925
261.6676,,,,,,391.275425
261.672525,,,,,,391.283675
261.684625,,,,,,391.302
261.72165,,,,,,391.32245
261.73745,,,,,,391.3457
261.749225,,,,,,391.3785
261.76225,,,,,,391.391525
261.790175,,,,,,391.412425
261.793275,,,,,,391.43875
261.80495,,,,,,391.4844
261.813175,,,,,,391.514675
261.835675,,,,,,391.538075
261.847325,,,,,,391.570725
261.868225,,,,,,391.591625
261.874925,,,,,,391.61925
261.891575,,,,,,391.6348
261.901775,,,,,,391.66365
261.917725,,,,,,391.674275
261.938175,,,,,,391.6913
261.957275,,,,,,391.70525
261.965375,,,,,,391.73785
262.006575,,,,,,391.75455
262.0205,,,,,,391.7762
262.0398,,,,,,391.799775
262.048775,,,,,,391.821575
262.096475,,,,,,391.8415
262.106975,,,,,,391.859725
262.1302,,,,,,391.8744
262.14445,,,,,,391.8964
262.160875,,,,,,391.905575
262.175525,,,,,,391.945525
262.224825,,,,,,391.967425
262.243525,,,,,,391.98635
262.2631,,,,,,392.0153
262.276725,,,,,,392.0442
262.294125,,,,,,392.07795
262.317775,,,,,,392.09395
262.3487,,,,,,392.11025
262.373275,,,,,,392.137775
262.408025,,,,,,392.15515
262.470025,,,,,,392.1735
262.49815,,,,,,392.1851
262.521775,,,,,,392.211675
262.5466,,,,,,392.235025
262.60185,,,,,,392.257675
262.622725,,,,,,392.276825
262.775975,,,,,,392.2846
262.80585,,,,,,392.306825
262.82865,,,,,,392.313425
262.8658,,,,,,392.336375
262.884175,,,,,,392.347425
262.9032,,,,,,392.3626
262.9328,,,,,,392.377275
262.9665,,,,,,392.41855
262.995425,,,,,,392.43935
263.0344,,,,,,392.44975
263.051375,,,,,,392.47005
263.1081,,,,,,392.482375
263.1309,,,,,,392.55665
263.139975,,,,,,392.57145
263.186275,,,,,,392.6003
263.202025,,,,,,392.64415
263.23195,,,,,,392.6694
263.250775,,,,,,392.723375
263.314175,,,,,,392.747175
263.3308,,,,,,392.7835
263.350675,,,,,,392.836325
263.37265,,,,,,392.878075
263.394525,,,,,,392.903575
263.4187,,,,,,392.941525
263.450975,,,,,,392.980425
263.47145,,,,,,393.002525
263.495575,,,,,,393.0246
263.51295,,,,,,393.043375
263.536,,,,,,393.071525
263.5511,,,,,,393.09675
263.56345,,,,,,393.118125
263.581425,,,,,,393.14445
263.5972,,,,,,393.19045
263.620625,,,,,,393.2089
263.651425,,,,,,393.243925
263.7377,,,,,,393.272625
263.759025,,,,,,393.2979
263.783675,,,,,,393.334575
263.806975,,,,,,393.364825
263.8348,,,,,,393.4092
263.854175,,,,,,393.42945
263.85985,,,,,,393.4551
263.8961,,,,,,393.470525
263.924325,,,,,,393.544375
263.9579,,,,,,393.589775
264.0348,,,,,,393.612325
264.0772,,,,,,393.6538
264.109125,,,,,,393.679225
264.14515,,,,,,393.713675
264.176625,,,,,,393.732825
264.191675,,,,,,393.735175
264.21165,,,,,,393.745975
264.224075,,,,,,393.777225
264.24275,,,,,,393.817225
264.2823,,,,,,393.834425
264.294125,,,,,,393.855525
264.304075,,,,,,393.889675
264.323225,,,,,,393.913775
264.3499,,,,,,393.939975
264.3762,,,,,,393.950725
264.434675,,,,,,393.975025
264.501425,,,,,,393.9974
264.58165,,,,,,394.0398
264.628475,,,,,,394.07265
264.649075,,,,,,394.10015
264.67725,,,,,,394.123275
264.730675,,,,,,394.137575
264.7833,,,,,,394.16505
264.809675,,,,,,394.185325
264.826625,,,,,,394.226
264.845775,,,,,,394.2558
264.861675,,,,,,394.29265
264.883475,,,,,,394.306175
264.8988,,,,,,394.3397
264.9123,,,,,,394.36575
264.922525,,,,,,394.386975
264.941525,,,,,,394.41705
264.964475,,,,,,394.436325
264.990975,,,,,,394.481625
265.102525,,,,,,394.489325
265.14505,,,,,,394.497575
265.170925,,,,,,394.54005
265.182675,,,,,,394.5627
265.202275,,,,,,394.6196
265.226775,,,,,,394.64005
265.249875,,,,,,394.66405
265.2672,,,,,,394.672325
265.29045,,,,,,394.697475
265.323525,,,,,,394.714525
265.383425,,,,,,394.733425
265.4168,,,,,,394.7783
265.4449,,,,,,394.792675
265.454975,,,,,,394.8312
265.474475,,,,,,394.8698
265.491725,,,,,,394.8872
265.509275,,,,,,394.8916
265.534225,,,,,,394.9313
265.59055,,,,,,394.961575
265.622,,,,,,394.995475
265.649925,,,,,,395.0168
265.677025,,,,,,395.059475
265.713125,,,,,,395.0998
265.7494,,,,,,395.117
265.7756,,,,,,395.14095
265.809525,,,,,,395.18295
265.874275,,,,,,395.22075
265.929525,,,,,,395.24515
265.976625,,,,,,395.251875
266.010175,,,,,,395.2773
266.0274,,,,,,395.317225
266.054375,,,,,,395.336875
266.0697,,,,,,395.35445
266.090075,,,,,,395.38235
266.108475,,,,,,395.4027
266.127125,,,,,,395.418275
266.152,,,,,,395.43355
266.172425,,,,,,395.45395
266.18925,,,,,,395.4689
266.1986,,,,,,395.545775
266.211075,,,,,,395.6129
266.227775,,,,,,395.623625
266.257525,,,,,,395.626325
266.277575,,,,,,395.743125
266.30205,,,,,,395.786425
266.32145,,,,,,395.8825
266.34295,,,,,,395.8889
266.380625,,,,,,395.9204
266.394675,,,,,,395.99955
266.422525,,,,,,396.014075
266.462525,,,,,,396.028325
266.488075,,,,,,396.065725
266.507925,,,,,,396.098025
266.525975,,,,,,396.248975
266.549425,,,,,,396.25825
266.567675,,,,,,396.385875
266.581525,,,,,,396.40595
266.628775,,,,,,396.4289
266.651775,,,,,,396.453075
266.6708,,,,,,396.47835
266.7038,,,,,,396.493125
266.72645,,,,,,396.49685
266.7552,,,,,,396.52775
266.769225,,,,,,396.586325
266.79485,,,,,,396.647675
266.81935,,,,,,396.67355
266.85,,,,,,396.7419
266.884475,,,,,,396.7945
266.913575,,,,,,396.853
266.929,,,,,,396.860225
266.9528,,,,,,396.881575
266.96995,,,,,,396.945925
266.982225,,,,,,396.9821
266.99795,,,,,,397.014425
267.0243,,,,,,397.06265
267.05665,,,,,,397.257325
267.073975,,,,,,397.2613
267.0998,,,,,,397.2697
267.13235,,,,,,397.302475
267.16065,,,,,,397.33045
267.171225,,,,,,397.346
267.1819,,,,,,397.360625
267.204125,,,,,,397.45315
267.227175,,,,,,397.549025
267.240725,,,,,,397.570625
267.2536,,,,,,397.589725
267.287675,,,,,,397.629075
267.3079,,,,,,397.650925
267.3179,,,,,,397.739675
267.35025,,,,,,397.743525
267.375775,,,,,,397.74995
267.39525,,,,,,397.803825
267.420325,,,,,,397.80655
267.439525,,,,,,397.824725
267.4662,,,,,,397.967325
267.49865,,,,,,397.9824
267.5162,,,,,,398.044225
267.561175,,,,,,398.07685
267.57855,,,,,,398.093825
267.608825,,,,,,398.134275
267.634875,,,,,,398.140525
267.6553,,,,,,398.17215
267.697825,,,,,,398.22515
267.716125,,,,,,398.244675
267.740025,,,,,,398.28765
267.76525,,,,,,398.3111
267.79065,,,,,,398.327425
267.8002,,,,,,398.347275
267.8087,,,,,,398.3717
267.82745,,,,,,398.3752
267.837025,,,,,,398.405175
267.84635,,,,,,398.44995
267.860425,,,,,,398.4885
267.86945,,,,,,398.525075
267.893475,,,,,,398.588325
267.90375,,,,,,398.5941
267.924375,,,,,,398.631775
267.95535,,,,,,398.637475
268.00055,,,,,,398.66225
268.021425,,,,,,398.668975
268.0443,,,,,,398.672575
268.077775,,,,,,398.74585
268.097225,,,,,,398.758525
268.121725,,,,,,398.778875
268.153675,,,,,,398.849
268.1688,,,,,,398.88735
268.184975,,,,,,398.923225
268.18965,,,,,,398.97085
268.208575,,,,,,399.00965
268.2233,,,,,,399.027225
268.23465,,,,,,399.033125
268.26685,,,,,,399.04035
268.2824,,,,,,399.0626
268.30775,,,,,,399.120375
268.3123,,,,,,399.163275
268.333775,,,,,,399.179375
268.338525,,,,,,399.20085
268.347825,,,,,,399.22365
268.3662,,,,,,399.252275
268.386175,,,,,,399.270975
268.411025,,,,,,399.29715
268.428125,,,,,,399.32155
268.45685,,,,,,399.341
268.48405,,,,,,399.370225
268.499925,,,,,,399.40325
268.525575,,,,,,399.442125
268.54655,,,,,,399.46495
268.563125,,,,,,399.49335
268.578925,,,,,,399.522525
268.60295,,,,,,399.569425
268.632175,,,,,,399.582125
268.666625,,,,,,399.6099
268.67545,,,,,,399.65295
268.6909,,,,,,399.7177
268.699925,,,,,,399.721125
268.709625,,,,,,399.790825
268.733275,,,,,,399.795175
268.767675,,,,,,399.805975
268.796625,,,,,,399.846375
268.81205,,,,,,399.870975
268.829925,,,,,,399.8922
268.84695,,,,,,399.925425
268.86495,,,,,,399.9339
268.89825,,,,,,399.97645
268.989525,,,,,,399.98415
269.0211,,,,,,400.006825
269.0484,,,,,,400.0358
269.069075,,,,,,400.05245
269.097825,,,,,,400.07
269.128575,,,,,,400.088125
269.14785,,,,,,400.103525
269.17115,,,,,,400.138275
269.192475,,,,,,400.174375
269.2116,,,,,,400.20935
269.24395,,,,,,400.2378
269.2649,,,,,,400.266975
269.2855,,,,,,400.2916
269.30445,,,,,,400.3451
269.325575,,,,,,400.375125
269.3438,,,,,,400.415075
269.393725,,,,,,400.430325
269.42555,,,,,,400.44305
269.476,,,,,,400.492625
269.501525,,,,,,400.505525
269.537925,,,,,,400.52725
269.56965,,,,,,400.5582
269.583925,,,,,,400.581225
269.6049,,,,,,400.61255
269.629825,,,,,,400.62965
269.64695,,,,,,400.66535
269.677925,,,,,,400.683775
269.68985,,,,,,400.71365
269.70105,,,,,,400.73395
269.720975,,,,,,400.751975
269.745575,,,,,,400.79995
269.78155,,,,,,400.82705
269.804225,,,,,,400.8365
269.827475,,,,,,400.8834
269.8505,,,,,,400.99195
269.879725,,,,,,401.0805
269.9012,,,,,,401.084125
269.9486,,,,,,401.0884
269.978375,,,,,,401.1012
269.987775,,,,,,401.1045
270.021625,,,,,,401.134625
270.0443,,,,,,401.143425
270.084325,,,,,,401.14895
270.12035,,,,,,401.161925
270.139325,,,,,,401.179
270.17195,,,,,,401.188575
270.1869,,,,,,401.194575
270.213475,,,,,,401.2034
270.241725,,,,,,401.33445
270.26435,,,,,,401.341275
270.282925,,,,,,401.3844
270.30235,,,,,,401.41655
270.332275,,,,,,401.42705
270.360475,,,,,,401.462775
270.39425,,,,,,401.48935
270.422425,,,,,,401.50955
270.470525,,,,,,401.51685
270.51895,,,,,,401.5313
270.522775,,,,,,401.58855
270.5388,,,,,,401.619275
270.563225,,,,,,401.6579
270.597875,,,,,,401.664175
270.617275,,,,,,401.7036
270.628725,,,,,,401.721575
270.64425,,,,,,401.742275
270.663575,,,,,,401.777175
270.67675,,,,,,401.81045
270.696025,,,,,,401.868775
270.73055,,,,,,401.9027
270.77145,,,,,,401.9529
270.7939,,,,,,401.981175
270.826175,,,,,,402.001225
270.8481,,,,,,402.01285
270.86835,,,,,,402.064375
270.88805,,,,,,402.131325
270.898425,,,,,,402.1805
270.912925,,,,,,402.1824
270.943725,,,,,,402.205475
270.977325,,,,,,402.219075
270.9968,,,,,,402.245825
271.0286,,,,,,402.368225
271.04865,,,,,,402.38075
271.1058,,,,,,402.3918
271.15855,,,,,,402.417625
271.172275,,,,,,402.458925
271.205275,,,,,,402.4861
271.229,,,,,,402.5045
271.258975,,,,,,402.548875
271.283725,,,,,,402.6263
271.31235,,,,,,402.632325
271.35375,,,,,,402.647
271.392025,,,,,,402.65985
271.415525,,,,,,402.699275
271.4411,,,,,,402.7089
271.461425,,,,,,402.72205
271.48865,,,,,,402.743375
271.5276,,,,,,402.755975
271.559175,,,,,,402.770225
271.608475,,,,,,402.792475
271.640375,,,,,,402.811725
271.67175,,,,,,402.8401
271.70915,,,,,,402.857525
271.72265,,,,,,402.86145
271.756575,,,,,,402.87685
271.79795,,,,,,402.9
271.85515,,,,,,402.91
