SPK_SPKC01a (inhibited),SPK_SPKC05a (inhibited),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC14a (inhibited),SPK_SPKC16a (inhibited)
53.5282,216.6668,67.99425,175.2932,257.032675,270.93385,150.984075
53.552675,216.69775,68.015225,175.3744,257.041825,270.9382,151.006925
53.567725,216.72935,68.0385,175.406375,257.050875,271.22935,151.01395
53.58845,216.767575,68.05485,175.6192,257.065925,271.246025,151.02915
53.597675,216.811675,68.085275,175.91585,257.073075,271.345325,151.07555
53.6634,216.8358,68.1192,175.954425,257.092825,271.393825,151.089525
53.73205,216.9216,68.16685,175.97685,257.118525,271.5345,151.0971
53.798925,217.023775,68.225625,175.99775,257.471175,271.597225,151.118975
53.83985,217.073,68.251275,176.1163,257.47875,271.62115,151.135825
53.88965,217.127825,68.29975,176.13345,257.48865,271.694325,151.158325
53.9135,217.15735,68.343475,176.157225,257.4976,271.804925,151.178525
53.93055,217.187225,68.37215,176.242225,257.5063,271.9738,151.205625
53.95705,217.20055,68.4043,176.296075,257.549625,272.012425,151.22645
53.97755,217.27115,68.4326,176.527325,257.5794,272.03255,151.240175
54.0034,217.31365,68.531525,176.544375,257.6009,272.144875,151.24975
54.033525,217.3379,68.54675,176.63685,257.611075,272.1578,151.2621
54.058675,217.387525,68.5681,176.80555,257.639175,272.1944,151.278275
54.091375,217.4947,68.5944,177.23255,257.755075,272.28135,151.29915
54.118825,217.557125,68.665,177.23425,257.829,272.524475,151.3208
54.1671,217.597675,68.714625,177.379975,257.837275,272.5801,151.34585
54.206525,217.698675,68.74515,177.49765,257.851825,272.60735,151.37525
54.22885,217.7415,68.782825,177.7515,257.856125,272.645175,151.4057
54.238625,217.7901,68.85195,177.774775,257.865775,272.764025,151.46175
54.256775,217.826675,68.879075,177.83385,257.88125,272.7778,151.47425
54.3081,217.8589,68.908225,178.04085,257.8928,272.829275,151.50135
54.36825,217.9078,68.947675,178.08385,257.98735,272.83175,151.55505
54.40935,217.936525,68.973625,178.2777,258.0153,272.83285,151.57055
54.43845,218.093825,68.99845,178.3557,258.216625,272.834275,151.612075
54.4594,218.167775,69.052,178.386175,258.52265,272.851725,151.639425
54.4862,218.238875,69.07675,178.42905,258.531225,272.888425,151.77345
54.511775,218.3254,69.094775,178.4335,258.57005,273.03185,151.781475
54.529825,218.407525,69.121175,178.47655,258.6888,273.092225,151.8161
54.56435,218.534375,69.131625,178.57715,258.754125,273.2047,151.827925
54.582,218.55405,69.20735,178.590325,258.7836,273.233725,151.91605
54.6077,218.64445,69.220125,178.592575,258.82945,273.272575,152.077075
54.6407,218.6576,69.2463,178.6253,258.8647,273.3625,152.081025
54.691125,218.8795,69.2686,178.628775,259.062675,273.395725,152.11135
54.75085,218.92165,69.32475,178.635975,259.085075,273.455875,152.127175
54.7951,218.955975,69.367225,178.828075,259.0942,273.53985,152.158625
54.83265,219.032125,69.45685,178.851975,259.0994,273.907925,152.168225
54.857525,219.1348,69.4811,178.854325,259.123125,273.96755,152.232575
54.8863,219.231375,69.52355,178.863675,259.1404,274.09255,152.2593
54.909325,219.286775,69.591425,178.8783,259.155675,274.205175,152.286425
54.92895,219.314125,69.6058,178.970925,259.17725,274.47525,152.300375
54.94645,219.377975,69.684775,179.239975,259.18695,274.490825,152.3225
54.97285,219.43805,69.761875,179.3245,259.20295,274.5328,152.3453
55.03715,219.524625,69.7958,179.5301,259.3085,274.583725,152.385625
55.055425,219.53655,69.853175,179.5356,259.4936,274.622625,152.530275
55.1046,219.555975,69.89425,179.54065,259.526775,274.923175,152.542575
55.1444,219.6146,69.923975,179.547925,259.534475,274.98875,152.56875
55.16535,219.6271,70.028175,179.64695,259.544375,275.08775,152.591475
55.19805,219.690725,70.09375,179.6835,259.5798,275.141175,152.6071
55.224025,219.798825,70.1179,179.7229,259.587475,275.3534,152.65765
55.24285,219.8293,70.166875,179.815275,259.643375,275.446475,152.6655
55.28015,219.857725,70.264025,179.925825,259.6693,275.522025,152.69075
55.3204,219.8651,70.28965,179.98975,259.9418,275.5724,152.7071
55.359675,219.903875,70.3096,180.048875,259.97565,275.623225,152.75285
55.399025,219.9658,70.348525,180.094,259.9895,275.695,152.785875
55.43385,220.065675,70.379175,180.127325,260.036275,275.766325,152.8107
55.47315,220.081975,70.498025,180.23445,260.391175,275.7714,152.850975
55.501975,220.1126,70.551675,180.24445,260.50915,275.842275,152.8559
55.53795,220.2269,70.5898,180.324625,260.528025,275.853625,152.8883
55.55275,220.30935,70.7253,180.37365,260.53665,275.86755,152.9359
55.5604,220.3842,70.784025,180.382325,260.543775,275.93565,152.9749
55.572275,220.4169,70.8258,180.406575,260.58145,275.964075,153.073125
55.60075,220.546875,70.8551,180.417725,260.5845,275.99535,153.120975
55.621425,220.80725,70.95145,180.4401,260.748475,275.998975,153.17
55.652775,220.84435,70.9947,180.4723,260.798875,276.0894,153.175925
55.68475,220.883675,71.04855,180.49595,260.835325,276.217325,153.180425
55.700025,220.9077,71.080925,180.58275,261.0058,276.29735,153.21285
55.726925,220.9755,71.142325,180.612625,261.053225,276.485125,153.228575
55.765,221.01415,71.24025,180.70255,261.075175,276.52715,153.262225
55.814025,221.10835,71.273025,180.779825,261.48955,276.68645,153.294325
55.830575,221.30875,71.2956,180.8941,261.49805,276.709,153.311975
55.86975,221.335525,71.361525,180.976425,261.51365,276.76855,153.3424
55.892375,221.49825,71.41795,180.999275,261.529875,276.81475,153.375825
55.924375,221.645025,71.4714,181.05215,261.576925,276.864575,153.399425
55.98105,221.6629,71.498175,181.082375,261.69075,277.009475,153.5042
56.01155,221.689475,71.51425,181.8258,262.0104,277.082225,153.5207
56.029475,221.700275,71.547225,182.0643,262.090775,277.334925,153.5274
56.066775,221.740425,71.5783,182.2121,262.099225,277.4185,153.576125
56.092475,221.7552,71.608325,182.366925,262.1155,277.476625,153.6057
56.129475,221.9484,71.636625,182.512975,262.133725,277.5921,153.622875
56.1639,221.968925,71.656775,182.545825,262.153425,277.636675,153.64945
56.206475,222.0541,71.66985,182.6627,262.276875,277.67235,153.67085
56.236625,222.101475,71.744225,183.11825,262.303675,277.730725,153.800275
56.288225,222.138,71.77905,183.3062,262.3443,277.873575,153.838725
56.323775,222.277975,71.8164,183.3294,262.5711,277.91045,153.9013
56.346925,222.321225,71.859275,183.622275,262.58685,277.97065,153.91205
56.36555,222.3572,71.956225,183.707625,262.592025,278.1364,153.952625
56.38775,222.4857,72.102125,183.8623,262.6732,278.167875,153.96815
56.412375,222.74575,72.15035,183.907675,262.72085,278.22635,153.98375
56.428675,222.7747,72.17845,184.5938,263.082175,278.361325,154.0134
56.4577,222.79765,72.202375,184.882625,263.090275,278.518375,154.038475
56.52815,222.821175,72.2174,185.813675,263.20485,278.630075,154.07675
56.59085,222.8633,72.288225,185.830575,263.23755,278.682225,154.11515
56.623975,222.897325,72.332925,185.83495,263.2554,278.807725,154.1295
56.6442,222.946125,72.360825,186.10085,263.273425,279.11845,154.17085
56.659325,222.999825,72.415975,186.20735,263.303725,279.24685,154.201875
56.7055,223.064675,72.4643,186.72535,263.337625,279.314,154.231225
56.7214,223.105475,72.490725,186.990925,263.365125,279.36755,154.32255
56.737625,223.204375,72.538725,187.1789,263.410425,279.403625,154.352275
56.74485,223.2657,72.573675,187.380725,263.4726,279.51985,154.36905
56.770875,223.271225,72.594375,187.54155,263.498225,279.63155,154.3844
56.788225,223.2876,72.78755,187.78375,263.552425,279.67705,154.414575
56.80285,223.365975,72.8432,188.0554,263.718875,279.7297,154.447525
56.81975,223.393325,72.863225,188.3093,263.72965,279.82265,154.49215
56.838325,223.430775,72.896825,188.692175,263.96525,279.868275,154.498325
56.8572,223.458575,72.908925,189.141875,264.01835,279.902925,154.535775
56.88345,223.57465,72.9191,189.404725,264.035,280.1549,154.542775
56.9675,223.60195,72.985225,189.626825,264.060225,280.18995,154.56005
57.03625,223.6145,73.083675,189.76765,264.10435,280.26915,154.5975
57.099725,223.757,73.180075,190.085775,264.24975,280.3566,154.7332
57.1296,223.842975,73.224725,190.14185,264.32345,280.481075,154.740225
57.162375,223.98385,73.259225,190.227175,264.33175,280.524325,154.758475
57.1991,224.001775,73.27865,191.1957,264.350125,280.575275,154.794825
57.2248,224.041575,73.343325,191.27935,264.3651,280.6862,154.813725
57.245,224.44255,73.460425,191.359725,264.40565,280.74195,154.820825
57.2645,224.54105,73.516275,191.668725,264.47755,280.8656,154.8334
57.280325,224.604075,73.543475,191.936625,264.525675,280.921575,154.87855
57.292625,224.717625,73.56405,192.085825,264.740125,281.017625,154.894825
57.311625,224.782425,73.6284,192.395175,264.7531,281.056175,154.9214
57.332875,224.84015,73.751225,192.712075,264.86015,281.24645,154.969575
57.35915,224.8608,73.8089,192.77995,264.903075,281.27795,155.0118
57.3762,224.89655,73.84465,193.012925,264.912225,281.514075,155.0336
57.4238,224.9849,73.87315,193.3871,264.930525,281.53655,155.0759
57.4556,225.0243,73.90025,193.52005,264.94285,281.57885,155.1136
57.478125,225.042075,73.92885,193.819775,265.24385,281.6189,155.138675
57.564225,225.0614,73.9779,194.20165,265.31775,281.65315,155.155725
57.5888,225.149225,74.049725,194.432625,265.35095,281.667975,155.16615
57.61525,225.2128,74.12365,194.582825,265.357075,281.690025,155.18925
57.6254,225.223175,74.14355,194.61115,265.3609,281.7767,155.203675
57.651725,225.291,74.17595,194.732625,265.36435,281.891325,155.23095
57.6775,225.365275,74.211,195.0111,265.3706,281.936875,155.28535
57.691625,225.448225,74.2365,195.155625,265.3936,282.095275,155.38135
57.711225,225.567825,74.357,195.23125,265.396175,282.285075,155.3963
57.716525,225.61635,74.3771,195.636675,265.418875,282.4185,155.40315
57.738425,225.653325,74.475825,195.9421,265.441175,282.63695,155.41585
57.75655,225.696175,74.50875,196.137325,265.74325,282.687175,155.4505
57.780425,225.71755,74.577875,196.339,265.7681,282.727875,155.454075
57.8113,225.7593,74.724375,196.64545,265.782775,282.753525,155.4803
57.87395,225.84165,74.7918,196.82485,265.790275,282.798475,155.48455
57.93835,225.879925,74.82895,196.955175,265.84285,282.8982,155.51795
57.9701,225.92025,74.8862,197.2082,265.861375,283.0512,155.540325
58.002975,226.004125,74.96355,197.413275,266.40595,283.09395,155.560125
58.023125,226.1404,75.000525,197.49275,266.41605,283.1454,155.577525
58.045675,226.1598,75.0322,197.976275,266.451825,283.4393,155.608075
58.07785,226.1956,75.043125,198.00695,266.4734,283.667275,155.6873
58.092225,226.284975,75.1378,198.1136,266.5007,283.707225,155.753225
58.111775,226.305525,75.18265,198.18785,266.526625,283.763,155.768925
58.13895,226.49305,75.228575,198.2616,266.84705,283.76895,155.7771
58.15385,226.51205,75.261825,198.52185,266.8706,283.853975,155.79285
58.18675,226.5188,75.291175,198.69915,266.88385,283.865725,155.808725
58.236725,226.557625,75.340825,198.783225,266.89325,283.91615,155.86915
58.269875,226.584375,75.38255,199.08695,266.961275,283.95875,155.872875
58.303525,226.66115,75.398725,199.1757,267.115675,284.18895,155.88775
58.34085,226.694225,75.417275,199.3426,267.168675,284.232,155.890775
58.370575,226.74135,75.444375,199.5527,267.211525,284.296825,155.91835
58.409425,226.790925,75.48025,200.040125,267.23675,284.339125,155.95665
58.4305,226.810975,75.5109,200.226825,267.26845,284.39165,155.9718
58.453275,226.824125,75.5477,200.40005,267.5952,284.44595,156.0299
58.467825,226.927225,75.567425,200.571175,267.82625,284.470225,156.10965
58.4917,226.972725,75.60335,200.964625,267.832525,284.5278,156.132275
58.50425,227.048175,75.6236,201.0387,267.840275,284.7083,156.161225
58.5111,227.099275,75.6615,201.208875,267.848575,284.7514,156.17395
58.519075,227.12225,75.721075,201.2328,267.857,284.781875,156.201325
58.543725,227.17815,75.753475,201.500175,267.862175,284.7838,156.25555
58.581,227.18675,75.788025,201.611325,267.894275,284.813175,156.297425
58.60555,227.360225,75.811475,202.029375,267.900075,284.902475,156.42075
58.6354,227.4319,75.843775,202.19745,267.905925,285.1746,156.4264
58.6769,227.465225,75.879425,202.510975,267.914675,285.252325,156.42955
58.704875,227.48675,75.97835,202.667775,268.0368,285.2925,156.4335
58.7211,227.530125,76.07535,202.75145,268.066525,285.36615,156.502075
58.769225,227.55115,76.093375,202.807725,268.112475,285.57215,156.5077
58.810275,227.63545,76.120375,203.108425,268.225625,285.6002,156.600575
58.850675,227.91985,76.16915,203.42955,268.232075,285.6481,156.61895
58.8892,227.9614,76.2484,203.581025,268.237075,285.718975,156.675575
58.923375,228.14045,76.33535,203.852725,268.24815,285.7657,156.69935
58.956575,228.216975,76.392875,204.033575,268.269025,285.81605,156.718275
58.987,228.255425,76.435475,204.28505,268.2746,285.9949,156.741325
59.003275,228.27235,76.4653,204.3709,268.291325,286.10925,156.797325
59.023625,228.34055,76.502175,204.8396,268.350475,286.14905,156.834175
59.0617,228.34955,76.520175,205.01405,268.55655,286.196375,156.87385
59.089075,228.39165,76.57445,205.098075,268.699,286.2132,156.896175
59.11345,228.404425,76.663975,205.5878,268.7535,286.346225,156.921675
59.14635,228.455375,76.687275,205.635625,268.760975,286.38845,156.94625
59.16825,228.487425,76.7194,205.890425,268.7679,286.622525,156.9746
59.20165,228.5613,76.7443,206.578225,268.7734,286.70495,157.016425
59.219225,228.58955,76.7953,206.82875,268.805125,287.035875,157.035475
59.2855,228.672825,76.821375,207.1516,268.8612,287.226125,157.049325
59.314775,228.83595,76.8405,207.54635,268.87435,287.251225,157.064575
59.348325,228.861875,76.861525,207.622075,269.0467,287.37975,157.089675
59.39935,228.863025,76.92705,208.0031,269.298325,287.411725,157.1109
59.4262,228.997975,76.9893,208.0841,269.3138,287.4559,157.221725
59.46505,229.026125,77.0181,208.3137,269.31975,287.7021,157.229375
59.48775,229.05505,77.057825,208.46395,269.34645,287.73585,157.272275
59.51935,229.065075,77.11965,208.5852,269.3531,288.004675,157.298425
59.54635,229.221325,77.1474,208.7347,269.795275,288.04365,157.345975
59.5758,229.249575,77.1995,208.949525,270.29845,288.1158,157.355925
59.601325,229.2572,77.278075,209.109775,270.33295,288.167375,157.392425
59.61475,229.259075,77.33635,209.219475,270.35045,288.19225,157.429575
59.6338,229.302775,77.35005,209.398375,270.36155,288.316175,157.442575
59.64815,229.403275,77.371875,209.540275,270.36785,288.3913,157.47105
59.669825,229.4312,77.3803,209.80925,270.3775,288.457475,157.48745
59.6879,229.5955,77.405525,210.025125,270.531125,288.476375,157.500475
59.704475,229.6375,77.414325,210.686075,270.639375,288.570875,157.517575
59.739075,229.713675,77.432975,210.75755,270.695025,288.7164,157.54645
59.792825,229.844225,77.4589,211.024625,270.815425,288.7887,157.560775
59.825025,229.9439,77.46725,211.216875,270.821425,288.8239,157.58025
59.86535,230.167075,77.4785,211.56965,270.838275,288.93395,157.610225
59.911125,230.1698,77.51575,211.7062,270.8592,288.965975,157.6287
59.944,230.1857,77.570025,211.91055,270.937375,289.15295,157.6437
59.969025,230.202075,77.734775,212.173225,271.067425,289.166575,157.6596
59.99085,230.222375,77.803825,212.60385,271.33105,289.273875,157.684475
60.016425,230.2722,77.82125,212.85875,271.36795,289.544925,157.68595
60.030575,230.3634,77.84305,212.969975,271.377275,289.561525,157.7001
60.054025,230.386625,77.888175,213.171875,271.388675,289.5798,157.780375
60.06985,230.4494,77.956525,213.3355,271.41165,289.659625,157.8341
60.086225,230.533975,77.981675,213.444075,271.447925,289.680675,157.8677
60.104625,230.567,78.05515,213.5674,271.526125,289.77895,157.927825
60.13355,230.604225,78.069475,213.668475,271.62745,289.808,157.93595
60.16145,230.630125,78.103375,213.824325,271.957525,289.9242,157.95845
60.206,230.658225,78.151425,214.002925,271.9639,289.997775,157.98305
60.24265,230.697675,78.179025,214.267975,271.969975,290.063275,157.998775
60.26215,230.73135,78.209525,214.57245,271.9806,290.12845,158.0096
60.289225,230.959175,78.24015,214.89395,271.9862,290.173125,158.040525
60.335225,231.017025,78.2663,215.1822,272.01495,290.24775,158.075425
60.365725,231.0934,78.2927,215.40475,272.4484,290.25145,158.12665
60.39285,231.116,78.3083,215.89245,272.458025,290.311125,158.1776
60.418,231.171825,78.368575,216.153225,272.46565,290.327875,158.1916
60.434325,231.24215,78.405475,216.253625,272.495875,290.378625,158.22625
60.46015,231.261025,78.436075,216.33575,272.53265,290.620825,158.284025
60.485725,231.2975,78.459,216.516025,272.54025,290.655075,158.328825
60.514025,231.4628,78.54145,216.7848,272.813025,290.680425,158.460625
60.535875,231.501125,78.57625,216.9931,272.8643,290.80885,158.4875
60.561775,231.5289,78.6401,217.3123,272.87285,290.850425,158.492325
60.601575,231.9467,78.654325,217.3643,272.88345,290.890975,158.50635
60.6339,231.9754,78.685475,217.538275,273.038,291.053375,158.551775
60.684525,232.086925,78.715925,217.75945,273.30575,291.22215,158.58155
60.73055,232.160475,78.73885,217.8562,273.316325,291.26355,158.607275
60.762925,232.1806,78.76945,218.20735,273.322875,291.318525,158.6395
60.786625,232.32055,78.810025,218.259375,273.329,291.369775,158.666375
60.812675,232.3449,78.8808,218.430025,273.90235,291.4162,158.7113
60.851175,232.38175,78.885025,218.674025,273.93025,291.4548,158.759775
60.88255,232.412575,78.931975,218.9119,273.961575,291.4667,158.84155
60.90785,232.4577,78.96845,218.979625,273.97885,291.4772,158.852975
60.925,232.552125,79.0152,219.12725,274.154725,291.56135,158.869625
60.944875,232.576325,79.048625,219.4444,274.16835,291.568075,158.914175
60.9784,232.611,79.070575,219.870025,274.2174,291.72495,158.946425
61.01155,232.651525,79.2251,220.045175,274.22845,291.80035,158.964
61.04905,232.6849,79.316275,220.31565,274.293875,291.848425,158.9759
61.0886,232.756325,79.355625,220.46475,274.487225,291.89375,158.983125
61.1304,232.8708,79.4669,220.533875,274.51165,291.967,158.9969
61.16075,233.051425,79.555675,220.68005,274.52075,292.011575,159.056475
61.199125,233.0894,79.612675,220.84335,274.5257,292.05375,159.12605
61.222875,233.299,79.6486,221.3408,274.56925,292.190625,159.19915
61.241875,233.7671,79.67215,221.567525,274.579775,292.380425,159.22455
61.280625,233.830875,79.7605,222.0226,274.649325,292.3944,159.228375
61.303475,233.887925,79.7927,222.208325,275.112575,292.41565,159.243125
61.334575,233.906025,79.884275,222.698975,275.124175,292.472675,159.295475
61.35725,233.92995,79.91365,223.149375,275.13515,292.57005,159.3513
61.37545,233.942875,79.94775,223.360075,275.15425,292.67965,159.378175
61.39795,234.0192,80.049775,223.58745,275.1855,292.724425,159.41315
61.42025,234.041225,80.200875,223.636275,275.449475,292.78025,159.4324
61.428225,234.07365,80.248375,223.79305,275.49345,293.101775,159.4453
61.44325,234.1059,80.286,223.859775,275.56275,293.258175,159.4696
61.451625,234.13365,80.414,224.127675,275.570775,293.2877,159.492025
61.473275,234.2568,80.438575,224.200925,275.5912,293.35225,159.5108
61.481975,234.315225,80.452225,224.94985,275.60255,293.55985,159.5383
61.508025,234.3847,80.460175,225.4254,275.748975,293.6426,159.56135
61.53245,234.432825,80.5399,225.81885,275.821675,293.73525,159.581925
61.54095,234.741625,80.5644,225.920475,275.9541,293.7703,159.615
61.5727,234.793175,80.578,226.063875,276.04075,293.864925,159.6289
61.5906,234.816875,80.658575,226.325625,276.04745,293.92125,159.721475
61.613275,234.8605,80.7203,226.3696,276.0647,293.976475,159.757625
61.639525,234.89705,80.84485,226.42745,276.138125,294.065825,159.7761
61.6875,234.92885,80.873275,226.715225,276.65015,294.085275,159.800525
61.735525,234.997925,80.897775,227.115975,276.947325,294.18705,159.813575
61.77895,235.105975,80.92645,227.3628,276.9629,294.2537,159.830325
61.8163,235.175125,80.9321,227.487825,276.968725,294.306675,159.853475
61.84325,235.21395,80.95415,228.328775,276.9765,294.31775,159.86965
61.8806,235.223975,81.195325,229.0618,276.99315,294.32755,159.90645
61.916625,235.314975,81.28105,229.843175,277.01675,294.338275,159.913275
61.936525,235.34265,81.318075,230.015225,277.48695,294.37035,159.93265
61.9566,235.457175,81.3504,230.153325,277.543625,294.456,159.945925
61.97525,235.4826,81.3999,230.2244,277.555075,294.479725,159.96505
62.00375,235.5184,81.449325,230.480425,277.596675,294.52655,159.98015
62.01775,235.52695,81.497675,230.958275,277.6033,294.755525,160.004675
62.044025,235.580525,81.54895,231.226775,277.60765,294.781925,160.074525
62.06055,235.633625,81.57485,231.259825,277.614525,294.824825,160.148475
62.08105,235.6537,81.6249,231.365875,277.6238,294.883075,160.228775
62.10635,235.67085,81.651375,231.891625,277.64545,294.978725,160.236425
62.12655,235.71055,81.683475,232.0814,277.706125,295.024625,160.243075
62.146875,235.724375,81.75545,232.10395,277.716275,295.04955,160.26805
62.193325,235.940575,81.783775,232.193225,278.006775,295.346475,160.327525
62.218375,235.963725,81.831175,232.4501,278.21635,295.41605,160.35435
62.2685,236.048475,81.891575,232.744375,278.233175,295.42155,160.369075
62.29835,236.155375,81.93005,233.45845,278.54175,295.436075,160.37735
62.331775,236.1717,81.951275,234.077275,278.559525,295.4883,160.411675
62.3713,236.2774,81.985725,234.136625,278.568825,295.5196,160.43475
62.394975,236.37925,82.00885,234.16395,278.575475,295.582375,160.456025
62.420875,236.411975,82.04255,234.16915,278.595525,295.784525,160.475675
62.457725,236.42605,82.128875,234.208625,278.608375,295.843425,160.48825
62.48505,236.504525,82.176625,234.800625,278.61565,295.890875,160.5084
62.49565,236.58945,82.239825,234.9411,278.6233,295.9044,160.54505
62.5275,236.8119,82.32375,235.102225,278.63385,296.055225,160.59845
62.5522,236.888825,82.369725,235.81845,278.64125,296.15255,160.6559
62.570125,236.95705,82.426075,236.367375,278.80905,296.195075,160.720675
62.593175,236.99205,82.45425,236.51035,279.16875,296.2228,160.72995
62.62225,237.0611,82.526375,236.677725,279.17545,296.3458,160.757975
62.64185,237.1222,82.557025,236.7802,279.20755,296.393325,160.773775
62.6657,237.2094,82.57385,236.844625,279.249875,296.72355,160.7814
62.68775,237.282825,82.604625,236.979875,279.261275,296.7547,160.844
62.719575,237.342525,82.637,237.60445,279.2686,296.759375,160.851525
62.771275,237.3965,82.712075,237.692925,279.39715,296.791775,160.8983
62.807375,237.58105,82.73135,238.213125,279.697875,297.2605,160.912525
62.83395,237.598225,82.76725,239.29555,279.705125,297.3101,160.92545
62.88335,237.675,82.82065,239.304275,279.713425,297.529325,160.9391
62.91095,237.701925,82.9067,239.566975,279.719225,297.54235,161.084675
62.925325,237.84045,82.92665,239.73755,279.72885,297.621925,161.091725
62.941975,237.8571,82.993,239.96975,279.755475,297.65145,161.1306
62.96215,237.984925,83.0738,240.073525,279.779875,297.71745,161.151825
62.989825,238.02795,83.0911,240.211675,279.80785,297.780375,161.1596
63.017025,238.128925,83.1553,240.52705,280.105475,297.813575,161.2359
63.03585,238.18585,83.1974,240.976575,280.20465,297.895675,161.29415
63.067575,238.238675,83.220975,241.03325,280.3522,297.912575,161.3331
63.0871,238.350275,83.26855,241.131375,280.37735,297.984,161.356325
63.1016,238.597325,83.346525,241.23395,280.435075,298.0268,161.365975
63.1387,238.630475,83.361675,241.87855,280.565425,298.08935,161.3844
63.17355,238.658425,83.4007,241.99025,280.5889,298.13545,161.428675
63.191375,238.729175,83.480775,242.182225,280.61635,298.3235,161.5593
63.20215,238.8311,83.5036,242.36275,280.62965,298.34775,161.56625
63.225,238.878375,83.63185,242.547425,280.654925,298.4178,161.599525
63.2401,238.993175,83.6605,242.56005,280.65735,298.4582,161.624425
63.255225,239.166075,83.71115,242.57895,280.672925,298.501375,161.660375
63.2796,239.239075,83.726525,242.642575,280.71215,298.5191,161.7105
63.3047,239.29685,83.76295,242.7153,280.73275,298.583175,161.718675
63.320775,239.320175,83.780825,243.213925,280.753925,299.0942,161.7261
63.34905,239.423475,83.8056,243.504175,281.096425,299.21495,161.739125
63.378325,239.430925,83.842025,243.5849,281.48965,299.2949,161.7486
63.394025,239.55865,83.964075,243.676575,281.525025,299.3988,161.758775
63.417225,239.57595,84.0127,243.745,281.57035,299.41005,161.843225
63.4625,239.5957,84.031675,243.942625,281.61155,299.6354,161.86445
63.49485,239.63265,84.053575,244.035075,281.671625,299.707375,161.95635
63.517725,239.7155,84.101475,244.53425,281.687075,299.778625,162.059075
63.5597,239.738225,84.1137,244.817725,281.716025,299.815775,162.06305
63.5979,239.815625,84.121575,245.3635,281.731875,299.862725,162.084575
63.638625,239.82565,84.136825,245.605425,282.02825,299.87785,162.09745
63.69045,239.841775,84.160475,245.842175,282.037375,299.920075,162.186725
63.72465,239.874475,84.210175,246.06725,282.0447,299.92735,162.20725
63.744575,239.902925,84.23295,246.50035,282.0555,300.0011,162.2354
63.760375,239.949225,84.243275,246.5417,282.080275,300.079675,162.2457
63.7877,240.013975,84.3411,246.7994,282.09255,300.20245,162.265475
63.80635,240.106625,84.433375,246.959025,282.7729,300.46755,162.289175
63.824575,240.124625,84.463025,247.534275,282.78505,300.485975,162.30965
63.843275,240.182925,84.4915,247.9052,282.839675,300.5348,162.326075
63.863975,240.24515,84.5281,248.282325,282.84075,300.54425,162.346675
63.875275,240.254625,84.5683,248.3788,282.84595,300.55555,162.3628
63.900925,240.277875,84.63795,248.49825,282.85005,300.6631,162.3952
63.93055,240.46995,84.671425,249.29565,282.855,300.718825,162.418825
63.944225,240.588275,84.738575,249.517175,282.858,300.863,162.443575
63.95845,240.605825,84.803975,250.034475,282.867075,300.902725,162.459975
63.98525,240.6152,84.868,250.047675,282.9141,300.950025,162.479
63.989475,240.619375,84.919075,250.3381,283.044025,301.0308,162.504925
64.026975,240.655425,84.9373,250.58775,283.0694,301.153725,162.531925
64.048425,240.680375,84.99025,251.4403,283.45905,301.427775,162.565725
64.06545,240.69705,85.0383,251.8304,283.4612,301.46415,162.587825
64.0916,240.7659,85.051075,252.761375,283.47105,301.521025,162.6276
64.1154,240.793275,85.07235,252.77935,283.4827,301.53135,162.654025
64.13265,240.81065,85.10005,252.8182,283.492,301.612775,162.701225
64.147,240.84235,85.285425,252.8958,283.570225,301.82355,162.73425
64.176675,240.9453,85.3093,252.9228,283.707825,301.8694,162.7648
64.1907,240.99515,85.337525,252.94675,283.9686,301.95995,162.791025
64.230025,241.08775,85.369525,252.98005,283.98625,302.0925,162.841875
64.244725,241.28555,85.391925,253.00095,284.1586,302.12835,162.869075
64.274275,241.34865,85.423525,253.0361,284.2008,302.171425,162.899
64.297175,241.39865,85.4373,253.181575,284.21675,302.422425,162.906825
64.310425,241.446275,85.468225,253.22275,284.22555,302.49055,162.973825
64.32825,241.4685,85.490725,253.268225,284.22805,302.59295,162.99955
64.3461,241.48365,85.5053,253.292575,284.3449,302.67105,163.024775
64.373075,241.526,85.511025,253.3138,284.8701,302.726375,163.0717
64.387475,241.60165,85.5337,253.430375,284.9081,303.0099,163.0998
64.416825,241.68575,85.636575,253.51975,285.014675,303.093175,163.1167
64.492,241.7252,85.648625,253.827175,285.023,303.107775,163.15955
64.5335,241.762,85.669275,253.9196,285.031125,303.19125,163.1922
64.57225,241.7837,85.68995,254.200725,285.058125,303.27995,163.2198
64.59175,241.91535,85.724075,254.304475,285.08555,303.3104,163.25075
64.606675,241.962975,85.7692,254.385875,285.357725,303.33895,163.280425
64.625925,242.00115,85.80805,254.476425,285.380625,303.4093,163.30105
64.658375,242.0358,85.9037,254.8506,285.5496,303.437025,163.3506
64.6774,242.166825,85.95735,254.8598,285.56035,303.4464,163.372925
64.70465,242.2342,85.980575,255.041475,285.562325,303.45925,163.416175
64.73195,242.305825,86.0184,255.398025,285.6139,303.4939,163.439125
64.7629,242.364125,86.0568,255.453775,285.68745,303.52035,163.467825
64.78985,242.489075,86.167425,255.49945,285.712525,303.698675,163.478175
64.811525,242.55485,86.213725,255.79335,285.846625,303.909575,163.50175
64.840425,242.670775,86.2379,255.948075,285.876425,303.912325,163.515325
64.87125,242.69355,86.25015,256.067,285.908825,304.023175,163.54115
