SPK_SPKC01a (NA),SPK_SPKC04a (NA),SPK_SPKC11a (excited)
51.7707,,45.171025
51.77755,,45.2258
51.955,,45.2639
52.002025,,45.311625
52.172875,,45.34305
52.330825,,45.3818
52.430325,,45.42475
52.451075,,45.479925
52.47545,,45.591325
52.49935,,45.670725
52.56055,,45.76215
52.578625,,45.794075
52.6667,,45.81565
52.6792,,45.894975
52.71875,,45.9529
52.7243,,46.017925
52.7808,,46.064275
52.81595,,46.094725
52.838625,,46.1172
52.842575,,46.13635
52.8708,,46.154525
52.9022,,46.173475
52.9242,,46.199275
52.962425,,46.2181
52.997125,,46.241475
53.00905,,46.277875
53.0191,,46.3037
53.103575,,46.327025
53.14705,,46.354425
53.16215,,46.419925
53.18005,,46.46115
53.281375,,46.531125
53.316675,,46.55395
53.381975,,46.579075
53.3924,,46.59355
53.424525,,46.6144
53.496475,,46.634825
53.51355,,46.6517
53.622925,,46.666025
53.636475,,46.686475
53.78075,,46.7189
53.799425,,46.762175
53.8098,,46.801775
53.888025,,46.81495
53.972575,,46.859125
53.985325,,46.886725
54.074025,,46.923625
54.086625,,47.02135
54.107725,,47.0691
54.12325,,47.147225
54.198575,,47.1579
54.2504,,47.173225
54.31715,,47.188575
54.552725,,47.206775
54.5586,,47.22475
54.5688,,47.2417
54.579575,,47.270225
54.584375,,47.279825
54.64255,,47.295825
54.661425,,47.312625
54.69605,,47.326425
54.73345,,47.341
54.75515,,47.37215
54.7969,,47.411175
54.85785,,47.476025
54.8813,,47.537675
54.8942,,47.57465
54.9896,,47.59405
55.0433,,47.61445
55.128825,,47.6333
55.21525,,47.6583
55.247275,,47.707225
55.30135,,47.740775
55.30775,,47.801225
55.34595,,47.841425
55.368025,,47.896775
55.401475,,47.925025
55.457575,,47.931075
55.711275,,47.939575
55.72945,,47.950575
55.761675,,47.961125
55.78625,,47.970075
55.79805,,47.9988
55.8441,,48.012925
55.878775,,48.024125
55.887625,,48.041925
55.975575,,48.0564
55.987975,,48.090025
55.990475,,48.108225
56.052325,,48.13595
56.106825,,48.1768
56.13665,,48.2692
56.1598,,48.31655
56.2227,,48.354625
56.311475,,48.43575
56.3195,,48.4999
56.3301,,48.548575
56.3611,,48.599025
56.41125,,48.6514
56.419625,,48.6949
56.4368,,48.721575
56.450625,,48.7631
56.4877,,48.81705
56.582225,,48.8734
56.61275,,48.943175
56.637375,,49.006125
56.66785,,49.040125
56.77035,,49.068575
56.780275,,49.105775
56.78845,,49.133675
56.874125,,49.1734
56.930275,,49.22185
56.964725,,49.268725
57.0172,,49.296375
57.1464,,49.33485
57.2094,,49.386775
57.44635,,49.425225
57.50485,,49.488475
57.58245,,49.532825
57.586075,,49.576
57.667075,,49.638775
57.767925,,49.68565
58.0941,,49.735775
58.188875,,49.7838
58.254625,,49.817475
58.36005,,49.865975
58.388625,,49.91515
58.598725,,49.983875
58.62415,,50.0461
58.72465,,50.119775
58.8999,,50.198475
58.975625,,50.32725
59.056325,,50.39665
59.135625,,50.4478
59.1757,,50.468325
59.20385,,50.496425
59.207325,,50.5378
59.29655,,50.57585
59.3208,,50.600875
59.33945,,50.610825
59.5728,,50.62295
59.6749,,50.637675
59.719775,,50.6464
59.7637,,50.665575
59.78705,,50.698725
59.807575,,50.715675
59.8237,,50.748725
59.934925,,50.78125
59.9527,,50.817175
59.957975,,50.876525
59.978125,,50.94525
59.98655,,50.976475
60.04245,,50.986075
60.04815,,50.99685
60.109975,,51.007125
60.119725,,51.017025
60.1547,,51.0264
60.216675,,51.0393
60.224775,,51.084175
60.284925,,51.1291
60.30985,,51.170175
60.331975,,51.299675
60.44755,,51.3492
60.482575,,51.380425
60.51015,,51.39885
60.5521,,51.415475
60.651375,,51.42105
60.684025,,51.4271
60.8925,,51.432675
60.98595,,51.470825
61.00425,,51.487475
61.02395,,51.5036
61.04675,,51.517725
61.197275,,51.574175
61.22095,,51.59915
61.24385,,51.624075
61.255425,,51.660375
61.413875,,51.690625
61.42165,,51.710675
61.435825,,51.75135
61.509225,,51.77815
61.522775,,51.801525
61.55785,,51.8248
61.6033,,51.867925
61.764275,,51.9065
61.85125,,52.0135
61.8561,,52.049075
61.869075,,52.0804
61.9218,,52.131525
62.031225,,52.184475
62.12065,,52.240025
62.130825,,52.31035
62.145,,52.332025
62.28645,,52.359875
62.3365,,52.400375
62.34935,,52.45005
62.3744,,52.468175
62.3798,,52.492125
62.540475,,52.5142
62.648825,,52.531525
62.666325,,52.552275
62.688775,,52.58255
62.695825,,52.649125
62.716225,,52.7007
62.729525,,52.74265
62.745925,,52.769175
62.77095,,52.818
62.784325,,52.861575
62.797925,,52.90745
62.8449,,52.9333
62.94065,,52.95435
62.990275,,52.98775
63.007475,,53.032175
63.047075,,53.083575
63.07545,,53.145475
63.082725,,53.217325
63.11515,,53.2411
63.140875,,53.257225
63.177975,,53.270075
63.185175,,53.286575
63.255325,,53.3037
63.27885,,53.34955
63.28485,,53.389025
63.2954,,53.400675
63.339875,,53.457025
63.363875,,53.479975
63.394,,53.5208
63.455875,,53.54945
63.46805,,53.567725
63.477775,,53.58635
63.5142,,53.6219
63.516875,,53.65715
63.567325,,53.68755
63.5925,,53.725025
63.6319,,53.774825
63.6617,,53.877425
63.704525,,53.941225
63.73935,,53.98315
63.87955,,54.0004
63.8993,,54.020375
63.913175,,54.047875
63.9167,,54.08945
63.922425,,54.1867
63.988725,,54.219475
63.996,,54.24865
64.0158,,54.272975
64.093225,,54.299425
64.169625,,54.335075
64.219825,,54.38665
64.226675,,54.44105
64.23045,,54.49015
64.253875,,54.520425
64.27045,,54.54415
64.2942,,54.5686
64.346425,,54.600875
64.371175,,54.650575
64.381875,,54.693675
64.395525,,54.726125
64.40955,,54.757275
64.421525,,54.812425
64.5314,,54.840275
64.540475,,54.867975
64.5949,,54.9234
64.62415,,54.994075
64.69325,,55.073425
64.7148,,55.15645
64.762275,,55.20235
64.815425,,55.22005
65.023875,,55.250075
65.236125,,55.32685
65.2445,,55.361175
65.266925,,55.388975
65.349025,,55.428
65.427325,,55.450725
65.44335,,55.49655
65.459175,,55.53895
65.55475,,55.605675
65.572275,,55.672175
65.62875,,55.739125
65.663075,,55.857725
65.757675,,55.90495
65.8266,,55.956225
65.8398,,56.02615
65.87215,,56.113
65.925875,,56.132
65.9427,,56.185425
66.00545,,56.2351
66.147025,,56.31195
66.179075,,56.379625
66.1895,,56.439675
66.195525,,56.511575
66.1981,,56.595775
66.214225,,56.664925
66.250425,,56.697425
66.281925,,56.7258
66.289525,,56.764
66.308525,,56.80745
66.3808,,56.84295
66.64665,,56.893075
66.69335,,56.9277
66.70585,,56.98615
66.834825,,57.05005
66.8655,,57.09085
66.901675,,57.115925
66.92245,,57.145275
66.9459,,57.169725
67.0136,,57.188225
67.021425,,57.2442
67.05015,,57.27915
67.060675,,57.3322
67.075125,,57.39535
67.09095,,57.41695
67.371425,,57.438375
67.375625,,57.4772
67.4321,,57.5129
67.442625,,57.5447
67.5786,,57.5691
67.61875,,57.5997
67.628475,,57.628025
67.6429,,57.660525
67.6526,,57.7005
67.692375,,57.72685
67.70635,,57.7522
67.765125,,57.77915
67.847175,,57.819975
67.86385,,57.854125
67.949575,,57.884175
68.047975,,57.931975
68.191175,,57.965825
68.2187,,58.091675
68.353775,,58.151625
68.369475,,58.1933
68.37575,,58.229275
68.383075,,58.248775
68.39425,,58.263825
68.4161,,58.2754
68.5187,,58.29055
68.673975,,58.306025
68.701575,,58.319525
68.8649,,58.33975
68.950475,,58.3602
69.198275,,58.411225
69.312375,,58.44175
69.491325,,58.49035
69.49945,,58.5251
69.57685,,58.559025
69.617925,,58.596575
69.635675,,58.65375
69.709275,,58.67935
69.894125,,58.737625
69.9375,,58.771875
70.066975,,58.7981
70.157975,,58.850525
70.239475,,58.89085
70.323225,,58.954025
70.437125,,59.00635
70.48205,,59.0611
70.53525,,59.118175
70.588775,,59.1648
70.597325,,59.283575
70.610025,,59.33275
70.62575,,59.35805
70.639175,,59.3887
70.801275,,59.412925
70.854425,,59.439925
70.864225,,59.4702
70.98905,,59.50225
70.998275,,59.54645
71.0061,,59.595325
71.06375,,59.6415
71.084725,,59.677275
71.093575,,59.7224
71.118725,,59.771625
71.14135,,59.831325
71.188025,,59.8756
71.3631,,59.9124
71.436375,,60.013825
71.491675,,60.08835
71.5182,,60.151
71.531,,60.188875
71.5907,,60.220775
71.626425,,60.2757
71.630075,,60.349325
71.65475,,60.35395
71.712775,,60.4411
71.727675,,60.4601
71.822675,,60.49265
71.840725,,60.5168
71.84575,,60.5389
71.861725,,60.556
71.901925,,60.570325
71.9209,,60.64975
71.954825,,60.684175
71.9617,,60.70335
71.97435,,60.74395
71.99915,,60.7699
72.0877,,60.80635
72.105475,,60.84065
72.319125,,60.870375
72.73165,,60.90195
72.77555,,60.928575
72.790725,,60.969275
72.83735,,61.007825
72.920925,,61.03635
73.018725,,61.071375
73.045075,,61.109675
73.106825,,61.1198
73.1153,,61.129925
73.1441,,61.16245
73.155775,,61.178625
73.178075,,61.213275
73.300575,,61.287775
73.305875,,61.33005
73.322575,,61.38605
73.42135,,61.44825
73.4554,,61.508475
73.517125,,61.552925
73.5496,,61.5726
73.7063,,61.584775
73.718725,,61.59355
73.731875,,61.608975
73.74415,,61.63945
73.89385,,61.6528
73.898175,,61.678525
73.9015,,61.699775
73.940525,,61.776325
73.9863,,61.831375
74.037825,,61.8495
74.041525,,61.871675
74.05645,,61.8791
74.1374,,61.885875
74.138625,,61.910875
74.18355,,61.938375
74.200225,,61.956325
74.2235,,61.990125
74.26465,,62.0134
74.349,,62.024875
74.351525,,62.038425
74.396025,,62.06295
74.42205,,62.093475
74.48895,,62.12365
74.540675,,62.25415
74.547075,,62.3855
74.575775,,62.399975
74.584975,,62.413125
74.682825,,62.431125
74.803725,,62.458225
74.8245,,62.48675
74.85535,,62.5181
74.885875,,62.560875
74.91825,,62.6182
74.9249,,62.75165
74.938425,,62.798125
74.945775,,62.827975
74.959825,,62.9079
75.06295,,62.9712
75.142775,,63.026325
75.167525,,63.07375
75.176225,,63.134125
75.18095,,63.198275
75.1975,,63.222125
75.2224,,63.23725
75.237675,,63.247425
75.241175,,63.259875
75.283025,,63.2737
75.292875,,63.316275
75.328925,,63.343475
75.42305,,63.369975
75.481925,,63.4213
75.5016,,63.474625
75.533325,,63.54515
75.5635,,63.5919
75.57435,,63.626125
75.58395,,63.6455
75.616375,,63.661525
75.665575,,63.6819
75.668075,,63.719075
75.689375,,63.77115
75.91865,,63.827575
76.01035,,63.87435
76.0409,,63.962425
76.056225,,63.9936
76.0918,,64.036275
76.3469,,64.06275
76.517875,,64.107025
76.534675,,64.1727
76.573225,,64.21105
76.60415,,64.255625
76.614125,,64.29595
76.6745,,64.338675
76.803775,,64.36495
76.8552,,64.38575
76.958325,,64.4078
76.977375,,64.430125
77.026475,,64.454275
77.2813,,64.497
77.35845,,64.530375
77.46425,,64.554725
77.48775,,64.577425
77.491675,,64.61165
77.504025,,64.646725
77.523275,,64.6948
77.531975,,64.752725
77.5395,,64.80645
77.5419,,64.88425
77.556125,,64.939525
77.570525,,64.9668
77.579775,,65.00785
77.58545,,65.054775
77.587525,,65.111575
77.595825,,65.218325
77.605075,,65.274575
77.696025,,65.3112
77.73675,,65.3512
77.754625,,65.39425
77.854025,,65.44
77.96375,,65.48735
77.971325,,65.528625
78.040275,,65.5778
78.0617,,65.63035
78.124425,,65.6751
78.2252,,65.729475
78.24165,,65.788725
78.2608,,65.851925
78.322475,,65.910925
78.3723,,65.976
78.38105,,66.062575
78.3876,,66.092725
78.41485,,66.106825
78.608325,,66.117
78.649125,,66.133175
78.802025,,66.14245
78.865725,,66.156225
78.8817,,66.174975
78.899375,,66.19905
78.90575,,66.23055
78.927925,,66.275125
78.9669,,66.33385
79.0006,,66.370425
79.007,,66.405925
79.02125,,66.450125
79.025225,,66.501225
79.1213,,66.552975
79.130325,,66.6597
79.1476,,66.7071
79.2017,,66.75155
79.3175,,66.79335
79.323275,,66.930325
79.44095,,66.97615
79.47305,,67.0212
79.512575,,67.08365
79.52135,,67.1333
79.5325,,67.18905
79.584,,67.251775
79.600475,,67.292275
79.648075,,67.3255
79.756775,,67.38985
79.762475,,67.464275
79.77415,,67.50375
79.794,,67.579125
79.803375,,67.610425
79.82315,,67.6556
79.9194,,67.685
79.930025,,67.723975
79.98735,,67.76215
80.02055,,67.791225
80.036025,,67.8284
80.08135,,67.856025
80.11725,,67.88765
80.13625,,67.98805
80.1556,,68.029675
80.246675,,68.07165
80.28315,,68.126475
80.360325,,68.18595
80.39355,,68.236075
80.441625,,68.365525
80.5145,,68.41
80.519625,,68.464975
80.535,,68.503725
80.5552,,68.538775
80.56195,,68.601775
80.575375,,68.659175
80.5836,,68.718575
80.694075,,68.7891
80.8329,,68.834625
80.863325,,68.88085
80.867775,,68.919525
80.875875,,68.949125
80.977375,,68.96635
80.991125,,68.9761
81.033325,,68.987925
81.048625,,69.002075
81.108125,,69.02275
81.117675,,69.046
81.18815,,69.090625
81.190975,,69.1237
81.219925,,69.15865
81.24715,,69.215175
81.273025,,69.3189
81.3984,,69.3398
81.4104,,69.359125
81.50235,,69.382725
81.580925,,69.397775
81.58665,,69.434575
81.631725,,69.5126
81.7888,,69.560525
81.87845,,69.600275
81.89925,,69.6327
81.90215,,69.690975
81.912925,,69.721125
81.927425,,69.7441
81.9602,,69.801825
82.0301,,69.83905
82.041175,,69.8759
82.04975,,69.9298
82.080675,,69.9595
82.108425,,70.049625
82.115,,70.086475
82.17,,70.114125
82.1813,,70.15315
82.1955,,70.186
82.39795,,70.2393
82.545525,,70.2891
82.57815,,70.34515
82.6317,,70.39565
82.634975,,70.4386
82.66725,,70.48665
82.767575,,70.556175
82.793575,,70.62665
82.831925,,70.694525
82.851475,,70.716775
82.873775,,70.746175
82.901125,,70.773725
82.9144,,70.804475
82.922975,,70.845975
82.936575,,70.86445
83.0268,,70.889525
83.12245,,70.918625
83.14755,,70.919725
83.24255,,70.99165
83.31785,,71.0623
83.357225,,71.1165
83.377925,,71.151825
83.45325,,71.1993
83.46245,,71.231975
83.59485,,71.294225
83.6586,,71.356375
83.661675,,71.4174
83.745075,,71.4706
83.77375,,71.5071
83.78215,,71.545575
83.8038,,71.585975
83.8097,,71.6397
83.8164,,71.6862
83.82065,,71.721525
83.84275,,71.78015
83.8524,,71.83145
83.89205,,71.87675
83.9205,,71.9167
83.959,,71.969775
84.266375,,72.01385
84.314375,,72.114175
84.31755,,72.17175
84.3433,,72.239225
84.3576,,72.302025
84.425975,,72.3385
84.6135,,72.377975
84.658475,,72.41835
84.711425,,72.445825
84.7702,,72.467175
84.7761,,72.50235
84.786575,,72.50465
84.831025,,72.540075
84.832575,,72.5807
84.935725,,72.703275
84.99105,,72.7598
85.03955,,72.88065
85.04485,,72.897475
85.0555,,72.9226
85.0685,,72.945375
85.082225,,72.9846
85.090475,,73.02965
85.2068,,73.0785
85.26055,,73.083825
85.270525,,73.132875
85.274675,,73.19415
85.286175,,73.247475
85.418725,,73.319925
85.42655,,73.346125
85.464425,,73.382975
85.482125,,73.434675
85.515275,,73.4693
85.532725,,73.5086
85.548625,,73.5563
85.5617,,73.6268
85.6186,,73.692925
85.67835,,73.771425
85.70295,,73.83885
85.7214,,73.871525
85.87585,,73.945125
85.89285,,73.991775
85.9076,,74.036
86.0269,,74.0739
86.069,,74.09635
86.3824,,74.109025
86.46755,,74.1212
86.626925,,74.12975
86.638825,,74.1447
86.652125,,74.161
86.67845,,74.20065
86.82885,,74.222375
86.87225,,74.25385
86.9812,,74.29445
87.126,,74.334075
87.1737,,74.3728
87.1937,,74.38195
87.28315,,74.43655
87.349175,,74.5083
87.54765,,74.551375
87.555325,,74.595425
87.577625,,74.64165
87.59345,,74.6529
87.69355,,74.66335
87.7061,,74.6724
87.8264,,74.683275
87.84395,,74.713975
87.9005,,74.7519
87.906925,,74.7671
87.92305,,74.791475
88.0042,,74.81865
88.008575,,74.87955
88.047175,,74.915025
88.096225,,74.940025
88.111325,,74.9687
88.117025,,75.0088
88.16995,,75.10615
88.194825,,75.174425
88.2139,,75.20875
88.34325,,75.259425
88.361725,,75.28805
88.385525,,75.3133
88.39695,,75.34415
88.401425,,75.36685
88.6438,,75.390725
88.71015,,75.431375
88.723525,,75.46115
88.84705,,75.4884
88.859525,,75.51955
89.0768,,75.54765
89.094275,,75.5884
89.197675,,75.620825
89.204825,,75.65735
89.2218,,75.683925
89.29925,,75.712825
89.39525,,75.744825
89.478775,,75.7702
89.517025,,75.7976
89.5794,,75.833
89.5987,,75.863975
89.64095,,75.8976
89.670125,,75.926075
89.718975,,75.9485
89.766275,,75.98625
89.80505,,76.01625
89.826575,,76.045025
89.864625,,76.1058
89.9554,,76.1393
89.973075,,76.185075
89.988575,,76.219325
90.0531,,76.251475
90.079275,,76.275425
90.246025,,76.3108
90.26445,,76.337375
90.289275,,76.36825
90.29945,,76.44175
90.327375,,76.462475
90.375875,,76.500575
90.41085,,76.51585
90.4598,,76.5262
90.4807,,76.58065
90.561525,,76.605
90.568575,,76.64245
90.586975,,76.66525
90.6183,,76.705825
90.62385,,76.760875
90.6553,,76.8138
90.720325,,76.902625
90.756475,,76.942175
90.805075,,76.998525
90.89555,,77.02265
90.95155,,77.046825
90.983675,,77.068
91.005075,,77.08925
91.023875,,77.108075
91.339825,,77.126275
91.370175,,77.15305
91.426575,,77.186675
91.472525,,77.222825
91.53345,,77.260375
91.600125,,77.303025
91.6821,,77.33885
91.70415,,77.3609
91.73245,,77.38315
91.80625,,77.415075
91.8302,,77.4479
91.858825,,77.48155
91.866525,,77.5026
91.878075,,77.532475
91.9264,,77.568725
91.972225,,77.6144
92.042925,,77.668675
92.116275,,77.79715
92.231525,,77.831775
92.23995,,77.86825
92.56015,,77.895775
92.567425,,77.92575
92.5795,,77.9558
92.623525,,77.982975
92.742925,,78.02085
92.8378,,78.049875
92.86275,,78.0868
92.947025,,78.123475
92.96485,,78.15705
93.04495,,78.182975
93.08195,,78.25815
93.11875,,78.308675
93.12195,,78.353975
93.156025,,78.38845
93.298175,,78.4415
93.35785,,78.46825
93.44995,,78.498275
93.631575,,78.52215
93.74445,,78.561975
93.7668,,78.608625
93.773075,,78.6494
93.80445,,78.68695
93.829775,,78.72485
93.836825,,78.774975
93.8744,,78.8297
93.882075,,78.8714
93.8845,,78.901075
93.951475,,78.92645
93.9672,,78.95025
93.991525,,78.98515
94.02065,,79.019825
94.0514,,79.0453
94.0842,,79.0681
94.0885,,79.0966
94.1173,,79.1291
94.22835,,79.174025
94.25745,,79.24625
94.2711,,79.325075
94.30085,,79.368375
94.431775,,79.40875
94.442275,,79.431125
94.4493,,79.457175
94.46315,,79.51995
94.4666,,79.5752
94.473675,,79.6179
94.5193,,79.65525
94.540025,,79.688625
94.5555,,79.72175
94.610575,,79.7704
94.6158,,79.816525
94.640325,,79.867025
94.6496,,79.90905
94.722325,,79.96285
94.864225,,80.00975
94.87765,,80.03335
94.947,,80.05375
94.98575,,80.09035
95.046,,80.11215
95.068175,,80.1443
95.078725,,80.17175
95.098625,,80.20965
95.128475,,80.250475
95.14615,,80.283425
95.166225,,80.316675
95.1952,,80.352325
95.2089,,80.407425
95.215125,,80.45895
95.2923,,80.537375
95.303875,,80.5749
95.406375,,80.623875
95.410925,,80.64265
95.62575,,80.65015
95.641475,,80.6596
95.670575,,80.66925
95.682575,,80.68115
95.702825,,80.6995
95.824825,,80.74
95.87775,,80.77025
95.904975,,80.797225
95.912175,,80.84375
95.922525,,80.882775
95.9367,,80.918075
95.998025,,81.01525
96.05255,,81.060375
96.0757,,81.0998
96.125475,,81.131575
96.1626,,81.194325
96.21885,,81.217925
96.297025,,81.248475
96.302475,,81.27125
96.482075,,81.292275
96.6715,,81.3098
96.69235,,81.33005
96.740775,,81.369175
96.78185,,81.40375
96.825825,,81.43565
96.8401,,81.4678
96.94725,,81.503575
96.96395,,81.55975
96.9907,,81.606275
97.01565,,81.639675
97.06685,,81.685125
97.0875,,81.71625
97.141475,,81.7474
97.1771,,81.778575
97.241225,,81.830025
97.30785,,81.861425
97.365875,,81.902425
97.4941,,81.952475
97.53565,,82.00675
97.552575,,82.053975
97.57885,,82.10275
97.6284,,82.166775
97.665175,,82.202725
97.905475,,82.227225
98.089975,,82.260675
98.098325,,82.294625
98.269375,,82.33695
98.364775,,82.36955
98.417875,,82.39415
98.536125,,82.441825
98.55215,,82.50565
98.58295,,82.566025
98.66315,,82.658625
98.677075,,82.696675
98.791025,,82.7135
98.79375,,82.721425
98.853475,,82.7292
98.85845,,82.73225
98.9005,,82.739725
98.97235,,82.746475
98.990375,,82.758425
99.027675,,82.769325
99.053575,,82.77825
99.18505,,82.792225
99.189375,,82.809325
99.20335,,82.831725
99.222775,,82.84825
99.23095,,82.859525
99.3375,,82.869725
99.360125,,82.88015
99.37175,,82.9138
99.41125,,82.94375
99.583625,,82.959425
99.586925,,82.9714
99.6064,,83.0029
99.6208,,83.0196
99.628475,,83.036775
99.908675,,83.0622
99.91525,,83.107075
99.924925,,83.155425
99.931825,,83.18025
99.9414,,83.21445
99.9571,,83.239675
99.974925,,83.266675
99.99075,,83.38345
100.098175,,83.4122
100.229475,,83.45
100.24255,,83.4827
100.2655,,83.51085
100.283425,,83.5434
100.31935,,83.592225
100.48655,,83.62235
100.5213,,83.653975
100.5304,,83.681875
100.5483,,83.716125
100.5598,,83.7908
100.600925,,83.833375
100.6574,,83.874975
100.71465,,83.93705
100.8364,,84.005175
101.03085,,84.04235
101.048475,,84.078825
101.05485,,84.11135
101.109775,,84.1401
101.119175,,84.16755
101.161075,,84.197375
101.174575,,84.2244
101.2724,,84.2477
101.2877,,84.284375
101.30675,,84.323875
101.322025,,84.351075
101.33205,,84.3789
101.3368,,84.45705
101.397525,,84.497925
101.466425,,84.5323
101.55455,,84.562425
101.72315,,84.58045
101.7328,,84.610275
101.74445,,84.641325
101.781975,,84.66515
101.901475,,84.69345
101.9311,,84.72955
101.99375,,84.776425
102.025175,,84.78075
102.032475,,84.821075
102.0946,,84.87585
102.1181,,84.913325
102.169475,,84.95155
102.323125,,84.9777
102.405475,,85.010575
102.44945,,85.050175
102.727725,,85.0909
102.751925,,85.132425
102.818025,,85.163725
102.872975,,85.1994
102.955825,,85.2503
102.963375,,85.3126
102.98225,,85.35625
103.0179,,85.429225
103.0363,,85.466675
103.045175,,85.497525
103.075325,,85.535525
103.133425,,85.566225
103.163725,,85.61905
103.271025,,85.6568
103.28785,,85.713425
103.348425,,85.763875
103.40385,,85.7752
103.430575,,85.812125
103.4534,,85.8544
103.475575,,85.901525
103.489525,,85.9461
103.62995,,85.99335
103.639275,,86.0506
103.832025,,86.096575
103.987,,86.13095
104.141925,,86.1606
104.175475,,86.254225
104.285525,,86.30515
104.292225,,86.343725
104.376175,,86.4566
104.386025,,86.537525
104.413675,,86.5692
104.49435,,86.58065
104.56555,,86.614125
104.5822,,86.662
104.625825,,86.7203
104.635375,,86.770925
104.733525,,86.8311
104.7983,,86.8689
104.8144,,86.90495
104.9621,,87.004275
105.048775,,87.041975
105.123225,,87.08235
105.1453,,87.121925
105.1874,,87.1486
105.217525,,87.178225
105.2491,,87.211175
105.2806,,87.280475
105.32865,,87.392825
105.340425,,87.44175
105.353275,,87.465075
105.38415,,87.503
105.395325,,87.5379
105.472025,,87.5682
105.48585,,87.605
105.5531,,87.649975
105.5865,,87.688875
105.595075,,87.744675
105.638075,,87.82165
105.671825,,87.885025
105.70015,,87.9555
105.72105,,87.98885
105.7622,,88.00545
105.7678,,88.036675
105.77645,,88.050875
105.78195,,88.074425
105.899625,,88.098725
105.9636,,88.123
105.9783,,88.151925
106.0717,,88.20345
106.105525,,88.25355
106.145325,,88.30855
106.180525,,88.374525
106.184225,,88.408625
106.21405,,88.4967
106.2471,,88.55645
106.2564,,88.626125
106.291525,,88.66545
106.3143,,88.77425
106.32065,,88.819775
106.336275,,88.8562
106.341925,,88.8875
106.3605,,88.915925
106.582725,,88.95435
106.60275,,88.994025
106.75405,,89.034475
106.7645,,89.078025
106.78445,,89.1219
106.804025,,89.171075
106.837725,,89.226125
106.870275,,89.285975
106.908325,,89.341
106.953525,,89.3969
107.0533,,89.459275
107.067475,,89.487
107.4018,,89.5049
107.427075,,89.52655
107.47475,,89.550825
107.51715,,89.5924
107.650225,,89.63245
107.73255,,89.65915
107.75335,,89.68955
107.7949,,89.730225
107.809975,,89.780725
107.820875,,89.82745
107.843775,,89.88945
107.85935,,89.94405
107.94445,,89.957075
107.963625,,89.97465
107.9887,,89.99565
108.071225,,90.02425
108.124575,,90.060175
108.166975,,90.0794
108.1768,,90.093
108.292925,,90.1268
108.30565,,90.15525
108.382525,,90.2569
108.55215,,90.348675
108.5792,,90.368975
108.660125,,90.384925
108.72705,,90.393725
108.750125,,90.4038
108.875925,,90.43605
108.9268,,90.455725
108.96985,,90.531375
109.0003,,90.58
109.109575,,90.642775
109.153475,,90.70755
109.179675,,90.7554
109.2334,,90.785925
109.257325,,90.80905
109.262975,,90.826175
109.2914,,90.8502
109.300775,,90.87145
109.359725,,90.89865
109.362375,,90.933125
109.404,,90.957025
109.427875,,90.987625
109.441675,,91.0192
109.488375,,91.050625
109.50935,,91.096625
109.561675,,91.1315
109.66275,,91.149825
109.71405,,91.19705
109.941175,,91.265925
109.95825,,91.2844
110.0909,,91.33025
110.123,,91.3449
110.14195,,91.375
110.192175,,91.399275
110.260575,,91.447075
110.296075,,91.516525
110.337875,,91.56265
110.354375,,91.597025
110.364925,,91.64455
110.417025,,91.709675
110.43785,,91.74985
110.62015,,91.782625
110.632275,,91.843425
110.637175,,91.851025
110.6572,,91.85915
110.701375,,91.876375
110.77315,,91.889625
110.79115,,91.913725
110.8013,,91.9344
110.8047,,91.96585
110.87935,,92.018675
110.99825,,92.057
111.03285,,92.0984
111.06815,,92.16465
111.105025,,92.219525
111.1407,,92.2813
111.158825,,92.372475
111.27815,,92.413925
111.5729,,92.46225
111.687125,,92.527575
111.705575,,92.57275
111.7279,,92.62895
111.76345,,92.67525
111.781825,,92.70025
111.804625,,92.7262
111.822225,,92.754275
111.8838,,92.796925
111.940075,,92.858925
111.951525,,92.918775
111.96445,,92.9743
111.970925,,93.014675
111.989575,,93.06825
111.999475,,93.1293
112.00605,,93.17655
112.011825,,93.215275
112.059,,93.279225
112.0989,,93.32265
112.15995,,93.37605
112.219825,,93.417775
112.354425,,93.46855
112.449625,,93.504975
112.48315,,93.56515
112.507875,,93.6283
112.5493,,93.712325
112.58315,,93.77
112.58825,,93.83245
112.76555,,93.892
112.819175,,93.976875
112.845975,,94.053375
112.854675,,94.106075
112.94915,,94.1206
112.976925,,94.13645
113.05915,,94.156425
113.14555,,94.17885
113.175925,,94.22115
113.4821,,94.25665
113.50785,,94.316175
113.581775,,94.37335
113.634775,,94.420125
113.698925,,94.4714
113.799375,,94.533775
113.818,,94.583375
113.87415,,94.628225
113.889025,,94.666575
113.906375,,94.70455
114.011925,,94.734575
114.030975,,94.7783
114.048875,,94.843175
114.089275,,94.897775
114.147225,,94.962725
114.15445,,94.979475
114.179075,,95.003725
114.19415,,95.048425
114.210775,,95.093
114.243075,,95.126775
114.4496,,95.167725
114.4767,,95.225325
114.557225,,95.251375
114.64065,,95.2837
114.688625,,95.31815
114.742475,,95.37955
114.7519,,95.4433
114.8004,,95.554225
114.841175,,95.61845
115.031675,,95.6793
115.107625,,95.747
115.13815,,95.75945
115.277675,,95.767925
115.332125,,95.770375
115.35935,,95.775525
115.37275,,95.784125
115.467025,,95.787975
115.483475,,95.79545
115.495425,,95.805825
115.583,,95.8365
115.587525,,95.859775
115.611075,,95.945775
115.716475,,95.979725
115.77795,,96.024275
116.051175,,96.0803
116.110075,,96.1263
116.1322,,96.1876
