SPK_SPKC01a (NA),SPK_SPKC04a (NA),SPK_SPKC11a (excited)
116.168,,96.260175
116.219125,,96.287125
116.26615,,96.30035
116.285575,,96.315725
116.3813,,96.325275
116.4604,,96.345225
116.52615,,96.367425
116.5537,,96.381325
116.576375,,96.41815
116.63555,,96.48065
116.695725,,96.512025
116.706825,,96.557125
116.7128,,96.6006
116.785225,,96.670025
116.848175,,96.729925
116.8579,,96.79775
116.8689,,96.810875
116.9979,,96.8192
117.054325,,96.838275
117.130925,,96.852225
117.1741,,96.8935
117.193375,,96.98115
117.29775,,97.023925
117.35055,,97.078
117.74685,,97.126325
117.7653,,97.167525
117.77215,,97.200525
117.799975,,97.23135
117.8107,,97.262725
117.8514,,97.3515
117.8864,,97.393475
117.941075,,97.4439
117.986575,,97.518575
118.2466,,97.5824
118.287,,97.63485
118.319225,,97.678275
118.331575,,97.72905
118.346675,,97.732475
118.349275,,97.79115
118.3575,,97.851875
118.375675,,97.923175
118.386325,,97.9378
118.415,,97.950025
118.478575,,97.964925
118.510625,,97.99
118.648975,,98.010975
118.756825,,98.042675
118.78105,,98.0843
118.805875,,98.1338
118.855375,,98.1908
118.894275,,98.246025
118.937875,,98.270325
118.955525,,98.31125
118.968675,,98.36245
118.993175,,98.42485
119.01585,,98.4743
119.0193,,98.501875
119.0788,,98.53585
119.25595,,98.571775
119.317475,,98.604975
119.32575,,98.632675
119.3402,,98.679975
119.382325,,98.71075
119.41975,,98.74595
119.426725,,98.82735
119.432075,,98.8725
119.569025,,98.919075
119.64695,,98.98615
119.6539,,99.0143
119.788875,,99.031275
119.839725,,99.08475
119.86375,,99.110375
119.876,,99.150475
119.9117,,99.193775
119.94385,,99.227425
120.00935,,99.266875
120.080525,,99.327175
120.094825,,99.3858
120.10625,,99.4504
120.226,,99.4871
120.25335,,99.535325
120.286225,,99.563525
120.373475,,99.594075
120.4516,,99.622925
120.483575,,99.6532
120.5123,,99.6749
120.550975,,99.7299
120.6104,,99.79955
120.6473,,99.838225
120.650025,,99.890825
120.658925,,99.976675
120.723225,,100.102575
120.751875,,100.125525
120.8112,,100.134675
120.849475,,100.17625
120.88935,,100.216425
120.93265,,100.278675
121.01555,,100.342975
121.06705,,100.360925
121.245675,,100.370575
121.27835,,100.378725
121.289,,100.3879
121.308975,,100.40215
121.322675,,100.426425
121.355875,,100.4581
121.396275,,100.535575
121.4022,,100.616625
121.5357,,100.694175
121.581075,,100.74755
121.693775,,100.800575
121.7247,,100.82825
121.7917,,100.863725
121.8321,,100.894025
121.97225,,100.928025
122.09415,,100.935725
122.248175,,100.9601
122.332675,,100.99155
122.384675,,101.04965
122.415425,,101.1551
122.442375,,101.2317
122.483425,,101.336425
122.560125,,101.392725
122.582825,,101.4511
122.673725,,101.4927
122.678925,,101.51235
122.77255,,101.52965
122.807575,,101.5519
122.8462,,101.594325
122.8581,,101.61565
122.86805,,101.6812
122.9109,,101.703775
122.952075,,101.762925
122.963875,,101.794825
123.056675,,101.862275
123.2329,,101.90615
123.236275,,101.95955
123.279375,,102.0119
123.2953,,102.06605
123.331475,,102.0983
123.458275,,102.1204
123.468425,,102.182025
123.471775,,102.204325
123.48975,,102.228625
123.557625,,102.257
123.5753,,102.2774
123.578175,,102.29915
123.592325,,102.327675
123.59465,,102.359475
123.64015,,102.40365
123.6683,,102.4275
123.715675,,102.451375
123.726775,,102.48805
123.761725,,102.50845
123.883725,,102.528525
123.911975,,102.55045
123.925925,,102.57955
123.966,,102.603825
124.007475,,102.636775
124.059825,,102.67095
124.14135,,102.745325
124.2188,,102.787325
124.246375,,102.81665
124.27695,,102.856075
124.305575,,102.900225
124.3115,,102.943575
124.35195,,103.014975
124.65525,,103.1441
124.719925,,103.1765
124.8028,,103.197075
124.813975,,103.23425
124.899825,,103.260125
124.9544,,103.29765
125.00945,,103.32955
125.06205,,103.37095
125.0847,,103.413475
125.19355,,103.462025
125.232025,,103.51455
125.379025,,103.589375
125.442575,,103.645625
125.4614,,103.702425
125.492175,,103.739075
125.53465,,103.767825
125.560575,,103.808825
125.6104,,103.850725
125.663225,,103.910075
125.7432,,103.9515
125.77335,,103.99665
125.813525,,104.061675
125.861075,,104.1106
125.865225,,104.187875
125.875425,,104.281625
125.8828,,104.3302
125.900075,,104.351
125.935975,,104.38065
125.948375,,104.41245
125.950975,,104.438875
125.956825,,104.47635
125.9887,,104.530175
126.00435,,104.5932
126.035475,,104.667375
126.21095,,104.73465
126.304375,,104.8075
126.372025,,104.887425
126.464525,,104.968475
126.5575,,105.00305
126.59605,,105.0353
126.631275,,105.062575
126.670375,,105.0934
126.687325,,105.139925
126.796575,,105.17255
126.8211,,105.222725
126.8839,,105.267325
126.9053,,105.387325
126.935925,,105.434075
127.122275,,105.4511
127.197525,,105.466675
127.313075,,105.49955
127.44335,,105.5307
127.45665,,105.558175
127.5384,,105.5799
127.542325,,105.59945
127.5809,,105.6421
127.589875,,105.74355
127.673625,,105.7845
127.732525,,105.8187
127.792075,,105.8565
127.802225,,105.8919
127.81995,,105.9267
127.918125,,105.9541
128.05635,,105.99795
128.18465,,106.0203
128.207125,,106.03785
128.246075,,106.078575
128.27745,,106.1306
128.38985,,106.17685
128.403875,,106.21675
128.421975,,106.258525
128.494575,,106.30455
128.56535,,106.35855
128.74275,,106.417525
128.75815,,106.471825
128.792475,,106.497475
128.8213,,106.5141
128.8534,,106.5399
128.85925,,106.5517
128.90745,,106.57015
128.962475,,106.611375
129.22615,,106.63385
129.295675,,106.6715
129.4588,,106.69735
129.476275,,106.723925
129.506475,,106.770275
129.531525,,106.79815
129.552275,,106.8252
129.63575,,106.854325
129.70555,,106.875725
129.71415,,106.89135
129.73665,,106.932325
129.856975,,106.96655
129.900575,,107.0155
129.9215,,107.0731
129.993525,,107.106425
130.030325,,107.156
130.1251,,107.182825
130.270625,,107.212625
130.357475,,107.2874
130.38835,,107.341525
130.447825,,107.382525
130.474025,,107.435725
130.5323,,107.4556
130.611475,,107.477475
130.6359,,107.506575
130.698425,,107.5537
130.734925,,107.57655
130.73965,,107.607275
130.78825,,107.695225
130.846125,,107.73175
130.92585,,107.78435
130.992125,,107.8396
131.0806,,107.8826
131.35735,,107.962975
131.41385,,108.003725
131.42055,,108.03905
131.460025,,108.065825
131.479775,,108.0846
131.603275,,108.107725
131.63905,,108.136525
131.700275,,108.19095
131.724175,,108.2396
131.808525,,108.275425
131.8745,,108.3172
131.90085,,108.4318
131.951825,,108.4866
131.95815,,108.546875
131.973725,,108.61545
131.978425,,108.67405
132.018525,,108.72585
132.075425,,108.784625
132.139525,,108.816525
132.16035,,108.853875
132.2532,,108.91645
132.26775,,109.060175
132.321275,,109.129025
132.470825,,109.18825
132.59845,,109.2257
132.64035,,109.2619
132.656075,,109.322275
132.6838,,109.375175
132.703025,,109.437325
132.7416,,109.49
132.78235,,109.514425
132.812725,,109.5446
132.82835,,109.58275
132.8874,,109.619625
132.94115,,109.728225
132.952975,,109.78165
133.079625,,109.8457
133.166375,,109.890525
133.1865,,109.93195
133.2122,,110.071475
133.219725,,110.114075
133.240725,,110.15425
133.2595,,110.21415
133.328125,,110.288475
133.39515,,110.3623
133.42745,,110.439675
133.431425,,110.4837
133.439575,,110.514175
133.460075,,110.564675
133.462575,,110.61485
133.62695,,110.6709
133.647775,,110.733675
133.654075,,110.7842
133.6902,,110.8327
133.69905,,110.887575
133.81825,,110.925225
133.884275,,110.951575
133.912925,,111.014775
134.0169,,111.084925
134.04785,,111.1374
134.0673,,111.188975
134.12915,,111.24425
134.1431,,111.302075
134.152575,,111.345575
134.158375,,111.39845
134.177475,,111.438525
134.2427,,111.47395
134.251975,,111.5044
134.274175,,111.54835
134.29695,,111.58735
134.3133,,111.66605
134.3424,,111.748975
134.3476,,111.794125
134.38915,,111.8372
134.403475,,111.850175
134.415275,,111.87115
134.59965,,111.906125
134.655575,,111.956675
134.874375,,112.0114
134.91245,,112.131775
134.938,,112.21005
134.961475,,112.2545
134.998575,,112.3002
135.003625,,112.3435
135.02805,,112.378875
135.101825,,112.412025
135.135125,,112.4481
135.174225,,112.48045
135.213225,,112.5203
135.332175,,112.56325
135.40575,,112.59575
135.411,,112.609525
135.484,,112.62525
135.493175,,112.64735
135.521625,,112.68045
135.674825,,112.730775
135.6941,,112.818075
135.909725,,112.8882
135.93175,,112.985225
135.9622,,113.0413
135.96975,,113.077925
135.978425,,113.120575
136.010175,,113.165
136.06135,,113.2063
136.080625,,113.2362
136.1293,,113.2674
136.181625,,113.29175
136.223275,,113.3247
136.241975,,113.368675
136.26115,,113.418875
136.299625,,113.4835
136.475525,,113.5462
136.48025,,113.61245
136.57125,,113.64615
136.6458,,113.649525
136.685375,,113.695525
136.700175,,113.740775
136.711425,,113.7855
136.785375,,113.829275
136.8049,,113.887825
136.816825,,113.9443
136.858125,,113.991275
136.895325,,114.003
136.9407,,114.00975
136.97015,,114.016275
137.039375,,114.02285
137.101875,,114.02805
137.221525,,114.04455
137.23005,,114.07705
137.276075,,114.104475
137.2918,,114.125375
137.298625,,114.161575
137.3138,,114.189425
137.32555,,114.246125
137.344575,,114.28275
137.394325,,114.310225
137.4134,,114.333925
137.4536,,114.368625
137.52225,,114.39505
137.552075,,114.4263
137.63,,114.48345
137.6392,,114.5603
137.65685,,114.601325
137.8506,,114.715525
137.93475,,114.800875
137.963325,,114.809075
137.98215,,114.863475
137.994,,114.89645
138.0111,,114.935875
138.016075,,114.9653
138.0437,,114.98765
138.141325,,115.004175
138.20765,,115.02675
138.21165,,115.05435
138.273625,,115.07095
138.279175,,115.102275
138.32145,,115.1485
138.33695,,115.188625
138.380675,,115.24565
138.3982,,115.28105
138.4289,,115.306675
138.494575,,115.3533
138.5877,,115.40615
138.6045,,115.4343
138.60565,,115.4694
138.73055,,115.494
138.75235,,115.54175
138.762575,,115.602225
138.7709,,115.636725
138.8206,,115.677275
138.8382,,115.71185
138.845075,,115.783375
138.891325,,115.906575
138.998375,,115.980575
139.063125,,116.042775
139.099225,,116.080525
139.1355,,116.09035
139.1548,,116.125025
139.16495,,116.139025
139.23735,,116.149225
139.25915,,116.166075
139.271975,,116.172025
139.282925,,116.181075
139.3056,,116.193775
139.3239,,116.205275
139.406875,,116.24715
139.443625,,116.2749
139.503525,,116.293
139.512275,,116.36355
139.630425,,116.41
139.67855,,116.45505
139.693425,,116.517375
139.752475,,116.584325
139.77295,,116.67745
139.82145,,116.88815
139.958825,,116.93795
139.994125,,117.165875
140.014325,,117.201175
140.020675,,117.226025
140.092675,,117.255425
140.1737,,117.2825
140.3654,,117.31845
140.37465,,117.3493
140.395,,117.40065
140.497725,,117.440875
140.607475,,117.471975
140.677475,,117.505125
140.69145,,117.5393
140.7284,,117.58405
140.738675,,117.6489
140.74815,,117.748025
140.78715,,117.834125
140.80625,,117.933275
140.8479,,117.985325
140.8786,,118.050075
140.8877,,118.11045
140.928325,,118.1943
140.9392,,118.242575
140.9643,,118.293225
140.984,,118.346975
140.9909,,118.40925
140.993375,,118.42155
140.9984,,118.438025
141.046825,,118.44305
141.079075,,118.450925
141.1469,,118.46245
141.153925,,118.4672
141.16325,,118.488075
141.18275,,118.58175
141.202775,,118.634125
141.2082,,118.685325
141.280775,,118.7217
141.29635,,118.80235
141.3155,,118.830225
141.35745,,118.876
141.5645,,118.952375
141.5981,,118.999025
141.60125,,119.0792
141.61375,,119.17425
141.635925,,119.2211
141.68265,,119.252675
141.729025,,119.296375
141.863175,,119.330125
141.875625,,119.38865
141.89245,,119.429925
141.9152,,119.4558
141.972725,,119.479325
142.197825,,119.4994
142.216175,,119.521
142.3637,,119.5452
142.38165,,119.608825
142.406875,,119.65985
142.532925,,119.732375
142.560075,,119.79515
142.641475,,119.852275
142.671675,,119.9288
142.68285,,119.95085
142.692,,119.972725
142.702975,,119.98765
142.718925,,120.007425
142.721975,,120.04565
142.804125,,120.0821
142.855725,,120.121625
142.887675,,120.14795
142.972725,,120.17775
143.030925,,120.205025
143.040925,,120.2406
143.08115,,120.301475
143.09925,,120.350625
143.149025,,120.3918
143.164375,,120.4267
143.19655,,120.45495
143.261875,,120.485
143.273975,,120.521
143.28845,,120.559175
143.313025,,120.596125
143.33705,,120.635675
143.345525,,120.685425
143.3575,,120.712975
143.367,,120.733125
143.4872,,120.7535
143.523875,,120.793925
143.56625,,120.824275
143.5711,,120.860275
143.587075,,120.917
143.59265,,120.961875
143.601925,,121.0251
143.616675,,121.05475
143.674825,,121.0833
143.6832,,121.1285
143.752425,,121.219225
143.843575,,121.264125
143.847,,121.298475
143.898375,,121.31945
143.908625,,121.3384
143.922325,,121.378725
144.2415,,121.41235
144.262175,,121.46885
144.338725,,121.54365
144.474675,,121.60745
144.498,,121.624575
144.527575,,121.635825
144.5428,,121.6476
144.62985,,121.662875
144.728825,,121.687975
144.82995,,121.710825
144.859675,,121.730925
144.881175,,121.75375
144.901975,,121.7787
144.9341,,121.8086
144.95115,,121.848075
145.040425,,121.910625
145.072075,,121.969375
145.1447,,122.035175
145.1528,,122.0714
145.18465,,122.103575
145.195675,,122.141
145.202525,,122.19385
145.2162,,122.2976
145.315025,,122.357025
145.318925,,122.420325
145.336375,,122.47355
145.355525,,122.514325
145.390625,,122.55775
145.46295,,122.59835
145.46545,,122.6487
145.492275,,122.715975
145.59305,,122.7631
145.7126,,122.79755
145.726175,,122.85395
145.74365,,122.87815
145.8065,,122.9146
145.8269,,122.942925
146.02505,,122.96595
146.050325,,123.02655
146.074525,,123.09375
146.130275,,123.1444
146.228275,,123.179125
146.373775,,123.208625
146.44465,,123.28605
146.459,,123.344
146.503,,123.4084
146.526375,,123.51635
146.53185,,123.5819
146.545725,,123.611
146.562325,,123.657575
146.5834,,123.68265
146.625675,,123.7988
146.659875,,123.840675
146.69295,,123.89345
146.761475,,123.918125
146.8671,,123.94415
146.882475,,123.964425
146.94475,,123.994225
146.9481,,124.017825
146.973825,,124.032925
146.984325,,124.106075
147.051025,,124.1628
147.17375,,124.237175
147.205025,,124.3033
147.2255,,124.348625
147.348525,,124.380925
147.40315,,124.407825
147.418875,,124.443875
147.4485,,124.474675
147.487575,,124.506475
147.492675,,124.549675
147.497775,,124.6004
147.521375,,124.6502
147.530575,,124.710225
147.5443,,124.82555
147.55165,,124.848825
147.573225,,124.87575
147.6107,,124.89725
147.625875,,124.93075
147.634275,,124.96865
147.7313,,125.015425
147.740675,,125.048425
147.7624,,125.09175
147.80765,,125.1499
147.851225,,125.175225
147.961025,,125.218125
148.0571,,125.24455
148.115875,,125.28845
148.119025,,125.340775
148.132575,,125.4095
148.248725,,125.4624
148.273175,,125.506075
148.403175,,125.53275
148.463575,,125.55575
148.4659,,125.588875
148.474675,,125.62165
148.493325,,125.665025
148.568775,,125.70935
148.577875,,125.737225
148.60785,,125.787575
148.664425,,125.82695
148.7038,,125.884
148.721975,,125.94465
148.94915,,126.005875
148.96465,,126.0548
149.001425,,126.160925
149.015825,,126.181775
149.036425,,126.201575
149.0844,,126.22585
149.156675,,126.252725
149.16265,,126.286875
149.182075,,126.34205
149.1931,,126.39305
149.201175,,126.44005
149.2172,,126.48985
149.32395,,126.56705
149.3835,,126.605575
149.49725,,126.61415
149.577875,,126.62925
149.5827,,126.643825
149.587375,,126.692775
149.6176,,126.754275
149.687775,,126.832025
149.706825,,126.880925
149.7226,,126.976775
149.74905,,126.996475
149.790375,,127.009575
149.856675,,127.018575
150.0995,,127.027175
150.146225,,127.039375
150.2056,,127.0585
150.264625,,127.139425
150.391525,,127.1997
150.43455,,127.258975
150.660425,,127.339725
150.6785,,127.391125
150.727975,,127.405775
150.765375,,127.433975
150.8233,,127.51615
150.8263,,127.565425
150.83605,,127.64835
150.85755,,127.66965
150.88395,,127.68285
150.890375,,127.68865
150.915125,,127.693725
150.94545,,127.704725
151.11715,,127.714725
151.140175,,127.738325
151.1794,,127.753325
151.21155,,127.815475
151.220425,,127.85395
151.273575,,127.89815
151.335175,,127.9276
151.394325,,127.948475
151.436725,,127.9722
151.445075,,127.994775
151.4625,,128.016125
151.5087,,128.019075
151.52215,,128.04685
151.5582,,128.084425
151.66195,,128.111075
151.724375,,128.1402
151.731125,,128.182275
151.838125,,128.24975
152.032375,,128.291675
152.0839,,128.337025
152.132625,,128.43605
152.135075,,128.4835
152.222325,,128.530725
152.27905,,128.557625
152.291375,,128.6118
152.312325,,128.66635
152.32675,,128.7366
152.373725,,128.8122
152.386625,,128.876625
152.3908,,128.9207
152.46625,,128.9508
152.504325,,129.00435
152.53075,,129.033
152.5375,,129.08405
152.66155,,129.137675
152.677275,,129.22465
152.691975,,129.321075
152.7841,,129.350325
152.838,,129.379075
152.886225,,129.420725
152.899275,,129.453725
152.905375,,129.480575
152.940575,,129.524575
152.94915,,129.565
152.9636,,129.614525
153.0326,,129.6408
153.0952,,129.664775
153.130225,,129.679375
153.260025,,129.705425
153.352675,,129.75575
153.436575,,129.794625
153.451325,,129.8413
153.4844,,129.879375
153.60745,,129.90905
153.63255,,129.961875
153.641075,,129.995175
153.71275,,130.03755
153.775,,130.076
153.830525,,130.122375
153.8486,,130.193875
153.8571,,130.2358
153.86385,,130.30805
153.87435,,130.3539
153.904,,130.37595
153.966075,,130.402025
154.000725,,130.434925
154.005125,,130.461725
154.02145,,130.4848
154.036,,130.5206
154.069825,,130.54655
154.0757,,130.62835
154.083425,,130.6491
154.1112,,130.671925
154.1149,,130.712575
154.1269,,130.73255
154.152825,,130.7512
154.177925,,130.7726
154.200975,,130.828725
154.2686,,130.88865
154.31145,,130.9647
154.3305,,131.06
154.34625,,131.11165
154.362475,,131.136925
154.4157,,131.16865
154.45715,,131.189075
154.484925,,131.211475
154.492825,,131.23475
154.550025,,131.2525
154.626675,,131.27225
154.636125,,131.30115
154.69775,,131.343375
154.743025,,131.382125
154.745675,,131.41665
154.8328,,131.4475
154.8509,,131.484525
154.854525,,131.523075
154.8758,,131.553325
154.878725,,131.59755
154.939125,,131.66705
154.9611,,131.758675
155.009625,,131.810025
155.0216,,131.89005
155.03065,,131.9469
155.117425,,131.98545
155.1924,,132.035525
155.2457,,132.0924
155.2686,,132.132925
155.3352,,132.190325
155.435525,,132.251125
155.471825,,132.286625
155.478,,132.311375
155.48325,,132.340975
155.49045,,132.3819
155.506775,,132.435875
155.5592,,132.517575
155.57295,,132.542725
155.58595,,132.58185
155.63035,,132.606125
155.681775,,132.64385
155.735175,,132.6715
155.82845,,132.70805
155.857525,,132.74665
155.878575,,132.783075
155.938725,,132.820975
155.948175,,132.8676
156.00325,,132.929825
156.082375,,132.9792
156.128425,,133.014175
156.35305,,133.0432
156.482075,,133.0847
156.49655,,133.145175
156.504275,,133.2302
156.53305,,133.31355
156.5811,,133.350125
156.58565,,133.375375
156.612025,,133.395425
156.63095,,133.415875
156.636625,,133.465725
156.64405,,133.512925
156.68455,,133.54315
156.704525,,133.569925
156.75635,,133.623075
156.82795,,133.681175
156.8469,,133.730975
156.8521,,133.800475
156.98435,,133.87965
157.026175,,133.95615
157.02905,,133.997075
157.0616,,134.02685
157.07295,,134.10985
157.162175,,134.18285
157.218225,,134.2562
157.25565,,134.33655
157.262,,134.378275
157.2771,,134.402625
157.288675,,134.420975
157.321125,,134.438775
157.33905,,134.517325
157.3798,,134.564975
157.427875,,134.612475
157.438125,,134.698175
157.5133,,134.729475
157.694825,,134.75225
157.713075,,134.768025
157.73395,,134.796975
157.82485,,134.8805
157.8338,,134.917725
157.862625,,134.960725
157.88075,,135.033625
157.950625,,135.09945
157.971575,,135.1226
158.007725,,135.15535
158.0913,,135.188075
158.10015,,135.2219
158.11115,,135.279675
158.18645,,135.327
158.217725,,135.375975
158.3874,,135.377225
158.396825,,135.481275
158.47205,,135.556575
158.47955,,135.58515
158.503775,,135.606475
158.607025,,135.62215
158.640625,,135.653725
158.739575,,135.7276
158.858925,,135.7605
158.8763,,135.811275
158.968475,,135.891425
158.9817,,135.9708
159.0337,,135.997175
159.178125,,136.049425
159.2464,,136.090275
159.2782,,136.135225
159.2975,,136.1922
159.30195,,136.2411
159.31945,,136.3469
159.364375,,136.382325
159.390975,,136.4025
159.42345,,136.4205
159.439925,,136.44285
159.446625,,136.465975
159.45805,,136.5119
159.47125,,136.584225
159.480125,,136.658625
159.55055,,136.717525
159.617625,,136.83015
159.655025,,136.8712
159.7255,,136.93
159.7491,,136.95505
159.773425,,136.995625
159.841875,,137.0277
159.962375,,137.084175
159.964925,,137.138175
159.976175,,137.21005
159.98525,,137.3011
159.996475,,137.328875
160.0309,,137.353325
160.072025,,137.3704
160.100225,,137.414
160.448925,,137.45925
160.484825,,137.51185
160.4965,,137.54885
160.55715,,137.5966
160.625475,,137.6365
160.66205,,137.6801
160.69285,,137.7141
160.7145,,137.767875
160.722725,,137.800825
160.734475,,137.83795
160.765675,,137.891525
160.81005,,137.937325
160.948375,,137.97195
160.997725,,138.0582
161.016025,,138.092825
161.042025,,138.132875
161.0521,,138.187375
161.061675,,138.23445
161.1059,,138.283575
161.22065,,138.32895
161.22475,,138.3752
161.24875,,138.412825
161.29605,,138.443825
161.368575,,138.4613
161.3932,,138.5406
161.44515,,138.578375
161.475475,,138.615925
161.5167,,138.66405
161.547725,,138.74035
161.601975,,138.8632
161.611875,,138.913275
161.647075,,138.98215
161.6635,,139.016575
161.69105,,139.0488
161.70275,,139.08035
161.895925,,139.1271
161.92915,,139.18005
161.965125,,139.238075
162.067325,,139.2867
162.07365,,139.3342
162.095125,,139.383725
162.1551,,139.411525
162.1835,,139.4596
162.200125,,139.505425
162.21205,,139.573175
162.242225,,139.60445
162.280225,,139.637575
162.31065,,139.6789
162.3868,,139.685125
162.428975,,139.71045
162.44395,,139.749925
162.5301,,139.798175
162.66625,,139.839275
162.7359,,139.93985
162.760775,,139.989775
162.838525,,140.0495
162.849325,,140.108425
162.863325,,140.16255
162.8941,,140.209675
162.930025,,140.251325
162.95905,,140.30285
162.999975,,140.34785
163.017975,,140.398075
163.03815,,140.448175
163.075525,,140.504525
163.176675,,140.54865
163.221125,,140.582375
163.28275,,140.620325
163.343125,,140.652125
163.369325,,140.694
163.43225,,140.7514
163.4679,,140.8009
163.4916,,140.855625
163.52525,,140.90235
163.5676,,140.926175
163.60305,,140.945425
163.611675,,140.971575
163.6641,,141.0106
163.699325,,141.03035
163.74705,,141.05305
163.833275,,141.097275
163.84655,,141.132
163.918575,,141.218875
163.9463,,141.274475
163.955575,,141.32255
163.9827,,141.36515
164.010925,,141.435625
164.02435,,141.49385
164.033425,,141.5442
164.061175,,141.58465
164.079075,,141.627275
164.1264,,141.655925
164.1699,,141.69555
164.181,,141.726375
164.19365,,141.767925
164.217525,,141.80005
164.2554,,141.8555
164.2874,,141.89595
164.308425,,141.938325
164.321125,,141.98205
164.325725,,142.130075
164.342125,,142.1859
164.3742,,142.24665
164.382175,,142.292175
164.396625,,142.33545
164.430525,,142.391575
164.463875,,142.435225
164.53595,,142.5017
164.5692,,142.552775
164.609675,,142.594675
164.658025,,142.638025
164.708875,,142.678725
164.723175,,142.7279
164.794225,,142.7741
164.849825,,142.820425
164.887625,,142.874325
164.9924,,142.933425
165.1818,,142.985525
165.2242,,143.042925
165.240175,,143.099675
165.305825,,143.15965
165.31945,,143.2638
165.346675,,143.3192
165.37595,,143.37305
165.431,,143.457825
165.457025,,143.552975
165.47805,,143.619825
165.531975,,143.6474
165.5686,,143.678175
165.631375,,143.716825
165.67255,,143.76845
165.6999,,143.80565
165.7729,,143.856325
165.833175,,143.91975
165.8676,,143.986225
165.94675,,144.0219
165.98705,,144.04955
165.9966,,144.098475
166.020725,,144.1291
166.04625,,144.198925
166.05335,,144.258675
166.064,,144.316775
166.124275,,144.37225
166.18325,,144.41965
166.25185,,144.4568
166.26395,,144.47755
166.297825,,144.506325
166.317325,,144.55495
166.386825,,144.60425
166.446825,,144.673075
166.4808,,144.71645
166.500575,,144.77315
166.521575,,144.825275
166.6967,,144.920925
166.7162,,145.0031
166.782025,,145.1006
166.846425,,145.150025
166.91945,,145.210875
166.976625,,145.27695
167.00935,,145.339825
167.012075,,145.5108
167.09505,,145.54435
167.1154,,145.584425
167.312575,,145.627425
167.33295,,145.659625
167.342775,,145.6948
167.438375,,145.717375
167.46955,,145.73055
167.6022,,145.753725
167.6589,,145.795625
167.6632,,145.840175
167.719975,,145.8957
167.80935,,145.96215
167.856425,,146.00485
167.8788,,146.0465
167.92945,,146.081875
168.001375,,146.114125
168.06415,,146.148675
168.086375,,146.179525
168.105,,146.211825
168.1751,,146.23935
168.181925,,146.27
168.190325,,146.311325
168.19945,,146.355425
168.2042,,146.395825
168.252175,,146.442725
168.268325,,146.486625
168.283775,,146.5559
168.416925,,146.585975
168.4438,,146.619375
168.48005,,146.649925
168.483725,,146.700725
168.637725,,146.756125
168.66815,,146.809425
168.6783,,146.847225
168.690675,,146.883475
168.72175,,146.93075
168.755525,,147.023325
168.767675,,147.07225
168.801,,147.19075
168.89545,,147.261525
168.9096,,147.3031
168.913075,,147.353025
168.98045,,147.410125
169.034975,,147.4559
169.06285,,147.513925
169.106025,,147.558525
169.117525,,147.624825
169.136875,,147.683975
169.1675,,147.739925
169.250125,,147.789775
169.313975,,147.843225
169.3226,,147.875825
169.557175,,147.926
169.595725,,147.988975
169.66415,,148.016425
169.838025,,148.04635
169.8482,,148.06855
169.8949,,148.129575
169.910925,,148.175525
169.9603,,148.250325
169.982175,,148.33125
169.991225,,148.388975
170.02135,,148.42365
170.083475,,148.4833
170.208975,,148.5322
170.228575,,148.601825
170.234225,,148.629725
170.331525,,148.6458
170.3676,,148.66815
170.375125,,148.692125
170.401025,,148.714475
170.413275,,148.777575
170.438975,,148.83805
170.4472,,148.879425
170.47045,,148.920275
170.476675,,148.97055
170.507225,,149.0467
170.54995,,149.088875
170.620475,,149.148275
170.646525,,149.202125
170.771325,,149.24465
170.946825,,149.269975
170.99035,,149.291775
171.104825,,149.3141
171.2181,,149.328375
171.240125,,149.350675
171.298675,,149.38295
171.34825,,149.411775
171.4471,,149.438025
171.462,,149.484275
171.5746,,149.51995
171.57895,,149.574475
171.597975,,149.6048
171.664825,,149.6396
171.680525,,149.674625
171.701,,149.711575
171.71715,,149.77445
171.74645,,149.8337
171.773675,,149.869325
171.7803,,149.905675
171.837425,,149.938225
171.846375,,149.97085
171.88195,,150.002975
171.915525,,150.058675
171.937025,,150.096825
171.96615,,150.14715
171.9972,,150.194225
172.0001,,150.27395
172.020525,,150.323075
172.029575,,150.381075
172.148475,,150.440875
172.169075,,150.4813
172.217625,,150.5311
172.286025,,150.59015
172.294975,,150.666075
172.3013,,150.70285
172.3181,,150.73415
172.327125,,150.768825
172.356175,,150.81245
172.3591,,150.853825
172.3875,,150.93095
172.390375,,150.965475
172.531475,,151.00315
172.5633,,151.052825
172.609,,151.099475
172.698725,,151.1763
172.8374,,151.23345
172.84755,,151.307825
172.8851,,151.33955
172.921375,,151.35775
172.945275,,151.3739
172.94895,,151.39175
173.024225,,151.405
173.0339,,151.418775
173.0968,,151.432875
173.12995,,151.45355
173.1371,,151.48355
173.15855,,151.5125
173.16605,,151.530975
173.208325,,151.560925
173.483475,,151.5951
173.511425,,151.637325
173.542025,,151.682175
173.620625,,151.767975
173.660425,,151.81305
173.7017,,151.828525
173.734025,,151.8795
173.762725,,151.9359
173.830075,,151.98885
173.84925,,152.03465
173.9656,,152.0934
173.9742,,152.115675
174.000225,,152.1662
174.103675,,152.198375
174.1145,,152.235725
174.14175,,152.267625
174.19545,,152.30325
174.382425,,152.34945
174.41025,,152.380925
174.416925,,152.40145
174.542675,,152.427025
174.648025,,152.44735
174.653275,,152.4706
174.70425,,152.5061
174.708475,,152.529125
174.716875,,152.56045
174.746325,,152.5958
174.8427,,152.63915
174.873525,,152.677775
174.900525,,152.72405
174.914425,,152.781375
174.9519,,152.8516
