SPK_SPKC10a (inhibited),SPK_SPKC14a (weak inhibition)
272.27445,175.068375
272.3139,175.102775
272.8363,175.1182
272.847,175.145625
273.0853,175.2507
273.58075,175.3733
274.1997,175.6976
274.259575,175.8386
274.4363,175.9031
275.426775,175.970625
276.038625,176.057775
276.389425,176.13015
276.456625,176.155675
276.66835,176.4662
276.81205,176.5296
278.035975,176.5978
278.11965,176.7747
278.563275,176.8337
279.008,176.8567
279.026125,176.89475
279.044725,177.3999
279.128675,177.4481
279.1853,177.688275
280.2503,177.71505
280.50525,177.951425
280.511375,178.154475
280.5153,178.4199
280.6587,178.514675
281.037,178.605
281.05685,178.7314
281.0641,178.861975
281.105725,178.962925
281.345025,179.13075
281.4031,179.268525
281.74675,179.336775
281.751375,179.424225
282.11045,179.47085
282.278875,179.5115
282.5087,179.57585
282.5406,179.663025
282.804175,179.7606
283.13115,180.089275
283.225625,180.171025
283.619075,180.20365
283.636775,180.2705
283.682275,180.341975
284.107775,180.4604
284.120625,180.748975
284.655575,180.754425
285.0861,181.25195
285.415825,181.37935
285.923175,181.417875
286.138375,181.67495
286.23265,181.930175
286.5705,182.031725
286.91115,182.07145
286.926475,182.10815
286.963825,182.13095
287.0166,182.286075
287.350125,182.37595
287.694875,182.506825
287.769425,182.57305
287.829,182.645475
287.94845,182.69175
288.245775,182.734175
288.262,182.8291
288.2805,182.86605
288.58035,182.888025
288.7262,182.926875
289.32075,183.004925
289.630975,183.176325
289.711575,183.24235
289.71905,183.33715
289.869775,183.4132
289.87755,183.4581
290.281375,183.484825
290.336125,183.500275
290.565825,183.75405
290.88925,183.839025
292.0089,183.99445
292.040075,184.095575
292.7941,184.1675
293.144625,184.3663
293.792675,184.441625
293.812675,184.474975
294.231375,184.530825
294.6018,184.6462
294.691725,184.701775
295.20415,184.717275
295.219675,184.741075
295.22685,184.9185
295.8322,184.947125
295.8874,185.073075
295.9282,185.2219
296.3621,185.3164
296.4376,185.35115
296.923725,185.484475
297.337625,185.685875
297.7433,185.88045
298.0473,185.930225
298.088725,185.954825
298.13155,185.9791
298.524125,186.126325
298.903875,186.181525
298.9437,186.41665
298.952875,186.5013
299.10675,186.55775
299.399125,186.682675
299.772125,186.7094
299.95965,186.773525
299.986375,186.927675
300.46665,187.073275
300.511425,187.187475
300.543925,187.246175
300.59315,187.287575
300.720775,187.394875
300.744,187.431225
301.119975,187.47265
301.4999,187.620275
302.37815,187.716875
303.02635,187.752725
303.392425,187.8266
303.4426,187.9024
303.5033,188.139725
304.2144,188.265975
304.405375,188.4526
304.644625,188.5912
304.702,188.7934
304.7876,189.0179
304.830225,189.19105
305.0808,189.230975
305.78525,189.36335
306.990375,189.393775
307.15965,189.555975
307.727,189.675525
307.75075,189.72765
307.773175,189.88345
307.80115,190.01405
308.088075,190.25155
308.104675,190.29535
308.301225,190.3403
308.72355,190.405925
308.743625,190.8441
309.360775,191.11055
309.386975,191.366125
309.72675,191.451875
309.791025,191.5639
310.718075,192.223975
310.725475,192.281375
310.772675,192.3783
310.789175,192.612525
311.144775,192.69415
311.150125,193.030025
311.18555,193.0516
311.510025,193.10045
311.58875,193.19145
311.914825,193.3652
312.236125,193.5517
312.3268,193.748
314.018725,193.86255
314.044675,193.90995
314.3555,194.14445
314.36,194.2129
314.670875,194.318725
315.66855,194.5567
316.345,194.6339
316.77325,194.674225
316.777375,194.815475
316.796025,194.894
317.14325,194.954775
317.48385,195.00355
317.5083,195.112575
317.5288,195.177375
317.545625,195.36955
317.85855,195.465025
318.2482,195.50985
318.665325,195.544075
319.02805,195.69275
319.949425,195.7665
320.37015,195.7788
320.501225,195.849175
321.06575,196.0671
321.098125,196.1445
321.137125,196.381675
322.14695,196.4492
322.205025,196.505175
322.80545,196.730675
323.48175,196.8108
323.496025,196.85475
324.172975,196.917575
324.1847,196.99685
324.565075,197.041825
324.588775,197.161325
325.070975,197.2156
325.0905,197.35185
325.095175,197.445675
325.4594,197.74425
325.775025,197.777525
326.19275,197.82095
326.6893,197.93685
326.9641,197.964975
327.12565,197.9838
327.552,198.015975
328.00975,198.135875
328.07245,198.184625
328.84625,198.21195
328.8716,198.2989
329.175825,198.3877
329.8065,198.432075
330.16245,198.516575
330.17775,198.619275
330.2567,198.68085
331.3763,198.709425
331.781725,198.73435
332.0096,198.7654
332.051925,198.8518
332.4021,198.8816
333.553325,198.925025
336.042425,198.945075
336.0666,198.984475
336.070675,199.2613
336.563375,199.31655
336.801525,199.4776
337.06705,199.583975
337.424775,199.734175
338.2616,199.7883
340.003075,199.810925
340.698675,199.9217
341.168575,200.0808
341.210175,200.23335
341.654425,200.270375
341.72075,200.362375
342.22615,200.505075
342.2713,200.58
342.616725,200.8446
342.92145,200.881975
343.378175,201.065375
343.779375,201.3466
344.024525,201.386275
344.780875,201.474875
345.3245,201.63715
345.8076,201.909
346.54815,201.957475
346.961925,201.997125
347.28825,202.486325
347.298175,202.50885
347.339225,202.5906
347.61475,202.6263
348.118925,202.65295
349.111025,202.756025
349.893375,202.79555
351.17725,202.839975
352.1378,202.895925
352.721075,203.135025
352.8343,203.239125
353.092075,203.650725
353.612275,203.709275
354.098675,203.776775
354.2766,203.813525
354.452775,203.859875
354.82855,203.9503
358.2149,204.032975
359.5542,204.1477
360.627725,204.42055
361.3298,204.57815
361.652425,204.631025
362.2949,204.684275
363.72355,204.726925
364.217475,204.76445
364.8503,204.8455
365.25255,204.89605
365.71725,204.9367
366.06345,204.959
367.339575,205.021675
368.10985,205.144575
368.43,205.1765
368.503425,205.221625
369.0354,205.256
369.4796,205.3521
370.614325,205.443575
370.65795,205.4758
370.695275,205.498675
371.66555,205.7298
373.185575,205.852175
373.823675,205.981225
375.488325,206.12145
378.907225,206.1456
379.50325,206.423775
380.7982,206.63255
381.42845,206.687525
,207.099525
,207.12315
,207.208275
,207.269725
,207.298475
,207.334025
,207.38225
,207.43065
,207.69245
,207.7903
,207.8247
,207.90655
,208.06605
,208.101725
,208.1385
,208.170475
,208.328275
,208.421475
,208.440425
,208.587125
,208.61075
,208.737675
,208.794525
,208.881325
,208.90665
,209.034025
,209.13475
,209.21875
,209.476625
,209.57035
,209.91025
,210.0111
,210.0292
,210.056075
,210.083025
,210.552625
,210.650625
,210.840575
,210.8839
,211.062775
,211.269225
,211.309625
,211.420375
,211.524825
,211.7861
,211.867675
,211.994125
,212.370375
,212.39935
,212.4462
,212.4883
,212.7687
,212.82225
,213.00825
,213.054375
,213.158325
,213.245175
,213.439675
,213.477925
,213.5316
,213.553775
,213.6121
,213.62995
,213.65905
,213.694425
,213.818775
,213.97295
,214.0821
,214.142975
,214.3378
,214.380975
,214.6054
,214.67965
,214.951775
,215.08555
,215.210175
,215.23735
,215.329625
,215.493175
,215.6482
,215.820125
,215.862775
,216.20315
,216.2773
,216.313925
,216.553075
,216.7828
,216.8853
,216.988025
,217.087075
,217.32755
,217.3703
,217.397425
,217.849425
,217.91245
,218.49735
,218.6524
,218.774575
,218.8199
,218.889275
,219.456125
,219.607
,219.7336
,220.168725
,220.398875
,220.554425
,220.812125
,221.02545
,221.68315
,222.196375
,222.24195
,222.573925
,222.921275
,222.9291
,222.93995
,222.9841
,223.087675
,223.133925
,223.170425
,223.405725
,223.566875
,223.601375
,223.722675
,223.76345
,223.8044
,223.9399
,224.0465
,224.459775
,224.56925
,224.627
,224.8455
,224.972075
,225.098125
,225.158775
,225.46105
,225.7463
,225.7802
,225.942675
,226.026325
,226.0804
,226.23065
,226.3167
,226.55195
,226.747875
,226.798725
,226.8979
,227.2218
,227.54745
,227.62345
,227.6614
,227.692125
,227.771475
,227.93805
,228.225025
,228.31785
,228.554825
,228.810625
,229.109925
,229.12405
,229.189725
,229.23555
,229.281125
,229.442475
,229.503375
,229.994975
,230.043925
,230.0924
,230.456625
,230.4975
,230.750525
,230.81055
,230.870275
,231.380425
,231.424225
,231.837375
,232.4026
,232.439625
,232.5449
,232.892575
,232.91695
,232.9589
,233.092375
,233.66445
,234.076725
,234.116825
,234.162825
,234.795975
,235.06235
,235.55595
,235.563325
,235.604275
,235.632775
,235.683625
,235.8619
,235.92535
,236.026775
,236.276925
,236.324925
,236.72705
,236.825375
,237.16225
,237.206575
,238.063025
,238.106025
,238.17515
,238.448175
,238.57215
,238.81905
,238.89885
,239.01045
,239.2632
,239.511275
,239.59535
,239.652625
,239.6756
,239.707825
,239.742325
,239.9574
,240.00775
,240.29765
,240.3526
,240.446075
,240.612475
,240.689275
,240.7378
,241.022925
,241.44395
,241.586475
,241.84535
,241.926925
,242.4086
,242.4496
,242.539675
,242.655025
,242.7311
,242.9015
,243.069025
,243.101025
,243.1299
,243.67455
,243.8131
,244.029875
,244.29445
,244.45395
,244.491525
,244.709225
,244.806225
,245.018025
,245.152575
,245.186375
,245.238975
,245.26665
,246.019975
,246.435275
,246.564725
,246.681
,246.91625
,247.00155
,247.1776
,247.244575
,247.330975
,247.4435
,247.696725
,247.7324
,247.769225
,247.96325
,248.08995
,248.257625
,248.365
,248.61085
,248.652525
,248.753875
,248.852125
,248.956775
,249.21945
,249.62765
,250.189725
,250.230525
,250.29115
,250.872775
,251.047475
,251.11855
,251.303275
,251.713425
,251.7565
,251.78545
,252.138475
,252.23945
,252.306325
,252.484025
,252.639725
,252.98685
,253.146425
,253.6607
,253.845925
,253.8835
,254.044225
,254.101025
,254.142125
,254.175
,254.25715
,254.303525
,254.7433
,254.7809
,254.798975
,254.852375
,255.188325
,255.22295
,255.298275
,255.454525
,255.52125
,256.01645
,256.04355
,256.077475
,256.121025
,256.450975
,256.6514
,256.897125
,256.97225
,257.143075
,257.200325
,257.49285
,257.662475
,257.791675
,258.044175
,258.30375
,258.41855
,258.977475
,259.06235
,259.38875
,259.47545
,259.8547
,260.007625
,260.0359
,260.2017
,260.4086
,260.450625
,260.8083
,260.92785
,260.959375
,261.159625
,261.30545
,261.472425
,261.650875
,261.687875
,261.737175
,261.7485
,261.815425
,261.8418
,261.989375
,262.06515
,262.09795
,262.1212
,262.2622
,262.782425
,262.861325
,263.2365
,263.263075
,263.429525
,263.979375
,264.111475
,264.198525
,264.258625
,264.4055
,264.457575
,264.569
,264.876875
,265.214375
,265.470175
,265.82675
,265.95385
,266.005575
,266.114475
,266.172075
,266.425575
,267.02685
,267.408775
,267.837775
,268.119625
,268.30635
,268.350675
,268.641025
,268.762325
,269.022325
,269.072325
,269.224325
,269.428825
,269.5015
,269.890425
,270.031
,270.150325
,270.197
,270.31435
,270.484125
,270.68525
,270.8552
,271.0409
,271.14645
,271.47395
,271.61295
,271.654
,271.709125
,271.93055
,272.1443
,272.493275
,272.809825
,272.83905
,273.548175
,273.568875
,273.59105
,273.66475
,273.804575
,273.942875
,274.14895
,274.2814
,274.460475
,274.492975
,274.9151
,274.957
,275.10145
,275.177025
,275.473625
,276.725825
,277.057675
,277.279625
,277.460375
,277.6528
,277.859275
,278.0387
,278.1061
,278.149025
,278.18545
,278.386825
,278.44685
,278.9648
,279.004275
,279.0224
,279.063025
,279.631325
,280.191425
,280.39085
,280.499175
,280.891675
,280.9953
,281.06265
,281.25675
,281.450475
,281.5848
,281.8891
,282.137725
,282.2728
,282.375325
,282.413275
,282.45845
,282.604825
,282.653825
,282.71165
,282.843325
,282.8797
,283.15765
,283.55145
,283.5825
,283.612325
,283.67955
,284.11635
,284.209625
,284.245275
,285.056625
,285.2804
,285.59015
,285.622325
,285.781125
,285.9327
,286.583975
,286.69005
,286.975825
,287.175525
,287.239925
,287.292525
,287.81025
,287.943525
,288.041075
,288.275125
,288.31535
,288.4266
,288.595625
,288.7056
,288.877975
,289.11195
,289.18555
,289.5853
,289.611525
,289.940975
,290.0094
,290.3148
,290.515225
,290.552175
,290.597575
,290.968725
,291.326125
,291.438375
,291.477275
,291.59535
,291.6569
,291.70515
,291.74
,291.8299
,292.00735
,292.036675
,292.586225
,292.746925
,292.944425
,293.00735
,293.182875
,293.310525
,293.341875
,293.555325
,293.900675
,294.03105
,294.171275
,294.2046
,294.243775
,294.62555
,294.814025
,294.959725
,294.99295
,295.61395
,295.93745
,296.84485
,297.046125
,297.1884
,297.48125
,297.72185
,297.90455
,297.933225
,298.074925
,298.422775
,298.627175
,299.196075
,299.227975
,299.947975
,300.107175
,300.551075
,300.82845
,301.166525
,301.226275
,301.275075
,301.340025
,301.373775
,301.533
,301.57395
,301.63965
,302.0141
,302.1787
,302.298775
,302.806675
,303.09245
,303.143075
,303.199825
,304.012975
,304.11555
,304.42545
,305.09525
,305.112075
,305.11875
,305.3286
,305.396475
,305.425075
,305.5983
,305.6779
,306.136725
,307.60715
,307.69375
,307.84675
,307.939675
,308.01905
,308.423325
,308.56695
,308.800175
,308.8482
,308.954825
,309.130075
,309.214425
,309.512225
,310.81805
,310.934875
,311.22925
,311.47925
,311.712475
,311.943125
,312.302225
,312.419975
,312.6044
,313.498775
,313.583875
,313.678675
,313.9366
,313.989975
,314.398025
,314.5505
,314.7256
,315.0479
,315.4366
,315.538425
,315.604575
,316.125425
,316.255025
,316.373275
,316.728725
,317.219575
,317.389775
,317.467075
,317.94935
,317.964
,318.504625
,318.8529
,318.96415
,320.03645
,320.100925
,320.498975
,320.535175
,321.5431
,322.669475
,323.021775
,323.1688
,323.31315
,323.5114
,323.89825
,324.19765
,324.27865
,324.544975
,324.8213
,324.91585
,325.03295
,325.1377
,325.432925
,325.90895
,326.3689
,326.94135
,327.0086
,327.511475
,328.114725
,328.149775
,328.274875
,328.423025
,328.7252
,329.8036
,329.8874
,329.9938
,330.101825
,330.4181
,330.84305
,331.260525
,331.322875
,331.937225
,332.009325
,332.292025
,332.827625
,333.16065
,333.752125
,334.234525
,334.773675
,335.188825
,336.474275
,338.0705
,338.1049
,341.369325
,341.791375
,341.93025
,342.347075
,342.58845
,342.8942
,342.925675
,343.1152
,343.16505
,343.318725
,343.557675
,343.78165
,343.810975
,344.930125
,344.959025
,345.244675
,345.2925
,345.399225
,345.5143
,345.588575
,346.0522
,346.295475
,346.615175
,347.152425
,347.360225
,347.57295
,347.6053
,347.762625
,348.200625
,348.233525
,348.2579
,348.453525
,348.7991
,349.465575
,349.550825
,350.08305
,350.795075
,351.3122
,352.077175
,352.125175
,352.1634
,352.24365
,352.408675
,352.457275
,352.5278
,353.011475
,353.2688
,354.4136
,354.603725
,355.240225
,356.327725
,357.2246
,357.467825
,358.95105
,359.562425
,359.578525
,359.597025
,360.4045
,362.36515
,363.301075
,364.11185
,364.9633
,365.566425
,366.0481
,366.2167
,366.28465
,366.772775
,366.8124
,367.890975
,368.408475
,369.3439
,369.555175
,369.63985
,371.189225
,373.0413
,373.192275
,373.514425
,374.826175
,376.25025
,376.439525
,377.7092
,378.37315
,379.5177
