SPK_SPKC07a (inh/exc),SPK_SPKC09b (no resonse),SPK_SPKC10a (exc),SPK_SPKC13a (inh)
47.077075,24.054675,20.73605,15.873675
47.171375,24.0725,20.7988,15.897275
47.206425,24.082775,20.826025,15.9042
47.2437,24.095475,20.893025,15.9305
47.275225,24.107925,20.92795,15.94435
47.433825,24.122875,20.9548,15.96185
47.47695,24.20535,20.98185,15.981875
47.5098,24.229175,21.013125,16.038425
47.53815,24.281225,21.057075,16.144425
47.5884,24.33395,21.0877,16.174975
47.6219,24.379075,21.11655,16.21325
47.62335,24.426775,21.1454,16.236375
47.6895,24.441525,21.173475,16.272925
47.77005,24.476425,21.191625,16.3141
47.801175,24.519825,21.240025,16.345
47.837875,24.539,21.248775,16.563575
47.86965,24.57115,21.2593,16.573
47.9166,24.631525,21.276,16.59375
47.991225,24.729625,21.282575,16.60955
48.1413,24.751125,21.2902,16.617
48.180425,24.779625,21.298525,16.629975
48.439925,24.79685,21.316975,16.637375
48.4936,24.824475,21.3246,16.64535
48.52315,24.844275,21.33615,16.66645
48.5266,24.89865,21.346275,16.67605
48.61185,24.9614,21.356575,16.70815
48.884775,24.99755,21.396875,16.78035
48.920725,25.039225,21.443475,16.803825
48.95405,25.067325,21.47515,16.910925
49.042575,25.08495,21.4998,16.938025
49.443275,25.1135,21.525275,16.9757
49.610575,25.145975,21.6165,17.0046
49.7111,25.15945,21.64165,17.055
49.833675,25.177625,21.67225,17.10695
50.088975,25.194475,21.691225,17.123025
50.156775,25.209675,21.749675,17.1433
50.183575,25.217175,21.80125,17.147925
50.201225,25.236375,21.86085,17.1547
50.211825,25.2379,21.890275,17.165875
50.473525,25.250575,21.911175,17.173775
50.512525,25.258675,21.937925,17.17905
50.5562,25.28145,21.980275,17.1915
50.5976,25.28905,22.00165,17.217425
50.67575,25.3277,22.02375,17.232
50.75335,25.341375,22.046225,17.246625
50.7689,25.3844,22.07235,17.2591
50.803625,25.4599,22.116375,17.33805
50.84175,25.505225,22.13835,17.3468
50.8601,25.5496,22.1614,17.362525
51.010925,25.59055,22.1952,17.37555
51.13565,25.6399,22.228275,17.400225
51.17015,25.660925,22.259975,17.4181
51.206025,25.72295,22.32085,17.4414
51.237475,25.826175,22.354475,17.4638
51.271675,25.8838,22.367325,17.483075
51.286725,25.95355,22.3747,17.520775
51.392025,25.970375,22.3819,17.546675
51.5025,25.983525,22.40235,17.6249
51.617725,25.9905,22.411,17.645725
51.65935,25.998525,22.4187,17.681975
51.70115,26.0046,22.425725,17.7083
51.745025,26.0169,22.438675,17.735175
51.806375,26.022675,22.4497,17.766775
51.869275,26.02385,22.49735,17.804625
51.87355,26.029225,22.522525,17.8501
51.93865,26.034175,22.5403,17.978175
51.9714,26.058775,22.546675,18.0052
52.00465,26.0669,22.574025,18.1178
52.06135,26.08855,22.58605,18.1709
52.078625,26.104925,22.60745,18.21605
52.127825,26.13775,22.680325,18.294075
52.1725,26.1964,22.693225,18.3266
52.354475,26.250125,22.7096,18.33215
52.4534,26.3183,22.75015,18.33855
52.542625,26.319675,22.77425,18.346075
52.58695,26.354375,22.784325,18.35755
52.655275,26.4179,22.8276,18.362575
52.71565,26.462925,22.85005,18.369
52.722375,26.503675,22.8856,18.3871
52.851725,26.590025,22.909675,18.400125
52.9843,26.654325,22.968625,18.405275
53.0471,26.6917,23.000325,18.439475
53.1801,26.727275,23.03065,18.44825
53.294525,26.741825,23.05725,18.461575
53.334975,26.753925,23.0836,18.471325
53.4227,26.832725,23.110725,18.50265
53.48435,26.844675,23.12705,18.515425
53.507125,26.86385,23.146725,18.529225
53.62615,26.8767,23.155825,18.557725
53.843475,26.8901,23.177075,18.568575
53.856075,26.924575,23.18605,18.5779
53.8629,26.984125,23.1941,18.6143
53.965,27.032925,23.214525,18.62605
53.978975,27.06005,23.235625,18.639775
54.101575,27.106925,23.2447,18.661375
54.198725,27.143325,23.2868,18.67505
54.2074,27.242325,23.3026,18.691525
54.260675,27.298225,23.330375,18.769
54.29625,27.3779,23.36575,18.79855
54.366075,27.41415,23.404325,18.82025
54.525925,27.4517,23.4462,18.8435
54.584025,27.5395,23.4731,18.902025
54.620575,27.57215,23.5264,18.932625
54.678725,27.589725,23.560625,18.9593
54.80655,27.60895,23.585175,19.018875
54.8593,27.6252,23.6232,19.0534
54.89095,27.678125,23.650675,19.0786
54.9632,27.80385,23.69665,19.102775
55.030775,27.836025,23.724175,19.1296
55.052575,27.90295,23.752075,19.164725
55.074975,27.9289,23.7709,19.20575
55.107475,27.9422,23.81155,19.2469
55.1539,27.9772,23.84565,19.2887
55.177675,27.9839,23.8745,19.3293
55.369325,27.996025,23.8994,19.3734
55.3937,28.023225,23.9206,19.387925
55.424325,28.028825,23.94795,19.4221
55.488075,28.04825,23.9595,19.4471
55.5465,28.0504,23.96585,19.457875
55.5955,28.059075,23.987925,19.471725
55.673675,28.080725,23.99785,19.48435
55.70055,28.103425,24.010125,19.50265
55.723375,28.113625,24.02635,19.5145
55.872175,28.1421,24.036825,19.527
55.8982,28.164775,24.060675,19.54855
55.9326,28.183875,24.0839,19.549925
56.016575,28.20995,24.1124,19.630575
56.03605,28.214575,24.124575,19.732925
56.043875,28.26975,24.174625,19.780425
56.0689,28.271275,24.197825,19.8194
56.1081,28.440125,24.2296,19.858875
56.12055,28.4999,24.2581,19.865625
56.18335,28.52305,24.32415,19.871525
56.21655,28.55065,24.353725,19.88335
56.2683,28.573175,24.387675,19.887325
56.35715,28.601475,24.41215,19.89725
56.381875,28.640875,24.445375,19.901725
56.494625,28.65575,24.47795,19.90635
56.520275,28.66715,24.504175,19.911425
56.5772,28.6686,24.52975,19.9232
56.746675,28.685375,24.554525,19.928025
56.777325,28.7135,24.579925,19.94445
56.848875,28.728525,24.615875,19.996425
57.0451,28.7685,24.64485,20.0086
57.20665,28.8054,24.695775,20.018725
57.340675,28.878175,24.7226,20.0275
57.419625,28.949525,24.753175,20.044075
57.656,29.0001,24.77945,20.070225
57.71735,29.050625,24.82285,20.081625
57.840475,29.07425,24.85555,20.10175
57.93005,29.117375,24.8828,20.127375
57.99985,29.1505,24.9399,20.144125
58.118325,29.1926,24.975225,20.16115
58.120325,29.249325,25.010475,20.198375
58.1934,29.2999,25.049425,20.223225
58.27775,29.33575,25.086125,20.243975
58.311375,29.37375,25.12605,20.266125
58.346825,29.45665,25.152125,20.297975
58.43585,29.508925,25.19125,20.32285
58.5315,29.555475,25.2009,20.381125
58.568275,29.599375,25.220525,20.403475
58.5934,29.67655,25.240525,20.434275
58.6187,29.725775,25.265975,20.457175
58.646975,29.80475,25.2794,20.477975
58.696825,29.8465,25.28735,20.523675
58.7176,29.879275,25.3097,20.54215
58.7455,29.91725,25.338075,20.563525
58.787425,29.923825,25.35195,20.57935
58.836375,29.9259,25.379875,20.617325
58.98475,29.9302,25.40085,20.6529
59.1683,29.935975,25.418525,20.70595
59.19545,29.952925,25.446475,20.73955
59.2429,29.9541,25.479275,20.812275
59.32935,30.01125,25.503675,20.8501
59.43015,30.032925,25.540725,20.903925
59.44785,30.046525,25.571775,20.944175
59.559925,30.067175,25.60125,20.976325
59.60445,30.069425,25.631075,21.01785
59.636775,30.07495,25.6937,21.0435
59.66115,30.080125,25.718875,21.09285
59.687175,30.08985,25.764225,21.181475
59.71145,30.125,25.7871,21.193575
59.7396,30.1486,25.82385,21.20615
59.775475,30.20375,25.862275,21.21215
59.867475,30.214,25.88805,21.218475
59.9117,30.223675,25.9277,21.228225
60.079375,30.233675,25.952075,21.243075
60.161375,30.275975,25.972025,21.25315
60.23475,30.31235,25.98725,21.255375
60.261875,30.333125,25.99615,21.2775
60.387375,30.3791,26.024275,21.29025
60.4116,30.412225,26.035775,21.311925
60.5502,30.47365,26.04225,21.32215
60.659525,30.515825,26.054625,21.361
60.6868,30.573,26.0645,21.37945
60.719375,30.5876,26.1048,21.388125
60.74,30.602475,26.1198,21.399225
60.75965,30.605875,26.138,21.4254
60.822875,30.608375,26.1635,21.4526
60.929125,30.62675,26.24345,21.467025
60.99115,30.6627,26.263375,21.509825
61.061325,30.7033,26.2831,21.5332
61.0872,30.7098,26.333725,21.559525
61.11505,30.715725,26.3951,21.58065
61.180975,30.7223,26.42435,21.608575
61.227575,30.746275,26.462225,21.67065
61.27705,30.757525,26.4826,21.72325
61.3845,30.75905,26.5123,21.75065
61.4628,30.7979,26.5958,21.78065
61.569,30.854625,26.620925,21.8205
61.597425,30.989875,26.6461,21.859575
61.67875,31.0433,26.688725,21.8928
61.701325,31.0633,26.731975,21.9152
61.785425,31.070225,26.759525,21.95315
61.80635,31.108675,26.772725,21.97545
61.84155,31.181125,26.78755,21.99655
61.973125,31.21605,26.79995,22.02395
62.0251,31.264025,26.809475,22.065325
62.05275,31.303275,26.821325,22.0941
62.155125,31.3533,26.8329,22.12955
62.211025,31.36505,26.845975,22.17085
62.238775,31.3789,26.8773,22.215875
62.26755,31.4063,26.8976,22.23985
62.378325,31.41095,26.9465,22.335125
62.5001,31.4166,27.027775,22.351325
62.640025,31.421175,27.056825,22.359825
62.6803,31.439025,27.092875,22.366575
62.693175,31.445875,27.131525,22.371125
62.745275,31.465775,27.150725,22.394425
63.34915,31.4748,27.173875,22.4151
63.549675,31.495,27.190525,22.41965
63.616025,31.50295,27.224275,22.430475
63.735775,31.53725,27.24535,22.4354
63.783425,31.5417,27.27565,22.441975
63.80895,31.573625,27.304875,22.450775
63.8638,31.57925,27.33525,22.458025
64.02175,31.6033,27.362225,22.467875
64.042175,31.6341,27.402825,22.474375
64.07015,31.66655,27.4341,22.4836
64.09805,31.7335,27.467225,22.516975
64.1204,31.771725,27.51245,22.5348
64.144,31.8185,27.545725,22.55
64.295575,31.848525,27.569875,22.557325
64.323925,31.951925,27.609,22.56845
64.583025,31.96475,27.6236,22.578175
64.640475,31.980025,27.646875,22.58955
64.814975,31.99705,27.690975,22.610025
64.841125,32.005175,27.72655,22.640725
64.8601,32.03755,27.7734,22.6519
64.87325,32.099625,27.802325,22.684175
64.912725,32.121875,27.8269,22.712575
65.078075,32.151425,27.84755,22.72765
65.097425,32.216725,27.866975,22.7401
65.142275,32.256175,27.891325,22.758825
65.190375,32.350075,27.947725,22.780425
65.217025,32.484925,27.958275,22.7993
65.240825,32.5038,27.9622,22.81925
65.2928,32.519925,27.975075,22.844975
65.4029,32.54025,27.98205,22.863875
65.44225,32.549775,27.9901,22.89215
65.455875,32.55975,27.998125,22.912875
65.487475,32.691425,28.008225,22.94275
65.51465,32.7102,28.020675,22.9795
65.576575,32.74145,28.02955,23.038425
65.6871,32.765975,28.041425,23.097325
65.71185,32.854525,28.061675,23.120325
65.760725,32.896225,28.08595,23.1481
65.76295,32.919425,28.108475,23.1544
65.852475,32.99375,28.130875,23.16065
65.876975,33.019075,28.1421,23.168225
65.903825,33.0264,28.174575,23.176025
66.0973,33.029125,28.19275,23.184425
66.122825,33.07165,28.2208,23.205175
66.22635,33.076175,28.2373,23.23985
66.359825,33.08705,28.31435,23.248775
66.40355,33.1024,28.35535,23.256675
66.4839,33.103775,28.38155,23.266925
66.503775,33.11005,28.4134,23.2897
66.5297,33.1181,28.440975,23.302075
66.549775,33.138575,28.503675,23.313025
66.578775,33.147125,28.5304,23.32945
66.610875,33.17715,28.562275,23.3471
66.631175,33.188025,28.600725,23.3677
66.688875,33.19995,28.628375,23.388275
66.78225,33.209675,28.6861,23.413875
66.813125,33.21605,28.695025,23.4351
66.8413,33.231475,28.736575,23.492225
66.85085,33.296675,28.7531,23.51395
66.8671,33.3171,28.772375,23.55235
66.9612,33.33575,28.79715,23.5851
66.982975,33.372275,28.825375,23.661975
67.116425,33.389275,28.85615,23.701175
67.142425,33.447175,28.91835,23.70695
67.178175,33.479425,28.9461,23.755475
67.226875,33.518975,28.9778,23.7898
67.308925,33.54635,29.013125,23.8194
67.362025,33.66485,29.050525,23.8416
67.5198,33.6944,29.086775,23.866775
67.6018,33.713875,29.126525,23.890225
67.751825,33.728275,29.1618,23.94795
67.7856,33.729875,29.1992,23.95695
67.9496,33.7459,29.24195,23.97335
68.10705,33.75265,29.276575,23.99285
68.128,33.776475,29.335825,24.0033
68.150475,33.782275,29.385075,24.0173
68.17415,33.7845,29.428025,24.026025
68.222325,33.793325,29.4539,24.03385
68.25405,33.796325,29.4832,24.042
68.33315,33.797775,29.515025,24.052175
68.356725,33.8441,29.558875,24.06815
68.380575,33.86185,29.6054,24.12195
68.439375,33.87,29.623225,24.138625
68.464825,33.895125,29.64885,24.144625
68.6955,33.904975,29.682625,24.150125
68.736675,33.91455,29.71335,24.169575
68.771325,33.94215,29.747175,24.214375
68.84655,33.9515,29.78275,24.239575
68.86105,33.987925,29.8307,24.299025
68.913925,34.00005,29.864975,24.32335
68.94035,34.003575,29.882575,24.357175
69.0007,34.028025,29.909,24.385675
69.00385,34.058375,29.942275,24.414525
69.127775,34.0924,29.955025,24.449875
69.184975,34.26195,29.961775,24.4952
69.2171,34.3278,29.9731,24.51055
69.269125,34.369775,29.979925,24.55195
69.29345,34.407875,29.999775,24.5724
69.319325,34.43925,30.008625,24.59765
69.414825,34.4708,30.016625,24.623275
69.443075,34.510375,30.026725,24.655825
69.506525,34.5435,30.0361,24.704825
69.56005,34.5775,30.050275,24.73095
69.6007,34.58005,30.06015,24.759125
69.656675,34.7195,30.070475,24.79655
69.7426,34.767925,30.079225,24.810375
69.7642,34.791825,30.0894,24.827875
69.81995,34.8225,30.121925,24.8447
69.88595,34.850675,30.182525,24.86285
69.941825,34.862375,30.19235,24.901175
69.9887,34.86385,30.21845,24.9381
70.011675,34.866125,30.262475,24.960875
70.0413,34.904025,30.278725,24.99205
70.173675,34.9122,30.2958,25.0359
70.269925,34.950175,30.31805,25.061
70.33495,35.020525,30.349325,25.11935
70.4471,35.051675,30.36515,25.156875
70.525825,35.147875,30.402525,25.177325
70.606575,35.1726,30.4267,25.185225
70.635075,35.272275,30.442925,25.1951
70.68935,35.350775,30.47115,25.20205
70.7232,35.392525,30.49995,25.207425
70.729575,35.43845,30.52505,25.22135
70.973225,35.607025,30.5632,25.229775
71.003325,35.6585,30.60115,25.23755
71.04625,35.722,30.614,25.245825
71.076525,35.76405,30.6233,25.25635
71.100425,35.811175,30.64055,25.271225
71.125975,35.86295,30.651175,25.281025
71.17525,35.875775,30.659875,25.28875
71.25655,35.909225,30.672025,25.295675
71.450925,35.940975,30.68155,25.306925
71.48755,35.975775,30.698825,25.318025
71.513325,36.08045,30.709775,25.3268
71.5429,36.09325,30.720325,25.3673
71.571925,36.098625,30.72875,25.3931
71.73055,36.1052,30.74985,25.4192
71.761725,36.131,30.803375,25.4402
71.784425,36.168125,30.816675,25.485225
71.815625,36.171425,30.8634,25.5091
71.87865,36.18895,30.984025,25.53755
71.928,36.197275,31.008425,25.562325
72.016325,36.206675,31.06545,25.587
72.068525,36.221925,31.09255,25.613475
72.251325,36.229175,31.1174,25.6267
72.375375,36.264025,31.180325,25.641375
72.45955,36.314525,31.208475,25.647525
72.4781,36.33635,31.2353,25.66965
72.5239,36.3571,31.260125,25.6859
72.6379,36.383425,31.31535,25.743275
72.7493,36.4163,31.33995,25.80505
72.7828,36.64315,31.359125,25.8518
72.931475,36.724175,31.372325,25.894925
72.96915,36.749625,31.391775,25.945325
73.062625,36.83045,31.397175,25.965275
73.0899,36.867275,31.40635,25.973975
73.150475,36.8945,31.422675,25.98135
73.1729,36.91105,31.446275,25.98895
73.187275,36.9239,31.48425,25.9961
73.338025,36.950375,31.537175,26.002425
73.435175,36.978925,31.556975,26.01015
73.48885,36.997425,31.635725,26.016575
73.542725,37.0208,31.692275,26.0546
73.66605,37.094775,31.714125,26.069525
73.72065,37.236325,31.78255,26.07755
73.7239,37.2727,31.82145,26.08505
73.76595,37.3044,31.842175,26.1205
73.8344,37.3504,31.8874,26.1287
73.8674,37.430325,31.90345,26.145075
74.010025,37.45875,31.92945,26.169525
74.0665,37.538,31.95965,26.1825
74.119625,37.5678,31.976625,26.237375
74.348825,37.638025,31.9914,26.2766
74.455825,37.6716,32.005075,26.3002
74.483075,37.67845,32.031275,26.32455
74.54445,37.6896,32.06885,26.346625
74.619425,37.707375,32.122525,26.38675
74.647975,37.73855,32.15005,26.449725
74.704075,37.751,32.184775,26.496475
74.79245,37.78645,32.2247,26.597975
74.8142,37.793825,32.26755,26.6738
74.840275,37.809975,32.3067,26.70865
75.138625,37.81885,32.353275,26.74335
75.260525,37.84915,32.405825,26.755925
75.34195,37.853625,32.45385,26.76755
75.38595,37.862975,32.479825,26.78385
75.52075,37.90025,32.502,26.798825
75.617975,37.9128,32.52485,26.806925
75.7194,37.9262,32.553675,26.8157
75.758225,37.97425,32.580325,26.83335
75.853925,37.99695,32.604725,26.8401
75.935525,38.01805,32.623675,26.8506
76.119875,38.0366,32.655875,26.876325
76.16225,38.0903,32.682125,26.889225
76.1905,38.1224,32.705625,26.9086
76.290275,38.16715,32.747975,26.927975
76.36735,38.1997,32.796525,26.9507
76.4197,38.239,32.829175,26.97245
76.58905,38.293625,32.86625,26.989175
76.6307,38.32655,32.898,27.01955
76.6818,38.367675,32.915775,27.0786
76.74995,38.393875,32.935725,27.1086
76.8446,38.423475,32.955925,27.133675
76.93155,38.441775,32.96755,27.18875
77.02765,38.451225,32.97755,27.23205
77.107925,38.462625,32.9871,27.25825
77.142,38.480225,32.997875,27.283025
77.210325,38.484775,33.007,27.315775
77.248575,38.4956,33.018875,27.341025
77.37125,38.5121,33.04015,27.401775
77.4016,38.5355,33.051,27.4425
77.436075,38.564975,33.07025,27.470975
77.50715,38.571725,33.080325,27.52475
77.57605,38.597625,33.088525,27.5443
77.629225,38.613125,33.101225,27.56275
77.75595,38.62515,33.111625,27.577025
77.865625,38.636325,33.123125,27.612275
77.931325,38.653525,33.133075,27.634175
78.008925,38.70145,33.17555,27.6582
78.0789,38.718375,33.185525,27.688325
78.115925,38.73635,33.213925,27.70135
78.1503,38.752525,33.252475,27.753375
78.189925,38.776175,33.27335,27.781625
78.3462,38.813375,33.287525,27.816875
78.368725,38.814575,33.304075,27.8375
78.469225,38.852125,33.322425,27.839475
78.6918,38.884525,33.3416,27.89945
78.6958,38.927675,33.3885,27.934225
78.7315,38.9657,33.414725,27.9461
78.758825,39.0084,33.459325,27.956025
78.7986,39.0406,33.484825,27.962625
78.83845,39.084875,33.529525,27.97025
78.936975,39.10805,33.56825,27.975125
79.02485,39.200725,33.599225,27.980175
79.063525,39.213375,33.63775,27.98385
79.192275,39.244425,33.667825,27.990275
79.254675,39.249325,33.6776,27.995925
79.326425,39.257825,33.72005,28.03115
79.3487,39.263675,33.734975,28.0401
79.458775,39.276,33.762825,28.04915
79.51465,39.289875,33.770425,28.056625
79.62805,39.3058,33.77855,28.062825
79.675825,39.314725,33.792075,28.07125
79.704175,39.323475,33.7998,28.077625
79.745975,39.3551,33.807725,28.094
79.777,39.47115,33.821675,28.102075
79.8006,39.52665,33.859125,28.1102
79.8914,39.54255,33.872825,28.1187
79.926325,39.608575,33.8879,28.1262
80.01625,39.677325,33.904875,28.136775
80.043125,39.70255,33.9146,28.150725
80.06995,39.7376,33.93155,28.17075
80.2169,39.7631,33.996375,28.195825
80.24215,39.79765,34.005825,28.220775
80.277725,39.803175,34.02165,28.240275
80.340925,39.806675,34.03635,28.25555
80.402075,39.810925,34.048975,28.2745
80.4323,39.81545,34.06765,28.3007
80.46575,39.83595,34.10225,28.379925
80.492075,39.861725,34.1569,28.410025
80.54745,39.870325,34.206775,28.441675
80.5768,39.88235,34.2367,28.469725
80.60055,39.92585,34.273475,28.5048
80.7539,39.962175,34.30855,28.545125
80.78875,39.9899,34.331775,28.569875
80.8348,39.99995,34.366025,28.591425
80.95825,40.00705,34.414675,28.637225
81.011825,40.02285,34.4443,28.648475
81.1138,40.058275,34.479325,28.661775
81.14155,40.067175,34.5055,28.671775
81.2,40.0946,34.539325,28.690825
81.278825,40.10205,34.57365,28.6982
81.340525,40.11905,34.600775,28.710125
81.36335,40.149975,34.629675,28.7818
81.39345,40.165275,34.667675,28.804575
81.4954,40.199825,34.69205,28.824575
81.5489,40.288675,34.714425,28.859225
81.5744,40.310775,34.73505,28.8796
81.6555,40.35385,34.7705,28.917625
81.683675,40.404075,34.819475,28.943975
81.712725,40.451875,34.850925,29.001
81.782675,40.490175,34.85885,29.0395
81.812775,40.5216,34.863875,29.0737
81.8407,40.556225,34.86975,29.102925
81.871625,40.599125,34.8766,29.14235
81.924925,40.63345,34.898325,29.1526
81.9536,40.657675,34.903925,29.17055
82.008925,40.72305,34.9307,29.205625
82.0826,40.755075,34.964925,29.23285
82.130875,40.797275,35.006425,29.265775
82.230025,40.897325,35.017775,29.2996
82.2793,40.928975,35.03715,29.338025
82.2975,40.97525,35.090475,29.384425
82.4169,41.012875,35.11065,29.420075
82.4605,41.06525,35.141875,29.461775
82.5539,41.111725,35.168825,29.490225
