SPK_SPKC05a (inhi/exc)
0.026525
0.13825
0.1564
0.181475
0.1976
0.24215
0.27985
0.2932
0.308025
0.34215
0.3547
0.3891
0.40995
0.4345
0.45325
0.46825
0.56185
0.58455
0.61385
0.66305
0.699225
0.7608
0.7817
0.79555
0.81765
0.87255
0.8855
0.9686
1.01325
1.0246
1.03975
1.05825
1.097775
1.122725
1.156125
1.21805
1.238975
1.257925
1.2865
1.444125
1.458325
1.491275
1.587325
1.600325
1.612375
1.62695
1.64985
1.727975
1.76285
1.836925
1.8507
1.867925
1.900325
1.91765
1.9314
1.9463
1.973425
2.036325
2.04725
2.069425
2.0814
2.108925
2.122225
2.2269
2.2452
2.414375
2.440075
2.454175
2.464
2.484775
2.51205
2.52295
2.5487
2.6104
2.63245
2.661375
2.682675
2.7365
2.802725
2.83155
2.85985
2.90445
2.92485
2.9594
3.020125
3.065275
3.092975
3.1402
3.164575
3.182175
3.2397
3.264725
3.317475
3.3432
3.358125
3.385575
3.431025
3.462875
3.48695
3.5323
3.561125
3.575625
3.632275
3.669175
3.71565
3.760625
3.787525
3.91805
3.94425
3.975875
3.9852
3.999725
4.063275
4.071875
4.106525
4.2299
4.298525
4.3198
4.3947
4.450925
4.536125
4.550475
4.55975
4.58485
4.596075
4.61055
4.62985
4.675425
4.6877
4.702075
4.73215
4.760175
4.826825
4.8532
4.8858
4.892875
4.93335
4.942125
4.972
5.003725
5.014
5.024475
5.080625
5.10625
5.1949
5.216725
5.2783
5.28685
5.32725
5.362675
5.407925
5.418525
5.442775
5.46525
5.681
5.796725
5.810825
5.82405
5.910875
5.924325
5.936375
5.97795
6.0001
6.015175
6.080675
6.0894
6.09955
6.1127
6.148725
6.20545
6.251825
6.28835
6.303125
6.3497
6.46435
6.473425
6.511125
6.551175
6.586025
6.6115
6.6304
6.64405
6.656975
6.678725
6.87705
6.9396
6.95455
6.99425
7.0072
7.03845
7.053075
7.061475
7.127075
7.139275
7.16605
7.315325
7.33275
7.3729
7.387675
7.447875
7.467875
7.511825
7.525925
7.535875
7.565825
7.58225
7.593675
7.609225
7.641925
7.73275
7.8449
7.8646
7.886525
7.89475
7.91655
8.038975
8.216525
8.2404
8.3567
8.4353
8.448225
8.548925
8.568725
8.5783
8.59525
8.6289
8.680875
8.742325
8.763225
8.8106
8.854775
8.86875
8.895575
8.920375
8.927025
8.9481
8.9563
8.989525
9.044075
9.1361
9.295625
9.308525
9.3474
9.370375
9.400625
9.427475
9.6013
9.668125
9.72615
9.78725
9.871725
9.91585
9.984375
10.012375
10.07655
10.14775
10.18485
10.1975
10.212225
10.227325
10.2545
10.300325
10.3907
10.41515
10.428475
10.4709
10.513575
10.52365
10.6418
10.668
10.68055
10.7136
10.742575
10.754175
10.7647
10.7794
10.791675
10.802275
10.8174
10.918825
10.958775
11.011225
11.037725
11.0879
11.101375
11.11065
11.192775
11.248925
11.36305
11.409125
11.4278
11.4538
11.48765
11.541825
11.6001
11.6288
11.6668
11.693025
11.704225
11.7257
11.775925
11.817425
11.833
11.85795
11.911825
11.9535
11.978025
12.0387
12.061125
12.0722
12.1847
12.2985
12.31375
12.33145
12.35025
12.39825
12.40635
12.42755
12.454325
12.480825
12.4915
12.515425
12.537425
12.551275
12.5644
12.607475
12.62205
12.65745
12.7224
12.73245
12.753975
12.7652
12.791
12.8268
12.85735
12.893925
12.934
12.955225
13.03065
13.1717
13.2022
13.234975
13.256
13.265775
13.33405
13.36495
13.388
13.435975
13.57785
13.5943
13.617825
13.631675
13.663525
13.690575
13.699675
13.72075
13.730075
13.761375
13.827825
13.865775
13.907575
13.93295
13.95925
14.016625
14.0811
14.098925
14.234075
14.27235
14.2991
14.373375
14.38705
14.464375
14.47645
14.4981
14.5195
14.553625
14.588925
14.6288
14.727475
14.7939
14.8533
14.889325
14.9136
14.92935
14.96325
14.98805
15.0356
15.08
15.096075
15.11265
15.15375
15.163275
15.20455
15.262525
15.2997
15.314275
15.358325
15.38075
15.399
15.4122
15.471325
15.5076
15.559675
15.59095
15.610525
15.67825
15.727525
15.77105
15.82375
15.837175
15.88405
15.90375
15.9575
16.001375
16.085
16.167325
16.188675
16.21815
16.27455
16.2938
16.31205
16.329625
16.352725
16.3813
16.41
16.43635
16.465375
16.5565
16.5902
16.618325
16.643675
16.6625
16.710925
16.734825
16.74665
16.7725
16.7981
16.8099
16.847375
16.860475
16.888125
16.911775
16.938075
16.962075
16.996
17.102825
17.1143
17.267725
17.294975
17.32195
17.335325
17.3657
17.3849
17.43795
17.464975
17.493125
17.530525
17.5407
17.5917
17.63715
17.673925
17.7024
17.773
17.807
17.8546
17.915675
17.928
17.94205
17.9537
17.968075
17.98235
17.995175
18.010075
18.022825
18.05175
18.114875
18.14195
18.156075
18.181575
18.2607
18.2725
18.2871
18.30975
18.317525
18.3525
18.37095
18.4005
18.405875
18.42465
18.43415
18.4476
18.455375
18.47775
18.4987
18.51505
18.5288
18.56995
18.59035
18.6387
18.646775
18.659575
18.71855
18.744675
18.78345
18.803475
18.815375
18.8549
18.875225
18.886625
18.909925
18.94605
18.9562
18.972125
18.996175
19.01275
19.0404
19.056975
19.11745
19.126375
19.140425
19.2301
19.24775
19.286425
19.297725
19.33175
19.351425
19.39535
19.43645
19.458125
19.49445
19.528875
19.55135
19.57455
19.583375
19.59835
19.626225
19.637525
19.7349
