SPK_SPKC10a (excited),SPK_SPKC15a (inhibited),SPK_SPKC15b (inhibited),SPK_SPKC15c (inhibited)
,82.95065,,
,82.96895,,
,82.982975,,
,83.00185,,
,83.025275,,
,83.0387,,
,83.054625,,
,83.07295,,
,83.096975,,
,83.12285,,
,83.187375,,
,83.222275,,
,83.24455,,
,83.2892,,
,83.3139,,
,83.3257,,
,83.332275,,
,83.36275,,
,83.37675,,
,83.4014,,
,83.429,,
,83.463775,,
,83.468425,,
,83.490525,,
,83.518125,,
,83.529775,,
,83.5505,,
,83.566375,,
,83.592,,
,83.61985,,
,83.707425,,
,83.751925,,
,83.79605,,
,83.856625,,
,83.8689,,
,83.8837,,
,83.893175,,
,83.9022,,
,83.91535,,
,83.9272,,
,83.943025,,
,83.95115,,
,83.961025,,
,83.977075,,
,83.996525,,
,84.009225,,
,84.0389,,
,84.05755,,
,84.0745,,
,84.0861,,
,84.099625,,
,84.128025,,
,84.161375,,
,84.180375,,
,84.19745,,
,84.233925,,
,84.279275,,
,84.306975,,
,84.32865,,
,84.352125,,
,84.371275,,
,84.402025,,
,84.4108,,
,84.42075,,
,84.431125,,
,84.439225,,
,84.459875,,
,84.470875,,
,84.499725,,
,84.521925,,
,84.542225,,
,84.56145,,
,84.58325,,
,84.60515,,
,84.6243,,
,84.652825,,
,84.684825,,
,84.71775,,
,84.746925,,
,84.787425,,
,84.80225,,
,84.815325,,
,84.829325,,
,84.844,,
,84.864125,,
,84.872875,,
,84.883525,,
,84.8943,,
,84.9164,,
,84.934475,,
,84.956775,,
,84.983025,,
,85.010825,,
,85.049175,,
,85.09115,,
,85.09305,,
,85.128725,,
,85.1721,,
,85.19795,,
,85.199825,,
,85.22235,,
,85.239825,,
,85.261025,,
,85.2777,,
,85.285675,,
,85.295425,,
,85.301125,,
,85.309075,,
,85.356875,,
,85.37605,,
,85.395575,,
,85.406,,
,85.41695,,
,85.437425,,
,85.44515,,
,85.455325,,
,85.462825,,
,85.471525,,
,85.479375,,
,85.50915,,
,85.545525,,
,85.60795,,
,85.663225,,
,85.68205,,
,85.713975,,
,85.73405,,
,85.768025,,
,85.790625,,
,85.828725,,
,85.843125,,
,85.8667,,
,85.879575,,
,85.893075,,
,85.906825,,
,85.91985,,
,85.930025,,
,85.93375,,
,85.937875,,
,85.951,,
,85.963375,,
,85.9783,,
,85.9945,,
,86.0054,,
,86.050675,,
,86.079025,,
,86.0967,,
,86.11585,,
,86.134125,,
,86.144625,,
,86.15875,,
,86.171175,,
,86.194475,,
,86.21195,,
,86.2298,,
,86.282525,,
,86.303825,,
,86.335025,,
,86.37605,,
,86.399325,,
,86.43925,,
,86.4623,,
,86.484625,,
,86.50155,,
,86.525975,,
,86.545075,,
,86.55885,,
,86.560275,,
,86.58985,,
,86.6182,,
,86.650575,,
,86.6878,,
,86.722725,,
,86.751125,,
,86.827125,,
,86.848775,,
,86.8654,,
,86.87825,,
,86.8917,,
,86.907,,
,86.92285,,
,86.936225,,
,86.968825,,
,86.9837,,
,87.01395,,
,87.03825,,
,87.061275,,
,87.07105,,
,87.0835,,
,87.092,,
,87.1113,,
,87.12535,,
,87.1336,,
,87.141975,,
,87.1523,,
,87.1615,,
,87.169675,,
,87.1786,,
,87.18745,,
,87.217675,,
,87.225175,,
,87.234425,,
,87.24215,,
,87.258275,,
,87.292525,,
,87.304675,,
,87.3288,,
,87.385525,,
,87.4217,,
,87.466525,,
,87.506225,,
,87.5449,,
,87.600325,,
,87.642675,,
,87.68305,,
,87.728275,,
,87.7461,,
,87.766475,,
,87.78135,,
,87.7922,,
,87.8102,,
,87.8322,,
,87.899825,,
,87.937475,,
,87.95445,,
,87.9976,,
,88.0177,,
,88.040775,,
,88.057175,,
,88.07805,,
,88.10065,,
,88.11825,,
,88.1487,,
,88.160325,,
,88.17215,,
,88.181425,,
,88.18995,,
,88.201475,,
,88.231125,,
,88.24005,,
,88.2596,,
,88.27985,,
,88.314475,,
,88.36115,,
,88.370975,,
,88.3956,,
,88.416225,,
,88.429275,,
,88.4499,,
,88.467225,,
,88.486375,,
,88.511075,,
,88.545525,,
,88.57355,,
,88.608325,,
,88.652425,,
,88.691575,,
,88.70235,,
,88.7168,,
,88.729375,,
,88.74055,,
,88.7521,,
,88.7616,,
,88.77195,,
,88.783,,
,88.797075,,
,88.8075,,
,88.821025,,
,88.852425,,
,88.864825,,
,88.879625,,
,88.896425,,
,88.9119,,
,88.93175,,
,88.946025,,
,88.988525,,
,89.024925,,
,89.0474,,
,89.054225,,
,89.08575,,
,89.138425,,
,89.17735,,
,89.197975,,
,89.2146,,
,89.2454,,
,89.266075,,
,89.31295,,
,89.333875,,
,89.367725,,
,89.381475,,
,89.39555,,
,89.4135,,
,89.442975,,
,89.458175,,
,89.468775,,
,89.4803,,
,89.491875,,
,89.504,,
,89.513225,,
,89.532825,,
,89.541925,,
,89.550475,,
,89.56145,,
,89.570425,,
,89.5818,,
,89.592225,,
,89.61045,,
,89.6216,,
,89.634575,,
,89.652225,,
,89.664725,,
,89.719675,,
,89.72875,,
,89.743525,,
,89.76345,,
,89.775775,,
,89.795075,,
,89.81415,,
,89.8391,,
,89.861475,,
,89.891325,,
,89.912375,,
,89.9592,,
,89.9993,,
,90.0317,,
,90.07585,,
,90.0942,,
,90.10665,,
,90.119125,,
,90.1312,,
,90.14325,,
,90.156675,,
,90.1723,,
,90.18885,,
,90.2176,,
,90.2388,,
,90.2553,,
,90.271525,,
,90.2829,,
,90.303875,,
,90.3361,,
,90.3466,,
,90.36215,,
,90.381125,,
,90.409925,,
,90.4348,,
,90.45285,,
,90.4632,,
,90.493525,,
,90.52085,,
,90.54745,,
,90.6344,,
,90.66845,,
,90.672825,,
,90.698475,,
,90.716,,
,90.735225,,
,90.760225,,
,90.7744,,
,90.812975,,
,90.830075,,
,90.84305,,
,90.881125,,
,90.902675,,
,90.915675,,
,90.9364,,
,90.971225,,
,90.989375,,
,91.0295,,
,91.04965,,
,91.074925,,
,91.107725,,
,91.145075,,
,91.16335,,
,91.188275,,
,91.2321,,
,91.263575,,
,91.296,,
,91.31215,,
,91.32685,,
,91.339275,,
,91.35005,,
,91.37615,,
,91.4066,,
,91.417425,,
,91.433375,,
,91.461675,,
,91.486475,,
,91.5036,,
,91.5226,,
,91.536075,,
,91.556725,,
,91.5739,,
,91.590275,,
,91.61245,,
,91.63515,,
,91.66565,,
,91.68705,,
,91.7103,,
,91.7301,,
,91.7597,,
,91.780175,,
,91.797175,,
,91.82235,,
,91.84325,,
,91.864,,
,91.8878,,
,91.906925,,
,91.9224,,
,91.942225,,
,91.9614,,
,91.984025,,
,92.00775,,
,92.022775,,
,92.0457,,
,92.0674,,
,92.131525,,
,92.169675,,
,92.20985,,
,92.2579,,
,92.2842,,
,92.31215,,
,92.35095,,
,92.36315,,
,92.37645,,
,92.38725,,
,92.40055,,
,92.419325,,
,92.430175,,
,92.4467,,
,92.4738,,
,92.489875,,
,92.50615,,
,92.5162,,
,92.529225,,
,92.531775,,
,92.542775,,
,92.557875,,
,92.57885,,
,92.608175,,
,92.636975,,
,92.649725,,
,92.664425,,
,92.6812,,
,92.69795,,
,92.717175,,
,92.730625,,
,92.7395,,
,92.757225,,
,92.770625,,
,92.78,,
,92.7956,,
,92.81405,,
,92.828425,,
,92.864175,,
,92.884925,,
,92.911625,,
,92.938275,,
,92.9579,,
,92.97385,,
,92.98605,,
,92.997725,,
,93.019925,,
,93.0436,,
,93.057325,,
,93.07635,,
,93.09215,,
,93.107475,,
,93.119725,,
,93.1359,,
,93.150375,,
,93.179425,,
,93.206875,,
,93.222775,,
,93.234125,,
,93.289,,
,93.311525,,
,93.333475,,
,93.362175,,
,93.390425,,
,93.43025,,
,93.4612,,
,93.51225,,
,93.53455,,
,93.5502,,
,93.561275,,
,93.57345,,
,93.58665,,
,93.59745,,
,93.62955,,
,93.70315,,
,93.7172,,
,93.75115,,
,93.77295,,
,93.793975,,
,93.809825,,
,93.834525,,
,93.86175,,
,93.918475,,
,93.95785,,
,93.972775,,
,93.9963,,
,94.0239,,
,94.032475,,
,94.0461,,
,94.07145,,
,94.086725,,
,94.0987,,
,94.1164,,
,94.13515,,
,94.15275,,
,94.1726,,
,94.2139,,
,94.243375,,
,94.278475,,
,94.325425,,
,94.36605,,
,94.387575,,
,94.412475,,
,94.441,,
,94.4821,,
,94.5082,,
,94.552225,,
,94.5923,,
,94.6165,,
,94.642775,,
,94.6535,,
,94.6759,,
,94.686525,,
,94.69545,,
,94.722875,,
,94.75085,,
,94.808325,,
,94.839425,,
,94.87075,,
,94.905725,,
,94.956025,,
,94.9874,,
,95.045825,,
,95.083175,,
,95.1189,,
,95.1424,,
,95.15635,,
,95.177125,,
,95.19655,,
,95.2104,,
,95.228025,,
,95.2444,,
,95.262775,,
,95.28095,,
,95.32735,,
,95.336825,,
,95.3439,,
,95.366025,,
,95.384625,,
,95.411825,,
,95.433775,,
,95.449,,
,95.461325,,
,95.47485,,
,95.490375,,
,95.50335,,
,95.5061,,
,95.520275,,
,95.534625,,
,95.548,,
,95.564675,,
,95.57795,,
,95.6021,,
,95.6339,,
,95.671325,,
,95.733375,,
,95.770925,,
,95.77385,,
,95.796275,,
,95.81465,,
,95.834275,,
,95.846225,,
,95.8619,,
,95.8732,,
,95.89055,,
,95.901775,,
,95.914675,,
,95.93875,,
,95.97815,,
,96.005425,,
,96.016725,,
,96.0396,,
,96.0771,,
,96.146225,,
,96.187575,,
,96.26315,,
,96.2882,,
,96.30005,,
,96.3212,,
,96.330775,,
,96.341475,,
,96.355675,,
,96.378,,
,96.398425,,
,96.4181,,
,96.4381,,
,96.465425,,
,96.485525,,
,96.5066,,
,96.5395,,
,96.58235,,
,96.629275,,
,96.65985,,
,96.6872,,
,96.712425,,
,96.733375,,
,96.76695,,
,96.7748,,
,96.78575,,
,96.797225,,
,96.813275,,
,96.82435,,
,96.85405,,
,96.884925,,
,96.902075,,
,96.925325,,
,96.9373,,
,96.98505,,
,97.01185,,
,97.04015,,
,97.0631,,
,97.093475,,
,97.134125,,
,97.207475,,
,97.2179,,
,97.233275,,
,97.249775,,
,97.265725,,
,97.276725,,
,97.28685,,
,97.301825,,
,97.31555,,
,97.3311,,
,97.340975,,
,97.35375,,
,97.376425,,
,97.391575,,
,97.409175,,
,97.48515,,
,97.5464,,
,97.621125,,
,97.649575,,
,97.706225,,
,97.741075,,
,97.752,,
,97.7632,,
,97.780575,,
,97.7928,,
,97.807375,,
,97.8204,,
,97.837225,,
,97.853925,,
,97.886675,,
,97.90515,,
,97.9333,,
,97.93855,,
,97.952075,,
,97.977175,,
,98.00535,,
,98.046175,,
,98.075075,,
,98.114425,,
,98.15725,,
,98.1976,,
,98.2121,,
,98.2265,,
,98.2427,,
,98.250775,,
,98.2552,,
,98.267825,,
,98.286425,,
,98.32445,,
,98.332225,,
,98.346425,,
,98.35985,,
,98.381375,,
,98.42465,,
,98.4849,,
,98.52205,,
,98.568725,,
,98.5784,,
,98.613825,,
,98.645075,,
,98.6838,,
,98.695825,,
,98.703225,,
,98.707375,,
,98.722225,,
,98.74005,,
,98.767025,,
,98.779675,,
,98.791225,,
,98.81335,,
,98.834175,,
,98.862125,,
,98.89555,,
,98.92485,,
,98.968125,,
,99.023075,,
,99.07555,,
,99.122675,,
,99.195,,
,99.21125,,
,99.2262,,
,99.2433,,
,99.2564,,
,99.2657,,
,99.28965,,
,99.309675,,
,99.325375,,
,99.339275,,
,99.3521,,
,99.371625,,
,99.385125,,
,99.40275,,
,99.483275,,
,99.508475,,
,99.548925,,
,99.59345,,
,99.65135,,
,99.672925,,
,99.686325,,
,99.7049,,
,99.730025,,
,99.74485,,
,99.761875,,
,99.779875,,
,99.79665,,
,99.8265,,
,99.84505,,
,99.86445,,
,99.8911,,
,99.910825,,
,99.927,,
,99.959375,,
,99.994075,,
,99.99625,,
,100.031475,,
,100.040225,,
,100.06025,,
,100.09675,,
,100.129225,,
,100.1752,,
,100.196275,,
,100.205225,,
,100.229225,,
,100.2464,,
,100.2675,,
,100.3106,,
,100.3286,,
,100.351,,
,100.369925,,
,100.3965,,
,100.415825,,
,100.440725,,
,100.465725,,
,100.488225,,
,100.50715,,
,100.55065,,
,100.59125,,
,100.61895,,
,100.649475,,
,100.685775,,
,100.720875,,
,100.7814,,
,100.825075,,
,100.881825,,
,100.915225,,
,100.93665,,
,100.96955,,
,100.99165,,
,101.005575,,
,101.02415,,
,101.0411,,
,101.06215,,
,101.0746,,
,101.090925,,
,101.1034,,
,101.12015,,
,101.132625,,
,101.146225,,
,101.17915,,
,101.204525,,
,101.2168,,
,101.222025,,
,101.23085,,
,101.2592,,
,101.30845,,
,101.32965,,
,101.36545,,
,101.4388,,
,101.476575,,
,101.514275,,
,101.53175,,
,101.554425,,
,101.56475,,
,101.57325,,
,101.585,,
,101.601925,,
,101.6114,,
,101.635075,,
,101.64445,,
,101.654975,,
,101.6691,,
,101.683625,,
,101.720225,,
,101.7336,,
,101.75485,,
,101.770625,,
,101.794475,,
,101.804875,,
,101.831775,,
,101.846,,
,101.863675,,
,101.883525,,
,101.898175,,
,101.919875,,
,101.927425,,
,101.945875,,
,101.991525,,
,102.0196,,
,102.038825,,
,102.08785,,
,102.122325,,
,102.171825,,
,102.183075,,
,102.211,,
,102.228425,,
,102.244325,,
,102.25215,,
,102.262225,,
,102.28175,,
,102.291525,,
,102.326375,,
,102.329075,,
,102.340075,,
,102.35175,,
,102.365475,,
,102.378575,,
,102.392375,,
,102.409275,,
,102.428625,,
,102.448975,,
,102.46035,,
,102.508925,,
,102.529675,,
,102.549475,,
,102.563925,,
,102.589275,,
,102.60635,,
,102.61735,,
,102.62785,,
,102.6379,,
,102.65215,,
,102.6645,,
,102.67905,,
,102.69425,,
,102.715725,,
,102.747575,,
,102.7841,,
,102.809225,,
,102.8827,,
,102.913125,,
,102.95315,,
,102.979675,,
,102.9902,,
,103.0025,,
,103.01105,,
,103.01665,,
,103.0235,,
,103.0326,,
,103.04355,,
,103.05375,,
,103.086675,,
,103.115225,,
,103.13085,,
,103.1411,,
,103.155525,,
,103.165825,,
,103.1803,,
,103.192725,,
,103.203175,,
,103.213675,,
,103.2228,,
,103.248725,,
,103.282675,,
,103.29215,,
,103.30925,,
,103.33965,,
,103.349925,,
,103.365525,,
,103.38215,,
,103.393,,
,103.4003,,
,103.448225,,
,103.486275,,
,103.57055,,
,103.62015,,
,103.65795,,
,103.696225,,
,103.711875,,
,103.7235,,
,103.7353,,
,103.74395,,
,103.758525,,
,103.770875,,
,103.7799,,
,103.7928,,
,103.801875,,
,103.8136,,
,103.82865,,
,103.8445,,
,103.87115,,
,103.8816,,
,103.903525,,
,103.913675,,
,103.9244,,
,103.93775,,
,103.942925,,
,103.952725,,
,103.961525,,
,103.9904,,
,104.007825,,
,104.054125,,
,104.078925,,
,104.120575,,
,104.173675,,
,104.1918,,
,104.207125,,
,104.2604,,
,104.276875,,
,104.29095,,
,104.304125,,
,104.314475,,
,104.3232,,
,104.332775,,
,104.353825,,
,104.366675,,
,104.3892,,
,104.401175,,
,104.417575,,
,104.438625,,
,104.44945,,
,104.456475,,
,104.4653,,
,104.47535,,
,104.4847,,
,104.494075,,
,104.5056,,
,104.5475,,
,104.561575,,
,104.5752,,
,104.640575,,
,104.660125,,
,104.680225,,
,104.683725,,
,104.6918,,
,104.70945,,
,104.735925,,
,104.757625,,
,104.79825,,
,104.847025,,
,104.8821,,
,104.8872,,
,104.920475,,
,104.9436,,
,104.979375,,
,105.0183,,
,105.049275,,
,105.078775,,
,105.09625,,
,105.106625,,
,105.1319,,
,105.16545,,
,105.177575,,
,105.191775,,
,105.2063,,
,105.22155,,
,105.2406,,
,105.283775,,
,105.3114,,
,105.3573,,
,105.396475,,
,105.443575,,
,105.46895,,
,105.4861,,
,105.500125,,
,105.51925,,
,105.5332,,
,105.549825,,
,105.572275,,
,105.5894,,
,105.606475,,
,105.6275,,
,105.659275,,
,105.680925,,
,105.7436,,
,105.7568,,
,105.800425,,
,105.86505,,
,105.942725,,
,105.97105,,
,106.080925,,
,106.12875,,
,106.166225,,
,106.2021,,
,106.242825,,
,106.277225,,
,106.2936,,
,106.33945,,
,106.373275,,
,106.39975,,
,106.4173,,
,106.442575,,
,106.4607,,
,106.487925,,
,106.5058,,
,106.540925,,
,106.597925,,
,106.6245,,
,106.65905,,
,106.68885,,
,106.72135,,
,106.729425,,
,106.7812,,
,106.8325,,
,106.8667,,
,106.919425,,
,106.956075,,
,106.97115,,
,106.982425,,
,107.000025,,
,107.016525,,
,107.0486,,
,107.063475,,
,107.091825,,
,107.096575,,
,107.11585,,
,107.13035,,
,107.15365,,
,107.1705,,
,107.1899,,
,107.209325,,
,107.24965,,
,107.27185,,
,107.3276,,
,107.3536,,
,107.416375,,
,107.4201,,
,107.444825,,
,107.4744,,
,107.499775,,
,107.5317,,
,107.583225,,
,107.660925,,
,107.69285,,
,107.718425,,
,107.745525,,
,107.75735,,
,107.773975,,
,107.787975,,
,107.79925,,
,107.809675,,
,107.826175,,
,107.84555,,
,107.868175,,
,107.902625,,
,107.942475,,
,107.98625,,
,108.03895,,
,108.06135,,
,108.07385,,
,108.089625,,
,108.104175,,
,108.120225,,
,108.1527,,
,108.17125,,
,108.18505,,
,108.20765,,
,108.2259,,
,108.242825,,
,108.3038,,
,108.3343,,
,108.374225,,
,108.406775,,
,108.43365,,
,108.463975,,
,108.50625,,
,108.528475,,
,108.565075,,
,108.58515,,
,108.615625,,
,108.641775,,
,108.6548,,
,108.668075,,
,108.683575,,
,108.701375,,
,108.7205,,
,108.74205,,
,108.74545,,
,108.759175,,
,108.798075,,
,108.82375,,
,108.8484,,
,108.89005,,
,108.9273,,
,108.958525,,
,109.00945,,
,109.0224,,
,109.032475,,
,109.04545,,
,109.061025,,
,109.076125,,
,109.089225,,
,109.11165,,
,109.133525,,
,109.140675,,
,109.1502,,
,109.17455,,
,109.199325,,
,109.230775,,
,109.263275,,
,109.289025,,
,109.3071,,
,109.3633,,
,109.405225,,
,109.426275,,
,109.456725,,
,109.4687,,
,109.478075,,
,109.484925,,
,109.4956,,
,109.507525,,
,109.517225,,
,109.533075,,
,109.554525,,
,109.57935,,
,109.6075,,
,109.620875,,
,109.637175,,
,109.654625,,
,109.679725,,
,109.695225,,
,109.7125,,
,109.736,,
,109.7818,,
,109.812675,,
,109.862475,,
,109.889925,,
,109.916875,,
,109.9449,,
,109.98455,,
,110.012875,,
,110.045875,,
,110.06255,,
,110.076825,,
,110.09195,,
,110.10295,,
,110.11345,,
,110.12225,,
,110.12495,,
,110.141125,,
,110.15195,,
,110.169675,,
,110.1863,,
,110.2142,,
,110.226175,,
,110.250775,,
,110.261,,
,110.2875,,
,110.29685,,
,110.31055,,
,110.331875,,
,110.34115,,
,110.350175,,
,110.376075,,
,110.385325,,
,110.4225,,
,110.432325,,
,110.443975,,
,110.458125,,
,110.47215,,
,110.4917,,
,110.509675,,
,110.535625,,
,110.567675,,
,110.64655,,
,110.68465,,
,110.711175,,
,110.7271,,
,110.744375,,
,110.754525,,
,110.765575,,
,110.778525,,
,110.797175,,
,110.822025,,
,110.833025,,
,110.84425,,
,110.85305,,
,110.86505,,
,110.8828,,
,110.897325,,
,110.91595,,
,110.9347,,
,110.968225,,
,110.99395,,
,111.0639,,
,111.098425,,
,111.105475,,
,111.138175,,
,111.1684,,
,111.189575,,
,111.20345,,
,111.2155,,
,111.22885,,
,111.242575,,
,111.255425,,
,111.271625,,
,111.2813,,
,111.2926,,
,111.3071,,
,111.33025,,
,111.3464,,
,111.373625,,
,111.375075,,
,111.3954,,
,111.4207,,
,111.45115,,
,111.469325,,
,111.500075,,
,111.546075,,
,111.578325,,
,111.60475,,
,111.621925,,
,111.649725,,
,111.6894,,
,111.74605,,
,111.80415,,
,111.8495,,
,111.877025,,
,111.909775,,
,111.925675,,
,111.94155,,
,111.95785,,
,111.9833,,
,111.999325,,
,112.012475,,
,112.02945,,
,112.072,,
,112.090925,,
,112.111075,,
,112.132,,
,112.1483,,
,112.162325,,
,112.180025,,
,112.19845,,
,112.2195,,
,112.242225,,
,112.278725,,
,112.314375,,
,112.330625,,
,112.37735,,
,112.4247,,
,112.464725,,
,112.47175,,
,112.4786,,
,112.49395,,
,112.50405,,
,112.5153,,
,112.528925,,
,112.540775,,
,112.55155,,
,112.565025,,
,112.5975,,
,112.605875,,
,112.6099,,
,112.6294,,
,112.649525,,
,112.6649,,
,112.690675,,
,112.7137,,
,112.783675,,
,112.825875,,
,112.8645,,
,112.904975,,
,112.92345,,
,112.941975,,
,112.953925,,
,112.966375,,
,112.984875,,
,113.00755,,
,113.02255,,
,113.04035,,
,113.0842,,
,113.1375,,
,113.183975,,
,113.21515,,
,113.2541,,
,113.282425,,
,113.32075,,
,113.360225,,
,113.407075,,
,113.442225,,
,113.457475,,
,113.464825,,
,113.4751,,
,113.479075,,
,113.49105,,
,113.502575,,
,113.51785,,
,113.537425,,
,113.548025,,
,113.576725,,
,113.60055,,
,113.616425,,
,113.631325,,
,113.64385,,
,113.65915,,
,113.67485,,
,113.687925,,
,113.7012,,
,113.737675,,
,113.792975,,
,113.82185,,
,113.847875,,
,113.87945,,
,113.896575,,
,113.926825,,
,113.963,,
,114.0118,,
,114.03865,,
,114.059575,,
,114.090725,,
,114.1137,,
,114.13955,,
,114.15535,,
,114.194175,,
,114.210625,,
,114.236575,,
,114.259375,,
,114.298475,,
,114.426375,,
,114.4448,,
,114.467075,,
,114.48435,,
,114.507375,,
,114.52495,,
,114.56055,,
,114.6042,,
,114.639875,,
,114.661425,,
,114.679425,,
,114.6966,,
,114.713225,,
,114.7275,,
,114.740775,,
,114.752825,,
,114.7677,,
,114.780125,,
,114.794275,,
,114.844425,,
,114.850475,,
,114.87095,,
,114.88355,,
,114.903,,
,114.952125,,
,114.97385,,
,115.00115,,
,115.0321,,
,115.071775,,
,115.129575,,
,115.179025,,
,115.22795,,
,115.25745,,
,115.2778,,
,115.2927,,
,115.3014,,
,115.3095,,
,115.31885,,
,115.32425,,
,115.32785,,
,115.337,,
,115.344025,,
,115.37295,,
,115.416475,,
,115.4364,,
,115.45645,,
,115.494575,,
,115.52305,,
,115.548,,
,115.56915,,
,115.590325,,
,115.6224,,
,115.654675,,
,115.739075,,
,115.780475,,
,115.8025,,
,115.825475,,
,115.852275,,
,115.87915,,
,115.91535,,
,115.94095,,
,115.958875,,
,115.983775,,
,116.00145,,
,116.03395,,
,116.08,,
,116.10185,,
,116.1328,,
,116.1578,,
,116.18455,,
,116.2163,,
,116.26725,,
,116.3222,,
,116.325475,,
,116.349775,,
,116.39675,,
,116.442775,,
,116.465725,,
,116.48945,,
,116.52205,,
,116.55395,,
,116.595425,,
,116.604325,,
,116.648525,,
,116.677875,,
,116.699075,,
,116.7186,,
,116.7378,,
,116.752975,,
,116.766875,,
,116.810325,,
,116.834625,,
,116.8739,,
,116.8986,,
,116.928175,,
,116.965125,,
,116.984675,,
,116.999375,,
,117.008075,,
,117.030325,,
,117.043525,,
,117.053825,,
,117.064975,,
,117.0751,,
,117.08725,,
,117.0987,,
,117.1279,,
,117.15385,,
,117.164775,,
,117.18835,,
,117.202925,,
,117.217275,,
,117.258125,,
,117.26945,,
,117.279775,,
,117.292825,,
,117.304975,,
,117.3169,,
,117.332375,,
,117.3458,,
,117.36205,,
,117.37445,,
,117.402825,,
,117.424325,,
,117.4555,,
,117.49335,,
,117.527675,,
,117.55775,,
,117.580575,,
,117.590525,,
,117.604575,,
,117.620375,,
,117.6317,,
,117.6459,,
,117.6603,,
,117.68645,,
,117.703775,,
,117.718775,,
,117.74545,,
,117.758725,,
,117.777925,,
,117.788725,,
,117.801025,,
,117.813675,,
,117.828925,,
,117.853525,,
,117.863525,,
,117.867175,,
,117.886,,
,117.9094,,
,117.9324,,
,117.971175,,
,117.997325,,
,118.033125,,
,118.062375,,
,118.072775,,
,118.090675,,
,118.1159,,
,118.1356,,
,118.149,,
,118.160775,,
,118.171875,,
,118.188525,,
,118.2064,,
,118.2186,,
,118.234475,,
,118.25055,,
,118.26545,,
,118.278725,,
,118.31125,,
,118.325325,,
,118.342975,,
,118.380875,,
,118.401125,,
,118.4158,,
,118.43705,,
,118.457175,,
,118.475425,,
,118.495775,,
,118.516225,,
,118.5362,,
,118.562675,,
,118.587075,,
,118.64785,,
,118.668475,,
,118.68645,,
,118.7052,,
,118.721925,,
,118.74295,,
,118.7614,,
,118.790325,,
,118.80935,,
,118.831525,,
,118.85155,,
,118.8763,,
,118.905875,,
,118.926125,,
,118.953075,,
,118.991325,,
,119.0277,,
,119.074175,,
,119.094275,,
,119.1308,,
,119.140525,,
,119.16145,,
,119.172675,,
,119.184175,,
,119.196225,,
,119.201175,,
,119.2064,,
,119.2361,,
,119.2498,,
,119.26265,,
,119.290475,,
,119.3461,,
,119.46045,,
,119.49575,,
,119.527575,,
,119.560175,,
,119.587625,,
,119.630225,,
,119.648825,,
,119.662125,,
,119.674575,,
,119.685125,,
,119.710675,,
,119.730725,,
,119.77585,,
,119.79875,,
,119.8313,,
,119.856075,,
,119.865325,,
,119.911,,
,119.947325,,
,119.956225,,
,119.991425,,
,120.0096,,
,120.021475,,
,120.035675,,
,120.046625,,
,120.0641,,
,120.0765,,
,120.087225,,
,120.108575,,
,120.123775,,
,120.138825,,
,120.1555,,
,120.19385,,
,120.20975,,
,120.22225,,
,120.240475,,
,120.25635,,
,120.275625,,
,120.300725,,
,120.3155,,
,120.334075,,
,120.348875,,
,120.3663,,
,120.38055,,
,120.401975,,
,120.43615,,
,120.45085,,
,120.468975,,
,120.48185,,
,120.5055,,
,120.525975,,
,120.5785,,
,120.6069,,
,120.636,,
,120.66085,,
,120.6803,,
,120.718275,,
,120.735475,,
,120.75535,,
,120.774175,,
,120.7944,,
,120.814,,
,120.85885,,
,120.887575,,
,120.9096,,
,120.93165,,
,120.94045,,
,120.95545,,
,121.025,,
,121.08445,,
,121.11225,,
,121.14955,,
,121.167975,,
,121.187775,,
,121.209325,,
,121.234475,,
,121.271075,,
,121.3036,,
,121.34505,,
,121.38245,,
,121.406775,,
,121.43785,,
,121.4638,,
,121.4835,,
,121.52265,,
,121.542675,,
,121.58025,,
,121.5955,,
,121.612925,,
,121.637975,,
,121.6511,,
,121.680425,,
,121.693475,,
,121.710575,,
,121.725775,,
,121.7434,,
,121.7622,,
,121.778775,,
,121.809725,,
,121.825,,
,121.8528,,
,121.868625,,
,121.883625,,
,121.926575,,
,121.953375,,
,121.980875,,
,122.004125,,
,122.038575,,
,122.070525,,
,122.096575,,
,122.1275,,
,122.142075,,
,122.15735,,
,122.17175,,
,122.182775,,
,122.2094,,
,122.2216,,
,122.2348,,
,122.270925,,
,122.284575,,
,122.297525,,
,122.33005,,
,122.341425,,
,122.3558,,
,122.372,,
,122.3872,,
,122.41305,,
,122.425175,,
,122.4482,,
,122.48035,,
,122.489575,,
,122.51355,,
,122.525275,,
,122.5347,,
,122.555625,,
,122.584825,,
,122.59735,,
,122.615425,,
,122.644625,,
,122.6627,,
,122.68645,,
,122.70575,,
,122.72165,,
,122.738825,,
,122.758275,,
,122.764775,,
,122.7822,,
,122.796375,,
,122.81785,,
,122.84615,,
,122.86385,,
,122.878625,,
,122.895775,,
,122.91415,,
,122.949875,,
,122.96865,,
,123.0097,,
,123.03025,,
,123.053925,,
,123.0779,,
,123.0914,,
,123.107325,,
,123.17115,,
,123.20315,,
,123.245025,,
,123.2811,,
,123.312375,,
,123.3307,,
,123.342675,,
,123.373125,,
,123.39625,,
,123.40805,,
,123.419925,,
,123.494625,,
,123.542725,,
,123.5705,,
,123.605575,,
,123.649275,,
,123.69155,,
,123.724125,,
,123.740775,,
,123.754575,,
,123.7727,,
,123.785425,,
,123.803225,,
,123.82165,,
