SPK_SPKC10a (excited),SPK_SPKC15a (inhibited),SPK_SPKC15b (inhibited),SPK_SPKC15c (inhibited)
,32.275,227.178875,59.712775
,32.28755,227.2956,59.7343
,32.3034,227.39405,59.755075
,32.318075,227.5624,59.782125
,32.3372,227.6712,59.808625
,32.35125,227.83325,59.86435
,32.370675,227.99515,59.89905
,32.3836,228.6404,59.918025
,32.417,228.9842,59.94185
,32.440625,229.033825,59.985175
,32.465875,229.16495,60.0318
,32.4931,229.432975,60.047375
,32.51485,229.5284,60.068525
,32.526375,229.743025,60.081325
,32.55915,230.078225,60.146475
,32.5798,230.4571,60.18005
,32.61535,230.62755,60.208175
,32.6572,230.763,60.22605
,32.67875,230.9049,60.271925
,32.697225,231.32385,60.302025
,32.72115,231.64275,60.3514
,32.7459,231.7441,60.352625
,32.766825,232.27055,60.379575
,32.792275,232.373025,60.386725
,32.822475,232.422825,60.397025
,32.84625,232.83185,60.451675
,32.88465,233.327425,60.468775
,32.89735,233.708675,60.501625
,32.912475,234.175575,60.532075
,32.926325,234.42745,60.537
,32.9349,234.743825,60.563775
,32.942775,234.7974,60.6338
,32.95555,234.875475,60.656125
,32.969075,234.9556,60.689325
,32.98935,235.260775,60.770425
,33.01175,235.284925,60.802675
,33.0305,235.7733,60.825575
,33.0683,235.834375,60.90945
,33.08905,236.367675,60.9347
,33.1142,236.683975,60.969625
,33.14825,237.014675,61.00125
,33.187225,237.4277,61.0629
,33.227375,237.466975,61.0922
,33.2443,237.672725,61.1387
,33.2599,238.698675,61.1752
,33.275,239.795425,61.207475
,33.28855,239.859275,61.375675
,33.3011,240.2047,61.42605
,33.313075,240.476,61.4874
,33.32445,241.361925,61.51775
,33.3422,241.985925,61.585175
,33.35565,242.258775,61.615775
,33.398675,242.421675,61.6531
,33.415925,242.53535,61.687225
,33.43585,243.04505,61.72385
,33.459225,244.817075,61.768325
,33.484,245.504175,61.809825
,33.499375,245.7547,61.871175
,33.52565,245.8414,61.94655
,33.542775,246.222975,62.0035
,33.563525,246.8282,62.0238
,33.5892,247.062675,62.05585
,33.617875,247.474875,62.0787
,33.652675,247.784625,62.102375
,33.6745,247.790975,62.154475
,33.688225,247.815175,62.19075
,33.70035,247.877375,62.276725
,33.7148,247.94495,62.44285
,33.77785,247.9681,62.476825
,33.797275,248.3848,62.531825
,33.81145,248.3892,62.561425
,33.826325,248.6336,62.65195
,33.846075,248.8409,62.6804
,33.8684,249.0254,62.714775
,33.905325,249.4571,62.741025
,33.92985,249.69795,62.911775
,33.953325,250.250775,63.0058
,33.9866,251.1851,63.02945
,34.009675,251.96835,63.115575
,34.0255,253.056625,63.148625
,34.046225,253.073325,63.203925
,34.063425,253.174025,63.256225
,34.081025,253.398975,63.287425
,34.0971,254.1444,63.429675
,34.110575,254.469425,63.48715
,34.12025,254.7297,63.526225
,34.154225,254.915525,63.553875
,34.18245,255.63655,63.5808
,34.21735,255.7028,63.6275
,34.2524,256.623875,63.6593
,34.281875,256.70255,63.687425
,34.317475,257.101375,63.708525
,34.376375,257.63725,63.735825
,34.383775,257.929325,63.783525
,34.396525,258.108225,63.85945
,34.408975,258.128025,63.9094
,34.42235,258.521825,63.9237
,34.4677,258.9209,63.958825
,34.483675,259.991075,64.015425
,34.502025,260.433825,64.04795
,34.519775,260.8481,64.072275
,34.541275,261.03375,64.100525
,34.561825,261.532875,64.14145
,34.573375,261.834875,64.1703
,34.584325,262.038425,64.1784
,34.5963,262.686675,64.30445
,34.616,263.183275,64.3219
,34.627875,263.481825,64.386275
,34.665925,263.705025,64.4171
,34.6948,263.89,64.4322
,34.721475,264.238025,64.4561
,34.76215,264.3972,64.481525
,34.8131,264.938075,64.505725
,34.8439,264.948625,64.5421
,34.884425,265.33815,64.574425
,34.8987,265.74645,64.6077
,34.928975,265.888375,64.660725
,34.941575,266.031475,64.7799
,34.953275,266.7789,64.81985
,34.964275,266.7976,64.84095
,34.988425,266.9009,64.903725
,34.9999,268.023025,64.937425
,35.015825,268.15095,65.034925
,35.0286,268.2562,65.060275
,35.056825,268.4047,65.086025
,35.0916,268.629075,65.11145
,35.1193,269.321225,65.13335
,35.161725,269.3826,65.185475
,35.2182,270.414775,65.21295
,35.244125,270.76455,65.271025
,35.2986,270.854325,65.292825
,35.331375,271.15755,65.316775
,35.36105,271.17195,65.40775
,35.397575,271.24175,65.49975
,35.426175,271.39035,65.55395
,35.438575,272.009925,65.575625
,35.454125,272.48685,65.632775
,35.473175,272.93765,65.6816
,35.488775,273.374975,65.733375
,35.508925,273.456775,65.76645
,35.5228,273.648825,65.778925
,35.542425,274.636425,65.811925
,35.5617,275.378,65.906
,35.583275,275.8279,66.00295
,35.61335,277.077975,66.07835
,35.6413,277.9453,66.105
,35.659475,278.061975,66.136425
,35.67955,278.111925,66.16075
,35.697675,278.1505,66.1789
,35.7183,278.470725,66.202325
,35.725825,278.572,66.212575
,35.755075,279.10055,66.240675
,35.786375,279.159125,66.28505
,35.82965,279.678325,66.361725
,35.872175,280.064175,66.40225
,35.927025,280.219,66.4167
,35.962525,280.44485,66.4728
,35.979325,280.78105,66.497925
,35.99715,280.8991,66.53485
,36.011675,281.0623,66.59805
,36.0299,281.53145,66.619575
,36.0498,281.554125,66.69425
,36.0685,282.250475,66.757625
,36.09115,282.3375,66.816075
,36.114575,283.011125,66.8752
,36.134075,284.184125,67.011175
,36.153775,285.272175,67.053825
,36.171125,285.607075,67.070775
,36.184725,286.27365,67.13175
,36.205625,286.34795,67.15795
,36.23245,286.394725,67.2124
,36.26025,286.690275,67.23745
,36.28125,287.1751,67.262725
,36.3145,287.19845,67.292825
,36.34855,287.271275,67.3219
,36.375975,287.39965,67.386425
,36.40045,287.664325,67.439725
,36.442975,287.8714,67.462325
,36.464325,288.454825,67.530975
,36.4844,289.048425,67.576975
,36.4893,289.059525,67.60665
,36.501,289.134375,67.63725
,36.50305,289.734675,67.660475
,36.51405,291.055,67.684825
,36.525875,291.081825,67.7219
,36.536325,291.367425,67.75365
,36.5564,291.5001,67.870675
,36.573675,292.210375,67.91595
,36.583125,292.28865,67.955575
,36.59585,292.398925,67.97685
,36.608725,292.431625,68.04125
,36.6227,292.481825,68.0619
,36.64455,292.6764,68.101275
,36.658825,293.089725,68.195575
,36.680325,293.53915,68.295275
,36.703175,294.714425,68.324025
,36.72595,294.9872,68.34525
,36.748925,295.036575,68.371
,36.7701,295.07985,68.423175
,36.79925,295.09225,68.459875
,36.81955,295.105925,68.5599
,36.906425,295.148575,68.561625
,36.93685,295.65425,68.587225
,36.956175,296.125125,68.63545
,36.976775,296.126525,68.7204
,36.992275,296.205925,68.751975
,37.019425,297.15615,68.773425
,37.033325,297.37555,68.809675
,37.048125,297.67475,68.834
,37.064875,297.80625,68.893075
,37.077,297.9526,68.961175
,37.096125,298.5077,68.989975
,37.109875,298.69875,69.04045
,37.12515,298.813875,69.077475
,37.14375,298.839475,69.1077
,37.170725,298.956675,69.146975
,37.212725,299.093275,69.173675
,37.230275,299.997375,69.220825
,37.24635,300.099375,69.243475
,37.267175,300.5444,69.269775
,37.288075,300.655675,69.287875
,37.30425,300.91385,69.33795
,37.3211,301.60485,69.3682
,37.357625,302.48495,69.4025
,37.387475,302.4888,69.430325
,37.41675,303.147975,69.4841
,37.43915,303.279,69.513725
,37.45855,303.51225,69.555375
,37.476675,303.593775,69.5772
,37.495425,303.610325,69.641275
,37.514975,304.256975,69.6633
,37.530375,304.413275,69.703075
,37.551475,304.4976,69.753575
,37.5777,304.756875,69.779325
,37.6079,304.988425,69.8882
,37.629525,305.177425,69.921325
,37.661375,305.436925,69.9576
,37.7073,306.014825,70.066625
,37.738225,306.211375,70.105775
,37.797625,306.60705,70.147075
,37.827025,307.0071,70.1714
,37.839225,307.8075,70.222825
,37.8487,,70.27405
,37.86405,,70.33985
,37.889675,,70.494975
,37.902675,,70.5219
,37.923275,,70.5621
,37.9325,,70.57635
,37.94365,,70.58805
,37.9663,,70.613575
,37.977325,,70.646575
,37.98715,,70.664675
,38.004475,,70.726575
,38.018225,,70.7903
,38.032025,,70.8533
,38.0443,,70.88485
,38.0703,,70.94485
,38.0855,,71.0387
,38.1043,,71.08035
,38.12275,,71.188525
,38.145525,,71.244625
,38.167875,,71.290725
,38.202125,,71.3192
,38.2324,,71.3535
,38.27635,,71.413875
,38.3085,,71.45315
,38.325175,,71.489775
,38.33825,,71.52435
,38.35455,,71.5778
,38.36795,,71.61015
,38.385975,,71.712475
,38.420675,,71.75685
,38.434725,,71.82755
,38.451475,,71.855075
,38.47135,,71.87305
,38.491225,,71.939275
,38.50575,,71.963875
,38.520975,,72.0012
,38.53205,,72.03605
,38.56785,,72.061075
,38.58055,,72.21015
,38.612975,,72.276525
,38.6575,,72.3105
,38.666675,,72.375875
,38.6789,,72.403575
,38.696325,,72.428975
,38.7081,,72.482575
,38.7183,,72.546075
,38.7279,,72.578375
,38.7599,,72.63045
,38.78265,,72.665225
,38.790575,,72.6927
,38.8095,,72.763225
,38.838,,72.8437
,38.851425,,72.8744
,38.8879,,72.9557
,38.9178,,72.9882
,38.936725,,73.05705
,38.9532,,73.0983
,38.972425,,73.11955
,38.99385,,73.145675
,39.0148,,73.1863
,39.03865,,73.2278
,39.059825,,73.295875
,39.085425,,73.400525
,39.100875,,73.438775
,39.11925,,73.47165
,39.13735,,73.515725
,39.154125,,73.583625
,39.165925,,73.6295
,39.177875,,73.69285
,39.194425,,73.78015
,39.21015,,73.8257
,39.228075,,73.8397
,39.268425,,73.86775
,39.2852,,73.901825
,39.309375,,73.946375
,39.342125,,73.9809
,39.36995,,74.0087
,39.372825,,74.0393
,39.414,,74.05665
,39.47285,,74.1024
,39.510825,,74.132375
,39.52905,,74.1625
,39.54725,,74.2
,39.56185,,74.23105
,39.573775,,74.2567
,39.5927,,74.335225
,39.595125,,74.4182
,39.6069,,74.473225
,39.61725,,74.48695
,39.644,,74.50585
,39.660825,,74.531975
,39.6747,,74.551325
,39.68865,,74.6168
,39.705575,,74.698675
,39.737375,,74.713425
,39.758725,,74.7423
,39.83635,,74.749625
,39.86385,,74.757125
,39.893925,,74.7762
,39.934625,,74.849525
,39.952575,,74.893475
,39.965,,74.990725
,39.973475,,75.141275
,39.986325,,75.153575
,40.00605,,75.1731
,40.0216,,75.198825
,40.05255,,75.223075
,40.0671,,75.280325
,40.085825,,75.3487
,40.099,,75.4916
,40.115125,,75.5651
,40.1304,,75.591375
,40.142425,,75.636225
,40.167425,,75.6553
,40.184,,75.693175
,40.2084,,75.721525
,40.229925,,75.748925
,40.2553,,75.798025
,40.287,,75.90395
,40.315325,,75.93265
,40.3561,,75.9628
,40.385275,,75.985025
,40.408775,,76.00455
,40.4274,,76.135725
,40.44435,,76.160925
,40.46235,,76.21275
,40.48,,76.23535
,40.499625,,76.258225
,40.514525,,76.29815
,40.531475,,76.312725
,40.55205,,76.38335
,40.5698,,76.41895
,40.5874,,76.42255
,40.6118,,76.525075
,40.629075,,76.6065
,40.693075,,76.738
,40.7252,,76.7547
,40.8076,,76.779825
,40.824625,,76.8065
,40.837525,,76.84555
,40.8518,,76.871625
,40.86235,,76.93365
,40.872475,,76.9664
,40.881725,,76.9944
,40.904425,,77.0307
,40.91575,,77.092975
,40.933725,,77.1285
,40.939975,,77.164825
,40.95025,,77.2563
,40.95845,,77.301875
,40.98895,,77.342625
,41.013775,,77.441675
,41.020825,,77.506125
,41.039475,,77.5322
,41.049575,,77.58815
,41.066875,,77.6273
,41.080375,,77.650875
,41.09635,,77.958575
,41.1087,,77.9889
,41.145025,,78.0601
,41.1693,,78.086975
,41.195525,,78.1054
,41.198,,78.123975
,41.236875,,78.1605
,41.2707,,78.226825
,41.302325,,78.2864
,41.31265,,78.317425
,41.3412,,78.457575
,41.3902,,78.4896
,41.40295,,78.520475
,41.422975,,78.5585
,41.435025,,78.600225
,41.447775,,78.625975
,41.4592,,78.65755
,41.471025,,78.675775
,41.487775,,78.696675
,41.5013,,78.777125
,41.526925,,78.83365
,41.53945,,78.886225
,41.56975,,78.90875
,41.59535,,78.960675
,41.627475,,78.977825
,41.659475,,79.0216
,41.695275,,79.080575
,41.73985,,79.24715
,41.799,,79.268475
,41.837225,,79.29705
,41.86925,,79.390775
,41.8977,,79.420975
,41.9068,,79.444375
,41.91805,,79.463475
,41.9438,,79.4894
,41.95545,,79.506325
,41.966125,,79.516475
,41.989675,,79.543625
,41.99995,,79.57155
,42.008025,,79.63245
,42.02255,,79.696775
,42.05935,,79.70995
,42.07425,,79.763175
,42.086075,,79.801725
,42.100375,,79.833875
,42.11235,,79.945875
,42.1296,,79.973175
,42.152575,,80.0102
,42.173975,,80.0265
,42.189775,,80.0459
,42.226325,,80.0621
,42.2561,,80.127825
,42.274625,,80.152475
,42.291725,,80.176325
,42.359225,,80.207575
,42.41905,,80.2949
,42.4462,,80.397675
,42.48335,,80.50635
,42.532575,,80.5527
,42.560375,,80.5775
,42.576225,,80.6821
,42.59355,,80.742125
,42.60875,,80.88175
,42.6279,,80.9147
,42.674775,,80.94415
,42.6979,,80.98425
,42.7213,,81.00925
,42.736025,,81.0401
,42.766475,,81.05575
,42.799775,,81.114825
,42.8177,,81.128125
,42.840575,,81.178325
,42.86165,,81.235175
,42.897525,,81.3817
,42.9314,,81.406
,42.96325,,81.46955
,43.0035,,81.498325
,43.0547,,81.51575
,43.065225,,81.54665
,43.0902,,81.584225
,43.103025,,81.63975
,43.116125,,81.66845
,43.129375,,81.69945
,43.145175,,81.733425
,43.162675,,81.75445
,43.18475,,81.796325
,43.2202,,81.83165
,43.25505,,81.91
,43.29575,,81.933025
,43.32515,,81.979525
,43.36745,,82.02215
,43.409275,,82.05485
,43.4534,,82.0934
,43.482625,,82.153025
,43.5105,,82.1875
,43.54105,,82.2125
,43.565225,,82.24735
,43.5888,,82.287375
,43.613775,,82.31385
,43.6304,,82.3357
,43.653975,,82.385525
,43.68465,,82.43715
,43.7106,,82.480825
,43.7537,,82.552375
,43.785725,,82.583725
,43.82045,,82.710675
,43.85065,,82.723275
,43.88145,,82.767175
,43.904,,82.8051
,43.9055,,82.8305
,43.919775,,82.874425
,43.93615,,82.9033
,43.95615,,82.92275
,43.97435,,82.99425
,43.99535,,83.035325
,44.021575,,83.078825
,44.0384,,83.1124
,44.06135,,83.136625
,44.08865,,83.229025
,44.109725,,83.281425
,44.128975,,83.3126
,44.142325,,83.36525
,44.15525,,83.41505
,44.157325,,83.437025
,44.172275,,83.489025
,44.1874,,83.506925
,44.20485,,83.55565
,44.2259,,83.6239
,44.2502,,83.65465
,44.29035,,83.720625
,44.32965,,83.81
,44.3509,,83.83785
,44.380975,,83.8536
,44.412525,,83.87385
,44.433925,,83.911775
,44.47165,,83.930025
,44.5311,,84.026425
,44.559275,,84.052325
,44.5883,,84.1366
,44.6199,,84.1947
,44.64175,,84.235075
,44.655625,,84.324025
,44.666125,,84.388925
,44.7399,,84.448175
,44.763625,,84.475775
,44.78175,,84.493725
,44.80635,,84.51525
,44.823125,,84.533775
,44.8453,,84.594825
,44.8629,,84.689675
,44.89125,,84.71475
,44.911125,,84.80695
,44.988325,,84.84885
,45.016925,,84.938825
,45.040425,,85.06005
,45.0611,,85.149175
,45.082425,,85.24225
,45.097525,,85.2717
,45.116,,85.326875
,45.132225,,85.4235
,45.151075,,85.4727
,45.1722,,85.6326
,45.1863,,85.656625
,45.20355,,85.683975
,45.225875,,85.7506
,45.250725,,85.8166
,45.280975,,85.904
,45.301325,,85.94805
,45.33335,,85.988475
,45.362625,,86.02465
,45.428525,,86.041
,45.459575,,86.1087
,45.4907,,86.184375
,45.518575,,86.210025
,45.554725,,86.23885
,45.594925,,86.25025
,45.6237,,86.25515
,45.6426,,86.343575
,45.67205,,86.37715
,45.6856,,86.4443
,45.701375,,86.464
,45.713725,,86.59485
,45.729075,,86.6143
,45.7569,,86.71085
,45.76865,,86.721075
,45.781225,,86.780025
,45.7987,,86.8419
,45.81315,,86.91945
,45.83165,,86.9451
,45.856375,,86.962975
,45.870775,,86.9791
,45.88605,,87.050925
,45.8916,,87.199325
,45.904475,,87.226225
,45.9218,,87.31805
,45.934625,,87.348675
,45.949,,87.37815
,45.96395,,87.4558
,45.9827,,87.49175
,45.996725,,87.549575
,46.015675,,87.57905
,46.03405,,87.631375
,46.05015,,87.66635
,46.069175,,87.747675
,46.109125,,87.7754
,46.130675,,87.806875
,46.157175,,87.82795
,46.1835,,87.85255
,46.2086,,87.87835
,46.23975,,87.902125
,46.2636,,87.928325
,46.308475,,88.000525
,46.3241,,88.034325
,46.3403,,88.095425
,46.35325,,88.136975
,46.370125,,88.16145
,46.382275,,88.220425
,46.402,,88.268375
,46.415075,,88.2847
,46.431375,,88.31325
,46.45025,,88.3371
,46.46505,,88.378875
,46.484175,,88.382
,46.4997,,88.405425
,46.5285,,88.430275
,46.54755,,88.496975
,46.580975,,88.5172
,46.607725,,88.61005
,46.633425,,88.632825
,46.6807,,88.65795
,46.70495,,88.73595
,46.725975,,88.80145
,46.742475,,88.836025
,46.759975,,88.910525
,46.775,,88.98515
,46.791525,,89.02055
,46.804275,,89.0782
,46.81665,,89.10385
,46.8334,,89.129675
,46.8486,,89.2188
,46.882125,,89.301225
,46.8977,,89.332075
,46.9154,,89.3784
,46.943075,,89.402625
,46.9664,,89.415125
,46.991275,,89.439525
,47.016175,,89.46985
,47.04305,,89.496925
,47.08185,,89.518775
,47.09735,,89.52175
,47.11555,,89.566725
,47.131275,,89.607675
,47.153025,,89.771425
,47.17885,,89.8327
,47.18445,,89.85965
,47.202425,,89.900425
,47.22045,,89.9286
,47.24525,,89.9607
,47.26775,,89.994975
,47.2863,,90.0614
,47.3008,,90.098525
,47.321425,,90.130075
,47.336125,,90.15545
,47.357275,,90.251025
,47.372675,,90.42565
,47.39785,,90.4766
,47.41845,,90.54535
,47.4259,,90.5757
,47.435875,,90.60885
,47.46535,,90.7108
,47.491575,,90.745175
,47.516125,,90.7786
,47.547925,,90.820475
,47.58505,,90.8765
,47.6254,,90.898925
,47.668125,,90.91715
,47.679375,,90.941675
,47.6973,,90.965975
,47.710275,,91.0179
,47.720275,,91.0794
,47.734525,,91.203575
,47.74405,,91.2295
,47.774525,,91.255775
,47.793025,,91.28245
,47.81065,,91.322475
,47.838075,,91.400675
,47.888575,,91.4925
,47.916075,,91.524325
,47.94185,,91.5824
,47.9726,,91.65465
,48.0022,,91.683425
,48.040325,,91.699775
,48.0505,,91.727425
,48.06105,,91.820525
,48.07275,,91.914275
,48.0816,,91.972975
,48.0936,,92.014075
,48.103975,,92.097875
,48.1204,,92.13005
,48.1405,,92.1593
,48.16695,,92.22535
,48.186025,,92.29035
,48.2031,,92.33795
,48.217175,,92.393625
,48.231675,,92.41585
,48.2458,,92.468675
,48.248125,,92.504975
,48.264825,,92.57035
,48.2837,,92.621025
,48.329925,,92.8093
,48.356675,,92.867575
,48.379525,,92.906175
,48.402575,,92.9312
,48.422225,,92.947175
,48.4572,,92.979775
,48.4814,,93.01195
,48.506125,,93.041675
,48.53125,,93.1611
,48.5588,,93.25845
,48.5771,,93.312525
,48.59545,,93.3715
,48.60935,,93.40195
,48.6212,,93.445625
,48.650375,,93.475675
,48.671075,,93.495
,48.697775,,93.50665
,48.71635,,93.6083
,48.73565,,93.7255
,48.797225,,93.77175
,48.82495,,93.815925
,48.8457,,93.847175
,48.870725,,93.882525
,48.887825,,93.89015
,48.901525,,93.91345
,48.916425,,93.932775
,48.92745,,93.9665
,48.9418,,93.985775
,48.95295,,94.139225
,48.987425,,94.1795
,49.00845,,94.2323
,49.041875,,94.30775
,49.095,,94.322975
,49.1175,,94.371375
,49.1477,,94.40755
,49.172275,,94.444425
,49.195125,,94.502675
,49.225925,,94.52765
,49.263875,,94.571475
,49.277775,,94.6721
,49.292975,,94.715225
,49.329625,,94.742225
,49.346375,,94.91095
,49.3599,,95.0135
,49.375175,,95.066125
,49.3935,,95.07695
,49.412175,,95.201725
,49.435425,,95.257175
,49.460625,,95.27705
,49.4828,,95.3074
,49.5094,,95.409675
,49.552675,,95.469
,49.5699,,95.539025
,49.586325,,95.55735
,49.602175,,95.589375
,49.6165,,95.62275
,49.637,,95.66195
,49.652675,,95.685775
,49.669125,,95.7169
,49.6905,,95.788675
,49.719275,,95.80435
,49.74875,,95.817275
,49.7754,,95.929
,49.8045,,95.952175
,49.833,,95.99735
,49.870775,,96.0369
,49.923575,,96.067925
,49.9717,,96.137725
,50.01995,,96.168475
,50.056775,,96.2303
,50.0784,,96.416875
,50.09645,,96.5023
,50.1136,,96.536275
,50.129225,,96.5731
,50.1414,,96.617825
,50.15435,,96.65585
,50.1697,,96.688375
,50.18405,,96.72935
,50.223,,96.74765
,50.232925,,96.761775
,50.246825,,96.8048
,50.259425,,96.822375
,50.27305,,96.8365
,50.284,,96.8481
,50.294425,,96.94185
,50.309925,,96.9819
,50.32405,,97.0499
,50.339125,,97.091175
,50.36085,,97.137075
,50.38045,,97.16
,50.399175,,97.20005
,50.4285,,97.24175
,50.448675,,97.296675
,50.4728,,97.326675
,50.50905,,97.36585
,50.525375,,97.439225
,50.5439,,97.464825
,50.56765,,97.4925
,50.59435,,97.529425
,50.607,,97.56015
,50.6225,,97.60775
,50.6386,,97.6482
,50.655425,,97.672425
,50.683475,,97.7252
,50.7111,,97.7471
,50.73255,,97.7982
,50.754675,,97.843775
,50.77835,,97.86065
,50.799575,,97.89135
,50.81815,,97.98655
,50.84075,,98.011725
,50.87095,,98.03555
,50.89185,,98.078675
,50.9316,,98.104325
,50.94285,,98.139475
,50.953225,,98.191425
,50.97555,,98.27845
,50.98685,,98.2998
,51.000275,,98.36605
,51.010075,,98.399675
,51.050325,,98.43675
,51.058975,,98.5323
,51.085175,,98.606225
,51.09775,,98.6522
,51.11295,,98.720475
,51.132725,,98.75125
,51.149075,,98.83285
,51.162575,,98.872325
,51.18,,98.8906
,51.198825,,98.9216
,51.2395,,98.9442
,51.257175,,98.977975
,51.2929,,99.000725
,51.310725,,99.02775
,51.33105,,99.0668
,51.3451,,99.170975
,51.375175,,99.230925
,51.39005,,99.287725
,51.4084,,99.31525
,51.427875,,99.345125
,51.452125,,99.386475
,51.473025,,99.404825
,51.51395,,99.4514
,51.55085,,99.480425
,51.5929,,99.51825
,51.63195,,99.550725
,51.652975,,99.584275
,51.6914,,99.676
,51.72005,,99.77495
,51.730575,,99.81335
,51.747725,,99.859025
,51.756625,,99.8888
,51.769225,,99.926025
,51.783275,,99.96385
,51.79645,,100.0858
,51.825175,,100.121225
,51.84385,,100.149275
,51.858475,,100.180425
,51.8721,,100.27905
,51.8904,,100.344225
,51.90765,,100.41115
,51.92505,,100.452325
,51.94555,,100.509275
,51.961975,,100.53285
,51.9896,,100.55945
,52.005375,,100.6152
,52.025675,,100.678725
,52.03625,,100.7013
,52.050125,,100.728325
,52.07665,,100.752175
,52.094125,,100.7788
,52.1068,,100.80165
,52.11795,,100.8548
,52.1281,,100.90645
,52.17295,,100.95125
,52.1982,,100.954675
,52.2258,,100.97435
,52.265975,,101.094825
,52.306075,,101.140925
,52.343525,,101.181175
,52.39145,,101.2406
,52.42285,,101.2707
,52.46695,,101.349725
,52.47755,,101.4523
,52.4902,,101.48555
,52.497725,,101.598025
,52.511925,,101.642075
,52.528225,,101.842975
,52.564825,,101.870475
,52.59915,,101.90795
,52.606925,,101.949325
,52.6434,,102.008025
,52.674875,,102.048575
,52.69715,,102.06415
,52.717125,,102.0958
,52.74685,,102.29345
,52.75805,,102.304975
,52.800825,,102.3529
,52.821275,,102.369625
,52.84605,,102.38705
,52.871125,,102.51765
,52.88445,,102.54305
,52.904025,,102.599475
,52.931825,,102.6566
,52.955625,,102.708175
,52.988875,,102.741
,53.044375,,102.78045
,53.1129,,102.8244
,53.15345,,102.855775
,53.17895,,102.88725
,53.2073,,102.92435
,53.219425,,102.9653
,53.2289,,102.98315
,53.2435,,103.0048
,53.2671,,103.0215
,53.292575,,103.0469
,53.3223,,103.12485
,53.346175,,103.198325
,53.37065,,103.30145
,53.394725,,103.329275
,53.410525,,103.443925
,53.43155,,103.467925
,53.454825,,103.554925
,53.47205,,103.6185
,53.485075,,103.6819
,53.508325,,103.806825
,53.55895,,103.841225
,53.580875,,103.880075
,53.609775,,103.893175
,53.635,,103.921525
,53.65285,,103.994925
,53.671825,,104.0616
,53.6938,,104.0882
,53.707275,,104.166
,53.72335,,104.223975
,53.747775,,104.256975
,53.763475,,104.274
,53.76465,,104.31935
,53.77985,,104.338375
,53.797075,,104.374975
,53.810225,,104.4116
,53.826375,,104.483075
,53.842325,,104.567025
,53.861675,,104.59675
,53.878575,,104.6189
,53.898,,104.658075
,53.914225,,104.774475
,53.9473,,104.80225
,53.981625,,104.848575
,54.029425,,104.910575
,54.066625,,104.93575
,54.11725,,104.970825
,54.155725,,105.00125
,54.191175,,105.02605
,54.20835,,105.053475
,54.2205,,105.072025
,54.235225,,105.085425
,54.25865,,105.19675
,54.26855,,105.2747
,54.278725,,105.300325
,54.294175,,105.331525
,54.32775,,105.366675
,54.344875,,105.433975
,54.36055,,105.465425
,54.37955,,105.493825
,54.395575,,105.523625
,54.408525,,105.569275
,54.4301,,105.596525
,54.456325,,105.625525
,54.490575,,105.68645
,54.517825,,105.71155
,54.536875,,105.76945
,54.563875,,105.86365
,54.5703,,105.94775
,54.6411,,106.0518
,54.681325,,106.087475
,54.7103,,106.113925
,54.73235,,106.1574
,54.748275,,106.18085
,54.7608,,106.219725
,54.775775,,106.2482
,54.7897,,106.308875
,54.804175,,106.3375
,54.836275,,106.358675
,54.85005,,106.386675
,54.869575,,106.49935
,54.892,,106.533075
,54.9083,,106.609275
,54.924775,,106.6635
,54.941975,,106.74415
,54.963875,,106.81565
,54.983,,106.83645
,55.02715,,106.87205
,55.07465,,106.9493
,55.110875,,107.0418
,55.145025,,107.0657
,55.1535,,107.139275
,55.17745,,107.16495
,55.2351,,107.2796
,55.247675,,107.3001
,55.2607,,107.3293
,55.2705,,107.4536
,55.27935,,107.487575
,55.292575,,107.516725
,55.303675,,107.54615
,55.32685,,107.654175
,55.34795,,107.6898
,55.3659,,107.70045
,55.376325,,107.7173
,55.387425,,107.739925
,55.400025,,107.781975
,55.41145,,107.819975
,55.44535,,107.861675
,55.461975,,107.959825
,55.489625,,107.997625
,55.52705,,108.055425
,55.571175,,108.078775
,55.6013,,108.1004
,55.629175,,108.178075
,55.665625,,108.205625
,55.699,,108.239825
,55.7142,,108.328925
,55.726925,,108.359175
,55.750975,,108.39655
,55.766375,,108.431575
,55.777175,,108.457525
,55.8206,,108.4973
,55.836675,,108.526025
,55.859325,,108.540675
,55.88135,,108.586225
,55.900025,,108.832925
,55.931775,,108.864675
,56.001375,,108.905225
,56.111875,,108.981725
,56.166525,,109.0703
,56.19855,,109.1209
,56.247625,,109.15765
,56.2623,,109.256625
,56.2762,,109.322575
,56.310825,,109.377825
,56.333075,,109.411525
,56.35155,,109.47095
,56.366475,,109.592875
,56.3852,,109.6105
,56.40695,,109.6497
,56.432525,,109.682775
,56.4487,,109.720275
,56.4679,,109.77215
,56.484075,,109.8732
,56.511425,,109.8984
,56.584525,,109.926675
,56.6195,,109.9554
,56.660575,,109.998675
,56.67775,,110.1668
,56.7186,,110.30535
,56.768075,,110.37335
,56.78415,,110.44
,56.79695,,110.474175
,56.80795,,110.488575
,56.8223,,110.53705
,56.8344,,110.636825
,56.846425,,110.6864
,56.8594,,110.7612
,56.87365,,110.80695
,56.8828,,110.816325
,56.893275,,111.137075
,56.906675,,111.16175
,56.91915,,111.190925
,56.9301,,111.244075
,56.9419,,111.2831
,56.9541,,111.303825
,56.965575,,111.33255
,56.97655,,111.411475
,56.992775,,111.439825
,57.0042,,111.470525
,57.0434,,111.5314
,57.082025,,111.55755
,57.12855,,111.59445
