SPK_SPKC01a (no effect),SPK_SPKC09a (weak excitation),SPK_SPKC15a (no effect)
,,116.3801
,,116.4156
,,116.447175
,,116.452675
,,116.4808
,,116.511025
,,116.52795
,,116.5472
,,116.592875
,,116.6246
,,116.6379
,,116.651675
,,116.708575
,,116.733225
,,116.773875
,,116.808825
,,116.8445
,,116.87305
,,116.908725
,,116.918025
,,116.964325
,,116.9881
,,117.054975
,,117.083425
,,117.1173
,,117.17265
,,117.19845
,,117.22235
,,117.242825
,,117.266425
,,117.287475
,,117.2991
,,117.320125
,,117.3318
,,117.387075
,,117.4336
,,117.465575
,,117.493375
,,117.499225
,,117.54225
,,117.574125
,,117.604125
,,117.6404
,,117.645825
,,117.65925
,,117.6982
,,117.71795
,,117.759275
,,117.77125
,,117.8015
,,117.824025
,,117.85755
,,117.879275
,,117.930375
,,117.9643
,,117.997325
,,118.0263
,,118.03845
,,118.044
,,118.057675
,,118.080575
,,118.10465
,,118.1284
,,118.138675
,,118.152575
,,118.165425
,,118.1931
,,118.21075
,,118.21585
,,118.231825
,,118.272775
,,118.306975
,,118.318275
,,118.334825
,,118.36425
,,118.38505
,,118.3973
,,118.428075
,,118.458575
,,118.47665
,,118.496075
,,118.516525
,,118.541675
,,118.57055
,,118.59385
,,118.62005
,,118.63945
,,118.6717
,,118.692925
,,118.714625
,,118.738725
,,118.758425
,,118.777175
,,118.809225
,,118.820775
,,118.852775
,,118.892925
,,118.930375
,,118.97275
,,119.01335
,,119.0313
,,119.06905
,,119.087425
,,119.1077
,,119.126975
,,119.1411
,,119.163975
,,119.1714
,,119.211225
,,119.232025
,,119.2624
,,119.270525
,,119.3079
,,119.330775
,,119.3638
,,119.388525
,,119.417825
,,119.444175
,,119.476825
,,119.48885
,,119.528425
,,119.549925
,,119.579475
,,119.600325
,,119.63945
,,119.678325
,,119.717
,,119.7638
,,119.790425
,,119.8124
,,119.818775
,,119.904725
,,119.920525
,,119.9874
,,120.007475
,,120.039725
,,120.06645
,,120.08525
,,120.112025
,,120.160025
,,120.188075
,,120.202725
,,120.2403
,,120.286025
,,120.3066
,,120.351725
,,120.387575
,,120.42385
,,120.483475
,,120.507825
,,120.552125
,,120.5893
,,120.621175
,,120.663475
,,120.694325
,,120.714575
,,120.742375
,,120.76715
,,120.78915
,,120.803475
,,120.832
,,120.859625
,,120.875375
,,120.904575
,,120.9288
,,120.956375
,,121.00275
,,121.061775
,,121.086825
,,121.1054
,,121.160375
,,121.19025
,,121.221125
,,121.256175
,,121.304375
,,121.312475
,,121.359525
,,121.3995
,,121.432625
,,121.454525
,,121.507625
,,121.571075
,,121.599475
,,121.633525
,,121.6578
,,121.680675
,,121.721475
,,121.7569
,,121.7894
,,121.819675
,,121.8487
,,121.8814
,,121.91395
,,121.98885
,,122.01205
,,122.0353
,,122.05965
,,122.098225
,,122.129375
,,122.166525
,,122.193125
,,122.22245
,,122.249875
,,122.2873
,,122.320825
,,122.36405
,,122.395125
,,122.419275
,,122.4318
,,122.460775
,,122.490875
,,122.528975
,,122.568225
,,122.595425
,,122.627575
,,122.66615
,,122.6916
,,122.7194
,,122.752
,,122.776375
,,122.8118
,,122.8596
,,122.8782
,,122.903825
,,122.919525
,,122.953025
,,122.987875
,,123.046225
,,123.077725
,,123.1037
,,123.141975
,,123.1641
,,123.1953
,,123.222275
,,123.24275
,,123.26795
,,123.293525
,,123.307725
,,123.338975
,,123.36085
,,123.391975
,,123.401475
,,123.417375
,,123.443275
,,123.4699
,,123.5213
,,123.55345
,,123.5752
,,123.599
,,123.616625
,,123.642175
,,123.6582
,,123.68545
,,123.726175
,,123.74375
,,123.76265
,,123.792475
,,123.813825
,,123.832575
,,123.871275
,,123.9075
,,123.946475
,,123.97235
,,123.990175
,,124.01075
,,124.036075
,,124.0535
,,124.067675
,,124.10695
,,124.1176
,,124.15305
,,124.181
,,124.20895
,,124.242225
,,124.266975
,,124.2886
,,124.3165
,,124.351625
,,124.365925
,,124.406425
,,124.4244
,,124.456775
,,124.484175
,,124.506675
,,124.523925
,,124.527525
,,124.5584
,,124.5891
,,124.628875
,,124.65795
,,124.708025
,,124.744625
,,124.78475
,,124.8067
,,124.85585
,,124.929125
,,124.944875
,,124.992325
,,125.01825
,,125.029325
,,125.068525
,,125.092775
,,125.103325
,,125.12185
,,125.163275
,,125.19345
,,125.2136
,,125.268675
,,125.283425
,,125.3168
,,125.36745
,,125.41655
,,125.440575
,,125.484725
,,125.512875
,,125.522725
,,125.545425
,,125.566875
,,125.6033
,,125.631275
,,125.67735
,,125.721175
,,125.7595
,,125.796525
,,125.804025
,,125.83675
,,125.85385
,,125.887425
,,125.923825
,,125.944325
,,125.976275
,,125.99705
,,126.021925
,,126.0643
,,126.0999
,,126.12865
,,126.15535
,,126.184725
,,126.223825
,,126.24705
,,126.280175
,,126.301825
,,126.33755
,,126.367575
,,126.410375
,,126.43765
,,126.453725
,,126.49145
,,126.52545
,,126.54995
,,126.59145
,,126.626275
,,126.67605
,,126.70075
,,126.751725
,,126.801175
,,126.826825
,,126.8521
,,126.884725
,,126.90085
,,126.9235
,,126.940075
,,126.9515
,,126.965525
,,126.9811
,,127.001925
,,127.023725
,,127.049825
,,127.0727
,,127.095525
,,127.121075
,,127.125875
,,127.14485
,,127.172125
,,127.20465
,,127.22885
,,127.26475
,,127.293675
,,127.31845
,,127.3472
,,127.3848
,,127.4096
,,127.43085
,,127.46275
,,127.497625
,,127.5345
,,127.57675
,,127.618575
,,127.664425
,,127.6903
,,127.71995
,,127.740725
,,127.761375
,,127.77505
,,127.798575
,,127.811425
,,127.824725
,,127.84245
,,127.880425
,,127.914175
,,127.931175
,,127.97655
,,128.005175
,,128.026525
,,128.056325
,,128.07725
,,128.098675
,,128.12745
,,128.138975
,,128.165125
,,128.184875
,,128.2059
,,128.23185
,,128.2697
,,128.3078
,,128.3379
,,128.37155
,,128.39735
,,128.42365
,,128.4708
,,128.4818
,,128.5063
,,128.534525
,,128.560125
,,128.577125
,,128.6175
,,128.65
,,128.674425
,,128.711825
,,128.768775
,,128.797075
,,128.82995
,,128.865675
,,128.88645
,,128.932
,,128.971425
,,128.974825
,,129.0087
,,129.025675
,,129.04205
,,129.065675
,,129.0859
,,129.10655
,,129.127375
,,129.13635
,,129.154425
,,129.16605
,,129.20105
,,129.2181
,,129.231
,,129.261725
,,129.27465
,,129.303475
,,129.327425
,,129.34905
,,129.354675
,,129.372975
,,129.40615
,,129.41555
,,129.434275
,,129.466925
,,129.481575
,,129.509925
,,129.55215
,,129.566975
,,129.59925
,,129.62605
,,129.651525
,,129.685025
,,129.741225
,,129.7729
,,129.796375
,,129.827925
,,129.871625
,,129.89415
,,129.920825
,,129.95675
,,129.995925
,,130.056625
,,130.100125
,,130.12105
,,130.1511
,,130.19805
,,130.213325
,,130.245825
,,130.3101
,,130.360175
,,130.40795
,,130.420575
,,130.439375
,,130.467225
,,130.491275
,,130.5125
,,130.529625
,,130.5565
,,130.570325
,,130.58375
,,130.63965
,,130.676175
,,130.697975
,,130.7481
,,130.7751
,,130.82575
,,130.873075
,,130.910125
,,130.936225
,,130.9671
,,131.00165
,,131.0222
,,131.056225
,,131.082175
,,131.102675
,,131.12195
,,131.14925
,,131.176
,,131.2231
,,131.263925
,,131.297275
,,131.338075
,,131.352975
,,131.3803
,,131.4058
,,131.42145
,,131.4375
,,131.480475
,,131.498125
,,131.5183
,,131.542625
,,131.57255
,,131.5932
,,131.62775
,,131.651175
,,131.68655
,,131.72175
,,131.7608
,,131.7788
,,131.8013
,,131.8344
,,131.850025
,,131.8555
,,131.878
,,131.93145
,,131.95305
,,131.9685
,,132.0011
,,132.036875
,,132.0909
,,132.120325
,,132.1577
,,132.177125
,,132.210125
,,132.23205
,,132.242275
,,132.25005
,,132.270825
,,132.30055
,,132.343325
,,132.357925
,,132.382375
,,132.401025
,,132.43455
,,132.458775
,,132.493925
,,132.528675
,,132.558575
,,132.59375
,,132.6151
,,132.642375
,,132.65535
,,132.673525
,,132.68655
,,132.73685
,,132.755375
,,132.78435
,,132.8028
,,132.823675
,,132.860275
,,132.882075
,,132.899275
,,132.94745
,,132.977525
,,133.001075
,,133.035875
,,133.060925
,,133.066075
,,133.088675
,,133.1181
,,133.164525
,,133.1955
,,133.221175
,,133.246725
,,133.25255
,,133.284675
,,133.323575
,,133.351375
,,133.3951
,,133.424425
,,133.4495
,,133.456275
,,133.48905
,,133.529575
,,133.54565
,,133.5788
,,133.603475
,,133.637975
,,133.681475
,,133.717625
,,133.7421
,,133.771075
,,133.79055
,,133.809325
,,133.8285
,,133.854125
,,133.8568
,,133.89025
,,133.922325
,,133.9606
,,133.9927
,,134.0014
,,134.041725
,,134.071925
,,134.129675
,,134.1753
,,134.20035
,,134.218975
,,134.254425
,,134.270725
,,134.283975
,,134.301975
,,134.332425
,,134.343425
,,134.39395
,,134.417
,,134.450825
,,134.473375
,,134.50915
,,134.54355
,,134.554025
,,134.58575
,,134.601725
,,134.639725
,,134.653975
,,134.672675
,,134.703025
,,134.71855
,,134.72985
,,134.7501
,,134.77305
,,134.779675
,,134.806975
,,134.823975
,,134.8463
,,134.857125
,,134.89045
,,134.910075
,,134.936475
,,134.95585
,,134.9659
,,134.98335
,,135.00495
,,135.020375
,,135.0495
,,135.0605
,,135.089725
,,135.1054
,,135.1472
,,135.17665
,,135.19505
,,135.22095
,,135.24465
,,135.270425
,,135.292475
,,135.315675
,,135.330775
,,135.35415
,,135.374675
,,135.383375
,,135.40425
,,135.427175
,,135.455
,,135.485125
,,135.504075
,,135.509975
,,135.5357
,,135.570075
,,135.58185
,,135.61035
,,135.6414
,,135.65765
,,135.70095
,,135.726675
,,135.7476
,,135.7711
,,135.79585
,,135.80795
,,135.846325
,,135.867025
,,135.8974
,,135.9291
,,135.969225
,,135.987125
,,136.01065
,,136.034975
,,136.055625
,,136.07785
,,136.099575
,,136.11045
,,136.124475
,,136.139275
,,136.175175
,,136.199275
,,136.214825
,,136.245125
,,136.2561
,,136.28005
,,136.3017
,,136.317675
,,136.354675
,,136.3778
,,136.384075
,,136.428575
,,136.4511
,,136.467925
,,136.49365
,,136.529475
,,136.5608
,,136.56725
,,136.584025
,,136.594075
,,136.635825
,,136.665925
,,136.681275
,,136.704875
,,136.718825
,,136.73415
,,136.74845
,,136.771475
,,136.777675
,,136.798675
,,136.829725
,,136.835
,,136.860725
,,136.8766
,,136.897625
,,136.913125
,,136.92935
,,136.955725
,,136.971375
,,136.981225
,,137.00915
,,137.036625
,,137.05285
,,137.0657
,,137.080225
,,137.115475
,,137.12915
,,137.143875
,,137.16065
,,137.18745
,,137.2
,,137.22025
,,137.2288
,,137.25415
,,137.27115
,,137.29555
,,137.3309
,,137.342275
,,137.371825
,,137.393575
,,137.4141
,,137.422325
,,137.4527
,,137.4704
,,137.488325
,,137.511375
,,137.550975
,,137.5736
,,137.6033
,,137.625325
,,137.6415
,,137.67175
,,137.68815
,,137.705575
,,137.72075
,,137.73285
,,137.745125
,,137.767775
,,137.780175
,,137.7901
,,137.802575
,,137.8246
,,137.8312
,,137.859625
,,137.880275
,,137.89645
,,137.91735
,,137.95155
,,137.9706
,,137.988775
,,138.015625
,,138.037225
,,138.05625
,,138.099325
,,138.1188
,,138.159725
,,138.1677
,,138.212825
,,138.229675
,,138.26095
,,138.293525
,,138.3185
,,138.361625
,,138.394225
,,138.4094
,,138.4305
,,138.45935
,,138.477275
,,138.500675
,,138.53345
,,138.55365
,,138.583075
,,138.596875
,,138.613
,,138.640075
,,138.65665
,,138.677375
,,138.6907
,,138.70645
,,138.7203
,,138.7383
,,138.762425
,,138.77685
,,138.8125
,,138.83865
,,138.853825
,,138.874625
,,138.910125
,,138.9266
,,138.94585
,,138.9706
,,138.993625
,,139.010375
,,139.0305
,,139.042075
,,139.061875
,,139.082125
,,139.11795
,,139.13765
,,139.157525
,,139.1737
,,139.181025
,,139.2095
,,139.238675
,,139.270125
,,139.301075
,,139.32745
,,139.347275
,,139.3598
,,139.371425
,,139.3761
,,139.40775
,,139.430275
,,139.45175
,,139.4694
,,139.500175
,,139.52905
,,139.563575
,,139.603875
,,139.640175
,,139.66895
,,139.688125
,,139.709475
,,139.7367
,,139.767925
,,139.8017
,,139.8314
,,139.845925
,,139.87735
,,139.911575
,,139.9232
,,139.95255
,,139.9821
,,140.0014
,,140.03035
,,140.080475
,,140.108375
,,140.1285
,,140.14005
,,140.17025
,,140.20175
,,140.218625
,,140.23705
,,140.2748
,,140.321475
,,140.339725
,,140.3673
,,140.394975
,,140.412775
,,140.4335
,,140.457275
,,140.4806
,,140.492775
,,140.507875
,,140.5282
,,140.5456
,,140.564825
,,140.60295
,,140.619225
,,140.6444
,,140.668325
,,140.697375
,,140.72195
,,140.742525
,,140.760325
,,140.80685
,,140.827075
,,140.84675
,,140.868725
,,140.905125
,,140.9295
,,140.961925
,,140.9839
,,140.990825
,,141.031425
,,141.07315
,,141.103775
,,141.14475
,,141.169425
,,141.192675
,,141.23195
,,141.2456
,,141.273075
,,141.2929
,,141.316275
,,141.35115
,,141.370775
,,141.400375
,,141.416675
,,141.455875
,,141.4927
,,141.535625
,,141.559825
,,141.57435
,,141.603025
,,141.6252
,,141.638
,,141.673
,,141.70625
,,141.73035
,,141.73815
,,141.78075
,,141.80145
,,141.837575
,,141.863825
,,141.887775
,,141.914975
,,141.9578
,,141.9919
,,142.0144
,,142.0207
,,142.039
,,142.07535
,,142.09685
,,142.1192
,,142.15235
,,142.165525
,,142.181575
,,142.20345
,,142.213375
,,142.255075
,,142.285425
,,142.306075
,,142.34965
,,142.39205
,,142.430825
,,142.469025
,,142.50295
,,142.54295
,,142.556175
,,142.570275
,,142.5919
,,142.6328
,,142.6567
,,142.6776
,,142.7124
,,142.748175
,,142.7852
,,142.82515
,,142.849275
,,142.8752
,,142.917025
,,142.941325
,,142.97925
,,143.0149
,,143.0546
,,143.0722
,,143.110225
,,143.130725
,,143.16095
,,143.188975
,,143.196025
,,143.2294
,,143.2537
,,143.29645
,,143.33725
,,143.37205
,,143.4075
,,143.43455
,,143.47955
,,143.4921
,,143.545175
,,143.5592
,,143.585975
,,143.608425
,,143.61665
,,143.6547
,,143.67995
,,143.6827
,,143.73415
,,143.764275
,,143.80765
,,143.856475
,,143.895975
,,143.91615
,,143.9203
,,143.956925
,,143.96585
,,143.98995
,,144.007025
,,144.02705
,,144.03735
,,144.076375
,,144.100675
,,144.116875
,,144.17375
,,144.202725
,,144.230675
,,144.2543
,,144.3147
,,144.3408
,,144.38405
,,144.3924
,,144.4331
,,144.44845
,,144.472475
,,144.5122
,,144.5425
,,144.567325
,,144.618425
,,144.6424
,,144.661275
,,144.71055
,,144.736825
,,144.781975
,,144.803175
,,144.8296
,,144.865325
,,144.876775
,,144.92735
,,144.942625
,,144.963225
,,145.00515
,,145.037075
,,145.090775
,,145.1312
,,145.13805
,,145.1674
,,145.18705
,,145.199025
,,145.229425
,,145.268975
,,145.293125
,,145.325975
,,145.345425
,,145.39745
,,145.422575
,,145.4505
,,145.46485
,,145.5096
,,145.539
,,145.551825
,,145.567625
,,145.590175
,,145.638225
,,145.669875
,,145.697
,,145.73715
,,145.774775
,,145.8105
,,145.8438
,,145.900775
,,145.9448
,,146.022
,,146.063175
,,146.087175
,,146.106025
,,146.147225
,,146.1855
,,146.23685
,,146.2845
,,146.351875
,,146.3654
,,146.41915
,,146.47305
,,146.499825
,,146.52365
,,146.56985
,,146.594175
,,146.6163
,,146.64135
,,146.659925
,,146.686275
,,146.7032
,,146.738075
,,146.7642
,,146.7952
,,146.82995
,,146.848525
,,146.87945
,,146.9082
,,146.953125
,,146.99965
,,147.028825
,,147.055225
,,147.07635
,,147.106725
,,147.130375
,,147.1844
,,147.232725
,,147.264425
,,147.323575
,,147.342875
,,147.3801
,,147.422225
,,147.458325
,,147.4939
,,147.527025
,,147.573525
,,147.619225
,,147.64225
,,147.66185
,,147.717
,,147.74135
,,147.76675
,,147.797625
,,147.8262
,,147.85615
,,147.879775
,,147.9127
,,147.9716
,,148.0155
,,148.039875
,,148.067875
,,148.104425
,,148.136075
,,148.2015
,,148.22215
,,148.27295
,,148.300375
,,148.343525
,,148.396775
,,148.43645
,,148.462425
,,148.484875
,,148.511375
,,148.540075
,,148.600675
,,148.6246
,,148.6511
,,148.70105
,,148.73645
,,148.787625
,,148.813575
,,148.847975
,,148.8943
,,148.93685
,,148.971425
,,148.994725
,,149.011375
,,149.0419
,,149.074375
,,149.1103
,,149.12885
,,149.14775
,,149.208125
,,149.24735
,,149.289725
,,149.309025
,,149.33825
,,149.355725
,,149.36175
,,149.405325
,,149.431175
,,149.453825
,,149.491725
,,149.516225
,,149.54355
,,149.57565
,,149.60475
,,149.624625
,,149.64285
,,149.6708
,,149.68915
,,149.714275
,,149.743175
,,149.766925
,,149.77825
,,149.796475
,,149.815925
,,149.851325
,,149.861325
,,149.92595
,,149.940225
,,149.9537
,,149.9801
,,149.997875
,,150.021425
,,150.03855
,,150.053
,,150.0865
,,150.0967
,,150.12125
,,150.157475
,,150.168175
,,150.197525
,,150.244275
,,150.286925
,,150.323575
,,150.35385
,,150.374425
,,150.386775
,,150.428625
,,150.458075
,,150.468925
,,150.49945
,,150.521975
,,150.53805
,,150.57645
,,150.622375
,,150.652575
,,150.66855
,,150.7037
,,150.741425
,,150.76265
,,150.77705
,,150.8035
,,150.83
,,150.85715
,,150.897525
,,150.93965
,,150.971125
,,151.0172
,,151.049375
,,151.086875
,,151.12415
,,151.133
,,151.160425
,,151.19925
,,151.2141
,,151.234975
,,151.260725
,,151.30195
,,151.338075
,,151.354125
,,151.387575
,,151.419825
,,151.4619
,,151.488125
,,151.52205
,,151.5392
,,151.57125
,,151.592525
,,151.6311
,,151.67055
,,151.7195
,,151.747375
,,151.77535
,,151.8072
,,151.837375
,,151.8835
,,151.9242
,,151.95425
,,151.97535
,,151.99675
,,152.026175
,,152.05525
,,152.11145
,,152.1469
,,152.1778
,,152.208375
,,152.255075
,,152.29925
,,152.330825
,,152.3678
,,152.404425
,,152.43085
,,152.4502
,,152.489625
,,152.519875
,,152.562325
,,152.59955
,,152.633225
,,152.648025
,,152.713825
,,152.732875
,,152.7475
,,152.774175
,,152.8042
,,152.839625
,,152.88785
,,152.926325
,,152.961175
,,153.001525
,,153.027775
,,153.061775
,,153.0968
,,153.1578
,,153.183875
,,153.19425
,,153.225725
,,153.245425
,,153.2861
,,153.34
,,153.366525
,,153.417725
,,153.462525
,,153.51405
,,153.5424
,,153.569825
,,153.58525
,,153.633625
,,153.70675
,,153.723725
,,153.754125
,,153.80465
,,153.86955
,,153.892925
,,153.91665
,,153.926275
,,153.97965
,,153.9926
,,154.028675
,,154.0699
,,154.11675
,,154.194125
,,154.257475
,,154.2952
,,154.355525
,,154.368225
,,154.41095
,,154.4379
,,154.4758
,,154.52325
,,154.5711
,,154.59705
,,154.6193
,,154.65205
,,154.68125
,,154.72195
,,154.7478
,,154.78485
,,154.8075
,,154.820175
,,154.838525
,,154.872325
,,154.8941
,,154.9083
,,154.927725
,,154.9533
,,154.990875
,,155.0309
,,155.064675
,,155.1011
,,155.110825
,,155.1213
,,155.143825
,,155.17375
,,155.1938
,,155.207
,,155.22025
,,155.243225
,,155.248325
,,155.27975
,,155.28725
,,155.325425
,,155.343325
,,155.37905
,,155.412675
,,155.43435
,,155.463275
,,155.466075
,,155.492775
,,155.5129
,,155.5182
,,155.55085
,,155.56965
,,155.586125
,,155.6173
,,155.625225
,,155.6589
,,155.674475
,,155.7075
,,155.736475
,,155.74585
,,155.78005
,,155.82485
,,155.8456
,,155.872875
,,155.909175
,,155.931675
,,155.9625
,,155.98605
,,156.011275
,,156.023475
,,156.041075
,,156.070075
,,156.082975
,,156.10055
,,156.147425
,,156.189575
,,156.23015
,,156.265725
,,156.283175
,,156.335525
,,156.358375
,,156.36955
,,156.39475
,,156.410475
,,156.43535
,,156.46385
,,156.48625
,,156.495275
,,156.515
,,156.536775
,,156.556325
,,156.59875
,,156.623875
,,156.66015
,,156.711125
,,156.727725
,,156.758225
,,156.777375
,,156.78875
,,156.82
,,156.841025
,,156.8639
,,156.8871
,,156.908275
,,156.93005
,,156.976825
,,157.018175
,,157.06465
,,157.101475
,,157.1251
,,157.144675
,,157.15445
,,157.1783
,,157.206675
,,157.22305
,,157.239825
,,157.258675
,,157.26845
,,157.29295
,,157.3257
,,157.3543
,,157.387525
,,157.42545
,,157.45675
,,157.4949
,,157.5271
,,157.5826
,,157.608725
,,157.63015
,,157.647075
,,157.6796
,,157.704825
,,157.7252
,,157.73355
,,157.749625
,,157.774125
,,157.80635
,,157.823625
,,157.8581
,,157.888725
,,157.920075
,,157.95045
,,157.9773
,,157.9906
,,158.00285
,,158.03495
,,158.072625
,,158.108075
,,158.119225
,,158.14475
,,158.161175
,,158.188975
,,158.212575
,,158.24525
,,158.25595
,,158.2701
,,158.29055
,,158.325975
,,158.34645
,,158.36295
,,158.38955
,,158.412725
,,158.433075
,,158.46355
,,158.48635
,,158.5241
,,158.578275
,,158.6088
,,158.655925
,,158.69435
,,158.71155
,,158.735425
,,158.757625
,,158.783375
,,158.840425
,,158.858725
,,158.882025
,,158.9293
,,158.945825
,,158.9721
,,158.99355
,,159.016175
,,159.0398
,,159.074075
,,159.087025
,,159.102675
,,159.1087
,,159.142875
,,159.178
,,159.2086
,,159.240375
,,159.270525
,,159.2904
,,159.307275
,,159.326975
,,159.3464
,,159.378875
,,159.396
,,159.410425
,,159.448025
,,159.4826
,,159.515275
,,159.531875
,,159.5656
,,159.61785
,,159.646025
,,159.661825
,,159.68315
,,159.70855
,,159.7237
,,159.745625
,,159.769975
,,159.77855
,,159.82085
,,159.84365
,,159.872275
,,159.895525
,,159.912025
,,159.93705
,,159.9705
,,159.9862
,,160.023775
,,160.046825
,,160.0762
,,160.10385
,,160.115825
,,160.151675
,,160.171275
,,160.20005
,,160.22185
,,160.23465
,,160.257975
,,160.271475
,,160.3044
,,160.3346
,,160.356225
,,160.3751
,,160.38595
,,160.40805
,,160.4354
,,160.470175
,,160.50485
,,160.5418
,,160.568025
,,160.5853
,,160.6161
,,160.64355
,,160.65885
,,160.67805
,,160.7064
,,160.7275
,,160.7467
,,160.765475
,,160.78775
,,160.815075
,,160.861625
,,160.9136
,,160.9335
,,160.97665
,,160.99235
,,161.0369
,,161.089975
,,161.102475
,,161.143825
,,161.16965
,,161.195475
,,161.234525
,,161.274675
,,161.30325
,,161.32275
,,161.34295
,,161.396375
,,161.4102
,,161.427575
,,161.457025
,,161.4843
,,161.500425
,,161.517625
,,161.5503
,,161.5645
,,161.5989
,,161.614825
,,161.6529
,,161.70835
,,161.717875
,,161.7679
,,161.821125
,,161.836175
,,161.856125
,,161.900225
,,161.9446
,,161.9899
,,162.017625
,,162.031425
,,162.0621
,,162.084025
,,162.1144
,,162.1483
,,162.18695
,,162.202175
,,162.221925
,,162.2288
,,162.2951
,,162.319525
,,162.360375
,,162.38335
,,162.425625
,,162.4634
,,162.496525
,,162.5409
,,162.586275
,,162.5992
,,162.64595
,,162.681525
,,162.715775
,,162.733025
,,162.78855
,,162.81525
,,162.843175
,,162.887325
,,162.92215
,,162.965625
,,163.01825
,,163.054925
,,163.101775
,,163.140575
,,163.15655
,,163.1717
,,163.19755
,,163.232775
,,163.256325
,,163.26495
,,163.332875
,,163.3552
,,163.409875
,,163.426575
,,163.4414
,,163.484875
,,163.513875
,,163.552775
,,163.583525
,,163.62555
,,163.65275
,,163.679925
,,163.703575
,,163.724225
,,163.74205
,,163.76775
,,163.808475
,,163.860725
,,163.8958
,,163.942625
,,163.98155
,,164.026075
,,164.06175
,,164.071475
,,164.116725
,,164.1562
,,164.1945
,,164.229975
,,164.260925
,,164.2688
,,164.330025
,,164.373725
,,164.4263
,,164.4546
,,164.4866
,,164.5288
,,164.5613
,,164.577625
,,164.609
,,164.6305
,,164.682975
,,164.71605
,,164.739775
,,164.75915
,,164.8149
,,164.846125
,,164.8772
,,164.943
,,164.9696
,,165.012525
,,165.03405
,,165.0568
,,165.118875
,,165.1617
,,165.1831
,,165.2337
,,165.2837
,,165.32615
,,165.35715
,,165.3963
,,165.405
,,165.438775
,,165.4734
,,165.51755
,,165.55405
,,165.588425
,,165.623625
,,165.67295
,,165.6998
,,165.732725
,,165.755625
,,165.7717
,,165.80355
,,165.8213
,,165.83955
,,165.866
,,165.8815
,,165.902425
,,165.908025
,,165.940425
,,165.963175
,,165.9868
,,165.99735
,,166.0214
,,166.04595
,,166.08105
,,166.101675
,,166.116675
,,166.14935
,,166.18175
,,166.205475
,,166.24425
,,166.265325
,,166.296825
,,166.3175
,,166.330975
,,166.370925
,,166.38195
,,166.406375
,,166.431075
,,166.4382
,,166.467275
,,166.49785
,,166.52325
,,166.548
,,166.595125
,,166.626725
,,166.6503
,,166.67865
,,166.68425
,,166.7137
,,166.735875
,,166.759625
,,166.7746
,,166.806
,,166.83215
,,166.850375
,,166.89145
,,166.9227
,,166.95095
,,166.98775
,,167.02415
,,167.038325
,,167.0763
,,167.11325
,,167.12925
,,167.150375
,,167.18445
,,167.214975
,,167.2378
,,167.2791
,,167.309025
,,167.34555
,,167.3584
,,167.38335
,,167.3933
,,167.4017
,,167.435575
,,167.457
,,167.46965
,,167.502825
,,167.51905
,,167.5241
,,167.5454
,,167.572125
,,167.607875
,,167.625375
,,167.65545
,,167.698475
,,167.737575
,,167.752025
,,167.770325
,,167.789675
,,167.81185
,,167.839825
,,167.86375
,,167.907425
,,167.949475
,,167.97475
,,168.0005
,,168.03995
,,168.0911
,,168.118475
,,168.146
,,168.1743
,,168.20485
,,168.24215
,,168.282925
,,168.298375
,,168.335325
,,168.373725
,,168.41705
,,168.471075
,,168.529975
,,168.5574
,,168.579575
,,168.60155
,,168.611425
,,168.6334
,,168.654925
,,168.6898
,,168.72005
,,168.747275
,,168.8015
,,168.8454
,,168.89225
,,168.9211
,,168.94435
,,168.987275
,,169.023725
,,169.0419
,,169.1008
,,169.1293
,,169.149925
,,169.17415
,,169.191775
,,169.213475
,,169.2483
,,169.265825
,,169.2878
,,169.3352
,,169.35735
,,169.39265
,,169.423225
,,169.427725
,,169.453775
,,169.461125
,,169.477275
,,169.511025
,,169.5331
,,169.5518
,,169.57375
,,169.594775
,,169.64145
,,169.674
,,169.711925
,,169.756375
,,169.78265
,,169.798075
,,169.82655
,,169.846625
,,169.8755
,,169.8999
,,169.919475
,,169.924875
,,169.952625
,,169.972425
,,170.00785
,,170.040625
,,170.072675
,,170.094775
,,170.111325
,,170.143225
,,170.179475
,,170.211525
,,170.24355
,,170.257825
,,170.2831
,,170.315225
,,170.351425
,,170.3779
,,170.4013
,,170.429675
,,170.4504
,,170.46345
,,170.499025
,,170.530025
,,170.54815
,,170.562125
,,170.593675
,,170.603225
,,170.632825
,,170.6531
,,170.677775
,,170.7092
,,170.7404
,,170.772325
,,170.81275
,,170.83255
,,170.855875
,,170.885475
,,170.9369
,,170.969875
,,170.99205
,,171.066325
,,171.0981
,,171.11865
,,171.161275
,,171.200175
,,171.23035
,,171.276125
,,171.331325
,,171.367575
,,171.390125
,,171.445625
,,171.4557
,,171.493775
,,171.534275
,,171.559925
,,171.624
,,171.65765
,,171.700475
,,171.753675
,,171.8165
,,171.822025
,,171.899475
,,171.943775
,,171.9791
,,172.0362
,,172.079975
,,172.1076
,,172.125275
,,172.1742
,,172.200175
,,172.2433
,,172.27725
,,172.323175
,,172.3836
,,172.4323
,,172.4736
,,172.504125
,,172.53715
,,172.564475
,,172.580575
,,172.588
,,172.62365
,,172.652725
,,172.703625
,,172.718225
,,172.760075
,,172.8089
,,172.8572
,,172.8966
,,172.921625
,,172.93515
,,172.97835
,,172.991575
,,172.9999
,,173.030775
,,173.05615
,,173.089
,,173.09885
,,173.1238
