SPK_SPKC01a (no effect),SPK_SPKC09a (weak excitation),SPK_SPKC15a (no effect)
280.78435,73.697175,29.4165
280.81555,73.730125,29.48425
280.85855,73.859125,29.528475
280.905675,73.89265,29.557375
280.941575,73.924125,29.614125
281.0074,73.94545,29.655775
281.0488,74.02885,29.70965
281.099,74.101125,29.73525
281.143625,74.29355,29.763775
281.1951,74.476275,29.795575
281.2344,74.581675,29.8363
281.2983,74.659975,29.856925
281.40375,74.77415,29.90315
281.482475,74.80855,29.9604
281.5199,74.928725,29.976175
281.56575,74.95375,30.007775
281.6052,75.0706,30.0347
281.652175,75.1038,30.063425
281.713075,75.189725,30.093525
281.78765,75.220375,30.121325
281.879125,75.26575,30.190375
281.95625,75.29545,30.211
282.0407,75.33705,30.2666
282.0852,75.41535,30.3122
282.19135,75.47675,30.3391
282.74415,75.54815,30.370225
282.871625,75.5846,30.3882
282.933725,75.61355,30.4201
282.976125,75.714475,30.456275
283.043525,75.782625,30.5027
283.1517,75.89935,30.52195
283.19815,76.049475,30.5439
283.311425,76.197275,30.562775
283.390525,76.269575,30.569625
283.468725,76.304775,30.605275
283.49635,76.3338,30.608225
283.582125,76.36315,30.636275
283.684325,76.39355,30.65915
283.717975,76.5022,30.683
283.86385,76.5347,30.718175
283.975425,76.666275,30.74705
284.05795,76.734575,30.7587
284.122525,76.765325,30.788175
284.24095,76.872625,30.8223
284.769225,76.904075,30.846425
284.8006,76.9845,30.8799
284.849425,77.1504,30.9182
285.01945,77.351425,30.951725
285.059125,77.487875,30.9808
285.114375,77.5125,31.005975
285.1526,77.5721,31.0387
285.269475,77.659925,31.0783
285.408575,77.71415,31.084925
285.534975,77.862525,31.094925
285.597575,77.982025,31.118825
286.206175,78.112775,31.154175
286.3275,78.159175,31.200425
286.840175,78.272275,31.250425
286.85945,78.328675,31.280375
286.9437,78.414275,31.32095
287.07235,78.54385,31.327825
287.270275,78.767075,31.3659
287.38305,78.854575,31.396625
287.47775,78.887175,31.421225
287.526575,78.9528,31.44365
287.594025,79.080275,31.480575
287.780625,79.1225,31.508525
287.921225,79.190475,31.52905
287.987,79.34125,31.555925
288.097125,79.47085,31.6054
288.14645,79.535825,31.64075
288.21735,79.607575,31.674275
288.3131,79.642525,31.693675
288.3893,79.703525,31.738625
288.433225,79.768575,31.77405
288.551675,79.9158,31.81805
288.66355,80.00215,31.8489
288.722625,80.0356,31.8915
288.900225,80.065825,31.9154
289.114075,80.1881,31.94755
289.47375,80.2414,31.973875
289.78075,80.351825,32.01405
299.9324,80.397,32.03575
300.799325,80.416725,32.05175
300.97715,80.6183,32.0786
,80.7387,32.10325
,80.87165,32.129
,80.9171,32.172125
,80.997675,32.20745
,81.02405,32.228975
,81.118175,32.25525
,81.160325,32.266
,81.221,32.3222
,81.278725,32.369025
,81.53425,32.390375
,81.59405,32.4401
,81.916575,32.469475
,81.9459,32.482425
,82.096225,32.499175
,82.15315,32.5198
,82.262875,32.55765
,82.31415,32.60425
,82.35515,32.63195
,82.3841,32.653375
,82.412,32.659075
,82.46165,32.69605
,82.48895,32.7148
,82.5618,32.7531
,82.802275,32.781375
,83.034025,32.8008
,83.08865,32.827675
,83.14605,32.86875
,83.29935,32.891175
,83.357775,32.940175
,83.42025,32.98405
,83.446575,33.00735
,83.530175,33.035725
,83.5684,33.05525
,83.67335,33.0852
,83.70995,33.09195
,83.7824,33.11805
,83.828175,33.1233
,83.932575,33.154475
,84.00225,33.17735
,84.047625,33.210725
,84.07845,33.255225
,84.151675,33.301175
,84.19345,33.3269
,84.245475,33.367575
,84.277225,33.407825
,84.30515,33.430625
,84.411925,33.4558
,84.52585,33.51155
,84.65855,33.550475
,84.809325,33.559425
,84.879775,33.5967
,84.9067,33.61125
,84.958175,33.6197
,85.009275,33.633475
,85.1749,33.654425
,85.3707,33.724775
,85.4545,33.775525
,85.60165,33.81275
,85.8007,33.843875
,85.8282,33.866675
,85.949175,33.902475
,86.08975,33.934325
,86.170175,33.983675
,86.27105,34.0317
,86.39765,34.062675
,86.430325,34.117
,86.544975,34.145575
,86.59415,34.1859
,86.6311,34.22555
,86.6753,34.263525
,86.707075,34.2911
,86.788,34.33375
,86.871025,34.36665
,86.907075,34.377925
,86.945075,34.4096
,87.052925,34.4931
,87.142525,34.51535
,87.243775,34.58405
,87.453,34.60665
,87.490475,34.653225
,87.60735,34.688
,87.825375,34.719375
,87.88875,34.766925
,87.9936,34.797675
,88.083475,34.8286
,88.133475,34.847375
,88.15765,34.85095
,88.2926,34.90665
,88.348925,34.910925
,88.38165,34.95295
,88.5162,34.97655
,88.617825,34.992575
,88.72515,35.00045
,88.783725,35.01325
,88.8172,35.056725
,89.0094,35.063075
,89.1495,35.08915
,89.262825,35.111125
,89.2856,35.1619
,89.361475,35.1854
,89.43685,35.207025
,89.4787,35.228025
,89.551,35.247675
,89.577975,35.270275
,89.612275,35.2905
,89.656875,35.3069
,89.755025,35.318775
,89.877625,35.3599
,90.041925,35.3634
,90.075125,35.40245
,90.121625,35.42035
,90.192725,35.465925
,90.254725,35.522675
,90.321625,35.543275
,90.360225,35.5784
,90.44015,35.59735
,90.472875,35.6118
,90.538325,35.61585
,90.5639,35.632925
,90.652925,35.638175
,90.852225,35.666775
,90.941075,35.70195
,91.02235,35.7314
,91.178625,35.764425
,91.22115,35.802525
,91.24925,35.8079
,91.304875,35.86675
,91.338475,35.8781
,91.42875,35.91395
,91.518575,35.961525
,91.628825,35.989875
,91.807175,35.997475
,91.87325,36.023675
,91.93375,36.029075
,91.9851,36.055325
,92.009975,36.0993
,92.056525,36.133325
,92.132775,36.144475
,92.173325,36.170175
,92.2135,36.202125
,92.250275,36.2169
,92.293875,36.24635
,92.33505,36.333275
,92.37735,36.375325
,92.4194,36.394475
,92.485675,36.39835
,92.56445,36.4366
,92.646575,36.442375
,92.777775,36.451375
,92.873975,36.471275
,92.92285,36.5042
,93.013025,36.522875
,93.070425,36.567375
,93.178175,36.598475
,93.281075,36.6347
,93.335975,36.6492
,93.44805,36.659
,93.483575,36.688075
,93.6505,36.7097
,93.686925,36.730975
,93.71145,36.738825
,93.7506,36.76665
,93.790575,36.7833
,93.83945,36.7858
,93.88115,36.84715
,93.910325,36.872725
,93.955625,36.919325
,94.02175,36.950125
,94.28695,36.973025
,94.47325,37.007125
,94.5934,37.0351
,94.641025,37.049025
,94.651875,37.060325
,94.69135,37.075175
,94.728975,37.0932
,94.827175,37.1188
,94.9308,37.14565
,94.960175,37.1649
,94.991525,37.19875
,95.06985,37.21825
,95.168175,37.2452
,95.21105,37.28555
,95.356275,37.321775
,95.392225,37.35455
,95.43155,37.375225
,95.510575,37.408875
,95.585675,37.431675
,95.6976,37.455425
,95.74705,37.4685
,95.7802,37.501575
,95.809675,37.5094
,96.11205,37.51305
,96.155375,37.5456
,96.197,37.574425
,96.27325,37.622925
,96.48075,37.6521
,96.5998,37.6835
,96.64035,37.72145
,96.684775,37.727725
,96.755225,37.77795
,96.8963,37.8001
,96.915525,37.856
,96.98185,37.929475
,97.05395,37.980625
,97.109575,38.037175
,97.1418,38.05065
,97.2115,38.0719
,97.3486,38.098275
,97.391875,38.127625
,97.442675,38.142275
,97.6128,38.1667
,97.6767,38.20315
,97.7621,38.24405
,97.881225,38.2753
,97.917425,38.31885
,98.084975,38.336275
,98.2506,38.356175
,98.344275,38.377525
,98.41455,38.4785
,98.442425,38.51305
,98.5073,38.53665
,98.547925,38.570675
,98.921125,38.60485
,98.949025,38.648325
,98.9768,38.6855
,99.11865,38.72205
,99.164725,38.764125
,99.1909,38.7937
,99.325925,38.82
,99.386625,38.86485
,99.41885,38.8981
,99.445825,38.932475
,99.5988,38.9719
,99.7779,39.01505
,99.8051,39.040125
,99.8516,39.078925
,99.971175,39.115
,100.02265,39.13285
,100.047025,39.164475
,100.080575,39.1936
,100.13935,39.206075
,100.1813,39.236275
,100.259575,39.267825
,100.320625,39.2836
,100.557225,39.31165
,100.744575,39.349575
,100.8312,39.39555
,100.982925,39.423525
,101.06935,39.452625
,101.1268,39.498625
,101.378525,39.537275
,101.701375,39.588175
,101.736925,39.605325
,101.89155,39.627425
,101.95115,39.65705
,101.994675,39.6809
,102.257125,39.700875
,102.373875,39.7306
,102.449375,39.750975
,102.51775,39.78005
,102.595825,39.80925
,102.6557,39.83395
,103.06035,39.85445
,103.11475,39.8817
,103.358,39.91755
,103.531375,39.972375
,103.576075,40.0072
,103.606275,40.023875
,103.698325,40.048675
,103.873675,40.072
,103.952,40.10875
,104.4607,40.1254
,104.546075,40.165725
,104.57495,40.192675
,104.64435,40.2301
,104.71635,40.254325
,104.9486,40.2738
,105.00655,40.3037
,105.19925,40.333075
,105.25755,40.37095
,105.595875,40.390625
,105.74965,40.422375
,105.872375,40.45965
,105.9035,40.5041
,106.05965,40.547075
,106.092225,40.57305
,106.186475,40.578625
,106.3513,40.5973
,106.571075,40.610225
,106.66145,40.6496
,106.7287,40.666375
,106.837875,40.70635
,106.95985,40.717875
,107.0913,40.747375
,107.26145,40.781175
,107.366025,40.790225
,107.483125,40.806425
,107.505175,40.83315
,107.658525,40.85035
,107.7315,40.885075
,107.7744,40.905625
,107.829025,40.938875
,107.94775,40.954325
,107.96565,40.956725
,108.099825,41.013525
,108.19855,41.050325
,108.3879,41.06735
,108.414475,41.104025
,108.44975,41.12185
,108.53905,41.147825
,108.68865,41.15065
,108.7204,41.1589
,109.060875,41.214975
,109.14625,41.2685
,109.393075,41.27475
,109.4145,41.3275
,109.66565,41.392275
,109.709975,41.456775
,109.733,41.48795
,109.875275,41.518125
,109.953025,41.53665
,110.041525,41.5403
,110.122625,41.581875
,110.236775,41.6057
,110.538125,41.63065
,110.57235,41.67225
,110.602775,41.699125
,110.663825,41.737425
,110.693675,41.773625
,110.987275,41.834275
,111.107525,41.859775
,111.151775,41.880875
,111.18275,41.92995
,111.377225,41.949375
,111.83345,41.955825
,111.9252,42.01275
,112.015825,42.057225
,112.120975,42.075025
,112.2764,42.10385
,112.472125,42.141575
,112.627225,42.167
,112.8073,42.184775
,113.016675,42.1956
,113.0625,42.22305
,113.1567,42.250175
,113.333,42.2732
,113.47895,42.335675
,113.507175,42.3703
,113.97505,42.435775
,114.0004,42.4697
,114.054725,42.49495
,114.079925,42.5131
,114.67155,42.525525
,114.7038,42.565075
,114.7826,42.579575
,114.87145,42.61625
,115.039925,42.644675
,115.065725,42.718425
,115.186175,42.7847
,115.223175,42.816875
,115.8049,42.849625
,115.8395,42.9018
,115.883375,42.935925
,115.977925,42.9633
,116.21115,42.97655
,116.3072,42.99705
,116.380325,43.019625
,116.754875,43.023
,116.8072,43.059525
,116.976425,43.087175
,116.98835,43.1192
,117.0987,43.1616
,117.192175,43.215325
,117.252275,43.245625
,117.37,43.2761
,117.441575,43.3125
,117.568075,43.327575
,117.79585,43.368325
,117.868025,43.386475
,117.927825,43.393125
,117.973275,43.4295
,118.11355,43.4557
,118.23465,43.4813
,118.307275,43.496775
,118.33135,43.5482
,118.364675,43.613125
,118.499525,43.65425
,118.8026,43.703625
,118.868825,43.751375
,118.922175,43.77365
,119.34875,43.81405
,119.396075,43.857175
,119.5387,43.8933
,119.59335,43.95045
,119.6553,43.97235
,119.724975,44.008
,119.975275,44.0315
,120.00205,44.05955
,120.17165,44.0881
,120.43275,44.14945
,120.5326,44.1825
,120.66575,44.23315
,120.6945,44.277575
,120.724675,44.337925
,120.846625,44.36805
,120.935725,44.39395
,121.035,44.4201
,121.272725,44.431275
,121.33155,44.47305
,121.476925,44.49075
,121.509975,44.546925
,121.649525,44.573075
,121.8766,44.58505
,122.2297,44.6151
,122.292375,44.629275
,122.325125,44.653575
,122.51615,44.684
,122.613875,44.7197
,122.699175,44.73675
,122.73105,44.757775
,122.8181,44.77245
,122.902425,44.7927
,123.1823,44.822725
,123.371875,44.847825
,123.4497,44.87385
,123.539,44.877525
,123.718075,44.901675
,123.76635,44.925425
,123.79415,44.9637
,124.307125,44.99225
,124.4179,45.023375
,124.47485,45.063975
,124.7006,45.07645
,124.76915,45.121325
,124.82005,45.150625
,124.98295,45.16985
,125.055275,45.2027
,125.3284,45.229975
,125.356575,45.26965
,125.675225,45.2935
,125.7432,45.317625
,125.89915,45.3637
,126.0647,45.393125
,126.094075,45.42705
,126.20065,45.461025
,126.772475,45.49985
,126.893175,45.54265
,126.94635,45.56645
,126.998825,45.60685
,127.12125,45.6255
,127.35665,45.6847
,127.4163,45.720125
,127.44515,45.772825
,127.71325,45.811475
,127.9069,45.85275
,127.9438,45.866925
,128.2093,45.8876
,128.285375,45.91655
,128.31465,45.953325
,128.520625,45.976025
,128.721225,46.006425
,128.9667,46.0217
,129.064575,46.038475
,129.43395,46.04235
,129.55445,46.0902
,129.60635,46.13215
,129.71555,46.160075
,129.757725,46.1799
,129.78895,46.22355
,129.887725,46.249525
,129.90945,46.289425
,129.939475,46.333375
,129.971125,46.358375
,129.999,46.377125
,130.126625,46.3951
,130.1573,46.424375
,130.211675,46.4319
,130.240025,46.503925
,130.3816,46.535875
,130.62895,46.5523
,130.7293,46.595775
,130.7889,46.617925
,130.8552,46.6462
,130.87975,46.678075
,130.937875,46.7059
,131.136875,46.734775
,131.233525,46.746575
,131.470425,46.7588
,131.53375,46.78225
,131.568225,46.78625
,131.6421,46.821525
,131.6717,46.850975
,131.864425,46.877275
,131.905175,46.902375
,132.079975,46.9364
,132.645125,46.976725
,132.68265,47.005475
,132.7112,47.041575
,133.10825,47.080225
,133.215725,47.11115
,133.246925,47.126225
,133.524125,47.1591
,133.55435,47.18055
,133.599925,47.21155
,133.6723,47.22225
,133.729925,47.2374
,133.908675,47.262375
,134.036025,47.282175
,134.070175,47.30175
,134.094825,47.3254
,134.121875,47.3513
,134.156,47.398475
,134.221,47.41315
,134.24775,47.4385
,134.5207,47.444125
,134.934275,47.4842
,134.9665,47.5037
,135.180125,47.535925
,135.392975,47.57675
,135.423625,47.5927
,135.5325,47.5979
,135.626075,47.60565
,135.706125,47.643875
,135.726925,47.666325
,135.950125,47.703325
,136.0086,47.733475
,136.110675,47.761525
,136.143675,47.787875
,136.171925,47.80185
,136.21105,47.8284
,136.28575,47.862375
,136.433325,47.876675
,136.6004,47.8975
,136.7164,47.922825
,136.8474,47.944325
,136.872975,47.962975
,136.901975,47.973425
,137.220525,47.9935
,137.347825,48.0245
,137.381725,48.050725
,137.53145,48.079625
,137.8444,48.103225
,137.9201,48.144625
,137.99175,48.1719
,138.08865,48.2006
,138.26835,48.23245
,138.348925,48.260025
,138.53555,48.291425
,138.618775,48.33175
,138.755825,48.35235
,138.888425,48.368625
,138.924375,48.39325
,139.0423,48.40955
,139.172075,48.423825
,139.3794,48.4356
,139.471875,48.448025
,139.559925,48.4963
,139.65975,48.51565
,139.87985,48.54455
,140.133125,48.571875
,140.3034,48.592075
,140.37725,48.62755
,140.439975,48.657125
,140.57825,48.700725
,140.60375,48.7136
,141.004275,48.72185
,141.12085,48.734825
,141.16665,48.7381
,141.225425,48.768625
,141.547775,48.795625
,141.578675,48.8226
,141.7754,48.8646
,142.25525,48.8848
,142.36915,48.91175
,142.532675,48.9416
,143.30735,48.9686
,143.66435,49.0047
,143.6975,49.03245
,143.748525,49.067725
,143.82025,49.1064
,144.1146,49.13035
,144.333175,49.1459
,144.380925,49.17425
,144.407175,49.212125
,145.002875,49.253675
,145.0905,49.2897
,145.14185,49.313475
,145.17435,49.316425
,145.3214,49.338825
,145.342175,49.360775
,145.549375,49.375375
,145.6946,49.3871
,146.28205,49.410425
,146.3073,49.423925
,146.3382,49.451275
,146.363825,49.45615
,146.6751,49.47785
,146.764575,49.508625
,146.931025,49.531525
,147.086275,49.558275
,147.1609,49.58355
,147.3589,49.592575
,147.5835,49.63655
,147.6711,49.670275
,147.721275,49.694125
,147.74815,49.71285
,147.8337,49.74215
,147.98065,49.75755
,148.084375,49.775925
,148.139675,49.803
,148.16685,49.822125
,148.27595,49.833425
,148.33375,49.84475
,148.71465,49.860425
,148.74405,49.884925
,148.807275,49.9049
,148.90425,49.92715
,149.044025,49.9404
,149.156225,49.97055
,149.4276,50.005675
,149.5499,50.02195
,149.629325,50.052875
,149.6548,50.08145
,149.814375,50.104375
,150.147075,50.115175
,150.172925,50.122
,150.38385,50.149875
,150.47665,50.169125
,150.576675,50.200275
,150.8548,50.2113
,151.295975,50.25445
,151.563075,50.27235
,151.754725,50.301575
,152.0587,50.3148
,152.475575,50.34555
,152.676375,50.35185
,152.810325,50.381975
,153.340425,50.402725
,153.908525,50.433525
,153.96345,50.4523
,154.0009,50.476775
,154.059375,50.510725
,154.15185,50.524475
,154.399425,50.5505
,154.510975,50.565175
,154.5704,50.5838
,154.701175,50.59485
,154.933725,50.6182
,155.0276,50.646925
,155.0638,50.67385
,155.2494,50.700125
,155.325725,50.7402
,155.5339,50.758275
,155.806825,50.791825
,155.8403,50.8145
,156.1758,50.844
,156.20075,50.85705
,156.475975,50.87125
,156.7527,50.87825
,156.788975,50.913675
,157.180975,50.93765
,157.22275,50.95305
,157.46865,50.98245
,157.537775,51.035275
,157.571025,51.051825
,157.6354,51.069425
,157.68975,51.09155
,157.90815,51.09905
,158.087,51.125925
,158.25705,51.1506
,158.790625,51.178075
,159.156375,51.199225
,159.26135,51.2381
,159.325975,51.26545
,159.410625,51.279625
,159.4744,51.3055
,159.626125,51.313525
,159.67395,51.325775
,159.84395,51.3507
,160.230975,51.382
,160.429825,51.410625
,160.467975,51.42525
,160.64565,51.46865
,160.788,51.527325
,160.866175,51.567925
,161.119275,51.601025
,161.253125,51.613025
,161.306375,51.6334
,161.43625,51.63585
,161.55285,51.68345
,161.580275,51.70825
,161.802325,51.743575
,162.033525,51.76355
,162.05305,51.797675
,162.14445,51.823925
,162.169,51.894125
,162.985075,51.9271
,163.730125,51.941475
,163.9707,51.9786
,164.071875,52.021375
,164.33045,52.027225
,164.995275,52.031125
,165.51155,52.061475
,165.752725,52.098375
,165.7841,52.14495
,165.806775,52.17985
,165.828975,52.2196
,165.912275,52.259
,165.982725,52.289
,166.34635,52.328475
,166.43205,52.36675
,166.6535,52.38185
,166.684375,52.3896
,166.717475,52.409675
,167.103825,52.41345
,167.36675,52.42415
,167.441925,52.448675
,167.56305,52.4788
,168.014075,52.49695
,168.26205,52.519925
,168.962625,52.537375
,168.9843,52.565575
,169.010475,52.6232
,169.172675,52.65215
,169.3475,52.68835
,169.61605,52.709175
,169.6418,52.743375
,170.278925,52.771375
,170.3091,52.806825
,170.338425,52.811275
,170.99885,52.850125
,171.09025,52.87775
,171.20495,52.891875
,171.44005,52.91715
,171.560125,52.9471
,171.892575,52.96315
,172.558475,52.972275
,172.6374,52.995025
,172.985475,53.00295
,173.218525,53.020175
,173.302825,53.073
,173.41135,53.09035
,174.073875,53.123475
,174.1025,53.162025
,174.13405,53.2075
,174.690325,53.22635
,174.754025,53.261375
,174.93245,53.2722
,175.1188,53.291425
,175.1487,53.30975
,175.383375,53.339475
,175.6205,53.356625
,175.734825,53.40885
,175.77045,53.454775
,175.7918,53.488425
,176.418325,53.502925
,176.562075,53.52745
,177.00865,53.559225
,177.378775,53.5833
,177.6959,53.630225
,177.83315,53.657975
,177.988475,53.718525
,178.06115,53.761275
,178.09485,53.812525
,178.243475,53.839475
,178.326625,53.850025
,178.444175,53.884175
,178.78965,53.895625
,179.315925,53.948925
,179.5157,53.964025
,179.694325,53.97185
,179.9426,53.991825
,180.245475,54.028925
,180.3517,54.05535
,180.392,54.077075
,180.5133,54.1314
,181.001975,54.164475
,181.862325,54.20035
,181.98985,54.226125
,182.09495,54.24235
,182.61175,54.258
,182.903825,54.297475
,183.0689,54.312775
,183.32025,54.333225
,183.49325,54.3422
,183.5539,54.3832
,183.576025,54.396375
,183.97875,54.4231
,184.298225,54.426925
,184.3719,54.4513
,184.5868,54.4883
,186.393325,54.49865
,186.42125,54.5275
,187.013175,54.568425
,187.127125,54.61415
,187.19995,54.639175
,187.4118,54.666225
,187.44155,54.68685
,187.6185,54.697675
,187.76455,54.724225
,187.926025,54.76245
,187.988875,54.799775
,188.057075,54.820425
,188.26685,54.86295
,188.872775,54.92075
,189.068175,54.9703
,189.968225,55.00745
,190.63615,55.036275
,190.9567,55.051725
,190.999125,55.057725
,191.1779,55.080875
,191.76455,55.085575
,191.82105,55.114925
,192.542075,55.14195
,192.8169,55.15395
,193.2003,55.177225
,193.45655,55.211
,193.638925,55.244925
,193.810075,55.2653
,193.9402,55.289725
,194.17315,55.3319
,194.264,55.37965
,194.306475,55.412975
,194.7032,55.4247
,194.76265,55.455775
,194.999725,55.476425
,195.13285,55.507125
,195.2724,55.5308
,195.427,55.5517
,195.535375,55.5547
,195.5638,55.608225
,196.164625,55.638075
,196.32145,55.694875
,196.424225,55.739375
,196.490725,55.78435
,196.9135,55.79495
,197.018725,55.806875
,197.102625,55.8543
,197.3938,55.8681
,197.47215,55.8732
,197.746175,55.8974
,198.16825,55.925675
,198.414675,55.957225
,198.744925,55.9909
,199.465075,56.00895
,199.495025,56.043225
,199.58485,56.08135
,199.942175,56.124075
,199.97745,56.158075
,200.311275,56.18485
,200.6082,56.202175
,200.6595,56.221575
,200.697625,56.2609
,201.00455,56.276075
,201.138975,56.3127
,201.35925,56.350475
,201.458375,56.39685
,201.820925,56.4274
,201.897525,56.443725
,202.364125,56.481275
,202.76945,56.532075
,203.2943,56.55485
,203.31435,56.6001
,203.829425,56.6283
,203.85245,56.673075
,203.930375,56.6947
,204.228125,56.726975
,204.266075,56.741675
,204.395575,56.753175
,204.427225,56.78555
,204.538925,56.812375
,204.79095,56.81815
,204.9492,56.856225
,205.47815,56.883625
,205.6163,56.903975
,205.90075,56.92775
,205.989925,56.950325
,206.354825,56.97835
,206.55515,56.99495
,206.579425,57.033225
,206.87385,57.0696
,207.454675,57.08035
,207.505,57.097
,207.82385,57.10905
,208.07235,57.134675
,208.1514,57.153875
,209.425225,57.163
,209.45085,57.183825
,209.616,57.20135
,210.113425,57.22735
,210.1901,57.252275
,210.405925,57.255775
,210.585525,57.288825
,210.890475,57.296825
,211.103975,57.3481
,211.4992,57.368975
,211.51875,57.3825
,212.04565,57.426925
,212.488875,57.43305
,212.941475,57.45005
,213.1634,57.466275
,213.348525,57.48755
,214.0998,57.509525
,214.206675,57.5221
,214.35005,57.549925
,214.590925,57.58175
,214.653,57.620225
,214.745975,57.6289
,214.85355,57.64515
,214.895775,57.666975
,214.94125,57.688125
,215.717975,57.70335
,216.133175,57.722775
,216.42155,57.7522
,216.897025,57.775375
,217.032475,57.785925
,217.08215,57.815975
,217.2366,57.823
,217.26795,57.856125
,217.714375,57.89495
,217.974075,57.927375
,218.187825,57.95945
,218.734175,57.9715
,219.0092,57.97415
,219.41985,57.985725
,219.53835,58.01185
,219.615625,58.023075
,219.649925,58.027425
,220.37475,58.065175
,220.994225,58.08795
,221.031725,58.0927
,221.0799,58.1203
,221.3861,58.13435
,221.9713,58.1552
,222.110625,58.167475
,222.3332,58.193625
,222.4775,58.21535
,223.04855,58.2312
,223.485025,58.243325
,223.59025,58.264325
,224.0443,58.274
,224.44515,58.295225
,224.703175,58.302375
,225.188625,58.327125
,225.901875,58.342175
,226.087075,58.3506
,226.242025,58.367325
,226.310575,58.38085
,226.482725,58.40395
,226.6617,58.41595
,227.16055,58.441925
,227.43175,58.446725
,227.886025,58.495525
,228.1476,58.5006
,228.2061,58.516825
,228.4627,58.54325
,228.48715,58.5461
,228.8727,58.5706
,229.96775,58.5827
,230.0698,58.609125
,230.159425,58.624975
,231.3274,58.648675
,231.794075,58.662275
,232.108975,58.692
,232.368375,58.719375
,233.43455,58.744375
,233.715725,58.760475
,234.0441,58.792025
,234.08775,58.816775
,235.0376,58.827725
,235.15,58.8489
,236.38535,58.878275
,236.68475,58.9046
,237.658275,58.924075
,238.193525,58.9515
,238.2551,58.97555
,238.635175,59.00225
,239.0736,59.015675
,240.1512,59.041475
,240.181275,59.067
,240.367375,59.085225
,240.418375,59.132025
,240.9404,59.1531
,242.500575,59.177825
,242.597275,59.191025
,242.9957,59.226675
,243.532525,59.229825
,243.905875,59.2646
,244.590425,59.277825
,245.1969,59.31305
,245.7438,59.340725
,245.9977,59.349175
,246.646425,59.3736
,246.685025,59.37785
,246.7221,59.397275
,246.884425,59.423275
,247.319925,59.46565
,247.9273,59.475775
,248.149225,59.5069
,248.611475,59.54505
,248.8049,59.555625
,248.867825,59.5609
,248.927625,59.584925
,249.3425,59.608825
,249.37955,59.635
,249.5731,59.64355
,249.831825,59.674775
,250.10815,59.686975
,250.34545,59.70095
,250.795825,59.7118
,251.032675,59.753825
,251.45225,59.773375
,251.4743,59.8056
,251.885875,59.8168
,252.0095,59.844725
,252.719225,59.8485
,252.759725,59.868425
,252.850725,59.9123
,252.963975,59.92705
,253.346525,59.944875
,255.577,59.96485
,256.062175,59.9906
,256.5535,60.00495
,256.715525,60.009525
,256.923725,60.040875
,258.2202,60.04795
,258.33535,60.06165
,258.475575,60.081975
,258.7549,60.0999
,259.049275,60.113025
,259.13745,60.136075
,259.695325,60.156775
,260.311325,60.18205
,260.6616,60.21705
,260.716375,60.242075
,261.54965,60.2491
,261.99285,60.267475
,262.067925,60.277025
,263.024925,60.294025
,264.3988,60.314375
,265.253025,60.325425
,266.905875,60.342625
,268.095125,60.36175
,268.4159,60.379125
,268.983875,60.392025
,270.73325,60.412575
,271.736325,60.431875
,271.97885,60.449475
,272.5379,60.4649
,272.910075,60.47635
,273.5353,60.51315
,275.64755,60.532625
,275.7976,60.554
,276.55505,60.587825
,276.606225,60.617725
,276.68405,60.620675
,276.808575,60.6393
,277.890975,60.662075
,278.9638,60.678325
,279.1228,60.691725
,279.814075,60.7265
,279.883375,60.7446
,281.127125,60.769375
,281.210625,60.801125
,281.246225,60.81855
,281.47085,60.837575
,282.6039,60.862475
,283.0711,60.874425
,283.931575,60.903075
,285.056125,60.925525
,286.276775,60.950375
,287.1237,60.95735
,287.335425,60.9905
,287.747025,61.012625
,288.17695,61.04155
,288.24685,61.057625
,288.57955,61.0853
,288.755575,61.1119
,288.961225,61.12935
,289.4333,61.1438
,289.463325,61.164225
,289.824275,61.1908
,290.294925,61.22565
,291.506475,61.2352
,292.1772,61.27075
,293.066025,61.2876
,293.645825,61.334375
,293.9657,61.3651
,294.3366,61.388975
,295.74445,61.428575
,297.351325,61.451975
,298.53925,61.473475
,299.267,61.50395
,,61.5268
,,61.5502
,,61.5757
,,61.597775
,,61.61155
,,61.63735
,,61.6627
,,61.682125
,,61.68605
,,61.709775
,,61.7405
,,61.75805
,,61.7754
,,61.794575
,,61.805025
,,61.807925
,,61.83785
,,61.858775
,,61.865475
,,61.8703
,,61.885925
,,61.90675
,,61.924575
,,61.93325
,,61.956775
,,61.974775
,,61.986975
,,61.9903
,,62.0065
,,62.0233
,,62.048875
,,62.070025
,,62.0814
,,62.10575
,,62.142375
,,62.151375
,,62.155375
,,62.1616
,,62.194775
,,62.2024
,,62.2198
,,62.239875
,,62.267775
,,62.274675
,,62.294475
,,62.305
,,62.3104
,,62.322
,,62.3393
,,62.3662
,,62.381025
,,62.39215
,,62.396325
,,62.4205
,,62.44065
,,62.472625
,,62.49475
,,62.523475
,,62.53155
,,62.549325
,,62.556825
,,62.591425
,,62.618025
,,62.6411
,,62.672375
,,62.70615
,,62.72435
,,62.74375
,,62.761575
,,62.78205
,,62.81705
,,62.841725
,,62.857525
,,62.889625
,,62.929575
,,62.94225
,,62.951625
,,62.97745
,,62.98875
,,62.9951
,,63.01965
,,63.034675
,,63.059325
,,63.09605
,,63.118
,,63.13665
,,63.15865
,,63.178525
,,63.21075
,,63.235325
,,63.2661
,,63.281175
,,63.32105
,,63.34405
,,63.364275
,,63.405175
,,63.41455
,,63.42015
,,63.447775
,,63.47175
,,63.485825
,,63.5199
