SPK_SPKC04a (inh/exc),SPK_SPKC06a (inhi),SPK_SPKC09a (inhi)
326.80735,371.854625,357.198025
326.8381,371.86095,357.22035
326.85115,371.865575,357.2349
326.85495,371.897825,357.257225
326.901975,371.9342,357.28845
326.935675,371.94465,357.412575
326.963375,371.9508,357.4358
326.981175,371.958375,357.458175
326.990125,371.991575,357.51725
326.998025,372.00685,357.5398
327.0118,372.016425,357.670025
327.043425,372.06555,357.712425
327.0561,372.102125,357.7262
327.07875,372.190375,357.7668
327.083625,372.23055,357.801375
327.119575,372.2782,357.82175
327.14425,372.322675,357.870925
327.167125,372.341975,357.9451
327.18475,372.387075,357.996775
327.1961,372.397175,358.045825
327.221625,372.416175,358.0644
327.249325,372.42535,358.088925
327.272725,372.449075,358.10465
327.29845,372.53195,358.1155
327.3589,372.629275,358.14385
327.464975,372.727925,358.15255
327.50095,372.744075,358.18165
327.5579,372.763275,358.231825
327.6606,372.789625,358.248925
327.66745,372.807225,358.3494
327.735125,372.81305,358.421475
327.8371,372.82675,358.455525
328.087675,372.8326,358.4686
331.044325,372.8454,358.481975
331.09435,372.873475,358.5171
331.377825,372.8876,358.545675
332.09375,372.894025,358.55885
332.294325,372.931375,358.57375
332.418925,372.957675,358.69295
332.4351,372.974975,358.780675
332.510025,372.98115,358.843225
332.6013,373.000175,358.859675
332.69425,373.021175,358.908325
333.301375,373.03615,358.9898
333.40805,373.0464,359.00315
333.416425,373.0998,359.01755
333.451075,373.141525,359.0847
333.551775,373.232825,359.1076
333.6267,373.2937,359.125625
333.701975,373.309975,359.137175
333.71715,373.31405,359.195425
333.7346,373.351025,359.210675
333.842075,373.358575,359.230675
334.10975,373.369425,359.28025
334.184275,373.3837,359.296975
334.1941,373.4298,359.329925
334.225875,373.50065,359.338575
334.260725,373.516325,359.41075
334.43455,373.518925,359.42205
334.574475,373.5288,359.454375
334.64325,373.53135,359.489675
334.6993,373.5368,359.50665
334.8248,373.54295,359.55225
334.842625,373.56575,359.609275
335.059125,373.60125,359.66495
335.27595,373.657425,359.70845
335.4088,373.663975,359.73985
335.834625,373.671025,359.799275
336.0433,373.68205,359.853725
336.143425,373.72045,359.872675
336.167225,373.7508,359.913475
336.2762,373.776025,359.930375
336.441825,373.810575,360.0273
336.46715,373.8572,360.069675
336.476375,373.954275,360.0811
336.48295,373.9896,360.097025
336.499225,374.048025,360.120175
336.508675,374.06145,360.1669
336.53415,374.095725,360.2397
336.6433,374.1047,360.313225
336.709775,374.133025,360.465225
336.7747,374.138475,360.4888
336.917575,374.142925,360.503825
336.926725,374.147525,360.52335
336.9672,374.15225,360.538525
337.0913,374.166275,360.5818
337.275675,374.17145,360.60115
337.40075,374.1747,360.675325
337.417875,374.179475,360.698225
337.4582,374.22865,360.722375
337.533675,374.233525,360.74605
337.566375,374.255275,360.77385
337.608525,374.32505,360.79445
337.71,374.36385,360.84255
337.76645,374.56625,361.011975
337.77485,374.58925,361.07525
337.8915,374.61095,361.10405
337.999475,374.625,361.119425
338.0165,374.62995,361.1377
338.30045,374.638425,361.166225
338.334075,374.66145,361.184675
339.3086,374.672425,361.198175
339.575975,374.710325,361.211775
339.600775,374.7189,361.230225
339.633625,374.730825,361.253925
339.9826,374.742825,361.2738
340.05755,374.747425,361.306625
340.092025,374.752075,361.36335
340.117225,374.761475,361.46995
340.150725,374.794325,361.489925
340.21715,374.82025,361.5025
340.266825,374.8357,361.51765
340.317275,374.8474,361.548175
340.3567,374.86975,361.56485
340.3922,374.874475,361.5797
340.4164,374.879325,361.58555
340.483975,374.914275,361.60325
340.641025,374.920275,361.64205
340.674325,374.95555,361.6594
340.6928,374.9601,361.6847
340.79115,374.977,361.713
340.87475,375.13335,361.821225
340.883325,375.1513,361.873975
340.99925,375.16135,361.9028
341.116925,375.206625,361.948325
341.1665,375.25795,361.9703
341.617025,375.264125,361.982925
341.633375,375.320575,362.03185
341.74075,375.3604,362.051775
341.800075,375.391225,362.063425
341.87385,375.447625,362.085825
342.524075,375.517125,362.105225
342.5666,375.653775,362.130125
342.72375,375.663325,362.154075
342.748425,375.674475,362.180825
342.766075,375.683525,362.200325
342.781375,375.68655,362.245075
342.80765,375.6967,362.2675
343.006775,375.712775,362.309025
343.022575,375.7162,362.35755
343.055775,375.732375,362.385925
343.122475,375.73585,362.397775
343.1247,375.7535,362.4044
343.31405,375.7663,362.416525
343.347975,375.778975,362.423275
343.364575,375.7867,362.44245
343.39235,375.79085,362.452025
343.4739,375.8248,362.488325
343.4972,375.83215,362.545525
343.515725,375.8457,362.58755
343.5503,375.853725,362.609
343.556075,375.862675,362.634125
343.573,375.8774,362.683925
343.581525,375.884325,362.705775
343.6062,375.8912,362.735675
343.632925,376.021325,362.80035
343.683375,376.095475,362.8331
343.706275,376.12385,362.873375
343.800275,376.133775,362.90875
343.81735,376.151325,362.942325
343.95045,376.1547,362.960975
343.9813,376.159125,362.9839
343.990725,376.163225,363.01115
344.0135,376.166275,363.022875
344.03145,376.173925,363.0317
344.0639,376.206975,363.05075
344.1084,376.2264,363.074425
344.122875,376.2362,363.10665
344.166825,376.249825,363.1289
344.172175,376.2833,363.168675
344.1986,376.357875,363.321325
344.26525,376.430775,363.322875
344.283925,376.5147,363.34685
344.300525,376.535425,363.36935
344.34735,376.5391,363.434875
344.366575,376.560875,363.451525
344.429775,376.56485,363.465625
344.433025,376.572075,363.486675
344.4893,376.576175,363.4957
344.52505,376.589725,363.543775
344.530425,376.605625,363.5707
344.546725,376.641675,363.609925
344.556725,376.6463,363.634475
344.5801,376.739125,363.64885
344.613625,376.779775,363.8532
344.649925,376.801125,363.875025
344.70795,376.852925,363.924975
344.723775,376.931775,363.942475
344.762175,376.93975,363.99225
344.7805,376.94895,364.007225
344.798525,376.96945,364.02005
344.82085,377.013225,364.03335
344.824825,377.049475,364.11795
344.881975,377.06375,364.15865
344.892025,377.08895,364.180125
344.904825,377.108325,364.19705
344.9385,377.12885,364.48595
345.015325,377.1735,364.517
345.016975,377.25115,364.53865
345.03155,377.27465,364.556325
345.041025,377.281675,364.57995
345.063375,377.28485,364.595225
345.083025,377.2957,364.61665
345.091925,377.303425,364.641075
345.130675,377.31695,364.670675
345.13935,377.322225,364.676575
345.14915,377.342575,364.738825
345.21355,377.346675,364.85835
345.24595,377.4033,364.90095
345.28125,377.4082,364.952975
345.307125,377.4218,364.979125
345.3392,377.495275,364.998525
345.3568,377.573925,365.045675
345.4134,377.63745,365.117475
345.472275,377.67325,365.205375
345.500275,377.697625,365.228425
345.633875,377.79705,365.246325
345.661225,377.83175,365.2493
345.67835,377.864975,365.27085
345.6869,377.870575,365.2884
345.691525,377.89465,365.307225
345.69735,377.919675,365.341
345.705,377.927325,365.379725
345.711525,377.93465,365.50925
345.7253,377.9474,365.562125
345.73175,378.003925,365.5993
345.755825,378.017175,365.608975
345.8382,378.03125,365.622325
345.84175,378.048425,365.658725
345.874575,378.0644,365.67085
345.95525,378.124325,365.726575
345.990475,378.1883,365.745675
346.03995,378.21325,365.779325
346.053975,378.306175,365.8687
346.058525,378.325775,365.8991
346.069525,378.330675,365.934875
346.0952,378.34275,365.949375
346.09975,378.364725,365.980325
346.106075,378.36935,366.00105
346.119775,378.37375,366.032175
346.12495,378.43295,366.092525
346.1338,378.439525,366.101725
346.1488,378.46155,366.103025
346.15595,378.529425,366.105475
346.1695,378.59865,366.1204
346.183775,378.644225,366.15515
346.216025,378.725725,366.17135
346.279675,378.7377,366.1961
346.320325,378.7601,366.236875
346.39605,378.771075,366.26315
346.46005,378.7752,366.335975
346.46675,378.77985,366.35405
346.489375,378.784,366.4051
346.53725,378.787575,366.45115
346.548,378.794475,366.612375
346.557875,378.801725,366.69225
346.573075,378.809875,366.708125
346.589725,378.81915,366.75955
346.622675,378.82965,366.8071
346.645,378.835875,366.87175
346.689275,378.871675,366.892925
346.69415,378.902825,366.911125
346.727125,378.908325,366.94465
346.76005,378.93465,367.01935
346.7738,378.963075,367.0413
346.79495,378.9693,367.07395
346.8269,378.982125,367.08875
346.8438,378.9873,367.10355
346.85845,378.999025,367.11885
346.879925,379.0042,367.13645
346.915625,379.0183,367.152425
346.981975,379.06315,367.179525
347.02915,379.095075,367.188275
347.0369,379.108125,367.23805
347.069325,379.12965,367.25955
347.07155,379.18635,367.2764
347.098575,379.233225,367.29285
347.10575,379.298525,367.313475
347.113,379.326125,367.335
347.16135,379.3418,367.5384
347.1662,379.35225,367.5731
347.2005,379.36155,367.594325
347.206025,379.390825,367.62265
347.233325,379.427725,367.64075
347.24975,379.438375,367.6712
347.265875,379.446775,367.6933
347.287975,379.4636,367.735325
347.318875,379.489425,367.754725
347.354,379.498325,367.79185
347.389425,379.5087,367.807975
347.411,379.51625,367.8294
347.4984,379.555675,367.88205
347.566,379.576625,367.905275
347.571975,379.617525,367.957475
347.645275,379.62205,367.96425
347.676675,379.637775,367.9726
347.69465,379.641325,368.0345
347.697,379.68885,368.122825
347.763525,379.721225,368.149425
347.76705,379.729625,368.170475
347.769825,379.73885,368.1918
347.79725,379.7492,368.23035
347.8002,379.75765,368.2472
347.822675,379.84845,368.261625
347.8588,379.870375,368.274225
347.868375,379.9355,368.297575
347.9082,379.978725,368.3681
347.929975,379.994325,368.412775
347.972125,380.013,368.440825
347.985375,380.029675,368.49435
348.01275,380.0436,368.64805
348.0402,380.062425,368.669725
348.05995,380.076125,368.692125
348.070075,380.107575,368.736425
348.0769,380.16275,368.7619
348.0913,380.17815,368.789975
348.1022,380.197675,368.85125
348.107675,380.20905,368.899
348.122875,380.2376,368.910525
348.13255,380.24385,368.9261
348.1415,380.26895,369.006375
348.161625,380.27325,369.0208
348.1654,380.337175,369.05365
348.172875,380.371175,369.073175
348.178225,380.449225,369.0846
348.191275,380.512975,369.126575
348.19915,380.68385,369.137175
348.2111,380.70205,369.193925
348.2934,380.724425,369.267875
348.32045,380.74205,369.3169
348.35375,380.762475,369.3791
348.380475,380.87825,369.393025
348.401175,380.906725,369.4045
348.42295,380.94745,369.4139
348.4309,380.9576,369.46605
348.458625,380.97565,369.484875
348.471575,380.9829,369.500525
348.479275,381.036775,369.542075
348.502675,381.06735,369.5717
348.51715,381.0775,369.58845
348.52965,381.144025,369.608075
348.536625,381.15715,369.62835
348.540725,381.1776,369.63555
348.552075,381.2033,369.6486
348.5566,381.254675,369.6899
348.569675,381.346475,369.73125
348.578575,381.363125,369.82295
348.58735,381.39885,369.89725
348.61125,381.504375,369.911075
348.61345,381.513675,369.931125
348.637975,381.5336,369.958925
348.653975,381.5684,369.969625
348.6746,381.6018,369.9856
348.6884,381.640475,370.044075
348.699475,381.654025,370.054675
348.71255,381.66975,370.066175
348.723775,381.705925,370.077875
348.736425,381.744125,370.10735
348.74895,381.81265,370.13025
348.759575,381.86195,370.17245
348.778925,381.99315,370.201675
348.794175,382.00905,370.228
348.804925,382.036975,370.243525
348.891075,382.04915,370.2634
348.923325,382.072375,370.3223
348.971475,382.07745,370.359925
349.041925,382.10595,370.402775
349.054025,382.136525,370.420375
349.079025,382.146025,370.451375
349.107225,382.214475,370.481525
349.13585,382.385,370.5341
349.164425,382.414425,370.59565
349.190925,382.423625,370.637775
349.200525,382.46445,370.719775
349.206625,382.482475,370.77025
349.23215,382.49175,370.7888
349.238725,382.505975,370.80895
349.265925,382.511725,370.975425
349.268325,382.517025,371.003775
349.270025,382.528525,371.019175
349.2825,382.5507,371.03235
349.296625,382.590725,371.0475
349.3262,382.5976,371.070375
349.3429,382.6123,371.099825
349.35465,382.632725,371.10215
349.360275,382.652375,371.148625
349.369175,382.7097,371.1761
349.397075,382.73175,371.194275
349.426225,382.7502,371.229525
349.4458,382.79195,371.259725
349.44945,382.833175,371.27225
349.455975,382.933875,371.362575
349.466325,383.0525,371.38055
349.49055,383.084625,371.629875
349.507325,383.15265,371.64645
349.526475,383.1716,371.660625
349.534375,383.19955,371.671475
349.53945,383.2068,371.681325
349.567475,383.216425,371.69215
349.586,383.2379,371.7216
349.59825,383.245675,371.73985
349.624175,383.2753,371.755275
349.653075,383.293175,371.770425
349.682875,383.389225,371.798375
349.691325,383.50275,371.808525
349.702275,383.516475,371.828525
349.737625,383.542025,371.829625
349.762525,383.551725,371.872475
349.766175,383.558175,371.95305
349.778925,383.566775,371.970975
349.7924,383.578125,371.98425
349.82585,383.589175,371.9981
349.8614,383.62065,372.0276
349.8954,383.6497,372.042425
349.9062,383.68335,372.0584
349.93385,383.714875,372.074925
349.967575,383.73305,372.09285
350.003,383.74885,372.12185
350.029425,383.771525,372.179575
350.058575,383.793375,372.2035
350.091925,383.85315,372.246475
350.1334,383.875825,372.302075
350.151425,383.903075,372.3239
350.18105,383.945125,372.354625
350.206,384.113475,372.379625
350.229025,384.11795,372.48055
350.273675,384.12755,372.5548
350.327275,384.13105,372.60515
350.361475,384.138375,372.644725
350.39515,384.15025,372.67765
350.438975,384.167425,372.725625
350.44545,384.171825,372.727075
350.4634,384.191875,372.74575
350.47605,384.2086,372.750375
350.4919,384.212925,372.768575
350.496225,384.2171,372.790525
350.5036,384.229075,372.8633
350.53485,384.2389,372.924125
350.5558,384.30495,372.9521
350.57125,384.330375,372.9767
350.573925,384.373975,373.01105
350.58955,384.42555,373.0508
350.603175,384.484875,373.06315
350.6159,384.508,373.0927
350.639125,384.521175,373.163025
350.66305,384.539725,373.19265
350.68445,384.64185,373.242575
350.718625,384.6935,373.26095
350.727575,384.7438,373.27555
350.750575,384.76,373.287025
350.75835,384.7808,373.305125
350.78255,384.7881,373.336525
350.79485,384.813525,373.396625
350.80995,384.831025,373.463025
350.8276,384.851175,373.47595
350.84685,384.857675,373.483175
350.858525,384.862375,373.49315
350.867,384.86825,373.53285
350.881175,384.88275,373.5849
350.887625,384.93075,373.636325
350.893875,384.948625,373.6468
350.90395,384.9671,373.6651
350.910075,384.985725,373.69605
350.9236,385.015,373.709475
350.937275,385.1182,373.85785
350.94925,385.17355,373.881125
350.9586,385.24895,373.912125
350.965375,385.266325,373.929225
350.97545,385.27515,373.961775
351.0021,385.2853,373.977275
351.06105,385.3119,374.08325
351.1112,385.321425,374.100525
351.14175,385.338825,374.116575
351.171375,385.4224,374.18895
351.192775,385.435325,374.21965
351.204,385.4418,374.236475
351.225775,385.445975,374.2556
351.242825,385.45025,374.312175
351.264525,385.453975,374.33375
351.27445,385.456725,374.39615
351.288875,385.468725,374.492775
351.3287,385.496175,374.515625
351.363925,385.510325,374.5376
351.397425,385.5622,374.57145
351.418575,385.578575,374.635225
351.45935,385.59415,374.682075
351.47605,385.616525,374.713775
351.51095,385.6397,374.7264
351.517825,385.669125,374.75685
351.524725,385.682525,374.7679
351.53895,385.6953,374.802075
351.54625,385.720625,374.832725
351.56285,385.735475,374.853075
351.590975,385.7465,374.870675
351.592025,385.758775,374.883375
351.62965,385.771325,374.940175
351.6515,385.785825,374.9627
351.691075,385.801,374.995575
351.773175,385.816475,375.00955
351.774275,385.8248,375.051425
351.809725,385.8421,375.066975
351.8419,385.8621,375.09865
351.847225,385.887875,375.113325
351.892375,385.89485,375.12655
351.9248,385.9333,375.16775
351.941425,385.947,375.1896
351.95675,385.959825,375.20485
351.9948,386.042275,375.237575
352.02665,386.061425,375.247425
352.05145,386.070375,375.2907
352.053325,386.089825,375.304775
352.086,386.170875,375.328925
352.13855,386.185125,375.344225
352.151925,386.220625,375.430475
352.17135,386.2663,375.501375
352.17935,386.307775,375.5246
352.19475,386.33925,375.601425
352.229425,386.348975,375.6333
352.236475,386.369325,375.65045
352.271375,386.3796,375.66515
352.27915,386.386375,375.678325
352.3108,386.392775,375.69095
352.3609,386.403525,375.70305
352.36345,386.412925,375.718775
352.4225,386.423525,375.77645
352.4747,386.44695,375.7882
352.521925,386.45065,375.8505
352.541225,386.466625,375.917
352.55875,386.481925,375.964425
352.57455,386.4854,376.006725
352.5774,386.539475,376.0671
352.585925,386.54885,376.1179
352.5963,386.5532,376.136025
352.616775,386.597075,376.150975
352.622775,386.604575,376.167875
352.6402,386.611675,376.204075
352.664675,386.61745,376.2194
352.68635,386.64305,376.24395
352.703925,386.66185,376.2528
352.720125,386.666025,376.339525
352.731075,386.68775,376.4039
352.7331,386.71785,376.4311
352.746875,386.73215,376.45815
352.760025,386.790925,376.481675
352.772625,386.8021,376.51995
352.785925,386.8303,376.56015
352.81545,386.8482,376.578375
352.82135,386.870475,376.653325
352.8469,386.88375,376.66975
352.8488,386.910675,376.7556
352.874775,386.9154,376.767325
352.941675,386.9508,376.79225
352.95375,387.009725,376.809675
352.995225,387.03405,376.823025
353.0374,387.058,376.859275
353.06835,387.093025,376.920175
353.0973,387.11145,376.978325
353.115575,387.11795,377.012175
353.126325,387.14085,377.056375
353.1322,387.2069,377.09955
353.138025,387.252225,377.162275
353.1413,387.262475,377.191725
353.1484,387.270175,377.2207
353.157525,387.309075,377.244225
353.170925,387.31935,377.256875
353.184025,387.324125,377.2748
353.18885,387.346575,377.292925
353.193975,387.350725,377.32985
353.2052,387.3703,377.366275
353.21765,387.37465,377.43475
353.2508,387.382025,377.4619
353.277775,387.3924,377.50515
353.284925,387.418375,377.5202
353.309375,387.479725,377.5717
353.326425,387.505725,377.604025
353.3584,387.524925,377.6759
353.387725,387.534275,377.691175
353.3964,387.569375,377.7542
353.410025,387.576025,377.8627
353.428875,387.594125,377.87575
353.431375,387.614175,377.9095
353.452975,387.689025,377.9509
353.454075,387.6931,377.986475
353.46695,387.721225,378.012725
353.484325,387.73725,378.030275
353.514925,387.798825,378.0722
353.53145,387.8156,378.09385
353.550525,387.84175,378.115775
353.5709,387.875825,378.23185
353.620425,387.90275,378.2555
353.6386,387.90735,378.29455
353.643475,387.917225,378.32285
353.669175,387.9344,378.32925
353.7022,387.9544,378.34245
353.7289,388.13605,378.35745
353.7533,388.14885,378.3891
353.783175,388.19235,378.406175
353.794275,388.19915,378.414125
353.954725,388.20835,378.432625
353.985,388.2151,378.485975
354.0017,388.230275,378.5057
354.02275,388.25815,378.5415
354.05285,388.264375,378.626375
354.05835,388.27695,378.6554
354.100125,388.28195,378.6757
354.137675,388.28535,378.692125
354.168725,388.3082,378.711625
354.17435,388.31615,378.72955
354.215775,388.342675,378.760725
354.232075,388.351075,378.77825
354.2547,388.3703,378.794275
354.255975,388.3851,378.8303
354.265575,388.3892,378.85925
354.282225,388.423,378.883625
354.2943,388.429625,378.89415
354.302775,388.4421,378.908925
354.31165,388.491275,378.930925
354.322025,388.524675,378.950675
354.337625,388.534,379.002025
354.34105,388.54765,379.021825
354.36035,388.555575,379.0389
354.36435,388.573975,379.044775
354.37955,388.592225,379.0751
354.39075,388.5987,379.092525
354.40175,388.60625,379.1152
354.403075,388.633375,379.127625
354.4201,388.644825,379.159
354.43765,388.6753,379.202175
354.478825,388.722575,379.2152
354.54415,388.744875,379.3017
354.5751,388.75225,379.340825
354.636825,388.76155,379.37765
354.68405,388.7848,379.4201
354.732075,388.8328,379.436475
354.757875,388.851025,379.48315
354.7765,388.86925,379.504975
354.81875,388.876175,379.542525
354.8518,388.891725,379.580475
354.89165,388.929125,379.5958
354.954225,389.0253,379.614875
354.98325,389.096275,379.644325
355.0038,389.10605,379.659875
355.0297,389.1187,379.6714
355.075475,389.15615,379.7114
355.082025,389.17255,379.7468
355.118,389.178975,379.771375
355.1594,389.188975,379.78315
355.1868,389.199525,379.840525
355.1919,389.214725,379.8597
355.220075,389.222175,379.879025
355.25445,389.2353,379.918
355.26225,389.245075,379.9394
355.27435,389.2493,380.01005
355.301475,389.27185,380.0374
355.344825,389.2789,380.0556
355.377325,389.314525,380.116675
355.398,389.32865,380.1314
355.424075,389.33525,380.14195
355.44585,389.360675,380.173075
355.4658,389.390925,380.186575
355.5081,389.541825,380.1997
355.523975,389.5487,380.2161
355.546675,389.708975,380.2463
355.566075,389.73875,380.2777
355.57595,389.820025,380.290925
355.642675,389.844825,380.29965
355.6879,389.869525,380.316525
355.7128,389.878425,380.336525
355.7164,389.992775,380.354475
355.74405,390.008875,380.40405
355.772675,390.032075,380.423825
355.799025,390.039375,380.448925
355.82145,390.06935,380.621725
355.862025,390.085975,380.64105
355.876625,390.0955,380.647475
355.902375,390.129375,380.66555
355.92755,390.1501,380.683175
355.950875,390.22875,380.706325
355.989125,390.24755,380.74005
356.034375,390.313225,380.7627
356.038875,390.331425,380.8061
356.083025,390.352225,380.9245
356.1219,390.384725,380.943675
356.1485,390.410875,381.025225
356.171575,390.427,381.0509
356.202625,390.48145,381.08775
356.212725,390.507875,381.11185
356.232175,390.58935,381.14905
356.234775,390.594525,381.17845
356.2423,390.600975,381.2161
356.265625,390.62925,381.2521
356.278475,390.6474,381.275825
356.29265,390.8429,381.2957
356.308625,390.86295,381.37915
356.321,390.909425,381.401025
356.336,390.96415,381.419875
356.34455,390.995075,381.4741
356.347425,391.021675,381.49445
356.35345,391.062525,381.54275
356.3598,391.0737,381.58695
356.38225,391.0933,381.66075
356.38715,391.1101,381.688975
356.422975,391.1187,381.71205
356.472975,391.299975,381.735625
356.49165,391.313875,381.769575
356.512575,391.322825,381.7935
356.532725,391.33895,381.811425
356.5687,391.371275,381.83575
356.587825,391.386675,381.8779
356.63485,391.52795,381.9069
356.657025,391.535575,381.9606
356.6923,391.5952,381.983525
356.7381,391.628275,382.063875
356.75015,391.678925,382.08985
356.7821,391.696825,382.108625
356.82315,391.7105,382.15605
356.849475,391.7207,382.21935
356.866825,391.726,382.239925
356.879025,391.77555,382.284075
356.8925,391.78645,382.307975
356.900375,391.83655,382.35985
356.9098,391.852775,382.39545
356.91615,391.8572,382.421925
356.9244,391.861775,382.438425
356.93245,391.86725,382.44365
356.94655,391.8959,382.467425
356.9574,391.9305,382.508475
356.9792,391.93955,382.57065
357.036075,391.9764,382.5915
357.052925,391.99335,382.64775
357.055025,392.00885,382.66165
357.0717,392.135675,382.6783
357.100675,392.148825,382.6995
357.119025,392.19045,382.79715
357.150375,392.3101,382.821725
357.1636,392.341025,382.845925
357.204175,392.36925,382.876525
357.22875,392.4012,382.912
357.23135,392.421475,382.927675
357.252675,392.4302,382.95655
357.273325,392.448875,382.983575
357.28625,392.453425,383.055475
357.294725,392.458625,383.098575
357.327975,392.467275,383.142775
357.35155,392.47845,383.250575
357.4172,392.487825,383.29985
357.4451,392.52425,383.388225
357.47195,392.5492,383.4423
357.47495,392.562225,383.464425
357.496775,392.56525,383.48775
357.524475,392.57645,383.537625
357.558325,392.580675,383.57735
357.580025,392.59745,383.64245
357.621325,392.63215,383.6589
357.671625,392.641675,383.66265
357.7139,392.6571,383.6817
357.7429,392.67305,383.700625
357.76955,392.688025,383.743
357.80765,392.728825,383.783175
357.84795,392.738175,383.8633
357.864875,392.741725,383.866125
357.88715,392.76605,383.911375
357.90955,392.771375,383.943375
357.976725,392.811025,384.0658
358.003775,392.838375,384.114375
358.02915,392.8868,384.1291
358.048675,392.915575,384.16665
358.061725,392.921825,384.17975
358.088725,392.92585,384.197525
358.1125,392.931275,384.2278
358.1194,393.0028,384.24475
358.144875,393.0316,384.33795
358.18325,393.051475,384.35575
358.199725,393.065475,384.397475
358.2146,393.074675,384.417225
358.253325,393.109825,384.437
358.2773,393.1306,384.467925
358.297875,393.1426,384.50195
358.323425,393.1483,384.556225
358.349675,393.153375,384.58825
358.3757,393.161475,384.644025
358.416375,393.177975,384.7146
358.441325,393.2011,384.7443
358.4636,393.248275,384.761175
358.4914,393.261425,384.7855
358.5131,393.26635,384.831925
358.536,393.3284,384.837625
358.5788,393.382225,384.854375
358.602925,393.42415,384.8752
358.62755,393.467175,384.924325
358.634275,393.5555,384.939425
358.648275,393.582825,384.965275
358.671975,393.636325,385.0109
358.684075,393.6826,385.049975
358.70155,393.715275,385.082175
358.73695,393.778125,385.11265
358.7728,393.7885,385.1456
358.802375,393.797075,385.218425
358.82755,393.804425,385.282225
358.835325,393.81635,385.304675
358.8598,393.823275,385.484075
358.8735,393.830825,385.5219
358.8977,393.854175,385.532525
358.9107,393.88415,385.561925
358.943675,393.891575,385.574075
358.9576,393.91505,385.608275
358.970725,393.9336,385.619475
359.008325,393.988325,385.663725
359.030375,394.0053,385.677475
359.04595,394.085975,385.696625
359.0668,394.112125,385.710775
359.0923,394.12135,385.7146
359.098425,394.1257,385.733425
359.121425,394.220975,385.81065
359.168425,394.4318,385.83135
359.194825,394.452925,385.892425
359.222825,394.4599,385.946725
359.24045,394.47085,385.954725
359.2652,394.493075,385.995275
359.29055,394.5426,386.00115
359.32475,394.5583,386.031525
359.334275,394.582275,386.0521
359.356825,394.608225,386.066725
359.390925,394.681075,386.114275
359.41055,394.708525,386.1321
359.4329,394.791275,386.1648
359.454725,394.80005,386.190325
359.459575,394.8126,386.2
359.4773,394.836925,386.207
359.498375,394.8739,386.24235
359.514675,394.882,386.279025
359.537275,394.909475,386.29955
359.557075,394.92615,386.31645
359.583375,394.945425,386.333675
359.585875,394.9791,386.3609
359.6158,395.2106,386.418375
359.645625,395.240525,386.4292
359.691625,395.252675,386.46145
359.70805,395.25835,386.4719
359.741225,395.2636,386.50445
359.75295,395.2874,386.55665
359.781025,395.299425,386.59295
359.78925,395.331575,386.60835
359.85795,395.38115,386.609725
359.94565,395.4847,386.634025
359.969525,395.5609,386.6606
359.98855,395.57995,386.680725
359.995725,395.584825,386.7095
360.007425,395.5933,386.746925
360.009525,395.606825,386.770375
360.027925,395.62415,386.79885
360.051,395.63155,386.803775
360.0621,395.639975,386.8305
360.0912,395.658425,386.838075
360.101325,395.7077,386.847825
360.1383,395.752725,386.87765
360.158575,395.76595,386.930525
360.1927,395.8099,386.949475
360.197425,395.892075,387.0551
360.226775,395.9158,387.072675
360.2737,395.948175,387.112725
360.2769,396.1229,387.157975
360.342875,396.181875,387.16755
360.381375,396.192175,387.186125
360.41845,396.206425,387.196475
360.4665,396.22415,387.222775
360.50365,396.254775,387.257425
360.516375,396.2652,387.315975
360.53215,396.2966,387.3676
360.5419,396.377025,387.374875
360.562675,396.39685,387.393825
360.569575,396.421375,387.42505
360.619375,396.72105,387.459725
360.653425,396.7382,387.464575
360.68335,396.7601,387.489875
360.744675,396.7756,387.501775
360.809325,396.7807,387.533175
360.82655,396.798,387.546525
360.852625,396.809925,387.586525
360.873375,396.815575,387.6053
360.9028,396.884225,387.640775
360.9083,396.9385,387.649425
360.9234,397.04915,387.6596
360.9377,397.0888,387.667125
360.94955,397.1006,387.734
360.984625,397.14055,387.796075
360.995675,397.155225,387.825875
361.0054,397.17305,387.847925
361.0191,397.236275,387.893825
361.05695,397.31515,387.908625
361.105375,397.345425,387.934575
361.112575,397.388725,387.949375
361.155475,397.4297,387.98405
361.15905,397.464275,388.029075
361.206075,397.5592,388.05095
361.268025,397.582725,388.1502
361.354425,397.6283,388.18455
361.44995,397.645025,388.252275
361.517375,397.653575,388.27095
361.5324,397.66195,388.33315
361.5412,397.672325,388.34565
361.54795,397.68595,388.35675
361.5536,397.8218,388.369825
361.567025,397.84985,388.383775
361.585325,397.95565,388.414825
361.59335,397.986175,388.451575
361.6079,398.0298,388.481475
361.62575,398.207075,388.500125
361.650825,398.26255,388.52425
361.730325,398.287,388.538
361.748525,398.301325,388.5505
361.74965,398.310075,388.587475
361.751825,398.335525,388.627575
361.794425,398.3433,388.64505
361.832325,398.34875,388.6983
361.88685,398.50355,388.712725
361.9081,398.5166,388.74605
361.9241,398.630175,388.764675
361.931425,398.637525,388.776275
361.94245,398.64455,388.80805
361.9616,398.65265,388.85855
361.976175,398.658475,388.878725
362.011875,398.6748,388.905775
362.0474,398.680775,389.03125
362.061125,398.7075,389.0429
362.070725,398.718775,389.05605
362.10175,398.729275,389.097325
362.11645,398.765075,389.112125
362.133575,398.781575,389.1979
362.146875,398.880925,389.25805
362.1663,398.944875,389.2742
362.1804,398.9774,389.2876
362.209675,398.998425,389.3257
362.25555,399.095475,389.346225
