SPK_SPKC04a (inh/exc),SPK_SPKC06a (inhi),SPK_SPKC09a (inhi)
371.1432,412.821025,407.526
371.1487,412.82485,407.53685
371.17375,412.839,407.567325
371.1866,412.861275,407.5786
371.2014,412.997875,407.591375
371.211775,413.04375,407.685525
371.22445,413.1391,407.709475
371.227975,413.1475,407.727475
371.243475,413.16235,407.7479
371.259575,413.1677,407.775575
371.271425,413.172,407.886725
371.307625,413.17785,407.93845
371.30905,413.18425,407.969175
371.32325,413.19415,407.99675
371.346,413.205825,408.048375
371.34865,413.2411,408.06395
371.4211,413.408975,408.0838
371.43645,413.419475,408.10075
371.44255,413.455325,408.12065
371.47265,413.46645,408.183775
371.496625,413.47325,408.20365
371.530825,413.507725,408.231175
371.58075,413.55885,408.25015
371.6173,413.567375,408.296675
371.63155,413.5769,408.423
371.650825,413.5894,408.4376
371.682675,413.600975,408.46035
371.74175,413.6288,408.4735
371.7556,413.64685,408.4868
371.764,413.666,408.507325
371.77365,413.673975,408.520175
371.7749,413.69295,408.533475
371.78145,413.70525,408.5679
371.791275,413.8005,408.5699
371.7986,413.8074,408.584925
371.8152,413.83515,408.631925
371.826125,413.841225,408.7549
371.8321,413.851125,408.7744
371.840575,413.873425,408.79375
371.855775,414.165925,408.907725
371.8718,414.1825,408.9349
371.886375,414.198025,408.986475
371.905225,414.20775,409.00075
371.9228,414.2798,409.02175
371.944375,414.456475,409.051175
371.960875,414.463625,409.0649
371.979275,414.468625,409.167625
372.013275,414.475125,409.198175
372.028375,414.48225,409.239325
372.044975,414.49535,409.272925
372.0545,414.5103,409.295975
372.1071,414.522225,409.32695
372.143,414.529575,409.376375
372.18245,414.538775,409.41845
372.238875,414.560875,409.437025
372.257225,414.577825,409.529875
372.28075,414.75505,409.562125
372.291325,414.78495,409.579
372.29815,414.79285,409.598575
372.303725,414.79645,409.618325
372.313075,414.8001,409.637375
372.314825,414.8105,409.65745
372.3197,414.863,409.6747
372.327175,415.06675,409.691725
372.333025,415.093075,409.728425
372.336475,415.097375,409.789225
372.3424,415.1053,409.8137
372.347075,415.113225,409.822075
372.352125,415.12505,409.837375
372.357825,415.1315,409.8514
372.38395,415.32645,409.882175
372.3992,415.336075,409.888925
372.413025,415.354325,409.938775
372.434225,415.375375,409.98475
372.4605,415.3813,410.038475
372.490575,415.42665,410.083675
372.5677,415.445775,410.091625
372.590175,415.623675,410.101475
372.6047,415.6415,410.135875
372.654625,415.667925,410.1527
372.679875,415.677425,410.184125
372.71285,415.685775,410.2562
372.716975,415.699925,410.2721
372.725425,415.711575,410.285125
372.7327,415.725375,410.313975
372.739175,415.73065,410.34735
372.7517,415.7507,410.36475
372.761875,415.815625,410.39435
372.76605,415.863,410.4131
372.7753,415.89185,410.4555
372.77845,415.94215,410.519325
372.7819,415.980425,410.583075
372.786175,416.0339,410.595225
372.796025,416.10055,410.628125
372.8078,416.130825,410.7045
372.81325,416.1647,410.7227
372.815925,416.192425,410.739275
372.820525,416.210075,410.785925
372.8324,416.223875,410.893825
372.83905,416.232525,410.95245
372.8555,416.2405,410.98505
372.885425,416.250425,410.999075
372.893125,416.273375,411.048
372.9053,416.290825,411.06155
372.90765,416.326825,411.0639
372.918375,416.36485,411.092525
372.924625,416.381925,411.1418
372.9327,416.39185,411.164575
372.939075,416.41755,411.171775
372.957825,416.458175,411.179375
372.963625,416.46695,411.20155
372.9753,416.5006,411.215275
372.983775,416.5945,411.3007
372.99805,416.72785,411.33355
373.0072,416.78355,411.352825
373.02485,417.0501,411.3844
373.03585,417.1085,411.395275
373.041075,417.119425,411.405625
373.07615,417.142625,411.436575
373.10425,417.1515,411.4446
373.136475,417.16945,411.4827
373.180125,417.17685,411.6098
373.215675,417.211425,411.68875
373.233525,417.301725,411.776675
373.250475,417.3093,411.790425
373.2669,417.3188,411.81355
373.307375,417.418775,411.828425
373.322925,417.44255,411.8584
373.3399,417.5667,411.911175
373.365475,417.766125,411.929475
373.380325,417.817975,411.973275
373.387375,417.8234,411.99145
373.421975,417.8511,412.0078
373.4513,417.93195,412.031425
373.481075,417.942775,412.056675
373.536075,417.97285,412.079775
373.57515,418.009,412.14625
373.607575,418.03255,412.2079
373.621875,418.101175,412.2327
373.643225,418.332475,412.2519
373.652225,418.3694,412.288275
373.66095,418.41945,412.309
373.6695,418.4361,412.3757
373.6792,418.449775,412.4389
373.686275,418.497975,412.539775
373.69315,418.5164,412.564575
373.6974,418.525725,412.577725
373.702075,418.5599,412.588725
373.727725,418.608725,412.6279
373.7339,418.7395,412.6411
373.741,418.916575,412.656775
373.754075,418.934675,412.66935
373.771725,418.94915,412.69555
373.807975,418.959125,412.706675
373.83995,418.96485,412.753425
373.8639,418.969725,412.780825
373.873175,418.978125,412.79275
373.912975,418.98205,412.824225
373.966075,418.9908,412.826025
374.008175,418.998075,412.834275
374.0401,419.00685,412.8715
374.062475,419.11735,412.890525
374.078925,419.1273,412.90685
374.0974,419.14985,413.020275
374.1106,419.17605,413.105225
374.120975,419.28485,413.128725
374.154525,419.450225,413.14475
374.170325,419.516125,413.161925
374.186,419.54485,413.1772
374.2009,419.55325,413.193525
374.209175,419.566525,413.2552
374.2113,419.5849,413.301825
374.22325,419.5982,413.42575
374.2321,419.601725,413.437525
374.237375,419.625175,413.447375
374.2458,419.6815,413.4574
374.2636,419.71425,413.4734
374.273325,419.76645,413.485925
374.27905,419.776225,413.495425
374.28605,419.83485,413.567075
374.2931,419.876275,413.57865
374.30335,419.9506,413.5895
374.308525,420.057375,413.611375
374.315775,420.127225,413.62065
374.319925,420.202825,413.708325
374.328825,420.20755,413.7298
374.3384,420.224775,413.74535
374.34515,420.241525,413.756675
374.37675,420.31865,413.798425
374.38545,420.333275,413.816175
374.388625,420.349,413.837875
374.398575,420.36915,413.850625
374.418425,420.381275,413.87365
374.452775,420.393525,413.9124
374.5078,420.600575,414.04485
374.54235,420.6811,414.0763
374.6038,420.752075,414.099575
374.637575,420.776325,414.140125
374.6457,420.97525,414.18835
374.651825,421.066,414.20805
374.656525,421.07765,414.231425
374.66735,421.115375,414.2578
374.677825,421.139725,414.4348
374.682725,421.2317,414.450325
374.699375,421.3526,414.4592
374.70285,421.38485,414.48445
374.7106,421.42485,414.49625
374.718,421.567275,414.497975
374.728425,421.5989,414.5073
374.74005,421.627275,414.535125
374.750975,421.633525,414.56245
374.7608,421.644125,414.746525
374.767075,421.7032,414.76075
374.7778,421.723025,414.76905
374.786,421.8066,414.788225
374.7922,421.89395,414.798275
374.798525,421.91695,414.812225
374.8,422.1357,414.853275
374.80235,422.143125,414.8843
374.81025,422.148875,415.055475
374.814075,422.16075,415.07115
374.8198,422.1653,415.09175
374.823775,422.17705,415.092775
374.82815,422.193925,415.113125
374.83415,422.23385,415.13025
374.8377,422.244275,415.145675
374.87055,422.2834,415.1739
374.876425,422.349175,415.337975
374.8809,422.376975,415.355375
374.8917,422.598825,415.3666
374.906825,422.6351,415.3805
374.9106,422.66045,415.39605
374.93215,422.692475,415.439025
374.937275,422.69815,415.458975
374.9454,422.72495,415.54315
374.94905,422.73635,415.6265
374.956175,422.771475,415.7176
374.96335,422.9009,415.74745
374.975775,423.006175,415.7651
374.989225,423.0315,415.807825
375.0068,423.0424,415.84625
375.018725,423.0899,416.001725
375.04665,423.102625,416.1897
375.05935,423.1751,416.234425
375.094925,423.240775,416.3261
375.129975,423.3487,416.3412
375.167525,423.40695,416.435575
375.234925,423.417825,416.533875
375.254425,423.46725,416.581625
375.26405,423.489375,416.677375
375.269525,423.53075,416.7016
375.28515,423.5949,416.8346
375.29325,423.67545,416.851025
375.30445,423.724075,416.8778
375.31665,423.755675,417.044725
375.327875,423.8248,417.057475
375.341225,423.834775,417.0685
375.3538,423.8522,417.1248
375.36605,423.856175,417.152825
375.378075,423.864025,417.30265
375.400375,423.868275,417.317075
375.416325,423.875825,417.36005
375.447925,423.898975,417.4355
375.4509,423.906575,417.45255
375.4745,423.92415,417.509375
375.562075,423.94055,417.702975
375.61785,424.05595,417.740175
375.662175,424.261775,417.7526
375.66845,424.277575,417.827675
375.6775,424.302675,417.85645
375.6901,424.313575,417.9102
375.70255,424.36815,417.92625
375.71345,424.3824,417.9847
375.723925,424.449625,418.002075
375.73095,424.51965,418.325425
375.740725,424.5554,418.342225
375.748675,424.564575,418.391975
375.76545,424.5751,418.543925
375.772225,424.583825,418.55165
375.77795,424.60625,418.607425
375.783175,424.621625,418.62385
375.791125,424.635025,418.6917
375.8018,424.645175,418.8092
375.810225,424.676475,418.8836
375.8171,424.8435,418.90325
375.827975,424.923125,418.9901
375.8344,424.97675,419.0084
375.843275,424.9825,419.05775
375.8558,424.990075,419.176925
375.8637,424.99945,419.2163
375.87,425.013775,419.2419
375.877875,425.01855,419.28415
375.886075,425.022575,419.3362
375.891975,425.029875,419.419325
375.902275,425.034425,419.499575
375.913875,425.043725,419.54175
375.929775,425.082575,419.561
375.976725,425.1078,419.619775
376.025375,425.131925,419.652275
376.064825,425.145075,419.673675
376.106375,425.165525,419.689575
376.145825,425.1953,419.81095
376.155,425.20785,419.861575
376.168775,425.2271,419.875475
376.179125,425.23465,419.88345
376.188675,425.24815,419.8998
376.195025,425.26395,419.92685
376.204675,425.278725,420.002275
376.210625,425.2998,420.024375
376.220275,425.43195,420.05065
376.22875,425.6171,420.067825
376.235875,425.636375,420.11625
376.246725,425.651975,420.1416
376.253525,425.661875,420.147375
376.2566,425.70675,420.1638
376.26725,425.722675,420.1844
376.31725,425.73625,420.217375
376.3608,425.84815,420.26165
376.392075,425.858,420.27555
376.45075,425.866075,420.30015
376.464025,425.87485,420.32745
376.48225,425.8838,420.3676
376.501575,425.89515,420.4063
376.508125,425.98225,420.441825
376.51965,426.1035,420.51565
376.54505,426.21525,420.62805
376.56375,426.228075,420.74325
376.582225,426.256675,420.7942
376.603925,426.2664,420.81725
376.6412,426.3499,420.9448
376.6618,426.37525,420.948025
376.713625,426.399975,421.02005
376.726175,426.410175,421.11105
376.7437,426.443325,421.169925
376.766575,426.457375,421.256625
376.769975,426.47355,421.269975
376.78025,426.4912,421.32355
376.795575,426.54285,421.3589
376.815325,426.5597,421.400475
376.8464,426.57805,421.4606
376.8881,426.610025,421.52785
376.928775,426.6268,421.58435
376.94585,426.64185,421.6008
377.001175,426.90315,421.6586
377.025475,426.919775,421.769925
377.05595,426.9255,421.792125
377.08065,426.944525,421.807125
377.1248,426.95165,421.826575
377.15645,426.999725,421.925225
377.20775,427.015575,421.967375
377.2515,427.061775,422.035
377.279175,427.0778,422.072825
377.283725,427.0933,422.083425
377.313175,427.109175,422.093575
377.33665,427.1436,422.109925
377.371525,427.344375,422.172775
377.381125,427.377925,422.183525
377.38865,427.411425,422.2838
377.40285,427.418975,422.33625
377.41705,427.43665,422.350225
377.4332,427.460375,422.406775
377.443875,427.4687,422.431025
377.452375,427.4931,422.4702
377.4774,427.761875,422.503475
377.534425,428.202325,422.586475
377.546075,428.218075,422.6333
377.563975,428.226375,422.694025
377.609425,428.261475,422.7092
377.634125,428.277375,422.906575
377.6486,428.286275,422.92275
377.705075,428.317725,422.97435
377.739625,428.384,423.043575
377.80765,428.4939,423.140325
377.8798,428.52805,423.190525
377.900875,428.6499,423.25125
377.923875,428.683925,423.386075
377.9429,428.70935,423.48915
377.9524,428.734625,423.5576
377.962375,428.753075,423.5945
377.969275,428.759175,423.6448
377.985375,428.819325,423.663525
377.994625,428.868825,423.690925
378.00405,428.9256,423.713575
378.03005,428.992475,423.768375
378.0427,429.201725,423.769675
378.0583,429.219125,423.83495
378.0669,429.277125,423.9827
378.0852,429.486375,424.0065
378.088825,429.51095,424.02845
378.1077,429.785475,424.056325
378.134525,429.828075,424.0837
378.152625,429.83675,424.1089
378.1901,429.8505,424.13445
378.235225,429.9368,424.172475
378.2767,430.0925,424.21615
378.292825,430.167975,424.246775
378.306425,430.1949,424.256325
378.321,430.200825,424.290925
378.341625,430.233525,424.339425
378.3616,430.2526,424.399325
378.39465,430.28375,424.425225
378.423025,430.492375,424.449975
378.44345,430.52595,424.4759
378.4661,430.552725,424.49995
378.4876,430.6684,424.536425
378.529525,430.82505,424.565025
378.5377,430.861775,424.61575
378.613225,430.90315,424.640125
378.63205,431.0033,424.6669
378.659275,431.15175,424.782925
378.6628,431.194,424.84015
378.683075,431.219325,424.955625
378.693025,431.2602,424.9694
378.7187,431.269575,424.981675
378.7243,431.277875,425.029675
378.730725,431.3009,425.06645
378.7417,431.31885,425.109975
378.74975,431.34405,425.175825
378.77545,431.39525,425.23855
378.797725,431.4779,425.292725
378.811825,431.51075,425.42775
378.8269,431.693875,425.44795
378.83525,431.767225,425.461175
378.845975,431.860975,425.5036
378.86445,431.8687,425.542125
378.884525,431.911425,425.658175
378.9008,431.943825,425.694475
378.922925,431.975675,425.784425
378.94575,432.159775,425.840125
378.959725,432.460775,425.856625
378.991975,432.485425,425.90905
379.0112,432.494325,425.92395
379.03865,432.501975,425.94105
379.072675,432.53605,425.967625
379.109525,432.593175,426.040525
379.142875,432.9525,426.07455
379.147475,433.111075,426.169125
379.163,433.675025,426.220075
379.203325,434.01745,426.268025
379.2367,434.35255,426.28395
379.26745,434.3612,426.327375
379.30525,434.402475,426.37545
379.356225,434.477975,426.584425
379.387675,434.516625,426.6071
379.408625,434.902925,426.6686
379.417375,435.502075,426.807925
379.431575,435.643725,426.85915
379.4388,435.7514,426.893225
379.448425,435.85125,426.919475
379.45485,436.102625,426.925775
379.4596,436.1678,426.97025
379.4667,436.176425,426.975025
379.47005,436.305975,427.061225
379.477125,436.34315,427.127
379.488825,436.357025,427.189225
379.510675,436.514,427.214375
379.5201,436.632475,427.2694
379.530025,436.659,427.343175
379.5342,436.69325,427.38495
379.547,436.702525,427.39165
379.559525,436.7852,427.399775
379.578075,436.8997,427.43575
379.591775,436.917425,427.458925
379.6119,436.935125,427.653075
379.628925,436.9587,427.86915
379.64175,436.96465,428.085275
379.6683,436.974975,428.19445
379.72345,437.0334,428.2113
379.739175,437.1431,428.427525
379.7549,437.19165,428.5274
379.774175,437.27705,428.709975
379.794875,437.285175,428.95895
379.8179,437.302275,429.327175
379.83185,437.410325,429.543925
379.873525,437.533875,429.6858
379.89585,437.55025,429.7284
379.9181,437.564025,429.81135
379.935,437.8003,429.826675
379.970225,437.900975,429.94225
380.0166,437.90915,429.99235
380.073875,437.92515,430.0779
380.104775,438.014775,430.168775
380.112625,438.031675,430.2349
380.146075,438.185575,430.268725
380.162075,438.189425,430.37715
380.1729,438.209,430.37815
380.184675,438.234325,430.409375
380.204275,438.250925,430.96115
380.21435,438.31735,431.002725
380.2217,438.3669,431.058725
380.228425,438.4105,431.2118
380.2451,438.43325,431.3084
380.25205,438.465725,431.391875
380.265075,438.481475,431.60175
380.2793,438.49325,431.669925
380.290725,438.51715,431.826775
380.30575,438.680575,432.18495
380.327825,438.6976,432.226175
380.333925,438.756925,432.29435
380.3464,438.789075,432.718225
380.395525,438.79715,432.9439
380.4295,438.80975,432.9778
380.531675,438.821525,433.06975
380.548525,438.835275,433.577325
380.576,438.9329,433.652875
380.60105,438.9471,433.67695
380.6094,438.981,433.68635
380.6227,438.989425,433.725925
380.640825,439.0238,434.26035
380.65485,439.041125,434.4692
380.659875,439.064075,434.92695
380.664925,439.155275,436.0442
380.68045,439.1921,436.368725
380.7061,439.242225,436.515975
380.74995,439.265525,436.533475
380.876475,439.3332,436.558725
380.905475,439.418025,436.674225
380.9141,439.5309,436.71895
380.93355,439.557575,437.2685
380.938325,439.607575,437.307975
380.94225,439.63215,437.324625
380.9468,439.64815,437.3606
380.95365,439.65715,437.38535
380.959075,439.69935,437.57545
380.974775,439.7082,437.7843
380.978925,439.7173,437.8414
380.9851,439.875575,437.874275
380.991525,439.949225,437.921625
381.008075,440.00055,437.954625
381.027375,440.051,438.03515
381.051875,440.09015,438.072325
381.082075,440.46505,438.0843
381.1142,440.54305,438.1574
381.1739,440.56775,438.243525
381.2036,440.6236,438.265875
381.267625,440.6407,438.300575
381.356875,440.6736,438.368675
381.446075,440.764925,438.42685
381.467875,440.8481,438.575
381.485025,440.941675,438.714325
381.5022,441.223025,438.740775
381.51265,441.2912,438.76755
381.5274,441.340175,438.8579
381.5372,441.3923,438.950175
381.55395,441.416275,439.072375
381.5705,441.63245,439.0884
381.5845,441.64135,439.126025
381.593725,441.68165,439.200025
381.616375,441.6899,439.2223
381.62875,441.7012,439.2248
381.636925,441.767,439.29005
381.64605,441.939875,439.323025
381.6524,441.9734,439.359875
381.67435,441.98345,439.383475
381.702925,441.9983,439.4066
381.705325,442.0057,439.4581
381.755525,442.0308,439.6142
381.7714,442.117125,439.6183
381.84075,442.17565,440.016575
381.913525,442.183125,440.106975
381.935975,442.214675,440.143175
381.949075,442.275525,440.250575
381.960425,442.30595,440.441625
381.96885,442.33175,440.608125
381.976775,442.415,440.873875
381.979875,442.597525,440.9578
381.98645,442.7421,440.975375
381.98935,442.8481,441.325225
381.9957,443.0006,441.3589
382.001425,443.055925,441.37355
382.012425,443.08425,441.433325
382.015025,443.348775,441.523475
382.030375,443.3646,441.5729
382.049,443.440825,441.59995
382.07055,443.45885,441.62355
382.104275,443.491425,441.649975
382.12235,443.5591,441.73385
382.14845,443.57265,441.81705
382.169025,443.656375,441.983225
382.193475,443.6908,442.034125
382.209625,443.715625,442.19025
382.220225,443.790875,442.60025
382.23075,443.9665,442.70765
382.249425,443.9748,442.742275
382.255275,443.99215,442.775075
382.2741,444.047625,442.8744
382.2923,444.3828,443.00045
382.317075,444.39825,443.017375
382.35675,444.423025,443.048925
382.4229,444.47545,443.107925
382.469,444.615875,443.549775
382.50725,444.7242,443.57525
382.531425,444.783525,443.730825
382.541775,444.841675,444.066625
382.551575,444.8987,444.100625
382.555325,445.358225,444.183875
382.56525,445.373925,444.2154
382.57225,445.49175,444.24185
382.58205,445.508,444.28375
382.592575,445.77335,444.4568
382.6092,445.866675,444.575425
382.6116,445.982875,444.78945
382.630175,446.1072,444.8088
382.6409,446.124775,445.590375
382.64975,446.174875,445.607575
382.682825,446.1824,446.124375
382.70155,446.216,446.173075
382.72275,446.247075,446.239225
382.756525,446.324725,446.341125
382.768925,446.39915,446.449175
382.811425,446.697725,446.506675
382.854675,446.7246,446.70555
382.8694,446.739975,446.715875
382.947075,446.849625,446.90615
382.9616,446.989325,446.99935
382.99805,447.098425,447.024525
383.01665,447.1144,447.199825
383.033175,447.149525,447.5388
383.03575,447.165425,447.606175
383.051025,447.18005,447.799025
383.079475,447.215375,447.824575
383.09305,447.290925,448.222725
383.11455,447.3564,448.473425
383.178,447.64005,448.731225
383.205375,447.68125,448.8217
383.245025,447.7064,448.872025
383.26065,447.747225,449.032775
383.2634,447.80765,449.049225
383.2745,447.85725,449.20585
383.28175,447.897675,449.44905
383.31955,447.9914,449.5653
383.361025,448.013275,449.5895
383.401675,448.0484,449.672725
383.453,448.107975,449.932
383.49965,448.180675,449.97135
383.585675,448.273675,450.005225
383.600625,448.44695,450.02275
383.61865,448.496425,450.1719
383.626375,448.53955,450.3656
383.642675,448.55535,450.4155
383.64995,448.58295,450.4323
383.662425,448.60795,450.471025
383.678125,448.631475,450.732
383.6943,448.69955,450.887725
383.71045,448.765775,450.981525
383.730175,448.798725,451.097575
383.734575,448.865325,451.1312
383.74855,448.97435,451.373825
383.76815,448.99035,451.42385
383.776525,449.07295,451.614475
383.7895,449.131575,451.630375
383.8006,449.1799,451.63775
383.8091,449.222225,451.673675
383.819325,449.265325,451.821075
383.83915,449.280425,451.890275
383.84275,449.498425,451.972475
383.855825,449.57955,452.0544
383.868525,449.59845,452.2707
383.8797,449.629775,452.38875
383.886175,449.6966,452.4871
383.908725,449.77155,452.504925
383.950725,449.83115,452.520925
383.966275,449.92425,452.5398
383.991675,449.956475,452.811875
384.008525,450.024175,452.822825
384.027875,450.121075,453.1467
384.06495,450.298225,453.21315
384.0819,450.363625,453.238075
384.0986,450.38055,453.2554
384.12925,450.547675,453.431475
384.17145,450.598775,453.463475
384.185575,450.8055,453.57175
384.2036,450.846775,453.596275
384.212025,450.896225,453.631075
384.2288,450.93805,453.646
384.240175,451.0299,453.9292
384.24185,451.12115,454.203275
384.245325,451.13135,454.2535
384.2524,451.2213,454.272925
384.26155,451.25625,454.31025
384.27205,451.3124,454.54555
384.294425,451.3736,454.563025
384.32055,451.379375,454.8283
384.3246,451.38765,454.94755
384.345,451.456475,454.988925
384.37775,451.698725,455.0022
384.434675,451.7043,455.062575
384.439275,452.030925,455.077575
384.45995,452.047175,455.129
384.478725,452.062175,455.1621
384.493225,452.15565,455.3889
384.504125,452.1801,455.52895
384.520475,452.2712,455.6026
384.579325,452.297425,455.76885
384.62875,452.4304,455.9129
384.64525,452.4565,455.971725
384.684625,452.572225,456.14705
384.704525,452.630025,456.1884
384.714425,452.755,456.2543
384.73225,452.788825,456.321525
384.743875,452.795675,456.554675
384.75675,452.8458,456.745325
384.7735,452.920925,456.817925
384.80445,453.1471,457.1532
384.83865,453.18955,457.196
384.860375,453.328575,457.337975
384.874225,453.464625,457.438425
384.8964,453.546725,457.468675
384.91095,453.57095,457.480075
384.931825,453.587475,457.5194
384.952625,453.60555,457.618375
384.9923,453.619775,457.743775
384.9936,453.919425,457.77905
385.034175,453.93625,457.81955
385.046,453.961025,457.846375
385.098375,454.071825,458.013225
385.134,454.145475,458.06975
385.173975,454.261275,458.1115
385.2022,454.31975,458.185925
385.210525,454.33515,458.211075
385.215925,454.39645,458.2285
385.22375,454.420075,458.24455
385.23375,454.439275,458.24665
385.238825,454.463225,458.3444
385.2431,454.4877,458.35905
385.251925,454.797725,458.379475
385.266475,454.837,458.386225
385.2761,454.8636,458.39595
385.31305,454.886075,458.41275
385.3401,454.93865,458.446575
385.397525,454.9932,458.4679
385.43905,455.222225,458.561675
385.49415,455.295675,458.568825
385.58585,455.3218,458.6202
385.610825,455.329475,458.628375
385.6176,455.33565,458.7031
385.637125,455.347025,458.784525
385.639875,455.387275,458.802275
385.6516,455.41185,458.8869
385.683125,455.520075,458.995675
385.717675,455.62085,459.11895
385.736075,455.82215,459.142475
385.740825,455.9141,459.270325
385.7442,455.9384,459.4046
385.74705,455.944375,459.5046
385.749625,455.9532,459.537625
385.7521,455.962,459.73555
385.75475,455.971625,459.742
385.757125,455.98005,459.7769
385.769075,456.077175,459.8702
385.775225,456.09325,459.90385
385.7785,456.112425,460.01275
385.78395,456.130475,460.053725
385.8191,456.163075,460.079375
385.829575,456.24535,460.219075
385.841725,456.292575,460.345675
385.870175,456.32045,460.362225
385.8947,456.50975,460.377475
385.963625,456.594525,460.4019
385.970375,456.622225,460.50275
386.0338,456.62955,460.520975
386.082075,456.637725,460.6505
386.121,456.688725,460.667325
386.147075,456.745875,460.76085
386.14865,456.77135,460.778475
386.1725,456.77645,460.82745
386.2095,456.795825,460.86145
386.22785,456.9626,460.87715
386.243075,457.01135,460.9035
386.266575,457.069075,460.934925
386.301975,457.088175,461.06155
386.356925,457.260175,461.079075
386.387725,457.2767,461.167275
386.4068,457.30395,461.18665
386.4136,457.337975,461.25935
386.42535,457.35205,461.3501
386.440825,457.4207,461.409725
386.45085,457.455175,461.443725
386.453075,457.4798,461.46545
386.460375,457.503975,461.476025
386.476225,457.6272,461.58475
386.49085,457.727075,461.594625
386.5136,457.763425,461.78465
386.5162,457.794825,461.970125
386.535825,457.803825,462.03365
386.562375,457.86065,462.06605
386.59295,457.86785,462.103775
386.60815,457.892525,462.193025
386.626725,457.9127,462.301625
386.644375,457.928725,462.3178
386.6602,457.963225,462.34485
386.680525,458.0289,462.366275
386.707075,458.0342,462.390625
386.7709,458.06985,462.412175
386.786425,458.109775,462.428475
386.7973,458.2622,462.442775
386.81205,458.269425,462.5355
386.82515,458.3095,462.6204
386.857925,458.3427,462.637025
386.87985,458.36225,462.658975
386.884275,458.3685,462.67755
386.91045,458.41985,462.70085
386.95495,458.42935,462.91535
386.99385,458.53705,462.9855
387.0312,458.57895,462.999825
387.076775,458.620675,463.160875
387.0977,458.643525,463.3533
387.12575,458.692525,463.40975
387.1366,458.71235,463.542625
387.151175,458.7262,463.65975
387.166025,458.8011,463.714075
387.1812,458.82685,463.72205
387.2087,459.03785,463.778
387.219,459.1199,463.866575
387.230275,459.2956,463.899975
387.2604,459.316875,464.001825
387.286775,459.544375,464.181225
387.302025,459.635325,464.24215
387.316225,459.678175,464.291725
387.331825,459.81125,464.3668
387.341725,459.860475,464.418625
387.368575,459.868275,464.45045
387.384475,459.921075,464.50225
387.387025,460.0687,464.716775
387.3982,460.236175,464.774825
387.418825,460.26085,464.79435
387.442875,460.33465,464.809825
387.46795,460.417275,464.86965
387.506175,460.462425,464.882275
387.549275,460.4693,465.005825
387.5984,460.48315,465.0175
387.660175,460.50935,465.0435
387.69265,460.63315,465.075375
387.7122,460.667025,465.10955
387.7734,460.983375,465.133425
387.7807,461.019925,465.139875
387.822475,461.041075,465.2609
387.8736,461.0499,465.293325
387.913325,461.05845,465.30975
387.9386,461.0788,465.394325
387.956,461.13535,465.4585
387.972325,461.201525,465.491575
387.9815,461.250375,465.5108
388.018375,461.44365,465.532275
388.054575,461.484725,465.584675
388.121425,461.53375,465.7932
388.1406,461.569275,465.8604
388.147825,461.624575,466.127325
388.172275,461.7022,466.19165
388.207125,461.793,466.226925
388.2088,461.81625,466.330775
388.222975,461.99555,466.400325
388.232375,462.008375,466.516575
388.2641,462.03665,466.5937
388.282375,462.083925,466.849225
388.30015,462.242375,466.87525
388.329975,462.286175,466.893575
388.357025,462.318625,466.916175
388.398225,462.35305,466.966125
388.424725,462.358425,467.1663
388.4436,462.366825,467.192575
388.461225,462.41835,467.274425
388.501675,462.427975,467.308375
388.517425,462.478725,467.35525
388.5412,462.48535,467.356725
388.58025,462.494775,467.433875
388.603075,462.512025,467.4735
388.64945,462.568625,467.51695
388.654275,462.8867,467.532925
388.678825,462.91635,467.557175
388.712475,462.923975,467.583125
388.74885,462.9275,467.66705
388.774925,462.934025,467.69315
388.790875,463.010575,467.7391
388.80785,463.019,467.781725
388.824375,463.026425,467.846825
388.834175,463.073575,468.03445
388.8497,463.09855,468.222325
388.866775,463.10695,468.274025
388.8836,463.128,468.30725
388.8985,463.143075,468.31025
388.91835,463.39975,468.40915
388.94395,463.505825,468.4427
388.96525,463.56035,468.560725
388.995325,463.626475,468.6828
389.0213,463.6424,468.7419
389.033025,463.666975,468.768425
389.048225,463.6749,468.850575
389.0648,463.70075,468.884825
389.118875,463.708075,468.947325
389.139525,463.717,469.042525
389.14695,463.7243,469.054925
389.16695,463.76675,469.1505
389.178175,463.8081,469.26055
389.189775,463.84015,469.3154
389.225725,463.902775,469.327025
389.227625,464.065925,469.34665
389.24595,464.085625,469.416725
389.2597,464.1021,469.463175
389.275375,464.219025,469.49925
389.283675,464.342475,469.63425
389.317125,464.382675,469.660575
389.348675,464.443575,469.68515
389.377725,464.459925,469.697475
389.398225,464.466575,469.75105
389.408025,464.541125,469.77345
389.41965,464.558975,469.857425
389.450225,464.5679,469.921
389.47545,464.611525,469.93375
389.491175,464.84215,469.95995
389.5122,464.849575,470.024775
389.525875,464.911375,470.08845
389.5387,464.950125,470.290425
389.55055,465.0021,470.367225
389.570275,465.0424,470.396525
389.58595,465.064925,470.417725
389.62605,465.167825,470.456025
389.65965,465.268175,470.491325
389.6616,465.292825,470.5074
389.683325,465.309425,470.6331
389.7013,465.316425,470.65425
389.715825,465.3253,470.69225
389.741625,465.340475,470.715925
389.78455,465.351625,470.75385
389.8155,465.369175,470.88375
389.83405,465.375025,470.923625
389.83765,465.4352,470.948175
389.86315,465.549,470.995825
389.88825,465.5607,471.00785
389.89535,465.5938,471.045925
389.9111,465.6512,471.057075
389.933075,465.718,471.08165
389.956375,465.736075,471.1047
389.969475,465.753,471.1913
