SPK_SPKC05a (inh),SPK_SPKC09a (inhi),SPK_SPKC14a (no response or late inhi),SPK_SPKC15a (inhi)
153.3841,178.7541,85.0702,123.229
153.708025,178.953275,85.1042,123.33855
153.940575,180.850875,85.2903,123.440375
154.1326,180.977425,85.328275,123.5527
154.325475,181.464675,85.395625,123.6556
154.661975,181.476725,85.4016,123.736725
154.9356,181.5688,85.58305,123.8232
155.0731,181.686475,85.710825,124.01635
155.222975,182.353575,86.1758,124.129375
155.272575,182.669625,86.288525,124.22995
155.423925,182.75105,86.495575,124.32745
155.62565,182.880925,86.554675,124.741775
155.627225,182.988975,86.65205,124.848975
155.888025,183.096675,86.669475,124.93455
156.07595,183.343075,86.972125,125.063275
156.281825,183.562625,87.052275,125.18795
156.41365,183.71,87.0782,125.27395
156.447525,183.838725,87.227225,125.402975
156.5987,184.179225,87.250675,125.554325
156.654075,184.25095,87.459425,125.66375
157.15905,184.96915,87.5724,125.7283
157.413775,185.24895,87.71435,125.898175
157.576025,185.38335,87.940075,126.015075
158.2963,185.6671,88.197325,126.082375
158.38575,185.805075,88.31535,126.215175
158.573425,185.883675,88.35535,126.35535
158.6402,186.02435,88.5663,126.4645
158.978275,186.163025,88.6313,126.748525
159.144125,186.66955,88.795175,126.95475
159.42255,186.7654,88.8931,127.106825
159.80415,187.031725,89.12875,127.133975
160.12765,187.105075,89.304925,127.3121
160.857325,187.77445,89.465525,127.4159
161.179125,187.92635,89.485775,127.5211
161.54725,188.0176,89.633775,127.681925
161.92015,188.326975,89.676425,127.7091
162.268975,188.5334,89.86725,127.825475
162.52015,188.897725,89.972025,127.903375
163.0752,189.09375,90.025525,128.002225
163.19335,190.0666,90.152725,128.130925
163.220875,190.5488,90.264125,128.240775
163.2936,191.249725,90.291175,128.412925
163.74465,191.683675,90.845925,129.041225
163.8816,191.765175,90.8772,129.22255
164.06115,191.818,90.9379,129.4516
164.14745,191.909225,91.028725,129.575375
164.9811,192.731475,91.05565,129.5852
165.4996,193.711325,91.104225,129.9779
165.65575,194.3855,91.306275,130.562775
165.896775,195.029225,91.3827,130.679525
165.981425,195.306875,91.496375,130.72115
166.154275,196.136075,91.52325,131.678125
166.427925,196.288275,91.528175,131.953925
166.7097,196.525125,91.597325,132.032575
166.886875,196.853125,91.709625,132.578325
167.1095,196.960075,91.72675,132.673225
167.280375,197.106825,91.937,132.78475
167.652875,197.40245,91.9837,133.133175
167.88755,197.728875,92.099425,133.326175
167.93105,197.9447,92.13435,133.535075
168.0178,198.1575,92.1385,133.886725
168.08195,198.50765,92.15215,134.075625
168.859625,198.934825,92.190025,134.146475
168.982125,199.277975,92.195825,134.285325
169.097775,199.9643,92.249425,134.3184
169.29215,,92.2614,134.6137
169.860775,,92.30205,134.758725
170.52245,,92.3696,134.879425
170.657225,,92.6983,135.14505
170.830675,,92.821725,135.301775
171.253675,,92.8661,135.36015
171.3093,,93.00515,135.75845
171.5561,,93.032875,135.887775
171.560775,,93.0441,136.011125
172.07435,,93.304925,136.17685
172.4849,,93.3109,136.28915
172.521,,93.370075,136.6085
172.699575,,93.3808,136.727125
172.826925,,93.39515,136.820275
173.020925,,93.59805,136.932125
173.277325,,93.6169,137.038475
173.329175,,93.63405,137.18795
173.472675,,93.72325,137.28495
173.517375,,93.831575,137.3896
173.5482,,93.95985,137.713325
173.587175,,94.0396,137.95665
173.8697,,94.23405,138.1696
174.0112,,94.260425,138.512725
174.086925,,94.3704,138.622475
174.216575,,94.486175,138.694325
174.4463,,94.690775,138.746775
174.500375,,94.838575,138.836925
174.65625,,94.89315,138.9019
174.85625,,94.95065,138.964625
175.1134,,95.183275,139.04565
175.59335,,95.332725,139.12135
175.90405,,95.61675,139.145175
176.1529,,95.826275,139.181025
176.43715,,95.9566,139.30225
176.67975,,96.055275,139.40735
176.9425,,96.3886,139.59705
177.23065,,96.71265,139.645775
177.539975,,97.03125,139.754575
178.10415,,97.219125,139.812975
178.18085,,97.297325,139.8673
178.3368,,97.4495,139.9781
178.591375,,97.5446,140.145375
179.025475,,97.588075,140.2587
179.0951,,97.780225,140.46785
179.3466,,98.007225,140.509
179.495425,,98.1591,140.55815
179.539975,,98.3945,140.6044
179.806,,98.400225,140.68785
180.302575,,98.49855,140.73605
180.718925,,98.563525,141.0143
181.295125,,98.757025,141.160975
181.5698,,98.90545,141.222425
181.5716,,99.18945,141.456575
182.0246,,99.23515,141.614025
184.103325,,99.650425,141.6913
184.66015,,99.739475,141.900325
184.9691,,99.752375,141.9174
185.387775,,99.874675,142.16195
185.41375,,100.3054,142.173975
185.805125,,100.495225,142.6818
185.844475,,100.652475,142.721925
186.445625,,100.669025,142.81155
186.591375,,100.78305,142.980475
186.7833,,100.807175,143.168275
187.083525,,100.997625,143.3564
187.618125,,101.11785,143.47835
188.106575,,101.195575,143.753475
188.343075,,101.467425,144.125125
188.42785,,101.593375,144.759125
188.5287,,101.6155,144.994825
188.7573,,101.89465,145.078875
189.038025,,101.910925,145.223675
189.3572,,102.016375,145.251125
189.75555,,102.158175,145.28035
190.050175,,102.22355,145.5074
190.26425,,102.334,145.714425
190.58965,,102.4178,145.726475
190.80435,,102.957025,145.8161
190.974625,,103.10555,146.226425
191.2223,,103.22925,146.37055
191.459425,,103.394625,146.623025
191.60745,,103.495025,146.652725
191.896125,,103.59925,146.758925
192.5576,,103.7627,146.9988
192.75135,,103.97735,147.10295
193.0094,,104.10755,147.209025
193.021375,,104.2362,147.3141
194.72595,,104.422775,147.81355
194.810625,,104.494775,148.016225
195.82295,,104.70045,148.103125
196.106,,104.831875,148.237175
196.308775,,104.96395,148.331525
196.471175,,105.1569,148.46335
196.52715,,105.2235,148.88245
196.654425,,105.336175,149.035675
196.67855,,105.495975,149.12965
196.876425,,105.548425,149.14315
197.010775,,105.55855,149.302575
197.1742,,105.594,149.678675
197.621075,,105.759875,149.84755
197.740125,,105.880425,149.949475
197.91265,,105.95205,150.07265
198.489125,,106.03095,150.2519
198.756175,,106.20965,150.386875
198.95165,,106.327775,150.507675
199.039225,,106.40965,150.61555
199.20605,,106.43945,150.72275
199.6163,,106.5652,150.900275
199.934325,,106.714675,151.009975
,,106.8225,151.273775
,,106.894425,151.377675
,,107.0125,151.45455
,,107.06475,151.558925
,,107.396975,151.801125
,,107.4978,151.807375
,,107.6034,151.978675
,,107.681925,152.2426
,,107.755575,152.60845
,,108.0641,152.71885
,,108.1685,152.9962
,,108.22775,153.09465
,,108.457075,153.207725
,,108.566225,153.3148
,,108.643125,153.39785
,,108.74205,153.523175
,,108.829975,153.73225
,,108.84385,153.906475
,,108.949075,154.07185
,,109.005175,154.290825
,,109.14395,154.396775
,,109.2889,154.48225
,,109.49915,154.613
,,109.666925,154.6957
,,109.8422,154.778975
,,110.044375,154.8813
,,110.23845,154.994125
,,110.264475,155.07745
,,110.428975,155.416875
,,110.61805,155.511225
,,110.750575,155.74035
,,110.75335,155.94715
,,110.8003,156.136775
,,110.819975,156.226075
,,110.90555,156.3786
,,110.95215,156.4973
,,110.9642,156.593
,,111.017,156.676525
,,111.097075,156.8716
,,111.1943,157.181775
,,111.26965,157.28685
,,111.376825,157.379925
,,111.39355,157.4793
,,111.407225,157.60645
,,111.451175,157.69015
,,111.5153,157.8351
,,111.56705,157.95555
,,111.587725,158.352
,,111.625625,158.461975
,,111.649325,158.703025
,,111.70205,158.895425
,,111.817175,159.090925
,,111.820725,159.241525
,,111.901375,159.347425
,,111.9316,159.545175
,,112.011075,159.628775
,,112.094375,159.819075
,,112.101925,159.884725
,,112.16045,160.1008
,,112.1934,160.203475
,,112.34405,160.28445
,,112.41545,160.3429
,,112.420975,160.48495
,,112.533425,160.639775
,,112.607225,160.828775
,,112.620075,160.9882
,,112.679875,161.095925
,,112.714025,161.24565
,,112.913375,161.3596
,,112.929725,161.37395
,,113.033475,161.409325
,,113.2349,161.587975
,,113.685075,161.69485
,,113.705525,161.8455
,,113.844075,161.8639
,,114.519325,161.99335
,,114.551225,162.21735
,,114.58795,162.33115
,,114.6791,162.6264
,,114.6832,162.746925
,,114.830125,163.12
,,114.95465,163.1942
,,114.98585,163.5485
,,115.0225,163.584975
,,115.0656,163.70035
,,115.2708,164.31365
,,115.351975,164.425375
,,115.581925,164.634225
,,115.83575,164.711875
,,115.939125,165.01915
,,116.030975,165.253925
,,116.341275,165.50135
,,116.53985,165.747425
,,117.019125,165.89235
,,117.1638,165.912025
,,117.389775,166.224
,,117.574875,166.541775
,,117.59055,166.683975
,,117.849125,166.9243
,,118.140525,167.220275
,,118.16335,167.3281
,,118.2656,167.47475
,,118.484775,167.63335
,,118.67455,167.74585
,,118.705225,167.8538
,,118.87075,167.92335
,,118.878175,168.206675
,,119.05845,168.30725
,,119.09005,168.4492
,,119.3046,168.588625
,,119.35065,168.835275
,,119.559,169.004325
,,119.5643,169.08935
,,119.602475,169.1905
,,119.71175,169.315775
,,119.8303,169.54955
,,119.83475,169.76955
,,119.97945,169.923775
,,120.10405,170.144425
,,120.2925,170.421275
,,120.317975,170.5167
,,120.32055,170.665075
,,120.40905,170.8711
,,120.449125,171.45385
,,120.633125,171.84435
,,120.7648,172.175525
,,120.818725,172.33345
,,120.869625,172.6857
,,120.99535,172.85925
,,121.175175,172.965375
,,121.41505,173.193125
,,121.4663,173.277175
,,121.5093,173.36045
,,121.610525,173.47495
,,121.8879,173.585875
,,122.113075,173.73515
,,122.17565,173.8897
,,122.34255,174.090375
,,122.4492,174.2233
,,122.484975,174.5494
,,122.7307,174.839375
,,122.9917,174.98745
,,123.239375,175.099775
,,123.4321,175.183225
,,123.4985,175.351325
,,123.691475,175.47525
,,123.715925,175.58505
,,124.014875,175.701725
,,124.16395,175.838925
,,124.414825,175.981475
,,124.75155,176.132825
,,125.096675,176.3663
,,125.432775,176.970075
,,125.892875,177.048575
,,126.054275,177.1389
,,126.956575,177.309625
,,127.18865,177.426075
,,127.1946,177.490775
,,127.39545,177.5907
,,127.588,177.658725
,,127.94525,177.665625
,,128.195075,177.74835
,,128.2708,177.834825
,,128.81695,177.97145
,,128.828025,178.1459
,,128.841875,178.32695
,,128.85255,178.767125
,,128.9308,178.87385
,,129.03225,178.9701
,,129.0856,179.0482
,,129.12595,179.134575
,,129.238675,179.259475
,,129.3975,179.284575
,,129.501175,179.91495
,,129.5589,180.01075
,,129.769975,180.0895
,,129.775,180.1708
,,129.78165,180.274775
,,129.8778,180.52775
,,129.90715,180.6617
,,130.017825,180.715125
,,130.15735,180.848325
,,130.3321,180.955725
,,130.35265,181.231975
,,130.488925,181.335775
,,130.59315,181.507075
,,130.723,181.681825
,,130.746525,181.83725
,,130.80625,181.9315
,,130.816225,182.015025
,,131.08615,182.2454
,,131.1514,182.467675
,,131.1792,182.70355
,,131.690625,182.722425
,,131.85115,182.75995
,,131.9824,182.919225
,,132.003825,183.082575
,,132.027375,183.2847
,,132.0312,183.60655
,,132.1951,183.703225
,,132.79265,184.153675
,,133.011,184.58235
,,133.06315,184.856925
,,133.284775,184.919525
,,133.329825,185.404225
,,133.483075,185.52895
,,133.623225,185.6678
,,133.78755,185.685875
,,133.8037,185.81105
,,134.100625,185.962625
,,134.34745,186.45495
,,134.583225,186.514525
,,134.832425,186.64115
,,135.0406,186.833225
,,135.4023,186.90495
,,135.410975,187.1092
,,135.50565,187.17625
,,135.6298,187.233225
,,136.1064,187.844525
,,136.26955,187.9866
,,136.571925,188.090475
,,136.613375,188.193425
,,137.195175,188.470625
,,137.338075,188.622375
,,137.4695,188.779375
,,137.630775,188.917425
,,137.87255,189.109975
,,137.96075,189.265625
,,138.0217,189.279275
,,138.2525,189.716775
,,138.33785,189.9575
,,138.420425,190.07725
,,138.435775,190.427975
,,138.9464,190.5464
,,138.996225,190.646875
,,139.45565,190.786125
,,140.16945,190.882675
,,140.267225,190.978325
,,141.0046,191.278425
,,141.3957,191.38185
,,141.808175,191.7023
,,141.9621,192.03225
,,142.041825,192.13635
,,142.04395,192.249025
,,142.350775,192.363775
,,142.752625,192.48835
,,142.782725,192.584325
,,142.799125,192.689775
,,142.93985,193.08095
,,142.96625,193.1899
,,142.979375,193.5325
,,143.157825,193.6969
,,143.161825,194.07805
,,143.176275,194.582275
,,143.365375,194.92875
,,143.374525,195.098325
,,143.40565,195.19785
,,143.5039,195.32295
,,143.559575,195.437
,,143.63655,195.752875
,,143.671075,195.849275
,,143.734075,195.947325
,,143.807175,196.034225
,,143.817925,196.39505
,,143.942275,196.5686
,,143.987075,196.799175
,,144.007675,196.919125
,,144.27555,196.999225
,,144.285075,197.39
,,144.33565,197.59475
,,144.3481,197.70295
,,144.3877,197.7983
,,144.508825,197.886825
,,144.5111,197.91735
,,144.559375,198.058775
,,144.70485,198.30095
,,144.878075,198.467
,,144.93385,198.68145
,,144.955875,198.8631
,,145.047875,198.9757
,,145.14185,199.09775
,,145.38655,199.46575
,,145.675,199.803925
,,145.67765,199.9073
,,145.751475,199.99325
,,145.88975,
,,145.900425,
,,146.3534,
,,146.892525,
,,146.969075,
,,147.129775,
,,147.247925,
,,147.5413,
,,147.56255,
,,147.701025,
,,147.852675,
,,148.29785,
,,148.4617,
,,148.5303,
,,148.73615,
,,148.806975,
,,149.131125,
,,149.460675,
,,149.725575,
,,150.1522,
,,150.25215,
,,150.490475,
,,150.515275,
,,150.7022,
,,151.112275,
,,151.146875,
,,151.226625,
,,151.38115,
,,151.701025,
,,151.851275,
,,152.073975,
,,152.43055,
,,153.037425,
,,153.480325,
,,153.5731,
,,153.622775,
,,153.96955,
,,153.97655,
,,154.09675,
,,154.2863,
,,154.59145,
,,154.79595,
,,154.977225,
,,155.207075,
,,155.256325,
,,155.506875,
,,156.1893,
,,156.43705,
,,156.5488,
,,156.6467,
,,156.7865,
,,157.229425,
,,157.2936,
,,157.42195,
,,157.502025,
,,158.382125,
,,158.755225,
,,158.79535,
,,158.970725,
,,159.290775,
,,159.393975,
,,159.6503,
,,159.778725,
,,159.798525,
,,159.865,
,,160.1725,
,,160.222125,
,,160.321175,
,,160.343575,
,,160.375675,
,,160.470525,
,,160.59855,
,,160.6493,
,,160.8213,
,,161.14835,
,,161.1683,
,,161.169375,
,,161.182575,
,,161.26895,
,,161.27455,
,,161.321225,
,,161.345775,
,,161.429925,
,,161.509575,
,,161.542075,
,,161.570375,
,,161.586125,
,,161.71405,
,,161.76365,
,,161.8392,
,,161.926025,
,,161.975675,
,,162.043925,
,,162.137225,
,,162.17655,
,,162.213175,
,,162.333675,
,,162.35025,
,,162.35215,
,,162.50765,
,,162.51985,
,,162.5658,
,,162.631575,
,,162.662575,
,,162.728825,
,,162.78495,
,,162.84715,
,,162.87265,
,,162.88335,
,,162.91715,
,,163.046775,
,,163.0686,
,,163.077975,
,,163.2706,
,,163.274975,
,,163.2858,
,,163.419625,
,,163.42685,
,,163.451225,
,,163.45475,
,,163.574425,
,,163.5846,
,,163.6551,
,,163.7735,
,,163.81785,
,,163.842425,
,,163.869625,
,,163.923075,
,,163.985575,
,,164.071475,
,,164.1264,
,,164.17395,
,,164.204675,
,,164.320925,
,,164.36875,
,,164.578425,
,,164.760875,
,,165.027075,
,,165.232425,
,,165.33015,
,,165.521475,
,,165.6456,
,,165.6933,
,,165.70515,
,,165.722275,
,,165.7689,
,,165.7816,
,,165.8082,
,,165.8771,
,,165.8974,
,,165.9078,
,,165.932075,
,,166.186575,
,,166.342175,
,,166.9375,
,,166.9534,
,,167.317275,
,,167.5,
,,167.696325,
,,167.74565,
,,167.842675,
,,168.1354,
,,168.2958,
,,168.3128,
,,168.399975,
,,168.431,
,,168.4443,
,,168.452775,
,,168.545875,
,,168.64265,
,,168.76785,
,,168.88955,
,,168.890975,
,,168.9571,
,,169.013175,
,,169.038175,
,,169.047825,
,,169.0747,
,,169.158475,
,,169.340275,
,,169.4298,
,,169.483875,
,,169.559825,
,,169.623975,
,,169.625425,
,,169.747025,
,,169.766925,
,,169.895075,
,,169.900575,
,,169.939925,
,,170.148925,
,,170.345425,
,,170.357675,
,,170.49395,
,,170.676975,
,,170.6827,
,,170.744425,
,,170.752825,
,,170.98785,
,,170.9947,
,,171.055825,
,,171.1271,
,,171.192175,
,,171.47085,
,,171.783375,
,,171.800925,
,,172.057625,
,,172.0835,
,,172.29375,
,,172.4233,
,,172.532,
,,172.681325,
,,172.7838,
,,172.812525,
,,172.8977,
,,172.962775,
,,173.050025,
,,173.148475,
,,173.28475,
,,173.29835,
,,173.32465,
,,173.458275,
,,173.477825,
,,173.5312,
,,173.577925,
,,173.654625,
,,173.720675,
,,173.786925,
,,173.918,
,,174.122525,
,,174.139925,
,,174.494125,
,,174.544025,
,,174.6076,
,,174.646375,
,,174.759925,
,,174.811575,
,,174.8838,
,,174.991975,
,,175.00855,
,,175.379775,
,,175.392725,
,,175.589725,
,,175.76015,
,,176.332825,
,,176.678525,
,,176.7185,
,,176.826625,
,,177.021175,
,,177.12495,
,,177.1376,
,,177.16175,
,,177.23025,
,,177.39485,
,,177.74635,
,,177.855975,
,,178.263325,
,,178.7284,
,,178.769575,
,,179.3564,
,,179.615575,
,,179.8199,
,,179.88715,
,,180.31015,
,,180.3507,
,,180.6528,
,,180.82525,
,,180.8691,
,,180.97535,
,,181.4761,
,,181.6225,
,,181.69075,
,,181.93125,
,,182.01865,
,,182.115625,
,,182.326275,
,,182.37605,
,,182.447025,
,,182.478925,
,,182.638675,
,,182.66375,
,,182.6933,
,,182.730025,
,,182.758575,
,,182.759775,
,,182.77635,
,,182.863775,
,,182.94845,
,,182.9499,
,,182.9637,
,,183.034425,
,,183.05105,
,,183.141225,
,,183.214075,
,,183.3221,
,,183.34235,
,,183.34765,
,,183.470125,
,,183.57935,
,,183.605975,
,,183.626775,
,,183.690625,
,,183.71475,
,,183.7201,
,,183.768175,
,,183.81165,
,,183.869925,
,,183.894475,
,,183.95795,
,,184.03455,
,,184.071125,
,,184.122925,
,,184.1964,
,,184.2223,
,,184.250775,
,,184.261175,
,,184.51725,
,,184.577825,
,,184.6253,
,,184.675375,
,,184.966575,
,,184.99835,
,,185.052475,
,,185.1088,
,,185.184975,
,,185.201125,
,,185.2531,
,,185.29775,
,,185.322775,
,,185.413575,
,,185.44015,
,,185.4511,
,,185.505425,
,,185.651075,
,,185.676775,
,,185.7419,
,,185.862725,
,,185.918425,
,,185.935475,
,,185.96175,
,,185.990875,
,,186.054525,
,,186.09135,
,,186.120175,
,,186.136625,
,,186.1979,
,,186.307675,
,,186.352325,
,,186.360525,
,,186.40035,
,,186.528125,
,,186.63215,
,,186.74855,
,,186.75205,
,,186.800725,
,,186.840425,
,,186.8832,
,,186.9182,
,,186.979525,
,,186.995725,
,,187.0073,
,,187.042675,
,,187.10755,
,,187.22325,
,,187.2463,
,,187.31035,
,,187.529775,
,,187.543675,
,,187.67175,
,,187.964,
,,188.0106,
,,188.242075,
,,188.40765,
,,188.4148,
,,188.439,
,,188.519325,
,,188.627875,
,,188.797075,
,,188.8834,
,,188.9251,
,,189.601175,
,,189.903175,
,,190.04095,
,,190.366675,
,,190.5551,
,,190.660125,
,,190.997475,
,,191.390875,
,,191.5233,
,,191.734,
,,191.845475,
,,192.06255,
,,192.93295,
,,193.015225,
,,193.13305,
,,193.44275,
,,193.444375,
,,193.681425,
,,193.7615,
,,193.776275,
,,193.8116,
,,193.924025,
,,194.067725,
,,194.09805,
,,194.13865,
,,194.3836,
,,194.527075,
,,194.79675,
,,194.85845,
,,194.921575,
,,195.009,
,,195.273075,
,,195.9861,
,,196.163075,
,,196.2218,
,,196.31575,
,,196.426775,
,,196.522725,
,,196.570975,
,,196.8513,
,,196.857175,
,,196.992025,
,,197.117075,
,,197.42425,
,,197.519725,
,,197.6553,
,,197.747725,
,,197.8594,
,,197.914525,
,,197.922375,
,,198.115075,
,,198.255375,
,,198.464375,
,,198.529675,
,,198.80885,
,,198.8771,
,,199.675,
,,199.8421,
