SPK_SPKC01a (inhibited),SPK_SPKC02a (excited),SPK_SPKC04a (NA)
70.818925,70.8577,
70.8469,70.89095,
70.860475,70.937675,
70.8787,70.939025,
70.908925,70.988725,
70.923625,71.0079,
70.939,71.025075,
70.95715,71.0443,
70.96595,71.0809,
70.980025,71.100675,
71.00115,71.12155,
71.010825,71.144725,
71.014575,71.166975,
71.02,71.188625,
71.031225,71.20555,
71.03805,71.283275,
71.046975,71.30785,
71.056975,71.3389,
71.07495,71.38915,
71.09385,71.4122,
71.108725,71.426275,
71.118175,71.431925,
71.126575,71.4512,
71.1364,71.47515,
71.156425,71.4892,
71.1629,71.50655,
71.173975,71.541475,
71.18445,71.56445,
71.19235,71.589,
71.249875,71.60765,
71.271275,71.63685,
71.3249,71.662425,
71.34235,71.686575,
71.37025,71.701275,
71.383425,71.71935,
71.396125,71.75715,
71.4037,71.827375,
71.4142,71.86845,
71.4298,71.895775,
71.446125,71.92225,
71.4567,71.94775,
71.468975,71.958225,
71.4818,71.987825,
71.491225,72.032325,
71.501075,72.0564,
71.504875,72.0738,
71.518,72.09625,
71.53345,72.123975,
71.54015,72.14945,
71.587175,72.180975,
71.596625,72.184725,
71.605875,72.23455,
71.6226,72.260575,
71.644175,72.284425,
71.663575,72.30055,
71.679875,72.326775,
71.70125,72.352825,
71.71385,72.3882,
71.72675,72.4184,
71.73795,72.43685,
71.754625,72.475875,
71.769525,72.499775,
71.787475,72.523275,
71.8044,72.542375,
71.8212,72.56325,
71.830625,72.57995,
71.837425,72.59685,
71.854925,72.616,
71.891525,72.66325,
71.91985,72.6909,
71.931525,72.71375,
71.951725,72.72695,
71.9658,72.7441,
71.9803,72.7694,
71.99945,72.78925,
72.0165,72.812675,
72.030875,72.830925,
72.041975,72.848375,
72.048625,72.874775,
72.0637,72.900075,
72.0771,72.9223,
72.087725,72.9685,
72.0918,72.99215,
72.10105,73.0698,
72.106525,73.107275,
72.11875,73.13525,
72.131425,73.1576,
72.15475,73.16455,
72.19065,73.19085,
72.21025,73.218,
72.243225,73.243075,
72.25205,73.2657,
72.2585,73.29185,
72.285725,73.3901,
72.30395,73.407,
72.3392,73.412275,
72.3466,73.4279,
72.367975,73.4513,
72.3758,73.4753,
72.400025,73.506025,
72.420275,73.54375,
72.442625,73.5655,
72.45975,73.591875,
72.480625,73.622825,
72.495025,73.6795,
72.50855,73.70275,
72.517225,73.72235,
72.529175,73.76175,
72.53885,73.764575,
72.55135,73.78855,
72.5572,73.805875,
72.57115,73.823525,
72.59175,73.8504,
72.6718,73.87145,
72.707225,73.88775,
72.729,73.928325,
72.7483,73.948675,
72.835525,73.9979,
72.860975,74.0326,
72.8763,74.057225,
72.8927,74.097025,
72.89765,74.128475,
72.910675,74.131825,
72.928225,74.1516,
72.9389,74.186375,
72.958075,74.195025,
72.9644,74.210375,
72.9777,74.25065,
72.988,74.276975,
73.002325,74.335125,
73.03555,74.363425,
73.08225,74.3859,
73.094125,74.42,
73.119575,74.44165,
73.152825,74.4696,
73.161725,74.49275,
73.179225,74.52375,
73.194275,74.566175,
73.206625,74.57285,
73.24105,74.613825,
73.2627,74.62265,
73.274025,74.696325,
73.3114,74.7185,
73.32295,74.74215,
73.34245,74.753425,
73.3735,74.826925,
73.393675,74.8543,
73.404775,74.8818,
73.4219,74.909925,
73.43065,74.940175,
73.440625,74.964375,
73.4552,74.99715,
73.462,75.022575,
73.47335,75.044075,
73.483275,75.071075,
73.498025,75.12275,
73.6024,75.13875,
73.618875,75.183775,
73.660725,75.20155,
73.704575,75.24645,
73.727675,75.27675,
73.738,75.31045,
73.7874,75.33365,
73.8037,75.33745,
73.81705,75.3498,
73.826025,75.363975,
73.837725,75.38895,
73.8481,75.390175,
73.8569,75.4097,
73.867375,75.43505,
73.88265,75.46015,
73.89865,75.489475,
73.9219,75.522275,
73.935075,75.5419,
73.958,75.56505,
73.99945,75.587475,
74.0225,75.620025,
74.05125,75.668225,
74.063625,75.68625,
74.0771,75.734325,
74.10145,75.767025,
74.111975,75.81225,
74.141425,75.885975,
74.1602,75.96325,
74.171975,76.006875,
74.195,76.0127,
74.198925,76.06565,
74.246525,76.093525,
74.2588,76.152,
74.269475,76.2206,
74.2755,76.2754,
74.3055,76.300125,
74.31395,76.323975,
74.3378,76.3492,
74.354025,76.373275,
74.36205,76.401325,
74.3726,76.4209,
74.37645,76.454625,
74.3917,76.458575,
74.4066,76.47905,
74.412725,76.510725,
74.417025,76.53505,
74.42495,76.56175,
74.42975,76.6345,
74.439625,76.65735,
74.4568,76.6824,
74.471075,76.684425,
74.479675,76.710075,
74.497775,76.7366,
74.50505,76.7726,
74.51085,76.7779,
74.5855,76.802625,
74.59965,76.829225,
74.624525,76.845725,
74.6339,76.91255,
74.64705,76.9347,
74.655975,76.9552,
74.670625,76.984325,
74.69105,77.0057,
74.70495,77.0651,
74.7218,77.092125,
74.730775,77.11105,
74.8116,77.139775,
74.904725,77.169625,
74.919625,77.19615,
74.949775,77.21715,
74.955775,77.2442,
74.969125,77.267875,
74.97865,77.2905,
75.0029,77.3087,
75.01155,77.33385,
75.0246,77.3592,
75.0351,77.384675,
75.04575,77.414775,
75.05315,77.44875,
75.06405,77.46635,
75.0683,77.496125,
75.0832,77.52345,
75.104625,77.553,
75.1133,77.57235,
75.1871,77.5986,
75.218275,77.620625,
75.2274,77.688825,
75.253525,77.711825,
75.26195,77.752175,
75.2797,77.8156,
75.296675,77.8408,
75.3122,77.878325,
75.323375,77.90475,
75.332575,77.927925,
75.349775,77.956725,
75.363,77.98255,
75.377475,78.0126,
75.403475,78.018025,
75.4581,78.066,
75.475025,78.1364,
75.49505,78.14765,
75.505175,78.2,
75.519125,78.232125,
75.533425,78.258625,
75.540025,78.3294,
75.552575,78.371425,
75.565075,78.3917,
75.57795,78.407725,
75.583,78.4337,
75.5909,78.4521,
75.60385,78.471875,
75.605625,78.510525,
75.613475,78.5324,
75.6219,78.55525,
75.639575,78.584125,
75.65685,78.616025,
75.66375,78.675325,
75.67175,78.685025,
75.717925,78.705925,
75.745025,78.71595,
75.797175,78.7499,
75.83695,78.7561,
75.8516,78.772375,
75.8665,78.81745,
75.876375,78.843875,
75.888525,78.878575,
75.90075,78.9052,
75.915125,78.956775,
75.94315,78.983675,
75.957075,79.0133,
75.964725,79.04085,
75.9679,79.060725,
75.9765,79.06705,
75.986475,79.102075,
76.0106,79.126325,
76.035175,79.148,
76.0423,79.17005,
76.0534,79.212725,
76.094575,79.234575,
76.1128,79.2662,
76.1665,79.31505,
76.19425,79.335575,
76.208475,79.37285,
76.216075,79.393925,
76.228325,79.418225,
76.2472,79.448975,
76.25615,79.4646,
76.2694,79.50225,
76.2787,79.52605,
76.2899,79.55945,
76.297425,79.610425,
76.309125,79.690375,
76.3179,79.729475,
76.3323,79.767025,
76.3429,79.830725,
76.3579,79.868725,
76.3661,79.89535,
76.3855,79.929425,
76.389,79.953775,
76.46795,79.97605,
76.516525,79.9974,
76.5366,80.0196,
76.580925,80.070925,
76.612025,80.1017,
76.627625,80.12675,
76.6437,80.1488,
76.658675,80.23155,
76.67305,80.262525,
76.68635,80.282325,
76.69135,80.3089,
76.7003,80.33205,
76.7219,80.343425,
76.72485,80.373425,
76.731975,80.37815,
76.7446,80.3991,
76.757025,80.4116,
76.771,80.517925,
76.79065,80.5415,
76.80115,80.571075,
76.859225,80.587475,
76.889025,80.62165,
76.91465,80.6605,
76.9241,80.67905,
76.939025,80.707275,
76.944325,80.727,
76.9575,80.7522,
76.96195,80.778725,
76.976075,80.792375,
76.9902,80.826,
77.00685,80.90115,
77.01115,80.969925,
77.0208,80.997825,
77.05005,81.03085,
77.061475,81.05955,
77.0715,81.121775,
77.086375,81.1749,
77.10075,81.19635,
77.115425,81.224475,
77.170675,81.2529,
77.191725,81.27755,
77.26115,81.30195,
77.30235,81.33255,
77.31555,81.35945,
77.401925,81.379925,
77.413175,81.3885,
77.417,81.404925,
77.438325,81.453575,
77.443775,81.475875,
77.45485,81.508125,
77.46415,81.5304,
77.47295,81.5847,
77.484325,81.605,
77.49745,81.62805,
77.512475,81.660575,
77.528825,81.694275,
77.565875,81.7287,
77.62815,81.804375,
77.728575,81.8298,
77.750875,81.8516,
77.764475,81.8978,
77.77645,81.941975,
77.793825,81.95995,
77.805175,82.003425,
77.8167,82.035875,
77.833825,82.065225,
77.865425,82.093875,
77.89435,82.127375,
77.898725,82.17765,
77.912825,82.208225,
77.94155,82.2303,
77.9505,82.2636,
77.970275,82.296525,
77.977725,82.31415,
77.991425,82.3227,
78.0126,82.3391,
78.029975,82.3637,
78.0436,82.38815,
78.04865,82.4134,
78.072725,82.41615,
78.0877,82.43875,
78.09385,82.460425,
78.1082,82.5045,
78.128625,82.525825,
78.253925,82.55135,
78.26185,82.55705,
78.2898,82.5849,
78.31835,82.60705,
78.3327,82.631425,
78.341425,82.66365,
78.3444,82.692825,
78.364375,82.71725,
78.3763,82.74615,
78.389525,82.779975,
78.40395,82.808875,
78.428675,82.83175,
78.493025,82.8666,
78.50335,82.867875,
78.52425,82.9042,
78.538825,82.92085,
78.549325,82.9265,
78.557775,82.942225,
78.575725,82.97105,
78.59345,83.003825,
78.602,83.0294,
78.61405,83.08865,
78.624425,83.1311,
78.6336,83.13385,
78.6573,83.160275,
78.67175,83.183325,
78.679425,83.21005,
78.7511,83.2372,
78.8053,83.2628,
78.8345,83.28945,
78.848775,83.3117,
78.862775,83.3652,
78.871325,83.43925,
78.885675,83.48625,
78.909775,83.500375,
78.922975,83.532225,
78.93725,83.54555,
78.9444,83.55035,
78.976525,83.574275,
78.981075,83.639225,
79.01075,83.6695,
79.0339,83.699925,
79.04655,83.752,
79.059425,83.775975,
79.0723,83.799125,
79.09015,83.8158,
79.10125,83.847025,
79.117425,83.86675,
79.12815,83.8891,
79.143075,83.907375,
79.1547,83.93095,
79.168125,83.99065,
79.18705,84.05345,
79.2178,84.069625,
79.30505,84.07105,
79.34885,84.103075,
79.367125,84.130925,
79.3923,84.17635,
79.408625,84.1993,
79.425725,84.219275,
79.44415,84.25985,
79.4529,84.294725,
79.459925,84.3158,
79.470075,84.340275,
79.48525,84.35795,
79.496425,84.387975,
79.51945,84.417625,
79.535375,84.440675,
79.544175,84.442625,
79.55385,84.466975,
79.57075,84.50375,
79.58255,84.51145,
79.594175,84.5269,
79.6064,84.548725,
79.6196,84.5763,
79.63335,84.594425,
79.68085,84.64125,
79.733975,84.713325,
79.749675,84.751875,
79.7694,84.79235,
79.7954,84.8887,
79.815725,84.928475,
79.833675,84.952475,
79.862325,84.96775,
79.87555,85.007825,
79.88955,85.048325,
79.903425,85.0817,
79.91495,85.104,
79.9378,85.1298,
79.945675,85.157825,
79.959125,85.17915,
79.970075,85.205025,
79.98035,85.2238,
79.98975,85.252775,
80.004,85.2821,
80.011875,85.309925,
80.021975,85.329475,
80.030975,85.35585,
80.05095,85.38915,
80.0772,85.41025,
80.0972,85.42715,
80.1036,85.44985,
80.130125,85.476875,
80.157925,85.48605,
80.166475,85.504525,
80.181725,85.54465,
80.204025,85.571275,
80.214775,85.6009,
80.229525,85.6307,
80.24505,85.6517,
80.25665,85.681825,
80.2797,85.72105,
80.293225,85.738425,
80.30005,85.76625,
80.3127,85.79365,
80.32045,85.8238,
80.337225,85.859125,
80.353825,85.8874,
80.374475,85.92095,
80.39705,85.9504,
80.401725,85.965475,
80.42015,85.9888,
80.446,86.00545,
80.481875,86.029175,
80.492225,86.051125,
80.507,86.074375,
80.537425,86.104525,
80.55155,86.129725,
80.5564,86.1361,
80.5672,86.15465,
80.578825,86.208925,
80.656975,86.234825,
80.680075,86.260425,
80.7003,86.2866,
80.718425,86.311375,
80.7405,86.3435,
80.74905,86.366275,
80.760025,86.39235,
80.776575,86.41695,
80.805,86.469075,
80.81415,86.526625,
80.839425,86.546925,
80.8707,86.576875,
80.893,86.6117,
80.94475,86.61615,
80.962975,86.63815,
80.98005,86.66025,
80.990225,86.686975,
80.996025,86.709975,
81.014225,86.747775,
81.04635,86.773775,
81.05825,86.8069,
81.076,86.832575,
81.101675,86.8559,
81.132675,86.880375,
81.191225,86.927,
81.20705,86.946,
81.226775,86.9853,
81.24065,87.0168,
81.2614,87.045925,
81.2694,87.07165,
81.287425,87.103725,
81.294425,87.123725,
81.31175,87.168775,
81.320025,87.190075,
81.330475,87.2298,
81.335975,87.25905,
81.351525,87.345425,
81.36895,87.390225,
81.387325,87.404675,
81.3989,87.424025,
81.408125,87.4311,
81.4169,87.45345,
81.423525,87.46345,
81.42735,87.481125,
81.445075,87.5153,
81.52145,87.551175,
81.5557,87.576975,
81.583075,87.629775,
81.59715,87.66215,
81.648125,87.730475,
81.6713,87.8218,
81.6792,87.8543,
81.683325,87.887475,
81.7484,87.9135,
81.7567,87.95155,
81.7754,87.983775,
81.790975,88.0076,
81.800425,88.067,
81.81175,88.09805,
81.836725,88.124375,
81.8484,88.1467,
81.85685,88.186675,
81.892525,88.225625,
81.911575,88.2532,
81.928575,88.2725,
81.940725,88.31055,
81.950825,88.340975,
81.956025,88.3636,
82.11475,88.3763,
82.126275,88.4018,
82.14145,88.4192,
82.173575,88.447725,
82.19215,88.4736,
82.2015,88.50215,
82.2203,88.519225,
82.25375,88.548375,
82.292,88.58335,
82.31615,88.632175,
82.329475,88.635775,
82.38315,88.6716,
82.390075,88.71385,
82.40175,88.729575,
82.413375,88.7388,
82.422875,88.7796,
82.4492,88.808275,
82.45135,88.83405,
82.45815,88.886725,
82.473025,88.991775,
82.495825,89.01435,
82.549,89.046025,
82.577375,89.047325,
82.590125,89.07215,
82.59775,89.104925,
82.63335,89.1136,
82.684625,89.1387,
82.713075,89.242225,
82.74285,89.256625,
82.75345,89.301925,
82.761925,89.34815,
82.77405,89.36615,
82.793625,89.393775,
82.81085,89.418275,
82.828375,89.4469,
82.835925,89.497075,
82.86205,89.4982,
82.866575,89.53475,
82.879775,89.55885,
82.89435,89.590225,
82.909975,89.61095,
82.913925,89.640675,
82.931075,89.658725,
82.9356,89.67835,
82.954275,89.6976,
82.968575,89.74545,
82.975875,89.76635,
82.98685,89.775375,
83.00065,89.802175,
83.007575,89.82995,
83.039,89.8488,
83.052275,89.886975,
83.103225,89.947125,
83.21755,89.976475,
83.259125,90.0048,
83.276125,90.02815,
83.282625,90.04945,
83.306075,90.067775,
83.3202,90.08405,
83.32745,90.135175,
83.340625,90.158575,
83.3594,90.170525,
83.37665,90.270575,
83.402275,90.299225,
83.417525,90.318,
83.426225,90.3526,
83.447475,90.40145,
83.47905,90.4798,
83.4862,90.51385,
83.5031,90.532275,
83.51495,90.560425,
83.545525,90.626,
83.55135,90.65555,
83.57965,90.69585,
83.620675,90.724825,
83.64615,90.751925,
83.664425,90.77835,
83.683075,90.78265,
83.7077,90.807225,
83.721125,90.860525,
83.727525,90.874125,
83.743375,90.893675,
83.748675,90.9137,
83.769025,90.9675,
83.777425,90.9945,
83.843525,91.06965,
83.863125,91.100125,
83.872975,91.149075,
83.8914,91.163675,
83.90255,91.1964,
83.921975,91.22655,
83.936275,91.2442,
83.960475,91.2607,
83.967225,91.2911,
83.976075,91.320475,
83.9828,91.353575,
84.0366,91.3801,
84.10785,91.394575,
84.15855,91.4256,
84.184725,91.460575,
84.186925,91.46215,
84.198175,91.4767,
84.216325,91.499725,
84.2271,91.541875,
84.240575,91.562825,
84.255275,91.612,
84.269,91.690375,
84.278875,91.754525,
84.293025,91.775575,
84.307625,91.8048,
84.3282,91.858925,
84.335225,91.894925,
84.34335,91.928675,
84.3775,91.95955,
84.389125,91.990025,
84.398925,92.0101,
84.411325,92.041325,
84.42185,92.057775,
84.4324,92.078475,
84.560175,92.105775,
84.592575,92.143425,
84.604225,92.177825,
84.61855,92.22105,
84.6323,92.2473,
84.649075,92.3048,
84.652375,92.346125,
84.6622,92.3727,
84.6872,92.394075,
84.7384,92.4279,
84.7519,92.45835,
84.7693,92.48295,
84.804175,92.527,
84.816375,92.60365,
84.851425,92.6355,
84.867475,92.668125,
84.888675,92.6898,
84.911,92.7109,
84.926475,92.744675,
85.060175,92.8196,
85.121625,92.8479,
85.135375,92.8976,
85.15015,92.92155,
85.166425,92.94225,
85.184925,92.963675,
85.195675,93.0108,
85.220125,93.040075,
85.238875,93.1184,
85.3084,93.148675,
85.344725,93.17905,
85.42955,93.228225,
85.460125,93.256325,
85.47185,93.27895,
85.5116,93.30655,
85.531625,93.348325,
85.54785,93.38105,
85.565225,93.429275,
85.58565,93.447825,
85.598425,93.472225,
85.604675,93.5009,
85.622275,93.54375,
85.625475,93.57495,
85.629175,93.601525,
85.639875,93.6345,
85.653025,93.684025,
85.661775,93.709025,
85.6763,93.730725,
85.684325,93.744875,
85.69925,93.772925,
85.840875,93.795225,
85.86375,93.8167,
85.9028,93.888675,
85.919625,93.9055,
85.944425,93.933025,
85.950375,93.951975,
85.978725,93.983725,
85.995975,94.06065,
86.011675,94.08425,
86.0185,94.10595,
86.044425,94.118425,
86.053225,94.129525,
86.08375,94.150275,
86.110325,94.211675,
86.11985,94.2378,
86.136075,94.2655,
86.150975,94.29045,
86.1691,94.36075,
86.21735,94.383,
86.225925,94.4007,
86.24195,94.619025,
86.2505,94.705175,
86.40615,94.76425,
86.461425,94.785275,
86.470325,94.83785,
86.48225,94.85705,
86.495,94.88285,
86.5155,94.941,
86.5258,94.966325,
86.55005,94.98565,
86.561825,95.011675,
86.58025,95.0963,
86.5924,95.117125,
86.673625,95.135775,
86.712175,95.22715,
86.76305,95.30285,
86.783825,95.3198,
86.7928,95.34425,
86.82185,95.369575,
86.840175,95.39065,
86.842925,95.423575,
86.86215,95.459575,
86.8712,95.485275,
86.891325,95.5234,
86.90655,95.55725,
86.93145,95.585,
87.050575,95.6215,
87.06685,95.637675,
87.126775,95.661075,
87.166625,95.712575,
87.175725,95.7264,
87.235075,95.771875,
87.261075,95.7949,
87.353025,95.81965,
87.49315,95.83845,
87.53355,95.87365,
87.561225,95.89535,
87.580475,95.965375,
87.5869,96.0285,
87.619775,96.058675,
87.6254,96.084475,
87.642,96.130925,
87.650475,96.159825,
87.664125,96.216875,
87.678225,96.256,
87.686425,96.28325,
87.6952,96.301425,
87.70265,96.338125,
87.73745,96.3633,
87.795775,96.38545,
87.851225,96.408775,
87.88145,96.433,
87.897925,96.44465,
87.909725,96.45965,
87.9158,96.4773,
87.925325,96.49265,
87.94355,96.5085,
87.95365,96.5366,
87.96485,96.5426,
87.972725,96.568225,
87.991925,96.6253,
88.0161,96.656775,
88.027375,96.726725,
88.043325,96.7454,
88.057,96.779725,
88.068775,96.79865,
88.0779,96.834225,
88.1005,96.860325,
88.111775,96.889,
88.11825,96.9096,
88.1355,96.91065,
88.144475,96.950775,
88.160025,97.03445,
88.177375,97.042625,
88.189875,97.08035,
88.201025,97.1067,
88.2199,97.1233,
88.262925,97.174875,
88.306225,97.201,
88.3241,97.224025,
88.347225,97.270075,
88.363575,97.304175,
88.382,97.32715,
88.395925,97.3518,
88.407625,97.36,
88.41655,97.37325,
88.442175,97.375725,
88.45425,97.3857,
88.47105,97.41845,
88.488475,97.4269,
88.499225,97.434725,
88.5168,97.470425,
88.5955,97.49565,
88.605275,97.5273,
88.6591,97.566325,
88.68985,97.594425,
88.706375,97.69375,
88.7194,97.72235,
88.799625,97.79635,
88.8414,97.8259,
88.891475,97.88485,
88.903175,97.889025,
88.916725,97.9149,
88.920675,97.93595,
88.9463,97.9487,
88.959425,97.97555,
88.9794,98.032525,
89.438075,98.075,
89.583625,98.112275,
89.623125,98.139875,
89.6394,98.17285,
90.0262,98.197675,
90.0436,98.227725,
90.057175,98.258425,
90.0745,98.351825,
90.131325,98.3535,
90.257975,98.3823,
90.27575,98.441525,
90.300275,98.463225,
90.328,98.488425,
90.345925,98.5474,
90.366475,98.57695,
90.37365,98.602125,
90.391325,98.62975,
90.4287,98.652625,
90.447325,98.77875,
90.4636,98.796625,
90.68885,98.8109,
90.7272,98.81665,
90.76085,98.84105,
90.7784,98.846775,
90.78135,98.86485,
90.803175,98.896975,
90.826025,98.935775,
90.8773,98.959525,
91.048175,99.001225,
91.070675,99.02265,
91.08805,99.0531,
91.11215,99.13335,
91.129225,99.15555,
91.142225,99.17735,
91.16365,99.199825,
91.185175,99.2316,
91.366325,99.283875,
91.3833,99.288475,
91.38695,99.311975,
91.4011,99.334425,
91.40545,99.36185,
91.42305,99.383825,
91.4452,99.4357,
91.4628,99.459275,
91.48765,99.491375,
91.501925,99.515625,
91.524025,99.5805,
91.5374,99.586425,
91.55825,99.616375,
91.741975,99.639275,
91.768975,99.6724,
91.9395,99.6978,
91.96355,99.731675,
91.978325,99.766525,
92.017,99.83115,
92.0372,99.878875,
92.046175,99.898225,
92.070875,99.930575,
92.0852,100.09265,
92.17475,100.134,
92.214725,100.166875,
92.2382,100.19435,
92.249675,100.219275,
92.284625,100.23615,
92.298425,100.289825,
92.30745,100.32475,
92.31635,100.360375,
92.343325,100.38605,
92.36665,100.426825,
92.3926,100.451575,
92.409725,100.491125,
92.47985,100.518075,
92.5131,100.5722,
92.525425,100.5907,
92.60075,100.6097,
92.61755,100.657725,
92.638225,100.689675,
92.655425,100.7333,
92.664525,100.769425,
92.6968,100.786175,
92.91765,100.817,
92.94085,100.84005,
92.95665,100.85855,
92.963775,100.9139,
92.97775,100.941875,
93.016125,100.985725,
93.0347,101.0073,
93.0474,101.0566,
93.214225,101.067075,
93.2303,101.082675,
93.453125,101.107275,
93.47525,101.160375,
93.4985,101.1924,
93.5127,101.22095,
93.524325,101.3304,
93.5344,101.34965,
93.5523,101.44805,
93.579175,101.50725,
93.580475,101.5485,
93.768,101.5797,
93.78355,101.598075,
93.798075,101.651125,
93.813075,101.7036,
93.8305,101.7275,
93.848625,101.82235,
93.861275,101.8408,
93.8743,101.862675,
93.8906,101.894,
93.9034,101.915975,
93.9463,101.927625,
94.073875,101.9816,
94.09515,102.013825,
94.112275,102.04,
94.1295,102.062925,
94.16015,102.09365,
94.217125,102.1287,
94.271525,102.150225,
94.3782,102.182275,
94.40515,102.201825,
94.431,102.2397,
94.460725,102.25205,
94.482025,102.286025,
94.497025,102.30455,
94.515375,102.342725,
94.5414,102.39515,
94.559775,102.42375,
94.803775,102.4585,
94.82805,102.485025,
94.8539,102.5428,
94.877575,102.554075,
94.8915,102.616575,
94.90095,102.64615,
94.9106,102.699825,
94.9228,102.709475,
94.943125,102.7224,
94.96225,102.7459,
94.982225,102.773975,
95.001175,102.83485,
95.037325,102.85525,
95.26785,102.894725,
95.295875,102.919525,
95.31645,102.948575,
95.350225,102.970575,
95.45455,102.990625,
95.466825,103.036425,
95.5141,103.06105,
95.536425,103.063325,
95.5585,103.14395,
95.58,103.161725,
95.599875,103.195475,
95.613725,103.220225,
95.625725,103.23865,
95.6637,103.25965,
95.67795,103.29045,
95.691975,103.329875,
95.7143,103.3473,
95.759625,103.369525,
95.7785,103.42585,
95.8435,103.4561,
95.8688,103.5032,
95.998325,103.574275,
96.024675,103.603225,
96.0371,103.632675,
96.053125,103.754575,
96.07535,103.81415,
96.105675,103.856875,
96.1226,103.925425,
96.1432,103.9592,
96.158425,103.995225,
96.17405,104.011675,
96.395525,104.038375,
96.479275,104.087525,
96.50635,104.106125,
96.58405,104.161825,
96.61205,104.18985,
96.6329,104.206225,
96.6506,104.2259,
96.6741,104.286175,
96.74375,104.32515,
96.752975,104.361875,
96.893625,104.410975,
97.134375,104.434675,
97.152775,104.4571,
97.164275,104.48115,
97.1957,104.5406,
97.204,104.560075,
97.22405,104.594275,
97.262925,104.6452,
97.29195,104.66595,
97.335625,104.667975,
97.405675,104.737225,
97.560625,104.808925,
97.57195,104.823825,
97.58235,104.8713,
97.5986,104.89275,
97.62315,104.9491,
97.639675,104.97225,
97.64655,105.011,
97.664025,105.069725,
97.69635,105.097375,
97.7168,105.126525,
97.738225,105.15055,
97.92305,105.182725,
97.941625,105.243075,
97.9448,105.274975,
97.978675,105.2985,
97.99465,105.32375,
98.017575,105.366825,
98.04085,105.417875,
98.068875,105.444975,
98.092925,105.4887,
98.127325,105.515225,
98.187575,105.56365,
98.247025,105.619975,
98.29855,105.6369,
98.319275,105.667875,
98.353475,105.683875,
98.3855,105.709675,
98.403825,105.7423,
98.435775,105.8371,
98.4534,105.8744,
98.46595,105.883625,
98.6432,105.93815,
98.657875,105.973075,
98.696775,105.987825,
98.702975,106.05655,
98.74335,106.07765,
98.78215,106.105625,
98.802525,106.1275,
98.9754,106.160125,
98.992925,106.190925,
99.002825,106.2396,
99.0193,106.25415,
99.051275,106.3384,
99.06875,106.3668,
99.0856,106.386775,
99.096725,106.40285,
99.106425,106.443225,
99.122525,106.47585,
99.140725,106.4959,
99.160525,106.5302,
99.279525,106.57355,
99.31385,106.596975,
99.330275,106.629925,
99.3487,106.6754,
99.373725,106.685625,
99.386075,106.7418,
99.408175,106.866175,
99.42765,106.93035,
99.45325,106.951175,
99.466925,106.9698,
99.50085,107.00085,
99.5341,107.02285,
99.55095,107.02845,
99.764825,107.097325,
99.7892,107.129425,
99.802975,107.157875,
99.823975,107.209275,
99.8465,107.344225,
99.868525,107.37985,
99.8816,107.4005,
99.909175,107.428275,
99.91655,107.467325,
99.97285,107.512425,
100.1029,107.52575,
100.17435,107.54845,
100.199775,107.560075,
100.221075,107.605725,
100.239925,107.640425,
100.263575,107.73975,
100.28305,107.765725,
100.296725,107.807275,
100.3427,107.833325,
100.481375,107.8344,
100.542025,107.862475,
100.56635,107.890825,
100.597225,107.9223,
100.6175,107.98385,
100.6352,108.047775,
100.649825,108.081725,
100.660325,108.100325,
100.67345,108.122725,
100.6819,108.132075,
100.69965,108.16925,
100.719175,108.223225,
100.738175,108.247625,
100.7592,108.267825,
100.77335,108.29505,
100.79245,108.324475,
100.811925,108.352025,
100.831475,108.3914,
100.853725,108.41145,
101.029625,108.45765,
101.062075,108.49705,
101.06705,108.510575,
101.097825,108.515975,
101.111175,108.557825,
101.1276,108.559275,
101.14315,108.579075,
101.15825,108.603075,
101.1799,108.62305,
101.19765,108.6337,
101.215425,108.64895,
101.549875,108.668625,
101.644225,108.729675,
101.672,108.757225,
101.69765,108.7796,
101.7203,108.827675,
101.888025,108.85435,
101.923925,108.8925,
101.95475,108.922375,
101.9755,108.9443,
101.990625,108.9799,
102.0156,109.002275,
102.02715,109.0661,
102.053675,109.08175,
102.1054,109.100125,
102.116075,109.1278,
102.130375,109.14715,
102.153375,109.223625,
102.238425,109.372075,
102.29565,109.39555,
102.352075,109.4509,
102.36795,109.478575,
102.39345,109.5162,
102.413225,109.539925,
102.426675,109.571675,
102.435875,109.595025,
102.44245,109.615625,
102.461825,109.647675,
102.490775,109.6747,
102.5132,109.74635,
102.533525,109.76455,
102.6873,109.79305,
102.70945,109.810525,
102.735125,109.828825,
102.7658,109.8619,
102.787925,109.907625,
102.80445,109.94205,
102.828025,109.96275,
102.837075,110.0039,
102.847825,110.078925,
102.9308,110.113675,
102.967475,110.135275,
102.986775,110.187025,
103.045525,110.210625,
103.063325,110.2308,
103.0832,110.255275,
103.1037,110.270075,
103.1179,110.279675,
103.134825,110.3083,
103.146275,110.3558,
103.16515,110.38055,
103.18685,110.39835,
103.2659,110.417375,
103.298825,110.4606,
103.372025,110.48495,
103.431675,110.532475,
103.4431,110.570175,
103.4932,110.612275,
103.515825,110.636025,
103.533075,110.652675,
103.5576,110.70235,
103.57145,110.87395,
103.590275,110.9132,
103.605175,110.9518,
103.643775,110.97385,
103.665925,110.979125,
104.045525,111.015325,
104.082775,111.04235,
104.1367,111.086775,
104.1727,111.0986,
104.20965,111.1075,
104.4247,111.139475,
104.445775,111.1604,
104.4737,111.214075,
104.49,111.307125,
104.501325,111.357675,
104.523825,111.379625,
104.54385,111.412075,
104.572975,111.455025,
104.596475,111.47445,
