SPK_SPKC01a (inhibited),SPK_SPKC02a (excited),SPK_SPKC04a (NA)
31.6344,32.51885,
31.653425,32.557375,
31.67585,32.57695,
31.693425,32.6097,
31.73245,32.6285,
31.81285,32.6366,
31.81615,32.676075,
31.877375,32.717375,
31.90005,32.74225,
31.918375,32.759875,
31.93645,32.780125,
31.946425,32.814225,
31.990275,32.854675,
32.0083,32.874525,
32.0246,32.904625,
32.0403,32.924075,
32.054125,32.950975,
32.077225,32.9738,
32.097675,33.013125,
32.107125,33.044525,
32.1514,33.076875,
32.19385,33.097725,
32.20355,33.120725,
32.223225,33.16055,
32.23635,33.185975,
32.255675,33.222625,
32.307725,33.27715,
32.322075,33.309825,
32.376175,33.363375,
32.4053,33.39475,
32.431375,33.41095,
32.448775,33.4339,
32.4684,33.46645,
32.50645,33.4935,
32.5364,33.534075,
32.55335,33.55605,
32.58205,33.585475,
32.5894,33.61115,
32.639175,33.665875,
32.67415,33.689675,
32.691425,33.72825,
32.706025,33.748625,
32.726625,33.773775,
32.761525,33.7951,
32.7776,33.828325,
32.78395,33.8554,
32.78935,33.869075,
32.9794,33.904025,
32.996675,33.9551,
33.00975,33.962775,
33.051625,33.9882,
33.067325,34.01865,
33.078675,34.052575,
33.106275,34.110225,
33.262175,34.149175,
33.281475,34.171875,
33.295075,34.2254,
33.29855,34.249175,
33.312775,34.2851,
33.331625,34.337425,
33.34295,34.377225,
33.37535,34.434275,
33.397875,34.4544,
33.5048,34.504075,
33.564275,34.546025,
33.5842,34.585175,
33.612375,34.611725,
33.628375,34.642525,
33.632725,34.67675,
33.663725,34.707325,
33.6825,34.727775,
33.696675,34.75565,
33.725425,34.81765,
33.741275,34.841325,
33.753575,34.86555,
33.771725,34.898775,
33.853125,34.93075,
33.8839,34.949625,
33.920875,34.97765,
33.96275,35.002775,
34.022975,35.0282,
34.0443,35.067375,
34.08455,35.110575,
34.089875,35.15795,
34.108675,35.174975,
34.1325,35.203275,
34.151125,35.2414,
34.173825,35.289025,
34.2094,35.314525,
34.312875,35.335,
34.340575,35.362475,
34.37145,35.3977,
34.3892,35.41315,
34.412275,35.42205,
34.427475,35.4547,
34.44145,35.474175,
34.467725,35.523875,
34.4878,35.547225,
34.49805,35.576,
34.512925,35.612425,
34.6151,35.628075,
34.732875,35.634225,
34.7628,35.649175,
34.783525,35.6801,
34.79835,35.6976,
34.815625,35.722225,
34.834125,35.75085,
34.8591,35.77465,
34.875225,35.80155,
34.895425,35.830975,
34.918825,35.8682,
34.94345,35.897625,
35.1423,35.925925,
35.177125,35.9457,
35.204875,35.986125,
35.23645,36.01135,
35.25715,36.050525,
35.273375,36.0884,
35.291825,36.1135,
35.322325,36.149725,
35.3585,36.2171,
35.3869,36.269875,
35.411275,36.29295,
35.604675,36.3187,
35.62805,36.352825,
35.650375,36.388125,
35.6902,36.405725,
35.7129,36.42885,
35.72815,36.466,
35.769875,36.509475,
35.875725,36.541775,
35.8958,36.5737,
35.9358,36.6067,
35.951625,36.645175,
35.97175,36.67755,
35.991125,36.706025,
36.007625,36.750125,
36.024875,36.776925,
36.045025,36.8119,
36.075325,36.8281,
36.08945,36.864525,
36.10125,36.90015,
36.129825,36.9359,
36.232275,37.010625,
36.278125,37.03815,
36.33705,37.0631,
36.361425,37.0974,
36.39635,37.1246,
36.411075,37.1497,
36.42555,37.1887,
36.45105,37.228675,
36.46325,37.2645,
36.48265,37.290075,
36.517325,37.365425,
36.5384,37.397825,
36.569925,37.4358,
36.59495,37.470275,
36.6312,37.500675,
36.68945,37.52455,
36.71665,37.54725,
36.725825,37.573325,
36.75815,37.607775,
36.77235,37.643325,
36.794325,37.670475,
36.83575,37.69895,
36.854925,37.730125,
36.871175,37.80835,
37.0552,37.838375,
37.07515,37.84965,
37.10475,37.860075,
37.119225,37.879325,
37.13035,37.903875,
37.15235,37.922525,
37.1666,37.94375,
37.1756,37.963475,
37.195625,37.98595,
37.221675,38.014225,
37.238925,38.033925,
37.2521,38.0673,
37.515025,38.0925,
37.522275,38.11185,
37.56595,38.140475,
37.589775,38.177225,
37.602275,38.201525,
37.6194,38.2318,
37.645825,38.263225,
37.658325,38.30725,
37.6816,38.349875,
37.707175,38.412575,
37.7311,38.4604,
37.7524,38.4858,
37.801675,38.516475,
37.836625,38.546375,
37.86275,38.578175,
38.1303,38.610175,
38.15015,38.657625,
38.16515,38.694825,
38.18335,38.72865,
38.216475,38.764325,
38.235825,38.79405,
38.25435,38.830775,
38.26565,38.8586,
38.285125,38.89225,
38.3444,38.93145,
38.47145,38.9741,
38.47685,38.994875,
38.4981,39.024625,
38.50985,39.067175,
38.524625,39.138425,
38.5346,39.187375,
38.54025,39.2193,
38.54735,39.26035,
38.56015,39.29245,
38.5658,39.37025,
38.56895,39.404175,
38.5743,39.42925,
38.580125,39.439625,
38.5993,39.46195,
38.6078,39.501325,
38.627125,39.5434,
38.6379,39.57195,
38.6884,39.602675,
38.708725,39.635875,
38.722475,39.692825,
38.737875,39.723175,
38.74805,39.758675,
38.763175,39.813975,
38.778775,39.830125,
38.799675,39.87955,
38.8102,39.9446,
38.824675,39.983725,
38.850375,40.004275,
38.91505,40.036375,
38.96665,40.059625,
39.0099,40.093925,
39.03605,40.12195,
39.047575,40.183775,
39.06115,40.22565,
39.073525,40.247475,
39.100925,40.26535,
39.1149,40.290175,
39.131925,40.312275,
39.175475,40.3296,
39.190225,40.373775,
39.201825,40.4106,
39.217275,40.437225,
39.2423,40.4608,
39.257725,40.482375,
39.273575,40.522975,
39.286675,40.543575,
39.3515,40.5633,
39.524425,40.59375,
39.540225,40.62905,
39.5655,40.6493,
39.5787,40.68255,
39.611175,40.747175,
39.632,40.766575,
39.64965,40.796675,
39.7017,40.82015,
39.77915,40.851875,
39.798425,40.878975,
39.85485,40.917,
39.871175,40.94225,
39.948975,40.96645,
39.986,40.99945,
40.005575,41.036725,
40.017475,41.088,
40.02975,41.12985,
40.04625,41.154725,
40.061625,41.170375,
40.0721,41.188725,
40.116775,41.2246,
40.128825,41.248775,
40.142175,41.269975,
40.163625,41.306975,
40.1672,41.332425,
40.182075,41.36275,
40.202025,41.393125,
40.228025,41.417075,
40.230425,41.450475,
40.244025,41.455425,
40.3024,41.476,
40.3309,41.514325,
40.3843,41.547375,
40.398075,41.58295,
40.4237,41.610175,
40.44075,41.622,
40.465175,41.672825,
40.5022,41.697275,
40.512875,41.70615,
40.53205,41.731475,
40.5398,41.752175,
40.5574,41.7736,
40.571375,41.798525,
40.587775,41.832175,
40.60235,41.85745,
40.623475,41.8859,
40.643725,41.9209,
40.661375,41.94925,
40.690575,41.976675,
40.744075,42.006125,
40.8554,42.030875,
40.902175,42.056075,
40.934275,42.1489,
40.952475,42.1696,
40.97485,42.1784,
40.994525,42.20545,
41.0053,42.232225,
41.0325,42.271875,
41.055,42.29475,
41.2326,42.3109,
41.254875,42.317575,
41.278475,42.340425,
41.295975,42.3733,
41.3286,42.40265,
41.351425,42.454075,
41.4412,42.47125,
41.471375,42.491875,
41.500525,42.533675,
41.523075,42.557625,
41.5318,42.589825,
41.615225,42.628025,
41.664025,42.66245,
41.69725,42.6822,
41.69845,42.71205,
41.7087,42.7425,
41.727275,42.7712,
41.749075,42.809025,
41.763825,42.8391,
41.7756,42.8642,
41.789825,42.9025,
41.808925,42.91795,
41.819675,42.973825,
41.83865,43.025125,
41.853725,43.042425,
41.872325,43.070225,
41.887225,43.095525,
42.01455,43.147025,
42.04345,43.17865,
42.059375,43.21455,
42.084775,43.237475,
42.0982,43.2603,
42.12115,43.295525,
42.34865,43.3293,
42.3629,43.374175,
42.382875,43.41905,
42.39755,43.454225,
42.40675,43.474925,
42.421875,43.4946,
42.436175,43.5273,
42.4493,43.557525,
42.455175,43.58055,
42.469875,43.607725,
42.487975,43.64345,
42.5168,43.666875,
42.5307,43.698525,
42.563625,43.740475,
42.6938,43.7692,
42.933475,43.7985,
42.985125,43.823225,
42.998475,43.846,
43.0298,43.872,
43.05015,43.89965,
43.072025,43.9881,
43.10695,44.018225,
43.117075,44.048575,
43.129925,44.068325,
43.142175,44.098575,
43.1514,44.100775,
43.164275,44.13275,
43.185175,44.171775,
43.19935,44.23125,
43.21795,44.2413,
43.242075,44.267925,
43.272,44.32585,
43.29945,44.32885,
43.389625,44.35155,
43.412025,44.3724,
43.4429,44.398825,
43.47045,44.416525,
43.485825,44.450525,
43.49755,44.469125,
43.5076,44.55265,
43.521425,44.6169,
43.533825,44.6506,
43.555225,44.6841,
43.5753,44.71965,
43.59295,44.75585,
43.60355,44.787725,
43.828475,44.81205,
43.86035,44.846575,
43.8811,44.866675,
43.896475,44.882725,
43.91295,44.908725,
43.924325,44.938625,
43.951525,44.9557,
43.961925,44.9845,
43.977175,45.053275,
43.99405,45.08845,
44.0042,45.115725,
44.01075,45.13955,
44.0346,45.1862,
44.139325,45.22425,
44.45765,45.258175,
44.48385,45.27835,
44.5443,45.302725,
44.566325,45.341725,
44.5884,45.361825,
44.6535,45.39045,
44.8699,45.411975,
44.895875,45.47345,
44.934,45.505775,
44.9791,45.5293,
44.990625,45.560725,
45.05145,45.580625,
45.075725,45.59615,
45.102525,45.605675,
45.1106,45.6338,
45.137125,45.6635,
45.180475,45.699875,
45.2103,45.731475,
45.2322,45.756425,
45.239075,45.79425,
45.3747,45.8327,
45.3808,45.855325,
45.40195,45.878175,
45.42675,45.9067,
45.4403,45.915425,
45.460225,45.93995,
45.4747,45.962,
45.508025,45.9888,
45.52075,46.032975,
45.5477,46.052375,
45.58475,46.087825,
45.815925,46.126225,
45.835875,46.157825,
45.8514,46.182575,
45.87625,46.2117,
45.89005,46.2489,
46.055775,46.274475,
46.07305,46.289375,
46.0856,46.3173,
46.103375,46.364275,
46.112275,46.398175,
46.136125,46.4157,
46.1529,46.442375,
46.164775,46.50005,
46.17745,46.534875,
46.21545,46.553475,
46.234425,46.5994,
46.25695,46.632225,
46.2781,46.681075,
46.29825,46.713575,
46.389725,46.74745,
46.427625,46.8178,
46.45425,46.83685,
46.504025,46.8649,
46.526925,46.89605,
46.55935,46.955875,
46.603475,46.957875,
46.679475,46.971125,
46.7079,47.007575,
46.738575,47.03125,
46.78205,47.054975,
46.8076,47.084175,
46.8267,47.114225,
46.851225,47.13985,
46.86975,47.1463,
47.063975,47.1801,
47.094375,47.1954,
47.11045,47.22045,
47.135275,47.23445,
47.1432,47.28945,
47.162975,47.3038,
47.17815,47.3282,
47.2019,47.355125,
47.22755,47.379675,
47.298275,47.411225,
47.422125,47.427625,
47.477325,47.494375,
47.5072,47.51855,
47.527175,47.551075,
47.552175,47.57185,
47.690125,47.589375,
47.7284,47.6133,
47.74415,47.62045,
47.97905,47.629375,
47.988025,47.68685,
48.048675,47.7123,
48.068775,47.7527,
48.08665,47.77235,
48.099075,47.825225,
48.115875,47.853825,
48.126025,47.8777,
48.1437,47.897,
48.15195,47.9451,
48.169225,48.0083,
48.200825,48.0553,
48.2354,48.07355,
48.247025,48.1244,
48.2655,48.157425,
48.27845,48.1915,
48.46425,48.227025,
48.503175,48.25965,
48.524475,48.27985,
48.548325,48.36685,
48.550325,48.399075,
48.83555,48.4297,
48.884025,48.45525,
49.038375,48.487075,
49.157775,48.51225,
49.19275,48.53915,
49.202075,48.566875,
49.242675,48.579075,
49.270375,48.60195,
49.271575,48.630375,
49.2922,48.67185,
49.313425,48.68835,
49.331625,48.748375,
49.346125,48.781425,
49.485525,48.811625,
49.504775,48.8339,
49.5144,48.891675,
49.53205,48.90645,
49.561575,48.938975,
49.574775,48.970175,
49.594425,49.005775,
49.620825,49.010225,
49.648375,49.0321,
49.65785,49.0499,
49.6775,49.0684,
49.7089,49.103275,
49.84845,49.123275,
49.87295,49.159325,
49.8927,49.186475,
49.905425,49.23435,
49.92385,49.26125,
49.934025,49.29355,
49.956425,49.333025,
49.968725,49.36585,
49.987675,49.39375,
49.991825,49.431975,
50.05925,49.46335,
50.083325,49.485475,
50.112125,49.5386,
50.13805,49.572,
50.160975,49.586725,
50.209975,49.6013,
50.2363,49.622275,
50.273925,49.625625,
50.289175,49.72855,
50.309475,49.76635,
50.390925,49.798525,
50.400425,49.80575,
50.452375,49.84435,
50.48575,49.881825,
50.51755,49.927775,
50.53435,49.946,
50.554075,49.97615,
50.59225,50.028,
50.607425,50.108025,
50.61055,50.145075,
50.6316,50.1537,
50.655,50.181725,
50.663575,50.215825,
50.69415,50.261575,
50.70345,50.284975,
50.72075,50.303425,
50.733125,50.334825,
50.757275,50.3515,
50.8104,50.375025,
50.847725,50.39095,
50.881675,50.441275,
50.91475,50.4773,
50.94355,50.4909,
50.971225,50.514375,
50.987075,50.544225,
51.00795,50.569625,
51.0204,50.596975,
51.04125,50.628975,
51.064525,50.6485,
51.081975,50.660225,
51.1162,50.68625,
51.26365,50.71185,
51.2863,50.74065,
51.72245,50.7634,
52.143575,50.793925,
52.168875,50.814025,
52.3695,50.8506,
52.417825,50.90235,
52.435825,50.93275,
52.5514,50.96655,
52.569125,50.9814,
52.57665,51.01485,
52.621175,51.03875,
52.626675,51.0667,
52.638575,51.094675,
52.66555,51.114025,
52.67645,51.15195,
52.699525,51.18805,
52.80705,51.23135,
52.825125,51.239375,
52.86285,51.275375,
52.883175,51.31005,
52.90215,51.32705,
52.90855,51.356,
52.941525,51.38525,
52.9908,51.52925,
53.064775,51.55365,
53.083375,51.5868,
53.109725,51.64495,
53.1267,51.666525,
53.1501,51.714275,
53.270675,51.729325,
53.3044,51.7612,
53.309275,51.77305,
53.313925,51.803725,
53.32565,51.849825,
53.3538,51.86935,
53.35875,51.884675,
53.37085,51.933675,
53.377175,51.955475,
53.389225,52.0075,
53.404425,52.042275,
53.4161,52.069,
53.514225,52.073975,
53.56675,52.1263,
53.6356,52.1678,
53.6649,52.194375,
53.9177,52.237375,
54.200175,52.2433,
54.28135,52.252425,
54.534925,52.2687,
54.558075,52.303175,
54.7333,52.312875,
54.86225,52.327625,
54.90775,52.368375,
54.94665,52.39355,
54.973975,52.4017,
54.980225,52.457075,
54.9964,52.4809,
55.004025,52.487075,
55.04675,52.513775,
55.05425,52.537575,
55.069775,52.5722,
55.077575,52.6223,
55.08855,52.65195,
55.1093,52.7052,
55.11555,52.784325,
55.127675,52.814975,
55.148175,52.830175,
55.21035,52.845425,
55.233275,52.8798,
55.266075,52.91015,
55.280925,52.935275,
55.306275,52.998375,
55.38435,53.047825,
55.390575,53.08225,
55.397325,53.111025,
55.408975,53.115175,
55.41985,53.140825,
55.456925,53.150125,
55.48785,53.1702,
55.49275,53.201775,
55.5088,53.243825,
55.5651,53.246525,
55.5661,53.26785,
55.635675,53.30195,
55.6684,53.32405,
55.674925,53.344925,
55.6988,53.3601,
55.72325,53.4104,
55.745575,53.4126,
55.783575,53.4218,
55.799025,53.436,
55.808475,53.458775,
55.81215,53.460875,
55.818275,53.494525,
55.894275,53.52875,
55.91685,53.5448,
55.952125,53.553425,
55.95545,53.5729,
55.9784,53.596625,
55.9878,53.638075,
55.99775,53.6728,
56.0088,53.70175,
56.031325,53.714825,
56.0456,53.7289,
56.056375,53.7438,
56.0672,53.78885,
56.083525,53.823825,
56.0857,53.87805,
56.122575,53.899625,
56.13905,53.91145,
56.153675,53.914825,
56.240475,53.92,
56.259125,53.9236,
56.288,53.939625,
56.3114,53.944675,
56.319925,53.9537,
56.32555,53.9547,
56.33905,53.9743,
56.34825,54.028875,
56.371,54.071,
56.39425,54.1,
56.410825,54.13315,
56.43135,54.14985,
56.4781,54.165575,
56.51875,54.186125,
56.559975,54.205125,
56.581475,54.209525,
56.60575,54.226625,
56.61665,54.246325,
56.629,54.2921,
56.645775,54.311325,
56.655225,54.342875,
56.666,54.36365,
56.669875,54.385075,
56.684975,54.425775,
56.690825,54.431225,
56.696375,54.46235,
56.711975,54.491175,
56.733575,54.4924,
56.7511,54.522975,
56.764975,54.60755,
56.869125,54.6129,
56.879975,54.6371,
56.89095,54.66775,
56.8956,54.670875,
56.9099,54.7724,
56.92585,54.7955,
56.94,54.8273,
56.973625,54.848875,
56.9873,54.884175,
57.0024,54.909,
57.02415,54.953375,
57.069425,54.98185,
57.075425,55.01025,
57.18615,55.0319,
57.195,55.05145,
57.2123,55.084425,
57.22575,55.124775,
57.24385,55.2487,
57.24745,55.271425,
57.27115,55.3009,
57.288725,55.3188,
57.311675,55.38035,
57.321625,55.3872,
57.33185,55.465975,
57.350125,55.493975,
57.35845,55.52405,
57.375725,55.5505,
57.396425,55.590975,
57.43065,55.6297,
57.444425,55.697125,
57.47235,55.763975,
57.498,55.77265,
57.531925,55.79265,
57.555475,55.814125,
57.57025,55.84515,
57.58185,55.860375,
57.598475,55.87835,
57.604775,55.90065,
57.619025,55.936775,
57.63175,55.9542,
57.63785,56.068625,
57.65885,56.09765,
57.692675,56.119375,
57.7122,56.166325,
57.726175,56.18775,
57.740825,56.251525,
57.774025,56.25915,
57.8412,56.273325,
57.8768,56.289375,
57.9029,56.308,
57.911475,56.327,
57.9329,56.367025,
57.9666,56.391075,
57.99015,56.422475,
58.0042,56.4433,
58.0185,56.444925,
58.046775,56.466625,
58.065275,56.489725,
58.0863,56.540875,
58.1086,56.613025,
58.148925,56.63225,
58.165575,56.657125,
58.193175,56.6786,
58.220475,56.68695,
58.238175,56.69695,
58.252225,56.726425,
58.267875,56.745275,
58.3245,56.751125,
58.37225,56.7799,
58.41595,56.81035,
58.442875,56.842225,
58.4518,56.875475,
58.4623,56.9323,
58.46715,56.95905,
58.4933,56.981375,
58.5455,57.00715,
58.5534,57.02635,
58.563375,57.061325,
58.58035,57.07745,
58.602425,57.1148,
58.614275,57.1684,
58.64045,57.196825,
58.6566,57.21005,
58.683225,57.312825,
58.71065,57.34125,
58.7296,57.370425,
58.758275,57.399675,
58.774775,57.42495,
58.80215,57.449775,
58.83725,57.486225,
58.864925,57.5645,
58.88465,57.59005,
58.908725,57.6064,
58.93025,57.66775,
58.941425,57.70225,
58.95945,57.73845,
58.973325,57.763725,
58.9958,57.7969,
59.021375,57.821225,
59.04295,57.8396,
59.1263,57.853575,
59.15225,57.8856,
59.1889,57.910175,
59.21855,57.98135,
59.22925,58.015475,
59.241375,58.04815,
59.29045,58.073475,
59.32505,58.1017,
59.352775,58.158275,
59.36755,58.19025,
59.385175,58.21445,
59.4333,58.2355,
59.460625,58.26005,
59.503325,58.285275,
59.522525,58.35275,
59.542675,58.374725,
59.564025,58.3916,
59.591325,58.4115,
59.601425,58.440925,
59.6235,58.492025,
59.6348,58.533025,
59.659375,58.5518,
59.6769,58.573375,
59.691275,58.600075,
59.7102,58.62805,
59.73415,58.660825,
59.742275,58.685575,
59.7595,58.716725,
59.7709,58.729625,
59.794175,58.736675,
59.8124,58.76055,
59.856425,58.79495,
59.8608,58.8295,
59.87295,58.85625,
59.889475,58.8866,
59.935475,58.917575,
59.970825,58.94435,
59.992175,58.972025,
60.01055,59.00005,
60.0328,59.089825,
60.052675,59.120725,
60.0903,59.150825,
60.14085,59.16405,
60.143425,59.22135,
60.15395,59.25915,
60.1645,59.2825,
60.21815,59.34985,
60.2353,59.3773,
60.26075,59.3997,
60.276175,59.4252,
60.289175,59.44385,
60.306,59.4751,
60.321875,59.50095,
60.34435,59.529325,
60.369725,59.557725,
60.38145,59.632975,
60.420075,59.6607,
60.433025,59.68555,
60.45475,59.714175,
60.4678,59.738,
60.5069,59.75785,
60.5205,59.786,
60.5352,59.8096,
60.557825,59.851525,
60.575675,59.881225,
60.587725,59.98095,
60.5997,60.00415,
60.61425,60.0355,
60.63105,60.077075,
60.6397,60.150725,
60.65465,60.17175,
60.667025,60.200525,
60.677425,60.232,
60.73895,60.2664,
60.74595,60.29295,
60.7498,60.313825,
60.756925,60.33805,
60.765425,60.374325,
60.8168,60.402375,
61.1957,60.4228,
61.24455,60.4392,
61.302125,60.473375,
61.3648,60.495,
61.486275,60.539375,
61.51575,60.56495,
61.5633,60.597675,
61.592525,60.617075,
61.596275,60.664375,
61.67755,60.693175,
61.966025,60.729275,
61.981525,60.7318,
62.19565,60.749825,
62.226025,60.75695,
62.294875,60.78575,
62.36965,60.84715,
62.40095,60.863425,
62.46605,60.9304,
62.50295,60.965475,
62.541925,60.97365,
62.567775,60.995375,
62.5779,61.015275,
62.70365,61.044375,
62.721375,61.0724,
62.736475,61.08815,
62.74635,61.109925,
62.759525,61.133225,
62.774075,61.141025,
62.79595,61.1775,
62.805275,61.2032,
62.82795,61.2274,
62.950325,61.25095,
63.031025,61.25475,
63.05765,61.27055,
63.0691,61.29795,
63.0827,61.31675,
63.094625,61.335175,
63.116,61.3928,
63.13755,61.41835,
63.2041,61.50925,
63.284025,61.53935,
63.301875,61.5658,
63.30945,61.588625,
63.323525,61.61175,
63.327325,61.63375,
63.339575,61.671525,
63.350025,61.684375,
63.363125,61.717925,
63.38175,61.740175,
63.39385,61.770725,
63.405675,61.7921,
63.434225,61.824025,
63.446525,61.8371,
63.52075,61.8824,
63.56655,61.938975,
63.586625,61.971675,
63.603275,61.986375,
63.6107,62.0065,
63.62605,62.0318,
63.64185,62.056,
63.66995,62.07785,
63.6904,62.126625,
63.72115,62.150625,
63.8396,62.169325,
63.862425,62.188425,
63.884225,62.19065,
63.89795,62.195675,
63.90445,62.231125,
63.931025,62.266675,
63.9503,62.27835,
63.96835,62.300425,
63.986025,62.32925,
64.009675,62.361675,
64.028625,62.38265,
64.2322,62.4094,
64.250775,62.417775,
64.268675,62.44625,
64.287125,62.462075,
64.296775,62.48865,
64.320475,62.505975,
64.3337,62.524875,
64.3483,62.560775,
64.358425,62.576075,
64.4598,62.596225,
64.509375,62.612,
64.53195,62.6718,
64.549675,62.711075,
64.578375,62.739475,
64.586875,62.7645,
64.5949,62.785425,
64.62205,62.819525,
64.632825,62.84355,
64.6477,62.86255,
64.662775,62.89945,
64.6665,62.927925,
64.683625,63.010775,
64.699725,63.041875,
64.874325,63.07745,
64.8915,63.137525,
64.907975,63.16485,
64.9206,63.194,
64.930725,63.2501,
64.961425,63.28225,
64.969825,63.28515,
64.9799,63.331775,
64.994,63.36565,
65.00565,63.3894,
65.017075,63.391225,
65.029925,63.417,
65.043775,63.4402,
65.04785,63.468575,
65.05705,63.504925,
65.114075,63.545375,
65.214875,63.573575,
65.33085,63.600925,
65.36045,63.638375,
65.37385,63.655475,
65.380275,63.698375,
65.401425,63.73075,
65.41315,63.7713,
65.433175,63.80275,
65.4538,63.829825,
65.4667,63.8541,
65.4893,63.88085,
65.50405,63.9341,
65.5107,63.96405,
65.52645,63.98715,
65.535175,64.036475,
65.553125,64.0838,
65.58765,64.14145,
65.685375,64.16125,
65.7025,64.17685,
65.736075,64.197825,
65.847925,64.239625,
65.85575,64.2725,
65.94955,64.337925,
66.12985,64.3672,
66.133325,64.393375,
66.1465,64.42365,
66.165475,64.441775,
66.20075,64.476225,
66.249225,64.5171,
66.28445,64.5497,
66.29765,64.558425,
66.33875,64.584925,
66.3433,64.588175,
66.37615,64.620975,
66.389675,64.636175,
66.402925,64.665325,
66.413575,64.692525,
66.435025,64.710975,
66.47105,64.739725,
66.48,64.766175,
66.515175,64.792475,
66.52905,64.82315,
66.536225,64.82685,
66.545775,64.850925,
66.558375,64.877225,
66.667675,64.917875,
66.710575,64.9461,
66.72595,64.9718,
66.740725,65.008075,
66.756625,65.0396,
66.765725,65.08525,
66.78165,65.11805,
66.785025,65.154025,
66.808,65.1863,
66.816975,65.267675,
66.8276,65.37595,
66.841375,65.399375,
66.850675,65.406275,
66.863525,65.420525,
66.8727,65.480875,
66.8895,65.50725,
66.898925,65.533075,
66.9162,65.5661,
66.969825,65.6458,
67.0675,65.6741,
67.084825,65.6865,
67.1005,65.715975,
67.12365,65.752975,
67.13345,65.7656,
67.171,65.768425,
67.20215,65.7918,
67.237625,65.840675,
67.262225,65.852725,
67.334975,65.86735,
67.351025,65.914575,
67.39965,65.979425,
67.433325,66.007475,
67.442825,66.027425,
67.4593,66.05015,
67.507125,66.0709,
67.608975,66.107075,
67.62595,66.156275,
67.640275,66.17555,
67.6507,66.203625,
67.6666,66.24175,
67.7008,66.26375,
67.7162,66.307925,
67.8,66.33315,
67.83075,66.352325,
67.84775,66.387,
67.863825,66.420675,
67.89885,66.42955,
67.903075,66.44535,
67.9183,66.478925,
67.951525,66.5021,
68.0183,66.566925,
68.04055,66.621575,
68.054375,66.6353,
68.06975,66.659075,
68.0774,66.692575,
68.0879,66.71915,
68.101675,66.731475,
68.11805,66.750825,
68.1243,66.772825,
68.1371,66.798925,
68.151575,66.82655,
68.16325,66.86055,
68.179725,66.88565,
68.18195,66.89515,
68.1905,66.925475,
68.19855,66.929425,
68.20915,66.939025,
68.2583,66.954325,
68.278925,67.011,
68.2861,67.035975,
68.357325,67.056875,
68.3747,67.076575,
68.398825,67.1042,
68.421475,67.126375,
68.43215,67.16195,
68.44375,67.216025,
68.457475,67.23605,
68.464375,67.25905,
68.5739,67.291975,
68.581975,67.326425,
68.59145,67.34175,
68.6056,67.372025,
68.635725,67.4058,
68.654075,67.50465,
68.67355,67.523625,
68.691825,67.540975,
68.6956,67.555175,
68.716375,67.5773,
68.811375,67.640275,
68.8244,67.662325,
68.83755,67.6808,
68.847825,67.7063,
68.8691,67.7162,
68.878225,67.7398,
68.890675,67.802175,
68.90335,67.8206,
68.91325,67.839825,
68.921225,67.87845,
68.928475,67.923125,
68.9417,67.943275,
68.950625,67.952825,
68.96025,67.98905,
68.97495,68.025025,
68.980375,68.050775,
68.99205,68.0602,
69.00515,68.084025,
69.0144,68.094475,
69.031825,68.1059,
69.0816,68.11185,
69.102525,68.15835,
69.126325,68.17585,
69.158275,68.197125,
69.1719,68.224925,
69.180875,68.25095,
69.1878,68.274325,
69.204225,68.279825,
69.2196,68.31335,
69.234675,68.369075,
69.236425,68.384625,
69.246025,68.411025,
69.2611,68.430775,
69.275475,68.45455,
69.34675,68.4644,
69.380825,68.466975,
69.38785,68.48015,
69.403725,68.539575,
69.4162,68.565075,
69.4239,68.648375,
69.44055,68.6541,
69.4542,68.670225,
69.45915,68.687575,
69.47885,68.71015,
69.4874,68.7223,
69.502525,68.7351,
69.514975,68.750925,
69.521675,68.771975,
69.5366,68.83195,
69.565675,68.854575,
69.600525,68.855725,
69.628525,68.884875,
69.6526,68.91075,
69.670775,68.9388,
69.69155,68.943025,
69.71225,68.964125,
69.726975,69.00215,
69.7385,69.022425,
69.745975,69.070125,
69.756675,69.09695,
69.7669,69.128425,
69.77155,69.148275,
69.7818,69.17545,
69.806725,69.1809,
69.808175,69.19625,
69.81925,69.215725,
69.821925,69.23765,
69.8327,69.264675,
69.878925,69.287625,
69.9152,69.311475,
69.9388,69.34435,
69.947525,69.3826,
69.958475,69.41265,
69.967425,69.437425,
69.98215,69.4611,
70.0002,69.495175,
70.00605,69.51035,
70.02195,69.530625,
70.034025,69.560175,
70.038325,69.581775,
70.05525,69.605475,
70.0608,69.62855,
70.0785,69.629725,
70.087925,69.675825,
70.092275,69.70285,
70.110525,69.72505,
70.120975,69.75065,
70.13965,69.778175,
70.14195,69.7986,
70.1866,69.825325,
70.194625,69.9117,
70.24085,69.94645,
70.253875,69.97015,
70.2668,69.995625,
70.28805,70.015475,
70.30265,70.036025,
70.3171,70.068225,
70.3314,70.094575,
70.336625,70.114375,
70.3538,70.135225,
70.372325,70.156375,
70.3931,70.159575,
70.429175,70.215025,
70.46245,70.229025,
70.493,70.300075,
70.519825,70.315975,
70.529825,70.338975,
70.5425,70.384325,
70.555,70.4004,
70.589975,70.4244,
70.602525,70.457775,
70.61565,70.475425,
70.6274,70.49655,
70.644675,70.519825,
70.672825,70.522875,
70.69215,70.538075,
70.6991,70.573875,
70.708725,70.595875,
70.723,70.6184,
70.741,70.63485,
70.77135,70.69515,
70.7921,70.725225,
70.80265,70.7967,
