SPK_SPKC09a,SPK_SPKC12a,SPK_SPKC12b,SPK_SPKC12c,SPK_SPKC14a
153.78685,,130.1032,126.591075,166.986175
153.794,,130.11515,126.59775,167.175375
153.95365,,130.164475,126.608375,167.205475
153.95815,,130.1782,126.6121,167.2676
153.9669,,130.187525,126.61985,167.33745
153.97445,,130.2149,126.643,167.351675
154.100275,,130.22915,126.657075,167.385575
154.23205,,130.242825,126.666275,167.4336
154.29855,,130.25675,126.69655,167.4866
154.3369,,130.269875,126.722575,167.529425
154.467575,,130.302575,126.73705,167.566325
154.539525,,130.310325,126.750775,167.59435
154.6423,,130.32565,126.78805,167.642125
154.669625,,130.39235,126.801825,167.75245
154.689225,,130.401425,126.82705,167.7881
154.745725,,130.4328,126.83885,167.797725
154.77505,,130.455075,126.8564,167.8107
154.83035,,130.4905,126.876975,167.825725
154.85085,,130.529425,126.8908,167.83815
154.947925,,130.558025,126.894675,167.874475
155.10385,,130.5704,126.917725,167.884825
155.14525,,130.59135,126.939975,167.926125
155.15155,,130.614975,126.962475,167.941075
155.166325,,130.628,126.98605,167.947175
155.211975,,130.637075,127.019575,167.9574
155.246425,,130.65815,127.051825,167.964675
155.271875,,130.67045,127.068675,168.0373
155.2971,,130.6804,127.0993,168.0698
155.33955,,130.694,127.12065,168.085225
155.51425,,130.701975,127.13715,168.11085
155.5249,,130.718,127.156575,168.12735
155.583925,,130.729175,127.17435,168.1449
155.60975,,130.74035,127.207375,168.164325
155.620975,,130.741925,127.21335,168.197175
155.7376,,130.755175,127.2183,168.256375
155.93835,,130.7665,127.2502,168.28915
156.0171,,130.778525,127.268825,168.3088
156.119175,,130.7963,127.284325,168.34645
156.14505,,130.81625,127.304175,168.3593
156.348925,,130.824225,127.340225,168.381375
156.39715,,130.8354,127.3614,168.3885
156.44585,,130.847025,127.38305,168.40195
156.53865,,130.85705,127.394625,168.556
156.574925,,130.86425,127.45585,168.575425
156.590075,,130.870525,127.4871,168.587425
156.6378,,130.89535,127.495425,168.610325
156.838175,,130.912225,127.5054,168.717225
156.90845,,130.919275,127.520225,168.7248
156.959575,,130.926825,127.58695,168.77705
157.1203,,130.93525,127.609725,168.7852
157.18035,,130.94595,127.618,168.791025
157.2078,,130.9965,127.6369,168.805725
157.506325,,131.0181,127.65085,168.823375
157.518675,,131.0373,127.667725,168.852375
157.53875,,131.104725,127.7032,168.863375
157.583375,,131.16665,127.7137,168.9033
157.661025,,131.176275,127.72235,168.91615
157.673575,,131.1908,127.723425,168.921675
157.68515,,131.219325,127.736375,169.017175
157.758275,,131.23375,127.75265,169.030225
157.770775,,131.250125,127.777125,169.25885
157.773725,,131.25795,127.78715,169.308325
157.779675,,131.276175,127.799875,169.341025
157.815875,,131.30055,127.80775,169.397575
157.99635,,131.30755,127.82525,169.4251
158.114925,,131.33785,127.8381,169.463875
158.128175,,131.360475,127.8519,169.520725
158.1787,,131.3826,127.863125,169.528475
158.249575,,131.41935,127.89465,169.63345
158.309375,,131.480575,127.906075,169.66305
158.31895,,131.4903,127.907825,169.861175
158.494925,,131.580275,127.94055,169.9049
158.6002,,131.587975,127.9666,169.95265
158.640725,,131.599675,127.987875,169.972175
158.83855,,131.619925,128.049125,169.983225
158.920125,,131.640175,128.0563,169.9878
159.009525,,131.66625,128.0656,170.017175
159.0668,,131.700075,128.072825,170.081425
159.0783,,131.7214,128.0842,170.220075
159.155075,,131.729825,128.107275,170.241975
159.18195,,131.748175,128.117075,170.28645
159.219225,,131.78145,128.1536,170.38315
159.317875,,131.789375,128.1686,170.466225
159.361675,,131.801475,128.191075,170.511675
159.419925,,131.8124,128.209475,170.5343
159.495375,,131.855925,128.24465,170.56895
159.504225,,131.866925,128.280575,170.590825
159.513225,,131.875,128.301775,170.60105
159.5294,,131.877675,128.32455,170.658675
159.551675,,131.892175,128.340525,170.813825
159.6393,,131.90895,128.353975,170.87385
159.669925,,131.92435,128.37035,170.894875
159.755775,,131.947075,128.39165,170.914475
159.76755,,131.95935,128.408,170.9567
159.8484,,131.9729,128.424575,170.979525
160.180925,,131.994325,128.477575,170.986925
160.253625,,132.037375,128.519825,171.01385
160.545625,,132.073925,128.5362,171.1633
160.622425,,132.0781,128.5629,171.18945
160.756175,,132.100175,128.57685,171.217375
160.81565,,132.110725,128.58815,171.239625
160.82515,,132.120525,128.621175,171.35725
160.873725,,132.12985,128.635275,171.37665
160.95355,,132.138,128.650225,171.4274
160.9857,,132.1586,128.676575,171.4704
161.0458,,132.172375,128.6881,171.541475
161.07205,,132.180125,128.699125,171.594875
161.09335,,132.2178,128.715125,171.62665
161.182825,,132.235075,128.72745,171.6453
161.21135,,132.252575,128.73755,171.651825
161.236825,,132.283575,128.758975,171.6638
161.421325,,132.294525,128.767425,171.676425
161.532275,,132.303875,128.80805,171.697975
161.551225,,132.307275,128.816125,171.7493
161.569625,,132.313875,128.848775,171.7622
161.625775,,132.319425,128.863525,171.858275
161.8776,,132.366025,128.87685,171.867125
161.91925,,132.4021,128.88795,171.8727
161.967375,,132.422625,128.899425,171.885725
162.03875,,132.47025,128.938475,171.89255
162.044575,,132.512175,128.94615,171.9272
162.153175,,132.522575,128.949075,171.9401
162.2329,,132.54315,128.95325,172.05155
162.4105,,132.551625,128.969075,172.06845
162.5006,,132.578475,128.986875,172.09045
162.512375,,132.5899,129.003225,172.2514
162.53945,,132.610875,129.016625,172.26455
162.54775,,132.621275,129.0275,172.29455
162.621975,,132.63025,129.0472,172.3095
162.647575,,132.64275,129.0571,172.344325
162.7038,,132.687975,129.065225,172.404775
162.863025,,132.70285,129.068125,172.423
162.90555,,132.71195,129.0796,172.4886
162.9169,,132.762975,129.099975,172.51635
163.02135,,132.765225,129.1111,172.557375
163.306475,,132.7725,129.13035,172.626775
163.3137,,132.803325,129.139925,172.63
163.341725,,132.8091,129.14755,172.66905
163.43065,,132.815375,129.166,172.67305
163.506525,,132.824425,129.1872,172.68515
163.523825,,132.865375,129.198075,172.915375
163.53375,,132.873125,129.2124,172.927
163.585375,,132.8916,129.2291,172.9419
163.60005,,132.908675,129.243775,172.947125
163.6906,,132.927275,129.256475,172.97655
163.7491,,132.964025,129.283275,173.031625
163.776975,,132.971875,129.298475,173.079325
163.86225,,133.0181,129.3154,173.09025
163.95675,,133.027425,129.332325,173.122125
164.032275,,133.0753,129.35685,173.16555
164.3357,,133.108625,129.370475,173.1855
164.50065,,133.1613,129.37365,173.206225
164.5196,,133.18205,129.382975,173.24245
164.6536,,133.188475,129.3931,173.298625
164.734425,,133.196275,129.402525,173.307725
164.743625,,133.220875,129.4088,173.3571
164.7617,,133.2883,129.414,173.40245
165.132375,,133.301375,129.429875,173.431725
165.13825,,133.30705,129.436275,173.46745
165.142925,,133.310275,129.452975,173.4869
165.187,,133.3202,129.458725,173.5121
165.233775,,133.337925,129.46365,173.532275
165.3085,,133.345725,129.471025,173.5449
165.552275,,133.3609,129.50895,173.54865
165.75425,,133.39025,129.518475,173.5598
165.792775,,133.52425,129.5467,173.582075
165.809425,,133.57515,129.56245,173.72535
165.989675,,133.584975,129.576375,173.779675
166.1597,,133.594975,129.588125,173.816425
166.167225,,133.6056,129.61865,173.83785
166.18035,,133.62195,129.638825,173.868125
166.2068,,133.6346,129.639875,173.957925
166.23705,,133.645275,129.67265,173.973525
166.27115,,133.6655,129.6871,174.0032
166.4668,,133.705425,129.722875,174.0243
166.5383,,133.7133,129.74235,174.0453
166.58845,,133.725525,129.757075,174.05985
166.6691,,133.7298,129.77735,174.0776
166.77415,,133.77775,129.791525,174.1025
166.78825,,133.784975,129.811375,174.11395
166.80835,,133.7949,129.826775,174.1552
166.84165,,133.83225,129.841675,174.2344
166.878075,,133.845525,129.884975,174.259625
167.0367,,133.852875,129.892325,174.274225
167.06835,,133.86475,129.913125,174.303875
167.10975,,133.87455,129.92335,174.369675
167.159525,,133.90255,129.93715,174.386975
167.295725,,133.920775,129.974625,174.415625
167.312425,,133.934875,129.98275,174.44185
167.36455,,133.945525,129.994225,174.478525
167.54765,,133.96215,130.0263,174.51185
167.655425,,133.96475,130.047825,174.54405
167.685175,,133.97985,130.05745,174.56415
167.93,,133.993225,130.0919,174.664425
167.972,,134.01675,130.110825,174.6774
168.021425,,134.041275,130.168575,174.685975
168.1261,,134.049425,130.186475,174.699825
168.227675,,134.0583,130.20185,174.712
168.3163,,134.062975,130.225625,174.71905
168.455125,,134.076475,130.235775,174.741475
168.49595,,134.091375,130.258325,174.757625
168.61815,,134.109725,130.279425,174.837175
168.7927,,134.117575,130.291125,174.878075
168.87375,,134.123625,130.305625,174.945825
168.896175,,134.143,130.339875,174.955975
168.908025,,134.181825,130.34985,174.997675
168.966625,,134.20895,130.358775,175.024075
169.0328,,134.23475,130.405175,175.14375
169.30175,,134.246025,130.416875,175.150675
169.561975,,134.253275,130.428925,175.189975
169.776025,,134.2628,130.451625,175.215725
170.3171,,134.3002,130.463275,175.260075
170.4813,,134.310925,130.47995,175.29255
170.569175,,134.3217,130.49655,175.329025
170.74705,,134.33315,130.51445,175.3752
170.833475,,134.341925,130.535025,175.396825
170.9034,,134.376,130.58425,175.406775
170.919625,,134.381225,130.598725,175.42205
170.981775,,134.40585,130.63465,175.446275
171.185075,,134.4121,130.6558,175.4641
171.19705,,134.417025,130.672425,175.498275
171.2854,,134.426575,130.6864,175.514125
171.398375,,134.43465,130.687825,175.533475
171.69495,,134.4452,130.6993,175.62155
172.00795,,134.4505,130.726275,175.68835
172.128925,,134.4617,130.7704,175.736375
172.15795,,134.46735,130.7818,175.753225
172.18525,,134.489675,130.79075,175.79365
172.37835,,134.496375,130.814575,175.84
172.71365,,134.50455,130.84075,175.8615
172.76835,,134.513375,130.867425,175.88425
172.9272,,134.52375,130.873575,175.9479
173.0738,,134.530725,130.88095,175.9897
173.189,,134.56075,130.891025,176.003325
173.444125,,134.590675,130.900175,176.040525
173.5496,,134.60315,130.910125,176.04705
173.61915,,134.614375,130.917975,176.06345
173.623675,,134.624825,130.955675,176.09335
174.049375,,134.6367,130.96645,176.106125
174.102725,,134.658075,130.9806,176.2007
174.371425,,134.683675,130.99395,176.229975
174.524775,,134.6981,131.0029,176.251125
174.5899,,134.7021,131.021875,176.26745
174.67445,,134.7189,131.038625,176.336225
174.703675,,134.738025,131.055,176.404975
174.9632,,134.7428,131.0662,176.42445
175.0031,,134.7574,131.0816,176.444075
175.052675,,134.77625,131.092325,176.4748
175.082075,,134.78835,131.147475,176.5195
175.12825,,134.80735,131.178125,176.591675
175.6038,,134.8135,131.21805,176.628025
175.6286,,134.847825,131.237725,176.66175
175.68635,,134.862475,131.261275,176.78245
176.05125,,134.864675,131.288425,176.799775
176.10185,,134.899025,131.290925,176.823575
176.368375,,134.9198,131.311025,176.889875
176.400525,,134.93055,131.322325,176.8985
176.6841,,134.945125,131.330425,177.018325
176.71475,,134.975425,131.3434,177.0319
176.79,,135.046025,131.359175,177.0557
176.85715,,135.067625,131.38165,177.1201
177.1738,,135.097,131.412325,177.14385
177.214975,,135.108725,131.42515,177.15765
177.7245,,135.126325,131.43595,177.17355
178.24,,135.1495,131.444075,177.227825
178.246925,,135.264925,131.47655,177.256475
178.3791,,135.288575,131.50235,177.2978
178.4736,,135.2978,131.510675,177.311025
178.6369,,135.307,131.5279,177.3282
178.713975,,135.33365,131.558625,177.3337
178.94455,,135.359575,131.56665,177.35545
179.076625,,135.39335,131.574775,177.37805
179.096,,135.40775,131.586075,177.385875
179.1142,,135.41665,131.59645,177.432075
179.2288,,135.44955,131.620975,177.45645
179.650525,,135.476325,131.633175,177.482075
179.671725,,135.486575,131.667475,177.51325
179.7465,,135.55015,131.67525,177.544325
179.785275,,135.555675,131.68195,177.586375
179.841625,,135.5589,131.69375,177.6182
180.069,,135.595375,131.70445,177.643975
180.1071,,135.614875,131.733,177.672375
180.2199,,135.6192,131.743675,177.6842
180.230975,,135.6365,131.761375,177.7242
180.51835,,135.644275,131.776375,177.7846
180.5368,,135.654075,131.795825,177.79185
180.6832,,135.656925,131.8464,177.7982
180.70615,,135.726925,131.86335,177.828875
180.73115,,135.73295,131.879975,177.8355
181.15325,,135.7583,131.888575,177.9233
181.162025,,135.7646,131.90035,178.034875
181.1723,,135.77965,131.90445,178.0918
181.3843,,135.792575,131.915525,178.109375
181.49555,,135.807325,131.9223,178.137025
181.569525,,135.81715,131.942925,178.146975
181.620075,,135.828925,131.9518,178.180325
181.92565,,135.853175,131.969075,178.217975
181.951,,135.8662,131.99255,178.241925
181.993775,,135.871125,132.014425,178.250825
181.9958,,135.8947,132.028975,178.25645
182.022775,,135.933675,132.043525,178.2831
182.05095,,135.9969,132.047575,178.35705
182.12175,,136.017325,132.0591,178.421925
182.175575,,136.0331,132.085725,178.481925
182.3364,,136.042125,132.1016,178.5226
182.4885,,136.0506,132.131475,178.5891
182.921375,,136.059425,132.14835,178.61775
182.947275,,136.074825,132.16365,178.62725
183.0064,,136.088025,132.2011,178.6405
183.105,,136.100475,132.209425,178.668425
183.453725,,136.12755,132.221,178.7266
183.8358,,136.15065,132.2371,178.83465
183.856475,,136.160525,132.249575,178.8665
183.898525,,136.177,132.2583,178.896425
184.467925,,136.185025,132.265425,178.937525
184.488775,,136.234225,132.278675,178.973875
184.525325,,136.3138,132.285825,179.04835
184.570275,,136.324125,132.316175,179.0647
184.84835,,136.3634,132.321175,179.074525
185.3435,,136.376925,132.35265,179.09565
185.3792,,136.3919,132.36425,179.11245
185.9206,,136.431975,132.399,179.11495
185.984825,,136.4489,132.4157,179.1225
186.15235,,136.45745,132.430775,179.155475
186.255,,136.475425,132.4576,179.194175
186.5271,,136.489625,132.460625,179.20285
186.669875,,136.520775,132.473975,179.216275
186.820475,,136.529075,132.50925,179.282
186.83465,,136.534,132.52375,179.30185
186.90815,,136.54845,132.540075,179.370825
187.15675,,136.5635,132.55865,179.395
187.32275,,136.585375,132.582125,179.410675
187.512775,,136.6084,132.603425,179.59275
187.58475,,136.6261,132.61575,179.609275
187.6309,,136.63595,132.644575,179.6391
187.902225,,136.646075,132.671275,179.73695
187.9839,,136.6713,132.734525,179.756925
188.03955,,136.6804,132.78005,179.823325
188.088775,,136.7057,132.804875,179.922225
188.2925,,136.719975,132.8614,180.013225
188.353225,,136.729475,132.918175,180.113825
188.36435,,136.7396,132.934525,180.1369
188.5057,,136.74975,132.9477,180.14945
188.7847,,136.769,132.998625,180.17985
189.45875,,136.78985,133.03665,180.185625
189.660525,,136.813075,133.06995,180.230775
190.1287,,136.82435,133.0944,180.2384
190.43065,,136.82885,133.096675,180.2597
190.93725,,136.859375,133.10725,180.3093
191.130475,,136.899175,133.118725,180.362975
191.269625,,136.90965,133.1392,180.383075
191.505525,,136.922475,133.1472,180.4225
191.678725,,136.947,133.148325,180.463075
192.029625,,136.963875,133.18335,180.4994
192.171025,,136.979025,133.194825,180.51395
192.33435,,136.99065,133.2063,180.522725
192.5844,,137.0061,133.2173,180.566675
192.5905,,137.021075,133.2321,180.57885
192.747225,,137.061425,133.248325,180.593175
192.855675,,137.07935,133.26235,180.626675
192.996025,,137.095225,133.285675,180.6413
193.22245,,137.1063,133.290975,180.667175
193.635875,,137.130975,133.30415,180.779925
193.659,,137.140025,133.31505,180.8207
193.78645,,137.16205,133.32645,180.883325
193.87855,,137.181975,133.3334,180.908725
193.9761,,137.1962,133.355775,180.947425
194.082225,,137.20365,133.36345,180.977475
194.103325,,137.213425,133.376225,180.9813
194.6956,,137.222125,133.393325,181.042475
194.758375,,137.232725,133.4225,181.079875
194.81915,,137.257275,133.444025,181.15155
194.962225,,137.2997,133.455575,181.17485
194.982,,137.323875,133.47005,181.205475
195.360225,,137.3394,133.4876,181.214225
195.4324,,137.37245,133.499675,181.3061
195.479825,,137.389,133.517125,181.32055
195.66875,,137.40225,133.530925,181.334875
195.810375,,137.4374,133.549625,181.373325
195.823275,,137.4473,133.56305,181.414975
195.867075,,137.457375,133.579275,181.5213
195.9646,,137.46705,133.5924,181.539225
195.9831,,137.46905,133.603775,181.590575
196.040725,,137.477875,133.612625,181.6035
196.183425,,137.488775,133.631975,181.620375
196.2503,,137.50145,133.647225,181.63105
196.27245,,137.515125,133.66915,181.6519
196.277575,,137.53945,133.693725,181.6601
196.3161,,137.55565,133.70145,181.6708
196.346575,,137.589325,133.70725,181.734725
196.38395,,137.6015,133.7509,181.764275
196.4864,,137.62895,133.806475,181.894125
196.5912,,137.6434,133.822725,181.925225
196.84965,,137.66715,133.839825,181.984225
196.965775,,137.68055,133.856525,182.016925
197.076025,,137.692225,133.876675,182.0513
197.08165,,137.716025,133.8902,182.076425
197.1874,,137.7392,133.909525,182.106875
197.292575,,137.774775,133.944175,182.12855
197.387875,,137.7954,133.95785,182.2047
197.398175,,137.80485,133.974475,182.222825
197.49835,,137.81235,133.981225,182.242075
197.5695,,137.824225,133.9946,182.251325
197.61075,,137.846625,134.005625,182.268825
197.692175,,137.8728,134.021325,182.292
197.8234,,137.92175,134.0334,182.30475
197.8968,,137.94445,134.061325,182.335375
198.116925,,137.954,134.06805,182.35195
198.157425,,137.965375,134.0795,182.381025
198.264525,,137.97625,134.08935,182.4558
198.431325,,138.015125,134.11455,182.487325
198.7758,,138.044725,134.127,182.5046
198.947325,,138.074175,134.13605,182.5792
199.07285,,138.083975,134.137625,182.590925
199.1235,,138.113625,134.15175,182.59985
199.1367,,138.132425,134.161375,182.62065
199.1521,,138.141525,134.179275,182.643475
199.16415,,138.151975,134.230925,182.669975
199.19805,,138.162475,134.266425,182.712075
199.27225,,138.194025,134.2891,182.73805
199.28415,,138.258825,134.30535,182.78755
199.359825,,138.27005,134.3231,182.81035
199.415275,,138.2796,134.338375,182.8285
199.454525,,138.29145,134.357375,182.85615
199.618075,,138.33725,134.3592,182.9218
199.71605,,138.34775,134.378525,182.9241
199.7277,,138.358275,134.39165,182.939275
200.120325,,138.3777,134.402875,182.9658
200.16805,,138.39565,134.413925,182.98845
200.287875,,138.41815,134.430725,182.998525
200.31115,,138.4369,134.46355,183.026075
200.3865,,138.4601,134.49205,183.039775
200.432675,,138.473825,134.5276,183.0525
200.5803,,138.5013,134.55895,183.065725
200.763125,,138.508925,134.597025,183.074975
200.992575,,138.519675,134.61325,183.093675
201.153825,,138.5303,134.6264,183.107675
201.2492,,138.577525,134.632925,183.113325
201.385675,,138.60035,134.6693,183.182175
201.450625,,138.645175,134.681175,183.19655
201.462225,,138.66785,134.68755,183.2686
201.49785,,138.6766,134.707475,183.4602
201.825875,,138.6838,134.7157,183.4823
201.84055,,138.693575,134.75295,183.503125
201.89645,,138.7145,134.78075,183.524775
201.9503,,138.744675,134.7869,183.55865
201.970025,,138.7828,134.816775,183.66345
202.0175,,138.790875,134.8282,183.689425
202.04145,,138.81475,134.841025,183.777825
202.064175,,138.8582,134.878725,183.833875
202.103875,,138.90105,134.905875,183.875075
202.2319,,138.90825,134.9157,183.9276
202.4559,,138.914775,134.955725,183.93675
202.50915,,138.92305,134.972125,183.9461
202.56865,,138.936475,135.000125,183.97015
202.635875,,138.946525,135.013225,183.976975
202.708725,,138.977375,135.029275,183.983675
203.055625,,138.9972,135.06595,183.99335
203.118525,,139.0098,135.084525,184.00655
203.160475,,139.052275,135.105475,184.0252
203.19215,,139.074275,135.1656,184.056975
203.401375,,139.087275,135.2019,184.084325
203.44265,,139.111575,135.22,184.0934
203.496925,,139.1218,135.22965,184.1644
203.560125,,139.136025,135.242325,184.1842
203.6023,,139.1687,135.253475,184.21185
203.673825,,139.1823,135.2839,184.257875
203.72015,,139.187075,135.29905,184.367275
203.761525,,139.19655,135.3142,184.392375
203.7818,,139.220825,135.345075,184.419075
203.81795,,139.239875,135.381025,184.472025
203.95385,,139.247375,135.40085,184.479325
204.028,,139.254425,135.41385,184.515925
204.3451,,139.261925,135.418475,184.525075
204.38545,,139.269475,135.450725,184.561725
204.3874,,139.27495,135.4602,184.579725
204.565925,,139.305175,135.48025,184.6335
204.8072,,139.323625,135.493575,184.639725
205.061525,,139.357375,135.538775,184.68455
205.218,,139.36595,135.5783,184.701075
205.2808,,139.372675,135.5942,184.7728
205.427375,,139.3836,135.5968,184.825625
205.55265,,139.396525,135.600325,184.85495
205.557375,,139.402475,135.617675,184.863175
205.6096,,139.4078,135.630225,184.878675
205.98865,,139.417275,135.638075,184.917375
206.0193,,139.43445,135.66905,184.924525
206.035525,,139.443975,135.688075,184.96065
206.07795,,139.467275,135.69595,184.99415
206.13225,,139.470625,135.7139,185.004925
206.255625,,139.483825,135.725425,185.0316
206.57715,,139.504425,135.755625,185.06685
206.6034,,139.544975,135.76985,185.083325
206.618425,,139.56965,135.789375,185.12215
206.87905,,139.588575,135.8016,185.164575
206.9352,,139.61475,135.805425,185.216525
207.097625,,139.628175,135.809675,185.298175
207.168175,,139.6361,135.851625,185.33585
207.1698,,139.65555,135.861425,185.3608
207.178575,,139.6675,135.881675,185.36695
207.435975,,139.679125,135.90455,185.3861
207.517675,,139.686575,135.920125,185.40175
207.542225,,139.698325,135.9348,185.42785
207.8459,,139.725625,135.983075,185.458225
207.909375,,139.743925,135.9999,185.4667
208.333775,,139.752575,136.018725,185.475925
208.3561,,139.782725,136.03745,185.484275
208.42795,,139.8058,136.046225,185.513
208.643775,,139.83515,136.0563,185.5221
208.695775,,139.85665,136.067625,185.542975
209.1738,,139.931675,136.07835,185.55985
209.293875,,139.947025,136.08695,185.576575
209.38675,,139.97435,136.14065,185.70785
209.5402,,139.98715,136.1547,185.77185
209.54765,,139.99855,136.165475,185.858225
209.7421,,140.01375,136.2088,185.88625
210.46305,,140.01515,136.2361,185.916525
210.479675,,140.03705,136.2603,185.95835
210.513475,,140.115475,136.29865,185.96595
210.55575,,140.142975,136.317575,186.09605
210.63385,,140.1567,136.325725,186.107075
210.689025,,140.179075,136.328675,186.15205
210.811875,,140.1891,136.33905,186.176875
210.87815,,140.218375,136.341825,186.18865
210.940875,,140.2447,136.361225,186.198475
211.1478,,140.249975,136.415675,186.22155
211.239475,,140.256275,136.427825,186.235825
211.310625,,140.263425,136.440575,186.251875
211.5701,,140.32285,136.459775,186.27405
211.927675,,140.34605,136.467775,186.29715
212.32655,,140.35425,136.503725,186.341175
212.4691,,140.381325,136.5106,186.36165
212.5215,,140.38875,136.527375,186.49545
212.57315,,140.4001,136.536525,186.56935
213.3383,,140.4093,136.5496,186.63065
213.474875,,140.418625,136.558675,186.66225
213.5483,,140.504775,136.580575,186.679125
213.82535,,140.51755,136.600075,186.72475
214.126575,,140.5319,136.612225,186.73535
214.177,,140.541325,136.624075,186.790175
214.1857,,140.552975,136.6447,186.8278
214.1913,,140.56335,136.6636,186.841525
214.437425,,140.600775,136.67915,186.871575
214.6494,,140.6107,136.716725,186.886725
214.93885,,140.6436,136.727475,186.90245
214.947825,,140.65685,136.747225,186.94455
215.179825,,140.754125,136.761375,187.014875
215.193825,,140.805725,136.772425,187.0325
215.438675,,140.817025,136.808425,187.06495
215.5238,,140.82675,136.8306,187.161875
215.591575,,140.849075,136.84835,187.175275
215.608525,,140.8602,136.8574,187.18975
215.85265,,140.92315,136.89005,187.221025
216.0762,,140.935825,136.93385,187.284575
216.136725,,140.96115,136.957175,187.3076
216.146725,,140.9741,136.988675,187.343125
216.287775,,140.991075,137.01615,187.372575
216.306875,,141.004375,137.03735,187.3876
216.31715,,141.0861,137.0599,187.4548
216.423025,,141.12435,137.0928,187.468075
216.75395,,141.139575,137.108575,187.4815
217.182075,,141.163025,137.132825,187.5079
217.3518,,141.177275,137.143275,187.515675
217.364425,,141.21425,137.176825,187.52725
217.506125,,141.23125,137.18315,187.54165
217.7797,,141.241025,137.188325,187.605075
217.7999,,141.251,137.2155,187.724575
218.073475,,141.273625,137.276625,187.780425
218.09585,,141.2824,137.294425,187.82335
218.38145,,141.29635,137.310525,187.851725
218.3898,,141.308125,137.326025,187.9039
218.560525,,141.3245,137.344325,187.917825
218.5846,,141.39125,137.3631,187.925125
218.62245,,141.4085,137.3831,187.935275
218.6436,,141.4157,137.408025,187.955875
218.778275,,141.4262,137.42875,187.999675
218.830425,,141.434275,137.431075,188.009275
218.85385,,141.452975,137.44295,188.0308
219.1896,,141.4606,137.475525,188.064675
219.584675,,141.513525,137.49035,188.0916
219.621775,,141.53035,137.532,188.13845
219.69985,,141.578475,137.54975,188.164075
219.902025,,141.58825,137.573125,188.2724
219.973975,,141.597725,137.59185,188.3169
220.005075,,141.62315,137.63575,188.350375
220.027425,,141.632675,137.650775,188.3569
220.048125,,141.633975,137.665525,188.385
220.31395,,141.64425,137.67915,188.3948
220.550275,,141.698675,137.7117,188.422925
220.590475,,141.7142,137.717775,188.46505
220.87445,,141.7216,137.727425,188.476825
220.979475,,141.744025,137.730775,188.514575
221.23385,,141.865775,137.74045,188.522125
221.2984,,141.872125,137.747325,188.560975
221.316275,,141.8902,137.756325,188.568
221.39565,,141.9134,137.76475,188.60405
221.45775,,141.973825,137.813375,188.6414
221.5299,,141.981175,137.829275,188.649775
221.7086,,141.9992,137.874075,188.693825
221.7807,,142.00755,137.889825,188.725125
222.175,,142.017325,137.8984,188.747275
222.38875,,142.0281,137.967475,188.800775
222.57045,,142.072125,137.99515,188.88605
222.593775,,142.079575,138.00715,188.992125
222.698225,,142.09025,138.017625,189.00555
222.8632,,142.0983,138.038825,189.039875
222.89635,,142.110525,138.060925,189.06735
222.935,,142.15485,138.06725,189.07715
222.977475,,142.165125,138.07945,189.10415
223.1572,,142.1976,138.085525,189.123075
223.194875,,142.2072,138.09445,189.1748
223.374,,142.21795,138.12055,189.188025
223.546375,,142.2383,138.1578,189.21385
223.7804,,142.2503,138.1671,189.2262
224.127975,,142.276775,138.17615,189.2503
224.681475,,142.352,138.203675,189.26485
224.704575,,142.37755,138.244025,189.284175
224.7907,,142.404825,138.273825,189.306625
224.99635,,142.453075,138.30585,189.3465
225.2297,,142.4751,138.320725,189.3816
225.278,,142.4802,138.335475,189.43705
225.396475,,142.49345,138.352125,189.4586
225.426825,,142.499325,138.359425,189.4783
225.59955,,142.518675,138.36545,189.511725
225.607675,,142.525625,138.40655,189.541
225.675975,,142.575875,138.429025,189.5557
225.938375,,142.66355,138.43845,189.58005
226.388325,,142.673575,138.442075,189.5963
226.410225,,142.703075,138.457425,189.613575
226.59295,,142.737175,138.475175,189.637175
226.637875,,142.755775,138.48475,189.66025
226.712225,,142.77775,138.496725,189.6705
226.84395,,142.7911,138.526975,189.68205
226.95585,,142.805375,138.5741,189.69585
227.058725,,142.816225,138.620175,189.717075
227.077825,,142.849975,138.621325,189.80115
227.12295,,142.8752,138.639325,189.83955
227.13085,,142.922875,138.650575,189.8807
227.2174,,142.937025,138.66515,189.901375
227.420875,,142.982225,138.69895,189.929475
227.5591,,143.01045,138.749175,189.9785
227.612375,,143.025275,138.762725,189.98495
227.8822,,143.03875,138.789225,189.996525
227.93525,,143.0791,138.79785,190.014
228.1654,,143.128575,138.8009,190.05665
228.19225,,143.170325,138.8134,190.064875
228.201225,,143.1827,138.83735,190.08765
228.421675,,143.203125,138.851275,190.103975
228.4846,,143.211175,138.866,190.11505
228.8868,,143.247875,138.883075,190.12395
229.046075,,143.283725,138.8962,190.133275
229.143125,,143.2934,138.91365,190.1408
229.415875,,143.317425,138.941175,190.152125
229.647325,,143.326625,138.965925,190.183675
229.6619,,143.3935,138.995425,190.19165
229.7533,,143.4018,139.015075,190.2073
230.062825,,143.4123,139.03645,190.22505
230.319925,,143.438325,139.0848,190.2372
230.542475,,143.476175,139.107575,190.2709
230.60365,,143.52275,139.1238,190.307425
230.700875,,143.5446,139.148775,190.32175
230.77595,,143.60575,139.17975,190.356875
230.9854,,143.6675,139.19765,190.36185
231.1602,,143.695675,139.204675,190.406125
231.250025,,143.71505,139.207225,190.5272
231.3301,,143.72605,139.2339,190.54415
231.43145,,143.732825,139.263425,190.5711
